TimestepsSoFar,MaxIW,TimeElapsed,EpThisIter,Weights,StdIW,EpLenMean,InitialBound,J_sample_variance,Bound,InitialReturnMax,MinIW,MeanIW,InitialReturnMin,InitialReturnStd,EpRewMean,EpisodesSoFar,Iteration,EmpiricalD2,InitialReturnMean,ReturnMeanIW
696071,1.0967786,1644.771394252777,100,[-0.838 -0.49  -0.46  -0.789  0.024],0.02826583,35.99,-1712566800000000.0,150.46834,-1712566800000000.0,34.596157,0.91844,1.0047247,-15.6548,10.766608,-107.96275516529647,19100,191,1.0010964,1.8310546e-06,219.98782
699903,1.0869671,1653.49174284935,100,[-0.838 -0.491 -0.459 -0.788  0.025],0.02898937,38.32,-1300357700000000.0,223.26363,-1300357700000000.0,49.91662,0.91394037,1.0056063,-18.886078,14.0067215,-106.8266258682605,19200,192,1.0009514,-9.918213e-07,201.10019
703446,1.0713762,1661.5379745960236,100,[-0.838 -0.492 -0.459 -0.787  0.024],0.0271216,35.43,-1411061800000000.0,186.36427,-1411061800000000.0,34.226265,0.9358855,1.0053139,-16.615288,11.904944,-107.0056719754167,19300,193,1.0007813,3.1280517e-06,222.16718
707348,1.0991089,1670.9023327827454,100,[-0.838 -0.493 -0.459 -0.787  0.024],0.030267123,39.02,-1515505100000000.0,210.81569,-1515505100000000.0,51.404358,0.93386006,1.0062059,-19.518623,13.411639,-106.74614546255154,19400,194,1.0008668,-5.340576e-06,196.64677
711377,1.2173979,1680.014086484909,100,[-0.838 -0.493 -0.459 -0.785  0.024],0.067293786,40.29,-1354597400000000.0,195.80554,-1354597400000000.0,39.75546,0.8377507,1.007661,-18.618797,11.667931,-108.37757704893055,19500,195,1.0048683,3.852844e-06,191.83112
714947,1.1213188,1688.4893970489502,100,[-0.838 -0.493 -0.462 -0.787  0.024],0.035092477,35.7,-1484910600000000.0,154.42479,-1484910600000000.0,29.957207,0.89357936,1.0044665,-16.576897,10.403559,-108.27051761830799,19600,196,1.0015026,-1.6021728e-06,222.86896
718610,1.0939231,1697.164477109909,100,[-0.838 -0.495 -0.463 -0.785  0.025],0.035673235,36.63,-1382545800000000.0,199.97705,-1382545800000000.0,34.06143,0.92710775,1.0057021,-17.363647,11.987387,-107.27642485440221,19700,197,1.0014621,-4.043579e-06,213.82259
722523,1.2400852,1706.3384611606598,100,[-0.838 -0.496 -0.463 -0.785  0.024],0.061482824,39.13,-1425536000000000.0,290.6559,-1425536000000000.0,36.01043,0.87687254,1.0057739,-19.309196,12.904237,-108.04605821219008,19800,198,1.0044104,-1.3732911e-06,197.98755
726156,1.2060487,1715.09211063385,100,[-0.839 -0.497 -0.46  -0.785  0.024],0.043645926,36.33,-1300357700000000.0,222.80174,-1300357700000000.0,38.374184,0.8675345,1.0052221,-17.359169,12.960869,-106.31513328176118,19900,199,1.0021021,6.2942504e-06,214.09438
730201,1.1544971,1723.9336035251617,100,[-0.839 -0.497 -0.46  -0.783  0.025],0.03673502,40.45,-1354597400000000.0,260.33475,-1354597400000000.0,59.909664,0.9246716,1.0064518,-20.021637,14.297679,-106.65343351990376,20000,200,1.0014929,-5.7983398e-06,187.58664
733609,1.0827236,1732.2543108463287,100,[-0.839 -0.497 -0.459 -0.782  0.026],0.025838304,34.08,-1765659200000000.0,136.971,-1765659200000000.0,28.796383,0.92853737,1.0047445,-13.641296,9.912719,-109.11679331125987,20100,201,1.0006891,8.392334e-07,237.8034
736989,1.1894407,1740.3860399723053,100,[-0.839 -0.498 -0.459 -0.781  0.025],0.04548436,33.8,-1627560700000000.0,271.0608,-1627560700000000.0,43.941772,0.90828305,1.0048074,-14.658699,11.906952,-107.11475065992609,20200,202,1.0021917,5.340576e-07,235.88902
740683,1.1273928,1749.5621724128723,100,[-0.839 -0.499 -0.459 -0.779  0.025],0.030415162,36.94,-1411061800000000.0,215.38957,-1411061800000000.0,32.651806,0.92765707,1.0050561,-16.764526,12.127776,-107.41293495867616,20300,203,1.0010029,1.1062622e-06,211.73685
744246,1.1756979,1757.8656058311462,100,[-0.84  -0.499 -0.458 -0.781  0.026],0.042688597,35.63,-1235554000000000.0,226.14055,-1235554000000000.0,40.165485,0.85681415,1.0057533,-17.997612,14.746078,-106.04073134888057,20400,204,1.0017006,-2.5939942e-06,218.48438
747994,1.1253877,1766.2930476665497,100,[-0.839 -0.498 -0.459 -0.78   0.025],0.036902353,37.48,-1484910600000000.0,234.70285,-1484910600000000.0,48.18814,0.9219638,1.0052851,-16.809052,12.819286,-107.1063154235568,20500,205,1.0013615,1.2207031e-06,207.5391
751566,1.1811162,1773.900013923645,100,[-0.84  -0.498 -0.458 -0.781  0.026],0.039145075,35.72,-1425536000000000.0,216.92517,-1425536000000000.0,36.83953,0.9092338,1.0047886,-16.406464,11.580328,-107.96156163128228,20600,206,1.0016007,1.5640259e-06,221.79346
755327,1.1870133,1783.3110418319702,100,[-0.84  -0.496 -0.456 -0.781  0.028],0.041845717,37.61,-1368501400000000.0,282.97443,-1368501400000000.0,47.10846,0.9116132,1.006387,-15.427147,13.746174,-107.50667778100822,20700,207,1.0014137,6.4849854e-07,207.00067
758819,1.144859,1790.6113307476044,100,[-0.84  -0.497 -0.456 -0.781  0.028],0.040240977,34.92,-1274044700000000.0,197.41556,-1274044700000000.0,30.435074,0.90634286,1.0051112,-17.175621,12.589629,-107.6816772531392,20800,208,1.0013475,1.2969971e-06,227.43896
762575,1.1146467,1798.486888408661,100,[-0.84  -0.497 -0.457 -0.782  0.03 ],0.03787767,37.56,-1287135300000000.0,238.27191,-1287135300000000.0,41.59954,0.91497904,1.0065289,-17.208908,12.191303,-108.14828476058881,20900,209,1.0016172,8.773804e-07,208.6396
766090,1.2357788,1807.1955943107605,100,[-0.84  -0.498 -0.456 -0.781  0.03 ],0.08692081,35.15,-1531034400000000.0,327.62537,-1531034400000000.0,35.13364,0.7579465,1.0060339,-15.668739,11.550287,-107.79377575113658,21000,210,1.0095055,1.9836425e-06,226.10728
769637,1.097343,1815.3145625591278,100,[-0.841 -0.497 -0.459 -0.784  0.03 ],0.039913837,35.47,-1210530500000000.0,218.19751,-1210530500000000.0,36.6683,0.89824843,1.0059453,-16.200043,12.739451,-107.03584935720916,21100,211,1.0019543,3.5095215e-06,221.83022
773510,1.0903015,1823.8197433948517,100,[-0.84  -0.497 -0.46  -0.785  0.031],0.02702925,38.73,-1287135300000000.0,195.97057,-1287135300000000.0,45.736687,0.9365039,1.0068333,-17.967377,12.830777,-108.37600009544153,21200,212,1.0008034,3.0517577e-07,201.14098
777023,1.0858022,1831.4835703372955,100,[-0.84  -0.497 -0.459 -0.784  0.031],0.027112266,35.13,-1261085300000000.0,182.08649,-1261085300000000.0,35.045998,0.92979527,1.0057878,-15.624756,12.132677,-107.05729089902584,21300,213,1.0007927,-4.577637e-06,224.64238
780742,1.249921,1840.3431158065796,100,[-0.84  -0.496 -0.459 -0.785  0.031],0.061772354,37.19,-1469842500000000.0,336.48544,-1469842500000000.0,53.418472,0.84191954,1.0046906,-17.00399,13.550897,-107.30625653422526,21400,214,1.0043063,-1.2588501e-06,209.49992
784279,1.1445992,1848.9666085243225,100,[-0.84  -0.498 -0.458 -0.784  0.03 ],0.038798444,35.37,-1454925000000000.0,205.97557,-1454925000000000.0,23.889645,0.9178607,1.0053308,-15.751503,10.560388,-109.01540880163545,21500,215,1.0016897,5.569458e-06,226.73358
787591,1.1070684,1856.9381639957428,100,[-0.84  -0.499 -0.457 -0.783  0.03 ],0.042075988,33.12,-1500130900000000.0,226.539,-1500130900000000.0,56.37626,0.8959683,1.0038625,-14.932404,13.10373,-106.93769719753429,21600,216,1.0017843,-3.3569336e-06,241.41338
791188,1.1246591,1864.8507044315338,100,[-0.84  -0.499 -0.455 -0.782  0.03 ],0.039819792,35.97,-1327205000000000.0,243.8054,-1327205000000000.0,48.781654,0.92617875,1.0052098,-17.829369,12.6573715,-106.73862253080488,21700,217,1.0013508,2.2125244e-06,217.46393
794850,1.0718222,1873.3004186153412,100,[-0.841 -0.5   -0.454 -0.782  0.03 ],0.025678499,36.62,-1644221900000000.0,147.65674,-1644221900000000.0,39.639423,0.9286632,1.0054225,-15.954735,11.640131,-107.79234720200174,21800,218,1.0009364,-2.2888183e-07,214.88484
798724,1.1130153,1881.6227686405182,100,[-0.84  -0.5   -0.454 -0.783  0.028],0.03180656,38.74,-1454925000000000.0,226.9724,-1454925000000000.0,38.378155,0.9057009,1.005638,-18.929886,12.961954,-107.16403847575002,21900,219,1.0009524,2.861023e-06,199.10986
802007,1.0980433,1889.6685082912445,100,[-0.84  -0.5   -0.453 -0.784  0.026],0.029776888,32.83,-1354597400000000.0,134.85649,-1354597400000000.0,36.692303,0.9278519,1.0045398,-12.140556,10.676395,-108.47253309963436,22000,220,1.000738,-2.2506713e-06,247.4129
805761,1.2345264,1898.3032915592194,100,[-0.84  -0.499 -0.454 -0.782  0.027],0.08403335,37.54,-1440156600000000.0,296.1189,-1440156600000000.0,41.828983,0.7834585,1.0045878,-17.036217,12.849941,-107.10989670194517,22100,221,1.0084671,-2.4414062e-06,206.88333
809704,1.1025513,1907.2256000041962,100,[-0.839 -0.499 -0.457 -0.783  0.023],0.033573434,39.43,-1562565200000000.0,186.49281,-1562565200000000.0,29.260353,0.912238,1.0051944,-19.530891,11.557626,-107.37151855288532,22200,222,1.0009708,3.4332274e-06,195.15555
813603,1.1497028,1916.5816819667816,100,[-0.84  -0.499 -0.456 -0.784  0.023],0.046301458,38.99,-1354597400000000.0,216.92744,-1354597400000000.0,42.587368,0.86580527,1.0056305,-19.534958,13.010875,-107.42111789531138,22300,223,1.0027366,-2.4414062e-06,197.79384
817506,1.1357696,1925.2218918800354,100,[-0.841 -0.497 -0.455 -0.785  0.023],0.03170201,39.03,-1469842500000000.0,160.26872,-1469842500000000.0,23.609379,0.93127084,1.0055447,-17.77417,10.834393,-107.92693488638541,22400,224,1.0011615,6.1798096e-06,198.77052
821310,1.063831,1933.5938251018524,100,[-0.841 -0.497 -0.454 -0.784  0.023],0.02565273,38.04,-1274044700000000.0,162.14601,-1274044700000000.0,45.664597,0.9301392,1.0057685,-16.36644,12.827998,-107.87892406203407,22500,225,1.0005293,-4.005432e-06,204.7387
825264,1.1589429,1943.0156469345093,100,[-0.841 -0.497 -0.454 -0.785  0.023],0.050040297,39.54,-1173926000000000.0,271.23007,-1173926000000000.0,40.681705,0.87023944,1.0052354,-18.706696,13.134336,-107.72516353975105,22600,226,1.0025789,-2.8991699e-06,194.78145
828892,1.0894036,1950.867847442627,100,[-0.842 -0.497 -0.453 -0.785  0.022],0.029346457,36.28,-1327205000000000.0,168.23112,-1327205000000000.0,42.003635,0.9159433,1.0063523,-16.699104,12.695923,-107.49080397710895,22700,227,1.0009761,3.5095215e-06,216.55995
832528,1.1445448,1958.4797570705414,100,[-0.842 -0.496 -0.453 -0.785  0.022],0.041406564,36.36,-1469842500000000.0,247.20398,-1469842500000000.0,36.177322,0.90954757,1.0043874,-17.350113,12.609554,-106.57067114044929,22800,228,1.001883,4.196167e-06,214.36505
836308,1.086105,1967.7182726860046,100,[-0.841 -0.498 -0.453 -0.784  0.022],0.030466124,37.8,-1198206200000000.0,161.81322,-1198206200000000.0,50.502407,0.9322828,1.0064461,-16.724579,13.322684,-107.9398269550641,22900,229,1.0009794,-2.670288e-07,206.46416
839713,1.2473041,1975.8553593158722,100,[-0.841 -0.497 -0.454 -0.784  0.023],0.08272117,34.05,-1644221900000000.0,353.3516,-1644221900000000.0,25.086124,0.78380907,1.0039692,-14.85614,10.2386265,-108.56716214622661,23000,230,1.0073931,1.1901855e-05,236.77925
843166,1.0698398,1983.2179284095764,100,[-0.841 -0.496 -0.457 -0.785  0.023],0.026530942,34.53,-1440156600000000.0,169.75227,-1440156600000000.0,37.05377,0.9114666,1.0052173,-15.244682,12.178132,-106.97122720994338,23100,231,1.0008255,5.722046e-07,229.41357
846501,1.0935931,1991.5034794807434,100,[-0.841 -0.495 -0.458 -0.785  0.022],0.03178008,33.35,-1396732200000000.0,181.69913,-1396732200000000.0,28.77042,0.9080618,1.0053182,-13.841728,11.225212,-107.66607418265586,23200,232,1.0010623,2.0599366e-06,240.94193
850226,1.1341381,2000.0052490234375,100,[-0.842 -0.496 -0.457 -0.786  0.022],0.050151397,37.25,-1368501400000000.0,231.8507,-1368501400000000.0,34.718193,0.87659514,1.0064951,-17.77166,12.100873,-106.72211058190261,23300,233,1.0026817,5.340576e-07,208.37984
854101,1.2014385,2008.1582934856415,100,[-0.842 -0.497 -0.455 -0.785  0.022],0.077171005,38.75,-1248255500000000.0,317.30963,-1248255500000000.0,66.9737,0.84043133,1.0068923,-17.60698,12.833726,-107.64345705176021,23400,234,1.0060663,-4.196167e-06,199.82709
857815,1.1042739,2016.2461626529694,100,[-0.841 -0.494 -0.456 -0.785  0.024],0.034460295,37.14,-1210530500000000.0,297.2994,-1210530500000000.0,34.77256,0.89751637,1.0041968,-16.098297,14.034467,-106.45130339042207,23500,235,1.0015798,-5.340576e-07,208.3409
861676,1.1096098,2024.6177837848663,100,[-0.841 -0.494 -0.455 -0.786  0.023],0.03344071,38.61,-1469842500000000.0,188.78871,-1469842500000000.0,27.477032,0.86812866,1.0055661,-18.190674,11.89826,-108.5012725330424,23600,236,1.0012323,3.7765503e-06,202.26399
865166,1.1878989,2032.3370893001556,100,[-0.841 -0.493 -0.453 -0.788  0.022],0.06964606,34.9,-1515505100000000.0,302.4685,-1515505100000000.0,37.566536,0.8478143,1.0057087,-15.74453,11.543177,-107.61698383491081,23700,237,1.0045758,-1.6021728e-06,227.77385
868980,1.0747973,2041.288372516632,100,[-0.841 -0.494 -0.453 -0.785  0.021],0.023739848,38.14,-1261085300000000.0,151.1814,-1261085300000000.0,32.768215,0.95326924,1.0059333,-16.787224,11.980774,-106.72106262886153,23800,238,1.0005462,-3.7002565e-06,202.19046
872549,1.1465428,2049.2156369686127,100,[-0.84  -0.494 -0.453 -0.784  0.021],0.03572617,35.69,-1515505100000000.0,227.86906,-1515505100000000.0,38.251225,0.9305944,1.0058343,-17.204926,13.100548,-106.13694403227395,23900,239,1.0012115,-8.277893e-06,218.46478
876060,1.1504755,2056.81617975235,100,[-0.839 -0.494 -0.455 -0.784  0.022],0.031604428,35.11,-1440156600000000.0,238.50493,-1440156600000000.0,41.029804,0.9143115,1.0052048,-17.224518,12.500408,-107.23607833895804,24000,240,1.0009348,-4.8828124e-06,225.2583
879680,1.1821723,2066.0469286441803,100,[-0.84  -0.495 -0.454 -0.784  0.022],0.060124367,36.2,-1222979300000000.0,280.3194,-1222979300000000.0,42.044888,0.86870074,1.0068477,-16.20269,12.619832,-107.92873853936152,24100,241,1.0041683,1.1825562e-06,217.95319
883562,1.2260048,2075.039734840393,100,[-0.839 -0.494 -0.455 -0.786  0.022],0.081775315,38.82,-1198206200000000.0,297.83417,-1198206200000000.0,37.610806,0.81222355,1.004521,-16.28614,12.061298,-107.59727973122511,24200,242,1.0054917,4.53949e-06,199.47946
887534,1.1941087,2083.411438703537,100,[-0.842 -0.493 -0.457 -0.788  0.022],0.0485616,39.72,-1186005200000000.0,243.49312,-1186005200000000.0,41.83347,0.8780936,1.0063668,-19.130447,13.854296,-107.3477055084719,24300,243,1.0026412,-3.3569336e-06,193.08336
891385,1.1419498,2092.7302997112274,100,[-0.842 -0.493 -0.456 -0.786  0.022],0.033134695,38.51,-1425536000000000.0,216.85475,-1425536000000000.0,41.675488,0.90636116,1.0064181,-18.789436,13.011211,-107.43625651812053,24400,244,1.0015193,-5.9509275e-06,201.09006
895192,1.1185322,2100.9191887378693,100,[-0.841 -0.492 -0.455 -0.788  0.022],0.0426663,38.07,-1059583500000000.0,199.27393,-1059583500000000.0,48.006626,0.84897244,1.0062511,-18.822754,13.821797,-107.0885008844776,24500,245,1.0017358,2.632141e-06,203.25125
898685,1.1418259,2109.251855134964,100,[-0.841 -0.492 -0.456 -0.788  0.022],0.04523826,34.93,-1340832400000000.0,312.26523,-1340832400000000.0,50.043213,0.8952759,1.0056579,-19.04522,14.661421,-105.78758480654896,24600,246,1.0022451,-6.828308e-06,223.3997
902294,1.225446,2117.692847967148,100,[-0.841 -0.492 -0.456 -0.787  0.023],0.0740082,36.09,-1469842500000000.0,285.89536,-1469842500000000.0,42.035522,0.75952256,1.0062768,-16.192856,13.721864,-108.03893359365355,24700,247,1.007817,1.2207031e-06,218.808
905900,1.0752664,2125.7027242183685,100,[-0.841 -0.492 -0.459 -0.789  0.024],0.025852507,36.06,-1274044700000000.0,171.409,-1274044700000000.0,43.516376,0.9332169,1.0053161,-16.032928,12.806064,-107.37085418711462,24800,248,1.0006921,-5.7983398e-06,218.16461
909188,1.1082829,2133.4973545074463,100,[-0.841 -0.491 -0.459 -0.79   0.024],0.029155267,32.88,-1382545800000000.0,155.84451,-1382545800000000.0,41.85602,0.94230896,1.0048839,-15.912743,12.053748,-106.75955644027154,24900,249,1.0008907,8.354187e-06,243.3064
912885,1.1123159,2141.857974052429,100,[-0.841 -0.491 -0.46  -0.79   0.024],0.03218172,36.97,-1411061800000000.0,235.46045,-1411061800000000.0,45.115112,0.90426856,1.0054713,-17.045586,13.03859,-106.87472419634527,25000,250,1.0011853,-3.929138e-06,210.42114
916579,1.1588833,2150.537385225296,100,[-0.84  -0.491 -0.461 -0.789  0.024],0.04101661,36.94,-1440156600000000.0,219.63564,-1440156600000000.0,36.727024,0.89297265,1.0057979,-17.202255,13.009452,-107.24817860857326,25100,251,1.0019276,-2.1362305e-06,211.2727
920341,1.1187052,2159.4287095069885,100,[-0.84  -0.492 -0.461 -0.787  0.023],0.039300032,37.62,-1300357700000000.0,183.17854,-1300357700000000.0,36.30072,0.89793664,1.0057987,-16.396202,11.039912,-108.38501360807814,25200,252,1.0016036,4.9209593e-06,208.71318
923957,1.3001121,2166.8894007205963,100,[-0.839 -0.493 -0.461 -0.786  0.023],0.09440362,36.16,-1425536000000000.0,498.16678,-1425536000000000.0,36.63129,0.7684549,1.0055827,-17.767258,13.269667,-106.99208492296941,25300,253,1.0069969,2.4795531e-06,216.64561
927734,1.0825183,2175.9126682281494,100,[-0.84  -0.495 -0.459 -0.785  0.022],0.026885983,37.77,-1594736400000000.0,158.16216,-1594736400000000.0,38.113045,0.92809063,1.0062959,-18.45382,12.71478,-108.2171285902234,25400,254,1.0008131,3.0517579e-06,207.43007
931491,1.169634,2184.879737854004,100,[-0.84  -0.494 -0.46  -0.786  0.022],0.047940906,37.57,-1425536000000000.0,240.91997,-1425536000000000.0,48.142338,0.8810384,1.0058267,-17.095154,13.493698,-107.0901771224557,25500,255,1.0028622,-1.5258789e-07,206.5361
935067,1.0663848,2192.510817050934,100,[-0.84  -0.493 -0.461 -0.787  0.023],0.020588197,35.76,-1454925000000000.0,183.00024,-1454925000000000.0,34.255314,0.950995,1.0051342,-15.676323,12.18763,-107.78640899677103,25600,256,1.0004156,-6.5994263e-06,221.221
938375,1.0833447,2200.198331594467,100,[-0.84  -0.494 -0.46  -0.786  0.023],0.025383923,33.08,-1765659200000000.0,173.57588,-1765659200000000.0,34.916428,0.92793757,1.0043046,-13.274582,11.315143,-107.51408195094264,25700,257,1.0008023,-4.234314e-06,243.26262
941830,1.1789216,2207.7590177059174,100,[-0.84  -0.494 -0.462 -0.786  0.023],0.051653884,34.55,-1484910600000000.0,327.00516,-1484910600000000.0,34.759666,0.86836237,1.0044293,-16.103096,13.557027,-106.52887347370454,25800,258,1.0027158,-2.9373168e-06,228.2498
945598,1.1576189,2215.3274586200714,100,[-0.84  -0.492 -0.46  -0.789  0.023],0.04579023,37.68,-1425536000000000.0,173.14786,-1425536000000000.0,30.565426,0.9029181,1.0061202,-17.502144,11.268849,-107.8937906234225,25900,259,1.0023925,-2.4414062e-06,207.72456
949384,1.1984539,2223.951422691345,100,[-0.84  -0.492 -0.461 -0.79   0.023],0.059070442,37.86,-1712566800000000.0,183.30682,-1712566800000000.0,28.92712,0.82766855,1.0073289,-17.220566,11.68242,-108.49272063883762,26000,260,1.0034652,5.7983398e-06,207.53693
952873,1.0736347,2231.703321456909,100,[-0.839 -0.49  -0.462 -0.791  0.022],0.020639408,34.89,-1515505100000000.0,217.39272,-1515505100000000.0,42.73644,0.9344652,1.0046057,-15.765884,13.105566,-106.80317819820688,26100,261,1.0005056,-3.2806397e-06,226.00139
956572,1.206146,2239.7452125549316,100,[-0.839 -0.49  -0.462 -0.792  0.022],0.042242944,36.99,-1300357700000000.0,217.64546,-1300357700000000.0,49.7314,0.90987146,1.0060647,-15.866516,11.910403,-108.05829312341385,26200,262,1.0018574,-3.6239624e-06,212.60464
960418,1.0683358,2248.2378454208374,100,[-0.84  -0.489 -0.462 -0.792  0.025],0.021073338,38.46,-1594736400000000.0,194.59117,-1594736400000000.0,45.892452,0.9123964,1.0057933,-17.387848,12.851232,-108.318004587114,26300,263,1.0007669,1.9454956e-06,203.0282
963905,1.1541538,2256.9058117866516,100,[-0.84  -0.489 -0.464 -0.791  0.023],0.044731654,34.87,-1327205000000000.0,205.91164,-1327205000000000.0,31.69233,0.88840294,1.0057849,-16.025963,11.276418,-107.99640704160555,26400,264,1.0023587,1.4495849e-06,228.67822
967645,1.0729026,2265.3117854595184,100,[-0.839 -0.488 -0.466 -0.791  0.024],0.021592705,37.4,-1261085300000000.0,198.99406,-1261085300000000.0,37.825207,0.940702,1.0065721,-18.163635,12.86845,-107.46645380577597,26500,265,1.000472,4.3869018e-06,208.40913
971007,1.0599349,2272.4756751060486,100,[-0.84  -0.488 -0.465 -0.792  0.024],0.017905777,33.62,-1500130900000000.0,142.17104,-1500130900000000.0,29.180893,0.95241797,1.004702,-15.020409,10.835436,-108.56704449003148,26600,266,1.0004241,2.8991699e-06,240.39832
974555,1.1443807,2280.2452692985535,100,[-0.84  -0.488 -0.465 -0.792  0.024],0.042710103,35.48,-1274044700000000.0,263.3605,-1274044700000000.0,35.53141,0.9168095,1.0048431,-15.41481,12.773947,-107.35839602350259,26700,267,1.001602,-2.670288e-06,222.49371
978314,1.1308684,2288.3832960128784,100,[-0.84  -0.489 -0.464 -0.791  0.024],0.042512335,37.59,-1484910600000000.0,213.59837,-1484910600000000.0,49.17048,0.8895541,1.0071665,-18.826042,13.523809,-107.24743853353351,26800,268,1.0017252,5.9509275e-06,206.8373
981856,1.0773354,2296.108409643173,100,[-0.84  -0.487 -0.464 -0.791  0.023],0.027961144,35.42,-1354597400000000.0,175.30887,-1354597400000000.0,41.97152,0.9344878,1.0057139,-16.133232,12.991941,-107.35849245623135,26900,269,1.0006912,-2.3651123e-06,222.89589
985646,1.154561,2303.91796875,100,[-0.839 -0.486 -0.465 -0.791  0.023],0.040209733,37.9,-1313714000000000.0,199.89723,-1313714000000000.0,45.377136,0.9006947,1.0050962,-18.167648,12.797439,-107.11422281792494,27000,270,1.0020462,-2.632141e-06,204.3549
989278,1.1239259,2312.06569480896,100,[-0.84  -0.486 -0.464 -0.793  0.025],0.032614097,36.32,-1261085300000000.0,198.25548,-1261085300000000.0,39.110023,0.9177,1.0050999,-15.410225,13.241384,-108.6138043814122,27100,271,1.0012447,4.005432e-06,218.33879
992755,1.182566,2320.195562362671,100,[-0.84  -0.485 -0.465 -0.795  0.024],0.049870588,34.77,-1695222200000000.0,242.66838,-1695222200000000.0,35.256413,0.8473638,1.0044662,-14.891624,10.888503,-108.7345571127989,27200,272,1.0028229,1.1444092e-06,231.0277
996385,1.0493174,2329.078783750534,100,[-0.839 -0.485 -0.464 -0.797  0.026],0.020820241,36.3,-1425536000000000.0,177.60504,-1425536000000000.0,34.37367,0.9278835,1.0060439,-17.461823,12.500527,-106.80250263845423,27300,273,1.0005884,-3.1280517e-06,215.32033
999951,1.07912,2337.028500556946,100,[-0.837 -0.484 -0.463 -0.797  0.025],0.029346218,35.66,-1578569900000000.0,117.20818,-1578569900000000.0,24.595158,0.9264642,1.0051941,-14.778198,9.936289,-108.85519802152112,27400,274,1.0009817,-5.722046e-07,224.32668
1003193,1.1182379,2344.249939918518,100,[-0.837 -0.484 -0.465 -0.797  0.025],0.041766044,32.42,-1500130900000000.0,199.20337,-1500130900000000.0,56.27569,0.86414844,1.0042597,-13.615372,12.298644,-107.19914473403622,27500,275,1.0015094,8.773804e-07,248.41515
1006986,1.0643445,2353.1475710868835,100,[-0.837 -0.483 -0.466 -0.797  0.025],0.020267475,37.93,-1287135300000000.0,186.39258,-1287135300000000.0,45.395733,0.945507,1.0059654,-15.722511,13.223407,-107.72483194198294,27600,276,1.0005072,3.8146973e-06,205.2378
1010613,1.0763919,2361.7419726848602,100,[-0.837 -0.483 -0.467 -0.797  0.024],0.032677326,36.27,-1274044700000000.0,148.91365,-1274044700000000.0,32.665085,0.9173578,1.0051502,-16.45253,12.08372,-107.41987002147194,27700,277,1.0009947,-3.1661987e-06,216.75987
1014317,1.1420869,2370.5077736377716,100,[-0.836 -0.482 -0.467 -0.798  0.024],0.045912478,37.04,-1500130900000000.0,242.4311,-1500130900000000.0,44.504196,0.87959063,1.0055516,-16.291153,11.787456,-108.27346600401988,27800,278,1.002662,-2.8991699e-06,212.58496
1017649,1.0867099,2378.2397017478943,100,[-0.837 -0.483 -0.466 -0.797  0.024],0.028046012,33.32,-1440156600000000.0,160.5324,-1440156600000000.0,37.09576,0.9239112,1.0046257,-14.998398,11.220804,-107.86076884443004,27900,279,1.0006448,-2.4414062e-06,241.61134
1021231,1.0923606,2385.910978794098,100,[-0.837 -0.484 -0.466 -0.796  0.024],0.029546278,35.82,-1611066000000000.0,169.76695,-1611066000000000.0,30.494476,0.9317218,1.0052408,-15.895256,11.159673,-108.61594439800169,28000,280,1.0007745,7.858276e-06,222.37315
1024635,1.0541155,2393.8183257579803,100,[-0.837 -0.485 -0.465 -0.796  0.024],0.015930561,34.04,-1531034400000000.0,135.15317,-1531034400000000.0,26.937279,0.9624235,1.0049441,-14.627548,11.516941,-107.46358598032194,28100,281,1.0003644,5.2261353e-06,234.59627
1028098,1.0890483,2401.5957551002502,100,[-0.837 -0.484 -0.465 -0.796  0.024],0.02742939,34.63,-1368501400000000.0,148.72952,-1368501400000000.0,42.14168,0.928499,1.0049632,-16.554436,12.175763,-107.05439905260127,28200,282,1.0008854,2.0980835e-06,228.73795
1031364,1.0907099,2409.0271615982056,100,[-0.837 -0.484 -0.466 -0.797  0.024],0.028518748,32.66,-1368501400000000.0,175.39433,-1368501400000000.0,39.469486,0.9330003,1.0052854,-15.031036,12.420056,-107.19294732191503,28300,283,1.0006565,-8.773804e-07,246.22736
1034899,1.0811352,2417.5023391246796,100,[-0.837 -0.483 -0.467 -0.797  0.024],0.031255875,35.35,-1274044700000000.0,246.75471,-1274044700000000.0,40.71778,0.9042166,1.006415,-16.72641,14.458688,-106.1723053682647,28400,284,1.0013695,3.1661987e-06,220.74904
1038032,1.0840312,2424.952998638153,100,[-0.837 -0.482 -0.467 -0.798  0.024],0.030616527,31.33,-1454925000000000.0,222.19974,-1454925000000000.0,38.92702,0.9249438,1.004413,-12.903778,12.236182,-106.70692114568625,28500,285,1.0011172,9.536743e-07,257.96503
1041608,1.4304059,2432.6075899600983,100,[-0.837 -0.483 -0.467 -0.797  0.024],0.09523382,35.76,-1546720500000000.0,498.94193,-1546720500000000.0,34.07108,0.83013195,1.0052574,-15.678398,11.242061,-108.37414755535852,28600,286,1.006852,-1.7929077e-06,222.64024
1045088,1.156724,2440.791016101837,100,[-0.839 -0.484 -0.465 -0.798  0.024],0.03990922,34.8,-1546720500000000.0,186.2991,-1546720500000000.0,42.31214,0.8540958,1.0062613,-16.689545,12.728647,-107.58492530638556,28700,287,1.0021747,-2.1743774e-06,228.29742
