TimestepsSoFar,MaxIW,TimeElapsed,EpThisIter,Weights,StdIW,EpLenMean,InitialBound,J_sample_variance,Bound,InitialReturnMax,MinIW,MeanIW,InitialReturnMin,InitialReturnStd,EpRewMean,EpisodesSoFar,Iteration,EmpiricalD2,InitialReturnMean,ReturnMeanIW
1395513,1.1602529,3251.147933959961,100,[-0.837 -0.475 -0.458 -0.785  0.036],0.04483797,34.92,-1578569900000000.0,202.8276,-1578569900000000.0,33.70141,0.8912271,1.0045943,-15.786751,11.272223,-108.06594440304849,38500,385,1.0018862,-5.0354006e-06,228.55347
1398661,1.1307509,3258.7600214481354,100,[-0.837 -0.476 -0.457 -0.784  0.036],0.034504775,31.48,-1611066000000000.0,191.44064,-1611066000000000.0,30.354298,0.8626069,1.0043726,-13.094376,11.498025,-106.99201585465404,38600,386,1.0016651,9.155273e-07,257.11264
1401892,1.0485061,3266.2381660938263,100,[-0.838 -0.477 -0.457 -0.787  0.035],0.013473361,32.31,-1578569900000000.0,171.00116,-1578569900000000.0,30.82861,0.9692363,1.0042676,-13.670265,11.8279085,-106.12976391352339,38700,387,1.0001732,2.5939942e-06,247.16518
1405453,1.1305207,3273.939939260483,100,[-0.838 -0.477 -0.456 -0.787  0.035],0.05182169,35.61,-1235554000000000.0,244.58687,-1235554000000000.0,33.75065,0.8413633,1.0054574,-17.406845,12.362743,-107.64006140121136,38800,388,1.002303,1.8310546e-06,222.02687
1409118,1.0957462,3282.446156978607,100,[-0.838 -0.475 -0.457 -0.788  0.035],0.0331814,36.65,-1627560700000000.0,246.21951,-1627560700000000.0,43.890064,0.9099914,1.0052024,-17.412567,13.287044,-107.35387145880611,38900,389,1.0012946,4.959106e-07,213.76288
1412886,1.1103317,3290.946937561035,100,[-0.838 -0.476 -0.456 -0.787  0.035],0.03976769,37.68,-1274044700000000.0,207.38597,-1274044700000000.0,50.4026,0.903623,1.0068814,-17.678047,13.409197,-107.45212676692802,39000,390,1.0015823,-3.967285e-06,206.45566
1416398,1.1304903,3299.198326587677,100,[-0.838 -0.474 -0.456 -0.787  0.034],0.046040855,35.12,-1578569900000000.0,252.3533,-1578569900000000.0,49.140205,0.8957665,1.0047959,-15.399635,12.674169,-107.74664901143818,39100,391,1.0024047,7.476807e-06,226.1507
1420017,1.0892171,3307.6964020729065,100,[-0.838 -0.474 -0.455 -0.785  0.034],0.023855843,36.19,-1287135300000000.0,228.88193,-1287135300000000.0,41.753723,0.94053465,1.0055536,-17.162857,13.55804,-106.67682044441526,39200,392,1.000483,-3.852844e-06,215.61845
1423823,1.1369034,3315.916815519333,100,[-0.839 -0.474 -0.454 -0.787  0.034],0.027244998,38.06,-1644221900000000.0,167.56715,-1644221900000000.0,41.390274,0.93886447,1.0058814,-18.015717,12.2165785,-107.57334701837266,39300,393,1.0008159,4.348755e-06,204.46263
1427382,1.1221697,3323.8485736846924,100,[-0.839 -0.474 -0.454 -0.786  0.034],0.03882977,35.59,-1222979300000000.0,254.22499,-1222979300000000.0,43.06624,0.8974329,1.0053118,-16.593208,13.509303,-105.70016012653046,39400,394,1.0015045,1.6784668e-06,218.3653
1431151,1.1041902,3332.473463535309,100,[-0.839 -0.475 -0.453 -0.785  0.034],0.03300845,37.69,-1235554000000000.0,217.28413,-1235554000000000.0,41.363758,0.9235306,1.00412,-18.387505,12.709837,-107.65424447801038,39500,395,1.0015347,2.2888185e-06,206.70105
1434694,1.4424653,3341.0320835113525,100,[-0.839 -0.475 -0.452 -0.784  0.033],0.08412668,35.43,-1103946450000000.0,478.0704,-1103946450000000.0,49.968643,0.75167084,1.0052984,-16.79123,13.155578,-106.40592999328985,39600,396,1.006475,4.6920777e-06,220.8202
1438181,1.1860158,3349.206697702408,100,[-0.844 -0.478 -0.452 -0.787  0.035],0.06100026,34.87,-1484910600000000.0,263.58868,-1484910600000000.0,35.337757,0.8507591,1.0048664,-15.028969,10.381272,-108.17512243074316,39700,397,1.0048381,2.9373168e-06,229.14143
1441981,1.0971159,3357.510141849518,100,[-0.846 -0.48  -0.451 -0.788  0.034],0.029265424,38.0,-1562565200000000.0,142.64293,-1562565200000000.0,20.941307,0.9450338,1.0063772,-16.966278,10.189193,-109.12002929979326,39800,398,1.0008804,-2.1743774e-06,207.6572
1445557,1.0831759,3365.843106031418,100,[-0.847 -0.481 -0.45  -0.788  0.033],0.027102664,35.76,-1287135300000000.0,221.0516,-1287135300000000.0,42.991352,0.9414549,1.0050037,-16.379128,12.904593,-107.15338912944941,39900,399,1.0007324,2.3651123e-06,219.9255
1449389,1.105168,3374.9181864261627,100,[-0.847 -0.481 -0.449 -0.789  0.033],0.030124845,38.32,-1396732200000000.0,231.2078,-1396732200000000.0,40.95776,0.90573186,1.005502,-17.091133,13.316507,-107.40509872670366,40000,400,1.0009739,-7.476807e-06,202.13829
1453015,1.1005768,3382.9983627796173,100,[-0.848 -0.483 -0.45  -0.788  0.033],0.03718084,36.26,-1627560700000000.0,197.42477,-1627560700000000.0,28.3294,0.91833,1.0057532,-17.418106,12.808637,-105.33469796794652,40100,401,1.0012058,-6.752014e-06,212.8605
1456417,1.1473444,3391.2405292987823,100,[-0.848 -0.484 -0.449 -0.787  0.034],0.03157684,34.02,-1484910600000000.0,223.37492,-1484910600000000.0,49.150032,0.93403614,1.0051266,-14.1623535,11.985549,-107.31627929298787,40200,402,1.0007411,5.569458e-06,234.3488
1459940,1.1000705,3399.087783098221,100,[-0.848 -0.484 -0.448 -0.788  0.033],0.026415752,35.23,-1411061800000000.0,193.1796,-1411061800000000.0,30.83094,0.9250519,1.0047343,-14.905174,11.998675,-107.26408676725781,40300,403,1.0007067,-1.4495849e-06,224.41145
1463584,1.1450039,3407.497621536255,100,[-0.848 -0.484 -0.447 -0.79   0.033],0.047971282,36.44,-1500130900000000.0,266.52686,-1500130900000000.0,42.423832,0.77873284,1.0051141,-16.6596,12.200864,-108.35766714230182,40400,404,1.002096,6.1035155e-07,217.16527
1467242,1.0804443,3416.070907354355,100,[-0.849 -0.482 -0.446 -0.788  0.031],0.022731094,36.58,-1411061800000000.0,155.9214,-1411061800000000.0,30.490757,0.9335835,1.0060225,-16.054245,11.251047,-107.07502976845836,40500,405,1.0004954,-3.6239624e-06,213.76408
1471140,1.117506,3425.147609949112,100,[-0.849 -0.483 -0.445 -0.787  0.031],0.03018383,38.98,-1425536000000000.0,228.37889,-1425536000000000.0,35.48028,0.91808784,1.0051142,-16.811043,12.247787,-108.12722162653245,40600,406,1.0012721,-2.670288e-07,199.01096
1474952,1.1022935,3433.9830083847046,100,[-0.849 -0.483 -0.443 -0.788  0.032],0.032439254,38.12,-1161967800000000.0,179.27289,-1161967800000000.0,37.601814,0.8838617,1.005252,-15.250206,12.579584,-108.6049626793635,40700,407,1.0011071,1.5640259e-06,205.15395
1478476,1.0906107,3442.142396211624,100,[-0.849 -0.483 -0.444 -0.787  0.029],0.032792076,35.24,-1644221900000000.0,160.20079,-1644221900000000.0,25.432552,0.9122041,1.0042099,-16.355019,11.613001,-106.90857784600294,40800,408,1.001037,-1.5258789e-06,223.65706
1482128,1.0935118,3450.591551065445,100,[-0.849 -0.482 -0.444 -0.788  0.029],0.022473283,36.52,-1368501400000000.0,233.16257,-1368501400000000.0,50.76175,0.9409188,1.0053945,-17.33973,14.125993,-106.60434416962579,40900,409,1.0006481,-1.7547608e-06,212.95364
1486038,1.1048944,3459.7118327617645,100,[-0.849 -0.481 -0.443 -0.789  0.029],0.020479333,39.1,-1150129200000000.0,259.94354,-1150129200000000.0,34.81085,0.94281554,1.0054073,-17.807915,14.298595,-106.4154726329356,41000,410,1.0003692,-5.41687e-06,195.07118
1489683,1.0769258,3468.7612619400024,100,[-0.85  -0.481 -0.442 -0.789  0.029],0.024226598,36.45,-1396732200000000.0,204.53894,-1396732200000000.0,40.14306,0.91722316,1.0050467,-16.84179,12.851712,-106.60996659593849,41100,411,1.0007674,8.049011e-06,213.603
1493350,1.1817349,3477.46798992157,100,[-0.85  -0.48  -0.442 -0.791  0.029],0.054447986,36.67,-1186005200000000.0,272.73926,-1186005200000000.0,44.48387,0.86745816,1.0057154,-16.366043,12.900971,-106.32075956301956,41200,412,1.0025307,1.4877319e-06,211.54213
1496897,1.1516687,3485.659691095352,100,[-0.85  -0.481 -0.441 -0.789  0.029],0.045630325,35.47,-1313714000000000.0,325.2427,-1313714000000000.0,52.27009,0.8755797,1.0048286,-15.978569,13.830873,-106.65877863998904,41300,413,1.0025897,-2.708435e-06,220.70744
1500652,1.094029,3494.0901770591736,100,[-0.85  -0.482 -0.439 -0.789  0.029],0.031153379,37.55,-1313714000000000.0,199.5696,-1313714000000000.0,45.708084,0.9168327,1.0060359,-16.900688,12.84395,-107.72736239138244,41400,414,1.0008969,-7.705688e-06,207.90712
1503987,1.3226349,3502.4280087947845,100,[-0.85  -0.481 -0.439 -0.79   0.029],0.103883356,33.35,-1661051400000000.0,547.72516,-1661051400000000.0,37.79131,0.61785775,1.0040396,-15.554283,11.926623,-107.20493530745047,41500,415,1.0117884,6.866455e-06,239.93785
1507727,1.0901586,3511.4198038578033,100,[-0.852 -0.475 -0.437 -0.793  0.031],0.030015895,37.4,-1198206200000000.0,155.69823,-1198206200000000.0,38.91317,0.9016472,1.0055542,-17.56144,12.300058,-107.18634378438578,41600,416,1.0012064,3.8146972e-08,207.95166
1511481,1.1450301,3520.1666915416718,100,[-0.852 -0.475 -0.439 -0.793  0.031],0.050458077,37.54,-1261085300000000.0,209.55635,-1261085300000000.0,33.66644,0.8601434,1.0058193,-18.580124,12.57101,-106.7715307729789,41700,417,1.0030248,6.4849854e-07,206.10983
1514974,1.477646,3528.3959424495697,100,[-0.851 -0.473 -0.44  -0.791  0.032],0.13262919,34.93,-1115318700000000.0,667.2288,-1115318700000000.0,50.547375,0.7049438,1.0054182,-14.698708,13.338051,-106.99080565603359,41800,418,1.0188547,9.918213e-07,225.71259
1518758,1.3682435,3537.362042427063,100,[-0.848 -0.472 -0.442 -0.796  0.033],0.12849876,37.84,-1222979300000000.0,474.49112,-1222979300000000.0,40.705673,0.70534927,1.0101775,-15.823242,12.407063,-107.56146975598718,41900,419,1.0151613,8.392334e-07,205.671
1522404,1.0586923,3546.028975248337,100,[-0.845 -0.47  -0.442 -0.8    0.037],0.016801642,36.46,-1425536000000000.0,160.95058,-1425536000000000.0,36.35425,0.9616667,1.0053245,-16.405098,11.943078,-107.48521584984934,42000,420,1.0003383,-2.0599366e-06,215.48033
1526091,1.1002309,3554.999398946762,100,[-0.845 -0.471 -0.442 -0.801  0.037],0.027667997,36.87,-1092688000000000.0,189.33707,-1092688000000000.0,40.8965,0.934495,1.0055948,-16.783043,12.207035,-108.1760898831037,42100,421,1.0007143,-9.536743e-07,213.4407
1529915,1.1764807,3563.48605799675,100,[-0.845 -0.471 -0.441 -0.801  0.037],0.06810813,38.24,-1274044700000000.0,344.44058,-1274044700000000.0,46.657265,0.80623746,1.0050688,-17.60807,13.256658,-107.80002097319368,42200,422,1.0063834,2.0980835e-06,203.14
1533555,1.2339128,3572.3949007987976,100,[-0.846 -0.472 -0.44  -0.798  0.038],0.07053707,36.4,-1425536000000000.0,265.254,-1425536000000000.0,38.555683,0.79182196,1.0060256,-17.505356,11.930306,-107.3898209395694,42300,423,1.0043681,-6.6375733e-06,215.58484
1537558,1.1273081,3581.3712327480316,100,[-0.849 -0.468 -0.441 -0.797  0.037],0.035731837,40.03,-1173926000000000.0,207.34995,-1173926000000000.0,34.368725,0.8957198,1.004508,-18.851952,12.589399,-108.0602804063959,42400,424,1.0014082,-5.645752e-06,192.09622
1541222,1.1192379,3589.714473247528,100,[-0.848 -0.468 -0.44  -0.799  0.037],0.03696455,36.64,-1546720500000000.0,242.37947,-1546720500000000.0,41.609104,0.9032538,1.0043201,-14.420395,11.711874,-107.70589317819473,42500,425,1.0014145,-1.2207031e-06,214.5274
1544788,1.2201763,3598.343374490738,100,[-0.849 -0.467 -0.438 -0.8    0.038],0.074761935,35.66,-1340832400000000.0,366.07532,-1340832400000000.0,40.287457,0.8137395,1.0056914,-15.256821,12.606963,-106.86599792228793,42600,426,1.006543,-2.4414062e-06,219.97678
1548586,1.0638398,3607.46240735054,100,[-0.851 -0.47  -0.437 -0.802  0.039],0.023419812,37.98,-1248255500000000.0,218.42146,-1248255500000000.0,43.147343,0.94184595,1.0062836,-15.459534,13.161196,-107.39914179606309,42700,427,1.0005646,3.0899048e-06,204.1447
1552136,1.0672734,3615.782772064209,100,[-0.851 -0.471 -0.436 -0.801  0.039],0.02176533,35.5,-1368501400000000.0,218.94879,-1368501400000000.0,51.250008,0.94441146,1.0055375,-18.19802,13.764954,-105.71310541064848,42800,428,1.0003392,5.4931643e-06,218.9662
1556008,1.1745157,3624.6423819065094,100,[-0.851 -0.47  -0.437 -0.802  0.039],0.049785458,38.72,-1562565200000000.0,224.48451,-1562565200000000.0,39.356697,0.89367557,1.0057054,-15.2756195,11.065412,-108.47643354949601,42900,429,1.0020872,6.4849854e-07,201.59674
1559598,1.0725136,3633.2834718227386,100,[-0.851 -0.471 -0.436 -0.8    0.04 ],0.025293853,35.9,-1313714000000000.0,193.80598,-1313714000000000.0,35.66924,0.92867523,1.0051167,-17.60601,12.532954,-106.40044480159031,43000,430,1.0006828,1.8310546e-06,217.59665
1563574,1.155074,3642.4693570137024,100,[-0.851 -0.47  -0.436 -0.801  0.04 ],0.045652963,39.76,-1313714000000000.0,218.58757,-1313714000000000.0,48.33873,0.8803844,1.0076277,-18.242828,14.196163,-107.56578077150884,43100,431,1.0023723,2.822876e-06,192.94284
1567144,1.0794532,3650.8250300884247,100,[-0.85  -0.469 -0.438 -0.801  0.04 ],0.03209206,35.7,-1235554000000000.0,179.42694,-1235554000000000.0,38.241974,0.9201485,1.0065022,-15.198227,12.4553585,-107.41874721389382,43200,432,1.0011848,1.5258789e-06,220.69672
1571192,1.1733959,3660.6394288539886,100,[-0.85  -0.469 -0.439 -0.802  0.039],0.062298242,40.48,-1070507600000000.0,276.06793,-1070507600000000.0,41.054085,0.85932505,1.0061253,-18.705612,12.819776,-107.23876790187998,43300,433,1.0038927,-6.8664554e-07,188.24275
1574713,1.1781638,3669.207529067993,100,[-0.851 -0.472 -0.438 -0.803  0.039],0.04701762,35.21,-1261085300000000.0,232.68764,-1261085300000000.0,51.96631,0.86695445,1.0061953,-16.777534,11.94262,-106.75868885506983,43400,434,1.0019062,1.6021728e-06,223.42427
1578505,1.1241437,3677.654772758484,100,[-0.851 -0.471 -0.439 -0.8    0.039],0.0404817,37.92,-1300357700000000.0,208.78839,-1300357700000000.0,31.224785,0.911146,1.0051845,-17.032593,12.045503,-108.17793426724424,43500,435,1.0019597,-1.9454956e-06,206.04303
1582476,1.1326611,3686.4614582061768,100,[-0.852 -0.472 -0.438 -0.801  0.039],0.038593687,39.71,-1287135300000000.0,240.19254,-1287135300000000.0,41.884678,0.89171636,1.0057042,-21.057785,13.02814,-106.31989200744486,43600,436,1.0018874,2.3269654e-06,191.63821
1586517,1.1091722,3695.8001623153687,100,[-0.852 -0.473 -0.436 -0.801  0.039],0.033730898,40.41,-1396732200000000.0,205.78804,-1396732200000000.0,33.7696,0.9148648,1.006037,-17.36097,12.640081,-108.39814808459663,43700,437,1.0013355,-2.2125244e-06,190.80954
1590450,1.2056181,3705.006068468094,100,[-0.853 -0.472 -0.436 -0.803  0.039],0.055192325,39.33,-1500130900000000.0,241.65414,-1500130900000000.0,43.124245,0.84441084,1.0078026,-18.996758,13.167961,-107.65056401388969,43800,438,1.002832,1.411438e-06,196.07428
1593982,1.0776119,3713.1036505699158,100,[-0.853 -0.472 -0.436 -0.805  0.04 ],0.02843843,35.32,-1327205000000000.0,148.93959,-1327205000000000.0,33.478195,0.92343295,1.005563,-16.45198,12.036165,-107.77431117885517,43900,439,1.0008185,2.822876e-06,224.58667
1597607,1.118709,3721.7323186397552,100,[-0.853 -0.472 -0.437 -0.806  0.04 ],0.04181455,36.25,-1382545800000000.0,191.41762,-1382545800000000.0,26.717865,0.9059488,1.0050255,-18.09481,11.061856,-107.12933157381381,44000,440,1.001462,8.010864e-07,216.31357
1601332,1.1843599,3729.6766171455383,100,[-0.853 -0.473 -0.436 -0.805  0.04 ],0.048758257,37.25,-1287135300000000.0,320.99768,-1287135300000000.0,36.914112,0.8910954,1.0060778,-15.608688,14.148523,-106.59812407024363,44100,441,1.0025187,-2.632141e-06,207.26668
1604805,1.1572627,3738.1450278759003,100,[-0.853 -0.474 -0.434 -0.805  0.04 ],0.045573507,34.73,-1248255500000000.0,316.75,-1248255500000000.0,33.89426,0.8882614,1.0045938,-15.508888,13.048443,-106.9399336869721,44200,442,1.0023036,-2.861023e-06,227.46967
1608531,1.2098447,3746.406580924988,100,[-0.855 -0.474 -0.433 -0.807  0.039],0.04780722,37.26,-1210530500000000.0,250.88205,-1210530500000000.0,33.358036,0.89661753,1.0037997,-16.626274,12.49573,-107.65315729037971,44300,443,1.0027387,-5.340576e-06,209.88397
1612270,1.1591704,3755.130534887314,100,[-0.856 -0.474 -0.434 -0.809  0.04 ],0.050059285,37.39,-1396732200000000.0,202.18979,-1396732200000000.0,34.10126,0.90094805,1.0051172,-17.022491,12.434358,-107.495922848699,44400,444,1.0024661,-7.2479247e-07,208.72615
1615729,1.1900376,3763.0199031829834,100,[-0.856 -0.473 -0.434 -0.811  0.04 ],0.04620708,34.59,-1469842500000000.0,259.39615,-1469842500000000.0,33.168983,0.86097777,1.003664,-17.103073,11.861385,-107.41072013967337,44500,445,1.0024753,-3.3950805e-06,229.71875
1619507,1.1060054,3772.0618941783905,100,[-0.857 -0.474 -0.433 -0.814  0.038],0.031794317,37.78,-1500130900000000.0,219.67113,-1500130900000000.0,34.7146,0.875353,1.0058624,-18.06382,13.1638975,-106.35727358553389,44600,446,1.0012674,5.1116945e-06,203.98256
1623016,1.4388518,3780.4998910427094,100,[-0.857 -0.474 -0.433 -0.812  0.039],0.1186031,35.09,-1425536000000000.0,540.37634,-1425536000000000.0,30.57024,0.75241923,1.0055499,-15.922638,12.029633,-107.45407379739689,44700,447,1.0155435,-5.340576e-06,225.68576
1626911,1.2268678,3789.787010908127,100,[-0.858 -0.47  -0.435 -0.813  0.038],0.071448185,38.95,-1354597400000000.0,375.62604,-1354597400000000.0,54.536804,0.8764206,1.0066053,-19.331375,13.999034,-107.1911611576175,44800,448,1.0040094,-7.6293946e-07,197.59456
1630466,1.2781377,3798.3264565467834,100,[-0.858 -0.47  -0.434 -0.811  0.039],0.05592639,35.55,-1261085300000000.0,288.8019,-1261085300000000.0,38.45556,0.8632829,1.0042462,-16.54663,12.145449,-107.74271262309173,44900,449,1.0023715,-1.4877319e-06,222.51277
1634091,1.1380731,3806.4284648895264,100,[-0.86  -0.469 -0.433 -0.813  0.04 ],0.04766355,36.25,-1222979300000000.0,235.35889,-1222979300000000.0,39.299713,0.86548054,1.0044711,-18.398857,14.04627,-106.30572452515372,45000,450,1.0027723,-1.6784668e-06,214.48158
1637843,1.2339218,3814.903374195099,100,[-0.86  -0.468 -0.435 -0.813  0.039],0.06199481,37.52,-1115318700000000.0,281.8621,-1115318700000000.0,37.294144,0.83893853,1.005155,-18.252129,12.329351,-107.42511878077892,45100,451,1.0049211,-1.0566711e-05,207.63849
1641685,1.1507549,3824.14391040802,100,[-0.86  -0.471 -0.437 -0.811  0.038],0.04779224,38.42,-1235554000000000.0,196.06747,-1235554000000000.0,37.35223,0.84783435,1.0058311,-17.699226,12.543559,-108.03894412499857,45200,452,1.0032345,3.3187866e-06,202.56398
1645438,1.0996884,3832.888625383377,100,[-0.86  -0.472 -0.437 -0.809  0.038],0.02448355,37.53,-1454925000000000.0,195.86987,-1454925000000000.0,32.425365,0.9381657,1.0061017,-17.293922,12.739586,-106.43502757991544,45300,453,1.0005578,4.6920777e-06,205.74577
1649196,1.2495178,3841.645573616028,100,[-0.86  -0.471 -0.436 -0.808  0.038],0.059704643,37.58,-1313714000000000.0,279.31516,-1313714000000000.0,35.44272,0.87743145,1.003976,-17.265327,11.988233,-106.98377285332123,45400,454,1.0044427,-3.1661987e-06,206.40378
1652890,1.1872201,3850.0682277679443,100,[-0.863 -0.474 -0.436 -0.808  0.04 ],0.071540534,36.94,-1287135300000000.0,266.92996,-1287135300000000.0,36.31872,0.7817639,1.0083555,-16.332275,12.673867,-107.12802489401142,45500,455,1.005216,-3.0517577e-07,210.94986
1656947,1.2204067,3859.3250274658203,100,[-0.861 -0.472 -0.437 -0.809  0.04 ],0.06233565,40.57,-1440156600000000.0,244.08946,-1440156600000000.0,41.527596,0.8447816,1.0056348,-18.859047,11.774904,-108.00804310167834,45600,456,1.0035738,-4.4631956e-06,189.26357
1660679,1.1354073,3868.061571598053,100,[-0.861 -0.473 -0.435 -0.809  0.041],0.03934342,37.32,-1092688000000000.0,308.82745,-1092688000000000.0,48.124687,0.8936507,1.0054122,-16.060051,13.6203785,-107.58597685339731,45700,457,1.0013081,1.9454956e-06,208.87532
1664409,1.0937022,3876.8289034366608,100,[-0.861 -0.472 -0.434 -0.81   0.04 ],0.02368256,37.3,-1382545800000000.0,203.09152,-1382545800000000.0,36.051834,0.92785656,1.0050468,-15.6126175,12.202547,-108.50244252792659,45800,458,1.0006514,-1.6021728e-06,210.88602
1668117,1.2501384,3885.0867738723755,100,[-0.862 -0.472 -0.433 -0.811  0.04 ],0.060947485,37.08,-1274044700000000.0,246.38226,-1274044700000000.0,40.522488,0.78727186,1.0069964,-16.668869,14.155824,-106.91148198843703,45900,459,1.003669,-3.3950805e-06,209.45015
1671856,1.1406265,3893.556230545044,100,[-0.86  -0.473 -0.436 -0.811  0.04 ],0.03578917,37.39,-1327205000000000.0,233.97244,-1327205000000000.0,42.584927,0.90656245,1.0043982,-18.994164,13.176382,-106.40961622322499,46000,460,1.0017799,-2.670288e-07,206.55013
1675553,1.1182154,3902.170909166336,100,[-0.86  -0.474 -0.437 -0.81   0.039],0.022067746,36.97,-1396732200000000.0,174.08195,-1396732200000000.0,29.180706,0.95025295,1.0048945,-16.700104,11.638584,-107.5956380580425,46100,461,1.0006214,,211.87762
1679423,1.113116,3910.7665736675262,100,[-0.86  -0.474 -0.436 -0.811  0.04 ],0.030198162,38.7,-1396732200000000.0,241.37953,-1396732200000000.0,32.683064,0.9173099,1.0053325,-19.719833,13.494765,-106.64400470059842,46200,462,1.0007272,-3.8146972e-08,198.16084
1683137,1.0917048,3919.8375084400177,100,[-0.86  -0.474 -0.435 -0.811  0.041],0.024623018,37.14,-1248255500000000.0,230.59119,-1248255500000000.0,60.234398,0.9351167,1.0056118,-17.183632,14.418748,-106.23538695489991,46300,463,1.0005798,7.2479247e-07,207.71175
1686872,1.0947964,3928.406812429428,100,[-0.86  -0.475 -0.435 -0.81   0.041],0.02734607,37.35,-1150129200000000.0,241.59337,-1150129200000000.0,46.78671,0.94546956,1.0053052,-15.161964,13.908806,-107.10992485768571,46400,464,1.0006721,6.5231325e-06,207.70264
1690604,1.071193,3937.120581626892,100,[-0.86  -0.475 -0.435 -0.81   0.041],0.027474072,37.32,-1313714000000000.0,175.8119,-1313714000000000.0,31.944801,0.91764617,1.005384,-18.75528,12.595561,-107.33810130672394,46500,465,1.0010831,-8.010864e-07,208.81868
1694165,1.1356304,3945.6291847229004,100,[-0.86  -0.474 -0.435 -0.811  0.041],0.034952924,35.61,-1531034400000000.0,218.28877,-1531034400000000.0,34.960766,0.9125878,1.0045134,-16.76352,12.400064,-107.30764490578308,46600,466,1.0016637,3.8146973e-06,221.39671
1697868,1.171426,3954.3035848140717,100,[-0.86  -0.476 -0.435 -0.81   0.04 ],0.05828238,37.03,-1382545800000000.0,275.7268,-1382545800000000.0,36.327164,0.8498802,1.0057354,-19.687843,13.084254,-106.12304509715796,46700,467,1.0029689,3.7384034e-06,208.63347
1701501,1.121265,3962.8754222393036,100,[-0.861 -0.477 -0.433 -0.811  0.041],0.044673014,36.33,-1354597400000000.0,181.7913,-1354597400000000.0,32.842068,0.8909999,1.0057262,-18.929398,12.387687,-106.4640096335709,46800,468,1.0022231,-9.536743e-06,214.35374
1705186,1.1018909,3971.9688951969147,100,[-0.86  -0.476 -0.434 -0.812  0.041],0.039320897,36.85,-1515505100000000.0,209.5073,-1515505100000000.0,40.310585,0.9025824,1.0053272,-17.761002,12.947337,-106.72228826761302,46900,469,1.0016152,1.4495849e-06,210.94482
1708647,1.119313,3980.1691579818726,100,[-0.861 -0.478 -0.434 -0.811  0.041],0.030987117,34.61,-1411061800000000.0,193.1937,-1411061800000000.0,39.461002,0.89898777,1.0049541,-14.643227,12.416764,-107.06600342034831,47000,470,1.0012096,3.5476685e-06,228.66226
1712464,1.1047868,3989.051407814026,100,[-0.86  -0.477 -0.435 -0.809  0.041],0.027312241,38.17,-1274044700000000.0,174.11987,-1274044700000000.0,39.226273,0.93289435,1.0051459,-17.579132,11.898002,-107.29327684955389,47100,471,1.0007244,-4.8065185e-06,203.1839
1716329,1.1731353,3997.7702238559723,100,[-0.86  -0.478 -0.434 -0.81   0.04 ],0.05098718,38.65,-1368501400000000.0,188.27608,-1368501400000000.0,40.35599,0.85570765,1.0068127,-18.084846,12.209529,-107.22555886424752,47200,472,1.0028696,3.8146973e-06,199.80061
1719890,1.1296434,4006.193907022476,100,[-0.859 -0.477 -0.436 -0.81   0.04 ],0.03989632,35.61,-1454925000000000.0,313.97787,-1454925000000000.0,48.09602,0.8875764,1.0048857,-16.912247,14.543076,-106.09100258256089,47300,473,1.0018958,-1.8310546e-06,218.65355
1723519,1.050129,4014.758289337158,100,[-0.86  -0.478 -0.434 -0.811  0.038],0.014453529,36.29,-1644221900000000.0,185.46846,-1644221900000000.0,45.509853,0.9635783,1.0054274,-17.08348,12.918639,-107.86070777234973,47400,474,1.0002041,1.9836425e-06,217.26181
1727493,1.4131069,4024.1913232803345,100,[-0.859 -0.478 -0.435 -0.811  0.038],0.08156835,39.74,-1327205000000000.0,402.82962,-1327205000000000.0,34.760628,0.79272044,1.0076133,-18.869598,14.042211,-106.56923476559456,47500,475,1.0045757,2.2506713e-06,191.5882
1731254,1.0639681,4032.866798400879,100,[-0.858 -0.478 -0.436 -0.81   0.045],0.017761044,37.61,-1678051000000000.0,135.62198,-1678051000000000.0,24.16177,0.9498635,1.0054954,-15.236725,10.904881,-108.45198100232672,47600,476,1.0004306,1.7547608e-06,209.07863
1735247,1.1116146,4042.0026891231537,100,[-0.858 -0.478 -0.436 -0.809  0.044],0.037385173,39.93,-1248255500000000.0,146.47816,-1248255500000000.0,50.036854,0.8761332,1.007178,-19.54168,12.572094,-107.5888854004842,47700,477,1.001461,-1.7547608e-06,192.25206
1738720,1.0999354,4050.3661653995514,100,[-0.856 -0.478 -0.437 -0.809  0.043],0.037238542,34.73,-1500130900000000.0,178.93196,-1500130900000000.0,29.981583,0.9116625,1.005956,-15.53009,12.189635,-107.10425324137731,47800,478,1.0016016,7.2479247e-07,227.88309
1742259,1.1639787,4058.3151218891144,100,[-0.856 -0.477 -0.438 -0.809  0.043],0.05851615,35.39,-1500130900000000.0,193.52594,-1500130900000000.0,31.07597,0.851433,1.0037296,-14.609528,10.717665,-108.29312883772752,47900,479,1.0041939,-1.8310546e-06,225.14282
1745757,1.2005329,4066.7577033042908,100,[-0.858 -0.476 -0.442 -0.809  0.043],0.07737351,34.98,-1454925000000000.0,439.5175,-1454925000000000.0,56.417343,0.762088,1.0052763,-17.557648,13.365445,-106.29024573790184,48000,480,1.0067483,2.0217894e-06,224.30603
1749910,1.1095103,4076.9349064826965,100,[-0.858 -0.48  -0.44  -0.811  0.037],0.037624776,41.53,-1300357700000000.0,247.97743,-1300357700000000.0,39.912144,0.9203997,1.0060612,-19.221199,13.639967,-107.23653013655323,48100,481,1.0016843,-1.9073487e-07,182.53513
