BatchSize,MaxNormIw,VarDiscRet,AvgVanillaIw,MinVanillaIw,J,MinNormIw,AvgNormIw,VanillaAvgRet,AvgEpLen,AvgDiscRet,VarVanillaIw,EpsThisIter,eRenyi2,Bound,MaxVanillaIw,VarRet,IterType,Delta,ESSClassic,VarNormIw,AvgRet,VarJ,ESSRenyi
100,0.011474,8.64768205282,1.0043,0.860949,-107.209,0.00857261,0.01,-107.253759698,16.39,-107.253759698,0.00290268,100,1.00339,-118.783,1.15234,8.64768205282,1,0.5,99.7159310957,2.87786e-07,-107.253759698,2.89431,99.6619011898
100,0.0117489,24.3126186286,1.01342,0.630574,-107.288,0.00622222,0.01,-107.504690116,17.05,-107.504690116,0.012939,100,1.013,-122.227,1.19067,24.3126186286,1,0.5,98.7681044767,1.25985e-06,-107.504690116,3.6736,98.7166006858
100,0.0123687,9.67002917954,1.01365,0.684606,-107.649,0.00675389,0.01,-107.781231202,16.31,-107.781231202,0.0105923,100,1.01098,-119.92,1.25375,9.67002917954,1,0.5,98.9897355136,1.0309e-06,-107.781231202,2.87326,98.9142157065
100,0.0107051,7.84153241301,0.998402,0.896454,-107.291,0.00897889,0.01,-107.328541795,16.01,-107.328541795,0.00219711,100,1.00258,-118.762,1.0688,7.84153241301,1,0.5,99.7822609114,2.20415e-07,-107.328541795,2.76957,99.742754163
100,0.0117827,6.31483145477,0.997588,0.754586,-107.444,0.0075641,0.01,-107.478352847,15.95,-107.478352847,0.00296977,100,1.00302,-118.97,1.17543,6.31483145477,1,0.5,99.7054267184,2.98415e-07,-107.478352847,2.46864,99.6992599875
100,0.010893,6.84573690674,0.994717,0.750741,-107.314,0.00754729,0.01,-107.363252366,15.97,-107.363252366,0.00471526,100,1.00415,-118.947,1.08355,6.84573690674,1,0.5,99.530447321,4.76548e-07,-107.363252366,2.52897,99.5865818113
100,0.0120683,15.4977356033,0.990472,0.516073,-107.449,0.00521038,0.01,-107.729005202,17.64,-107.729005202,0.0224734,100,1.02068,-119.999,1.19533,15.4977356033,1,0.5,97.7824181012,2.29078e-06,-107.729005202,3.31832,97.9741447826
100,0.0120802,8.9547361954,0.996951,0.648936,-107.163,0.00650921,0.01,-107.263169276,17.08,-107.263169276,0.0106822,100,1.00749,-119.587,1.20433,8.9547361954,1,0.5,98.9471796623,1.07476e-06,-107.263169276,2.79438,99.2564822635
100,0.0121609,6.26778481688,1.00116,0.791865,-107.045,0.00790951,0.01,-107.110831764,16.22,-107.110831764,0.00588413,100,1.00566,-118.586,1.21749,6.26778481688,1,0.5,99.4221854591,5.87055e-07,-107.110831764,2.45804,99.4371563129
100,0.0125461,7.87552541082,0.992156,0.681862,-107.432,0.00687253,0.01,-107.490360578,16.81,-107.490360578,0.00584394,100,1.00508,-119.294,1.24477,7.87552541082,1,0.5,99.4156979342,5.93672e-07,-107.490360578,2.70258,99.4950529469
100,0.0109228,5.77452460187,0.989972,0.691057,-107.254,0.00698057,0.01,-107.295052369,16.95,-107.295052369,0.00404675,100,1.00333,-118.89,1.08133,5.77452460187,1,0.5,99.5928667419,4.12915e-07,-107.295052369,2.36501,99.6677270348
100,0.0121301,7.30537915215,1.00493,0.576701,-107.25,0.00573869,0.01,-107.387334767,17.48,-107.387334767,0.0135458,100,1.01154,-119.043,1.219,7.30537915215,1,0.5,98.6895211756,1.34131e-06,-107.387334767,2.53535,98.8594277929
100,0.0121952,7.50399532288,0.996844,0.861986,-107.12,0.00864715,0.01,-107.158542552,15.69,-107.158542552,0.00282368,100,1.00354,-118.557,1.21567,7.50399532288,1,0.5,99.7194844373,2.84159e-07,-107.158542552,2.70326,99.6472093498
100,0.0123172,6.70980617265,1.00729,0.778555,-107.19,0.00772921,0.01,-107.260271505,16.53,-107.260271505,0.00450741,100,1.0061,-118.563,1.2407,6.70980617265,1,0.5,99.5621289055,4.44242e-07,-107.260271505,2.52757,99.3940577373
100,0.011206,5.32854185759,1.00236,0.769758,-106.6,0.00767949,0.01,-106.660020213,15.94,-106.660020213,0.00479004,100,1.00505,-118.122,1.12324,5.32854185759,1,0.5,99.5302153069,4.76755e-07,-106.660020213,2.16279,99.4976964062
100,0.0108714,8.46839215455,1.00942,0.815336,-107.134,0.00807724,0.01,-107.174902068,17.77,-107.174902068,0.00325354,100,1.00352,-118.774,1.09738,8.46839215455,1,0.5,99.6849060254,3.19307e-07,-107.174902068,2.87338,99.6492571869
100,0.0160186,7.49383110418,0.996015,0.764013,-106.945,0.00767069,0.01,-107.053696944,16.98,-107.053696944,0.00949574,100,1.00948,-118.485,1.59548,7.49383110418,1,0.5,99.0612929747,9.57188e-07,-107.053696944,2.82326,99.0609026879
100,0.011162,5.21944322786,0.99459,0.765785,-106.813,0.0076995,0.01,-106.85998796,16.05,-106.85998796,0.00450934,100,1.0043,-118.067,1.11016,5.21944322786,1,0.5,99.5507431368,4.55854e-07,-106.85998796,2.24763,99.5722194651
100,0.0119823,11.7840647401,0.994488,0.574791,-106.986,0.00577977,0.01,-107.146866809,17.32,-107.146866809,0.0138174,100,1.01341,-118.873,1.19163,11.7840647401,1,0.5,98.6357633931,1.3971e-06,-107.146866809,3.35376,98.6772118627
100,0.0113285,6.09308358088,0.98577,0.501606,-107.225,0.00508847,0.01,-107.305578504,16.11,-107.305578504,0.00872221,100,1.00674,-118.732,1.11672,6.09308358088,1,0.5,99.1192401196,8.97585e-07,-107.305578504,2.38914,99.330679576
100,0.0117156,5.19717016028,1.00152,0.701508,-106.327,0.00700445,0.01,-106.396135057,17.21,-106.396135057,0.00708498,100,1.00573,-117.713,1.17334,5.19717016028,1,0.5,99.3055886064,7.06353e-07,-106.396135057,2.17254,99.430532396
100,0.013705,5.56219473401,0.992491,0.855264,-106.687,0.00861734,0.01,-106.738482509,15.85,-106.738482509,0.00379055,100,1.00491,-118.035,1.36021,5.56219473401,1,0.5,99.6204793304,3.84812e-07,-106.738482509,2.64483,99.5110692702
100,0.0105634,4.18296759553,0.99379,0.794203,-106.624,0.00799166,0.01,-106.63814646,16.13,-106.63814646,0.00159548,100,1.00129,-117.919,1.04978,4.18296759553,1,0.5,99.8403126617,1.61548e-07,-106.63814646,2.04017,99.8710152413
100,0.0129338,3.8554543731,1.0044,0.798316,-106.492,0.00794821,0.01,-106.53308604,17.24,-106.53308604,0.00519261,100,1.00366,-117.711,1.29907,3.8554543731,1,0.5,99.4930040723,5.14725e-07,-106.53308604,1.95122,99.6350069328
100,0.01075,4.61302940995,0.997272,0.883624,-106.838,0.00886041,0.01,-106.857911424,15.69,-106.857911424,0.00142433,100,1.0017,-118.249,1.07207,4.61302940995,1,0.5,99.8584408337,1.43213e-07,-106.857911424,2.12908,99.8299515036
100,0.0126313,5.92061402775,1.01562,0.868942,-107.305,0.00855575,0.01,-107.350650352,17.67,-107.350650352,0.00555395,100,1.00405,-118.872,1.28287,5.92061402775,1,0.5,99.469785207,5.38439e-07,-107.350650352,2.40313,99.5966793065
100,0.0124465,8.06901646092,1.00512,0.654594,-106.742,0.0065126,0.01,-106.862638198,17.13,-106.862638198,0.0114208,100,1.01037,-118.466,1.25102,8.06901646092,1,0.5,98.8931941775,1.13048e-06,-106.862638198,2.89248,98.9734782574
100,0.0119475,6.54697610084,0.98912,0.82067,-106.766,0.00829697,0.01,-106.808969897,16.95,-106.808969897,0.00392011,100,1.00395,-118.079,1.18175,6.54697610084,1,0.5,99.6049030918,4.00683e-07,-106.808969897,2.53332,99.6061638305
100,0.0146311,5.74333650568,0.992321,0.574495,-106.784,0.00578941,0.01,-106.928731921,18.56,-106.928731921,0.0199321,100,1.01283,-118.106,1.45187,5.74333650568,1,0.5,98.0354626766,2.02418e-06,-106.928731921,2.37697,98.7333202452
100,0.0108157,5.24537499177,1.00576,0.743161,-106.851,0.00738905,0.01,-106.900045138,16.51,-106.900045138,0.00434753,100,1.00413,-118.676,1.0878,5.24537499177,1,0.5,99.5762939151,4.29788e-07,-106.900045138,2.16275,99.5886271573
100,0.0126207,5.57193427143,1.00624,0.806977,-106.606,0.00801975,0.01,-106.665479943,16.69,-106.665479943,0.00639948,100,1.00514,-118.27,1.26994,5.57193427143,1,0.5,99.3781800541,6.32039e-07,-106.665479943,2.4362,99.4887398959
100,0.0114787,4.96926714604,1.00474,0.711982,-106.593,0.00708621,0.01,-106.643842453,18.76,-106.643842453,0.00366827,100,1.00436,-117.917,1.15331,4.96926714604,1,0.5,99.6415526998,3.63373e-07,-106.643842453,2.20092,99.5656011775
100,0.0144319,4.92362542652,0.997828,0.758431,-106.725,0.00760082,0.01,-106.780892185,18.13,-106.780892185,0.00981658,100,1.00533,-117.976,1.44006,4.92362542652,1,0.5,99.0333658844,9.85935e-07,-106.780892185,2.23761,99.4700532413
100,0.0115857,5.76482131761,0.99772,0.409922,-107.153,0.00410859,0.01,-107.296149085,16.37,-107.296149085,0.0146704,100,1.01136,-118.648,1.15593,5.76482131761,1,0.5,98.5619778663,1.47375e-06,-107.296149085,2.20332,98.876277354
100,0.0105237,5.09549169517,0.998061,0.892306,-107.31,0.0089404,0.01,-107.329654959,17.23,-107.329654959,0.00138656,100,1.00165,-118.917,1.05033,5.09549169517,1,0.5,99.8623742704,1.39195e-07,-107.329654959,2.22147,99.8354999685
100,0.0107789,3.6763632798,1.00577,0.738763,-106.725,0.00734523,0.01,-106.756434122,16.35,-106.756434122,0.00307107,100,1.00289,-117.87,1.08412,3.6763632798,1,0.5,99.7003531341,3.03592e-07,-106.756434122,1.88388,99.7116440804
100,0.0121952,19.975471909,0.998599,0.443101,-106.893,0.00443723,0.01,-107.152614351,17.14,-107.152614351,0.0151646,100,1.01456,-121.242,1.21781,19.975471909,1,0.5,98.5167760258,1.52072e-06,-107.152614351,3.0293,98.5650240549
100,0.0114056,4.83309757541,1.00318,0.9415,-107.242,0.00938514,0.01,-107.256249025,18.0,-107.256249025,0.00114924,100,1.00123,-118.757,1.14419,4.83309757541,1,0.5,99.8870635241,1.14196e-07,-107.256249025,2.18478,99.877067718
100,0.012297,8.20313253242,0.997116,0.742565,-106.353,0.00744713,0.01,-106.418278793,16.25,-106.418278793,0.00567761,100,1.00619,-117.537,1.22615,8.20313253242,1,0.5,99.4378449639,5.7105e-07,-106.418278793,3.00047,99.3850256768
100,0.0116995,18.1771540642,1.01251,0.480892,-106.456,0.00474948,0.01,-106.67827783,18.63,-106.67827783,0.0149175,100,1.01449,-119.722,1.18459,18.1771540642,1,0.5,98.5798843697,1.45511e-06,-106.67827783,3.76175,98.5715794833
100,0.010769,3.5014937809,1.00149,0.931198,-106.559,0.00929812,0.01,-106.574763006,16.16,-106.574763006,0.0010554,100,1.00145,-117.677,1.07851,3.5014937809,1,0.5,99.895957925,1.05226e-07,-106.574763006,1.84553,99.8555128318
100,0.0128628,4.47608795896,1.00141,0.762417,-106.885,0.00761346,0.01,-106.932489875,16.84,-106.932489875,0.00520583,100,1.00419,-118.125,1.28809,4.47608795896,1,0.5,99.4886878679,5.1912e-07,-106.932489875,2.08334,99.5824559067
100,0.0115358,5.50184712822,1.00338,0.747502,-106.676,0.00744986,0.01,-106.710915904,16.67,-106.710915904,0.00403202,100,1.0029,-118.101,1.15747,5.50184712822,1,0.5,99.6050885852,4.00492e-07,-106.710915904,2.31549,99.7111936959
100,0.0115789,4.06410689768,0.994495,0.810179,-106.846,0.00814664,0.01,-106.878689102,16.01,-106.878689102,0.00309266,100,1.00284,-118.159,1.15152,4.06410689768,1,0.5,99.6913998,3.12699e-07,-106.878689102,1.98813,99.7164444844
100,0.0131683,4.7907103028,1.00559,0.87846,-106.823,0.00873579,0.01,-106.847604441,16.23,-106.847604441,0.00272952,100,1.00217,-118.136,1.32419,4.7907103028,1,0.5,99.7334864938,2.69927e-07,-106.847604441,2.15527,99.7833901007
100,0.0118086,4.4657282661,0.999593,0.819154,-106.292,0.00819488,0.01,-106.329140613,18.43,-106.329140613,0.00353619,100,1.00331,-117.455,1.18038,4.4657282661,1,0.5,99.6508296647,3.53907e-07,-106.329140613,2.12831,99.6699888776
100,0.012836,5.62977788856,0.979158,0.450716,-107.469,0.00460309,0.01,-107.545922871,16.0,-107.545922871,0.0138623,100,1.00603,-118.915,1.25685,5.62977788856,1,0.5,98.5887688977,1.44587e-06,-107.545922871,2.25458,99.4002527721
100,0.0160389,7.84186285521,1.00159,0.748586,-106.848,0.007474,0.01,-106.957716515,17.39,-106.957716515,0.0110957,100,1.01038,-118.322,1.60643,7.84186285521,1,0.5,98.9168722036,1.10605e-06,-106.957716515,3.05896,98.9731396127
100,0.0108539,4.49276312501,0.998195,0.765574,-106.601,0.00766959,0.01,-106.640090162,16.27,-106.640090162,0.00357463,100,1.0036,-117.971,1.08343,4.49276312501,1,0.5,99.6460726828,3.58757e-07,-106.640090162,2.08908,99.6414332455
100,0.0112927,3.89487507592,1.00083,0.744421,-106.781,0.00743806,0.01,-106.818807632,17.19,-106.818807632,0.004012,100,1.00335,-118.067,1.13021,3.89487507592,1,0.5,99.6050591864,4.00536e-07,-106.818807632,1.95523,99.6657139625
100,0.0108981,4.04655541118,0.997972,0.924139,-106.701,0.00926016,0.01,-106.712729786,17.29,-106.712729786,0.000837152,100,1.001,-118.203,1.0876,4.04655541118,1,0.5,99.9168448508,8.40557e-08,-106.712729786,1.99347,99.9004640486
100,0.0114445,3.79485151746,0.998838,0.855472,-106.553,0.00856467,0.01,-106.566342564,18.77,-106.566342564,0.00156552,100,1.00116,-117.78,1.14312,3.79485151746,1,0.5,99.844883126,1.56917e-07,-106.566342564,1.93345,99.8838583048
100,0.0111847,4.07042017411,0.998947,0.840765,-106.404,0.00841651,0.01,-106.44158254,16.45,-106.44158254,0.00426821,100,1.00336,-117.618,1.11729,4.07042017411,1,0.5,99.5783502634,4.27721e-07,-106.44158254,1.99125,99.6649798035
100,0.0114198,5.5155116532,1.00515,0.902563,-106.644,0.00897936,0.01,-106.665028112,17.92,-106.665028112,0.00171,100,1.00187,-117.858,1.14787,5.5155116532,1,0.5,99.8327230041,1.69251e-07,-106.665028112,2.37067,99.8129653927
100,0.01142,4.35071657046,1.00931,0.940335,-106.907,0.00931659,0.01,-106.935576823,16.82,-106.935576823,0.00246125,100,1.00226,-118.289,1.15264,4.35071657046,1,0.5,99.7614083073,2.41605e-07,-106.935576823,2.09249,99.7743820842
100,0.0114376,6.25100753382,1.00092,0.949262,-106.536,0.00948387,0.01,-106.547456161,18.09,-106.547456161,0.000909129,100,1.00107,-118.211,1.14481,6.25100753382,1,0.5,99.9102309276,9.07454e-08,-106.547456161,2.47859,99.8935284569
100,0.0133418,4.54167274247,1.00566,0.539738,-106.746,0.00536702,0.01,-106.828741493,18.65,-106.828741493,0.011643,100,1.00694,-118.156,1.34173,4.54167274247,1,0.5,98.8731189194,1.15124e-06,-106.828741493,2.08939,99.3104179827
100,0.0110678,5.34775140243,1.00608,0.638935,-106.659,0.00635075,0.01,-106.71271886,17.51,-106.71271886,0.00563318,100,1.005,-118.059,1.11351,5.34775140243,1,0.5,99.4520442026,5.56533e-07,-106.71271886,2.2267,99.5020277347
100,0.0127859,4.73224389572,1.01368,0.882586,-106.616,0.00870674,0.01,-106.664568463,18.41,-106.664568463,0.00539808,100,1.00438,-117.818,1.29608,4.73224389572,1,0.5,99.4825920472,5.25335e-07,-106.664568463,2.23565,99.5640176463
100,0.0191118,7.72459781398,1.00086,0.442164,-106.626,0.00441786,0.01,-106.817647584,19.57,-106.817647584,0.0294358,100,1.01707,-118.109,1.91281,7.72459781398,1,0.5,97.1730732252,2.93856e-06,-106.817647584,3.11238,98.3221166181
100,0.0112966,2.65241015407,1.00437,0.946474,-106.474,0.00942355,0.01,-106.485688405,16.66,-106.485688405,0.00108223,100,1.00106,-117.783,1.1346,2.65241015407,1,0.5,99.8939201017,1.07284e-07,-106.485688405,1.60853,99.8942302998
100,0.0117519,5.42341416586,1.00257,0.83739,-106.963,0.0083524,0.01,-107.0030137,17.43,-107.0030137,0.00328604,100,1.0035,-118.383,1.17822,5.42341416586,1,0.5,99.677422978,3.26919e-07,-107.0030137,2.26212,99.6515063536
100,0.0116505,6.14565420691,0.996276,0.778797,-106.401,0.00781708,0.01,-106.455002713,18.46,-106.455002713,0.00529872,100,1.005,-117.707,1.16071,6.14565420691,1,0.5,99.4742645213,5.3384e-07,-106.455002713,2.49925,99.5029247327
100,0.0111892,5.92509132875,1.00776,0.824623,-106.639,0.00818277,0.01,-106.675477951,19.47,-106.675477951,0.00274352,100,1.00322,-118.023,1.1276,5.92509132875,1,0.5,99.7332710812,2.70145e-07,-106.675477951,2.43291,99.6794044575
100,0.0116065,4.98778025817,1.00294,0.913109,-106.042,0.00910434,0.01,-106.067291781,17.29,-106.067291781,0.00237006,100,1.00221,-117.258,1.16406,4.98778025817,1,0.5,99.7673196047,2.35619e-07,-106.067291781,2.20425,99.7799006365
100,0.0125406,4.08243398206,1.00227,0.599484,-106.787,0.00598126,0.01,-106.838954105,16.11,-106.838954105,0.00643573,100,1.00442,-118.129,1.25691,4.08243398206,1,0.5,99.3697389422,6.40662e-07,-106.838954105,1.95925,99.5600472223
100,0.0160042,6.26538596354,0.981976,0.847224,-106.377,0.00862775,0.01,-106.48228575,18.37,-106.48228575,0.00819114,100,1.00992,-117.938,1.57157,6.26538596354,1,0.5,99.1660454662,8.49459e-07,-106.48228575,2.98711,99.0174049311
100,0.0107232,7.35453384896,0.996207,0.778613,-106.932,0.00781578,0.01,-106.95943599,18.08,-106.95943599,0.00249051,100,1.00224,-118.884,1.06825,7.35453384896,1,0.5,99.7521404238,2.50951e-07,-106.95943599,2.60065,99.7764707548
100,0.0116514,4.41097077242,0.991623,0.939383,-106.757,0.00947318,0.01,-106.780129737,17.91,-106.780129737,0.00163805,100,1.00203,-118.016,1.15538,4.41097077242,1,0.5,99.8353629724,1.66584e-07,-106.780129737,2.08206,99.797611598
100,0.0184991,6.06461854682,1.00985,0.647681,-106.523,0.00641362,0.01,-106.679313304,17.5,-106.679313304,0.0277725,100,1.0154,-117.879,1.86813,6.06461854682,1,0.5,97.37470677,2.72332e-06,-106.679313304,2.85625,98.4834553212
100,0.0128409,6.55665244446,0.996168,0.796381,-106.987,0.00799444,0.01,-107.03717304,17.45,-107.03717304,0.00419017,100,1.00445,-118.39,1.27917,6.55665244446,1,0.5,99.5837188988,4.22247e-07,-107.03717304,2.53705,99.5568096705
100,0.0141592,9.94623922521,0.986506,0.777554,-106.923,0.0078819,0.01,-107.042510006,19.34,-107.042510006,0.00923935,100,1.01073,-118.646,1.39681,9.94623922521,1,0.5,99.0688548261,9.49385e-07,-107.042510006,3.51246,98.9379215437
100,0.0110952,8.55467893238,0.995136,0.913903,-106.798,0.00918369,0.01,-106.817302305,20.55,-106.817302305,0.00123785,100,1.00172,-118.26,1.10413,8.55467893238,1,0.5,99.8764165538,1.24998e-07,-106.817302305,2.90194,99.8286803148
100,0.0125588,14.4245657,1.0093,0.689235,-106.452,0.00682884,0.01,-106.550896353,19.72,-106.550896353,0.0106021,100,1.00856,-117.853,1.26756,14.4245657,1,0.5,98.9801747872,1.04076e-06,-106.550896353,4.03857,99.1513294452
100,0.0122147,10.3993223368,0.993846,0.6629,-106.19,0.00667005,0.01,-106.256205324,19.63,-106.256205324,0.00800403,100,1.00593,-117.727,1.21395,10.3993223368,1,0.5,99.2041433466,8.10347e-07,-106.256205324,3.43435,99.4100062168
100,0.0115205,6.31458064045,0.997774,0.613474,-106.579,0.00614843,0.01,-106.636988847,17.14,-106.636988847,0.007488,100,1.00511,-118.133,1.14948,6.31458064045,1,0.5,99.260860947,7.52144e-07,-106.636988847,2.58418,99.4916662199
100,0.0158343,9.23438990988,1.00406,0.748531,-106.721,0.00745502,0.01,-106.873363838,20.11,-106.873363838,0.0184198,100,1.01254,-119.055,1.58986,9.23438990988,1,0.5,98.2233098069,1.8271e-06,-106.873363838,3.01306,98.7619739331
100,0.0156505,17.201826506,1.01245,0.586411,-105.964,0.00579202,0.01,-106.202616659,21.93,-106.202616659,0.028971,100,1.02215,-117.685,1.58453,17.201826506,1,0.5,97.2781272232,2.82631e-06,-106.202616659,4.93756,97.8332691111
100,0.0249333,44.1879844264,1.06021,0.501451,-103.742,0.00472974,0.01,-104.931092705,21.75,-104.931092705,0.135868,100,1.1086,-115.655,2.64345,44.1879844264,1,0.5,89.3124320582,1.20874e-05,-104.931092705,11.556,90.2038396652
100,0.0181078,15.4354157547,1.01312,0.786321,-105.786,0.00776136,0.01,-106.075036339,21.8,-106.075036339,0.0402953,100,1.02503,-117.456,1.83454,15.4354157547,1,0.5,96.2588377429,3.92583e-06,-106.075036339,4.58353,97.5581867169
100,0.0121002,696.592888485,1.01171,0.213904,-106.954,0.00211429,0.01,-109.032166654,26.37,-109.032166654,0.0300204,100,1.02889,-144.401,1.22419,696.592888485,1,0.5,97.1782828142,2.93296e-06,-109.032166654,6.09774,97.1919494564
100,0.0157069,12.0612380905,0.995278,0.685829,-105.721,0.00689083,0.01,-105.954261453,21.28,-105.954261453,0.0192163,100,1.02222,-117.253,1.56328,12.0612380905,1,0.5,98.1156628462,1.93991e-06,-105.954261453,3.9148,97.8266289787
100,0.0173777,38.2261113094,1.02895,0.65694,-104.506,0.0063846,0.01,-104.966786826,23.75,-104.966786826,0.0433891,100,1.04104,-116.027,1.78807,38.2261113094,1,0.5,96.1009254714,4.09823e-06,-104.966786826,7.08515,96.0574745746
100,0.0218313,36.7099903433,0.977886,0.552067,-105.114,0.00564552,0.01,-105.923540192,21.95,-105.923540192,0.0678008,100,1.08623,-117.342,2.13486,36.7099903433,1,0.5,93.4410982108,7.09019e-06,-105.923540192,10.9048,92.0611163368
100,0.0134868,31.8338812641,1.00743,0.672794,-105.607,0.00667833,0.01,-105.841212675,24.54,-105.841212675,0.02104,100,1.01887,-119.601,1.3587,31.8338812641,1,0.5,97.9889368381,2.0731e-06,-105.841212675,6.04421,98.1478911784
100,0.0142293,29.5730300525,0.993049,0.423897,-104.464,0.00426864,0.01,-104.835614985,26.54,-104.835614985,0.0305112,100,1.03244,-116.115,1.41304,29.5730300525,1,0.5,97.0279535136,3.09399e-06,-104.835614985,5.71839,96.8578554653
100,0.0322106,79.3896639312,0.979698,0.138406,-100.573,0.00141274,0.01,-103.784499337,29.52,-103.784499337,0.347538,100,1.34943,-114.526,3.15566,79.3896639312,1,0.5,73.6122152665,3.62091e-05,-103.784499337,20.68,74.1054958564
100,0.0163159,697.540443803,0.984416,0.423884,-102.257,0.00430594,0.01,-104.369950284,41.34,-104.369950284,0.0594775,100,1.07048,-134.946,1.60617,697.540443803,1,0.5,94.2718512194,6.13755e-06,-104.369950284,26.0185,93.4162882902
100,0.0132634,322.364262582,1.01747,0.340973,-103.592,0.00335118,0.01,-104.219300292,47.53,-104.219300292,0.034497,100,1.03456,-122.381,1.34952,322.364262582,1,0.5,96.8064493298,3.33224e-06,-104.219300292,16.7104,96.6597311307
100,0.569257,146.235404438,1.02981,3.55668e-07,-52.3687,3.45372e-09,0.01,-103.60270925,40.59,-103.60270925,35.8218,100,10.1935,-95.7657,58.6228,146.235404438,1,0.5,2.90359265755,0.00337779,-103.60270925,223.911,9.81013685576
200,0.462507,1263.77584897,60790.6,0.0170582,-109.329,2.80606e-09,0.01,-103.60270925,40.59,-102.29438255,1.10238e+11,100,nan,-inf,2.81161e+06,146.235404438,,0.5,3.27525964468,0.00298302,-103.60270925,51.6385,nan
200,0.00726311,600.864562948,0.98875,0.276101,-103.498,0.00139621,0.005,-105.864032481,44.55,-105.864032481,0.0483858,100,1.04715,-127.455,1.43628,600.864562948,1,0.5,190.61314877,1.23733e-06,-105.864032481,11.9187,190.994623258
200,0.01,97.0173184717,1.0,1.0,-103.794,0.01,0.01,-103.794230604,39.82,-103.794230604,,100,1.0,-119.475,1.0,97.0173184717,2,0.5,100.0,3.50449e-18,-103.794230604,9.80036,200.0
200,0.0276692,101.464304849,1.02358,0.28042,-100.443,0.00136979,0.005,-101.018765968,38.4,-101.018765968,0.294163,100,1.26494,-112.913,5.66436,101.464304849,1,0.5,156.328222302,7.01909e-06,-101.018765968,26.0439,158.11051648
200,0.01,176.412258245,1.0,1.0,-103.686,0.01,0.01,-103.685917121,43.55,-103.685917121,,100,1.0,-125.769,1.0,176.412258245,2,0.5,100.0,3.50449e-18,-103.685917121,13.2155,200.0
200,0.0850026,112.493881462,1.10383,0.10132,-98.7256,0.000458949,0.005,-100.834637323,39.85,-100.834637323,1.87192,100,1.31635,-116.641,18.7657,112.493881462,1,0.5,79.0937759218,3.84082e-05,-100.834637323,30.9061,151.934864731
200,0.01,124.22332622,1.0,1.0,-100.66,0.01,0.01,-100.659655525,50.4,-100.659655525,,100,1.0,-112.125,1.0,124.22332622,2,0.5,100.0,3.50449e-18,-100.659655525,11.0897,200.0
