VarJ,BatchSize,AvgRet,MaxVanillaIw,VarRet,EpsThisIter,IterType,Bound,AvgNormIw,VanillaAvgRet,AvgVanillaIw,MinNormIw,AvgDiscRet,ESSClassic,J,AvgEpLen,MaxNormIw,VarNormIw,VarDiscRet,Delta,VarVanillaIw,ESSRenyi,eRenyi2,MinVanillaIw
2.52202,100,-106.488240167,1.20487,6.40361494455,100,1,-115.655,0.01,-106.488240167,1.00047,0.0069944,-106.488240167,99.0340580256,-106.402,18.67,0.012043,9.85229e-07,6.40361494455,0.6,0.00986155,99.0570307741,1.00952,0.699769
1.86061,100,-106.392193301,1.16205,3.52889055041,100,1,-115.495,0.01,-106.392193301,0.99455,0.00837982,-106.392193301,99.6921880888,-106.368,18.68,0.0116842,3.11871e-07,3.52889055041,0.6,0.00308481,99.6988571118,1.00302,0.833415
1.78006,100,-107.018664362,1.17934,3.26491569884,100,1,-116.077,0.01,-107.018664362,0.995702,0.00691052,-107.018664362,99.3523101334,-106.976,15.54,0.0118443,6.585e-07,3.26491569884,0.6,0.00652852,99.5387352401,1.00463,0.688082
1.99532,100,-106.662488207,1.0785,4.04662394063,100,1,-115.943,0.01,-106.662488207,0.99539,0.00908252,-106.662488207,99.8926768364,-106.652,16.76,0.0108349,1.08548e-07,4.04662394063,0.6,0.0010755,99.8892938179,1.00111,0.904066
1.70226,100,-106.455357281,1.11792,2.95424622415,100,1,-115.599,0.01,-106.455357281,0.997269,0.00908372,-106.455357281,99.8181104857,-106.439,19.06,0.0112098,1.8405e-07,2.95424622415,0.6,0.00183046,99.8193077816,1.00181,0.905891
1.85906,100,-106.509958306,1.14603,3.49041804631,100,1,-115.585,0.01,-106.509958306,1.00152,0.00934348,-106.509958306,99.8132637827,-106.495,16.02,0.0114429,1.88974e-07,3.49041804631,0.6,0.00189549,99.8356900767,1.00165,0.935769
1.88394,100,-106.619908432,1.20526,3.73003112356,100,1,-115.783,0.01,-106.619908432,1.00946,0.00819212,-106.619908432,99.6015187738,-106.583,16.5,0.0119396,4.04136e-07,3.73003112356,0.6,0.00411819,99.6573191439,1.00344,0.826963
1.92551,100,-106.593005519,1.18243,3.64632001244,100,1,-115.734,0.01,-106.593005519,0.992459,0.00758463,-106.593005519,99.4436379657,-106.551,21.63,0.0119142,5.65125e-07,3.64632001244,0.6,0.00556634,99.5265357571,1.00476,0.752744
1.99964,100,-106.560782621,1.1069,4.00736771382,100,1,-115.646,0.01,-106.560782621,0.993017,0.00934361,-106.560782621,99.8516174576,-106.545,17.33,0.0111468,1.50104e-07,4.00736771382,0.6,0.00148015,99.8287278353,1.00172,0.927836
1.807,100,-106.823182408,1.3242,3.3468203352,100,1,-115.933,0.01,-106.823182408,0.998612,0.00860147,-106.823182408,99.661401787,-106.799,16.59,0.0132604,3.43193e-07,3.3468203352,0.6,0.0034224,99.7426711453,1.00258,0.858953
1.89879,100,-106.674453245,1.10054,3.661720557,100,1,-115.772,0.01,-106.674453245,1.00586,0.00761033,-106.674453245,99.5387611666,-106.634,18.62,0.0109412,4.68043e-07,3.661720557,0.6,0.00473546,99.5492601396,1.00453,0.765493
1.6669,100,-106.776026964,1.14534,2.86309136521,100,1,-115.882,0.01,-106.776026964,0.994139,0.00877233,-106.776026964,99.7428070912,-106.744,18.63,0.0115209,2.60446e-07,2.86309136521,0.6,0.00257402,99.6621143185,1.00339,0.872091
1.92098,100,-106.438796498,1.0653,3.78796606799,100,1,-115.517,0.01,-106.438796498,1.00134,0.00875216,-106.438796498,99.8364349696,-106.425,19.25,0.0106387,1.65478e-07,3.78796606799,0.6,0.00165923,99.8496650137,1.00151,0.876393
7.77053,100,-105.732420891,2.17912,19.1615299629,100,1,-114.54,0.01,-105.732420891,1.00897,0.00583779,-105.732420891,92.5307743884,-105.1,21.14,0.0215975,8.1537e-06,19.1615299629,0.6,0.0830058,92.7790749464,1.07783,0.589014
4.02762,100,-106.900061856,13.9136,3.762354126,100,1,-116.135,0.01,-106.900061856,1.10661,0.00555306,-106.900061856,41.5097872437,-106.51,16.37,0.125732,0.00014233,3.762354126,0.6,1.74296,93.0236024183,1.075,0.614508
1.68647,100,-106.521844597,1.32201,2.84724404184,100,1,-115.555,0.01,-106.521844597,0.998194,0.00822979,-106.521844597,99.2246336628,-106.472,17.65,0.013244,7.8931e-07,2.84724404184,0.6,0.00786461,99.4598516866,1.00543,0.821492
1.90424,100,-106.685680879,1.23869,3.59435638428,100,1,-115.733,0.01,-106.685680879,0.994846,0.00860495,-106.685680879,99.5945200504,-106.656,17.34,0.0124511,4.11247e-07,3.59435638428,0.6,0.00407019,99.6693020245,1.00332,0.85606
1.91134,100,-106.534516118,1.20278,3.9565485247,100,1,-116.057,0.01,-106.534516118,1.00762,0.00711524,-106.534516118,99.5059088981,-106.5,16.9,0.0119368,5.01575e-07,3.9565485247,0.6,0.00509251,99.6031243288,1.00398,0.716948
