Bound,ESSClassic,MinVanillaIw,AvgVanillaIw,VarNormIw,MaxNormIw,MinNormIw,ESSRenyi,IterType,Delta,J,eRenyi2,BatchSize,VarVanillaIw,VarDiscRet,AvgEpLen,VarJ,AvgRet,AvgDiscRet,MaxVanillaIw,EpsThisIter,AvgNormIw,VarRet,VanillaAvgRet
20.9902,12.6960659884,2.63524e-36,5.39505,0.000153837,0.0809769,9.76911e-40,,1,1.0,20.9902,inf,500,1119.42,41.2602706965,500.0,0.818529,-4.54870537809,-4.54870537809,218.437,100,0.002,41.2602706965,-4.54870537809
5.55874,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,5.55874,1.0,500,,286.387218562,500.0,16.8382,5.55873930856,5.55873930856,1.0,100,0.01,286.387218562,5.55873930856
7.29917,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,7.29917,1.0,500,,584.056040104,500.0,20.8302,9.03959868633,9.03959868633,1.0,100,0.005,584.056040104,9.03959868633
6.62301,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,6.62301,1.0,500,,165.986411903,500.0,18.573,5.27069733281,5.27069733281,1.0,100,0.00333333,165.986411903,5.27069733281
8.84555,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,8.84555,1.0,500,,479.87042893,500.0,19.8067,15.5131777453,15.5131777453,1.0,100,0.0025,479.87042893,15.5131777453
49.3774,53.7601847044,0.00047105,8.60448,3.32688e-05,0.0268328,1.0949e-07,,1,1.0,49.3774,inf,500,615.781,333.942099699,500.0,41.0585,6.04742939518,6.04742939518,115.441,100,0.002,333.942099699,6.04742939518
5.43462,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,5.43462,1.0,500,,110.331333761,500.0,10.4512,5.4346185718,5.4346185718,1.0,100,0.01,110.331333761,5.4346185718
17.6692,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,17.6692,1.0,500,,587.274339657,500.0,22.2486,29.9037441008,29.9037441008,1.0,100,0.005,587.274339657,29.9037441008
18.1867,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,18.1867,1.0,500,,320.227796867,500.0,20.8857,19.2216919448,19.2216919448,1.0,100,0.00333333,320.227796867,19.2216919448
16.4722,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,16.4722,1.0,500,,311.282879264,500.0,20.3229,11.3287042155,11.3287042155,1.0,100,0.0025,311.282879264,11.3287042155
35.5166,16.1215263005,7.6372e-15,10.3284,0.000120298,0.0770929,1.47888e-18,,1,1.0,35.5166,inf,500,3208.21,225.31647253,500.0,10.5687,14.4699851597,14.4699851597,398.122,100,0.002,225.31647253,14.4699851597
40.8549,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,40.8549,1.0,500,,294.282387519,500.0,17.0687,40.8549249844,40.8549249844,1.0,100,0.01,294.282387519,40.8549249844
42.1372,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,42.1372,1.0,500,,312.53629153,500.0,17.3787,43.419425098,43.419425098,1.0,100,0.005,312.53629153,43.419425098
41.9337,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,41.9337,1.0,500,,267.258424913,500.0,17.0184,41.5268637556,41.5268637556,1.0,100,0.00333333,267.258424913,41.5268637556
40.5724,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,40.5724,1.0,500,,240.399665309,500.0,16.8011,36.4883424277,36.4883424277,1.0,100,0.0025,240.399665309,36.4883424277
60.8468,28.5642979135,4.12021e-22,3.18687,6.61498e-05,0.0444888,2.58574e-25,499.626319941,1,1.0,60.8468,1.00075,500,167.957,167.391047965,500.0,18.1176,43.0637952062,43.0637952062,70.89,100,0.002,167.391047965,43.0637952062
55.2231,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,55.2231,1.0,500,,137.226382226,500.0,11.6556,55.2231084575,55.2231084575,1.0,100,0.01,137.226382226,55.2231084575
50.2173,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,50.2173,1.0,500,,282.166176899,500.0,15.2531,45.2114051272,45.2114051272,1.0,100,0.005,282.166176899,45.2114051272
52.3207,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,52.3207,1.0,500,,192.351378728,500.0,15.0808,56.5275773672,56.5275773672,1.0,100,0.00333333,192.351378728,56.5275773672
54.4595,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,54.4595,1.0,500,,189.665866694,500.0,15.2065,60.8760729968,60.8760729968,1.0,100,0.0025,189.665866694,60.8760729968
75.3227,26.1291476798,2.34127e-17,2.81728,7.26882e-05,0.0524586,1.66207e-20,,1,1.0,75.3227,inf,500,144.233,131.0232425,500.0,12.1806,55.3275945142,55.3275945142,73.8954,100,0.002,131.0232425,55.3275945142
59.0093,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,59.0093,1.0,500,,95.922318189,500.0,9.7449,59.0092749323,59.0092749323,1.0,100,0.01,95.922318189,59.0092749323
58.237,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,58.237,1.0,500,,405.098084484,500.0,15.7671,57.4647484879,57.4647484879,1.0,100,0.005,405.098084484,57.4647484879
57.2104,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,57.2104,1.0,500,,505.68452748,500.0,18.2953,55.1572243793,55.1572243793,1.0,100,0.00333333,505.68452748,55.1572243793
54.4888,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,54.4888,1.0,500,,80.5708230023,500.0,17.1231,46.3237450638,46.3237450638,1.0,100,0.0025,80.5708230023,46.3237450638
92.043,12.0099516214,2.55421e-18,768.725,0.000162854,0.0832988,6.64531e-24,,1,1.0,92.043,inf,500,2.40592e+07,387.656724936,500.0,0.045669,55.04871034,55.04871034,32016.9,100,0.002,387.656724936,55.04871034
65.8364,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,65.8364,1.0,500,,87.1134377599,500.0,9.28667,65.8363907063,65.8363907063,1.0,100,0.01,87.1134377599,65.8363907063
62.4964,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,62.4964,1.0,500,,486.692650998,500.0,17.1811,59.1564142128,59.1564142128,1.0,100,0.005,486.692650998,59.1564142128
60.3657,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,60.3657,1.0,500,,266.305467096,500.0,17.1392,56.1042350653,56.1042350653,1.0,100,0.00333333,266.305467096,56.1042350653
61.9136,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,61.9136,1.0,500,,373.438832213,500.0,17.8866,66.5572481393,66.5572481393,1.0,100,0.0025,373.438832213,66.5572481393
94.3003,10.0000003147,,12960.6,0.000196393,0.1,,1.46088757878e-08,1,1.0,94.3003,3.42258e+10,500,8.24743e+09,94.6768724457,500.0,1.22533e-06,53.0853783647,53.0853783647,648032.0,100,0.002,94.6768724457,53.0853783647
76.5824,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,76.5824,1.0,500,,225.849637436,500.0,14.953,76.5823586396,76.5823586396,1.0,100,0.01,225.849637436,76.5823586396
74.6116,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,74.6116,1.0,500,,357.759935641,500.0,17.1105,72.640805103,72.640805103,1.0,100,0.005,357.759935641,72.640805103
75.3077,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,75.3077,1.0,500,,237.720910908,500.0,16.571,76.7001116732,76.7001116732,1.0,100,0.00333333,237.720910908,76.7001116732
73.5746,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,73.5746,1.0,500,,58.5940378356,500.0,15.148,68.3751535491,68.3751535491,1.0,100,0.0025,58.5940378356,68.3751535491
98.3608,12.4842970802,2.18706e-08,21.0691,0.000156514,0.0892621,2.07609e-12,,1,1.0,98.3608,inf,500,17369.4,338.843331981,500.0,5.89228,72.6068194812,72.6068194812,940.335,100,0.002,338.843331981,72.6068194812
79.8845,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,79.8845,1.0,500,,85.0081327731,500.0,9.17377,79.8844801643,79.8844801643,1.0,100,0.01,85.0081327731,79.8844801643
79.3143,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,79.3143,1.0,500,,147.401136197,500.0,10.7409,78.7440372227,78.7440372227,1.0,100,0.005,147.401136197,78.7440372227
80.1418,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,80.1418,1.0,500,,43.9241202356,500.0,9.63204,81.7967449518,81.7967449518,1.0,100,0.00333333,43.9241202356,81.7967449518
78.9803,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,78.9803,1.0,500,,135.901050712,500.0,10.3569,75.495815448,75.495815448,1.0,100,0.0025,135.901050712,75.495815448
90.0613,10.0000214574,,0.201014,0.000196392,0.0999999,,1.40373291996e-15,1,1.0,90.0613,3.56193e+17,500,1.98389,35.6183513715,500.0,1.92786e-05,82.967507704,82.967507704,10.0507,100,0.002,35.6183513715,82.967507704
70.4155,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,70.4155,1.0,500,,70.7843539086,500.0,8.37117,70.4154662677,70.4154662677,1.0,100,0.01,70.7843539086,70.4154662677
67.4356,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,67.4356,1.0,500,,62.3932107765,500.0,8.64886,64.4556504836,64.4556504836,1.0,100,0.005,62.3932107765,64.4556504836
68.6222,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,68.6222,1.0,500,,45.0304854414,500.0,8.21856,70.9954780836,70.9954780836,1.0,100,0.00333333,45.0304854414,70.9954780836
68.0886,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,68.0886,1.0,500,,198.502527,500.0,10.0321,66.4878946683,66.4878946683,1.0,100,0.0025,198.502527,66.4878946683
86.6352,36.2191690834,7.11803e-08,2.66792,5.1322e-05,0.0486239,5.33602e-11,,1,1.0,86.6352,inf,500,91.3248,139.383652041,500.0,22.1594,66.4247401727,66.4247401727,64.8624,100,0.002,139.383652041,66.4247401727
84.8968,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,84.8968,1.0,500,,88.7424144669,500.0,9.3731,84.8967837035,84.8967837035,1.0,100,0.01,88.7424144669,84.8967837035
80.0993,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,80.0993,1.0,500,,96.8574582036,500.0,10.7186,75.3017705178,75.3017705178,1.0,100,0.005,96.8574582036,75.3017705178
78.8337,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,78.8337,1.0,500,,172.127622798,500.0,11.6875,76.3025216102,76.3025216102,1.0,100,0.00333333,172.127622798,76.3025216102
79.7924,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,79.7924,1.0,500,,116.295159674,500.0,11.5754,82.6686332526,82.6686332526,1.0,100,0.0025,116.295159674,82.6686332526
96.0715,12.0000038451,,0.000527106,0.000162993,0.0833333,,0.219756943241,1,1.0,96.0715,2275.24,500,1.13215e-05,14.7370810766,500.0,4.92488e-05,79.0332556503,79.0332556503,0.0219627,100,0.002,14.7370810766,79.0332556503
55.1701,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,55.1701,1.0,500,,247.429543395,500.0,15.651,55.1700927097,55.1700927097,1.0,100,0.01,247.429543395,55.1700927097
57.779,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,57.779,1.0,500,,381.213256836,500.0,17.8321,60.3879051983,60.3879051983,1.0,100,0.005,381.213256836,60.3879051983
57.1685,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,57.1685,1.0,500,,143.898008356,500.0,16.1314,55.9474704111,55.9474704111,1.0,100,0.00333333,143.898008356,55.9474704111
60.049,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,60.049,1.0,500,,321.229326427,500.0,17.3079,68.6904836166,68.6904836166,1.0,100,0.0025,321.229326427,68.6904836166
87.5075,32.1251999984,5.03732e-08,9.67412,5.83732e-05,0.0462525,1.0414e-11,,1,1.0,87.5075,inf,500,1365.76,137.972617888,500.0,15.6199,61.822040884,61.822040884,223.726,100,0.002,137.972617888,61.822040884
77.5464,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,77.5464,1.0,500,,158.231273453,500.0,12.5159,77.5464252293,77.5464252293,1.0,100,0.01,158.231273453,77.5464252293
74.2144,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,74.2144,1.0,500,,169.19126932,500.0,13.1597,70.8824137031,70.8824137031,1.0,100,0.005,169.19126932,70.8824137031
72.4874,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,72.4874,1.0,500,,151.442895204,500.0,13.0917,69.0333441735,69.0333441735,1.0,100,0.00333333,151.442895204,69.0333441735
73.4421,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,73.4421,1.0,500,,189.511672633,500.0,13.3485,76.3063675065,76.3063675065,1.0,100,0.0025,189.511672633,76.3063675065
94.2598,14.4034570947,1.44242e-05,24.844,0.000135126,0.075996,1.16118e-09,,1,1.0,94.2598,inf,500,20850.7,112.679665832,500.0,5.0089,83.845566568,83.845566568,944.023,100,0.002,112.679665832,83.845566568
79.611,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,79.611,1.0,500,,115.195890694,500.0,10.6791,79.6109929195,79.6109929195,1.0,100,0.01,115.195890694,79.6109929195
82.2091,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,82.2091,1.0,500,,37.0303139215,500.0,9.06102,84.8071785467,84.8071785467,1.0,100,0.005,37.0303139215,84.8071785467
80.285,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,80.285,1.0,500,,205.327751114,500.0,11.3972,76.4367949753,76.4367949753,1.0,100,0.00333333,205.327751114,76.4367949753
80.6711,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,80.6711,1.0,500,,47.73350318,500.0,10.473,81.8295104283,81.8295104283,1.0,100,0.0025,47.73350318,81.8295104283
90.3882,11.99999747,,1.45404e-09,0.000162993,0.0833333,,1.05088644048e-11,1,1.0,90.3882,4.75789e+13,500,8.61507e-17,113.377055458,500.0,4.92475e-05,80.7263271338,80.7263271338,6.05849e-08,100,0.002,113.377055458,80.7263271338
63.441,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,63.441,1.0,500,,10.3397530934,500.0,3.19943,63.4410138635,63.4410138635,1.0,100,0.01,10.3397530934,63.4410138635
63.5566,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,63.5566,1.0,500,,23.5025223604,500.0,4.09454,63.6721084122,63.6721084122,1.0,100,0.005,23.5025223604,63.6721084122
64.9464,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,64.9464,1.0,500,,156.668238567,500.0,8.16951,67.7261687432,67.7261687432,1.0,100,0.00333333,156.668238567,67.7261687432
65.0896,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,65.0896,1.0,500,,72.1518341998,500.0,8.24468,65.5193207216,65.5193207216,1.0,100,0.0025,72.1518341998,65.5193207216
88.5851,14.8505703528,0.0310431,10.8637,0.000130937,0.0748128,5.71499e-06,1.71006617997e-08,1,1.0,88.5851,2.92386e+10,500,3863.31,113.422055121,500.0,7.03822,66.2289337759,66.2289337759,406.373,100,0.002,113.422055121,66.2289337759
77.2076,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,77.2076,1.0,500,,170.994519387,500.0,13.0109,77.2075812026,77.2075812026,1.0,100,0.01,170.994519387,77.2075812026
72.5282,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,72.5282,1.0,500,,95.7911660797,500.0,12.4079,67.8487745515,67.8487745515,1.0,100,0.005,95.7911660797,67.8487745515
74.2257,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,74.2257,1.0,500,,117.934428927,500.0,12.1375,77.6208697145,77.6208697145,1.0,100,0.00333333,117.934428927,77.6208697145
73.3847,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,73.3847,1.0,500,,186.060786612,500.0,12.5961,70.8614903308,70.8614903308,1.0,100,0.0025,186.060786612,70.8614903308
88.6791,42.9091239518,2.77381e-07,4.70794,4.26955e-05,0.0342022,1.17836e-10,6.19510341437e-09,1,1.0,88.6791,8.07089e+10,500,236.583,91.8790635213,500.0,3.16565,66.9211119904,66.9211119904,80.5108,100,0.002,91.8790635213,66.9211119904
87.4818,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,87.4818,1.0,500,,57.7627923343,500.0,7.56209,87.4818120205,87.4818120205,1.0,100,0.01,57.7627923343,87.4818120205
86.7458,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,86.7458,1.0,500,,51.4892780424,500.0,7.39063,86.0098711812,86.0098711812,1.0,100,0.005,51.4892780424,86.0098711812
85.4371,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,85.4371,1.0,500,,82.2744341465,500.0,8.18476,82.8196720786,82.8196720786,1.0,100,0.00333333,82.2744341465,82.8196720786
86.1504,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.1504,1.0,500,,16.4881409163,500.0,7.47327,88.2901552522,88.2901552522,1.0,100,0.0025,16.4881409163,88.2901552522
95.1693,16.7600212607,1.0613e-11,5.11052,0.000115563,0.0702834,4.1534e-15,0.081827999144,1,1.0,95.1693,6110.38,500,754.549,92.9531852765,500.0,3.86193,85.8841145932,85.8841145932,179.592,100,0.002,92.9531852765,85.8841145932
85.914,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,85.914,1.0,500,,47.8864222805,500.0,6.88531,85.9140222134,85.9140222134,1.0,100,0.01,47.8864222805,85.9140222134
85.8658,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,85.8658,1.0,500,,46.4976419127,500.0,6.83538,85.817555168,85.817555168,1.0,100,0.005,46.4976419127,85.817555168
86.5004,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,86.5004,1.0,500,,26.8843961154,500.0,6.38949,87.7695533375,87.7695533375,1.0,100,0.00333333,26.8843961154,87.7695533375
87.0859,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,87.0859,1.0,500,,16.6684576643,500.0,5.98107,88.8425927205,88.8425927205,1.0,100,0.0025,16.6684576643,88.8425927205
86.5677,499.999911086,0.999987,1.0,1.68829e-16,0.00200003,0.00199997,499.996185332,1,1.0,86.5677,1.00001,500,4.21905e-11,70.2210995436,500.0,6.60272,84.4949712974,84.4949712974,1.00002,100,0.002,70.2210995436,84.4949712974
84.8864,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,84.8864,1.0,500,,19.5821916445,500.0,4.403,84.8863765916,84.8863765916,1.0,100,0.01,19.5821916445,84.8863765916
86.7557,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,86.7557,1.0,500,,10.4792371322,500.0,4.28658,88.6249988075,88.6249988075,1.0,100,0.005,10.4792371322,88.6249988075
86.2126,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,86.2126,1.0,500,,85.4506605831,500.0,6.40613,85.126302677,85.126302677,1.0,100,0.00333333,85.4506605831,85.126302677
86.3117,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.3117,1.0,500,,26.9287711806,500.0,6.12154,86.6093258549,86.6093258549,1.0,100,0.0025,26.9287711806,86.6093258549
86.5513,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,86.5513,1.0,500,,52.3604873334,500.0,6.36989,87.5093212747,87.5093212747,1.0,100,0.002,52.3604873334,87.5093212747
85.7131,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,85.7131,1.0,500,,43.217109019,500.0,6.54102,85.713075959,85.713075959,1.0,100,0.01,43.217109019,85.713075959
86.1625,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,86.1625,1.0,500,,30.2376560167,500.0,6.04666,86.6120040494,86.6120040494,1.0,100,0.005,30.2376560167,86.6120040494
86.1087,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,86.1087,1.0,500,,88.2233786635,500.0,7.31398,86.0008686952,86.0008686952,1.0,100,0.00333333,88.2233786635,86.0008686952
86.3493,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,86.3493,1.0,500,,24.9424543154,500.0,6.81672,87.0710968296,87.0710968296,1.0,100,0.0025,24.9424543154,87.0710968296
86.8174,500.000030907,0.999998,1.0,1.56286e-18,0.002,0.002,500.0,1,1.0,86.8174,1.0,500,3.98032e-13,18.028129524,500.0,6.45139,88.6901210566,88.6901210566,1.0,100,0.002,18.028129524,88.6901210566
86.2602,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,86.2602,1.0,500,,38.8142168513,500.0,6.19888,86.2601567942,86.2601567942,1.0,100,0.01,38.8142168513,86.2601567942
84.9284,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,84.9284,1.0,500,,107.184642914,500.0,8.60483,83.5966279098,83.5966279098,1.0,100,0.005,107.184642914,83.5966279098
84.7516,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,84.7516,1.0,500,,26.6146626056,500.0,7.62938,84.397990297,84.397990297,1.0,100,0.00333333,26.6146626056,84.397990297
85.7388,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,85.7388,1.0,500,,16.6580846005,500.0,7.12054,88.700339813,88.700339813,1.0,100,0.0025,16.6580846005,88.700339813
85.7011,500.000006643,1.0,1.0,5.43187e-20,0.002,0.002,500.0,1,1.0,85.7011,1.0,500,,73.1904723122,500.0,7.42018,85.5502070514,85.5502070514,1.0,100,0.002,73.1904723122,85.5502070514
85.4201,100.0,1.0,1.0,3.50449e-18,0.01,0.01,500.0,2,1.0,85.4201,1.0,500,,63.6832132487,500.0,7.94018,85.4200974215,85.4200974215,1.0,100,0.01,63.6832132487,85.4200974215
83.2108,200.000000102,1.0,1.0,2.1793e-19,0.005,0.005,500.0,2,1.0,83.2108,1.0,500,,109.511978693,500.0,9.51907,81.0014559837,81.0014559837,1.0,100,0.005,109.511978693,81.0014559837
84.2592,299.999969474,1.0,1.0,5.43914e-20,0.00333333,0.00333333,500.0,2,1.0,84.2592,1.0,500,,14.5120077095,500.0,8.2095,86.3560764877,86.3560764877,1.0,100,0.00333333,14.5120077095,86.3560764877
84.4846,400.0,1.0,1.0,5.4346e-20,0.0025,0.0025,500.0,2,1.0,84.4846,1.0,500,,74.2320117227,500.0,8.31095,85.1610244178,85.1610244178,1.0,100,0.0025,74.2320117227,85.1610244178
83.8272,500.000006643,1.0,1.0,4.32377e-20,0.002,0.002,500.0,1,1.0,83.8272,1.0,500,5.41095e-15,106.010016036,500.0,8.83044,81.1971561135,81.1971561135,1.0,100,0.002,106.010016036,81.1971561135
