eRenyi2,IterType,AvgDiscRet,VarJ,ESSClassic,Bound,Delta,MaxVanillaIw,AvgVanillaIw,AvgNormIw,AvgEpLen,VarDiscRet,MinVanillaIw,VarRet,J,ESSRenyi,AvgRet,VarNormIw,VarVanillaIw,MinNormIw,EpsThisIter,VanillaAvgRet,MaxNormIw,BatchSize
1.0452,1,-84.596043659,61.3705,94.5038149418,-147.051,0.3,2.1033,1.00134,0.01,118.46,4847.7231238,0.473647,4847.7231238,-81.9076,95.6754042272,-84.596043659,5.87457e-06,0.0589038,0.00473011,100,-84.596043659,0.0210048,100
1.05752,1,-90.3913847406,72.9474,94.9114938987,-152.364,0.3,1.78201,1.01193,0.01,124.48,7032.55815436,0.17824,7032.55815436,-86.838,94.5606326671,-90.3913847406,5.41548e-06,0.0554541,0.0017614,100,-90.3913847406,0.0176101,100
1.0413,1,-90.0139178014,78.6763,96.4628564512,-153.086,0.3,1.32748,0.977888,0.01,124.14,7112.15993064,0.444617,7112.15993064,-88.0643,96.033743546,-90.0139178014,3.70386e-06,0.0354187,0.00454671,100,-90.0139178014,0.013575,100
1.06522,1,-88.0409597977,72.0728,93.5519521665,-149.545,0.3,2.21029,0.991876,0.01,121.1,7134.71339007,0.30856,7134.71339007,-83.7808,93.8776049203,-88.0409597977,6.9621e-06,0.0684944,0.00311088,100,-88.0409597977,0.0222839,100
1.02726,1,-95.0603087682,90.1302,95.9299757541,-157.854,0.3,2.28276,0.994269,0.01,129.21,9258.84056829,0.823569,9258.84056829,-93.2719,97.3465585705,-95.0603087682,4.28557e-06,0.0423659,0.00828317,100,-95.0603087682,0.0229592,100
1.01609,1,-86.6976105236,72.3418,98.7402503944,-149.797,0.3,1.47069,0.998887,0.01,119.58,6003.80257085,0.872425,6003.80257085,-85.5666,98.4166601651,-86.6976105236,1.28872e-06,0.0128585,0.00873397,100,-86.6976105236,0.0147232,100
1.01686,1,-92.1913719112,86.2067,98.9837109662,-155.237,0.3,1.3073,0.988285,0.01,126.05,8243.50969901,0.85242,8243.50969901,-90.982,98.3417693858,-92.1913719112,1.03708e-06,0.0101292,0.00862524,100,-92.1913719112,0.013228,100
1.00575,1,-75.7172026853,50.0824,99.5553675001,-139.259,0.3,1.14841,0.993289,0.01,107.36,2572.24614537,0.744816,2572.24614537,-75.3597,99.4285760342,-75.7172026853,4.51136e-07,0.00445101,0.00749849,100,-75.7172026853,0.0115617,100
1.14317,1,-95.5875881647,76.0883,85.267964792,-154.888,0.3,3.83482,1.10098,0.01,130.3,9268.18473038,0.110358,9268.18473038,-86.7604,87.4759805218,-95.5875881647,1.74518e-05,0.211542,0.00100237,100,-95.5875881647,0.0348311,100
1.0107,1,-79.7676557896,66.6529,99.2429071645,-143.13,0.3,1.23514,1.00278,0.01,111.45,4934.3857039,0.79847,4934.3857039,-79.0711,98.9411539774,-79.7676557896,7.70568e-07,0.00774863,0.00796254,100,-79.7676557896,0.0123171,100
1.12232,1,-93.3484360239,75.5469,87.5349310849,-154.34,0.3,1.42649,0.951204,0.01,128.16,8112.53553034,0.0749065,8112.53553034,-86.8355,89.1008403317,-93.3484360239,1.43839e-05,0.130144,0.000787492,100,-93.3484360239,0.0149967,100
1.00738,1,-79.6262970544,59.3037,99.2090231881,-143.112,0.3,1.43795,0.990795,0.01,112.17,3750.79491038,0.759679,3750.79491038,-79.1571,99.2669358087,-79.6262970544,8.05335e-07,0.00790577,0.00766737,100,-79.6262970544,0.0145131,100
1.0357,1,-79.091712884,52.9477,96.4087039159,-141.638,0.3,1.42374,0.987525,0.01,111.82,3730.73506997,0.41819,3730.73506997,-76.7916,96.5533593599,-79.091712884,3.76268e-06,0.0366939,0.00423473,100,-79.091712884,0.0144172,100
1.00098,1,-72.1021871196,36.0637,99.938193674,-135.788,0.3,1.07525,1.00132,0.01,103.82,1382.01548429,0.942179,1382.01548429,-72.0377,99.9020107097,-72.1021871196,6.24832e-08,0.000626477,0.00940941,100,-72.1021871196,0.0107384,100
1.0335,1,-95.9148629589,89.9202,97.2199246122,-158.492,0.3,1.64725,1.01315,0.01,130.74,9183.33128277,0.618139,9183.33128277,-93.7158,96.7586918776,-95.9148629589,2.88844e-06,0.0296493,0.00610113,100,-95.9148629589,0.0162586,100
1.09045,1,-96.1167999025,81.8933,94.014984385,-157.218,0.3,1.42988,1.05879,0.01,131.24,9170.80434316,0.231349,9170.80434316,-90.6796,91.7050146151,-96.1167999025,6.43031e-06,0.0720862,0.00218503,100,-96.1167999025,0.0135048,100
1.06457,1,-87.5930347726,70.7961,93.5410389511,-149.657,0.3,1.40886,0.994665,0.01,120.64,7151.97049443,0.385168,7151.97049443,-83.9125,93.9344132694,-87.5930347726,6.97471e-06,0.0690049,0.00387234,100,-87.5930347726,0.0141642,100
1.02337,1,-85.0811687216,62.9306,97.2943917276,-147.312,0.3,1.18037,0.986412,0.01,118.87,4933.55544878,0.286256,4933.55544878,-82.8529,97.7166731725,-85.0811687216,2.80894e-06,0.0273313,0.002902,100,-85.0811687216,0.0119663,100
1.05927,1,-99.8448350881,89.8804,93.2030067183,-161.149,0.3,2.70659,1.02521,0.01,135.18,10205.101433,0.819321,10205.101433,-95.5684,94.404677487,-99.8448350881,7.36637e-06,0.0774242,0.00799175,100,-99.8448350881,0.0264004,100
1.0696,1,-94.1416944993,70.5098,92.3734785825,-155.139,0.3,2.12041,1.02857,0.01,129.27,8043.12029172,0.551124,8043.12029172,-89.2395,93.4925310588,-94.1416944993,8.33955e-06,0.0882295,0.00535813,100,-94.1416944993,0.020615,100
1.06465,1,-85.4211538565,64.9599,93.1947987883,-147.173,0.3,1.72273,0.972886,0.01,119.12,6013.1031779,0.21634,6013.1031779,-81.4271,93.92783958,-85.4211538565,7.37588e-06,0.0698133,0.0022237,100,-85.4211538565,0.0177074,100
1.03608,1,-77.0884513862,52.4158,96.8011209444,-139.342,0.3,1.31611,0.995861,0.01,108.74,3797.39676978,0.428113,3797.39676978,-74.4883,96.5175321147,-77.0884513862,3.33799e-06,0.0331041,0.00429892,100,-77.0884513862,0.0132158,100
1.11058,1,-84.6825030388,58.0344,89.1210940437,-145.4,0.3,1.57216,1.00469,0.01,117.72,6024.09920447,0.295999,6024.09920447,-78.25,90.0432655084,-84.6825030388,1.23302e-05,0.124462,0.00294616,100,-84.6825030388,0.0156482,100
1.01514,1,-77.0191732089,56.2045,98.9737423298,-140.05,0.3,1.2307,1.01107,0.01,108.71,3779.07110004,0.604027,3779.07110004,-75.8507,98.5088985089,-77.0191732089,1.04744e-06,0.0107075,0.00597414,100,-77.0191732089,0.0121723,100
1.02697,1,-77.938013249,55.1665,96.595395978,-140.937,0.3,1.9903,1.00917,0.01,108.99,3745.7641893,0.589533,3745.7641893,-76.3638,97.3740285793,-77.938013249,3.56024e-06,0.0362581,0.00584178,100,-77.938013249,0.0197222,100
1.02445,1,-93.6849003112,84.9963,98.1694012688,-156.506,0.3,1.45097,0.989557,0.01,127.99,8134.86584171,0.867732,8134.86584171,-92.0134,97.6137109163,-93.6849003112,1.88356e-06,0.0184442,0.00876889,100,-93.6849003112,0.0146628,100
1.05698,1,-86.4409665826,72.685,94.4012075336,-148.557,0.3,1.44998,1.01435,0.01,118.48,7212.91059662,0.381655,7212.91059662,-83.0469,94.6087308011,-86.4409665826,5.99075e-06,0.0616391,0.00376256,100,-86.4409665826,0.0142947,100
1.0275,1,-82.1646307003,70.0006,97.6235983789,-144.889,0.3,1.52416,1.00112,0.01,114.2,6062.47573906,0.777181,6062.47573906,-80.2998,97.3234171502,-82.1646307003,2.45884e-06,0.0246435,0.00776312,100,-82.1646307003,0.0152246,100
1.0155,1,-98.9300537132,98.6213,98.6175083731,-162.135,0.3,1.50049,0.99838,0.01,134.1,10266.3698075,0.780531,10266.3698075,-97.9235,98.4738250352,-98.9300537132,1.41603e-06,0.0141145,0.00781798,100,-98.9300537132,0.0150292,100
1.00806,1,-72.5089174682,36.1552,99.337539718,-135.988,0.3,1.16687,0.984177,0.01,104.16,1411.3305685,0.761928,1411.3305685,-72.0125,99.2005051906,-72.5089174682,6.73639e-07,0.00652489,0.00774178,100,-72.5089174682,0.0118563,100
1.03054,1,-76.675537937,50.3291,96.9913354355,-139.492,0.3,1.27745,0.991778,0.01,107.99,3758.40818463,0.43396,3758.40818463,-74.8079,97.0362030547,-76.675537937,3.13331e-06,0.0308199,0.00437558,100,-76.675537937,0.0128804,100
1.04365,1,-84.7881722327,65.3008,95.7813673066,-147.032,0.3,1.71328,1.02606,0.01,117.38,6007.96483077,0.519825,6007.96483077,-81.9368,95.8173635024,-84.7881722327,4.4489e-06,0.0468378,0.00506623,100,-84.7881722327,0.0166977,100
1.01235,1,-78.8243333183,57.3268,98.7536834556,-142.179,0.3,1.18143,0.986515,0.01,111.2,3724.61412516,0.61152,3724.61412516,-78.0674,98.7801046701,-78.8243333183,1.2748e-06,0.0124065,0.00619879,100,-78.8243333183,0.0119758,100
1.03822,1,-81.6525931248,61.715,95.2977639892,-144.025,0.3,1.65573,0.977535,0.01,113.28,4898.34379214,0.57125,4898.34379214,-79.0989,96.318783339,-81.6525931248,4.98409e-06,0.0476267,0.00584378,100,-81.6525931248,0.0169378,100
1.05235,1,-93.6272999819,89.2758,95.8758610566,-156.013,0.3,1.44405,1.01704,0.01,126.79,9321.66304277,0.358584,9321.66304277,-90.647,95.0258135882,-93.6272999819,4.34501e-06,0.0449433,0.00352577,100,-93.6272999819,0.0141986,100
1.0252,1,-75.004057261,55.788,97.9619520494,-137.863,0.3,1.2933,0.980527,0.01,105.63,3776.8614104,0.59482,3776.8614104,-73.3459,97.5418173835,-75.004057261,2.10148e-06,0.0202043,0.00606633,100,-75.004057261,0.0131898,100
1.03154,1,-76.5510191043,50.9752,95.6024592514,-139.529,0.3,1.44165,0.956563,0.01,106.95,3743.83268116,0.30567,3743.83268116,-74.8119,96.9424209765,-76.5510191043,4.6463e-06,0.0425142,0.0031955,100,-76.5510191043,0.0150711,100
1.01457,1,-73.5489496668,44.0669,98.4357602694,-136.8,0.3,1.37091,0.996789,0.01,104.09,2573.55267241,0.732514,2573.55267241,-72.6193,98.5643755087,-73.5489496668,1.60512e-06,0.0159483,0.00734873,100,-73.5489496668,0.0137532,100
1.00278,1,-73.2105907364,48.8322,99.7469427669,-136.833,0.3,1.21458,1.00232,0.01,103.43,2561.22717121,0.923086,2561.22717121,-73.0292,99.7227746124,-73.2105907364,2.56301e-07,0.00257493,0.00920946,100,-73.2105907364,0.0121177,100
1.06289,1,-76.7114507684,36.081,93.8551358466,-137.247,0.3,1.33873,1.01133,0.01,107.72,3764.66176856,0.0422652,3764.66176856,-71.5545,94.0833510446,-76.7114507684,6.6133e-06,0.0676399,0.000417918,100,-76.7114507684,0.0132373,100
1.01459,1,-98.5316278496,98.7026,98.7421768325,-161.814,0.3,1.28628,0.987667,0.01,132.82,10258.6772387,0.716346,10258.6772387,-97.6314,98.5622098894,-98.5316278496,1.2867e-06,0.0125516,0.00725291,100,-98.5316278496,0.0130234,100
1.0098,1,-77.5222987626,57.5941,99.3911130093,-140.883,0.3,1.32258,0.986001,0.01,108.88,3745.51688932,0.910979,3745.51688932,-76.8521,99.0290239784,-77.5222987626,6.18833e-07,0.00601628,0.00923913,100,-77.5222987626,0.0134136,100
1.02059,1,-81.6468033212,65.675,97.1942010369,-144.614,0.3,1.26986,0.976593,0.01,113.74,4904.60337716,0.468565,4904.60337716,-80.242,97.9821096327,-81.6468033212,2.91593e-06,0.0278102,0.00479796,100,-81.6468033212,0.0130029,100
1.10071,1,-97.1147562109,89.1333,72.5237537932,-157.611,0.3,6.60615,1.09658,0.01,130.93,10370.1760999,0.784869,10370.1760999,-90.7595,90.8506056647,-97.1147562109,3.82686e-05,0.460177,0.00715741,100,-97.1147562109,0.060243,100
1.02004,1,-78.3630170552,63.6831,98.5370583769,-141.415,0.3,1.37613,1.00035,0.01,109.58,4934.4915503,0.650637,4934.4915503,-77.0605,98.0352188319,-78.3630170552,1.49962e-06,0.0150066,0.00650412,100,-78.3630170552,0.0137566,100
1.06014,1,-87.5570260313,73.025,95.164254595,-149.575,0.3,1.54942,1.0067,0.01,119.92,7168.97255203,0.360507,7168.97255203,-83.9673,94.3274919297,-87.5570260313,5.13278e-06,0.0520178,0.00358108,100,-87.5570260313,0.0153911,100
1.03314,1,-87.0802782843,73.7451,94.9098838464,-149.457,0.3,2.4119,1.0356,0.01,120.24,7120.47762563,0.846816,7120.47762563,-84.6904,96.7927103802,-87.0802782843,5.41727e-06,0.058098,0.00817709,100,-87.0802782843,0.0232899,100
1.05433,1,-77.326566951,46.8268,94.2872332641,-139.068,0.3,1.30653,0.980888,0.01,108.46,3764.355739,0.25304,3764.355739,-73.6403,94.847276199,-77.326566951,6.12012e-06,0.0588842,0.0025797,100,-77.326566951,0.0133199,100
1.00841,1,-77.7621247751,57.6905,99.2169781586,-141.25,0.3,1.15418,0.999812,0.01,109.3,3735.13428343,0.731123,3735.13428343,-77.2571,99.1662857175,-77.7621247751,7.97153e-07,0.00796853,0.00731261,100,-77.7621247751,0.011544,100
1.05434,1,-84.7999806826,67.3938,88.3507030949,-146.854,0.3,2.97216,1.08171,0.01,117.18,6023.28477237,0.608119,6023.28477237,-81.4265,94.8460536703,-84.7999806826,1.33185e-05,0.15584,0.0056218,100,-84.7999806826,0.0274764,100
1.05352,1,-83.5812808211,65.7429,95.1087184283,-145.349,0.3,1.27683,1.00036,0.01,115.54,6052.76738142,0.330375,6052.76738142,-79.9468,94.9200304654,-83.5812808211,5.19479e-06,0.0519854,0.00330256,100,-83.5812808211,0.0127637,100
1.05301,1,-77.4987274747,44.3809,94.1996520049,-139.67,0.3,1.24817,1.00187,0.01,108.81,3758.13448603,0.175287,3758.13448603,-74.2832,94.9655061783,-77.4987274747,6.21971e-06,0.0624296,0.00174961,100,-77.4987274747,0.0124585,100
1.05114,1,-75.4424829483,32.8768,94.5566169034,-137.663,0.3,1.26282,0.979973,0.01,107.57,2546.81742301,0.321447,2546.81742301,-72.34,95.1351881007,-75.4424829483,5.81492e-06,0.0558435,0.00328017,100,-75.4424829483,0.0128862,100
1.06167,1,-84.6004025783,75.3033,89.2865641461,-146.576,0.3,3.79299,0.994206,0.01,116.28,7233.57621731,0.43973,7233.57621731,-80.9224,94.1914539465,-84.6004025783,1.21202e-05,0.119801,0.00442293,100,-84.6004025783,0.038151,100
1.04169,1,-84.0441801839,71.7674,86.2871331331,-146.858,0.3,4.75501,1.01632,0.01,116.06,6058.92933016,0.766634,6058.92933016,-81.8248,95.9974439157,-84.0441801839,1.60527e-05,0.16581,0.0075432,100,-84.0441801839,0.0467863,100
1.04892,1,-79.5940073515,57.8369,94.5968072402,-141.912,0.3,1.47067,0.98823,0.01,111.49,4899.23024613,0.504986,4899.23024613,-76.6534,95.335718675,-79.5940073515,5.76953e-06,0.0563452,0.00511,100,-79.5940073515,0.0148819,100
1.06154,1,-90.923429531,78.011,92.7607425498,-152.106,0.3,2.35511,1.04199,0.01,124.46,8199.44929374,0.745212,8199.44929374,-86.4552,94.2029517705,-90.923429531,7.88306e-06,0.0855897,0.00715182,100,-90.923429531,0.0226021,100
1.01828,1,-83.6413887486,73.4493,98.1727544935,-146.731,0.3,1.7329,1.01898,0.01,115.31,6051.5963842,0.775537,6051.5963842,-82.4317,98.204709668,-83.6413887486,1.88008e-06,0.0195213,0.00761091,100,-83.6413887486,0.0170062,100
1.00639,1,-83.6879762746,76.9268,99.3896489047,-147.243,0.3,1.24875,0.990232,0.01,115.72,6056.22453429,0.792591,6056.22453429,-83.3206,99.3649419981,-83.6879762746,6.20305e-07,0.00608247,0.0080041,100,-83.6879762746,0.0126107,100
1.05143,1,-78.2496439487,54.9527,96.0548663559,-139.521,0.3,1.33992,1.02052,0.01,108.79,4959.92233413,0.3729,4959.92233413,-74.1845,95.1082872452,-78.2496439487,4.14864e-06,0.0432065,0.00365402,100,-78.2496439487,0.0131298,100
1.04462,1,-83.2975450277,69.0163,96.5478235177,-145.908,0.3,2.13193,1.04364,0.01,115.15,6063.33343063,0.49515,6063.33343063,-80.7834,95.7288818597,-83.2975450277,3.61175e-06,0.0393385,0.00474446,100,-83.2975450277,0.0204278,100
1.04842,1,-87.93501168,73.2675,94.3081924446,-150.2,0.3,1.89483,1.02332,0.01,121.22,7124.77007518,0.588261,7124.77007518,-84.9559,95.3811815471,-87.93501168,6.09629e-06,0.0638394,0.00574855,100,-87.93501168,0.0185165,100
1.01955,1,-80.3850067401,63.9501,98.4910765778,-143.4,0.3,1.40453,0.99115,0.01,112.31,4954.12275615,0.812039,4954.12275615,-79.0611,98.0820548689,-80.3850067401,1.5475e-06,0.0152023,0.0081929,100,-80.3850067401,0.0141707,100
1.01151,1,-82.0661817482,65.4784,99.2857920782,-145.409,0.3,1.26007,1.01999,0.01,113.89,4914.16392805,0.768822,4914.16392805,-81.3252,98.862375469,-82.0661817482,7.26625e-07,0.00755966,0.00753754,100,-82.0661817482,0.0123538,100
1.15057,1,-82.3594463459,53.0921,85.5829000944,-142.975,0.3,1.6266,0.964213,0.01,113.71,6132.17157144,0.165363,6132.17157144,-74.6209,86.9134042398,-82.3594463459,1.70159e-05,0.158198,0.001715,100,-82.3594463459,0.0168697,100
1.06797,1,-79.2886823358,50.692,93.4276244162,-140.422,0.3,1.39167,0.99384,0.01,110.53,4951.92000644,0.273892,4951.92000644,-74.5744,93.6359306417,-79.2886823358,7.10579e-06,0.0701851,0.0027559,100,-79.2886823358,0.014003,100
1.00688,1,-66.2012749955,10.9655,99.2644460138,-81.6187,0.3,1.33028,0.999482,0.01,96.09,121.989173212,0.924835,121.989173212,-66.0957,99.3169553532,-66.2012749955,7.48479e-07,0.00747705,0.00925314,100,-66.2012749955,0.0133097,100
1.00591,,-84.7186450368,79.2343,99.4451304474,-148.905,0.3,1.08127,1.00696,0.01,96.09,6028.94242067,0.751723,121.989173212,-84.9978,198.824347818,-66.2012749955,5.63585e-07,0.00571454,0.0074653,100,-66.2012749955,0.010738,200
1.01417,1,-85.1088874187,52.026,197.395308941,-120.339,0.3,1.55559,0.998285,0.005,117.05,5999.07415044,0.758542,5999.07415044,-74.9646,197.205980917,-85.1088874187,3.31545e-07,0.0132164,0.00379922,100,-85.1088874187,0.0077913,200
1.0,2,-80.429540516,69.8049,100.0,-144.148,0.3,1.0,1.0,0.01,111.75,4921.94870214,1.0,4921.94870214,-80.4295,200.0,-80.429540516,3.50449e-18,,0.01,100,-80.429540516,0.01,200
1.03708,1,-72.1383164328,54.1909,193.451502715,-120.551,0.3,1.32482,1.01365,0.005,101.73,2610.89615163,0.508386,2610.89615163,-74.6671,192.84980921,-72.1383164328,8.50525e-07,0.0349559,0.00250771,100,-72.1383164328,0.00653494,200
1.0,2,-95.4767008018,101.605,100.0,-159.195,0.3,1.0,1.0,0.01,128.38,10427.8535859,1.0,10427.8535859,-95.4767,200.0,-95.4767008018,3.50449e-18,,0.01,100,-95.4767008018,0.01,200
1.03693,1,-89.9049583666,90.7477,193.531205327,-136.657,0.3,2.05891,0.992093,0.005,122.62,8280.16544513,0.731277,8280.16544513,-90.7716,192.876680076,-89.9049583666,8.39824e-07,0.0330638,0.00368552,100,-89.9049583666,0.0103766,200
1.0,2,-65.9042901419,36.6577,100.0,-129.623,0.3,1.0,1.0,0.01,94.29,1357.36346635,1.0,1357.36346635,-65.9043,200.0,-65.9042901419,3.50449e-18,,0.01,100,-65.9042901419,0.01,200
1.00546,1,-77.3096185617,48.7758,199.042553639,-116.526,0.3,1.3932,0.997663,0.005,108.79,3758.65906621,0.914928,3758.65906621,-71.3463,198.914231806,-77.3096185617,1.20865e-07,0.00481204,0.00458535,100,-77.3096185617,0.00698231,200
1.0,2,-71.5615026607,50.5514,100.0,-135.28,0.3,1.0,1.0,0.01,101.0,2581.26136502,1.0,2581.26136502,-71.5615,200.0,-71.5615026607,3.50449e-18,,0.01,100,-71.5615026607,0.01,200
1.04329,1,-90.7464665303,62.0989,189.634764239,-124.96,0.3,2.93113,1.02369,0.005,124.69,7020.18906485,0.585369,7020.18906485,-78.9385,191.700504526,-90.7464665303,1.37334e-06,0.0575669,0.00285912,100,-90.7464665303,0.0143165,200
1.0,2,-67.7782695778,36.924,100.0,-131.478,0.3,1.0,1.0,0.01,96.99,1377.15613041,1.0,1377.15613041,-67.7783,200.0,-67.7782695778,3.50449e-18,,0.01,100,-67.7782695778,0.01,200
1.02286,1,-75.6170391706,43.2083,196.27590354,-115.882,0.3,1.29412,1.00112,0.005,106.44,3767.52411192,0.393813,3767.52411192,-70.3141,195.53074019,-75.6170391706,4.76721e-07,0.0191114,0.00196687,100,-75.6170391706,0.00646336,200
1.0,2,-69.4119052328,36.5501,100.0,-133.132,0.3,1.0,1.0,0.01,99.04,1349.4005442,1.0,1349.4005442,-69.4119,200.0,-69.4119052328,3.50449e-18,,0.01,100,-69.4119052328,0.01,200
1.01693,1,-78.4185860898,51.4462,197.259200323,-118.581,0.3,1.46335,0.984908,0.005,109.21,4959.11915184,0.788309,4959.11915184,-73.1444,196.670696467,-78.4185860898,3.49105e-07,0.0135459,0.00400194,100,-78.4185860898,0.00742886,200
1.0,2,-85.9826199326,84.3495,100.0,-149.702,0.3,1.0,1.0,0.01,118.51,7186.71229353,1.0,7186.71229353,-85.9826,200.0,-85.9826199326,3.50449e-18,,0.01,100,-85.9826199326,0.01,200
1.04463,1,-67.9694380812,58.8454,190.890181461,-120.745,0.3,1.44239,0.993039,0.005,97.26,1391.08349048,0.229019,1391.08349048,-74.6935,191.454508315,-67.9694380812,1.19907e-06,0.0472975,0.00115312,100,-67.9694380812,0.00726249,200
1.0,2,-80.3306409988,70.1117,100.0,-144.049,0.3,1.0,1.0,0.01,112.12,4965.2967751,1.0,4965.2967751,-80.3306,200.0,-80.3306409988,3.50449e-18,,0.01,100,-80.3306409988,0.01,200
1.03283,1,-74.7760220194,59.4259,193.627584236,-121.715,0.3,1.8607,0.996033,0.005,105.29,3801.85418533,0.781963,3801.85418533,-75.9257,193.642061695,-74.7760220194,8.26901e-07,0.0328142,0.00392539,100,-74.7760220194,0.00934053,200
1.0,2,-79.6890549986,69.8167,100.0,-143.409,0.3,1.0,1.0,0.01,111.17,4923.60494687,1.0,4923.60494687,-79.6891,200.0,-79.6890549986,3.50449e-18,,0.01,100,-79.6890549986,0.01,200
1.01881,1,-75.6492536618,61.8626,196.891394705,-122.246,0.3,1.74038,0.994894,0.005,106.23,3780.91405343,0.84484,3780.91405343,-76.7682,196.308414955,-75.6492536618,3.96684e-07,0.0157057,0.00424588,100,-75.6492536618,0.00874658,200
1.0,2,-72.1467017969,50.3825,100.0,-135.846,0.3,1.0,1.0,0.01,102.41,2564.03881112,1.0,2564.03881112,-72.1467,200.0,-72.1467017969,3.50449e-18,,0.01,100,-72.1467017969,0.01,200
1.02677,1,-76.041641877,51.377,195.058611984,-118.495,0.3,1.45874,1.00673,0.005,107.04,3805.07479618,0.574955,3805.07479618,-72.8401,194.785364432,-76.041641877,6.36516e-07,0.0258043,0.00285557,100,-76.041641877,0.007245,200
1.0,2,-69.2294680446,36.8836,100.0,-132.948,0.3,1.0,1.0,0.01,98.93,1374.14090453,1.0,1374.14090453,-69.2295,200.0,-69.2294680446,3.50449e-18,,0.01,100,-69.2294680446,0.01,200
1.01866,1,-79.6151934583,52.1113,195.54389151,-118.982,0.3,1.87439,1.01428,0.005,111.32,4942.56917794,0.887422,4942.56917794,-73.5076,196.335523107,-79.6151934583,5.72576e-07,0.0235619,0.00437464,100,-79.6151934583,0.00923999,200
1.0,2,-92.7653412817,96.3045,100.0,-156.484,0.3,1.0,1.0,0.01,125.69,9368.23833585,1.0,9368.23833585,-92.7653,200.0,-92.7653412817,3.50449e-18,,0.01,100,-92.7653412817,0.01,200
1.06889,1,-80.4087675816,76.2549,191.481919008,-129.424,0.3,1.30158,1.03972,0.005,112.19,4949.92010614,0.133305,4949.92010614,-82.8417,187.110017757,-80.4087675816,1.11772e-06,0.0483314,0.000641058,100,-80.4087675816,0.00625927,200
1.0,2,-76.6829460332,60.7968,100.0,-140.403,0.3,1.0,1.0,0.01,108.61,3733.58604499,1.0,3733.58604499,-76.6829,200.0,-76.6829460332,3.50449e-18,,0.01,100,-76.6829460332,0.01,200
1.02532,1,-77.7661111756,61.865,196.368642835,-121.651,0.3,1.29817,1.02105,0.005,108.77,4953.09185745,0.555952,4953.09185745,-76.0278,195.060136858,-77.7661111756,4.64635e-07,0.0193762,0.00272244,100,-77.7661111756,0.00635701,200
