Weights,StdIW,MeanEntropy,OptimizationReturnMin,VarianceInit,MaxIW,MinIWNorm,OptimizationReturnMean,TimestepsSoFar,Bound,EpisodesSoFar,ESSRenyi,MinIW,StdIWNorm,MeanIWNorm,ESSClassic,InitialBound,TimeElapsed,InitialReturnMax,EmpiricalD2,ReturnMeanIW,ReturnStepMax,MeanIW,Iteration,J_sample_variance,OptimizationReturnMax,ReturnStepMaxmin,MaxIWNorm,EpLenMean,EpRewMean,InitialReturnMean,EpThisIter,InitialReturnMin,LearnableVariance,InitialReturnStd
[-1.246  1.606 -2.108 -1.629 -2.232],16.484354,-0.8117253,,-1,116.6107,3.1166084e-05,830.681,1808386,2799.429,17050,1.1818014,0.0015583042,0.3296871,0.07708579,2.5917823,894.8646,9643.36409163475,2109.7178,42.308292,5176.257,10.0,3.8542895,341,267475180.0,1680.1204,10.0,2.332214,127.06,1260.2784853230532,1260.2784,50,429.5974,True,298.79395
[-1.266  1.602 -2.102 -1.615 -2.231],0.806114,-0.84260815,,-1,4.207046,0.0027106418,843.41693,1814853,1094.8832,17100,32.73077,0.1355321,0.016122282,0.023077112,33.600365,896.8625,9688.441324234009,2229.6353,1.5276146,1572.1941,10.0,1.1538556,342,1501295.8,1790.0054,10.0,0.08414092,129.34,1283.0467985321097,1283.0468,50,439.62988,True,332.27536
[-1.263  1.603 -2.094 -1.606 -2.262],0.3076459,-0.8377029,,-1,1.9803662,0.01108227,1124.6746,1821577,967.2611,17150,45.083466,0.5541135,0.0061529176,0.020621538,45.912563,892.8374,9735.574813604355,2549.705,1.1090541,1432.3403,10.0,1.0310769,343,616594.94,2339.9204,10.0,0.039607324,134.48,1334.4592971967547,1334.4594,50,209.78467,True,510.95108
[-1.261  1.604 -2.098 -1.611 -2.257],1.4248776,-0.8108154,,-1,6.955438,0.0018070932,1092.657,1828191,1269.7831,17200,20.02484,0.09035466,0.028497552,0.025907028,22.624594,907.2329,9771.271485328674,2339.796,2.496899,1910.165,10.0,1.2953514,344,5871747.0,2119.9556,10.0,0.13910876,132.28,1312.4974302159776,1312.4976,50,219.84045,True,387.59555
[-1.257  1.595 -2.096 -1.623 -2.23 ],414.37888,-0.8094541,,-1,2960.89,5.3362703e-07,318.221,1834831,44525.22,17250,0.0066933683,2.6681353e-05,8.287577,1.2125919,1.0479603,877.7901,9804.186738967896,2539.7742,7470.0806,82545.766,10.0,60.629585,345,26472720000.0,1540.3032,10.0,59.217796,132.8,1317.692040225213,1317.692,50,999.471,True,255.55989
[-1.281  1.58  -2.093 -1.617 -2.228],0.48357376,-0.8144593,,-1,2.439014,0.008282203,1013.6836,1841050,776.72174,17300,43.53489,0.41411015,0.009671476,0.02184799,41.8075,719.12134,9839.344906806946,2969.7935,1.1485041,1327.9775,10.0,1.0923995,346,440245.9,2749.9724,10.0,0.048780277,124.38,1233.5046724410251,1233.5046,50,219.82108,True,352.52423
[-1.285  1.583 -2.093 -1.609 -2.233],9.787605,-0.78552234,,-1,64.37377,0.000815509,988.10034,1847091,2190.1826,17350,3.9472466,0.04077545,0.19575208,0.057612255,3.985744,868.85333,9877.158339738846,1899.7231,12.667058,3361.2688,10.0,2.880613,347,81294570.0,1689.9282,10.0,1.2874753,120.82,1197.895191798863,1197.8953,50,209.79489,True,292.9369
[-1.302  1.581 -2.1   -1.595 -2.204],77.63523,-0.78586453,,-1,555.0303,5.2015323e-05,851.8292,1853550,6650.6675,17400,0.15998185,0.0026007663,1.5527046,0.23338947,1.104719,838.13416,9922.237119674683,2559.7026,312.53546,14488.569,10.0,11.669474,348,4061692400.0,2130.044,10.0,11.100605,129.18,1281.487746910622,1281.4878,50,429.6586,True,350.3314
[-1.313  1.558 -2.095 -1.606 -2.205],1.3090051,-0.7734925,,-1,8.151125,0.0006555974,327.81693,1859638,987.7853,17450,24.904238,0.032779872,0.026180102,0.024537157,23.381985,869.6028,9966.349389076233,1949.7544,2.0076904,1466.293,10.0,1.2268578,349,1367522.0,1070.2611,10.0,0.16302249,121.76,1207.31020288842,1207.3102,50,879.4933,True,232.25278
[-1.305  1.548 -2.089 -1.622 -2.192],1.2815491,-0.7733139,,-1,6.1791325,0.0023066676,334.29242,1866058,1169.7268,17500,20.482635,0.115333386,0.02563098,0.025366513,24.74071,918.72595,9997.364732980728,2049.6816,2.441092,1724.4025,10.0,1.2683256,350,2336544.0,1110.2329,10.0,0.123582646,128.4,1273.741211679937,1273.7412,50,939.4488,True,254.28671
[-1.299  1.556 -2.091 -1.618 -2.192],1.294042,-0.76437944,,-1,5.98032,0.0018011247,330.47882,1872110,1123.9498,17550,21.760798,0.09005623,0.02588084,0.027262518,26.299078,890.16144,10031.160578727722,1789.7115,2.29771,1593.8345,10.0,1.363126,351,1660224.2,920.04175,10.0,0.1196064,121.04,1200.148643573907,1200.1487,50,869.6698,True,194.98946
[-1.307  1.551 -2.093 -1.617 -2.183],0.20849119,-0.7631275,,-1,1.7095988,0.012257909,329.2733,1878206,877.46484,17600,47.64176,0.6128955,0.0041698236,0.020457394,48.00554,852.1753,10059.944014072418,2059.776,1.0494994,1242.9517,10.0,1.0228697,352,887683.56,1180.1101,10.0,0.034191974,121.92,1208.9389767699279,1208.939,50,879.6657,True,222.92848
[-1.31   1.556 -2.097 -1.614 -2.182],0.20630497,-0.77514493,,-1,1.6672064,0.012451148,1228.3687,1884449,926.44556,17650,48.12966,0.6225574,0.0041260994,0.020502305,48.053726,886.77637,10094.450025081635,2029.8062,1.0388604,1284.7843,10.0,1.0251153,353,210529.61,2019.8257,10.0,0.033344127,124.86,1238.3491399042161,1238.3491,50,9.980458,True,280.1298
[-1.31   1.556 -2.099 -1.615 -2.194],12.693943,-0.8496748,,-1,91.01006,0.00011231491,293.219,1890814,2595.5488,17700,2.6623096,0.0056157457,0.25387883,0.04604322,1.592186,935.43225,10127.423529863358,1889.8127,18.780685,4014.0679,10.0,2.3021612,354,141957970.0,920.27423,10.0,1.8202013,127.3,1262.7575203230995,1262.7576,50,969.5385,True,224.89366
[-1.324  1.579 -2.089 -1.588 -2.269],6.913688,-0.87029594,,-1,41.466125,0.000101442914,369.07462,1897058,1317.8309,17750,3.925362,0.0050721457,0.13827375,0.03955783,3.7826047,883.49036,10166.694676399231,2049.5215,12.737679,2584.7773,10.0,1.9778917,355,15039477.0,1180.1182,10.0,0.8293225,124.88,1238.4780011588948,1238.478,50,869.4034,True,262.0765
[-1.305  1.581 -2.075 -1.583 -2.289],2.851332,-0.9078414,,-1,18.404757,0.0017787799,1187.6172,1903597,1499.0364,17800,17.04825,0.088938996,0.05702664,0.031045819,11.431097,900.9214,10201.14098739624,2289.7026,2.9328523,2178.2163,10.0,1.5522909,356,14059598.0,2179.8103,10.0,0.36809513,130.78,1297.509607194128,1297.5095,50,109.89245,True,376.99094
[-1.316  1.592 -2.075 -1.57  -2.327],11.189499,-0.8901989,,-1,79.75334,0.00020049937,1055.4751,1910075,2902.1914,17850,2.7855635,0.010024969,0.22378996,0.058072545,3.1544855,883.5558,10239.018265724182,2319.3015,17.94969,4604.1396,10.0,2.9036274,357,332571900.0,2089.5059,10.0,1.5950668,129.56,1285.2707652590318,1285.2708,50,229.79562,True,346.42572
[-1.325  1.579 -2.074 -1.573 -2.309],0.82914263,-0.894065,,-1,4.0559955,0.005033164,1057.7831,1915965,929.5295,17900,31.454405,0.2516582,0.016582854,0.022351617,32.24917,819.58044,10272.94257760048,2009.7612,1.5896025,1368.4131,10.0,1.117581,358,1564126.9,1899.863,10.0,0.08111991,117.8,1167.6813595605106,1167.6813,50,109.89821,True,371.72083
[-1.329  1.574 -2.075 -1.575 -2.313],2.8128185,-0.89530766,,-1,14.900838,0.0004821552,1194.6921,1922040,1334.513,17950,10.923014,0.024107762,0.056256365,0.03518574,14.059599,839.2722,10308.026237487793,2109.6401,4.5774913,2116.2898,10.0,1.759287,359,12900293.0,2099.6597,10.0,0.29801676,121.5,1204.6725792924228,1204.6726,50,9.980487,True,361.4477
[-1.318  1.58  -2.073 -1.577 -2.314],0.6861889,-0.88867146,,-1,3.7171214,0.005127682,566.23346,1928221,1031.3821,18000,35.1013,0.2563841,0.013723777,0.02320194,37.040783,884.7162,10346.758004903793,1969.7588,1.4244487,1438.572,10.0,1.1600971,360,862466.6,1310.1036,10.0,0.07434242,123.62,1225.8886149083953,1225.8887,50,659.65515,True,252.17107
[-1.315  1.584 -2.077 -1.58  -2.308],0.6066718,-0.8902644,,-1,2.503558,0.0054294188,1271.123,1934678,968.25415,18050,38.551914,0.27147093,0.012133436,0.022111418,38.428535,917.4287,10386.359874486923,2099.6763,1.2969525,1382.4207,10.0,1.105571,361,603934.1,2089.6958,10.0,0.050071158,129.14,1281.1033720068551,1281.1033,50,9.980406,True,349.13858
[-1.311  1.572 -2.077 -1.576 -2.309],12.618283,-0.8337583,,-1,83.486626,0.00035117232,1179.7192,1940678,3839.6597,18100,2.5718637,0.017558616,0.25236565,0.07070743,3.6393135,815.61774,10425.180988788605,2159.7598,19.441154,5489.064,10.0,3.5353713,362,559577100.0,2149.7798,10.0,1.6697325,120.0,1189.6992894923571,1189.6992,50,9.980065,True,366.7355
[-1.302  1.58  -2.08  -1.58  -2.253],0.6009253,-0.8367695,,-1,3.0283346,0.0058554336,1006.2557,1946810,932.83936,18150,37.34224,0.2927717,0.012018506,0.021087466,37.740776,874.90405,10473.658566236496,1969.6329,1.3389663,1327.5972,10.0,1.0543733,363,776430.8,1759.8342,10.0,0.06056669,122.64,1216.0545026287923,1216.0544,50,209.79874,True,323.25784
[-1.295  1.58  -2.078 -1.587 -2.256],0.4882458,-0.8334578,,-1,2.8396103,0.006485795,1108.3771,1952953,890.566,18200,42.440796,0.32428977,0.009764916,0.020928286,41.06083,863.24677,10522.936378002167,2049.8257,1.1781118,1275.9297,10.0,1.0464144,364,421399.72,1939.9158,10.0,0.056792207,122.86,1218.2870310198946,1218.287,50,109.9099,True,385.78802
[-1.296  1.575 -2.073 -1.59  -2.252],1.7086586,-0.8413875,,-1,8.556307,0.0020453988,1179.0752,1958900,996.7853,18250,19.138445,0.10226995,0.03417317,0.028660653,20.646921,803.271,10574.494190216064,2169.7065,2.6125424,1604.2112,10.0,1.4330326,365,4242531.0,2169.7065,10.0,0.17112613,118.94,1179.075128221076,1179.0752,50,,True,342.51553
[-1.292  1.585 -2.072 -1.586 -2.26 ],3.6535127,-0.84558064,,-1,22.70823,0.00052235334,861.8015,1965409,1342.8464,18300,7.7336907,0.026117668,0.07307026,0.032938033,8.4439945,946.8806,10641.171061754227,1989.5698,6.4652185,2219.063,10.0,1.6469017,366,16115798.0,1559.887,10.0,0.45416456,130.18,1291.4842642806793,1291.4843,50,429.6829,True,305.6133
[-1.281  1.592 -2.077 -1.592 -2.265],0.13139626,-0.84613484,,-1,1.2709335,0.014952478,606.1907,1971790,873.6549,18350,49.140865,0.7476239,0.0026279252,0.020261502,49.172806,858.8793,10698.624138355255,2349.7598,1.0174831,1284.1875,10.0,1.0130751,367,520822.16,1690.0808,10.0,0.025418669,127.62,1265.8696168194303,1265.8696,50,659.67896,True,259.9222
[-1.281  1.594 -2.085 -1.595 -2.265],1.3203226,-0.84826547,,-1,7.8025994,0.0022182413,1069.4796,1978238,854.5075,18400,27.70655,0.11091207,0.026406452,0.023248434,21.832846,783.98035,10759.184928417206,2859.6707,1.8046274,1519.8885,10.0,1.1624218,368,3037325.0,2649.8606,10.0,0.15605198,128.96,1279.2896820040746,1279.2898,50,209.81,True,387.0089
[-1.29   1.597 -2.097 -1.584 -2.267],0.34536922,-0.85160017,,-1,2.3052719,0.01049325,1068.4597,1984681,918.6023,18450,44.823296,0.5246625,0.006907384,0.020736726,45.00632,871.3008,10821.15010046959,2349.7183,1.1154914,1348.445,10.0,1.0368361,369,400433.66,2139.894,10.0,0.046105437,128.86,1278.2840070646405,1278.2839,50,209.82433,True,399.81992
[-1.288  1.6   -2.099 -1.588 -2.271],15.291807,-0.80674404,,-1,109.56782,4.5485027e-05,1139.6001,1990980,2273.9956,18500,1.8102512,0.0022742513,0.3058361,0.06444859,2.1259332,922.17365,10881.286093950272,1889.7471,27.620476,3994.1992,10.0,3.2224293,370,299611680.0,1779.8599,10.0,2.1913564,125.98,1249.4873198750824,1249.4873,50,109.887146,True,306.19992
[-1.283  1.615 -2.112 -1.581 -2.226],11.034909,-0.7964538,,-1,78.449486,0.00064359524,851.6902,1996989,1423.9706,18550,3.4236815,0.03217976,0.22069818,0.050869018,2.5223112,777.49646,10945.907781600952,2389.812,14.604162,3005.811,10.0,2.5434508,371,83576550.0,2050.0781,10.0,1.5689896,120.18,1191.424094544423,1191.4241,50,339.73395,True,332.15808
[-1.265  1.615 -2.122 -1.601 -2.215],1.7229906,-0.8118055,,-1,7.550617,0.0014174382,1053.446,2003407,1127.997,18600,20.05572,0.07087191,0.03445981,0.026069831,18.200172,900.95856,11012.225544214249,2149.5674,2.4930544,1715.8619,10.0,1.3034917,372,4352173.5,1929.7389,10.0,0.15101235,128.36,1273.2745919387678,1273.2745,50,219.8285,True,381.01358
[-1.265  1.602 -2.117 -1.606 -2.231],0.4906764,-0.80871594,,-1,2.7165456,0.0067044217,905.0641,2010182,991.3147,18650,38.712112,0.33522108,0.0098135285,0.02271476,42.135338,837.2586,11081.286135435104,2929.7493,1.2915854,1568.0183,10.0,1.135738,373,708011.5,2490.1074,10.0,0.05433091,135.5,1344.7060753763706,1344.706,50,439.64197,True,354.98938
[-1.267  1.597 -2.121 -1.613 -2.228],1.175339,-0.82009244,,-1,6.5925946,0.0034817404,400.48288,2017083,1113.6555,18700,29.41065,0.17408702,0.02350678,0.024667434,26.203949,903.9992,11154.31618976593,2689.6274,1.7000644,1721.0704,10.0,1.2333719,374,1993083.2,1720.254,10.0,0.1318519,138.02,1369.8562850923204,1369.8562,50,969.3734,True,353.03992
[-1.267  1.605 -2.119 -1.605 -2.239],0.44172654,-0.82439727,,-1,2.712368,0.007881728,902.8346,2023797,1039.1696,18750,41.976288,0.39408642,0.008834531,0.021536825,42.79838,968.7887,11224.29417514801,2099.642,1.1911486,1436.0767,10.0,1.0768414,375,471346.0,1670.0194,10.0,0.05424736,134.28,1332.4573647188536,1332.4574,50,429.62268,True,276.91476
[-1.262  1.605 -2.12  -1.609 -2.243],6.853628,-0.85858625,,-1,45.99568,0.000111330875,1035.6882,2030176,1863.9587,18800,4.493332,0.005566544,0.13707256,0.047625847,5.3858795,938.1576,11280.75304055214,1889.812,11.1276,2955.8516,10.0,2.3812923,376,47865890.0,1660.0176,10.0,0.9199136,127.58,1265.482623427459,1265.4825,50,229.79445,True,267.51315
[-1.271  1.638 -2.15  -1.617 -2.278],1.3053529,-0.856995,,-1,6.0710974,0.003382949,616.9486,2036660,1117.5981,18850,21.661915,0.16914745,0.02610706,0.024887621,23.805038,948.7651,11338.830035448074,1949.7797,2.3081985,1630.6754,10.0,1.2443813,377,1566326.1,1280.2513,10.0,0.12142195,129.68,1286.4769085044356,1286.4769,50,669.5283,True,262.83313
[-1.272  1.628 -2.149 -1.626 -2.276],0.73638606,-0.85296595,,-1,3.8698437,0.0077737058,657.09406,2043295,1005.0839,18900,35.33021,0.3886853,0.014727721,0.022492921,34.996227,918.348,11400.640662193298,2299.8132,1.4152194,1478.9603,10.0,1.1246461,378,940802.8,1640.2197,10.0,0.07739687,132.7,1316.6875231023423,1316.6875,50,659.5935,True,324.7108
[-1.273  1.636 -2.151 -1.621 -2.272],7.6107063,-0.85361564,,-1,48.37082,9.0336776e-05,1133.374,2049613,1621.7225,18950,3.0939083,0.004516839,0.15221411,0.043767042,3.8181725,943.3258,11461.866410017014,1789.4305,16.16079,2867.6902,10.0,2.188352,379,92475150.0,1669.5404,10.0,0.96741635,126.36,1253.2642023203841,1253.2642,50,119.89014,True,298.81897
[-1.26   1.645 -2.161 -1.625 -2.273],2.2377555,-0.8569758,,-1,13.390671,0.0016022471,1302.2534,2056176,1256.9207,19000,17.277401,0.08011236,0.044755116,0.03072924,16.019474,884.9617,11520.021746635437,2409.2349,2.8939538,1966.8018,10.0,1.5364618,380,6470488.0,2409.2349,10.0,0.2678134,131.26,1302.253369760154,1302.2534,50,,True,441.35117
[-1.251  1.638 -2.159 -1.639 -2.276],1.2561749,-0.8400924,,-1,7.6471663,0.0051477514,1242.9877,2062942,1287.9725,19050,26.960608,0.25738758,0.025123497,0.028195657,27.871382,984.3844,11573.892424821854,2069.797,1.8545576,1776.1847,10.0,1.4097829,381,2292496.5,1969.901,10.0,0.15294333,135.32,1342.8837396468973,1342.8838,50,99.8961,True,360.16934
[-1.261  1.646 -2.167 -1.631 -2.259],0.6246972,-0.83437,,-1,3.1605015,0.0019811909,1198.9938,2069538,1038.7834,19100,34.36409,0.099059545,0.012493944,0.022307534,38.060837,886.3504,11629.011550664902,2439.5146,1.4550072,1548.4624,10.0,1.115377,382,1066494.6,2329.6218,10.0,0.063210025,131.92,1308.8866314669908,1308.8866,50,109.89292,True,474.2183
[-1.259  1.64  -2.17  -1.639 -2.253],2.80854,-0.83996576,,-1,13.178194,0.0005206046,1073.0543,2076054,1505.0264,19150,9.5034075,0.026030231,0.056170803,0.034604773,13.755878,925.75415,11693.711555957794,2119.6724,5.2612705,2347.1477,10.0,1.7302387,383,14601943.0,1899.8345,10.0,0.26356387,130.32,1292.8922036988477,1292.8922,50,219.83789,True,342.76675
[-1.272  1.636 -2.171 -1.633 -2.259],1.3223542,-0.86576515,,-1,7.5088105,0.0023551143,687.4448,2082791,1228.0784,19200,24.259542,0.11775572,0.026447084,0.026127137,24.69573,919.7794,11745.529891252518,2409.4387,2.0610447,1827.2072,10.0,1.3063569,384,2788929.2,1759.7771,10.0,0.15017621,134.74,1337.106458772964,1337.1066,50,649.6616,True,326.078
[-1.279  1.632 -2.169 -1.631 -2.285],1.5168444,-0.86653453,,-1,9.679331,0.0027771413,1168.9805,2089237,1087.1776,19250,21.649738,0.13885707,0.030336887,0.02343266,18.68394,963.68805,11801.770296096802,1819.8102,2.3094966,1566.1885,10.0,1.1716332,385,3278884.5,1709.9021,10.0,0.19358662,128.92,1278.888478277266,1278.8885,50,109.90811,True,326.23984
[-1.269  1.628 -2.172 -1.645 -2.285],333.3394,-0.8549191,,-1,2381.6946,2.7640453e-06,522.0366,2096396,44641.125,19300,0.013315971,0.00013820227,6.666788,0.9807262,1.0590932,964.3208,11862.491879701614,2639.6602,3754.8894,72657.195,10.0,49.036304,386,41494147000.0,1740.1735,10.0,47.633892,143.18,1421.5233118556632,1421.5233,50,899.4867,True,374.01492
[-1.265  1.658 -2.182 -1.625 -2.274],0.34269157,-0.87398094,,-1,1.8827099,0.01089384,854.14264,2102817,953.2471,19350,44.79108,0.54469204,0.006853831,0.021552492,45.40798,866.8876,11910.497348308563,2349.4595,1.1162937,1383.1969,10.0,1.0776247,387,476593.0,1929.7761,10.0,0.037654195,128.42,1273.8260384797095,1273.826,50,419.68332,True,390.0892
[-1.262  1.656 -2.176 -1.625 -2.293],0.60641617,-0.87597764,,-1,3.355191,0.0037638622,1062.6307,2109331,996.93884,19400,37.664204,0.18819311,0.012128323,0.021362402,37.81204,961.67957,11961.707955360413,1909.7014,1.3275205,1378.0457,10.0,1.0681202,388,744571.25,1679.8824,10.0,0.06710382,130.28,1292.4496424719132,1292.4496,50,229.81895,True,361.08102
[-1.268  1.655 -2.177 -1.624 -2.295],0.389265,-0.8744081,,-1,2.667817,0.0067191003,1079.6176,2115830,820.34314,19450,44.919643,0.33595502,0.0077852993,0.021050317,43.98376,776.8107,12018.729400634766,2959.6816,1.1130987,1361.1877,10.0,1.052516,389,525432.6,2749.8567,10.0,0.053356342,129.98,1289.4425883576573,1289.4426,50,209.82504,True,474.6277
[-1.27   1.661 -2.192 -1.627 -2.293],0.9960549,-0.88491017,,-1,5.249232,0.0013993595,1167.9661,2122271,1175.4607,19500,26.215057,0.06996798,0.019921098,0.025807152,31.331013,870.8987,12067.984028100967,2349.628,1.9073008,1737.5034,10.0,1.2903575,390,1791728.0,2239.7278,10.0,0.10498463,128.82,1277.8662017905006,1277.8661,50,109.90016,True,430.61343
[-1.266  1.656 -2.197 -1.64  -2.304],0.5365273,-0.89271736,,-1,2.8450518,0.004736634,1218.1427,2128913,796.65155,19550,39.772068,0.23683171,0.010730545,0.021220641,39.81851,725.7374,12118.622115373611,3419.6553,1.2571636,1460.7598,10.0,1.061032,391,1773304.8,3319.759,10.0,0.056901034,132.84,1318.0391355939887,1318.0392,50,99.89635,True,451.77975
[-1.264  1.648 -2.187 -1.64  -2.312],1.1356695,-0.8997012,,-1,5.2339315,0.0018775378,1116.8193,2135648,1045.5381,19600,25.748093,0.09387689,0.02271339,0.022715686,25.002525,933.1642,12161.586774110794,2329.6128,1.9418914,1607.8235,10.0,1.1357843,392,3100707.5,2109.767,10.0,0.10467863,134.7,1336.664924606696,1336.665,50,219.84558,True,350.71786
[-1.256  1.651 -2.181 -1.637 -2.319],0.6682195,-0.904153,,-1,3.4042616,0.0058383113,1077.4972,2142186,878.3416,19650,37.43721,0.29191557,0.01336439,0.022381725,36.858414,814.1134,12205.065178632736,2789.5278,1.3355696,1436.7148,10.0,1.1190864,393,749641.94,2569.7512,10.0,0.06808523,130.76,1297.2737721063809,1297.2738,50,219.77661,True,426.52777
[-1.259  1.647 -2.182 -1.641 -2.323],0.16504794,-0.9001073,,-1,1.411065,0.012584815,1243.0105,2149002,995.3677,19700,48.090233,0.62924075,0.0033009588,0.020344876,48.717506,966.7134,12255.514164686203,2229.6436,1.0397122,1389.1467,10.0,1.0172439,394,221365.62,2119.7551,10.0,0.0282213,136.32,1352.8990451043687,1352.899,50,109.888535,True,382.58908
[-1.257  1.645 -2.184 -1.644 -2.319],3.050978,-0.92040884,,-1,17.11008,0.00027324466,1126.3081,2155784,1539.5088,19750,9.324392,0.013662234,0.061019562,0.033652462,11.661012,904.4704,12304.0693628788,2549.7905,5.36228,2562.189,10.0,1.6826231,395,21773802.0,2329.9917,10.0,0.34220162,135.64,1346.107114456254,1346.107,50,219.79895,True,379.45187
[-1.269  1.64  -2.197 -1.644 -2.339],0.0979023,-0.9219967,,-1,1.1884633,0.015579033,505.04074,2162658,981.13055,19800,49.554848,0.77895164,0.0019580459,0.020054562,49.527866,973.1068,12347.501862049103,2259.795,1.008983,1374.2926,10.0,1.0027281,396,882047.2,1400.3209,10.0,0.023769267,137.48,1364.5147520178593,1364.5146,50,859.474,True,334.19476
[-1.272  1.643 -2.198 -1.648 -2.341],0.45225284,-0.90356326,,-1,2.3315578,0.011055595,1308.9142,2169304,942.3439,19850,44.79283,0.5527798,0.009045057,0.021611871,42.54737,833.9813,12385.951406478882,2799.645,1.11625,1454.6675,10.0,1.0805938,397,872136.6,2789.665,10.0,0.046631154,132.92,1318.894086058378,1318.894,50,9.979988,True,381.0
[-1.272  1.643 -2.196 -1.651 -2.322],0.24160121,-0.9080989,,-1,1.6995395,0.010641696,408.61353,2176447,914.6405,19900,47.2799,0.5320848,0.0048320238,0.020617103,47.39654,886.6048,12422.03219461441,3069.649,1.0575318,1461.3997,10.0,1.0308552,398,1246588.6,2059.979,10.0,0.03399079,142.86,1418.28352530443,1418.2836,50,1009.67004,True,368.12424
[-1.271  1.644 -2.195 -1.651 -2.327],0.38954097,-0.8893261,,-1,2.136695,0.0101274755,504.84274,2183370,1052.9175,19950,43.89962,0.50637376,0.007790819,0.021684036,44.283527,982.90137,12461.550332784653,2259.8364,1.138962,1470.6442,10.0,1.0842018,399,1058645.8,1390.3625,10.0,0.042733897,138.46,1374.3165738490718,1374.3165,50,869.4738,True,310.5345
[-1.271  1.643 -2.19  -1.651 -2.308],3.2661097,-0.8840941,,-1,16.269022,0.00020842733,525.02576,2190444,1593.4617,20000,9.29496,0.010421366,0.06532219,0.03701699,12.153606,999.2556,12508.049588680267,2339.7168,5.379259,2533.3694,10.0,1.8508496,400,6573270.0,1460.2362,10.0,0.32538044,141.48,1404.5064207935586,1404.5066,50,879.4806,True,332.0377
[-1.284  1.642 -2.187 -1.646 -2.303],6.505598,-0.9211985,,-1,40.79216,0.00012884768,269.23438,2197038,1497.8442,20050,4.0420346,0.0064423843,0.13011196,0.04512952,5.3693333,939.63074,12541.306094169617,2129.7537,12.3700075,2795.2476,10.0,2.256476,401,6845694.5,1090.473,10.0,0.81584316,131.88,1308.5149948468252,1308.515,50,1039.2806,True,225.23647
