MinIW,ESSClassic,EpLenMean,MeanEntropy,OptimizationReturnMean,OptimizationReturnMax,J_sample_variance,Bound,MeanIW,EpThisIter,ReturnStepMax,ReturnMeanIW,OptimizationReturnMin,StdIW,InitialReturnMax,MaxIW,InitialReturnMean,ReturnStepMaxmin,Weights,MeanIWNorm,StdIWNorm,Iteration,ESSRenyi,MaxIWNorm,MinIWNorm,EmpiricalD2,TimestepsSoFar,InitialReturnMin,InitialBound,LearnableVariance,InitialReturnStd,TimeElapsed,VarianceInit,EpRewMean,EpisodesSoFar
0.009136342,24.09003,113.56,0.16901603,335.69772,1000.1536,1120300.9,923.6517,1.2100915,50,10.0,1327.601,,1.2549691,1789.8184,7.668469,1125.3625,10.0,[-0.69   1.102 -1.459 -2.074 -1.216],0.024201829,0.025099382,32,29.44798,0.15336938,0.00018272684,1.6979092,137563,789.66473,815.35693,True,259.13068,869.9604666233063,-1,1125.3624980906106,1600
0.0061125215,3.081438,116.32,0.1991284,1152.9661,2079.8218,365357250.0,2817.0442,3.604346,50,10.0,4826.3877,,14.064429,2079.8218,84.79136,1152.9661,10.0,[-0.709  1.115 -1.449 -2.049 -1.25 ],0.072086915,0.2812886,33,1.6070712,1.6958271,0.00012225042,31.1125,143379,,792.7301,True,336.09747,909.4819326400757,-1,1152.9659904727114,1650
0.0050406666,6.1275964,125.14,0.15055846,381.5749,1279.9739,26925432.0,1441.5165,1.7605968,50,10.0,2630.0986,,4.710972,2139.5586,31.632732,1241.1597,10.0,[-0.694  1.168 -1.464 -2.146 -1.22 ],0.035211936,0.09421944,34,4.860503,0.6326546,0.000100813326,10.287001,149636,859.5848,870.5774,True,259.18915,955.2282483577728,-1,1241.1596925299737,1700
0.31723,38.27321,120.88,0.15454063,358.7491,940.00433,1043705.9,987.79333,1.1307523,50,10.0,1352.8843,,0.62590677,1779.8408,3.5989375,1198.5856,10.0,[-0.734  1.168 -1.45  -2.143 -1.268],0.022615047,0.012518135,35,35.64934,0.07197875,0.0063445996,1.4025505,155680,839.8365,890.3082,True,221.00064,996.2486276626587,-1,1198.585638709243,1750
0.11313419,20.46254,119.36,0.16585344,323.8062,1760.0623,1983752.2,905.96747,1.282861,50,10.0,1571.5586,,1.5412974,2619.6309,9.274922,1183.3749,10.0,[-0.721  1.172 -1.455 -2.128 -1.264],0.025657214,0.030825948,36,23.235733,0.18549845,0.0022626838,2.151858,161648,859.5686,729.64136,True,327.23215,1033.876924276352,-1,1183.37482166927,1800
0.41402456,41.091835,130.24,0.15749508,412.50052,1679.9443,1470893.2,976.74365,1.1070801,50,10.0,1473.4034,,0.5154606,2559.6016,3.44394,1292.1576,10.0,[-0.715  1.2   -1.457 -2.126 -1.253],0.022141602,0.010309213,37,39.839878,0.0688788,0.008280491,1.255024,168160,879.65717,848.8217,True,378.35007,1075.2081472873688,-1,1292.1576374758056,1850
0.11085936,19.710173,133.74,0.17078367,537.6191,1600.1073,1688432.8,1042.2656,1.3386768,50,10.0,1666.0168,,1.6595062,2389.6604,7.691086,1327.1722,10.0,[-0.732  1.221 -1.457 -2.108 -1.261],0.026773535,0.03319012,38,22.016127,0.1538217,0.002217187,2.2710626,174847,789.5531,913.2708,True,347.82382,1114.1907641887665,-1,1327.1721916878546,1900
0.2208342,32.92379,130.74,0.20428352,407.48407,1140.0852,1288264.5,1085.7065,1.1701373,50,10.0,1518.0348,,0.84270906,2029.761,4.4060817,1297.1598,10.0,[-0.759  1.229 -1.452 -2.087 -1.248],0.023402745,0.016854182,39,33.063873,0.08812163,0.0044166837,1.5122246,181384,889.6757,945.5947,True,269.69797,1155.103853225708,-1,1297.1597879164133,1950
0.48225945,41.083603,128.42,0.20720485,704.4688,2000.1682,678089.9,888.38135,1.0961128,50,10.0,1377.7086,,0.51064086,2569.639,2.3929121,1273.9396,10.0,[-0.771  1.262 -1.456 -2.118 -1.215],0.021922257,0.010212816,40,41.36535,0.047858242,0.009645189,1.2087412,187805,569.47064,828.865,True,325.0363,1192.8458194732666,-1,1273.9394832033183,2000
0.044311255,3.14527,122.58,0.28092852,1215.5206,2519.5361,307613950.0,2079.1055,1.778243,50,9.999999,3507.574,,6.863393,2519.5361,49.503036,1215.5206,9.999999,[-0.768  1.274 -1.445 -2.104 -1.212],0.035564855,0.13726786,41,4.6664996,0.9900607,0.0008862251,10.714669,193934,,779.12415,True,361.7494,1215.1661989688873,-1,1215.520654263224,2050
0.00038778607,1.5471587,139.56,0.20817716,1195.4897,2479.508,1256696400.0,2759.6064,5.7554655,50,10.0,7256.859,,32.20866,2669.334,230.31708,1385.3157,10.0,[-0.77   1.306 -1.455 -2.093 -1.138],0.1151093,0.64417315,42,0.52844834,4.6063414,7.7557215e-06,94.61663,200912,189.82591,922.9735,True,424.46915,1244.1798214912415,-1,1385.3156111697585,2100
0.054145455,2.7317982,127.06,0.29477254,450.6011,1400.0693,42253496.0,2102.7686,2.8749697,50,10.0,3613.203,,11.958963,2209.8306,80.343796,1260.3623,10.0,[-0.798  1.261 -1.444 -2.123 -1.211],0.05749939,0.23917927,43,3.210742,1.6068759,0.0010829091,15.572724,207265,809.7612,877.6084,True,310.44116,1273.2883892059326,-1,1260.362340323754,2150
0.011844749,6.158625,123.02,0.28461808,420.13522,1369.9747,26756510.0,1956.3586,2.3786354,50,10.0,3230.4844,,6.3464093,2169.7732,38.9319,1219.9337,10.0,[-0.817  1.277 -1.449 -2.11  -1.124],0.047572713,0.12692818,44,4.3500614,0.778638,0.00023689496,11.494091,213416,799.79846,844.118,True,352.56516,1305.7445168495178,-1,1219.9337061282224,2200
0.01961928,4.215412,131.02,0.296398,410.18317,1579.8064,16606447.0,1489.8843,2.2734187,50,10.0,2995.0728,,7.492367,2469.5793,52.90014,1299.9562,10.0,[-0.751  1.23  -1.454 -2.161 -1.134],0.045468368,0.14984733,45,4.0378995,1.0580027,0.0003923856,12.382676,219967,889.773,872.2125,True,345.28494,1339.5087187290192,-1,1299.9561597849308,2250
0.014110748,8.66641,128.36,0.25260803,873.5488,2939.8171,16812862.0,1184.4861,1.8825622,50,10.0,2471.6235,,4.1113195,3339.601,28.078049,1273.3328,10.0,[-0.735  1.283 -1.474 -2.159 -1.123],0.03765124,0.082226396,46,10.097889,0.561561,0.00028221495,4.95153,226385,399.78394,694.8969,True,391.46896,1373.3848042488098,-1,1273.3327396570044,2300
0.107679866,24.362831,136.56,0.20388648,455.6241,1329.9641,1836811.4,1160.182,1.2619944,50,10.0,1692.1487,,1.2945793,2229.6833,7.9286456,1355.3433,10.0,[-0.699  1.273 -1.473 -2.199 -1.166],0.025239885,0.025891583,47,26.35171,0.15857291,0.0021535973,1.8974102,233213,899.71924,969.15076,True,317.56677,1402.7573673725128,-1,1355.3433705269913,2350
0.04799898,3.4973264,142.46,0.26965424,544.5865,1619.959,35888892.0,1675.0051,2.0974407,50,10.0,3179.0928,,7.648224,2489.708,54.1532,1414.3356,10.0,[-0.689  1.263 -1.467 -2.201 -1.215],0.04194881,0.15296449,48,4.11,1.083064,0.00095997954,12.16545,240336,869.7491,983.10535,True,324.683,1442.7351248264313,-1,1414.3355587186293,2400
0.0404417,8.72847,146.34,0.32623264,1443.1112,3119.5493,39776090.0,1460.339,2.0272353,50,10.0,2768.8047,,4.4081907,3129.5317,23.651016,1453.0936,10.0,[-0.681  1.29  -1.484 -2.184 -1.149],0.040544704,0.08816381,49,8.58075,0.47302032,0.000808834,5.826996,247653,9.982533,911.0431,True,507.1096,1473.3651621341705,-1,1453.0937031741603,2450
0.15919212,28.187477,140.34,0.29977503,743.49963,1660.1587,1338862.9,1085.7648,1.1112461,50,10.0,1596.4883,,0.9775412,2309.7803,5.2166066,1393.1212,10.0,[-0.688  1.284 -1.465 -2.235 -1.093],0.02222492,0.019550825,50,30.680395,0.10433213,0.0031838422,1.6297052,254670,649.6216,993.0554,True,347.5662,1489.4757061004639,-1,1393.1211847702457,2500
0.3339864,39.83063,140.4,0.301651,1193.8639,2649.7437,947022.56,1092.4089,1.176001,50,10.0,1672.5089,,0.5942184,2849.5964,2.9772325,1393.7166,10.0,[-0.67   1.283 -1.471 -2.226 -1.119],0.023520017,0.011884368,51,36.19532,0.05954465,0.0066797277,1.381394,261690,199.85272,900.1521,True,420.33005,1517.8724732398987,-1,1393.7166516678667,2550
5.9859335e-06,1.5367147,146.58,0.17135617,505.71396,1879.95,5179014000.0,13962.113,11.729156,50,10.0,21950.451,,65.86832,2829.7222,470.14688,1455.4862,10.0,[-0.647  1.261 -1.46  -2.239 -1.117],0.2345831,1.3173661,52,0.1882201,9.402937,1.1971866e-07,265.64645,269019,949.7723,965.36383,True,401.57297,1553.1769540309906,-1,1455.486178433719,2600
0.012263349,5.559358,139.78,0.10836015,447.85117,1550.0371,32342204.0,2445.2195,2.5691595,50,10.0,4190.585,,7.2638836,2489.7583,41.178753,1387.5724,10.0,[-0.651  1.265 -1.473 -2.318 -1.248],0.05138319,0.14527768,53,3.05234,0.823575,0.00024526697,16.380875,276008,939.72125,956.3336,True,387.2385,1577.5467176437378,-1,1387.5724181185524,2650
0.24667004,37.807022,154.62,0.08712297,1506.0056,3779.6487,1556101.4,926.70605,1.0720023,50,10.0,1671.1501,,0.60878557,3809.599,3.4502196,1535.956,10.0,[-0.657  1.32  -1.464 -2.272 -1.311],0.021440048,0.012175713,54,39.281284,0.069004394,0.0049334005,1.2728708,283739,29.950481,876.11414,True,518.7844,1609.538890361786,-1,1535.9560937509364,2700
0.10831245,33.277664,159.02,0.054355975,490.3022,1979.7803,3097672.5,1162.7297,1.0771717,50,10.0,1791.758,,0.7635843,3069.44,5.195389,1579.9619,10.0,[-0.657  1.338 -1.453 -2.286 -1.332],0.021543432,0.015271684,55,35.71651,0.10390777,0.0021662489,1.3999128,291690,1089.6597,1048.3193,True,440.51266,1638.6756241321564,-1,1579.9618415527275,2750
0.0017924481,4.2686267,150.06,-0.032315638,1490.3707,2639.754,287213220.0,2581.07,2.908702,50,10.0,4658.4536,,9.520554,2639.754,65.30388,1490.3707,10.0,[-0.662  1.342 -1.46  -2.29  -1.365],0.058174033,0.19041108,56,2.4220598,1.3060776,3.584896e-05,20.643587,299193,,1033.1521,True,448.39954,1670.207153081894,-1,1490.3707799253978,2800
0.6320993,46.934856,153.96,-0.030127842,559.86456,1670.2117,1250859.2,1124.1473,1.0395744,50,10.0,1599.5603,,0.2656645,2639.7473,1.600395,1529.4,10.0,[-0.646  1.313 -1.447 -2.345 -1.451],0.020791488,0.00531329,57,46.245968,0.0320079,0.012641985,1.0811753,306891,969.5356,1072.1825,True,420.87424,1701.919142961502,-1,1529.400177884706,2850
0.035645846,3.426483,144.62,-0.004160404,406.21246,1390.0746,7208975.0,1598.6764,1.942143,50,10.0,2614.4863,,7.160221,2419.8584,51.626953,1435.9962,10.0,[-0.643  1.318 -1.458 -2.338 -1.449],0.038842853,0.1432044,58,8.512287,1.032539,0.0007129169,5.873862,314122,1029.7838,1016.86444,True,327.34576,1728.3454129695892,-1,1435.9962733619834,2900
0.10664894,21.509699,165.36,0.009449482,633.8159,2610.0098,5791681.0,1466.8488,1.4496683,50,10.0,2436.2834,,1.6683993,3619.6016,9.279092,1643.4075,10.0,[-0.674  1.341 -1.44  -2.299 -1.423],0.028993363,0.033367988,59,20.911045,0.18558183,0.0021329788,2.3910809,322390,1009.5917,1016.47424,True,492.4239,1763.7466950416565,-1,1643.407592689584,2950
0.29190987,36.556015,140.54,-0.014812387,1375.2142,2389.7427,1331504.5,1138.8195,1.1504669,50,10.0,1641.4369,,0.697684,2409.704,4.0731683,1395.1754,10.0,[-0.657  1.304 -1.44  -2.335 -1.409],0.023009336,0.01395368,60,34.478123,0.08146337,0.005838197,1.450195,329417,19.961342,977.8023,True,387.95993,1798.4893543720245,-1,1395.175482709993,3000
0.45319122,45.986225,142.88,-0.011638668,1418.6168,2459.817,497627.06,1052.7412,1.049331,50,10.0,1498.2247,,0.31000963,2459.817,1.7849835,1418.6168,10.0,[-0.65   1.31  -1.436 -2.334 -1.434],0.020986617,0.0062001925,61,45.733402,0.03569967,0.009063824,1.0932928,336561,,992.5641,True,460.12445,1830.1589648723602,-1,1418.6170073319308,3050
0.37029397,37.704903,145.86,-0.032526005,468.7242,2030.1306,1764574.9,1090.5991,1.1366395,50,10.0,1704.6554,,0.6490673,3009.8127,3.3854575,1448.4064,10.0,[-0.647  1.307 -1.44  -2.356 -1.431],0.022732789,0.012981345,62,36.03743,0.06770915,0.0074058794,1.3874463,343854,979.6821,927.0914,True,350.9477,1866.4189903736115,-1,1448.4063101219435,3100
0.35813037,39.1657,154.12,-0.008687496,1531.0211,3759.7437,2547151.2,1063.3657,1.1505864,50,10.0,1818.7756,,0.605155,3759.7437,2.867033,1531.0211,10.0,[-0.636  1.29  -1.44  -2.376 -1.451],0.023011727,0.012103099,63,37.15714,0.05734066,0.0071626073,1.3456365,351560,,879.81445,True,543.30804,1904.1342406272888,-1,1531.0211597961852,3150
0.35401908,32.754616,139.94,0.013038541,439.64493,1380.2123,2003124.4,1092.8756,1.0714363,50,10.0,1568.1995,,0.77743924,2329.752,4.792741,1389.1846,10.0,[-0.636  1.28  -1.448 -2.385 -1.428],0.021428727,0.015548782,64,36.035576,0.09585481,0.0070803813,1.3875177,358557,949.5397,985.65967,True,326.90735,1934.9687395095825,-1,1389.184584864116,3200
0.0056669926,8.5260105,143.84,-0.009272065,518.5506,1860.1757,18083800.0,1523.2079,1.6878091,50,10.0,2807.2756,,3.7225306,2769.8083,19.842855,1428.1832,10.0,[-0.628  1.269 -1.447 -2.407 -1.406],0.033756185,0.074450605,65,6.979348,0.3968571,0.00011333985,7.163993,365749,909.6327,948.43835,True,436.73947,1968.5327215194702,-1,1428.183259979398,3250
0.014553327,10.465721,160.86,-0.041793354,1598.3964,2789.8298,47257256.0,1918.387,1.6172267,50,10.0,3018.6753,,3.1432092,2789.8298,18.785646,1598.3964,10.0,[-0.609  1.292 -1.445 -2.395 -1.428],0.032344535,0.062864184,66,9.643478,0.37571293,0.00029106654,5.184851,373792,,1115.1836,True,514.0746,2003.1185619831085,-1,1598.3963178580261,3300
0.096741885,22.763617,160.32,-0.08412262,503.16333,2669.8948,3437406.0,1242.7393,1.3447152,50,10.0,2163.4365,,1.4709044,3759.7065,8.843173,1592.9751,10.0,[-0.585  1.293 -1.439 -2.395 -1.461],0.026894305,0.029418088,67,25.012978,0.17686346,0.0019348377,1.9989624,381808,1089.8118,941.77484,True,490.61066,2033.6134192943573,-1,1592.975096499305,3350
0.5245206,43.45792,150.12,-0.066956736,401.28778,2030.2123,1561886.9,1032.5803,1.0620837,50,10.0,1606.8077,,0.41208068,3119.8784,2.9141192,1490.9539,10.0,[-0.592  1.319 -1.441 -2.399 -1.503],0.021241674,0.008241613,68,44.27908,0.058282383,0.010490411,1.1292014,389314,1089.6661,950.5751,True,334.37152,2061.9924664497375,-1,1490.953897562242,3400
0.21069685,27.725786,167.68,-0.06612404,636.79706,2629.9583,2602666.5,1162.116,1.1400437,50,10.0,1977.9126,,1.0218349,3659.75,6.106301,1666.5887,10.0,[-0.597  1.335 -1.438 -2.412 -1.486],0.022800874,0.020436695,69,30.187723,0.12212601,0.0042139366,1.6563025,397698,1029.7917,1032.7014,True,474.1088,2100.423412799835,-1,1666.5888095737603,3450
