EmpiricalD2Harmonic,InitialReturnMax,ESSRenyiHarmonic,TimestepsSoFar,LearnableVariance,Weights,StdIW,EpLenMean,OptimizationReturnMean,MeanEntropy,EpRewMean,InitialReturnMin,InitialBound,MeanD2-0,MaxIW,Bound,Penalization,ReturnStepMax,ReturnMeanIW,MeanIW,EpisodesSoFar,MinIW,DivergenceHarmonic,InitialReturnMean,WReturnMean,ReturnStepMaxmin,OptimizationReturnMin,Epsilon,Iteration,EmpiricalD2Arithmetic,VarianceInitializer,EpThisIter,StdWReturnMean,Inner Iteration,OptimizationReturnMax,TimeElapsed,InitialReturnStd,MinTargetPdf,MinBehavPdf,ESSRenyiArithmetic
1.0,4999.534,11.0,10984729,,[-0.282  2.733 -5.453 -4.846],4.5859237,500.0,0.12908381,0.41894197,4999.454217467065,4999.325,-29345734.0,1.0,16.362349,-262846660000.0,True,10.0,106398930.0,4.2569,31493,0.23888747,3646272300.0,4999.4546,24994544.0,10.0,,1.0,1432,1.0,-1.0,11,,1,0.20898438,30096.682236671448,0.05725662,-222.10078,-222.10078,11.0
7407.356,4999.561,0.0014850103,10989845,,[-0.337  2.756 -5.449 -4.829],1.6567026,465.09090909090907,1376.2635,0.41894197,4645.891448231412,3269.628,-8.7366455e+19,7407.356,5.0356703,-8.7366455e+19,True,9.999999,23918972.0,0.9569554,31504,7.836399e-10,4.031585e+26,4645.891,23918972.0,9.999999,,1.0,1432,7407.356,-1.0,11,,2,1729.9331,30112.0087454319,560.7119,-227.23965,-222.10532,0.0014850103
1.0,4999.578,11.0,10994941,,[-0.337  2.756 -5.449 -4.829],279.53595,463.27272727272725,988.10406,0.41894197,4627.723461494782,3639.6194,-26000810.0,1.0,964.2378,-266495860000000.0,True,10.0,2931115800.0,145.64366,31515,0.13321677,3751041400000000.0,4627.7236,21649550.0,10.0,,1.0,1433,1.0,-1.0,11,,1,1359.9587,30126.005066633224,483.4501,-233.73901,-233.73901,11.0
26458.443,4999.6123,0.0004157463,10999914,,[-0.392  2.733 -5.451 -4.846],45.97665,452.09090909090907,1274.4751,0.41894197,4514.099231694525,3239.624,-6.215217e+20,26458.443,160.15488,-6.215217e+20,True,9.999999,467620930.0,18.709206,31526,1.4932166e-07,2.0402396e+28,4514.099,467620930.0,9.999999,,1.0,1433,26458.443,-1.0,11,,2,1759.9883,30140.145087003708,625.4069,-220.83632,-213.78363,0.0004157463
1.0,4999.589,11.0,11003799,,[-0.392  2.733 -5.451 -4.846],1105.1434,353.1818181818182,3524.2024,0.41894197,3524.202694226919,,-19909300.0,1.0,3887.1904,-492008800000000.0,True,9.999999,6379384300.0,514.97363,31537,0.47752646,1.2785309e+16,3524.2024,15558033.0,9.999999,,1.0,1434,1.0,-1.0,11,,1,4999.589,30150.927169322968,1771.4482,-219.1214,-219.1214,11.0
1429526.1,4999.5625,7.694857e-06,11008701,,[-0.33   2.734 -5.452 -4.845],1.2848401,445.6363636363636,809.05194,0.41894197,4448.57871593885,3639.5269,-inf,1429526.1,4.4197536,-inf,True,10.0,8984231.0,0.52549326,31548,4.088889e-12,inf,4448.5786,8984231.0,10.0,,1.0,1434,1429526.1,-1.0,11,,2,1360.0356,30163.261967897415,469.95,-258.0248,-251.57437,7.694857e-06
1.0,4999.5127,11.0,11013337,,[-0.33   2.734 -5.452 -4.845],364.77856,421.45454545454544,4207.7324,0.41894197,4207.732495961743,,-23958528.0,1.0,1233.1283,-319875900000.0,True,10.0,3974838800.0,184.75856,31559,0.23601069,5271150000.0,4207.7324,19607368.0,10.0,,1.0,1435,1.0,-1.0,11,,1,4999.5127,30174.764572620392,1379.2594,-248.85713,-248.85713,11.0
556.7467,4999.536,0.019757638,11018394,,[-0.367  2.693 -5.446 -4.874],1581738100.0,459.72727272727275,1352.6621,0.41894197,4592.236282828429,3239.5742,-6515552400000000.0,556.7467,5575003600.0,-1.1649563e+18,True,10.0,1.2346182e+16,777322100.0,31570,3.9352112,7.017137e+22,4592.236,115970640.0,10.0,,1.0,1435,556.7467,-1.0,11,,2,1759.9619,30189.73715853691,591.01996,-237.65265,-236.16624,0.019757638
1.0,4999.5264,11.0,11023894,,[-0.246  2.721 -5.446 -4.857],41.7,500.0,9.130016,0.41894197,4998.503541172551,4989.3735,-29336214.0,1.0,142.14073,-577511900000.0,True,10.0,490692860.0,19.684364,31581,0.011249898,17586604000.0,4998.5034,24985046.0,10.0,,1.0,1436,1.0,-1.0,11,,1,10.152832,30204.817303419113,2.8886948,-226.74411,-226.74411,11.0
20.621761,4999.551,0.5334171,11029394,,[-0.205  2.701 -5.444 -4.898],482039.44,500.0,0.15118963,0.41894197,4999.392317193331,4999.241,-2768402000000.0,20.621761,1676850.8,-14741376000000.0,True,10.0,3811549400000.0,152508.25,31592,1.0458504,6309815000000.0,4999.392,9461744.0,10.0,,1.0,1436,20.621761,-1.0,11,,2,0.3095703,30221.447722434998,0.10366763,-227.16216,-227.62912,0.5334171
1.0,4999.575,11.0,11034678,,[-0.324  2.72  -5.444 -4.866],596.03687,480.3636363636364,679.96265,0.41894197,4799.490942104831,4119.5283,-27483600.0,1.0,1644.8854,-55267283000000.0,True,10.0,9965148000.0,406.7288,31603,0.60214126,161272780000000.0,4799.4907,23132336.0,10.0,,1.0,1437,1.0,-1.0,11,,1,880.0469,30235.767656326294,311.8028,-244.26503,-244.26503,11.0
19393.008,4999.5225,0.00056721474,11040010,,[-0.331  2.627 -5.452 -4.949],0.046405956,484.72727272727275,1003.59393,0.41894197,4843.085136921997,3839.4912,-9.25551e+19,19393.008,0.16159989,-9.25551e+19,True,10.0,346871.97,0.014860049,31614,3.859212e-09,4.5248126e+26,4843.0854,346871.97,10.0,,1.0,1437,19393.008,-1.0,11,,2,1160.0312,30251.902037143707,334.32208,-231.86043,-222.17403,0.00056721474
1.0,4999.5615,11.0,11044523,,[-0.331  2.627 -5.452 -4.949],28828.713,410.27272727272725,4094.0867,0.41894197,4094.086732414354,,-22927670.0,1.0,99955.63,-7498615600000000.0,True,9.999999,252379020000.0,11460.866,31625,0.22541614,2.9697457e+18,4094.0867,18576450.0,9.999999,,1.0,1438,1.0,-1.0,11,,1,4999.5615,30265.236413240433,1347.1836,-225.37901,-225.37901,11.0
47372.473,4999.493,0.00023220236,11048919,,[-0.392  2.62  -5.454 -4.942],2.7437067,399.6363636363636,677.2322,0.41894197,3986.810943796517,3309.5789,-1.1531676e+21,47372.473,9.517315,-1.1531676e+21,True,10.0,18364576.0,1.0600197,31636,4.3702733e-10,7.024168e+28,3986.811,18364576.0,10.0,,1.0,1438,47372.473,-1.0,11,,2,1689.9143,30277.984565496445,571.04913,-228.10645,-225.13072,0.00023220236
1.0,4999.527,11.0,11053389,,[-0.392  2.62  -5.454 -4.942],6195.4023,406.3636363636364,4055.9248,0.41894197,4055.9246617198833,,-22665984.0,1.0,21647.95,-256266200000000.0,True,10.0,26111490000.0,2083.6033,31647,0.2685802,3468107200000000.0,4055.9248,18314822.0,10.0,,1.0,1439,1.0,-1.0,11,,1,4999.527,30291.36163854599,1365.3926,-213.72581,-213.72581,11.0
581845.94,4999.5703,1.8905348e-05,11058246,,[-0.331  2.624 -5.456 -4.953],0.11914592,441.54545454545456,1090.8042,0.41894197,4410.407285719525,3319.603,-inf,581845.94,0.4162518,-inf,True,10.0,1253428.1,0.051333785,31658,4.5771336e-14,inf,4410.4067,1253428.1,10.0,,1.0,1439,581845.94,-1.0,11,,2,1679.9673,30302.539449691772,707.0258,-248.83014,-247.70445,1.8905348e-05
1.0,4999.501,11.0,11063209,,[-0.331  2.624 -5.456 -4.953],7.0299783,451.1818181818182,1246.2905,0.41894197,4505.8479148695515,3259.5574,-25003116.0,1.0,25.735306,-207887140000.0,True,10.0,112521620.0,5.0712185,31669,0.16336511,2280301600.0,4505.8477,20651994.0,10.0,,1.0,1440,1.0,-1.0,11,,1,1739.9436,30315.163373947144,591.04,-219.23657,-219.23657,11.0
315.3918,4999.5356,0.03487725,11068010,,[-0.378  2.648 -5.455 -4.92 ],12087499.0,436.45454545454544,1378.9598,0.41894197,4358.608849567274,2979.649,-874694300000000.0,315.3918,32925348.0,-6.565887e+16,True,10.0,123048040000000.0,7960021.0,31680,0.17295389,2.2685734e+20,4358.609,104649290.0,10.0,,1.0,1440,315.3918,-1.0,11,,2,2019.8867,30327.330981969833,682.1484,-222.17567,-219.63431,0.03487725
1.0,4999.5645,11.0,11073510,,[-0.254  2.652 -5.456 -4.936],474970.22,500.0,0.17768998,0.41894197,4999.411037782763,4999.2334,-29345340.0,1.0,1654383.9,-7.117945e+24,True,10.0,3810974000000.0,152480.83,31691,0.62378204,2.6760516e+36,4999.411,24994112.0,10.0,,1.0,1441,1.0,-1.0,11,,1,0.3310547,30344.39658999443,0.09126894,-244.87973,-244.87973,11.0
45000247000000.0,4999.498,2.444431e-13,11079010,,[-0.167  2.587 -5.457 -4.999],12.925463,500.0,0.14413175,0.41894197,4999.351183802391,4999.207,-inf,45000247000000.0,45.008625,-inf,True,10.0,103367870.0,4.135743,31702,7.922e-10,inf,4999.351,103367870.0,10.0,,1.0,1441,45000247000000.0,-1.0,11,,2,0.29101562,30358.15454697609,0.08889401,-247.74213,-242.87915,2.444431e-13
1.0,4999.4175,11.0,11084011,,[-0.167  2.587 -5.457 -4.999],337.8802,454.6363636363636,4544.8506,0.41894197,4544.850417296512,,-27072200.0,1.0,1062.5366,-618491000000000.0,True,10.0,5237214000.0,209.636,31713,0.72894126,2.0206713e+16,4544.8506,22721232.0,10.0,,1.0,1442,1.0,-1.0,11,,1,4999.4175,30370.479684829712,1437.2079,-240.78096,-240.78096,11.0
175289.56,4999.4854,6.275331e-05,11089511,,[-0.193  2.495 -5.457 -5.079],0.0033294794,500.0,0.1171875,0.41894197,4999.299245673754,4999.182,-4.428043e+23,175289.56,0.011087659,-4.428043e+23,True,9.999999,36524.38,0.0014613215,31724,1.3050013e-09,1.0357056e+34,4999.299,36524.38,9.999999,,1.0,1442,175289.56,-1.0,11,,2,0.30322266,30384.2409594059,0.09394389,-244.50288,-242.25192,6.275331e-05
1.0,4999.46,11.0,11094968,,[-0.193  2.495 -5.457 -5.079],16.025734,496.09090909090907,400.00027,0.41894197,4959.325592023091,4559.325,-28961956.0,1.0,56.08599,-5.795457e+17,True,10.0,277755420.0,11.319713,31735,1.0275328,1.7741767e+22,4959.325,24610912.0,10.0,,1.0,1443,1.0,-1.0,11,,1,440.13477,30396.53070449829,126.49121,-232.2039,-232.2039,11.0
11554367.0,4999.461,9.52021e-07,11100252,,[-0.255  2.488 -5.459 -5.085],0.042857308,480.3636363636364,909.2025,0.41894197,4798.448920222488,3889.2463,-inf,11554367.0,0.14848259,-inf,True,9.999999,429104.7,0.017176138,31746,8.1825367e-13,inf,4798.4487,429104.7,9.999999,,1.0,1443,11554367.0,-1.0,11,,2,1110.2146,30409.55933880806,349.92062,-230.31015,-216.39435,9.52021e-07
1.0,4999.5034,11.0,11105627,,[-0.255  2.488 -5.459 -5.085],207.4048,488.6363636363636,574.352,0.41894197,4883.90082859843,4309.549,-28264062.0,1.0,731.8093,-54468624000000.0,True,10.0,2113116700.0,85.32413,31757,0.11725524,156698760000000.0,4883.9004,23913006.0,10.0,,1.0,1444,1.0,-1.0,11,,1,689.9546,30422.426952838898,246.002,-247.64374,-247.64374,11.0
11252.003,4999.323,0.0009776037,11110450,,[-0.3    2.458 -5.46  -5.117],3.3531065,438.45454545454544,1068.0509,0.41894197,4377.546903844633,3309.496,-9.483391e+19,11252.003,11.6979265,-9.483391e+19,True,9.999999,27176292.0,1.0992295,31768,4.4762032e-08,4.7511242e+26,4377.5474,27176292.0,9.999999,,1.0,1444,11252.003,-1.0,11,,2,1689.8271,30431.7121925354,593.192,-215.46826,-216.69797,0.0009776037
1.0,4999.4443,11.0,11114812,,[-0.3    2.458 -5.46  -5.117],4416.341,396.54545454545456,3958.5186,0.41894197,3958.5187251920947,,-22018364.0,1.0,15431.482,-1372986000000000.0,True,10.0,25413366000.0,1470.1437,31779,0.18059155,9.957336e+16,3958.5186,17667378.0,10.0,,1.0,1445,1.0,-1.0,11,,1,4999.4443,30440.43710589409,1413.3313,-226.01994,-226.01994,11.0
62354.473,4829.3896,0.00017641076,11118386,,[-0.362  2.456 -5.459 -5.11 ],0.29438812,324.90909090909093,3228.6484,0.41894197,3238.6287078276787,9.980008,-9.85078e+21,62354.473,1.0243963,-9.85078e+21,True,9.999999,3982.3557,0.09346459,31790,8.065684e-10,5.886894e+30,3238.6287,3982.3557,9.999999,,1.0,1445,62354.473,-1.0,11,,2,4819.4097,30447.997794866562,1153.0632,-230.2134,-220.84723,0.00017641076
1.0,4999.335,11.0,11122934,,[-0.362  2.456 -5.459 -5.11 ],9551.279,413.45454545454544,1736.2274,0.41894197,4125.765046170924,2389.5376,-21920772.0,1.0,33379.94,-1810401000000000.0,True,9.999999,19979364000.0,3185.1084,31801,0.31370515,1.7314305e+17,4125.765,17569984.0,9.999999,,1.0,1446,1.0,-1.0,11,,1,2609.7974,30459.37831902504,740.3017,-233.08318,-233.08318,11.0
750089.75,4999.4385,1.4664912e-05,11127920,,[-0.301  2.471 -5.461 -5.111],22.011898,453.27272727272725,1488.1047,0.41894197,4527.587203580459,3039.4824,-inf,750089.75,76.32431,-inf,True,9.999998,206197220.0,9.233595,31812,1.5440257e-11,inf,4527.587,206197220.0,9.999998,,1.0,1446,750089.75,-1.0,11,,2,1959.956,30473.023806095123,676.01733,-227.40652,-220.69612,1.4664912e-05
1.0,4999.4917,11.0,11132542,,[-0.301  2.471 -5.461 -5.111],4515.855,420.1818181818182,854.3568,0.41894197,4193.985762898949,3339.629,-22421528.0,1.0,15732.0,-1273090500000.0,True,9.999999,17353527000.0,1452.2705,31823,0.0141351,83292880000.0,4193.986,18070464.0,9.999999,,1.0,1447,1.0,-1.0,11,,1,1659.8628,30484.6335644722,693.50354,-233.16684,-233.16684,11.0
1651.5817,4999.49,0.006660282,11137182,,[-0.351  2.495 -5.461 -5.082],6.619536,421.8181818181818,780.02856,0.41894197,4209.488493918365,3429.46,-1.3467649e+17,1651.5815,23.244234,-1.3467649e+17,True,9.999998,30676296.0,2.3557441,31834,3.1509302e-07,9.580642e+20,4209.4883,30676296.0,9.999998,,1.0,1447,1651.5815,-1.0,11,,2,1570.0303,30496.935247659683,539.7356,-212.27028,-211.28932,0.0066602826
1.0,4999.4307,11.0,11142068,,[-0.351  2.495 -5.461 -5.082],868.1628,444.1818181818182,905.4496,0.41894197,4434.864831980351,3529.4153,-24324064.0,1.0,3021.071,-248481290000000.0,True,9.999999,7867153000.0,434.9825,31845,0.36665776,3261307000000000.0,4434.8647,19973098.0,9.999999,,1.0,1448,1.0,-1.0,11,,1,1470.0154,30510.201151371002,552.3322,-227.34657,-227.34657,11.0
90226.73,4999.4893,0.000121915094,11147284,,[-0.29   2.487 -5.466 -5.09 ],0.5480242,474.1818181818182,1279.9431,0.41894197,4739.3728906890965,3459.4297,-3.1680013e+23,90226.73,1.4994379,-3.1680013e+23,True,10.0,9691680.0,0.3887886,31856,5.874965e-12,5.3012975e+33,4739.373,9691680.0,10.0,,1.0,1448,90226.73,-1.0,11,,2,1540.0596,30523.425882339478,553.469,-246.86993,-247.07248,0.000121915094
1.0,4999.4805,11.0,11152239,,[-0.29   2.487 -5.466 -5.09 ],2124.9443,450.45454545454544,4502.1504,0.41894197,4502.150280052418,,-26665448.0,1.0,7106.349,-1.9710134e+20,True,9.999999,29124432000.0,1165.3833,31867,0.05490949,2.0520769e+27,4502.1504,22314370.0,9.999999,,1.0,1449,1.0,-1.0,11,,1,4999.4805,30535.365767240524,1430.039,-233.59917,-233.59917,11.0
777319200.0,4999.4775,1.4151201e-08,11157687,,[-0.237  2.556 -5.462 -5.001],0.009867323,495.27272727272725,481.96945,0.41894197,4951.188231573119,4469.2188,-inf,777319200.0,0.034690216,-inf,True,10.0,91196.81,0.0036487645,31878,2.0036678e-10,inf,4951.188,91196.81,10.0,,1.0,1449,777319200.0,-1.0,11,,2,530.2588,30550.72857952118,152.41212,-263.28317,-257.86276,1.4151201e-08
1.0,4999.514,11.0,11163141,,[-0.237  2.556 -5.462 -5.001],15.340628,495.8181818181818,427.40662,0.41894197,4956.675155311725,4529.2686,-28938058.0,1.0,52.543396,-10489705000000.0,True,10.0,201899410.0,8.933957,31889,0.06573811,5811825000000.0,4956.6753,24586898.0,10.0,,1.0,1450,1.0,-1.0,11,,1,470.2456,30564.739219903946,135.15785,-244.37395,-244.37395,11.0
18.997688,4999.526,0.5790178,11168641,,[-0.193  2.587 -5.464 -4.969],0.5307982,500.0,0.12633167,0.41894197,4999.377279784898,4999.251,-168930000000.0,18.997688,1.8171877,-179439370000.0,True,10.0,7455657.0,0.29830077,31900,0.0014799951,1700583600.0,4999.3774,13228826.0,10.0,,1.0,1450,18.997688,-1.0,11,,2,0.27490234,30578.675557136536,0.06931765,-222.08684,-219.7881,0.5790178
1.0,4999.532,11.0,11173642,,[-0.181  2.571 -5.464 -4.993],9.6672325,454.6363636363636,4544.914,0.41894197,4544.914229093824,,-27073044.0,1.0,27.025572,-8.222833e+16,True,10.0,174738640.0,7.0815477,31911,0.1734931,3.571408e+20,4544.914,22721872.0,10.0,,1.0,1451,1.0,-1.0,11,,1,4999.532,30591.59915137291,1437.2281,-222.0683,-222.0683,11.0
620752.56,4999.4834,1.7720426e-05,11178555,,[-0.237  2.546 -5.466 -4.987],0.2861213,446.6363636363636,4462.176,0.41894197,4462.175907740843,,-inf,620752.56,1.0059252,-inf,True,9.999999,1104793.5,0.13565002,31922,3.0041301e-13,inf,4462.176,1104793.5,9.999999,,1.0,1451,620752.56,-1.0,11,,2,4999.4834,30601.310620307922,1419.711,-228.31512,-218.4752,1.7720426e-05
1.0,4999.531,11.0,11184009,,[-0.237  2.546 -5.466 -4.987],147953.8,495.8181818181818,427.3001,0.41894197,4956.637046917756,4529.337,-28937656.0,1.0,514871.34,-1.4640715e+19,True,10.0,965171700000.0,47004.2,31933,0.12215336,1.1321957e+25,4956.637,24586508.0,10.0,,1.0,1452,1.0,-1.0,11,,1,470.19385,30614.325166225433,135.12419,-225.0253,-225.0253,11.0
224865.0,4999.5215,4.891824e-05,11189509,,[-0.177  2.557 -5.467 -4.977],0.2533088,500.0,0.21746272,0.41894197,4999.369326810943,4999.152,-1.7917205e+25,224865.02,0.84393674,-1.7917205e+25,True,10.0,3737163.0,0.14951807,31944,8.813302e-07,1.6956675e+37,4999.369,3737163.0,10.0,,1.0,1452,224865.02,-1.0,11,,2,0.3696289,30629.856405973434,0.102622524,-233.51208,-230.88112,4.8918235e-05
1.0,4999.4917,11.0,11194511,,[-0.177  2.557 -5.467 -4.977],240.73637,454.72727272727275,4535.76,0.41894197,4545.740938450956,9.980987,-27072158.0,1.0,840.2791,-123413030000.0,True,10.0,1975126000.0,79.12815,31955,0.23222408,778967100.0,4545.7407,22721074.0,10.0,,1.0,1453,1.0,-1.0,11,,1,4989.5107,30642.124410390854,1434.3333,-228.2802,-228.2802,11.0
13.672037,4999.5337,0.8045619,11200011,,[-0.131  2.527 -5.455 -5.005],1.2676023,500.0,0.29141513,0.41894197,4999.326620240758,4999.035,-549715900000.0,13.672036,3.6303794,-454498200000.0,True,9.999999,27286270.0,1.0917147,31966,0.0023431855,10909581000.0,4999.3267,20612782.0,9.999999,,1.0,1453,13.672036,-1.0,11,,2,0.49853516,30658.122667074203,0.12717693,-231.5452,-229.91138,0.804562
1.0,4999.5347,11.0,11205013,,[-0.123  2.566 -5.455 -4.965],186.03325,454.72727272727275,4535.802,0.41894197,4545.781579902272,9.979403,-27072652.0,1.0,649.8328,-491139040000000.0,True,10.0,1536744600.0,61.577225,31977,0.21308778,1.2740952e+16,4545.7817,22721480.0,10.0,,1.0,1454,1.0,-1.0,11,,1,4989.555,30671.489702939987,1434.3466,-234.80728,-234.80728,11.0
26.326538,4999.4785,0.41782933,11210513,,[ 7.818e-04  2.550e+00 -5.458e+00 -4.970e+00],73.83581,500.0,0.26580256,0.41894197,4999.36835466568,4999.1025,-1795089100000.0,26.326538,260.15543,-3.5525124e+16,True,9.999999,707711500.0,28.314634,31988,0.058313657,6.6663223e+19,4999.3687,452959170.0,9.999999,,1.0,1454,26.326538,-1.0,11,,2,0.37597656,30685.297790288925,0.09397549,-245.61586,-245.48438,0.41782933
1.0,4999.494,11.0,11216013,,[-0.049  2.488 -5.462 -5.057],11253.058,500.0,0.16517223,0.41894197,4999.24479618235,4999.0796,-29343554.0,1.0,39299.99,-21914257000000.0,True,9.999999,92990110000.0,3720.9658,31999,0.16000015,25151830000000.0,4999.2446,24992450.0,9.999999,,1.0,1455,1.0,-1.0,11,,1,0.41455078,30701.919083833694,0.13362476,-236.49731,-236.49731,11.0
5511.2285,4999.4805,0.0019959253,11221015,,[-0.106  2.529 -5.445 -4.955],0.32127196,454.72727272727275,4535.7915,0.41894197,4545.772812139958,9.981667,-8.268523e+18,5511.2285,1.1163949,-8.268523e+18,True,9.999999,1761707.8,0.171975,32010,6.642913e-08,3.611356e+24,4545.773,1761707.8,9.999999,,1.0,1455,5511.2285,-1.0,11,,2,4989.499,30714.180700063705,1434.3431,-237.56584,-235.08081,0.0019959253
1.0,4999.4224,11.0,11226017,,[-0.106  2.529 -5.445 -4.955],126.79654,454.72727272727275,4535.789,0.41894197,4545.7689246163,9.980115,-27072340.0,1.0,424.48337,-6.618786e+16,True,10.0,1841910800.0,73.77209,32021,0.23574434,2.3141488e+20,4545.769,22721356.0,10.0,,1.0,1456,1.0,-1.0,11,,1,4989.4424,30729.94940638542,1434.3424,-259.48502,-259.48502,11.0
74498564000.0,4999.4663,1.4765385e-10,11231517,,[-0.198  2.613 -5.453 -4.947],0.20681515,500.0,0.18554688,0.41894197,4999.385358101997,4999.1997,-inf,74498564000.0,0.71192497,-inf,True,9.999999,2088819.2,0.08357113,32032,4.5194226e-16,inf,4999.385,2088819.2,9.999999,,1.0,1456,74498564000.0,-1.0,11,,2,0.26660156,30746.42569565773,0.07110534,-249.65729,-232.2078,1.4765385e-10
1.0,4999.586,11.0,11236954,,[-0.198  2.613 -5.453 -4.947],45.90205,494.27272727272725,581.74786,0.41894197,4941.259573328315,4359.5117,-28801160.0,1.0,162.55785,-7255763700000000.0,True,9.999999,439063700.0,17.63905,32043,0.64987886,2.780635e+18,4941.2593,24449890.0,9.999999,,1.0,1457,1.0,-1.0,11,,1,640.0742,30763.812308311462,183.96484,-232.87819,-232.87819,11.0
786958.0,4999.5684,1.3977874e-05,11242433,,[-0.257  2.622 -5.454 -4.928],2.241437,498.09090909090907,199.98203,0.41894197,4979.476137383393,4779.494,-inf,786958.0,7.906763,-inf,True,9.999999,21073038.0,0.84310377,32054,1.7109833e-06,inf,4979.476,21073038.0,9.999999,,1.0,1457,786958.0,-1.0,11,,2,220.07422,30782.797533988953,63.239887,-247.14705,-246.65508,1.3977874e-05
1.0,4999.514,11.0,11247820,,[-0.257  2.622 -5.454 -4.928],234672.23,489.72727272727275,565.5011,0.41894197,4894.879518418354,4329.3784,-28361814.0,1.0,821282.0,-4.235729e+16,True,10.0,2020670800000.0,80849.12,32065,4.57064,9.475838e+19,4894.8794,24010672.0,10.0,,1.0,1458,1.0,-1.0,11,,1,670.13574,30801.50121998787,225.45012,-235.61208,-235.61208,11.0
2289386.8,4999.623,4.80478e-06,11253281,,[-0.249  2.572 -5.393 -4.691],0.009166829,496.45454545454544,202.76265,0.41894197,4962.211970017941,4759.449,-inf,2289386.8,0.031718135,-inf,True,10.0,90407.29,0.0036176355,32076,1.3114463e-13,inf,4962.212,90407.29,10.0,,1.0,1458,2289386.8,-1.0,11,,2,240.17383,30820.16287469864,80.47112,-231.01712,-228.59601,4.80478e-06
1.0,4999.622,11.0,11258549,,[-0.249  2.572 -5.393 -4.691],98379.14,478.90909090909093,1267.2058,0.41894197,4786.771554576322,3519.566,-27485624.0,1.0,343187.7,-5.1349978e+23,True,9.999999,798017600000.0,32251.033,32087,0.69530594,1.3926622e+34,4786.7715,23134294.0,9.999999,,1.0,1459,1.0,-1.0,11,,1,1480.0562,30837.81383371353,470.22223,-224.60085,-224.60085,11.0
7175615500.0,4999.618,1.5329695e-09,11263746,,[-0.325  2.609 -5.406 -4.6  ],0.8662517,472.45454545454544,1119.8693,0.41894197,4719.512718669457,3599.6436,-inf,7175615500.0,3.0132744,-inf,True,9.999999,6847376.0,0.27394593,32098,1.1334739e-13,inf,4719.5127,6847376.0,9.999999,,1.0,1459,7175615500.0,-1.0,11,,2,1399.9746,30856.44037914276,433.40256,-234.92078,-227.323,1.5329695e-09
1.0,4999.5884,11.0,11268420,,[-0.325  2.609 -5.406 -4.6  ],4904.262,424.90909090909093,4242.2827,0.41894197,4242.2826959426575,,-24268308.0,1.0,17103.002,-419572130000000.0,True,9.999997,23429691000.0,1595.2711,32109,0.9085951,9296975000000000.0,4242.2827,19917040.0,9.999997,,1.0,1460,1.0,-1.0,11,,1,4999.5884,30872.25512123108,1385.6682,-232.62593,-232.62593,11.0
14499.151,4999.6064,0.0007586651,11273714,,[-0.385  2.62  -5.4   -4.588],7998.742,481.27272727272725,599.0928,0.41894197,4808.640632519737,4209.548,-3.6404974e+20,14499.152,27824.525,-3.6404974e+20,True,9.999998,53533070000.0,2530.2817,32120,5.305234e-07,6.999905e+27,4808.6406,53533070000.0,9.999998,,1.0,1460,14499.152,-1.0,11,,2,790.0586,30887.031230926514,293.6168,-227.08218,-223.62492,0.00075866503
1.0,4999.6084,11.0,11278550,,[-0.385  2.62  -5.4   -4.588],702613.75,439.6363636363636,1359.0317,0.41894197,4388.680921607507,3029.6492,-23997442.0,1.0,2016689.4,-4.5425e+20,True,10.0,6525602000000.0,405186.78,32131,3.7031121,1.0898329e+28,4388.681,19646134.0,10.0,,1.0,1461,1.0,-1.0,11,,1,1969.9592,30903.62242794037,620.9773,-226.50864,-226.50864,11.0
124152260.0,4999.4663,8.8600885e-08,11282479,,[-0.446  2.543 -5.407 -4.665],0.008747864,357.1818181818182,1072.7631,0.41894197,3562.3542980083644,2489.5913,-inf,124152250.0,0.030429581,-inf,True,10.0,29757.049,0.0027664092,32142,4.631385e-15,inf,3562.3545,29757.049,10.0,,1.0,1461,124152250.0,-1.0,11,,2,2509.875,30915.771686077118,835.5405,-225.34297,-218.10341,8.860089e-08
1.0,4999.5127,11.0,11286012,,[-0.446  2.543 -5.407 -4.665],3046.0193,321.1818181818182,3202.3718,0.41894197,3202.371447750705,,-16175640.0,1.0,10662.035,-21899445000000.0,True,9.999998,8777401000.0,1363.2919,32153,0.23210365,25311698000000.0,3202.3718,11824518.0,9.999998,,1.0,1462,1.0,-1.0,11,,1,4999.5127,30925.320721149445,1252.7306,-230.8984,-230.8984,11.0
64910.61,4999.5874,0.00016946382,11290882,,[-0.386  2.558 -5.408 -4.66 ],0.7515848,442.72727272727275,849.0815,0.41894197,4418.653445579763,3569.572,-8.8051824e+21,64910.613,2.6178982,-8.8051824e+21,True,9.999999,6016656.0,0.24124274,32164,4.6028163e-08,4.0950008e+30,4418.6533,6016656.0,9.999999,,1.0,1462,64910.613,-1.0,11,,2,1430.0154,30941.10035634041,431.28116,-217.91042,-215.46971,0.00016946382
1.0,4999.518,11.0,11295550,,[-0.386  2.558 -5.408 -4.66 ],292.11386,424.3636363636364,757.15,0.41894197,4236.829628856779,3479.6797,-22676408.0,1.0,1031.5758,-847374100000.0,True,10.0,2202094600.0,126.53484,32175,0.19026598,37730427000.0,4236.8296,18325264.0,10.0,,1.0,1463,1.0,-1.0,11,,1,1519.8384,30955.701943159103,611.9953,-224.0071,-224.0071,11.0
