Penalization,MinTargetPdf,InitialReturnMax,Weights,TimestepsSoFar,MinBehavPdf,StdWReturnMean,LearnableVariance,Iteration,InitialReturnMin,ReturnStepMaxmin,EpRewMean,EmpiricalD2Harmonic,EpThisIter,DivergenceHarmonic,OptimizationReturnMean,ESSRenyiHarmonic,InitialReturnMean,EpLenMean,EmpiricalD2Arithmetic,StdIW,MeanD2-0,InitialReturnStd,WReturnMean,InitialBound,MeanIW,OptimizationReturnMax,ESSRenyiArithmetic,ReturnStepMax,ReturnMeanIW,Epsilon,MinIW,VarianceInitializer,Inner Iteration,MaxIW,EpisodesSoFar,OptimizationReturnMin,TimeElapsed,MeanEntropy,Bound
True,-9.99619,139.92589,[-0.778 -1.637 -0.302 -0.923],2361,-9.99619,,,9,29.951767,9.999373,99.01509654828293,1.0,11,1.9369277e+20,69.063324,11.0,99.01509,10.909090909090908,1.0,2162.2468,1.0,37.030853,11175.273,-14583.586,952.9211,109.97412,11.0,9.999373,13640022.0,1.0,0.74539465,-1.0,1,7312.607,187,,17.373074531555176,0.41894197,-47434676000000.0
True,-36.17445,169.95354,[-0.915 -1.16  -0.229 -0.058],2495,-9.855539,,,9,19.965485,9.99997,111.76304349031439,13037366000000.0,11,inf,91.79756,8.4372873e-13,111.763054,12.181818181818182,13037366000000.0,1.0240043,13037366000000.0,44.88479,4714.04,-inf,0.3424767,149.98805,8.4372873e-13,9.99997,4714.04,1.0,4.4782485e-25,-1.0,2,3.5792444,198,,18.174597024917603,0.41894197,-inf
True,-10.294778,329.93274,[-0.915 -1.16  -0.229 -0.058],2649,-10.294778,,,10,19.969667,9.999981,129.93253420317956,1.0,11,2.154572e+34,109.96287,11.0,129.93253,14.0,1.0,25538192.0,1.0,77.10324,22827.373,-41776.715,8179457.5,309.96307,11.0,9.999981,140186750000.0,1.0,0.3656043,-1.0,1,88933220.0,209,,19.21039080619812,0.41894197,-2.7814696e+21
True,-25.735268,179.91751,[-1.069 -1.417 -0.495 -0.974],2800,-10.395476,,,10,79.88805,9.999945,127.18494521125517,173044750.0,11,inf,47.296898,6.356737e-08,127.184944,13.727272727272727,173044750.0,0.016540097,173044750.0,31.36481,41.167686,-inf,0.005911726,100.029465,6.356737e-08,9.999945,41.167686,1.0,4.7427103e-14,-1.0,2,0.058087755,220,,20.12388515472412,0.41894197,-inf
True,-13.024541,249.93216,[-1.069 -1.417 -0.495 -0.974],2978,-13.024541,,,11,59.89662,9.999977,151.73097388794102,1.0,11,1.486237e+17,91.83435,11.0,151.73097,16.181818181818183,1.0,1086.1313,1.0,63.372753,27038.395,-37912.35,491.00583,190.03554,11.0,9.999977,14451840.0,1.0,0.3658029,-1.0,1,3776.8752,231,,21.177800178527832,0.41894197,-4192111400000.0
True,-38.11284,579.8648,[-1.051 -0.89  -0.895 -1.724],3196,-24.675728,,,11,89.85191,9.999981,188.06976776259432,72053510.0,11,inf,98.21785,1.5266431e-07,188.06978,19.818181818181817,72053510.0,0.09181593,72053510.0,135.63295,457.5102,-inf,0.031189198,490.01288,1.5266431e-07,9.999981,457.5102,1.0,2.1314432e-12,-1.0,2,0.32107523,242,,22.319815158843994,0.41894197,-inf
True,-22.106476,429.9052,[-1.051 -0.89  -0.895 -1.724],3410,-22.106476,,,12,39.93167,9.99999,184.4406312334386,1.0,11,1.11105606e+33,144.50897,11.0,184.44063,19.454545454545453,1.0,91116.56,1.0,111.54752,46461.195,-78633.98,47096.926,389.97354,11.0,9.99999,4316082700.0,1.0,0.027404925,-1.0,1,249153.19,253,,23.24247932434082,0.41894197,-1.0723991e+21
True,-22.886164,209.90283,[-1.176 -1.801 -0.807 -2.105],3554,-7.539229,,,12,49.913902,9.999693,120.81176124208955,141232940.0,11,inf,70.89786,7.788551e-08,120.81177,13.090909090909092,141232940.0,1.5511435,141232940.0,55.010742,1914.9414,-inf,0.5920935,159.98892,7.788551e-08,9.999693,1914.9414,1.0,5.961125e-15,-1.0,2,5.397268,264,,24.024325847625732,0.41894197,-inf
True,-13.122492,239.89478,[-1.176 -1.801 -0.807 -2.105],3709,-13.122492,,,13,49.919773,9.999991,130.80556420362538,1.0,11,5.224916e+21,80.885796,11.0,130.80556,14.090909090909092,1.0,846.9747,1.0,57.430775,20408.39,-30426.477,549.84204,189.975,11.0,9.999991,7529552.0,1.0,2.5410914,-1.0,1,2558.1685,275,,24.822160243988037,0.41894197,-724142900000000.0
True,-29.12009,339.8899,[-1.032 -1.284 -1.2   -2.851],3888,-18.604147,,,13,89.90016,9.999871,152.60565400971976,17275966.0,11,inf,62.70549,6.367227e-07,152.60565,16.272727272727273,17275966.0,2078.1501,17275966.0,69.6889,9473998.0,-inf,660.15796,249.98973,6.367227e-07,9.999871,9473998.0,1.0,8.960956e-11,-1.0,2,7231.7905,286,,25.62499737739563,0.41894197,-inf
True,-34.697926,529.87384,[-1.032 -1.284 -1.2   -2.851],4112,-34.697926,,,14,69.88646,9.999965,193.5254016751468,1.0,11,5906396000000000.0,123.63894,11.0,193.52539,20.363636363636363,1.0,53.740337,1.0,122.49163,52456.277,-101331.44,27.589952,459.98737,11.0,9.999965,1195426.0,1.0,0.21683721,-1.0,1,185.84564,297,,26.803211212158203,0.41894197,-3756206000000.0
True,-15.250105,329.87704,[-0.907 -1.318 -1.254 -3.331],4301,-15.554664,,,14,89.89613,9.999865,161.69543604673322,525.32355,11,1.04362526e+21,71.79931,0.020939477,161.69543,17.181818181818183,525.32355,0.9426831,525.32355,73.33658,21473.936,-611955000000000.0,0.52334493,239.98091,0.020939477,9.999865,21473.936,1.0,6.1921655e-06,-1.0,2,3.016642,308,,27.57588005065918,0.41894197,-611955000000000.0
True,-19.426565,349.85358,[-0.907 -1.318 -1.254 -3.331],4494,-19.426565,,,15,59.900547,9.999835,165.33460944028988,1.0,11,5.989023e+36,105.43406,11.0,165.33461,17.545454545454547,1.0,314360700.0,1.0,80.59735,33831.47,-55138.188,103185740.0,289.95303,11.0,9.999835,5905273000000.0,1.0,3.4507222,-1.0,1,1096676200.0,319,,28.222737789154053,0.41894197,-5.2142713e+22
True,-45.03556,389.844,[-0.919 -1.032 -1.486 -4.261],4678,-21.130413,,,15,59.899887,9.999809,157.1400791970929,150028500000000.0,11,inf,97.24019,7.331941e-14,157.14008,16.727272727272727,150028500000000.0,34.850914,150028500000000.0,85.91716,215692.53,-inf,11.036588,329.9441,7.331941e-14,9.999809,215692.53,1.0,1.7228706e-21,-1.0,2,121.24478,330,,28.81157350540161,0.41894197,-inf
True,-15.787024,259.8597,[-0.919 -1.032 -1.486 -4.261],4839,-15.787024,,,16,,9.999265,136.24349537293753,1.0,11,823513840000.0,136.2435,11.0,136.2435,14.636363636363637,1.0,38.888676,1.0,75.681915,24290.043,-36044.996,21.705236,259.8597,11.0,9.999265,727177.6,1.0,0.08895935,-1.0,1,136.85167,341,,29.641339778900146,0.41894197,-10668073000.0
True,-29.953377,339.86188,[-1.015 -1.413 -1.474 -4.569],5031,-19.50864,,,16,69.90062,9.99958,164.4198335164907,17480.03,11,1.0782979e+29,94.51921,0.00062928954,164.41983,17.454545454545453,17480.03,0.53746825,17480.03,86.15576,2584.9885,-6.6026355e+18,0.25784206,269.96124,0.00062928954,9.99958,2584.9885,1.0,8.468708e-10,-1.0,2,1.8610883,352,,30.553297758102417,0.41894197,-6.6026355e+18
True,-11.477667,209.86296,[-1.015 -1.413 -1.474 -4.569],5173,-11.477667,,,17,39.932713,9.99997,118.98303324747407,1.0,11,7.973865e+24,79.05032,11.0,118.98304,12.909090909090908,1.0,27235.074,1.0,54.161335,17090.414,-24757.258,9630.037,169.93025,11.0,9.99997,301159740.0,1.0,0.1988681,-1.0,1,95549.85,363,,31.432862997055054,0.41894197,-2.1649558e+16
True,-49.202637,269.84113,[-0.936 -1.136 -1.691 -5.501],5351,-21.950178,,,17,39.93071,9.99957,151.68861602332362,130619605000.0,11,inf,111.757904,8.4214004e-11,151.68861,16.181818181818183,130619600000.0,2.2610457,130619600000.0,76.58157,1183.1122,-inf,0.73296946,229.91042,8.421401e-11,9.99957,1183.1122,1.0,2.1321376e-24,-1.0,2,7.8812747,374,,32.25023436546326,0.41894197,-inf
True,-13.752287,279.85815,[-0.936 -1.136 -1.691 -5.501],5518,-13.752287,,,18,39.9418,9.99982,141.69055326504255,1.0,11,9107924000000.0,101.74876,11.0,141.69057,15.181818181818182,1.0,161.59308,1.0,72.82831,25380.178,-39014.008,54.476315,239.91635,11.0,9.99982,4111370.5,1.0,0.032127358,-1.0,1,565.3237,385,,33.10391330718994,0.41894197,-41150214000.0
True,-42.301144,539.8037,[-0.857 -0.661 -1.785 -5.405],5822,-34.55706,,,18,99.89415,9.999884,266.2054602954649,484760300.0,11,inf,166.31131,2.2691628e-08,266.20547,27.636363636363637,484760300.0,3.6979737,484760300.0,128.06361,21468.393,-inf,1.7007637,439.90955,2.2691628e-08,9.999884,21468.393,1.0,3.1686513e-13,-1.0,2,11.2576,396,,34.08637285232544,0.41894197,-inf
True,-15.398337,479.85602,[-0.857 -0.661 -1.785 -5.405],6035,-15.398337,,,19,79.86652,9.9998,183.4900254799762,1.0,11,4.0361167e+18,103.62351,11.0,183.49002,19.363636363636363,1.0,308.15897,1.0,109.14727,45581.72,-85664.91,141.23602,399.9895,11.0,9.9998,8329937.0,1.0,1.6944869,-1.0,1,1098.5864,407,,34.97014403343201,0.41894197,-80527990000000.0
True,-36.041515,489.8025,[-0.943 -0.359 -1.812 -5.016],6258,-19.641655,,,19,59.894875,9.999996,192.56688654869893,30919238.0,11,inf,132.67201,3.5576556e-07,192.5669,20.272727272727273,30919238.0,7.2551417,30919238.0,131.12852,120001.89,-inf,3.3893442,429.90762,3.5576556e-07,9.999996,120001.89,1.0,5.6919653e-15,-1.0,2,25.634237,418,,35.7489447593689,0.41894197,-inf
True,-16.300985,379.81146,[-0.943 -0.359 -1.812 -5.016],6461,-16.300985,,,20,49.91468,9.99992,174.39945048982202,1.0,11,5.436233e+19,124.48477,11.0,174.39946,18.454545454545453,1.0,22249.424,1.0,92.94168,39053.324,-64165.227,7562.6343,329.8968,11.0,9.99992,441484900.0,1.0,0.06529014,-1.0,1,77770.29,429,,36.82067847251892,0.41894197,-185152350000000.0
True,-29.035208,349.84097,[-1.108 -0.819 -1.71  -4.987],6631,-17.811882,,,20,,9.999235,144.42346545503838,28829.562,11,2.655726e+31,144.42348,0.0003815528,144.42348,15.454545454545455,28829.562,0.3670501,28829.562,102.15532,4840.8,-1.0979334e+20,0.21272911,349.84097,0.0003815528,9.999235,4840.8,1.0,1.7846091e-10,-1.0,2,1.0780864,440,,37.73839259147644,0.41894197,-1.0979334e+20
True,-20.75087,339.8274,[-1.108 -0.819 -1.71  -4.987],6890,-20.75087,,,21,139.80359,9.999747,225.2994442169935,1.0,11,923093200000000.0,85.49586,11.0,225.29945,23.545454545454547,1.0,693.10046,1.0,67.33358,55293.652,-75396.57,243.91782,200.0238,11.0,9.999747,26438736.0,1.0,0.15611468,-1.0,1,2433.581,451,,38.81420636177063,0.41894197,-610803250000.0
True,-22.466694,489.81888,[-1.394 -1.066 -1.658 -4.664],7113,-23.3229,,,21,9.981365,9.999971,192.59973710059876,322.08536,11,1.8956676e+19,182.61836,0.034152437,192.59975,20.272727272727273,322.08536,1.8509233,322.08536,127.40139,122874.76,-181842400000000.0,0.96822256,479.83752,0.034152437,9.999971,122874.76,1.0,3.036072e-05,-1.0,2,5.542323,462,,39.75351309776306,0.41894197,-181842400000000.0
True,-14.168484,309.88995,[-1.394 -1.066 -1.658 -4.664],7303,-14.168484,,,22,79.86415,9.999927,162.6002039787739,1.0,11,1380168800.0,82.73606,11.0,162.6002,17.272727272727273,1.0,29.94718,1.0,67.976814,31059.676,-47776.656,20.276958,230.0258,11.0,9.999927,498273.47,1.0,0.44855183,-1.0,1,94.10208,473,,40.625468730926514,0.41894197,-621544770.0
True,-11.535444,199.88898,[-1.511 -1.54  -1.551 -4.652],7471,-9.434667,,,22,79.90255,9.999197,142.61104397551205,82.65412,11,4.646844e+17,62.708496,0.13308471,142.61105,15.272727272727273,82.65412,2.390074,82.65412,37.675396,1473.746,-41958375000.0,1.6235226,119.98643,0.13308471,9.999197,36586.766,1.0,0.014508774,-1.0,2,6.6626153,484,,41.4939649105072,0.41894197,-4741325000000.0
True,-9.716216,239.8881,[-1.436 -1.337 -1.69  -5.101],7600,-9.716216,,,23,59.89442,9.999898,107.15295279868387,1.0,11,1.0987548e+37,47.258533,11.0,107.15296,11.727272727272727,1.0,6729.8145,1.0,51.531307,14137.231,-24154.775,2488.992,179.99368,11.0,9.999898,37884720.0,1.0,0.009492753,-1.0,1,23729.5,495,,42.444498777389526,0.41894197,-3.3205567e+22
True,-21.031134,219.85847,[-1.412 -1.538 -1.837 -6.07 ],7766,-9.572632,,,23,79.88272,9.999324,140.78499522218638,468378700000.0,11,inf,60.90228,2.348527e-11,140.78499,15.090909090909092,468378750000.0,0.0028196778,468378750000.0,45.410194,17.246819,-inf,0.0013042532,139.97575,2.3485268e-11,9.999324,17.246819,1.0,1.21033955e-11,-1.0,2,0.009975197,506,,43.2026481628418,0.41894197,-inf
True,-13.549238,239.85861,[-1.412 -1.538 -1.837 -6.07 ],7929,-13.549238,,,24,79.90446,9.999885,138.06226493107442,1.0,11,1.6060284e+35,58.15781,11.0,138.06227,14.818181818181818,1.0,386654.34,1.0,46.47271,21220.9,-31235.918,158975.33,159.95416,11.0,9.999885,5647957500.0,1.0,0.033632148,-1.0,1,1329786.2,517,,43.82490873336792,0.41894197,-4.0135646e+21
True,-21.464148,199.87454,[-1.174 -1.728 -1.853 -7.022],8066,-9.634689,,,24,19.968355,9.999427,114.43176692353845,23616834000.0,11,inf,94.46341,4.657695e-10,114.43177,12.454545454545455,23616834000.0,0.46764544,23616834000.0,52.7836,991.364,-inf,0.1565042,179.90619,4.657695e-10,9.999427,991.364,1.0,1.4842674e-13,-1.0,2,1.6345754,528,,44.7463812828064,0.41894197,-inf
True,-23.534771,519.8462,[-1.174 -1.728 -1.853 -7.022],8307,-23.534771,,,25,29.95488,9.999645,208.97301091353728,1.0,11,2.6913596e+27,179.01813,11.0,208.973,21.90909090909091,1.0,1433.6774,1.0,127.79053,60000.137,-107042.78,590.96136,489.8913,11.0,9.999645,44916656.0,1.0,1.4232384,-1.0,1,5051.686,539,,45.74698209762573,0.41894197,-2.440499e+18
True,-13.680229,289.83057,[-1.239 -2.052 -1.865 -7.397],8444,-12.531906,,,25,19.967947,9.999,114.43807581112569,3343.8225,11,1.963946e+26,94.47012,0.0032896483,114.43808,12.454545454545455,3343.8225,5.627588,3343.8225,65.94212,13662.927,-2.0492559e+17,2.003516,269.8626,0.0032896483,9.999,13662.927,1.0,3.964468e-06,-1.0,2,19.774649,550,,46.47606897354126,0.41894197,-2.0492559e+17
True,-12.2852125,239.8711,[-1.239 -2.052 -1.865 -7.397],8608,-12.2852125,,,26,69.90123,9.999494,138.96498917769452,1.0,11,1.9138408e+26,69.06376,11.0,138.96498,14.909090909090908,1.0,15992735.0,1.0,53.670574,22191.8,-32207.703,5057653.0,169.96986,11.0,9.999494,290998980000.0,1.0,0.03820308,-1.0,1,55631120.0,561,,47.413010358810425,0.41894197,-1.3856472e+17
True,-33.039494,279.88882,[-1.318 -2.563 -1.715 -6.555],8753,-16.015617,,,26,39.940216,9.99965,121.71676886856427,242297800.0,11,inf,81.77656,4.539868e-08,121.716774,13.181818181818182,242297800.0,5.1643205,242297800.0,73.82236,2723.4663,-inf,1.6790565,239.94861,4.539868e-08,9.99965,2723.4663,1.0,1.6339887e-15,-1.0,2,18.006275,572,,48.13848662376404,0.41894197,-inf
True,-15.989985,209.89508,[-1.318 -2.563 -1.715 -6.555],8898,-15.989985,,,27,,9.999324,121.71988417058175,1.0,11,7.6338826e+36,121.71988,11.0,121.71988,13.181818181818182,1.0,81545220000.0,1.0,66.95983,19299.35,-26968.453,25787073000.0,209.89508,11.0,9.999324,1136069300000000.0,1.0,0.7798457,-1.0,1,283655700000.0,583,,48.92957377433777,0.41894197,-2.1189481e+22
True,-33.004814,239.8723,[-1.386 -1.685 -1.959 -6.15 ],9055,-14.2620125,,,27,29.94482,9.99989,132.62693771062982,36412427000000.0,11,inf,102.68212,3.0209467e-13,132.62694,14.272727272727273,36412427000000.0,21.32915,36412427000000.0,67.142105,6204.6816,-inf,6.7529497,209.92747,3.0209467e-13,9.99989,6204.6816,1.0,3.0331852e-19,-1.0,2,74.20162,594,,49.628572940826416,0.41894197,-inf
True,-18.336418,449.85922,[-1.386 -1.685 -1.959 -6.15 ],9231,-18.336418,,,28,9.985769,9.999173,149.88054521865908,1.0,11,2.719532e+18,139.89478,11.0,149.88055,16.0,1.0,47.285297,1.0,111.581116,34914.523,-70143.26,20.011705,439.87344,11.0,9.999173,3228665.8,1.0,0.46946537,-1.0,1,169.1992,605,,50.49401521682739,0.41894197,-58095620000000.0
True,-19.80098,319.8614,[-1.321 -1.265 -2.006 -5.89 ],9457,-15.350122,,,28,49.92801,9.999683,195.32276248600127,21761.117,11,9.693444e+28,145.39476,0.0005054888,195.32275,20.545454545454547,21761.117,0.15487944,21761.117,77.59969,581.1635,-5.545053e+18,0.075324744,269.93338,0.0005054888,9.999683,581.1635,1.0,1.0896824e-07,-1.0,2,0.494614,616,,51.59922766685486,0.41894197,-5.545053e+18
True,-10.327357,269.87006,[-1.321 -1.265 -2.006 -5.89 ],9623,-10.327357,,,29,19.969967,9.999675,140.78671786858723,1.0,11,1418209400000.0,120.81674,11.0,140.78671,15.090909090909092,1.0,47.535805,1.0,68.5256,24516.656,-37194.645,27.679945,249.90009,11.0,9.999675,1106815.2,1.0,0.46444353,-1.0,1,168.45729,627,,52.46524930000305,0.41894197,-15099217000.0
True,-23.6377,319.8598,[-1.339 -1.745 -1.902 -5.795],9818,-19.141418,,,29,69.91493,9.999328,167.15636130571718,73.79643,11,2.7485741e+20,97.24143,0.1490587,167.15637,17.727272727272727,73.79643,520447.06,73.79643,81.57111,8322.095,-99032240000.0,171250.48,249.94487,0.1490587,9.999328,17195194000.0,1.0,1.567781,-1.0,2,1816514.0,638,,53.50377941131592,0.41894197,-295285000000000.0
True,-17.57814,439.8202,[-1.285 -0.824 -2.059 -5.44 ],10000,-17.57814,,,30,19.964031,9.999826,155.32430818964804,1.0,11,5.054233e+18,135.36028,11.0,155.32431,16.545454545454547,1.0,323.43484,1.0,105.23107,35199.223,-68873.05,148.65846,419.85617,11.0,9.999826,3861277.5,1.0,0.6348641,-1.0,1,1157.199,649,,54.70655679702759,0.41894197,-75704370000000.0
True,-20.925957,329.85187,[-1.269 -1.056 -2.071 -5.883],10191,-15.113959,,,30,29.952045,9.999946,163.5091149656415,85133.336,11,4.707329e+34,133.55707,0.00012920907,163.50911,17.363636363636363,85133.336,2.154967,85133.336,91.75735,22985.219,-4.1093036e+21,1.1815667,299.8998,0.00012920907,9.999946,22985.219,1.0,4.326635e-08,-1.0,2,7.2504387,660,,55.70103478431702,0.41894197,-4.1093036e+21
True,-16.501305,279.87137,[-1.269 -1.056 -2.071 -5.883],10405,-16.501305,,,31,89.87692,9.999754,184.40412778627172,1.0,11,9355087000.0,94.527214,11.0,184.40413,19.454545454545453,1.0,12.716766,1.0,60.502014,37665.38,-51300.477,10.429183,189.99445,11.0,9.999754,333309.3,1.0,1.4421504,-1.0,1,43.3805,671,,56.42222762107849,0.41894197,-1319148300.0
True,-25.578526,319.87036,[-1.236 -1.039 -2.152 -6.375],10612,-19.768036,,,31,19.96643,9.999446,178.0491241505723,604.3886,11,1.6287192e+20,158.0827,0.018200211,178.04912,18.818181818181817,604.3886,0.77355415,604.3886,83.07444,12960.334,-227307700000000.0,0.5454712,299.90393,0.018200211,9.999446,12960.334,1.0,3.6592148e-08,-1.0,2,2.296041,682,,57.461973428726196,0.41894197,-227307700000000.0
True,-29.94254,399.83893,[-1.236 -1.039 -2.152 -6.375],10834,-29.94254,,,32,79.88803,9.999795,191.6716194380335,1.0,11,2.4380023e+22,111.78359,11.0,191.67163,20.181818181818183,1.0,1956.8837,1.0,85.67675,44078.516,-71908.43,653.83905,319.9509,11.0,9.999795,100965970.0,1.0,0.26873446,-1.0,1,6838.021,693,,58.621981382369995,0.41894197,-4345404700000000.0
