ESSRenyiArithmetic,WReturnMean,ReturnStepMaxmin,ESSRenyiHarmonic,VarianceInitializer,Weights,MinBehavPdf,Inner Iteration,InitialReturnMax,StdWReturnMean,TimestepsSoFar,Penalization,MeanEntropy,MeanIW,LearnableVariance,Iteration,InitialReturnMin,EpRewMean,Bound,EpisodesSoFar,OptimizationReturnMax,InitialBound,MinTargetPdf,TimeElapsed,OptimizationReturnMin,OptimizationReturnMean,MaxIW,StdIW,MeanD2-0,EpThisIter,InitialReturnMean,EpLenMean,ReturnStepMax,EmpiricalD2Arithmetic,ReturnMeanIW,Epsilon,InitialReturnStd,DivergenceHarmonic,MinIW,EmpiricalD2Harmonic
11.0,318445.0,10.0,11.0,-1.0,[-0.121  0.215 -0.378 -0.83 ],-40.09256,1,1059.658,,2409,True,0.41894197,97.124664,,6,19.964989,491.60320239607205,-367921700000000.0,121,1039.693,-513913.0,-40.09256,6.531380653381348,,471.6382,645.14233,187.26987,1.0,11,491.6032,50.18181818181818,10.0,1.0,41202452.0,1.0,277.07626,3.5429236e+18,0.2924907,1.0
2.7206323,17223.312,9.999994,2.7206323,-1.0,[-0.018  0.26  -0.399 -0.88 ],-20.433758,2,519.8274,,2671,True,0.41894197,33775.508,,6,9.985831,228.0649494114405,-484190420000.0,132,509.84155,-51885710.0,-22.324003,6.75419020652771,,218.07912,160745.78,54346.023,4.0431776,11,228.06494,23.818181818181817,9.999994,4.0431776,3932726500.0,1.0,150.80731,104237970000000.0,0.99173355,4.0431776
11.0,89670.87,9.999995,11.0,-1.0,[-0.14   0.049 -0.399 -0.934],-24.787846,1,539.7466,,2956,True,0.41894197,90.13072,,7,49.934322,248.90514353601841,-3.2509083e+20,143,489.81226,-140384.36,-24.787846,6.964293718338013,,198.97081,462.44516,157.73227,1.0,11,248.90514,25.90909090909091,9.999995,1.0,21365024.0,1.0,166.48451,4.1092617e+31,2.0447388,1.0
4.936976e-14,1198.8048,9.999997,4.936976e-14,-1.0,[-0.088  0.28  -0.409 -0.855],-24.964302,2,769.7988,,3370,True,0.41894197,0.1823946,,7,79.89154,366.1892451602749,-inf,154,689.9073,-inf,-36.992912,7.195679664611816,,286.29773,2.0026956,0.57563025,222808460000000.0,11,366.18924,37.63636363636363,9.999997,222808460000000.0,1198.8048,1.0,181.7064,inf,3.9949237e-16,222808460000000.0
11.0,352973.12,9.999991,11.0,-1.0,[-0.088  0.28  -0.409 -0.855],-66.75185,1,1669.6614,,3779,True,0.41894197,2790.6882,,8,29.956358,361.6757862235531,-2.8967646e+22,165,1639.7051,-838262.5,-66.75185,7.576998233795166,,331.71942,30690.104,8822.569,1.0,11,361.67578,37.18181818181818,9.999991,1.0,7777960000.0,1.0,471.3425,3.5630898e+33,0.41554266,1.0
0.7836273,2040907.6,9.999978,0.78362733,-1.0,[ 0.026  0.315 -0.44  -0.879],-73.252914,2,1819.4572,,4226,True,0.41894197,39.273056,,8,39.960995,396.18235410934415,-16848965000000.0,176,1779.4962,-211191860000.0,-72.34972,7.929964303970337,,356.2214,300.13696,85.66005,14.037286,11,396.18234,40.63636363636363,9.999978,14.037286,93312830.0,1.0,484.71536,854846700000000.0,0.06064332,14.037285
11.0,42675.234,9.9999695,11.0,-1.0,[-0.073  0.396 -0.445 -0.818],-16.996264,1,319.87924,,4442,True,0.41894197,140859.98,,9,19.970003,186.26081669101578,-1.20436e+21,187,299.90924,-60487.35,-16.996264,8.117042541503906,,166.29082,1547337.9,444767.5,1.0,11,186.2608,19.636363636363637,9.9999695,1.0,13518714000.0,1.0,89.34283,4.5717482e+33,0.15078461,1.0
0.0017298061,1024.9503,9.999992,0.0017298061,-1.0,[ 0.397  0.466 -0.406 -0.669],-12.138212,2,249.8807,,4609,True,0.41894197,0.14363137,,9,39.94519,141.73551952441733,-6.0455554e+17,198,209.93552,-6.0455554e+17,-16.135826,8.265952825546265,,101.79033,1.0805212,0.31211978,6359.094,11,141.73552,15.181818181818182,9.999992,6359.094,1024.9503,1.0,62.898045,3.0935385e+27,1.5723319e-05,6359.094
11.0,18688.117,9.999985,11.0,-1.0,[ 0.397  0.466 -0.406 -0.669],-9.835632,1,239.89218,,4744,True,0.41894197,55.353012,,10,,112.65411293112612,-22221850000.0,209,239.89218,-28705.99,-9.835632,8.446085691452026,,112.654106,397.6146,121.078835,1.0,11,112.654106,12.272727272727273,9.999985,1.0,1217266.0,1.0,77.44139,4919970500000.0,0.59563744,1.0
0.00014114949,11370.379,9.999991,0.00014114949,-1.0,[ 0.354  0.283 -0.414 -0.834],-26.699295,2,429.82135,,4957,True,0.41894197,1.0809792,,10,9.981911,183.52995811899206,-4.0462383e+21,220,419.83945,-4.0462383e+21,-28.284824,8.629486560821533,,173.54805,6.19921,1.7984995,77931.56,11,183.52997,19.363636363636363,9.999991,77931.56,11370.379,1.0,121.40267,1.5829419e+34,6.2781497e-13,77931.56
11.0,57297.465,9.999971,11.0,-1.0,[ 0.354  0.283 -0.414 -0.834],-32.31305,1,549.7345,,5171,True,0.41894197,7.738396,,11,29.955273,184.43849663168507,-3.2636674e+18,231,519.77924,-109905.18,-32.31305,8.811956882476807,,154.48323,62.084606,17.25066,1.0,11,184.43849,19.454545454545453,9.999971,1.0,694308.6,1.0,152.57753,3.8486974e+27,0.5238953,1.0
3.269594e-14,164201.0,9.999989,3.269594e-14,-1.0,[ 0.29   0.095 -0.43  -0.985],-23.858349,2,509.83456,,5440,True,0.41894197,2.2343535,,11,29.94911,234.4058893832503,-inf,242,479.88547,-inf,-41.410805,9.037598133087158,,204.45679,17.46407,4.933275,336433200000000.0,11,234.4059,24.454545454545453,9.999989,336433200000000.0,164201.0,1.0,155.12129,inf,1.6401266e-16,336433200000000.0
11.0,116656.8,9.999996,11.0,-1.0,[ 0.29   0.095 -0.43  -0.985],-28.10769,1,689.843,,5766,True,0.41894197,29.49366,,12,9.980078,286.19308799337267,-40522260000000.0,253,679.8629,-199497.6,-28.10769,9.219102382659912,,276.213,242.61319,67.985916,1.0,11,286.19308,29.636363636363637,9.999996,1.0,3819335.5,1.0,186.41435,2.3927655e+17,0.45658198,1.0
0.01898304,64170.766,9.999998,0.01898304,-1.0,[ 0.218  0.002 -0.441 -1.025],-27.435627,2,689.88495,,6115,True,0.41894197,0.7872122,,12,49.931763,307.1309763331646,-823430660000000.0,264,639.9532,-823430660000000.0,-30.5371,9.435771703720093,,257.19922,3.8193064,1.0354663,579.4646,11,307.13098,31.727272727272727,9.999998,579.4646,64170.766,1.0,188.04262,9.877823e+19,0.0018057347,579.4646
11.0,139152.28,9.999981,11.0,-1.0,[ 0.218  0.002 -0.441 -1.025],-29.636034,1,689.65735,,6481,True,0.41894197,170.97572,,13,9.985485,322.54266445585813,-899821000000.0,275,679.6719,-221948.5,-29.636034,9.631979942321777,,312.5572,1377.2976,390.92517,1.0,11,322.54266,33.27272727272727,9.999981,1.0,24169518.0,1.0,187.39929,118105290000000.0,0.39572176,1.0
0.010527737,14549.026,9.999995,0.010527737,-1.0,[ 0.367  0.013 -0.535 -1.493],-31.806679,2,709.664,,6825,True,0.41894197,0.71612835,,13,19.965424,302.5855390439467,-2.871214e+16,286,689.6986,-2.871214e+16,-38.044743,9.827424764633179,,282.62012,3.322468,1.0420278,1044.8589,11,302.58554,31.272727272727273,9.999995,1044.8589,14549.026,1.0,235.6641,1.0725905e+23,3.8166877e-06,1044.8589
11.0,187294.9,9.999997,11.0,-1.0,[ 0.367  0.013 -0.535 -1.493],-26.083809,1,619.72253,,7285,True,0.41894197,43.248463,,14,109.8548,407.9528559307995,-5.046129e+16,297,509.86774,-254150.61,-26.083809,10.038071393966675,,298.09805,169.81058,52.06178,1.0,11,407.95285,41.81818181818182,9.999997,1.0,9753676.0,1.0,144.46239,5.6969375e+23,0.27383253,1.0
,2210.0383,9.999991,,-1.0,[-0.039  0.268 -0.655 -1.416],-90.579346,2,1869.5787,,8084,True,0.41894197,0.018035881,,14,349.71875,716.0415313381961,-inf,308,1519.86,-inf,-291.8216,10.413831233978271,,366.32275,0.1403573,0.041967057,inf,11,716.0415,72.63636363636364,9.999991,inf,2210.0383,1.0,445.3412,inf,,inf
11.0,815487.7,10.0,11.0,-1.0,[-0.039  0.268 -0.655 -1.416],-81.81705,1,1929.6161,,8958,True,0.41894197,185.99379,,15,359.7432,784.208604494825,-6100262300000000.0,319,1569.8729,-1463654.1,-81.81705,10.74530816078186,,424.46542,708.9301,217.58383,1.0,11,784.2086,79.45454545454545,10.0,1.0,39380924.0,1.0,447.77728,8.85783e+19,0.9663684,1.0
1.9434282e-07,2349.2197,9.999996,1.943428e-07,-1.0,[-0.093  0.158 -0.66  -1.44 ],-55.7322,2,1439.3914,,9741,True,0.41894197,0.030023087,,15,69.88672,701.615874547982,-inf,330,1369.5046,-inf,-66.872116,11.065954685211182,,631.7292,0.2986341,0.08521817,56601012.0,11,701.6159,71.18181818181819,9.999996,56601012.0,2349.2197,1.0,373.8026,inf,2.108591e-10,56601016.0
11.0,586850.06,9.999998,11.0,-1.0,[-0.093  0.158 -0.66  -1.44 ],-52.150112,1,1409.5526,,10476,True,0.41894197,12589.812,,16,89.86217,657.9487725303621,-1.9301839e+16,341,1319.6904,-932715.5,-52.150112,11.363881349563599,,568.08655,81806.57,26748.67,1.0,11,657.9487,66.81818181818181,9.999998,1.0,2560562400.0,1.0,392.36908,3.114483e+21,1.6948658,1.0
5.9235123e-15,57795.902,10.0,5.9235123e-15,-1.0,[-0.021  0.26  -0.669 -1.442],-126.049286,2,3268.795,,11603,True,0.41894197,1.753462,,16,169.76346,1014.1312074877186,-inf,352,3099.0315,-inf,-148.24304,11.900906085968018,,844.3678,19.18565,5.5125566,1857006400000000.0,11,1014.1312,102.45454545454545,10.0,1857006400000000.0,57795.902,1.0,788.97595,inf,5.2813915e-20,1857006400000000.0
11.0,739357.2,9.999996,11.0,-1.0,[-0.021  0.26  -0.669 -1.442],-78.776566,1,1929.5054,,12357,True,0.41894197,32.36459,,17,79.880356,675.1491624655896,-3462473000000.0,363,1849.625,-1387449.2,-78.776566,12.26820969581604,,595.2688,278.98575,78.56065,1.0,11,675.1492,68.54545454545455,9.999996,1.0,10720396.0,1.0,532.4761,28543025000000.0,0.89457005,1.0
0.0045827203,9672468.0,9.999997,0.0045827203,-1.0,[ 0.01   0.148 -0.697 -1.48 ],-62.88384,2,1629.6692,,13242,True,0.41894197,11.369081,,17,29.945206,794.2605176037534,-8.7872097e+17,374,1599.724,-8.7872097e+17,-65.36625,12.60512924194336,,764.31537,122.46755,35.135113,2400.321,11,794.2605,80.45454545454545,9.999997,2400.321,9672468.0,1.0,512.6945,3.6125847e+24,0.00073832367,2400.321
11.0,419880.06,9.999999,11.0,-1.0,[ 0.01   0.148 -0.697 -1.48 ],-50.19235,1,1219.6218,,13845,True,0.41894197,56.675167,,18,19.970125,537.9766705488404,-3.9401236e+18,385,1199.6517,-678817.44,-50.19235,12.913799524307251,,518.0066,409.55685,121.861206,1.0,11,537.9766,54.81818181818182,9.999999,1.0,60470584.0,1.0,361.1941,2.3154364e+26,0.470726,1.0
0.0004762929,48460.207,9.999997,0.0004762929,-1.0,[-0.104  0.174 -0.7   -1.436],-46.85504,2,1319.8678,,14307,True,0.41894197,0.5786784,,18,29.95409,409.7979094984639,-1.494865e+21,396,1289.9137,-1.494865e+21,-52.254196,13.198691129684448,,379.84384,1.2981703,0.58237714,23095.033,11,409.79794,42.0,9.999997,23095.033,48460.207,1.0,341.50604,2.4299436e+31,2.0434021e-05,23095.033
11.0,431511.66,9.999992,11.0,-1.0,[-0.104  0.174 -0.7   -1.436],-50.353474,1,1129.5369,,14962,True,0.41894197,343.03787,,19,149.83464,585.1646995361469,-10448073000000.0,407,979.7022,-653610.0,-50.353474,13.443018198013306,,435.33005,2878.4514,806.3764,1.0,11,585.1647,59.54545454545455,9.999992,1.0,94303000.0,1.0,298.48605,2212976800000000.0,0.84336066,1.0
7.606634e-12,3757.374,10.0,7.606634e-12,-1.0,[ 0.019  0.191 -0.697 -1.451],-59.915836,2,1239.778,,15702,True,0.41894197,0.15370964,,19,,662.473631454478,-inf,418,1239.778,-inf,-65.08911,13.712591171264648,,662.47363,0.8368682,0.31877348,1446106100000.0,11,662.47363,67.27272727272727,10.0,1446106100000.0,3757.374,1.0,417.64316,inf,1.174237e-06,1446106100000.0
11.0,422585.88,9.999995,11.0,-1.0,[ 0.019  0.191 -0.697 -1.451],-45.045475,1,979.52496,,16380,True,0.41894197,3362.196,,20,369.7799,606.0741727797532,-178031880000000.0,429,609.74506,-589608.5,-45.045475,13.94359302520752,,236.29425,17789.295,6149.986,1.0,11,606.07416,61.63636363636363,9.999995,1.0,1562222600.0,1.0,235.07446,1.13616096e+18,0.14323129,1.0
0.00040643252,724953.7,9.999994,0.00040643252,-1.0,[ 0.121  0.261 -0.698 -1.435],-48.1847,2,1129.7657,,16973,True,0.41894197,2.9808733,,20,39.942448,528.8617743493653,-3.4546536e+20,440,1089.8232,-3.4546536e+20,-50.71006,14.213932991027832,,488.9193,28.03512,7.9607987,27064.764,11,528.86176,53.90909090909091,9.999994,27064.764,724953.7,1.0,296.5867,2.4175159e+30,1.908099e-06,27064.764
11.0,241058.16,9.999994,11.0,-1.0,[ 0.121  0.261 -0.698 -1.435],-42.8413,1,869.6819,,17484,True,0.41894197,20.263468,,21,239.85664,454.3207327008427,-14261216000.0,451,629.82526,-372721.5,-42.8413,14.425466060638428,,214.4641,69.810524,20.51037,1.0,11,454.32077,46.45454545454545,9.999994,1.0,3355443.2,1.0,186.14735,11726841000.0,0.9787092,1.0
2.0803458e-05,479075.4,9.999994,2.0803458e-05,-1.0,[ 0.012  0.203 -0.716 -1.439],-42.249138,2,959.5849,,18251,True,0.41894197,0.9041008,,21,369.6812,686.9171806866404,-inf,462,589.9037,-inf,-44.95981,14.698411226272583,,317.23596,4.9464917,1.7849569,528758.25,11,686.9172,69.72727272727273,9.999994,528758.25,479075.4,1.0,218.26845,inf,1.2094875e-08,528758.25
11.0,307605.2,9.999997,11.0,-1.0,[ 0.012  0.203 -0.716 -1.439],-40.503746,1,999.63635,,18787,True,0.41894197,4870.7817,,22,29.951862,477.0152286516337,-237521070000000.0,473,969.6845,-481556.66,-40.503746,14.94890546798706,,447.0634,51447.844,14732.046,1.0,11,477.01526,48.72727272727273,9.999997,1.0,631833540.0,1.0,282.9517,1.8644372e+18,0.012423844,1.0
3.687211e-09,25757.715,9.999999,3.687211e-09,-1.0,[-0.1    0.148 -0.719 -1.435],-74.08805,2,1589.5879,,19479,True,0.41894197,0.2596288,,22,29.952074,618.8831861019977,-inf,484,1559.6359,-inf,-76.51491,15.27736759185791,,588.9311,1.0434922,0.41610035,2983284700.0,11,618.88324,62.90909090909091,9.999999,2983284700.0,25757.715,1.0,492.54175,inf,4.2944204e-09,2983284700.0
11.0,620173.06,9.999996,11.0,-1.0,[-0.1    0.148 -0.719 -1.435],-99.00477,1,1969.6548,,20187,True,0.41894197,3751847.2,,23,39.94371,633.4229652517589,-6.9316586e+22,495,1929.711,-1295516.5,-99.00477,15.633648872375488,,593.47925,26722260.0,8369003.5,1.0,11,633.4229,64.36363636363636,9.999996,1.0,623015000000.0,1.0,467.91922,1.0534835e+34,1.1594075,1.0
8.5348184e-13,116594.84,9.999995,8.5348184e-13,-1.0,[-0.162  0.378 -0.77  -1.378],-53.15313,2,1339.6774,,21025,True,0.41894197,0.10992717,,23,319.7303,751.4981195035311,-inf,506,1019.9471,-inf,-63.086998,15.919893741607666,,431.76785,1.2091049,0.3475905,12888382000000.0,11,751.49805,76.18181818181819,9.999995,12888382000000.0,116594.84,1.0,329.50162,inf,5.625143e-13,12888382000000.0
11.0,651829.56,9.99999,11.0,-1.0,[-0.162  0.378 -0.77  -1.378],-81.29021,1,1859.4614,,21754,True,0.41894197,231.08067,,24,29.955973,652.4011747304316,-1191649000000000.0,517,1829.5055,-1253721.9,-81.29021,16.306530714035034,,622.44525,1907.5037,535.7983,1.0,11,652.4012,66.27272727272727,9.99999,1.0,180822030.0,1.0,475.60727,3.9197812e+18,0.6641683,1.0
0.00013482317,66623.625,9.999993,0.00013482317,-1.0,[-0.253  0.319 -0.781 -1.44 ],-46.385483,2,1189.596,,22412,True,0.41894197,0.21605152,,24,349.63406,587.9490999449758,-3.4673954e+21,528,839.9619,-3.4673954e+21,-50.086338,16.60171937942505,,238.31505,1.3731878,0.464868,81588.34,11,587.94916,59.81818181818182,9.999993,81588.34,66623.625,1.0,252.72368,1.9811747e+32,1.8370933e-08,81588.34
11.0,849451.9,9.999995,11.0,-1.0,[-0.253  0.319 -0.781 -1.44 ],-89.87874,1,1669.4227,,23333,True,0.41894197,93310.016,,25,349.61456,826.9825942999537,-1717351400000000.0,539,1319.8081,-1334603.8,-89.87874,16.93616819381714,,477.36804,1017717.2,292326.38,1.0,11,826.9826,83.72727272727273,9.999995,1.0,11861455000.0,1.0,406.88037,1.2530285e+19,0.42398912,1.0
0.00012857246,232030.53,9.999999,0.00012857246,-1.0,[-0.206  0.434 -0.783 -1.451],-85.15167,2,1699.5073,,24305,True,0.41894197,0.48545912,,25,19.965647,873.292346556227,-8.766994e+21,550,1679.5416,-8.766994e+21,-91.82003,17.292856454849243,,853.3267,4.6565943,1.3331997,85554.875,11,873.29236,88.36363636363636,9.999999,85554.875,232030.53,1.0,417.85443,3.040347e+32,1.2286923e-10,85554.875
11.0,1058807.8,9.999993,11.0,-1.0,[-0.206  0.434 -0.783 -1.451],-78.20285,1,1889.5349,,25302,True,0.41894197,12063.668,,26,29.953592,896.0306535766216,-7.2643445e+16,561,1859.5813,-1680327.5,-78.20285,17.6290762424469,,866.0771,119214.85,34096.215,1.0,11,896.0307,90.63636363636364,9.999993,1.0,10555589000.0,1.0,505.90198,1.3661143e+22,0.35741892,1.0
6.086665e-10,1390956.0,9.999998,6.086665e-10,-1.0,[-0.11   0.513 -0.79  -1.46 ],-76.28594,2,1789.2113,,26309,True,0.41894197,0.77105063,,26,239.7243,904.9975159746558,-inf,572,1549.487,-inf,-83.11172,17.986198902130127,,665.2732,8.37916,2.405956,18072293000.0,11,904.9975,91.54545454545455,9.999998,18072293000.0,1390956.0,1.0,462.75446,inf,4.9244386e-10,18072293000.0
11.0,614608.0,9.999993,11.0,-1.0,[-0.11   0.513 -0.79  -1.46 ],-51.534298,1,1339.573,,27075,True,0.41894197,7.394415,,27,269.7293,686.0817524492874,-27606569000.0,583,1069.8438,-926983.9,-51.534298,18.26923656463623,,416.35245,40.246174,12.637773,1.0,11,686.0817,69.63636363636364,9.999993,1.0,7587908.5,1.0,379.34134,7806106000.0,0.15467276,1.0
5.7855906,61518.477,9.999997,5.78559,-1.0,[-0.002  0.488 -0.795 -1.518],-60.18977,2,1469.6898,,27636,True,0.41894197,3452419800.0,,27,9.983725,499.7819204374189,-5.031696e+21,594,1459.706,-34386680.0,-62.52578,18.630178928375244,,489.79816,37976350000.0,10917425000.0,1.9012752,11,499.78192,51.0,9.999997,1.9012752,7457142300000000.0,1.0,359.30994,1.7907656e+32,1.0599734,1.9012753
11.0,400730.53,9.999997,11.0,-1.0,[-0.37   0.772 -0.834 -1.338],-40.39917,1,1089.6755,,28305,True,0.41894197,10356518.0,,28,289.8358,597.9277700728854,-9.282988e+22,605,799.8397,-607429.75,-40.39917,18.88864493370056,,308.09198,109853260.0,31471300.0,1.0,11,597.9278,60.81818181818182,9.999997,1.0,4095312700000.0,1.0,207.87714,2.016976e+35,27.713364,1.0
,29940.523,9.999997,,-1.0,[-0.131  0.631 -0.824 -1.754],-138.05867,2,3018.6377,,29260,True,0.41894197,0.5739588,,28,19.968246,857.7596851718034,-inf,616,2998.6694,-inf,-192.64279,19.36428689956665,,837.79144,6.064604,1.7370229,inf,11,857.75977,86.81818181818181,9.999997,inf,29940.523,1.0,845.1074,inf,,inf
11.0,2698109.8,9.999999,11.0,-1.0,[-0.131  0.631 -0.824 -1.754],-136.1842,1,3288.627,,30783,True,0.41894197,39.812267,,29,359.71472,1374.0020253031603,-43319824000000.0,627,2928.912,-4580784.5,-136.1842,19.859224796295166,,1014.28735,180.94284,64.53315,1.0,11,1374.0021,138.45454545454547,9.999999,1.0,121917970.0,1.0,900.12665,529451930000000.0,0.48563886,1.0
2.7435987,966672.56,10.0,2.7435987,-1.0,[-0.064  0.702 -0.878 -1.81 ],-100.27402,2,2089.4185,,31675,True,0.41894197,1009.3537,,29,189.8436,800.6182578985862,-104718930000.0,638,1899.5748,-680019650.0,-100.12323,20.247806787490845,,610.77466,8700.506,2451.6194,4.0093327,11,800.6182,81.0909090909091,10.0,4.0093327,2192854300.0,1.0,608.8099,18200404000.0,19.808529,4.0093327
11.0,1213824.2,9.999999,11.0,-1.0,[-0.271  0.566 -0.88  -1.843],-58.647194,1,1499.692,,32865,True,0.41894197,28294.387,,30,689.44116,1071.4728035789562,-3.3759158e+18,649,810.25085,-1605340.2,-58.647194,20.558561086654663,,382.03165,199773.0,59625.383,1.0,11,1071.4728,108.18181818181819,9.999999,1.0,21127741000.0,1.0,256.45712,7.435134e+25,9.6358595,1.0
6.620122e-06,241.20453,9.999998,6.620122e-06,-1.0,[-0.382  0.514 -0.883 -1.868],-80.35166,2,1709.7532,,33871,True,0.41894197,0.12695847,,30,19.963776,904.331608784229,-inf,660,1689.7894,-inf,-89.18924,20.9039306640625,,884.3678,1.3924764,0.40019286,1661600.9,11,904.3316,91.45454545454545,9.999998,1661600.9,241.20453,1.0,444.7721,inf,3.3217876e-10,1661600.9
11.0,700559.25,9.999999,11.0,-1.0,[-0.382  0.514 -0.883 -1.868],-67.36517,1,1499.7588,,34707,True,0.41894197,209.60152,,31,19.962551,749.7995488886274,-335227160000000.0,671,1479.7963,-1092109.5,-67.36517,21.179584980010986,,729.837,831.82117,225.15817,1.0,11,749.79956,76.0,9.999999,1.0,134774830.0,1.0,371.96744,7.33004e+17,0.84261465,1.0
0.00036906096,1387294.2,9.999999,0.00036906093,-1.0,[-0.557  0.622 -1.066 -2.285],-54.5873,2,1429.7183,,35610,True,0.41894197,0.9566915,,31,539.75415,810.6719128743881,-1.06882684e+21,682,889.9641,-1.06882684e+21,-57.018635,21.497708797454834,,270.91776,8.896394,2.5523257,29805.375,11,810.6719,82.0909090909091,9.999999,29805.375,1387294.2,1.0,261.27316,9.0224975e+30,3.41851e-10,29805.377
11.0,974981.06,10.0,11.0,-1.0,[-0.557  0.622 -1.066 -2.285],-106.25513,1,1739.5825,,36609,True,0.41894197,36383.78,,32,539.7116,897.927850547581,-321376230000000.0,693,1199.8708,-1501768.2,-106.25513,21.81200337409973,,358.21622,359309.28,102758.67,1.0,11,897.9278,90.81818181818181,10.0,1.0,40945738000.0,1.0,410.73904,3.720923e+17,2.0722241,1.0
