VarJ,AvgRet,AvgDiscRet,AvgNormIw,Bound,MinNormIw,VarRet,MaxNormIw,BatchSize,IterType,VarDiscRet,MinVanillaIw,Delta,AvgVanillaIw,VarNormIw,VarVanillaIw,ESSRenyi,AvgEpLen,J,VanillaAvgRet,EpsThisIter,eRenyi2,MaxVanillaIw,ESSClassic
65.8192,-86.0388674359,-86.0388674359,0.01,-135.57,0.00317912,5968.35318638,0.0136308,100,1,5968.35318638,0.331893,0.4,1.04398,6.08743e-06,0.066346,93.582969491,119.34,-82.7587,-86.0388674359,100,1.06857,1.42302,94.3160026316
86.1473,-92.2753450428,-92.2753450428,0.01,-142.605,0.00673294,8186.62156286,0.0217635,100,1,8186.62156286,0.684016,0.4,1.01592,4.57921e-06,0.0472621,96.7171808593,126.61,-90.6682,-92.2753450428,100,1.03394,2.21101,95.6631878338
54.1955,-83.094531015,-83.094531015,0.01,-132.286,0.00110437,4824.14469672,0.02169,100,1,4824.14469672,0.112265,0.4,1.01655,1.12412e-05,0.116163,92.6186272724,116.95,-79.2043,-83.094531015,100,1.0797,2.20489,89.9857055432
78.7292,-91.8181497334,-91.8181497334,0.01,-141.277,0.00818504,8168.69509211,0.0274148,100,1,8168.69509211,0.815129,0.4,0.995876,6.87915e-06,0.0682253,95.1432915401,125.31,-88.8999,-91.8181497334,100,1.05105,2.73018,93.6238924163
70.7256,-83.177519356,-83.177519356,0.01,-133.329,0.00782006,6086.38279997,0.0141752,100,1,6086.38279997,0.775334,0.4,0.991468,2.39294e-06,0.0235228,96.888149999,115.03,-81.4276,-83.177519356,100,1.03212,1.40542,97.685790741
80.0059,-96.9890413389,-96.9890413389,0.01,-144.434,0.00437345,9217.06442351,0.0292812,100,1,9217.06442351,0.448605,0.4,1.02575,1.48548e-05,0.156295,86.3809163498,131.46,-89.4643,-96.9890413389,100,1.15766,3.0035,87.1792629519
70.2156,-91.7699811599,-91.7699811599,0.01,-137.985,0.00171477,8167.81219448,0.0187412,100,1,8167.81219448,0.185241,0.4,1.08027,8.94999e-06,0.104444,90.5555701889,125.34,-84.298,-91.7699811599,100,1.10429,2.02455,91.8606953936
47.4235,-84.7690419613,-84.7690419613,0.01,-131.392,0.000635839,6014.58785866,0.0184872,100,1,6014.58785866,0.0654191,0.4,1.02886,1.53077e-05,0.162041,87.2770826763,117.45,-76.7058,-84.7690419613,100,1.14578,1.90208,86.8397885939
78.0644,-101.502790346,-101.502790346,0.01,-145.067,0.00114181,11305.1802948,0.0217569,100,1,11305.1802948,0.112807,0.4,0.987967,3.04259e-05,0.296981,77.5176700772,137.02,-87.0351,-101.502790346,100,1.29003,2.14951,76.8511578261
79.0281,-84.9464441633,-84.9464441633,0.01,-135.053,0.0081691,7213.45192921,0.0200062,100,1,7213.45192921,0.799005,0.4,0.978082,2.54893e-06,0.0243842,96.8014114349,117.33,-83.1272,-84.9464441633,100,1.03304,1.95677,97.5386620194
63.3389,-87.5372372118,-87.5372372118,0.01,-134.101,0.00110958,7145.2398716,0.0148913,100,1,7145.2398716,0.107704,0.4,0.970678,1.34458e-05,0.126689,87.8646806024,120.54,-79.5982,-87.5372372118,100,1.13811,1.44546,88.252409978
52.5246,-78.374579192,-78.374579192,0.01,-128.016,0.00151871,4949.60131911,0.0146909,100,1,4949.60131911,0.15919,0.4,1.0482,7.62707e-06,0.0837997,91.8102502414,109.96,-74.6973,-78.374579192,100,1.0892,1.53989,92.9793041398
48.79,-78.5300915742,-78.5300915742,0.01,-128.415,0.00323067,3760.28255951,0.0130429,100,1,3760.28255951,0.3278,0.4,1.01465,4.71615e-06,0.0485535,95.3393484753,110.66,-76.0937,-78.5300915742,100,1.04888,1.32339,95.5393275183
90.2537,-106.041391805,-106.041391805,0.01,-153.177,0.0013276,12180.6583262,0.0249244,100,1,12180.6583262,0.12974,0.4,0.977253,1.98244e-05,0.189328,84.3355378152,142.01,-97.5448,-106.041391805,100,1.18574,2.43574,83.593764735
60.0079,-82.4685409723,-82.4685409723,0.01,-130.75,0.00287216,6069.23833355,0.0155716,100,1,6069.23833355,0.291833,0.4,1.01608,9.60632e-06,0.0991765,90.7126613283,114.34,-77.109,-82.4685409723,100,1.10238,1.5822,91.3156489124
103.615,-99.2257713632,-99.2257713632,0.01,-149.588,0.00571899,11431.9383456,0.0134587,100,1,11431.9383456,0.575641,0.4,1.00654,2.31632e-06,0.0234673,97.484766204,134.05,-97.8438,-99.2257713632,100,1.0258,1.35467,97.7582525996
64.9313,-79.2224468918,-79.2224468918,0.01,-129.714,0.00649392,4928.28320949,0.0160332,100,1,4928.28320949,0.633228,0.4,0.97511,1.98957e-06,0.0189176,97.8986917677,111.34,-78.0765,-79.2224468918,100,1.02146,1.56341,98.068371339
63.2124,-83.2708063738,-83.2708063738,0.01,-131.207,0.00206013,6068.52840585,0.017016,100,1,6068.52840585,0.201115,0.4,0.976225,1.39445e-05,0.132893,89.3791814875,115.28,-77.1687,-83.2708063738,100,1.11883,1.66114,87.8695453525
44.3265,-75.9565571919,-75.9565571919,0.01,-125.301,0.00380103,3762.64926169,0.0140334,100,1,3762.64926169,0.384034,0.4,1.01034,8.39039e-06,0.085648,92.2270481183,106.97,-72.1023,-75.9565571919,100,1.08428,1.41785,92.3305803301
79.5037,-93.8984366094,-93.8984366094,0.01,-140.993,0.00388311,9277.48379846,0.0200689,100,1,9277.48379846,0.418867,0.4,1.07869,1.07061e-05,0.124573,89.7070829025,128.42,-87.0523,-93.8984366094,100,1.11474,2.16481,90.4167228576
69.7336,-83.3613902995,-83.3613902995,0.01,-133.45,0.00817902,6017.39015122,0.0162146,100,1,6017.39015122,0.809383,0.4,0.989584,3.25038e-06,0.0318302,96.6263959158,116.33,-81.477,-83.3613902995,100,1.03491,1.60457,96.8824468192
61.5716,-83.036751065,-83.036751065,0.01,-132.581,0.00294336,6070.50659731,0.0152544,100,1,6070.50659731,0.28854,0.4,0.980308,7.33226e-06,0.0704632,92.531307852,115.85,-79.4692,-83.036751065,100,1.08072,1.4954,93.232340762
88.4627,-93.0430718349,-93.0430718349,0.01,-142.781,0.00748761,9355.33799433,0.0201294,100,1,9355.33799433,0.756958,0.4,1.01095,5.4023e-06,0.0552123,95.3312549414,126.94,-90.4552,-93.0430718349,100,1.04897,2.03497,94.9232410009
71.8306,-81.743752701,-81.743752701,0.01,-132.077,0.00602469,6066.30989976,0.0164088,100,1,6066.30989976,0.609272,0.4,1.01129,2.08657e-06,0.0213396,97.3663430991,113.73,-80.3046,-81.743752701,100,1.02705,1.65941,97.9761060463
58.4366,-86.9202330433,-86.9202330433,0.01,-132.612,0.000419775,7164.18725268,0.0158652,100,1,7164.18725268,0.0411896,0.4,0.981232,1.73599e-05,0.167144,84.2876431897,120.15,-76.9641,-86.9202330433,100,1.18641,1.55675,85.3341932412
63.0734,-82.0958949426,-82.0958949426,0.01,-131.248,0.00539681,6078.13563656,0.0186095,100,1,6078.13563656,0.54648,0.4,1.0126,8.1686e-06,0.083757,93.6182389217,114.6,-78.4472,-82.0958949426,100,1.06817,1.88439,92.5181310896
66.9962,-83.8941262861,-83.8941262861,0.01,-133.079,0.00191971,6019.28015498,0.0177482,100,1,6019.28015498,0.196512,0.4,1.02365,5.45709e-06,0.0571832,94.1718601692,116.6,-80.4323,-83.8941262861,100,1.06189,1.8168,94.8744103504
67.9451,-85.953230831,-85.953230831,0.01,-134.848,0.00581618,7161.46665205,0.0258227,100,1,7161.46665205,0.580936,0.4,0.998828,9.22993e-06,0.092083,92.7408769127,119.03,-81.7967,-85.953230831,100,1.07827,2.57924,91.6274297175
79.4602,-88.0852348039,-88.0852348039,0.01,-136.229,0.00253884,8353.41071917,0.0205922,100,1,8353.41071917,0.265401,0.4,1.04536,1.35821e-05,0.148423,90.4553061541,121.21,-82.5118,-88.0852348039,100,1.10552,2.15263,88.1474418337
75.9936,-98.6962202504,-98.6962202504,0.01,-141.235,0.000239869,11473.6959039,0.0225081,100,1,11473.6959039,0.0248859,0.4,1.03748,3.10012e-05,0.333685,76.211290573,132.95,-82.7137,-98.6962202504,100,1.31214,2.33517,76.5162625515
47.8387,-70.9830422495,-70.9830422495,0.01,-121.742,0.00917105,2582.04776032,0.0132398,100,1,2582.04776032,0.904507,0.4,0.986264,7.84687e-07,0.00763278,98.8931676352,101.18,-70.3719,-70.9830422495,100,1.01119,1.3058,99.2291944719
69.3216,-82.1784634122,-82.1784634122,0.01,-132.131,0.00838497,6096.7060572,0.0195858,100,1,6096.7060572,0.834825,0.4,0.995621,3.65678e-06,0.0362482,96.4832739366,113.92,-80.119,-82.1784634122,100,1.03645,1.95,96.5062576694
46.4682,-78.3629352006,-78.3629352006,0.01,-126.421,0.000878725,4944.97724751,0.0186853,100,1,4944.97724751,0.0851309,0.4,0.9688,1.43822e-05,0.134987,89.2224573283,109.62,-72.3375,-78.3629352006,100,1.12079,1.81023,87.5362598506
64.8844,-78.5689374501,-78.5689374501,0.01,-129.067,0.00886688,4917.36537996,0.0157279,100,1,4917.36537996,0.885446,0.4,0.998599,1.38639e-06,0.013825,98.0584363946,110.29,-77.4747,-78.5689374501,100,1.0198,1.57059,98.646056796
70.2959,-81.6525157915,-81.6525157915,0.01,-131.894,0.00753694,6089.10444307,0.0157899,100,1,6089.10444307,0.745576,0.4,0.989228,2.44494e-06,0.0239255,97.0817184117,112.86,-80.0427,-81.6525157915,100,1.03006,1.56198,97.6367253221
65.0531,-78.4384953366,-78.4384953366,0.01,-128.964,0.00624756,4941.14221567,0.011777,100,1,4941.14221567,0.624004,0.4,0.998797,1.14709e-06,0.0114433,98.024289986,109.86,-77.3639,-78.4384953366,100,1.02016,1.17628,98.8771222559
104.605,-101.307158989,-101.307158989,0.01,-151.808,0.00765926,11345.0208273,0.0151632,100,1,11345.0208273,0.754673,0.4,0.985308,1.91555e-06,0.0185968,97.654858402,136.25,-100.109,-101.307158989,100,1.02401,1.49405,98.1388853438
54.5426,-75.8941036156,-75.8941036156,0.01,-126.24,0.00858897,3782.13315994,0.0187264,100,1,3782.13315994,0.853045,0.4,0.993186,2.98994e-06,0.0294933,97.5813377702,106.75,-74.5215,-75.8941036156,100,1.02479,1.85988,97.1250271479
40.0262,-70.0503436917,-70.0503436917,0.01,-120.209,0.0056907,2602.49815299,0.0141221,100,1,2602.49815299,0.578087,0.4,1.01584,2.04739e-06,0.0211278,96.6544854893,99.27,-68.2433,-70.0503436917,100,1.03461,1.43458,98.0133296219
84.2962,-97.5147830784,-97.5147830784,0.01,-145.45,0.00254572,10312.2436309,0.059303,100,1,10312.2436309,0.262717,0.4,1.032,3.81702e-05,0.406519,87.5083115396,132.33,-90.8359,-97.5147830784,100,1.14275,6.12004,72.5749790159
69.9876,-82.851338871,-82.851338871,0.01,-132.555,0.00250302,6042.99826529,0.014144,100,1,6042.99826529,0.247347,0.4,0.988198,3.80793e-06,0.0371858,96.4963593325,114.98,-80.547,-82.851338871,100,1.03631,1.39771,96.3671035991
82.9755,-84.081166579,-84.081166579,0.01,-134.894,0.00926038,7261.43144575,0.0134848,100,1,7261.43144575,0.913587,0.4,0.986554,6.7203e-07,0.00654079,99.0189126816,115.61,-83.5521,-84.081166579,100,1.00991,1.33035,99.3391014437
80.3189,-85.9137811156,-85.9137811156,0.01,-136.49,0.00898503,7179.33776031,0.0185158,100,1,7179.33776031,0.889539,0.4,0.990024,2.10111e-06,0.020594,98.0752891918,119.0,-84.9023,-85.9137811156,100,1.01962,1.8331,97.9622916659
77.4609,-88.9429629833,-88.9429629833,0.01,-137.715,0.00774485,8284.22733408,0.0354701,100,1,8284.22733408,0.76302,0.4,0.985196,9.92297e-06,0.0963134,93.3279782295,121.66,-84.831,-88.9429629833,100,1.07149,3.4945,91.0549956087
13.4956,-65.5515882255,-65.5515882255,0.01,-79.2766,0.00760327,181.23594492,0.0129158,100,1,181.23594492,0.773644,0.4,1.01751,5.82476e-07,0.00603059,99.3198715802,95.07,-65.4669,-65.5515882255,100,1.00685,1.31421,99.4266557703
47.3099,-72.5876703656,-72.5876703656,0.01,-123.453,0.00880457,2573.17873282,0.0155279,100,1,2573.17873282,0.860833,0.4,0.977712,8.48899e-07,0.0081148,99.1492668651,103.28,-72.1452,-72.5876703656,100,1.00858,1.51818,99.1665920111
68.452,-85.3155703889,-85.3155703889,0.01,-133.771,0.00507209,7199.9481345,0.0233255,100,1,7199.9481345,0.532566,0.4,1.04999,1.18632e-05,0.13079,92.6303580067,117.89,-80.6885,-85.3155703889,100,1.07956,2.44916,89.4897991998
45.7069,-72.3720039648,-72.3720039648,0.01,-122.996,0.00583797,2566.99190784,0.0164566,100,1,2566.99190784,0.565439,0.4,0.968555,2.54594e-06,0.0238835,98.1083237148,103.17,-71.4166,-72.3720039648,100,1.01928,1.59392,97.5415051511
63.3289,-78.8334373979,-78.8334373979,0.01,-128.983,0.00866026,4966.60446121,0.0197389,100,1,4966.60446121,0.885808,0.4,1.02284,4.06262e-06,0.0425034,97.2839248458,109.65,-77.1854,-78.8334373979,100,1.02792,2.01898,96.1334995834
57.2337,-77.1551320735,-77.1551320735,0.01,-125.94,0.00267825,4979.37349353,0.018279,100,1,4979.37349353,0.265546,0.4,0.991491,8.12713e-06,0.0798942,93.1254777081,108.03,-72.9993,-77.1551320735,100,1.07382,1.81234,92.5532915984
65.7294,-79.8526222169,-79.8526222169,0.01,-130.532,0.00911407,4949.96173063,0.0131738,100,1,4949.96173063,0.903925,0.4,0.991791,7.54996e-07,0.00742651,98.7233854253,111.08,-79.1143,-79.8526222169,100,1.01293,1.30657,99.2581077442
65.1697,-78.0328200769,-78.0328200769,0.01,-128.386,0.00856674,4988.58362025,0.0178622,100,1,4988.58362025,0.860438,0.4,1.00439,2.81985e-06,0.0284469,97.4697578654,109.11,-76.639,-78.0328200769,100,1.02596,1.79407,97.2841639757
49.6377,-78.4171729957,-78.4171729957,0.01,-127.789,0.00110613,4909.15863172,0.0147684,100,1,4909.15863172,0.109928,0.4,0.99381,1.11277e-05,0.109903,90.3423120205,109.63,-74.0381,-78.4171729957,100,1.1069,1.4677,90.0767743754
72.08,-81.2020601253,-81.2020601253,0.01,-131.573,0.00867003,6093.2286259,0.017247,100,1,6093.2286259,0.873322,0.4,1.00729,2.42744e-06,0.0246295,97.7553329197,112.5,-79.9086,-81.2020601253,100,1.02296,1.73727,97.6532437477
54.0068,-85.9205651262,-85.9205651262,0.01,-131.135,0.000263283,7182.8331512,0.016515,100,1,7182.8331512,0.026737,0.4,1.01553,2.19477e-05,0.226345,82.9791674869,118.74,-75.0512,-85.9205651262,100,1.20512,1.67714,82.1501973859
71.046,-83.8225550365,-83.8225550365,0.01,-134.058,0.00543004,6038.50798552,0.0166395,100,1,6038.50798552,0.547766,0.4,1.00877,4.9997e-06,0.0508777,96.5571158173,116.33,-82.0659,-83.8225550365,100,1.03566,1.67854,95.2837423725
75.3769,-91.2098970592,-91.2098970592,0.01,-137.173,0.000688964,9435.81132916,0.0177938,100,1,9435.81132916,0.0704384,0.4,1.02238,1.27166e-05,0.132921,86.1565550804,124.19,-82.1323,-91.2098970592,100,1.16068,1.81921,88.8183111526
54.4342,-76.6672368261,-76.6672368261,0.01,-126.993,0.00634448,3772.64992768,0.0168454,100,1,3772.64992768,0.636736,0.4,1.00361,3.1806e-06,0.0320358,97.0785950963,107.78,-75.1411,-76.6672368261,100,1.03009,1.69062,96.9473011396
86.6936,-90.2140810102,-90.2140810102,0.01,-140.696,0.00863498,8259.33133419,0.0151726,100,1,8259.33133419,0.857755,0.4,0.99335,1.61975e-06,0.0159828,98.046654342,123.29,-89.1006,-90.2140810102,100,1.01992,1.50717,98.4217797653
53.2824,-82.3488877897,-82.3488877897,0.01,-129.966,0.00247459,6068.05586686,0.0305634,100,1,6068.05586686,0.250361,0.4,1.01173,1.68188e-05,0.172156,88.2610570316,114.42,-75.5853,-82.3488877897,100,1.133,3.09218,85.7260543341
42.1523,-72.6494744977,-72.6494744977,0.01,-122.793,0.00718934,2578.27109791,0.0172777,100,1,2578.27109791,0.727553,0.4,1.01199,3.5601e-06,0.0364597,96.7778027101,103.18,-70.8609,-72.6494744977,100,1.03329,1.74848,96.5954601897
56.0332,-87.9307386667,-87.9307386667,0.01,-133.445,0.00164969,7095.04304176,0.0186345,100,1,7095.04304176,0.153789,0.4,0.932232,1.89323e-05,0.164532,85.1875671319,121.19,-78.0919,-87.9307386667,100,1.17388,1.73716,84.2154957406
67.6796,-78.3805275606,-78.3805275606,0.01,-128.898,0.00578285,4973.92135177,0.015964,100,1,4973.92135177,0.57714,0.4,0.998021,2.01691e-06,0.0200894,98.1167350128,108.92,-77.321,-78.3805275606,100,1.01919,1.59324,98.0423360111
85.5535,-94.7777312689,-94.7777312689,0.01,-143.104,0.00298507,9282.9445373,0.0171205,100,1,9282.9445373,0.308487,0.4,1.03343,1.07652e-05,0.114971,91.2668681326,128.57,-89.6272,-94.7777312689,100,1.09569,1.76929,90.3688918771
48.6297,-78.6945539716,-78.6945539716,0.01,-125.986,0.00186731,4913.05665116,0.014576,100,1,4913.05665116,0.190758,0.4,1.02156,8.77995e-06,0.0916265,92.3501565479,109.82,-72.8233,-78.6945539716,100,1.08284,1.48903,92.0029637088
83.078,-86.0132534058,-86.0132534058,0.01,-136.842,0.00915493,7206.83044314,0.0138193,100,1,7206.83044314,0.924738,0.4,1.0101,8.44187e-07,0.00861324,99.1591586551,118.31,-85.5362,-86.0132534058,100,1.00848,1.39589,99.1711656649
48.6115,-79.3854518183,-79.3854518183,0.01,-128.402,0.000622729,4947.27956312,0.0144207,100,1,4947.27956312,0.0629631,0.4,1.01108,1.2288e-05,0.125618,88.3292999421,110.49,-74.0426,-79.3854518183,100,1.13213,1.45805,89.1543067311
63.9622,-79.2149190456,-79.2149190456,0.01,-129.527,0.00780568,4929.9741652,0.0143669,100,1,4929.9741652,0.773423,0.4,0.990847,1.7097e-06,0.0167855,97.4803368475,110.66,-77.7824,-79.2149190456,100,1.02585,1.42354,98.3355789994
58.0099,-76.0959396471,-76.0959396471,0.01,-126.907,0.0077872,3809.36664063,0.0132556,100,1,3809.36664063,0.786981,0.4,1.01061,9.00133e-07,0.00919331,98.9645691702,107.1,-75.5511,-76.0959396471,100,1.01046,1.33962,99.1167249423
43.4869,-79.7507448545,-79.7507448545,0.01,-125.927,0.00138445,4893.34807766,0.0166661,100,1,4893.34807766,0.133345,0.4,0.96316,1.23223e-05,0.114311,90.6272913792,111.43,-72.2617,-79.7507448545,100,1.10342,1.60522,89.1273051198
70.1596,-81.6584137197,-81.6584137197,0.01,-131.599,0.007217,6150.58758633,0.0159083,100,1,6150.58758633,0.727769,0.4,1.00841,3.31243e-06,0.0336838,96.2650866627,112.59,-79.528,-81.6584137197,100,1.0388,1.6042,96.8247977045
60.5592,-81.8009357943,-81.8009357943,0.01,-130.639,0.00249984,6114.0344564,0.0174924,100,1,6114.0344564,0.242084,0.4,0.968398,1.46097e-05,0.137009,88.1666780178,113.03,-76.2298,-81.8009357943,100,1.13422,1.69396,87.3640287853
35.8272,-68.1101568666,-68.1101568666,0.01,-119.131,0.00831635,1388.79885163,0.0112658,100,1,1388.79885163,0.834223,0.4,1.00311,2.37012e-07,0.0023849,99.6906462654,97.22,-67.9667,-68.1101568666,100,1.0031,1.13009,99.7659273959
93.1936,-94.5716337883,-94.5716337883,0.01,-143.895,0.00112795,10482.2800703,0.0152005,100,1,10482.2800703,0.111886,0.4,0.991941,1.29881e-05,0.127796,88.1765572893,127.86,-89.4883,-94.5716337883,100,1.13409,1.5078,88.6067260892
60.233,-79.7544370112,-79.7544370112,0.01,-129.152,0.00416654,4951.17602943,0.0177974,100,1,4951.17602943,0.417671,0.4,1.00244,5.03298e-06,0.0505758,95.7902396044,111.4,-76.9528,-79.7544370112,100,1.04395,1.78408,95.2538606221
13.4966,-66.7452982238,-66.7452982238,0.01,-80.6943,0.00606878,193.108355922,0.0159961,100,1,193.108355922,0.609673,0.4,1.0046,4.16208e-06,0.042005,95.7824411814,96.38,-66.0987,-66.7452982238,100,1.04403,1.60698,96.0426177571
48.3232,-72.6341490898,-72.6341490898,0.01,-123.395,0.00409834,2588.14497504,0.0114479,100,1,2588.14497504,0.409965,0.4,1.00032,1.50192e-06,0.0150288,98.8865577076,103.09,-72.0194,-72.6341490898,100,1.01126,1.14516,98.5348682932
84.1227,-93.047128759,-93.047128759,0.01,-140.514,0.00143986,9339.13191869,0.0221229,100,1,9339.13191869,0.13823,0.4,0.960022,1.63904e-05,0.151061,88.2196868554,126.06,-86.1209,-93.047128759,100,1.13353,2.12384,86.0389188411
78.0296,-91.0155504881,-91.0155504881,0.01,-139.323,0.00446898,8197.37988478,0.027649,100,1,8197.37988478,0.44534,0.4,0.996513,1.5346e-05,0.152391,90.8077657312,124.38,-85.7106,-91.0155504881,100,1.10123,2.75526,86.8111955466
77.4348,-89.594322319,-89.594322319,0.01,-138.012,0.000658466,8265.69182227,0.01831,100,1,8265.69182227,0.0673125,0.4,1.02226,6.86997e-06,0.0717926,91.2875464648,122.35,-84.5403,-89.594322319,100,1.09544,1.87176,93.6318274573
43.4235,-79.9092656873,-79.9092656873,0.01,-127.376,0.000460179,4911.3667485,0.014145,100,1,4911.3667485,0.0467564,0.4,1.01605,9.0548e-06,0.0934773,90.6544696179,110.89,-73.718,-79.9092656873,100,1.10309,1.4372,91.7732004757
73.524,-87.4829541688,-87.4829541688,0.01,-136.044,0.004294,8372.02052212,0.024616,100,1,8372.02052212,0.428346,0.4,0.997547,1.41451e-05,0.140757,90.2895794993,119.38,-82.2777,-87.4829541688,100,1.10755,2.45556,87.7165021286
41.6418,-72.2221337979,-72.2221337979,0.01,-122.495,0.0060191,2606.42491156,0.0179523,100,1,2606.42491156,0.601521,0.4,0.999353,3.40142e-06,0.0339702,96.9804703952,102.3,-70.6166,-72.2221337979,100,1.03114,1.79406,96.7422931158
65.6731,-79.2961380295,-79.2961380295,0.01,-130.004,0.00857508,4921.30051186,0.0211466,100,1,4921.30051186,0.863952,0.4,1.00751,2.23586e-06,0.0226959,98.6107101243,110.46,-78.5559,-79.2961380295,100,1.01409,2.13055,97.8344614267
95.211,-98.4559856503,-98.4559856503,0.01,-148.39,0.00875661,10292.1523649,0.019718,100,1,10292.1523649,0.881433,0.4,1.00659,3.19287e-06,0.032351,96.8080360079,132.73,-96.4656,-98.4559856503,100,1.03297,1.9848,96.9359154975
46.834,-79.3573529771,-79.3573529771,0.01,-126.297,0.00123747,4921.24426167,0.016062,100,1,4921.24426167,0.121748,0.4,0.983843,1.16389e-05,0.112659,92.2812464282,111.01,-73.1148,-79.3573529771,100,1.08364,1.58025,89.6679813052
38.4949,-73.8201041311,-73.8201041311,0.01,-122.68,0.000761945,3788.51971513,0.0146748,100,1,3788.51971513,0.0728707,0.4,0.956378,1.3016e-05,0.119052,90.5835564103,103.94,-69.0016,-73.8201041311,100,1.10395,1.40346,88.5850302974
58.394,-79.9872852439,-79.9872852439,0.01,-129.844,0.00385991,4912.02203246,0.013502,100,1,4912.02203246,0.390081,0.4,1.0106,6.25626e-06,0.0638955,93.7792675641,111.43,-77.0885,-79.9872852439,100,1.06633,1.3645,94.1675814498
69.0411,-83.7809801051,-83.7809801051,0.01,-132.654,0.00226268,6326.77494294,0.0142701,100,1,6326.77494294,0.22114,0.4,0.977333,8.8926e-06,0.0849403,93.4405437961,115.56,-79.8022,-83.7809801051,100,1.0702,1.39466,91.9086706436
84.0571,-85.6734063023,-85.6734063023,0.01,-136.714,0.00960861,7216.29913963,0.0130688,100,1,7216.29913963,0.964078,0.4,1.00335,2.58957e-07,0.00260694,99.8372941436,118.19,-85.5833,-85.6734063023,100,1.00163,1.31126,99.7442806715
49.4093,-80.551640033,-80.551640033,0.01,-128.625,0.000864659,4911.98557602,0.0143391,100,1,4911.98557602,0.0873129,0.4,1.0098,8.06415e-06,0.0822292,92.1062698435,112.94,-75.3918,-80.551640033,100,1.0857,1.44795,92.6067257184
55.5615,-81.0744497004,-81.0744497004,0.01,-129.967,0.00309941,4909.99220264,0.0145599,100,1,4909.99220264,0.3053,0.4,0.985025,6.49728e-06,0.0630415,93.818283979,113.08,-77.2216,-81.0744497004,100,1.06589,1.43419,93.9564484424
65.9672,-93.1422591318,-93.1422591318,0.01,-135.559,1.45219e-05,9346.08306325,0.0189909,100,1,9346.08306325,0.00141163,0.4,0.972065,2.91128e-05,0.27509,77.013361419,126.23,-77.3425,-93.1422591318,100,1.29848,1.84603,77.6267491304
62.6138,-87.1335455696,-87.1335455696,0.01,-135.416,7.17036e-05,7184.53726241,0.0181738,100,1,7184.53726241,0.00693313,0.4,0.966915,2.08375e-05,0.194815,81.533329776,119.79,-78.8357,-87.1335455696,100,1.22649,1.75726,82.8986932682
