VarNormIw,VarDiscRet,VanillaAvgRet,VarVanillaIw,AvgNormIw,MaxVanillaIw,AvgEpLen,AvgVanillaIw,eRenyi2,MinVanillaIw,Bound,VarJ,ESSRenyi,MinNormIw,AvgRet,BatchSize,MaxNormIw,IterType,VarRet,Delta,ESSClassic,AvgDiscRet,EpsThisIter,J
5.43914e-20,1310.75636338,-69.3565298489,,0.00333333,1.0,100.04,1.0,1.0,1.0,-69.7705,35.8473,500.0,0.00333333,-69.3565298489,500,0.00333333,2,1310.75636338,1.0,299.999969474,-69.3565298489,100,-69.7705
5.4346e-20,1304.23449098,-69.9863535008,,0.0025,1.0,101.71,1.0,1.0,1.0,-69.8245,35.8689,500.0,0.0025,-69.9863535008,500,0.0025,2,1304.23449098,1.0,400.0,-69.9863535008,100,-69.8245
5.43187e-20,2517.90786011,-72.7564406654,,0.002,1.0,103.91,1.0,1.0,1.0,-70.4109,39.1048,500.0,0.002,-72.7564406654,500,0.002,1,2517.90786011,1.0,500.000006643,-72.7564406654,100,-70.4109
3.50449e-18,1318.7268056,-69.347723024,,0.01,1.0,100.51,1.0,1.0,1.0,-69.3477,36.1323,500.0,0.01,-69.347723024,500,0.01,2,1318.7268056,1.0,100.0,-69.347723024,100,-69.3477
2.1793e-19,1317.02576838,-70.9408477838,,0.005,1.0,102.93,1.0,1.0,1.0,-70.1443,36.1294,500.0,0.005,-70.9408477838,500,0.005,2,1317.02576838,1.0,200.000000102,-70.9408477838,100,-70.1443
5.43914e-20,98.1513464049,-66.2850792149,,0.00333333,1.0,96.59,1.0,1.0,1.0,-68.8579,30.0985,500.0,0.00333333,-66.2850792149,500,0.00333333,2,98.1513464049,1.0,299.999969474,-66.2850792149,100,-68.8579
5.4346e-20,2551.01504116,-73.2394430088,,0.0025,1.0,104.46,1.0,1.0,1.0,-69.9533,36.2549,500.0,0.0025,-73.2394430088,500,0.0025,2,2551.01504116,1.0,400.0,-73.2394430088,100,-69.9533
5.43187e-20,74.3095249771,-66.1094130561,,0.002,1.0,96.23,1.0,1.0,1.0,-69.1845,32.6896,500.0,0.002,-66.1094130561,500,0.002,1,74.3095249771,1.0,500.000006643,-66.1094130561,100,-69.1845
3.50449e-18,3716.19811343,-76.2830298406,,0.01,1.0,107.95,1.0,1.0,1.0,-76.283,60.6551,500.0,0.01,-76.2830298406,500,0.01,2,3716.19811343,1.0,100.0,-76.2830298406,100,-76.283
2.1793e-19,74.2945704823,-65.7478633374,,0.005,1.0,96.08,1.0,1.0,1.0,-71.0154,43.6353,500.0,0.005,-65.7478633374,500,0.005,2,74.2945704823,1.0,200.000000102,-65.7478633374,100,-71.0154
5.43914e-20,75.0041914912,-65.1966647995,,0.00333333,1.0,94.9,1.0,1.0,1.0,-69.0759,36.0782,500.0,0.00333333,-65.1966647995,500,0.00333333,2,75.0041914912,1.0,299.999969474,-65.1966647995,100,-69.0759
5.4346e-20,1305.76920784,-70.521385389,,0.0025,1.0,101.96,1.0,1.0,1.0,-69.4372,36.0527,500.0,0.0025,-70.521385389,500,0.0025,2,1305.76920784,1.0,400.0,-70.521385389,100,-69.4372
5.43187e-20,1311.6478469,-69.9272279352,,0.002,1.0,100.68,1.0,1.0,1.0,-69.5352,36.0497,500.0,0.002,-69.9272279352,500,0.002,1,1311.6478469,1.0,500.000006643,-69.9272279352,100,-69.5352
3.50449e-18,1301.93730646,-68.4938283037,,0.01,1.0,99.12,1.0,1.0,1.0,-68.4938,35.9015,500.0,0.01,-68.4938283037,500,0.01,2,1301.93730646,1.0,100.0,-68.4938283037,100,-68.4938
2.1793e-19,1314.6134177,-70.7717792039,,0.005,1.0,102.45,1.0,1.0,1.0,-69.6328,36.0068,500.0,0.005,-70.7717792039,500,0.005,2,1314.6134177,1.0,200.000000102,-70.7717792039,100,-69.6328
5.43914e-20,3706.39258987,-76.0670219159,,0.00333333,1.0,107.47,1.0,1.0,1.0,-71.7775,45.789,500.0,0.00333333,-76.0670219159,500,0.00333333,2,3706.39258987,1.0,299.999969474,-76.0670219159,100,-71.7775
5.4346e-20,1323.14397708,-69.4447235347,,0.0025,1.0,100.04,1.0,1.0,1.0,-71.1943,43.6002,500.0,0.0025,-69.4447235347,500,0.0025,2,1323.14397708,1.0,400.0,-69.4447235347,100,-71.1943
5.43187e-20,59.4283696524,-66.8946880674,,0.002,1.0,97.69,1.0,1.0,1.0,-70.3344,39.1855,500.0,0.002,-66.8946880674,500,0.002,1,59.4283696524,1.0,500.000006643,-66.8946880674,100,-70.3344
3.50449e-18,2509.3451703,-73.1491434857,,0.01,1.0,104.57,1.0,1.0,1.0,-73.1491,49.8423,500.0,0.01,-73.1491434857,500,0.01,2,2509.3451703,1.0,100.0,-73.1491434857,100,-73.1491
2.1793e-19,1290.59329738,-69.9442569052,,0.005,1.0,100.99,1.0,1.0,1.0,-71.5467,43.3997,500.0,0.005,-69.9442569052,500,0.005,2,1290.59329738,1.0,200.000000102,-69.9442569052,100,-71.5467
5.43914e-20,77.6992276142,-65.6856910947,,0.00333333,1.0,95.66,1.0,1.0,1.0,-69.593,35.9022,500.0,0.00333333,-65.6856910947,500,0.00333333,2,77.6992276142,1.0,299.999969474,-65.6856910947,100,-69.593
5.4346e-20,1307.33744646,-70.8273735443,,0.0025,1.0,102.37,1.0,1.0,1.0,-69.9016,35.9246,500.0,0.0025,-70.8273735443,500,0.0025,2,1307.33744646,1.0,400.0,-70.8273735443,100,-69.9016
5.43187e-20,78.2108086648,-67.6344181505,,0.002,1.0,98.98,1.0,1.0,1.0,-69.4482,32.3847,500.0,0.002,-67.6344181505,500,0.002,1,78.2108086648,1.0,500.000006643,-67.6344181505,100,-69.4482
3.50449e-18,103.725186396,-68.9875146802,,0.01,1.0,101.15,1.0,1.0,1.0,-68.9875,10.1335,500.0,0.01,-68.9875146802,500,0.01,2,103.725186396,1.0,100.0,-68.9875146802,100,-68.9875
2.1793e-19,1299.45568844,-68.9237458768,,0.005,1.0,99.11,1.0,1.0,1.0,-68.9556,26.3548,500.0,0.005,-68.9237458768,500,0.005,2,1299.45568844,1.0,200.000000102,-68.9237458768,100,-68.9556
5.43914e-20,85.8802169565,-66.9130591133,,0.00333333,1.0,97.69,1.0,1.0,1.0,-68.2748,22.1882,500.0,0.00333333,-66.9130591133,500,0.00333333,2,85.8802169565,1.0,299.999969474,-66.9130591133,100,-68.2748
5.4346e-20,64.7981348601,-66.7147919567,,0.0025,1.0,97.3,1.0,1.0,1.0,-67.8848,19.6401,500.0,0.0025,-66.7147919567,500,0.0025,2,64.7981348601,1.0,400.0,-66.7147919567,100,-67.8848
5.43187e-20,70.2869652618,-65.9996900718,,0.002,1.0,96.42,1.0,1.0,1.0,-67.5078,17.9742,500.0,0.002,-65.9996900718,500,0.002,1,70.2869652618,1.0,500.000006643,-65.9996900718,100,-67.5078
