MaxVanillaIw,J,MinVanillaIw,IterType,VarDiscRet,AvgNormIw,VarVanillaIw,MaxNormIw,VarRet,BatchSize,AvgRet,MinNormIw,AvgVanillaIw,eRenyi2,Delta,VanillaAvgRet,AvgEpLen,AvgDiscRet,VarJ,Bound,EpsThisIter,ESSRenyi,ESSClassic,VarNormIw
1.0,655.949,1.0,2,283639.035599,0.0025,,0.0025,283639.035599,500,668.826051734,0.0025,1.0,1.0,0.4,668.826051734,72.3,668.826051734,542.685,372.677,100,500.0,400.0,5.4346e-20
1126.78,3866.59,2.959e-12,1,537071.27139,0.002,2544.17,0.769477,537071.27139,500,727.269316689,2.0207e-15,2.92869,35.4145,0.4,727.269316689,78.68,727.269316689,13734.0,2349.11,100,14.1185087842,1.68335838221,0.00118647
1.0,1739.54,1.0,2,2103762.37392,0.01,,0.01,2103762.37392,500,1739.54351344,0.01,1.0,1.0,0.4,1739.54351344,188.31,1739.54351344,1443.16,1166.72,100,500.0,100.0,3.50449e-18
1.0,1652.84,1.0,2,1539576.84253,0.005,,0.005,1539576.84253,500,1566.1318102,0.005,1.0,1.0,0.4,1566.1318102,169.73,1566.1318102,1345.72,1247.79,100,500.0,200.000000102,2.1793e-19
1.0,1675.28,1.0,2,2007593.69539,0.00333333,,0.00333333,2007593.69539,500,1720.15488952,0.00333333,1.0,1.0,0.4,1720.15488952,186.11,1720.15488952,1367.78,1344.56,100,500.0,299.999969474,5.43914e-20
1.0,1635.25,1.0,2,1895675.89366,0.0025,,0.0025,1895675.89366,500,1515.18896699,0.0025,1.0,1.0,0.4,1515.18896699,163.66,1515.18896699,1370.07,1348.84,100,500.0,400.0,5.4346e-20
58.125,4171.21,3.18852e-17,1,2237611.22342,0.002,38.5291,0.0694966,2237611.22342,500,1843.81797673,3.81232e-20,1.67274,14.0881,0.4,1843.81797673,199.43,1843.81797673,2090.58,3209.19,100,35.4910652938,33.9159259947,5.50795e-05
1.0,3802.33,1.0,2,1717192.08838,0.01,,0.01,1717192.08838,500,3802.33223862,0.01,1.0,1.0,0.4,3802.33223862,410.55,3802.33223862,1303.85,3229.37,100,500.0,100.0,3.50449e-18
1.0,3826.98,1.0,2,1873979.55807,0.005,,0.005,1873979.55807,500,3851.62893767,0.005,1.0,1.0,0.4,3851.62893767,415.43,3851.62893767,1333.51,3421.7,100,500.0,200.000000102,2.1793e-19
1.0,3832.52,1.0,2,1854104.38039,0.00333333,,0.00333333,1854104.38039,500,3843.59969841,0.00333333,1.0,1.0,0.4,3843.59969841,414.49,3843.59969841,1340.67,3501.61,100,500.0,299.999969474,5.43914e-20
1.0,3849.37,1.0,2,1490390.36819,0.0025,,0.0025,1490390.36819,500,3899.93209569,0.0025,1.0,1.0,0.4,3899.93209569,420.29,3899.93209569,1310.64,3562.79,100,500.0,400.0,5.4346e-20
8.60614,4519.47,3.66209e-05,1,1483566.96063,0.002,1.8612,0.0166381,1483566.96063,500,3951.63839303,7.07986e-08,1.03451,2.60022,0.4,3951.63839303,426.16,3951.63839303,406.763,4106.15,100,192.291776716,182.773810281,6.9564e-06
1.0,4486.36,1.0,2,463195.192442,0.01,,0.01,463195.192442,500,4486.35672037,0.01,1.0,1.0,0.4,4486.35672037,482.91,4486.35672037,677.173,3913.22,100,500.0,100.0,3.50449e-18
1.0,4496.31,1.0,2,325136.058498,0.005,,0.005,325136.058498,500,4506.2625732,0.005,1.0,1.0,0.4,4506.2625732,484.28,4506.2625732,624.758,4091.02,100,500.0,200.000000102,2.1793e-19
1.0,4492.57,1.0,2,381769.233108,0.00333333,,0.00333333,381769.233108,500,4485.09855073,0.00333333,1.0,1.0,0.4,4485.09855073,482.12,4485.09855073,621.472,4161.65,100,500.0,299.999969474,5.43914e-20
1.0,4498.7,1.0,2,289399.936719,0.0025,,0.0025,289399.936719,500,4517.06639632,0.0025,1.0,1.0,0.4,4517.06639632,486.22,4517.06639632,601.173,4212.11,100,500.0,400.0,5.4346e-20
2.52581,4610.65,0.0294127,1,615656.276355,0.002,0.282623,0.00507394,615656.276355,500,4421.79654579,5.90853e-05,0.995603,1.27923,0.4,4421.79654579,475.87,4421.79654579,180.999,4320.74,100,390.859471603,389.240149722,1.1405e-06
1.0,4574.68,1.0,2,131932.867212,0.01,,0.01,131932.867212,500,4574.67936415,0.01,1.0,1.0,0.4,4574.67936415,491.95,4574.67936415,361.405,4001.52,100,500.0,100.0,3.50449e-18
1.0,4585.66,1.0,2,167702.587225,0.005,,0.005,167702.587225,500,4596.65029962,0.005,1.0,1.0,0.4,4596.65029962,493.81,4596.65029962,385.279,4180.37,100,500.0,200.000000102,2.1793e-19
1.0,4598.56,1.0,2,54334.2725087,0.00333333,,0.00333333,54334.2725087,500,4624.3381636,0.00333333,1.0,1.0,0.4,4624.3381636,496.97,4624.3381636,342.378,4267.64,100,500.0,299.999969474,5.43914e-20
1.0,4591.62,1.0,2,183438.90134,0.0025,,0.0025,183438.90134,500,4570.79921412,0.0025,1.0,1.0,0.4,4570.79921412,491.28,4570.79921412,365.325,4305.03,100,500.0,400.0,5.4346e-20
22.9527,4645.77,4.11246e-19,1,64128.5307581,0.002,5.03599,0.0597055,64128.5307581,500,4607.39145044,1.06975e-21,0.768866,1.0,0.4,4607.39145044,495.96,4607.39145044,199.623,4389.44,100,499.998927119,52.621175771,3.40756e-05
1.0,4428.78,1.0,2,674319.746268,0.01,,0.01,674319.746268,500,4428.77948937,0.01,1.0,1.0,0.4,4428.77948937,476.35,4428.77948937,817.054,3855.71,100,500.0,100.0,3.50449e-18
1.0,4383.51,1.0,2,1072038.97815,0.005,,0.005,1072038.97815,500,4338.2354917,0.005,1.0,1.0,0.4,4338.2354917,466.32,4338.2354917,930.858,3978.22,100,500.0,200.000000102,2.1793e-19
1.0,4327.15,1.0,2,1245789.30132,0.00333333,,0.00333333,1245789.30132,500,4214.44113998,0.00333333,1.0,1.0,0.4,4214.44113998,453.12,4214.44113998,997.561,3996.23,100,500.0,299.999969474,5.43914e-20
1.0,4368.72,1.0,2,527352.802116,0.0025,,0.0025,527352.802116,500,4493.43903882,0.0025,1.0,1.0,0.4,4493.43903882,482.58,4493.43903882,939.175,4082.14,100,500.0,400.0,5.4346e-20
2.93428,4616.44,0.00519229,1,774334.535578,0.002,0.430339,0.00562197,774334.535578,500,4434.04265285,9.94822e-06,1.04386,1.39404,0.4,4434.04265285,476.53,4434.04265285,170.24,4313.79,100,358.671026048,358.642973392,1.57973e-06
1.0,4630.44,1.0,2,27593.7727862,0.01,,0.01,27593.7727862,500,4630.43766379,0.01,1.0,1.0,0.4,4630.43766379,497.58,4630.43766379,165.281,4057.27,100,500.0,100.0,3.50449e-18
1.0,4620.94,1.0,2,56680.5086034,0.005,,0.005,56680.5086034,500,4611.44325019,0.005,1.0,1.0,0.4,4611.44325019,495.66,4611.44325019,204.465,4215.65,100,500.0,200.000000102,2.1793e-19
1.0,4619.52,1.0,2,104457.837988,0.00333333,,0.00333333,104457.837988,500,4616.68887486,0.00333333,1.0,1.0,0.4,4616.68887486,496.55,4616.68887486,249.691,4288.6,100,500.0,299.999969474,5.43914e-20
1.0,4616.84,1.0,2,86812.961054,0.0025,,0.0025,86812.961054,500,4608.80746489,0.0025,1.0,1.0,0.4,4608.80746489,495.69,4608.80746489,261.28,4330.26,100,500.0,400.0,5.4346e-20
1.59201,4643.21,0.0773365,1,159671.959652,0.002,0.0895154,0.0032313,159671.959652,500,4586.96980881,0.00015697,0.985365,1.08345,0.4,4586.96980881,492.84,4586.96980881,88.1112,4376.4,100,461.490760181,457.871371597,3.68776e-07
1.0,4601.81,1.0,2,136333.628849,0.01,,0.01,136333.628849,500,4601.8097353,0.01,1.0,1.0,0.4,4601.8097353,494.57,4601.8097353,367.383,4028.63,100,500.0,100.0,3.50449e-18
1.0,4605.29,1.0,2,115843.700258,0.005,,0.005,115843.700258,500,4608.77936905,0.005,1.0,1.0,0.4,4608.77936905,494.84,4608.77936905,353.327,4199.99,100,500.0,200.000000102,2.1793e-19
1.0,4614.4,1.0,2,27145.0501394,0.00333333,,0.00333333,27145.0501394,500,4632.61720361,0.00333333,1.0,1.0,0.4,4632.61720361,498.27,4632.61720361,303.892,4283.48,100,500.0,299.999969474,5.43914e-20
1.0,4613.18,1.0,2,125198.584159,0.0025,,0.0025,125198.584159,500,4609.50447181,0.0025,1.0,1.0,0.4,4609.50447181,495.4,4609.50447181,316.629,4326.59,100,500.0,400.0,5.4346e-20
1.72807,4643.87,0.163174,1,241528.338976,0.002,0.0968989,0.00348994,241528.338976,500,4586.05994694,0.00032954,0.990317,1.08708,0.4,4586.05994694,492.74,4586.05994694,107.45,4376.6,100,459.947244782,455.122405876,3.95213e-07
1.0,4657.44,1.0,2,446.328771414,0.01,,0.01,446.328771414,500,4657.43531918,0.01,1.0,1.0,0.4,4657.43531918,500.0,4657.43531918,21.0206,4084.26,100,500.0,100.0,3.50449e-18
1.0,4646.03,1.0,2,47205.1362859,0.005,,0.005,47205.1362859,500,4634.61845165,0.005,1.0,1.0,0.4,4634.61845165,497.72,4634.61845165,154.005,4240.73,100,500.0,200.000000102,2.1793e-19
1.0,4644.19,1.0,2,27979.8281653,0.00333333,,0.00333333,27979.8281653,500,4640.51616206,0.00333333,1.0,1.0,0.4,4640.51616206,498.25,4640.51616206,158.278,4313.27,100,500.0,299.999969474,5.43914e-20
1.0,4646.91,1.0,2,762.315727376,0.0025,,0.0025,762.315727376,500,4655.05794044,0.0025,1.0,1.0,0.4,4655.05794044,500.0,4655.05794044,137.839,4360.32,100,500.0,400.0,5.4346e-20
1.34312,4653.16,0.386995,1,10675.698239,0.002,0.0253233,0.00270643,10675.698239,500,4644.67108439,0.000779811,0.992536,1.02192,0.4,4644.67108439,498.94,4644.67108439,70.5386,4394.04,100,489.27373663,487.493922456,1.02823e-07
1.0,4660.36,1.0,2,504.50893715,0.01,,0.01,504.50893715,500,4660.3585897,0.01,1.0,1.0,0.4,4660.3585897,500.0,4660.3585897,22.3487,4087.21,100,500.0,100.0,3.50449e-18
1.0,4657.37,1.0,2,895.040224163,0.005,,0.005,895.040224163,500,4654.3838183,0.005,1.0,1.0,0.4,4654.3838183,500.0,4654.3838183,26.4896,4252.08,100,500.0,200.000000102,2.1793e-19
1.0,4658.64,1.0,2,425.710412821,0.00333333,,0.00333333,425.710412821,500,4661.18438738,0.00333333,1.0,1.0,0.4,4661.18438738,500.0,4661.18438738,24.7289,4327.72,100,500.0,299.999969474,5.43914e-20
1.0,4650.21,1.0,2,116214.084738,0.0025,,0.0025,116214.084738,500,4624.89781995,0.0025,1.0,1.0,0.4,4624.89781995,496.36,4624.89781995,171.567,4363.62,100,500.0,400.0,5.4346e-20
1.36643,4654.07,0.326437,1,28942.7713729,0.002,0.025942,0.00274294,28942.7713729,500,4634.64966017,0.00065528,0.996327,1.02278,0.4,4634.64966017,497.52,4634.64966017,91.6899,4394.83,100,488.865308604,487.290883648,1.04535e-07
1.0,4660.71,1.0,2,331.355102786,0.01,,0.01,331.355102786,500,4660.71528057,0.01,1.0,1.0,0.4,4660.71528057,500.0,4660.71528057,18.1119,4087.6,100,500.0,100.0,3.50449e-18
1.0,4661.19,1.0,2,355.756572373,0.005,,0.005,355.756572373,500,4661.65842741,0.005,1.0,1.0,0.4,4661.65842741,500.0,4661.65842741,18.4484,4255.89,100,500.0,200.000000102,2.1793e-19
1.0,4652.61,1.0,2,60866.7388243,0.00333333,,0.00333333,60866.7388243,500,4635.47151687,0.00333333,1.0,1.0,0.4,4635.47151687,497.37,4635.47151687,143.038,4321.69,100,500.0,299.999969474,5.43914e-20
1.0,4654.75,1.0,2,381.859755118,0.0025,,0.0025,381.859755118,500,4661.13489559,0.0025,1.0,1.0,0.4,4661.13489559,500.0,4661.13489559,124.31,4368.16,100,500.0,400.0,5.4346e-20
1.26563,4658.97,0.611493,1,289.970081962,0.002,0.00903977,0.00251387,289.970081962,500,4663.01520674,0.00121459,1.00692,1.00875,0.4,4663.01520674,500.0,4663.01520674,68.9904,4401.52,100,495.662265038,495.590127778,3.56641e-08
1.0,4661.29,1.0,2,337.121764767,0.01,,0.01,337.121764767,500,4661.28925237,0.01,1.0,1.0,0.4,4661.28925237,500.0,4661.28925237,18.2688,4088.14,100,500.0,100.0,3.50449e-18
1.0,4662.2,1.0,2,156.062180176,0.005,,0.005,156.062180176,500,4663.12043439,0.005,1.0,1.0,0.4,4663.12043439,500.0,4663.12043439,15.6513,4256.93,100,500.0,200.000000102,2.1793e-19
1.0,4658.66,1.0,2,14719.1790096,0.00333333,,0.00333333,14719.1790096,500,4651.57688351,0.00333333,1.0,1.0,0.4,4651.57688351,498.72,4651.57688351,71.0334,4327.75,100,500.0,299.999969474,5.43914e-20
1.0,4659.12,1.0,2,378.282020013,0.0025,,0.0025,378.282020013,500,4660.48773405,0.0025,1.0,1.0,0.4,4660.48773405,500.0,4660.48773405,62.278,4372.54,100,500.0,400.0,5.4346e-20
1.13342,4660.6,0.755289,1,278.054886202,0.002,0.00364301,0.00226086,278.054886202,500,4661.81433185,0.0015066,1.00264,1.00338,0.4,4661.81433185,500.0,4661.81433185,43.4598,4403.83,100,498.31655112,498.198340308,1.44954e-08
1.0,4662.74,1.0,2,273.76610207,0.01,,0.01,273.76610207,500,4662.74263568,0.01,1.0,1.0,0.4,4662.74263568,500.0,4662.74263568,16.4629,4089.57,100,500.0,100.0,3.50449e-18
1.0,4662.04,1.0,2,333.000176378,0.005,,0.005,333.000176378,500,4661.34662294,0.005,1.0,1.0,0.4,4661.34662294,500.0,4661.34662294,17.3446,4256.75,100,500.0,200.000000102,2.1793e-19
1.0,4661.55,1.0,2,217.316299954,0.00333333,,0.00333333,217.316299954,500,4660.55385346,0.00333333,1.0,1.0,0.4,4660.55385346,500.0,4660.55385346,16.5156,4330.63,100,500.0,299.999969474,5.43914e-20
1.0,4660.81,1.0,2,568.847386586,0.0025,,0.0025,568.847386586,500,4658.58376245,0.0025,1.0,1.0,0.4,4658.58376245,500.0,4658.58376245,18.6282,4374.22,100,500.0,400.0,5.4346e-20
1.13536,4661.07,0.598451,1,452.6184065,0.002,0.0037961,0.00228064,452.6184065,500,4658.15644429,0.00120213,0.995653,1.00312,0.4,4658.15644429,500.0,4658.15644429,17.42,4404.34,100,498.442391295,498.096363046,1.53173e-08
1.0,4660.23,1.0,2,267.812412568,0.01,,0.01,267.812412568,500,4660.22587459,0.01,1.0,1.0,0.4,4660.22587459,500.0,4660.22587459,16.283,4087.06,100,500.0,100.0,3.50449e-18
1.0,4660.96,1.0,2,282.520075679,0.005,,0.005,282.520075679,500,4661.70199906,0.005,1.0,1.0,0.4,4661.70199906,500.0,4661.70199906,16.5215,4255.66,100,500.0,200.000000102,2.1793e-19
1.0,4662.15,1.0,2,206.952973459,0.00333333,,0.00333333,206.952973459,500,4664.52019657,0.00333333,1.0,1.0,0.4,4664.52019657,500.0,4664.52019657,15.9084,4331.22,100,500.0,299.999969474,5.43914e-20
1.0,4660.73,1.0,2,4397.70754474,0.0025,,0.0025,4397.70754474,500,4656.4802337,0.0025,1.0,1.0,0.4,4656.4802337,499.41,4656.4802337,35.8367,4374.14,100,500.0,400.0,5.4346e-20
1.11543,4662.2,0.543195,1,261.186007918,0.002,0.00447687,0.00223258,261.186007918,500,4662.48393182,0.00108723,0.999232,1.00372,0.4,4662.48393182,500.0,4662.48393182,21.5164,4405.39,100,498.146457033,497.772546004,1.7935e-08
1.0,4662.21,1.0,2,252.452107477,0.01,,0.01,252.452107477,500,4662.21478091,0.01,1.0,1.0,0.4,4662.21478091,500.0,4662.21478091,15.8091,4089.05,100,500.0,100.0,3.50449e-18
1.0,4663.84,1.0,2,243.088320187,0.005,,0.005,243.088320187,500,4665.47231707,0.005,1.0,1.0,0.4,4665.47231707,500.0,4665.47231707,15.7463,4258.56,100,500.0,200.000000102,2.1793e-19
1.0,4664.06,1.0,2,166.157691471,0.00333333,,0.00333333,166.157691471,500,4664.49390147,0.00333333,1.0,1.0,0.4,4664.49390147,500.0,4664.49390147,14.8399,4333.14,100,500.0,299.999969474,5.43914e-20
1.0,4663.94,1.0,2,212.771022745,0.0025,,0.0025,212.771022745,500,4663.57044957,0.0025,1.0,1.0,0.4,4663.57044957,500.0,4663.57044957,14.7605,4377.35,100,500.0,400.0,5.4346e-20
1.07157,4663.72,0.783175,1,250.369082439,0.002,0.0015605,0.00213992,250.369082439,500,4661.072645,0.00156401,1.0015,1.00138,0.4,4661.072645,500.0,4661.072645,14.3875,4407.21,100,499.311026915,499.224559707,6.22331e-09
1.0,4660.76,1.0,2,210.631941297,0.01,,0.01,210.631941297,500,4660.75552595,0.01,1.0,1.0,0.4,4660.75552595,500.0,4660.75552595,14.4404,4087.59,100,500.0,100.0,3.50449e-18
1.0,4649.28,1.0,2,56287.0044164,0.005,,0.005,56287.0044164,500,4637.80971295,0.005,1.0,1.0,0.4,4637.80971295,497.51,4637.80971295,167.624,4243.99,100,500.0,200.000000102,2.1793e-19
1.0,4651.98,1.0,2,685.759937058,0.00333333,,0.00333333,685.759937058,500,4657.37356737,0.00333333,1.0,1.0,0.4,4657.37356737,499.9,4657.37356737,137.742,4321.06,100,500.0,299.999969474,5.43914e-20
1.0,4654.87,1.0,2,203.047557939,0.0025,,0.0025,203.047557939,500,4663.54116056,0.0025,1.0,1.0,0.4,4663.54116056,500.0,4663.54116056,119.603,4368.29,100,500.0,400.0,5.4346e-20
1.15935,4661.12,0.275401,1,194.108736269,0.002,0.0125312,0.0023455,194.108736269,500,4664.9340545,0.000557166,0.988578,1.01051,0.4,4664.9340545,500.0,4664.9340545,33.3567,4403.45,100,494.797219805,493.682531816,5.12897e-08
1.0,4665.56,1.0,2,166.080505482,0.01,,0.01,166.080505482,500,4665.55870452,0.01,1.0,1.0,0.4,4665.55870452,500.0,4665.55870452,12.8226,4092.41,100,500.0,100.0,3.50449e-18
1.0,4665.0,1.0,2,174.28569289,0.005,,0.005,174.28569289,500,4664.43422306,0.005,1.0,1.0,0.4,4664.43422306,500.0,4664.43422306,12.9922,4259.72,100,500.0,200.000000102,2.1793e-19
1.0,4659.52,1.0,2,23270.4774484,0.00333333,,0.00333333,23270.4774484,500,4648.58095505,0.00333333,1.0,1.0,0.4,4648.58095505,498.38,4648.58095505,88.6096,4328.62,100,500.0,299.999969474,5.43914e-20
1.0,4660.77,1.0,2,211.018605437,0.0025,,0.0025,211.018605437,500,4664.51269691,0.0025,1.0,1.0,0.4,4664.51269691,500.0,4664.51269691,77.108,4374.19,100,500.0,400.0,5.4346e-20
1.12797,4663.41,0.569797,1,148.255400915,0.002,0.00580736,0.00226009,148.255400915,500,4665.92212823,0.00114169,0.99816,1.00515,0.4,4665.92212823,500.0,4665.92212823,40.9407,4406.42,100,497.436089017,497.108273843,2.33152e-08
1.0,4664.63,1.0,2,245.546762768,0.01,,0.01,245.546762768,500,4664.62882503,0.01,1.0,1.0,0.4,4664.62882503,500.0,4664.62882503,15.5914,4091.46,100,500.0,100.0,3.50449e-18
1.0,4664.04,1.0,2,248.974610159,0.005,,0.005,248.974610159,500,4663.45725311,0.005,1.0,1.0,0.4,4663.45725311,500.0,4663.45725311,15.6567,4258.75,100,500.0,200.000000102,2.1793e-19
1.0,4663.03,1.0,2,274.875579332,0.00333333,,0.00333333,274.875579332,500,4660.9901923,0.00333333,1.0,1.0,0.4,4660.9901923,500.0,4660.9901923,16.0063,4332.1,100,500.0,299.999969474,5.43914e-20
1.0,4663.59,1.0,2,158.865812859,0.0025,,0.0025,158.865812859,500,4665.29694774,0.0025,1.0,1.0,0.4,4665.29694774,500.0,4665.29694774,15.2459,4377.0,100,500.0,400.0,5.4346e-20
1.08,4664.25,0.805999,1,167.817714484,0.002,0.00169872,0.00215553,167.817714484,500,4664.91493628,0.00160866,1.00207,1.00155,0.4,4664.91493628,500.0,4664.91493628,13.9865,4407.72,100,499.226397997,499.15702054,6.76677e-09
1.0,4664.14,1.0,2,177.613146876,0.01,,0.01,177.613146876,500,4664.14143459,0.01,1.0,1.0,0.4,4664.14143459,500.0,4664.14143459,13.2604,4091.03,100,500.0,100.0,3.50449e-18
1.0,4664.1,1.0,2,204.618430909,0.005,,0.005,204.618430909,500,4664.06119795,0.005,1.0,1.0,0.4,4664.06119795,500.0,4664.06119795,13.7552,4258.81,100,500.0,200.000000102,2.1793e-19
