BatchSize,VarDiscRet,AvgRet,EpsThisIter,VarVanillaIw,VanillaAvgRet,IterType,VarJ,AvgVanillaIw,AvgNormIw,MaxNormIw,VarRet,eRenyi2,VarNormIw,MaxVanillaIw,AvgEpLen,ESSRenyi,Delta,ESSClassic,MinNormIw,AvgDiscRet,J,Bound,MinVanillaIw
500,117467.842253,1236.98659939,100,,1236.98659939,2,322.397,1.0,0.0025,0.0025,117467.842253,1.0,5.4346e-20,1.0,133.78,500.0,0.9,400.0,0.0025,1236.98659939,1210.81,1175.55,1.0
500,106205.91208,1216.87739923,100,,1216.87739923,1,322.779,1.0,0.002,0.002,106205.91208,1.0,5.43187e-20,1.0,131.82,500.0,0.9,500.000006643,0.002,1216.87739923,1212.02,1180.48,1.0
500,84914.6095373,1299.71496441,100,,1299.71496441,2,289.94,1.0,0.01,0.01,84914.6095373,1.0,3.50449e-18,1.0,140.76,500.0,0.9,100.0,0.01,1299.71496441,1299.71,1223.69,1.0
500,121776.263443,1178.16518407,100,,1178.16518407,2,325.585,1.0,0.005,0.005,121776.263443,1.0,2.1793e-19,1.0,127.54,500.0,0.9,200.000000102,0.005,1178.16518407,1238.94,1183.72,1.0
500,88285.5409874,1240.14604266,100,,1240.14604266,2,315.919,1.0,0.00333333,0.00333333,88285.5409874,1.0,5.43914e-20,1.0,134.37,500.0,0.9,299.999969474,0.00333333,1240.14604266,1239.34,1194.25,1.0
500,81241.7202953,1188.59467734,100,,1188.59467734,2,308.94,1.0,0.0025,0.0025,81241.7202953,1.0,5.4346e-20,1.0,129.02,500.0,0.9,400.0,0.0025,1188.59467734,1226.66,1187.61,1.0
500,92311.5086738,1237.09798705,100,,1237.09798705,1,307.653,1.0,0.002,0.002,92311.5086738,1.0,5.43187e-20,1.0,134.1,500.0,0.9,500.000006643,0.002,1237.09798705,1228.74,1193.82,1.0
500,103883.909558,1174.00873013,100,,1174.00873013,2,320.695,1.0,0.01,0.01,103883.909558,1.0,3.50449e-18,1.0,127.15,500.0,0.9,100.0,0.01,1174.00873013,1174.01,1115.32,1.0
500,105146.402222,1245.62765798,100,,1245.62765798,2,323.655,1.0,0.005,0.005,105146.402222,1.0,2.1793e-19,1.0,134.62,500.0,0.9,200.000000102,0.005,1245.62765798,1209.82,1157.62,1.0
500,96659.2108838,1170.62506537,100,,1170.62506537,2,319.49,1.0,0.00333333,0.00333333,96659.2108838,1.0,5.43914e-20,1.0,126.9,500.0,0.9,299.999969474,0.00333333,1170.62506537,1196.75,1154.14,1.0
500,104655.722042,1249.65250753,100,,1249.65250753,2,320.909,1.0,0.0025,0.0025,104655.722042,1.0,5.4346e-20,1.0,135.46,500.0,0.9,400.0,0.0025,1249.65250753,1209.98,1173.07,1.0
500,131649.246598,1248.05022234,100,,1248.05022234,1,329.673,1.0,0.002,0.002,131649.246598,1.0,5.43187e-20,1.0,135.19,500.0,0.9,500.000006643,0.002,1248.05022234,1217.59,1183.55,1.0
500,105968.59383,1267.29607951,100,,1267.29607951,2,323.896,1.0,0.01,0.01,105968.59383,1.0,3.50449e-18,1.0,137.11,500.0,0.9,100.0,0.01,1267.29607951,1267.3,1197.51,1.0
500,113993.969056,1212.72004785,100,,1212.72004785,2,331.098,1.0,0.005,0.005,113993.969056,1.0,2.1793e-19,1.0,131.45,500.0,0.9,200.000000102,0.005,1212.72004785,1240.01,1189.12,1.0
500,99344.9917166,1190.88672723,100,,1190.88672723,2,326.196,1.0,0.00333333,0.00333333,99344.9917166,1.0,5.43914e-20,1.0,129.21,500.0,0.9,299.999969474,0.00333333,1190.88672723,1223.63,1182.09,1.0
500,112251.452062,1162.81263251,100,,1162.81263251,2,329.058,1.0,0.0025,0.0025,112251.452062,1.0,5.4346e-20,1.0,126.14,500.0,0.9,400.0,0.0025,1162.81263251,1208.43,1172.45,1.0
500,90262.3518591,1204.4012568,100,,1204.4012568,1,323.261,1.0,0.002,0.002,90262.3518591,1.0,5.43187e-20,1.0,130.69,500.0,0.9,500.000006643,0.002,1204.4012568,1207.62,1175.44,1.0
500,93614.4396499,1204.87401526,100,,1204.87401526,2,304.431,1.0,0.01,0.01,93614.4396499,1.0,3.50449e-18,1.0,130.65,500.0,0.9,100.0,0.01,1204.87401526,1204.87,1130.65,1.0
500,112640.201251,1198.1207789,100,,1198.1207789,2,319.543,1.0,0.005,0.005,112640.201251,1.0,2.1793e-19,1.0,130.04,500.0,0.9,200.000000102,0.005,1198.1207789,1201.5,1149.01,1.0
500,119377.169035,1184.1117254,100,,1184.1117254,2,327.923,1.0,0.00333333,0.00333333,119377.169035,1.0,5.43914e-20,1.0,128.54,500.0,0.9,299.999969474,0.00333333,1184.1117254,1195.7,1152.85,1.0
500,128260.766025,1217.76710792,100,,1217.76710792,2,335.389,1.0,0.0025,0.0025,128260.766025,1.0,5.4346e-20,1.0,132.15,500.0,0.9,400.0,0.0025,1217.76710792,1201.22,1164.11,1.0
500,120621.244975,1182.72242315,100,,1182.72242315,1,337.53,1.0,0.002,0.002,120621.244975,1.0,5.43187e-20,1.0,128.17,500.0,0.9,500.000006643,0.002,1182.72242315,1197.52,1164.33,1.0
500,109088.671774,1226.51038034,100,,1226.51038034,2,328.63,1.0,0.01,0.01,109088.671774,1.0,3.50449e-18,1.0,132.91,500.0,0.9,100.0,0.01,1226.51038034,1226.51,1151.71,1.0
500,87169.7711793,1152.15863802,100,,1152.15863802,2,313.895,1.0,0.005,0.005,87169.7711793,1.0,2.1793e-19,1.0,124.86,500.0,0.9,200.000000102,0.005,1152.15863802,1189.33,1136.44,1.0
500,118172.271007,1201.70727061,100,,1201.70727061,2,323.601,1.0,0.00333333,0.00333333,118172.271007,1.0,5.43914e-20,1.0,130.35,500.0,0.9,299.999969474,0.00333333,1201.70727061,1193.46,1149.63,1.0
500,96969.1145582,1228.94187785,100,,1228.94187785,2,320.584,1.0,0.0025,0.0025,96969.1145582,1.0,5.4346e-20,1.0,133.09,500.0,0.9,400.0,0.0025,1228.94187785,1202.33,1164.38,1.0
500,82055.4617722,1259.15136662,100,,1259.15136662,1,314.615,1.0,0.002,0.002,82055.4617722,1.0,5.43187e-20,1.0,136.54,500.0,0.9,500.000006643,0.002,1259.15136662,1213.69,1179.75,1.0
500,118293.432355,1257.33760131,100,,1257.33760131,2,342.214,1.0,0.01,0.01,118293.432355,1.0,3.50449e-18,1.0,136.21,500.0,0.9,100.0,0.01,1257.33760131,1257.34,1182.97,1.0
500,89774.0062704,1199.66219889,100,,1199.66219889,2,322.219,1.0,0.005,0.005,89774.0062704,1.0,2.1793e-19,1.0,130.35,500.0,0.9,200.000000102,0.005,1199.66219889,1228.5,1175.91,1.0
500,131902.103859,1197.85306911,100,,1197.85306911,2,336.085,1.0,0.00333333,0.00333333,131902.103859,1.0,5.43914e-20,1.0,130.04,500.0,0.9,299.999969474,0.00333333,1197.85306911,1218.28,1174.11,1.0
500,81603.2211151,1224.34619834,100,,1224.34619834,2,323.911,1.0,0.0025,0.0025,81603.2211151,1.0,5.4346e-20,1.0,132.66,500.0,0.9,400.0,0.0025,1224.34619834,1219.8,1181.54,1.0
500,104022.313126,1212.74578992,100,,1212.74578992,1,323.325,1.0,0.002,0.002,104022.313126,1.0,5.43187e-20,1.0,131.44,500.0,0.9,500.000006643,0.002,1212.74578992,1218.39,1184.17,1.0
500,108949.521987,1213.83800417,100,,1213.83800417,2,328.421,1.0,0.01,0.01,108949.521987,1.0,3.50449e-18,1.0,131.63,500.0,0.9,100.0,0.01,1213.83800417,1213.84,1136.71,1.0
500,88641.8266675,1239.55174663,100,,1239.55174663,2,313.006,1.0,0.005,0.005,88641.8266675,1.0,2.1793e-19,1.0,134.33,500.0,0.9,200.000000102,0.005,1239.55174663,1226.69,1172.15,1.0
500,108744.055509,1229.0244235,100,,1229.0244235,2,318.123,1.0,0.00333333,0.00333333,108744.055509,1.0,5.43914e-20,1.0,133.23,500.0,0.9,299.999969474,0.00333333,1229.0244235,1227.47,1182.63,1.0
500,119072.561003,1266.52652883,100,,1266.52652883,2,325.051,1.0,0.0025,0.0025,119072.561003,1.0,5.4346e-20,1.0,137.14,500.0,0.9,400.0,0.0025,1266.52652883,1237.24,1198.4,1.0
500,122296.30684,1186.66775939,100,,1186.66775939,1,330.379,1.0,0.002,0.002,122296.30684,1.0,5.43187e-20,1.0,128.92,500.0,0.9,500.000006643,0.002,1186.66775939,1227.12,1192.38,1.0
500,74972.2952583,1237.37494423,100,,1237.37494423,2,272.438,1.0,0.01,0.01,74972.2952583,1.0,3.50449e-18,1.0,134.18,500.0,0.9,100.0,0.01,1237.37494423,1237.37,1180.3,1.0
500,92967.8930973,1175.57998806,100,,1175.57998806,2,289.974,1.0,0.005,0.005,92967.8930973,1.0,2.1793e-19,1.0,127.39,500.0,0.9,200.000000102,0.005,1175.57998806,1206.48,1162.98,1.0
500,112327.216504,1199.97364461,100,,1199.97364461,2,305.179,1.0,0.00333333,0.00333333,112327.216504,1.0,5.43914e-20,1.0,130.01,500.0,0.9,299.999969474,0.00333333,1199.97364461,1204.31,1161.31,1.0
500,102348.07797,1187.64333598,100,,1187.64333598,2,308.6,1.0,0.0025,0.0025,102348.07797,1.0,5.4346e-20,1.0,128.79,500.0,0.9,400.0,0.0025,1187.64333598,1200.14,1162.9,1.0
500,98803.6629472,1175.30429978,100,,1175.30429978,1,309.595,1.0,0.002,0.002,98803.6629472,1.0,5.43187e-20,1.0,127.57,500.0,0.9,500.000006643,0.002,1175.30429978,1195.18,1161.86,1.0
500,106020.463798,1142.39119805,100,,1142.39119805,2,323.976,1.0,0.01,0.01,106020.463798,1.0,3.50449e-18,1.0,123.85,500.0,0.9,100.0,0.01,1142.39119805,1142.39,1076.46,1.0
500,103208.421022,1216.55905696,100,,1216.55905696,2,323.95,1.0,0.005,0.005,103208.421022,1.0,2.1793e-19,1.0,131.72,500.0,0.9,200.000000102,0.005,1216.55905696,1179.48,1129.38,1.0
500,123761.666894,1208.43129139,100,,1208.43129139,2,333.152,1.0,0.00333333,0.00333333,123761.666894,1.0,5.43914e-20,1.0,131.2,500.0,0.9,299.999969474,0.00333333,1208.43129139,1189.13,1146.55,1.0
500,139697.480878,1169.75136905,100,,1169.75136905,2,343.348,1.0,0.0025,0.0025,139697.480878,1.0,5.4346e-20,1.0,126.95,500.0,0.9,400.0,0.0025,1169.75136905,1184.28,1147.41,1.0
500,89150.6255253,1207.3507906,100,,1207.3507906,1,334.735,1.0,0.002,0.002,89150.6255253,1.0,5.43187e-20,1.0,131.06,500.0,0.9,500.000006643,0.002,1207.3507906,1188.9,1155.92,1.0
500,107645.638653,1169.21885344,100,,1169.21885344,2,326.449,1.0,0.01,0.01,107645.638653,1.0,3.50449e-18,1.0,126.58,500.0,0.9,100.0,0.01,1169.21885344,1169.22,1096.91,1.0
500,101137.174007,1190.88503224,100,,1190.88503224,2,321.66,1.0,0.005,0.005,101137.174007,1.0,2.1793e-19,1.0,129.25,500.0,0.9,200.000000102,0.005,1190.88503224,1180.05,1128.92,1.0
500,110563.228045,1218.70586208,100,,1218.70586208,2,325.261,1.0,0.00333333,0.00333333,110563.228045,1.0,5.43914e-20,1.0,132.01,500.0,0.9,299.999969474,0.00333333,1218.70586208,1192.94,1151.19,1.0
500,102345.694205,1223.2462638,100,,1223.2462638,2,323.803,1.0,0.0025,0.0025,102345.694205,1.0,5.4346e-20,1.0,132.54,500.0,0.9,400.0,0.0025,1223.2462638,1200.51,1163.88,1.0
500,106023.112691,1185.25291835,100,,1185.25291835,1,323.896,1.0,0.002,0.002,106023.112691,1.0,5.43187e-20,1.0,128.46,500.0,0.9,500.000006643,0.002,1185.25291835,1197.46,1164.69,1.0
500,95755.8686593,1167.10160151,100,,1167.10160151,2,307.893,1.0,0.01,0.01,95755.8686593,1.0,3.50449e-18,1.0,126.59,500.0,0.9,100.0,0.01,1167.10160151,1167.1,1105.1,1.0
500,124148.616835,1120.28400232,100,,1120.28400232,2,330.758,1.0,0.005,0.005,124148.616835,1.0,2.1793e-19,1.0,121.5,500.0,0.9,200.000000102,0.005,1120.28400232,1143.69,1086.66,1.0
500,80662.911561,1190.76074404,100,,1190.76074404,2,316.299,1.0,0.00333333,0.00333333,80662.911561,1.0,5.43914e-20,1.0,129.39,500.0,0.9,299.999969474,0.00333333,1190.76074404,1159.38,1112.81,1.0
500,85478.2452809,1165.38021972,100,,1165.38021972,2,310.155,1.0,0.0025,0.0025,85478.2452809,1.0,5.4346e-20,1.0,126.63,500.0,0.9,400.0,0.0025,1165.38021972,1160.88,1120.55,1.0
500,116162.566592,1243.93862146,100,,1243.93862146,1,317.901,1.0,0.002,0.002,116162.566592,1.0,5.43187e-20,1.0,134.7,500.0,0.9,500.000006643,0.002,1243.93862146,1177.49,1141.42,1.0
500,104571.003206,1161.20584621,100,,1161.20584621,2,321.753,1.0,0.01,0.01,104571.003206,1.0,3.50449e-18,1.0,126.09,500.0,0.9,100.0,0.01,1161.20584621,1161.21,1093.87,1.0
500,103496.816622,1197.28371574,100,,1197.28371574,2,321.433,1.0,0.005,0.005,103496.816622,1.0,2.1793e-19,1.0,130.33,500.0,0.9,200.000000102,0.005,1197.28371574,1179.24,1120.97,1.0
500,110917.908814,1251.22992189,100,,1251.22992189,2,326.548,1.0,0.00333333,0.00333333,110917.908814,1.0,5.43914e-20,1.0,135.6,500.0,0.9,299.999969474,0.00333333,1251.22992189,1203.24,1155.66,1.0
500,100284.132868,1197.50761209,100,,1197.50761209,2,323.731,1.0,0.0025,0.0025,100284.132868,1.0,5.4346e-20,1.0,129.94,500.0,0.9,400.0,0.0025,1197.50761209,1201.81,1160.6,1.0
500,107302.211087,1208.42796067,100,,1208.42796067,1,324.183,1.0,0.002,0.002,107302.211087,1.0,5.43187e-20,1.0,130.97,500.0,0.9,500.000006643,0.002,1208.42796067,1203.13,1166.28,1.0
500,117840.890989,1248.84051757,100,,1248.84051757,2,341.559,1.0,0.01,0.01,117840.890989,1.0,3.50449e-18,1.0,135.25,500.0,0.9,100.0,0.01,1248.84051757,1248.84,1174.51,1.0
500,73900.1957052,1266.71424113,100,,1266.71424113,2,308.207,1.0,0.005,0.005,73900.1957052,1.0,2.1793e-19,1.0,137.33,500.0,0.9,200.000000102,0.005,1266.71424113,1257.78,1198.49,1.0
500,102534.480102,1251.41773202,100,,1251.41773202,2,311.726,1.0,0.00333333,0.00333333,102534.480102,1.0,5.43914e-20,1.0,135.73,500.0,0.9,299.999969474,0.00333333,1251.41773202,1255.66,1207.25,1.0
500,109844.942836,1183.19776001,100,,1183.19776001,2,317.885,1.0,0.0025,0.0025,109844.942836,1.0,5.4346e-20,1.0,128.24,500.0,0.9,400.0,0.0025,1183.19776001,1237.54,1195.62,1.0
500,111922.359849,1226.03245613,100,,1226.03245613,1,320.971,1.0,0.002,0.002,111922.359849,1.0,5.43187e-20,1.0,132.65,500.0,0.9,500.000006643,0.002,1226.03245613,1235.24,1197.74,1.0
500,82392.0461174,1254.78986461,100,,1254.78986461,2,285.601,1.0,0.01,0.01,82392.0461174,1.0,3.50449e-18,1.0,135.9,500.0,0.9,100.0,0.01,1254.78986461,1254.79,1193.59,1.0
500,115282.449352,1152.33568087,100,,1152.33568087,2,316.975,1.0,0.005,0.005,115282.449352,1.0,2.1793e-19,1.0,124.71,500.0,0.9,200.000000102,0.005,1152.33568087,1203.56,1154.83,1.0
500,105503.5375,1209.14910291,100,,1209.14910291,2,319.069,1.0,0.00333333,0.00333333,105503.5375,1.0,5.43914e-20,1.0,131.05,500.0,0.9,299.999969474,0.00333333,1209.14910291,1205.42,1157.63,1.0
500,118642.075996,1215.79856587,100,,1215.79856587,2,325.174,1.0,0.0025,0.0025,118642.075996,1.0,5.4346e-20,1.0,131.98,500.0,0.9,400.0,0.0025,1215.79856587,1208.02,1166.63,1.0
500,118011.728559,1148.75896459,100,,1148.75896459,1,329.422,1.0,0.002,0.002,118011.728559,1.0,5.43187e-20,1.0,124.38,500.0,0.9,500.000006643,0.002,1148.75896459,1196.17,1159.15,1.0
500,111877.607975,1175.0745765,100,,1175.0745765,2,332.805,1.0,0.01,0.01,111877.607975,1.0,3.50449e-18,1.0,127.38,500.0,0.9,100.0,0.01,1175.0745765,1175.07,1118.31,1.0
500,104641.03141,1203.93190397,100,,1203.93190397,2,327.696,1.0,0.005,0.005,104641.03141,1.0,2.1793e-19,1.0,130.63,500.0,0.9,200.000000102,0.005,1203.93190397,1189.5,1145.41,1.0
500,77048.2435872,1223.00718657,100,,1223.00718657,2,311.874,1.0,0.00333333,0.00333333,77048.2435872,1.0,5.43914e-20,1.0,132.35,500.0,0.9,299.999969474,0.00333333,1223.00718657,1200.67,1164.67,1.0
500,124016.622015,1215.87687438,100,,1215.87687438,2,322.004,1.0,0.0025,0.0025,124016.622015,1.0,5.4346e-20,1.0,131.83,500.0,0.9,400.0,0.0025,1215.87687438,1204.47,1168.83,1.0
500,123073.110792,1255.69447052,100,,1255.69447052,1,328.234,1.0,0.002,0.002,123073.110792,1.0,5.43187e-20,1.0,136.02,500.0,0.9,500.000006643,0.002,1255.69447052,1214.72,1182.01,1.0
500,120151.623723,1234.88164254,100,,1234.88164254,2,344.891,1.0,0.01,0.01,120151.623723,1.0,3.50449e-18,1.0,133.9,500.0,0.9,100.0,0.01,1234.88164254,1234.88,1149.42,1.0
500,100033.201638,1199.35522255,100,,1199.35522255,2,330.616,1.0,0.005,0.005,100033.201638,1.0,2.1793e-19,1.0,129.99,500.0,0.9,200.000000102,0.005,1199.35522255,1217.12,1156.69,1.0
500,80811.9884202,1242.466068,100,,1242.466068,2,315.725,1.0,0.00333333,0.00333333,80811.9884202,1.0,5.43914e-20,1.0,134.76,500.0,0.9,299.999969474,0.00333333,1242.466068,1225.57,1176.22,1.0
500,129098.697786,1216.63889162,100,,1216.63889162,2,326.693,1.0,0.0025,0.0025,129098.697786,1.0,5.4346e-20,1.0,131.8,500.0,0.9,400.0,0.0025,1216.63889162,1223.34,1180.6,1.0
500,112762.031992,1198.6495969,100,,1198.6495969,1,328.34,1.0,0.002,0.002,112762.031992,1.0,5.43187e-20,1.0,129.79,500.0,0.9,500.000006643,0.002,1198.6495969,1218.4,1180.18,1.0
500,138845.251641,1192.95802546,100,,1192.95802546,2,370.752,1.0,0.01,0.01,138845.251641,1.0,3.50449e-18,1.0,129.29,500.0,0.9,100.0,0.01,1192.95802546,1192.96,1118.15,1.0
500,98483.2687005,1212.85110727,100,,1212.85110727,2,342.894,1.0,0.005,0.005,98483.2687005,1.0,2.1793e-19,1.0,131.37,500.0,0.9,200.000000102,0.005,1212.85110727,1202.9,1150.01,1.0
500,83904.7810887,1233.76927657,100,,1233.76927657,2,326.013,1.0,0.00333333,0.00333333,83904.7810887,1.0,5.43914e-20,1.0,133.98,500.0,0.9,299.999969474,0.00333333,1233.76927657,1213.19,1170.0,1.0
500,92779.3471074,1256.25969102,100,,1256.25969102,2,320.974,1.0,0.0025,0.0025,92779.3471074,1.0,5.4346e-20,1.0,135.97,500.0,0.9,400.0,0.0025,1256.25969102,1223.96,1186.56,1.0
500,115078.620943,1261.59408313,100,,1261.59408313,1,324.702,1.0,0.002,0.002,115078.620943,1.0,5.43187e-20,1.0,136.54,500.0,0.9,500.000006643,0.002,1261.59408313,1231.49,1198.03,1.0
500,85602.4829366,1219.94662469,100,,1219.94662469,2,291.112,1.0,0.01,0.01,85602.4829366,1.0,3.50449e-18,1.0,132.09,500.0,0.9,100.0,0.01,1219.94662469,1219.95,1154.54,1.0
500,140441.786002,1228.09658961,100,,1228.09658961,2,334.527,1.0,0.005,0.005,140441.786002,1.0,2.1793e-19,1.0,133.08,500.0,0.9,200.000000102,0.005,1228.09658961,1224.02,1162.37,1.0
500,91063.183556,1249.58790491,100,,1249.58790491,2,323.731,1.0,0.00333333,0.00333333,91063.183556,1.0,5.43914e-20,1.0,135.33,500.0,0.9,299.999969474,0.00333333,1249.58790491,1232.54,1182.21,1.0
500,92236.4116626,1205.50329958,100,,1205.50329958,2,318.696,1.0,0.0025,0.0025,92236.4116626,1.0,5.4346e-20,1.0,130.41,500.0,0.9,400.0,0.0025,1205.50329958,1225.78,1182.19,1.0
500,115527.614984,1189.99826363,100,,1189.99826363,1,323.006,1.0,0.002,0.002,115527.614984,1.0,5.43187e-20,1.0,128.99,500.0,0.9,500.000006643,0.002,1189.99826363,1218.63,1179.64,1.0
500,109224.111161,1218.24667843,100,,1218.24667843,2,328.834,1.0,0.01,0.01,109224.111161,1.0,3.50449e-18,1.0,132.01,500.0,0.9,100.0,0.01,1218.24667843,1218.25,1134.57,1.0
500,102640.643486,1213.18492472,100,,1213.18492472,2,323.851,1.0,0.005,0.005,102640.643486,1.0,2.1793e-19,1.0,131.63,500.0,0.9,200.000000102,0.005,1213.18492472,1215.72,1156.55,1.0
500,109902.23548,1184.13397315,100,,1184.13397315,2,326.204,1.0,0.00333333,0.00333333,109902.23548,1.0,5.43914e-20,1.0,128.33,500.0,0.9,299.999969474,0.00333333,1184.13397315,1205.19,1156.88,1.0
500,124150.987615,1182.32685014,100,,1182.32685014,2,332.614,1.0,0.0025,0.0025,124150.987615,1.0,5.4346e-20,1.0,128.47,500.0,0.9,400.0,0.0025,1182.32685014,1199.47,1157.63,1.0
500,158702.872362,1136.73007204,100,,1136.73007204,1,347.216,1.0,0.002,0.002,158702.872362,1.0,5.43187e-20,1.0,123.26,500.0,0.9,500.000006643,0.002,1136.73007204,1186.92,1149.5,1.0
500,74667.9488355,1188.7052261,100,,1188.7052261,2,271.885,1.0,0.01,0.01,74667.9488355,1.0,3.50449e-18,1.0,128.96,500.0,0.9,100.0,0.01,1188.7052261,1188.71,1132.88,1.0
500,94497.6254967,1230.98096886,100,,1230.98096886,2,290.144,1.0,0.005,0.005,94497.6254967,1.0,2.1793e-19,1.0,133.5,500.0,0.9,200.000000102,0.005,1230.98096886,1209.84,1167.02,1.0
500,120911.621829,1248.11982326,100,,1248.11982326,2,310.401,1.0,0.00333333,0.00333333,120911.621829,1.0,5.43914e-20,1.0,135.32,500.0,0.9,299.999969474,0.00333333,1248.11982326,1222.6,1185.8,1.0
500,109623.41255,1156.01588243,100,,1156.01588243,2,316.583,1.0,0.0025,0.0025,109623.41255,1.0,5.4346e-20,1.0,125.76,500.0,0.9,400.0,0.0025,1156.01588243,1205.96,1171.82,1.0
500,102170.21534,1159.65733451,100,,1159.65733451,1,317.415,1.0,0.002,0.002,102170.21534,1.0,5.43187e-20,1.0,126.0,500.0,0.9,500.000006643,0.002,1159.65733451,1196.7,1166.17,1.0
500,81593.0395036,1217.295401,100,,1217.295401,2,284.213,1.0,0.01,0.01,81593.0395036,1.0,3.50449e-18,1.0,131.86,500.0,0.9,100.0,0.01,1217.295401,1217.3,1152.97,1.0
500,109236.044836,1263.25095465,100,,1263.25095465,2,308.202,1.0,0.005,0.005,109236.044836,1.0,2.1793e-19,1.0,136.6,500.0,0.9,200.000000102,0.005,1263.25095465,1240.27,1188.13,1.0
500,107262.919191,1147.70700161,100,,1147.70700161,2,317.217,1.0,0.00333333,0.00333333,107262.919191,1.0,5.43914e-20,1.0,124.25,500.0,0.9,299.999969474,0.00333333,1147.70700161,1209.42,1166.84,1.0
500,116986.953102,1208.44209799,100,,1208.44209799,2,323.147,1.0,0.0025,0.0025,116986.953102,1.0,5.4346e-20,1.0,131.24,500.0,0.9,400.0,0.0025,1208.44209799,1209.17,1172.3,1.0
500,105470.373499,1202.69098585,100,,1202.69098585,1,323.155,1.0,0.002,0.002,105470.373499,1.0,5.43187e-20,1.0,130.51,500.0,0.9,500.000006643,0.002,1202.69098585,1207.88,1174.9,1.0
500,106464.909895,1163.68795997,100,,1163.68795997,2,324.654,1.0,0.01,0.01,106464.909895,1.0,3.50449e-18,1.0,126.08,500.0,0.9,100.0,0.01,1163.68795997,1163.69,1094.39,1.0
500,102473.281696,1195.2278812,100,,1195.2278812,2,321.983,1.0,0.005,0.005,102473.281696,1.0,2.1793e-19,1.0,129.49,500.0,0.9,200.000000102,0.005,1195.2278812,1179.46,1130.46,1.0
500,99040.204268,1234.9492528,100,,1234.9492528,2,320.13,1.0,0.00333333,0.00333333,99040.204268,1.0,5.43914e-20,1.0,133.88,500.0,0.9,299.999969474,0.00333333,1234.9492528,1197.96,1157.95,1.0
500,113922.952132,1218.43395567,100,,1218.43395567,2,324.248,1.0,0.0025,0.0025,113922.952132,1.0,5.4346e-20,1.0,132.06,500.0,0.9,400.0,0.0025,1218.43395567,1203.07,1168.43,1.0
500,123100.431979,1186.66739196,100,,1186.66739196,1,329.433,1.0,0.002,0.002,123100.431979,1.0,5.43187e-20,1.0,128.75,500.0,0.9,500.000006643,0.002,1186.66739196,1199.79,1168.8,1.0
500,125781.020202,1188.59978667,100,,1188.59978667,2,352.878,1.0,0.01,0.01,125781.020202,1.0,3.50449e-18,1.0,128.86,500.0,0.9,100.0,0.01,1188.59978667,1188.6,1125.37,1.0
500,69712.160956,1249.28989706,100,,1249.28989706,2,312.554,1.0,0.005,0.005,69712.160956,1.0,2.1793e-19,1.0,135.27,500.0,0.9,200.000000102,0.005,1249.28989706,1218.94,1165.86,1.0
500,142227.220362,1238.70377404,100,,1238.70377404,2,334.886,1.0,0.00333333,0.00333333,142227.220362,1.0,5.43914e-20,1.0,133.92,500.0,0.9,299.999969474,0.00333333,1238.70377404,1225.53,1175.2,1.0
500,109970.264793,1236.87642415,100,,1236.87642415,2,333.696,1.0,0.0025,0.0025,109970.264793,1.0,5.4346e-20,1.0,133.99,500.0,0.9,400.0,0.0025,1236.87642415,1228.37,1184.78,1.0
500,93081.6494279,1227.44974305,100,,1227.44974305,1,327.891,1.0,0.002,0.002,93081.6494279,1.0,5.43187e-20,1.0,132.95,500.0,0.9,500.000006643,0.002,1227.44974305,1228.18,1189.2,1.0
500,118712.206336,1228.61323981,100,,1228.61323981,2,342.819,1.0,0.01,0.01,118712.206336,1.0,3.50449e-18,1.0,133.23,500.0,0.9,100.0,0.01,1228.61323981,1228.61,1157.26,1.0
500,79321.5843759,1225.14998724,100,,1225.14998724,2,313.097,1.0,0.005,0.005,79321.5843759,1.0,2.1793e-19,1.0,132.73,500.0,0.9,200.000000102,0.005,1225.14998724,1226.88,1176.43,1.0
500,103135.462811,1204.56450282,100,,1204.56450282,2,315.434,1.0,0.00333333,0.00333333,103135.462811,1.0,5.43914e-20,1.0,130.83,500.0,0.9,299.999969474,0.00333333,1204.56450282,1219.44,1178.24,1.0
500,115042.682449,1214.98730556,100,,1214.98730556,2,321.093,1.0,0.0025,0.0025,115042.682449,1.0,5.4346e-20,1.0,131.61,500.0,0.9,400.0,0.0025,1214.98730556,1218.33,1179.77,1.0
500,120932.682126,1235.7473955,100,,1235.7473955,1,326.303,1.0,0.002,0.002,120932.682126,1.0,5.43187e-20,1.0,134.1,500.0,0.9,500.000006643,0.002,1235.7473955,1221.81,1187.33,1.0
500,110433.786457,1239.14324864,100,,1239.14324864,2,330.65,1.0,0.01,0.01,110433.786457,1.0,3.50449e-18,1.0,134.11,500.0,0.9,100.0,0.01,1239.14324864,1239.14,1154.11,1.0
500,108596.340563,1211.90954631,100,,1211.90954631,2,329.553,1.0,0.005,0.005,108596.340563,1.0,2.1793e-19,1.0,131.33,500.0,0.9,200.000000102,0.005,1211.90954631,1225.53,1165.4,1.0
500,103682.19136,1251.14806013,100,,1251.14806013,2,326.748,1.0,0.00333333,0.00333333,103682.19136,1.0,5.43914e-20,1.0,135.53,500.0,0.9,299.999969474,0.00333333,1251.14806013,1234.07,1184.97,1.0
500,130301.916153,1266.51448639,100,,1266.51448639,2,335.441,1.0,0.0025,0.0025,130301.916153,1.0,5.4346e-20,1.0,137.32,500.0,0.9,400.0,0.0025,1266.51448639,1242.18,1199.66,1.0
