VarVanillaIw,renyi2,VarRet,VarJ,VarDiscRet,ESSRenyi,AvgDiscRet,MinVanillaIw,EpsThisIter,AvgVanillaIw,MinNormIw,SamplesThisIter,AvgEpLen,ESSClassic,IterType,VarNormIw,BatchSize,AvgNormIw,MaxNormIw,MaxVanillaIw,VanillaAvgRet,AvgRet,delta,Bound,J
3.91619,nan,11522.3770261,2209.85,11522.3770261,nan,-356.050402806,5.49709e-06,112,1.34614,2.02559e-10,50000,446.428571429,0.887409864461,1,5.31744e-09,100,4.96032e-05,0.000606369,16.4557,-356.050402806,-356.050402806,0.1,-408.772,-50423.2
0.514341,12.355,6988.38279194,2286.96,6988.38279194,0.000430804950299,-375.803534919,0.0726587,107,1.05081,3.59009e-06,50000,467.289719626,0.684982665869,1,1.2557e-09,100,5.19211e-05,0.000289137,5.85174,-375.803534919,-375.803534919,0.1,-463.774,-61187.1
0.215302,nan,4534.30317897,2125.83,4534.30317897,nan,-391.051379682,0.225016,104,1.01258,1.18708e-05,50000,480.769230769,0.6548211222,1,5.99212e-10,100,5.34188e-05,0.00026426,5.00915,-391.051379682,-391.051379682,0.1,-493.228,-66720.0
1.67295,nan,9927.16872029,2604.62,9927.16872029,nan,-370.547503636,0.00662322,109,1.14839,2.93955e-07,50000,458.71559633,0.58383327785,1,3.2954e-09,100,5.09684e-05,0.000401715,9.05119,-370.547503636,-370.547503636,0.1,-438.032,-55030.3
0.218136,11.2357,4873.0532953,2085.51,4873.0532953,0.00131952097265,-388.390943381,0.114729,104,0.99743,6.14451e-06,50000,480.769230769,0.649588281712,1,6.25678e-10,100,5.34188e-05,0.000254787,4.75736,-388.390943381,-388.390943381,0.1,-489.376,-66004.9
3.86786,nan,11708.3828091,2114.73,11708.3828091,nan,-358.457032895,0.000408858,112,1.33483,1.51934e-08,50000,446.428571429,0.682830220114,1,5.34117e-09,100,4.96032e-05,0.00053299,14.3429,-358.457032895,-358.457032895,0.1,-409.074,-50405.4
0.225477,11.9361,4663.61453392,2124.48,4663.61453392,0.000654961816749,-388.5366938,0.125666,104,1.0166,6.60328e-06,50000,480.769230769,0.636078008221,1,6.22569e-10,100,5.34188e-05,0.000247322,4.70674,-388.5366938,-388.5366938,0.1,-490.794,-66119.9
0.0908635,11.8846,2578.47721881,1589.56,2578.47721881,0.000689595947417,-397.195759133,0.215468,102,0.994582,1.17996e-05,50000,490.196078431,0.605857140478,1,2.72498e-10,100,5.44662e-05,0.000236228,4.31365,-397.195759133,-397.195759133,0.1,-510.032,-69634.3
3.279,13.0925,10651.8405269,2873.91,10651.8405269,0.000206066534376,-371.365986162,0.00711056,109,1.27008,2.85346e-07,50000,458.71559633,0.783818730355,1,5.28054e-09,100,5.09684e-05,0.000789453,19.6724,-371.365986162,-371.365986162,0.1,-433.55,-53168.4
0.218688,11.9962,4986.53280219,2238.82,4986.53280219,0.000616770748337,-389.540181527,0.144444,104,0.991357,7.78332e-06,50000,480.769230769,0.640183075257,1,6.3497e-10,100,5.34188e-05,0.000260854,4.84098,-389.540181527,-389.540181527,0.1,-489.99,-66092.0
0.83609,13.4329,8428.9579373,2469.39,8428.9579373,0.0001466049008,-372.614360838,0.012423,108,1.0758,5.94017e-07,50000,462.962962963,0.703806863763,1,1.91159e-09,100,5.14403e-05,0.000340559,7.12232,-372.614360838,-372.614360838,0.1,-451.188,-58517.6
4.94128,nan,12635.8352138,2218.58,12635.8352138,nan,-357.041863292,0.00742835,112,1.35651,2.71631e-07,50000,446.428571429,1.49192855832,1,6.60713e-09,100,4.96032e-05,0.000959076,26.2281,-357.041863292,-357.041863292,0.1,-398.434,-48633.6
2.50443,nan,11049.6168336,2447.78,11049.6168336,nan,-364.954621406,0.00486165,110,1.21143,2.02685e-07,50000,454.545454545,0.612237720369,1,4.35295e-09,100,5.05051e-05,0.000463588,11.1197,-364.954621406,-364.954621406,0.1,-422.483,-52526.7
6.5265,nan,13816.6805313,2066.1,13816.6805313,nan,-352.669178383,0.0012882,114,1.44017,4.35905e-08,50000,438.596491228,0.959392426221,1,7.47301e-09,100,4.87329e-05,0.000717808,21.2129,-352.669178383,-352.669178383,0.1,-382.05,-46611.5
4.89681,nan,11274.0771864,2298.53,11274.0771864,nan,-364.520584238,0.00307759,111,1.38047,1.1158e-07,50000,450.45045045,0.745955820426,1,6.43676e-09,100,5.00501e-05,0.000664882,18.3387,-364.520584238,-364.520584238,0.1,-419.261,-50939.1
2.34562,nan,10471.7414739,2396.3,10471.7414739,nan,-364.994836944,0.00201274,110,1.22156,8.3216e-08,50000,454.545454545,0.735393667138,1,4.00956e-09,100,5.05051e-05,0.000463645,11.2141,-364.994836944,-364.994836944,0.1,-427.432,-53292.6
0.429579,17.3936,6677.91305853,2440.52,6677.91305853,2.79288885811e-06,-381.04218587,0.00554575,106,1.02857,2.82585e-07,50000,471.698113208,0.762971987369,1,1.11538e-09,100,5.24109e-05,0.000334154,6.55779,-381.04218587,-381.04218587,0.1,-470.937,-62522.1
1.97934,nan,9909.98404853,2632.24,9909.98404853,nan,-369.635058512,0.00104077,109,1.19416,4.44212e-08,50000,458.71559633,0.933865049312,1,3.60574e-09,100,5.09684e-05,0.000590853,13.8434,-369.635058512,-369.635058512,0.1,-437.785,-54771.1
0.864932,18.5138,8293.51319239,2680.36,8293.51319239,9.11085158547e-07,-372.243714358,0.00838417,107,1.11102,3.91816e-07,50000,467.289719626,0.720489813306,1,1.88898e-09,100,5.19211e-05,0.000365485,7.82073,-372.243714358,-372.243714358,0.1,-452.346,-58704.0
3.34415,nan,12628.9170397,2281.38,12628.9170397,nan,-360.469832477,9.41025e-05,112,1.21851,3.83075e-09,50000,446.428571429,0.795621999914,1,5.54179e-09,100,4.96032e-05,0.0006639,16.3088,-360.469832477,-360.469832477,0.1,-400.971,-49348.8
2.27447,nan,10888.7797705,2512.07,10888.7797705,nan,-367.862892459,0.000271277,110,1.1714,1.16961e-08,50000,454.545454545,0.705416076316,1,4.22804e-09,100,5.05051e-05,0.000545881,12.661,-367.862892459,-367.862892459,0.1,-427.316,-53040.0
7.59784,nan,15465.3926936,1906.96,15465.3926936,nan,-346.464230893,0.000592321,116,1.49224,1.90102e-08,50000,431.034482759,1.04537974956,1,7.82616e-09,100,4.78927e-05,0.000708662,22.0805,-346.464230893,-346.464230893,0.1,-359.548,-44607.5
9.62908,nan,17717.8738149,1816.96,17717.8738149,nan,-333.326776218,2.95732e-05,120,1.635,8.37392e-10,50000,416.666666667,2.03371301609,1,7.72048e-09,100,4.62963e-05,0.000848758,29.9747,-333.326776218,-333.326776218,0.1,-331.652,-42718.6
0.666323,23.1673,8046.9653203,2343.91,8046.9653203,8.68056944447e-09,-369.296025801,0.0437328,108,1.06343,2.11544e-06,50000,462.962962963,0.713870273631,1,1.55909e-09,100,5.14403e-05,0.000320099,6.61745,-369.296025801,-369.296025801,0.1,-450.389,-58856.9
5.37999,nan,12921.6311715,2243.9,12921.6311715,nan,-357.290319037,0.000126916,113,1.39652,4.46804e-09,50000,442.477876106,0.822448007762,1,6.66787e-09,100,4.91642e-05,0.000669656,19.0217,-357.290319037,-357.290319037,0.1,-395.646,-48334.0
2.77919,nan,11499.8804766,2356.51,11499.8804766,nan,-357.991648072,0.0020266,111,1.2205,8.31061e-08,50000,450.45045045,0.761351346402,1,4.67357e-09,100,5.00501e-05,0.000545388,13.2997,-357.991648072,-357.991648072,0.1,-411.036,-50766.9
6.10482,nan,15043.5346412,1900.69,15043.5346412,nan,-334.871264055,0.000143544,118,1.47357,4.58629e-09,50000,423.728813559,1.59217917874,1,6.23194e-09,100,4.7081e-05,0.00077993,24.4107,-334.871264055,-334.871264055,0.1,-355.935,-44264.7
4.89443,nan,16649.0505014,1877.54,16649.0505014,nan,-334.70660925,1.55603e-10,119,1.36067,5.33883e-15,50000,420.168067227,1.75943846833,1,5.76184e-09,100,4.66853e-05,0.000837612,24.4126,-334.70660925,-334.70660925,0.1,-341.521,-43780.2
1.99215,26.8344,10631.742183,2544.36,10631.742183,2.21809259171e-10,-364.02570464,0.0171347,110,1.17149,7.38708e-07,50000,454.545454545,0.687212347498,1,3.70267e-09,100,5.0505e-05,0.00046553,10.7982,-364.02570464,-364.02570464,0.1,-425.178,-53289.3
3.3676,nan,21075.7126499,1808.48,21075.7126499,nan,-306.386675684,2.52099e-06,129,1.3047,8.32144e-11,50000,387.596899225,1.45476850328,1,3.66924e-09,100,4.30663e-05,0.000509121,15.4239,-306.386675684,-306.386675684,0.1,-292.071,-38100.8
5.56833,nan,18962.6005673,1845.43,18962.6005673,nan,-324.650195952,6.33935e-05,123,1.43984,1.98863e-09,50000,406.504065041,1.63265667684,1,5.47951e-09,100,4.51671e-05,0.000645558,20.5791,-324.650195952,-324.650195952,0.1,-315.58,-40754.4
5.45203,nan,21489.5200818,1828.51,21489.5200818,nan,-310.20825876,8.47784e-07,128,1.48519,2.47754e-11,50000,390.625,1.72811176328,1,4.65618e-09,100,4.34028e-05,0.000580233,19.8549,-310.20825876,-310.20825876,0.1,-292.282,-37959.3
3.50493,nan,20883.8473837,1796.58,20883.8473837,nan,-301.190800926,3.44967e-07,129,1.32206,1.12373e-11,50000,387.596899225,1.84540178063,1,3.71923e-09,100,4.30663e-05,0.000523451,16.069,-301.190800926,-301.190800926,0.1,-287.652,-37453.9
1.53997,nan,25062.5392456,1830.29,25062.5392456,nan,-271.873558663,1.86132e-09,143,1.13262,6.38455e-14,50000,349.65034965,1.58249982441,1,1.81187e-09,100,3.885e-05,0.000278491,8.11901,-271.873558663,-271.873558663,0.1,-248.349,-33071.5
1.06794,nan,26058.593977,1777.8,26058.593977,nan,-239.926287423,7.6319e-09,161,1.11176,2.36877e-13,50000,310.559006211,2.10734383839,1,1.02879e-09,100,3.45066e-05,0.000180395,5.81209,-239.926287423,-239.926287423,0.1,-219.762,-29469.5
0.650316,nan,25597.8630419,1728.67,25597.8630419,nan,-230.298464401,2.34419e-05,167,1.01253,7.7019e-10,50000,299.401197605,1.91972901621,1,7.01994e-10,100,3.32668e-05,0.000150463,4.57958,-230.298464401,-230.298464401,0.1,-214.024,-28840.4
0.377195,nan,25352.4293714,1689.9,25352.4293714,nan,-213.369470003,2.61768e-09,180,0.918969,8.79167e-14,50000,277.777777778,1.82870984453,1,4.25475e-10,100,3.08642e-05,0.00013831,4.11812,-213.369470003,-213.369470003,0.1,-204.397,-27244.5
0.528962,nan,26271.3212101,1748.6,26271.3212101,nan,-224.272493662,2.27397e-07,171,0.957635,7.71465e-12,50000,292.397660819,1.86190431825,1,6.08818e-10,100,3.24886e-05,0.000146024,4.30421,-224.272493662,-224.272493662,0.1,-206.919,-27700.9
0.221276,nan,21783.8958632,1498.71,21783.8958632,nan,-163.71002522,2.50307e-05,230,0.860558,7.02576e-10,50000,217.391304348,1.91533927917,1,1.7433e-10,100,2.41546e-05,9.05164e-05,3.22483,-163.71002522,-163.71002522,0.1,-172.881,-21748.0
0.167704,nan,18821.5083812,1373.13,18821.5083812,nan,-143.931040472,1.53433e-05,258,0.841963,3.92404e-10,50000,193.798449612,2.07114682734,1,1.09692e-10,100,2.15332e-05,8.37049e-05,3.27293,-143.931040472,-143.931040472,0.1,-161.897,-19797.8
0.170429,nan,16218.0137603,1267.88,16218.0137603,nan,-133.253820835,0.000135405,273,0.863743,3.19018e-09,50000,183.15018315,2.2188348695,1,9.46026e-11,100,2.035e-05,7.34233e-05,3.11641,-133.253820835,-133.253820835,0.1,-156.091,-18682.1
0.181168,35.9723,18474.6249548,1362.76,18474.6249548,2.38455907943e-14,-145.315339113,0.000204091,254,0.856224,5.21351e-09,50000,196.850393701,2.07591180102,1,1.18221e-10,100,2.18723e-05,9.09404e-05,3.56001,-145.315339113,-145.315339113,0.1,-164.115,-20011.0
0.151448,36.9078,15086.2435982,1207.06,15086.2435982,9.35685864941e-15,-122.27650404,0.000742215,302,0.855082,1.59677e-08,50000,165.562913907,2.36409267514,1,7.00954e-11,100,1.83959e-05,6.49639e-05,3.01967,-122.27650404,-122.27650404,0.1,-149.384,-17436.5
0.142845,37.0323,15190.2954116,1210.43,15190.2954116,8.26206253284e-15,-123.71871911,0.000354264,297,0.848246,7.81225e-09,50000,168.35016835,2.40500278357,1,6.94645e-11,100,1.87056e-05,7.09961e-05,3.21947,-123.71871911,-123.71871911,0.1,-150.935,-17723.0
0.136435,38.1103,12914.7032924,1111.13,12914.7032924,2.81134685159e-15,-112.246882415,0.000457393,325,0.855638,9.13785e-09,50000,153.846153846,2.55403530842,1,5.44544e-11,100,1.7094e-05,6.51931e-05,3.26323,-112.246882415,-112.246882415,0.1,-145.034,-16454.0
0.080943,34.9568,7285.02358067,829.051,7285.02358067,6.58360186762e-14,-85.7202620868,0.00346708,417,0.918764,5.02748e-08,50000,119.904076739,2.85096864812,1,1.70198e-11,100,1.33227e-05,3.52269e-05,2.42933,-85.7202620868,-85.7202620868,0.1,-128.635,-13633.5
0.0911753,34.7299,7858.57120183,866.932,7858.57120183,8.26020729279e-14,-88.6591789677,0.00682924,404,0.907019,1.03539e-07,50000,123.762376238,2.85102295957,1,2.09574e-11,100,1.37514e-05,3.69694e-05,2.43844,-88.6591789677,-88.6591789677,0.1,-130.172,-13904.6
0.0703077,33.9376,5782.90235168,733.086,5782.90235168,1.8242372031e-13,-81.9242481556,0.00407037,432,0.930089,5.62799e-08,50000,115.740740741,2.92948722171,1,1.34413e-11,100,1.28601e-05,3.18246e-05,2.30168,-81.9242481556,-81.9242481556,0.1,-126.994,-13301.7
0.0521086,33.7818,3881.58101213,615.99,3881.58101213,2.13184661169e-13,-75.1569450028,0.0178965,464,0.949219,2.25742e-07,50000,107.75862069,3.06358265706,1,8.29078e-12,100,1.19732e-05,2.64278e-05,2.09516,-75.1569450028,-75.1569450028,0.1,-123.599,-12581.0
0.0477398,33.6613,3690.96294486,585.564,3690.96294486,2.40490413635e-13,-73.2378578368,0.0178886,479,0.958767,2.16399e-07,50000,104.384133612,3.20403654655,1,6.98615e-12,100,1.15982e-05,2.51233e-05,2.07681,-73.2378578368,-73.2378578368,0.1,-120.539,-12293.3
0.065007,33.6788,5472.77226756,720.849,5472.77226756,2.36307202603e-13,-79.9633834664,0.0102922,440,0.923505,1.40716e-07,50000,113.636363636,2.95407348018,1,1.21515e-11,100,1.26263e-05,3.32687e-05,2.43333,-79.9633834664,-79.9633834664,0.1,-125.059,-13045.6
0.055054,33.5111,4195.46014309,622.336,4195.46014309,2.79468001792e-13,-76.2404693581,0.00959528,456,0.939031,1.24492e-07,50000,109.649122807,2.95584816982,1,9.26732e-12,100,1.21832e-05,2.72076e-05,2.09704,-76.2404693581,-76.2404693581,0.1,-122.948,-12645.6
0.0448536,33.5844,3447.44693705,568.826,3447.44693705,2.59711946016e-13,-72.5174475792,0.0150059,482,0.952801,1.81527e-07,50000,103.734439834,3.06459714146,1,6.56378e-12,100,1.1526e-05,2.61431e-05,2.16112,-72.5174475792,-72.5174475792,0.1,-120.322,-12223.9
0.0321686,33.6024,2213.39371779,467.935,2213.39371779,2.55067858063e-13,-68.3112326168,0.0253942,508,0.970301,2.86215e-07,50000,98.4251968504,3.10303807605,1,4.08645e-12,100,1.09361e-05,2.25815e-05,2.00353,-68.3112326168,-68.3112326168,0.1,-117.568,-11763.4
0.0490664,33.6783,3676.20572335,596.796,3676.20572335,2.36436147125e-13,-74.869788782,0.0186211,466,0.946345,2.34584e-07,50000,107.296137339,3.02086977784,1,7.78697e-12,100,1.19218e-05,2.71371e-05,2.15413,-74.869788782,-74.869788782,0.1,-122.528,-12562.7
0.0618645,33.6938,5226.59543248,705.083,5226.59543248,2.32794505944e-13,-80.0986927618,0.015266,440,0.933082,2.06576e-07,50000,113.636363636,2.95699053107,1,1.13279e-11,100,1.26263e-05,3.0818e-05,2.27746,-80.0986927618,-80.0986927618,0.1,-126.261,-13127.7
0.023989,33.6216,1449.96562885,390.435,1449.96562885,2.50220289099e-13,-66.7009723166,0.0562279,515,0.978956,6.19597e-07,50000,97.0873786408,3.21754419242,1,2.9129e-12,100,1.07875e-05,2.37751e-05,2.15757,-66.7009723166,-66.7009723166,0.1,-117.381,-11650.2
0.0564377,33.8536,4398.40552677,640.737,4398.40552677,1.98409996872e-13,-75.3948106396,0.0115409,469,0.941461,1.45209e-07,50000,106.609808102,3.07245462209,1,8.93457e-12,100,1.18455e-05,3.00754e-05,2.39033,-75.3948106396,-75.3948106396,0.1,-121.96,-12489.8
0.0558005,33.9531,4618.27467868,658.502,4618.27467868,1.79620173846e-13,-75.3539907889,0.0135123,469,0.949088,1.68647e-07,50000,106.609808102,3.04960318995,1,8.6923e-12,100,1.18455e-05,2.73206e-05,2.18898,-75.3539907889,-75.3539907889,0.1,-122.3,-12488.0
0.046851,33.8527,3377.47690612,573.048,3377.47690612,1.98596276221e-13,-72.0908058532,0.0301691,481,0.957844,3.63789e-07,50000,103.95010395,3.01185679851,1,6.8123e-12,100,1.155e-05,2.67273e-05,2.2165,-72.0908058532,-72.0908058532,0.1,-120.623,-12142.7
0.0557581,34.3712,4369.65145546,637.594,4369.65145546,1.18243945976e-13,-74.5236798552,0.0287289,471,0.953789,3.55282e-07,50000,106.157112527,2.96289803742,1,8.52739e-12,100,1.17952e-05,2.61998e-05,2.11858,-74.5236798552,-74.5236798552,0.1,-120.722,-12361.6
0.0212813,34.0573,1352.76886704,371.795,1352.76886704,1.61850447219e-13,-65.5418039324,0.0693952,526,0.988546,7.41437e-07,50000,95.0570342205,3.10267157309,1,2.42934e-12,100,1.05619e-05,1.83318e-05,1.71577,-65.5418039324,-65.5418039324,0.1,-116.023,-11477.5
