VanillaAvgRet,Bound,MaxNormIw,AvgRet,AvgNormIw,SamplesThisIter,VarJ,IterType,ESSClassic,VarVanillaIw,AvgVanillaIw,AvgDiscRet,MaxVanillaIw,AvgEpLen,renyi2,VarDiscRet,J,MinVanillaIw,ESSRenyi,BatchSize,MinNormIw,VarNormIw,EpsThisIter,VarRet,delta
214.482415036,356.774,0.0018291,214.482415036,2.58759e-06,50000,20418.9,1,1.60175042438,214.254,1.47711,214.482415036,1044.13,23.2883092687,nan,9359.19676213,67778.2,,nan,100,,6.57494e-10,2147,9359.19676213,0.4
245.774500728,402.158,0.00683753,245.774500728,2.95981e-06,50000,16647.6,1,5.60542850686,659.827,1.69076,245.774500728,3905.86,26.6382525306,nan,10132.6089519,76737.8,,nan,100,,2.02206e-09,1877,10132.6089519,0.4
266.562920375,422.064,0.00321454,266.562920375,3.2076e-06,50000,22580.0,1,1.87711386408,305.536,1.58681,266.562920375,1590.24,28.8683602771,nan,11295.5864906,80559.0,,nan,100,,1.24845e-09,1732,11295.5864906,0.4
271.387478742,384.216,0.00111169,271.387478742,3.26413e-06,50000,8632.82,1,4.45667302294,50.9635,1.24295,271.387478742,423.319,29.3772032902,nan,7390.44625111,66096.5,9.66427e-31,nan,100,2.53795e-36,3.51469e-10,1702,7390.44625111,0.4
287.103778444,433.958,0.00322678,287.103778444,3.4528e-06,50000,14709.3,1,2.85463575716,266.778,1.47737,287.103778444,1380.66,31.0752019888,nan,9244.08178797,81095.0,,nan,100,,1.45719e-09,1609,9244.08178797,0.4
285.273922849,417.368,0.00189128,285.273922849,3.42935e-06,50000,10239.1,1,3.78092172996,62.86,1.22518,285.273922849,675.686,30.8641975309,nan,8838.91471123,71202.5,7.5102e-31,nan,100,2.10215e-36,4.92491e-10,1620,8838.91471123,0.4
295.998877002,428.705,0.0015689,295.998877002,3.55669e-06,50000,10627.8,1,8.45432791813,84.1104,1.31265,295.998877002,579.024,32.0102432778,nan,9521.77323284,77582.9,,nan,100,,6.17514e-10,1562,9521.77323284,0.4
289.606326954,405.19,0.00186867,289.606326954,3.48092e-06,50000,9729.71,1,5.96731129278,72.9545,1.28198,289.606326954,688.206,31.328320802,nan,8342.10090276,72492.6,,nan,100,,5.37873e-10,1596,8342.10090276,0.4
298.403239954,472.619,0.00490354,298.403239954,3.58654e-06,50000,15768.7,1,3.38948925603,457.364,1.55171,298.403239954,2121.51,32.2788896062,nan,10951.7788132,86710.4,,nan,100,,2.44339e-09,1549,10951.7788132,0.4
299.834409763,446.399,0.00176014,299.834409763,3.60283e-06,50000,13129.7,1,2.90562975917,72.1625,1.24193,299.834409763,606.738,32.4254215305,nan,10531.9013389,75841.9,2.41968e-30,nan,100,7.01947e-36,6.07301e-10,1542,10531.9013389,0.4
308.929446717,485.291,0.00277805,308.929446717,3.71113e-06,50000,15362.0,1,3.42140111181,124.224,1.2644,308.929446717,946.497,33.4001336005,nan,11910.2482302,80370.1,1.58325e-34,nan,100,4.64697e-40,1.07016e-09,1497,11910.2482302,0.4
318.044762048,490.763,0.00259341,318.044762048,3.82088e-06,50000,14373.5,1,5.32356269088,129.446,1.2973,318.044762048,880.538,34.3878954608,nan,14260.2187329,88034.8,,nan,100,,1.12289e-09,1454,14260.2187329,0.4
319.80436278,467.77,0.00265668,319.80436278,3.84202e-06,50000,17806.3,1,3.19425380345,84.8968,1.22476,319.80436278,846.895,34.5781466113,nan,12455.5805715,83423.5,,nan,100,,8.35432e-10,1446,12455.5805715,0.4
328.255739062,483.962,0.00682175,328.255739062,3.94291e-06,50000,25403.3,1,7.18789796012,173.834,1.33568,328.255739062,2310.9,35.4861603974,nan,14669.1741249,92494.9,2.45331e-25,nan,100,7.24214e-31,1.51483e-09,1409,14669.1741249,0.4
337.969115884,569.889,0.00487724,337.969115884,4.05811e-06,50000,18449.5,1,4.42651025863,418.262,1.5693,337.969115884,1886.06,36.523009496,nan,16738.9722443,101482.0,,nan,100,,2.79696e-09,1369,16738.9722443,0.4
351.682045771,593.363,0.0585768,351.682045771,4.22476e-06,50000,26461.0,1,4.52899486556,13555.9,2.03912,351.682045771,28272.6,38.0228136882,nan,20693.5006795,114814.0,,nan,100,,5.81901e-08,1315,20693.5006795,0.4
349.065784866,568.6,0.0154788,349.065784866,4.19287e-06,50000,42610.6,1,2.71035620881,469.639,1.47672,349.065784866,5451.62,37.7358490566,nan,23428.8416755,118167.0,,nan,100,,3.78608e-09,1325,23428.8416755,0.4
357.75101557,541.223,0.00260058,357.75101557,4.29664e-06,50000,18505.2,1,3.76850410703,45.465,1.20596,357.75101557,729.919,38.6697602475,nan,22823.1471947,95634.2,1.03825e-22,nan,100,3.69911e-28,5.77124e-10,1293,22823.1471947,0.4
364.846869285,634.087,0.00209787,364.846869285,4.38135e-06,50000,18157.8,1,2.67855500731,179.198,1.45353,364.846869285,695.978,39.4321766562,nan,23068.5433279,114481.0,,nan,100,,1.62817e-09,1268,23068.5433279,0.4
366.610110885,533.458,0.00198624,366.610110885,4.40218e-06,50000,14289.5,1,4.17744290841,45.641,1.21958,366.610110885,550.27,39.6196513471,nan,21477.3446093,97611.0,,nan,100,,5.94659e-10,1262,21477.3446093,0.4
369.465463219,631.894,0.00418893,369.465463219,4.43734e-06,50000,29972.9,1,1.31529875112,403.844,1.60073,369.465463219,1511.11,39.9361022364,nan,26725.7078814,121373.0,7.98414e-31,nan,100,2.21327e-36,3.10332e-09,1252,26725.7078814,0.4
363.640453679,591.607,0.00202646,363.640453679,4.36758e-06,50000,15793.4,1,4.8324858563,80.7301,1.18083,363.640453679,547.878,39.3081761006,nan,24762.8399432,105675.0,,nan,100,,1.10444e-09,1272,24762.8399432,0.4
390.727319383,687.154,0.00540399,390.727319383,4.69219e-06,50000,20590.7,1,2.76144675229,463.847,1.7339,390.727319383,1996.93,42.2297297297,nan,29450.9119184,133937.0,,nan,100,,3.39687e-09,1184,29450.9119184,0.4
393.624703658,661.768,0.00199305,393.624703658,4.72813e-06,50000,18171.7,1,2.62787318675,112.799,1.29932,393.624703658,547.703,42.5531914894,nan,29893.6173479,121791.0,,nan,100,,1.49367e-09,1175,29893.6173479,0.4
399.594524559,701.977,0.00227886,399.594524559,4.79754e-06,50000,23464.3,1,1.59393418703,171.338,1.41677,399.594524559,672.972,43.1778929188,nan,34766.2425391,128061.0,,nan,100,,1.96468e-09,1158,34766.2425391,0.4
418.748024183,691.766,0.00372953,418.748024183,5.02765e-06,50000,20565.7,1,3.05382834675,163.153,1.39002,418.748024183,1031.12,45.2488687783,nan,37519.4020379,134090.0,,nan,100,,2.13444e-09,1105,37519.4020379,0.4
438.878520928,685.739,0.00248459,438.878520928,5.27093e-06,50000,18207.0,1,5.25231271202,67.8084,1.25924,438.878520928,593.578,47.4383301708,nan,39695.8429128,127082.0,,nan,100,,1.18806e-09,1054,39695.8429128,0.4
454.369947287,744.91,0.00804791,454.369947287,5.45732e-06,50000,25001.9,1,5.57816682101,228.984,1.4884,454.369947287,2194.94,49.115913556,nan,48104.2770642,146611.0,,nan,100,,3.07842e-09,1018,48104.2770642,0.4
472.528745082,769.432,0.00373031,472.528745082,5.67473e-06,50000,17644.9,1,2.78455863536,137.65,1.44969,472.528745082,952.96,51.0725229826,nan,52705.5116756,146528.0,,nan,100,,2.10919e-09,979,52705.5116756,0.4
454.933386545,734.525,0.0329255,454.933386545,5.46269e-06,50000,32534.8,1,7.81283790628,2124.68,1.62528,454.933386545,9796.13,49.1642084562,nan,50563.8096676,147875.0,,nan,100,,2.40021e-08,1017,50563.8096676,0.4
514.898319188,852.545,0.00671712,514.898319188,6.18659e-06,50000,36474.4,1,3.58510715437,361.0,1.67117,514.898319188,1814.48,55.6792873051,nan,70178.4053851,180705.0,,nan,100,,4.9473e-09,898,70178.4053851,0.4
574.963703244,1009.11,0.0119443,574.963703244,6.9099e-06,50000,46437.7,1,3.52558410368,1403.44,2.35354,574.963703244,4068.27,62.1890547264,nan,93578.9579506,227284.0,,nan,100,,1.20974e-08,804,93578.9579506,0.4
599.575710298,988.915,0.0220599,599.575710298,7.20565e-06,50000,37139.8,1,7.09141730571,1738.93,2.01442,599.575710298,6167.09,64.850843061,nan,95391.6265315,214468.0,,nan,100,,2.22499e-08,771,95391.6265315,0.4
672.183463462,1145.07,0.00266321,672.183463462,8.07494e-06,50000,25751.3,1,2.15058505709,102.239,1.52574,672.183463462,503.207,72.6744186047,nan,130797.644691,217112.0,,nan,100,,2.86374e-09,688,130797.644691,0.4
733.922602949,1280.23,0.0160926,733.922602949,8.81834e-06,50000,54929.4,1,3.51620072822,498.61,1.87022,733.922602949,3412.97,79.3650793651,nan,175141.414989,288665.0,,nan,100,,1.10854e-08,630,175141.414989,0.4
733.44752795,1139.94,0.00376958,733.44752795,8.81834e-06,50000,26618.3,1,5.82172081311,97.7062,1.50199,733.44752795,642.056,79.3650793651,nan,140050.835509,235433.0,,nan,100,,3.36792e-09,630,140050.835509,0.4
707.44689689,1223.29,0.00262985,707.44689689,8.50774e-06,50000,33062.1,1,1.33032449079,213.232,1.82042,707.44689689,562.714,76.5696784074,nan,143435.776791,248986.0,,nan,100,,4.65736e-09,653,143435.776791,0.4
785.320923387,1153.44,0.00161921,785.320923387,9.44822e-06,50000,38428.5,1,1.32083181628,52.041,1.3765,785.320923387,235.9,85.0340136054,nan,139079.390284,245829.0,,nan,100,,2.45185e-09,588,139079.390284,0.4
868.292245322,1343.35,0.00393585,868.292245322,1.04428e-05,50000,32393.8,1,1.65104901182,140.59,1.7144,868.292245322,646.155,93.984962406,nan,177707.569591,289889.0,,nan,100,,5.21626e-09,532,177707.569591,0.4
933.710814098,1308.06,0.0269076,933.710814098,1.12233e-05,50000,76118.7,1,2.79867835352,443.797,1.49756,933.710814098,3590.35,101.01010101,nan,270286.775922,312404.0,1.14137e-23,nan,100,8.55391e-29,2.49265e-08,495,270286.775922,0.4
933.117846907,1283.02,0.00395197,933.117846907,1.12233e-05,50000,48830.1,1,3.8030869161,38.9107,1.26274,933.117846907,444.638,101.01010101,nan,210782.347183,269792.0,9.7337e-28,nan,100,8.65139e-33,3.07387e-09,495,210782.347183,0.4
907.355128175,1519.74,0.013462,907.355128175,1.09146e-05,50000,45121.0,1,3.12551679903,2572.52,3.2315,907.355128175,3985.69,98.231827112,nan,229209.899843,353715.0,,nan,100,,2.93475e-08,509,229209.899843,0.4
1029.53725859,1675.95,0.0199353,1029.53725859,1.23732e-05,50000,65239.5,1,1.21869847735,3761.04,3.19699,1029.53725859,5150.91,111.35857461,nan,324267.744955,417042.0,,nan,100,,5.63361e-08,449,324267.744955,0.4
1087.83454541,1715.35,0.00493088,1087.83454541,1.30719e-05,50000,36737.5,1,2.80405481919,236.535,2.06772,1087.83454541,779.97,117.647058824,nan,269919.329538,374277.0,,nan,100,,9.45338e-09,425,269919.329538,0.4
1094.74596764,1655.45,0.00549704,1094.74596764,1.31648e-05,50000,54954.9,1,2.15424982934,177.945,1.68654,1094.74596764,704.225,118.483412322,nan,286894.223242,372715.0,,nan,100,,1.08423e-08,422,286894.223242,0.4
1084.51360903,1625.15,0.00370294,1084.51360903,1.30412e-05,50000,40359.5,1,1.65251602382,222.061,2.06393,1084.51360903,586.037,117.370892019,nan,268557.46923,378016.0,3.55133e-23,nan,100,2.24395e-28,8.86578e-09,426,268557.46923,0.4
1182.68053348,1975.99,0.107996,1182.68053348,1.42086e-05,50000,49406.4,1,7.74473400602,927886.0,14.5816,1182.68053348,110832.0,127.877237852,nan,369892.695697,466366.0,8.03989e-38,nan,100,7.84727e-44,8.81014e-07,391,369892.695697,0.4
1163.50707277,1756.53,0.00663613,1163.50707277,1.39938e-05,50000,46651.6,1,2.73640007957,218.494,1.82459,1163.50707277,865.254,125.944584383,nan,311109.765655,405650.0,,nan,100,,1.28524e-08,397,311109.765655,0.4
1151.67995909,1781.93,0.00534171,1151.67995909,1.38543e-05,50000,46150.5,1,2.57219791278,246.42,2.01157,1151.67995909,775.591,124.688279302,nan,329978.046719,396398.0,1.15468e-34,nan,100,7.95258e-40,1.16888e-08,401,329978.046719,0.4
1091.67841634,1547.3,0.00127518,1091.67841634,1.31337e-05,50000,26725.4,1,1.2962492686,36.5762,1.38742,1091.67841634,134.708,118.203309693,nan,225142.677806,321673.0,,nan,100,,3.2776e-09,423,225142.677806,0.4
1160.74709354,1886.24,0.00314588,1160.74709354,1.39587e-05,50000,37745.7,1,1.93995805755,132.82,1.79565,1160.74709354,404.687,125.628140704,nan,338063.02269,402337.0,,nan,100,,8.02618e-09,398,338063.02269,0.4
1179.61803788,1764.13,0.0771751,1179.61803788,1.41723e-05,50000,60251.7,1,3.36516419768,36555.4,4.7391,1179.61803788,25806.6,127.551020408,nan,342568.938391,440381.0,,nan,100,,3.26921e-07,392,342568.938391,0.4
1173.32599994,1586.7,0.0416488,1173.32599994,1.41004e-05,50000,61968.1,1,2.95095386156,796.373,1.62017,1173.32599994,4785.56,126.903553299,nan,309102.626473,375715.0,,nan,100,,6.03192e-08,394,309102.626473,0.4
1249.34117523,1953.82,0.0232003,1249.34117523,1.5015e-05,50000,72463.4,1,1.29601413956,1394.15,2.7033,1249.34117523,4176.97,135.135135135,nan,418565.532407,492233.0,,nan,100,,4.30103e-08,370,418565.532407,0.4
1176.42882833,1671.64,0.00314216,1176.42882833,1.41363e-05,50000,53829.4,1,3.0706118392,60.322,1.56654,1176.42882833,348.205,127.226463104,nan,319083.816124,384221.0,1.79865e-33,nan,100,1.62308e-38,4.91204e-09,393,319083.816124,0.4
1270.45683087,2047.67,0.0393953,1270.45683087,1.52625e-05,50000,75457.0,1,1.32908701004,5363.25,3.31333,1270.45683087,8552.3,137.362637363,nan,423548.181918,527978.0,,nan,100,,1.13803e-07,364,423548.181918,0.4
1307.1041463,2314.55,0.0137761,1307.1041463,1.56937e-05,50000,58176.7,1,2.6825232055,4257.8,4.33594,1307.1041463,3806.14,141.242937853,nan,530842.569112,543290.0,,nan,100,,5.57786e-08,354,530842.569112,0.4
1213.3768645,1634.32,0.00477358,1213.3768645,1.45815e-05,50000,56889.7,1,2.99899226,45.8618,1.33485,1213.3768645,436.993,131.233595801,nan,315671.22697,362712.0,7.51432e-31,nan,100,8.20841e-36,5.47255e-09,381,315671.22697,0.4
1256.23649384,2130.11,0.14722,1256.23649384,1.50966e-05,50000,65464.1,1,4.86263622203,1.34624e+06,15.2173,1256.23649384,148397.0,135.869565217,nan,403543.125092,530604.0,,nan,100,,1.32497e-06,368,403543.125092,0.4
1229.73531669,1520.54,0.00159531,1229.73531669,1.47754e-05,50000,62119.6,1,1.18202771941,14.8389,1.14632,1229.73531669,123.768,132.978723404,nan,320042.433553,361729.0,,nan,100,,2.46532e-09,376,320042.433553,0.4
1285.22429358,2257.06,0.0603759,1285.22429358,1.54321e-05,50000,61483.1,1,4.68498068349,166709.0,11.4572,1285.22429358,44824.5,138.888888889,nan,548747.989845,562554.0,,nan,100,,3.02451e-07,360,548747.989845,0.4
1295.63904919,2055.7,0.0184907,1295.63904919,1.55618e-05,50000,59829.1,1,6.73794581626,1023.41,2.67083,1295.63904919,3173.5,140.056022409,nan,460086.340328,491447.0,1.01242e-30,nan,100,5.89895e-36,3.47437e-08,357,460086.340328,0.4
1356.97724425,2013.44,0.00237101,1356.97724425,1.6292e-05,50000,55879.2,1,0.921119936016,68.4985,1.56556,1356.97724425,227.84,146.627565982,nan,482824.309028,450781.0,,nan,100,,7.41804e-09,341,482824.309028,0.4
1365.72639921,2123.8,0.070195,1365.72639921,1.63881e-05,50000,59284.9,1,5.87145093851,26558.2,4.4943,1365.72639921,19250.4,147.492625369,nan,528235.946024,512717.0,,nan,100,,3.53127e-07,339,528235.946024,0.4
1333.12801077,2169.78,0.0143086,1333.12801077,1.60102e-05,50000,60253.0,1,2.11240991357,1315.4,3.11817,1333.12801077,2786.75,144.09221902,nan,477466.487515,522365.0,,nan,100,,3.46779e-08,347,477466.487515,0.4
1461.08748664,2758.1,0.0236505,1461.08748664,1.75254e-05,50000,48663.3,1,2.4829529664,24428.8,9.46463,1461.08748664,12772.5,157.728706625,nan,749637.584128,656122.0,,nan,100,,8.37591e-08,317,749637.584128,0.4
1334.07010115,2457.23,0.0929664,1334.07010115,1.60102e-05,50000,56217.8,1,3.69814699361,1.5685e+06,25.3007,1334.07010115,146913.0,144.09221902,nan,560878.1672,620712.0,1.85016e-34,nan,100,1.17077e-40,6.2808e-07,347,560878.1672,0.4
1338.61939908,2480.96,0.091599,1338.61939908,1.60565e-05,50000,58757.1,1,2.64654537153,1.0349e+06,18.5729,1338.61939908,105954.0,144.50867052,nan,601748.29525,600310.0,,nan,100,,7.73473e-07,346,601748.29525,0.4
1306.86280157,1889.6,0.028178,1306.86280157,1.56937e-05,50000,67063.7,1,0.985779252304,4365.98,3.50604,1306.86280157,6295.11,141.242937853,nan,417149.219783,490921.0,2.62035e-38,nan,100,1.17709e-43,8.74773e-08,354,417149.219783,0.4
1288.73262964,1746.41,0.00832796,1288.73262964,1.54751e-05,50000,63447.2,1,2.58754619061,80.3848,1.52972,1288.73262964,823.222,139.275766017,nan,406470.310375,420071.0,7.6495e-24,nan,100,7.73846e-29,8.22652e-09,359,406470.310375,0.4
1345.38620864,1981.45,0.00236148,1345.38620864,1.61499e-05,50000,44933.6,1,2.39318444264,26.5475,1.27756,1345.38620864,186.809,145.348837209,nan,480749.156714,419490.0,2.33559e-29,nan,100,2.95245e-34,4.24227e-09,344,480749.156714,0.4
1292.55894582,1938.8,0.00277769,1292.55894582,1.55183e-05,50000,49756.7,1,1.44980072041,41.4061,1.34364,1292.55894582,240.504,139.664804469,nan,435885.921249,415519.0,3.42495e-25,nan,100,3.95563e-30,5.52317e-09,358,435885.921249,0.4
1330.15370168,1863.71,0.107922,1330.15370168,1.59642e-05,50000,66926.3,1,3.44512770812,2.24883e+06,26.675,1330.15370168,180329.0,143.67816092,nan,387262.704681,542727.0,,nan,100,,8.05465e-07,348,387262.704681,0.4
1464.69883909,2334.43,0.00650579,1464.69883909,1.75809e-05,50000,53148.8,1,2.10475481061,463.786,2.55152,1464.69883909,944.189,158.227848101,nan,583429.248328,533169.0,,nan,100,,2.20191e-08,316,583429.248328,0.4
1356.81731268,2015.82,0.00284498,1356.81731268,1.6292e-05,50000,44925.7,1,1.44681843849,58.6302,1.50389,1356.81731268,262.616,146.627565982,nan,471938.124814,433052.0,6.23746e-23,nan,100,6.75718e-28,6.88076e-09,341,471938.124814,0.4
1474.66545094,2324.35,0.0250728,1474.66545094,1.76929e-05,50000,59538.2,1,4.50488440713,2749.38,3.06945,1474.66545094,4349.76,159.23566879,nan,551745.952033,554498.0,,nan,100,,9.135e-08,314,551745.952033,0.4
1373.04977302,2118.8,0.0125518,1373.04977302,1.64853e-05,50000,53606.6,1,6.92559824129,261.18,1.83846,1373.04977302,1399.78,148.367952522,nan,463053.699792,466698.0,5.06726e-36,nan,100,4.54371e-41,2.10004e-08,337,463053.699792,0.4
1441.84616955,2917.28,0.0340678,1441.84616955,1.7307e-05,50000,43191.3,1,4.63620252471,1.01357e+06,32.8253,1441.84616955,64614.5,155.763239875,nan,725671.34097,647341.0,,nan,100,,2.81761e-07,321,725671.34097,0.4
1303.33694703,1835.67,0.00432257,1303.33694703,1.56495e-05,50000,47489.2,1,2.08632004265,99.3012,1.72987,1303.33694703,477.81,140.845070423,nan,378445.956401,411416.0,6.22313e-38,nan,100,5.63322e-43,8.12696e-09,355,378445.956401,0.4
1337.15089461,2460.67,0.0221836,1337.15089461,1.60565e-05,50000,54499.9,1,2.89740880436,21727.6,6.74592,1337.15089461,9320.12,144.50867052,nan,592974.359989,548946.0,,nan,100,,1.23093e-07,346,592974.359989,0.4
1460.4541081,2491.33,0.0336711,1460.4541081,1.75254e-05,50000,57621.0,1,2.69090555232,13058.8,5.42711,1460.4541081,10427.0,157.728706625,nan,637876.185668,594981.0,1.72499e-38,nan,100,5.60519e-44,1.36176e-07,317,637876.185668,0.4
1393.71192298,2146.22,0.00379627,1393.71192298,1.67336e-05,50000,46481.6,1,1.68207322028,125.777,1.93477,1393.71192298,438.931,150.602409639,nan,516331.533566,464883.0,1.76241e-32,nan,100,1.52429e-37,9.40856e-09,332,516331.533566,0.4
1575.59674691,2669.72,0.0174796,1575.59674691,1.88964e-05,50000,44987.3,1,5.17754318652,2935.13,4.24591,1575.59674691,3927.55,170.068027211,nan,809772.716669,594154.0,8.22372e-34,nan,100,3.65997e-39,5.81361e-08,294,809772.716669,0.4
1539.1697343,2610.22,0.0220089,1539.1697343,1.8457e-05,50000,48717.5,1,2.07821477841,40082.4,10.4624,1539.1697343,12475.7,166.112956811,nan,654064.38651,605831.0,,nan,100,,1.24743e-07,301,654064.38651,0.4
1504.42877322,2525.6,0.0144688,1504.42877322,1.80375e-05,50000,46217.9,1,6.30893173647,1133.55,3.0847,1504.42877322,2474.4,162.337662338,nan,705450.360397,536339.0,,nan,100,,3.87587e-08,308,705450.360397,0.4
1523.47511811,2412.16,0.00795013,1523.47511811,1.82749e-05,50000,47106.6,1,4.85552120971,255.36,2.17842,1523.47511811,947.682,164.473684211,nan,660023.44773,492282.0,2.47572e-37,nan,100,2.07672e-42,1.79711e-08,304,660023.44773,0.4
1503.16261119,2200.93,0.00387382,1503.16261119,1.80375e-05,50000,53723.8,1,1.72027622714,131.197,1.96295,1503.16261119,421.572,162.337662338,nan,556902.478391,498825.0,,nan,100,,1.10779e-08,308,556902.478391,0.4
1586.29157014,2444.08,0.0042536,1586.29157014,1.90259e-05,50000,41730.9,1,3.85549301527,133.044,2.18983,1586.29157014,489.577,171.232876712,nan,752323.825178,520600.0,1.53713e-35,nan,100,1.33551e-40,1.0043e-08,292,752323.825178,0.4
1565.70924422,2455.7,0.00305787,1565.70924422,1.87688e-05,50000,47601.7,1,1.63944354507,76.4289,1.73467,1565.70924422,282.618,168.918918919,nan,665769.651464,509754.0,,nan,100,,8.94738e-09,296,665769.651464,0.4
1649.60657757,2982.3,0.00627807,1649.60657757,1.97707e-05,50000,40278.1,1,1.9864219294,1788.05,5.09091,1649.60657757,1616.59,177.93594306,nan,898316.754636,612374.0,4.13065e-37,nan,100,1.60449e-42,2.69669e-08,281,898316.754636,0.4
1637.08734635,2677.25,0.00593412,1637.08734635,1.96309e-05,50000,42948.2,1,2.41569347339,713.51,3.25226,1637.08734635,983.106,176.67844523,nan,787221.390342,553316.0,,nan,100,,2.59964e-08,283,787221.390342,0.4
1673.47392279,3079.18,0.0111583,1673.47392279,2.00562e-05,50000,41069.5,1,3.58620816338,2390.57,4.71454,1673.47392279,2622.95,180.505415162,nan,964611.778455,626914.0,4.67194e-28,nan,100,1.98749e-33,4.32631e-08,277,964611.778455,0.4
1735.58125534,3199.66,0.00530522,1735.58125534,2.08073e-05,50000,37447.8,1,3.29387889955,931.334,4.27142,1735.58125534,1089.08,187.265917603,nan,1139116.22587,652469.0,9.07334e-31,nan,100,4.41988e-36,2.21e-08,267,1139116.22587,0.4
1756.4165513,3248.46,0.00179843,1756.4165513,2.10438e-05,50000,34802.9,1,1.77869339445,190.134,2.64713,1756.4165513,226.227,189.393939394,nan,1276378.85082,619805.0,,nan,100,,1.20159e-08,264,1276378.85082,0.4
1650.47020651,3007.39,0.00713691,1650.47020651,1.97707e-05,50000,40417.7,1,2.54157113076,978.798,3.87596,1650.47020651,1399.16,177.93594306,nan,938774.979236,590045.0,,nan,100,,2.5467e-08,281,938774.979236,0.4
1615.27315741,2941.14,0.00470362,1615.27315741,1.93573e-05,50000,42276.1,1,2.2034923297,1977.9,5.32065,1615.27315741,1292.86,174.216027875,nan,934727.308078,602840.0,1.55303e-26,nan,100,5.65018e-32,2.61798e-08,287,934727.308078,0.4
1643.49894716,2636.86,0.00187383,1643.49894716,1.97006e-05,50000,40255.3,1,0.876864103971,103.607,2.08701,1643.49894716,198.507,177.304964539,nan,776610.177388,533297.0,,nan,100,,9.232e-09,282,776610.177388,0.4
1777.10830269,3176.13,0.00247877,1777.10830269,2.12857e-05,50000,36253.8,1,1.48438174769,321.841,3.30527,1777.10830269,384.907,191.570881226,nan,1343622.36203,640378.0,,nan,100,,1.33475e-08,261,1343622.36203,0.4
