Bound,InitialReturnMean,TimeElapsed,MinD2w0t,Weights,TimestepsSoFar,MeanIW,Iteration,InitialReturnStd,MeanEntropy,ReturnStepMax,StdIW,J_sample_variance,EpRewMean,EpLenMean,InitialReturnMin,ReturnStepMaxmin,InitialBound,MinIW,EpisodesSoFar,StdD2w0t,MeanD2w0t,MaxD2w0t,ReturnMeanIW,InitialReturnMax,EmpiricalD2,EntropyCoefficient,MaxIW,EpThisIter
239.78224,-1.8692017e-06,224.72798085212708,,[-0.819 -1.577 -0.682 -1.095 -0.011],73025,2.529329,16,13.248192,1.5234379,100.0,23.855383,3001427.5,-106.55477290729199,56.73,-22.515839,95.24344,135.51457,1.0734693e-12,1600,inf,1.7871685e+33,5.2221044e+37,224.54787,38.15924,5.7249834e+35,10.0,244.77304,100
365.6637,1.1825562e-06,243.67040872573853,,[-0.99  -1.291 -0.469 -0.994  0.105],80900,9.411254,17,15.203381,1.3877822,100.0,96.98791,4711991.5,-104.9886852037262,78.75,-30.305294,96.33362,93.148056,3.6807037e-12,1700,11617834000000.0,120407065000.0,1924795000000000.0,351.7859,42.625427,19275100000000.0,10.0,1051.8687,100
422.89664,2.4795531e-06,273.96319603919983,,[-1.039 -1.311 -0.36  -0.976 -0.031],94512,1.2965018,18,19.0919,1.3178381,100.0,34.962017,8236371.5,-103.72716540917467,136.12,-35.162933,97.47595,48.09196,7.968094e-26,1800,inf,6.5908906e+33,1.3479851e+38,409.71826,45.932205,1.3549295e+36,10.0,3551.828,100
36.122925,-1.2588501e-06,327.3497874736786,,[-1.144 -1.524 -0.324 -1.062 -0.101],121419,3.2940226,19,17.447971,1.29162,100.0,53.43821,36704.703,-91.09477136704746,269.07,-42.150124,98.32289,18.204403,1.5830475e-09,1900,10557984.0,1482128.8,345648400.0,23.206726,29.789982,27340168.0,10.0,2656.69,100
22.084766,3.8146972e-08,403.9631276130676,,[-1.111 -1.52  -0.328 -1.012 -0.127],161202,0.9651019,20,12.994052,1.3212948,100.0,5.112295,4825.079,-86.10793618105976,397.83,-42.153103,98.56711,10.302186,2.4148938e-10,2000,35105910000.0,3929611800.0,1725221000000.0,8.8718195,37.461685,106838810000.0,10.0,172.72504,100
90.08044,-3.566742e-06,471.9736416339874,,[-1.147 -1.543 -0.302 -1.062 -0.098],196161,0.72211784,21,17.184832,1.182746,100.0,32.41652,578365.06,-81.22895057893905,349.59,-41.595245,98.53529,10.907276,6.417051e-31,2100,inf,8.081734e+29,7.2799237e+33,78.252975,28.364958,7.2795488e+31,10.0,4145.4604,100
66.264496,7.6293944e-08,553.9413750171661,,[-1.107 -1.511 -0.208 -1.006 -0.236],238900,0.8626778,22,10.918244,1.1655204,100.0,17.341782,173910.92,-104.9684338247314,427.39,-35.81167,98.50879,9.382901,2.2366364e-31,2200,nan,nan,inf,54.609295,24.135422,inf,10.0,1123.1156,100
21.30497,1.1825562e-06,611.0835411548615,,[-1.136 -1.47  -0.256 -1.062 -0.253],267505,0.5783513,23,18.857777,1.1723372,100.0,4.88473,7552.8984,-73.7496142118857,286.05,-43.105232,98.48436,10.388382,6.625479e-11,2300,1032789800000000.0,33564234000000.0,5.4709482e+16,9.581599,40.61728,555183600000000.0,10.0,242.74408,100
38.159767,1.14440915e-07,658.7786226272583,,[-1.151 -1.446 -0.203 -1.069 -0.247],292169,0.523846,24,19.675922,1.1923555,100.0,6.8159842,46846.723,-83.75152907561309,246.64,-37.047794,98.32086,16.206032,9.542427e-13,2400,8020531500000000.0,332301450000000.0,5.2858245e+17,26.236214,37.581554,1.6358938e+16,10.0,312.79327,100
22.199137,1.5258789e-06,705.7597522735596,,[-1.13  -1.433 -0.269 -1.049 -0.227],315390,0.80312014,25,20.50312,1.1660135,100.0,2.604014,1840.4131,-84.31349567958411,232.21,-38.481255,98.27382,17.942253,3.3526813e-08,2500,103385540.0,11725751.0,2753459700.0,10.539001,31.745579,238894960.0,10.0,68.53787,100
18.031607,1.7166138e-07,766.2381391525269,,[-1.128 -1.451 -0.284 -1.014 -0.253],346038,1.1630878,26,17.220104,1.0708311,100.0,10.666637,909.67004,-82.96673180646845,306.48,-39.39838,98.45859,11.594046,9.603894e-08,2600,84300.234,19327.14,1553626.8,7.323295,32.712654,291505.56,10.0,418.9858,100
175.3514,-3.2806397e-06,836.9416055679321,,[-1.166 -1.442 -0.281 -0.987 -0.348],382838,0.72056866,27,15.682044,1.0229806,100.0,22.158148,2657110.0,-78.34828579044989,368.0,-42.53118,98.57419,8.007885,,2700,nan,nan,inf,165.12158,33.962383,inf,10.0,1251.3055,100
231.88986,7.6293944e-08,866.3054246902466,,[-1.168 -1.31  -0.288 -1.041 -0.396],395620,3.6956642,28,19.838818,1.0509257,100.0,173.63942,3140793.0,-101.27327443152093,127.82,-24.130264,97.415375,42.23128,7.127556e-11,2800,inf,4.3013415e+16,9.96636e+19,221.3806,42.382793,1.8726418e+18,10.0,25589.871,100
433.83453,-9.155273e-07,903.1360063552856,,[-1.185 -1.32  -0.352 -1.011 -0.368],412413,3.2284348,29,23.109045,1.039101,100.0,64.76088,15939996.0,-94.30773673420397,167.93,-31.867493,97.876816,27.226116,1.9536071e-23,2900,inf,2.2757277e+31,1.2685417e+35,423.4435,47.470856,1.5673121e+33,10.0,4700.6846,100
93.89044,-1.3542175e-06,962.3081953525543,,[-1.294 -1.349 -0.368 -0.962 -0.38 ],440786,1.5236803,30,19.472208,0.8710571,100.0,47.040653,600939.7,-73.20158289242768,283.73,-41.907524,98.48401,7.9325466,2.8266034e-34,3000,inf,2.7553374e+22,4.591144e+25,85.17987,36.672264,1.7105552e+24,10.0,4301.259,100
70.305374,-1.3732911e-06,1040.0669386386871,,[-1.281 -1.4   -0.372 -0.936 -0.548],481730,2.1068048,31,13.10619,0.8823333,100.0,43.1454,462770.47,-79.19784885625594,409.44,-43.90697,98.613144,5.5062466,1.2621169e-18,3100,inf,3.9787183e+18,6.642403e+21,61.482044,23.896242,1.925856e+20,10.0,3059.5903,100
9.66381,-9.918213e-07,1103.5920419692993,,[-1.248 -1.416 -0.354 -0.997 -0.537],513913,1.5895466,32,17.88046,0.8919442,100.0,17.338507,1215.5677,-61.610971372011974,321.83,-42.085323,98.61713,2.834281,1.3844723e-08,3200,33908260.0,3041242.0,1159074600.0,0.7443674,28.57735,50056196.0,10.0,977.34717,100
28.134174,6.8664554e-07,1177.0633461475372,,[-1.273 -1.483 -0.383 -1.012 -0.527],551851,10.071539,33,14.424515,0.8720357,100.0,181.51889,53635.59,-66.71490907841702,379.38,-39.21568,98.6483,4.1562014,6.128071e-14,3300,inf,1.781749e+16,2.0664746e+20,19.413816,31.020004,2.0709722e+18,10.0,10202.7295,100
130.82794,-4.7683716e-07,1246.7676198482513,,[-1.281 -1.429 -0.34  -0.971 -0.547],587778,1.080318,34,16.66089,0.89906764,100.0,34.06876,1646316.1,-72.81559150000386,359.27,-43.943398,98.59465,4.013339,9.535817e-29,3400,nan,nan,inf,121.83727,26.931273,inf,10.0,2416.1528,100
11.781794,5.531311e-07,1340.2591571807861,,[-1.215 -1.479 -0.356 -0.939 -0.52 ],635333,0.4286921,35,8.360615,0.856268,100.0,3.1340942,2203.493,-122.61344127496722,475.55,-25.310915,98.48433,5.745513,2.69622e-17,3500,18740832000000.0,2089686300000.0,623860500000000.0,3.2191129,27.000393,67784667000000.0,10.0,149.27457,100
17.360428,-4.7683716e-07,1425.5205018520355,,[-1.216 -1.474 -0.384 -0.967 -0.563],679523,0.29763243,36,10.887006,0.8132805,100.0,1.6877861,2616.9292,-90.56691651205439,441.9,-41.652473,98.5901,6.595434,2.646781e-20,3600,2.678341e+16,1236830700000000.0,2.0683258e+18,9.227624,39.021263,5.7373e+16,10.0,62.32448,100
11.990594,-8.773804e-07,1499.7628316879272,,[-1.235 -1.475 -0.419 -1.    -0.606],717041,0.5883821,37,13.9949465,0.8142936,100.0,6.7273045,1685.6106,-66.07545349800634,375.18,-47.31681,98.647766,4.818598,8.125514e-11,3700,409189400000000.0,10723721000000.0,4.348695e+16,3.8476574,20.801561,588667500000000.0,10.0,306.37656,100
4.102394,7.6293946e-07,1573.8482522964478,,[-1.207 -1.472 -0.447 -0.998 -0.605],755124,1.3936031,38,16.34219,0.8035515,100.0,16.5184,1356.452,-49.976104630969054,380.83,-44.03596,98.73753,-0.14392567,1.2339653e-13,3800,4072629200.0,116531710.0,345976700000.0,-3.933121,34.756676,4426158000.0,10.0,666.30286,100
196.63055,-3.0517577e-07,1646.6689913272858,,[-1.214 -1.465 -0.481 -0.999 -0.615],791871,1.4454353,39,17.44606,0.68824416,100.0,68.759636,3992717.5,-49.564135312395635,367.47,-50.41081,98.73024,1.4700322,,3900,nan,inf,inf,189.74811,29.826649,inf,10.0,5170.6396,100
90.88125,-2.3269654e-06,1744.2629203796387,,[-1.252 -1.541 -0.5   -0.977 -0.731],841436,0.9938928,40,8.015644,0.67066336,100.0,26.174397,765880.0,-104.63321160812204,495.65,-17.231815,98.57779,2.3019714,2.7506396e-22,4000,inf,2.993101e+21,1.8272334e+24,84.174614,21.733376,1.5364871e+23,10.0,1971.2091,100
2.0747066,-1.1062622e-06,1830.8094387054443,,[-1.268 -1.541 -0.491 -1.019 -0.748],886065,0.99038064,41,10.165976,0.6703533,100.0,1.9385262,193.24117,-56.59437993008808,446.29,-30.16523,98.74638,0.78432655,0.00023555476,4100,7.3295846,6.9054027,36.692177,-4.6288266,19.779797,24.101887,10.0,72.95088,100
68.10022,7.6293944e-08,1912.4349200725555,,[-1.279 -1.543 -0.49  -1.031 -0.749],927412,10.690838,42,16.167263,0.6767098,100.0,249.52843,438465.22,-43.63593484377274,413.47,-49.175705,98.788925,-0.84562254,1.4567486e-12,4200,189846800000000.0,7915674000000.0,1.9424398e+16,61.333122,40.968567,305022270000000.0,10.0,11285.834,100
44.578568,4.5776366e-07,1984.545913696289,,[-1.293 -1.547 -0.472 -1.058 -0.742],964151,0.39372742,43,16.836535,0.6452142,100.0,13.742115,249987.31,-42.15966705113071,367.39,-40.20219,98.77049,-2.4045858,,4300,nan,nan,inf,38.126427,38.70124,inf,10.0,1020.6904,100
58.401867,1.3923645e-06,2077.2896008491516,,[-1.292 -1.548 -0.524 -0.994 -0.774],1011357,0.361399,44,9.420167,0.5720782,100.0,8.339892,169933.31,-86.46587553785388,472.06,-33.650833,98.63367,2.162323,2.432985e-36,4400,nan,inf,inf,52.681084,21.179867,inf,10.0,456.1481,100
9.657263,3.8146972e-08,2151.942046880722,,[-1.271 -1.472 -0.492 -1.002 -0.847],1049428,0.46535313,45,16.264677,0.5836759,100.0,3.2115746,3068.6238,-30.383230382256897,380.71,-49.464523,98.84039,-3.565649,5.8099386e-17,4500,inf,2.5707887e+24,2.5023053e+28,3.820504,39.87107,2.502286e+26,10.0,130.05917,100
44.984447,-3.6239624e-07,2220.136753797531,,[-1.255 -1.471 -0.524 -1.004 -0.835],1084757,0.42421323,46,18.24485,0.5179928,100.0,15.108856,190531.16,-36.549658014275366,353.29,-43.76674,98.79309,-3.4629493,,4600,nan,nan,inf,39.80452,33.20188,inf,10.0,2240.097,100
2.5141249,1.335144e-06,2314.204246520996,,[-1.265 -1.476 -0.516 -0.938 -0.901],1133109,1.006482,47,8.9491005,0.5168605,100.0,2.305422,168.98094,-95.85283872108403,483.52,-36.948048,98.60352,0.3177309,0.00015696345,4700,35.54819,26.535524,220.54672,-2.65448,27.672676,135.42473,10.0,68.37936,100
24.739056,3.4332277e-07,2408.513842344284,,[-1.268 -1.456 -0.512 -0.937 -0.902],1181317,1.0032175,48,9.170867,0.4629717,100.0,24.680332,81165.0,-78.94794278896819,482.08,-40.599873,98.67247,-1.1080937,2.5337335e-25,4800,inf,5.0539865e+24,1.0352275e+28,20.109339,25.373873,3.4802295e+26,10.0,1586.3502,100
2.0157936,7.2479247e-07,2496.437439918518,,[-1.314 -1.445 -0.495 -0.947 -0.956],1226509,0.35633892,49,10.407053,0.47802308,100.0,1.3322061,229.79613,-61.312129815960546,451.92,-43.723534,98.72865,-1.0200658,2.6359352e-08,4900,1480528900.0,160072300.0,54558843000.0,-2.7644374,27.628551,3932612900.0,10.0,30.194427,100
14.735361,6.8664554e-07,2580.243109703064,,[-1.321 -1.447 -0.512 -0.964 -0.941],1268718,1.9691997,50,13.870509,0.48240504,100.0,29.14092,60477.91,-40.79623511739932,422.09,-52.59653,98.8067,-0.19932413,2.529788e-10,5000,11325997000.0,1852179200.0,423817050000.0,9.91131,31.858217,44765016000.0,10.0,1275.0269,100
-5.24267,-4.5776366e-07,2657.8380856513977,,[-1.32  -1.41  -0.513 -0.965 -0.937],1307551,0.7752131,51,18.433569,0.4956814,100.0,2.5251231,594.07605,-20.25635935375117,388.33,-47.91043,98.895676,-7.551148,8.258891e-05,5100,449.20776,177.6304,7128.545,-10.199484,28.174137,1409.1538,10.0,75.83167,100
0.46799374,1.0871887e-06,2737.7032737731934,,[-1.306 -1.416 -0.522 -0.962 -0.923],1347447,0.26557127,52,16.381117,0.50218135,100.0,1.1186022,154.30367,-26.34718999502682,398.96,-51.46576,98.86792,-4.6460457,6.785696e-13,5200,58842365000000.0,1128346200000.0,6791011000000000.0,-4.5538197,31.618612,72980480000000.0,10.0,30.731764,100
13.957623,-5.722046e-07,2812.1762890815735,,[-1.298 -1.413 -0.547 -0.962 -0.917],1385173,2.124806,53,18.624561,0.48488364,100.0,26.451635,11565.046,-24.540987433175577,377.26,-49.954666,98.8699,-5.472419,3.1012883e-21,5300,inf,4.576656e+20,1.7164484e+24,9.108787,30.708431,1.9142762e+22,10.0,1041.716,100
2.8536458,4.959106e-07,2883.0470712184906,,[-1.301 -1.432 -0.583 -0.977 -0.934],1421364,0.23840432,54,19.532257,0.47405282,100.0,1.2860011,2390.6567,-29.11416568369118,361.91,-48.825764,98.83911,-5.1590934,5.1496607e-16,5400,inf,4.0743146e+17,1.337116e+21,-1.8868824,31.098145,2.001639e+19,10.0,91.196945,100
16.20374,-3.8146973e-07,2957.81391954422,,[-1.27  -1.436 -0.605 -0.964 -0.945],1460067,1.1694044,55,16.461784,0.4862654,100.0,15.092398,24283.293,-26.87765541629533,387.03,-49.78109,98.861115,-5.0207844,2.0098361e-19,5500,inf,1.6125633e+26,2.034036e+30,11.341086,27.861008,2.1195518e+28,10.0,669.06793,100
19.951826,-8.392334e-07,3016.4292283058167,,[-1.289 -1.457 -0.654 -0.985 -0.933],1489657,0.43778184,56,21.662,0.49780652,100.0,7.5563464,19409.582,-56.82206523414282,295.9,-43.819565,98.61594,-1.879807,1.7774316e-21,5600,inf,6.387144e+28,1.8948908e+32,14.973761,36.618607,3.060012e+30,10.0,474.20975,100
174.8682,1.2397766e-07,3099.742469072342,,[-1.26  -1.472 -0.639 -0.954 -0.921],1532399,4.229193,57,15.1999235,0.48101947,100.0,82.520065,3217921.0,-61.31074313795928,427.42,-50.68415,98.71312,0.16486073,2.8732573e-23,5700,inf,2.1150387e+20,1.8739853e+23,170.058,26.525328,9.534269e+21,10.0,3335.663,100
99.087875,8.773804e-07,3172.0322144031525,,[-1.264 -1.499 -0.641 -1.007 -0.938],1568565,1.1282725,58,20.12628,0.48413083,100.0,28.182665,1086987.8,-36.07380197252125,361.66,-52.28334,98.80051,-5.100282,8.03694e-24,5800,inf,1.1496584e+31,3.158445e+34,94.24657,28.975163,6.470027e+32,10.0,1648.0392,100
-0.07572031,3.6239624e-07,3234.6174516677856,,[-1.264 -1.509 -0.6   -1.041 -0.935],1599096,0.25533608,59,22.119322,0.49015668,100.0,1.3778017,296.9932,-43.77572227389341,305.31,-44.640156,98.71324,-4.491773,5.4849645e-16,5900,5.4004794e+16,3454089500000000.0,3.0623548e+18,-4.9772873,42.125065,1.6262657e+17,10.0,79.00896,100
7.949129,1.2397766e-06,3306.7052552700043,,[-1.276 -1.513 -0.595 -1.013 -0.929],1636001,1.448737,60,18.325092,0.4606727,100.0,14.142641,4076.9526,-38.61219355273375,369.05,-45.63822,98.79074,-2.952394,4.864109e-09,6000,8544733.0,321297.3,376147900.0,3.3424017,29.556633,5278859.0,10.0,410.301,100
27.056515,1.2207031e-06,3386.7645790576935,,[-1.3   -1.49  -0.587 -0.989 -0.958],1676741,1.4507066,61,15.425596,0.46844053,100.0,32.778248,33361.797,-37.9388116097023,407.4,-51.07785,98.81375,-3.620336,1.34554815e-17,6100,inf,4.8976245e+22,4.598508e+26,22.37211,24.358171,4.7948316e+24,10.0,2239.455,100
46.164715,1.1062622e-06,3447.450050830841,,[-1.299 -1.498 -0.611 -1.02  -0.951],1707510,0.69088674,62,21.069824,0.4669594,100.0,11.398131,254558.05,-43.29319953358445,307.69,-45.999382,98.7186,-5.280512,1.8420765e-22,6200,nan,nan,inf,41.49512,28.401829,inf,10.0,615.53516,100
24.54929,-3.8146973e-07,3516.2866435050964,,[-1.305 -1.508 -0.663 -1.007 -0.952],1743232,0.20665914,63,20.473152,0.48590285,100.0,4.793376,54703.883,-37.49280021419989,357.22,-49.45623,98.790085,-4.5659323,,6300,nan,nan,inf,19.690262,33.03112,inf,10.0,483.40475,100
60.615913,3.4332277e-07,3540.9140877723694,,[-1.293 -1.436 -0.647 -1.02  -0.933],1754504,0.8241298,64,18.308727,0.4714144,100.0,1.8095498,8253.301,-104.05411796017817,112.72,-29.058117,97.15376,50.60043,0.0011568049,6400,632468.4,19705.781,50526308.0,55.90177,45.969948,521623.7,10.0,30.455343,100
62.484993,2.4795531e-06,3579.4634194374084,,[-1.295 -1.449 -0.632 -1.015 -0.948],1773162,1.5278238,65,21.046244,0.45427957,100.0,18.096289,65553.125,-90.56125449776408,186.58,-39.599934,98.02925,18.1115,4.9912158e-11,6500,306960200000000.0,14657378000000.0,2.343119e+16,57.942196,38.66659,598000040000000.0,10.0,1187.286,100
18.513851,-8.773804e-07,3642.3212163448334,,[-1.311 -1.465 -0.624 -0.999 -0.965],1804841,1.3593531,66,20.650852,0.44997332,100.0,13.806515,17599.283,-44.09591517626603,316.79,-41.456123,98.7216,-4.756943,1.8928994e-14,6600,109523990000.0,9145902000.0,6807860300000.0,14.014117,31.213097,299867900000.0,10.0,623.37946,100
28.387527,1.9073486e-08,3719.6608548164368,,[-1.289 -1.506 -0.619 -1.002 -0.969],1844931,9.433208,67,16.536047,0.43830648,100.0,146.9176,88594.35,-29.49735211504441,400.9,-52.6234,98.852844,-4.7289133,1.6446759e-15,6700,inf,1.6083637e+18,1.0054659e+22,24.004463,23.10247,1.1029006e+20,10.0,8998.795,100
3.0314221,4.959106e-07,3802.8783955574036,,[-1.301 -1.499 -0.597 -0.983 -0.981],1887412,0.56440604,68,15.853032,0.47290066,100.0,2.351903,800.63416,-44.77361257494797,424.81,-51.709427,98.7892,-3.377913,8.029363e-11,6800,456480770000000.0,15085802000000.0,3.5128119e+16,-1.6975847,29.872204,525089300000000.0,10.0,61.32959,100
21.318008,-7.8201293e-07,3888.9540300369263,,[-1.319 -1.486 -0.58  -0.977 -0.946],1931413,2.487409,69,13.736999,0.4770507,100.0,45.78935,39546.047,-34.32002005287981,440.01,-53.376408,98.84401,-3.9725895,1.789041e-16,6900,inf,1.0651478e+20,4.2738494e+23,16.5475,25.50232,4.787748e+21,10.0,1887.8832,100
-0.9089098,-4.386902e-07,3973.038158893585,,[-1.281 -1.523 -0.596 -1.012 -0.942],1974339,0.5900747,70,15.983304,0.454346,100.0,2.0988562,517.5318,-27.577199654350252,429.26,-54.45777,98.871506,-3.8534002,5.177956e-07,7000,1521786.1,66993.766,85714690.0,-5.4523697,33.948067,1088171.9,10.0,62.05279,100
36.001236,3.8146972e-08,4047.519502401352,,[-1.272 -1.531 -0.575 -1.024 -0.965],2012028,0.3275967,71,15.664075,0.4462936,100.0,9.313064,213715.22,-38.753176622124485,376.89,-51.673317,98.79436,-2.8459363,4.029424e-30,7100,nan,nan,inf,31.5383,32.957634,inf,10.0,1237.6748,100
0.05768919,-6.67572e-08,4133.34582901001,,[-1.347 -1.582 -0.566 -1.037 -0.973],2057202,1.0354083,72,11.754031,0.4387379,100.0,0.8577731,261.26587,-52.6190137246218,451.74,-51.73111,98.767044,-0.5298395,0.017859682,7200,0.7895281,1.6552904,3.36699,-4.32969,30.644194,2.8899066,10.0,8.455371,100
60.737167,7.2479247e-07,4223.520186662674,,[-1.357 -1.586 -0.57  -1.043 -0.98 ],2102388,0.36320883,73,10.11578,0.43449983,100.0,9.614654,336300.72,-42.40064235296124,451.86,-50.352318,98.81233,-2.1010108,,7300,nan,nan,inf,56.39217,17.632626,inf,10.0,595.41455,100
-1.785305,-1.8310546e-06,4299.555955648422,,[-1.357 -1.564 -0.524 -1.079 -0.984],2139885,0.18498299,74,19.03752,0.43774524,100.0,0.8331486,759.56305,-16.18873548474595,374.97,-47.241512,98.91365,-9.345896,1.1226717e-15,7400,inf,1.0190618e+19,1.381626e+22,-6.1627574,32.167633,4.8315373e+20,10.0,44.676144,100
121.65915,3.4332277e-07,4359.103362321854,,[-1.328 -1.557 -0.51  -1.109 -0.981],2169286,0.7047048,75,22.587133,0.45534322,100.0,21.885866,1578140.2,-38.2422549079433,294.01,-40.882004,98.73985,-9.619078,,7500,nan,nan,inf,117.10572,31.393217,inf,10.0,1038.3893,100
12.500139,3.6239624e-07,4422.150304555893,,[-1.356 -1.585 -0.448 -1.117 -0.964],2200224,0.78946227,76,21.289606,0.47849867,100.0,5.9588747,27796.855,-34.57745934323418,309.38,-40.55847,98.776474,-9.734724,3.1424596e-12,7600,3491648200000.0,399774650000.0,155447050000000.0,7.715153,34.894188,11973778000000.0,10.0,232.05121,100
4.547362,1.2207031e-06,4491.316518068314,,[-1.338 -1.566 -0.438 -1.079 -0.94 ],2234536,0.551058,77,17.777855,0.48413575,100.0,3.1101623,3042.4473,-37.02490249647356,343.12,-47.630146,98.78418,-4.3853016,2.9051931e-11,7700,60160660000.0,2136680800.0,8482075000000.0,-0.29399544,25.606714,117434300000.0,10.0,129.88614,100
9.645561,-1.1634827e-06,4570.176210641861,,[-1.369 -1.57  -0.424 -1.072 -0.935],2273529,0.4051878,78,14.558902,0.4569656,100.0,6.3911443,13848.35,-39.18188141013436,389.93,-42.710472,98.79903,-3.2347927,1.1781846e-15,7800,inf,1.6621147e+17,2.8690488e+20,5.075905,24.999668,6.9252894e+18,10.0,780.9015,100
