EpRewMean,InitialReturnStd,MinD2w0t,InitialBound,EpThisIter,MeanEntropy,ReturnStepMax,MeanD2w0t,ReturnStepMaxmin,InitialReturnMin,MeanIW,Iteration,Bound,InitialReturnMean,J_sample_variance,TimeElapsed,InitialReturnMax,ReturnMeanIW,MaxIW,TimestepsSoFar,EpisodesSoFar,StdIW,EpLenMean,EmpiricalD2,Weights,StdD2w0t,MinIW,MaxD2w0t
-108.22623282538687,2.7312074,,561.682,100,0.6139983,100.0,0.6390673,86.19437,-3.8918762,1.3259803,11,730.7998,-3.1280517e-06,6799074.5,91.24844551086426,9.358711,730.7998,63.957657,18342,1100,5.060187,16.41,86.42229,[-0.666  0.892 -0.643 -0.004 -0.824],12.782898,0.0022358706,1335.1079
-108.81617377662369,2.396497,,553.9207,100,0.5568265,100.0,60.83313,86.374596,-3.758583,1.2492089,12,691.84546,1.0681152e-06,3789580.2,100.32832026481628,7.632126,691.84546,37.21482,20011,1200,3.6531289,16.69,5693.215,[-0.673  0.847 -0.661  0.031 -0.805],2763.6453,0.00031738495,351663.34
-107.67042470249439,2.6695912,,575.1599,100,0.5812462,100.0,100.24242,85.92078,-4.0090027,1.5045885,13,844.86316,2.2888185e-06,15906548.0,108.87180280685425,10.63044,844.86316,73.32397,21611,1300,7.653264,16.0,42895.95,[-0.588  0.916 -0.56  -0.008 -0.862],13209.707,7.380494e-05,2151323.0
-108.16032613473728,2.988719,,533.3149,100,0.60963166,100.0,139893560000.0,86.74426,-5.0709534,23.091513,14,10784.276,-4.8065185e-06,11463675000.0,117.4829752445221,10.908585,10784.276,2377.146,23327,1400,232.77254,17.16,69182603000000.0,[-0.63   0.867 -0.546 -0.042 -0.838],27411482000000.0,3.2932979e-10,6071374400000000.0
-107.72321334333455,3.015056,,561.82434,100,0.58588624,100.0,0.1117983,86.17523,-4.599701,1.2562593,15,696.021,2.5939942e-06,799677.5,128.84040546417236,12.399033,696.021,14.403296,24961,1500,1.7384641,16.34,6.2118034,[-0.6    0.912 -0.63   0.006 -0.809],0.9929573,0.004759288,39.39801
-107.56226439134889,2.597115,,574.5809,100,0.61845773,100.0,16268261.0,85.939926,-4.2155914,4.355595,16,2305.6387,9.002685e-06,396397060.0,136.9442799091339,7.6681213,2305.6387,393.32925,26561,1600,38.61736,16.0,4305525000.0,[-0.614  0.915 -0.635 -0.036 -0.833],1369272200.0,1.2582487e-08,279631660000.0
-108.32301344866165,3.0367615,,541.36774,100,0.6098758,100.0,15.042195,86.580154,-4.4912033,1.4322664,17,765.77435,1.8310546e-06,4475860.5,147.36993408203125,9.770454,765.77435,57.90786,28257,1700,4.1336637,16.96,2001.3727,[-0.524  0.96  -0.584  0.075 -0.8  ],722.5991,0.00023535559,85734.836
-108.15934252227518,2.8136759,,555.52325,100,0.56862,100.0,0.058819395,86.34465,-3.9678268,1.0789429,18,599.4892,-4.577637e-06,378572.56,156.98383903503418,9.292084,599.4892,11.155008,29913,1800,1.1856567,16.56,2.4241354,[-0.509  0.953 -0.626  0.168 -0.809],0.37598237,0.034564834,10.873611
-108.2466595558555,2.9821732,,551.4004,100,0.40305603,100.0,259.5635,86.38808,-4.11467,2.0473487,19,1043.4185,-4.9591063e-06,50840770.0,164.79914903640747,8.848572,1043.4185,152.98819,31581,1900,15.1275,16.68,99495.58,[-0.526  0.947 -0.641  0.14  -0.85 ],17093.992,1.6543042e-10,3247787.2
-108.24188800096933,2.6732466,,567.6836,100,0.3771723,100.0,1.2988633,86.07287,-4.0434647,1.7603353,20,965.55255,3.967285e-06,16953678.0,173.48764061927795,8.472176,965.55255,79.35265,33207,2000,8.010942,16.26,209.33755,[-0.46   0.986 -0.685  0.175 -1.016],34.762245,8.662386e-05,5425.563
-107.86833788613079,2.8290427,,569.74396,100,0.36360788,100.0,117.79004,86.01287,-4.271179,2.7175138,21,1470.983,-2.0599366e-06,87648610.0,182.1767234802246,11.37587,1470.983,247.04561,34823,2100,18.111708,16.16,38334.977,[-0.461  0.982 -0.636  0.151 -1.042],5271.6177,5.148896e-06,860289.94
-108.1561097859528,2.9696567,,539.81476,100,0.36678103,100.0,21022.81,86.624916,-4.5213547,1.9936497,22,1005.1808,-7.171631e-06,20987960.0,191.13027143478394,7.34568,1005.1808,128.00922,36521,2200,9.811013,16.98,9907571.0,[-0.485  1.023 -0.68   0.164 -1.055],4418427.0,8.761223e-06,986401200.0
-107.93277487274636,2.6457686,,563.6855,100,0.43781406,100.0,11.816913,86.14492,-4.267494,1.6838045,23,930.95795,2.9754638e-06,24750546.0,200.19773840904236,8.651245,930.95795,150.69211,38153,2300,9.280775,16.32,3609.9216,[-0.549  0.959 -0.697  0.14  -1.052],984.3954,0.00019611433,195197.94
-108.43244140477437,2.7828207,,554.23975,100,0.4272516,100.0,4.774172e+32,86.31355,-4.2910004,5.6620717,24,2826.2688,7.476807e-06,712060500.0,209.46415877342224,13.030815,2826.2688,562.3861,39816,2400,55.09006,16.63,2.3870806e+35,[-0.516  0.966 -0.704  0.204 -0.981],inf,4.0212943e-18,2.3870806e+37
-107.83026908668063,2.7534347,,544.0736,100,0.26802966,100.0,1477.069,86.54493,-4.607872,14.910644,25,7430.4585,3.5095215e-06,5133205500.0,219.68633818626404,7.6852417,7430.4585,1480.0101,41498,2500,145.5677,16.82,495853.16,[-0.599  0.893 -0.683  0.067 -0.992],202143.98,5.6704676e-11,41088724.0
-108.19807305871109,3.110435,,545.91156,100,0.34396514,100.0,5.342346e+28,86.48605,-4.4656982,63.52584,26,32504.21,-5.1879883e-06,104056200000.0,229.83266401290894,11.654343,32504.21,6581.0166,43180,2600,632.2987,16.82,1.0097854e+31,[-0.569  0.861 -0.644 -0.044 -1.151],inf,3.3297428e-17,5.506146e+32
-108.32812312242834,2.9982204,,555.23846,100,0.32750738,100.0,0.042977616,86.29239,-4.2732086,1.0412501,27,577.5097,8.087158e-06,166232.11,240.31610321998596,10.620567,577.5097,12.049245,44839,2700,0.78869665,16.59,1.616035,[-0.588  0.868 -0.708 -0.13  -1.075],0.24771571,0.051648676,10.601594
-107.8455106841888,3.1363304,,553.1718,100,0.34042603,100.0,0.13756594,86.34383,-4.174057,1.0907966,28,600.9209,7.6293946e-07,648018.1,248.7097532749176,9.915131,600.9209,13.923756,46497,2800,1.5405761,16.58,6.067545,[-0.597  0.894 -0.694 -0.138 -1.091],1.4483905,0.0196414,70.03178
-108.10389072299319,3.291113,,535.2021,100,0.3475469,100.0,3.854813,86.72342,-4.7854233,1.8133025,29,928.2313,2.3651123e-06,14877528.0,256.4222629070282,13.594643,928.2313,81.572105,48207,2900,8.29996,17.1,1001.2332,[-0.576  0.918 -0.658 -0.12  -1.079],302.0404,0.00029024645,64769.703
-107.97628996631867,3.0792606,,557.67993,100,0.34201905,100.0,7.033585,86.25846,-3.9240265,2.2093573,30,1144.6699,3.1280517e-06,22735164.0,264.8906979560852,9.93515,1144.6699,79.21735,49855,3000,9.733451,16.48,2744.7053,[-0.634  0.871 -0.704 -0.082 -1.071],430.7636,6.0153394e-05,69609.73
-108.43919673968027,2.976391,,552.7703,100,0.33352423,100.0,9809826.0,86.391556,-4.408638,1.3924307,31,780.63513,-3.0517579e-06,9110949.0,274.15655994415283,8.36322,780.63513,185.15076,51522,3100,5.5040097,16.67,4762496000.0,[-0.584  0.923 -0.697 -0.054 -1.077],2130600700.0,1.1714994e-07,476223200000.0
-108.13816899169318,3.2773528,,541.9035,100,0.3214345,100.0,0.26631737,86.57534,-4.442177,1.2626641,32,681.303,6.1035155e-07,1097541.2,283.25357127189636,10.233818,681.303,36.8293,53214,3200,2.0064707,16.92,17.01771,[-0.54   0.942 -0.714  0.021 -1.085],5.5247483,0.0010981421,384.0674
-108.36138746561636,3.0380855,,549.33624,100,0.28514794,100.0,752352260.0,86.426956,-4.3777847,10.057936,33,4767.299,1.0986329e-05,2107321200.0,290.16165351867676,12.716301,4767.299,1016.02686,54889,3300,99.19044,16.75,281291900000.0,[-0.54   0.959 -0.672 -0.02  -1.097],47565550000.0,4.590401e-12,5977021000000.0
-107.97092930269271,2.9759872,,557.24915,100,0.24913782,100.0,4174.3643,86.254074,-4.6676636,8.9940815,34,4543.415,-7.476807e-06,1958204500.0,298.6942925453186,10.406647,4543.415,907.51575,56538,3400,89.131905,16.49,1244322.8,[-0.568  0.932 -0.66   0.051 -1.134],261659.33,3.231442e-10,46329390.0
-107.96799577683298,2.9536471,,564.6547,100,0.24108675,100.0,2.7102828,86.11738,-3.8554459,1.8015924,35,990.14343,-3.3569336e-06,8453655.0,309.1087255477905,12.873817,990.14343,63.739395,58168,3500,5.662326,16.3,146.19708,[-0.57   0.944 -0.719  0.048 -1.17 ],101.86018,5.931316e-05,8202.323
-108.20797586054441,2.9145951,,560.4292,100,0.2354333,100.0,4.457946,86.21514,-4.152405,1.396069,36,793.1456,4.8065185e-06,4928355.5,316.67575764656067,9.275452,793.1456,120.60371,59812,3600,4.0140033,16.44,814.3605,[-0.544  0.982 -0.656  0.052 -1.178],173.37437,4.8444075e-05,29651.668
-108.25091144497884,3.0477197,,564.1653,100,0.2583032,100.0,5.8191827e+21,86.110054,-4.22377,8.200224,37,4104.77,-3.6621093e-06,1512164700.0,324.3535158634186,10.274361,4104.77,809.8375,61447,3700,79.36712,16.35,2.9095764e+24,[-0.55   0.955 -0.659 -0.014 -1.184],inf,4.4529187e-17,2.90944e+26
-108.15793064696722,2.7341006,,555.1281,100,0.26549405,100.0,93761780.0,86.30104,-4.3937225,2.985073,38,1608.8077,2.2888183e-07,97318390.0,334.32395219802856,12.530197,1608.8077,560.3474,63104,3800,20.02591,16.57,45253150000.0,[-0.457  0.973 -0.697  0.106 -1.161],20249647000.0,2.2256056e-07,4525300600000.0
-107.89233074059467,3.1199641,,542.5237,100,0.22362387,100.0,16.334446,86.56693,-4.5368347,1.73286,39,999.03076,-3.8146973e-06,28624134.0,343.6586101055145,11.775581,999.03076,1026.439,64791,3900,12.148669,16.87,2845.6719,[-0.472  0.885 -0.73   0.09  -1.153],277.1346,8.627697e-06,11389.155
-108.12335226897065,3.1488743,,556.1108,100,0.25646046,100.0,0.54193354,86.274925,-4.06723,1.4770478,40,804.8935,7.705688e-06,2867406.0,351.66872334480286,14.188255,804.8935,45.34105,66445,4000,3.389122,16.54,155.37271,[-0.46   0.891 -0.754  0.058 -1.195],27.244762,0.001273708,5153.9946
-107.9343351077633,2.8221242,,570.88794,100,0.23922387,100.0,8.218925,85.9729,-3.9193954,2.4084625,41,1251.2483,-2.9754638e-06,63188292.0,359.31643319129944,9.793991,1251.2483,166.73607,68059,4100,16.479479,16.14,799.3386,[-0.472  0.839 -0.771  0.026 -1.162],202.65723,2.6919406e-05,18454.137
-108.01979361824799,2.4122088,,569.3068,100,0.24596974,100.0,620.0518,86.04203,-3.964508,2.3378577,42,1302.7048,1.6021728e-06,95636450.0,368.3694350719452,6.1146317,1302.7048,211.27716,69678,4200,19.4252,16.19,238536.95,[-0.448  0.864 -0.699  0.025 -1.18 ],23766.207,1.284556e-09,4069607.2
-108.23910605545242,2.8139138,,524.2307,100,0.23440963,100.0,5975.3003,86.95489,-4.543663,3.220638,43,1590.1849,1.8310546e-06,61107724.0,377.68921422958374,8.553673,1590.1849,138.85626,71421,4300,16.161018,17.43,769324.3,[-0.47   0.848 -0.651  0.016 -1.173],325101.56,3.4868273e-07,52226124.0
-107.89319978581871,3.194823,,552.6357,100,0.24438223,100.0,0.035769634,86.36912,-4.5246735,1.0206994,44,563.5573,-5.340576e-06,52696.344,387.4752733707428,10.814087,563.5573,3.0288496,73081,4400,0.4623703,16.6,1.2800019,[-0.441  0.864 -0.62   0.074 -1.185],0.19377108,0.23162082,1.4586729
-107.60331933992417,2.9894905,,566.7296,100,0.22268996,100.0,6434.5522,86.08576,-3.8757095,2.1625683,45,1192.6548,-7.095337e-06,28005766.0,394.34616684913635,10.073395,1192.6548,137.39221,74701,4500,10.206269,16.2,2450977.2,[-0.441  0.855 -0.617  0.069 -1.175],955706.75,2.9895105e-08,209941250.0
-107.76797931861263,2.4660926,,575.6886,100,0.20555712,100.0,0.678381,85.88296,-4.1960373,1.285193,46,722.48285,7.095337e-06,3772575.0,402.7487938404083,7.4438553,722.48285,33.570526,76301,4600,3.6870863,16.0,46.097866,[-0.516  0.812 -0.649  0.009 -1.196],20.914293,0.0012436325,1355.353
-108.37845181983255,2.661613,,555.1131,100,0.19274984,100.0,5.638025,86.32707,-4.364044,2.300452,47,1220.9872,5.645752e-06,37182540.0,411.37902450561523,8.066589,1220.9872,146.39697,77961,4700,11.868986,16.6,627.19714,[-0.497  0.802 -0.619 -0.044 -1.213],117.60719,6.3921634e-06,12602.727
-108.0791014871284,3.4158905,,536.51965,100,0.22099239,100.0,771.9904,86.71213,-4.560501,2.1677392,48,1123.3937,-2.2125244e-06,23648616.0,420.23563027381897,10.132477,1123.3937,319.49487,79667,4800,10.06457,17.06,67588.78,[-0.464  0.79  -0.619  0.002 -1.226],54317.39,0.00011984102,5239811.0
-108.59441769109038,3.1201093,,537.9767,100,0.22745061,100.0,37706747000000.0,86.642654,-3.8933868,2.553158,49,1332.2985,8.468628e-06,109499340.0,429.7144076824188,14.764252,1332.2985,216.33759,81376,4900,20.663734,17.09,1.3058055e+16,[-0.426  0.782 -0.573 -0.059 -1.198],6065736700000000.0,2.466138e-10,1.2747496e+18
-108.20667225862047,2.8224607,,558.08246,100,0.1872131,100.0,794.914,86.26685,-3.8509827,1.6134919,50,874.8686,3.2806397e-06,8164375.5,438.80203461647034,10.753235,874.8686,65.52043,83026,5000,5.44852,16.5,321554.47,[-0.456  0.76  -0.585 -0.144 -1.191],106653.09,0.00044494885,20077554.0
-108.21762756752156,3.1778529,,552.02277,100,0.1769569,100.0,38.836624,86.37517,-4.3035965,2.0045824,51,1059.9583,-8.850097e-06,31780398.0,447.0786521434784,11.515175,1059.9583,111.41119,84692,5100,11.164917,16.66,5628.689,[-0.437  0.807 -0.521 -0.138 -1.232],2513.4482,5.3074655e-05,376422.56
-108.20231644899805,2.4385774,,555.7567,100,0.16834615,100.0,3610.2144,86.2834,-4.3021927,3.4734204,52,1804.4829,-6.1035155e-07,112321640.0,455.92549419403076,6.8799973,1804.4829,898.4796,86348,5200,21.743757,16.56,1030343.8,[-0.407  0.78  -0.575 -0.118 -1.242],237988.94,4.029569e-06,38051264.0
-108.84332005116265,2.9224565,,542.8631,100,-0.0018733423,100.0,0.30107853,86.5786,-4.1160507,1.3353099,53,712.63293,-1.0604858e-05,2295130.8,465.5139238834381,10.995758,712.63293,30.130081,88047,5300,3.0846026,16.99,19.200905,[-0.412  0.802 -0.622 -0.074 -1.251],11.123614,0.00014547554,1231.2904
-108.46727753868508,2.8647683,,565.28064,100,-0.025884936,100.0,nan,86.09603,-3.7737198,314.59875,54,160320.8,1.3732911e-06,2567895300000.0,472.83747816085815,13.949371,160320.8,32199.875,89682,5400,3163.3137,16.35,inf,[-0.505  0.869 -0.607 -0.055 -1.421],nan,,inf
-107.86041230986716,2.7967887,,543.1014,100,-0.025361575,100.0,0.05805605,86.53696,-4.4539795,1.0404227,55,562.6583,-5.8746336e-06,295011.16,479.1631579399109,7.5616074,562.6583,8.728779,91367,5500,1.0636442,16.85,2.20749,[-0.572  0.829 -0.679 -0.203 -1.445],0.349932,0.047247455,6.0790815
-107.7027957412467,2.6802812,,562.88116,100,-0.026927324,100.0,0.22307348,86.147156,-4.115219,1.4728817,56,804.4018,-5.1116945e-06,3402015.2,486.43877387046814,9.091019,804.4018,42.071472,92998,5600,3.7009459,16.31,37.185806,[-0.588  0.822 -0.692 -0.215 -1.444],2.3177798,0.0010061245,80.818405
-107.95028142165103,3.1908848,,552.9348,100,-0.028117714,100.0,10.90965,86.34971,-4.2121277,1.9872547,57,1009.8446,-2.670288e-06,21717664.0,494.5355122089386,12.98304,1009.8446,99.17128,94658,5700,10.009664,16.6,3528.6226,[-0.602  0.798 -0.692 -0.213 -1.446],770.4329,0.00050485757,130707.945
-107.32311922261798,2.7398326,,562.08984,100,-0.06437125,100.0,2.4931846,86.212425,-4.7005463,2.6192322,58,1384.7257,-9.613037e-06,59503950.0,503.781014919281,9.588142,1384.7257,127.04514,96286,5800,15.254533,16.28,738.8256,[-0.573  0.81  -0.7   -0.172 -1.447],111.26428,4.219488e-05,13288.252
-108.4995687302296,2.5218003,,563.8784,100,-0.08309283,100.0,2518908700.0,86.144875,-4.0257874,3.6981082,59,1951.5901,4.119873e-06,138521090.0,512.9738962650299,7.8309555,1951.5901,256.43518,97925,5900,22.697384,16.39,216768280000.0,[-0.55   0.82  -0.725 -0.151 -1.483],213285200000.0,9.461281e-11,21519604000000.0
-107.67077284038615,2.3895783,,565.487,100,-0.072579406,100.0,94.62814,86.10998,-4.200386,3.8718882,60,2066.501,6.1035155e-07,171194160.0,522.6898629665375,6.537323,2066.501,258.37128,99549,6000,25.662384,16.24,8470.451,[-0.561  0.823 -0.769 -0.09  -1.502],2921.927,1.5570666e-07,314612.72
-108.02321157411205,2.6957133,,549.8906,100,-0.07028144,100.0,0.043816663,86.415504,-4.3279114,1.0377061,61,568.67847,-7.858276e-06,129260.68,533.2728843688965,7.821686,568.67847,4.432143,101218,6100,0.69554955,16.69,1.5388756,[-0.572  0.756 -0.829 -0.114 -1.492],0.239209,0.11786647,2.0947568
-107.25971986829947,2.8227732,,575.0153,100,-0.08322941,100.0,112.87536,85.905815,-4.3292694,5.9413867,62,2948.786,1.9073486e-06,552047170.0,540.1907322406769,8.531273,2948.786,504.61893,102813,6200,49.45731,15.95,45804.45,[-0.567  0.76  -0.815 -0.115 -1.489],2907.556,1.6349376e-06,266783.34
-107.93212002047254,2.8131967,,570.8726,100,-0.107525334,100.0,5269230.5,86.007996,-3.948677,4.0669913,63,2165.5945,1.5258789e-07,177149650.0,550.6524498462677,8.41761,2165.5945,504.91907,104427,6300,26.46179,16.14,2302191900.0,[-0.535  0.803 -0.812 -0.112 -1.502],923598850.0,1.302745e-10,203451680000.0
-107.9003040803174,2.9725494,,560.7784,100,-0.12363708,100.0,11285517.0,86.18862,-4.593834,7.5909524,64,3755.602,1.0681152e-05,1244395400.0,560.9317238330841,9.917854,3755.602,749.12225,106066,6400,73.25259,16.39,5163803000.0,[-0.488  0.888 -0.745 -0.119 -1.526],1121909400.0,3.533033e-09,186073500000.0
-107.70614615930002,2.9070349,,568.0812,100,-0.13950866,100.0,0.20273237,86.05373,-4.220413,1.2596016,65,702.2589,-4.5776366e-07,3460289.0,571.4188017845154,7.5996704,702.2589,34.589405,107684,6500,3.660574,16.18,23.359121,[-0.515  0.852 -0.747 -0.187 -1.543],1.8450056,0.001435224,68.33685
-108.31404257634956,2.5952487,,566.86475,100,-0.1419545,100.0,6.1551585,86.07192,-3.7053757,2.279057,66,1232.588,-1.5411377e-05,28687070.0,579.152272939682,8.3808365,1232.588,105.41039,109313,6600,10.332165,16.29,568.65326,[-0.516  0.858 -0.765 -0.189 -1.558],182.37941,0.0008137912,22695.686
-107.78000397127992,3.038648,,544.5445,100,-0.14945856,100.0,32441.004,86.52567,-4.637535,2.3244398,67,1207.2203,9.155273e-07,67008340.0,588.2088022232056,9.397018,1207.2203,283.198,110993,6700,16.174234,16.8,3628023.2,[-0.506  0.875 -0.748 -0.154 -1.561],1820750.4,2.3546232e-07,198154020.0
-108.0022947394274,3.2223027,,555.8664,100,-0.08982253,100.0,659657.5,86.31881,-4.1642,2.2611637,68,1176.6825,-9.231568e-06,53134130.0,596.4981837272644,11.912712,1176.6825,147.74294,112646,6800,14.774816,16.53,236741310.0,[-0.507  0.888 -0.696 -0.184 -1.568],109707304.0,2.041062e-06,23514210000.0
-108.47787153572182,2.8369663,,548.0555,100,-0.07540259,100.0,33502939000000.0,86.44572,-3.9878235,1.6563069,69,861.1593,3.2806397e-06,17274532.0,605.2107002735138,9.744438,861.1593,114.96919,114326,6900,8.684497,16.8,1.5657221e+16,[-0.541  0.87  -0.678 -0.202 -1.509],7009613700000000.0,5.0088574e-06,1.5640619e+18
-107.85001266197061,2.75306,,555.8521,100,-0.079681404,100.0,0.94415545,86.29922,-4.1753616,2.009456,70,1050.26,6.6375733e-06,9759957.0,613.5963823795319,10.978027,1050.26,42.3704,115977,7000,6.388031,16.51,317.8739,[-0.535  0.932 -0.644 -0.207 -1.494],68.22774,1.4311439e-05,9310.543
-108.32693191682502,2.4499967,,572.93274,100,-0.06105797,100.0,1.7347766,85.95406,-3.7504578,1.3629237,71,747.45874,-4.8065185e-06,22488770.0,623.3731253147125,10.781548,747.45874,96.86151,117591,7100,9.494828,16.14,533.27563,[-0.565  0.916 -0.64  -0.243 -1.499],27.987179,9.559873e-05,1249.3845
-108.15111827058581,2.873789,,525.18317,100,-0.04024958,100.0,246858.72,86.94567,-4.523056,2.1173809,72,1054.5386,-9.155273e-07,22633782.0,631.4239795207977,10.879456,1054.5386,183.28537,119330,7200,10.267797,17.39,119269330.0,[-0.532  0.937 -0.645 -0.242 -1.48 ],38269180.0,3.7267384e-06,7872639500.0
-108.25048361311525,2.9354155,,563.35474,100,-0.034831382,100.0,115207414000000.0,86.14524,-3.9655075,18.364235,73,9168.6455,-8.163453e-06,7739684400.0,640.7236559391022,7.8053665,9168.6455,1825.8735,120967,7300,178.90628,16.37,5.7031702e+16,[-0.521  0.95  -0.679 -0.204 -1.459],2.5179407e+16,1.6466935e-12,5.629847e+18
-108.4523278760233,2.6115851,,572.3956,100,-0.032588206,100.0,0.13156168,85.952835,-3.8244781,1.1877148,74,671.8694,3.3569336e-06,956420.9,650.1008026599884,9.685295,671.8694,17.544598,122584,7400,1.8200799,16.17,8.655196,[-0.481  0.976 -0.666 -0.119 -1.454],1.3877542,0.006028951,165.1828
-108.12108981761783,2.9909813,,564.2766,100,-0.024878012,100.0,nan,86.141235,-4.374008,21.347265,75,11127.078,-1.5258789e-06,11698568000.0,657.9709579944611,11.600983,11127.078,2122.694,124217,7500,208.99242,16.33,inf,[-0.499  0.967 -0.696 -0.118 -1.452],nan,3.9875567e-30,inf
-108.07782542004601,3.1585684,,544.916,100,-0.026312068,100.0,0.043273766,86.52095,-4.6522446,1.0572374,76,573.12573,1.3732911e-06,130694.17,669.6537561416626,14.671486,573.12573,5.2423534,125900,7600,0.7236279,16.83,1.7245297,[-0.455  1.008 -0.648 -0.025 -1.444],0.23634198,0.08250948,2.7082736
-108.50704355025944,3.3399515,,526.2307,100,-0.016317021,100.0,1008.50415,86.918594,-4.8319855,1.3449047,77,691.97766,6.4849855e-06,2624668.5,677.8709092140198,10.665543,691.97766,24.16566,127641,7700,3.3313525,17.41,186801.22,[-0.468  1.014 -0.637 -0.023 -1.445],116816.97,6.610485e-05,18574902.0
-108.52205121556048,2.8706648,,555.8514,100,-0.024876839,100.0,0.10764726,86.28019,-4.223778,1.2597868,78,685.93115,8.239746e-06,1326806.6,686.5106029510498,12.709702,685.93115,19.824186,129301,7800,2.3852584,16.6,9.187387,[-0.477  1.022 -0.645  0.02  -1.435],0.77010226,0.0070087253,21.110817
-108.00271519700048,3.0996938,,550.90643,100,-0.044158757,100.0,5.3395724,86.39047,-4.1418457,2.0036652,79,1042.7305,1.4495849e-06,25147338.0,694.5530607700348,11.300079,1042.7305,115.50335,130967,7900,10.343684,16.66,765.75903,[-0.467  1.022 -0.663  0.016 -1.444],266.4918,0.00012597028,36357.19
-107.66427824756589,2.9210148,,566.24884,100,-0.053152755,100.0,4369.222,86.08647,-4.290291,7.5362463,80,3845.6223,1.04522705e-05,1371823700.0,703.2636029720306,13.530403,3845.6223,1431.9122,132589,8000,74.565254,16.22,1737250.1,[-0.471  1.016 -0.688  0.064 -1.463],160158.88,1.7161103e-07,24763076.0
-107.58278074331369,2.7308347,,559.90625,100,-0.044554837,100.0,992153.5,86.21481,-4.21476,5.036236,81,2648.766,-2.2888183e-07,574893630.0,712.9220435619354,7.4008484,2648.766,724.5932,134226,8100,46.38169,16.37,144982060.0,[-0.49   0.986 -0.668  0.067 -1.472],35678260.0,3.1602047e-11,5540784000.0
