MinD2w0t,InitialBound,EmpiricalD2,MeanD2w0t,StdD2w0t,TimestepsSoFar,Iteration,InitialReturnStd,StdIW,InitialReturnMin,ReturnStepMax,ReturnStepMaxmin,EpRewMean,MaxIW,MaxD2w0t,Bound,InitialReturnMax,EpThisIter,InitialReturnMean,EpLenMean,MeanIW,Weights,EpisodesSoFar,ReturnMeanIW,MinIW,EntropyCoefficient,MeanEntropy,TimeElapsed,J_sample_variance
,263.51413,1846.6921,82.66817,2599.435,51873,11,1.540833,120.5466,-2.059578,100.0,93.07039,-135.5083878142466,4806.599,164411.23,2359.6597,4.69545,100,2.5939942e-06,39.11,12.620202,[ 0.287 -0.964  0.444  0.451  0.281],1100,2343.6724,0.00013500199,10.0,1.5987278,157.7832896709442,421901900.0
,228.22144,349097.56,4016.5867,214852.75,56420,12,1.8675238,18.894295,-2.0603333,100.0,93.75911,-141.8865777906049,197.55093,26199108.0,442.60526,6.7750015,100,6.713867e-06,45.47,2.3748574,[ 0.53  -0.992  0.324  0.53   0.18 ],1200,426.73038,4.531947e-05,10.0,1.5874888,172.63364052772522,8395067.0
,224.0772,33395.78,476.6788,14561.502,61017,13,2.5679386,19.375095,-2.8959045,100.0,93.861496,-141.0934806502173,226.24435,1531875.6,422.64093,9.14621,100,-3.7384034e-06,45.97,2.3750947,[ 0.654 -0.877  0.308  0.241  0.168],1300,408.48077,5.8531855e-09,10.0,1.4160172,185.11510252952576,8325539.0
,299.0401,552349.06,3775.8716,178951.4,64377,14,2.2171671,21.534658,-2.637497,100.0,92.31378,-129.12836317164522,511.52805,24150484.0,872.23914,6.2563934,100,-7.705688e-06,33.6,3.4512525,[ 0.653 -0.826  0.423  0.221 -0.003],1400,859.0308,4.772038e-10,10.0,1.3208334,194.91576409339905,24582870.0
,373.70786,10.941453,0.26889068,1.6518786,67025,15,1.8130335,4.0720515,-2.5709229,100.0,90.79538,-121.86928405024678,36.59454,38.354618,574.60693,5.2645264,100,-2.7465821e-06,26.48,1.6194849,[ 0.687 -0.793  0.571  0.21  -0.098],1500,563.61115,5.4386032e-06,10.0,1.0995798,205.4572389125824,1461577.5
,357.54944,35.56826,0.625363,6.131325,69776,16,1.9258066,5.63253,-2.8309937,100.0,91.078476,-122.71551043801186,49.342785,314.96768,557.8799,5.587509,100,-5.645752e-06,27.51,1.6679738,[ 0.698 -0.863  0.627  0.176 -0.319],1600,548.42346,8.405731e-06,10.0,0.9456401,215.44885516166687,2975154.5
,403.81357,7056.569,151.62292,2839.5198,72186,17,1.9929787,98.48352,-2.5266876,100.0,90.12251,-119.02365626921139,1219.438,142077.25,3714.0754,5.872902,100,-4.7302246e-06,24.1,10.870599,[ 0.728 -0.908  0.729  0.212 -0.473],1700,3705.9753,2.4838656e-07,10.0,0.8100216,224.79761290550232,1050263550.0
,422.76248,5.032262e+22,1.1015694e+20,inf,74466,18,2.2484446,26.99865,-3.2003632,100.0,89.70143,-117.14888004017517,426.48767,5.027766e+24,1156.3177,6.143509,100,4.348755e-06,22.8,2.9733841,[ 0.74  -0.952  0.8    0.107 -0.609],1800,1148.6599,2.4914527e-20,10.0,0.7657825,235.39859461784363,96395200.0
,411.5636,611369.44,1823.5706,95211.1,76815,19,1.7000525,29.099348,-2.7684555,100.0,89.9328,-118.23917385334131,322.66333,16504923.0,1146.9357,4.8380127,100,-9.994506e-06,23.49,3.0693574,[ 0.801 -0.881  0.811  0.303 -0.653],1900,1140.0309,2.3123705e-09,10.0,0.69047403,244.78522944450378,103442480.0
,419.72635,68410.18,391.20975,33153.96,79102,20,1.8309901,6.4914174,-3.3871613,100.0,89.76288,-117.06154292370988,60.81362,5305537.0,681.61865,5.8155136,100,6.713867e-06,22.87,1.73445,[ 0.83  -0.83   0.875  0.388 -0.728],2000,674.41656,8.5074025e-06,10.0,0.72021157,254.72240829467773,4887722.5
,440.0589,35031.4,94.48039,5244.49,81279,21,1.8479198,173.8877,-2.9466476,100.0,89.36345,-115.77880830150781,1805.5896,921550.9,5856.4004,6.141197,100,4.119873e-06,21.77,17.244164,[ 0.809 -0.888  0.901  0.309 -0.699],2100,5849.33,1.4610976e-05,10.0,0.7070448,263.669930934906,3218348800.0
,433.35873,272699070000000.0,794274600000.0,114156670000000.0,83485,22,1.8926572,165.25967,-2.9709625,100.0,89.49945,-115.82096358498171,1685.2502,2.376162e+16,6477.4,5.9725647,100,3.2043456e-06,22.06,17.120684,[ 0.837 -0.757  0.855  0.309 -0.712],2200,6470.9907,7.89426e-14,10.0,0.6409315,276.0450220108032,3768285200.0
,446.58176,89.39191,0.3979104,5.90693,85628,23,1.5697832,5.841509,-2.338028,100.0,89.21283,-115.58455735486852,56.2997,600.6158,617.9061,4.492813,100,-2.8991699e-06,21.43,1.5088966,[ 0.906 -0.7    0.861  0.476 -0.778],2300,611.36566,0.0006207089,10.0,0.6540497,286.5271534919739,4107318.0
,418.12567,6927.9507,20.072836,1265.3263,87916,24,1.8272296,9.148857,-2.8927689,100.0,89.79303,-116.76771774389425,92.854034,248946.56,578.6709,5.9002686,100,-1.2207031e-06,22.88,1.5129509,[ 0.814 -0.738  0.883  0.462 -0.765],2400,571.83496,0.00012655031,10.0,0.6835947,295.7576367855072,8901023.0
,453.77994,72387.74,337.49405,23271.447,90035,25,1.2935946,71.19732,-2.1761093,100.0,89.0686,-115.81814107316808,746.9504,4079512.2,3065.5767,3.2808228,100,3.4332274e-06,21.19,7.9190245,[ 0.727 -0.827  0.948  0.493 -0.735],2500,3059.163,2.988355e-07,10.0,0.6413606,305.8818144798279,686590900.0
,396.62936,13578.455,58.7227,1990.6743,92464,26,1.672329,17.746626,-3.1978302,100.0,90.210236,-118.89678110381998,181.2245,250831.6,896.5131,5.151451,100,4.8828124e-06,24.29,2.4547462,[ 0.735 -0.835  0.836  0.453 -0.778],2600,890.04816,0.000114088616,10.0,0.6464967,316.38712906837463,35165550.0
,392.21304,314.15817,3.2206318,79.741905,94933,27,1.5426245,17.445902,-2.4534302,100.0,90.29002,-119.86957424271287,178.56671,7859.6523,965.13745,4.8972626,100,3.5095215e-06,24.69,2.8116488,[ 0.722 -0.85   0.758  0.427 -0.772],2700,959.1486,0.00025023147,10.0,0.5988811,326.41296648979187,28202902.0
,408.65936,45.413647,0.47527874,7.193202,97293,28,1.5862976,3.3813095,-3.0841522,100.0,89.95421,-118.54039057489699,35.13214,413.0809,492.6528,4.4780807,100,2.2888185e-06,23.6,1.2570103,[ 0.72  -0.883  0.767  0.34  -0.82 ],2800,487.05447,0.0028318567,10.0,0.5598321,336.9230172634125,1324982.2
,406.555,17.064161,0.15105069,1.1300929,99665,29,1.5366032,3.0348184,-3.1376495,100.0,89.98718,-118.75196932361108,33.368885,32.59459,537.15857,4.390358,100,4.5013426e-06,23.72,1.3718381,[ 0.67  -0.888  0.766  0.28  -0.859],2900,531.6759,0.0052098185,10.0,0.54826695,346.5058469772339,1061515.0
,384.9284,144.80284,1.3519086,14.782218,102168,30,1.7913852,6.4667835,-3.0638046,100.0,90.38461,-119.84187625850416,57.16053,684.35724,664.12805,4.4943924,100,-5.9509275e-06,25.03,1.8581947,[ 0.628 -0.908  0.755  0.263 -0.871],3000,658.7832,0.0011213024,10.0,0.5344846,356.28730034828186,4103572.2
,394.0357,2765.373,12.148183,303.24,104607,31,1.9151279,9.682652,-2.9592896,100.0,90.24106,-119.01023629348241,96.326294,26816.678,636.5426,6.1041565,100,1.0223389e-05,24.39,1.7891982,[ 0.642 -0.873  0.779  0.238 -0.884],3100,630.46594,0.00052855036,10.0,0.6076662,365.3979957103729,9021875.0
,410.92795,70.79896,2.512626,41.867428,106956,32,1.5801606,5.7091365,-2.3511734,100.0,89.90846,-118.52505439801521,54.2158,1873.5891,624.391,5.2085114,100,8.239746e-06,23.49,1.6187409,[ 0.653 -0.85   0.819  0.281 -0.811],3200,618.26306,0.0008848417,10.0,0.61279374,374.8627595901489,4150575.5
,398.23666,181152500000.0,378274900.0,21623745000.0,109381,33,1.5826696,4888.421,-2.237999,100.0,90.16577,-119.24003983281483,50393.99,3259203000000.0,152125.62,5.6521683,100,1.5258789e-07,24.25,478.88672,[ 0.679 -0.83   0.768  0.321 -0.806],3300,152119.4,6.4307414e-11,10.0,0.6211579,384.5596330165863,2311139400000.0
,384.06165,11163.387,45.240196,2048.5984,111896,34,1.8609424,16.665287,-2.8450928,100.0,90.45532,-120.02432572543394,218.77628,351875.03,780.8031,5.16098,100,-5.0354006e-06,25.15,2.367546,[ 0.599 -0.931  0.748  0.3   -0.798],3400,774.0305,4.4381453e-05,10.0,0.67725724,397.6112515926361,22401892.0
,362.79843,9.641185,0.3642371,3.1078184,114572,35,1.9649159,2.459224,-2.747818,100.0,90.88994,-121.89258414003305,17.250757,131.77342,500.32642,6.349045,100,-7.019043e-06,26.76,1.4170504,[ 0.619 -1.012  0.744  0.256 -0.742],3500,492.7781,0.0075785173,10.0,0.7548323,407.95286417007446,643327.56
,382.35056,inf,nan,nan,117118,36,1.5653259,83.8195,-2.7118454,100.0,90.50778,-120.83582392831005,6163.743,inf,3166.59,4.5122833,100,3.0517579e-06,25.46,8.088225,[ 0.589 -1.055  0.808  0.283 -0.664],3600,3155.8237,1.775159e-05,10.0,1.0766317,417.8303744792938,870325900.0
,394.4349,58.092728,0.9463522,9.000159,119600,37,1.9123865,4.9413166,-2.755455,100.0,90.333084,-119.96648714815579,57.48328,412.51462,559.4867,6.9548416,100,-8.392334e-07,24.82,1.5417334,[ 0.612 -1.015  0.865  0.216 -0.342],3700,550.5658,1.1644914e-06,10.0,0.8920921,428.1591684818268,2520198.5
,375.4443,53.589767,0.38923937,3.8029022,122190,38,1.950902,7.39811,-3.050438,100.0,90.686005,-120.61623587972107,69.70584,190.62852,616.1964,5.8806458,100,-5.9509275e-06,25.9,1.7782182,[ 0.639 -1.138  0.896  0.29  -0.527],3800,608.49915,2.0445882e-06,10.0,0.76972693,438.1408426761627,4718833.0
,389.23804,829960600.0,1888280.9,122634650.0,124687,39,1.7694739,33.69835,-2.7987366,100.0,90.37486,-120.1698197913313,373.2019,22873934000.0,1199.3148,6.1637497,100,-1.6784668e-06,24.97,3.40557,[ 0.691 -1.051  0.863  0.302 -0.649],3900,1191.722,5.419756e-10,10.0,0.75927716,448.54770278930664,116921590.0
,404.13254,114.72258,0.9948796,27.77842,127073,40,1.7748963,7.484172,-3.418251,100.0,90.069916,-118.2587256501478,75.5374,4405.1206,589.5232,6.1106567,100,1.6784668e-06,23.86,1.5441175,[ 0.744 -0.93   0.879  0.348 -0.66 ],4000,581.7139,0.0036187042,10.0,0.78092796,458.4024410247803,6058739.5
,420.25684,56743668.0,1470332.1,52349256.0,129371,41,1.608971,134.1652,-2.553688,100.0,89.7625,-117.6288452574556,1406.0316,3371075000.0,5040.333,4.647438,100,3.6621093e-06,22.98,13.763725,[ 0.892 -0.896  0.816  0.323 -0.638],4100,5033.302,5.5439764e-10,10.0,0.70312214,468.5130522251129,2338282000.0
,394.43445,9099.906,174.00948,6136.665,131825,42,1.6771998,21.929356,-2.5075073,100.0,90.26109,-119.4964369176802,430.1437,490520.75,1156.3359,4.7950287,100,-5.41687e-06,24.54,2.9614484,[ 0.907 -0.91   0.747  0.434 -0.716],4200,1149.5884,2.5489319e-08,10.0,0.67475927,479.4320333003998,69940060.0
,370.71396,2527.6924,14.077221,366.13254,134441,43,1.7650064,23.834621,-2.642067,100.0,90.73056,-121.24421965669549,222.3964,29849.336,1515.8134,5.025284,100,2.0599366e-06,26.16,4.4895725,[ 0.818 -0.785  0.611  0.34  -0.744],4300,1510.0779,7.037025e-07,10.0,0.5735421,490.16489243507385,57380668.0
,398.17657,1056270800000.0,2381797400.0,290742270000.0,136863,44,1.5307232,1461.6498,-2.4454346,100.0,90.15993,-119.16331763353323,14909.908,53977215000000.0,50687.98,4.5902863,100,-3.5095215e-06,24.22,145.23273,[ 0.848 -0.756  0.646  0.422 -0.845],4400,50682.945,3.246104e-12,10.0,0.5035827,499.6214408874512,251531590000.0
,442.71503,25.79622,0.63615113,9.079209,139025,45,1.5347946,2.173255,-2.333664,100.0,89.25734,-116.12815827359424,45.14994,608.9627,496.23328,5.095886,100,-3.7384034e-06,21.62,1.1248455,[ 0.859 -0.662  0.7    0.388 -0.915],4500,491.02896,0.0008458878,10.0,0.5204312,511.6588201522827,797724.3
,409.59927,546.76013,4.659321,154.76259,141358,46,1.7563164,19.44266,-2.506981,100.0,89.93346,-117.42620894824772,243.66371,13135.668,988.0826,5.9337845,100,,23.33,2.6879756,[ 0.834 -0.664  0.755  0.392 -0.899],4600,983.3683,0.0005042585,10.0,0.47143024,521.1502137184143,42201244.0
,419.63715,410001200.0,10556891.0,558276600.0,143637,47,1.5946692,28.33346,-2.5105515,100.0,89.71629,-117.18284397353753,417.9715,39821353000.0,1539.7993,4.416733,100,-5.1879883e-06,22.79,3.8995059,[ 0.854 -0.68   0.715  0.302 -0.948],4700,1535.0343,1.0966627e-06,10.0,0.47649825,531.2396800518036,122464936.0
,406.12723,821385.7,3651.3843,329282.72,145993,48,1.8008714,49.830833,-2.8371658,100.0,89.96543,-117.9080076113505,514.0591,62123056.0,1891.064,5.6853027,100,1.6784668e-06,23.56,5.5251436,[ 0.867 -0.622  0.593  0.305 -0.942],4800,1886.6108,2.844e-08,10.0,0.44531673,540.830539226532,262153940.0
,365.92935,2.0153503,0.064772785,0.2829062,148628,49,1.6459779,0.9241729,-2.601143,100.0,90.770195,-121.48821730921765,5.3296432,2.5854087,391.93713,6.5433884,100,-6.027222e-06,26.35,1.0941976,[ 0.854 -0.637  0.526  0.326 -0.974],4900,387.6624,0.053796936,10.0,0.42747155,551.3672156333923,72996.664
,380.79056,11.825443,0.22588968,1.8582608,151159,50,1.5894445,1.9726875,-2.574829,100.0,90.475006,-120.53879166783754,18.49979,78.84291,458.8728,4.8596725,100,-3.0517579e-06,25.31,1.2176822,[ 0.857 -0.662  0.528  0.326 -0.991],5000,454.4561,0.004780951,10.0,0.44167197,559.9316513538361,414916.3
,378.53668,637.69495,4.1233444,82.267685,153693,51,1.5929466,8.574793,-2.7546005,100.0,90.535034,-119.9210736098712,287.1508,8029.9487,624.18823,4.475807,100,-1.6784668e-06,25.34,1.7879993,[ 0.855 -0.658  0.564  0.349 -0.977],5100,620.3367,2.5476333e-05,10.0,0.38515523,568.4031903743744,6448657.0
,395.3858,20467578.0,78299.71,6186188.0,156114,52,1.6331648,193.42094,-2.9336853,100.0,90.18329,-118.83133712986177,1987.2759,1129946500.0,6340.559,4.624321,100,-6.8664554e-07,24.21,19.20361,[ 0.857 -0.633  0.606  0.386 -1.034],5200,6337.2124,7.515295e-09,10.0,0.3346883,578.0139632225037,3868807000.0
,406.27493,584.94617,3.185577,174.00775,158471,53,1.4851356,14.32532,-2.3903198,100.0,89.94992,-118.44010893210357,134.64835,35384.953,901.0911,4.3239594,100,4.4250487e-06,23.57,2.4343562,[ 0.818 -0.647  0.552  0.288 -1.084],5300,898.2542,5.688505e-07,10.0,0.28369087,589.1155960559845,24536936.0
,400.72775,13018665000.0,37117052.0,3551125200.0,160855,54,1.7607771,84.714806,-2.8743668,100.0,90.054016,-118.55616007307788,1462.4683,650517800000.0,3131.8533,5.299507,100,-9.613037e-06,23.84,8.515679,[ 0.882 -0.6    0.509  0.217 -1.135],5400,3129.4973,1.2049082e-11,10.0,0.23558559,599.4109811782837,937388800.0
,440.4112,1642435700.0,9468715.0,941932000.0,163008,55,1.7741306,52.155224,-2.9203644,100.0,89.25641,-115.65471775432124,536.1154,143583100000.0,2337.4556,5.162407,100,-1.0604858e-05,21.53,6.022962,[ 0.951 -0.622  0.597  0.188 -1.183],5500,2334.7712,2.1155978e-07,10.0,0.26843277,609.6136710643768,368450620.0
,426.65594,217904.22,5225.938,148331.72,165237,56,1.8113312,7.57814,-3.0125809,100.0,89.5015,-116.62311451890838,77.861,7795481.0,717.99084,4.9672775,100,5.340576e-06,22.29,1.810941,[ 0.982 -0.659  0.644  0.292 -1.151],5600,714.7899,1.01577125e-05,10.0,0.3200918,620.3116781711578,7219901.5
,421.85056,166836.06,754.3341,44004.56,167485,57,1.4653765,13.555066,-2.9131699,100.0,89.65163,-116.31569724721436,137.32474,7430772.0,722.0515,4.2164764,100,1.0299683e-05,22.48,1.823285,[ 0.933 -0.693  0.715  0.302 -1.099],5700,718.79926,7.1074886e-08,10.0,0.3252256,628.8970053195953,22018090.0
,436.60507,49424.93,205.56535,6804.3477,169665,58,1.7791746,11.012781,-3.1637497,100.0,89.34793,-116.10759458040019,140.28967,916220.25,842.17926,5.3990555,100,5.645752e-06,21.8,1.9950503,[ 0.888 -0.741  0.76   0.255 -1.094],5800,839.2266,5.373968e-07,10.0,0.29526109,637.694135427475,18211694.0
,420.15564,inf,nan,nan,171931,59,1.9140742,113.227165,-2.9030075,100.0,89.67175,-117.01902173197837,1154.6777,inf,4395.202,5.85997,100,-4.272461e-06,22.66,11.621078,[ 0.867 -0.781  0.733  0.285 -1.124],5900,4392.513,5.344627e-27,10.0,0.2689116,646.5291087627411,1801252400.0
,431.08563,615007300000000.0,2193573700000.0,195661850000000.0,174129,60,1.9502618,18.69335,-3.2013931,100.0,89.45456,-115.89431137068567,463.43103,3.2460079e+16,1235.5796,6.144455,100,-4.7302246e-06,21.98,3.0141308,[ 0.785 -0.863  0.928  0.234 -1.15 ],6000,1233.3278,2.971958e-13,10.0,0.2251864,656.7098505496979,49410030.0
,429.66498,inf,nan,nan,176336,61,1.7285734,4201.477,-2.8667603,100.0,89.470215,-116.196109118441,42780.734,inf,158879.6,4.502342,100,7.3242186e-06,22.07,416.8032,[ 0.831 -0.871  0.955  0.355 -1.194],6100,158877.02,4.0586037e-26,10.0,0.25745362,667.1480419635773,2523626200000.0
,417.10583,3760.0107,12.11257,610.8642,178613,62,1.6170089,54.34886,-3.091301,100.0,89.72836,-116.94263627458399,565.5389,105863.75,1917.645,4.731102,100,3.967285e-06,22.77,5.8151,[ 0.996 -0.738  0.764  0.383 -1.161],6200,1915.3733,2.3585002e-05,10.0,0.22717506,680.4407954216003,277191520.0
,425.17484,31393.137,289.8108,15816.259,180849,63,1.4977143,23.121895,-2.8031082,100.0,89.5555,-116.76951888124107,649.61346,2023501.5,1110.0638,4.4255295,100,-4.577637e-06,22.36,2.8180857,[ 1.063 -0.683  0.718  0.381 -1.192],6300,1107.6484,1.2032744e-05,10.0,0.24154367,689.867684841156,72332750.0
,425.0974,923.9752,3.3214166,89.73306,183086,64,1.3834525,9.087774,-2.3515701,100.0,89.560165,-116.76960242140278,76.77891,11250.189,706.4504,3.3469543,100,-2.2125244e-06,22.37,1.8518666,[ 1.079 -0.638  0.689  0.425 -1.177],6400,704.01904,4.8279926e-05,10.0,0.24313258,699.0787680149078,8725715.0
,414.42282,1.7596509e+31,3.6927376e+28,inf,185381,65,1.6184678,107.54859,-2.1748352,100.0,89.775986,-117.32058441605957,19966.014,1.7178776e+33,2172.2485,4.574272,100,1.6937256e-05,22.95,1.1420333,[ 1.042 -0.681  0.703  0.398 -1.176],6500,2170.126,3.9264384e-23,10.0,0.2122442,707.7962403297424,456527420.0
,410.62103,8.262685,0.17369176,1.1609702,187713,66,1.1523043,2.3228536,-2.2017212,100.0,89.83031,-118.57855230420034,22.684464,54.432343,497.73846,3.3918839,100,1.5258789e-06,23.32,1.2352839,[ 1.058 -0.747  0.594  0.37  -1.207],6600,495.81943,0.00072316884,10.0,0.19190449,718.0332522392273,659512.7
,384.6957,8.112491,0.33155468,2.4289238,190197,67,1.6059281,1.613257,-2.6101456,100.0,90.35382,-119.80558430034458,12.480766,58.895893,464.3458,5.0063553,100,-1.7547608e-06,24.84,1.2272073,[ 1.041 -0.787  0.633  0.37  -1.227],6700,462.44882,0.0021475547,10.0,0.18969646,726.9615314006805,326077.8
,381.6658,10496.42,43.13356,1002.2404,192699,68,1.7680657,17.250837,-3.0389175,100.0,90.41528,-119.90483401768631,170.5709,110895.17,932.34674,4.59671,100,4.5013426e-06,25.02,2.651551,[ 1.036 -0.798  0.666  0.365 -1.229],6800,930.5998,2.8639643e-06,10.0,0.17469688,735.4563767910004,34566216.0
,412.53394,391.5878,7.11712,216.70389,195007,69,1.6403015,32.25703,-2.8119125,100.0,89.79521,-117.76316794772265,337.3565,11613.344,1348.3672,4.6228027,100,3.8146973e-06,23.08,4.024633,[ 1.077 -0.785  0.698  0.343 -1.244],6900,1346.9841,6.4036256e-05,10.0,0.13830538,745.3630146980286,94468390.0
,409.35236,4967.499,13.71958,322.8343,197326,70,1.6445062,30.466846,-3.1839523,100.0,89.85626,-117.61672088820504,318.38333,31918.87,1114.94,4.266075,100,7.019043e-06,23.19,3.4462223,[ 1.048 -0.791  0.744  0.402 -1.281],7000,1113.464,1.8453295e-05,10.0,0.14759988,755.098646402359,77510910.0
,406.63174,892290.8,28634.703,959207.75,199668,71,1.583777,7.0001583,-2.5569382,100.0,89.906845,-118.19076253606235,108.36047,54027310.0,614.3145,4.5552063,100,1.15966795e-05,23.42,1.5420283,[ 1.004 -0.836  0.754  0.413 -1.271],7100,613.1781,6.660841e-08,10.0,0.11364332,765.017324924469,6883132.0
,364.8156,1024433.4,22423.629,804241.7,202276,72,1.7137899,25.36873,-2.8946457,100.0,90.74448,-120.69213462947087,529.1713,65108130.0,1065.2626,5.3547516,100,3.0517579e-06,26.08,3.0272665,[ 1.032 -0.846  0.727  0.467 -1.305],7200,1064.2213,2.7474357e-07,10.0,0.10412026,775.1468605995178,74109304.0
,393.40753,305.48886,1.1240689,17.87598,204699,73,1.4738305,6.7176833,-2.7347946,100.0,90.16106,-119.19872785955738,66.45332,993.1439,516.8171,4.0669785,100,-3.0517579e-06,24.23,1.3462682,[ 1.034 -0.844  0.721  0.541 -1.315],7300,515.53174,0.00085766095,10.0,0.12853546,786.0899438858032,5342623.5
,392.48108,2.4853535,0.11131718,0.61237925,207127,74,1.3185945,1.2433945,-2.5547028,100.0,90.1857,-119.14566794340152,11.946569,11.358254,454.71875,3.2324982,100,3.5858154e-06,24.28,1.171801,[ 1.071 -0.814  0.717  0.533 -1.29 ],7400,453.555,0.004093625,10.0,0.11637667,796.0280973911285,213784.47
,379.7475,43020932.0,96956.83,7388625.5,209637,75,1.6183712,77.89021,-2.6240768,100.0,90.439224,-119.987688255828,5267.8315,1270387000.0,2781.2842,3.7982025,100,-9.841919e-06,25.1,7.213309,[ 1.094 -0.829  0.723  0.565 -1.303],7500,2779.919,1.5520385e-08,10.0,0.13653557,804.9935927391052,706091970.0
,396.92715,2.1199632,0.07097535,0.33975118,212044,76,1.4208069,1.2593826,-2.522812,100.0,90.09265,-119.23502748837258,12.653198,6.0379176,457.97717,3.8033676,100,6.8664554e-07,24.07,1.1530675,[ 1.096 -0.918  0.745  0.602 -1.282],7600,456.14902,0.11026875,10.0,0.1828169,815.5513863563538,206023.12
,377.69254,4416.0635,75.09395,2540.0696,214579,77,1.5820708,9.367115,-2.5138702,100.0,90.48869,-120.55575123011663,93.97227,156580.22,593.071,5.217163,100,2.2125244e-06,25.35,1.6725755,[ 1.122 -0.949  0.758  0.594 -1.236],7700,591.5609,3.4153268e-06,10.0,0.15100487,825.2589135169983,8430949.0
,373.80627,5288463700000.0,13271898000.0,1816273700000.0,217132,78,1.6816738,67.100426,-2.8094788,100.0,90.5643,-120.4197589608282,687.52435,383080250000000.0,2364.4138,5.461441,100,-8.621216e-06,25.53,7.1099744,[ 1.105 -0.969  0.759  0.532 -1.268],7800,2362.1536,4.6937256e-11,10.0,0.22603051,834.0970389842987,468992700.0
,356.46472,19.927706,0.2579329,2.0735912,219819,79,1.7123114,2.407693,-2.8256683,100.0,90.92822,-121.87930522021186,20.211617,119.374794,438.17096,5.7198715,100,2.0599366e-06,26.87,1.2421674,[ 1.08  -1.008  0.756  0.625 -1.193],7900,436.05463,0.0011670652,10.0,0.21163213,845.2045464515686,532254.7
