MinIWNorm,InitialReturnMean,ReturnStepMaxmin,InitialReturnMin,MinIW,InitialReturnMax,Iteration,TimeElapsed,MaxIWNorm,Weights,EpRewMean,EntropyCoefficient,MeanEntropy,InitialReturnStd,J_sample_variance,MeanIWNorm,TimestepsSoFar,ReturnStepMax,InitialBound,EpThisIter,ReturnMeanIW,EpLenMean,ESSRenyi,ESSClassic,StdIWNorm,MaxIW,EpisodesSoFar,EmpiricalD2,MeanIW,Bound,StdIW
0.00028921364,7.705688e-06,94.15107,-8.066994,0.028921364,31.750633,152,1693.6547827720642,0.081765994,[ -2.204   9.357 -10.398  -6.358  62.386],-139.275456122871,,63.908337,7.488382,188.78488,0.011846538,734614,100.0,7.711351e-06,100,0.44734657,52.35,nan,36.438236,0.015646268,8.1765995,15200,nan,1.1846539,0.44734657,1.5646268
0.0005602154,-8.31604e-06,94.57461,-8.421173,0.056021538,19.817749,153,1706.1935670375824,0.059037797,[ -2.204   9.357 -10.398  -6.358  62.493],-142.37383157332604,,63.84388,6.076975,61.025368,0.010401452,740311,100.0,-8.2701445e-06,100,0.09239794,56.97,nan,67.317505,0.0072474875,5.90378,15300,nan,1.0401453,0.09239794,0.72474873
0.00599581,2.9373168e-06,94.22911,-8.6280365,0.599581,35.407322,154,1718.4759283065796,0.013785726,[ -2.204   9.357 -10.398  -6.358  62.426],-140.74037730069372,,63.86538,7.989311,78.02978,0.009973853,745868,100.0,2.95043e-06,100,0.049457714,55.57,nan,97.49748,0.001597919,1.3785727,15400,nan,0.99738526,0.049457714,0.1597919
9.0203577e-13,-1.8310546e-06,94.28411,-7.4007034,9.020358e-11,22.686722,155,1729.7853960990906,0.1845826,[ -2.204   9.357 -10.398  -6.358  62.444],-139.32534706480703,,63.563145,5.8418603,84.45722,0.005394657,751078,100.0,-1.8700957e-06,100,0.5901346,52.1,nan,5.229825,0.022964451,18.458261,15500,nan,0.53946567,0.5901346,2.2964451
0.003333621,5.722046e-06,94.365364,-9.246635,0.3333621,32.41832,156,1742.244086265564,0.05402753,[ -2.204   9.357 -10.398  -6.358  62.147],-140.49839078892188,,63.60163,7.1824923,65.00307,0.0102196755,756737,100.0,5.695969e-06,100,0.24330644,56.59,nan,76.48873,0.0056659966,5.4027534,15600,nan,1.0219675,0.24330644,0.56659967
2.6877164e-12,1.6403199e-06,94.19849,-8.113358,2.6877164e-10,32.059834,157,1753.1705105304718,35.48953,[ -2.204   9.357 -10.398  -6.358  62.184],-136.63896326223414,,63.334045,6.6970696,129462744.0,0.36298802,761791,100.0,1.6316772e-06,100,1135.06,50.54,nan,1.045956,3.5306323,3548.9531,15700,nan,36.298813,1135.06,353.06323
7.913136e-08,-1.4915467e-05,94.69719,-9.763008,7.913136e-06,29.315517,158,1768.2627048492432,0.60317177,[ -2.204   9.357 -10.398  -6.358  61.913],-145.7044636793176,,63.15378,8.271842,10090.507,0.015388876,768034,100.0,-1.4927238e-05,100,12.516205,62.43,nan,5.225241,0.06553904,60.31718,15800,nan,1.5388876,12.516205,6.553904
0.0030243741,6.8664554e-07,94.22042,-8.018806,0.30243742,23.833252,159,1779.8954377174377,0.022931218,[ -2.204   9.357 -10.398  -6.358  61.731],-138.1356864399272,,63.11474,6.6591454,51.294437,0.01018407,773255,100.0,6.854534e-07,100,0.12025151,52.21,nan,88.048225,0.0037521273,2.2931218,15900,nan,1.0184071,0.12025151,0.37521273
0.00041087516,3.4332277e-07,94.33736,-8.834961,0.041087516,26.806057,160,1791.364721775055,0.12004744,[ -2.204   9.357 -10.398  -6.358  61.691],-139.33590038862897,,63.21628,8.006094,686.81226,0.012265636,778675,100.0,4.172325e-07,100,0.92983186,54.2,nan,34.556915,0.016879298,12.004745,16000,nan,1.2265635,0.92983186,1.6879297
3.755515e-05,3.967285e-06,93.78962,-7.552994,0.003755515,18.203636,161,1802.3773782253265,0.11762317,[ -2.204   9.357 -10.398  -6.358  61.793],-137.52072585529135,,63.385204,5.079339,295.69583,0.008715629,783632,100.0,3.9329752e-06,100,1.572218,49.57,nan,21.214338,0.01679607,11.762318,16100,nan,0.871563,1.572218,1.6796069
9.911405e-09,2.5177003e-06,94.2755,-9.472191,9.911405e-07,27.441399,162,1814.0440154075623,0.12953316,[ -2.204   9.357 -10.398  -6.358  61.97 ],-139.36475771658021,,63.18701,8.424148,369.71265,0.0071861106,789209,100.0,2.5331974e-06,100,1.1943295,55.77,nan,15.320656,0.01689445,12.953316,16200,nan,0.7186111,1.1943295,1.6894449
5.757028e-06,-3.1280517e-06,94.42009,-8.765358,0.0005757028,19.13073,163,1826.5089044570923,0.32802016,[ -2.204   9.357 -10.398  -6.358  61.767],-143.12630321828144,,63.052635,6.439682,2165.6567,0.012435687,794983,100.0,-3.1031668e-06,100,3.0410602,57.74,nan,11.928326,0.033790775,32.802017,16300,nan,1.2435688,3.0410602,3.3790777
0.00032632975,-3.5476685e-06,94.46202,-7.9157867,0.032632977,28.927402,164,1838.0617349147797,0.0214534,[ -2.204   9.357 -10.398  -6.358  61.631],-142.37538382537127,,62.992153,7.2904162,85.750595,0.009158584,800640,100.0,-3.5315752e-06,100,0.4434111,56.57,nan,79.94397,0.00458731,2.14534,16400,nan,0.91585845,0.4434111,0.45873103
1.8526854e-06,-1.9073487e-07,94.2466,-9.013924,0.00018526854,33.701683,165,1849.6486563682556,1.5953109,[ -2.204   9.357 -10.398  -6.358  61.572],-138.4123303566128,,63.227165,8.125188,2828.7275,0.023223305,805932,100.0,-1.937151e-07,100,3.969907,52.92,nan,2.0729823,0.15961638,159.5311,16500,nan,2.3223302,3.969907,15.961639
1.4871087e-05,7.2479247e-06,94.49781,-8.024414,0.0014871088,25.427826,166,1861.979689836502,0.06349071,[ -2.204   9.357 -10.398  -6.358  61.811],-142.43373067620033,,63.116714,7.28066,159.86432,0.008373311,811689,100.0,7.2419643e-06,100,0.15267533,57.57,nan,35.39216,0.011313221,6.3490715,16600,nan,0.83733106,0.15267533,1.1313223
,-4.196167e-06,94.52037,-9.227905,,28.104462,167,1874.560580253601,1.6499163e-10,[ -2.204   9.357 -10.398  -6.358  61.696],-140.40455080409774,,62.021214,8.238605,1.409487e-16,1.6680515e-12,817378,100.0,-4.157424e-06,100,-1.1983957e-09,56.89,nan,1.0219808,1.6415628e-11,1.6499163e-08,16700,nan,1.6680517e-10,-1.1983957e-09,1.6415629e-09
0.0043002735,-2.7465821e-06,94.49711,-7.9284515,0.43002737,22.972046,168,1886.4334378242493,0.02107058,[ -2.204   9.357 -10.398  -6.358  60.599],-142.3204485146233,,62.05405,6.3171945,49.751686,0.010762469,822993,100.0,-2.7865171e-06,100,0.1222364,56.15,nan,89.51625,0.0036831468,2.107058,16800,nan,1.0762467,0.1222364,0.36831468
1.2931811e-05,-6.2179565e-06,94.14969,-7.951477,0.0012931812,33.83823,169,1898.0060358047485,0.14059243,[ -2.204   9.357 -10.398  -6.358  60.633],-140.06301896540867,,61.90563,7.272345,690.6027,0.0081955595,828368,100.0,-6.236136e-06,100,1.3520024,53.75,nan,17.839067,0.017588355,14.059243,16900,nan,0.81955606,1.3520024,1.7588353
1.3386001e-05,3.4332274e-06,94.18755,-8.58625,0.0013386002,31.468292,170,1910.0161709785461,0.054427605,[ -2.204   9.357 -10.398  -6.358  60.484],-141.07149091893706,,61.778606,7.7696495,195.75224,0.008897495,834053,100.0,3.3825636e-06,100,0.9476896,56.85,nan,40.55464,0.010772252,5.4427605,17000,nan,0.8897496,0.9476896,1.0772253
0.01,2.9754638e-06,94.37066,-8.059433,1.0,31.59063,171,1921.7901437282562,0.01,[ -2.204   9.357 -10.398  -6.358  60.355],-139.64039274008087,,61.778606,6.77365,46.3458,0.009999999,839435,100.0,2.9206276e-06,100,2.9206276e-06,53.82,nan,100.0,9.313226e-10,1.0,17100,nan,1.0,2.9206276e-06,
8.311815e-05,-1.2817382e-05,94.545105,-9.145157,0.008311816,27.410797,172,1934.102085351944,0.055298634,[ -2.204   9.357 -10.398  -6.358  60.355],-142.73718409053154,,61.684883,7.2855415,129.99284,0.008486004,845339,100.0,-1.2725592e-05,100,0.48656225,59.04,nan,50.15483,0.008459768,5.5298634,17200,nan,0.84860045,0.48656225,0.84597677
1.5714122e-06,1.6021728e-06,94.15568,-8.422623,0.00015714123,33.682842,173,1945.9689133167267,0.2426487,[ -2.204   9.357 -10.398  -6.358  60.262],-139.31980061336654,,61.86494,7.2588086,529.84235,0.009013766,850843,100.0,1.5161932e-06,100,1.1588851,55.04,nan,7.826886,0.03093242,24.264872,17300,nan,0.9013767,1.1588851,3.0932422
0.0052338494,1.4877319e-06,94.23147,-8.404686,0.5233849,30.9473,174,1958.8126065731049,0.019944811,[ -2.204   9.357 -10.398  -6.358  60.443],-141.6422115455392,,61.843124,7.605044,64.78837,0.010139027,856447,100.0,1.5385449e-06,100,0.040182613,56.04,nan,94.41625,0.0024656747,1.9944811,17400,nan,1.0139028,0.040182613,0.24656749
4.1467603e-05,-1.2359619e-05,94.67549,-10.056511,0.0041467603,30.35749,175,1972.9250588417053,0.07261773,[ -2.204   9.357 -10.398  -6.358  60.422],-147.90097806073047,,61.75809,7.8421125,80.397385,0.009305429,863010,100.0,-1.232326e-05,100,0.30242303,65.63,nan,46.44538,0.009992257,7.261773,17500,nan,0.9305429,0.30242303,0.9992257
0.01,1.0681152e-06,94.02163,-8.398262,1.0,29.801132,176,1984.0668559074402,0.01,[ -2.204   9.357 -10.398  -6.358  60.34 ],-136.99336746890896,,61.75809,7.164197,51.84416,0.009999999,868104,100.0,1.0579824e-06,100,1.0579824e-06,50.94,nan,100.0,9.313226e-10,1.0,17600,nan,1.0,1.0579824e-06,
0.0072029494,-4.8065185e-06,94.20396,-9.676178,0.72029495,49.762367,177,1996.4188203811646,0.014204031,[ -2.204   9.357 -10.398  -6.358  60.34 ],-140.92147312637675,,61.74999,10.050035,107.57635,0.009940464,873943,100.0,-4.748814e-06,100,0.02004695,58.39,nan,99.11209,0.00094087416,1.4204031,17700,nan,0.99404645,0.02004695,0.094087414
,-2.2888185e-06,94.356026,-8.4099655,,25.63855,178,2008.2364993095398,,[ -2.204   9.357 -10.398  -6.358  60.331],-139.73477173950351,,58.56026,6.493689,,,879310,100.0,-2.2947788e-06,100,,53.67,nan,nan,,,17800,nan,,,
8.402962e-05,-6.3705443e-06,93.91554,-8.669159,0.008402962,36.62251,179,2019.5828921794891,0.039494682,[ -2.204   9.357 -10.398  -6.358  57.138],-139.86578699951494,,58.46821,8.0577965,112.95033,0.009542181,884808,100.0,-6.325543e-06,100,0.6374772,54.98,nan,57.801895,0.008153108,3.9494681,17900,nan,0.9542182,0.6374772,0.8153108
0.01,6.2561035e-06,94.468056,-8.788773,1.0,24.324875,180,2031.739424943924,0.01,[ -2.204   9.357 -10.398  -6.358  57.047],-139.29873654343362,,58.46821,6.968242,49.04687,0.009999999,890273,100.0,6.2845647e-06,100,6.2845647e-06,54.65,nan,100.0,9.313226e-10,1.0,18000,nan,1.0,6.2845647e-06,
5.9853767e-07,6.4849855e-06,94.42806,-6.978218,5.985377e-05,22.52774,181,2043.601680278778,0.8627884,[ -2.204   9.357 -10.398  -6.358  57.047],-143.1379958769436,,58.292355,5.530697,9882.247,0.016242849,895904,100.0,6.504357e-06,100,9.431332,56.31,nan,3.4386427,0.08607367,86.27884,18100,nan,1.6242846,9.431332,8.6073675
0.00012177782,-5.569458e-06,93.69201,-7.3396378,0.012177782,30.573708,182,2055.1575314998627,0.10251999,[ -2.204   9.357 -10.398  -6.358  56.877],-137.2293680011629,,58.19651,6.343246,101.70343,0.011567039,900953,100.0,-5.5879354e-06,100,0.20494375,50.49,nan,40.05913,0.014149235,10.251999,18200,nan,1.1567041,0.20494375,1.4149234
0.01,-9.155273e-07,93.98222,-7.8804092,1.0,28.735455,183,2066.042011499405,0.01,[ -2.204   9.357 -10.398  -6.358  56.779],-137.46506000232722,,58.19651,6.7891917,46.558712,0.009999999,906062,100.0,-8.34465e-07,100,-8.34465e-07,51.09,nan,100.0,9.313226e-10,1.0,18300,nan,1.0,-8.34465e-07,
0.00014990132,-4.577637e-06,94.6181,-9.411217,0.014990132,33.603985,184,2079.043088197708,0.047728445,[ -2.204   9.357 -10.398  -6.358  56.779],-145.12661956632533,,58.11389,9.331271,373.53177,0.009482637,912330,100.0,-4.570931e-06,100,0.5583335,62.68,nan,54.59563,0.008647667,4.772845,18400,nan,0.94826376,0.5583335,0.8647669
1.8131323e-07,9.918213e-07,94.39113,-7.8558197,1.8131323e-05,23.708527,185,2090.6066510677338,0.23523523,[ -2.204   9.357 -10.398  -6.358  56.692],-139.8540246375953,,57.906914,7.1059265,3183.941,0.009347448,917787,100.0,9.983778e-07,100,4.824214,54.57,nan,10.883367,0.02674797,23.523523,18500,nan,0.9347449,4.824214,2.6747968
0.0012813238,1.9836425e-06,94.23452,-7.4343414,0.12813239,22.064514,186,2102.896210193634,0.040339146,[ -2.204   9.357 -10.398  -6.358  56.49 ],-140.51770004179522,,57.84592,6.46894,93.28442,0.0109331785,923209,100.0,1.9818544e-06,100,0.38490224,54.22,nan,66.71957,0.0077217245,4.0339146,18600,nan,1.0933177,0.38490224,0.77217245
,-2.784729e-06,94.39341,-8.631844,,35.32436,187,2114.9067850112915,,[ -2.204   9.357 -10.398  -6.358  56.43 ],-139.31745681530242,,53.32475,7.7368627,,,928649,100.0,-2.719462e-06,100,,54.4,nan,nan,,,18700,nan,,,
0.001928204,-2.2888183e-07,94.07068,-8.991005,0.1928204,46.188297,188,2126.164032459259,0.048583176,[ -2.204   9.357 -10.398  -6.358  51.908],-139.13532932628635,,53.27183,9.351454,210.84767,0.009623664,934190,100.0,-1.7881393e-07,100,0.6746509,55.41,nan,68.39248,0.0065423152,4.858318,18800,nan,0.96236646,0.6746509,0.65423155
0.000703515,6.1798096e-06,93.56796,-7.87249,0.070351504,25.893288,189,2137.3503155708313,0.025322292,[ -2.204   9.357 -10.398  -6.358  51.853],-136.551392250566,,53.197464,6.3857527,82.010956,0.010160898,939199,100.0,6.1169267e-06,100,0.5154308,50.09,nan,78.099525,0.0053806477,2.5322292,18900,nan,1.0160897,0.5154308,0.5380648
5.242036e-05,-8.468628e-06,94.25321,-7.6256866,0.005242036,15.261246,190,2148.785766839981,0.35190216,[ -2.204   9.357 -10.398  -6.358  51.779],-140.87162442092998,,53.34298,5.385104,1660.3481,0.01312845,944606,100.0,-8.456409e-06,100,2.7673774,54.07,nan,9.186784,0.04127682,35.190216,19000,nan,1.312845,2.7673774,4.127682
0.01,1.6784668e-06,93.991066,-8.942482,1.0,30.336945,191,2159.6673407554626,0.01,[ -2.204   9.357 -10.398  -6.358  51.921],-138.16352922728845,,53.34298,7.7795396,61.13256,0.009999999,949910,100.0,1.66893e-06,100,1.66893e-06,53.04,nan,100.0,9.313226e-10,1.0,19100,nan,1.0,1.66893e-06,
0.0006266915,-3.7384034e-06,94.03636,-8.368507,0.06266915,36.882294,192,2171.487988471985,0.09893007,[ -2.204   9.357 -10.398  -6.358  51.921],-141.52577497370368,,53.425415,8.331141,154.49149,0.010719113,955551,100.0,-3.784895e-06,100,0.19213147,56.41,nan,37.770893,0.013758687,9.893007,19200,nan,1.0719113,0.19213147,1.3758688
0.01,-3.8146973e-06,93.97378,-7.881874,1.0,16.662628,193,2182.690744638443,0.01,[ -2.204   9.357 -10.398  -6.358  52.005],-139.211720342884,,53.425415,5.9222813,35.427692,0.009999999,960732,100.0,-3.837049e-06,100,-3.837049e-06,51.81,nan,100.0,9.313226e-10,1.0,19300,nan,1.0,-3.837049e-06,
0.01,2.4414062e-06,94.03887,-8.549042,1.0,25.008072,194,2193.567378759384,0.01,[ -2.204   9.357 -10.398  -6.358  52.005],-138.94839153711763,,53.425415,6.765175,46.229885,0.009999999,966001,100.0,2.4940819e-06,100,2.4940819e-06,52.69,nan,100.0,9.313226e-10,1.0,19400,nan,1.0,2.4940819e-06,
0.0006178988,-6.752014e-06,94.18761,-8.195351,0.06178988,26.888714,195,2205.2911128997803,0.028096985,[ -2.204   9.357 -10.398  -6.358  52.005],-142.81358944826331,,53.37423,7.2257633,99.96171,0.009606838,971796,100.0,-6.7800283e-06,100,0.28301254,57.95,nan,75.81051,0.005426617,2.8096986,19500,nan,0.9606838,0.28301254,0.5426617
6.8158774e-31,-8.31604e-06,94.27641,-7.035042,6.8158775e-29,27.377853,196,2216.863128900528,2.0503979,[ -2.204   9.357 -10.398  -6.358  51.952],-139.66794658970576,,52.91631,6.2680054,9975.831,0.023299327,977058,100.0,-8.329749e-06,100,9.557588,52.62,nan,1.2856035,0.20416442,205.0398,19600,nan,2.3299325,9.557588,20.416445
0.01,4.9591063e-06,93.72591,-8.749046,1.0,29.119453,197,2228.14843916893,0.01,[ -2.204   9.357 -10.398  -6.358  51.499],-133.7210681301588,,52.91631,8.091769,66.13811,0.009999999,981906,100.0,4.976988e-06,100,4.976988e-06,48.48,nan,100.0,9.313226e-10,1.0,19700,nan,1.0,4.976988e-06,
0.0013343446,-3.8146973e-06,94.22557,-8.397926,0.13343446,31.455421,198,2239.1278896331787,0.04465937,[ -2.204   9.357 -10.398  -6.358  51.499],-139.07103560399528,,52.971256,6.798352,58.994366,0.010131891,987191,100.0,-3.7439167e-06,100,0.18349716,52.85,nan,73.54899,0.00607608,4.465937,19800,nan,1.0131892,0.18349716,0.607608
0.0029164671,-1.4495849e-06,94.30345,-7.9979095,0.29164672,20.711205,199,2250.594985961914,0.032388076,[ -2.204   9.357 -10.398  -6.358  51.555],-139.69242049143833,,53.021355,6.26696,57.754295,0.009707833,992533,100.0,-1.4565885e-06,100,0.20311539,53.42,nan,82.201164,0.004517303,3.2388077,19900,nan,0.9707833,0.20311539,0.4517303
0.01,2.2125244e-06,93.86242,-6.789772,1.0,16.718552,200,2261.021386861801,0.01,[ -2.204   9.357 -10.398  -6.358  51.602],-138.97846711398395,,53.021355,5.8514953,34.585857,0.009999999,997550,100.0,2.2053719e-06,100,2.2053719e-06,50.17,nan,100.0,9.313226e-10,1.0,20000,nan,1.0,2.2053719e-06,
3.111908e-07,3.6239624e-06,93.79849,-7.6646347,3.111908e-05,29.72128,201,2271.814650774002,0.12853737,[ -2.204   9.357 -10.398  -6.358  51.602],-139.94798121842442,,53.240154,7.539767,419.16904,0.0065892474,1002931,100.0,3.5613775e-06,100,1.3894485,53.81,nan,9.867392,0.019914787,12.853738,20100,nan,0.6589249,1.3894485,1.9914788
0.0028528878,-1.9073486e-06,94.308784,-8.351707,0.28528878,19.561172,202,2283.81130027771,0.028456502,[ -2.204   9.357 -10.398  -6.358  51.821],-139.8481351289257,,53.2072,7.104125,62.330734,0.010612305,1008448,100.0,-1.937151e-06,100,0.058146656,55.17,nan,86.56307,0.004181128,2.8456502,20200,nan,1.0612304,0.058146656,0.41811278
2.5771292e-06,1.7166137e-06,94.11873,-8.702255,0.00025771293,28.669018,203,2296.6100940704346,0.24693666,[ -2.204   9.357 -10.398  -6.358  51.788],-142.76500467182868,,53.35599,7.092843,3531.8923,0.016216068,1014296,100.0,1.6465783e-06,100,3.6712992,58.48,nan,12.706966,0.0425025,24.693666,20300,nan,1.621607,3.6712992,4.2502503
1.03579865e-07,1.1291504e-05,94.12295,-7.1832275,1.0357987e-05,24.71566,204,2308.091048717499,0.38439074,[ -2.204   9.357 -10.398  -6.358  51.94 ],-138.86175005377595,,53.15332,6.1335874,1637.6207,0.009372514,1019467,100.0,1.1330936e-05,100,3.5748003,51.71,nan,5.203141,0.040005546,38.439075,20400,nan,0.9372513,3.5748003,4.0005546
0.0009306773,5.340576e-07,94.34409,-8.147675,0.09306773,17.689743,205,2319.562646150589,0.05458563,[ -2.204   9.357 -10.398  -6.358  51.731],-140.1363168682209,,53.21626,5.8680577,44.581192,0.009169114,1024761,100.0,5.9604645e-07,100,0.43493602,52.94,nan,64.65967,0.0067786924,5.458563,20500,nan,0.91691136,0.43493602,0.6778692
0.0014878365,1.0681152e-06,94.66076,-10.295883,0.14878365,28.158848,206,2332.7455565929413,0.034500476,[ -2.204   9.357 -10.398  -6.358  51.794],-143.96766770015157,,53.283604,7.8287086,119.01828,0.009663475,1030953,100.0,1.0207295e-06,100,0.91823894,61.92,nan,66.75888,0.006818936,3.4500477,20600,nan,0.9663475,0.91823894,0.6818936
0.00016059013,9.994506e-06,94.14663,-8.469917,0.016059013,35.969963,207,2344.2153482437134,0.09107018,[ -2.204   9.357 -10.398  -6.358  51.867],-139.91780946385646,,53.20889,7.7236376,372.84644,0.010427933,1036385,100.0,1.0065734e-05,100,1.301425,54.32,nan,45.43861,0.0114269,9.107018,20700,nan,1.0427933,1.301425,1.14269
0.0075452863,5.455017e-06,93.945045,-8.580376,0.75452864,43.744633,208,2355.6354315280914,0.0125752445,[ -2.204   9.357 -10.398  -6.358  51.789],-138.57727170138375,,53.218567,7.9908357,63.806217,0.010004342,1041707,100.0,5.442649e-06,100,0.01618915,53.22,nan,99.38703,0.00078568526,1.2575245,20800,nan,1.0004344,0.01618915,0.07856853
0.01,2.5177003e-06,93.59807,-7.5664825,1.0,21.326508,209,2367.0775768756866,0.01,[ -2.204   9.357 -10.398  -6.358  51.798],-136.7786789088142,,53.218567,6.4023895,41.404633,0.009999999,1046692,100.0,2.4363399e-06,100,2.4363399e-06,49.85,nan,100.0,9.313226e-10,1.0,20900,nan,1.0,2.4363399e-06,
4.8751677e-05,1.1482239e-05,93.953674,-9.409348,0.0048751677,32.581806,210,2377.8395912647247,0.35858008,[ -2.204   9.357 -10.398  -6.358  51.798],-138.84969872753157,,53.38436,8.784069,13762.939,0.011775908,1052195,100.0,1.1570752e-05,100,9.992471,55.03,nan,9.223023,0.036944143,35.85801,21000,nan,1.177591,9.992471,3.6944149
1.5012236e-17,3.0517577e-07,93.916595,-7.5434494,1.5012236e-15,19.475441,211,2389.763423204422,0.10535913,[ -2.204   9.357 -10.398  -6.358  51.965],-136.59311220893701,,53.855774,5.5386477,21.107975,0.0016154288,1057127,100.0,2.9802322e-07,100,0.2410836,49.32,nan,2.263501,0.010615144,10.535913,21100,nan,0.16154288,0.2410836,1.0615144
0.0028100507,1.6021728e-06,93.953384,-7.385277,0.28100508,37.40471,212,2400.531739473343,0.021621495,[ -2.204   9.357 -10.398  -6.358  52.439],-138.98745711988258,,53.89655,6.950348,69.75789,0.010060011,1062303,100.0,1.6391277e-06,100,0.15236735,51.76,nan,87.23947,0.0038474766,2.1621497,21200,nan,1.0060011,0.15236735,0.38474768
1.2258541e-06,-5.8746336e-06,94.411995,-9.419662,0.00012258542,29.565002,213,2412.902859210968,0.153577,[ -2.204   9.357 -10.398  -6.358  52.477],-144.90520371021321,,54.064926,7.6448865,374.13794,0.008871141,1068511,100.0,-5.9604645e-06,100,1.2707278,62.08,nan,17.173576,0.019482,15.3577,21300,nan,0.88711405,1.2707278,1.9482001
0.0024650819,-7.781982e-06,93.69119,-8.243721,0.24650818,30.188728,214,2423.5063285827637,0.021705953,[ -2.204   9.357 -10.398  -6.358  52.649],-137.85463955437004,,54.02215,7.380999,75.9927,0.009466135,1073704,100.0,-7.722527e-06,100,0.3107488,51.93,nan,86.62469,0.003719666,2.1705954,21400,nan,0.94661355,0.3107488,0.3719666
0.0029074806,-5.7983398e-06,93.99413,-7.648239,0.29074806,17.648201,215,2435.065689563751,0.02146224,[ -2.204   9.357 -10.398  -6.358  52.604],-140.65852804658624,,53.988575,6.032485,39.376904,0.009741645,1079075,100.0,-5.8189034e-06,100,0.12791948,53.71,nan,89.014305,0.003422285,2.146224,21500,nan,0.9741645,0.12791948,0.34222853
2.0896772e-12,-5.8364867e-06,94.02088,-7.2549973,2.0896773e-10,28.277088,216,2446.2532210350037,0.57698387,[ -2.204   9.357 -10.398  -6.358  52.569],-139.47585609112664,,53.730934,6.1448603,5894.065,0.019270431,1084236,100.0,-5.7965517e-06,100,9.360595,51.61,nan,5.072831,0.08336072,57.698387,21600,nan,1.927043,9.360595,8.336072
6.2134204e-06,1.335144e-05,93.99353,-9.08876,0.00062134204,36.121094,217,2457.9937093257904,0.18155394,[ -2.204   9.357 -10.398  -6.358  52.315],-137.75304462170502,,53.6035,9.058321,4478.4336,0.011152145,1089739,100.0,1.3321638e-05,100,6.3297014,55.03,nan,23.35327,0.02020372,18.155396,21700,nan,1.1152146,6.3297014,2.0203722
0.00010237133,4.272461e-06,93.64518,-8.78894,0.010237133,33.03427,218,2467.980937242508,0.051522568,[ -2.204   9.357 -10.398  -6.358  52.185],-134.75575994037143,,53.522015,7.3574104,99.74131,0.010067623,1094641,100.0,4.2542815e-06,100,0.92704695,49.02,nan,64.55039,0.0074607613,5.152257,21800,nan,1.0067623,0.92704695,0.74607617
1.9936924e-07,7.820129e-06,94.57965,-10.436523,1.9936924e-05,29.68768,219,2481.086940050125,0.68884385,[ -2.204   9.357 -10.398  -6.358  52.104],-142.131090510594,,53.73784,9.059218,19565.76,0.017133953,1100584,100.0,7.785857e-06,100,10.747617,59.43,nan,4.5950623,0.07807237,68.884384,21900,nan,1.7133956,10.747617,7.807236
0.00023379903,8.392334e-07,94.27793,-10.059181,0.023379903,18.291626,220,2493.1115164756775,0.07037466,[ -2.204   9.357 -10.398  -6.358  52.316],-137.02342281290993,,53.82406,7.4991374,148.07071,0.009907696,1105842,100.0,7.599592e-07,100,0.6898799,52.58,nan,43.984764,0.011180844,7.037466,22000,nan,0.99076957,0.6898799,1.1180844
6.976619e-05,,94.3665,-9.740784,0.006976619,35.54827,221,2505.196747779846,0.22105218,[ -2.204   9.357 -10.398  -6.358  52.406],-140.00981458725744,,53.95735,8.309456,3968.0547,0.015748465,1111555,100.0,-4.4703484e-08,100,4.5902786,57.13,nan,17.354109,0.034367483,22.105219,22100,nan,1.5748466,4.5902786,3.4367487
0.0021866756,7.095337e-06,94.356285,-9.301186,0.21866757,33.684616,222,2517.7097771167755,0.024661269,[ -2.204   9.357 -10.398  -6.358  52.538],-143.12162650472618,,54.002457,8.103539,96.219666,0.010322252,1117480,100.0,7.1823597e-06,100,0.34710765,59.25,nan,83.44869,0.0045970697,2.466127,22200,nan,1.0322254,0.34710765,0.45970696
9.568775e-05,-1.0681152e-05,94.36808,-8.703072,0.009568775,39.203846,223,2530.49024105072,0.098762274,[ -2.204   9.357 -10.398  -6.358  52.587],-143.07234545405666,,53.89656,8.878447,1584.7408,0.010110064,1123384,100.0,-1.0656193e-05,100,3.9209623,59.04,nan,33.639416,0.014199886,9.876227,22300,nan,1.0110065,3.9209623,1.4199885
1.3442204e-10,2.708435e-06,93.97908,-8.367729,1.3442205e-08,38.38222,224,2542.6729533672333,0.6852376,[ -2.204   9.357 -10.398  -6.358  52.478],-136.91449704719918,,53.67591,8.097913,16808.191,0.011011894,1128598,100.0,2.6375055e-06,100,12.054242,52.14,nan,2.5409913,0.06819797,68.52376,22400,nan,1.1011894,12.054242,6.819798
0.0041236863,7.858276e-06,94.24994,-8.934143,0.41236866,21.40551,225,2554.8039462566376,0.022775603,[ -2.204   9.357 -10.398  -6.358  52.256],-140.72941263557743,,53.706585,7.2491646,61.02913,0.009799554,1134191,100.0,7.83056e-06,100,0.07876316,55.93,nan,91.83096,0.0029227878,2.2775605,22500,nan,0.9799554,0.07876316,0.29227877
0.0014993399,-9.155273e-07,94.37239,-9.582916,0.149934,25.231316,226,2566.7421684265137,0.040615533,[ -2.204   9.357 -10.398  -6.358  52.285],-139.0873001698871,,53.76924,7.9399157,132.56339,0.010208685,1139661,100.0,-9.834766e-07,100,0.43734103,54.7,nan,72.2122,0.006332737,4.0615535,22600,nan,1.0208685,0.43734103,0.6332737
