MinIWNorm,InitialReturnMean,ReturnStepMaxmin,InitialReturnMin,MinIW,InitialReturnMax,Iteration,TimeElapsed,MaxIWNorm,Weights,EpRewMean,EntropyCoefficient,MeanEntropy,InitialReturnStd,J_sample_variance,MeanIWNorm,TimestepsSoFar,ReturnStepMax,InitialBound,EpThisIter,ReturnMeanIW,EpLenMean,ESSRenyi,ESSClassic,StdIWNorm,MaxIW,EpisodesSoFar,EmpiricalD2,MeanIW,Bound,StdIW
0.0016093921,-3.3569336e-06,87.648506,-4.219223,0.16093922,13.871094,15,85.82894587516785,0.08857676,[-0.559  1.14  -1.027 -0.169  1.194],-110.02551345368711,10.0,2.7295866,3.4569702,25.51549,0.010692593,27066,100.0,26.13232,100,-0.4966353,18.76,47.91727,41.724457,0.01263662,8.857676,1500,2.0869303,1.0692595,26.79923,1.263662
0.01,6.8664554e-07,87.6494,-5.17675,1.0,12.787346,16,91.42089343070984,0.01,[-0.555  1.161 -1.023 -0.195  1.311],-109.32701000563064,10.0,2.7295866,3.7321603,14.069717,0.009999999,28934,100.0,27.295866,100,6.7800283e-07,18.68,100.0,100.0,9.313226e-10,1.0,1600,1.0,1.0,27.295866,
0.01,-4.653931e-06,87.8313,-5.6524963,1.0,10.220909,17,97.71018409729004,0.01,[-0.555  1.161 -1.023 -0.195  1.311],-109.94835777935867,10.0,2.7295866,3.5227695,12.535257,0.009999999,30843,100.0,27.295862,100,-4.660338e-06,19.09,100.0,100.0,9.313226e-10,1.0,1700,1.0,1.0,27.295862,
0.01,-1.7547608e-06,87.654236,-5.6016846,1.0,9.890785,18,103.24256253242493,0.01,[-0.555  1.161 -1.023 -0.195  1.311],-109.26249991456227,10.0,2.7295866,3.4315183,11.894261,0.009999999,32708,100.0,27.295864,100,-1.7248094e-06,18.65,100.0,100.0,9.313226e-10,1.0,1800,1.0,1.0,27.295864,
0.01,5.7983398e-06,87.76501,-4.933403,1.0,11.721519,19,108.94831156730652,0.01,[-0.555  1.161 -1.023 -0.195  1.311],-110.01460365076258,10.0,2.7295866,3.2323287,10.553483,0.009999999,34601,100.0,27.295872,100,5.811453e-06,18.93,100.0,100.0,9.313226e-10,1.0,1900,1.0,1.0,27.295872,
0.01,2.7465821e-06,87.778984,-5.44899,1.0,13.121796,20,114.934086561203,0.01,[-0.555  1.161 -1.023 -0.195  1.311],-109.74192124214939,10.0,2.7295866,3.4003768,11.679355,0.009999999,36493,100.0,27.295868,100,2.734363e-06,18.92,100.0,100.0,9.313226e-10,1.0,2000,1.0,1.0,27.295868,
0.01,5.1116945e-06,87.79697,-4.988098,1.0,10.029701,21,120.26470446586609,0.01,[-0.555  1.161 -1.023 -0.195  1.311],-110.26316840002507,10.0,2.7295866,3.231494,10.548034,0.009999999,38400,100.0,27.295872,100,5.07012e-06,19.07,100.0,100.0,9.313226e-10,1.0,2100,1.0,1.0,27.295872,
0.01,-4.119873e-06,87.43536,-4.587845,1.0,11.105949,22,126.35553669929504,0.01,[-0.555  1.161 -1.023 -0.195  1.311],-110.06146930788475,10.0,2.7295866,3.2130008,10.42765,0.009999999,40246,100.0,27.295862,100,-4.094094e-06,18.46,100.0,100.0,9.313226e-10,1.0,2200,1.0,1.0,27.295862,
2.563411e-07,-9.307862e-06,88.248924,-5.323822,2.5634112e-05,8.609238,23,132.26553583145142,2.7994976,[-0.555  1.161 -1.023 -0.195  1.311],-110.87286346175242,10.0,2.8485522,3.1669772,19051.307,0.031162992,42243,100.0,27.295856,100,13.649537,19.97,4.4615567e-06,1.2365726,0.27850142,279.94977,2300,22413702.0,3.1162994,42.13506,27.850142
0.01,7.400513e-06,89.57616,-6.21006,1.0,10.299492,24,140.1826651096344,0.01,[-0.619  0.79  -0.66  -0.24   1.43 ],-113.05682771200972,10.0,2.8485522,4.2521114,18.263083,0.009999999,44555,100.0,28.48553,100,7.454306e-06,23.12,100.0,100.0,9.313226e-10,1.0,2400,1.0,1.0,28.48553,
0.01,-1.6021728e-06,89.2025,-4.772583,1.0,12.405121,25,146.94233655929565,0.01,[-0.619  0.79  -0.66  -0.24   1.43 ],-113.61350665286889,10.0,2.8485522,4.0412483,16.496655,0.009999999,46785,100.0,28.485521,100,-1.6242266e-06,22.3,100.0,100.0,9.313226e-10,1.0,2500,1.0,1.0,28.485521,
,3.7384034e-06,89.38226,-6.5347366,,13.920097,26,153.0084822177887,,[-0.619  0.79  -0.66  -0.24   1.43 ],-112.5585333480257,10.0,58.145016,4.2225075,,,49041,100.0,28.485527,100,,22.56,nan,nan,,,2600,nan,,581.45013,
0.01,-7.5531007e-06,94.24839,-9.135788,1.0,29.289692,27,165.3905951976776,0.01,[ -2.204   9.357 -10.398  -6.358  56.722],-137.21010802086167,10.0,58.145016,8.137991,66.89586,0.009999999,54257,100.0,581.45013,100,-7.5548887e-06,52.16,nan,100.0,9.313226e-10,1.0,2700,nan,1.0,581.45013,
5.2253854e-05,,94.34715,-8.862312,0.0052253855,26.55605,28,177.79128694534302,0.028012548,[ -2.204   9.357 -10.398  -6.358  56.722],-143.5779180984326,10.0,58.249966,7.2968807,50.424194,0.007705508,60172,100.0,581.45013,100,-0.53575957,59.15,nan,61.116505,0.006146171,2.8012547,2800,nan,0.77055085,581.96387,0.6146171
0.0006252611,7.2479247e-06,94.01086,-7.967285,0.062526114,34.56909,29,190.79758667945862,0.055739574,[ -2.204   9.357 -10.398  -6.358  56.83 ],-137.2226661543655,10.0,58.332523,7.824907,132.54524,0.010648135,65322,100.0,582.49963,100,0.13472548,51.5,nan,60.372948,0.008626769,5.5739574,2900,nan,1.0648134,583.45996,0.862677
0.00072193955,-6.8664554e-07,93.66686,-7.287895,0.07219396,33.98224,30,202.89100050926208,0.07008585,[ -2.204   9.357 -10.398  -6.358  56.91 ],-140.30270914187153,10.0,58.405716,7.111339,200.06416,0.01120411,70583,100.0,583.32526,100,0.19120124,52.61,nan,49.896584,0.01122731,7.0085855,3000,nan,1.1204113,584.24835,1.1227309
0.0006572382,4.9591063e-06,94.57407,-9.967873,0.06572382,30.74392,31,216.68171310424805,0.045143247,[ -2.204   9.357 -10.398  -6.358  56.985],-142.34907427973002,10.0,58.48884,8.125536,164.13321,0.01034394,76612,100.0,584.0571,100,0.5365808,60.29,nan,61.23857,0.008229499,4.5143247,3100,nan,1.034394,585.4249,0.8229498
1.2948884e-06,-6.6375733e-06,94.00437,-9.536606,0.00012948885,22.344276,32,228.46796298027039,0.42784667,[ -2.204   9.357 -10.398  -6.358  57.066],-135.3589987182194,10.0,58.343044,8.185453,8714.033,0.011582358,81688,100.0,584.88837,100,10.056408,50.76,nan,6.6823854,0.043282572,42.784668,3200,nan,1.1582358,593.4868,4.3282566
0.009023638,1.1062622e-06,94.13494,-8.419846,0.9023639,26.764572,33,241.22491478919983,0.0108459145,[ -2.204   9.357 -10.398  -6.358  56.921],-139.21969115290975,10.0,58.34094,7.735552,62.204266,0.010030231,87109,100.0,583.4304,100,0.042969737,54.21,nan,99.87409,0.00035615586,1.0845915,3300,nan,1.0030233,583.45233,0.035615586
0.01,-3.2043456e-06,93.89992,-8.58242,1.0,32.367035,34,252.43355870246887,0.01,[ -2.204   9.357 -10.398  -6.358  56.917],-135.72867568867971,10.0,58.34094,7.7060347,59.982796,0.009999999,92072,100.0,583.40936,100,-3.1366944e-06,49.63,nan,100.0,9.313226e-10,1.0,3400,nan,1.0,583.40936,
0.01,2.2888183e-07,94.30979,-7.4202805,1.0,16.2416,35,264.87484312057495,0.01,[ -2.204   9.357 -10.398  -6.358  56.917],-140.0166239342177,10.0,58.34094,5.885827,34.99289,0.009999999,97384,100.0,583.40936,100,2.2351742e-07,53.12,nan,100.0,9.313226e-10,1.0,3500,nan,1.0,583.40936,
0.01,5.1879883e-06,94.18146,-8.899384,1.0,33.011986,36,277.29330563545227,0.01,[ -2.204   9.357 -10.398  -6.358  56.917],-139.12656691095964,10.0,58.34094,7.720494,60.208103,0.009999999,102823,100.0,583.40936,100,5.185604e-06,54.39,nan,100.0,9.313226e-10,1.0,3600,nan,1.0,583.40936,
0.00090456917,6.2561035e-06,94.165,-8.370834,0.09045692,19.851944,37,289.3332772254944,0.032862492,[ -2.204   9.357 -10.398  -6.358  56.917],-137.63058942387818,10.0,58.40572,6.914989,62.732258,0.0090672355,108023,100.0,583.40936,100,0.16224748,52.0,nan,68.54375,0.006142489,3.2862492,3700,nan,0.9067236,584.2194,0.61424893
1.0357152e-08,1.0223389e-05,94.1492,-9.034012,1.0357152e-06,31.651321,38,302.39513897895813,0.17136085,[ -2.204   9.357 -10.398  -6.358  56.985],-141.90295544658676,10.0,58.62569,7.4597316,75.27556,0.0063531743,113845,100.0,584.0572,100,-1.9725873,58.22,nan,10.346589,0.01870146,17.136086,3800,nan,0.6353174,584.2843,1.8701462
0.00012425265,-4.8065185e-06,93.96043,-8.604675,0.012425265,28.965591,39,314.8390164375305,0.10315786,[ -2.204   9.357 -10.398  -6.358  57.21 ],-139.1263492024156,10.0,58.75001,7.1532974,272.14053,0.0106905885,119162,100.0,586.2569,100,1.8868856,53.17,nan,29.594807,0.016489072,10.315786,3900,nan,1.0690589,589.387,1.6489072
0.01,2.2888183e-07,94.22489,-7.042099,1.0,26.89907,40,326.8062033653259,0.01,[ -2.204   9.357 -10.398  -6.358  57.331],-140.67777914834195,10.0,58.75001,6.150853,38.21514,0.009999999,124511,100.0,587.5001,100,2.0116568e-07,53.49,nan,100.0,9.313226e-10,1.0,4000,nan,1.0,587.5001,
0.0048757303,9.193421e-06,94.14813,-8.877098,0.48757306,43.444565,41,339.27758717536926,0.026286159,[ -2.204   9.357 -10.398  -6.358  57.331],-138.63299653152805,10.0,58.78055,8.845842,94.36993,0.010025272,129900,100.0,587.5001,100,0.008540511,53.89,nan,92.34928,0.0028855647,2.6286159,4100,nan,1.0025274,587.814,0.2885565
0.0010105836,-4.8828124e-06,93.839676,-9.022362,0.101058364,25.643677,42,350.95207238197327,0.05023506,[ -2.204   9.357 -10.398  -6.358  57.358],-137.67132475278962,10.0,58.718575,7.6252174,84.27936,0.010002084,135077,100.0,587.8055,100,0.9194159,51.77,nan,68.0286,0.006856864,5.023506,4200,nan,1.0002084,588.10516,0.6856864
0.01,-6.752014e-06,94.41387,-9.527718,1.0,43.231766,43,364.0440435409546,0.01,[ -2.204   9.357 -10.398  -6.358  57.298],-139.96340942949587,10.0,58.718575,8.559205,73.999985,0.009999999,140775,100.0,587.1857,100,-6.787479e-06,56.98,nan,100.0,9.313226e-10,1.0,4300,nan,1.0,587.1857,
0.01,6.866455e-06,93.282524,-6.732048,1.0,17.164223,44,375.19643545150757,0.01,[ -2.204   9.357 -10.398  -6.358  57.298],-133.63250507772776,10.0,58.718575,5.2722173,28.077047,0.009999999,145257,100.0,587.1857,100,6.8321824e-06,44.82,nan,100.0,9.313226e-10,1.0,4400,nan,1.0,587.1857,
0.00014128523,1.7929077e-06,94.431946,-7.8904877,0.014128523,28.429592,45,387.70538091659546,0.0743004,[ -2.204   9.357 -10.398  -6.358  57.298],-141.26207222839258,10.0,58.820854,6.821705,256.05255,0.009842327,150702,100.0,587.1857,100,0.8041962,54.45,nan,43.872536,0.011132409,7.4300404,4500,nan,0.9842328,589.01276,1.113241
0.00049615675,-1.0681152e-06,94.14165,-8.738777,0.049615674,27.17297,46,399.5408744812012,0.17682068,[ -2.204   9.357 -10.398  -6.358  57.401],-137.37247790003937,10.0,58.92638,7.7059884,123.03303,0.010905416,155941,100.0,588.20856,100,0.011259332,52.39,nan,24.160303,0.019321434,17.682068,4600,nan,1.0905416,589.275,1.9321434
1.0552016e-06,5.7983398e-06,94.09723,-7.2758026,0.00010552016,25.947464,47,411.8515045642853,0.14935417,[ -2.204   9.357 -10.398  -6.358  57.503],-140.35658686875794,10.0,59.08266,6.523074,241.64912,0.00896037,161375,100.0,589.2638,100,0.8985942,54.34,nan,22.090176,0.016827615,14.935417,4700,nan,0.89603704,591.7252,1.6827613
0.00018226285,-8.7738035e-06,93.98594,-10.217926,0.018226286,27.620659,48,423.7269718647003,0.05907339,[ -2.204   9.357 -10.398  -6.358  57.659],-137.32753409993336,10.0,59.196323,7.6480403,69.35911,0.009290915,166747,100.0,590.8266,100,-0.45156768,53.72,nan,44.646927,0.010345074,5.907339,4800,nan,0.9290916,591.5117,1.0345075
0.005118403,,94.36654,-8.176018,0.51184034,31.026344,49,436.42294788360596,0.020520624,[ -2.204   9.357 -10.398  -6.358  57.778],-141.2944585382007,10.0,59.227184,7.293982,62.523636,0.010121002,172384,100.0,591.96326,100,-0.12732792,56.37,nan,92.344215,0.0029141598,2.0520625,4900,nan,1.0121003,592.14453,0.29141602
0.01,2.4795531e-06,94.20036,-10.401695,1.0,46.78687,50,449.35315799713135,0.01,[ -2.204   9.357 -10.398  -6.358  57.809],-140.89134614723923,10.0,59.227184,9.409216,89.42763,0.009999999,178245,100.0,592.27185,100,2.5108457e-06,58.61,nan,100.0,9.313226e-10,1.0,5000,nan,1.0,592.27185,
0.0001750012,6.1035155e-07,94.42795,-8.635323,0.017500121,28.45119,51,462.7500364780426,0.06101186,[ -2.204   9.357 -10.398  -6.358  57.809],-143.21534481547025,10.0,59.332706,7.8402343,166.7485,0.008955284,184110,100.0,592.27185,100,0.7579518,58.65,nan,49.75935,0.008998491,6.101186,5100,nan,0.8955285,594.085,0.8998491
6.4241346e-09,-8.468628e-06,94.40305,-8.807861,6.4241345e-07,22.207031,52,475.6825361251831,0.3980841,[ -2.204   9.357 -10.398  -6.358  57.909],-140.95839488581115,10.0,59.582787,6.674091,2467.3982,0.0089033,189687,100.0,593.3271,100,2.116793,55.77,nan,3.783815,0.044896264,39.80841,5200,nan,0.8903301,597.9447,4.489626
2.4370234e-10,3.3569336e-06,93.988556,-8.572479,2.4370234e-08,35.455303,53,488.6169776916504,1.3115214,[ -2.204   9.357 -10.398  -6.358  58.16 ],-139.19859035114635,10.0,59.915127,7.3601313,585.105,0.014039103,195075,100.0,595.8279,100,-2.8725173,53.88,nan,1.1453649,0.13042654,131.15215,5300,nan,1.4039104,596.27875,13.042654
0.00057825877,-4.4250487e-06,94.00274,-7.636505,0.05782588,35.8992,54,500.96826243400574,0.07039104,[ -2.204   9.357 -10.398  -6.358  58.499],-138.33183430584472,10.0,59.99744,7.832611,165.08057,0.010753873,200221,100.0,599.15125,100,0.26949948,51.46,nan,48.652725,0.011047652,7.039104,5400,nan,1.0753872,600.2439,1.1047652
8.769073e-08,5.1116945e-06,94.21933,-8.877792,8.769073e-06,28.887474,55,514.1385273933411,0.987465,[ -2.204   9.357 -10.398  -6.358  58.575],-138.89987135221355,10.0,60.218075,7.2255607,5179.391,0.01805048,205741,100.0,599.9744,100,6.353306,55.2,nan,3.0056827,0.10253931,98.746506,5500,nan,1.8050481,608.53406,10.253931
3.0391051e-05,3.2806397e-06,94.269844,-9.467377,0.003039105,37.511154,56,526.3416604995728,0.122607715,[ -2.204   9.357 -10.398  -6.358  58.796],-141.98646839250065,10.0,60.3431,8.193857,186.1162,0.009472236,211515,100.0,602.1807,100,-0.22338267,57.74,nan,26.560123,0.015750827,12.260772,5600,nan,0.9472236,603.20764,1.5750829
0.01,1.7929077e-06,93.9802,-8.491486,1.0,31.379948,57,539.192601442337,0.01,[ -2.204   9.357 -10.398  -6.358  58.921],-137.1181762913926,10.0,60.3431,8.376354,70.87203,0.009999999,216700,100.0,603.431,100,1.7732382e-06,51.85,nan,100.0,9.313226e-10,1.0,5700,nan,1.0,603.431,
0.00013988392,-3.1280517e-06,94.256035,-8.502464,0.013988392,24.41211,58,552.1874434947968,0.068751246,[ -2.204   9.357 -10.398  -6.358  58.921],-141.14126989270733,10.0,60.43479,7.698455,93.649605,0.0097182505,222166,100.0,603.431,100,-0.5081433,54.66,nan,50.8581,0.009552874,6.875125,5800,nan,0.9718251,603.8398,0.95528734
0.01,-1.2969971e-06,94.0058,-8.779976,1.0,27.851887,59,563.782927274704,0.01,[ -2.204   9.357 -10.398  -6.358  59.011],-135.7149006218466,10.0,60.43479,8.033629,65.19112,0.009999999,227250,100.0,604.3479,100,-1.3932586e-06,50.84,nan,100.0,9.313226e-10,1.0,5900,nan,1.0,604.3479,
0.0020896948,1.14440915e-07,94.263954,-7.6827316,0.20896949,33.12206,60,574.9704344272614,0.04095205,[ -2.204   9.357 -10.398  -6.358  59.011],-139.39803160727564,10.0,60.489674,8.244533,69.782166,0.009609304,232549,100.0,604.3479,100,-0.23912165,52.99,nan,73.4963,0.0057704872,4.095205,6000,nan,0.96093047,604.6576,0.5770487
0.01,5.7983398e-06,93.99938,-9.017349,1.0,29.239998,61,587.6551737785339,0.01,[ -2.204   9.357 -10.398  -6.358  59.068],-140.63999072182747,10.0,60.489674,7.019542,49.771687,0.009999999,238169,100.0,604.8967,100,5.826354e-06,56.2,nan,100.0,9.313226e-10,1.0,6100,nan,1.0,604.8967,
9.111235e-07,-3.0517577e-07,94.31664,-8.375862,9.111235e-05,20.236229,62,600.516928434372,0.06526767,[ -2.204   9.357 -10.398  -6.358  59.068],-141.20202884322646,10.0,60.656254,6.5966306,69.786095,0.006949003,243747,100.0,604.8967,100,0.23434086,55.78,nan,24.697058,0.012134053,6.526767,6200,nan,0.69490033,606.7969,1.2134054
0.01,2.822876e-06,93.98583,-8.462624,1.0,22.351822,63,613.8144934177399,0.01,[ -2.204   9.357 -10.398  -6.358  59.237],-141.00575696569135,10.0,60.656254,6.3544884,40.78739,0.009999999,249249,100.0,606.56256,100,2.8312206e-06,55.02,nan,100.0,9.313226e-10,1.0,6300,nan,1.0,606.56256,
0.01,-9.307862e-06,93.930305,-8.661659,1.0,24.388329,64,625.6416370868683,0.01,[ -2.204   9.357 -10.398  -6.358  59.237],-136.95584020052416,10.0,60.656254,7.299738,53.824417,0.009999999,254325,100.0,606.56256,100,-9.357929e-06,50.76,nan,100.0,9.313226e-10,1.0,6400,nan,1.0,606.56256,
0.01,-3.3187866e-06,93.97623,-7.992882,1.0,31.395073,65,637.3330461978912,0.01,[ -2.204   9.357 -10.398  -6.358  59.237],-139.23199390874385,10.0,60.656254,7.1391983,51.48298,0.009999999,259658,100.0,606.56256,100,-3.4291297e-06,53.33,nan,100.0,9.313226e-10,1.0,6500,nan,1.0,606.56256,
0.004723179,-3.890991e-06,94.06271,-8.338097,0.4723179,36.041977,66,649.498010635376,0.029013328,[ -2.204   9.357 -10.398  -6.358  59.237],-140.45648191435555,10.0,60.68733,7.2975845,52.676727,0.010024249,265169,100.0,606.56256,100,-0.19581205,55.11,nan,89.36447,0.0034581905,2.9013329,6600,nan,1.002425,606.6775,0.34581906
0.0018722117,-7.2860717e-06,93.857544,-8.331322,0.18722117,30.616215,67,661.1463239192963,0.03753129,[ -2.204   9.357 -10.398  -6.358  59.267],-135.39255743511438,10.0,60.760117,6.8693676,59.657475,0.009735111,270018,100.0,606.8733,100,-0.0901801,48.49,nan,69.49655,0.006449615,3.753129,6700,nan,0.9735111,607.511,0.6449616
0.0073201763,6.1035157e-06,94.10782,-8.300049,0.73201764,29.355309,68,674.6629018783569,0.014178263,[ -2.204   9.357 -10.398  -6.358  59.343],-140.64351400418866,10.0,60.778564,6.976103,48.974068,0.0100297965,275443,100.0,607.6012,100,-0.0952154,54.25,nan,98.54884,0.0012170939,1.4178263,6800,nan,1.0029796,607.6904,0.12170939
0.01,4.348755e-06,94.13791,-8.140945,1.0,22.337708,69,687.2222504615784,0.01,[ -2.204   9.357 -10.398  -6.358  59.355],-137.03125589915123,10.0,60.778564,6.473521,42.329773,0.009999999,280574,100.0,607.78564,100,4.3660402e-06,51.31,nan,100.0,9.313226e-10,1.0,6900,nan,1.0,607.78564,
0.01,6.942749e-06,94.01775,-9.065361,1.0,26.714317,70,699.903119802475,0.01,[ -2.204   9.357 -10.398  -6.358  59.355],-140.19640668789475,10.0,60.778564,7.757184,60.781723,0.009999999,286138,100.0,607.78564,100,6.9588423e-06,55.64,nan,100.0,9.313226e-10,1.0,7000,nan,1.0,607.78564,
6.0534533e-09,1.121521e-05,94.265045,-8.31974,6.0534535e-07,28.002922,71,712.8672912120819,0.10270122,[ -2.204   9.357 -10.398  -6.358  59.355],-142.333676600684,10.0,61.02054,6.782869,622.281,0.0043588225,291786,100.0,607.78564,100,1.849998,56.48,nan,12.436128,0.011566159,10.270122,7100,nan,0.4358823,612.05536,1.156616
0.00026302782,-5.722046e-06,94.18243,-7.5556335,0.026302781,33.510048,72,726.58944439888,0.040108066,[ -2.204   9.357 -10.398  -6.358  59.597],-139.49452295519953,10.0,61.153706,6.4627123,106.539,0.0074438513,297021,100.0,610.2054,100,0.7100501,52.35,nan,48.849136,0.0076172096,4.0108066,7200,nan,0.74438524,612.2471,0.76172096
5.6812034e-18,4.577637e-06,94.574936,-10.686729,5.6812035e-16,29.250664,73,739.9624342918396,0.041736823,[ -2.204   9.357 -10.398  -6.358  59.731],-145.73899692051063,10.0,61.554344,8.527424,12.124427,0.0010295876,303373,100.0,611.53705,100,-0.27401832,63.52,nan,4.785445,0.0045925495,4.173682,7300,nan,0.10295877,615.2694,0.45925495
0.00044319726,-4.15802e-06,94.26757,-9.792816,0.044319727,31.80893,74,753.0127313137054,0.05624193,[ -2.204   9.357 -10.398  -6.358  60.134],-141.86676835803547,10.0,61.653755,8.000734,74.99267,0.0085039325,309364,100.0,615.54346,100,-0.27293798,59.91,nan,46.65776,0.009092713,5.624193,7400,nan,0.8503933,616.2646,0.90927124
3.3095995e-09,6.1798096e-06,94.09211,-8.256981,3.3095995e-07,21.697502,75,765.5071687698364,3.0069046,[ -2.204   9.357 -10.398  -6.358  60.231],-138.77799187012707,10.0,61.92692,6.9779263,42432.297,0.033500336,314691,100.0,616.53754,100,19.853336,53.27,nan,1.2402514,0.29894024,300.69046,7500,nan,3.3500338,639.12256,29.894024
0.0027636688,6.828308e-06,93.88629,-7.5921707,0.2763669,43.29562,76,778.2462267875671,0.037740756,[ -2.204   9.357 -10.398  -6.358  60.503],-142.4871751641889,10.0,61.97668,7.1126804,54.517414,0.010021211,320261,100.0,619.2692,100,0.102266915,55.7,nan,76.99047,0.0054784254,3.7740757,7600,nan,1.0021212,619.8691,0.5478425
