IterType,AvgEpLen,eRenyi2,MaxNormIw,VarNormIw,MinVanillaIw,AvgVanillaIw,VarDiscRet,VarVanillaIw,ESSClassic,J,AvgNormIw,Bound,VarRet,MinNormIw,AvgDiscRet,ESSRenyi,VanillaAvgRet,EpsThisIter,MaxVanillaIw,AvgRet,VarJ,BatchSize
2,328.59,1.0,0.01,3.5044917e-18,1.0,1.0,2419941.378478889,,100.0,3277.8513,0.009999998,2857.041,2419941.378478889,0.01,3277.851147210383,200.0,3277.851147210383,100,1.0,3277.851147210383,1547.8184,200
1,325.63,3.0995939,0.08171711,7.099246e-05,1.2614327e-06,1.0260005,2503620.3131876704,2.989285,52.280746350114285,3735.026,0.005,3211.1553,2503620.3131876704,6.1473293e-09,3248.252927070508,64.52458221476653,3248.252927070508,100,16.76836,3248.252927070508,2624.9075,200
2,332.99,1.0,0.01,3.5044917e-18,1.0,1.0,2562628.8959226827,,100.0,3322.3184,0.009999998,2901.5078,2562628.8959226827,0.01,3322.3186716820433,200.0,3322.3186716820433,100,1.0,3322.3186716820433,1592.7971,200
1,335.31,8.916456,0.12804994,0.00024178246,4.4719957e-12,0.9422044,2325323.6517694816,8.585688,18.827176280526878,4407.213,0.005000001,3518.6917,2325323.6517694816,2.3731558e-14,3345.3628089903677,22.430435927509915,3345.3628089903677,100,24.129845,3345.3628089903677,2331.2117,200
2,359.99,1.0,0.01,3.5044917e-18,1.0,1.0,2370875.7424360523,,100.0,3593.2402,0.009999998,3172.4297,2370875.7424360523,0.01,3593.2404945489748,200.0,3593.2404945489748,100,1.0,3593.2404945489748,1532.0466,200
1,345.365,5.112651,0.14852975,0.00016443954,1.7612715e-08,1.088579,2381375.2319037723,7.794463,26.508694919900925,4091.281,0.005,3418.4675,2381375.2319037723,8.0897726e-11,3446.3204355355715,39.118649998890135,3446.3204355355715,100,32.337276,3446.3204355355715,2648.7263,200
2,324.1,1.0,0.01,3.5044917e-18,1.0,1.0,2396328.9924192745,,100.0,3233.2537,0.009999998,2812.444,2396328.9924192745,0.01,3233.253703408694,200.0,3233.253703408694,100,1.0,3233.253703408694,1540.2485,200
,336.0,1.0,0.005,2.179301e-19,1.0,1.0,2354672.9274086286,,200.00000010221265,3352.1716,0.0049999994,3054.614,2354672.9274086286,0.005,3352.171851076194,300.0,3352.171851076194,100,1.0,3352.171851076194,1530.6533,300
1,333.86333333333334,5.127571,0.0556103,4.655309e-05,4.250102e-08,1.2257031,2377810.628388039,6.294506,57.961914467342524,4069.0078,0.0033333336,3518.8577,2377810.628388039,1.15582696e-10,3330.828352769639,58.50723350310454,3330.828352769639,100,20.448515,3330.828352769639,2096.3115,300
2,341.16,1.0,0.01,3.5044917e-18,1.0,1.0,2146670.592848094,,100.0,3403.3538,0.009999998,2982.5435,2146670.592848094,0.01,3403.3539075509525,300.0,3403.3539075509525,100,1.0,3403.3539075509525,1457.808,300
2,345.105,1.0,0.005,2.179301e-19,1.0,1.0,2246161.689213111,,200.00000010221265,3443.1868,0.0049999994,3145.629,2246161.689213111,0.005,3443.1868719742924,300.0,3443.1868719742924,100,1.0,3443.1868719742924,1494.9685,300
1,351.42,3.9427347,0.033679534,4.1935367e-05,3.4770874e-11,0.86951256,2196148.209873978,2.853479,63.0039995380399,3970.7314,0.0033333334,3488.312,2196148.209873978,1.3329642e-13,3506.6246489095106,76.08931907232666,3506.6246489095106,100,8.785433,3506.6246489095106,2510.302,300
2,339.92,1.0,0.01,3.5044917e-18,1.0,1.0,2047092.5442158817,,100.0,3391.2632,0.009999998,2970.453,2047092.5442158817,0.01,3391.263422645603,300.0,3391.263422645603,100,1.0,3391.263422645603,1423.5946,300
2,343.34,1.0,0.005,2.179301e-19,1.0,1.0,1905956.009564111,,200.00000010221265,3425.4614,0.0049999994,3127.9033,1905956.009564111,0.005,3425.4614438105054,300.0,3425.4614438105054,100,1.0,3425.4614438105054,1377.1079,300
,345.98333333333335,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1834858.954738018,,299.999969473632,3451.8835,0.0033333336,3208.9285,1834858.954738018,0.0033333334,3451.883546610425,400.0,3451.883546610425,100,1.0,3451.883546610425,1352.3102,400
1,350.5825,3.838884,0.037270933,1.7809576e-05,6.239116e-05,1.13456,1763054.5470620214,3.6679928,104.10136432345647,3905.9854,0.0025,3493.7368,1763054.5470620214,1.3747876e-07,3497.855591296669,104.1969457776062,3497.855591296669,100,16.914444,3497.855591296669,2241.8564,400
2,357.95,1.0,0.01,3.5044917e-18,1.0,1.0,1689484.899095477,,100.0,3571.9138,0.009999998,3151.1033,1689484.899095477,0.01,3571.9139350232954,400.0,3571.9139350232954,100,1.0,3571.9139350232954,1293.2865,400
2,364.945,1.0,0.005,2.179301e-19,1.0,1.0,1670745.8901884484,,200.00000010221265,3641.8848,0.0049999994,3344.327,1670745.8901884484,0.005,3641.884836102289,400.0,3641.884836102289,100,1.0,3641.884836102289,1289.3379,400
2,366.27666666666664,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1691541.2000065723,,299.999969473632,3655.4832,0.0033333336,3412.528,1691541.2000065723,0.0033333334,3655.4830413548666,400.0,3655.4830413548666,100,1.0,3655.4830413548666,1298.4231,400
1,365.9625,2.222693,0.020920781,7.602656e-06,4.4487013e-05,1.0091413,1728850.0586607594,1.2387662,180.71876636469827,3875.3828,0.0025000004,3561.6958,1728850.0586607594,1.1021007e-07,3652.3275357773523,179.96187779225863,3652.3275357773523,100,8.44481,3652.3275357773523,1685.5115,400
2,350.91,1.0,0.01,3.5044917e-18,1.0,1.0,2139526.305391063,,100.0,3501.6953,0.009999998,3080.8848,2139526.305391063,0.01,3501.6951632405808,400.0,3501.6951632405808,100,1.0,3501.6951632405808,1455.38,400
2,349.98,1.0,0.005,2.179301e-19,1.0,1.0,1782193.8037167348,,200.00000010221265,3491.6274,0.0049999994,3194.0696,1782193.8037167348,0.005,3491.6274158585516,400.0,3491.6274158585516,100,1.0,3491.6274158585516,1331.6466,400
2,357.85333333333335,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1787321.698823333,,299.999969473632,3570.687,0.0033333336,3327.732,1787321.698823333,0.0033333334,3570.6869816641974,400.0,3570.6869816641974,100,1.0,3570.6869816641974,1334.6775,400
,356.185,1.0,0.0025,5.434597e-20,1.0,1.0,1834495.4720494335,,400.0,3554.0898,0.0024999997,3343.6846,1834495.4720494335,0.0025,3554.0899209896725,500.0,3554.0899209896725,100,1.0,3554.0899209896725,1352.7413,500
1,356.454,2.7405486,0.015206212,6.7266346e-06,3.8731145e-08,1.0722635,1713612.8854732714,1.933485,186.6859181241505,3782.3567,0.002,3470.812,1713612.8854732714,7.2241844e-11,3556.5664839402148,182.4452221172656,3556.5664839402148,100,8.152533,3556.5664839402148,2096.5444,500
2,330.41,1.0,0.01,3.5044917e-18,1.0,1.0,2145382.796072263,,100.0,3296.1565,0.009999998,2875.346,2145382.796072263,0.01,3296.15647418021,500.0,3296.15647418021,100,1.0,3296.15647418021,1457.3705,500
2,355.675,1.0,0.005,2.179301e-19,1.0,1.0,1867884.5861064184,,200.00000010221265,3549.08,0.0049999994,3251.5222,1867884.5861064184,0.005,3549.0800705454276,500.0,3549.0800705454276,100,1.0,3549.0800705454276,1363.2847,500
2,354.1333333333333,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1913234.2494973755,,299.999969473632,3533.6487,0.0033333336,3290.6936,1913234.2494973755,0.0033333334,3533.648520815121,500.0,3533.648520815121,100,1.0,3533.648520815121,1380.8899,500
2,355.91,1.0,0.0025,5.434597e-20,1.0,1.0,1905850.1619699574,,400.0,3551.4858,0.0024999997,3341.0806,1905850.1619699574,0.0025,3551.48558414295,500.0,3551.48558414295,100,1.0,3551.48558414295,1378.7986,500
1,356.866,1.5715694,0.0062214476,2.2316706e-06,0.00034175604,1.0119624,1897371.8597735742,0.57134557,321.1712725481813,3697.5068,0.002,3461.5847,1897371.8597735742,6.7543226e-07,3561.1201546967013,318.15329720676493,3561.1201546967013,100,3.1479356,3561.1201546967013,1679.6926,500
2,378.48,1.0,0.01,3.5044917e-18,1.0,1.0,2005080.8113799766,,100.0,3778.3423,0.009999998,3357.5317,2005080.8113799766,0.01,3778.3421193174595,500.0,3778.3421193174595,100,1.0,3778.3421193174595,1408.9109,500
2,367.16,1.0,0.005,2.179301e-19,1.0,1.0,1937830.1345678666,,200.00000010221265,3664.5088,0.0049999994,3366.9507,1937830.1345678666,0.005,3664.5086630950736,500.0,3664.5086630950736,100,1.0,3664.5086630950736,1388.5752,500
2,369.57666666666665,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1821331.786761976,,299.999969473632,3688.4746,0.0033333336,3445.5195,1821331.786761976,0.0033333334,3688.474777725561,500.0,3688.474777725561,100,1.0,3688.474777725561,1347.316,500
2,361.645,1.0,0.0025,5.434597e-20,1.0,1.0,1858496.8331765619,,400.0,3608.85,0.0024999997,3398.4448,1858496.8331765619,0.0025,3608.850201663148,500.0,3608.850201663148,100,1.0,3608.850201663148,1361.5618,500
1,360.104,2.9637446,0.019516649,8.188227e-06,1.0764973e-09,0.9011784,1870846.6628763247,1.6624609,164.31353866912144,3853.1155,0.002,3529.1326,1870846.6628763247,2.3890883e-12,3593.348070715896,168.70549277177113,3593.348070715896,100,8.793991,3593.348070715896,1984.54,500
2,353.6,1.0,0.01,3.5044917e-18,1.0,1.0,1855511.153056202,,100.0,3528.282,0.009999998,3107.4717,1855511.153056202,0.01,3528.281930924024,500.0,3528.281930924024,100,1.0,3528.281930924024,1355.3435,500
2,351.5,1.0,0.005,2.179301e-19,1.0,1.0,2003304.6003345798,,200.00000010221265,3507.462,0.0049999994,3209.904,2003304.6003345798,0.005,3507.461805473614,500.0,3507.461805473614,100,1.0,3507.461805473614,1411.8385,500
2,350.5133333333333,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1936738.1880740952,,299.999969473632,3497.3853,0.0033333336,3254.4302,1936738.1880740952,0.0033333334,3497.384935138446,500.0,3497.384935138446,100,1.0,3497.384935138446,1389.3461,500
2,355.91,1.0,0.0025,5.434597e-20,1.0,1.0,1977351.2942570972,,400.0,3551.7424,0.0024999997,3341.3372,1977351.2942570972,0.0025,3551.742539511807,500.0,3551.742539511807,100,1.0,3551.742539511807,1404.4243,500
1,350.156,2.627462,0.015848013,6.278499e-06,7.59791e-09,1.0646001,1970724.5207872808,1.7789711,194.81892498058994,3756.8318,0.0019999999,3451.7827,1970724.5207872808,1.4273735e-11,3493.98570145618,190.29771584884506,3493.98570145618,100,8.435898,3493.98570145618,2045.4476,500
2,350.25,1.0,0.01,3.5044917e-18,1.0,1.0,1884722.1413365933,,100.0,3494.5857,0.009999998,3073.7751,1884722.1413365933,0.01,3494.585749693917,500.0,3494.585749693917,100,1.0,3494.585749693917,1365.9702,500
2,358.96,1.0,0.005,2.179301e-19,1.0,1.0,1824445.5688271285,,200.00000010221265,3582.091,0.0049999994,3284.533,1824445.5688271285,0.005,3582.0911139096993,500.0,3582.0911139096993,100,1.0,3582.0911139096993,1347.3394,500
2,358.82,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1886004.0732658212,,299.999969473632,3580.8313,0.0033333336,3337.8762,1886004.0732658212,0.0033333334,3580.8312458383834,500.0,3580.8312458383834,100,1.0,3580.8312458383834,1371.028,500
2,360.065,1.0,0.0025,5.434597e-20,1.0,1.0,1895457.1079908859,,400.0,3593.3164,0.0024999997,3382.9111,1895457.1079908859,0.0025,3593.316515450832,500.0,3593.316515450832,100,1.0,3593.316515450832,1375.0339,500
1,361.414,2.6980581,0.07995268,1.707961e-05,0.010636217,1.102799,1877296.074724409,5.1929083,95.03242073632715,3826.0386,0.002,3516.9185,1877296.074724409,1.9289491e-05,3606.706717718077,185.3184683995265,3606.706717718077,100,44.08587,3606.706717718077,2831.5583,500
2,355.18,1.0,0.01,3.5044917e-18,1.0,1.0,1652377.8640620676,,100.0,3543.6626,0.009999998,3122.8525,1652377.8640620676,0.01,3543.662752840624,500.0,3543.662752840624,100,1.0,3543.662752840624,1279.0051,500
2,348.82,1.0,0.005,2.179301e-19,1.0,1.0,1987749.2167292,,200.00000010221265,3480.2163,0.0049999994,3182.6582,1987749.2167292,0.005,3480.2164659711057,500.0,3480.2164659711057,100,1.0,3480.2164659711057,1406.3464,500
2,349.23,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1898698.0806490132,,299.999969473632,3484.1765,0.0033333336,3241.2214,1898698.0806490132,0.0033333334,3484.176148190552,500.0,3484.176148190552,100,1.0,3484.176148190552,1375.634,500
2,352.5275,1.0,0.0025,5.434597e-20,1.0,1.0,1883089.0020359945,,400.0,3517.3408,0.0024999997,3306.9355,1883089.0020359945,0.0025,3517.340893489856,500.0,3517.340893489856,100,1.0,3517.340893489856,1370.5405,500
1,352.594,4.0808277,0.47503033,0.0004496678,0.050731327,1.7776837,1895776.7951470774,355.25552,4.417269487181631,4231.8975,0.002,3851.7292,1895776.7951470774,5.7075762e-05,3518.010415367578,122.52416302840486,3518.010415367578,100,422.22684,3518.010415367578,8213.011,500
2,362.42,1.0,0.01,3.5044917e-18,1.0,1.0,1818596.9395872767,,100.0,3616.3542,0.009999998,3195.5437,1818596.9395872767,0.01,3616.354441432294,500.0,3616.354441432294,100,1.0,3616.354441432294,1341.794,500
2,366.13,1.0,0.005,2.179301e-19,1.0,1.0,1818914.1327746822,,200.00000010221265,3653.8965,0.0049999994,3356.3386,1818914.1327746822,0.005,3653.8964598716075,500.0,3653.8964598716075,100,1.0,3653.8964598716075,1345.2953,500
2,357.1566666666667,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1933134.9755380289,,299.999969473632,3563.9968,0.0033333336,3321.0417,1933134.9755380289,0.0033333334,3563.996829316068,500.0,3563.996829316068,100,1.0,3563.996829316068,1388.053,500
2,349.7625,1.0,0.0025,5.434597e-20,1.0,1.0,1985016.8162443226,,400.0,3489.7947,0.0024999997,3279.3894,1985016.8162443226,0.0025,3489.7947155498796,500.0,3489.7947155498796,100,1.0,3489.7947155498796,1407.144,500
1,352.134,1.6126868,0.02052792,3.358679e-06,0.044037845,0.99896157,1979308.920753143,0.83792675,272.0362416450293,3647.6143,0.002,3408.626,1979308.920753143,8.8167246e-05,3513.625640937443,310.04161160574466,3513.625640937443,100,10.253302,3513.625640937443,1676.5295,500
2,358.8,1.0,0.01,3.5044917e-18,1.0,1.0,2289863.854913563,,100.0,3580.8865,0.009999998,3160.076,2289863.854913563,0.01,3580.886572333303,500.0,3580.886572333303,100,1.0,3580.886572333303,1505.6444,500
2,357.69,1.0,0.005,2.179301e-19,1.0,1.0,2066910.054925371,,200.00000010221265,3569.258,0.0049999994,3271.7,2066910.054925371,0.005,3569.2582818667224,500.0,3569.2582818667224,100,1.0,3569.2582818667224,1434.0765,500
2,356.4166666666667,1.0,0.0033333334,5.4391416e-20,1.0,1.0,2075010.7955121875,,299.999969473632,3556.5488,0.0033333336,3313.5938,2075010.7955121875,0.0033333334,3556.5486829316687,500.0,3556.5486829316687,100,1.0,3556.5486829316687,1438.0869,500
2,358.815,1.0,0.0025,5.434597e-20,1.0,1.0,1977079.616645721,,400.0,3580.3188,0.0024999997,3369.9136,1977079.616645721,0.0025,3580.319207176105,500.0,3580.319207176105,100,1.0,3580.319207176105,1404.3279,500
1,362.32,1.807847,0.02843674,3.833907e-06,0.11959921,1.0564805,1929516.3459013223,1.0698049,255.55063147234654,3728.3384,0.002,3475.3022,1929516.3459013223,0.00022641064,3615.516508482461,276.57207365225395,3615.516508482461,100,15.021431,3615.516508482461,1909.418,500
2,353.01,1.0,0.01,3.5044917e-18,1.0,1.0,2102464.5916430363,,100.0,3522.8296,0.009999998,3102.0195,2102464.5916430363,0.01,3522.8296746406577,500.0,3522.8296746406577,100,1.0,3522.8296746406577,1442.7195,500
2,358.42,1.0,0.005,2.179301e-19,1.0,1.0,1999814.8388948375,,200.00000010221265,3576.9587,0.0049999994,3279.401,1999814.8388948375,0.005,3576.9590733405203,500.0,3576.9590733405203,100,1.0,3576.9590733405203,1410.6083,500
2,353.72,1.0,0.0033333334,5.4391416e-20,1.0,1.0,2089045.1418562776,,299.999969473632,3529.7417,0.0033333336,3286.7866,2089045.1418562776,0.0033333334,3529.741879413516,500.0,3529.741879413516,100,1.0,3529.741879413516,1442.942,500
2,349.405,1.0,0.0025,5.434597e-20,1.0,1.0,2093579.5748363347,,400.0,3486.4104,0.0024999997,3276.0051,2093579.5748363347,0.0025,3486.4107315232827,500.0,3486.4107315232827,100,1.0,3486.4107315232827,1445.1108,500
1,354.76,2.5893867,0.018144352,5.643451e-06,1.0831601e-09,0.9947958,2101017.3380078785,1.396216,207.6376587051076,3763.4363,0.002,3460.6055,2101017.3380078785,2.1776532e-12,3540.239785962917,193.09591715063752,3540.239785962917,100,9.024962,3540.239785962917,2032.4117,500
2,346.66,1.0,0.01,3.5044917e-18,1.0,1.0,1836930.0028736554,,100.0,3458.34,0.009999998,3037.5295,1836930.0028736554,0.01,3458.3401853334826,500.0,3458.3401853334826,100,1.0,3458.3401853334826,1348.5402,500
2,348.685,1.0,0.005,2.179301e-19,1.0,1.0,1879780.2596780073,,200.00000010221265,3478.7793,0.0049999994,3181.2212,1879780.2596780073,0.005,3478.779406934213,500.0,3478.779406934213,100,1.0,3478.779406934213,1367.6189,500
2,349.92,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1983877.9980699534,,299.999969473632,3491.3967,0.0033333336,3248.4417,1983877.9980699534,0.0033333334,3491.396882207665,500.0,3491.396882207665,100,1.0,3491.396882207665,1406.1526,500
2,359.6225,1.0,0.0025,5.434597e-20,1.0,1.0,1867329.636451282,,400.0,3588.5479,0.0024999997,3378.1426,1867329.636451282,0.0025,3588.547999493154,500.0,3588.547999493154,100,1.0,3588.547999493154,1364.7936,500
1,358.744,4.267752,0.041108306,1.543101e-05,1.4749012e-09,1.0246155,1904976.8299220148,4.0500107,103.09199545503448,3938.2292,0.0019999999,3549.4517,1904976.8299220148,2.878936e-12,3579.78135524312,117.15769332830547,3579.78135524312,100,21.060104,3579.78135524312,2459.847,500
2,346.01,1.0,0.01,3.5044917e-18,1.0,1.0,2033400.7170843103,,100.0,3452.1445,0.009999998,3031.334,2033400.7170843103,0.01,3452.1445780800423,500.0,3452.1445780800423,100,1.0,3452.1445780800423,1418.8258,500
2,341.71,1.0,0.005,2.179301e-19,1.0,1.0,2070996.5544670222,,200.00000010221265,3409.1143,0.0049999994,3111.5562,2070996.5544670222,0.005,3409.1144593177996,500.0,3409.1144593177996,100,1.0,3409.1144593177996,1435.4934,500
2,341.5733333333333,1.0,0.0033333334,5.4391416e-20,1.0,1.0,2123116.3150552628,,299.999969473632,3407.88,0.0033333336,3164.9248,2123116.3150552628,0.0033333334,3407.879633460435,500.0,3407.879633460435,100,1.0,3407.879633460435,1454.6613,500
2,344.2575,1.0,0.0025,5.434597e-20,1.0,1.0,2174070.6914656498,,400.0,3435.0032,0.0024999997,3224.598,2174070.6914656498,0.0025,3435.0031834151036,500.0,3435.0031834151036,100,1.0,3435.0031834151036,1472.6287,500
1,350.89,7.8220544,0.2887634,0.00017003807,0.0002671281,1.1290815,2147630.002621984,54.192196,11.51424005594436,4060.8474,0.002,3534.5127,2147630.002621984,4.7317772e-07,3501.5207393503088,63.9218260724479,3501.5207393503088,100,163.0187,3501.5207393503088,6310.6597,500
2,356.45,1.0,0.01,3.5044917e-18,1.0,1.0,2052245.1314944588,,100.0,3557.2683,0.009999998,3136.4583,2052245.1314944588,0.01,3557.2684940574,500.0,3557.2684940574,100,1.0,3557.2684940574,1425.3851,500
2,364.245,1.0,0.005,2.179301e-19,1.0,1.0,1964501.1593692722,,200.00000010221265,3635.3755,0.0049999994,3337.8174,1964501.1593692722,0.005,3635.3754965229,500.0,3635.3754965229,100,1.0,3635.3754965229,1398.0981,500
2,366.09,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1941532.4620727715,,299.999969473632,3653.7751,0.0033333336,3410.82,1941532.4620727715,0.0033333334,3653.77530065256,500.0,3653.77530065256,100,1.0,3653.77530065256,1391.0646,500
2,363.465,1.0,0.0025,5.434597e-20,1.0,1.0,1909037.6266882126,,400.0,3627.296,0.0024999997,3416.8906,1909037.6266882126,0.0025,3627.2960377198306,500.0,3627.2960377198306,100,1.0,3627.2960377198306,1379.951,500
1,364.014,2.6267185,0.011984473,5.968557e-06,9.447363e-14,1.0242492,1885323.4359657383,1.565383,200.87138573855495,3865.9863,0.002,3560.9802,1885323.4359657383,1.8447393e-16,3632.7722529666717,190.35157211559758,3632.7722529666717,100,6.137543,3632.7722529666717,1882.37,500
2,363.74,1.0,0.01,3.5044917e-18,1.0,1.0,1953329.5548427396,,100.0,3630.2568,0.009999998,3209.4465,1953329.5548427396,0.01,3630.257036036908,500.0,3630.257036036908,100,1.0,3630.257036036908,1390.61,500
2,365.59,1.0,0.005,2.179301e-19,1.0,1.0,1859021.087543795,,200.00000010221265,3648.6245,0.0049999994,3351.0667,1859021.087543795,0.005,3648.6242666345374,500.0,3648.6242666345374,100,1.0,3648.6242666345374,1360.0463,500
2,364.8933333333333,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1866072.101243134,,299.999969473632,3641.6194,0.0033333336,3398.6643,1866072.101243134,0.0033333334,3641.6193818413367,500.0,3641.6193818413367,100,1.0,3641.6193818413367,1363.7639,500
2,365.795,1.0,0.0025,5.434597e-20,1.0,1.0,1852165.5232518346,,400.0,3650.635,0.0024999997,3440.2297,1852165.5232518346,0.0025,3650.635019166516,500.0,3650.635019166516,100,1.0,3650.635019166516,1359.2406,500
1,359.738,4.2355843,0.075571276,2.5904192e-05,1.9347474e-06,1.1632183,1963993.8422974441,8.762589,66.99633379552735,4001.6301,0.0019999999,3614.3206,1963993.8422974441,3.3265424e-09,3589.993250813919,118.0474686422902,3589.993250813919,100,43.952946,3589.993250813919,2792.774,500
2,360.12,1.0,0.01,3.5044917e-18,1.0,1.0,1818790.306953101,,100.0,3593.4646,0.009999998,3172.654,1818790.306953101,0.01,3593.464721022377,500.0,3593.464721022377,100,1.0,3593.464721022377,1341.8652,500
2,365.135,1.0,0.005,2.179301e-19,1.0,1.0,1748788.6939403445,,200.00000010221265,3643.7769,0.0049999994,3346.219,1748788.6939403445,0.005,3643.7770868157477,500.0,3643.7770868157477,100,1.0,3643.7770868157477,1319.1074,500
2,371.50333333333333,1.0,0.0033333334,5.4391416e-20,1.0,1.0,1804454.1560853182,,299.999969473632,3707.7263,0.0033333336,3464.7712,1804454.1560853182,0.0033333334,3707.726356888023,500.0,3707.726356888023,100,1.0,3707.726356888023,1341.0591,500
2,369.9575,1.0,0.0025,5.434597e-20,1.0,1.0,1911922.8020424019,,400.0,3692.3813,0.0024999997,3481.976,1911922.8020424019,0.0025,3692.3817747617354,500.0,3692.3817747617354,100,1.0,3692.3817747617354,1380.9935,500
1,369.036,4.5925856,0.21596095,9.683728e-05,0.0058788788,1.2918533,1896223.6600656959,40.402573,19.87209886319162,4044.8784,0.0019999999,3641.5764,1896223.6600656959,9.101465e-06,3683.064616426696,108.87113436849455,3683.064616426696,100,139.49493,3683.064616426696,4886.2437,500
2,371.12,1.0,0.01,3.5044917e-18,1.0,1.0,1813852.7169822103,,100.0,3703.592,0.009999998,3282.7817,1813852.7169822103,0.01,3703.5923560732517,500.0,3703.5923560732517,100,1.0,3703.5923560732517,1340.0425,500
2,362.205,1.0,0.005,2.179301e-19,1.0,1.0,2030709.7427397037,,200.00000010221265,3614.62,0.0049999994,3317.0623,2030709.7427397037,0.005,3614.6201680944214,500.0,3614.6201680944214,100,1.0,3614.6201680944214,1421.4628,500
2,364.1666666666667,1.0,0.0033333334,5.4391416e-20,1.0,1.0,2021076.237515947,,299.999969473632,3634.4797,0.0033333336,3391.5247,2021076.237515947,0.0033333334,3634.479803480086,500.0,3634.479803480086,100,1.0,3634.479803480086,1419.2742,500
2,365.88,1.0,0.0025,5.434597e-20,1.0,1.0,2032428.1520688175,,400.0,3651.6313,0.0024999997,3441.226,2032428.1520688175,0.0025,3651.6312045374,500.0,3651.6312045374,100,1.0,3651.6312045374,1423.8494,500
1,360.766,3.1035113,0.08221424,2.0979594e-05,0.00028576868,1.0397065,1999354.0578864275,5.6696796,80.20006467896555,3950.5757,0.002,3619.0415,1999354.0578864275,5.497103e-07,3600.1971387132685,161.10783763166364,3600.1971387132685,100,42.739338,3600.1971387132685,2830.4622,500
2,346.97,1.0,0.01,3.5044917e-18,1.0,1.0,1842674.7896281257,,100.0,3461.1904,0.009999998,3040.3806,1842674.7896281257,0.01,3461.1904773856513,500.0,3461.1904773856513,100,1.0,3461.1904773856513,1350.6472,500
