J_sample_variance,InitialReturnStd,Iteration,EpRewMean,MeanIW,TimestepsSoFar,EpLenMean,TimeElapsed,Weights,InitialReturnMax,EpThisIter,InitialBound,MaxIW,Bound,EmpiricalD2,StdIW,InitialReturnMin,InitialReturnMean,ReturnMeanIW,EpisodesSoFar,MinIW
214848.05,12.313331,43,-37.58252788958823,6.2748027,724673,389.82,1584.2049338817596,[-0.778 -0.908  0.065 -0.724 -0.969],17.882936,100,-5.7160535,11476.632,37.36179,inf,178.47958,-30.608398,1.6021728e-06,37.36179,4300,3.163811e-26
246.81935,7.938718,44,-7.114353040169903,0.80931455,774325,496.52,1680.8421185016632,[-0.8   -0.913  0.034 -0.702 -0.967],29.242065,100,-9.387024,39.186344,-7.084508,6765.7686,1.8310018,-23.274342,-6.8664554e-07,-7.084508,4400,3.2743406e-05
3010.614,6.87186,45,-3.196911342775325,0.07263483,823513,491.88,1775.117455482483,[-0.772 -0.937  0.031 -0.717 -0.976],12.07831,100,-9.537814,402.122,-3.1171062,inf,3.0520067,-17.442501,4.6730042e-07,-3.1171062,4500,
10664.583,22.042448,46,-104.2721888261592,0.92078984,837043,135.3,1804.6122107505798,[-0.772 -0.863  0.017 -0.76  -0.994],46.98152,100,30.62258,73.1405,44.144337,1811990.5,2.5484376,-26.22504,-4.005432e-06,44.144337,4600,9.782482e-07
248946.19,22.44934,47,-87.55919187410832,1.0728415,862652,256.09,1856.844703912735,[-0.782 -0.889  0.019 -0.762 -1.014],39.95666,100,2.487596,2275.6987,57.88874,1.644009e+32,25.515045,-37.259544,3.3187866e-06,57.88874,4700,9.062079e-21
6701533.0,10.711561,48,-2.417142352114618,24.479546,910636,479.84,1951.4706361293793,[-0.78  -0.883  0.021 -0.721 -1.014],22.446743,100,-9.649225,86229.78,250.60883,1.27808645e+23,700.7231,-55.571796,1.4877319e-06,250.60883,4800,2.4202859e-20
12269.724,6.63416,49,7.035750111744935,0.1091692,960636,500.0,2049.1540536880493,[-8.284e-01 -9.008e-01  9.808e-04 -7.231e-01 -1.005e+00],17.488575,100,-10.292387,364.04858,-0.5992705,inf,2.5799646,-18.569555,3.0517577e-07,-0.5992705,4900,
78067.484,25.319828,50,-79.416785878882,0.30842328,986182,255.46,2102.549974679947,[-0.818 -0.904 -0.021 -0.766 -1.028],36.028877,100,-4.9410367,859.9335,33.796814,2.8175994e+36,6.8851967,-34.868557,3.6621093e-06,33.796814,5000,1.8521699e-26
535416.56,12.30465,51,6.6310205595916685,17.326958,1034889,487.07,2201.633601665497,[-0.857 -0.922 -0.005 -0.754 -1.032],24.167286,100,-10.10834,21156.158,63.351883,2235672200000000.0,485.2434,-63.30121,-5.340576e-07,63.351883,5100,2.588028e-17
47227.426,8.465328,52,9.370871934684002,0.1438705,1084451,495.62,2299.68874669075,[-8.791e-01 -9.392e-01 -6.504e-04 -7.440e-01 -1.036e+00],17.883434,100,-11.035911,530.7044,11.0596285,inf,4.9758945,-52.258698,-8.583069e-08,11.0596285,5200,
156.01457,7.270887,53,-27.058769388316726,0.7768289,1134451,500.0,2396.237063407898,[-0.908 -0.968  0.008 -0.711 -1.049],19.383575,100,-9.4251,53.143044,-8.462882,690.0076,2.012763,-19.906685,7.343292e-07,-8.462882,5300,1.1515126e-05
386.1494,8.528715,54,-23.87246596609824,0.52048224,1184451,500.0,2494.218527317047,[-0.894 -0.957  0.004 -0.712 -1.055],20.71369,100,-8.1383505,28.534008,-6.9714627,96798110.0,1.5643039,-31.961906,-1.153946e-06,-6.9714627,5400,6.4069566e-10
313178.72,8.638137,55,-28.9718524813859,0.3117435,1234451,500.0,2589.5474944114685,[-0.887 -0.964  0.016 -0.706 -1.063],28.031519,100,-10.1686,1630.4794,49.1599,inf,13.235991,-21.376316,5.626678e-07,49.1599,5500,
31815.217,6.84523,56,-2.3351990468779067,1.9573073,1284010,495.59,2685.259239912033,[-0.85  -0.935  0.049 -0.739 -1.044],22.625963,100,-8.771514,2464.2642,11.551187,599001140000.0,36.81385,-17.957731,1.5258789e-07,11.551187,5600,1.6489574e-11
216.52484,8.420786,57,1.7656602999946553,1.0236315,1332258,482.48,2778.335419654846,[-0.845 -0.937  0.039 -0.758 -1.048],18.19094,100,-9.82531,158.3017,-7.676595,589696.2,3.9059336,-33.369,8.6784365e-07,-7.676595,5700,5.158586e-07
7215.332,11.788518,58,-5.97648520389216,0.16644323,1378189,459.31,2867.133810520172,[-0.813 -0.948  0.045 -0.76  -1.055],19.66381,100,-9.264971,84.56287,1.1998092,inf,2.0589914,-57.25499,2.479553e-07,1.1998092,5800,
87.13922,7.195566,59,-10.24463074652353,1.0164539,1428189,500.0,2966.1331465244293,[-0.809 -0.969  0.032 -0.723 -1.058],23.079393,100,-10.290902,115.42187,-8.881568,152.6125,3.1054626,-17.190424,-4.196167e-07,-8.881568,5900,0.0005421499
82965.65,7.5805345,60,-1.8493528417630687,0.25589982,1478189,500.0,3065.858236312866,[-0.793 -0.966  0.031 -0.729 -1.056],25.114223,100,-11.340372,1728.7616,19.371738,inf,14.439652,-17.47961,-1.4781952e-07,19.371738,6000,
2182.2207,10.537204,61,-62.198222825016835,0.25542092,1515858,376.69,3142.252184152603,[-0.75  -0.971  0.088 -0.726 -1.074],25.04293,100,-0.83401275,155.02934,5.7110515,6.5669816e+17,1.9190754,-23.819557,7.6293944e-08,5.7110515,6100,1.7866678e-16
