Iteration,ReturnMeanIW,TimestepsSoFar,EpRewMean,MeanIW,MaxIW,StdIW,EpisodesSoFar,TimeElapsed,InitialReturnStd,MinIW,Bound,InitialBound,EmpiricalD2,EpThisIter,InitialReturnMean,InitialReturnMin,InitialReturnMax,J_sample_variance,Weights,EpLenMean
28,47.719204,103133,-107.52930143345,0.12277124,171.05579,1.3326688,2800,328.25281143188477,7.5502167,5.1327587e-22,47.719204,33.871986,inf,100,8.5830686e-07,-13.339655,18.021698,23707.092,[-0.878 -1.546 -2.982 -2.081 -1.173],19.13
29,50.859726,104860,-107.61724469247072,0.3168709,160.39363,1.9487332,2900,335.82204151153564,6.448033,2.3816246e-07,50.859726,37.64856,528243.5,100,4.5776366e-07,-14.366049,19.708315,5971.8423,[-0.708 -1.481 -2.953 -1.997 -1.055],17.27
30,65.23022,106752,-108.19689164395355,2.1726637,372.5517,12.187053,3000,343.32115650177,7.1263137,1.1630236e-09,65.23022,34.448242,66672544.0,100,6.9618227e-07,-13.710207,18.756378,138849.9,[-0.707 -1.563 -2.95  -2.001 -1.072],18.92
31,38.10795,108555,-107.50217155972801,0.64747864,12.26917,0.9964713,3100,350.83408308029175,7.8007627,0.0012618576,38.10795,35.412598,21.293118,100,5.722046e-07,-14.77713,20.425274,390.13596,[-0.677 -1.499 -2.836 -1.964 -1.121],18.03
32,109.66354,110343,-107.90246676011789,0.122699924,2438.0447,11.671848,3200,358.61641669273376,6.4550877,3.2730285e-13,109.66354,36.58334,186650080000000.0,100,1.7166137e-06,-12.549469,18.952017,448938.1,[-0.658 -1.451 -2.811 -1.971 -1.144],17.88
33,56.366142,112140,-107.62833595673459,0.5901499,150.10226,1.9208986,3300,367.54784631729126,7.1407347,1.1342616e-12,56.366142,35.91571,2968001000000.0,100,5.722046e-07,-17.855883,18.672611,37452.945,[-0.782 -1.564 -2.909 -1.934 -1.212],17.97
34,79.79678,113978,-108.63356674269555,0.7380021,228.91692,3.853345,3400,376.58728075027466,6.6222854,1.4862606e-11,79.79678,36.05448,306278280000000.0,100,4.1007996e-07,-15.846014,16.350561,52512.656,[-0.853 -1.576 -2.999 -1.88  -1.294],18.38
35,95.038315,115789,-108.04349828147947,0.28010035,1414.2593,8.483875,3500,384.97196984291077,6.357592,1.5247147e-13,95.038315,36.537205,124199190000000.0,100,1.4305115e-06,-13.37365,17.119293,332447.94,[-0.854 -1.555 -3.037 -1.819 -1.271],18.11
36,109.704956,117459,-107.56812566383661,1.5067168,398.47382,11.07389,3600,392.61540961265564,5.79366,5.5893887e-32,109.704956,39.28989,inf,100,1.0490418e-06,-14.516069,17.786224,157156.1,[-0.843 -1.501 -3.08  -1.808 -1.263],16.7
37,52.20552,119135,-108.11618417960834,0.4885797,165.20172,1.6960251,3700,401.37787914276123,6.28498,4.373562e-16,52.20552,39.010174,2.4330434e+23,100,1.1253356e-06,-13.520903,19.149994,19610.479,[-0.792 -1.488 -3.145 -1.692 -1.276],16.76
38,49.181267,120748,-108.18431211952115,0.22743364,166.75293,1.0808206,3800,408.952264547348,4.6845665,1.0390341e-12,49.181267,41.04202,6014743600000000.0,100,1.0108947e-06,-13.085342,9.656136,5468.673,[-0.787 -1.445 -3.156 -1.591 -1.307],16.13
39,40.228645,122491,-108.13171135822309,0.8344452,9.501112,1.2004862,3900,416.53274178504944,6.7327476,0.0045924974,40.228645,37.791325,18.515724,100,7.6293944e-08,-15.131899,17.631634,377.5695,[-0.821 -1.533 -3.181 -1.65  -1.331],17.43
40,39.93091,124184,-107.82642454419269,1.0730593,4.6848874,0.5855205,4000,423.48164319992065,6.061633,0.10567515,39.93091,38.72221,1.5223459,100,3.8146973e-07,-13.539318,17.366062,233.66473,[-0.841 -1.527 -3.175 -1.621 -1.337],16.93
41,114.87302,125881,-108.27180534449364,0.07637023,900.01166,5.1611357,4100,430.71308970451355,5.2030234,8.15939e-25,114.87302,39.153328,inf,100,2.861023e-07,-10.604118,16.161854,375920.28,[-0.837 -1.54  -3.193 -1.61  -1.356],16.97
42,87.762886,127603,-107.72133015687425,1.4302647,644.82495,11.614232,4200,439.0296938419342,5.6928177,1.8993154e-10,87.762886,38.3916,26575385000.0,100,1.9454956e-06,-14.530743,18.123291,190105.25,[-0.729 -1.747 -3.207 -1.674 -1.302],17.22
43,44.948345,129291,-107.67540229230697,1.1398835,128.30101,3.611104,4300,447.63372468948364,6.2525506,0.000109379034,44.948345,38.85148,490.94086,100,2.6893615e-06,-14.981543,19.23513,4946.7627,[-0.712 -1.739 -3.233 -1.723 -1.298],16.88
44,51.566875,131033,-107.92069344169533,0.1495673,199.39963,1.2252338,4400,454.56185603141785,6.4556427,1.3337317e-08,51.566875,37.675888,7013293600.0,100,-8.9645386e-07,-11.871166,18.207766,8293.014,[-0.727 -1.732 -3.237 -1.763 -1.311],17.42
45,42.82683,132767,-107.73641846037091,0.12211285,39.95593,0.4310085,4500,461.23932433128357,5.879322,3.2406592e-07,42.82683,38.037193,3260853.8,100,1.0490418e-06,-15.620951,18.184664,987.71014,[-0.712 -1.721 -3.289 -1.736 -1.336],17.34
46,50.540794,134503,-108.5345789895386,0.3548685,78.255615,0.90349746,4600,468.3345992565155,5.9283957,1.4640397e-10,50.540794,38.064564,7487759400.0,100,1.335144e-07,-11.753962,16.908257,7077.2676,[-0.74  -1.767 -3.28  -1.75  -1.326],17.36
47,51.22026,136158,-108.14943475056256,0.91414213,107.39429,3.812052,4700,475.551961183548,5.4485207,2.9606883e-07,51.22026,39.6711,2902622.8,100,1.4305115e-06,-10.787706,17.52457,9041.553,[-0.688 -1.789 -3.332 -1.728 -1.329],16.55
48,78.443924,137940,-108.07319685999259,0.18074264,1437.7024,6.581369,4800,482.97026801109314,6.3026967,1.05875726e-20,78.443924,37.041454,7.843473e+29,100,8.201599e-07,-15.7771225,17.834482,232031.47,[-0.694 -1.824 -3.313 -1.714 -1.341],17.82
49,118.670166,139635,-108.2092526195822,0.1715419,462.0808,3.7383995,4900,491.23371624946594,5.631879,2.9840426e-26,118.670166,39.106644,inf,100,-1.6403199e-06,-13.7615795,15.550291,199599.84,[-0.481 -1.776 -3.23  -1.815 -1.35 ],16.95
50,74.28022,141360,-108.23984464641092,0.33874363,631.5004,3.0903215,5000,499.2668113708496,5.9343033,3.067716e-08,74.28022,38.47156,229442260.0,100,1.8692017e-06,-14.569769,16.026804,59592.926,[-0.399 -1.676 -3.21  -1.709 -1.282],17.25
51,114.899216,143030,-107.83700988783096,0.62021327,1584.9476,8.907303,5100,508.17250895500183,5.3639946,2.0812187e-12,114.899216,39.58788,4064492500.0,100,-5.912781e-07,-12.135056,16.708862,590347.7,[-0.368 -1.6   -3.161 -1.75  -1.24 ],16.7
52,61.723427,144715,-108.23987793060076,0.5090121,510.77417,5.652762,5200,516.1723735332489,5.4354916,6.016861e-14,61.723427,39.310463,401994200000.0,100,-1.1157989e-06,-12.653385,19.228607,30010.672,[-0.344 -1.6   -3.082 -1.747 -1.245],16.85
53,45.276184,146342,-107.65118611976087,1.0857072,88.00995,4.6127777,5300,523.096709728241,5.725589,0.00020950515,45.276184,40.264046,811.87286,100,-1.6784668e-06,-17.421816,18.49897,2001.1956,[-0.314 -1.517 -3.072 -1.764 -1.277],16.27
54,40.617012,148027,-107.93700901361657,0.9856828,4.9421067,0.90310365,5400,530.8579869270325,5.617806,0.014157825,40.617012,39.039757,7.605083,100,3.8146973e-07,-11.358322,18.402477,611.8122,[-0.323 -1.57  -3.089 -1.752 -1.317],16.85
55,73.24668,149746,-107.92323261707713,0.10147644,615.2323,3.6842966,5500,538.6205537319183,6.4729204,1.8351516e-17,73.24668,38.213177,720552800000000.0,100,1.8501282e-06,-16.71704,17.851696,165134.67,[-0.336 -1.548 -3.065 -1.773 -1.341],17.19
56,44.19197,151454,-107.67146707996342,0.7277764,20.393406,1.3033292,5600,547.3557651042938,6.311389,2.5582494e-08,44.19197,38.35598,155619330.0,100,-2.5939942e-06,-18.192635,17.936367,2593.7249,[-0.415 -1.677 -3.134 -1.773 -1.393],17.08
57,39.861584,153135,-107.47952993832386,1.0227721,6.758137,0.61545587,5700,555.0029304027557,6.5626664,0.09150931,39.861584,38.862125,1.425047,100,2.5749207e-06,-15.974924,17.882412,168.86366,[-0.332 -1.677 -3.114 -1.749 -1.397],16.81
58,48.70123,154837,-107.93751366171722,1.1236819,23.026062,3.195782,5800,562.336357831955,5.888985,3.4093892e-09,48.70123,38.72442,37330350000.0,100,1.4305115e-06,-14.008583,18.55084,2925.8445,[-0.311 -1.695 -3.119 -1.747 -1.414],17.02
59,333.8145,156540,-107.78562203450122,0.22249565,10346.227,46.30837,5900,570.5399029254913,6.8567996,,333.8145,38.360176,inf,100,-1.9073486e-08,-14.319235,18.55803,8925574.0,[-0.345 -1.656 -3.123 -1.676 -1.398],17.03
60,46.493813,158275,-107.54510197320849,0.5016809,91.18016,2.5273066,6000,580.2360279560089,6.5592856,8.201995e-08,46.493813,37.48989,3684209.0,100,1.2588501e-06,-11.579254,18.98372,6967.73,[-0.37  -1.907 -3.015 -1.732 -1.337],17.35
61,694.00793,160165,-107.77450238772003,0.5429261,3891.6228,34.14237,6100,588.5079267024994,7.914773,,694.00793,34.25618,inf,100,2.3269654e-06,-17.076077,18.501453,43680524.0,[-0.383 -1.928 -2.978 -1.728 -1.332],18.9
62,48.550755,161943,-108.2173465242243,0.6064401,274.84653,2.3539672,6200,599.2115032672882,5.8875294,3.5157268e-07,48.550755,37.339508,2805710.5,100,7.2479247e-07,-12.885357,15.855133,22330.914,[-0.313 -1.992 -3.194 -1.571 -1.367],17.78
63,43.735867,163585,-107.47051605394185,0.57789093,28.682974,1.9215465,6300,606.6395075321198,6.5205884,3.3414315e-05,43.735867,39.491096,3023.5337,100,-3.6239624e-07,-13.434662,18.935246,1090.7747,[-0.37  -2.019 -3.237 -1.613 -1.399],16.42
64,56.48659,165347,-107.81187965806525,0.056108702,1066.1277,4.8557987,6400,614.1840493679047,5.7971697,4.0359195e-13,56.48659,37.546516,5.2661604e+21,100,5.912781e-07,-12.785875,17.632208,31512.176,[-0.418 -2.048 -3.238 -1.61  -1.4  ],17.62
65,41.67815,167125,-107.72621487711181,0.56652486,31.097847,1.1841396,6500,622.4626038074493,6.725958,2.5018697e-05,41.67815,36.694256,6484.48,100,-1.2016296e-06,-14.449057,19.002367,1440.556,[-0.446 -2.109 -3.207 -1.638 -1.409],17.78
66,231.06712,168884,-107.68875898162281,0.24634235,8014.189,37.03917,6600,630.1083748340607,7.0229487,3.7618094e-18,231.06712,36.90098,2953252800000000.0,100,2.4604797e-06,-17.164614,19.104662,4320335.0,[-0.445 -2.091 -3.219 -1.658 -1.416],17.59
67,40.26413,170701,-108.03536838462713,1.0795064,50.45616,3.3121746,6700,639.1600313186646,7.421646,0.00082170055,40.26413,35.805073,50.23855,100,-1.9168854e-06,-16.383392,19.19027,3943.015,[-0.453 -2.109 -3.285 -1.704 -1.444],18.17
68,54.715145,172454,-107.62759074990589,0.7387462,176.9235,3.8168347,6800,646.9882504940033,5.8819237,1.1589281e-07,54.715145,37.594387,11558885000.0,100,-9.3460085e-07,-16.201427,18.061367,23919.898,[-0.456 -2.131 -3.323 -1.718 -1.436],17.53
69,465.9424,174177,-108.10869519302118,3.3367705,3370.9363,36.63743,6900,653.8039526939392,5.8776016,7.354099e-16,465.9424,38.336514,1.6301571e+18,100,9.918213e-07,-12.099789,16.994274,19769020.0,[-0.51  -2.113 -3.34  -1.646 -1.423],17.23
70,155.35257,175961,-107.9687792028311,0.09557759,2217.7627,12.999218,7000,663.3646051883698,6.867622,5.9090177e-34,155.35257,36.60211,inf,100,-1.5068055e-06,-14.863659,19.133512,1896212.2,[-0.436 -2.014 -3.202 -1.636 -1.426],17.84
71,45.88105,177707,-108.414353746059,0.25193873,138.74341,1.532477,7100,673.0778248310089,6.4072084,3.2214576e-08,45.88105,37.96476,1940575.5,100,9.3460085e-07,-14.027134,18.524323,7330.5024,[-0.385 -1.954 -3.306 -1.614 -1.367],17.46
72,66.84315,179458,-107.82818205892279,0.053052157,727.71783,3.846437,7200,680.5897281169891,6.2766776,1.2985325e-29,66.84315,37.547817,inf,100,-7.05719e-07,-15.379307,17.909088,50925.89,[-0.425 -1.989 -3.29  -1.613 -1.378],17.51
73,246.11128,181133,-108.07050542590592,0.43988672,1173.4817,10.781035,7300,689.1673419475555,5.8684473,2.2940037e-09,246.11128,39.4181,189267460000000.0,100,-1.2207031e-06,-14.610783,15.199507,2721812.2,[-0.389 -1.858 -3.282 -1.554 -1.411],16.75
74,151.62544,182865,-108.46323608770724,0.07987095,1738.9971,8.579436,7400,699.0229151248932,5.3510113,,151.62544,38.586304,inf,100,4.7683716e-07,-12.792269,15.656909,2097873.0,[-0.469 -1.851 -3.371 -1.53  -1.393],17.32
75,40.75496,184600,-107.8644123756415,0.99279064,21.783165,2.0813334,7500,708.5202119350433,6.0064898,0.0011485142,40.75496,38.032776,67.867455,100,1.2779236e-06,-12.695995,17.479557,1635.282,[-0.516 -1.707 -3.152 -1.554 -1.47 ],17.35
76,38.69484,186361,-108.00367618570837,1.0083818,4.6675687,0.6196053,7600,715.8116734027863,5.3696804,0.04339893,38.69484,37.930977,2.1732845,100,-8.392334e-07,-10.111078,17.092842,110.99984,[-0.515 -1.676 -3.118 -1.576 -1.481],17.61
77,40.472977,188045,-107.80654556422742,1.3215444,14.301666,1.7609745,7700,723.6107337474823,6.1588664,0.02124236,40.472977,38.916294,4.9055247,100,1.9073487e-07,-14.290075,17.39601,451.30728,[-0.522 -1.677 -3.117 -1.592 -1.475],16.84
78,53.75361,189756,-108.20739030394964,1.2692863,101.492035,7.828747,7800,731.5640106201172,6.1984296,0.00010468211,53.75361,38.543205,27864.695,100,-7.05719e-07,-15.1933975,19.152502,16401.21,[-0.525 -1.691 -3.113 -1.606 -1.478],17.11
79,40.28418,191523,-107.71338507619161,0.92729264,8.397039,0.95934653,7900,739.1558916568756,7.216886,0.00714498,40.28418,36.76216,7.262922,100,3.4332277e-07,-14.344364,17.096497,1279.5436,[-0.505 -1.679 -3.059 -1.623 -1.477],17.67
80,99.66344,193232,-108.4616984878325,1.3427247,594.5345,6.1612325,8000,745.0302047729492,5.2326045,6.511241e-10,99.66344,38.9251,3.3563946e+17,100,-2.4032593e-06,-14.451921,18.411184,364805.78,[-0.517 -1.719 -3.091 -1.619 -1.479],17.09
81,46.558945,194961,-108.58762627350754,0.4637802,50.911995,1.4947948,8100,753.5015811920166,5.9616284,3.5078693e-11,46.558945,38.27466,5.8719337e+16,100,6.9618227e-07,-14.774683,17.647655,6916.7905,[-0.482 -1.809 -3.12  -1.701 -1.445],17.29
82,42.820396,196719,-107.59787619305334,0.40037906,54.17103,0.6795645,8200,760.4294369220734,7.101472,0.0002705828,42.820396,36.875668,5194.8506,100,-5.245209e-07,-14.620998,19.15926,930.29095,[-0.457 -1.835 -3.081 -1.763 -1.431],17.58
83,48.531242,198451,-107.94348874162034,0.16673721,142.98462,1.1525613,8300,767.142781496048,6.1743717,6.845257e-10,48.531242,37.982693,86241730.0,100,-3.6239624e-07,-14.340929,17.38155,9731.091,[-0.415 -1.818 -3.076 -1.787 -1.399],17.32
84,43.740425,200242,-107.88441568590233,0.62799364,154.33115,1.8525623,8400,774.4354679584503,6.5139384,3.065714e-07,43.740425,36.802525,16031355.0,100,8.5830686e-07,-14.516901,19.046017,5415.657,[-0.345 -1.825 -3.113 -1.809 -1.409],17.91
85,41.881775,202034,-107.17532958650445,0.30458647,26.664486,0.8839108,8500,782.0278158187866,7.1373777,6.5619847e-06,41.881775,36.19278,3421.2478,100,1.8787384e-06,-18.41444,18.358622,921.247,[-0.34  -1.797 -3.091 -1.859 -1.422],17.92
86,67.08381,203913,-107.4312837527649,0.07712562,526.1046,4.6881523,8600,790.0202844142914,7.307715,,67.08381,34.722847,inf,100,1.0681152e-06,-11.397526,17.923521,111676.86,[-0.361 -1.824 -3.082 -1.855 -1.437],18.79
87,47.385925,205704,-108.21858979850245,1.4501969,56.36815,4.4048033,8700,798.547830581665,6.235158,0.00015146796,47.385925,36.86268,564.1271,100,-9.536743e-08,-12.70063,19.051754,13882.189,[-0.369 -1.931 -3.057 -1.793 -1.493],17.91
88,41.409195,207524,-108.03729685203342,0.85858935,79.40568,2.2250173,8800,805.8667812347412,7.4215,0.0001414145,41.409195,35.651077,8837.537,100,2.4795531e-06,-14.278627,18.547718,2862.4536,[-0.341 -1.902 -3.003 -1.802 -1.503],18.2
89,101.69257,209277,-107.97628875708007,4.3899035,956.76227,37.502747,8900,813.3166213035583,6.891188,4.917747e-06,101.69257,37.076645,108377.1,100,-1.2779236e-06,-13.452246,19.086227,416196.8,[-0.345 -1.918 -3.011 -1.766 -1.5  ],17.53
90,59.180576,211017,-107.72240480426963,0.93362594,281.6744,4.6032424,9000,821.5102634429932,6.121974,7.1600443e-06,59.180576,37.77995,212529.45,100,4.005432e-07,-19.112885,19.12787,23298.969,[-0.329 -1.905 -3.014 -1.731 -1.509],17.4
91,41.182724,212734,-107.40801044261512,0.32290223,31.0647,1.0091264,9100,828.7781908512115,7.085699,4.975597e-08,41.182724,37.49366,850271.25,100,1.0490418e-06,-14.971853,19.037252,1188.5787,[-0.312 -1.887 -3.012 -1.763 -1.504],17.17
92,39.09049,214569,-107.69677555788402,1.0207081,29.555393,1.5249201,9200,836.4476399421692,6.8949275,0.0001629833,39.09049,35.62991,8426.558,100,3.8433077e-06,-16.058666,17.252914,1622.6368,[-0.399 -1.879 -3.006 -1.736 -1.533],18.35
93,46.42723,216312,-108.08438740400169,1.1251086,85.41177,5.565702,9300,843.1125202178955,6.263125,5.642089e-07,46.42723,37.633648,577323.1,100,-3.0517577e-07,-13.98387,18.031101,10645.897,[-0.404 -1.863 -2.98  -1.762 -1.526],17.43
94,97.54829,218104,-107.9007844770774,0.70451736,616.4216,4.7832828,9400,850.4307563304901,6.311061,4.737534e-12,97.54829,36.721504,509701820000000.0,100,-1.8882752e-06,-14.687639,17.607157,462206.03,[-0.412 -1.861 -3.003 -1.793 -1.526],17.92
95,43.54889,219884,-107.74736340456332,0.26604745,45.711212,1.0973974,9500,858.669739484787,6.501559,2.5200841e-10,43.54889,36.707363,1.3742393e+16,100,-4.1007996e-07,-14.645655,19.486162,2532.462,[-0.33  -1.864 -2.937 -1.838 -1.538],17.8
96,41.400764,221648,-107.72385188334218,0.93465734,74.04208,4.523589,9600,865.9859232902527,6.0400887,1.7966698e-09,41.400764,37.235676,3.795089e+16,100,-1.2397766e-06,-12.54528,18.584358,5413.571,[-0.326 -1.827 -2.961 -1.799 -1.51 ],17.64
97,44.069073,223391,-107.53971257608573,0.05309439,77.726974,0.58154047,9700,873.1924350261688,5.673757,3.8825863e-17,44.069073,37.769157,1.8975458e+34,100,5.626678e-07,-11.759958,18.796469,3319.8267,[-0.322 -1.803 -2.933 -1.856 -1.512],17.43
98,45.577778,225201,-107.94289149578634,0.21424773,217.9463,1.9112283,9800,881.304000377655,5.7913933,3.9548906e-10,45.577778,36.620193,7.850607e+17,100,2.155304e-06,-13.484322,19.273888,6378.1426,[-0.424 -1.81  -2.908 -1.884 -1.51 ],18.1
99,429.17932,227015,-107.9371783558836,4.925834,3360.5908,52.291626,9900,889.1622643470764,6.5708456,,429.17932,36.139656,inf,100,1.0871887e-06,-15.908928,18.23526,13667047.0,[-0.387 -1.773 -2.932 -1.864 -1.49 ],18.14
100,42.792957,228844,-108.07021757232171,0.36936072,22.09711,0.8512022,10000,899.2597169876099,6.5581207,8.864034e-06,42.792957,36.001286,108089.78,100,-4.196167e-07,-14.516745,17.491661,721.6496,[-0.374 -1.788 -2.995 -1.738 -1.511],18.29
101,106.86417,230526,-107.54870400017514,0.5072362,639.6928,8.31822,10100,907.0419852733612,6.6185017,2.843368e-10,106.86417,38.61552,1769038600.0,100,5.340576e-07,-14.416388,20.754698,516970.66,[-0.351 -1.764 -3.006 -1.724 -1.525],16.82
102,91.23296,232205,-107.81835896933022,5.639689,613.6297,34.99251,10200,915.6810808181763,4.859605,4.582864e-14,91.23296,39.56959,4.7406906e+20,100,-9.918213e-07,-11.464359,17.444357,107363.89,[-0.377 -1.781 -2.975 -1.716 -1.51 ],16.79
