Iteration,TimeElapsed,InitialBound,InitialReturnMax,EpRewMean,Bound,TimestepsSoFar,MeanIW,EmpiricalD2,InitialReturnMean,StdIW,EpThisIter,InitialReturnMin,EpLenMean,EpisodesSoFar,InitialReturnStd,MinIW,MaxIW,ReturnMeanIW,J_sample_variance,Weights
101,1607.6032781600952,152.4801,5.5510273,-113.85532451599211,2166.5896,440566,13.524717,9247526.0,-1.335144e-07,136.30743,100,-14.450846,33.74,10100,4.499205,2.7433918e-08,1418.0394,2166.5896,456645000.0,[-0.192 -1.392 -1.009 -0.509 -1.337]
102,1622.0805251598358,171.34517,6.850258,-112.19938853802776,336.89725,443745,1.9342012,16098.465,3.8146972e-08,14.045981,100,-15.829041,31.79,10200,5.18834,4.153043e-06,244.30814,336.89725,6103280.5,[-0.146 -1.324 -0.99  -0.489 -1.381]
103,1635.431444644928,192.35857,6.8900385,-112.62082034569472,237.01102,446796,1.2119467,14.271453,-7.05719e-07,2.8534636,100,-16.082783,30.51,10300,5.418269,0.0017333383,69.853516,237.01102,321287.25,[-0.157 -1.302 -0.986 -0.446 -1.367]
104,1648.0135946273804,171.25017,6.288274,-113.21086974947585,1429.1847,449947,8.055332,842827.44,8.106232e-07,77.96089,100,-13.812292,31.51,10400,3.8888676,3.051219e-08,1403.0045,1429.1847,183950110.0,[-0.153 -1.305 -0.974 -0.429 -1.39 ]
105,1662.0859062671661,174.52141,5.9737034,-113.8191690104601,362.25775,453096,2.0002637,281.45325,7.9154967e-07,11.821147,100,-16.081913,31.49,10500,5.0018654,6.620673e-05,124.33155,362.25775,4617944.0,[-0.136 -1.31  -1.    -0.467 -1.416]
106,1675.3562216758728,212.08847,7.6110682,-112.34844454541698,536.07043,456092,2.455385,44137070.0,1.0204316e-06,19.227768,100,-19.969345,29.96,10600,6.4218464,8.352347e-09,239.92747,536.07043,17799836.0,[-0.145 -1.313 -1.03  -0.479 -1.463]
107,1687.9075169563293,239.1049,8.213083,-111.6476432288297,13483.821,458895,53.892727,2850128000000.0,8.249283e-07,553.65076,100,-16.639338,28.03,10700,6.149146,6.471099e-11,5760.745,13483.821,18163110000.0,[-0.11  -1.312 -1.049 -0.457 -1.482]
108,1704.0018639564514,223.35953,7.9574404,-111.8099850602285,236.0384,461765,1.0547634,1.1821241,6.9618227e-07,0.41316557,100,-17.033863,28.7,10800,5.7109094,0.32978404,4.057547,236.0384,9084.326,[-0.119 -1.398 -1.056 -0.469 -1.51 ]
109,1715.7383434772491,203.43451,7.0537586,-111.71689885489472,281.50153,464739,1.3741254,266.60562,3.6239624e-07,5.806432,100,-17.543491,29.74,10900,5.191498,0.00040276215,83.565,281.50153,1436167.6,[-0.129 -1.396 -1.061 -0.464 -1.511]
110,1728.9880857467651,185.4442,6.2527056,-113.60672357664193,801.09796,467862,4.275917,9100.943,-3.4332277e-07,21.76114,100,-18.607628,31.23,11000,5.1607633,9.621372e-07,246.30318,801.09796,16322754.0,[-0.126 -1.395 -1.06  -0.491 -1.515]
111,1742.1475610733032,162.45909,5.8792925,-114.41768569348588,518.3834,471106,3.1652706,59167.195,3.528595e-07,14.255838,100,-17.522865,32.44,11100,4.7321525,5.9407523e-07,125.08188,518.3834,5218266.5,[-0.123 -1.414 -1.048 -0.477 -1.517]
112,1755.339626789093,185.3864,6.843557,-112.67401423774841,236.70628,474210,1.2622069,6.434372,-5.531311e-07,2.2706733,100,-13.723634,31.04,11200,5.202468,0.0073296553,19.336342,236.70628,188698.2,[-0.145 -1.415 -1.027 -0.488 -1.514]
113,1769.0950455665588,155.56308,6.113467,-113.67813895879415,313.22958,477508,1.9544903,85172504.0,-3.7670137e-07,16.96023,100,-14.162775,32.98,11300,3.9999347,7.8085655e-08,391.22083,313.22958,7222040.0,[-0.145 -1.399 -1.016 -0.468 -1.532]
114,1782.4707670211792,179.61621,6.970459,-113.13402579265305,230.60945,480653,1.2576346,37.08238,-6.580353e-07,2.859097,100,-17.864847,31.45,11400,5.333215,0.0018619963,28.255054,230.60945,281576.62,[-0.159 -1.367 -1.03  -0.484 -1.522]
115,1794.6877365112305,177.94138,5.5879574,-112.57630229492524,253.87717,483761,1.4066323,26.693066,3.8146972e-08,3.264026,100,-14.265161,31.08,11500,4.8687434,0.0008838988,24.228123,253.87717,350033.22,[-0.158 -1.388 -1.026 -0.482 -1.511]
116,1808.184406042099,162.5258,4.9310083,-114.09799597258834,738.6392,487005,4.378746,7330934.5,5.245209e-07,40.336136,100,-12.176031,32.44,11600,4.309903,3.9561792e-07,459.9882,738.6392,44788700.0,[-0.133 -1.375 -1.007 -0.498 -1.513]
117,1822.3131968975067,153.40442,5.409293,-113.96709071974861,181.2671,490297,1.177989,29.87373,-8.6784365e-07,3.1255453,100,-17.831076,32.92,11700,4.251506,0.0048303693,40.16912,181.2671,246742.1,[-0.13  -1.399 -0.991 -0.481 -1.504]
118,1833.8666822910309,159.4168,4.7318926,-113.7395023450803,2270.8928,493557,13.571935,1.0725015e+16,6.198883e-08,131.4107,100,-15.210099,32.6,11800,4.3626075,1.5477371e-12,1552.6409,2270.8928,470744000.0,[-0.144 -1.392 -1.    -0.46  -1.494]
119,1848.4842975139618,193.57333,6.170087,-112.34904104102723,728.1321,496538,3.6262493,10304.74,6.580353e-07,29.188513,100,-16.151659,29.81,11900,4.963216,2.0634492e-05,520.06903,728.1321,34138612.0,[-0.079 -1.373 -0.975 -0.419 -1.503]
120,1862.2970628738403,163.44038,5.106186,-114.13985946934376,373.60553,499714,2.2017071,5240.0405,-1.001358e-06,13.678175,100,-12.436332,31.76,12000,3.689114,1.6593812e-06,124.04334,373.60553,5248672.5,[-0.072 -1.39  -0.986 -0.391 -1.506]
121,1875.5184247493744,198.03255,5.8780737,-114.91083347396625,1295.687,502683,6.2798457,14391596.0,7.1525574e-07,58.335087,100,-13.593642,29.69,12100,4.7567687,2.7224099e-09,599.7357,1295.687,143371120.0,[-0.035 -1.387 -0.996 -0.408 -1.501]
122,1889.0130321979523,167.65501,4.749739,-114.22948546393788,10180.611,505816,61.2284,21683974.0,-1.0299683e-06,617.00726,100,-12.386905,31.33,12200,3.5608187,5.136497e-08,9295.407,10180.611,10303116000.0,[-0.013 -1.413 -0.966 -0.403 -1.516]
123,1904.0083448886871,156.98462,4.457311,-115.67160924238736,2575.4583,509036,15.8180275,23980980000.0,-6.67572e-07,160.4853,100,-9.837256,32.2,12300,2.669395,4.428254e-10,1662.9152,2575.4583,653925100.0,[-0.032 -1.435 -0.958 -0.377 -1.519]
124,1918.6451210975647,181.08957,5.028676,-113.93465072299372,1455.4781,512090,7.685415,1134667.8,7.724762e-07,68.60369,100,-16.944378,30.54,12400,4.524822,2.5049049e-08,860.456,1455.4781,163456270.0,[-0.019 -1.45  -1.    -0.412 -1.529]
125,1934.0329823493958,160.84503,4.622936,-115.48743363115587,1534.687,515320,9.057005,45712.754,9.536743e-08,76.00637,100,-13.387169,32.3,12500,3.604626,2.1162568e-06,792.0749,1534.687,158376480.0,[-0.024 -1.443 -0.977 -0.443 -1.55 ]
126,1949.2185900211334,174.16081,4.893996,-114.413998506639,211.10934,518417,1.2035514,6.359209,8.487701e-07,1.8735166,100,-14.796099,30.97,12600,4.084197,0.022567898,12.5293255,211.10934,111665.875,[ 0.007 -1.477 -1.014 -0.446 -1.543]
127,1962.029538154602,181.02773,5.0791044,-114.63471881595065,15748.572,521479,83.96088,223484880.0,3.6239624e-07,860.7183,100,-16.653343,30.62,12700,4.274785,4.7743278e-08,29999.332,15748.572,24653690000.0,[ 0.009 -1.473 -0.996 -0.444 -1.553]
128,1978.6202702522278,192.27588,6.2885427,-113.39477299605325,451.11606,524495,2.2779484,546.2343,-4.6730042e-07,15.580635,100,-11.249249,30.16,12800,4.3312464,3.6524216e-05,176.5057,451.11606,9575458.0,[ 0.017 -1.437 -0.973 -0.48  -1.547]
129,1992.5012338161469,172.7518,4.863967,-115.01005920739213,245.97562,527665,1.4183654,21998.252,1.2397766e-07,6.3180404,100,-17.139952,31.7,12900,4.136673,9.77051e-07,79.44746,245.97562,1245032.1,[-0.008 -1.426 -0.995 -0.458 -1.559]
130,2005.8948104381561,169.22623,5.093603,-114.38933155149954,683.0285,530822,3.896408,43235.355,4.1007996e-07,33.60187,100,-17.471336,31.57,13000,4.1130805,3.7256902e-06,348.14307,683.0285,34789132.0,[-0.012 -1.422 -0.977 -0.484 -1.562]
131,2020.4170486927032,146.9908,4.5045986,-115.29388048586216,335.46942,534154,2.20681,467274.25,-1.7642975e-06,14.277477,100,-17.57169,33.32,13100,3.365563,1.5220644e-06,142.1873,335.46942,4583967.5,[-0.022 -1.412 -0.945 -0.465 -1.56 ]
132,2034.1540930271149,167.2323,5.1238813,-114.02995449297141,168.87563,537342,1.0099581,1.0359584,-7.152558e-08,0.17689979,100,-14.489051,31.88,13200,4.0456667,0.5417729,1.5691642,168.87563,916.41504,[-0.037 -1.385 -0.951 -0.486 -1.546]
133,2046.7470118999481,169.04837,5.2865458,-114.42304596527748,204.756,540512,1.1998111,15.415962,-7.2479247e-07,4.365516,100,-19.227123,31.7,13300,4.586348,0.0018908044,44.37873,204.756,567089.2,[-0.042 -1.386 -0.954 -0.486 -1.543]
134,2059.4318997859955,159.34566,5.298311,-113.27755310108589,168.95007,543755,1.0585604,2.034536,-3.528595e-07,1.0485123,100,-15.656796,32.43,13400,4.024625,0.060904957,7.4299273,168.95007,29026.69,[-0.072 -1.391 -0.955 -0.48  -1.542]
135,2071.3023540973663,178.41449,6.433217,-112.24770050856866,353.42688,546840,1.9328047,592.04877,5.531311e-07,8.282556,100,-13.716853,30.85,13500,4.5702024,3.540501e-05,277.31104,353.42688,2250687.8,[-0.064 -1.386 -0.951 -0.488 -1.552]
136,2084.808179140091,166.16368,5.0994525,-112.72927715519043,169.8856,550019,1.0222778,1.171622,-4.386902e-07,0.38547996,100,-16.45552,31.79,13600,4.3272734,0.23239246,2.6777449,169.8856,4270.916,[-0.045 -1.396 -0.948 -0.517 -1.549]
137,2096.3463966846466,152.88892,5.1226554,-113.95897508418173,895.65326,553326,5.558884,1357.927,6.818771e-07,51.243248,100,-17.167585,33.07,13700,4.278097,1.242367e-05,610.24286,895.65326,66075590.0,[-0.04  -1.399 -0.943 -0.519 -1.558]
138,2108.207491159439,180.34886,6.359335,-113.69192707149557,902.9328,556425,4.834112,261041.02,1.1444092e-06,29.070461,100,-16.919647,30.99,13800,4.7191033,1.1658926e-06,467.14127,902.9328,28884120.0,[-0.042 -1.374 -0.95  -0.494 -1.564]
139,2123.387629508972,162.33473,4.490431,-114.13678743853116,2873.4207,559640,16.822197,8166130.5,-1.7118454e-06,167.63774,100,-17.070671,32.15,13900,3.8103328,6.7389706e-08,1958.189,2873.4207,788684300.0,[-0.022 -1.371 -0.929 -0.462 -1.57 ]
140,2138.640789747238,189.33272,6.1498556,-113.28788187253318,395.02863,562683,2.0492013,1588.1344,-6.389618e-07,13.927757,100,-18.66992,30.43,14000,4.696758,2.700176e-05,240.60226,395.02863,7227975.0,[-0.078 -1.344 -0.963 -0.46  -1.587]
141,2152.085057258606,172.58209,5.551236,-112.7830857296589,764.1785,565832,4.379514,899042.75,6.198883e-07,24.154655,100,-19.290352,31.49,14100,4.9933863,2.4790924e-07,805.6815,764.1785,17349358.0,[-0.057 -1.315 -0.931 -0.477 -1.592]
142,2164.3246796131134,210.01793,6.8570237,-111.97790148861694,434.46643,568752,2.0091062,1831.6774,-9.727478e-07,13.838385,100,-14.830554,29.2,14200,5.269963,0.00029856077,180.32922,434.46643,8989529.0,[-0.021 -1.317 -0.951 -0.48  -1.596]
143,2176.8299055099487,190.63422,6.253483,-111.62808814591233,281.21555,571798,1.459974,466.06097,-1.0299683e-06,6.0823064,100,-16.31498,30.46,14300,5.1200867,0.00010833613,150.1737,281.21555,1353600.8,[-0.037 -1.331 -0.954 -0.503 -1.587]
144,2189.269894361496,200.80568,7.0395026,-111.04384081060287,320.67172,574808,1.5719284,259.07336,-3.1471254e-07,7.43525,100,-18.267223,30.1,14400,5.9206266,0.0005486879,77.29174,320.67172,2363756.2,[-0.032 -1.325 -0.969 -0.514 -1.597]
145,2202.670058488846,212.36377,7.7720547,-110.81636696468115,4373.4497,577714,20.219147,7.501025e+17,6.008148e-07,196.6403,100,-13.0453,29.06,14500,5.7579336,2.5799872e-15,2012.5305,4373.4497,1773616100.0,[-0.079 -1.342 -1.003 -0.518 -1.628]
146,2217.6694717407227,218.29222,7.1416745,-111.94058401861994,480.97156,580591,2.1511583,512.3614,1.1062622e-06,8.941155,100,-15.290502,28.77,14600,5.637762,1.1447983e-05,112.70829,480.97156,3974661.2,[-0.058 -1.345 -1.011 -0.468 -1.636]
147,2231.342935562134,196.83737,6.338234,-112.55284521795863,313.1645,583553,1.583723,589.42346,6.818771e-07,5.690859,100,-18.659264,29.62,14700,5.010635,1.6703198e-05,46.82472,313.1645,1286064.2,[-0.01  -1.341 -0.997 -0.465 -1.637]
148,2244.1597096920013,219.35793,7.285471,-111.8768433408229,1787.3716,586387,8.570557,163469380000.0,6.67572e-08,85.7182,100,-17.83474,28.34,14800,5.6098623,1.343206e-11,873.7445,1787.3716,315209820.0,[-0.011 -1.329 -0.996 -0.437 -1.646]
149,2258.216959476471,252.40364,7.746057,-111.21930135656899,642.7723,589021,2.5879772,738228.5,-4.386902e-07,23.788935,100,-16.40699,26.34,14900,5.1103616,3.857608e-09,390.13605,642.7723,34591520.0,[ 0.007 -1.323 -1.033 -0.432 -1.653]
150,2270.48304438591,259.33932,7.788727,-111.93019156512369,590.06635,591709,2.2175944,345.34433,1.2111664e-06,9.949803,100,-18.72305,26.88,15000,5.9282513,0.00049314776,193.06561,590.06635,6940312.5,[-0.009 -1.37  -1.039 -0.44  -1.651]
151,2284.1028110980988,213.58678,6.0730863,-112.81841035263125,315.93784,594579,1.4531007,217.42424,-4.1007996e-07,5.7014117,100,-11.408283,28.7,15100,4.5721893,0.000467006,43.261288,315.93784,1554140.6,[-0.039 -1.381 -1.035 -0.438 -1.664]
152,2296.2999033927917,215.79982,7.044252,-111.80705749051116,643.225,597437,3.0335953,1.5850296e+18,-7.9154967e-07,19.703417,100,-12.029028,28.58,15200,5.212791,1.046036e-11,152.17064,643.225,17366596.0,[-0.07  -1.38  -1.028 -0.438 -1.662]
153,2310.1823241710663,191.75,5.4527135,-114.19796124417059,1225.7488,600414,6.1504188,102116.17,1.5258789e-07,61.649067,100,-14.742721,29.77,15300,4.2902102,3.331569e-06,640.2876,1225.7488,144261620.0,[-0.044 -1.394 -1.041 -0.394 -1.658]
154,2325.8052394390106,177.92386,4.627691,-113.89218062179519,559.32477,603491,3.1566923,1293.5582,6.7710874e-07,23.821552,100,-11.6209345,30.77,15400,3.7849526,3.4804787e-05,243.72437,559.32477,17455310.0,[-0.079 -1.386 -1.021 -0.374 -1.66 ]
155,2339.30646276474,180.03069,5.4300737,-114.74926309615329,771.90216,606553,4.164596,1031367.44,6.2465665e-07,33.33802,100,-13.959352,30.62,15500,3.835225,3.892555e-08,1383.4308,771.90216,36901104.0,[-0.091 -1.398 -1.015 -0.361 -1.67 ]
156,2353.763431787491,172.30333,4.3113623,-114.75654005920681,3758.3372,609693,21.07366,17899778.0,-6.9618227e-07,210.62636,100,-12.8155365,31.4,15600,3.6708884,1.3269423e-07,5058.102,3758.3372,1386019100.0,[-0.092 -1.448 -1.015 -0.368 -1.661]
157,2368.8337190151215,187.81505,5.2013197,-114.0499428260334,480.8506,612717,2.4838066,6088.4873,-8.6784365e-07,17.627369,100,-11.158192,30.24,15700,3.923642,7.629602e-06,236.33765,480.8506,11755664.0,[-0.079 -1.431 -1.018 -0.398 -1.662]
158,2382.250590801239,166.77824,4.2757945,-115.01159957573738,204.48341,615882,1.2177459,17.09029,6.1035155e-07,2.299912,100,-12.490369,31.65,15800,3.7521827,0.005611107,28.429893,204.48341,154728.16,[-0.079 -1.422 -1.039 -0.386 -1.661]
159,2394.138548851013,170.32361,4.181733,-114.76655139057532,1085.9,619025,6.328145,1502624.0,-4.7683717e-08,59.20952,100,-13.79247,31.43,15900,4.032094,2.5413713e-06,775.3031,1085.9,100827816.0,[-0.07  -1.429 -1.026 -0.382 -1.653]
160,2407.638287305832,213.30363,6.0230536,-113.591020875834,524.84625,621889,2.4256103,452184.1,1.001358e-06,17.671785,100,-13.675543,28.64,16000,4.38292,2.666203e-08,181.72882,524.84625,14429316.0,[-0.075 -1.419 -1.056 -0.377 -1.651]
161,2421.409884929657,218.5047,5.4664497,-113.8366080423349,335.19492,624697,1.5280397,124.37628,-3.8146973e-07,5.4467564,100,-11.368409,28.08,16100,3.8995144,0.00040795052,69.841286,335.19492,1419827.5,[-0.024 -1.44  -1.045 -0.364 -1.662]
162,2433.5208756923676,197.86803,5.127823,-115.2262553140307,480.7439,627643,2.3651993,34477.78,-8.106232e-07,19.158998,100,-13.68945,29.46,16200,4.170286,7.60202e-07,404.94885,480.7439,14888392.0,[-0.017 -1.43  -1.021 -0.35  -1.667]
163,2446.5746874809265,186.68687,4.6043983,-115.66357619672544,834.05286,630632,4.3288527,848169.06,-8.2969666e-07,35.963158,100,-10.095441,29.89,16300,3.1801257,1.5905025e-08,399.8574,834.05286,47308430.0,[-0.03  -1.47  -1.034 -0.332 -1.678]
164,2459.4015669822693,195.64009,4.38119,-114.79092853306607,245.07658,633578,1.241064,6.4275336,9.250641e-07,2.4780722,100,-14.326274,29.46,16400,3.5605147,0.015812032,69.210106,245.07658,239738.75,[-0.023 -1.448 -1.052 -0.329 -1.679]
165,2472.377269268036,203.59377,5.735868,-115.14271197543545,393.66827,636503,1.9177997,1438.2614,7.05719e-07,6.6760087,100,-13.410231,29.25,16500,4.279082,1.9467585e-05,96.54841,393.66827,1835506.4,[-0.044 -1.465 -1.063 -0.323 -1.674]
166,2485.9824681282043,191.80566,5.171342,-115.28443056429445,205.19057,639527,1.0660295,2.9760702,2.002716e-07,1.2357028,100,-16.56735,30.24,16600,4.4693933,0.022896461,8.861512,205.19057,58831.05,[-0.053 -1.449 -1.058 -0.345 -1.672]
167,2497.204779624939,191.31198,5.0837693,-114.81667814089523,273.17877,642525,1.4101149,128.73807,-1.04904174e-07,5.1837583,100,-14.128083,29.98,16700,3.9918854,0.0006259836,47.96305,273.17877,1043209.3,[-0.061 -1.454 -1.065 -0.334 -1.679]
168,2509.730700492859,191.93254,5.58363,-114.42485652732725,243.94588,645507,1.2787046,28.438662,3.8146972e-08,3.191446,100,-16.187458,29.82,16800,4.4143033,0.00018635497,29.043839,243.94588,373782.72,[-0.047 -1.455 -1.044 -0.349 -1.687]
169,2521.8038578033447,195.96068,5.0637074,-114.11450310476766,437.94574,648425,2.2623174,44733530.0,2.2888183e-07,15.943911,100,-9.128773,29.18,16900,3.5174909,2.4936264e-06,220.4869,437.94574,9653289.0,[-0.056 -1.454 -1.053 -0.364 -1.687]
170,2534.314920425415,222.16122,6.15211,-113.28445815289115,262.204,651211,1.1754471,5.1901135,7.724762e-07,2.509839,100,-13.358839,27.86,17000,4.517372,0.024542112,21.055906,262.204,321217.72,[ 0.007 -1.422 -1.007 -0.349 -1.691]
171,2546.593745470047,222.58275,5.9013367,-113.67712431258872,328.6871,653992,1.4536328,69.36562,-4.4822693e-07,3.8894422,100,-13.322434,27.81,17100,4.0507827,3.9987426e-05,28.416151,328.6871,768476.2,[ 0.016 -1.434 -1.022 -0.36  -1.689]
172,2558.0215339660645,241.69289,6.2357883,-113.50487667516353,352.3768,656698,1.4496212,33.107094,-1.5258789e-07,4.0327506,100,-13.49513,27.06,17200,4.432752,0.00028094195,52.303917,352.3768,964910.8,[ 0.033 -1.425 -1.024 -0.371 -1.692]
173,2570.608242034912,208.79007,5.320811,-113.90727258603005,223.22318,659571,1.06685,1.4037362,-7.2479247e-07,0.55452275,100,-13.232242,28.73,17300,4.07781,0.10023815,3.9497771,223.22318,13936.372,[ 0.058 -1.386 -0.996 -0.376 -1.686]
174,2581.0103919506073,235.83896,5.823894,-113.71615473309119,353.81955,662304,1.4977496,92.9324,7.5340273e-07,4.12029,100,-16.956442,27.33,17400,4.884588,0.00059008214,63.26385,353.81955,951152.8,[ 0.066 -1.387 -0.993 -0.383 -1.689]
175,2593.153758764267,204.36734,5.5984435,-114.170143659768,251.52179,665199,1.2250777,22.381208,3.1471254e-07,3.0163312,100,-13.387757,28.95,17500,4.4079432,0.0049293335,74.97955,251.52179,394252.53,[ 0.066 -1.386 -1.002 -0.401 -1.69 ]
176,2604.6784591674805,212.43987,5.5795965,-112.696297643628,794.0757,668033,3.6751182,2672.5015,5.0544736e-07,25.775581,100,-11.699242,28.34,17600,3.953567,1.7142554e-05,901.32025,794.0757,30489290.0,[ 0.07  -1.387 -1.001 -0.419 -1.691]
177,2618.019651412964,233.5964,6.402835,-112.53946046470753,1642.5739,670770,6.9041004,25122.348,1.0108947e-06,63.852448,100,-14.466564,27.37,17700,5.241474,4.758185e-05,1073.326,1642.5739,231056300.0,[ 0.068 -1.399 -1.029 -0.404 -1.695]
178,2630.2406990528107,260.64917,6.6743636,-111.83461034589891,347.14105,673403,1.3423007,57.1614,1.14440915e-07,4.109885,100,-11.991195,26.33,17800,4.9951863,0.0014346272,63.09779,347.14105,1112488.8,[ 0.06  -1.454 -1.08  -0.402 -1.696]
179,2641.350256919861,268.00198,6.5105295,-112.83481307417948,678.5921,676030,2.4675884,48428.984,1.707077e-06,15.871523,100,-18.662127,26.27,17900,5.803391,1.3624331e-05,260.9827,678.5921,19139854.0,[ 0.063 -1.438 -1.086 -0.405 -1.694]
180,2654.065118789673,227.74411,6.353276,-112.65127094117777,250.82703,678809,1.0948228,3.3217273,-6.7710874e-07,1.3195736,100,-20.023937,27.79,18000,4.7838054,0.040275216,8.931175,250.82703,93595.68,[ 0.049 -1.451 -1.072 -0.419 -1.687]
181,2665.741003513336,224.9723,6.036082,-113.6644522798983,986.2186,681607,4.298381,7098.101,4.4822693e-07,23.147722,100,-14.611275,27.98,18100,4.7599134,1.598656e-05,205.3999,986.2186,27584956.0,[ 0.066 -1.449 -1.072 -0.425 -1.688]
182,2678.770946264267,249.83601,6.7621098,-112.35216187775593,832.894,684266,3.2225244,1947.8871,1.0299683e-06,21.933857,100,-14.777936,26.59,18200,4.682857,8.576249e-05,228.78433,832.894,31052360.0,[ 0.048 -1.453 -1.075 -0.396 -1.702]
183,2692.344967365265,247.58177,6.8091393,-112.96919129925467,1769.743,686954,7.0296025,152117860.0,1.4305115e-07,58.718925,100,-14.872027,26.88,18300,5.05063,8.3532797e-07,601.84625,1769.743,214587890.0,[ 0.032 -1.441 -1.061 -0.37  -1.697]
184,2705.614543914795,280.66568,6.579627,-112.18620598644178,836.46545,689491,2.905769,1838.9321,1.4877319e-06,16.47286,100,-13.988063,25.37,18400,4.922112,3.653923e-07,162.2084,836.46545,22090718.0,[ 0.063 -1.401 -1.051 -0.351 -1.7  ]
185,2718.2494785785675,239.87292,6.61014,-113.55032540349337,429.07175,692235,1.7765919,537.05646,-7.6293946e-07,7.7829704,100,-13.453131,27.44,18500,4.636847,0.00017567072,288.51685,429.07175,3420693.8,[ 0.051 -1.396 -1.05  -0.376 -1.693]
186,2730.716020345688,232.29912,6.4407253,-113.22410685149431,253.0702,694981,1.08645,1.8818463,2.8610229e-08,0.86581355,100,-17.654175,27.46,18600,4.9194674,0.11610961,5.665801,253.0702,41857.934,[ 0.04  -1.403 -1.047 -0.356 -1.687]
187,2741.332375764847,252.56567,6.1445465,-112.40269350699671,2002.4589,697634,7.613665,2468256.2,-1.2207031e-06,74.25472,100,-14.700063,26.53,18700,4.740485,2.2985881e-10,855.97656,2002.4589,374124700.0,[ 0.028 -1.407 -1.052 -0.362 -1.689]
188,2755.9711589813232,216.57683,5.815613,-113.22014638763687,558.24445,700445,2.56387,1125053400.0,1.9073486e-08,24.406845,100,-15.343147,28.11,18800,4.530673,2.4727745e-10,250.6165,558.24445,28134344.0,[ 0.045 -1.438 -1.035 -0.365 -1.698]
189,2769.2348959445953,221.6295,4.8092384,-114.0968756409997,420.78354,703233,1.8755928,7335.38,1.0585785e-06,13.152476,100,-12.62356,27.88,18900,3.4756243,1.0343884e-06,132.5234,420.78354,8659906.0,[ 0.057 -1.433 -1.036 -0.324 -1.706]
190,2782.031125307083,225.04826,5.6719794,-114.41087246030284,5817.626,706003,26.12829,3.6535787e+30,-3.2424927e-07,264.74866,100,-11.233399,27.7,19000,3.9093783,7.563055e-19,7264.749,5817.626,3373026300.0,[ 0.021 -1.453 -1.037 -0.319 -1.723]
191,2796.3727827072144,256.06418,6.005149,-114.24663367184017,302.99213,708647,1.1797433,3.4175336,1.335144e-07,1.3373755,100,-12.889631,26.44,19100,4.5052824,0.043706723,7.83187,302.99213,120582.31,[ 0.047 -1.416 -1.051 -0.272 -1.719]
192,2807.7457818984985,238.09344,5.444516,-114.7991383543433,1234.446,711403,5.051908,24153.836,1.0681152e-06,32.961773,100,-17.29161,27.56,19200,4.9515977,7.948457e-06,328.0951,1234.446,64117904.0,[ 0.046 -1.408 -1.041 -0.282 -1.72 ]
193,2821.346435546875,246.1151,5.5525084,-113.83680204968407,320.53265,714092,1.294013,26.637983,7.2479247e-07,2.7025847,100,-15.091092,26.89,19300,4.631963,0.0032797633,17.438656,320.53265,460749.28,[ 0.047 -1.403 -1.064 -0.289 -1.714]
194,2833.282829284668,248.53706,5.3012714,-113.75170598705294,396.79092,716756,1.5771315,40.38953,3.528595e-07,4.082423,100,-12.239702,26.64,19400,4.447343,0.006605941,64.59769,396.79092,1047555.1,[ 0.027 -1.41  -1.073 -0.302 -1.714]
195,2843.691483259201,239.7698,5.5654936,-113.58459626731202,4675.9653,719468,18.883068,14459314.0,1.2016296e-06,187.29918,100,-12.617915,27.12,19500,4.30817,1.0939868e-11,1933.8422,4675.9653,2095600000.0,[ 0.021 -1.414 -1.059 -0.301 -1.717]
196,2857.107605457306,240.34851,5.791027,-114.26108815500375,3616.1377,722186,14.640755,30838458.0,1.9073486e-08,147.88469,100,-15.173815,27.18,19600,4.763439,1.0183391e-08,1525.0398,3616.1377,1292986400.0,[ 0.038 -1.48  -1.085 -0.342 -1.742]
197,2871.9882576465607,194.6221,4.957259,-116.20272589835518,1083.5111,725168,5.3927827,45711.805,-3.528595e-07,51.29858,100,-9.860675,29.82,19700,3.603985,1.1282709e-06,859.6592,1083.5111,103709736.0,[ 0.014 -1.505 -1.075 -0.34  -1.736]
198,2886.302583694458,191.45992,4.753682,-115.36027727468904,218.12523,728169,1.1383734,3.7951632,3.8146972e-08,1.4599665,100,-16.602325,30.01,19800,3.9004579,0.047037177,14.762941,218.12523,80352.01,[ 0.005 -1.492 -1.041 -0.343 -1.733]
199,2898.2249846458435,181.14816,4.7874293,-115.35826643477256,665.2321,731211,3.5214746,32812708.0,-9.441376e-07,33.958336,100,-14.776377,30.42,19900,3.5685353,4.9436443e-07,438.57126,665.2321,40324612.0,[-0.003 -1.484 -1.046 -0.347 -1.73 ]
200,2912.274419784546,157.16241,4.5702724,-115.65494847611524,1721.8033,734449,10.390688,59150.04,-1.3065338e-06,94.86588,100,-11.587422,32.38,20000,3.2549226,5.5801604e-07,1219.6747,1721.8033,236102420.0,[-0.024 -1.527 -1.056 -0.367 -1.733]
201,2927.417762517929,185.45439,5.084272,-114.36082366322887,507.7641,737430,2.6776218,6266.0776,-9.536743e-08,16.852148,100,-15.346931,29.81,20100,3.5709589,4.4464323e-05,170.21016,507.7641,10106059.0,[-0.05  -1.516 -1.069 -0.382 -1.74 ]
202,2941.166956424713,187.90912,4.9230404,-114.67058061750149,213.66423,740439,1.1311977,3.3870246,6.9618227e-07,1.4856682,100,-14.627945,30.09,20200,3.9065046,0.030736744,19.465946,213.66423,81031.766,[-0.029 -1.528 -1.061 -0.41  -1.737]
