TimeElapsed,J_sample_variance,MeanIW,EpisodesSoFar,MinIW,StdIW,MaxIW,InitialBound,Bound,InitialReturnStd,EmpiricalD2,InitialReturnMax,Iteration,ReturnMeanIW,EpLenMean,InitialReturnMin,TimestepsSoFar,InitialReturnMean,EpThisIter,Weights,EpRewMean
1216.4220416545868,2.1377366,2.368511,2300,2.705722e-23,46.51965,2377.0452,-1.2330463,1.4603732,4.5109615,8.530548e+26,3.627657,23,1.4603732,389.82,-13.358606,522370,4.1007996e-07,100,[-0.167 -0.592 -0.077  1.29  -1.829],-407.8901116761666
1295.423523902893,6788.8247,0.12314714,2400,,6.8417625,1153.0481,-1.3055261,9.134263,4.6667128,inf,5.2176085,24,9.134263,356.62,-13.125667,558032,-2.5749208e-07,100,[-0.143 -0.559 -0.08   1.299 -1.826],-381.9623929169552
1378.2813744544983,21.67026,0.10170795,2500,,4.293266,502.15665,-1.7715052,1.9164276,5.3124967,inf,5.6376348,25,1.9164276,360.82,-14.152561,594114,-3.862381e-07,100,[-0.125 -0.64  -0.054  1.409 -1.83 ],-385.33313283520823
1460.8213062286377,1276.226,0.04352856,2600,,2.2961566,253.29395,-1.6945024,4.480018,4.92811,inf,4.9797325,26,4.480018,360.95,-11.401064,630209,-1.2683869e-06,100,[-0.136 -0.692 -0.029  1.367 -1.787],-385.96078768961496
1552.9441764354706,4754.9824,6.29458,2700,,473.9768,82209.34,-0.58446574,8.110149,3.872602,inf,3.5964289,27,8.110149,413.76,-13.498175,671585,2.0980835e-07,100,[-0.177 -0.993 -0.046  1.518 -1.788],-424.73173220196423
1628.2835845947266,37.004704,1.9405563,2800,5.4494e-33,43.4736,4241.388,-1.3781861,2.4804027,4.8082356,inf,4.365741,28,2.4804027,356.3,-12.888565,707215,-2.2888183e-07,100,[-0.16  -0.941 -0.018  1.57  -1.785],-380.1827588041648
1714.5347862243652,154.39934,0.04287808,2900,,0.63783693,91.80534,-0.8546269,2.705341,4.4566975,inf,4.236185,29,2.705341,413.53,-13.193802,748568,-9.918213e-07,100,[-0.158 -1.051 -0.018  1.627 -1.75 ],-425.2108591211677
1807.336772441864,1.7145296,0.35923594,3000,9.274908e-10,0.81307364,17.967625,-0.37925276,1.3574628,4.1274014,16438284000000.0,3.7697926,30,1.3574628,437.44,-13.959311,792312,-2.5749208e-07,100,[-0.17  -1.157 -0.026  1.528 -1.858],-442.2059812791301
1902.241040468216,2.777468,0.11862325,3100,,1.1694667,45.736565,-0.5030263,1.4389563,4.0711203,inf,4.042246,31,1.4389563,423.12,-12.392522,834624,4.1007996e-07,100,[-0.18  -1.182 -0.025  1.511 -1.858],-430.7763238403801
2002.4518163204193,18.905027,0.10133451,3200,,6.9587326,1167.7318,-0.13279185,1.2673162,3.5746794,inf,4.258136,32,1.2673162,442.34,-12.263407,878858,-7.8201293e-07,100,[-0.154 -1.131 -0.012  1.549 -1.858],-446.5372071347541
2099.0922470092773,36.834053,0.11639056,3300,,2.2257462,211.21683,-0.32986176,2.0255144,3.77218,inf,3.9552221,33,2.0255144,423.27,-12.2341795,921185,-7.1525574e-07,100,[-0.14  -1.149  0.034  1.562 -1.874],-432.4434655993263
2201.3281197547913,3.3802493,0.33650413,3400,1.1840542e-17,1.9293373,125.84957,-0.19026852,1.6278555,3.8077583,4.9867152e+25,3.803156,34,1.6278555,437.52,-12.137762,964937,4.7683717e-08,100,[-0.118 -1.18   0.004  1.575 -1.877],-442.56023470059404
2301.7913267612457,7.5315504,0.08597382,3500,,0.73307496,63.66892,-0.270108,0.8004693,3.8120694,inf,3.65668,35,0.8004693,428.09,-14.541621,1007746,3.6239624e-07,100,[-0.135 -1.143  0.008  1.596 -1.862],-435.86486950269597
2395.4484956264496,12.67142,0.07532982,3600,,2.6116657,398.9301,-0.59202725,1.4008518,3.8611543,inf,3.806468,36,1.4008518,418.44,-12.315163,1049590,4.196167e-07,100,[-0.129 -1.128 -0.029  1.613 -1.861],-429.0219317129421
2486.789652824402,8172.053,0.10208941,3700,,8.192925,1420.5225,-0.7528494,9.99863,4.1987376,inf,4.3487787,37,9.99863,404.1,-13.239523,1090000,-2.002716e-07,100,[-0.133 -1.136 -0.07   1.597 -1.861],-417.2007389375111
2584.2869348526,4.1833816,0.26662612,3800,,13.47256,1285.5872,-0.55868775,1.175855,3.9006445,inf,4.173485,38,1.175855,418.49,-12.227884,1131849,8.9645386e-07,100,[-0.172 -1.294 -0.113  1.666 -1.85 ],-426.50408962748025
2680.42662525177,16.428904,0.3542134,3900,9.4488194e-26,8.817428,551.2514,-0.4712554,1.7508744,3.928555,inf,4.2870216,39,1.7508744,427.95,-13.809074,1174644,7.1525574e-07,100,[-0.184 -1.298 -0.148  1.68  -1.846],-432.39544694743665
2778.362701654434,173.86093,0.1477324,4000,,6.694099,885.8074,0.009117789,2.6652815,3.1804514,inf,3.7545767,40,2.6652815,442.52,-11.668998,1218896,-1.14440915e-07,100,[-0.201 -1.321 -0.164  1.639 -1.851],-441.7604954657493
2875.292707681656,12.836788,0.010974048,4100,,0.26792234,30.274837,-0.70016384,1.2747773,4.434148,inf,4.4642153,41,1.2747773,413.51,-14.200941,1260247,2.3841858e-07,100,[-0.166 -1.255 -0.103  1.705 -1.868],-421.97429933134276
2962.450846195221,2.04943,0.090783514,4200,,1.2291819,121.040985,-0.7397036,1.6236604,4.408032,inf,4.8562965,42,1.6236604,388.45,-12.654161,1299092,4.7683716e-07,100,[-0.176 -1.268 -0.158  1.708 -1.87 ],-406.17649241916587
3016.972127199173,1008.04614,0.23657836,4300,,20.567863,3479.6133,2.4651926,9.129661,4.8237166,inf,5.1566367,43,9.129661,232.44,-13.920886,1322336,1.001358e-06,100,[-0.159 -1.24  -0.168  1.727 -1.869],-323.2871599043651
3116.593347787857,352.79086,0.5694035,4400,,57.747612,11976.484,-0.21583374,2.5302312,3.5951085,inf,3.8904896,44,2.5302312,447.12,-12.346171,1367048,3.4332277e-07,100,[-0.176 -1.315 -0.131  1.703 -1.86 ],-448.04352480012
