InitialReturnMean,TimeElapsed,MinIW,EmpiricalD2,MaxIW,EpLenMean,MeanIW,EpRewMean,InitialReturnStd,EpisodesSoFar,Weights,InitialBound,InitialReturnMax,ReturnMeanIW,Iteration,TimestepsSoFar,J_sample_variance,EpThisIter,InitialReturnMin,Bound,StdIW
1.7929077e-06,348.65155148506165,9.48782e-05,32.19831,25.746235,29.11,1.65183,-108.02182639257892,13.225238,2300,[-1.145 -0.8   -1.025 -1.039 -0.502],1356.2898,48.478832,2246.8308,23,75607,21837164.0,100,-13.587418,2246.8308,3.4637015
1.14440915e-07,362.87464356422424,4.410206e-05,2857.475,142.98326,28.32,2.044353,-108.19195187976985,11.29854,2400,[-1.236 -0.726 -1.016 -1.036 -0.601],1406.1781,52.00134,2883.989,24,78439,183560750.0,100,-11.814735,2883.989,9.699316
-4.9591063e-06,376.61282300949097,1.3677916e-05,72169224.0,1230.7104,27.08,7.952505,-108.00692716775258,10.965548,2500,[-1.261 -0.73  -0.984 -1.102 -0.632],1488.6149,40.11961,11958.408,25,81147,12032227000.0,100,-11.48571,11958.408,74.560135
7.2479247e-07,392.26419854164124,9.574516e-05,7165.062,72.779,30.31,1.6138914,-107.78612478018351,12.705685,2600,[-1.115 -0.813 -0.988 -1.08  -0.603],1281.9121,47.61743,2079.4033,26,84178,56142270.0,100,-14.090965,2079.4033,5.802662
6.1798096e-06,406.22430205345154,5.298632e-10,46117670.0,146.59613,28.57,3.5130587,-107.74086352724129,11.941911,2700,[-1.103 -0.742 -0.97  -1.001 -0.593],1383.5,43.855354,4887.7925,27,87035,686152800.0,100,-12.161461,4887.7925,19.229706
-5.569458e-06,422.0429368019104,0.0009939315,81.72319,56.827858,30.89,1.5741259,-108.02940097993798,11.680062,2800,[-1.127 -0.913 -1.039 -1.069 -0.588],1251.3633,45.412254,1977.934,28,90124,37873240.0,100,-13.841965,1977.934,5.058947
1.3732911e-06,436.5498661994934,1.0389624e-09,10921078.0,9577.916,30.72,90.66714,-107.4758600715289,11.965091,2900,[-1.221 -0.911 -1.048 -1.031 -0.58 ],1254.318,36.09527,114538.73,29,93196,1299106900000.0,100,-14.635719,114538.73,919.73517
1.2359619e-05,452.46843123435974,3.6733245e-09,14924639.0,1527.8625,26.81,12.925922,-108.94850527746654,8.995029,3000,[-1.287 -0.819 -1.102 -0.938 -0.647],1519.9185,38.307728,20094.805,30,95877,35124515000.0,100,-10.178818,20094.805,122.44388
-1.0299683e-06,468.4484226703644,1.4214238e-07,16299.365,434.99084,32.62,4.0301614,-108.3973582522076,12.903115,3100,[-1.231 -0.928 -1.065 -0.996 -0.801],1168.1534,47.008575,4715.199,31,99139,683786750.0,100,-14.446625,4715.199,22.911152
5.41687e-06,483.31954407691956,1.2064722e-05,4180.6313,172.15833,27.67,2.0851316,-108.98552468882016,10.755072,3200,[-1.239 -0.882 -1.078 -1.03  -0.834],1462.0566,47.754807,3051.481,32,101906,411343360.0,100,-10.391808,3051.481,13.961753
-2.4032593e-06,496.9531626701355,8.795057e-05,969.5529,76.65841,30.38,1.6948348,-108.33130286606574,11.514281,3300,[-1.221 -0.842 -0.991 -1.004 -0.856],1283.9551,42.878685,2170.288,33,104944,103498920.0,100,-13.0103,2170.288,8.018107
-5.569458e-06,511.74173617362976,0.021646217,5.033304,27.897984,32.77,1.5141505,-107.7668156462094,12.979209,3400,[-1.246 -0.853 -0.956 -0.988 -0.884],1154.1898,56.295578,1747.1034,34,108221,12325208.0,100,-13.764236,1747.1034,3.0549123
-6.8664554e-07,525.3201589584351,0.0015885587,23.92163,46.381866,29.41,1.3431444,-107.34767583800857,12.709741,3500,[-1.195 -0.812 -0.908 -0.976 -0.913],1329.7285,50.232056,1790.385,35,111162,14535041.0,100,-12.273148,1790.385,2.8870232
-5.722046e-07,539.0567836761475,3.6648025e-08,187869180.0,2148.3252,29.13,19.067415,-107.70003599432292,11.878702,3600,[-1.159 -0.82  -0.908 -0.949 -0.89 ],1350.4508,45.51551,25708.602,36,114075,63280964000.0,100,-12.911911,25708.602,188.30252
-2.3651123e-06,555.5924348831177,1.2640332e-07,573711.06,2115.7498,29.83,9.709822,-108.48241302918339,10.843025,3700,[-1.199 -0.794 -0.955 -0.985 -0.831],1317.4467,45.211998,12803.058,37,117058,5654613500.0,100,-12.065872,12803.058,58.84107
-3.0899048e-06,570.9135658740997,3.1494626e-08,15633702000.0,5188.115,29.23,53.56476,-109.00663322871225,10.494154,3800,[-1.174 -0.748 -0.964 -1.018 -0.846],1358.88,50.591026,73450.46,38,119981,439939530000.0,100,-11.6221695,73450.46,496.27158
-3.5095215e-06,587.1827731132507,8.5597684e-20,3.747017e+31,734.558,27.77,8.695899,-108.4968231810448,11.328392,3900,[-1.111 -0.692 -0.983 -0.973 -0.829],1447.6652,40.659306,12554.595,39,122758,10878488000.0,100,-11.02121,12554.595,72.80047
1.7547608e-06,600.2868118286133,1.6491801e-06,4868830.5,585.9032,24.08,3.5053794,-110.17518059593472,6.547909,4000,[-1.063 -0.656 -1.064 -0.852 -0.794],1761.4598,22.131416,6165.1562,40,125166,3138185500.0,100,-8.435287,6165.1562,32.003613
4.653931e-06,614.9457340240479,2.3230472e-16,inf,611.99976,25.14,4.371787,-109.42033618654297,8.767267,4100,[-1.096 -0.683 -1.182 -0.862 -0.794],1656.0343,36.677444,7227.4224,41,127680,2046427500.0,100,-9.501022,7227.4224,27.963669
-2.4414062e-06,627.5810949802399,0.00161812,236.33386,33.226036,21.47,1.3358465,-108.75362385502991,6.716721,4200,[-0.893 -0.609 -1.155 -0.77  -0.611],2003.7,21.83776,2681.5508,42,129827,57315156.0,100,-7.623871,2681.5508,3.826895
8.926391e-06,638.98521900177,0.03842672,1.5195907,7.764729,20.89,1.090306,-108.959666656573,6.2394433,4300,[-0.866 -0.581 -1.136 -0.824 -0.568],2076.472,24.035385,2265.7468,43,131916,3765159.5,100,-7.435608,2265.7468,0.94367355
3.967285e-06,650.6244766712189,0.19752511,1.3516953,4.5259914,20.44,1.0970207,-109.1320551545184,5.0165606,4400,[-0.881 -0.553 -1.123 -0.797 -0.614],2136.3586,17.301468,2344.5137,44,133960,2169221.5,100,-5.9129486,2344.5137,0.6905036
4.272461e-06,662.5337882041931,0.00043310033,67.84076,36.758804,22.73,1.3972393,-109.35870092005086,7.687889,4500,[-0.876 -0.595 -1.147 -0.802 -0.611],1878.0126,23.270401,2625.0847,45,136233,41696044.0,100,-7.4984207,2625.0847,3.469391
3.8146973e-06,674.9608707427979,0.022886483,5.749167,22.66887,22.26,1.2133853,-108.25098770070923,7.37525,4600,[-0.916 -0.621 -1.121 -0.824 -0.618],1907.0382,19.10588,2315.9924,46,138459,19043062.0,100,-8.590378,2315.9924,2.2869995
-6.4849855e-06,687.425194978714,4.9831808e-21,3.0231514e+29,3128.4893,22.86,28.975124,-108.4651078609439,7.6782737,4700,[-0.969 -0.657 -1.194 -0.812 -0.635],1848.5334,20.53405,53624.9,47,140745,283584040000.0,100,-9.116135,53624.9,291.1743
-1.1177063e-05,703.9051885604858,3.4324441e-15,2.4204208e+21,1813.9102,24.85,20.079037,-108.86550849680626,8.146649,4800,[-0.996 -0.749 -1.139 -0.987 -0.668],1671.6724,23.741413,33587.57,48,143230,36906156000.0,100,-10.044991,33587.57,116.41146
5.722046e-06,718.6882765293121,1.3922137e-10,1824191300000.0,838.63477,23.59,8.83071,-109.52024452240799,7.407671,4900,[-0.921 -0.749 -1.171 -0.842 -0.647],1796.053,20.792343,15888.185,49,145589,21455966000.0,100,-8.5640335,15888.185,81.92007
4.196167e-06,732.4412415027618,1.3915523e-05,16049.134,134.5547,22.78,1.4168073,-109.19158562499908,8.466357,5000,[-0.771 -0.697 -0.995 -0.912 -0.7  ],1872.26,39.188023,2653.4116,50,147867,90846856.0,100,-8.002632,2653.4116,5.1288714
-1.2207031e-06,744.5188941955566,0.037240796,3.568717,17.095987,20.8,1.1060884,-108.10499631209952,6.8568006,5100,[-0.715 -0.709 -1.014 -0.853 -0.688],2072.2388,42.96599,2291.695,51,149947,9492513.0,100,-6.947357,2291.695,1.488075
6.1416627e-06,757.0337088108063,0.0003837995,144.56775,91.98465,26.27,1.664931,-109.4233547664132,9.899443,5200,[-0.757 -0.755 -1.076 -0.867 -0.695],1566.3173,42.132233,2618.8447,52,152574,161660670.0,100,-9.811165,2618.8447,8.325445
-4.7302246e-06,769.6424777507782,5.053571e-06,208712.52,221.83147,24.19,2.771979,-108.51438044146715,8.504704,5300,[-0.794 -0.802 -1.076 -0.847 -0.736],1724.7388,34.71377,4784.614,53,154993,916948100.0,100,-8.762932,4784.614,17.685736
-2.1362305e-06,782.6504073143005,4.9985284e-20,2.3084807e+21,4131.8477,25.92,40.05822,-109.0695562847115,9.451857,5400,[-0.848 -0.852 -1.1   -0.801 -0.732],1589.4078,54.790134,63733.797,54,157585,398365330000.0,100,-10.39399,63733.797,402.85245
-2.2888183e-07,799.273679971695,0.00794953,5.5592775,25.609158,28.56,1.2221167,-108.39377033363839,10.662073,5500,[-0.894 -0.93  -1.103 -0.957 -0.778],1393.1062,40.50797,1704.6259,55,160441,6481026.0,100,-11.297256,1704.6259,1.825788
6.4849854e-07,812.7164530754089,0.00045896973,335.18964,69.24638,27.4,1.3263338,-107.6658700156533,11.800241,5600,[-0.873 -0.913 -1.072 -0.979 -0.772],1462.1559,63.71621,1945.811,56,163181,44152572.0,100,-11.180885,1945.811,4.6325583
-2.2888185e-06,826.7142522335052,4.7449593e-08,73506490.0,3109.8472,28.57,10.92396,-107.77206319589185,12.121457,5700,[-0.839 -0.901 -1.044 -1.024 -0.785],1385.4562,40.618996,15255.515,57,166038,20569676000.0,100,-13.129433,15255.515,105.83609
-3.5858154e-06,842.3072993755341,3.033641e-16,4.430801e+17,7152.1743,26.63,69.73473,-106.96617095671445,12.886248,5800,[-0.709 -0.873 -0.953 -1.073 -0.799],1507.6155,50.617455,104872.34,58,168701,1089751700000.0,100,-11.536766,104872.34,701.00134
-4.4250487e-06,859.098240852356,6.969341e-15,1123635700000.0,988.8079,28.29,9.926671,-107.42456617843867,13.540989,5900,[-0.602 -0.781 -0.972 -1.034 -0.821],1400.1993,67.3906,13844.086,59,171530,18158539000.0,100,-13.3364105,13844.086,97.14521
-4.577637e-06,873.6329183578491,4.0781627e-09,4864510000.0,20688.773,24.45,113.9685,-108.2267505600298,10.895986,6000,[-0.585 -0.797 -0.918 -0.941 -0.889],1701.1492,56.025032,194405.03,60,173975,3774856600000.0,100,-9.931763,194405.03,1149.7303
-6.027222e-06,889.099663734436,2.5424e-07,392411.03,189.18988,29.12,2.6648607,-107.13678836012531,13.255832,6100,[-0.572 -0.807 -0.874 -0.869 -0.861],1343.9286,44.972633,3592.209,61,176887,565912600.0,100,-13.148193,3592.209,18.14226
-4.5776366e-07,903.2025799751282,0.0012640911,22.94937,28.302263,26.97,1.259459,-107.78856357700721,12.165413,6200,[-0.568 -0.891 -0.931 -0.85  -0.923],1495.4332,62.95333,1886.8523,62,179584,28503006.0,100,-11.509453,1886.8523,3.6101406
2.9373168e-06,917.3924241065979,4.998886e-07,3049917.0,1861.9451,28.65,14.267388,-106.47124647396595,13.593025,6300,[-0.548 -0.895 -0.908 -0.823 -0.957],1364.1361,56.068035,19619.434,63,182449,30868031000.0,100,-12.610298,19619.434,131.74963
-3.2043456e-06,933.5485455989838,0.0027352702,14.469244,26.898252,31.94,1.2328997,-106.68923754510259,13.055666,6400,[-0.531 -0.945 -0.897 -0.787 -0.939],1182.4626,43.76952,1463.0792,64,185643,7001903.0,100,-15.552368,1463.0792,2.2393546
-3.6621093e-06,948.3771369457245,5.5795724e-08,20937.676,1149.1208,31.55,4.8012514,-107.74158756929336,12.093571,6500,[-0.508 -0.99  -0.926 -0.781 -0.954],1216.1599,52.238167,5920.559,65,188798,2784707800.0,100,-14.743942,5920.559,44.20158
-2.4795531e-06,964.8027496337891,0.0006013676,78.286224,29.872856,35.65,1.6136756,-106.89561811209028,15.317959,6600,[-0.555 -1.007 -0.909 -0.816 -1.067],1023.0397,49.933002,1646.7266,66,192363,15815110.0,100,-16.932365,1646.7266,3.9703202
-2.5177003e-06,978.8622488975525,2.3267994e-06,1077857.4,1304.468,31.46,3.722316,-107.70383786292768,12.100961,6700,[-0.558 -0.997 -0.899 -0.846 -1.092],1218.65,36.6926,4560.707,67,195509,1757362200.0,100,-14.642662,4560.707,35.377094
-3.967285e-06,994.7548971176147,1.2905002e-07,80604920.0,1228.6804,31.5,4.675614,-107.57478697632847,12.8607,6800,[-0.569 -0.942 -0.924 -0.833 -1.059],1215.4578,43.892494,5731.586,68,198659,2249335600.0,100,-15.647362,5731.586,40.486298
4.119873e-06,1009.1719257831573,0.0002675827,5752.674,207.50134,26.57,2.1404681,-107.67174736141546,9.576725,6900,[-0.644 -1.017 -1.003 -0.824 -1.041],1520.3439,36.45647,3271.3315,69,201316,286306500.0,100,-10.439751,3271.3315,11.096018
-4.653931e-06,1024.744546175003,1.1047739e-06,14844008.0,3762.499,33.35,17.25145,-107.74730368230699,13.2033615,7000,[-0.622 -0.958 -0.977 -0.768 -1.042],1127.9612,55.876095,19781.324,70,204651,37132505000.0,100,-14.850243,19781.324,171.20027
6.1416627e-06,1041.225258588791,0.0030884938,10.971724,31.993494,32.09,1.4515419,-106.62626613806547,13.331038,7100,[-0.576 -1.005 -0.922 -0.791 -1.047],1179.2217,52.77474,1718.7693,71,207860,11137974.0,100,-14.052589,1718.7693,2.837377
4.5013426e-06,1055.4065113067627,9.3226545e-06,2792.0266,1020.5731,31.7,3.5651865,-106.9611416826542,12.908962,7200,[-0.582 -1.029 -0.953 -0.778 -1.052],1199.0928,37.93204,4289.885,72,211030,1120051000.0,100,-14.168846,4289.885,29.165985
2.0980835e-06,1071.6675419807434,4.3535556e-06,144015340.0,2388.5037,32.9,18.78367,-106.44078839865998,13.996925,7300,[-0.527 -1.036 -0.944 -0.824 -1.089],1138.8881,43.663948,21860.42,73,214320,46003036000.0,100,-15.974098,21860.42,188.79161
-2.2888183e-07,1088.065725326538,0.022958755,4.5683436,18.008728,32.67,1.1320846,-106.60942492349031,14.393444,7400,[-0.449 -1.082 -0.92  -0.818 -1.08 ],1150.0762,50.504044,1302.4769,74,217587,3687340.0,100,-16.076988,1302.4769,1.6769884
-7.2479247e-07,1102.8795609474182,0.016665101,4.5839796,15.562048,35.6,1.1510258,-106.83929286949211,13.840747,7500,[-0.438 -1.074 -0.889 -0.823 -1.079],1025.0022,53.077236,1179.0559,75,221147,2595817.2,100,-16.229752,1179.0559,1.6005539
-3.3569336e-06,1116.6661360263824,6.706604e-05,510086.84,356.01126,38.02,3.3078141,-105.61829123699265,14.1908655,7600,[-0.419 -1.078 -0.888 -0.845 -1.078],924.23773,46.882446,3099.842,76,224949,438889470.0,100,-19.158836,3099.842,22.68031
-8.773804e-07,1133.4929099082947,3.1289314e-08,965405060.0,139.22588,34.97,1.7327396,-106.25008000116586,14.61718,7700,[-0.382 -1.183 -0.924 -0.878 -1.044],1047.5284,48.26458,1806.3683,77,228446,159350860.0,100,-17.285934,1806.3683,12.201685
-6.8664554e-07,1149.2200963497162,0.0047626887,8.288373,40.779167,35.25,1.2306833,-105.78408305955813,15.992801,7800,[-0.335 -1.171 -0.951 -0.836 -1.023],1031.8691,67.844215,1270.6227,78,231971,7200322.5,100,-17.167023,1270.6227,2.6000078
3.2043456e-06,1163.6240475177765,6.699347e-11,1.9403432e+18,3049.9824,33.6,28.20927,-105.88845439281202,13.559426,7900,[-0.373 -1.151 -0.977 -0.818 -1.024],1098.0614,42.579514,31142.36,79,235331,96524680000.0,100,-16.016792,31142.36,291.34177
-2.9373168e-06,1180.8035960197449,7.629825e-18,1.7108149e+24,402.67886,30.6,3.9105837,-107.52679088547698,12.0163765,8000,[-0.371 -1.054 -0.996 -0.803 -0.998],1264.4232,47.237545,4933.058,80,238391,2149989000.0,100,-13.829964,4933.058,37.14838
-3.0517577e-07,1195.7728390693665,7.89547e-07,222921.64,273.96985,31.0,3.3510838,-107.15054163559972,13.166235,8100,[-0.413 -1.082 -0.965 -0.908 -0.986],1239.8865,48.5114,4177.679,81,241491,978549100.0,100,-14.423439,4177.679,26.030397
6.866455e-06,1211.977822303772,0.00042809988,514.1467,144.73935,34.31,2.1123753,-106.43586895628336,12.675399,8200,[-0.358 -1.079 -0.935 -0.963 -0.976],1069.2056,40.698532,2267.006,82,244922,83582104.0,100,-18.41668,2267.006,8.81511
6.3705443e-06,1226.5848987102509,7.911071e-13,915773300000.0,8104.475,30.65,79.475685,-107.39361825429825,12.053886,8300,[-0.414 -1.07  -0.949 -0.917 -0.977],1260.7958,52.557358,99925.875,83,247987,961980100000.0,100,-13.229759,99925.875,791.09784
-1.411438e-06,1242.9145851135254,1.074211e-06,1648.0679,194.95477,28.52,2.9925797,-106.65225209377397,14.426531,8400,[-0.374 -0.979 -0.967 -0.889 -1.024],1379.9646,80.8362,4150.7837,84,250839,387494430.0,100,-12.448517,4150.7837,14.445372
3.929138e-06,1256.9652528762817,0.001089589,78.13359,45.274853,26.51,1.5450072,-107.22494835070984,10.807193,8500,[-0.351 -0.971 -0.928 -0.847 -1.068],1518.1439,45.506454,2349.2112,85,253490,41222540.0,100,-11.423752,2349.2112,4.3240104
-3.3950805e-06,1270.6297616958618,0.00041419858,142.27534,67.614685,28.3,1.5151532,-106.57882060187377,12.770234,8600,[-0.307 -0.947 -0.927 -0.852 -1.059],1389.887,44.57961,2124.8733,86,256320,86456600.0,100,-12.891418,2124.8733,6.747866
-3.0517579e-06,1283.9315176010132,4.536193e-07,6460452.0,744.13477,28.38,4.196877,-106.68239149162541,13.770358,8700,[-0.347 -0.925 -0.893 -0.838 -1.049],1387.2192,51.561283,5875.6763,87,259158,1929467500.0,100,-13.079842,5875.6763,31.620031
-5.378723e-06,1300.1956615447998,1.560514e-07,300616640.0,207.3952,32.2,2.927363,-106.00510977118302,14.172154,8800,[-0.299 -0.953 -0.829 -0.841 -1.079],1164.0493,51.416874,3401.6487,88,262378,514074660.0,100,-15.951973,3401.6487,19.758741
-2.632141e-06,1314.4929666519165,2.8519897e-05,1606.5444,178.45563,27.98,2.1235013,-106.77342137333326,12.216466,8900,[-0.27  -0.897 -0.791 -0.762 -1.055],1412.7566,52.76454,3026.1282,89,265176,276097000.0,100,-12.595352,3026.1282,11.83379
-9.155273e-07,1329.1668446063995,0.00015348349,196.76276,146.90137,30.02,2.0547853,-106.49794850440361,13.649665,9000,[-0.295 -0.888 -0.746 -0.764 -1.064],1286.6818,62.98966,2673.214,90,268178,308980030.0,100,-13.565941,2673.214,13.837709
3.0517577e-07,1343.227736234665,0.005686813,15.654242,25.12418,31.34,1.2793018,-106.2204993397567,13.418189,9100,[-0.304 -0.85  -0.687 -0.741 -1.067],1208.3756,42.60286,1546.6926,91,271312,9519074.0,100,-14.735992,1546.6926,2.6064763
-7.972717e-06,1358.3122169971466,0.00014605021,617.4778,111.01335,35.37,2.147176,-107.21976858262887,13.449071,9200,[-0.355 -0.864 -0.69  -0.745 -1.088],1035.4463,53.612648,2241.5762,92,274849,116041190.0,100,-17.219406,2241.5762,10.47336
2.1362305e-06,1373.8127620220184,5.3188494e-15,4.1274213e+21,820.3872,30.09,9.077625,-106.71748081420894,11.6913395,9300,[-0.394 -0.831 -0.705 -0.759 -1.102],1283.5973,31.497879,11622.7,93,277858,10473040000.0,100,-12.615707,11622.7,80.65849
6.4849854e-07,1389.0174624919891,0.0006614593,168.08392,48.323906,31.04,1.4175357,-106.90656239443763,12.796739,9400,[-0.325 -0.774 -0.648 -0.818 -1.103],1232.0332,32.796276,1755.6699,94,280962,39561684.0,100,-14.6052475,1755.6699,5.057813
-4.5013426e-06,1402.2406980991364,2.3867644e-06,5125.372,96.59289,33.45,1.7955279,-106.40946963975536,14.365339,9500,[-0.344 -0.761 -0.613 -0.83  -1.113],1110.7585,61.284595,2009.014,95,284307,121612460.0,100,-16.066376,2009.014,10.184352
5.0354006e-06,1417.1025516986847,4.5346832e-07,534432.9,364.2297,30.86,1.7370241,-106.6217782165601,13.455947,9600,[-0.332 -0.758 -0.633 -0.866 -1.13 ],1239.6674,51.852394,2172.9424,96,287393,137122750.0,100,-14.260475,2172.9424,9.507351
4.272461e-06,1431.653041601181,5.8810087e-06,32657.082,341.63312,29.92,3.9389043,-106.09033350565929,13.091304,9700,[-0.333 -0.778 -0.591 -0.898 -1.148],1287.275,50.88118,5114.751,97,290385,1779931000.0,100,-13.920914,5114.751,32.89687
1.335144e-06,1448.566000699997,1.5302417e-09,2945144600.0,13196.943,33.26,102.46644,-104.01424353409057,16.021435,9800,[-0.31  -0.788 -0.552 -0.94  -1.162],1096.1042,54.728424,114515.41,98,293711,1271808000000.0,100,-18.298004,114515.41,1028.2211
7.5531007e-06,1467.9180941581726,0.007571589,11.227727,17.666475,34.31,1.1941338,-106.42983136483434,13.0452175,9900,[-0.373 -0.813 -0.579 -0.993 -1.172],1070.1788,53.14805,1277.7992,99,297142,5950551.5,100,-17.433533,1277.7992,2.331203
-3.8146972e-08,1484.2964272499084,2.5270987e-05,385.15527,100.07834,37.82,1.8464372,-105.02200369166017,15.51884,10000,[-0.419 -0.835 -0.596 -1.003 -1.179],926.1047,59.841183,1721.3711,100,300924,73235450.0,100,-18.406113,1721.3711,9.507927
4.959106e-07,1500.5104672908783,0.0022005811,26.760199,36.283096,36.82,1.6384506,-105.3656548978816,14.23749,10100,[-0.464 -0.881 -0.633 -1.012 -1.205],962.1084,41.074345,1575.0829,101,304606,13586997.0,100,-18.96592,1575.0829,3.9407535
