EpsThisIter,Delta,J,Bound,VanillaAvgRet,VarJ,eRenyi2,AvgRet,MinNormIw,VarNormIw,BatchSize,AvgDiscRet,VarRet,ESSRenyi,AvgVanillaIw,AvgEpLen,VarVanillaIw,ESSClassic,AvgNormIw,VarDiscRet,IterType,MinVanillaIw,MaxNormIw,MaxVanillaIw
100,1.0,-78.6594,-78.6594,-81.3697211723,72.5347,1.0,-81.3697211723,0.00333333,5.43914e-20,500,-81.3697211723,6064.11748949,500.0,1.0,114.65,,299.999969474,0.00333333,6064.11748949,2,1.0,0.00333333,1.0
100,1.0,-80.622,-80.622,-86.5097739702,75.6061,1.0,-86.5097739702,0.0025,5.4346e-20,500,-86.5097739702,7106.09998614,500.0,1.0,121.29,,400.0,0.0025,7106.09998614,2,1.0,0.0025,1.0
100,1.0,-78.3506,-78.3506,-69.2652481692,69.6607,1.0,-69.2652481692,0.002,5.43187e-20,500,-69.2652481692,1307.83236255,500.0,1.0,100.91,,500.000006643,0.002,1307.83236255,1,1.0,0.002,1.0
100,1.0,-74.1243,-74.1243,-74.1242801143,60.7892,1.0,-74.1242801143,0.01,3.50449e-18,500,-74.1242801143,3732.64839567,500.0,1.0,105.63,,100.0,0.01,3732.64839567,2,1.0,0.01,1.0
100,1.0,-73.7007,-73.7007,-73.2771959805,60.8482,1.0,-73.2771959805,0.005,2.1793e-19,500,-73.2771959805,3746.79725114,500.0,1.0,104.67,,200.000000102,0.005,3746.79725114,2,1.0,0.005,1.0
100,1.0,-72.8733,-72.8733,-71.2185717373,57.4585,1.0,-71.2185717373,0.00333333,5.43914e-20,500,-71.2185717373,2520.52324421,500.0,1.0,102.85,,299.999969474,0.00333333,2520.52324421,2,1.0,0.00333333,1.0
100,1.0,-73.5678,-73.5678,-75.6511086482,58.264,1.0,-75.6511086482,0.0025,5.4346e-20,500,-75.6511086482,3705.58610903,500.0,1.0,108.62,,400.0,0.0025,3705.58610903,2,1.0,0.0025,1.0
100,1.0,-72.8483,-72.8483,-69.9703726007,56.7628,1.0,-69.9703726007,0.002,5.43187e-20,500,-69.9703726007,2546.41708248,500.0,1.0,100.62,,500.000006643,0.002,2546.41708248,1,1.0,0.002,1.0
100,1.0,-78.4441,-78.4441,-78.4441198131,69.6644,1.0,-78.4441198131,0.01,3.50449e-18,500,-78.4441198131,4902.14710618,500.0,1.0,111.32,,100.0,0.01,4902.14710618,2,1.0,0.01,1.0
100,1.0,-76.2053,-76.2053,-73.9664870782,65.4208,1.0,-73.9664870782,0.005,2.1793e-19,500,-73.9664870782,3733.9565697,500.0,1.0,105.49,,200.000000102,0.005,3733.9565697,2,1.0,0.005,1.0
100,1.0,-71.9323,-71.9323,-63.3862286143,53.9766,1.0,-63.3862286143,0.00333333,5.43914e-20,500,-63.3862286143,71.8248597537,500.0,1.0,93.39,,299.999969474,0.00333333,71.8248597537,2,1.0,0.00333333,1.0
100,1.0,-70.6354,-70.6354,-66.7446487856,50.1477,1.0,-66.7446487856,0.0025,5.4346e-20,500,-66.7446487856,1311.66691917,500.0,1.0,97.5,,400.0,0.0025,1311.66691917,2,1.0,0.0025,1.0
100,1.0,-69.8712,-69.8712,-66.8145141354,47.6809,1.0,-66.8145141354,0.002,5.43187e-20,500,-66.8145141354,1309.61712971,500.0,1.0,96.87,,500.000006643,0.002,1309.61712971,1,1.0,0.002,1.0
100,1.0,-74.6198,-74.6198,-74.6197839783,60.798,1.0,-74.6197839783,0.01,3.50449e-18,500,-74.6197839783,3733.72906872,500.0,1.0,106.9,,100.0,0.01,3733.72906872,2,1.0,0.01,1.0
100,1.0,-72.5231,-72.5231,-70.426405589,55.8105,1.0,-70.426405589,0.005,2.1793e-19,500,-70.426405589,2549.94219727,500.0,1.0,101.43,,200.000000102,0.005,2549.94219727,2,1.0,0.005,1.0
100,1.0,-73.1881,-73.1881,-74.5179977347,57.5418,1.0,-74.5179977347,0.00333333,5.43914e-20,500,-74.5179977347,3738.27337344,500.0,1.0,106.36,,299.999969474,0.00333333,3738.27337344,2,1.0,0.00333333,1.0
100,1.0,-73.6267,-73.6267,-74.9426213442,58.3673,1.0,-74.9426213442,0.0025,5.4346e-20,500,-74.9426213442,3728.77856755,500.0,1.0,107.3,,400.0,0.0025,3728.77856755,2,1.0,0.0025,1.0
100,1.0,-72.5926,-72.5926,-68.4563657156,54.6747,1.0,-68.4563657156,0.002,5.43187e-20,500,-68.4563657156,1311.37621518,500.0,1.0,100.08,,500.000006643,0.002,1311.37621518,1,1.0,0.002,1.0
100,1.0,-68.2672,-68.2672,-68.2672089407,36.1155,1.0,-68.2672089407,0.01,3.50449e-18,500,-68.2672089407,1317.50632778,500.0,1.0,99.73,,100.0,0.01,1317.50632778,2,1.0,0.01,1.0
100,1.0,-69.1836,-69.1836,-70.0999398866,43.7244,1.0,-70.0999398866,0.005,2.1793e-19,500,-70.0999398866,2543.07325365,500.0,1.0,101.02,,200.000000102,0.005,2543.07325365,2,1.0,0.005,1.0
100,1.0,-72.3861,-72.3861,-78.7912968232,53.9217,1.0,-78.7912968232,0.00333333,5.43914e-20,500,-78.7912968232,4886.31325516,500.0,1.0,112.05,,299.999969474,0.00333333,4886.31325516,2,1.0,0.00333333,1.0
100,1.0,-71.249,-71.249,-67.8375187665,50.0799,1.0,-67.8375187665,0.0025,5.4346e-20,500,-67.8375187665,1306.87511014,500.0,1.0,99.15,,400.0,0.0025,1306.87511014,2,1.0,0.0025,1.0
100,1.0,-69.9071,-69.9071,-64.539357122,45.1076,1.0,-64.539357122,0.002,5.43187e-20,500,-64.539357122,106.577901213,500.0,1.0,94.82,,500.000006643,0.002,106.577901213,1,1.0,0.002,1.0
100,1.0,-68.1167,-68.1167,-68.1166578285,35.8944,1.0,-68.1166578285,0.01,3.50449e-18,500,-68.1166578285,1301.42184577,500.0,1.0,99.71,,100.0,0.01,1301.42184577,2,1.0,0.01,1.0
100,1.0,-72.9842,-72.9842,-77.8518029256,55.6107,1.0,-77.8518029256,0.005,2.1793e-19,500,-77.8518029256,4898.29645896,500.0,1.0,110.4,,200.000000102,0.005,4898.29645896,2,1.0,0.005,1.0
100,1.0,-71.0697,-71.0697,-67.2407600558,50.0725,1.0,-67.2407600558,0.00333333,5.43914e-20,500,-67.2407600558,1327.95184681,500.0,1.0,97.8,,299.999969474,0.00333333,1327.95184681,2,1.0,0.00333333,1.0
100,1.0,-71.3804,-71.3804,-72.3125772782,50.0702,1.0,-72.3125772782,0.0025,5.4346e-20,500,-72.3125772782,2530.45588165,500.0,1.0,104.92,,400.0,0.0025,2530.45588165,2,1.0,0.0025,1.0
100,1.0,-71.4858,-71.4858,-71.9071880679,50.0737,1.0,-71.9071880679,0.002,5.43187e-20,500,-71.9071880679,2533.93794544,500.0,1.0,104.54,,500.000006643,0.002,2533.93794544,1,1.0,0.002,1.0
100,1.0,-71.8426,-71.8426,-71.8426228034,49.9706,1.0,-71.8426228034,0.01,3.50449e-18,500,-71.8426228034,2522.28632627,500.0,1.0,104.37,,100.0,0.01,2522.28632627,2,1.0,0.01,1.0
100,1.0,-71.4661,-71.4661,-71.0896824677,50.0732,1.0,-71.0896824677,0.005,2.1793e-19,500,-71.0896824677,2542.73065181,500.0,1.0,102.65,,200.000000102,0.005,2542.73065181,2,1.0,0.005,1.0
100,1.0,-75.1458,-75.1458,-82.5050210249,60.6788,1.0,-82.5050210249,0.00333333,5.43914e-20,500,-82.5050210249,6009.96859801,500.0,1.0,116.08,,299.999969474,0.00333333,6009.96859801,2,1.0,0.00333333,1.0
100,1.0,-73.8142,-73.8142,-69.8195551445,58.3066,1.0,-69.8195551445,0.0025,5.4346e-20,500,-69.8195551445,2557.19059983,500.0,1.0,100.51,,400.0,0.0025,2557.19059983,2,1.0,0.0025,1.0
100,1.0,-74.057,-74.057,-75.0280756389,58.7873,1.0,-75.0280756389,0.002,5.43187e-20,500,-75.0280756389,3717.05913461,500.0,1.0,107.31,,500.000006643,0.002,3717.05913461,1,1.0,0.002,1.0
100,1.0,-70.8328,-70.8328,-70.8328039408,50.0246,1.0,-70.8328039408,0.01,3.50449e-18,500,-70.8328039408,2527.74191642,500.0,1.0,102.15,,100.0,0.01,2527.74191642,2,1.0,0.01,1.0
100,1.0,-74.2925,-74.2925,-77.7522680025,60.7714,1.0,-77.7522680025,0.005,2.1793e-19,500,-77.7522680025,4909.0044679,500.0,1.0,110.32,,200.000000102,0.005,4909.0044679,2,1.0,0.005,1.0
100,1.0,-73.1335,-73.1335,-70.8154290047,57.4785,1.0,-70.8154290047,0.00333333,5.43914e-20,500,-70.8154290047,2542.38767031,500.0,1.0,102.18,,299.999969474,0.00333333,2542.38767031,2,1.0,0.00333333,1.0
100,1.0,-74.3655,-74.3655,-78.0616359755,60.7748,1.0,-78.0616359755,0.0025,5.4346e-20,500,-78.0616359755,4893.70419102,500.0,1.0,110.28,,400.0,0.0025,4893.70419102,2,1.0,0.0025,1.0
100,1.0,-76.0125,-76.0125,-82.6003722724,64.4677,1.0,-82.6003722724,0.002,5.43187e-20,500,-82.6003722724,6011.93221656,500.0,1.0,115.92,,500.000006643,0.002,6011.93221656,1,1.0,0.002,1.0
100,1.0,-78.863,-78.863,-78.8629829739,69.6567,1.0,-78.8629829739,0.01,3.50449e-18,500,-78.8629829739,4901.06029276,500.0,1.0,111.99,,100.0,0.01,4901.06029276,2,1.0,0.01,1.0
100,1.0,-77.6086,-77.6086,-76.3541944949,65.2402,1.0,-76.3541944949,0.005,2.1793e-19,500,-76.3541944949,3694.31172492,500.0,1.0,109.3,,200.000000102,0.005,3694.31172492,2,1.0,0.005,1.0
100,1.0,-75.7959,-75.7959,-72.1705437456,60.7102,1.0,-72.1705437456,0.00333333,5.43914e-20,500,-72.1705437456,2550.42553252,500.0,1.0,104.23,,299.999969474,0.00333333,2550.42553252,2,1.0,0.00333333,1.0
100,1.0,-72.6911,-72.6911,-63.3766371991,52.9679,1.0,-63.3766371991,0.0025,5.4346e-20,500,-63.3766371991,50.0323848479,500.0,1.0,93.45,,400.0,0.0025,50.0323848479,2,1.0,0.0025,1.0
100,1.0,-72.0197,-72.0197,-69.3343691678,50.0749,1.0,-69.3343691678,0.002,5.43187e-20,500,-69.3343691678,1319.24337562,500.0,1.0,101.26,,500.000006643,0.002,1319.24337562,1,1.0,0.002,1.0
100,1.0,-67.6639,-67.6639,-67.6638741662,35.811,1.0,-67.6638741662,0.01,3.50449e-18,500,-67.6638741662,1295.38008765,500.0,1.0,98.3,,100.0,0.01,1295.38008765,2,1.0,0.01,1.0
100,1.0,-71.1241,-71.1241,-74.5842387961,49.9431,1.0,-74.5842387961,0.005,2.1793e-19,500,-74.5842387961,3719.45937914,500.0,1.0,106.42,,200.000000102,0.005,3719.45937914,2,1.0,0.005,1.0
100,1.0,-71.3974,-71.3974,-71.9439651111,49.9491,1.0,-71.9439651111,0.00333333,5.43914e-20,500,-71.9439651111,2520.85431068,500.0,1.0,104.42,,299.999969474,0.00333333,2520.85431068,2,1.0,0.00333333,1.0
100,1.0,-72.3327,-72.3327,-75.1385407826,52.8693,1.0,-75.1385407826,0.0025,5.4346e-20,500,-75.1385407826,3722.65306019,500.0,1.0,107.82,,400.0,0.0025,3722.65306019,2,1.0,0.0025,1.0
100,1.0,-72.9052,-72.9052,-75.1952932288,54.5292,1.0,-75.1952932288,0.002,5.43187e-20,500,-75.1952932288,3717.13591444,500.0,1.0,107.79,,500.000006643,0.002,3717.13591444,1,1.0,0.002,1.0
100,1.0,-71.3251,-71.3251,-71.3250486453,50.0345,1.0,-71.3250486453,0.01,3.50449e-18,500,-71.3250486453,2528.74043207,500.0,1.0,102.66,,100.0,0.01,2528.74043207,2,1.0,0.01,1.0
100,1.0,-71.4902,-71.4902,-71.6553099135,50.0577,1.0,-71.6553099135,0.005,2.1793e-19,500,-71.6553099135,2533.37511273,500.0,1.0,103.16,,200.000000102,0.005,2533.37511273,2,1.0,0.005,1.0
100,1.0,-73.791,-73.791,-78.3926521961,57.4154,1.0,-78.3926521961,0.00333333,5.43914e-20,500,-78.3926521961,4895.21582549,500.0,1.0,111.71,,299.999969474,0.00333333,4895.21582549,2,1.0,0.00333333,1.0
100,1.0,-72.4422,-72.4422,-68.3956873122,52.9234,1.0,-68.3956873122,0.0025,5.4346e-20,500,-68.3956873122,1305.16952598,500.0,1.0,99.8,,400.0,0.0025,1305.16952598,2,1.0,0.0025,1.0
100,1.0,-71.8741,-71.8741,-69.6019575375,52.4036,1.0,-69.6019575375,0.002,5.43187e-20,500,-69.6019575375,2546.15827521,500.0,1.0,100.05,,500.000006643,0.002,2546.15827521,1,1.0,0.002,1.0
100,1.0,-75.6483,-75.6483,-75.64835379,60.6519,1.0,-75.64835379,0.01,3.50449e-18,500,-75.64835379,3715.80926354,500.0,1.0,108.97,,100.0,0.01,3715.80926354,2,1.0,0.01,1.0
100,1.0,-75.3423,-75.3423,-75.0362217575,60.7285,1.0,-75.0362217575,0.005,2.1793e-19,500,-75.0362217575,3734.40976728,500.0,1.0,107.21,,200.000000102,0.005,3734.40976728,2,1.0,0.005,1.0
100,1.0,-71.8081,-71.8081,-64.7396828958,50.1223,1.0,-64.7396828958,0.00333333,5.43914e-20,500,-64.7396828958,86.7623134751,500.0,1.0,95.37,,299.999969474,0.00333333,86.7623134751,2,1.0,0.00333333,1.0
100,1.0,-70.4307,-70.4307,-66.2985000594,47.0785,1.0,-66.2985000594,0.0025,5.4346e-20,500,-66.2985000594,1319.2202119,500.0,1.0,96.27,,400.0,0.0025,1319.2202119,2,1.0,0.0025,1.0
100,1.0,-70.7249,-70.7249,-71.9016507097,47.6602,1.0,-71.9016507097,0.002,5.43187e-20,500,-71.9016507097,2515.37098189,500.0,1.0,104.03,,500.000006643,0.002,2515.37098189,1,1.0,0.002,1.0
100,1.0,-75.0243,-75.0243,-75.0242886463,60.7067,1.0,-75.0242886463,0.01,3.50449e-18,500,-75.0242886463,3722.52357921,500.0,1.0,106.93,,100.0,0.01,3722.52357921,2,1.0,0.01,1.0
100,1.0,-72.7171,-72.7171,-70.409959351,55.7842,1.0,-70.409959351,0.005,2.1793e-19,500,-70.409959351,2553.35291412,500.0,1.0,101.8,,200.000000102,0.005,2553.35291412,2,1.0,0.005,1.0
100,1.0,-79.4458,-79.4458,-92.903222944,72.3375,1.0,-92.903222944,0.00333333,5.43914e-20,500,-92.903222944,9295.66775593,500.0,1.0,127.95,,299.999969474,0.00333333,9295.66775593,2,1.0,0.00333333,1.0
100,1.0,-77.948,-77.948,-73.4543074846,69.6847,1.0,-73.4543074846,0.0025,5.4346e-20,500,-73.4543074846,3736.1310183,500.0,1.0,104.78,,400.0,0.0025,3736.1310183,2,1.0,0.0025,1.0
100,1.0,-78.1312,-78.1312,-78.8643527354,69.6424,1.0,-78.8643527354,0.002,5.43187e-20,500,-78.8643527354,4874.56960458,500.0,1.0,111.71,,500.000006643,0.002,4874.56960458,1,1.0,0.002,1.0
100,1.0,-77.7436,-77.7436,-77.7436040473,69.7624,1.0,-77.7436040473,0.01,3.50449e-18,500,-77.7436040473,4915.95655048,500.0,1.0,110.22,,100.0,0.01,4915.95655048,2,1.0,0.01,1.0
100,1.0,-72.0516,-72.0516,-66.3595682965,55.8384,1.0,-66.3595682965,0.005,2.1793e-19,500,-66.3595682965,1317.42921774,500.0,1.0,97.36,,200.000000102,0.005,1317.42921774,2,1.0,0.005,1.0
100,1.0,-74.2572,-74.2572,-78.668489171,60.8502,1.0,-78.668489171,0.00333333,5.43914e-20,500,-78.668489171,4892.12114504,500.0,1.0,111.56,,299.999969474,0.00333333,4892.12114504,2,1.0,0.00333333,1.0
100,1.0,-75.2023,-75.2023,-78.0374148166,63.1926,1.0,-78.0374148166,0.0025,5.4346e-20,500,-78.0374148166,4903.31677332,500.0,1.0,110.57,,400.0,0.0025,4903.31677332,2,1.0,0.0025,1.0
100,1.0,-74.5872,-74.5872,-72.1270112647,60.7655,1.0,-72.1270112647,0.002,5.43187e-20,500,-72.1270112647,2506.50648421,500.0,1.0,104.4,,500.000006643,0.002,2506.50648421,1,1.0,0.002,1.0
100,1.0,-74.7247,-74.7247,-74.7246811242,60.6702,1.0,-74.7246811242,0.01,3.50449e-18,500,-74.7246811242,3718.0501138,500.0,1.0,106.87,,100.0,0.01,3718.0501138,2,1.0,0.01,1.0
100,1.0,-70.9387,-70.9387,-67.1527678846,50.116,1.0,-67.1527678846,0.005,2.1793e-19,500,-67.1527678846,1326.95555337,500.0,1.0,98.59,,200.000000102,0.005,1326.95555337,2,1.0,0.005,1.0
100,1.0,-73.6206,-73.6206,-78.9843151383,57.4675,1.0,-78.9843151383,0.00333333,5.43914e-20,500,-78.9843151383,4890.06168934,500.0,1.0,112.63,,299.999969474,0.00333333,4890.06168934,2,1.0,0.00333333,1.0
100,1.0,-71.1043,-71.1043,-63.555291661,50.1928,1.0,-63.555291661,0.0025,5.4346e-20,500,-63.555291661,94.682506834,500.0,1.0,93.52,,400.0,0.0025,94.682506834,2,1.0,0.0025,1.0
100,1.0,-70.5336,-70.5336,-68.250769138,47.6983,1.0,-68.250769138,0.002,5.43187e-20,500,-68.250769138,1304.919324,500.0,1.0,99.84,,500.000006643,0.002,1304.919324,1,1.0,0.002,1.0
100,1.0,-74.1605,-74.1605,-74.1604691318,60.8807,1.0,-74.1604691318,0.01,3.50449e-18,500,-74.1604691318,3743.89517721,500.0,1.0,105.88,,100.0,0.01,3743.89517721,2,1.0,0.01,1.0
100,1.0,-73.8125,-73.8125,-73.4645847885,60.9121,1.0,-73.4645847885,0.005,2.1793e-19,500,-73.4645847885,3751.39076754,500.0,1.0,105.09,,200.000000102,0.005,3751.39076754,2,1.0,0.005,1.0
100,1.0,-72.9749,-72.9749,-71.2995116711,57.5686,1.0,-71.2995116711,0.00333333,5.43914e-20,500,-71.2995116711,2543.06301019,500.0,1.0,102.94,,299.999969474,0.00333333,2543.06301019,2,1.0,0.00333333,1.0
100,1.0,-75.0057,-75.0057,-81.09811269,63.2189,1.0,-81.09811269,0.0025,5.4346e-20,500,-81.09811269,6055.16737645,500.0,1.0,113.64,,400.0,0.0025,6055.16737645,2,1.0,0.0025,1.0
100,1.0,-73.5306,-73.5306,-67.6302120039,58.888,1.0,-67.6302120039,0.002,5.43187e-20,500,-67.6302120039,1322.1509124,500.0,1.0,98.63,,500.000006643,0.002,1322.1509124,1,1.0,0.002,1.0
100,1.0,-74.2844,-74.2844,-74.2843652399,60.9635,1.0,-74.2843652399,0.01,3.50449e-18,500,-74.2843652399,3754.09208026,500.0,1.0,106.38,,100.0,0.01,3754.09208026,2,1.0,0.01,1.0
100,1.0,-76.6617,-76.6617,-79.0391310036,65.3704,1.0,-79.0391310036,0.005,2.1793e-19,500,-79.0391310036,4867.39241464,500.0,1.0,112.02,,200.000000102,0.005,4867.39241464,2,1.0,0.005,1.0
100,1.0,-73.7181,-73.7181,-67.8307556581,57.4578,1.0,-67.8307556581,0.00333333,5.43914e-20,500,-67.8307556581,1318.80702254,500.0,1.0,99.22,,299.999969474,0.00333333,1318.80702254,2,1.0,0.00333333,1.0
100,1.0,-71.2634,-71.2634,-63.8992946459,50.1095,1.0,-63.8992946459,0.0025,5.4346e-20,500,-63.8992946459,68.0380060346,500.0,1.0,94.3,,400.0,0.0025,68.0380060346,2,1.0,0.0025,1.0
100,1.0,-72.2354,-72.2354,-76.1232239546,54.6856,1.0,-76.1232239546,0.002,5.43187e-20,500,-76.1232239546,4939.23869647,500.0,1.0,107.43,,500.000006643,0.002,4939.23869647,1,1.0,0.002,1.0
100,1.0,-74.9067,-74.9067,-74.9067091088,60.6464,1.0,-74.9067091088,0.01,3.50449e-18,500,-74.9067091088,3715.13760614,500.0,1.0,107.11,,100.0,0.01,3715.13760614,2,1.0,0.01,1.0
100,1.0,-72.507,-72.507,-70.1072792284,55.7636,1.0,-70.1072792284,0.005,2.1793e-19,500,-70.1072792284,2555.19990059,500.0,1.0,100.66,,200.000000102,0.005,2555.19990059,2,1.0,0.005,1.0
100,1.0,-73.4152,-73.4152,-75.2314735281,57.5325,1.0,-75.2314735281,0.00333333,5.43914e-20,500,-75.2314735281,3743.31259127,500.0,1.0,107.79,,299.999969474,0.00333333,3743.31259127,2,1.0,0.00333333,1.0
100,1.0,-77.5547,-77.5547,-89.9732358322,67.5514,1.0,-89.9732358322,0.0025,5.4346e-20,500,-89.9732358322,8199.15702977,500.0,1.0,124.44,,400.0,0.0025,8199.15702977,2,1.0,0.0025,1.0
100,1.0,-76.3655,-76.3655,-71.6089167501,64.4747,1.0,-71.6089167501,0.002,5.43187e-20,500,-71.6089167501,2529.18968367,500.0,1.0,103.69,,500.000006643,0.002,2529.18968367,1,1.0,0.002,1.0
100,1.0,-80.7829,-80.7829,-80.7828911428,77.596,1.0,-80.7828911428,0.01,3.50449e-18,500,-80.7828911428,6081.95147912,500.0,1.0,113.98,,100.0,0.01,6081.95147912,2,1.0,0.01,1.0
100,1.0,-76.0889,-76.0889,-71.3949423225,65.4708,1.0,-71.3949423225,0.005,2.1793e-19,500,-71.3949423225,2532.98277774,500.0,1.0,103.37,,200.000000102,0.005,2532.98277774,2,1.0,0.005,1.0
100,1.0,-75.0523,-75.0523,-72.9790811048,64.0648,1.0,-72.9790811048,0.00333333,5.43914e-20,500,-72.9790811048,3771.29172477,500.0,1.0,104.07,,299.999969474,0.00333333,3771.29172477,2,1.0,0.00333333,1.0
100,1.0,-74.8408,-74.8408,-74.206110111,63.2637,1.0,-74.206110111,0.0025,5.4346e-20,500,-74.206110111,3733.0956295,500.0,1.0,105.65,,400.0,0.0025,3733.0956295,2,1.0,0.0025,1.0
100,1.0,-73.4028,-73.4028,-67.6509017107,58.9279,1.0,-67.6509017107,0.002,5.43187e-20,500,-67.6509017107,1325.18531255,500.0,1.0,98.45,,500.000006643,0.002,1325.18531255,1,1.0,0.002,1.0
100,1.0,-75.7454,-75.7454,-75.7453585567,60.7369,1.0,-75.7453585567,0.01,3.50449e-18,500,-75.7453585567,3726.23869823,500.0,1.0,108.93,,100.0,0.01,3726.23869823,2,1.0,0.01,1.0
100,1.0,-72.4179,-72.4179,-69.0904449832,50.0667,1.0,-69.0904449832,0.005,2.1793e-19,500,-69.0904449832,1315.38246758,500.0,1.0,101.13,,200.000000102,0.005,1315.38246758,2,1.0,0.005,1.0
100,1.0,-70.5903,-70.5903,-66.9351394923,45.9418,1.0,-66.9351394923,0.00333333,5.43914e-20,500,-66.9351394923,1311.67415257,500.0,1.0,97.53,,299.999969474,0.00333333,1311.67415257,2,1.0,0.00333333,1.0
100,1.0,-69.8495,-69.8495,-67.6272512743,43.7547,1.0,-67.6272512743,0.0025,5.4346e-20,500,-67.6272512743,1332.68961893,500.0,1.0,98.9,,400.0,0.0025,1332.68961893,2,1.0,0.0025,1.0
100,1.0,-69.9806,-69.9806,-70.504891234,45.1064,1.0,-70.504891234,0.002,5.43187e-20,500,-70.504891234,2540.0949199,500.0,1.0,101.69,,500.000006643,0.002,2540.0949199,1,1.0,0.002,1.0
100,1.0,-78.8009,-78.8009,-78.8009280023,69.549,1.0,-78.8009280023,0.01,3.50449e-18,500,-78.8009280023,4885.92852423,500.0,1.0,112.18,,100.0,0.01,4885.92852423,2,1.0,0.01,1.0
100,1.0,-71.5255,-71.5255,-64.2500725307,50.0621,1.0,-64.2500725307,0.005,2.1793e-19,500,-64.2500725307,70.1916681255,500.0,1.0,94.97,,200.000000102,0.005,70.1916681255,2,1.0,0.005,1.0
100,1.0,-71.6714,-71.6714,-71.9631514406,50.0819,1.0,-71.9631514406,0.00333333,5.43914e-20,500,-71.9631514406,2537.40906386,500.0,1.0,103.44,,299.999969474,0.00333333,2537.40906386,2,1.0,0.00333333,1.0
100,1.0,-73.5201,-73.5201,-79.0661652358,55.6994,1.0,-79.0661652358,0.0025,5.4346e-20,500,-79.0661652358,4893.02281192,500.0,1.0,112.89,,400.0,0.0025,4893.02281192,2,1.0,0.0025,1.0
100,1.0,-72.9427,-72.9427,-70.6333144465,54.6688,1.0,-70.6333144465,0.002,5.43187e-20,500,-70.6333144465,2552.57106085,500.0,1.0,102.3,,500.000006643,0.002,2552.57106085,1,1.0,0.002,1.0
100,1.0,-75.4704,-75.4704,-75.4704024702,60.4966,1.0,-75.4704024702,0.01,3.50449e-18,500,-75.4704024702,3696.81135477,500.0,1.0,108.24,,100.0,0.01,3696.81135477,2,1.0,0.01,1.0
100,1.0,-76.9191,-76.9191,-78.3678429949,65.1821,1.0,-78.3678429949,0.005,2.1793e-19,500,-78.3678429949,4882.18431672,500.0,1.0,111.01,,200.000000102,0.005,4882.18431672,2,1.0,0.005,1.0
100,1.0,-76.3584,-76.3584,-75.2369638547,63.7176,1.0,-75.2369638547,0.00333333,5.43914e-20,500,-75.2369638547,3717.67208495,500.0,1.0,107.71,,299.999969474,0.00333333,3717.67208495,2,1.0,0.00333333,1.0
100,1.0,-74.4053,-74.4053,-68.54617506,60.7913,1.0,-68.54617506,0.0025,5.4346e-20,500,-68.54617506,2582.60883979,500.0,1.0,98.47,,400.0,0.0025,2582.60883979,2,1.0,0.0025,1.0
100,1.0,-72.3892,-72.3892,-64.3245515957,54.6815,1.0,-64.3245515957,0.002,5.43187e-20,500,-64.3245515957,87.5614438389,500.0,1.0,95.21,,500.000006643,0.002,87.5614438389,1,1.0,0.002,1.0
100,1.0,-73.3105,-73.3105,-73.3105265623,60.9233,1.0,-73.3105265623,0.01,3.50449e-18,500,-73.3105265623,3749.1453531,500.0,1.0,104.84,,100.0,0.01,3749.1453531,2,1.0,0.01,1.0
100,1.0,-74.1521,-74.1521,-74.9936509877,60.7892,1.0,-74.9936509877,0.005,2.1793e-19,500,-74.9936509877,3714.74106215,500.0,1.0,107.03,,200.000000102,0.005,3714.74106215,2,1.0,0.005,1.0
100,1.0,-74.1836,-74.1836,-74.2465531352,60.7989,1.0,-74.2465531352,0.00333333,5.43914e-20,500,-74.2465531352,3736.22206433,500.0,1.0,105.81,,299.999969474,0.00333333,3736.22206433,2,1.0,0.00333333,1.0
100,1.0,-73.5599,-73.5599,-71.6889888451,58.3356,1.0,-71.6889888451,0.0025,5.4346e-20,500,-71.6889888451,2543.39399373,500.0,1.0,103.79,,400.0,0.0025,2543.39399373,2,1.0,0.0025,1.0
100,1.0,-74.3538,-74.3538,-77.5293328725,60.7995,1.0,-77.5293328725,0.002,5.43187e-20,500,-77.5293328725,4907.18073746,500.0,1.0,109.77,,500.000006643,0.002,4907.18073746,1,1.0,0.002,1.0
100,1.0,-70.5054,-70.5054,-70.5053803726,50.1027,1.0,-70.5053803726,0.01,3.50449e-18,500,-70.5053803726,2535.63227995,500.0,1.0,101.37,,100.0,0.01,2535.63227995,2,1.0,0.01,1.0
100,1.0,-69.5774,-69.5774,-68.6495084667,43.6065,1.0,-68.6495084667,0.005,2.1793e-19,500,-68.6495084667,1304.09451786,500.0,1.0,100.7,,200.000000102,0.005,1304.09451786,2,1.0,0.005,1.0
100,1.0,-72.121,-72.121,-77.2081073296,53.9238,1.0,-77.2081073296,0.00333333,5.43914e-20,500,-77.2081073296,4930.76320963,500.0,1.0,109.07,,299.999969474,0.00333333,4930.76320963,2,1.0,0.00333333,1.0
100,1.0,-72.5626,-72.5626,-73.8872508776,55.7671,1.0,-73.8872508776,0.0025,5.4346e-20,500,-73.8872508776,3751.71411913,500.0,1.0,105.11,,400.0,0.0025,3751.71411913,2,1.0,0.0025,1.0
100,1.0,-72.2499,-72.2499,-70.9993124901,54.6681,1.0,-70.9993124901,0.002,5.43187e-20,500,-70.9993124901,2526.45321127,500.0,1.0,102.14,,500.000006643,0.002,2526.45321127,1,1.0,0.002,1.0
