IterType,AvgEpLen,VarRet,MinNormIw,AvgNormIw,Bound,VarDiscRet,VarNormIw,ESSRenyi,VanillaAvgRet,MaxVanillaIw,EpsThisIter,AvgVanillaIw,eRenyi2,MaxNormIw,AvgRet,BatchSize,Delta,VarJ,ESSClassic,MinVanillaIw,J,AvgDiscRet,VarVanillaIw
2,500.0,0.019923467345591358,0.01,0.009999998,4999.843,0.019923467345591358,3.5044917e-18,500.0,4999.842790113606,1.0,100,1.0,1.0,0.01,4999.842790113606,500,1.0,0.14043508,100.0,1.0,4999.843,4999.842790113606,
2,490.04,492945.1006734929,0.005,0.0049999994,4949.9453,492945.1006734929,2.179301e-19,500.0,4900.048211694742,1.0,100,1.0,1.0,0.005,4900.048211694742,500,1.0,496.48526,200.00000010221265,1.0,4949.9453,4900.048211694742,
2,490.02,494920.0699504811,0.0033333334,0.0033333336,4933.2485,494920.0699504811,5.4391416e-20,500.0,4899.8542314711385,1.0,100,1.0,1.0,0.0033333334,4899.8542314711385,500,1.0,572.89874,299.999969473632,1.0,4933.2485,4899.8542314711385,
2,500.0,0.018428288274739704,0.0025,0.0024999997,4949.903,0.018428288274739704,5.434597e-20,500.0,4999.864589317932,1.0,100,1.0,1.0,0.0025,4999.864589317932,500,1.0,496.98267,400.0,1.0,4949.903,4999.864589317932,
1,495.02,248990.26867744196,0.002,0.0020000003,4949.918,248990.26867744196,5.431875e-20,500.0,4949.975099832011,1.0,100,1.0,1.0,0.002,4949.975099832011,500,1.0,496.88382,500.00000664260017,1.0,4949.918,4949.975099832011,
2,500.0,0.015336724204537274,0.01,0.009999998,4999.8477,0.015336724204537274,3.5044917e-18,500.0,4999.848313053579,1.0,100,1.0,1.0,0.01,4999.848313053579,500,1.0,0.123231545,100.0,1.0,4999.8477,4999.848313053579,
2,490.04,492946.07361731224,0.005,0.0049999994,4949.95,492946.07361731224,2.179301e-19,500.0,4900.052761813721,1.0,100,1.0,1.0,0.005,4900.052761813721,500,1.0,496.48578,200.00000010221265,1.0,4949.95,4900.052761813721,
2,495.02,248985.9318003549,0.0033333334,0.0033333336,4949.9443,248985.9318003549,5.4391416e-20,500.0,4949.93117395055,1.0,100,1.0,1.0,0.0033333334,4949.93117395055,500,1.0,496.48508,299.999969473632,1.0,4949.9443,4949.93117395055,
2,490.03,493931.6953664334,0.0025,0.0024999997,4937.445,493931.6953664334,5.434597e-20,500.0,4899.946651630182,1.0,100,1.0,1.0,0.0025,4899.946651630182,500,1.0,554.60785,400.0,1.0,4937.445,4899.946651630182,
1,490.02,494924.03978312854,0.002,0.0020000003,4929.931,494924.03978312854,5.431875e-20,500.0,4899.87392065655,1.0,100,1.0,1.0,0.002,4899.87392065655,500,1.0,586.76465,500.00000664260017,1.0,4929.931,4899.87392065655,
2,485.05,732852.8355319931,0.01,0.009999998,4850.061,732852.8355319931,3.5044917e-18,500.0,4850.060885846262,1.0,100,1.0,1.0,0.01,4850.060885846262,500,1.0,851.77716,100.0,1.0,4850.061,4850.060885846262,
2,495.01,249985.24270118377,0.005,0.0049999994,4899.957,249985.24270118377,2.179301e-19,500.0,4949.853723374206,1.0,100,1.0,1.0,0.005,4949.853723374206,500,1.0,699.2814,200.00000010221265,1.0,4899.957,4949.853723374206,
2,490.03,493929.8388619803,0.0033333334,0.0033333336,4899.9507,493929.8388619803,5.4391416e-20,500.0,4899.9378768326505,1.0,100,1.0,1.0,0.0033333334,4899.9378768326505,500,1.0,699.2805,299.999969473632,1.0,4899.9507,4899.9378768326505,
2,490.04,492945.728871971,0.0025,0.0024999997,4899.976,492945.728871971,5.434597e-20,500.0,4900.050808973328,1.0,100,1.0,1.0,0.0025,4900.050808973328,500,1.0,699.10583,400.0,1.0,4899.976,4900.050808973328,
1,480.06,967710.594241788,0.002,0.0020000003,4879.995,967710.594241788,5.431875e-20,500.0,4800.068719477459,1.0,100,1.0,1.0,0.002,4800.068719477459,500,1.0,764.33167,500.00000664260017,1.0,4879.995,4800.068719477459,
2,500.0,0.019249385627261733,0.01,0.009999998,4999.849,0.019249385627261733,3.5044917e-18,500.0,4999.849317661034,1.0,100,1.0,1.0,0.01,4999.849317661034,500,1.0,0.13808611,100.0,1.0,4999.849,4999.849317661034,
2,485.05,732849.7927226799,0.005,0.0049999994,4924.9507,732849.7927226799,2.179301e-19,500.0,4850.052067156109,1.0,100,1.0,1.0,0.005,4850.052067156109,500,1.0,606.9353,200.00000010221265,1.0,4924.9507,4850.052067156109,
2,495.02,248988.13125164306,0.0033333334,0.0033333336,4933.285,248988.13125164306,5.4391416e-20,500.0,4949.953588729108,1.0,100,1.0,1.0,0.0033333334,4949.953588729108,500,1.0,572.61273,299.999969473632,1.0,4933.285,4949.953588729108,
2,500.0,0.015278446431123414,0.0025,0.0024999997,4949.933,0.015278446431123414,5.434597e-20,500.0,4999.879217412542,1.0,100,1.0,1.0,0.0025,4999.879217412542,500,1.0,496.73483,400.0,1.0,4949.933,4999.879217412542,
1,495.01,249985.01357494932,0.002,0.0020000003,4949.917,249985.01357494932,5.431875e-20,500.0,4949.851490726957,1.0,100,1.0,1.0,0.002,4949.851490726957,500,1.0,496.88376,500.00000664260017,1.0,4949.917,4949.851490726957,
2,485.05,732858.1087506505,0.01,0.009999998,4850.079,732858.1087506505,3.5044917e-18,500.0,4850.07920911779,1.0,100,1.0,1.0,0.01,4850.07920911779,500,1.0,851.78015,100.0,1.0,4850.079,4850.07920911779,
2,495.02,248986.87205174318,0.005,0.0049999994,4900.01,248986.87205174318,2.179301e-19,500.0,4949.940576592081,1.0,100,1.0,1.0,0.005,4949.940576592081,500,1.0,698.9323,200.00000010221265,1.0,4900.01,4949.940576592081,
2,500.0,0.017623166767478174,0.0033333334,0.0033333336,4933.2896,0.017623166767478174,5.4391416e-20,500.0,4999.849736039967,1.0,100,1.0,1.0,0.0033333334,4999.849736039967,500,1.0,572.6133,299.999969473632,1.0,4933.2896,4999.849736039967,
2,490.03,493934.6732570581,0.0025,0.0024999997,4924.9575,493934.6732570581,5.434597e-20,500.0,4899.96221282974,1.0,100,1.0,1.0,0.0025,4899.96221282974,500,1.0,606.9363,400.0,1.0,4924.9575,4899.96221282974,
1,480.05,968676.6668380314,0.002,0.0020000003,4899.96,968676.6668380314,5.431875e-20,500.0,4799.967103665136,1.0,100,1.0,1.0,0.002,4799.967103665136,500,1.0,699.28174,500.00000664260017,1.0,4899.96,4799.967103665136,
2,490.03,493932.5714569663,0.01,0.009999998,4899.9517,493932.5714569663,3.5044917e-18,500.0,4899.95160348939,1.0,100,1.0,1.0,0.01,4899.95160348939,500,1.0,699.2806,100.0,1.0,4899.9517,4899.95160348939,
2,495.01,249986.50412999475,0.005,0.0049999994,4924.9087,249986.50412999475,2.179301e-19,500.0,4949.866206517886,1.0,100,1.0,1.0,0.005,4949.866206517886,500,1.0,607.3408,200.00000010221265,1.0,4924.9087,4949.866206517886,
2,480.06,967717.2656198934,0.0033333334,0.0033333336,4883.3013,967717.2656198934,5.4391416e-20,500.0,4800.085506477876,1.0,100,1.0,1.0,0.0033333334,4800.085506477876,500,1.0,754.1337,299.999969473632,1.0,4883.3013,4800.085506477876,
2,500.0,0.018306982985283948,0.0025,0.0024999997,4912.4443,0.018306982985283948,5.434597e-20,500.0,4999.873341488595,1.0,100,1.0,1.0,0.0025,4999.873341488595,500,1.0,655.04675,400.0,1.0,4912.4443,4999.873341488595,
1,490.02,494924.22899420024,0.002,0.0020000003,4909.9307,494924.22899420024,5.431875e-20,500.0,4899.874854665284,1.0,100,1.0,1.0,0.002,4899.874854665284,500,1.0,664.296,500.00000664260017,1.0,4909.9307,4899.874854665284,
2,495.02,248987.81767142203,0.01,0.009999998,4949.949,248987.81767142203,3.5044917e-18,500.0,4949.9491265878605,1.0,100,1.0,1.0,0.01,4949.9491265878605,500,1.0,496.4856,100.0,1.0,4949.949,4949.9491265878605,
2,500.0,0.018558241347871523,0.005,0.0049999994,4974.905,0.018558241347871523,2.179301e-19,500.0,4999.861113581696,1.0,100,1.0,1.0,0.005,4999.861113581696,500,1.0,351.95425,200.00000010221265,1.0,4974.905,4999.861113581696,
2,490.03,493930.35465603624,0.0033333334,0.0033333336,4949.917,493930.35465603624,5.4391416e-20,500.0,4899.9399769343845,1.0,100,1.0,1.0,0.0033333334,4899.9399769343845,500,1.0,496.81693,299.999969473632,1.0,4949.917,4899.9399769343845,
2,490.04,492945.64964768564,0.0025,0.0024999997,4937.4507,492945.64964768564,5.434597e-20,500.0,4900.051343723836,1.0,100,1.0,1.0,0.0025,4900.051343723836,500,1.0,554.60846,400.0,1.0,4937.4507,4900.051343723836,
1,495.01,249987.17618955337,0.002,0.0020000003,4939.935,249987.17618955337,5.431875e-20,500.0,4949.872912515913,1.0,100,1.0,1.0,0.002,4949.872912515913,500,1.0,543.6861,500.00000664260017,1.0,4939.935,4949.872912515913,
2,500.0,0.02409733127788772,0.01,0.009999998,4999.8433,0.02409733127788772,3.5044917e-18,500.0,4999.843176598222,1.0,100,1.0,1.0,0.01,4999.843176598222,500,1.0,0.15447389,100.0,1.0,4999.8433,4999.843176598222,
2,490.03,493936.49836940813,0.005,0.0049999994,4949.9067,493936.49836940813,2.179301e-19,500.0,4899.970456087083,1.0,100,1.0,1.0,0.005,4899.970456087083,500,1.0,496.9831,200.00000010221265,1.0,4949.9067,4899.970456087083,
2,475.07,1197513.8828181066,0.0033333334,0.0033333336,4883.2935,1197513.8828181066,5.4391416e-20,500.0,4750.0657919008345,1.0,100,1.0,1.0,0.0033333334,4750.0657919008345,500,1.0,754.1325,299.999969473632,1.0,4883.2935,4750.0657919008345,
2,470.08,1422265.6687579069,0.0025,0.0024999997,4837.4854,1422265.6687579069,5.434597e-20,500.0,4700.06179880605,1.0,100,1.0,1.0,0.0025,4700.06179880605,500,1.0,885.91345,400.0,1.0,4837.4854,4700.06179880605,
1,495.01,249985.06057261626,0.002,0.0020000003,4859.959,249985.06057261626,5.431875e-20,500.0,4949.851886708659,1.0,100,1.0,1.0,0.002,4949.851886708659,500,1.0,824.2521,500.00000664260017,1.0,4859.959,4949.851886708659,
2,490.03,493937.70909498,0.01,0.009999998,4899.9766,493937.70909498,3.5044917e-18,500.0,4899.976578650937,1.0,100,1.0,1.0,0.01,4899.976578650937,500,1.0,699.2841,100.0,1.0,4899.9766,4899.976578650937,
2,490.03,493933.4830550109,0.005,0.0049999994,4899.9663,493933.4830550109,2.179301e-19,500.0,4899.9560448462835,1.0,100,1.0,1.0,0.005,4899.9560448462835,500,1.0,699.2827,200.00000010221265,1.0,4899.9663,4899.9560448462835,
2,470.08,1422257.676624439,0.0033333334,0.0033333336,4833.3267,1422257.676624439,5.4391416e-20,500.0,4700.0485959320185,1.0,100,1.0,1.0,0.0033333334,4700.0485959320185,500,1.0,896.78546,299.999969473632,1.0,4833.3267,4700.0485959320185,
2,495.01,249985.85574246568,0.0025,0.0024999997,4862.4604,249985.85574246568,5.434597e-20,500.0,4949.859793456978,1.0,100,1.0,1.0,0.0025,4949.859793456978,500,1.0,817.05927,400.0,1.0,4862.4604,4949.859793456978,
1,480.06,967705.3511702002,0.002,0.0020000003,4849.9795,967705.3511702002,5.431875e-20,500.0,4800.056183992986,1.0,100,1.0,1.0,0.002,4800.056183992986,500,1.0,852.2309,500.00000664260017,1.0,4849.9795,4800.056183992986,
2,490.04,492942.4399053652,0.01,0.009999998,4900.0356,492942.4399053652,3.5044917e-18,500.0,4900.035508416846,1.0,100,1.0,1.0,0.01,4900.035508416846,500,1.0,698.5793,100.0,1.0,4900.0356,4900.035508416846,
2,490.04,492944.3716997183,0.005,0.0049999994,4900.04,492944.3716997183,2.179301e-19,500.0,4900.044970543697,1.0,100,1.0,1.0,0.005,4900.044970543697,500,1.0,698.5799,200.00000010221265,1.0,4900.04,4900.044970543697,
2,495.01,249986.84148624475,0.0033333334,0.0033333336,4916.6504,249986.84148624475,5.4391416e-20,500.0,4949.86954656985,1.0,100,1.0,1.0,0.0033333334,4949.86954656985,500,1.0,639.05396,299.999969473632,1.0,4916.6504,4949.86954656985,
2,485.03,734805.9746549414,0.0025,0.0024999997,4899.9526,734805.9746549414,5.434597e-20,500.0,4849.859661080514,1.0,100,1.0,1.0,0.0025,4849.859661080514,500,1.0,699.2807,400.0,1.0,4899.9526,4849.859661080514,
1,495.02,248988.23714808127,0.002,0.0020000003,4909.9526,248988.23714808127,5.431875e-20,500.0,4949.9539933392025,1.0,100,1.0,1.0,0.002,4949.9539933392025,500,1.0,663.99884,500.00000664260017,1.0,4909.9526,4949.9539933392025,
2,485.03,734807.3875262811,0.01,0.009999998,4849.864,734807.3875262811,3.5044917e-18,500.0,4849.8643210942255,1.0,100,1.0,1.0,0.01,4849.8643210942255,500,1.0,852.9122,100.0,1.0,4849.864,4849.8643210942255,
2,485.04,733834.6809806044,0.005,0.0049999994,4849.921,733834.6809806044,2.179301e-19,500.0,4849.977972449333,1.0,100,1.0,1.0,0.005,4849.977972449333,500,1.0,852.62994,200.00000010221265,1.0,4849.921,4849.977972449333,
2,485.04,733828.6048929757,0.0033333334,0.0033333336,4849.9326,733828.6048929757,5.4391416e-20,500.0,4849.957551347532,1.0,100,1.0,1.0,0.0033333334,4849.957551347532,500,1.0,852.53467,299.999969473632,1.0,4849.9326,4849.957551347532,
2,500.0,0.022523533402602408,0.0025,0.0024999997,4887.412,0.022523533402602408,5.434597e-20,500.0,4999.849221537145,1.0,100,1.0,1.0,0.0025,4999.849221537145,500,1.0,741.165,400.0,1.0,4887.412,4999.849221537145,
1,480.06,967709.7400038711,0.002,0.0020000003,4869.944,967709.7400038711,5.431875e-20,500.0,4800.06646086521,1.0,100,1.0,1.0,0.002,4800.06646086521,500,1.0,795.1652,500.00000664260017,1.0,4869.944,4800.06646086521,
2,485.05,732857.9876179692,0.01,0.009999998,4850.079,732857.9876179692,3.5044917e-18,500.0,4850.079119847729,1.0,100,1.0,1.0,0.01,4850.079119847729,500,1.0,851.78015,100.0,1.0,4850.079,4850.079119847729,
2,495.02,248989.13801448865,0.005,0.0049999994,4900.0215,248989.13801448865,2.179301e-19,500.0,4949.963696799111,1.0,100,1.0,1.0,0.005,4949.963696799111,500,1.0,698.93384,200.00000010221265,1.0,4900.0215,4949.963696799111,
2,495.01,249985.40570156724,0.0033333334,0.0033333336,4916.6333,249985.40570156724,5.4391416e-20,500.0,4949.855304983955,1.0,100,1.0,1.0,0.0033333334,4949.855304983955,500,1.0,639.31165,299.999969473632,1.0,4916.6333,4949.855304983955,
