AvgVanillaIw,MinVanillaIw,Delta,VarDiscRet,AvgRet,J,MaxNormIw,ESSRenyi,MinNormIw,AvgDiscRet,Bound,eRenyi2,EpsThisIter,AvgEpLen,VarRet,MaxVanillaIw,AvgNormIw,VarNormIw,ESSClassic,VanillaAvgRet,VarVanillaIw,BatchSize,VarJ,IterType
1.0,1.0,1.0,492790.54005119,4899.282017204148,4799.409,0.0033333334,500.0,0.0033333334,4899.282017204148,4799.409,1.0,100,490.04,492790.54005119,1.0,0.0033333336,5.4391416e-20,299.999969473632,4899.282017204148,,500,978.14777,2
1.0,1.0,1.0,1420867.950949141,4699.4172593776775,4774.4106,0.0025,500.0,0.0025,4699.4172593776775,4774.4106,1.0,100,470.09,1420867.950949141,1.0,0.0024999997,5.434597e-20,400.0,4699.4172593776775,,500,1034.949,2
0.95517904,0.06748906,1.0,734570.0817643431,4849.081156509867,4873.8203,0.011765739,165.06067527512053,0.00014131186,4849.081156509867,4873.8203,3.029189,100,485.03,734570.0817643431,5.6191936,0.002,2.1749995e-06,324.1149806827643,4849.081156509867,0.49609947,500,689.07404,1
1.0,1.0,1.0,1422765.9381361068,4699.22529496286,4699.2256,0.01,500.0,0.01,4699.22529496286,4699.2256,1.0,100,470.07,1422765.9381361068,1.0,0.009999998,3.5044917e-18,100.0,4699.22529496286,,500,1186.8186,2
1.0,1.0,1.0,967401.8195000596,4799.303317575555,4749.264,0.005,500.0,0.005,4799.303317575555,4749.264,1.0,100,480.06,967401.8195000596,1.0,0.0049999994,2.179301e-19,200.00000010221265,4799.303317575555,,500,1088.8696,2
1.0,1.0,1.0,493782.02778869483,4899.205548835898,4799.245,0.0033333334,500.0,0.0033333334,4899.205548835898,4799.245,1.0,100,490.03,493782.02778869483,1.0,0.0033333336,5.4391416e-20,299.999969473632,4899.205548835898,,500,978.9631,2
1.0,1.0,1.0,238064.20436641085,4950.265778029341,4837.0,0.0025,500.0,0.0025,4950.265778029341,4837.0,1.0,100,495.13,238064.20436641085,1.0,0.0024999997,5.434597e-20,400.0,4950.265778029341,,500,884.2928,2
1.8272703,7.640189e-19,1.0,1196179.1101415225,4749.41616324772,4975.362,0.050587144,9.04268992429148,8.362407e-22,4749.41616324772,4975.362,55.29328,100,475.08,1196179.1101415225,46.218193,0.002,2.6915388e-05,64.80553946968482,4749.41616324772,22.467064,500,318.71783,1
1.0,1.0,1.0,732621.0635870398,4849.295417439774,4849.2954,0.01,500.0,0.01,4849.295417439774,4849.2954,1.0,100,485.05,732621.0635870398,1.0,0.009999998,3.5044917e-18,100.0,4849.295417439774,,500,851.6424,2
1.0,1.0,1.0,2257494.882988448,4500.751441103868,4675.0234,0.005,500.0,0.005,4500.751441103868,4675.0234,1.0,100,450.26,2257494.882988448,1.0,0.0049999994,2.179301e-19,200.00000010221265,4500.751441103868,,500,1229.015,2
1.0,1.0,1.0,249906.96074865718,4949.078771016695,4766.3755,0.0033333334,500.0,0.0033333334,4949.078771016695,4766.3755,1.0,100,495.01,249906.96074865718,1.0,0.0033333336,5.4391416e-20,299.999969473632,4949.078771016695,,500,1051.7343,2
1.0,1.0,1.0,1198100.6218533632,4749.232843729274,4762.09,0.0025,500.0,0.0025,4749.232843729274,4762.09,1.0,100,475.06,1198100.6218533632,1.0,0.0024999997,5.434597e-20,400.0,4749.232843729274,,500,1061.2227,2
1.0,1.0,1.0,1852335.1178512925,4599.741566094155,4729.6206,0.002,500.0,0.002,4599.741566094155,4729.6206,1.0,100,460.14,1852335.1178512925,1.0,0.0020000003,5.431875e-20,500.00000664260017,4599.741566094155,,500,1127.8009,1
1.0,1.0,1.0,1419924.5550362198,4699.521565573855,4699.522,0.01,500.0,0.01,4699.521565573855,4699.522,1.0,100,470.1,1419924.5550362198,1.0,0.009999998,3.5044917e-18,100.0,4699.521565573855,,500,1185.6328,2
1.0,1.0,1.0,1854183.0031598385,4599.535722052769,4649.5283,0.005,500.0,0.005,4599.535722052769,4649.5283,1.0,100,460.12,1854183.0031598385,1.0,0.0049999994,2.179301e-19,200.00000010221265,4599.535722052769,,500,1274.0417,2
1.0,1.0,1.0,1639583.5901270423,4649.536274058006,4649.531,0.0033333334,500.0,0.0033333334,4649.536274058006,4649.531,1.0,100,465.11,1639583.5901270423,1.0,0.0033333336,5.4391416e-20,299.999969473632,4649.536274058006,,500,1274.0425,2
1.0,1.0,1.0,2268250.279604789,4499.55516652054,4612.037,0.0025,500.0,0.0025,4499.55516652054,4612.037,1.0,100,450.14,2268250.279604789,1.0,0.0024999997,5.434597e-20,400.0,4499.55516652054,,500,1335.2893,2
1.0,1.0,1.0,967402.8109070336,4799.306424790853,4649.4917,0.002,500.0,0.002,4799.306424790853,4649.4917,1.0,100,480.06,967402.8109070336,1.0,0.0020000003,5.431875e-20,500.00000664260017,4799.306424790853,,500,1274.1881,1
1.0,1.0,1.0,722976.0974670022,4850.300132559112,4850.3,0.01,500.0,0.01,4850.300132559112,4850.3,1.0,100,485.15,722976.0974670022,1.0,0.009999998,3.5044917e-18,100.0,4850.300132559112,,500,846.01794,2
1.0,1.0,1.0,1186736.7188812115,4750.421372985766,4800.3604,0.005,500.0,0.005,4750.421372985766,4800.3604,1.0,100,475.18,1186736.7188812115,1.0,0.0049999994,2.179301e-19,200.00000010221265,4750.421372985766,,500,973.55115,2
1.0,1.0,1.0,1628466.6380108546,4650.73416249571,4750.4854,0.0033333334,500.0,0.0033333334,4650.73416249571,4750.4854,1.0,100,465.23,1628466.6380108546,1.0,0.0033333336,5.4391416e-20,299.999969473632,4650.73416249571,,500,1083.6222,2
1.0,1.0,1.0,965468.4714719899,4799.503123985636,4762.7393,0.0025,500.0,0.0025,4799.503123985636,4762.7393,1.0,100,480.08,965468.4714719899,1.0,0.0024999997,5.434597e-20,400.0,4799.503123985636,,500,1058.3391,2
1.0,1.0,1.0,1196176.2890608693,4749.41042984532,4760.074,0.002,500.0,0.002,4749.41042984532,4760.074,1.0,100,475.08,1196176.2890608693,1.0,0.0020000003,5.431875e-20,500.00000664260017,4749.41042984532,,500,1064.395,1
1.0,1.0,1.0,1639575.8772757945,4649.525026091612,4649.5254,0.01,500.0,0.01,4649.525026091612,4649.5254,1.0,100,465.11,1639575.8772757945,1.0,0.009999998,3.5044917e-18,100.0,4649.525026091612,,500,1274.0408,2
1.0,1.0,1.0,1855117.1461887907,4599.445420234718,4624.4854,0.005,500.0,0.005,4599.445420234718,4624.4854,1.0,100,460.11,1855117.1461887907,1.0,0.0049999994,2.179301e-19,200.00000010221265,4599.445420234718,,500,1315.4847,2
1.0,1.0,1.0,1421818.9964852089,4699.324157325127,4649.431,0.0033333334,500.0,0.0033333334,4699.324157325127,4649.431,1.0,100,470.08,1421818.9964852089,1.0,0.0033333336,5.4391416e-20,299.999969473632,4699.324157325127,,500,1274.4065,2
1.0,1.0,1.0,1418974.6399006378,4699.616359464154,4661.9775,0.0025,500.0,0.0025,4699.616359464154,4661.9775,1.0,100,470.11,1418974.6399006378,1.0,0.0024999997,5.434597e-20,400.0,4699.616359464154,,500,1252.8975,2
1.0,1.0,1.0,1198084.656852594,4749.201240246217,4679.423,0.002,500.0,0.002,4749.201240246217,4679.423,1.0,100,475.06,1198084.656852594,1.0,0.0020000003,5.431875e-20,500.00000664260017,4749.201240246217,,500,1222.3911,1
1.0,1.0,1.0,1420873.0720369085,4699.425238627949,4699.425,0.01,500.0,0.01,4699.425238627949,4699.425,1.0,100,470.09,1420873.0720369085,1.0,0.009999998,3.5044917e-18,100.0,4699.425238627949,,500,1186.0288,2
1.0,1.0,1.0,493778.9960424653,4899.190077416265,4799.3076,0.005,500.0,0.005,4899.190077416265,4799.3076,1.0,100,490.03,493778.9960424653,1.0,0.0049999994,2.179301e-19,200.00000010221265,4899.190077416265,,500,978.6365,2
1.0,1.0,1.0,493779.43248208845,4899.193243870234,4832.603,0.0033333334,500.0,0.0033333334,4899.193243870234,4832.603,1.0,100,490.03,493779.43248208845,1.0,0.0033333336,5.4391416e-20,299.999969473632,4899.193243870234,,500,896.4656,2
1.0,1.0,1.0,1198091.7050850545,4749.215580607876,4811.756,0.0025,500.0,0.0025,4749.215580607876,4811.756,1.0,100,475.06,1198091.7050850545,1.0,0.0024999997,5.434597e-20,400.0,4749.215580607876,,500,948.9833,2
1.0000002,0.9999814,1.0,1186709.0431861335,4750.406731601691,4799.487,0.0020000224,500.0,0.0019999624,4750.406731601691,4799.487,1.0,100,475.18,1186709.0431861335,1.0000114,0.002,4.2634785e-17,499.9999338504155,4750.406731601691,1.06763105e-11,500,977.7647,1
1.0,1.0,1.0,1421816.8068336553,4699.32067256759,4699.321,0.01,500.0,0.01,4699.32067256759,4699.321,1.0,100,470.08,1421816.8068336553,1.0,0.009999998,3.5044917e-18,100.0,4699.32067256759,,500,1186.4226,2
1.0,1.0,1.0,1421811.877818489,4699.312117994115,4699.3164,0.005,500.0,0.005,4699.312117994115,4699.3164,1.0,100,470.08,1421811.877818489,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.312117994115,,500,1186.4215,2
1.0,1.0,1.0,1198086.1485865018,4749.204176472986,4715.946,0.0033333334,500.0,0.0033333334,4749.204176472986,4715.946,1.0,100,475.06,1198086.1485865018,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.204176472986,,500,1155.1273,2
1.0,1.0,1.0,1853262.1360305788,4599.643270806806,4686.8696,0.0025,500.0,0.0025,4599.643270806806,4686.8696,1.0,100,460.13,1853262.1360305788,1.0,0.0024999997,5.434597e-20,400.0,4599.643270806806,,500,1209.1144,2
1.0000001,0.9999919,1.0,1419926.867489207,4699.525694899584,4689.402,0.002000018,500.0,0.0019999836,4699.525694899584,4689.402,1.0,100,470.1,1419926.867489207,1.0000091,0.0020000003,1.2690054e-17,499.9999823785339,4699.525694899584,3.1587398e-12,500,1204.4651,1
1.0,1.0,1.0,1199047.848289887,4749.114644795271,4749.1147,0.01,500.0,0.01,4749.114644795271,4749.1147,1.0,100,475.05,1199047.848289887,1.0,0.009999998,3.5044917e-18,100.0,4749.114644795271,,500,1089.5216,2
1.0,1.0,1.0,1419930.1608421686,4699.530701629376,4724.3223,0.005,500.0,0.005,4699.530701629376,4724.3223,1.0,100,470.1,1419930.1608421686,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.530701629376,,500,1138.8629,2
1.0,1.0,1.0,966430.8706425849,4799.393785531801,4749.347,0.0033333334,500.0,0.0033333334,4799.393785531801,4749.347,1.0,100,480.07,966430.8706425849,1.0,0.0033333336,5.4391416e-20,299.999969473632,4799.393785531801,,500,1088.5068,2
1.0,1.0,1.0,1196179.1784852522,4749.415908570048,4749.364,0.0025,500.0,0.0025,4749.415908570048,4749.364,1.0,100,475.08,1196179.1784852522,1.0,0.0024999997,5.434597e-20,400.0,4749.415908570048,,500,1088.4344,2
1.0,1.0,1.0,1197132.484706633,4749.309622605437,4749.353,0.002,500.0,0.002,4749.309622605437,4749.353,1.0,100,475.07,1197132.484706633,1.0,0.0020000003,5.431875e-20,500.00000664260017,4749.309622605437,,500,1088.4778,1
1.0,1.0,1.0,955922.7748535929,4800.505729422513,4800.506,0.01,500.0,0.01,4800.505729422513,4800.506,1.0,100,480.18,955922.7748535929,1.0,0.009999998,3.5044917e-18,100.0,4800.505729422513,,500,972.81226,2
1.0,1.0,1.0,1629395.9449389842,4650.6248582085,4725.5654,0.005,500.0,0.005,4650.6248582085,4725.5654,1.0,100,465.22,1629395.9449389842,1.0,0.0049999994,2.179301e-19,200.00000010221265,4650.6248582085,,500,1133.7323,2
1.0,1.0,1.0,1197132.47744099,4749.310103566455,4733.4805,0.0033333334,500.0,0.0033333334,4749.310103566455,4733.4805,1.0,100,475.07,1197132.47744099,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.310103566455,,500,1118.963,2
1.0,1.0,1.0,734575.6363603774,4849.09949891795,4762.3853,0.0025,500.0,0.0025,4849.09949891795,4762.3853,1.0,100,485.03,734575.6363603774,1.0,0.0024999997,5.434597e-20,400.0,4849.09949891795,,500,1059.8927,2
1.0,1.0,1.0,1422760.731836768,4699.216489786913,4749.7515,0.002,500.0,0.002,4699.216489786913,4749.7515,1.0,100,470.07,1422760.731836768,1.0,0.0020000003,5.431875e-20,500.00000664260017,4699.216489786913,,500,1086.7582,1
1.0,1.0,1.0,1196178.7395215589,4749.415926451358,4749.416,0.01,500.0,0.01,4749.415926451358,4749.416,1.0,100,475.08,1196178.7395215589,1.0,0.009999998,3.5044917e-18,100.0,4749.415926451358,,500,1088.2173,2
1.0,1.0,1.0,0.005350016485148162,4999.067640665959,4874.2417,0.005,500.0,0.005,4999.067640665959,4874.2417,1.0,100,500.0,0.005350016485148162,1.0,0.0049999994,2.179301e-19,200.00000010221265,4999.067640665959,,500,779.5448,2
1.0,1.0,1.0,1419928.1702194777,4699.527208749853,4816.004,0.0033333334,500.0,0.0033333334,4699.527208749853,4816.004,1.0,100,470.1,1419928.1702194777,1.0,0.0033333336,5.4391416e-20,299.999969473632,4699.527208749853,,500,938.3423,2
1.0,1.0,1.0,1639585.9399350225,4649.539565660379,4774.387,0.0025,500.0,0.0025,4649.539565660379,4774.387,1.0,100,465.11,1639585.9399350225,1.0,0.0024999997,5.434597e-20,400.0,4649.539565660379,,500,1035.0642,2
1.0,1.0,1.0,1186732.231872326,4750.412090179674,4769.593,0.002,500.0,0.002,4750.412090179674,4769.593,1.0,100,475.18,1186732.231872326,1.0,0.0020000003,5.431875e-20,500.00000664260017,4750.412090179674,,500,1045.0604,1
1.0,1.0,1.0,967409.3662563591,4799.322552207996,4799.3228,0.01,500.0,0.01,4799.322552207996,4799.3228,1.0,100,480.06,967409.3662563591,1.0,0.009999998,3.5044917e-18,100.0,4799.322552207996,,500,978.63947,2
1.0,1.0,1.0,1198087.796565385,4749.207310452752,4774.265,0.005,500.0,0.005,4749.207310452752,4774.265,1.0,100,475.06,1198087.796565385,1.0,0.0049999994,2.179301e-19,200.00000010221265,4749.207310452752,,500,1035.6394,2
1.0,1.0,1.0,1196179.5162163482,4749.417192387458,4765.9824,0.0033333334,500.0,0.0033333334,4749.417192387458,4765.9824,1.0,100,475.08,1196179.5162163482,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.417192387458,,500,1053.5222,2
1.0,1.0,1.0,1420872.0020065666,4699.42316637413,4749.343,0.0025,500.0,0.0025,4699.42316637413,4749.343,1.0,100,470.09,1420872.0020065666,1.0,0.0024999997,5.434597e-20,400.0,4699.42316637413,,500,1088.5442,2
1.0,1.0,1.0,1422757.719983395,4699.211536763174,4739.3164,0.002,500.0,0.002,4699.211536763174,4739.3164,1.0,100,470.07,1422757.719983395,1.0,0.0020000003,5.431875e-20,500.00000664260017,4699.211536763174,,500,1109.0767,1
1.0,1.0,1.0,966434.1409205768,4799.401286198244,4799.4014,0.01,500.0,0.01,4799.401286198244,4799.4014,1.0,100,480.07,966434.1409205768,1.0,0.009999998,3.5044917e-18,100.0,4799.401286198244,,500,978.14606,2
1.0,1.0,1.0,492792.757316204,4899.292016235178,4849.3467,0.005,500.0,0.005,4899.292016235178,4849.3467,1.0,100,490.04,492792.757316204,1.0,0.0049999994,2.179301e-19,200.00000010221265,4899.292016235178,,500,851.35876,2
1.0,1.0,1.0,1422760.2249888887,4699.215529765326,4799.3027,0.0033333334,500.0,0.0033333334,4699.215529765326,4799.3027,1.0,100,470.07,1422760.2249888887,1.0,0.0033333336,5.4391416e-20,299.999969473632,4699.215529765326,,500,978.6356,2
1.0,1.0,1.0,1196174.079610786,4749.405819585544,4786.828,0.0025,500.0,0.0025,4749.405819585544,4786.828,1.0,100,475.08,1196174.079610786,1.0,0.0024999997,5.434597e-20,400.0,4749.405819585544,,500,1007.3805,2
1.0,1.0,1.0,1851402.0809853016,4599.833296799957,4749.43,0.002,500.0,0.002,4599.833296799957,4749.43,1.0,100,460.15,1851402.0809853016,1.0,0.0020000003,5.431875e-20,500.00000664260017,4599.833296799957,,500,1088.129,1
1.0,1.0,1.0,965470.0728503456,4799.507839329652,4799.508,0.01,500.0,0.01,4799.507839329652,4799.508,1.0,100,480.08,965470.0728503456,1.0,0.009999998,3.5044917e-18,100.0,4799.507839329652,,500,977.658,2
1.0,1.0,1.0,1419928.7522400853,4699.528629793015,4749.5186,0.005,500.0,0.005,4699.528629793015,4749.5186,1.0,100,470.1,1419928.7522400853,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.528629793015,,500,1087.7828,2
1.0,1.0,1.0,1411527.9835382663,4700.421029019301,4733.1523,0.0033333334,500.0,0.0033333334,4700.421029019301,4733.1523,1.0,100,470.19,1411527.9835382663,1.0,0.0033333336,5.4391416e-20,299.999969473632,4700.421029019301,,500,1120.3516,2
1.0,1.0,1.0,1197129.534658979,4749.304201136745,4737.1904,0.0025,500.0,0.0025,4749.304201136745,4737.1904,1.0,100,475.07,1197129.534658979,1.0,0.0024999997,5.434597e-20,400.0,4749.304201136745,,500,1112.5328,2
1.0,1.0,1.0,1196169.5637703955,4749.397613213933,4739.6323,0.002,500.0,0.002,4749.397613213933,4739.6323,1.0,100,475.08,1196169.5637703955,1.0,0.0020000003,5.431875e-20,500.00000664260017,4749.397613213933,,500,1107.7223,1
1.0,1.0,1.0,968364.0319871008,4799.193255041748,4799.1934,0.01,500.0,0.01,4799.193255041748,4799.1934,1.0,100,480.05,968364.0319871008,1.0,0.009999998,3.5044917e-18,100.0,4799.193255041748,,500,979.12225,2
1.0,1.0,1.0,966435.4519473965,4799.404193022886,4799.299,0.005,500.0,0.005,4799.404193022886,4799.299,1.0,100,480.07,966435.4519473965,1.0,0.0049999994,2.179301e-19,200.00000010221265,4799.404193022886,,500,978.63464,2
1.0,1.0,1.0,967399.8873416601,4799.298893160141,4799.2983,0.0033333334,500.0,0.0033333334,4799.298893160141,4799.2983,1.0,100,480.06,967399.8873416601,1.0,0.0033333336,5.4391416e-20,299.999969473632,4799.298893160141,,500,978.63464,2
1.0,1.0,1.0,249905.68325838383,4949.066119248452,4836.74,0.0025,500.0,0.0025,4949.066119248452,4836.74,1.0,100,495.01,249905.68325838383,1.0,0.0024999997,5.434597e-20,400.0,4949.066119248452,,500,885.6363,2
1.0,1.0,1.0,1642387.7747116953,4649.229599336551,4799.238,0.002,500.0,0.002,4649.229599336551,4799.238,1.0,100,465.08,1642387.7747116953,1.0,0.0020000003,5.431875e-20,500.00000664260017,4649.229599336551,,500,978.928,1
1.0,1.0,1.0,732623.2986111516,4849.303562620928,4849.303,0.01,500.0,0.01,4849.303562620928,4849.303,1.0,100,485.05,732623.2986111516,1.0,0.009999998,3.5044917e-18,100.0,4849.303562620928,,500,851.6437,2
1.0,1.0,1.0,2063750.8864415053,4549.556800932403,4699.43,0.005,500.0,0.005,4549.556800932403,4699.43,1.0,100,455.13,2063750.8864415053,1.0,0.0049999994,2.179301e-19,200.00000010221265,4549.556800932403,,500,1186.03,2
1.0,1.0,1.0,968369.447948913,4799.206550194551,4732.689,0.0033333334,500.0,0.0033333334,4799.206550194551,4732.689,1.0,100,480.05,968369.447948913,1.0,0.0033333336,5.4391416e-20,299.999969473632,4799.206550194551,,500,1122.2979,2
1.0,1.0,1.0,1195222.250518177,4749.515315444604,4736.8955,0.0025,500.0,0.0025,4749.515315444604,4736.8955,1.0,100,475.09,1195222.250518177,1.0,0.0024999997,5.434597e-20,400.0,4749.515315444604,,500,1113.7931,2
1.0,1.0,1.0,1195222.2018163563,4749.51492402502,4739.4194,0.002,500.0,0.002,4749.51492402502,4739.4194,1.0,100,475.09,1195222.2018163563,1.0,0.0020000003,5.431875e-20,500.00000664260017,4749.51492402502,,500,1108.6512,1
1.0,1.0,1.0,1198090.4391528238,4749.212498387623,4749.2124,0.01,500.0,0.01,4749.212498387623,4749.2124,1.0,100,475.06,1198090.4391528238,1.0,0.009999998,3.5044917e-18,100.0,4749.212498387623,,500,1089.0865,2
1.0,1.0,1.0,2062829.8937975734,4549.651292786249,4649.4316,0.005,500.0,0.005,4549.651292786249,4649.4316,1.0,100,455.14,2062829.8937975734,1.0,0.0049999994,2.179301e-19,200.00000010221265,4549.651292786249,,500,1274.4064,2
1.0,1.0,1.0,1185773.6626643531,4750.507426300087,4683.124,0.0033333334,500.0,0.0033333334,4750.507426300087,4683.124,1.0,100,475.19,1185773.6626643531,1.0,0.0033333336,5.4391416e-20,299.999969473632,4750.507426300087,,500,1215.0378,2
1.0,1.0,1.0,1844089.7800742078,4600.630625007055,4662.501,0.0025,500.0,0.0025,4600.630625007055,4662.501,1.0,100,460.23,1844089.7800742078,1.0,0.0024999997,5.434597e-20,400.0,4600.630625007055,,500,1250.97,2
1.0,1.0,1.0,2267340.7145693973,4499.651614449935,4629.931,0.002,500.0,0.002,4499.651614449935,4629.931,1.0,100,450.15,2267340.7145693973,1.0,0.0020000003,5.431875e-20,500.00000664260017,4499.651614449935,,500,1305.8014,1
1.0,1.0,1.0,721994.8969194703,4850.385481124826,4850.3857,0.01,500.0,0.01,4850.385481124826,4850.3857,1.0,100,485.16,721994.8969194703,1.0,0.009999998,3.5044917e-18,100.0,4850.385481124826,,500,845.4436,2
1.0,1.0,1.0,1420868.7882467466,4699.418408647106,4774.902,0.005,500.0,0.005,4699.418408647106,4774.902,1.0,100,470.09,1420868.7882467466,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.418408647106,,500,1032.6738,2
1.0,1.0,1.0,1197135.3378321074,4749.315023494262,4766.3735,0.0033333334,500.0,0.0033333334,4749.315023494262,4766.3735,1.0,100,475.07,1197135.3378321074,1.0,0.0033333336,5.4391416e-20,299.999969473632,4749.315023494262,,500,1051.7336,2
1.0,1.0,1.0,493776.0637321051,4899.176364646296,4799.573,0.0025,500.0,0.0025,4899.176364646296,4799.573,1.0,100,490.03,493776.0637321051,1.0,0.0024999997,5.434597e-20,400.0,4899.176364646296,,500,977.30457,2
1.0,1.0,1.0,249906.6619338871,4949.0758251822,4829.4746,0.002,500.0,0.002,4949.0758251822,4829.4746,1.0,100,495.01,249906.6619338871,1.0,0.0020000003,5.431875e-20,500.00000664260017,4949.0758251822,,500,903.9674,1
1.0,1.0,1.0,2063745.9266321433,4549.551050926285,4549.5513,0.01,500.0,0.01,4549.551050926285,4549.5513,1.0,100,455.13,2063745.9266321433,1.0,0.009999998,3.5044917e-18,100.0,4549.551050926285,,500,1429.3734,2
1.0,1.0,1.0,1195220.6819419828,4749.512278916673,4649.5317,0.005,500.0,0.005,4749.512278916673,4649.5317,1.0,100,475.09,1195220.6819419828,1.0,0.0049999994,2.179301e-19,200.00000010221265,4749.512278916673,,500,1274.0427,2
1.0,1.0,1.0,1641447.1193636484,4649.323556374655,4649.4624,0.0033333334,500.0,0.0033333334,4649.323556374655,4649.4624,1.0,100,465.09,1641447.1193636484,1.0,0.0033333336,5.4391416e-20,299.999969473632,4649.323556374655,,500,1274.2843,2
1.0,1.0,1.0,732619.3012569605,4849.289455882283,4699.419,0.0025,500.0,0.0025,4849.289455882283,4699.419,1.0,100,485.05,732619.3012569605,1.0,0.0024999997,5.434597e-20,400.0,4849.289455882283,,500,1186.0273,2
1.0,1.0,1.0,1421813.385006598,4699.315136801952,4699.3984,0.002,500.0,0.002,4699.315136801952,4699.3984,1.0,100,470.08,1421813.385006598,1.0,0.0020000003,5.431875e-20,500.00000664260017,4699.315136801952,,500,1186.1061,1
1.0,1.0,1.0,1195224.9425309882,4749.520380500991,4749.5205,0.01,500.0,0.01,4749.520380500991,4749.5205,1.0,100,475.09,1195224.9425309882,1.0,0.009999998,3.5044917e-18,100.0,4749.520380500991,,500,1087.7833,2
1.0,1.0,1.0,1419928.7111066617,4699.528346895405,4724.5244,0.005,500.0,0.005,4699.528346895405,4724.5244,1.0,100,470.1,1419928.7111066617,1.0,0.0049999994,2.179301e-19,200.00000010221265,4699.528346895405,,500,1138.0359,2
1.0,1.0,1.0,494764.28635224863,4899.083105823891,4782.711,0.0033333334,500.0,0.0033333334,4899.083105823891,4782.711,1.0,100,490.02,494764.28635224863,1.0,0.0033333336,5.4391416e-20,299.999969473632,4899.083105823891,,500,1016.5927,2
1.0,1.0,1.0,1421822.0957244972,4699.32922654741,4761.865,0.0025,500.0,0.0025,4699.32922654741,4761.865,1.0,100,470.08,1421822.0957244972,1.0,0.0024999997,5.434597e-20,400.0,4699.32922654741,,500,1062.2148,2
1.0,1.0,1.0,1641448.2897768223,4649.325052354058,4739.3574,0.002,500.0,0.002,4649.325052354058,4739.3574,1.0,100,465.09,1641448.2897768223,1.0,0.0020000003,5.431875e-20,500.00000664260017,4649.325052354058,,500,1108.9065,1
1.0,1.0,1.0,967393.5035604499,4799.282858135335,4799.2827,0.01,500.0,0.01,4799.282858135335,4799.2827,1.0,100,480.06,967393.5035604499,1.0,0.009999998,3.5044917e-18,100.0,4799.282858135335,,500,978.6314,2
1.0,1.0,1.0,1185769.2332652118,4750.499066845831,4774.8906,0.005,500.0,0.005,4750.499066845831,4774.8906,1.0,100,475.19,1185769.2332652118,1.0,0.0049999994,2.179301e-19,200.00000010221265,4750.499066845831,,500,1032.6715,2
1.0,1.0,1.0,2457979.930902853,4450.667361446416,4666.8164,0.0033333334,500.0,0.0033333334,4450.667361446416,4666.8164,1.0,100,445.26,2457979.930902853,1.0,0.0033333336,5.4391416e-20,299.999969473632,4450.667361446416,,500,1243.1548,2
1.0,1.0,1.0,1196178.0345649188,4749.413897606067,4687.466,0.0025,500.0,0.0025,4749.413897606067,4687.466,1.0,100,475.08,1196178.0345649188,1.0,0.0024999997,5.434597e-20,400.0,4749.413897606067,,500,1206.8175,2
1.0,1.0,1.0,1197135.0125675655,4749.314722081957,4699.836,0.002,500.0,0.002,4749.314722081957,4699.836,1.0,100,475.07,1197135.0125675655,1.0,0.0020000003,5.431875e-20,500.00000664260017,4749.314722081957,,500,1184.3867,1
1.0,1.0,1.0,1197136.7293281364,4749.318644331514,4749.319,0.01,500.0,0.01,4749.318644331514,4749.319,1.0,100,475.07,1197136.7293281364,1.0,0.009999998,3.5044917e-18,100.0,4749.318644331514,,500,1088.653,2
1.0,1.0,1.0,1854190.062542086,4599.544836295764,4674.4316,0.005,500.0,0.005,4599.544836295764,4674.4316,1.0,100,460.12,1854190.062542086,1.0,0.0049999994,2.179301e-19,200.00000010221265,4599.544836295764,,500,1231.2655,2
1.0,1.0,1.0,248910.03600600077,4949.177662998605,4766.0137,0.0033333334,500.0,0.0033333334,4949.177662998605,4766.0137,1.0,100,495.02,248910.03600600077,1.0,0.0033333336,5.4391416e-20,299.999969473632,4949.177662998605,,500,1053.3713,2
1.0,1.0,1.0,2465929.6953124506,4449.774580336247,4686.954,0.0025,500.0,0.0025,4449.774580336247,4686.954,1.0,100,445.17,2465929.6953124506,1.0,0.0024999997,5.434597e-20,400.0,4449.774580336247,,500,1208.8269,2
1.0,1.0,1.0,1633121.6047049845,4650.225491185102,4679.6084,0.002,500.0,0.002,4650.225491185102,4679.6084,1.0,100,465.18,1633121.6047049845,1.0,0.0020000003,5.431875e-20,500.00000664260017,4650.225491185102,,500,1221.7135,1
1.0,1.0,1.0,1412473.5274782858,4700.318652398272,4700.3184,0.01,500.0,0.01,4700.318652398272,4700.3184,1.0,100,470.18,1412473.5274782858,1.0,0.009999998,3.5044917e-18,100.0,4700.318652398272,,500,1182.518,2
1.0,1.0,1.0,1852321.450703433,4599.7246857000755,4650.0215,0.005,500.0,0.005,4599.7246857000755,4650.0215,1.0,100,460.14,1852321.450703433,1.0,0.0049999994,2.179301e-19,200.00000010221265,4599.7246857000755,,500,1272.2434,2
1.0,1.0,1.0,1855100.6234862446,4599.42564300797,4633.1562,0.0033333334,500.0,0.0033333334,4599.42564300797,4633.1562,1.0,100,460.11,1855100.6234862446,1.0,0.0033333336,5.4391416e-20,299.999969473632,4599.42564300797,,500,1300.7002,2
