LearnableVariance,InitialReturnStd,InitialReturnMean,EmpiricalD2,VarianceInit,MeanIWNorm,MeanIW,MaxIWNorm,OptimizationReturnMean,EpLenMean,MinIWNorm,InitialReturnMin,OptimizationReturnMin,Iteration,ESSClassic,StdIWNorm,OptimizationReturnMax,InitialReturnMax,Bound,InitialBound,EpisodesSoFar,MinIW,ReturnStepMaxmin,EpRewMean,TimestepsSoFar,TimeElapsed,EpThisIter,StdIW,ReturnMeanIW,ReturnStepMax,Weights,MaxIW,J_sample_variance,MeanEntropy,ESSRenyi
True,10.788224,-388.10724,37.056488,-1,0.0062898975,0.6289898,0.04997685,19.83167,499.55,4.3838613e-06,-407.93893,,11,28.734392,0.009905642,94.54245,-313.39648,-330.2231,-401.7052,1100,0.00043838614,0.8546579,-388.1072669300437,549907,203.94994497299194,100,0.9905642,-247.44681,0.8546579,[ 0.173  0.549 -0.196],4.9976854,66728.95,1.1911464,2.6985826
True,7.1157975,-396.95374,1.0751576,-1,0.009819268,0.98192686,0.020270433,17.628975,500.0,0.0043445695,-414.58273,,12,92.57393,0.0027810882,36.70108,-377.88165,-404.35315,-410.7732,1200,0.43445694,0.8525989,-396.95376028373835,599907,222.43657207489014,100,0.2781088,-390.0238,0.8525989,[ 0.167  0.483 -0.228],2.0270433,167472.25,1.1877402,93.00961
True,6.5299964,-396.3013,8.865877,-1,0.008092492,0.80924916,0.06843629,17.42953,500.0,2.495035e-05,-413.73083,,13,35.712868,0.010857552,33.423492,-380.30734,-366.432,-410.0923,1300,0.002495035,0.8503313,-396.30131004542113,649907,242.36431455612183,100,1.0857552,-325.36835,0.8503313,[ 0.214  0.479 -0.231],6.843629,113353.8,1.2031125,11.2792
True,5.822572,-402.15738,18.827063,-1,0.0055865133,0.5586513,0.098233,11.851616,500.0,2.8015564e-05,-414.009,,14,19.74874,0.011261524,29.224579,-384.78442,-285.9403,-415.95767,1400,0.0028015564,0.84962624,-402.1573818016052,699907,261.6560935974121,100,1.1261523,-226.06058,0.84962624,[ 0.183  0.422 -0.216],9.8233,54250.055,1.2450598,5.311503
True,4.36258,-406.12454,29.186956,-1,0.006990838,0.6990838,0.12998523,9.335574,500.0,1.2520257e-05,-415.46014,,15,14.0113535,0.01731848,18.932495,-396.52765,-358.3647,-419.9732,1500,0.0012520257,0.8495971,-406.12457049906254,749907,280.7643029689789,100,1.7318479,-283.5473,0.8495971,[ 0.163  0.375 -0.174],12.998524,85560.38,1.1843907,3.426188
True,4.948411,-404.19702,44.251133,-1,0.006082399,0.60823995,0.044133376,9.83343,500.0,4.7751186e-05,-414.03046,,16,30.508936,0.009179644,21.91748,-392.11298,-337.74966,-417.99802,1600,0.0047751185,0.8497307,-404.1970286935568,799907,300.42116141319275,100,0.9179645,-245.94319,0.8497307,[ 0.203  0.391 -0.235],4.4133377,64156.39,1.2417756,2.259829
True,5.234963,-404.54788,1.0535264,-1,0.009959356,0.9959356,0.016745374,10.73607,500.0,0.005536046,-415.28397,,17,94.929955,0.0023016261,22.518219,-392.76575,-416.67664,-418.3907,1700,0.5536046,0.8509042,-404.5478977164626,849907,322.10494685173035,100,0.23016262,-402.4682,0.8509042,[ 0.211  0.403 -0.177],1.6745374,172833.98,1.2365592,94.91931
True,4.432783,-404.18762,33.736942,-1,0.0051842267,0.5184227,0.056998868,10.929522,500.0,3.4200613e-05,-415.11713,,18,28.512787,0.008208776,23.898773,-391.21835,-288.8813,-418.02487,1800,0.0034200614,0.8511629,-404.18760361254215,899907,340.38840413093567,100,0.82087755,-208.50974,0.8511629,[ 0.175  0.408 -0.182],5.699887,46946.46,1.2822392,2.9641097
True,5.9848475,-401.62817,28.415762,-1,0.004964881,0.49648818,0.07252553,11.982693,500.0,5.258976e-05,-413.61087,,19,14.898165,0.011866207,23.796295,-389.81458,-270.21307,-415.41516,1900,0.005258976,0.85005724,-401.6281799858809,949907,360.562153339386,100,1.1866208,-196.71931,0.85005724,[ 0.103  0.465 -0.137],7.252553,43133.867,1.2585322,3.5191736
True,8.951426,-390.04886,23.636204,-1,0.005997739,0.59977394,0.06428846,18.632675,500.0,0.000109902954,-408.68155,,20,20.901255,0.011667725,40.16739,-368.51416,-302.57315,-403.67157,2000,0.010990296,0.85258305,-390.0488721470535,999907,382.60974407196045,100,1.1667725,-236.34348,0.85258305,[ 0.122  0.552 -0.16 ],6.428846,60941.86,1.3110846,4.230798
True,6.79788,-393.98367,57.76297,-1,0.005184111,0.5184111,0.07942698,15.494533,500.0,1.694485e-06,-409.4782,,21,14.634836,0.01252047,32.332855,-377.14536,-309.35464,-407.63293,2100,0.00016944851,0.85004866,-393.9836791265011,1049907,401.5483055114746,100,1.2520471,-205.6175,0.85004866,[ 0.123  0.541 -0.108],7.942698,45734.39,1.2477415,1.731213
True,6.8135176,-394.94308,30.71373,-1,0.0063477093,0.634771,0.09913329,16.005411,500.0,3.2283376e-06,-410.94855,,22,15.323215,0.014921906,34.687073,-376.26147,-324.47226,-408.64142,2200,0.00032283377,0.85071325,-394.9431361363828,1099907,420.03138518333435,100,1.4921905,-248.55641,0.85071325,[ 0.055  0.512 -0.171],9.913329,69892.586,1.18726,3.255873
True,6.8755584,-390.61407,8.798318,-1,0.0070603793,0.706038,0.06767554,19.613663,500.0,4.156998e-05,-410.22775,,23,31.003832,0.010532533,39.265747,-370.962,-321.11487,-404.28836,2300,0.004156998,0.85062706,-390.6140911777318,1149907,441.3478412628174,100,1.0532533,-280.55435,0.85062706,[ 0.014  0.529 -0.232],6.7675543,84836.32,1.1899288,11.3658085
True,6.054528,-397.60794,36.997402,-1,0.0055275066,0.55275065,0.08598736,16.69311,500.0,7.647453e-06,-414.3011,,24,14.548739,0.01339602,38.549072,-375.752,-303.43265,-411.418,2400,0.0007647453,0.853423,-397.6079753613472,1199907,460.8815288543701,100,1.3396021,-219.43243,0.853423,[-0.073  0.478 -0.229],8.598736,53927.83,1.1262648,2.7028925
True,6.4303937,-395.42126,19.231823,-1,0.005783809,0.57838094,0.045942392,14.911964,500.0,7.884467e-05,-410.33322,,25,28.289988,0.009208469,32.348236,-377.985,-288.41577,-409.09903,2500,0.007884467,0.8509398,-395.4212539766729,1249907,480.9410481452942,100,0.92084694,-228.4331,0.8509398,[-0.094  0.48  -0.293],4.594239,57176.363,1.1680461,5.199715
True,6.4032564,-393.14966,42.480534,-1,0.004579075,0.45790753,0.037362516,16.233896,500.0,4.964618e-05,-409.3835,,26,25.959032,0.0077333828,31.345276,-378.03824,-267.10593,-406.79575,2600,0.004964618,0.8524936,-393.14961979717015,1299907,500.92697381973267,100,0.7733383,-178.16449,0.8524936,[ 0.001  0.51  -0.251],3.7362518,35791.477,1.1906903,2.3540194
True,15.469,-381.47668,42.127354,-1,0.004107901,0.4107901,0.05160567,24.945084,498.64,1.0322925e-06,-406.42175,,27,21.57689,0.007831548,134.6051,-271.81665,-244.669,-395.02405,2700,0.00010322925,0.8544693,-381.47667013973,1349771,518.8551840782166,100,0.7831548,-156.73886,0.8544693,[-0.067  0.578 -0.228],5.1605673,28515.037,1.1257335,2.3737545
True,21.393356,-376.04553,25.08436,-1,0.006755301,0.6755301,0.08845744,27.072573,495.14,4.0725332e-05,-403.11807,,28,20.33085,0.013372483,132.57504,-270.54303,-305.29443,-389.48276,2800,0.0040725335,0.8551416,-376.0454962013662,1399285,538.6454973220825,100,1.3372482,-237.99483,0.8551416,[-0.073  0.575 -0.293],8.845744,84149.43,1.1228018,3.9865477
True,54.051266,-337.55862,34.05878,-1,0.005799655,0.57996553,0.04930132,61.6548,463.23,5.9016343e-06,-399.21344,,29,24.630161,0.010145357,218.17456,-181.03888,-270.50146,-350.86575,2900,0.00059016346,0.8593911,-337.5586433261633,1445608,555.9958674907684,100,1.0145358,-192.84128,0.8593911,[-0.076  0.633 -0.296],4.930132,62560.746,1.0593872,2.9361005
True,55.01035,-330.53183,13.405069,-1,0.00698335,0.69833493,0.09071691,66.08913,453.21,5.9033682e-05,-396.62097,,30,22.803207,0.012848885,214.77756,-181.84341,-261.2798,-343.75253,3000,0.0059033684,0.8591789,-330.53184413343666,1490929,574.1085238456726,100,1.2848885,-212.87494,0.8591789,[-0.085  0.622 -0.36 ],9.0716915,91269.555,1.0605649,7.4598646
True,67.69269,-271.49997,15.011047,-1,0.006312229,0.6312229,0.06523637,119.829346,377.57,2.8636093e-06,-391.3293,,31,24.052933,0.01121642,275.73184,-115.59747,-189.29622,-284.54428,3100,0.00028636094,0.8640247,-271.4999719801545,1528686,591.7810122966766,100,1.121642,-138.75722,0.8640247,[-0.052  0.666 -0.358],6.523637,122940.336,1.001714,6.6617603
True,61.80019,-236.49281,19.390741,-1,0.004165251,0.41652507,0.03547286,129.64886,330.57,2.5790188e-05,-366.1417,,32,29.467846,0.006444074,260.3405,-105.80119,-148.78198,-248.69756,3200,0.002579019,0.8609928,-236.49283143639565,1561743,604.332081079483,100,0.6444074,-95.038574,0.8609928,[-0.043  0.68  -0.417],3.547286,32413.947,0.93829477,5.1571
True,59.40023,-233.20862,7.344917,-1,0.008158881,0.81588805,0.06382651,141.40489,326.72,4.6655638e-05,-374.61353,,33,37.62614,0.01050478,268.77768,-105.83585,-202.18677,-245.69576,3300,0.004665564,0.85917735,-233.20863163724542,1594415,618.1755990982056,100,1.0504782,-168.3448,0.85917735,[-0.038  0.66  -0.481],6.3826513,130859.45,0.90648866,13.614858
True,47.2347,-198.44963,7.8847766,-1,0.0064867334,0.6486734,0.049977206,160.58298,277.79,1.2080714e-05,-359.03262,,34,33.298252,0.009180873,253.7939,-105.23872,-146.99217,-210.41739,3400,0.0012080715,0.8635202,-198.4496374282241,1622194,629.6567742824554,100,0.9180873,-113.3869,0.8635202,[ 0.022  0.688 -0.512],4.9977207,87090.78,0.8525168,12.682668
True,45.50832,-183.79037,8.027154,-1,0.0081873275,0.81873286,0.09382261,175.34747,257.27,1.7786729e-06,-359.13788,,35,30.755459,0.012284963,253.99484,-105.143036,-163.38864,-195.76166,3500,0.00017786729,0.8588308,-183.7903854738176,1647921,640.7786700725555,100,1.2284963,-129.47139,0.8588308,[ 0.105  0.691 -0.566],9.382261,169106.92,0.8056827,12.457715
True,35.02988,-161.9055,10.348225,-1,0.0058955653,0.58955646,0.047767427,137.56252,225.59,9.354195e-05,-299.46802,,36,40.239372,0.0071846787,204.23645,-95.231575,-127.62755,-171.88777,3600,0.009354196,0.86240745,-161.90549995049835,1670480,650.6571476459503,100,0.7184679,-95.51593,0.86240745,[ 0.122  0.721 -0.613],4.776743,40914.637,0.8480603,9.663493
True,36.301846,-154.97311,10.367672,-1,0.0062563773,0.62563777,0.037522662,144.93561,215.78,0.00017997234,-299.90872,,37,39.486584,0.007745046,216.41464,-83.49407,-129.85542,-164.97008,3700,0.017997235,0.8585137,-154.97311544135212,1692058,659.3272466659546,100,0.7745046,-97.66634,0.8585137,[ 0.11   0.755 -0.571],3.7522664,48437.367,0.9006337,9.645367
True,34.692398,-169.354,3.4187644,-1,0.009265371,0.9265371,0.059164803,128.13907,236.19,0.00044380486,-297.49307,,38,40.40768,0.011251903,191.78085,-105.71222,-167.12215,-179.27045,3800,0.044380486,0.86070263,-169.35400306969882,1715677,669.4762411117554,100,1.1251904,-148.78676,0.86070263,[ 0.198  0.733 -0.518],5.9164805,106536.32,0.9294433,29.250334
True,36.365303,-159.26047,14.514948,-1,0.005768439,0.57684386,0.06708554,122.15109,223.14,3.5320816e-05,-281.41156,,39,25.861235,0.00976689,186.57806,-94.833496,-133.6699,-168.64085,3900,0.0035320818,0.8644885,-159.26047332420944,1737991,678.3941941261292,100,0.97668904,-97.93206,0.8644885,[ 0.197  0.762 -0.489],6.7085543,36566.074,0.91188276,6.8894496
True,37.897705,-186.62164,15.618635,-1,0.0050046267,0.5004627,0.05144554,95.330635,261.66,1.2842867e-05,-281.95227,,40,20.96157,0.009718046,165.5908,-116.361465,-122.60837,-196.02005,4000,0.0012842867,0.85866493,-186.6216387565434,1764157,689.5447041988373,100,0.9718045,-85.465454,0.85866493,[ 0.199  0.706 -0.507],5.144554,34253.746,0.8368755,6.402608
True,40.56712,-167.93915,14.449228,-1,0.005966808,0.5966808,0.047332004,110.65901,235.26,0.00023368656,-278.59814,,41,39.14049,0.007440345,194.35123,-84.246925,-137.95447,-177.22572,4100,0.023368657,0.8576858,-167.93912762701513,1787683,699.8160638809204,100,0.74403447,-102.65409,0.8576858,[ 0.176  0.711 -0.582],4.7332006,36105.15,0.9024836,6.920785
True,45.418324,-188.37268,10.536359,-1,0.005914737,0.5914737,0.05846728,132.71664,264.22,5.334917e-06,-321.08932,,42,30.497023,0.008929115,212.74759,-108.341736,-130.96341,-199.07565,4200,0.0005334917,0.8631173,-188.37268619790675,1814105,710.2344691753387,100,0.89291155,-96.22181,0.8631173,[ 0.219  0.709 -0.516],5.8467283,59706.1,0.8750175,9.490945
True,33.93021,-160.46022,5.8285656,-1,0.008588715,0.8588715,0.09096742,74.39541,224.16,1.7102027e-05,-234.85562,,43,31.139767,0.0127718765,149.9971,-84.85853,-144.03922,-168.28873,4300,0.0017102028,0.86370945,-160.46021235719323,1836521,719.7087507247925,100,1.2771877,-125.13927,0.86370945,[ 0.214  0.753 -0.544],9.096742,61833.758,0.8735298,17.15688
True,32.886463,-142.47308,13.869074,-1,0.0062544225,0.6254423,0.07021999,115.1301,199.27,3.84869e-05,-257.60318,,44,23.522226,0.011277573,173.99521,-83.60797,-122.70151,-151.05984,4400,0.0038486903,0.86214954,-142.47307390078902,1856448,727.2322943210602,100,1.1277573,-90.72333,0.86214954,[ 0.152  0.796 -0.545],7.022,43576.145,0.83031744,7.2102866
True,33.138504,-150.14528,7.7703996,-1,0.0073428033,0.7342804,0.062943056,105.579,210.56,0.00013584073,-255.72427,,45,30.459988,0.011094671,170.83446,-84.88982,-127.96628,-158.6694,4500,0.013584074,0.8658446,-150.1452670444548,1877504,735.1505236625671,100,1.1094671,-104.20486,0.8658446,[ 0.149  0.747 -0.589],6.294306,51922.668,0.86141235,12.869351
True,30.497543,-143.66428,18.238747,-1,0.0039660665,0.39660662,0.030331075,82.56319,201.68,5.3345457e-06,-226.22746,,46,33.587997,0.0055768793,132.68558,-93.541885,-85.22266,-151.2052,4600,0.0005334546,0.86308265,-143.66428041100502,1897672,742.9670169353485,100,0.55768794,-53.01778,0.86308265,[ 0.158  0.786 -0.558],3.0331075,11334.058,0.77938235,5.482833
True,29.444708,-143.94449,18.43186,-1,0.0056251353,0.56251353,0.05652754,79.063385,200.8,4.9083296e-06,-223.00787,,47,25.064476,0.009726297,151.15277,-71.855095,-116.2559,-151.37808,4700,0.00049083296,0.86358964,-143.9444889803231,1917752,752.6546490192413,100,0.9726298,-84.34173,0.86358964,[ 0.144  0.763 -0.64 ],5.6527543,21039.91,0.76874423,5.4253883
True,36.302723,-162.81757,17.953302,-1,0.006006254,0.60062546,0.074741706,117.53596,227.17,7.1091636e-06,-280.35352,,48,24.872986,0.010438493,186.18076,-94.17275,-140.83604,-172.16267,4800,0.00071091636,0.8657564,-162.81756523787976,1940469,761.9439327716827,100,1.0438493,-101.23953,0.8657564,[ 0.133  0.709 -0.65 ],7.4741707,39317.99,0.7152113,5.570006
True,40.183067,-174.82838,3.4192374,-1,0.008241565,0.8241565,0.096225314,133.36021,245.88,0.0004469341,-308.1886,,49,33.26368,0.011673623,224.3204,-83.868195,-173.18839,-185.10133,4900,0.04469341,0.8639531,-174.82838270321488,1965057,771.3891561031342,100,1.1673623,-154.19249,0.8639531,[ 0.156  0.669 -0.704],9.622532,78964.4,0.752355,29.246288
True,46.323853,-190.47006,6.8715124,-1,0.007555878,0.75558776,0.07000489,106.47537,265.2,4.9588114e-05,-296.94543,,50,36.365967,0.009994982,212.86066,-84.08478,-156.76973,-200.36823,5000,0.0049588117,0.85794777,-190.47006042689085,1991577,782.1681973934174,100,0.9994982,-130.82306,0.85794777,[ 0.187  0.653 -0.667],7.0004888,69498.45,0.758642,14.552837
True,48.491924,-182.81146,8.647398,-1,0.0063914885,0.63914883,0.05526529,201.64781,253.69,0.000103861734,-384.45926,,51,40.186092,0.0077976766,278.2075,-106.25178,-151.1947,-195.62677,5100,0.010386174,0.86131483,-182.81146062538028,2016946,792.0777509212494,100,0.77976763,-113.50942,0.86131483,[ 0.074  0.678 -0.66 ],5.526529,90887.21,0.8043272,11.564172
True,47.974205,-186.68623,6.656534,-1,0.007658342,0.7658342,0.06114906,142.19771,259.96,0.0001352847,-328.88394,,52,36.1337,0.010181561,233.20204,-95.6819,-157.24852,-197.64903,5200,0.01352847,0.86496264,-186.68623452529312,2042942,802.728845834732,100,1.0181562,-128.96422,0.86496264,[-0.019  0.688 -0.615],6.1149063,100773.586,0.84395534,15.022833
True,38.223145,-171.90567,18.166313,-1,0.0041881404,0.418814,0.054017067,115.54523,239.96,1.6450537e-06,-287.4509,,53,21.595015,0.007980246,191.78387,-95.66702,-110.6698,-181.48737,5300,0.00016450537,0.86045647,-171.9056651556492,2066938,811.9741866588593,100,0.79802454,-69.83073,0.86045647,[-0.032  0.715 -0.575],5.4017067,23757.965,0.777045,5.5046945
True,36.711357,-169.92706,14.804381,-1,0.005204446,0.52044463,0.03533049,103.634384,238.03,2.845092e-05,-273.56146,,54,33.946453,0.0072598113,169.49539,-104.06608,-112.92505,-179.04579,5400,0.0028450922,0.86212474,-169.92707441970705,2090741,821.9766178131104,100,0.7259812,-77.83946,0.86212474,[-0.124  0.699 -0.642],3.533049,30315.11,0.7604108,6.754757
True,36.580505,-154.79805,10.013706,-1,0.0060435953,0.60435957,0.04891322,145.96014,216.22,1.287663e-05,-300.7582,,55,30.737368,0.009072177,208.27016,-92.48805,-117.75072,-164.82333,5500,0.001287663,0.86299556,-154.79806122988464,2112363,829.9148182868958,100,0.90721774,-86.0263,0.86299556,[-0.148  0.745 -0.659],4.891322,57062.402,0.7004377,9.986313
True,30.216167,-139.87952,17.339016,-1,0.0073476825,0.7347683,0.09009949,92.21569,195.13,1.98759e-06,-232.09521,,56,26.557854,0.0122187445,149.16214,-82.93307,-119.663635,-147.61604,5600,0.00019875901,0.8691386,-139.87951754927636,2131876,837.9398114681244,100,1.2218745,-87.44871,0.8691386,[-0.091  0.768 -0.719],9.00995,55226.21,0.64141214,5.76734
True,32.95969,-125.990456,9.144591,-1,0.0050969827,0.5096983,0.059346538,163.48186,175.84,4.440165e-05,-289.47232,,57,27.385933,0.008299651,216.22943,-73.24289,-92.06299,-135.63954,5700,0.004440165,0.86858714,-125.9904635579884,2149460,844.2825238704681,100,0.82996505,-62.88415,0.86858714,[-0.076  0.805 -0.778],5.9346538,40183.965,0.6336065,10.935426
True,33.92619,-137.3995,8.93987,-1,0.0066661667,0.6666167,0.078126535,103.00465,193.04,4.1023344e-05,-240.40416,,58,27.414621,0.010846999,157.51006,-82.894104,-107.109116,-145.41296,5800,0.0041023344,0.85984,-137.3995121471584,2168764,852.2790591716766,100,1.0846999,-83.14914,0.85984,[-0.063  0.762 -0.785],7.8126535,47405.418,0.6094427,11.185845
True,30.540047,-127.62107,14.687115,-1,0.006273038,0.62730384,0.05316306,92.80595,178.66,5.4275803e-05,-220.42702,,59,33.526653,0.008832966,138.69464,-81.732376,-101.119705,-134.96864,5900,0.0054275803,0.8632914,-127.62107931181788,2186630,859.3500525951385,100,0.8832966,-72.96105,0.8632914,[-0.053  0.8   -0.809],5.316306,31086.0,0.6051107,6.808689
True,25.635498,-117.38972,10.607403,-1,0.005800496,0.5800495,0.03243065,86.959854,164.06,0.00024136927,-204.34956,,60,46.804813,0.0061838077,132.4779,-71.87166,-89.44196,-124.20136,6000,0.024136927,0.8617507,-117.38971685379744,2203036,866.3657069206238,100,0.6183807,-67.25709,0.8617507,[-0.057  0.846 -0.814],3.243065,17204.049,0.6669918,9.427379
True,24.441566,-115.596855,11.252463,-1,0.007198657,0.71986574,0.085783176,86.88206,161.54,7.1199145e-07,-202.47891,,61,21.554157,0.013733174,129.90431,-72.5746,-105.14923,-122.346146,6100,7.1199145e-05,0.86698794,-115.59685778200627,2219190,872.9223961830139,100,1.3733175,-82.50893,0.86698794,[-0.102  0.87  -0.752],8.578318,36999.21,0.6030879,8.886943
True,25.755148,-115.82378,12.280867,-1,0.0060312734,0.6031273,0.06496848,107.77788,162.57,3.598167e-05,-223.60165,,62,27.169216,0.009874793,151.32246,-72.27919,-93.701836,-123.27717,6200,0.0035981669,0.86087584,-115.82377700731158,2235447,878.8790802955627,100,0.9874792,-67.58213,0.86087584,[-0.152  0.838 -0.816],6.496848,31849.38,0.6000057,8.142748
True,28.245506,-124.092384,13.900719,-1,0.0055936784,0.55936784,0.06637747,84.42609,173.56,1.1474204e-05,-208.51846,,63,21.182505,0.010789967,135.98079,-72.537674,-91.1985,-131.043,6300,0.0011474205,0.8604156,-124.09238262698054,2252803,886.3073446750641,100,1.0789968,-65.28406,0.8604156,[-0.13   0.792 -0.819],6.6377473,24508.18,0.562141,7.1938725
True,22.468704,-116.588165,27.228733,-1,0.005237155,0.5237155,0.041369,82.31119,163.23,2.685155e-06,-198.89935,,64,26.368069,0.008751637,126.01024,-72.889114,-98.06775,-123.21814,6400,0.00026851552,0.8592082,-116.58816126555205,2269126,893.3946669101715,100,0.8751638,-63.47175,0.8592082,[-0.069  0.829 -0.857],4.1369,15975.159,0.46060124,3.672591
True,24.986736,-116.675,11.397045,-1,0.008308218,0.8308217,0.09400287,72.41932,162.71,9.0666996e-05,-189.09431,,65,30.884537,0.012428677,117.298836,-71.79548,-110.73063,-122.97815,6500,0.0090667,0.8625441,-116.67499954134226,2285397,900.3396208286285,100,1.2428677,-89.45152,0.8625441,[-0.104  0.814 -0.958],9.400288,40323.91,0.4891377,8.774204
True,27.103664,-112.65356,14.475422,-1,0.0059968675,0.5996868,0.061599784,101.97319,157.83,1.08544455e-05,-214.62675,,66,24.109467,0.01063958,153.84174,-60.78501,-94.85493,-119.80778,6600,0.0010854446,0.8592869,-112.65355204388499,2301180,907.8449037075043,100,1.063958,-67.635544,0.8592869,[-0.085  0.849 -0.93 ],6.1599784,28683.809,0.43078336,6.9082613
True,29.520786,-113.28611,10.970548,-1,0.0060538366,0.60538363,0.07968104,142.27248,158.63,0.00011437524,-255.5586,,67,25.84016,0.01025575,184.25394,-71.30465,-95.09706,-121.80474,6700,0.011437524,0.86358416,-113.28611591115595,2317043,914.6531693935394,100,1.0255752,-66.88184,0.86358416,[-0.211  0.839 -0.988],7.9681044,49001.996,0.40716797,9.115315
True,28.8531,-111.32217,6.2393847,-1,0.007230471,0.7230471,0.05856761,164.55045,155.06,0.00037647542,-275.87262,,68,39.16728,0.009011012,204.47627,-71.39635,-99.25261,-120.51792,6800,0.03764754,0.8651109,-111.32216889455914,2332549,921.9016885757446,100,0.9011012,-76.28275,0.8651109,[-0.093  0.857 -1.012],5.856761,68169.67,0.43118507,16.027222
True,26.53366,-106.80696,10.975863,-1,0.0060529625,0.6052962,0.036920283,92.37498,149.21,0.00019382579,-199.18195,,69,43.101204,0.0069546415,137.64792,-61.53402,-86.30196,-113.44635,6900,0.01938258,0.8639349,-106.80695878848434,2347470,927.4650313854218,100,0.69546413,-64.30574,0.8639349,[-0.073  0.887 -0.988],3.6920283,19347.463,0.5044227,9.110901
