EmpiricalD2,InitialReturnMin,J_sample_variance,OptimizationReturnMean,Iteration,StdIWNorm,ESSClassic,EpisodesSoFar,EpRewMean,InitialBound,InitialReturnMean,EpLenMean,MaxIW,InitialReturnStd,MeanIW,OptimizationReturnMax,Weights,Bound,ReturnMeanIW,ReturnStepMax,MinIW,ESSRenyi,ReturnStepMaxmin,MeanEntropy,StdIW,MeanIWNorm,VarianceInit,MinIWNorm,MaxIWNorm,TimeElapsed,LearnableVariance,OptimizationReturnMin,EpThisIter,InitialReturnMax,TimestepsSoFar
7.788064,-416.21695,102321.21,2.0645547,20,0.016795255,17.16785,2000,-414.1524001120031,-428.02628,-414.15244,500.0,13.26874,1.2759542,0.76461905,5.8418274,[-0.311  0.083 -0.105],-355.42377,-316.70572,0.8485272,0.019933775,12.840161,0.8485272,1.3570107,1.6795257,0.00764619,-1,0.00019933775,0.13268739,804.3117008209229,True,,100,-410.37512,1000000
6.3752813,-416.3483,135491.16,2.2192986,21,0.01781103,19.607378,2100,-414.12899982854725,-428.00726,-414.12903,500.0,15.708573,1.3096006,0.8796111,6.268921,[-0.319  0.064 -0.062],-399.61652,-364.5748,0.8484329,0.014550628,15.685582,0.8484329,1.3135345,1.781103,0.008796112,-1,0.00014550627,0.15708573,844.7473063468933,True,,100,-410.07938,1050000
2.4518921,-416.1473,153926.14,1.4803836,22,0.009524863,49.2347,2200,-414.66692309811714,-428.53848,-414.6669,500.0,4.8565197,0.99489063,0.9380176,5.631592,[-0.281  0.022 -0.105],-410.2684,-388.54758,0.84839064,0.07297598,40.78483,0.84839064,1.3381206,0.9524864,0.009380176,-1,0.00072975975,0.048565198,885.3821339607239,True,,100,-410.51572,1100000
31.342266,-416.06744,59066.46,1.9638177,23,0.009874283,25.728891,2300,-414.10362792566417,-427.97253,-414.10364,500.0,5.7767963,1.1382934,0.58117396,7.1022034,[-0.183  0.079 -0.081],-318.2922,-240.64825,0.8485538,0.004670227,3.1905797,0.8485538,1.393264,0.98742837,0.0058117397,-1,4.670227e-05,0.05776796,925.3285760879517,True,,100,-408.96524,1150000
22.345753,-416.07895,95161.516,1.9034919,24,0.013086788,24.11075,2400,-414.17545665919783,-428.04477,-414.17548,500.0,6.74588,1.2602072,0.7376466,5.90213,[-0.174  0.062 -0.026],-371.02582,-305.46384,0.848525,0.009163157,4.4751234,0.848525,1.4457973,1.3086789,0.0073764645,-1,9.163157e-05,0.0674588,962.8997983932495,True,,100,-410.17682,1200000
58.906372,-416.04657,28492.576,1.9699509,25,0.00872454,17.632298,2500,-414.0766200952232,-427.94482,-414.0766,500.0,5.3782973,1.1104099,0.4036626,4.8588257,[-0.181  0.08   0.027],-273.59042,-167.15115,0.8485365,9.6071606e-05,1.6976092,0.8485365,1.3787268,0.8724539,0.0040366263,-1,9.607161e-07,0.053782973,1001.695677280426,True,,100,-411.18774,1250000
11.901384,-416.25034,120746.32,2.8215823,26,0.016167725,20.87222,2600,-413.4287528266013,-427.30374,-413.42874,500.0,9.139711,1.8028779,0.83036447,9.920532,[-0.177  0.126 -0.04 ],-390.51956,-342.653,0.84852344,0.004105894,8.402384,0.84852344,1.3321685,1.6167725,0.008303644,-1,4.105894e-05,0.091397114,1045.449651002884,True,,100,-406.3298,1300000
34.3302,-415.6105,56557.23,3.133866,27,0.009060346,28.301514,2700,-412.47663608402013,-426.33032,-412.47665,500.0,5.1238527,1.8884349,0.5692389,8.270508,[-0.234  0.208 -0.087],-315.94598,-234.77452,0.8485457,0.005428908,2.912887,0.8485457,1.3878828,0.9060346,0.005692389,-1,5.4289078e-05,0.051238526,1084.7286479473114,True,,100,-407.34,1350000
52.690186,-416.15955,42139.086,4.0932784,28,0.011222652,16.049173,2800,-412.0662699852884,-425.93823,-412.0663,500.0,8.817756,2.006886,0.4906924,10.218506,[-0.196  0.223 -0.031],-303.07693,-202.38297,0.84854835,0.0003553328,1.8978866,0.84854835,1.3218843,1.1222652,0.004906924,-1,3.5533278e-06,0.088177554,1126.0763745307922,True,,100,-405.94104,1400000
43.23338,-415.67322,26564.285,2.7187018,29,0.007810536,19.951368,2900,-412.95451625794175,-426.8103,-412.95456,500.0,6.158949,1.8355819,0.3899332,10.253815,[-0.218  0.189 -0.097],-251.5629,-160.45827,0.8485543,0.0002792415,2.3130276,0.8485543,1.258725,0.78105366,0.003899332,-1,2.792415e-06,0.061589487,1168.6041979789734,True,,100,-405.4194,1450000
36.981094,-415.8514,22782.422,4.004656,30,0.006831447,21.82739,3000,-411.8467527659237,-425.70847,-411.84677,500.0,4.036058,2.2986526,0.3609826,9.2769165,[-0.203  0.238 -0.16 ],-232.5011,-148.20514,0.84853387,0.0017898815,2.7040844,0.84853387,1.2125813,0.6831447,0.0036098256,-1,1.7898814e-05,0.040360577,1208.2143585681915,True,,100,-406.5745,1500000
21.40971,-415.43182,82234.34,8.008073,31,0.014121289,19.1085,3100,-407.42374787583947,-421.27148,-407.4238,500.0,12.389411,4.5799437,0.6863351,20.296814,[-0.209  0.346 -0.206],-343.918,-279.8437,0.84852064,0.0015461494,4.670778,0.84852064,1.264295,1.4121289,0.0068633496,-1,1.5461494e-05,0.12389411,1252.239930152893,True,,100,-395.135,1550000
38.62688,-415.54855,21483.473,7.440101,32,0.0068694684,20.616392,3200,-408.1084505933523,-421.96008,-408.1085,500.0,4.690058,3.7961004,0.3500774,16.85556,[-0.249  0.36  -0.155],-227.73932,-141.65079,0.8489043,0.0013987531,2.5888708,0.8489043,1.2337525,0.68694687,0.0035007733,-1,1.3987531e-05,0.04690058,1296.0614383220673,True,,100,-398.693,1600000
34.296795,-413.49817,15796.415,14.135372,33,0.005856348,20.943518,3300,-399.3627921819687,-413.14606,-399.36276,500.0,4.2254763,5.5443497,0.30142757,31.741425,[-0.257  0.467 -0.185],-200.61679,-119.89716,0.8496415,0.0005508577,2.9157243,0.8496415,1.1717529,0.5856348,0.0030142753,-1,5.5085766e-06,0.04225476,1338.8971662521362,True,,100,-381.75674,1650000
13.39954,-408.121,79502.1,12.815775,34,0.011976475,24.762638,3400,-395.3052274309099,-408.90924,-395.3052,500.0,9.258092,5.6326246,0.68708533,24.94162,[-0.254  0.483 -0.247],-324.8952,-275.0971,0.85184,0.0015637648,7.4629426,0.85184,1.1702838,1.1976475,0.006870853,-1,1.5637646e-05,0.092580914,1382.86034989357,True,,100,-383.17938,1700000
29.380835,-414.69534,44164.586,11.538135,35,0.008859271,24.423752,3500,-403.1572087033093,-416.98035,-403.1572,500.0,5.716973,5.6892734,0.50363,30.392883,[-0.273  0.419 -0.249],-278.26624,-203.33894,0.8517877,0.0050926507,3.4035792,0.8517877,1.2250966,0.8859272,0.0050363,-1,5.0926505e-05,0.057169728,1423.8347415924072,True,,100,-384.30246,1750000
30.270725,-412.83463,56371.14,9.480875,36,0.0130988015,15.994822,3600,-403.353747433275,-417.1149,-403.35376,500.0,10.638102,4.244437,0.5715685,20.450806,[-0.278  0.418 -0.194],-307.5061,-231.79382,0.85118276,0.0011250069,3.3035219,0.85118276,1.1732628,1.3098803,0.005715685,-1,1.1250069e-05,0.106381014,1465.5806157588959,True,,100,-392.38382,1800000
20.52362,-415.66116,64474.31,9.618965,37,0.01660221,11.784732,3700,-406.0421986606717,-419.89755,-406.04224,500.0,12.153564,4.160779,0.6068116,20.395233,[-0.245  0.364 -0.246],-309.56232,-246.79332,0.84997356,0.00011658794,4.8724346,0.84997356,1.1172489,1.660221,0.006068115,-1,1.1658793e-06,0.121535644,1507.0705618858337,True,,100,-395.26593,1850000
30.030308,-415.2821,22440.604,7.43296,38,0.005830779,27.439396,3800,-407.8491436813772,-421.6919,-407.84915,500.0,3.525012,3.8454175,0.35856134,18.093384,[-0.258  0.338 -0.302],-221.36588,-145.5078,0.850075,0.013123626,3.3299692,0.850075,1.1599078,0.58307797,0.0035856133,-1,0.00013123626,0.03525012,1549.924100637436,True,,100,-397.18872,1900000
16.473227,-415.0991,76467.875,11.084477,39,0.015174627,15.939438,3900,-404.0146122939885,-417.85126,-404.01462,500.0,11.653877,4.9548216,0.66078234,22.74356,[-0.263  0.4   -0.259],-322.19797,-266.0389,0.8498833,0.015843337,6.070456,0.8498833,1.1999478,1.5174627,0.0066078235,-1,0.00015843337,0.11653877,1592.6960775852203,True,,100,-392.35553,1950000
36.37142,-412.99506,52489.54,10.934418,40,0.012079718,17.161001,4000,-402.0606401662528,-415.82715,-402.06067,500.0,9.223972,5.709624,0.54980755,26.26593,[-0.271  0.449 -0.219],-301.4286,-218.40457,0.8522462,0.0044460804,2.7494113,0.8522462,1.1779015,1.2079717,0.005498075,-1,4.4460805e-05,0.09223972,1635.6503415107727,True,,100,-386.72913,2000000
15.469507,-405.7758,67253.72,15.27532,41,0.0122207245,21.261044,4100,-390.50046738684176,-404.0263,-390.50043,500.0,7.6382556,6.776142,0.6350302,30.920807,[-0.247  0.533 -0.241],-303.3609,-250.16194,0.8518348,0.0022143987,6.46433,0.8518348,1.2207611,1.2220725,0.006350302,-1,2.2143986e-05,0.076382555,1679.111590385437,True,,100,-374.85498,2050000
46.18104,-410.91223,23236.816,15.894114,42,0.007152904,20.860153,4200,-395.01811642214653,-408.71518,-395.01813,500.0,5.9318614,6.202811,0.36723453,30.838135,[-0.307  0.506 -0.198],-236.84805,-143.76733,0.8502572,0.0006923614,2.1653907,0.8502572,1.1727897,0.71529037,0.0036723458,-1,6.9236135e-06,0.059318613,1722.5474467277527,True,,100,-380.0741,2100000
36.294678,-408.72775,49249.324,24.570934,43,0.010429551,20.929142,4300,-384.1568142439425,-397.7811,-384.15683,499.28,5.3991184,11.377455,0.5365783,74.80142,[-0.343  0.565 -0.246],-289.69806,-207.61862,0.85330117,0.000239823,2.755225,0.85330117,1.1212115,1.042955,0.005365783,-1,2.39823e-06,0.053991184,1768.2176098823547,True,,100,-333.92633,2149928
18.850706,-408.179,88608.06,18.603666,44,0.011589571,27.993263,4400,-389.5753216779232,-403.18124,-389.57532,500.0,6.3446636,8.147923,0.72261596,41.076813,[-0.399  0.528 -0.298],-339.4128,-280.33923,0.8525234,0.005427272,5.304841,0.8525234,1.1211082,1.1589571,0.007226159,-1,5.427272e-05,0.06344663,1813.0700333118439,True,,100,-367.10217,2199928
42.12278,-405.76248,30512.086,19.383503,45,0.008977408,17.98529,4500,-386.3789801304042,-399.90436,-386.379,500.0,5.901652,10.4486265,0.42040107,65.95035,[-0.648  0.548 -0.298],-246.53485,-158.7521,0.85565346,0.00067511294,2.3740125,0.85565346,1.0599798,0.89774066,0.0042040106,-1,6.751129e-06,0.05901652,1857.9199488162994,True,,100,-339.81213,2249928
54.93166,-403.68768,28803.068,23.540644,46,0.007867807,21.781088,4600,-380.14703743457795,-393.60327,-380.14706,500.0,5.1970873,9.761396,0.41518104,47.270905,[-0.614  0.569 -0.359],-257.21573,-157.48349,0.85423845,0.0005895067,1.8204439,0.85423845,0.99627304,0.78678066,0.004151811,-1,5.895067e-06,0.051970873,1902.2638914585114,True,,100,-356.41678,2299928
19.016472,-403.8692,63043.875,26.715593,47,0.011767851,19.184837,4700,-377.15360473945736,-390.61588,-377.15356,497.3,9.718807,16.168787,0.57336324,94.696075,[-0.558  0.552 -0.423],-264.86224,-206.15598,0.85489345,0.018564705,5.258599,0.85489345,1.0208924,1.1767851,0.005733632,-1,0.00018564705,0.09718807,1946.4853553771973,True,,100,-309.17313,2349658
1.7404132,-400.44812,114183.27,40.319717,48,0.0103801945,39.433384,4800,-360.1284063485265,-373.47665,-360.1284,486.32,9.592962,33.809414,0.8375694,197.07892,[-0.528  0.592 -0.398],-327.53262,-309.92294,0.8622525,0.10373815,57.45762,0.8622525,1.0400809,1.0380195,0.008375694,-1,0.0010373815,0.09592962,1989.397513628006,True,,100,-203.3692,2398290
33.970898,-399.30997,51908.316,33.27038,49,0.008759666,29.095999,4900,-366.0395895308256,-379.3499,-366.0396,491.36,4.4679756,26.362028,0.56113696,144.29282,[-0.509  0.581 -0.379],-282.53036,-204.95168,0.85796154,0.0041275145,2.943696,0.85796154,1.0881349,0.8759666,0.005611369,-1,4.1275143e-05,0.044679753,2033.6663482189178,True,,100,-255.01715,2447426
27.534233,-395.8122,44085.277,37.480526,50,0.008147121,29.455175,5000,-358.33166618213056,-371.5254,-358.33163,484.89,4.8604474,34.694168,0.5264442,196.57788,[-0.517  0.608 -0.331],-266.37253,-197.14091,0.8579372,0.0045389067,3.6318426,0.8579372,1.1297607,0.81471217,0.0052644424,-1,4.5389068e-05,0.048604473,2074.9328920841217,True,,100,-199.23431,2495915
36.324177,-402.8994,60850.91,24.948784,51,0.008826461,32.114574,5100,-377.9506309124827,-391.3806,-377.95062,496.5,4.8889346,22.966326,0.6070849,166.79262,[-0.505  0.574 -0.289],-311.70264,-230.76077,0.8563217,0.0020467031,2.7529874,0.8563217,1.1848314,0.88264614,0.0060708495,-1,2.046703e-05,0.048889346,2119.4404084682465,True,,100,-236.1068,2545565
35.302086,-403.37317,33843.254,19.831156,52,0.00926868,18.67996,5200,-383.54201213732364,-396.9878,-383.54202,500.0,7.511765,9.355577,0.44422916,49.337433,[-0.478  0.586 -0.234],-246.19257,-166.30376,0.8568663,0.0070593082,2.8326938,0.8568663,1.1731527,0.926868,0.004442292,-1,7.059308e-05,0.07511765,2164.557900428772,True,,100,-354.03574,2595565
33.987526,-393.9405,54149.375,45.19537,53,0.010023389,20.57583,5300,-348.74512247771025,-361.87646,-348.7451,475.37,5.759124,44.42742,0.51017237,191.16904,[-0.48   0.65  -0.246],-237.55688,-161.00267,0.85883105,0.0010175122,2.942256,0.85883105,1.1173562,1.0023389,0.005101723,-1,1.0175121e-05,0.057591237,2206.191333770752,True,,100,-202.77145,2643102
22.026062,-391.8313,68694.27,96.81553,54,0.008193367,29.542343,5400,-295.0157661885023,-308.0768,-295.01575,411.97,4.735629,58.831177,0.53054327,242.61386,[-0.488  0.68  -0.302],-193.92499,-132.627,0.85904336,0.00043323645,4.5400763,0.85904336,1.0662082,0.8193367,0.0053054327,-1,4.3323644e-06,0.04735629,2241.7287678718567,True,,100,-149.21744,2684299
15.087691,-379.9067,54040.797,140.28162,55,0.0058918316,46.71669,5500,-239.62510614171623,-252.28867,-239.62512,335.92,3.266914,62.27824,0.5516845,264.38672,[-0.487  0.711 -0.353],-173.53421,-124.34531,0.8616444,0.009351421,6.627919,0.8616444,1.1162101,0.5891832,0.005516845,-1,9.351421e-05,0.03266914,2268.480403661728,True,,100,-115.51999,2717891
8.835143,-380.2977,127294.15,132.30544,56,0.012732523,24.60675,5600,-247.9922622232139,-260.66885,-247.99225,349.71,9.766888,61.816044,0.7274034,276.50415,[-0.571  0.725 -0.303],-199.80186,-162.12201,0.8636305,0.00933176,11.318436,0.8636305,1.0658144,1.2732524,0.0072740335,-1,9.33176e-05,0.09766887,2300.7943501472473,True,,100,-103.793564,2752862
9.830384,-382.24283,97578.875,127.65339,57,0.009459125,34.546173,5700,-254.58943395107985,-267.33087,-254.58943,357.6,5.337166,64.67992,0.6872005,245.60161,[-0.531  0.704 -0.353],-190.07173,-150.12297,0.86023843,0.0033536635,10.172543,0.86023843,1.0400583,0.94591254,0.0068720044,-1,3.3536635e-05,0.053371657,2333.010229587555,True,,100,-136.64122,2788622
12.602389,-310.93317,51524.453,115.62248,58,0.0075193443,42.97042,5800,-195.3106762945652,-205.67511,-195.31068,274.37,4.695496,47.010563,0.65270174,216.83755,[-0.554  0.745 -0.379],-161.14267,-124.349075,0.8637929,0.009784988,7.9350033,0.8637929,1.0920402,0.75193447,0.006527017,-1,9.784988e-05,0.04695496,2358.630121946335,True,,100,-94.09561,2816059
11.991947,-360.59802,62260.062,150.20227,59,0.0077036014,36.41418,5900,-210.3957538855076,-222.41568,-210.39577,295.19,4.3826385,59.73244,0.5829737,257.4056,[-0.448  0.744 -0.327],-159.41556,-117.79125,0.8648682,0.006137446,8.338929,0.8648682,1.1365312,0.7703601,0.005829737,-1,6.1374456e-05,0.043826383,2384.9943387508392,True,,100,-103.19241,2845578
11.890256,-346.7653,43809.254,142.41237,60,0.0064773397,39.842815,6000,-204.35293173700572,-215.91177,-204.35294,288.71,4.336976,49.63793,0.52714247,244.01219,[-0.346  0.76  -0.282],-145.84167,-105.984184,0.8627262,0.00645715,8.410248,0.8627262,1.1493497,0.64773405,0.0052714255,-1,6.45715e-05,0.04336976,2411.9612016677856,True,,100,-102.7531,2874449
9.872944,-357.36145,72680.2,139.32613,61,0.007727557,41.62392,6100,-218.03530623584984,-229.94734,-218.0353,306.77,2.9914842,47.386204,0.65252364,230.23383,[-0.549  0.77  -0.27 ],-168.27185,-130.84271,0.8634336,0.007461091,10.128692,0.8634336,1.1893753,0.7727557,0.006525236,-1,7.461091e-05,0.029914841,2437.938412427902,True,,100,-127.12763,2905126
9.623344,-324.12692,74928.29,126.04488,62,0.013074046,21.606445,6200,-198.0820478980243,-208.88628,-198.08203,277.51,7.9025,53.61963,0.6863752,232.08167,[-0.553  0.805 -0.23 ],-181.53577,-148.01941,0.86498713,0.005529127,10.391397,0.86498713,1.1639407,1.3074048,0.006863752,-1,5.5291268e-05,0.079025,2461.5957975387573,True,,100,-92.04526,2932877
13.80839,-365.12634,81254.59,134.44014,63,0.009138108,33.581127,6300,-230.68618874296547,-242.85707,-230.68619,324.98,6.501854,56.597126,0.6497678,258.35553,[-0.537  0.752 -0.255],-184.25279,-139.02625,0.85932916,0.0011321476,7.241974,0.85932916,1.1708406,0.9138108,0.006497679,-1,1.13214755e-05,0.065018535,2486.269947528839,True,,100,-106.77083,2965375
7.265921,-366.88113,179947.61,168.06941,64,0.011371596,38.292236,6400,-198.81173297926784,-211.04109,-198.81174,279.32,6.9930925,53.64558,0.8957914,272.96457,[-0.538  0.805 -0.248],-182.3207,-149.35597,0.86676717,0.001075894,13.76288,0.86676717,1.1398792,1.1371596,0.008957913,-1,1.0758939e-05,0.069930926,2510.569121360779,True,,100,-93.916565,2993307
5.2632685,-289.64923,88015.516,118.73278,65,0.013022815,26.676006,6500,-170.91645254284143,-180.57143,-170.91644,238.18,8.02603,40.00253,0.7854928,186.78506,[-0.526  0.85  -0.279],-143.56537,-121.4151,0.8649101,0.005506584,18.999601,0.8649101,1.0829651,1.3022815,0.007854927,-1,5.5065837e-05,0.08026029,2531.7314591407776,True,,100,-102.86417,3017125
12.976562,-275.42047,62729.203,118.27857,66,0.0105010895,28.589123,6600,-157.1419072277844,-166.32257,-157.1419,219.73,5.976574,39.9857,0.66443515,184.6308,[-0.449  0.846 -0.336],-121.890976,-88.819405,0.8592014,0.0007520541,7.7062016,0.8592014,1.0515746,1.0501089,0.0066443514,-1,7.5205407e-06,0.059765738,2552.486973762512,True,,100,-90.789665,3039098
16.947105,-201.20401,20078.795,68.04712,67,0.008295332,31.801832,6700,-133.15689326748253,-139.8637,-133.15689,186.81,3.932656,25.66905,0.5664656,121.24368,[-0.546  0.902 -0.367],-92.598595,-64.9888,0.86179703,0.0011145745,5.9007125,0.86179703,0.9800572,0.8295332,0.005664656,-1,1.1145745e-05,0.03932656,2568.2716524600983,True,,100,-79.96033,3057779
15.569874,-176.93256,13500.598,56.248867,68,0.009330911,25.924994,6800,-120.683687761724,-126.58144,-120.68369,170.35,5.9932446,23.356792,0.5520108,105.33406,[-0.463  0.939 -0.439],-90.89176,-67.62001,0.86655074,0.0027137073,6.4226594,0.86655074,0.95111513,0.93309116,0.0055201077,-1,2.7137072e-05,0.059932444,2583.8780801296234,True,,100,-71.598495,3074814
16.557577,-215.79922,33515.168,84.86158,69,0.009811804,32.844612,6900,-130.93765016049147,-138.13097,-130.93765,184.82,4.162806,26.700851,0.68618387,134.03073,[-0.434  0.876 -0.468],-109.205345,-79.93505,0.8628374,0.00023577276,6.0395308,0.8628374,0.8986195,0.98118037,0.006861838,-1,2.3577277e-06,0.04162806,2600.3336024284363,True,,100,-81.7685,3093296
