OptimizationReturnMin,InitialReturnMean,VarianceInit,TimeElapsed,OptimizationReturnMax,MeanEntropy,InitialReturnMin,MinIWNorm,EmpiricalD2,MeanIW,StdIW,OptimizationReturnMean,ESSClassic,MeanIWNorm,Weights,Iteration,EpisodesSoFar,MinIW,MaxIW,StdIWNorm,InitialReturnStd,TimestepsSoFar,EpRewMean,ReturnStepMaxmin,Bound,EpLenMean,InitialReturnMax,MaxIWNorm,ReturnStepMax,InitialBound,ESSRenyi,LearnableVariance,EpThisIter,ReturnMeanIW,J_sample_variance
,-415.58356,-1,526.4203653335571,1.8137817,1.4066172,-416.35703,0.00045223234,2.1702673,0.9380935,0.8789663,0.77345157,53.250572,0.009380936,[ 1.328 -0.401  0.004],13,1300,0.045223236,4.3496027,0.008789662,0.39031348,650000,-415.583571921587,0.84226835,-410.51944,500.0,-414.54324,0.043496028,0.84226835,-429.46216,46.077274,True,100,-390.07376,154095.27
,-415.8037,-1,569.5418305397034,1.2728577,1.4003363,-416.35733,0.0049463464,1.0602616,0.98841834,0.26353744,0.553606,93.36293,0.009884182,[ 1.412 -0.543 -0.012],14,1400,0.49463463,1.7285967,0.0026353742,0.26489827,700000,-415.80372282579543,0.84203637,-425.30664,500.0,-415.08447,0.017285967,0.84203637,-429.68228,94.316345,True,100,-411.01602,171072.0
,-415.80438,-1,614.2797129154205,1.8833618,1.3939238,-416.4763,0.00037898007,1.5395062,0.93634796,0.6122812,0.67188233,70.048134,0.009363479,[ 1.457 -0.572 -0.019],15,1500,0.037898008,3.5125027,0.0061228117,0.28426042,750000,-415.8044019843638,0.84222835,-406.69287,500.0,-414.59293,0.035125025,0.84222835,-429.68692,64.955894,True,100,-389.46783,153610.14
,-415.98367,-1,656.7890884876251,1.2407227,1.3297155,-416.43195,2.3404284e-06,39.836304,0.7162173,1.7339083,0.44826356,14.575397,0.007162173,[ 1.394 -0.703 -0.025],16,1600,0.00023404285,9.8859215,0.017339082,0.24083476,800000,-415.9836836187541,0.84191346,-385.57886,500.0,-415.19122,0.09885921,0.84191346,-429.86472,2.510273,True,100,-297.9671,89855.695
,-416.09625,-1,699.2996933460236,1.0942383,1.2684325,-416.53058,4.7447628e-07,38.9116,0.39808667,0.781854,0.434357,20.587095,0.003980866,[ 1.35  -0.741 -0.089],17,1700,4.744763e-05,5.262174,0.007818539,0.1858864,850000,-416.09622271835804,0.8419914,-252.25174,500.0,-415.43634,0.05262174,0.8419914,-429.9806,2.569928,True,100,-165.6423,27772.545
,-416.05264,-1,742.9354965686798,1.1306152,1.2936401,-416.46802,6.3800566e-05,18.10661,0.5338428,0.9450014,0.41537598,24.192215,0.005338428,[ 1.343 -0.604 -0.151],18,1800,0.0063800565,5.217699,0.009450015,0.21857944,900000,-416.0526402436197,0.84172755,-281.05252,500.0,-415.3374,0.05217699,0.84172755,-429.93488,5.5228453,True,100,-221.9809,49929.85
,-415.61636,-1,788.7147145271301,1.6831055,1.3017111,-416.38242,0.0038442423,1.1635886,0.9774251,0.3584477,0.7660181,88.145454,0.009774251,[ 1.367 -0.303 -0.125],19,1900,0.38442424,2.1149127,0.003584477,0.34634417,950000,-415.6163950714469,0.8418794,-421.11725,500.0,-414.6993,0.021149127,0.8418794,-429.49585,85.941025,True,100,-406.14557,167308.34
,-415.41327,-1,827.0451936721802,2.3279114,1.354369,-416.21793,0.00010333331,22.236893,0.68428797,1.2452352,0.8046396,23.193773,0.0068428796,[ 1.362 -0.251 -0.117],20,2000,0.010333331,7.801162,0.012452352,0.51592934,1000000,-415.41328527972104,0.84179354,-349.70676,500.0,-413.89,0.07801162,0.84179354,-429.2872,4.497031,True,100,-284.28284,81939.0
,-415.32376,-1,871.7465198040009,2.228424,1.3868419,-416.13943,4.80765e-05,20.558226,0.715035,1.072682,0.8156921,30.764082,0.00715035,[ 1.345 -0.251 -0.065],21,2100,0.00480765,5.9268394,0.010726821,0.48938742,1050000,-415.32374606207014,0.8420435,-360.04755,500.0,-413.911,0.059268393,0.8420435,-429.19504,4.864233,True,100,-297.15338,89433.31
,-415.77164,-1,912.6501200199127,1.5803833,1.328321,-416.4638,3.1706368e-06,21.527233,0.7221165,2.0899396,0.69213957,10.66517,0.0072211637,[ 1.219 -0.465 -0.032],22,2200,0.00031706368,17.868877,0.020899396,0.2820431,1100000,-415.77166842743753,0.8421749,-364.62335,500.0,-414.88342,0.17868876,0.8421749,-429.6538,4.645279,True,100,-300.21384,91358.08
,-415.8344,-1,952.4470555782318,1.5866699,1.2658811,-416.4496,6.9355915e-06,33.73994,0.72900844,1.6816146,0.6151962,15.820449,0.007290084,[ 1.2   -0.46  -0.091],23,2300,0.0006935592,10.26951,0.016816145,0.30343568,1150000,-415.8343912507594,0.842261,-383.84283,500.0,-414.8629,0.1026951,0.842261,-429.716,2.9638464,True,100,-303.20975,93102.13
,-415.91586,-1,994.4608483314514,1.1972351,1.3229866,-416.37552,1.5915217e-05,62.73022,0.59420836,1.0217298,0.4596695,25.274132,0.005942083,[ 1.199 -0.507 -0.153],24,2400,0.0015915217,6.600876,0.010217298,0.2764659,1200000,-415.91585227668287,0.8420334,-357.1265,500.0,-415.17828,0.066008754,0.8420334,-429.795,1.594128,True,100,-247.20001,61832.04
,-416.01855,-1,1038.747659444809,1.0746155,1.3699375,-416.3467,4.2636664e-05,15.409089,0.49941757,1.2013439,0.32812408,14.735393,0.004994176,[ 1.164 -0.63  -0.096],25,2500,0.0042636665,11.002421,0.012013439,0.20692609,1250000,-416.018587564826,0.84192836,-262.2003,500.0,-415.2721,0.110024214,0.84192836,-429.8968,6.4896765,True,100,-207.72212,43672.645
,-415.92242,-1,1083.329921722412,0.993042,1.3690304,-416.3728,0.0052793375,1.0928112,0.94114655,0.27784538,0.45035094,91.98323,0.009411465,[ 1.145 -0.516 -0.049],26,2600,0.5279338,2.3929691,0.0027784538,0.2315557,1300000,-415.92245388776064,0.8415818,-405.90182,500.0,-415.37976,0.023929691,0.8415818,-429.8015,91.50711,True,100,-391.39294,155111.62
,-415.70993,-1,1124.9665925502777,1.9025879,1.3242953,-416.39117,3.1243202e-05,6.346225,0.79679024,1.7477736,0.68126494,17.207201,0.007967901,[ 1.142 -0.452 -0.05 ],27,2700,0.0031243204,14.86293,0.017477734,0.3183084,1350000,-415.7099078789353,0.8423364,-366.27533,500.0,-414.4886,0.1486293,0.8423364,-429.5896,15.7574,True,100,-331.30997,111188.27
,-415.83313,-1,1169.8209602832794,1.095459,1.3442379,-416.31055,0.00031313355,5.0025916,0.71098006,0.95598054,0.4774228,35.613335,0.0071098004,[ 1.157 -0.432 -0.095],28,2800,0.031313356,6.2891016,0.0095598055,0.2698472,1400000,-415.83312460199,0.8419544,-326.54254,500.0,-415.2151,0.062891014,0.8419544,-429.71014,19.98964,True,100,-295.50455,88494.96
,-415.33597,-1,1213.4140865802765,2.2550354,1.278458,-416.1039,3.0228614e-06,49.122337,0.5878537,1.3779283,0.76793,15.398053,0.0058785374,[ 1.201 -0.227 -0.075],29,2900,0.00030228615,7.997559,0.013779281,0.50998455,1450000,-415.33598359689114,0.8418166,-341.35687,500.0,-413.84888,0.07997559,0.8418166,-429.2061,2.0357337,True,100,-244.14484,60439.746
,-415.36386,-1,1256.5329179763794,2.3775024,1.329575,-416.288,8.714546e-05,19.251938,0.65520227,1.2876331,0.924111,20.566874,0.006552023,[ 1.188 -0.18  -0.14 ],30,3000,0.008714546,9.930614,0.01287633,0.52806467,1500000,-415.3638816715777,0.8423001,-333.0345,500.0,-413.9105,0.099306144,0.8423001,-429.24014,5.1942825,True,100,-272.14957,75146.94
,-415.22226,-1,1299.0322713851929,3.0350647,1.3009179,-416.35748,1.2370049e-05,33.06653,0.30523896,0.5225821,1.1352237,25.438242,0.0030523897,[ 1.198 -0.148 -0.089],31,3100,0.001237005,3.1433008,0.005225821,0.59623104,1550000,-415.2222592762113,0.84212327,-206.42569,500.0,-413.32242,0.03143301,0.84212327,-429.10083,3.0242062,True,100,-126.618965,16315.592
,-413.46918,-1,1341.4257650375366,8.214233,1.3470341,-415.74033,0.00013100037,15.007315,0.82220787,1.6306672,2.2711642,20.27002,0.008222079,[ 1.247  0.102 -0.118],32,3200,0.013100037,12.148329,0.01630667,1.8141786,1600000,-413.46916592612865,0.84330535,-393.1066,500.0,-407.5261,0.12148329,0.84330535,-427.32715,6.6634173,True,100,-339.42166,118048.766
,-412.6977,-1,1385.3922228813171,8.77536,1.3426393,-415.85193,0.0012363386,1.2367767,0.96289796,0.39943016,3.154261,85.31868,0.009628979,[ 1.326  0.161 -0.072],33,3300,0.12363387,2.2242491,0.0039943014,1.8563242,1650000,-412.6976644319296,0.842855,-413.3761,500.0,-407.07657,0.02224249,0.842855,-426.5594,80.85534,True,100,-397.96042,161959.1
,-413.3521,-1,1430.0212478637695,6.874878,1.3839076,-415.69174,6.014388e-05,24.691833,0.63755035,0.97304285,2.3396282,30.035885,0.006375503,[ 1.281  0.115 -0.076],34,3400,0.006014388,5.9850955,0.0097304275,1.4086226,1700000,-413.3521143195033,0.84464324,-331.75586,500.0,-408.81686,0.059850954,0.84464324,-427.2085,4.049922,True,100,-262.90222,70966.45
,-411.55,-1,1475.2707290649414,9.8689575,1.3526056,-415.2203,5.5227054e-05,38.37358,0.35781837,0.7233117,3.6703265,19.66082,0.0035781832,[ 1.266  0.239 -0.035],35,3500,0.0055227056,6.3781757,0.0072331177,2.099478,1750000,-411.54997908443215,0.8437628,-232.17947,500.0,-405.35135,0.06378175,0.8437628,-425.39066,2.6059597,True,100,-146.44145,22342.113
,-405.26172,-1,1519.656700372696,19.93631,1.2883418,-413.63,2.1046678e-06,39.569523,0.46669188,1.1580342,8.368252,13.971973,0.004666919,[ 1.282  0.397 -0.066],36,3600,0.00021046678,8.778433,0.011580341,4.168311,1800000,-405.2617502214014,0.84505284,-275.52448,500.0,-393.6937,0.08778433,0.84505284,-419.0494,2.5271976,True,100,-188.79411,37766.76
,-405.52927,-1,1560.1992053985596,20.205597,1.2264364,-415.2913,1.2377632e-05,33.23568,0.32161847,0.6815052,9.7620535,18.21459,0.0032161847,[ 1.316  0.399 -0.131],37,3700,0.0012377632,4.719401,0.0068150517,3.7431164,1850000,-405.5292377310991,0.8489665,-210.27165,500.0,-395.0857,0.047194008,0.8489665,-419.37228,3.0088146,True,100,-130.46596,18083.037
,-405.00125,-1,1605.4327387809753,19.954681,1.2372284,-412.6832,8.817388e-05,3.8118525,0.884771,0.89644074,7.681969,49.344868,0.00884771,[ 1.285  0.381 -0.193],38,3800,0.008817389,3.8279011,0.008964407,4.2564487,1900000,-405.00122896641494,0.8489473,-387.73444,500.0,-392.72852,0.03827901,0.8489473,-418.75732,26.233965,True,100,-360.87704,134680.36
,-408.98685,-1,1649.1196990013123,14.765167,1.2111214,-415.23923,7.376002e-05,39.68569,0.4756163,0.94718003,6.2524,20.136972,0.0047561633,[ 1.266  0.317 -0.182],39,3900,0.007376002,5.715419,0.0094718,3.1385794,1950000,-408.9868306529522,0.8489004,-280.30084,500.0,-400.47406,0.057154186,0.8489004,-422.82816,2.5198,True,100,-193.10533,39527.8
,-401.51804,-1,1690.9207215309143,22.601776,1.1518389,-412.94403,2.0748935e-06,48.516727,0.37245357,0.57544935,11.425982,29.523815,0.0037245357,[ 1.284  0.437 -0.208],40,4000,0.00020748934,3.2070618,0.0057544936,5.2129617,2000000,-401.5180479840934,0.84912515,-245.89893,500.0,-390.34225,0.032070618,0.84912515,-415.28284,2.0611448,True,100,-150.02165,23945.785
,-404.43063,-1,1732.0732502937317,20.266266,1.1489695,-413.6034,6.9186004e-05,43.250805,0.37447914,0.8501595,9.172763,16.249556,0.0037447917,[ 1.285  0.389 -0.267],41,4100,0.0069186008,7.7150526,0.008501595,4.4042015,2050000,-404.4306300482154,0.8492544,-240.5538,500.0,-393.33713,0.07715052,0.8492544,-418.21738,2.3120956,True,100,-149.88457,24490.652
,-396.066,-1,1779.0082104206085,41.4299,1.0973511,-413.57098,3.1771867e-06,15.192135,0.7385325,1.8839059,17.504988,13.320943,0.0073853247,[ 1.11   0.484 -0.27 ],42,4200,0.0003177187,16.165003,0.018839058,7.668498,2100000,-396.06599963724614,0.8518359,-344.5148,500.0,-372.14108,0.16165003,0.8518359,-409.8517,6.5823536,True,100,-290.78217,95953.125
,-393.36124,-1,1821.7798805236816,41.210876,1.0750078,-413.2089,2.3090764e-05,34.08961,0.43641707,1.3224028,19.847641,9.821524,0.0043641706,[ 1.194  0.498 -0.322],43,4300,0.0023090765,12.388722,0.013224028,7.3198667,2150000,-393.3612538255751,0.85108405,-248.17865,500.0,-371.99802,0.12388722,0.85108405,-407.13486,2.933445,True,100,-167.7595,34970.766
,-378.90247,-1,1864.4142649173737,144.74738,1.0863212,-406.90387,5.6101813e-05,33.86016,0.5471085,1.1796291,28.001423,17.702766,0.0054710843,[ 1.201  0.566 -0.344],44,4400,0.0056101815,10.111911,0.011796292,16.382996,2199833,-378.9024456524849,0.85080266,-272.888,498.33,-262.1565,0.10111911,0.85080266,-392.4659,2.9533231,True,100,-193.96289,71704.38
,-344.03296,-1,1903.651947259903,275.99066,1.1340374,-400.6126,3.4198983e-05,16.667284,0.77274734,1.265544,56.579647,27.158209,0.007727472,[ 1.195  0.625 -0.333],45,4500,0.0034198985,6.7143726,0.012655442,54.894756,2246778,-344.0329589022696,0.859258,-306.47427,469.45,-124.62195,0.06714372,0.859258,-357.38672,5.999778,True,100,-251.95679,124264.27
,-352.5299,-1,1947.0048348903656,215.4341,1.1502075,-397.6154,3.555367e-05,16.673334,0.67552537,1.5689287,45.085472,15.639292,0.0067552538,[ 1.195  0.643 -0.285],46,4600,0.003555367,14.583846,0.015689287,39.12158,2294881,-352.52991413220764,0.8574991,-259.43118,481.03,-182.18129,0.14583845,0.8574991,-365.78375,5.9976006,True,100,-205.31177,136717.98
,-301.32733,-1,1981.695723772049,276.6579,1.1480266,-386.5895,0.00010893521,8.092753,0.8342704,1.5092217,85.2622,23.404968,0.008342704,[ 1.185  0.693 -0.269],47,4700,0.010893521,10.231692,0.015092216,67.78605,2336967,-301.3273187445104,0.8592587,-243.37283,420.86,-109.93162,0.10231692,0.8592587,-314.21362,12.356734,True,100,-206.71414,180386.81
,-247.91083,-1,2011.4444200992584,257.4428,1.1572868,-371.95404,0.00011627099,10.274744,0.7791712,1.185197,124.04321,30.17735,0.007791713,[ 1.199  0.74  -0.271],48,4800,0.0116270995,6.9763756,0.011851969,68.805664,2371895,-247.91081952542066,0.8582453,-190.03662,349.28,-114.511215,0.06976376,0.8582453,-260.3093,9.732602,True,100,-150.29427,155333.28
,-213.53984,-1,2037.1718246936798,265.71182,1.1073574,-376.17923,1.7153627e-05,9.121048,0.8033588,1.1641028,162.6394,32.26086,0.008033587,[ 1.224  0.79  -0.262],49,4900,0.0017153628,7.0022454,0.011641028,58.15674,2401890,-213.53982319787144,0.85892016,-187.22601,299.95,-110.467415,0.07002246,0.85892016,-226.07912,10.963653,True,100,-149.35596,158305.08
,-178.45947,-1,2058.8950045108795,191.19958,1.0946034,-292.56088,4.5057193e-05,9.061744,0.77568513,1.0894966,114.10141,33.638435,0.0077568507,[ 1.259  0.822 -0.312],50,5000,0.0045057195,5.3200517,0.010894965,41.712334,2427224,-178.45948253646492,0.8597417,-153.32077,253.34,-101.36129,0.053200517,0.8597417,-188.2115,11.035403,True,100,-123.96449,76990.766
,-152.57811,-1,2076.4067685604095,226.92236,1.1542358,-314.09064,0.00020579422,10.367995,0.6857813,0.85319984,161.51251,39.24871,0.006857813,[ 1.255  0.878 -0.324],51,5100,0.020579422,5.112935,0.008531998,42.132423,2448782,-152.57811610117554,0.86590934,-141.39047,215.58,-87.168274,0.05112935,0.86590934,-163.04782,9.645066,True,100,-107.67874,68468.664
,-169.492,-1,2096.0486216545105,206.1307,1.1791996,-281.00714,0.0001360014,5.6229343,0.9247887,1.1808281,111.51514,38.017353,0.009247888,[ 1.203  0.858 -0.265],52,5200,0.013600141,7.0395923,0.01180828,42.647083,2472677,-169.4920108090341,0.8581581,-160.40965,238.95,-74.876434,0.070395924,0.8581581,-178.85892,17.78431,True,100,-138.19817,98448.35
,-158.0375,-1,2115.024177789688,184.47293,1.2305459,-271.74567,7.9087724e-05,13.666945,0.61421984,0.7314841,113.70816,41.351692,0.0061421986,[ 1.158  0.907 -0.24 ],53,5300,0.007908773,3.808532,0.0073148413,35.994064,2495097,-158.03750375285745,0.86372876,-125.860855,224.2,-87.27273,0.03808532,0.86372876,-167.09567,7.316924,True,100,-92.37379,37951.445
,-150.40257,-1,2134.187752723694,184.0853,1.1644856,-260.24377,6.4516125e-06,14.009871,0.5467535,0.81292677,109.8412,31.146355,0.0054675345,[ 1.225  0.947 -0.188],54,5400,0.00064516126,5.7726912,0.008129268,39.719185,2516365,-150.4025743982196,0.8615732,-100.70153,212.68,-76.158485,0.057726912,0.8615732,-159.07736,7.1378245,True,100,-68.23199,38140.426
,-132.53108,-1,2150.509654521942,149.32025,1.2265749,-213.22546,0.00015866132,9.172582,0.7137664,1.1917924,80.69439,26.399326,0.007137664,[ 1.278  0.989 -0.254],55,5500,0.015866132,8.2592745,0.011917924,29.161428,2535083,-132.5310776486993,0.8604202,-120.87062,187.18,-63.905216,0.08259274,0.8604202,-139.6386,10.902056,True,100,-99.344604,31000.613
,-153.25003,-1,2169.392652988434,219.72592,1.2919923,-294.81906,7.301017e-05,10.526062,0.54712665,0.5951715,141.56903,45.801437,0.0054712663,[ 1.31   0.958 -0.192],56,5600,0.0073010167,2.6598434,0.0059517147,43.290157,2556701,-153.2500232486427,0.862193,-116.392166,216.18,-75.09314,0.026598433,0.862193,-163.07733,9.500229,True,100,-84.508575,34868.97
,-159.52562,-1,2188.5366830825806,154.75719,1.251783,-240.66501,0.000337851,2.593217,0.96335053,1.0559636,81.13938,45.423264,0.009633504,[ 1.291  0.96  -0.127],57,5700,0.0337851,6.245878,0.010559635,37.10581,2579400,-159.525628862679,0.8608941,-147.86139,226.99,-85.90782,0.06245878,0.8608941,-167.54779,38.56214,True,100,-134.94292,71953.29
,-141.26814,-1,2206.8520448207855,152.45511,1.2197226,-227.82167,1.4020638e-05,11.97603,0.819395,1.2066888,86.55351,31.558462,0.008193951,[ 1.241  0.984 -0.167],58,5800,0.0014020639,6.807682,0.012066887,33.29669,2599503,-141.2681456106901,0.86088145,-124.992836,201.03,-75.366554,0.06807682,0.86088145,-148.8622,8.350012,True,100,-98.71254,58276.582
,-126.176125,-1,2222.306423187256,142.90337,1.1874548,-217.93262,4.001934e-05,8.407417,0.80806434,1.4200658,91.75649,24.459808,0.008080644,[ 1.177  1.058 -0.199],59,5900,0.004001934,11.059465,0.014200656,27.771444,2617359,-126.17613020122052,0.8619771,-109.876915,178.56,-75.02925,0.11059465,0.8619771,-133.44055,11.894259,True,100,-88.81333,67575.66
,-115.85713,-1,2236.726198196411,117.89199,1.265308,-179.3358,9.620758e-05,13.586879,0.59380585,0.80693775,63.478683,35.128666,0.005938058,[ 1.251  1.124 -0.231],60,6000,0.009620758,5.3079348,0.008069376,22.790018,2633894,-115.857122502923,0.86159533,-84.92257,165.35,-61.44381,0.053079348,0.86159533,-121.83498,7.360042,True,100,-62.887947,17938.924
,-117.88957,-1,2251.6528809070587,115.40677,1.2496495,-190.44743,2.5327601e-05,17.78426,0.5076218,0.7492137,72.557846,31.46271,0.0050762175,[ 1.238  1.14  -0.154],61,6100,0.0025327601,4.6262503,0.0074921367,25.623331,2650630,-117.88958428889514,0.8602989,-88.64851,167.36,-75.040665,0.046262503,0.8602989,-124.23783,5.6229496,True,100,-61.877075,12336.694
,-131.31651,-1,2267.6578855514526,124.49701,1.158067,-200.70728,4.2230567e-06,31.88856,0.48630744,0.8048045,69.39075,26.746609,0.0048630745,[ 1.293  1.046 -0.169],62,6200,0.0004223057,3.8925152,0.0080480445,28.327745,2669266,-131.31652266204358,0.86013186,-97.88749,186.36,-76.210266,0.038925152,0.86013186,-138.00676,3.135921,True,100,-60.10772,14672.655
,-131.41301,-1,2284.196502685547,178.16003,1.1984864,-242.96225,0.00011345281,7.9718432,0.77077997,0.97773385,111.54925,38.32753,0.007707799,[ 1.435  1.022 -0.261],63,6300,0.011345281,5.360603,0.009777338,34.475056,2687884,-131.4130061222613,0.8571811,-117.461655,186.18,-64.802216,0.053606026,0.8571811,-139.51173,12.54415,True,100,-94.5953,50761.91
,-125.29649,-1,2300.161387681961,123.47203,1.2000082,-187.47821,4.7864163e-05,11.660105,0.7353301,1.2449211,62.181717,25.864641,0.0073533,[ 1.413  1.077 -0.22 ],64,6400,0.0047864164,7.2937746,0.0124492105,26.377155,2705661,-125.29649281695485,0.8590484,-104.69994,177.77,-64.00618,0.07293774,0.8590484,-131.54576,8.576252,True,100,-83.36061,29614.762
,-111.40455,-1,2314.350527524948,103.0629,1.2169768,-167.41719,0.00011871353,15.84372,0.4720643,0.6669685,56.01264,33.375393,0.004720643,[ 1.462  1.155 -0.219],65,6500,0.011871353,3.7375166,0.006669685,22.836649,2721550,-111.404550717026,0.8646729,-74.28285,158.89,-64.354294,0.037375167,0.8646729,-116.98512,6.311649,True,100,-52.06984,8184.707
,-129.38727,-1,2330.6205945014954,149.69891,1.1365932,-216.73984,2.1287358e-06,16.13904,0.5839219,1.0123179,87.35258,24.965345,0.0058392193,[ 1.45   1.07  -0.202],66,6600,0.0002128736,5.670106,0.010123179,27.161575,2739928,-129.38726933166384,0.8558585,-97.67193,183.78,-67.04093,0.056701057,0.8558585,-136.61191,6.1961555,True,100,-68.64799,29451.094
,-115.66402,-1,2345.3204753398895,123.002304,1.1376168,-189.63852,5.8242596e-05,10.988762,0.5012339,0.720138,73.97451,32.635006,0.0050123394,[ 1.45   1.113 -0.282],67,6700,0.00582426,3.4947653,0.0072013806,24.819973,2756470,-115.66401197642088,0.86358213,-74.85049,165.42,-66.636215,0.034947652,0.86358213,-121.98529,9.100206,True,100,-53.89587,13081.786
,-105.266754,-1,2359.209329366684,104.3699,1.1517812,-167.77588,0.00013539291,13.162858,0.70958763,1.1055069,62.50912,29.17809,0.0070958757,[ 1.182  1.132 -0.281],68,6800,0.013539292,5.81538,0.011055068,20.136723,2771365,-105.26675705388189,0.85648096,-91.98586,148.95,-63.40598,0.0581538,0.85648096,-110.85928,7.597134,True,100,-71.6958,20540.951
