Weights,EpisodesSoFar,MinIW,ReturnStepMaxmin,InitialBound,MinD2w0t,InitialReturnMax,MeanD2w0t,ReturnMeanIW,MaxD2w0t,ReturnStepMax,MeanIW,Iteration,EpThisIter,InitialReturnMin,InitialReturnStd,Bound,StdIW,EpRewMean,J_sample_variance,StdD2w0t,TimestepsSoFar,TimeElapsed,EmpiricalD2,MaxIW,EpLenMean,InitialReturnMean
[-1.037 -0.727 -0.539 -0.231 -0.138],42100,0.8605447,98.569855,-332.98984,,24.302477,0.79504436,-6.5463305,1.0013093,100.0,0.9974462,421,100,-36.504448,11.803776,-332.97034,0.022738086,-85.45088085714261,139.72426,0.40419546,7657749,14493.777784824371,1.0009702,1.0830954,397.31,-4.5776366e-07
[-1.037 -0.727 -0.539 -0.231 -0.139],42200,0.96475244,98.58641,-334.40353,,26.912058,0.7893514,-7.9321556,1.0002042,100.0,1.0002837,422,100,-32.525322,12.09456,-334.39713,0.008356883,-81.61091591998346,147.83838,0.40783653,7697214,14553.315387248993,1.0001576,1.0287784,394.65,-4.005432e-07
[-1.037 -0.727 -0.539 -0.231 -0.139],42300,0.9242418,98.611694,-333.02548,,25.445621,0.8361205,-6.4484935,1.0008217,100.0,0.9984881,423,100,-41.78856,12.860096,-333.00912,0.019171061,-81.14148650068483,168.07108,0.37054724,7739006,14614.95408153534,1.000599,1.085319,417.92,2.07901e-06
[-1.038 -0.726 -0.539 -0.231 -0.14 ],42400,0.8430065,98.53645,-330.7745,,26.28752,0.73633236,-4.3563037,1.0050685,100.0,0.9987325,424,100,-42.098495,12.508137,-330.7125,0.047962565,-85.17528324632649,158.15715,0.44215882,7775755,14669.794202327728,1.0033779,1.200327,367.49,3.8146973e-07
[-1.037 -0.727 -0.539 -0.232 -0.141],42500,0.84675974,98.543655,-333.02075,,24.68715,0.7500675,-6.5417514,1.0061147,100.0,1.0028738,425,100,-44.24595,14.219428,-332.9294,0.04406446,-85.3695200376935,198.95683,0.43502036,7813170,14725.546504735947,1.0041037,1.1774185,374.15,-4.386902e-07
[-1.039 -0.727 -0.54  -0.232 -0.141],42600,0.9473646,98.587296,-332.4201,,22.829811,0.80513924,-5.941524,1.0005456,100.0,1.0015078,426,100,-45.601776,12.797175,-332.41364,0.015963003,-83.0532668692368,165.49689,0.39632165,7853418,14785.85740160942,1.000401,1.0869094,402.48,2.2125244e-06
[-1.039 -0.727 -0.539 -0.233 -0.141],42700,0.93106973,98.5925,-333.5574,,27.26569,0.8004455,-7.0525517,1.0006863,100.0,1.0018996,427,100,-39.51501,13.245611,-333.5429,0.017303497,-81.52474792749554,177.99515,0.39992306,7893430,14845.548606157303,1.0004725,1.0740898,400.12,1.7166137e-06
[-1.04  -0.727 -0.54  -0.233 -0.141],42800,0.8298017,98.5562,-332.93695,,35.83,0.7820274,-6.4805713,1.0039337,100.0,1.0007721,428,100,-45.105865,13.82514,-332.8905,0.041172776,-86.63111429303052,189.83365,0.4143335,7932471,14903.876339673996,1.0028476,1.1460738,390.41,7.6293946e-07
[-1.04  -0.727 -0.539 -0.232 -0.142],42900,0.9139209,98.57555,-333.279,,22.198486,0.8009763,-6.7924223,1.0018067,100.0,0.99679255,429,100,-51.68671,12.353536,-333.24744,0.028233392,-84.93172045168271,148.84792,0.39998573,7972491,14963.84738445282,1.0012501,1.0966014,400.2,-1.1444092e-06
[-1.04  -0.728 -0.539 -0.233 -0.143],43000,0.9532199,98.62222,-333.01382,,19.691414,0.8299756,-6.404164,1.0007701,100.0,1.0025308,430,100,-44.5222,11.613377,-332.99634,0.01898597,-78.36128787560328,136.08926,0.37602335,8013976,15025.541319131851,1.0006151,1.1121852,414.85,1.0108947e-06
[-1.04  -0.728 -0.539 -0.233 -0.144],43100,0.9635439,98.580246,-333.5812,,25.625525,0.76577115,-7.117094,1.0004255,100.0,1.0013715,431,100,-50.22108,14.586573,-333.5657,0.011552496,-80.34413913277506,215.64038,0.42367813,8052258,15083.208883285522,1.0003146,1.0427638,382.82,-6.8664554e-07
[-1.041 -0.728 -0.54  -0.233 -0.144],43200,0.91113037,98.58403,-332.68832,,33.890327,0.8031069,-6.1862063,1.0014187,100.0,0.9982402,432,100,-40.74971,14.25687,-332.66235,0.0247626,-83.4698672975356,204.8477,0.39821187,8092391,15142.45127749443,1.0009826,1.0895426,401.33,1.2207031e-06
[-1.041 -0.727 -0.54  -0.233 -0.144],43300,0.95195216,98.480835,-329.044,,31.735798,0.7250675,-2.9063437,1.0005931,100.0,0.9991816,433,100,-47.36377,13.66119,-329.027,0.015001025,-94.08590307982186,186.85628,0.4466697,8128636,15196.86054110527,1.0003997,1.0653435,362.45,1.0871887e-06
[-1.041 -0.728 -0.54  -0.233 -0.145],43400,0.8595646,98.59448,-332.8675,,22.932703,0.8389542,-6.3146152,1.0031555,100.0,0.99523264,434,100,-30.771889,11.321541,-332.8366,0.03554915,-84.95063049356799,129.09883,0.36895543,8170533,15259.971410751343,1.0023402,1.1902002,418.97,-1.4495849e-06
[-1.042 -0.727 -0.54  -0.233 -0.145],43500,0.9280074,98.54805,-331.09976,,34.768696,0.768125,-4.738255,1.0006607,100.0,0.9984192,435,100,-40.72531,12.61667,-331.08295,0.014989745,-86.76695096655816,159.22826,0.42225102,8208930,15317.167608737946,1.0004483,1.0486125,383.97,-1.1253356e-06
[-1.043 -0.727 -0.54  -0.232 -0.145],43600,0.94560593,98.583954,-332.0941,,22.137526,0.7753639,-5.62854,1.0003518,100.0,1.0005081,436,100,-40.984627,13.063083,-332.0872,0.012055559,-80.63499923429382,172.80824,0.4174741,8247693,15374.481748580933,1.000254,1.0379487,387.63,-9.918213e-07
[-1.044 -0.727 -0.54  -0.233 -0.145],43700,0.79514617,98.55977,-332.70187,,36.387775,0.77958375,-6.0486736,1.0132122,100.0,0.99250716,437,100,-41.609844,14.821284,-332.54718,0.06743905,-85.39319545239516,217.64429,0.41897723,8286488,15431.767108917236,1.0088516,1.2662493,387.95,1.5640259e-06
[-1.045 -0.725 -0.54  -0.232 -0.146],43800,0.89826983,98.512314,-330.75687,,31.316147,0.73530763,-4.4855723,1.0020715,100.0,1.000565,438,100,-36.528877,13.276313,-330.7283,0.027945846,-89.58145589072025,178.57147,0.44180915,8323225,15486.494297266006,1.0013744,1.1117406,367.37,-2.7275084e-06
[-1.045 -0.725 -0.54  -0.232 -0.146],43900,0.88771504,98.604355,-334.79492,,25.786512,0.8022559,-8.205475,1.0021967,100.0,0.99655193,439,100,-55.474148,13.688332,-334.75626,0.030139867,-79.28341510406868,186.5766,0.3991736,8363303,15544.893906116486,1.0015879,1.1080391,400.78,1.1444092e-06
[-1.046 -0.724 -0.541 -0.232 -0.147],44000,0.8784982,98.538345,-333.18286,,26.908506,0.74623483,-6.7830787,1.0028387,100.0,1.0019113,440,100,-48.290527,14.712738,-333.13113,0.031574693,-86.02416698628213,219.45595,0.4361746,8400571,15601.41505742073,1.002031,1.1163224,372.68,-1.8310546e-06
[-1.046 -0.724 -0.541 -0.232 -0.148],44100,0.914384,98.622696,-332.00064,,25.328922,0.82242703,-5.3780236,1.0013558,100.0,0.9989169,441,100,-62.142212,13.774656,-331.97516,0.022679865,-77.53604562890052,191.45238,0.38271466,8441671,15663.514094352722,1.0009843,1.0917821,411.0,-1.5830993e-06
[-1.047 -0.723 -0.541 -0.231 -0.148],44200,0.8684708,98.56969,-331.54398,,24.188839,0.811447,-5.0839868,1.001762,100.0,0.99772626,442,100,-50.670822,12.822683,-331.51627,0.030461853,-87.23020697153612,167.70651,0.39190575,8482214,15725.227706432343,1.0013648,1.0960065,405.43,5.4359435e-07
[-1.047 -0.723 -0.541 -0.232 -0.148],44300,0.9090647,98.53598,-331.2357,,27.262377,0.77851725,-4.8549776,1.0027043,100.0,1.0003572,443,100,-40.28515,12.420744,-331.18448,0.030178327,-90.21698556934263,153.52927,0.41622832,8521099,15782.57453250885,1.0019368,1.1186235,388.85,-4.7683716e-07
[-1.048 -0.722 -0.541 -0.231 -0.149],44400,0.9109601,98.578186,-332.59103,,25.425268,0.80937237,-6.104297,1.0017124,100.0,1.0042447,444,100,-35.670097,11.583446,-332.56357,0.021658838,-85.29263837433174,134.67247,0.39350155,8561540,15843.13338971138,1.0012617,1.0875885,404.41,1.8024444e-06
[-1.049 -0.723 -0.542 -0.231 -0.15 ],44500,0.8903669,98.59282,-332.5034,,26.659924,0.81081814,-5.9603934,1.0022124,100.0,1.000167,445,100,-31.991676,12.778185,-332.47345,0.030958408,-82.45948285381151,165.42424,0.39262033,8602043,15903.277442216873,1.0016863,1.1221305,405.03,-1.9073486e-08
[-1.049 -0.723 -0.542 -0.231 -0.15 ],44600,0.85726047,98.54953,-332.61115,,32.433403,0.7695686,-6.1674194,1.0039263,100.0,0.9933702,446,100,-42.840477,15.399404,-332.55063,0.037433688,-86.53712811220409,231.35909,0.4224739,8640464,15960.411381721497,1.0027933,1.1426764,384.21,-6.294251e-07
[-1.051 -0.723 -0.542 -0.231 -0.15 ],44700,0.90695447,98.599,-334.75903,,21.21655,0.8153213,-8.198434,1.0015002,100.0,1.0013456,447,100,-36.79724,12.936031,-334.7248,0.02651269,-81.68059401428911,166.13226,0.3887318,8681203,16021.752193689346,1.0012032,1.0943884,407.39,6.8664554e-07
[-1.051 -0.723 -0.542 -0.231 -0.151],44800,0.9865374,98.59872,-332.91562,,31.06931,0.7964611,-6.410685,1.0000328,100.0,1.0004017,448,100,-38.21599,12.741795,-332.91397,0.0031500196,-79.90153198542312,163.99983,0.40264046,8721026,16081.071130037308,1.0000241,1.0107014,398.23,1.5640259e-06
[-1.051 -0.723 -0.542 -0.231 -0.151],44900,0.997175,98.620224,-333.729,,27.560669,0.82262033,-7.154608,1.0000157,100.0,0.99997735,449,100,-37.25253,12.327611,-333.7289,0.0006152825,-78.10240330566806,153.46158,0.38200527,8762157,16142.030879735947,1.0000129,1.0024238,411.31,-2.3269654e-06
[-1.051 -0.723 -0.542 -0.231 -0.151],45000,0.9493346,98.552124,-332.21152,,28.224968,0.7777566,-5.837785,1.0005426,100.0,1.0002494,450,100,-31.78651,13.19789,-332.1963,0.015863137,-87.0658479253543,175.97046,0.41596997,8801036,16200.747597694397,1.0003817,1.0712069,388.79,-2.002716e-06
[-1.051 -0.723 -0.542 -0.231 -0.151],45100,0.8734957,98.62317,-333.3287,,26.790602,0.81814784,-6.6687717,1.0037508,100.0,1.0034462,451,100,-32.78296,11.50004,-333.28934,0.038977243,-76.9737050777454,134.46107,0.3871347,8841889,16261.891544342041,1.0025856,1.1552123,408.53,5.531311e-07
[-1.052 -0.722 -0.542 -0.23  -0.151],45200,0.95839447,98.60727,-335.45337,,25.400986,0.8030677,-8.913068,1.0003097,100.0,1.0018291,452,100,-37.641136,12.512938,-335.44873,0.011390378,-78.83982021728802,158.11409,0.39779782,8882038,16320.91474366188,1.0002224,1.0401603,401.49,8.5830686e-07
[-1.052 -0.722 -0.542 -0.23  -0.151],45300,0.92622674,98.546585,-331.81375,,27.941278,0.7665156,-5.453642,1.0016124,100.0,0.9995614,453,100,-32.05766,11.8736105,-331.7999,0.02351257,-86.84126615930504,140.518,0.42353746,8920343,16377.035333395004,1.001011,1.0962845,383.05,2.479553e-07
[-1.053 -0.722 -0.542 -0.23  -0.152],45400,0.9542893,98.55267,-330.48602,,28.27437,0.7691999,-4.122715,1.0004058,100.0,1.0003086,454,100,-39.204197,14.520839,-330.4771,0.012029006,-86.00910942038294,212.62502,0.42147115,8958798,16434.246344327927,1.0002686,1.0513654,384.55,-1.5640259e-06
[-1.054 -0.722 -0.542 -0.23  -0.152],45500,0.88657093,98.59152,-330.44315,,24.085257,0.81499654,-3.8760061,1.0026472,100.0,0.9982076,455,100,-42.732433,12.133139,-330.39047,0.027810682,-83.15864309486467,144.48894,0.38917515,8999514,16493.575420618057,1.0015613,1.0768249,407.16,-1.0681152e-06
[-1.056 -0.721 -0.543 -0.229 -0.152],45600,0.94058233,98.57182,-332.81055,,18.590849,0.81935173,-6.3766246,1.0004879,100.0,1.0029019,456,100,-28.05666,10.896841,-332.79843,0.014292913,-87.68821587211544,119.884224,0.38494894,9040473,16553.97844696045,1.0003793,1.048188,409.59,-2.670288e-07
[-1.056 -0.721 -0.543 -0.229 -0.152],45700,0.91849357,98.63277,-334.08923,,34.08873,0.81879914,-7.4386578,1.0008701,100.0,0.9991153,457,100,-42.701164,13.210833,-334.067,0.018387571,-75.14450772653693,175.64877,0.3855734,9081398,16615.453167676926,1.0006706,1.074286,409.25,-7.6293944e-08
[-1.057 -0.722 -0.543 -0.23  -0.153],45800,0.9063324,98.6132,-332.529,,23.16319,0.82417744,-5.9249883,1.0018919,100.0,0.99899125,458,100,-31.181805,11.54151,-332.5025,0.028540814,-79.63692209131497,136.04262,0.38150606,9122575,16677.17561864853,1.0014303,1.098227,411.77,2.0980835e-06
[-1.057 -0.721 -0.543 -0.23  -0.153],45900,0.9123758,98.57843,-332.81616,,33.016644,0.8122924,-6.3244214,1.001744,100.0,0.9997541,459,100,-29.054562,12.025706,-332.7836,0.029517481,-85.55197973343458,147.89122,0.39118415,9163162,16737.018582344055,1.001238,1.1062802,405.87,2.479553e-07
[-1.057 -0.721 -0.543 -0.23  -0.153],46000,0.8606099,98.6196,-331.87762,,27.409094,0.8291689,-5.2108207,1.0034685,100.0,1.0011467,460,100,-35.881954,13.500366,-331.82935,0.039080482,-78.74554016357688,187.61986,0.37788674,9204563,16798.641284942627,1.0025055,1.196456,414.01,3.8146972e-08
[-1.056 -0.719 -0.543 -0.23  -0.153],46100,0.85578084,98.56575,-331.66043,,25.17379,0.7780549,-5.1870737,1.0026063,100.0,1.0028979,461,100,-47.949593,14.070816,-331.61972,0.031507544,-84.37423794268456,197.84416,0.4165808,9243423,16856.64614224434,1.0019469,1.1158763,388.6,9.3460085e-07
[-1.057 -0.719 -0.543 -0.23  -0.155],46200,0.9268808,98.55888,-330.26404,,31.206514,0.7581434,-3.8442626,1.0015193,100.0,0.999992,462,100,-34.872078,11.067026,-330.23727,0.022846619,-83.56046322279528,124.47337,0.4287018,9281309,16914.13190627098,1.0009792,1.1052015,378.86,-4.444122e-06
[-1.057 -0.718 -0.543 -0.229 -0.155],46300,0.94332147,98.602356,-333.94638,,30.149338,0.8023693,-7.422225,1.0003812,100.0,0.99966466,463,100,-56.178032,13.552116,-333.9423,0.01280092,-79.75258175140894,187.06851,0.39835516,9321422,16975.105108976364,1.0002788,1.0386984,401.13,1.4495849e-06
[-1.057 -0.718 -0.543 -0.229 -0.155],46400,0.8828777,98.60623,-333.4296,,25.856596,0.7959571,-6.8185654,1.003289,100.0,1.0020169,464,100,-47.468513,13.282883,-333.3886,0.032991074,-78.25654916317528,179.28104,0.40426177,9361169,17033.051203489304,1.0023203,1.1860511,397.47,-4.005432e-07
[-1.058 -0.716 -0.543 -0.229 -0.155],46500,0.92220545,98.53276,-332.52814,,39.96559,0.74589294,-6.208897,1.0009062,100.0,0.9992572,465,100,-45.363487,15.659092,-332.5071,0.020735813,-87.09613730462999,245.93266,0.43567207,9398450,17089.67137694359,1.0006212,1.067014,372.81,9.536743e-07
[-1.058 -0.717 -0.543 -0.229 -0.156],46600,0.8981328,98.57094,-332.77414,,23.67431,0.80416596,-6.3137913,1.0017035,100.0,0.9994237,466,100,-35.96215,11.610806,-332.7486,0.026067471,-86.20034385300006,136.25974,0.39752907,9438631,17150.063684940338,1.0012671,1.1170835,401.81,8.392334e-07
[-1.058 -0.717 -0.544 -0.229 -0.156],46700,0.9005766,98.595,-333.61533,,20.473495,0.81651855,-7.0801105,1.0016996,100.0,0.99920166,467,100,-43.11212,12.41416,-333.5907,0.025185272,-82.61484694698433,155.64891,0.38778254,9479429,17210.147433757782,1.0012466,1.0871336,407.98,-1.5258789e-06
[-1.059 -0.716 -0.544 -0.23  -0.156],46800,0.85311085,98.55078,-332.72403,,27.502195,0.7879222,-6.3081517,1.0032818,100.0,0.99544513,468,100,-37.63658,12.945876,-332.68298,0.03237149,-88.3873250962733,167.02177,0.40988746,9518780,17268.49169278145,1.0021262,1.1307024,393.51,1.0681152e-06
[-1.06  -0.716 -0.543 -0.23  -0.157],46900,0.91804177,98.53284,-331.35416,,20.825708,0.7509597,-5.0417156,1.000583,100.0,0.9965493,469,100,-37.594696,11.808642,-331.33566,0.017020026,-87.68319341896098,140.8761,0.43267012,9556319,17323.490190029144,1.0004162,1.0545982,375.39,-6.1035155e-07
[-1.06  -0.715 -0.543 -0.229 -0.157],47000,0.88169765,98.565735,-333.24536,,39.361694,0.79142857,-6.7693014,1.0032845,100.0,1.0001886,470,100,-47.037178,13.975669,-333.19598,0.036364812,-85.82349714741666,194.0306,0.40740556,9595845,17382.261642217636,1.0022169,1.1707914,395.26,-1.0871887e-06
[-1.061 -0.715 -0.544 -0.229 -0.157],47100,0.9500137,98.50041,-330.403,,29.780087,0.7028436,-4.2064395,1.0006269,100.0,1.0002462,471,100,-52.30831,14.893094,-330.39304,0.013645373,-87.7629128466824,224.25438,0.45719224,9630979,17435.73192501068,1.0003781,1.0582887,351.34,-1.3732911e-06
[-1.062 -0.715 -0.544 -0.229 -0.157],47200,0.93491364,98.58075,-332.45486,,25.424063,0.77730346,-5.991856,1.0006359,100.0,0.99933463,472,100,-41.082275,13.6336775,-332.4443,0.016656185,-81.45063958171328,187.36066,0.41630223,9669834,17493.482398986816,1.0004727,1.0744556,388.55,2.155304e-06
[-1.062 -0.715 -0.544 -0.229 -0.157],47300,0.9422042,98.58574,-332.71667,,22.01081,0.79019016,-6.226877,1.0010171,100.0,1.0006294,473,100,-29.19001,10.832515,-332.70065,0.019153746,-81.80271016314462,117.90196,0.40755326,9709328,17552.076400995255,1.0007151,1.0854125,394.94,3.6239624e-07
[-1.062 -0.715 -0.544 -0.229 -0.157],47400,0.8795303,98.65309,-333.775,,26.644463,0.8697297,-7.014128,1.0029653,100.0,0.9997083,474,100,-40.01507,11.754158,-333.74057,0.038510233,-75.33415256125099,139.19083,0.33824754,9752759,17615.57946896553,1.0024577,1.1867793,434.31,1.335144e-07
[-1.062 -0.715 -0.545 -0.229 -0.158],47500,0.88000226,98.574844,-332.32233,,30.511883,0.7428811,-5.8455744,1.001514,100.0,0.99994546,475,100,-40.123596,14.067233,-332.29266,0.027581038,-78.90995691457634,197.91284,0.43759862,9789879,17671.131018400192,1.0011096,1.091651,371.2,-1.2397766e-06
[-1.062 -0.715 -0.544 -0.229 -0.159],47600,0.9261125,98.520615,-333.0566,,24.788857,0.7521394,-6.7899747,1.0004944,100.0,1.0003237,476,100,-41.431572,12.89031,-333.0414,0.01326165,-90.12341715468912,167.25624,0.4319364,9827479,17727.661004543304,1.0003296,1.0479467,376.0,1.2207031e-06
[-1.062 -0.715 -0.544 -0.229 -0.159],47700,0.93664896,98.59648,-332.96576,,31.262424,0.7778866,-6.4427924,1.0009301,100.0,1.0010525,477,100,-36.77047,12.905154,-332.9511,0.01868364,-78.44299024187085,168.55247,0.41601238,9866359,17784.36790537834,1.0006492,1.0996581,388.8,4.959106e-07
[-1.062 -0.715 -0.544 -0.229 -0.159],47800,0.9103946,98.58945,-333.65918,,37.886566,0.8207078,-7.1404905,1.0017058,100.0,1.0016576,478,100,-44.634773,13.003216,-333.6365,0.02755965,-84.17598318241167,172.15704,0.3843657,9907365,17844.106066703796,1.0013347,1.1214361,410.06,1.1825562e-06
[-1.062 -0.715 -0.544 -0.23  -0.159],47900,0.8448786,98.64181,-334.15607,,28.955902,0.8513685,-7.3653,1.0061041,100.0,1.0004784,479,100,-41.49592,12.810815,-334.08334,0.050232343,-76.05677748213411,164.4386,0.35857552,9949832,17906.66268992424,1.0046402,1.22109,424.67,6.198883e-07
[-1.062 -0.715 -0.545 -0.23  -0.16 ],48000,0.85193837,98.51898,-330.49084,,25.502478,0.73304546,-4.137816,1.0030946,100.0,1.00139,480,100,-36.332336,13.866921,-330.42676,0.035954665,-88.04872924939168,196.28645,0.4433467,9986441,17961.46547460556,1.0019749,1.1501869,366.09,1.8215179e-06
[-1.062 -0.715 -0.545 -0.23  -0.161],48100,0.8660925,98.57857,-331.45752,,26.659018,0.7888878,-4.8821936,1.0066959,100.0,0.996087,481,100,-37.33529,12.738681,-331.38193,0.044643868,-82.91029886973567,161.23772,0.410483,10025788,18019.64780521393,1.004693,1.2088618,393.47,6.8664554e-07
[-1.063 -0.713 -0.545 -0.229 -0.161],48200,0.9313253,98.61534,-335.06873,,30.27121,0.80492014,-8.484561,1.0010029,100.0,1.0023057,482,100,-42.330513,13.834852,-335.05637,0.019190243,-77.3712753826417,193.39938,0.39669156,10066017,18081.395248651505,1.0007502,1.0794498,402.29,-1.14440915e-07
[-1.063 -0.713 -0.545 -0.23  -0.161],48300,0.86555827,98.63451,-333.2728,,25.048492,0.8193692,-6.5601935,1.0027026,100.0,0.99629235,483,100,-34.005714,12.106119,-333.22202,0.034028355,-74.78462100222826,148.05931,0.38592175,10106939,18143.64615035057,1.0020279,1.1274011,409.22,1.2016296e-06
[-1.063 -0.713 -0.545 -0.23  -0.162],48400,0.92818683,98.6035,-333.9201,,27.53547,0.7884663,-7.3423605,1.0015466,100.0,0.998778,484,100,-31.775686,13.231545,-333.88513,0.024783047,-78.10366749215048,175.60909,0.4090433,10146336,18204.28879237175,1.0011612,1.1217966,393.97,-5.7220458e-08
[-1.063 -0.713 -0.545 -0.23  -0.161],48500,0.96355635,98.57448,-331.66797,,30.673153,0.77722436,-5.235565,1.0002522,100.0,1.0001767,485,100,-41.436256,12.6290455,-331.66153,0.009952867,-82.67436577581337,161.02557,0.4161924,10185194,18264.504610538483,1.0001873,1.046414,388.58,3.9100647e-07
[-1.063 -0.713 -0.545 -0.23  -0.161],48600,0.9414507,98.49625,-330.31458,,21.32063,0.7301775,-4.1327653,1.0005544,100.0,1.0018483,486,100,-36.319775,12.818303,-330.30386,0.014224193,-91.93884391685333,166.03572,0.4440483,10221695,18319.719747304916,1.000372,1.0566077,365.01,6.8664554e-07
[-1.063 -0.713 -0.545 -0.23  -0.161],48700,0.94387805,98.56932,-330.8533,,21.258095,0.773441,-4.4244227,1.0008602,100.0,0.9994513,487,100,-38.405098,12.811728,-330.84268,0.018161513,-83.24728310410923,166.01962,0.4189184,10260354,18378.182553052902,1.0006118,1.0774676,386.59,-4.5776366e-07
[-1.063 -0.713 -0.545 -0.23  -0.161],48800,0.9263464,98.548416,-330.2192,,29.53125,0.78411585,-3.8473637,1.0010452,100.0,0.9994286,488,100,-42.466774,13.071372,-330.19904,0.019487804,-88.48501079871485,170.73244,0.41184753,10299543,18437.18040084839,1.0007814,1.073345,391.89,9.918213e-07
[-1.063 -0.713 -0.545 -0.23  -0.162],48900,0.9117078,98.55782,-331.04932,,28.351156,0.79347545,-4.6397843,1.0018102,100.0,1.0024468,489,100,-41.850616,12.330558,-331.0297,0.027035369,-87.6506445261524,154.9872,0.40552136,10339188,18498.043693304062,1.001311,1.100909,396.45,5.722046e-07
[-1.063 -0.713 -0.545 -0.23  -0.161],49000,0.96879715,98.54619,-330.14148,,24.806885,0.75910807,-3.8035347,1.0002196,100.0,0.9991628,490,100,-38.9264,13.227047,-330.13486,0.0089719705,-86.11840360350061,176.29282,0.4276899,10377141,18556.140934944153,1.0001506,1.0318056,379.53,-3.8146972e-08
[-1.063 -0.713 -0.545 -0.23  -0.162],49100,0.8645397,98.50366,-329.86307,,25.18609,0.7368217,-3.624247,1.0015906,100.0,1.0012778,491,100,-47.5666,13.409064,-329.83844,0.026357498,-91.36593775954516,179.6865,0.44092652,10413957,18611.806104898453,1.0011532,1.0989628,368.16,8.010864e-07
[-1.064 -0.713 -0.545 -0.23  -0.163],49200,0.8600122,98.533005,-330.29147,,25.366331,0.75805813,-3.9230154,1.0036278,100.0,1.0079466,492,100,-38.000626,13.465411,-330.24988,0.03899688,-88.3848964461809,185.2211,0.42945045,10451809,18669.295205116272,1.0023874,1.1473304,378.52,1.4877319e-06
[-1.064 -0.712 -0.545 -0.23  -0.163],49300,0.96344316,98.544174,-329.95874,,27.818012,0.75079936,-3.630498,1.0001614,100.0,1.0001715,493,100,-40.92486,13.794271,-329.9542,0.0075603314,-85.55682979232897,191.90941,0.4325883,10489348,18726.54996228218,1.0000963,1.0238693,375.39,1.5830993e-06
[-1.064 -0.712 -0.545 -0.23  -0.164],49400,0.92281616,98.61017,-332.9122,,28.028755,0.7947175,-6.3263373,1.0014796,100.0,1.0026169,494,100,-36.88092,13.134407,-332.88995,0.02455232,-77.4054480341041,175.91818,0.4045015,10529060,18786.638473510742,1.0010448,1.0907009,397.12,-2.1457672e-06
[-1.065 -0.711 -0.545 -0.23  -0.164],49500,0.94510406,98.576675,-331.1262,,23.125763,0.76777047,-4.6745005,1.0006515,100.0,0.99970263,495,100,-39.89653,12.342822,-331.11255,0.015847417,-81.23354867239317,153.06892,0.4224853,10567439,18843.53830885887,1.0004729,1.063163,383.79,-6.294251e-07
[-1.065 -0.712 -0.546 -0.23  -0.164],49600,0.8938425,98.58925,-332.55054,,23.646828,0.8208015,-6.0369697,1.0014254,100.0,0.99971044,496,100,-41.31964,13.153049,-332.5271,0.023425257,-84.23815650410523,172.5421,0.38414547,10608455,18901.33250617981,1.0011036,1.1009467,410.16,2.670288e-07
[-1.065 -0.711 -0.545 -0.23  -0.165],49700,0.66567373,98.51991,-330.79382,,31.40502,0.7515737,-4.190583,1.0141819,100.0,0.9990758,497,100,-45.584213,15.44072,-330.6137,0.07641504,-89.76285488479012,225.4784,0.43638366,10645849,18954.497751951218,1.0092366,1.2985477,373.94,1.5258789e-06
[-1.071 -0.713 -0.547 -0.23  -0.166],49800,0.92343414,98.61128,-333.29233,,33.66324,0.80689377,-6.7102385,1.0009102,100.0,0.9994056,498,100,-38.365852,12.768318,-333.27197,0.018478751,-78.38577725501186,166.39465,0.39510855,10686179,19011.28817820549,1.0006249,1.0674148,403.3,-6.580353e-07
[-1.071 -0.712 -0.548 -0.23  -0.166],49900,0.85457075,98.549225,-329.78476,,33.55968,0.7790748,-3.2592318,1.0056397,100.0,1.0013174,499,100,-41.029327,13.879288,-329.68268,0.043783378,-87.59454071321774,194.49228,0.41703215,10725043,19064.9417014122,1.0040483,1.1691751,388.64,1.14440915e-07
