Iteration,EpLenMean,ReturnStepMaxmin,InitialReturnStd,ReturnStepMax,Bound,ReturnMeanIW,EpisodesSoFar,StdD2w0t,TimestepsSoFar,MeanD2w0t,MinIW,MaxIW,InitialReturnMean,MeanIW,InitialBound,MinD2w0t,Weights,EmpiricalD2,J_sample_variance,StdIW,InitialReturnMin,EpThisIter,TimeElapsed,EpRewMean,InitialReturnMax,MaxD2w0t
170,16.86,86.512115,2.853209,100.0,9850.622,15719.011,17000,194.58752,281246,9.346537,2.9699926e-05,3157.537,9.07898e-06,32.821354,338.96545,,[-0.517  0.913 -0.766  0.321 -0.861],3592.6252,21375920000.0,309.57013,-4.2333984,100,1741.050359249115,-108.33177193446511,9.067619,16828.646
171,16.51,86.23056,2.700578,100.0,963.81384,1419.4512,17100,5.12489,282897,0.18088457,0.0014550405,165.9729,-1.6021728e-06,2.7237325,386.87573,,[-0.627  0.878 -0.759  0.32  -0.855],24.711615,58521310.0,15.40963,-4.139206,100,1754.4054963588715,-108.28512203274124,7.2909317,703.443
172,16.39,86.22784,2.7720368,100.0,424.38846,663.96246,17200,0.2566101,284536,0.044440817,0.03899847,9.180696,-1.8310546e-06,1.204727,377.76898,,[-0.58   0.883 -0.791  0.36  -0.903],1.7816814,445125.0,1.3089266,-4.368805,100,1765.9562315940857,-107.8409899673149,8.305672,4.378499
173,16.78,86.47635,2.9929514,100.0,381.34076,572.1062,17300,0.19011226,286214,0.035360727,0.35591158,3.9661891,1.5258789e-07,1.0516636,360.54688,,[-0.51   0.841 -0.785  0.344 -0.923],1.1561927,51441.703,0.45691305,-4.3581696,100,1775.906780719757,-108.00020587917807,13.194084,1.3586357
174,16.13,85.963104,2.6347802,100.0,411.90265,607.24414,17400,0.1912011,287827,0.03479174,0.16742714,2.7235117,1.7547608e-06,1.0641059,390.2023,,[-0.543  0.852 -0.781  0.353 -0.919],1.1885189,50757.11,0.42924562,-4.150978,100,1784.7006599903107,-108.13312203717533,10.54628,1.7464767
175,16.11,85.94155,2.2431502,100.0,440.7411,626.28986,17500,0.20326784,289438,0.03646195,0.18359789,5.9014816,3.3569336e-06,1.1010437,402.6745,,[-0.535  0.853 -0.788  0.368 -0.921],1.4392874,137955.22,0.72950524,-3.9442902,100,1794.0583100318909,-108.16416250320265,5.30645,2.499071
176,16.26,86.04514,2.6583664,100.0,622.52435,1175.5256,17600,1.4229294,291064,0.15753454,0.00032094558,75.66754,-1.4495849e-06,2.2270324,391.80682,,[-0.534  0.868 -0.792  0.387 -0.935],19.005756,21496636.0,9.446759,-3.85363,100,1803.3550188541412,-108.41647439126432,10.681717,44.266983
177,16.29,86.08047,2.6791742,100.0,455.38458,660.4786,17700,0.25214326,292693,0.04393831,0.029505296,7.745097,1.6784668e-06,1.1826866,398.23138,,[-0.52   0.885 -0.812  0.379 -0.952],2.3962927,403321.22,1.2548132,-4.033554,100,1814.2283759117126,-108.14873599249157,8.138641,5.0041194
178,16.68,86.38756,2.8905454,100.0,472.49698,746.4989,17800,0.45296,294361,0.06838656,0.0040147896,22.738134,-2.5939942e-06,1.3888228,376.0768,,[-0.532  0.856 -0.821  0.378 -0.956],3.8313751,1679055.2,2.5985408,-4.3996964,100,1823.9006052017212,-108.09466666482777,9.158188,8.850971
179,16.32,86.128525,2.6970217,100.0,447.1601,647.84314,17900,0.21861182,295993,0.03873972,0.15036874,6.098488,-8.31604e-06,1.16265,390.38556,,[-0.563  0.868 -0.806  0.403 -0.983],1.7437584,209438.9,0.9027212,-4.0298843,100,1834.5496423244476,-108.07108040073047,8.115448,3.4176855
180,16.82,86.4756,2.8897138,100.0,398.8879,618.1071,18000,0.20663567,297675,0.038089346,0.14019714,6.4480705,-1.0147095e-05,1.1357591,353.9292,,[-0.576  0.854 -0.802  0.386 -0.989],1.395242,130026.06,0.71977603,-4.481598,100,1844.6944296360016,-108.44927336808436,9.15657,2.597073
181,16.53,86.27341,2.5313556,100.0,400.04645,578.1795,18100,0.18505174,299328,0.03420475,0.3960824,1.8758014,4.8065185e-06,1.0392241,383.69272,,[-0.57   0.857 -0.813  0.398 -0.977],1.0731745,19971.281,0.2743095,-4.1237564,100,1853.133267402649,-108.4197598296551,7.7711563,1.1589992
182,16.56,86.31491,2.9580243,100.0,407.85193,609.65076,18200,0.23217975,300984,0.041966647,0.0914752,6.283866,-9.536743e-06,1.1028962,378.08365,,[-0.585  0.852 -0.82   0.403 -0.996],1.3981847,178090.25,0.7931643,-4.236458,100,1863.1340444087982,-108.1366438717351,10.128075,2.5914912
183,16.4,86.211174,2.7032776,100.0,849.8906,1490.9768,18300,3.2492416,302624,0.28099328,0.0013748754,207.78125,1.2207031e-06,2.7945313,388.71024,,[-0.59   0.842 -0.842  0.421 -1.005],22.009026,76944270.0,16.990774,-4.3984375,100,1872.8441066741943,-107.80130851465992,8.217392,119.200455
184,16.36,86.16963,2.8135207,100.0,919.9313,1718.4153,18400,17.89879,304260,0.5728686,0.0036811016,229.72862,2.670288e-06,3.268387,390.72223,,[-0.63   0.863 -0.858  0.405 -0.987],38.39189,121068440.0,21.773088,-4.2226105,100,1884.4369237422943,-107.86998428594829,7.7283936,1767.3201
185,16.28,86.067955,2.682829,100.0,509.48474,742.2353,18500,0.36007023,305888,0.05296951,0.04308989,20.427814,,1.3482692,395.9762,,[-0.632  0.844 -0.894  0.465 -1.017],3.8065374,884192.6,1.883359,-3.862297,100,1896.2397017478943,-108.2351042134099,7.226753,11.322723
186,16.3,86.12952,2.7200565,100.0,404.36423,578.2946,18600,0.18301651,307518,0.033577204,0.48765236,2.3832102,-1.8310546e-06,1.02702,392.67206,,[-0.64   0.826 -0.885  0.447 -1.012],1.0561868,17544.7,0.25018695,-4.304138,100,1906.7539410591125,-107.77799547401811,7.877533,1.1853765
187,16.61,86.36865,2.8150232,100.0,483.95795,795.9986,18700,0.5229384,309179,0.07622976,0.025360934,33.073997,-1.8310546e-06,1.47155,359.85742,,[-0.626  0.82  -0.878  0.438 -1.018],3.5546231,2839594.0,3.2961373,-4.474449,100,1914.6009376049042,-108.01213377563869,8.988518,13.911783
188,16.27,86.08292,2.5233884,100.0,3734.6958,6808.7603,18800,65.0664,310806,3.1093974,0.00034589224,1195.8109,1.1138916e-05,12.862605,384.10245,,[-0.658  0.859 -0.853  0.415 -1.081],337.49915,3813487600.0,117.6852,-3.5944138,100,1925.8045258522034,-108.08935517937147,8.35778,5055.58
189,16.31,86.133736,2.8553145,100.0,455.70874,658.9981,18900,0.25882682,312437,0.044338983,0.10505226,9.494866,-1.0070801e-05,1.1753768,392.83676,,[-0.638  0.844 -0.881  0.481 -1.075],1.6110942,254365.47,0.9558266,-4.750313,100,1938.8005316257477,-107.88800121008468,8.467957,4.7276816
190,15.86,85.7271,2.551626,100.0,417.95135,588.9425,19000,0.17658497,314023,0.031959876,0.78979623,1.318132,-2.2125244e-06,1.01032,412.9848,,[-0.644  0.857 -0.856  0.465 -1.069],1.011989,2942.9448,0.09694743,-3.8744507,100,1949.0018646717072,-108.08605571357857,8.819237,1.0395404
191,16.23,86.14055,2.9969437,100.0,388.08557,568.9544,19100,0.17858106,315646,0.03270922,0.6639876,1.4441922,-1.8310546e-06,1.0073428,385.21228,,[-0.636  0.858 -0.852  0.462 -1.071],1.0168194,4490.127,0.12861691,-4.113144,100,1957.0961799621582,-107.50331062576784,10.092567,1.0373219
192,16.22,86.037025,2.5220904,100.0,399.67908,580.48914,19200,0.18452857,317268,0.033758976,0.5382554,2.2073212,-2.0599366e-06,1.020965,392.02914,,[-0.642  0.862 -0.852  0.463 -1.076],1.0532143,16072.939,0.23204264,-3.7364883,100,1965.399687051773,-108.14880921559494,7.8338013,1.2832476
193,16.41,86.21137,2.569513,100.0,404.9935,602.49945,19300,0.19410795,318909,0.035518166,0.32927537,4.7613473,-4.4250487e-06,1.0854824,379.521,,[-0.644  0.87  -0.843  0.457 -1.077],1.2744836,99043.15,0.63393945,-4.39917,100,1973.9716138839722,-107.79694818390615,8.484756,2.2570243
194,16.51,86.25742,2.7851553,100.0,432.71936,655.1139,19400,0.23151134,320560,0.041515265,0.083288506,8.378329,7.5531007e-06,1.1925161,372.1236,,[-0.641  0.883 -0.841  0.471 -1.074],2.0907004,368433.8,1.2261121,-4.026108,100,1984.2859785556793,-108.16822884451159,9.47216,2.557125
195,16.46,86.21768,2.5296428,100.0,512.15063,757.60016,19500,0.3581913,322206,0.059144005,0.048685808,29.61412,4.272461e-06,1.3883148,388.3438,,[-0.603  0.899 -0.829  0.469 -1.066],3.103791,1164612.4,2.1022077,-4.2801285,100,1994.8155920505524,-108.18657371921239,6.6000443,7.5541124
196,16.47,86.28713,2.8729007,100.0,418.3261,651.0047,19600,0.26686743,323853,0.046458546,0.078469865,8.622946,-1.1444092e-06,1.1850637,374.4236,,[-0.618  0.864 -0.854  0.481 -1.079],2.4049876,485741.53,1.404285,-4.4103928,100,2004.6203191280365,-107.82004062469204,9.804962,3.332934
197,16.55,86.31411,2.7610028,100.0,432.38843,638.05615,19700,0.23928046,325508,0.042782266,0.08862348,7.666707,4.8065185e-06,1.1624907,379.95728,,[-0.626  0.849 -0.853  0.486 -1.055],1.8484846,277764.9,1.0528207,-4.516144,100,2013.5482351779938,-107.8533496578289,7.1709824,2.616953
198,16.49,86.295456,2.7810252,100.0,405.23767,602.95386,19800,0.21911944,327157,0.04014169,0.22337204,6.143416,2.822876e-06,1.09185,381.39838,,[-0.619  0.867 -0.846  0.478 -1.056],1.3595456,159225.56,0.7695444,-4.243141,100,2023.6567878723145,-107.68173256444398,8.397133,1.7580584
199,16.32,86.12526,2.7115462,100.0,429.49127,668.0635,19900,0.27729544,328789,0.047515977,0.10414352,19.358183,1.6784668e-06,1.1921592,382.53424,,[-0.624  0.88  -0.829  0.486 -1.05 ],1.8256074,798823.94,1.6996788,-4.1591873,100,2033.3668868541718,-108.187548054654,9.491943,3.790368
200,16.49,86.299614,2.6976767,100.0,455.4453,693.783,20000,0.36004585,330438,0.052739613,0.0094919205,25.711079,-1.0299683e-05,1.2859756,384.69492,,[-0.62   0.875 -0.838  0.512 -1.044],4.4309883,1759464.6,2.793737,-4.663002,100,2043.4925110340118,-107.73150219692668,8.1992035,11.778414
201,16.2,86.05331,2.5724523,100.0,556.005,941.66815,20100,0.7691739,332058,0.09929943,0.014267941,60.068394,-1.4495849e-06,1.7387755,388.30188,,[-0.646  0.85  -0.84   0.497 -1.059],10.978396,8800968.0,6.0337834,-4.3369293,100,2053.876392841339,-107.830690055614,7.1756744,16.92011
202,16.14,86.00945,2.3648505,100.0,442.00342,628.90936,20200,0.19833176,333672,0.035795867,0.071777195,3.6689243,-3.8146973e-07,1.117377,396.04602,,[-0.675  0.837 -0.829  0.502 -1.066],1.3690621,108227.664,0.64497817,-4.1284027,100,2065.789367198944,-107.73483335435131,7.5429764,2.2333379
203,16.66,86.35215,2.6613166,100.0,455.98944,728.70935,20300,0.33222526,335338,0.051110014,0.0042459685,27.4395,1.0910034e-05,1.3538182,373.55197,,[-0.674  0.828 -0.823  0.489 -1.092],3.6070118,1619205.0,2.5518153,-3.9339828,100,2076.240405321121,-108.56830977316594,9.587189,11.585096
204,16.6,86.307304,2.9942822,100.0,558.7991,799.7922,20400,0.34076288,336998,0.050111014,0.0049011987,16.321033,9.9182125e-06,1.488857,380.1063,,[-0.637  0.833 -0.831  0.509 -1.086],3.5104623,1035826.8,2.0580819,-4.180519,100,2087.2107973098755,-108.25750506970513,10.048454,16.840445
205,16.26,86.07696,2.8815541,100.0,439.36136,631.71704,20500,0.21194755,338624,0.03825179,0.20425266,3.5790324,-7.6293945e-06,1.1251147,392.8228,,[-0.654  0.806 -0.836  0.485 -1.082],1.2963582,81808.12,0.53942716,-4.2020187,100,2098.3844752311707,-108.06563009618581,9.599876,2.30546
206,16.06,85.90499,2.5218766,100.0,442.81104,643.85156,20600,0.2228578,340230,0.03954154,0.1822164,6.4826255,-2.7465821e-06,1.1278715,401.81424,,[-0.661  0.805 -0.849  0.505 -1.095],1.5647855,236972.69,0.9257715,-3.6359177,100,2108.129444360733,-108.17494687116564,8.403114,2.3955722
207,16.63,86.35305,2.9296577,100.0,471.81512,708.3725,20700,0.345408,341893,0.056911837,0.04675603,11.784599,2.0599366e-06,1.2911865,378.2677,,[-0.654  0.789 -0.852  0.511 -1.077],1.9792886,740450.75,1.5975696,-3.9381332,100,2117.97918176651,-108.13824599524374,8.172241,7.4851875
208,16.76,86.44917,2.7380614,100.0,349.23322,550.301,20800,0.18120717,343569,0.033745065,0.71446323,1.3678421,1.2969971e-06,1.005434,347.43353,,[-0.625  0.813 -0.818  0.5   -1.108],1.0073923,2450.545,0.09252415,-4.4685364,100,2128.6463174819946,-108.03530962307823,9.858551,1.0262598
209,16.51,86.32488,2.6117487,100.0,652.9469,1039.9098,20900,2.00391,345220,0.11452892,0.0025785565,78.007935,-2.7465821e-06,1.9854811,384.7416,,[-0.626  0.818 -0.814  0.499 -1.106],20.362017,14949496.0,8.061596,-4.1718674,100,2137.860775709152,-107.90290335839022,6.6590652,195.7963
210,16.68,86.46667,2.911821,100.0,365.54956,567.62286,21000,0.18330076,346888,0.034047235,0.6157627,2.3583386,-3.1280517e-06,1.0359232,351.29944,,[-0.597  0.849 -0.811  0.524 -1.068],1.0403389,16717.613,0.2528763,-4.299347,100,2150.1772475242615,-107.78255675734485,8.299683,1.1371855
211,16.45,86.24149,2.606196,100.0,455.31418,731.01117,21100,0.40187436,348533,0.060103506,0.016935643,25.076012,7.6293946e-07,1.3342681,382.43707,,[-0.582  0.843 -0.811  0.518 -1.046],4.3941717,2003896.4,2.8065255,-3.8873749,100,2159.661067724228,-108.12779542030667,8.917503,20.65248
212,16.28,86.09815,2.474652,100.0,443.30048,666.12476,21200,0.26848856,350161,0.046414107,0.15460593,11.004048,7.6293944e-08,1.1834224,386.24283,,[-0.606  0.816 -0.822  0.525 -1.043],1.7462268,389627.44,1.1705873,-4.233612,100,2169.057573080063,-108.06285716293515,7.552002,4.040827
213,16.62,86.338394,2.7197442,100.0,422.87946,654.3937,21300,0.23907942,351823,0.042837977,0.09674315,6.8071156,7.171631e-06,1.1911209,363.67285,,[-0.615  0.836 -0.807  0.506 -1.039],1.5111961,273561.97,1.0044763,-3.683899,100,2178.678074121475,-108.35463497890508,8.071495,2.8704162
214,15.94,85.82903,2.1467848,100.0,569.35,916.32007,21400,0.7130924,353417,0.095474035,0.015694475,30.976267,-3.0517577e-07,1.6455245,409.0143,,[-0.612  0.828 -0.829  0.519 -1.058],10.064283,5649818.0,4.6244392,-3.9624786,100,2188.344443798065,-108.0054527358098,8.468346,14.587184
215,16.66,86.38157,2.9646463,100.0,442.5863,755.0978,21500,0.7022865,355083,0.080893874,0.017418385,34.521313,-9.155273e-07,1.3935179,369.08185,,[-0.628  0.817 -0.808  0.514 -1.057],4.624716,3398792.8,3.6644666,-4.0996246,100,2198.12726855278,-108.23397179517342,9.592369,31.84348
216,16.33,86.1186,2.5849109,100.0,427.29022,655.57056,21600,0.21149787,356716,0.037801117,0.09648919,9.880844,-1.0528564e-05,1.1777174,379.58563,,[-0.626  0.813 -0.839  0.538 -1.081],1.5848454,380517.25,1.2278764,-3.8307877,100,2209.531267642975,-108.19703116486738,6.972328,4.453048
217,16.43,86.1946,2.5570636,100.0,445.46332,647.15015,21700,0.21937604,358359,0.03994798,0.19012414,4.457094,8.010864e-06,1.1639063,383.59772,,[-0.629  0.795 -0.842  0.523 -1.057],1.5092075,143924.11,0.7481165,-4.08078,100,2219.8470418453217,-108.18306537440921,6.9112396,2.3888817
218,15.96,85.871605,2.2639236,100.0,466.94586,671.78064,21800,0.23908184,359955,0.042189006,0.092979014,6.036983,8.392334e-07,1.168111,407.53262,,[-0.613  0.817 -0.824  0.518 -1.064],1.5036856,238797.39,0.8998083,-4.0558624,100,2231.1026515960693,-107.90051439459721,6.34359,2.8738651
219,16.55,86.296715,2.9596894,100.0,368.41357,569.15356,21900,0.18141632,361610,0.033558555,0.62529725,1.8303673,2.9754638e-06,1.0241987,361.00974,,[-0.632  0.813 -0.849  0.53  -1.083],1.0302008,8914.638,0.18468298,-4.320709,100,2241.1009232997894,-108.20570951883596,12.250374,1.2314932
220,16.25,86.07365,2.9212563,100.0,394.23456,597.8279,22000,0.18739177,363235,0.034254357,0.2648199,2.8085535,-4.577637e-06,1.0590935,374.2096,,[-0.64   0.809 -0.852  0.527 -1.089],1.1483322,36724.805,0.37125045,-4.4297714,100,2249.5560421943665,-107.95059877918843,8.828964,1.6293371
221,16.04,85.96249,2.7274795,100.0,414.11978,613.8535,22100,0.20291469,364839,0.036591686,0.29292154,4.0528197,4.7302246e-06,1.0762584,390.96307,,[-0.636  0.812 -0.859  0.536 -1.088],1.246298,93114.42,0.5683545,-4.044716,100,2258.0039069652557,-107.5849755969759,7.7044373,1.7792566
222,15.76,85.65072,2.5350797,100.0,424.71997,596.8681,22200,0.17775586,366415,0.0320623,0.55176884,1.5185096,2.0599366e-06,1.0180427,416.97723,,[-0.635  0.818 -0.85   0.52  -1.091],1.0317644,5926.869,0.13955963,-3.3343658,100,2266.561764240265,-108.02020796763108,8.576035,1.0932122
223,16.82,86.50841,2.7161615,100.0,1134.1951,2071.695,22300,6.4324117,368097,0.49637532,0.00089450215,332.29895,-4.043579e-06,4.245376,374.5933,,[-0.637  0.822 -0.848  0.516 -1.096],116.59193,226718940.0,32.45785,-4.239746,100,2275.6902787685394,-108.28202931825062,7.0188293,311.70605
224,16.56,86.28936,2.929957,100.0,419.01288,659.69006,22400,0.32078174,369753,0.05324998,0.046871044,17.42288,-7.6293946e-07,1.1990925,381.3398,,[-0.661  0.77  -0.858  0.511 -1.094],2.979812,767194.25,1.7078083,-4.4570236,100,2288.2510249614716,-108.19139122506631,8.934799,4.8892217
225,16.47,86.24997,2.3202329,100.0,389.0545,578.12177,22500,0.18741144,371400,0.034562048,0.28028485,2.060034,1.3504028e-05,1.0358397,376.13632,,[-0.665  0.756 -0.854  0.518 -1.088],1.0804298,23883.984,0.29078218,-4.191681,100,2297.2109277248383,-108.13705043510747,6.921097,1.2103258
226,16.48,86.26161,2.9793935,100.0,399.97562,589.48627,22600,0.18863535,373048,0.034760594,0.43436396,2.5954,-1.6021728e-06,1.0617124,374.6564,,[-0.671  0.755 -0.862  0.523 -1.068],1.1613458,33846.156,0.36298248,-4.2643356,100,2305.6949450969696,-107.92649089956858,11.854126,1.2978116
227,16.24,86.08627,2.7064917,100.0,422.80954,601.90607,22700,0.18444936,374672,0.03376858,0.42566657,2.5324903,-1.5258789e-07,1.0658247,393.84912,,[-0.658  0.757 -0.863  0.517 -1.072],1.1139469,24241.947,0.30134743,-3.7175446,100,2314.441541671753,-108.11128177317522,7.966507,1.2215093
228,16.47,86.24674,2.5558512,100.0,412.32452,588.34564,22800,0.19395626,376319,0.035698574,0.36029398,3.9044807,5.722046e-06,1.0554826,391.06085,,[-0.659  0.77  -0.859  0.522 -1.096],1.1368127,34525.812,0.34960032,-4.1289597,100,2323.7889399528503,-108.18759449372175,7.1517105,1.3584852
229,16.64,86.35718,2.744371,100.0,391.51404,570.58344,22900,0.19359049,377983,0.035844203,0.18720691,2.6237526,6.790161e-06,1.0347013,381.19318,,[-0.657  0.764 -0.866  0.534 -1.095],1.1807364,47450.805,0.43211466,-4.03347,100,2333.604649066925,-108.19373788783142,7.8957214,1.344866
230,16.58,86.27948,2.5555596,100.0,6063.668,9260.808,23000,110.22343,379641,5.9292474,0.00013238525,2483.15,1.7547608e-06,18.532743,385.36057,,[-0.654  0.762 -0.857  0.529 -1.099],1044.8755,7759223300.0,179.39005,-4.164055,100,2342.586200237274,-108.53163935187482,6.1156693,6513.3457
231,16.51,86.34336,2.9418623,100.0,394.3096,591.2423,23100,0.1944872,381292,0.035709985,0.2445053,3.805131,4.119873e-06,1.0702804,374.62543,,[-0.649  0.746 -0.83   0.55  -1.109],1.2922932,100331.55,0.63736963,-4.5105133,100,2356.6895594596863,-107.65367400263068,11.108894,2.197811
232,16.98,86.600334,2.7261167,100.0,325.6447,543.2982,23200,0.18133649,382990,0.03399809,0.88958466,1.1483532,1.4495849e-06,1.0036227,324.19766,,[-0.642  0.763 -0.824  0.56  -1.109],1.0030516,612.63416,0.049802378,-4.2800674,100,2366.541629552841,-108.45121776900982,7.4282913,1.0145346
233,16.52,86.31216,3.0635498,100.0,381.81952,559.8037,23300,0.17980999,384642,0.033238005,0.7379668,1.238869,1.2817382e-05,1.0091242,377.7348,,[-0.638  0.762 -0.825  0.56  -1.112],1.0098587,2325.142,0.09146414,-4.5931244,100,2375.7606947422028,-107.76912571916878,8.854324,1.0282657
234,16.21,86.10841,2.4778016,100.0,427.43283,614.9538,23400,0.21110855,386263,0.03787453,0.13459502,6.997826,-3.5095215e-06,1.0885919,396.03516,,[-0.638  0.761 -0.827  0.563 -1.119],1.3254802,146531.0,0.7200739,-4.330406,100,2385.0188438892365,-107.73165799157567,7.0377426,2.4018493
235,16.67,86.381935,3.0314627,100.0,417.61142,641.47577,23500,0.22041008,387930,0.040051512,0.11593722,8.573801,-1.9836425e-06,1.1810597,353.67065,,[-0.639  0.765 -0.811  0.55  -1.113],1.8263695,277689.4,1.088763,-4.6321564,100,2395.4036343097687,-108.13810485860198,8.72831,2.1749465
236,16.35,86.17485,2.58467,100.0,491.7834,725.6208,23600,0.39108232,389565,0.056571055,0.07258642,11.517797,6.2561035e-06,1.3031728,388.33603,,[-0.615  0.768 -0.818  0.552 -1.119],2.2478936,380894.78,1.1626074,-4.2873917,100,2406.8405153751373,-107.92300308245112,8.1102295,13.488763
237,16.45,86.29258,2.803316,100.0,420.14258,633.1992,23700,0.24574424,391210,0.04405539,0.14424272,3.666899,-7.476807e-06,1.1445475,375.73822,,[-0.593  0.746 -0.847  0.567 -1.129],1.5402145,151758.39,0.7336264,-4.313774,100,2417.332614660263,-107.39741112452731,7.909012,3.1525528
238,16.85,86.58196,2.9856884,100.0,398.2682,582.45337,23800,0.19366166,392895,0.036060948,0.3199008,2.5919485,1.0147095e-05,1.0797869,367.26974,,[-0.594  0.721 -0.869  0.579 -1.118],1.2409155,42553.773,0.4272311,-4.867714,100,2427.987941503525,-107.68081874718874,8.134766,1.5206827
239,15.98,85.89724,2.4823515,100.0,10403.474,14873.094,23900,486.3652,394493,8.011113,1.916543e-06,2726.3796,-2.2125244e-06,28.818165,403.406,,[-0.611  0.714 -0.873  0.571 -1.131],3137.7432,18698815000.0,268.15955,-4.195633,100,2436.987024307251,-107.85555791384769,7.1278687,70274.2
240,16.56,86.22185,2.54515,100.0,399.32065,583.6381,24000,0.19553216,396149,0.036133867,0.3800332,2.6228704,-1.9073486e-06,1.0478746,383.83328,,[-0.654  0.66  -0.881  0.538 -1.136],1.1161493,42094.16,0.38066316,-3.74926,100,2450.2762055397034,-108.65573736416519,7.311142,1.3410593
241,16.2,86.080124,2.780238,100.0,553.66595,805.8402,24100,0.471252,397769,0.058563087,0.018853847,19.536543,-4.9591063e-06,1.475408,396.02884,,[-0.664  0.655 -0.893  0.538 -1.132],5.471641,1585452.1,2.5119438,-4.180855,100,2458.445069551468,-107.64251434870722,8.07196,21.351744
242,16.81,86.531204,2.8193114,100.0,525.956,969.432,24200,1.4476221,399450,0.13847572,0.0047704666,90.86883,1.2207031e-06,1.8873726,372.74945,,[-0.683  0.633 -0.889  0.521 -1.135],22.533693,18611440.0,9.02234,-4.2472076,100,2469.3277158737183,-107.85438621248957,8.671524,79.32624
243,16.51,86.21834,3.0179162,100.0,5110.24,7345.046,24300,606.3971,401101,5.7878075,4.6557984e-06,1405.6764,-2.3651123e-06,14.501212,387.25058,,[-0.699  0.6   -0.887  0.51  -1.118],2014.9777,4758990000.0,138.15324,-3.9693832,100,2479.3721430301666,-108.34865543359209,8.6176605,130264.07
244,16.54,86.256256,2.732681,100.0,415.17776,596.9477,24400,0.19485973,402755,0.035857756,0.14966074,5.003251,7.2479247e-06,1.0740622,386.87152,,[-0.73   0.574 -0.873  0.457 -1.153],1.3713852,112014.305,0.6759322,-3.8319168,100,2493.8002672195435,-108.51836305116953,8.04702,1.5051565
245,16.09,85.98006,2.574233,100.0,444.93878,634.796,24500,0.21064314,404364,0.037438154,0.2289038,5.7191153,-5.41687e-06,1.1250368,400.52722,,[-0.709  0.582 -0.869  0.458 -1.156],1.6457666,197793.39,0.8777456,-4.5214615,100,2503.3158144950867,-107.62017870536161,8.641884,3.242425
246,16.0,85.91777,2.275222,100.0,476.23163,677.1635,24600,0.24112278,405964,0.042603225,0.037681486,4.9478145,-2.9754638e-06,1.1850897,410.41675,,[-0.69   0.591 -0.869  0.472 -1.153],1.6859307,265483.8,0.96499723,-3.8041077,100,2511.98855137825,-108.17911478435185,6.1954727,3.7362077
247,16.75,86.48357,2.887357,100.0,394.02118,573.88367,24700,0.19504811,407639,0.036229048,0.37343496,3.1733654,-7.3242186e-06,1.0505254,375.6056,,[-0.65   0.607 -0.845  0.464 -1.149],1.1244631,38641.01,0.37796238,-4.7547913,100,2522.302100419998,-107.9596485904523,6.868538,1.4495384
248,16.39,86.20773,2.7438762,100.0,456.9564,673.43524,24800,0.28014374,409278,0.047584716,0.08265643,11.143363,-1.1444092e-06,1.2106619,390.00638,,[-0.658  0.621 -0.836  0.458 -1.145],1.9890459,476263.4,1.3217686,-4.2622147,100,2531.2040355205536,-107.97544275566969,8.251404,3.8215866
249,16.54,86.263084,2.7219868,100.0,679.19055,1157.6044,24900,3.1138332,410932,0.16588147,0.0015074548,94.61798,-3.1280517e-06,2.2013338,385.41754,,[-0.648  0.609 -0.836  0.471 -1.15 ],20.02231,24354844.0,9.885169,-4.0235977,100,2540.669452905655,-108.23439841379714,7.958725,419.80814
250,16.34,86.160416,2.72351,100.0,707.3972,1196.9581,25000,1.9272202,412566,0.16975997,0.0010729011,134.38177,7.476807e-06,2.278379,388.53027,,[-0.666  0.588 -0.834  0.423 -1.181],22.52586,36898344.0,12.345366,-4.3581696,100,2552.053364753723,-107.88009448675928,9.094276,121.14584
251,16.04,85.92753,2.4114172,100.0,428.32666,635.85406,25100,0.2427195,414170,0.042207357,0.05574146,8.365686,-1.9836425e-06,1.121076,403.12784,,[-0.717  0.563 -0.851  0.444 -1.228],2.3374555,387098.88,1.1975687,-4.0629196,100,2563.5602118968964,-107.7066514364731,7.6799545,2.644841
252,16.33,86.12074,2.494616,100.0,406.25226,581.457,25200,0.18507935,415803,0.03399082,0.42363745,1.9363556,3.8146973e-06,1.0324007,393.26318,,[-0.738  0.551 -0.852  0.445 -1.24 ],1.0791221,17637.166,0.25463715,-4.2089005,100,2572.684112548828,-108.11768328324945,7.9459457,1.212852
253,16.51,86.27138,2.4910553,100.0,408.27643,615.16486,25300,0.27897125,417454,0.045486864,0.042343047,14.599856,2.9754638e-06,1.1168572,389.61627,,[-0.732  0.56  -0.844  0.443 -1.243],2.891098,779418.3,1.7798339,-3.8552856,100,2581.6838252544403,-108.22024080509794,7.4003983,7.2736278
254,16.6,86.358345,2.891937,100.0,429.61462,645.7086,25400,0.26991326,419114,0.047019918,0.049786367,7.270005,3.8146973e-07,1.18448,381.34027,,[-0.744  0.544 -0.841  0.429 -1.238],2.0428274,342124.94,1.158035,-4.628334,100,2591.5148673057556,-107.92395674635866,7.554283,4.7478952
255,16.78,86.495285,3.0386088,100.0,381.84317,556.3425,25500,0.18440093,420792,0.03435548,0.6008709,1.7694058,1.9073486e-06,1.0205624,374.49014,,[-0.758  0.542 -0.836  0.407 -1.233],1.0584776,13199.887,0.23220976,-4.7883377,100,2601.2529532909393,-107.96385093830088,8.196106,1.1255726
