Iteration,EpLenMean,ReturnStepMaxmin,InitialReturnStd,ReturnStepMax,Bound,ReturnMeanIW,EpisodesSoFar,StdD2w0t,TimestepsSoFar,MeanD2w0t,MinIW,MaxIW,InitialReturnMean,MeanIW,InitialBound,MinD2w0t,Weights,EmpiricalD2,J_sample_variance,StdIW,InitialReturnMin,EpThisIter,TimeElapsed,EpRewMean,InitialReturnMax,MaxD2w0t
256,16.3,86.0942,2.6653621,100.0,507.2066,879.05444,25600,0.8069371,422422,0.09369117,0.0020960479,43.662674,-7.858276e-06,1.6225803,395.0446,,[-0.749  0.547 -0.832  0.41  -1.226],11.846813,6284959.5,4.9828744,-4.2796707,100,2610.4008803367615,-108.2211933606608,7.584259,38.877647
257,16.29,86.08508,2.5389333,100.0,600.8733,969.6122,25700,2.2078104,424051,0.11508783,0.002431269,50.90027,-2.2888183e-07,1.7892213,395.41315,,[-0.731  0.589 -0.817  0.418 -1.279],16.763412,8244826.5,5.664879,-4.1219254,100,2619.884622812271,-108.21324111764957,7.6283875,242.34068
258,16.23,86.11212,2.290403,100.0,630.8768,1005.0586,25800,1.4349469,425674,0.09560208,0.0014954043,54.017258,5.340576e-07,1.9034506,394.52563,,[-0.718  0.607 -0.829  0.441 -1.295],14.203299,8495425.0,6.093587,-4.330681,100,2631.2851531505585,-107.59496561224287,5.171814,139.13118
259,16.63,86.4142,2.9424922,100.0,646.3305,1028.3473,25900,1.0038301,427337,0.112686075,0.0018092382,51.580654,-7.6293945e-06,1.9821876,379.50037,,[-0.705  0.627 -0.837  0.464 -1.303],16.791245,8026022.0,5.8138704,-4.318306,100,2643.2888720035553,-107.80853562304384,8.18145,30.48515
260,16.18,86.043816,2.603086,100.0,577.22974,981.36597,26000,1.1878331,428955,0.12317904,0.0060193255,108.16591,2.4414062e-06,1.787165,397.71115,,[-0.68   0.65  -0.838  0.469 -1.311],14.799799,19557700.0,8.571865,-4.120743,100,2654.3193066120148,-107.79711295790088,8.046829,59.81136
261,16.52,86.23741,2.8970513,100.0,381.5812,574.22284,26100,0.18715884,430607,0.03457542,0.38573173,2.3251426,-7.171631e-06,1.0293807,373.25385,,[-0.675  0.633 -0.821  0.455 -1.298],1.0857346,25298.52,0.30298653,-3.8611526,100,2664.8547797203064,-108.45781302760551,7.635231,1.2225859
262,16.01,85.86023,2.6490843,100.0,498.7852,747.71484,26200,0.40231794,432208,0.054023452,0.015548106,23.668903,-3.7384034e-06,1.333812,407.51205,,[-0.67   0.642 -0.813  0.454 -1.297],4.1275163,1921797.0,2.7325006,-3.7932892,100,2673.2111868858337,-108.27531535573826,8.701309,22.582663
263,15.88,85.830505,2.5233269,100.0,484.76178,701.4042,26300,0.25589052,433796,0.04448957,0.1445838,10.557146,1.663208e-05,1.2292352,410.1251,,[-0.647  0.655 -0.814  0.475 -1.308],1.694592,519123.62,1.3547156,-4.2405777,100,2684.0107593536377,-107.74934660798988,7.4921875,4.3160896
264,16.22,86.0887,2.765393,100.0,430.86646,617.5409,26400,0.20354047,435418,0.03697206,0.26185006,3.7472663,-4.272461e-06,1.0991871,395.0347,,[-0.63   0.677 -0.793  0.483 -1.309],1.4538407,108335.99,0.6411161,-4.3977966,100,2694.6364064216614,-107.6072131042893,8.104286,1.5675856
265,16.78,86.4405,2.5045853,100.0,366.5058,553.13806,26500,0.18120192,437096,0.033765443,0.8056843,1.3175071,-2.2888185e-06,1.0070822,363.45724,,[-0.634  0.672 -0.787  0.482 -1.307],1.01117,1844.0479,0.084715895,-4.046608,100,2703.1509726047516,-108.5641531063698,8.464279,1.0311712
266,16.34,86.14304,2.641145,100.0,451.72534,687.62067,26600,0.42880675,438730,0.060157895,0.031260878,16.512838,-5.264282e-06,1.2375757,395.67316,,[-0.64   0.675 -0.787  0.482 -1.309],3.035905,733407.1,1.6291785,-4.2244644,100,2711.2295246124268,-108.05820932289042,6.662407,15.34512
267,16.28,86.12082,2.7886992,100.0,422.1776,628.15906,26700,0.22202244,440358,0.039795782,0.06392936,4.541912,9.689331e-06,1.1192002,384.81445,,[-0.625  0.674 -0.799  0.507 -1.301],1.3958402,129158.516,0.6867376,-4.336853,100,2720.5497510433197,-107.79711607552218,9.399658,2.1072075
268,16.47,86.274086,2.8870566,100.0,1152.7736,2220.692,26800,16.523329,442005,0.86880654,0.0012562933,348.70926,-4.8065185e-06,4.363312,380.49677,,[-0.62   0.67  -0.803  0.521 -1.308],92.64797,270897820.0,33.57271,-4.326309,100,2730.456577539444,-107.91701032838355,10.938591,1005.8944
269,16.39,86.14337,2.6202366,100.0,393.8377,582.2256,26900,0.18633974,443644,0.034278784,0.42592478,2.600577,-4.8065185e-06,1.0350515,381.29266,,[-0.611  0.691 -0.783  0.483 -1.307],1.1222069,32770.71,0.35254976,-3.4651108,100,2742.9899542331696,-108.48857387399383,9.80854,1.2293246
270,16.72,86.44676,2.9739277,100.0,388.82623,585.2703,27000,0.19753666,445316,0.036497306,0.18817276,3.926414,7.019043e-06,1.0740359,368.7572,,[-0.62   0.684 -0.789  0.485 -1.305],1.321265,83928.39,0.59986204,-4.711342,100,2751.426434993744,-108.10884623014037,11.548492,1.9576565
271,16.74,86.40811,3.0009224,100.0,376.81912,556.6926,27100,0.18409458,446990,0.034251187,0.5949413,1.7977663,-1.1291504e-05,1.0125186,372.8994,,[-0.607  0.687 -0.792  0.495 -1.3  ],1.040963,12135.928,0.2133083,-4.138153,100,2760.6498668193817,-108.4979359677857,10.911293,1.13517
272,16.78,86.49186,3.0934722,100.0,412.49203,669.3136,27200,0.3454737,448668,0.059004698,0.04233808,13.579412,-2.8991699e-06,1.2332882,369.14288,,[-0.61   0.689 -0.788  0.491 -1.3  ],3.039616,791737.6,1.7385666,-4.5390244,100,2768.9257793426514,-108.085558635127,9.866531,7.040171
273,16.44,86.20629,2.782628,100.0,410.05045,589.5637,27300,0.1925659,450312,0.035319883,0.1520845,4.7810907,2.2888183e-07,1.0541382,389.01715,,[-0.586  0.677 -0.806  0.486 -1.306],1.2518903,62784.375,0.4918094,-4.40963,100,2778.426932811737,-108.16142574582844,9.108475,1.7914563
274,16.61,86.28902,2.6595592,100.0,490.81668,719.5463,27400,0.29338488,451973,0.049583673,0.014999549,12.247089,5.1879883e-06,1.326092,383.87518,,[-0.588  0.67  -0.804  0.476 -1.306],3.2891126,780391.0,1.7635422,-4.1317215,100,2787.2281160354614,-108.4704568170388,7.6207123,4.0914383
275,16.85,86.51585,2.9207988,100.0,387.08124,577.487,27500,0.19402413,453658,0.0361399,0.26681834,2.8222075,-6.4849855e-06,1.0634155,365.5235,,[-0.566  0.689 -0.797  0.476 -1.328],1.166536,37893.438,0.3909624,-3.8806229,100,2797.3928501605988,-108.4607313084585,9.0432205,1.5973339
276,15.83,85.752884,2.4451003,100.0,456.47272,673.6438,27600,0.27350986,455241,0.045949806,0.03163663,12.748225,-2.2888183e-07,1.1698697,409.43048,,[-0.556  0.686 -0.803  0.484 -1.335],1.918864,503218.1,1.3112729,-4.1287384,100,2806.1932606697083,-107.76319655166729,7.593811,5.7791443
277,16.09,85.95178,2.605472,100.0,410.0114,588.64935,27700,0.18379603,456850,0.0334705,0.49241933,2.45895,-3.8146973e-07,1.0279899,399.64038,,[-0.595  0.689 -0.816  0.507 -1.333],1.1142757,31526.947,0.34209394,-3.9781342,100,2816.0241045951843,-108.0128692936587,9.295616,1.3868163
278,16.58,86.316826,2.7962139,100.0,429.5278,626.5353,27800,0.23060998,458508,0.041613873,0.14226696,5.726263,4.577637e-06,1.1330086,380.2107,,[-0.598  0.693 -0.819  0.514 -1.323],1.2978168,111012.97,0.61904466,-4.0248947,100,2825.14115691185,-108.12977927481175,10.078552,2.6780813
279,16.19,86.05553,2.7841382,100.0,423.21588,603.54926,27900,0.18535623,460127,0.03385196,0.22116086,2.8607397,1.6021728e-06,1.0711982,394.1541,,[-0.599  0.708 -0.8    0.511 -1.324],1.1935745,56606.4,0.46915027,-4.2076187,100,2835.74031996727,-107.77820482808966,8.282211,1.3623531
280,16.95,86.57708,2.9113374,100.0,1771.7202,3500.5222,28000,52.378773,461822,2.2489352,0.0004545595,658.66956,6.4849855e-06,7.2862687,363.53552,,[-0.585  0.713 -0.798  0.514 -1.338],281.48022,899494850.0,64.29409,-4.2536087,100,2845.7681674957275,-108.25439767857014,8.223587,4424.855
281,16.5,86.27392,2.5428774,100.0,459.33234,690.99756,28100,0.30521184,463472,0.04980403,0.013329461,16.40102,-1.4190674e-05,1.2692847,386.40823,,[-0.583  0.75  -0.773  0.483 -1.345],3.589455,949294.3,2.0166924,-4.0543213,100,2858.7060635089874,-108.13527529769635,7.070183,6.025638
282,16.44,86.24861,2.4853244,100.0,431.3274,646.5545,28200,0.26695958,465116,0.046248224,0.04652164,9.914827,-9.765625e-06,1.164114,385.38358,,[-0.598  0.734 -0.773  0.477 -1.346],2.0186343,391398.72,1.2219899,-4.0324097,100,2869.454106092453,-108.06195910292433,8.667168,3.987405
283,16.39,86.21063,2.7571838,100.0,458.1313,675.90857,28300,0.24740067,466755,0.042463154,0.06796783,13.512736,2.2125244e-06,1.2210779,386.95398,,[-0.604  0.72  -0.781  0.488 -1.354],2.0700502,577211.3,1.5062681,-4.3062973,100,2879.8976871967316,-107.97191981460897,9.4449005,7.090227
284,16.42,86.20394,2.802552,100.0,396.46338,625.82324,28400,0.2555646,468397,0.04496082,0.0707899,6.460623,3.6621093e-06,1.1247276,368.08804,,[-0.602  0.737 -0.778  0.506 -1.345],1.8555897,320055.5,1.0972346,-4.2407913,100,2891.2898280620575,-108.11444494843073,7.5884857,3.1799128
285,16.24,86.04721,2.3627245,100.0,432.34686,629.4153,28500,0.2267613,470021,0.040233478,0.12853235,11.224431,4.348755e-06,1.1167945,397.47888,,[-0.603  0.719 -0.788  0.515 -1.354],1.6986587,244381.1,0.9581955,-4.059662,100,2901.487015247345,-108.21248351980215,5.9148026,3.0473022
286,16.43,86.25201,2.8302088,100.0,1349.3491,2627.625,28600,11.970924,471664,0.839455,0.00031884358,440.02667,-5.41687e-06,5.1766863,365.5771,,[-0.599  0.722 -0.8    0.524 -1.356],130.38297,446992640.0,43.072006,-4.5726166,100,2911.184480905533,-107.72503160647,9.464401,558.37476
287,16.39,86.162025,2.3038616,100.0,539.83496,846.89404,28700,0.5570744,473303,0.07475907,0.016758278,40.59178,-1.6021728e-06,1.5416663,389.6878,,[-0.596  0.738 -0.81   0.511 -1.357],4.9357734,4466307.5,4.1284704,-3.6812363,100,2922.7018191814423,-108.48442287823201,9.052238,18.259504
288,16.07,85.96654,2.6764977,100.0,442.60547,630.578,28800,0.20207575,474910,0.036462113,0.21293546,5.0307326,5.8746336e-06,1.1073023,403.467,,[-0.599  0.718 -0.818  0.524 -1.342],1.5109814,170941.78,0.80831194,-3.8177567,100,2933.3111939430237,-108.01572503600028,7.5356064,2.0726478
289,16.4,86.23975,3.00781,100.0,359.59644,568.5574,28900,0.18227191,476550,0.033558305,0.6327027,1.6750892,-5.645752e-06,1.0187738,353.28967,,[-0.628  0.712 -0.824  0.519 -1.361],1.0322028,7577.884,0.16311821,-4.7143784,100,2943.2928869724274,-107.59065209236095,8.369652,1.1382285
290,16.72,86.45417,2.9977584,100.0,582.6422,841.96234,29000,0.36045235,478222,0.059056416,0.05441317,42.56087,2.4414062e-06,1.5967501,374.99475,,[-0.627  0.716 -0.819  0.515 -1.364],3.7824447,4419483.0,4.310623,-4.1954346,100,2952.500726222992,-108.20367012668166,9.270599,10.032755
291,16.35,86.18193,2.8155649,100.0,412.46603,614.3419,29100,0.22575796,479857,0.040995743,0.08980535,5.0426517,-1.2969971e-06,1.0950962,387.2295,,[-0.617  0.749 -0.801  0.52  -1.36 ],1.3209071,135319.45,0.6699014,-4.6107864,100,2964.690289258957,-107.71133714863682,9.822777,2.1696773
292,16.84,86.567444,2.7833736,100.0,361.44257,561.85223,29200,0.19045907,481541,0.03550563,0.40128946,2.5812235,7.5531007e-06,1.0367041,349.76953,,[-0.599  0.759 -0.783  0.521 -1.377],1.1414039,32991.23,0.37113002,-4.5298157,100,2975.9048714637756,-107.80846045927274,8.688187,1.2353785
293,17.0,86.633484,2.9521227,100.0,362.64557,578.98895,29300,0.19774811,483241,0.037012696,0.4006258,4.6117086,6.942749e-06,1.0791942,341.19373,,[-0.607  0.759 -0.781  0.525 -1.381],1.1179211,51487.19,0.4566789,-4.586525,100,2985.3055748939514,-108.20595771482978,9.38176,1.5407704
294,16.38,86.145195,2.5160837,100.0,411.3164,584.1021,29400,0.1807652,484879,0.033262987,0.62812805,1.5760577,-2.1362305e-06,1.0351102,394.54645,,[-0.605  0.764 -0.772  0.525 -1.386],1.043489,9999.858,0.19467798,-3.3861465,100,2995.306043624878,-108.7535474525608,7.8116074,1.0615478
295,16.32,86.11974,2.907978,100.0,419.90988,631.5681,29500,0.22390623,486511,0.04011665,0.09585744,7.2463584,5.1116945e-06,1.1257617,384.5199,,[-0.605  0.769 -0.771  0.526 -1.404],1.4356353,201875.19,0.86327565,-4.409668,100,3005.541550397873,-108.04815795531017,8.671852,2.1242747
296,16.26,86.094986,2.6510913,100.0,782.8162,1574.7205,29600,6.3813562,488137,0.4264406,0.00033749564,190.65498,3.4332274e-06,3.0102806,380.6371,,[-0.605  0.77  -0.767  0.537 -1.407],82.46614,90760550.0,18.957212,-3.8291397,100,3015.208307981491,-107.85894658116216,10.045647,377.1117
297,16.55,86.284584,2.5686433,100.0,423.88126,634.1314,29700,0.24132195,489792,0.0430937,0.08219959,6.940551,-4.5013426e-06,1.1522511,383.77487,,[-0.575  0.796 -0.758  0.525 -1.408],2.1013196,327123.28,1.1516547,-3.6671143,100,3028.2331874370575,-108.59283156045969,9.582947,2.551218
298,16.46,86.26719,2.530379,100.0,426.4901,623.7921,29800,0.21266288,491438,0.038674206,0.23774356,4.1281023,4.119873e-06,1.1242254,385.48367,,[-0.586  0.78  -0.765  0.528 -1.414],1.4511213,126052.125,0.6964453,-4.0175095,100,3039.193004131317,-108.23979753104048,7.606163,2.432096
299,16.23,86.04422,2.9847848,100.0,436.29028,636.759,29900,0.226819,493061,0.040251017,0.10689434,8.069002,-2.5939942e-06,1.1369952,396.8674,,[-0.6    0.779 -0.763  0.515 -1.421],1.5087426,229293.8,0.9380335,-4.227043,100,3049.1306319236755,-108.01547690661698,8.149605,3.0287552
300,16.2,85.99082,2.4952955,100.0,844.80597,1479.8912,30000,5.251842,494681,0.2148108,0.0015972792,140.32353,2.2888185e-06,2.7428987,376.15213,,[-0.614  0.777 -0.764  0.502 -1.411],44.442516,55456692.0,14.366967,-3.761467,100,3059.3382534980774,-108.34277483338862,8.294136,524.8853
301,15.73,85.69038,2.1977782,100.0,434.24664,648.9979,30100,0.20550011,496254,0.03653911,0.03816034,5.595569,6.790161e-06,1.1140239,391.00214,,[-0.579  0.784 -0.775  0.522 -1.419],1.5258005,145228.7,0.71953964,-4.1051407,100,3071.4733550548553,-107.77550325434139,6.4027023,2.018507
302,16.77,86.500916,2.7424822,100.0,509.31122,986.01904,30200,1.3471485,497931,0.14583293,0.0009379055,137.23172,-1.5258789e-07,1.8586203,372.14008,,[-0.57   0.792 -0.773  0.518 -1.419],23.087988,27481050.0,10.473818,-4.31279,100,3082.0399916172028,-108.03206080330743,9.4511795,33.545
303,16.17,86.03803,2.7371266,100.0,446.08047,646.34216,30300,0.2037397,499548,0.036567006,0.18960238,3.641725,-2.7465821e-06,1.1466182,389.0163,,[-0.547  0.811 -0.775  0.519 -1.424],1.5491245,116246.305,0.66275376,-3.9875183,100,3092.925972700119,-107.7282992368046,7.7469482,2.5602562
304,16.25,86.0606,2.58404,100.0,423.50146,610.2127,30400,0.20426708,501173,0.03673861,0.15850495,5.2662535,-3.4332274e-06,1.0851691,396.1171,,[-0.538  0.818 -0.777  0.527 -1.425],1.5221828,163432.1,0.7926628,-3.776268,100,3102.933965444565,-108.03298803638181,8.130394,2.7924438
305,16.05,85.94675,2.5982533,100.0,430.69727,633.8054,30500,0.20931464,502778,0.037720148,0.13714132,5.025836,-6.408691e-06,1.1165407,394.99133,,[-0.533  0.826 -0.779  0.537 -1.428],1.4924889,151790.33,0.7542148,-4.2242126,100,3113.2633867263794,-107.90680264082857,8.20533,1.8256447
306,16.04,85.92429,2.1656606,100.0,411.74023,636.5131,30600,0.20294532,504382,0.036487896,0.14361867,3.4637544,-1.4495849e-06,1.1080436,370.95703,,[-0.53   0.82  -0.774  0.536 -1.435],1.3106716,94691.13,0.57842416,-3.966301,100,3123.7325191497803,-108.08021349057987,5.6969147,2.2932267
307,17.48,86.90601,2.8982213,100.0,529.51556,963.4672,30700,1.3197286,506130,0.12499078,0.012274997,61.697292,9.536743e-06,1.9383525,311.44458,,[-0.521  0.817 -0.782  0.545 -1.428],10.16755,10114089.0,6.887618,-4.479454,100,3134.053187608719,-108.94273070684281,9.097321,77.91775
308,16.43,86.23958,2.8887055,100.0,367.34756,569.4207,30800,0.18220586,507773,0.033579405,0.6023423,1.8463366,-1.7547608e-06,1.0178279,360.18732,,[-0.504  0.837 -0.766  0.525 -1.432],1.0308197,7675.2676,0.16395822,-4.065506,100,3145.82501912117,-107.97255754433677,8.813095,1.1059675
309,16.31,86.08513,2.5238497,100.0,451.5567,657.1758,30900,0.23477434,509404,0.041817315,0.12638496,6.6326475,-7.93457e-06,1.1686254,389.4159,,[-0.503  0.834 -0.77   0.529 -1.427],1.4993478,186602.2,0.81896687,-3.6818085,100,3155.3002626895905,-108.35582357461233,8.133118,2.7355542
310,16.57,86.34006,3.050687,100.0,395.30823,583.96606,31000,0.1940135,511061,0.035821002,0.48135284,2.6489272,-7.3242186e-06,1.0555539,374.08655,,[-0.503  0.843 -0.762  0.516 -1.427],1.0950493,31262.213,0.33155704,-4.234291,100,3165.932338953018,-107.99223610544296,11.598755,1.3794382
311,16.42,86.182434,2.394626,100.0,358.62637,589.6339,31100,0.190197,512703,0.034952335,0.31522736,2.5238094,2.5177003e-06,1.0519041,336.56543,,[-0.5    0.83  -0.772  0.514 -1.429],1.1313313,23823.045,0.29360175,-4.0233,100,3176.2573387622833,-108.29743814262125,7.2682266,1.3683348
312,15.72,85.679245,2.4128501,100.0,477.8703,693.6764,31200,0.25714153,514275,0.043527402,0.05142756,14.194607,6.1035155e-07,1.1922711,413.107,,[-0.499  0.827 -0.772  0.519 -1.433],1.839763,305505.0,1.003305,-3.9134521,100,3185.726845264435,-107.55894861550888,7.5164337,3.286097
313,16.53,86.29256,2.7281525,100.0,544.20355,906.2836,31300,0.906641,515928,0.10936403,0.009810109,57.494987,3.7384034e-06,1.6752976,375.5919,,[-0.5    0.823 -0.772  0.53  -1.433],8.486142,5468875.5,4.544757,-4.921257,100,3196.0393369197845,-107.9697451757779,9.775772,27.817106
314,16.32,86.11253,3.1873174,100.0,380.53033,584.66833,31400,0.18532202,517560,0.034011804,0.4522795,2.4686496,6.8664554e-07,1.038905,365.171,,[-0.502  0.812 -0.769  0.543 -1.432],1.1010947,27309.166,0.3200985,-3.88488,100,3206.167801618576,-108.04361121591307,10.354881,1.2506084
315,16.51,86.27406,2.5078638,100.0,471.6065,705.74725,31500,0.32886505,519211,0.05355093,0.009176826,13.716436,2.2125244e-06,1.293825,380.18625,,[-0.493  0.816 -0.765  0.538 -1.436],2.2107072,728996.7,1.6904616,-4.0033875,100,3215.776225566864,-108.15639171658565,7.430588,7.796805
316,16.69,86.37849,2.8378572,100.0,453.4146,708.11005,31600,0.3120752,520880,0.05129,0.012239262,27.097542,-9.918213e-07,1.3036089,356.51764,,[-0.479  0.824 -0.752  0.519 -1.435],3.228278,848458.0,1.820748,-4.1951904,100,3227.2294912338257,-108.40799124727974,7.886421,8.933897
317,16.45,86.20099,2.9458928,100.0,518.93036,807.5985,31700,0.46207893,522525,0.06721085,0.022681218,21.499535,9.155273e-07,1.4989103,382.70624,,[-0.521  0.83  -0.747  0.529 -1.438],5.5699925,2237374.8,3.0046701,-4.058342,100,3238.888212442398,-108.1643118888426,10.682053,11.843121
318,16.68,86.376656,2.8257153,100.0,441.28683,661.8561,31800,0.25878105,524193,0.045594126,0.089566275,10.560245,7.019043e-06,1.2193725,373.7223,,[-0.492  0.832 -0.753  0.521 -1.445],2.4127102,440922.66,1.3400137,-4.075783,100,3250.5379922389984,-108.20166809414981,9.778526,3.5501788
319,16.71,86.4221,2.9825785,100.0,392.7091,675.366,31900,0.29659748,525864,0.050114572,0.04671178,11.515711,5.264282e-06,1.2479564,337.08658,,[-0.478  0.834 -0.761  0.525 -1.417],3.133327,748398.7,1.7464191,-4.155258,100,3260.9097406864166,-108.26441273183309,10.475311,4.8827686
320,16.56,86.274895,2.5796814,100.0,406.34833,585.4372,32000,0.19344562,527520,0.035747465,0.44210604,2.442015,-6.408691e-06,1.0502789,385.9862,,[-0.493  0.829 -0.752  0.52  -1.418],1.1109989,32226.67,0.33585107,-3.5429688,100,3271.2841584682465,-108.50369573077418,8.425255,1.3171525
321,17.31,86.85776,3.0610344,100.0,4193.1035,5842.6606,32100,20.674715,529251,0.9809267,0.0006478532,1185.1101,8.392334e-07,12.09168,312.30304,,[-0.491  0.84  -0.743  0.524 -1.418],229.07489,3079147500.0,116.570206,-4.697708,100,3281.9644248485565,-108.22756109520131,10.663834,2076.1538
322,16.63,86.32835,2.5188403,100.0,661.9888,1162.6735,32200,2.106571,530914,0.19452728,0.0032152627,90.17101,2.4414062e-06,2.1936522,380.63593,,[-0.515  0.833 -0.718  0.511 -1.417],13.249425,21600036.0,9.192967,-3.903717,100,3293.707382917404,-108.59553160278796,6.7999725,64.195915
323,16.87,86.54943,2.9173563,100.0,357.1571,576.0191,32300,0.19115238,532601,0.035657827,0.41964135,2.6381178,6.1035155e-07,1.061961,335.24072,,[-0.521  0.835 -0.724  0.486 -1.421],1.1311963,31765.87,0.35984305,-4.4481354,100,3306.3907613754272,-108.0646507117346,7.8064117,1.3741953
324,16.25,86.08007,2.6052847,100.0,433.45764,629.5447,32400,0.2136977,534226,0.037954204,0.118747726,7.252142,1.6021728e-06,1.1205336,393.15558,,[-0.524  0.836 -0.717  0.482 -1.426],1.6197445,200295.44,0.88172716,-4.0112686,100,3316.999359369278,-108.05142928235206,8.096779,3.3088129
325,15.92,85.85153,2.586199,100.0,438.878,640.4707,32500,0.19403005,535818,0.03497016,0.18654367,4.87485,-3.8146973e-07,1.1195894,394.00372,,[-0.524  0.847 -0.72   0.494 -1.429],1.3917233,111240.96,0.6524495,-4.089081,100,3327.001601934433,-107.67888263593068,7.3447723,1.7281301
326,16.3,86.171486,2.4538639,100.0,471.19397,689.87695,32600,0.27819327,537448,0.047912043,0.04002379,8.978121,1.15966795e-05,1.2337058,394.1611,,[-0.533  0.836 -0.724  0.492 -1.429],2.262822,409401.94,1.2346631,-3.8957138,100,3336.2891368865967,-108.08537502235278,7.0685883,3.4689817
327,16.18,86.039566,2.4430559,100.0,422.22034,597.14685,32700,0.18432258,539066,0.033684786,0.35045865,2.0585837,6.8664554e-07,1.0496099,399.07898,,[-0.531  0.841 -0.729  0.486 -1.427],1.0990368,28210.238,0.31655973,-4.0864334,100,3345.5602099895477,-108.05963252039653,7.269356,1.2232916
328,16.34,86.174126,2.514702,100.0,569.1367,891.9824,32800,0.8258482,540700,0.09743408,0.009944161,30.482643,3.967285e-06,1.6450647,395.71603,,[-0.544  0.847 -0.725  0.49  -1.422],8.7211485,4745994.5,4.3130736,-3.9558792,100,3356.017811059952,-108.07854380641076,7.7276077,31.535057
329,16.54,86.32795,2.590704,100.0,391.33765,581.5822,32900,0.18906957,542354,0.034858197,0.35047707,3.0669053,-1.1291504e-05,1.0532975,373.86084,,[-0.531  0.861 -0.723  0.479 -1.421],1.187937,45654.777,0.43340462,-4.714592,100,3367.4074170589447,-107.72018873909079,8.028053,1.7064945
330,16.42,86.195885,2.6672485,100.0,464.59512,747.9945,33000,0.2727739,543996,0.04512091,0.03721471,8.781353,-8.926391e-06,1.370465,350.91876,,[-0.53   0.868 -0.725  0.487 -1.421],2.5837977,704257.56,1.6873432,-3.8240738,100,3376.849263191223,-108.34128929633873,9.525864,7.138411
331,16.04,85.93724,2.4239318,100.0,434.831,636.97906,33100,0.19256996,545600,0.034777623,0.3598088,4.334319,1.0604858e-05,1.1221838,390.1478,,[-0.543  0.861 -0.718  0.476 -1.421],1.3470007,80473.164,0.56673557,-3.9792252,100,3387.741426706314,-107.91905809603664,7.1318893,2.0930002
332,16.72,86.46824,2.9334726,100.0,372.97095,555.44745,33200,0.18315122,547272,0.034062017,0.5687102,1.6206442,5.645752e-06,1.0148762,367.40234,,[-0.546  0.852 -0.718  0.469 -1.422],1.0413584,8456.686,0.18260631,-4.977173,100,3397.656714439392,-107.851203161739,10.867004,1.0872334
333,16.13,86.004814,2.5007067,100.0,698.292,1269.681,33300,2.178181,548885,0.19616786,0.0042536934,142.64099,-3.4332274e-06,2.365665,396.59857,,[-0.542  0.855 -0.715  0.467 -1.422],31.754612,50339330.0,14.033818,-4.1222153,100,3407.2829508781433,-107.76233671235131,8.278908,92.798706
334,16.01,85.875824,2.380368,100.0,505.29895,734.4781,33400,0.31001535,550486,0.047705885,0.010058482,13.588108,4.8828124e-06,1.292928,406.23706,,[-0.518  0.88  -0.708  0.461 -1.409],2.5579612,1008068.94,1.9059451,-3.693985,100,3419.7262167930603,-108.04445458078727,7.6692047,12.890378
335,16.5,86.26716,2.381691,100.0,415.0866,667.219,33500,0.26737985,552136,0.046158798,0.049901437,9.632221,-6.942749e-06,1.221534,342.86624,,[-0.518  0.895 -0.71   0.486 -1.408],2.2781858,445684.2,1.329707,-4.2995453,100,3431.7599523067474,-108.08811748654614,8.597153,3.9803128
336,16.24,86.02176,2.4665363,100.0,420.72168,649.5028,33600,0.23805726,553760,0.041759167,0.099650756,5.878793,-4.4250487e-06,1.1512893,376.7227,,[-0.502  0.902 -0.709  0.477 -1.411],1.5494314,189952.75,0.82618827,-3.86837,100,3442.3250102996826,-108.33061381656782,6.806183,2.8349688
337,16.46,86.23884,2.840682,100.0,429.53928,637.13477,33700,0.22753607,555406,0.04036456,0.14009821,15.776524,5.0354006e-06,1.1580389,384.53748,,[-0.494  0.897 -0.708  0.488 -1.41 ],1.8580955,649262.25,1.6252573,-4.04953,100,3452.622808933258,-108.04433535033257,9.2638855,4.085991
338,16.73,86.400536,2.6855254,100.0,410.1914,601.9758,33800,0.20914692,557079,0.03853893,0.16798392,4.886927,-3.3569336e-06,1.1017809,375.15594,,[-0.486  0.911 -0.705  0.502 -1.408],1.2540231,93524.15,0.59584194,-4.319786,100,3463.623543024063,-108.29112081770026,6.873184,1.6296841
339,16.8,86.37044,2.7235014,100.0,403.4143,628.1102,33900,0.2594282,558759,0.04622585,0.052065194,6.1615815,-1.6784668e-06,1.1493646,362.66522,,[-0.471  0.907 -0.7    0.506 -1.406],1.6722565,270548.03,1.0025704,-3.901802,100,3474.648824930191,-109.02880572223465,8.340515,3.497807
340,16.33,86.12729,2.6238203,100.0,396.89996,576.2637,34000,0.18086909,560392,0.03323017,0.60545266,1.8436415,-4.043579e-06,1.0234243,387.47595,,[-0.464  0.896 -0.708  0.519 -1.416],1.0404973,9549.504,0.1883284,-4.0811844,100,3484.8579721450806,-108.14569621727023,6.76416,1.1124225
341,16.53,86.25606,2.7299767,100.0,366.99603,608.2398,34100,0.20600171,562045,0.037834235,0.19146435,3.7370327,-2.7465821e-06,1.0926934,341.67023,,[-0.46   0.896 -0.708  0.523 -1.422],1.2976071,106743.22,0.62622064,-4.1733704,100,3494.3243033885956,-108.39909046819659,9.706223,1.5747428
