MaxIW,InitialReturnMean,ReturnMeanIW,ReturnStepMax,InitialReturnStd,StdIW,StdD2w0t,EpThisIter,TimestepsSoFar,ReturnStepMaxmin,Bound,TimeElapsed,J_sample_variance,MaxD2w0t,MeanIW,EpisodesSoFar,Weights,Iteration,InitialReturnMin,InitialReturnMax,MinD2w0t,MeanD2w0t,InitialBound,EmpiricalD2,EpLenMean,EpRewMean,MinIW
1.9167628,-92.78017,-87.064835,100.0,3.3580518,0.2432411,0.18630946,100,49145,99.35091,-310.44247,247.53702020645142,449.8839,1.0784464,0.9360675,2900,[-0.695  0.884 -0.699  0.297 -0.009],29,-97.561966,-82.601875,,0.03541463,-313.48895,1.0544825,17.44,-108.38928620277451,0.5333613
1.1513273,-92.92205,-92.56227,100.0,3.217749,0.036467347,0.18212746,100,50860,99.37848,-339.5216,255.78343558311462,18.46528,1.0044614,0.996051,3000,[-0.714  0.881 -0.693  0.294 -0.02 ],30,-97.57553,-81.94812,,0.034325372,-339.70734,1.0016639,17.15,-108.27137244654456,0.9227009
1.1866833,-93.41138,-92.15691,100.0,2.881504,0.06976238,0.183011,100,52587,99.3753,-339.50778,264.6645541191101,48.81567,1.0158519,0.9855304,3100,[-0.712  0.882 -0.694  0.297 -0.016],31,-97.579994,-85.18173,,0.03461413,-340.19666,1.0069121,17.27,-108.9231746647738,0.7895322
1.1092741,-93.718376,-93.001274,100.0,3.0474138,0.04992955,0.18170185,100,54293,99.35857,-313.96033,273.14490818977356,26.230999,1.0100019,0.9918503,3200,[-0.703  0.883 -0.695  0.3   -0.01 ],32,-97.66932,-83.62492,,0.034151956,-314.4272,1.0025101,17.06,-109.08682453908023,0.8321003
1.3536602,-93.6822,-92.428406,100.0,3.176019,0.094116785,0.18016218,100,55960,99.38595,-341.73645,280.904913187027,80.228264,1.0209059,0.98600227,3300,[-0.712  0.883 -0.696  0.298 -0.013],33,-97.73277,-82.56799,,0.033459242,-342.44458,1.0090481,16.67,-108.69143817081262,0.8155918
1.3142471,-93.667366,-91.65928,100.0,2.6820464,0.09959663,0.18171416,100,57654,99.353935,-328.34894,289.400976896286,86.04694,1.022885,0.9777988,3400,[-0.719  0.879 -0.698  0.303 -0.015],34,-97.768,-83.94502,,0.03402752,-329.66745,1.0150772,16.94,-108.92496452147029,0.77272296
1.3078722,-93.25791,-90.99927,100.0,2.9582748,0.10954507,0.18070439,100,59331,99.38899,-318.07397,297.45228910446167,102.56791,1.0450116,0.9753197,3500,[-0.703  0.882 -0.695  0.3   -0.01 ],35,-98.03507,-81.78667,,0.033663284,-319.38815,1.0131478,16.77,-108.27545289423617,0.6026574
1.1462748,-93.53626,-93.17266,100.0,2.7686887,0.041479878,0.18055409,100,61015,99.386635,-331.63586,305.8312747478485,18.897661,1.0032523,0.99622315,3600,[-0.714  0.875 -0.698  0.297 -0.015],36,-97.65895,-83.212555,,0.033709127,-331.8216,1.0015413,16.84,-108.67217828274488,0.9306418
1.3647597,-93.560974,-89.95091,100.0,2.6663036,0.16726393,0.18166651,100,62698,99.365265,-299.76367,312.4764459133148,215.00308,1.0407318,0.96004903,3700,[-0.712  0.874 -0.7    0.298 -0.009],37,-97.7745,-84.84578,,0.033904992,-302.28043,1.0258675,16.83,-108.68099633575424,0.5808033
1.227294,-93.29971,-91.255585,100.0,2.6245742,0.10992372,0.18034275,100,64360,99.363014,-300.96796,320.24406814575195,108.97225,1.030143,0.9768904,3800,[-0.685  0.875 -0.698  0.296 -0.02 ],38,-97.18893,-82.980286,,0.033440206,-302.01917,1.014148,16.62,-108.16787388797607,0.6259906
1.2268796,-92.92047,-90.34915,100.0,2.7205966,0.108199045,0.18445492,100,66101,99.41417,-312.00293,328.5389244556427,94.043655,1.0182608,0.9715411,3900,[-0.682  0.887 -0.692  0.302 -0.032],39,-97.25553,-86.408394,,0.03503579,-313.6293,1.0116047,17.41,-108.50611033784736,0.6888283
1.4123962,-93.441895,-89.79956,100.0,2.8784783,0.13930756,0.18012638,100,67753,99.37991,-306.16135,336.6833658218384,170.34122,1.0623432,0.95872015,4000,[-0.668  0.884 -0.69   0.298 -0.048],40,-97.86686,-83.323524,,0.033294138,-308.36063,1.0247766,16.52,-108.26082586404272,0.58621836
1.1464343,-93.47254,-92.70014,100.0,3.1325264,0.06820634,0.18196663,100,69461,99.38566,-354.2425,344.6904134750366,37.036633,1.0101588,0.99161774,4100,[-0.691  0.88  -0.694  0.292 -0.043],41,-97.36872,-81.45828,,0.034221202,-354.65015,1.0057111,17.08,-108.82188170709605,0.8242889
1.3825397,-93.39534,-90.01839,100.0,3.5733917,0.14976016,0.18619229,100,71230,99.396614,-335.94827,353.4971971511841,170.79019,1.0365967,0.96300626,4200,[-0.696  0.879 -0.691  0.29  -0.045],42,-97.87686,-80.68945,,0.035658177,-338.1467,1.0217959,17.69,-109.29830538412813,0.6356746
1.113357,-93.26143,-92.22581,100.0,3.1701372,0.062866844,0.18069506,100,72913,99.35774,-318.80823,361.450697183609,39.50673,1.0134805,0.9886488,4300,[-0.683  0.876 -0.698  0.291 -0.05 ],43,-97.7904,-82.0048,,0.03372267,-319.39166,1.0033153,16.83,-108.33958418062697,0.77239335
1.1975347,-92.89489,-91.9442,100.0,3.5261998,0.069698155,0.18507877,100,74683,99.388916,-328.33813,369.90100741386414,48.968735,1.0113682,0.988927,4400,[-0.685  0.874 -0.7    0.288 -0.058],44,-97.61052,-81.07054,,0.035456337,-328.895,1.0055523,17.7,-108.7555814784622,0.7988368
1.2248241,-93.682724,-91.894875,100.0,2.80344,0.11401087,0.18105723,100,76368,99.41333,-321.35104,377.84951305389404,111.40553,1.0271258,0.9798233,4500,[-0.677  0.875 -0.701  0.291 -0.062],45,-97.27839,-83.84938,,0.03381146,-322.39642,1.0139052,16.85,-108.83516071898724,0.6832839
1.1747051,-92.50353,-91.556465,100.0,3.0068827,0.06057885,0.18154553,100,78067,99.36373,-323.1107,386.1122612953186,36.59083,1.0110717,0.98946244,4600,[-0.667  0.88  -0.7    0.295 -0.065],46,-97.30007,-84.5399,,0.034048762,-323.72098,1.0041261,16.99,-107.64208675203496,0.80660236
1.1621459,-93.01626,-92.22392,100.0,3.2759538,0.06839021,0.18330696,100,79802,99.3602,-345.0829,394.90695333480835,42.598694,1.0055292,0.99120885,4700,[-0.677  0.879 -0.704  0.299 -0.066],47,-97.41812,-83.131004,,0.034755386,-345.57092,1.0040565,17.35,-108.5509477827733,0.76695293
1.3509792,-92.33772,-91.107635,100.0,3.4749925,0.09129787,0.1848623,100,81558,99.351875,-309.5375,403.2078082561493,74.79903,1.0172104,0.9861858,4800,[-0.671  0.879 -0.705  0.298 -0.072],48,-97.59091,-82.619606,,0.035266943,-310.19995,1.0098484,17.56,-107.97720874113158,0.7643999
1.2186449,-93.54217,-93.10699,100.0,2.8437283,0.051590156,0.18065685,100,83243,99.37535,-329.2843,412.02501702308655,26.564703,1.0055029,0.9952857,4900,[-0.678  0.872 -0.71   0.301 -0.068],49,-97.516365,-81.40063,,0.0337367,-329.54224,1.0024786,16.85,-108.69390310286578,0.88411736
1.3390852,-92.80848,-89.85635,100.0,3.0966728,0.110779196,0.18331988,100,84950,99.40191,-306.10556,420.3092272281647,105.11961,1.0428221,0.9674918,5000,[-0.673  0.874 -0.707  0.298 -0.065],50,-97.75966,-82.47366,,0.034463417,-307.7272,1.0153613,17.07,-108.06110275505645,0.65905786
1.1136305,-92.74689,-92.498375,100.0,3.1893144,0.03259758,0.18186486,100,86660,99.38918,-313.31772,428.71660470962524,20.496447,1.00257,0.99712217,5100,[-0.673  0.879 -0.696  0.289 -0.06 ],51,-97.33559,-82.03728,,0.03422167,-313.4557,1.0011278,17.1,-108.00706834049514,0.9151802
1.29877,-93.79384,-92.09192,100.0,2.8491096,0.07732057,0.18054563,100,88329,99.366646,-294.76016,437.1668906211853,62.010006,1.0391042,0.98085725,5200,[-0.676  0.881 -0.697  0.287 -0.06 ],52,-97.9058,-84.75673,,0.03354935,-295.8566,1.0085521,16.69,-108.82808534659404,0.8117683
1.1944177,-93.244606,-92.47537,100.0,3.1097918,0.057703044,0.18026283,100,90002,99.34955,-316.32037,445.6885540485382,37.53899,1.0093995,0.9909158,5300,[-0.685  0.892 -0.691  0.289 -0.049],53,-97.37662,-81.76566,,0.033539373,-316.70792,1.0040497,16.73,-108.22753413760458,0.8543177
1.252945,-93.7708,-92.7132,100.0,2.3639228,0.09265809,0.18128237,100,91694,99.40344,-321.831,453.81838488578796,68.39698,1.0128185,0.988054,5400,[-0.688  0.897 -0.688  0.286 -0.042],54,-97.788635,-85.47734,,0.033927944,-322.4845,1.0097625,16.92,-109.01996259973774,0.78872335
1.3012567,-93.32932,-92.21535,100.0,2.805862,0.094216704,0.1820143,100,93397,99.401886,-323.95108,462.0205121040344,85.7511,1.016717,0.98683095,5500,[-0.698  0.894 -0.688  0.287 -0.043],55,-97.33298,-81.83434,,0.034177057,-324.54678,1.0078154,17.03,-108.60584053924563,0.72732383
1.1616026,-93.731445,-92.699844,100.0,2.927796,0.051895242,0.18006372,100,95069,99.35945,-321.7259,469.82236886024475,30.444242,1.0108647,0.9885842,5600,[-0.697  0.9   -0.685  0.284 -0.042],56,-97.448265,-84.56146,,0.033490904,-322.44513,1.0037181,16.72,-108.7772081060518,0.8579131
1.5733335,-93.24545,-89.877075,100.0,3.1472523,0.1562868,0.18346187,100,96779,99.38235,-336.04022,477.663857460022,208.22021,1.0432119,0.96142143,5700,[-0.715  0.907 -0.684  0.288 -0.045],57,-97.50905,-80.39869,,0.034522388,-337.9968,1.0296303,17.1,-108.57567797266397,0.62689745
1.2176487,-92.94449,-92.01075,100.0,2.9563026,0.07433336,0.18047644,100,98458,99.3752,-307.3281,486.2835547924042,54.043285,1.0146729,0.9898668,5800,[-0.703  0.912 -0.684  0.284 -0.04 ],58,-97.5625,-81.42064,,0.033642467,-307.86322,1.0061091,16.79,-107.92716079226507,0.7929669
1.1270996,-93.18094,-92.80892,100.0,2.9039195,0.044559766,0.18222988,100,100174,99.381935,-321.7051,494.81868600845337,22.628105,1.0045047,0.99606943,5900,[-0.702  0.917 -0.684  0.288 -0.034],59,-97.372025,-83.004745,,0.034354705,-321.89462,1.001903,17.16,-108.57123654404566,0.8552401
1.1536238,-93.22057,-92.32101,100.0,2.971698,0.055191427,0.18078679,100,101858,99.415344,-331.0639,503.6030251979828,28.56544,1.0097392,0.99031216,6000,[-0.7    0.916 -0.683  0.285 -0.04 ],60,-97.8511,-82.99744,,0.03375067,-331.50592,1.0044183,16.84,-108.29853446164275,0.8769792
1.146565,-92.96129,-91.86563,100.0,3.138025,0.048850022,0.18317625,100,103590,99.37713,-323.4825,512.2396740913391,29.577065,1.0122715,0.9873884,6100,[-0.703  0.918 -0.679  0.283 -0.034],61,-97.90449,-82.41078,,0.03469807,-324.17874,1.0032367,17.32,-108.47255912274554,0.8853251
1.1147301,-93.342285,-92.886475,100.0,2.9966755,0.058219783,0.18496133,100,105360,99.34866,-341.854,520.6278376579285,32.253902,1.0061035,0.99494267,6200,[-0.712  0.917 -0.681  0.283 -0.027],62,-97.54478,-83.57835,,0.03543352,-342.10468,1.0032572,17.7,-109.27425702733504,0.8531238
1.4363239,-93.01078,-91.26936,100.0,3.0739126,0.11274831,0.18088071,100,107037,99.35888,-336.77197,529.5339119434357,113.04599,1.0165299,0.9800056,6300,[-0.716  0.915 -0.682  0.284 -0.028],63,-97.46829,-83.29336,,0.033696912,-337.76215,1.011605,16.77,-108.00983245604286,0.7893387
1.091819,-93.69791,-93.27581,100.0,2.9835281,0.040967286,0.18253474,100,108760,99.41048,-327.05356,537.5663981437683,19.906088,1.0047106,0.9953095,6400,[-0.722  0.915 -0.678  0.286 -0.024],64,-97.209496,-82.7927,,0.034483604,-327.34308,1.0014639,17.23,-109.2386466175628,0.84117264
1.2319436,-92.985634,-92.199196,100.0,3.5947137,0.072716214,0.18484549,100,110523,99.35934,-335.1751,545.7624914646149,46.435905,1.0095736,0.9915364,6500,[-0.712  0.911 -0.68   0.284 -0.026],65,-97.5527,-80.94532,,0.03533737,-335.64398,1.0070418,17.63,-108.7870508382095,0.8499671
1.3162305,-93.654434,-92.39385,100.0,2.6512277,0.090443425,0.18241313,100,112234,99.40357,-335.61322,554.656706571579,69.75213,1.0171183,0.9857211,6600,[-0.705  0.91  -0.683  0.284 -0.023],66,-97.34839,-84.875435,,0.034336653,-336.3128,1.0096366,17.11,-109.03547506150015,0.81244725
1.3509289,-92.812035,-89.82649,100.0,3.0512545,0.14904344,0.18062086,100,113898,99.37353,-302.85843,562.5144526958466,173.48837,1.0699432,0.96634156,6700,[-0.696  0.912 -0.682  0.281 -0.017],67,-97.32757,-82.02103,,0.033511057,-304.68506,1.0207821,16.64,-107.65289825542153,0.64273167
1.3245285,-93.21548,-90.93775,100.0,2.8707402,0.1264367,0.18268538,100,115613,99.3438,-334.41504,570.8405764102936,114.616516,1.0233933,0.9753358,6800,[-0.686  0.922 -0.678  0.283 -0.029],68,-97.56198,-81.578766,,0.034428414,-335.87384,1.015915,17.15,-108.59684408820729,0.66758114
1.1446211,-93.47439,-92.9262,100.0,2.647117,0.04871503,0.18226403,100,117328,99.38553,-326.79163,578.9117925167084,23.445833,1.009121,0.9940525,6900,[-0.673  0.925 -0.679  0.284 -0.03 ],69,-97.38331,-83.392876,,0.034350637,-327.11954,1.0026067,17.15,-108.8820573057844,0.84803426
1.263949,-93.296074,-91.8259,100.0,2.8256733,0.09531673,0.18373686,100,119063,99.39193,-352.0384,587.573175907135,80.27626,1.0207912,0.98293954,7000,[-0.68   0.925 -0.682  0.289 -0.033],70,-97.521545,-84.85437,,0.03483442,-352.8403,1.0097457,17.35,-108.87928169144027,0.66010714
1.3977721,-93.29885,-92.16258,100.0,3.2180355,0.10082008,0.1852939,100,120830,99.367134,-335.30225,595.8232102394104,84.834595,1.0172092,0.9869879,7100,[-0.689  0.925 -0.681  0.294 -0.034],71,-97.68983,-81.46878,,0.03546651,-335.9572,1.0097164,17.67,-109.18337817485204,0.76361585
1.0735228,-93.39252,-93.269684,100.0,2.889355,0.021469004,0.18154277,100,122535,99.42121,-329.32208,604.01695728302,11.650458,1.0014251,0.9987884,7200,[-0.681  0.927 -0.68   0.29  -0.037],72,-97.894806,-82.67178,,0.034110777,-329.3926,1.000513,17.05,-108.71888332104793,0.94491535
1.1487933,-93.59305,-93.15777,100.0,2.7935846,0.043753836,0.18127462,100,124233,99.36102,-333.8061,612.4152584075928,21.202732,1.003645,0.99541587,7300,[-0.68   0.925 -0.681  0.291 -0.035],73,-97.6656,-83.13922,,0.033987347,-334.09692,1.0023628,16.98,-108.86931397916169,0.87953174
1.648304,-93.02993,-91.14003,100.0,3.1367047,0.119470246,0.1815718,100,125927,99.3896,-336.56122,621.2171649932861,133.6181,1.0236626,0.97786814,7400,[-0.673  0.925 -0.681  0.29  -0.03 ],74,-97.41888,-83.68527,,0.034000404,-337.78128,1.0131869,16.94,-108.18890687291811,0.6743596
1.2682031,-93.0992,-91.8911,100.0,2.8350017,0.084432065,0.1802279,100,127595,99.37239,-301.11993,629.7858519554138,60.664978,1.0159197,0.98674953,7500,[-0.662  0.925 -0.685  0.293 -0.031],75,-97.374146,-83.68575,,0.03348244,-301.81866,1.0060078,16.68,-108.02068206715948,0.7098999
1.6111164,-93.75987,-90.77364,100.0,2.8011942,0.14833328,0.18056968,100,129256,99.35944,-334.76068,637.9795315265656,179.38141,1.0293423,0.96654576,7600,[-0.664  0.932 -0.68   0.289 -0.038],76,-97.52642,-81.52922,,0.03347181,-336.4182,1.0245991,16.61,-108.71694607954747,0.6964764
1.1082968,-93.328636,-92.7565,100.0,3.017439,0.0438659,0.18370393,100,131000,99.36156,-333.52686,646.7817258834839,23.304468,1.0100821,0.99381876,7700,[-0.672  0.928 -0.676  0.289 -0.036],77,-97.37475,-82.712135,,0.0349229,-333.8325,1.0016716,17.44,-109.01368927540007,0.8817203
1.2313224,-93.148224,-92.020874,100.0,2.7232337,0.08505305,0.18172096,100,132697,99.388756,-307.43832,655.3449182510376,56.91095,1.0175053,0.98755765,7800,[-0.669  0.931 -0.673  0.286 -0.038],78,-97.316864,-82.63493,,0.034061063,-308.06696,1.0076039,16.97,-108.34368498170596,0.74335724
1.1965685,-93.74385,-93.36032,100.0,2.5695357,0.06452888,0.17829485,100,134337,99.38772,-314.23892,663.5017645359039,35.50903,1.00394,0.99561805,7900,[-0.664  0.932 -0.672  0.28  -0.037],79,-97.10949,-83.73264,,0.032832786,-314.45267,1.0034045,16.4,-108.4905545247531,0.84850097
1.2783669,-93.04148,-92.24878,100.0,2.6643593,0.052544717,0.18059021,100,136019,99.39592,-313.28546,672.2730951309204,26.796234,1.0110744,0.99081904,8000,[-0.668  0.93  -0.671  0.28  -0.038],80,-97.52195,-85.2895,,0.033694852,-313.7503,1.0029974,16.82,-108.09432073755782,0.8825948
1.2457412,-93.22312,-91.64179,100.0,2.7632387,0.11773274,0.18220171,100,137726,99.36267,-318.31686,680.3791599273682,116.87012,1.020028,0.9822536,8100,[-0.661  0.926 -0.671  0.275 -0.032],81,-97.6563,-83.32712,,0.034254342,-319.35336,1.0129158,17.07,-108.5315196039871,0.7185235
1.165445,-93.01924,-92.5836,100.0,3.1695368,0.05130838,0.18358962,100,139468,99.37997,-313.50787,688.385443687439,31.927956,1.0067772,0.9951243,8200,[-0.643  0.927 -0.671  0.274 -0.037],82,-97.09597,-83.94946,,0.034880593,-313.72806,1.0030534,17.42,-108.61280902126511,0.86459917
1.231632,-92.93269,-92.4077,100.0,3.2773857,0.048709378,0.18335086,100,141206,99.35516,-333.16058,696.5686321258545,29.332682,1.0052708,0.9942188,8300,[-0.642  0.927 -0.674  0.276 -0.035],83,-97.41481,-83.21132,,0.03479479,-333.43655,1.0022393,17.38,-108.50951477049726,0.8973354
1.277243,-93.4369,-89.74801,100.0,2.5017388,0.15440603,0.18251657,100,142898,99.386154,-314.7586,704.0362031459808,197.19948,1.0339603,0.9585469,8400,[-0.641  0.926 -0.671  0.276 -0.033],84,-97.378815,-85.21633,,0.034158353,-316.9002,1.0264895,16.92,-108.62832522296594,0.5169364
1.3552731,-93.03748,-90.80535,100.0,2.873248,0.12178486,0.18425475,100,144639,99.373085,-329.90076,712.5767195224762,125.83351,1.0305239,0.97492814,8500,[-0.662  0.923 -0.674  0.277 -0.05 ],85,-97.93961,-83.049225,,0.034996655,-331.3228,1.0138515,17.41,-108.63693399392021,0.6696718
