ReturnStepMax,StdIWNorm,ReturnStepMaxmin,EmpiricalD2,InitialBound,InitialReturnMax,Bound,ESSRenyi,MinIW,EntropyCoefficient,MaxIW,MeanIW,InitialReturnStd,TimeElapsed,InitialReturnMean,ReturnMeanIW,EpLenMean,ESSClassic,StdIW,Weights,J_sample_variance,EpisodesSoFar,MeanIWNorm,MinIWNorm,MeanEntropy,EpRewMean,InitialReturnMin,Iteration,TimestepsSoFar,EpThisIter,MaxIWNorm
100.0,0.06829337,86.68472,33.180088,-0.33472747,10.041901,4.664279,3.0138557,0.0013377675,,66.83667,1.4423592,3.1691418,139.84249877929688,2.5939942e-06,6.5923963,17.08,4.2700925,6.8293376,[-0.776  0.838 -0.576  0.042 -0.068],3484.5913,2800,0.01442359,1.3377674e-05,1.2757555,-108.22545506394934,-4.608467,28,47613,100,0.6683667
100.0,0.005757168,86.60769,1.2734777,-0.37980986,11.394089,-0.050528973,78.52513,0.24396032,,3.1468906,1.1277149,2.9781237,146.83859157562256,-6.866455e-06,0.37807286,17.0,79.32561,0.57571685,[-0.759  0.796 -0.513  0.07  -0.143],16.090229,2900,0.011277148,0.0024396032,1.2641603,-108.65048844861762,-4.2806854,29,49313,100,0.031468906
100.0,0.015565901,87.43309,2.5114639,-0.34875667,10.462975,-0.034784734,39.817413,0.06856349,,13.275612,1.0966913,3.2700934,153.03746891021729,9.155274e-06,0.5179254,18.29,33.17236,1.5565902,[-0.758  0.826 -0.505  0.057 -0.155],32.675297,3000,0.010966913,0.0006856349,1.2685626,-109.07391496404315,-4.8210144,30,51142,100,0.13275611
100.0,0.004134742,86.70033,1.1800114,-0.35126853,10.537956,-0.29818702,84.74494,0.33147904,,2.4473124,1.0357765,3.1156218,158.90909624099731,-3.2806397e-06,0.083386555,17.12,86.254875,0.41347423,[-0.77   0.794 -0.49   0.064 -0.15 ],11.73579,3100,0.010357764,0.0033147903,1.2662392,-108.48919482448288,-4.1290436,31,52854,100,0.024473123
100.0,0.112561956,86.691505,27.588007,-0.3304628,9.913948,2.6670766,3.6247635,0.00012600837,-0.07215309,112.079636,2.072153,3.314266,164.30604028701782,2.0599366e-06,4.490642,17.05,3.277829,11.256197,[-0.766  0.797 -0.509  0.067 -0.153],1890.3182,3200,0.020721529,1.2600836e-06,1.2171614,-107.98992460456384,-4.868347,32,54559,100,1.1207963
100.0,0.12862727,86.91089,39.956387,-0.3358189,10.074806,0.8720467,2.5027287,0.0058742887,,129.43622,1.7726212,3.2767966,170.9060254096985,8.010864e-06,2.9948442,17.4,1.8637818,12.862728,[-0.824  0.711 -0.507  0.068 -0.202],926.9537,3300,0.017726213,5.8742888e-05,1.2103419,-108.22277837528502,-4.6244125,33,56299,100,1.2943622
100.0,0.27304983,86.63087,28.067888,-0.3252418,9.7571945,10.509352,3.5627904,0.0004152754,-3.1997871,213.48537,5.199787,3.348849,177.46846437454224,-1.9836425e-06,15.568626,17.01,3.4995842,27.304987,[-0.858  0.672 -0.458  0.077 -0.209],17421.377,3400,0.05199787,4.1527537e-06,1.0426263,-108.247960839323,-4.667053,34,58000,100,2.1348536
100.0,9.313226e-10,87.333954,1.0,-0.3076354,9.229134,-0.3076354,100.0,1.0,,1.0,1.0,3.1881497,183.19275951385498,2.4414062e-06,2.4102628e-06,18.04,100.0,,[-0.919  0.677 -0.437 -0.036 -0.376],10.266969,3500,0.009999999,0.01,1.0426263,-108.45704811778366,-4.8832397,35,59804,100,0.01
100.0,0.04987196,86.63508,19.326614,-0.40140674,12.042305,1.6163167,5.174212,0.0053818305,,46.54122,1.3533607,3.0269248,186.35445022583008,3.4332274e-06,3.380998,17.12,6.8589153,4.987196,[-0.919  0.677 -0.437 -0.036 -0.376],1205.8872,3600,0.013533606,5.3818305e-05,1.075565,-108.85470288222633,-4.3314056,36,61516,100,0.4654122
100.0,0.025248101,86.97378,8.277363,-0.3615923,10.847771,0.25245762,12.081142,0.010324067,,22.826221,1.1538632,3.521728,191.06093668937683,7.6293944e-08,1.2927735,17.43,17.2773,2.5248098,[-0.907  0.758 -0.43  -0.021 -0.343],317.19446,3700,0.011538632,0.00010324067,1.0483779,-108.08514582992541,-5.04023,37,63259,100,0.22826222
100.0,0.19006358,87.52922,29.218294,-0.38647193,11.594147,2.5083294,3.4225132,0.014333425,-0.8625107,191.60901,2.8625107,3.2202938,196.379319190979,-3.8146973e-07,5.5117702,18.37,2.2179692,19.00636,[-0.911  0.727 -0.395 -0.018 -0.37 ],3126.9253,3800,0.028625106,0.00014333424,1.0601718,-108.5957859178621,-4.897484,38,65096,100,1.91609
