EpisodesSoFar,Bound,InitialReturnMean,MinIWNorm,InitialReturnMax,ESSClassic,InitialReturnMin,MaxIW,InitialReturnStd,J_sample_variance,ReturnMeanIW,MeanIWNorm,EmpiricalD2,TimeElapsed,MaxIWNorm,TimestepsSoFar,EpRewMean,EpLenMean,MeanIW,StdIWNorm,MinIW,EpThisIter,Iteration,InitialBound,StdIW,ESSRenyi,Weights
15700,84.269356,3.4332274e-06,2.3965094e-07,8.123497,1.043525,-4.4919662,1703.5161,2.7806208,1155105.2,106.9004,0.1740211,6984.9863,865.0158171653748,17.03516,260128,-107.7665185524782,16.37,17.402115,1.6946211,2.3965094e-05,100,157,-0.2707798,169.46213,0.01431642,[ 0.85   0.589  0.95   0.465 -0.696]
15800,-0.27006525,3.0517579e-06,0.009998653,8.102577,100.0,-4.1001587,1.0001558,2.738781,7.5770164,2.0943582e-05,0.010000107,1.000002,871.510443687439,0.010001558,261775,-108.05480693175404,16.47,1.0000107,5.308892e-07,0.9998653,100,158,-0.27008286,5.3088475e-05,99.999794,[ 0.874  0.655  0.81   0.426 -0.736]
15900,3.967248,-7.476807e-06,3.7194084e-05,6.9392624,6.763339,-4.051338,62.65263,2.4592428,1962.7565,4.9710803,0.017176114,18.833817,875.7208127975464,0.6265263,263406,-108.1746789568751,16.31,1.7176114,0.063773125,0.0037194085,100,159,-0.23131627,6.377313,5.3095984,[ 0.874  0.655  0.81   0.426 -0.736]
16000,0.055113226,3.6621093e-06,0.0012236749,8.450836,67.636826,-4.384651,4.4299164,2.7490737,9.807509,0.39844668,0.010666976,1.4855095,882.8127710819244,0.044299163,265093,-108.47789424321446,16.87,1.0666977,0.0073786243,0.12236749,100,160,-0.2816909,0.73786247,67.31697,[ 0.877  0.682  0.825  0.489 -0.706]
16100,-0.26670006,7.476807e-06,0.00999961,8.001457,99.99996,-4.66304,1.0000702,2.6417325,7.049273,1.5199184e-05,0.010000029,1.0,888.0901997089386,0.010000702,266778,-108.21452699756821,16.85,1.0000026,1.9330811e-07,0.999961,100,161,-0.26670778,1.932652e-05,100.0,[ 0.884  0.697  0.791  0.47  -0.688]
16200,-0.25871545,,0.0099992,7.761627,99.99999,-4.143837,1.0000468,2.6517413,7.1027327,5.4985285e-06,0.010000007,1.0,892.940203666687,0.010000468,268453,-108.200685174546,16.75,1.0000008,2.25181e-07,0.99992,100,162,-0.25872096,2.2519185e-05,100.0,[ 0.884  0.697  0.791  0.47  -0.688]
16300,8.616903,-4.653931e-06,1.2642183e-06,6.550789,1.5458789,-3.8789902,294.0114,2.6030853,15252.07,11.971861,0.036612447,236.0637,897.267213344574,2.940114,270079,-108.0305485882911,16.26,3.6612458,0.2921851,0.00012642183,100,163,-0.21836425,29.218517,0.42361447,[ 0.884  0.697  0.791  0.47  -0.688]
16400,0.8551766,2.8991699e-06,3.744673e-05,8.1022415,12.256421,-5.347679,38.93232,2.5645173,161.91246,1.7750651,0.017726172,11.601188,904.7963457107544,0.38932317,271694,-107.65034723775439,16.15,1.7726173,0.047428653,0.0037446732,100,164,-0.27007177,4.742866,8.619807,[ 0.92   0.72   0.661  0.442 -0.734]
16500,1.099883,5.1116945e-06,1.9714702e-05,7.2733994,10.979985,-6.101944,41.7256,2.6512485,336.238,1.9439883,0.015426677,12.121629,912.6145565509796,0.417256,273362,-108.26206165935281,16.68,1.5426677,0.04392536,0.0019714702,100,165,-0.2424415,4.3925366,8.249717,[ 0.945  0.718  0.676  0.506 -0.773]
16600,0.6232783,-3.5858154e-06,3.1694322e-05,7.068672,30.892311,-5.4971237,13.397709,2.441003,96.87119,1.1206098,0.009824509,4.4551115,920.6546452045441,0.13397709,275054,-108.43710434204434,16.92,0.982451,0.0146943,0.0031694323,100,166,-0.23562603,1.4694301,22.446127,[ 0.966  0.751  0.636  0.483 -0.825]
16700,-0.15583979,3.5858154e-06,0.0033833156,8.575424,90.1394,-4.5192413,2.2721756,2.6125138,9.260355,0.14302363,0.010608175,1.0931424,926.2550437450409,0.022721754,276728,-108.65692255456264,16.74,1.0608176,0.0035086093,0.33833158,100,167,-0.2858439,0.3508609,91.47939,[ 0.979  0.778  0.594  0.497 -0.823]
16800,0.4072692,-7.705688e-06,0.00019500754,5.0409317,47.20904,-3.9834747,4.291848,2.1467595,12.18014,0.75161934,0.009022526,4.19973,931.7258007526398,0.04291848,278471,-109.1629182273883,17.43,0.9022528,0.009541034,0.019500755,100,168,-0.16803879,0.95410347,23.811054,[ 0.973  0.77   0.604  0.5   -0.824]
16900,-0.165317,5.1116945e-06,0.0033076974,6.68853,86.24768,-4.580864,2.2648263,2.4546661,7.300785,0.07894329,0.01021157,1.2002919,937.1145198345184,0.022648262,280185,-108.55470735941492,17.14,1.021157,0.004077622,0.33076975,100,169,-0.2229459,0.40776223,83.31307,[ 0.951  0.737  0.604  0.473 -0.831]
17000,-0.028868094,-3.2806397e-06,0.0017624056,5.6688385,78.01168,-5.050873,3.1527677,2.3559818,7.669006,0.20029543,0.01015203,1.4707719,942.1556346416473,0.031527676,281837,-108.77503850819801,16.52,1.015203,0.005389755,0.17624056,100,170,-0.18896458,0.53897554,67.99151,[ 0.949  0.729  0.598  0.476 -0.831]
17100,0.025739074,-7.171631e-06,0.0001755134,10.418976,48.842514,-4.646446,5.710516,2.6518147,24.36881,0.58163965,0.010179582,2.5620444,946.8444657325745,0.057105158,283517,-109.00982234482197,16.8,1.017958,0.010418026,0.01755134,100,171,-0.34730637,1.0418028,39.03133,[ 0.948  0.718  0.594  0.484 -0.829]
17200,-0.22652182,5.569458e-06,0.0033365288,8.585823,86.670654,-5.5118103,2.670324,2.655353,9.4583235,0.08530268,0.010569737,1.1871322,953.0361065864563,0.02670324,285227,-108.75581213359581,17.1,1.0569737,0.0041450723,0.33365288,100,172,-0.28618854,0.41450724,84.23661,[ 0.935  0.698  0.587  0.488 -0.835]
17300,-0.23628432,-1.2130738e-05,0.01,7.0881653,100.0,-4.0400543,1.0,2.3126678,5.4024577,-1.2129545e-05,0.010000002,1.0,958.6206111907959,0.01,286897,-108.94694220048618,16.7,1.0,1.8626451e-09,1.0,100,173,-0.23628432,,100.0,[ 0.937  0.706  0.592  0.485 -0.836]
17400,0.04526788,6.6375733e-06,0.0015172875,5.160324,73.49629,-5.609085,3.5710683,2.4502385,8.917469,0.26986817,0.010011073,1.4430422,962.9761180877686,0.03571068,288630,-109.08382061969874,17.33,1.0011075,0.006011755,0.15172875,100,174,-0.18696287,0.6011755,69.29804,[ 0.937  0.706  0.592  0.485 -0.836]
17500,-0.2573605,6.3323973e-06,0.009998136,7.7216797,100.000015,-4.26635,1.0002702,2.4675813,6.150673,2.8848648e-05,0.009999988,1.0,968.7246453762054,0.0100027025,290329,-108.36432474797915,16.99,0.9999989,7.677707e-07,0.9998137,100,175,-0.257383,7.677617e-05,100.0,[ 0.938  0.714  0.601  0.477 -0.837]
17600,0.26981264,4.577637e-06,0.00052737177,7.8184357,64.06954,-5.248558,4.313693,2.7015924,14.279692,0.629593,0.009554118,1.9058017,973.3029100894928,0.04313693,292058,-109.19341715941049,17.29,0.95541185,0.007154779,0.05273718,100,176,-0.26060995,0.71547794,52.47136,[ 0.938  0.714  0.601  0.477 -0.837]
17700,2.3211915,-6.1035157e-06,3.8862923e-05,5.46611,2.5781455,-4.4795227,95.39592,2.1918607,1411.0153,3.7032022,0.0154544925,57.53187,979.0156636238098,0.95395917,293703,-108.80096981330871,16.45,1.545449,0.09500121,0.0038862925,100,177,-0.18220977,9.500123,1.7381669,[ 0.927  0.698  0.627  0.468 -0.866]
17800,1.3469062,6.1035157e-06,4.771222e-05,7.2937317,12.563156,-4.080406,35.80546,2.6714678,696.08954,2.2301407,0.014606681,13.197601,986.161869764328,0.3580546,295433,-108.99797298080809,17.3,1.4606682,0.038534477,0.004771222,100,178,-0.2431183,3.8534474,7.5771346,[ 0.929  0.714  0.685  0.467 -0.83 ]
17900,0.051983178,-3.5858154e-06,0.00036013432,8.171951,18.75934,-3.9345398,18.372313,2.547493,59.26992,0.66278994,0.009273452,5.028039,993.5682985782623,0.18372312,297107,-108.80326738675824,16.74,0.9273453,0.019298315,0.03601343,100,179,-0.27240196,1.9298315,19.88847,[ 0.923  0.729  0.7    0.435 -0.84 ]
18000,-0.2622692,1.3198853e-05,0.01,7.868469,100.0,-3.8963165,1.0,2.6484592,7.085188,1.3113022e-05,0.010000002,1.0,998.1408236026764,0.01,298766,-107.98322115640441,16.59,1.0,1.8626451e-09,1.0,100,180,-0.2622692,,100.0,[ 0.935  0.75   0.711  0.422 -0.842]
18100,14.821075,2.2888185e-06,1.7820397e-06,7.7113266,1.6785291,-3.9163742,328.06256,2.8613877,35014.004,18.899553,0.04260215,251.75648,1002.2884035110474,3.2806256,300468,-108.49234132277816,17.02,4.260215,0.32605532,0.00017820398,100,181,-0.25704193,32.605526,0.39720923,[ 0.935  0.75   0.711  0.422 -0.842]
18200,-0.2967667,3.0517579e-06,0.01,8.903091,100.0,-4.03537,1.0,3.0236187,9.234616,3.0323863e-06,0.010000002,1.0,1008.8130581378937,0.01,302112,-108.0306404013298,16.44,1.0,1.8626451e-09,1.0,100,182,-0.2967667,,100.0,[ 0.929  0.698  0.802  0.415 -0.846]
18300,-0.30823442,9.307862e-06,0.0030340867,11.748383,70.8269,-4.285446,4.405295,2.722806,10.373503,0.13486785,0.010402748,1.2802484,1013.6497044563293,0.044052947,303736,-107.77535134124938,16.24,1.0402749,0.0066763675,0.30340868,100,183,-0.39160347,0.6676368,78.10984,[ 0.929  0.698  0.802  0.415 -0.846]
18400,-0.023243815,1.04522705e-05,0.0012200322,8.100029,73.44124,-4.1591263,3.834906,2.4867036,10.232779,0.29781753,0.010352419,1.4139868,1018.5315113067627,0.03834906,305406,-108.24075266946934,16.7,1.0352418,0.0062255217,0.12200323,100,184,-0.26999053,0.62255216,70.722015,[ 0.926  0.688  0.796  0.417 -0.848]
18500,2.7318966,5.340576e-07,1.0278974e-05,8.804749,2.2781036,-4.7816772,70.77604,2.9955394,2289.996,4.937424,0.010755122,56.472042,1024.3173580169678,0.7077604,307045,-107.57079810453479,16.39,1.0755119,0.07044082,0.0010278973,100,185,-0.29349107,7.044082,1.7707877,[ 0.928  0.687  0.807  0.442 -0.846]
18600,0.07744771,-3.0517577e-07,0.0019302508,7.9481964,69.2224,-4.4456024,4.12892,2.7830806,18.058945,0.4152658,0.01101476,1.6258149,1031.4403982162476,0.0412892,308641,-107.57614794950479,15.96,1.1014758,0.0073446142,0.19302508,100,186,-0.2649402,0.7344615,61.507618,[ 0.941  0.736  0.823  0.45  -0.839]
18700,0.74517035,6.1798096e-06,0.00016923615,7.4426346,15.14622,-4.093239,22.644638,2.8950129,216.45465,1.4331169,0.009814305,7.689507,1036.6447441577911,0.22644638,310267,-107.76835381573244,16.26,0.98143035,0.023229664,0.016923616,100,187,-0.24808168,2.3229666,13.004735,[ 0.932  0.719  0.862  0.461 -0.845]
18800,6.077116,1.6021728e-06,2.811509e-05,7.7570724,2.900693,-4.07679,135.87613,2.757908,5015.048,8.595758,0.025904145,94.88114,1043.991323709488,1.3587613,311873,-107.95628807847845,16.06,2.5904148,0.14987408,0.002811509,100,188,-0.2585675,14.987406,1.0539502,[ 0.971  0.717  0.886  0.51  -0.795]
18900,-0.0712384,-1.2054444e-05,0.0013345955,4.9683075,62.166615,-4.065399,3.764593,2.4346476,11.621668,0.14929453,0.009372279,1.7732599,1050.8712079524994,0.03764593,313468,-107.99521576476636,15.95,0.93722785,0.0073114615,0.13345955,100,189,-0.16562232,0.73114616,56.393314,[ 0.987  0.68   0.868  0.527 -0.702]
19000,1.2358761,1.1444092e-06,2.6386306e-05,7.8628464,6.1338687,-4.46624,46.504974,2.9914086,566.7018,2.5401046,0.012944542,24.76226,1055.8659102916718,0.46504974,315132,-108.07003446935063,16.64,1.2944541,0.050637692,0.0026386306,100,190,-0.26209375,5.06377,4.0384035,[ 0.984  0.663  0.851  0.523 -0.704]
19100,-0.092874646,-1.4495849e-06,0.0013340724,7.331505,61.171757,-4.106598,5.9685087,2.5333138,20.779606,0.25722083,0.011472689,2.0522451,1062.7592096328735,0.059685085,316778,-108.23993816177344,16.46,1.147269,0.009140368,0.13340725,100,191,-0.24438499,0.9140368,48.727123,[ 0.991  0.711  0.864  0.515 -0.763]
19200,-0.2722239,-8.392334e-07,0.0048732054,9.517525,94.02413,-4.1647263,1.887812,2.7488256,8.323365,0.057484314,0.010096963,1.080075,1067.1568720340729,0.018878119,318386,-107.90843012978064,16.08,1.0096961,0.0025454892,0.48732054,100,192,-0.31725168,0.2545489,92.58616,[ 0.992  0.724  0.868  0.497 -0.765]
19300,0.02311179,4.8065185e-06,0.0017360151,8.136299,72.25219,-4.045738,3.9461207,2.8864708,16.700161,0.3818879,0.010161906,1.7499908,1072.8077282905579,0.039461207,320068,-108.52300050541129,16.82,1.0161904,0.0062974365,0.17360151,100,193,-0.2712052,0.62974364,57.143158,[ 0.989  0.725  0.875  0.491 -0.766]
19400,0.056624264,-4.272461e-06,0.0012810684,8.188194,54.756096,-3.7205505,6.6820416,2.4748912,7.258835,0.433966,0.011358607,1.911331,1077.820027589798,0.06682041,321668,-108.18192054478088,16.0,1.1358607,0.01032497,0.12810685,100,194,-0.27294412,1.0324972,52.31956,[ 0.982  0.708  0.895  0.509 -0.756]
19500,-0.31443983,-3.2043456e-06,0.01,9.433098,100.0,-4.0380554,1.0,2.9330013,8.689391,-3.207475e-06,0.010000002,1.0,1082.6423807144165,0.01,323326,-108.28237120818,16.58,1.0,1.8626451e-09,1.0,100,195,-0.31443983,,100.0,[ 0.998  0.736  0.879  0.515 -0.751]
19600,-0.3187091,-2.0599366e-06,0.01,9.561211,100.0,-3.9619904,1.0,2.407312,5.8536882,-2.0600855e-06,0.010000002,1.0,1086.9161839485168,0.01,324948,-108.18488933381057,16.22,1.0,1.8626451e-09,1.0,100,196,-0.3187091,,100.0,[ 0.998  0.736  0.879  0.515 -0.751]
19700,-0.17166294,-4.4250487e-06,0.0021575347,10.946541,85.43333,-4.2851257,2.2146778,2.960401,10.953591,0.2367043,0.009002002,1.2525369,1091.358873128891,0.022146778,326596,-107.82726837048072,16.48,0.9002002,0.003717111,0.21575347,100,197,-0.36488917,0.37171105,79.83797,[ 0.998  0.736  0.879  0.515 -0.751]
19800,-0.23738585,7.171631e-06,0.009999039,7.122154,100.0,-3.8873901,1.0000787,2.6452255,7.0680156,1.9297004e-05,0.009999994,1.0,1097.5500667095184,0.010000787,328224,-108.3374837627861,16.28,0.9999994,3.3988775e-07,0.99990386,100,198,-0.23739803,3.3988574e-05,100.0,[ 0.987  0.722  0.879  0.503 -0.766]
19900,10.6307335,6.1035157e-06,7.8094786e-07,7.792061,1.5859481,-4.25692,298.15024,2.7410898,24199.783,14.991064,0.037680827,281.82312,1101.3790383338928,2.9815023,329874,-108.05031897523605,16.5,3.7680824,0.2968277,7.809479e-05,100,199,-0.25972927,29.682772,0.3548325,[ 0.987  0.722  0.879  0.503 -0.766]
20000,0.2736706,-3.1280517e-06,9.499309e-05,7.8180084,20.788143,-4.3642273,19.183474,2.7559762,133.18785,0.82608855,0.011920674,4.4935102,1108.0894992351532,0.19183473,331540,-108.20417659153983,16.66,1.1920673,0.023269553,0.00949931,100,200,-0.26060346,2.3269553,22.254316,[ 0.958  0.663  0.918  0.531 -0.769]
20100,28.334846,-1.2969971e-05,2.0081069e-07,6.651268,1.3850707,-3.95681,474.2821,2.3589363,100231.42,34.703934,0.05628537,825.2547,1113.8645951747894,4.7428207,333151,-108.16875245683987,16.11,5.628537,0.47493136,2.008107e-05,100,201,-0.22172192,47.493134,0.12117471,[ 0.929  0.627  0.939  0.504 -0.768]
20200,-0.05105841,-2.0599366e-06,0.0013647912,8.9676895,63.62758,-3.905838,4.3274198,2.8016498,14.386647,0.35855317,0.010296822,1.8776987,1120.281307220459,0.043274198,334783,-107.72248041375438,16.32,1.0296822,0.0077851443,0.13647912,100,202,-0.29892504,0.77851444,53.256683,[ 0.878  0.543  0.972  0.487 -0.799]
20300,0.0068157315,-1.7547608e-06,0.0012488847,5.355652,43.376488,-3.4977112,9.832884,2.1855032,10.330471,0.26112285,0.010628989,2.029247,1125.4107139110565,0.098328836,336363,-107.7451751475829,15.8,1.062899,0.012144041,0.12488847,100,203,-0.17852353,1.2144042,49.27936,[ 0.876  0.53   0.967  0.497 -0.795]
20400,0.0438008,1.5945434e-05,0.0019854403,6.287163,69.08352,-4.576111,5.7747145,2.7321446,15.10705,0.30089465,0.011362398,1.5049304,1130.2499513626099,0.057747144,338028,-108.09156238882862,16.65,1.1362396,0.0076011224,0.19854403,100,204,-0.20955616,0.7601123,66.44826,[ 0.88   0.544  0.978  0.491 -0.795]
20500,-0.21206611,-7.6293944e-08,0.009993421,6.363365,99.99997,-4.2419357,1.0003667,2.4660075,6.1424346,4.6253204e-05,0.009999572,1.0000018,1134.5745854377747,0.010003666,339621,-107.63692835464848,15.93,0.99995714,1.9138404e-06,0.9993421,100,205,-0.21211228,0.00019138826,99.999825,[ 0.879  0.552  0.982  0.478 -0.795]
20600,-0.044317186,-5.1879883e-06,0.0020567435,7.0847397,65.890915,-4.09536,5.3558493,2.8341372,11.545155,0.2390182,0.009789225,1.4394493,1138.4566044807434,0.05355849,341256,-107.96056382297911,16.35,0.9789225,0.0070432094,0.20567435,100,206,-0.23616318,0.704321,69.47101,[ 0.879  0.552  0.982  0.478 -0.795]
20700,-0.2234735,6.1035155e-07,0.01,6.7042236,100.0,-4.428566,1.0,2.866581,8.300289,6.2584877e-07,0.010000002,1.0,1143.3432259559631,0.01,342939,-108.11242029052345,16.83,1.0,1.8626451e-09,1.0,100,207,-0.2234735,,100.0,[ 0.894  0.571  0.974  0.484 -0.791]
20800,-0.14007087,4.348755e-06,0.0039428524,6.5534897,92.639984,-4.573509,1.8928466,2.299626,6.812314,0.09082258,0.009804953,1.1171732,1147.0794591903687,0.018928465,344585,-107.71764064644783,16.46,0.9804953,0.0027636685,0.39428526,100,208,-0.21844532,0.27636686,89.511635,[ 0.894  0.571  0.974  0.484 -0.791]
20900,16.76942,7.858276e-06,6.369803e-07,7.3726044,1.2981567,-3.756256,422.3096,2.4210114,48511.16,21.96758,0.048137136,447.4042,1151.4205281734467,4.223096,346221,-108.63591926142222,16.36,4.813714,0.41973895,6.369803e-05,100,209,-0.24574563,41.9739,0.22351153,[ 0.889  0.568  0.975  0.47  -0.791]
21000,-0.26237148,3.8146973e-06,0.01,7.8712616,100.0,-4.4627075,1.0,2.73982,7.5824375,3.9190054e-06,0.010000002,1.0,1157.5181560516357,0.01,347888,-107.82382630188269,16.67,1.0,1.8626451e-09,1.0,100,210,-0.26237148,,100.0,[ 0.932  0.546  0.899  0.478 -0.773]
21100,-0.29038385,-5.264282e-06,0.01,8.711357,100.0,-4.398514,1.0,2.7837765,7.8276887,-5.2452087e-06,0.010000002,1.0,1161.7240388393402,0.01,349524,-107.64593029615526,16.36,1.0,1.8626451e-09,1.0,100,211,-0.29038385,,100.0,[ 0.932  0.546  0.899  0.478 -0.773]
21200,-0.115811616,5.1116945e-06,0.0048472323,6.6322327,93.20865,-4.550476,1.9948758,2.6878655,8.985714,0.11282556,0.010553018,1.0695883,1165.6170647144318,0.019948758,351162,-107.91436813680338,16.38,1.0553018,0.0028485681,0.48472324,100,212,-0.22106934,0.2848568,93.49392,[ 0.932  0.546  0.899  0.478 -0.773]
21300,-0.28177765,3.1280517e-06,0.01,8.453423,100.0,-4.2090683,1.0,2.557373,6.606219,3.1217933e-06,0.010000002,1.0,1170.3428421020508,0.01,352773,-107.70486283432346,16.11,1.0,1.8626451e-09,1.0,100,213,-0.28177765,,100.0,[ 0.925  0.54   0.899  0.467 -0.773]
21400,-0.2742198,-7.6293945e-06,0.01,8.226364,100.0,-3.9531708,1.0,2.818667,8.025134,-7.644296e-06,0.010000002,1.0,1174.7964191436768,0.01,354409,-108.39290054978464,16.36,1.0,1.8626451e-09,1.0,100,214,-0.2742198,,100.0,[ 0.925  0.54   0.899  0.467 -0.773]
21500,4.767293,4.653931e-06,1.2605032e-06,7.869835,6.771314,-3.8891373,64.212875,2.7820132,2462.849,6.510586,0.020142233,44.162334,1179.4847059249878,0.64212877,356028,-107.99962451753917,16.19,2.014223,0.074738756,0.00012605032,100,215,-0.26232317,7.4738755,2.264373,[ 0.925  0.54   0.899  0.467 -0.773]
21600,-0.19565494,1.6784668e-06,0.01,5.8696976,100.0,-3.8303986,1.0,2.1466498,4.6546526,1.6503036e-06,0.010000002,1.0,1185.77592086792,0.01,357629,-108.13283672539454,16.01,1.0,1.8626451e-09,1.0,100,216,-0.19565494,,100.0,[ 0.912  0.526  0.968  0.541 -0.815]
21700,1.1170256,-4.043579e-06,1.3141046e-05,6.867737,3.9628415,-4.1669006,64.4481,2.7855785,709.93567,2.3533552,0.013008087,29.16646,1190.696283340454,0.64448094,359318,-108.15514040412555,16.89,1.3008087,0.06403682,0.0013141047,100,217,-0.22892861,6.403682,3.4285958,[ 0.912  0.526  0.968  0.541 -0.815]
21800,2.9402862,-1.0757446e-05,3.1743853e-05,7.171669,3.8227646,-4.2925644,85.33296,2.8009827,2655.394,4.782983,0.0173073,59.416874,1198.0019245147705,0.8533296,361002,-108.44868241097916,16.84,1.7307302,0.086811386,0.0031743855,100,218,-0.23906639,8.681139,1.6830236,[ 0.918  0.568  0.9    0.502 -0.837]
21900,0.14573619,-2.3651123e-06,0.00035001143,7.2694855,56.11636,-4.281723,6.8372083,2.6494699,24.89216,0.4750085,0.010892093,1.8464837,1203.978669643402,0.06837208,362635,-108.1069567901414,16.33,1.0892093,0.009632031,0.035001144,100,219,-0.24231857,0.96320313,54.15699,[ 0.909  0.526  0.941  0.539 -0.805]
22000,0.30802983,-3.5858154e-06,0.00035374518,8.678276,48.16299,-4.9800415,4.4146976,3.0747693,27.43351,0.80970275,0.008249145,3.0075781,1208.9178507328033,0.044146974,364286,-107.535786573101,16.51,0.8249146,0.008557998,0.03537452,100,220,-0.28927952,0.8557998,33.249344,[ 0.912  0.546  0.933  0.527 -0.806]
22100,-0.31425264,3.6621093e-06,0.009999956,9.427704,100.0,-4.657608,1.000005,2.8370311,8.130049,4.172325e-06,0.01,1.0,1215.8218667507172,0.01000005,365959,-108.13851806976021,16.73,1.0,1.6697447e-08,0.99999565,100,221,-0.31425315,1.6695153e-06,100.0,[ 0.922  0.573  0.95   0.552 -0.833]
22200,-0.24781224,1.2969971e-06,0.00204847,10.272827,77.58992,-3.8587341,3.6422386,2.381176,7.91434,0.13697687,0.010133898,1.262723,1219.8152453899384,0.036422387,367575,-108.01822884179767,16.16,1.0133898,0.005446225,0.20484701,100,222,-0.34242627,0.5446224,79.19393,[ 0.922  0.573  0.95   0.552 -0.833]
22300,-0.0789164,9.613037e-06,0.0012288529,7.4900513,85.24251,-3.652504,3.0390837,2.48577,6.664069,0.20290163,0.009251135,1.2741203,1224.5154099464417,0.030390836,369178,-107.9603568093018,16.03,0.92511344,0.0038492219,0.12288529,100,223,-0.2496588,0.3849222,78.48552,[ 0.913  0.563  0.943  0.538 -0.832]
22400,0.17808184,4.196167e-06,7.017718e-05,7.345154,55.51361,-3.846054,5.9180374,2.3023617,14.442336,0.56809294,0.009115676,2.5374334,1229.7704501152039,0.05918037,370807,-108.34879528244909,16.29,0.9115676,0.008160236,0.0070177177,100,224,-0.2448343,0.8160236,39.4099,[ 0.905  0.553  0.936  0.526 -0.832]
22500,-0.21458618,-8.926391e-06,0.01,6.437317,100.0,-4.655571,1.0,2.871996,8.331677,-8.940697e-06,0.010000002,1.0,1235.6659655570984,0.01,372514,-108.2169164992671,17.07,1.0,1.8626451e-09,1.0,100,225,-0.21458618,,100.0,[ 0.917  0.57   0.952  0.556 -0.831]
22600,-0.10815227,9.155273e-07,0.00059430284,7.9787674,57.912144,-4.3103943,4.228637,2.6231172,10.875348,0.26755196,0.0089486465,1.9955521,1239.513525724411,0.04228637,374214,-107.85625994887316,17.0,0.8948647,0.007628707,0.059430286,100,226,-0.265958,0.7628707,50.111446,[ 0.917  0.57   0.952  0.556 -0.831]
22700,2.042503,5.1879883e-06,5.0129172e-05,7.87471,12.375665,-4.248398,39.655396,2.5623388,394.2646,3.227659,0.020067936,20.385635,1244.4693267345428,0.39655393,375846,-108.25616315631194,16.32,2.0067935,0.053398706,0.0050129173,100,227,-0.2624852,5.339871,4.905415,[ 0.91   0.553  0.946  0.559 -0.831]
22800,-0.27233982,1.5258789e-06,0.009999852,8.170319,99.999985,-4.103256,1.0000145,2.874452,8.345983,4.1276217e-06,0.0100000035,1.0,1250.3275754451752,0.010000145,377481,-108.23702021781985,16.35,1.0000004,6.269607e-08,0.99998516,100,228,-0.27234247,6.276372e-06,100.0,[ 0.897  0.536  1.028  0.562 -0.826]
22900,-0.20356838,6.1035155e-07,0.001425412,8.124123,87.23549,-4.2589417,2.1324203,2.6543074,7.64664,0.08932395,0.010043272,1.1697838,1255.0598833560944,0.021324202,379114,-108.03511984432444,16.33,1.0043272,0.0038417643,0.1425412,100,229,-0.2708035,0.38417643,85.48588,[ 0.897  0.536  1.028  0.562 -0.826]
23000,60.497555,3.8146973e-07,6.805318e-08,6.898979,1.1272188,-3.9978104,1006.6977,2.3262243,482466.53,68.73364,0.106903836,1282.6693,1259.693305015564,10.066977,380721,-107.80965512927432,16.07,10.690385,1.0012155,6.805318e-06,100,230,-0.22996558,100.12155,0.07796242,[ 0.901  0.543  1.036  0.566 -0.825]
23100,-0.3106249,-9.307862e-06,0.01,9.318466,100.0,-4.1801605,1.0,2.7906947,7.866643,-9.3355775e-06,0.010000002,1.0,1265.8846967220306,0.01,382325,-107.73846940412733,16.04,1.0,1.8626451e-09,1.0,100,231,-0.3106249,,100.0,[ 0.9    0.472  1.067  0.596 -0.892]
23200,1.0126925,-5.0354006e-06,0.00011274881,7.590828,19.68028,-4.0796204,22.211315,2.709051,121.302284,1.6288404,0.01323807,5.9297204,1270.396696805954,0.22211315,383956,-108.19286001503401,16.31,1.3238071,0.026743619,0.011274881,100,232,-0.25303268,2.674362,16.864202,[ 0.9    0.472  1.067  0.596 -0.892]
23300,3.0221786,-2.8991699e-06,1.1484354e-05,6.122879,1.9732196,-4.162056,133.2898,2.5870857,2079.3452,4.4810834,0.018812506,51.09578,1276.2768640518188,1.3328979,385623,-108.40011158728461,16.67,1.8812506,0.13259625,0.0011484354,100,233,-0.20409885,13.259627,1.9571089,[ 0.927  0.506  1.019  0.584 -0.916]
23400,-0.2606142,7.705688e-06,0.01,7.818657,100.0,-4.0301743,1.0,2.426331,5.946548,7.7188015e-06,0.010000002,1.0,1281.8096640110016,0.01,387245,-107.95425413432571,16.22,1.0,1.8626451e-09,1.0,100,234,-0.2606142,,100.0,[ 0.937  0.5    0.963  0.598 -0.942]
23500,-0.16520454,-1.2969971e-06,0.0020198268,8.810883,78.92583,-3.602562,3.2986455,2.645763,13.9902525,0.16694619,0.010520921,1.2790104,1285.5547349452972,0.032986455,388889,-108.6217848701087,16.44,1.0520921,0.0054364987,0.20198268,100,235,-0.2936974,0.5436499,78.18545,[ 0.937  0.5    0.963  0.598 -0.942]
23600,-0.04652959,3.3569336e-06,0.0037164914,8.529259,81.577156,-4.206581,3.0696034,2.5757382,10.11108,0.27636227,0.010968504,1.2898349,1290.3771183490753,0.030696034,390557,-108.34352809095319,16.68,1.0968504,0.005212443,0.37164915,100,236,-0.28430527,0.52124435,77.529305,[ 0.936  0.494  0.957  0.605 -0.943]
