EpisodesSoFar,Bound,InitialReturnMean,MinIWNorm,InitialReturnMax,ESSClassic,InitialReturnMin,MaxIW,InitialReturnStd,J_sample_variance,ReturnMeanIW,MeanIWNorm,EmpiricalD2,TimeElapsed,MaxIWNorm,TimestepsSoFar,EpRewMean,EpLenMean,MeanIW,StdIWNorm,MinIW,EpThisIter,Iteration,InitialBound,StdIW,ESSRenyi,Weights
39700,0.07372871,1.0681152e-06,0.0012447936,7.0982285,65.24597,-3.386818,5.1036415,2.277831,13.928457,0.38272828,0.010734182,1.7055259,2097.060229539871,0.051036414,653251,-108.2897160031529,15.77,1.0734183,0.007834202,0.12447937,100,397,-0.23660657,0.78342015,58.632942,[ 0.894  0.43   0.95   0.224 -1.499]
39800,0.50265443,1.0223389e-05,0.00084042904,9.386734,42.583954,-4.262192,8.503714,2.5192115,52.01291,1.018105,0.01095636,2.7138605,2101.6318583488464,0.085037135,654890,-108.17188107141115,16.39,1.095636,0.012722134,0.08404291,100,398,-0.31288093,1.2722135,36.847878,[ 0.895  0.423  0.971  0.236 -1.496]
39900,0.5242169,8.468628e-06,0.00027408774,7.3741455,30.565203,-4.069191,11.331968,2.5946193,88.51485,1.0052733,0.011014886,3.8301098,2106.100809574127,0.11331968,656493,-107.8480118544525,16.03,1.1014886,0.01660179,0.027408773,100,399,-0.24579637,1.6601791,26.108912,[ 0.906  0.436  0.953  0.247 -1.497]
40000,-0.22688985,-4.348755e-06,0.01,6.8065643,100.0,-4.315773,1.0,2.5148227,6.3882155,-4.3660402e-06,0.010000002,1.0,2111.352043390274,0.01,658125,-107.86517559232739,16.32,1.0,1.8626451e-09,1.0,100,400,-0.22688985,,100.0,[ 0.914  0.451  0.939  0.237 -1.498]
40100,0.22966295,5.264282e-06,0.00045670388,7.964653,52.464806,-4.5758514,8.242121,3.0421453,29.886272,0.5793367,0.010274146,1.7347416,2116.1273350715637,0.082421206,659810,-108.04562668188393,16.85,1.0274147,0.009779562,0.04567039,100,401,-0.2654832,0.97795624,57.645473,[ 0.914  0.451  0.939  0.237 -1.498]
40200,1.5153182,2.2888183e-07,2.9609822e-05,6.8004684,9.96416,-4.5903244,41.58494,2.6184576,539.679,2.3879752,0.014884195,14.82013,2122.0546305179596,0.41584942,661448,-108.08270683599754,16.38,1.4884195,0.044741724,0.0029609823,100,402,-0.2266821,4.474173,6.747579,[ 0.92   0.455  0.918  0.229 -1.502]
40300,3.836695,-3.4332274e-06,2.1914499e-05,7.570053,7.4418674,-3.817253,49.188774,2.4458764,1290.1178,5.16618,0.01810129,27.759497,2127.348785877228,0.49188772,663071,-108.4699810877583,16.23,1.810129,0.063837506,0.00219145,100,403,-0.25233856,6.3837504,3.6023707,[ 0.94   0.478  0.887  0.235 -1.498]
40400,3.105831,2.2888183e-07,5.452859e-06,9.289192,2.7022169,-4.572647,140.66814,2.9796135,2189.4456,5.65231,0.023851164,67.63427,2133.149033308029,1.4066813,664736,-108.13778076642836,16.65,2.3851163,0.1431202,0.00054528593,100,404,-0.30963948,14.31202,1.4785404,[ 0.94   0.473  0.876  0.255 -1.501]
40500,-0.24397442,1.3656616e-05,0.01,7.319641,100.0,-4.1102448,1.0,2.5395725,6.5145745,1.36345625e-05,0.010000002,1.0,2139.766849756241,0.01,666353,-108.12220082735894,16.17,1.0,1.8626451e-09,1.0,100,405,-0.24397442,,100.0,[ 0.942  0.471  0.833  0.251 -1.514]
40600,0.65454525,-2.2125244e-06,0.00012825444,8.332779,19.539404,-3.8182983,15.424897,2.8378785,155.43135,1.3752241,0.009739798,6.7320347,2144.8145558834076,0.15424897,667965,-107.66947503023427,16.12,0.9739798,0.019764502,0.012825444,100,406,-0.2777615,1.9764502,14.85435,[ 0.942  0.471  0.833  0.251 -1.514]
40700,-0.10494864,-3.967285e-06,0.0017654466,8.939323,75.522995,-4.2577057,3.583202,2.8536818,21.193571,0.24427158,0.0099194115,1.3735105,2150.7935376167297,0.035832018,669611,-108.1395215490832,16.46,0.99194115,0.0056470977,0.17654467,100,407,-0.29798147,0.5647098,72.806145,[ 0.956  0.493  0.822  0.258 -1.51 ]
40800,0.17675546,6.4849855e-06,0.00032849237,7.007683,52.90983,-3.6552048,7.5968328,2.5339293,14.281645,0.5219478,0.01112154,2.1838152,2155.949539422989,0.075968325,671247,-108.1826237622139,16.36,1.112154,0.010492086,0.032849237,100,408,-0.23358291,1.0492086,45.79142,[ 0.95   0.487  0.829  0.248 -1.511]
40900,1.5789585,-4.9591063e-06,8.0106875e-05,8.69548,8.135066,-3.9243164,41.079067,2.5008874,649.50616,2.6329942,0.012919178,13.224093,2161.1279838085175,0.41079065,672859,-107.99442346246619,16.12,1.2919177,0.043413933,0.008010687,100,409,-0.28985432,4.3413944,7.561955,[ 0.942  0.48   0.822  0.231 -1.512]
41000,-0.19083726,-7.6293946e-07,0.003523829,8.636948,84.99879,-3.8709564,2.7993975,2.988411,9.839125,0.12284798,0.009393495,1.1871623,2167.0051538944244,0.027993973,674489,-107.89355074530187,16.3,0.9393496,0.003946245,0.3523829,100,410,-0.28789896,0.39462453,84.23448,[ 0.938  0.492  0.788  0.204 -1.527]
41100,-0.2398962,9.155273e-07,0.0031675827,9.022179,86.38077,-3.8952484,2.276555,2.6176915,8.017308,0.08191688,0.009748947,1.145057,2171.6317179203033,0.02276555,676109,-107.96472583387003,16.2,0.9748947,0.0038710225,0.31675828,100,411,-0.30073842,0.38710222,87.3319,[ 0.936  0.484  0.797  0.203 -1.527]
41200,-0.070264965,1.2817382e-05,0.0005062395,8.319534,59.858223,-3.7193298,6.229242,2.377483,4.9212346,0.28164026,0.009052681,1.6102594,2176.1156294345856,0.062292416,677702,-107.95063765577522,15.93,0.9052681,0.007413334,0.05062395,100,412,-0.277305,0.7413334,62.101795,[ 0.935  0.479  0.797  0.203 -1.527]
41300,0.09145349,5.41687e-06,0.00029221355,6.7094727,28.516666,-3.2689514,13.702134,2.4152188,19.279099,0.48872867,0.012627669,3.1553576,2180.553291320801,0.13702133,679319,-108.35445354489325,16.17,1.2627668,0.019992914,0.029221354,100,413,-0.22364369,1.9992914,31.69213,[ 0.93   0.474  0.786  0.196 -1.527]
41400,1.8687263,-4.119873e-06,6.0395687e-05,6.720772,7.26021,-3.966446,42.93009,2.601548,844.87775,2.8335028,0.0124119045,18.546318,2185.1380949020386,0.4293009,680951,-108.26206286447683,16.32,1.2411903,0.04436054,0.0060395687,100,414,-0.22402987,4.4360538,5.391906,[ 0.933  0.484  0.792  0.191 -1.527]
41500,3.5937698,-1.1367798e-05,1.8744348e-06,6.505829,2.271606,-4.5006104,138.98483,2.5662389,4636.536,6.2041893,0.021286864,144.89647,2191.037920475006,1.3898484,682566,-107.84287755044456,16.15,2.1286862,0.13962255,0.00018744348,100,415,-0.21687236,13.962254,0.69014794,[ 0.917  0.463  0.811  0.166 -1.545]
41600,-0.19204772,-6.1035157e-06,0.0045988867,7.46006,91.4419,-4.3872147,2.1217608,2.794695,9.217913,0.06913778,0.010246434,1.1032045,2196.852052927017,0.021217609,684193,-107.68964867206765,16.27,1.0246434,0.0031346472,0.4598887,100,416,-0.2486748,0.31346473,90.64503,[ 0.937  0.489  0.803  0.162 -1.548]
41700,19.20591,6.1798096e-06,3.3691452e-07,7.6918335,1.1354629,-3.9634857,610.6434,2.4930944,82074.29,28.659956,0.06507893,1359.6222,2201.261756658554,6.1064334,685795,-108.1103881678975,16.02,6.5078945,0.60725945,3.3691453e-05,100,417,-0.2563883,60.725945,0.073549844,[ 0.937  0.492  0.804  0.16  -1.548]
41800,-0.2530568,-1.4495849e-06,0.01,7.5916595,100.0,-4.3071365,1.0,2.6128037,6.8957,-1.4603138e-06,0.010000002,1.0,2206.958178281784,0.01,687454,-108.03302332288371,16.59,1.0,1.8626451e-09,1.0,100,418,-0.2530568,,100.0,[ 0.941  0.507  0.83   0.151 -1.556]
41900,-0.18950957,-3.0517577e-07,0.0017928976,9.337639,74.55391,-4.1933746,3.6967885,2.6052098,11.94583,0.18347937,0.009973254,1.4360193,2211.3898622989655,0.036967885,689084,-107.81141188187036,16.3,0.9973254,0.0058265617,0.17928976,100,419,-0.311255,0.58265615,69.63695,[ 0.941  0.507  0.83   0.151 -1.556]
42000,0.074685246,-5.264282e-06,0.0021255591,7.8614426,64.173096,-4.5472107,4.421682,2.952621,18.219822,0.44218558,0.009897758,1.9667697,2216.1147499084473,0.04421682,690736,-107.71772474022453,16.52,0.9897759,0.0073954584,0.21255593,100,420,-0.26205337,0.7395458,50.844795,[ 0.941  0.511  0.834  0.148 -1.556]
42100,0.2763796,1.121521e-05,0.00040356247,9.696869,41.514374,-4.3632812,9.682516,3.0592391,74.32103,0.7684268,0.01012728,2.317357,2220.428548812866,0.09682516,692337,-107.57316186235944,16.01,1.012728,0.0120203765,0.04035625,100,421,-0.3232178,1.2020377,43.152607,[ 0.942  0.506  0.854  0.16  -1.555]
42200,-0.22839543,-9.155274e-06,0.0042690597,8.565781,90.44541,-4.0416565,1.9459981,2.7954202,8.62759,0.07428792,0.010299363,1.1237912,2225.228543996811,0.01945998,693954,-107.94010803050145,16.17,1.0299362,0.0033475163,0.426906,100,422,-0.28553522,0.33475167,88.9845,[ 0.935  0.497  0.871  0.152 -1.559]
42300,26.070623,6.4849855e-06,1.0831546e-06,7.185257,1.1116589,-4.094185,511.88675,2.5795708,135279.55,36.99615,0.05397849,2080.8596,2230.0004613399506,5.1188674,695571,-107.86851638892529,16.17,5.3978496,0.50910527,0.000108315464,100,423,-0.23950216,50.910526,0.04805706,[ 0.933  0.492  0.872  0.15  -1.559]
42400,-0.24245334,3.967285e-06,0.009999344,7.273918,100.000015,-4.2935257,1.0000607,2.7816954,7.8159785,1.0609627e-05,0.01,1.0,2236.274327516556,0.010000607,697232,-108.01377242966822,16.61,1.0,2.7066918e-07,0.99993443,100,424,-0.24245998,2.7063752e-05,100.0,[ 0.927  0.474  0.848  0.157 -1.56 ]
42500,-0.10821372,4.653931e-06,0.0012126721,6.9468155,76.79379,-3.8638077,2.7399635,2.4019482,6.872429,0.16273978,0.0095842155,1.3691798,2240.517817258835,0.027399635,698855,-107.65155168098718,16.23,0.95842165,0.005268605,0.12126721,100,425,-0.23155585,0.5268605,73.03642,[ 0.927  0.474  0.848  0.157 -1.56 ]
42600,0.15746962,5.340576e-07,0.002354104,6.0815887,75.49483,-3.881485,3.8331583,2.5640228,16.827896,0.40544295,0.010995655,1.4962991,2244.477817296982,0.038331583,700447,-107.8458998230776,15.92,1.0995656,0.0062645716,0.23541042,100,426,-0.20271908,0.62645715,66.83156,[ 0.929  0.471  0.863  0.166 -1.561]
42700,0.59740597,3.3569336e-06,7.2522635e-05,6.3399277,14.267853,-3.9154282,21.542158,2.3678503,111.65835,1.1815304,0.011570112,7.639845,2248.9109048843384,0.21542157,702038,-108.05779570018865,15.91,1.1570113,0.028361559,0.0072522634,100,427,-0.21132757,2.8361561,13.089271,[ 0.927  0.472  0.873  0.162 -1.561]
42800,0.35960406,-6.8664554e-07,7.578409e-05,8.775368,20.622423,-4.2741013,12.723381,2.7512457,52.11708,0.99295735,0.010116827,4.688176,2253.934670448303,0.1272338,703689,-108.02071566418383,16.51,1.0116827,0.019848304,0.007578409,100,428,-0.29251298,1.9848305,21.330257,[ 0.931  0.483  0.883  0.158 -1.561]
42900,-0.2200152,3.2806397e-06,0.0049458113,7.6700745,91.79151,-4.2235794,2.0904078,2.9007897,10.277566,0.04531774,0.010244825,1.0770248,2258.7250339984894,0.020904077,705314,-107.91008388227972,16.25,1.0244825,0.0030636194,0.49458113,100,429,-0.25566584,0.30636197,92.84837,[ 0.934  0.486  0.859  0.162 -1.555]
43000,-0.27812883,-8.163453e-06,0.01,8.34362,100.0,-4.432312,1.0,2.987989,9.018261,-8.136034e-06,0.010000002,1.0,2263.463483572006,0.01,706983,-107.96334590021662,16.69,1.0,1.8626451e-09,1.0,100,430,-0.27812883,,100.0,[ 0.934  0.489  0.861  0.162 -1.555]
43100,-0.13789523,-8.7738035e-06,0.004224469,7.3952484,83.56249,-4.4130707,3.468786,2.7642524,10.25726,0.1293954,0.01032578,1.1757213,2267.837068080902,0.034687858,708664,-108.0777602820412,16.81,1.032578,0.004579682,0.4224469,100,431,-0.24651709,0.4579682,85.05417,[ 0.934  0.489  0.861  0.162 -1.555]
43200,3.7145233,5.340576e-06,9.306013e-07,8.364822,3.6040306,-4.7727966,124.72161,2.683363,3900.9998,6.409773,0.02436754,93.43873,2272.470749616623,1.2472161,710282,-107.43378556183796,16.18,2.4367542,0.12602216,9.306013e-05,100,432,-0.27882206,12.602217,1.07022,[ 0.936  0.494  0.855  0.168 -1.555]
43300,0.25875032,5.1116945e-06,0.00019027581,9.13839,27.858574,-4.096138,10.978703,2.513756,44.4706,0.9435227,0.011536662,5.0535393,2278.6243278980255,0.109787025,711898,-108.17014348044809,16.16,1.1536663,0.01856492,0.019027581,100,433,-0.30460787,1.8564923,19.788113,[ 0.93   0.469  0.875  0.181 -1.562]
43400,0.70504206,-9.384155e-06,0.00019025127,7.424347,28.595009,-4.1771393,13.060383,2.8116078,27.881985,1.2595845,0.010789377,5.021063,2283.572858810425,0.13060382,713566,-107.91270096029263,16.68,1.0789376,0.017049653,0.019025128,100,434,-0.24748766,1.7049655,19.916101,[ 0.925  0.457  0.871  0.185 -1.563]
43500,-0.07746804,-4.5776366e-07,0.00089704944,7.4206543,54.799694,-3.8127365,4.9594803,2.5707483,8.607454,0.26367414,0.008537685,1.902081,2289.233692884445,0.0495948,715167,-107.5971959305424,16.01,0.8537683,0.0077539245,0.089704946,100,435,-0.24735564,0.7753924,52.573997,[ 0.932  0.466  0.884  0.188 -1.566]
43600,1.0967435,5.722046e-06,9.586399e-06,8.11924,8.933423,-4.7687607,33.801815,2.7516448,284.99814,2.0850458,0.013076738,13.334951,2293.1986219882965,0.33801815,716831,-107.55239349276542,16.64,1.3076738,0.0417513,0.0009586399,100,436,-0.27063558,4.17513,7.4990897,[ 0.93   0.459  0.878  0.187 -1.566]
43700,-0.112740606,3.1280517e-06,0.0030707158,6.929497,80.10329,-3.7867966,2.6491213,2.3784075,9.355235,0.14919162,0.010553174,1.285929,2298.0047557353973,0.026491212,718411,-107.84211160759091,15.8,1.0553174,0.0052595492,0.3070716,100,437,-0.23098014,0.5259549,77.76479,[ 0.937  0.46   0.889  0.218 -1.567]
43800,-0.08295834,2.1362305e-06,0.0016161164,7.6893463,70.30926,-4.0629883,2.7088606,2.6696103,12.683913,0.2350196,0.00996176,1.5390673,2303.0979986190796,0.027088605,720071,-108.07717116666022,16.6,0.996176,0.0064735194,0.16161165,100,438,-0.25630945,0.6473519,64.97442,[ 0.936  0.455  0.887  0.22  -1.567]
43900,-0.026366472,-5.1116945e-06,0.00034716245,9.033791,67.65941,-4.2544937,3.8912156,2.8306785,13.516731,0.38410014,0.009851715,1.8580528,2307.4078843593597,0.038912155,721702,-108.11692607920176,16.31,0.9851715,0.0068111685,0.034716245,100,439,-0.3011315,0.6811169,53.819782,[ 0.937  0.461  0.89   0.219 -1.567]
44000,-0.21241,-4.119873e-06,0.01,6.372177,100.0,-4.389511,1.0,2.7469807,7.6221232,-4.0866435e-06,0.010000002,1.0,2311.8522295951843,0.01,723358,-108.11670876248105,16.56,1.0,1.8626451e-09,1.0,100,440,-0.21241,,100.0,[ 0.935  0.455  0.888  0.223 -1.567]
44100,0.69435513,1.0604858e-05,5.6673874e-05,7.5724945,9.085135,-3.85083,27.789192,2.7946084,214.94502,1.5273168,0.008942716,10.8896675,2316.3440034389496,0.2778919,724976,-107.70983304858339,16.18,0.89427155,0.028289229,0.0056673875,100,441,-0.2524059,2.828923,9.183017,[ 0.935  0.455  0.888  0.223 -1.567]
44200,7.7584953,9.765625e-06,9.473892e-06,6.4096527,2.0763197,-4.2664337,228.489,2.6261125,10109.223,10.2928915,0.033101514,140.70924,2321.9658813476562,2.28489,726639,-108.09211614551018,16.63,3.3101513,0.22732364,0.00094738917,100,442,-0.21364534,22.732365,0.7106854,[ 0.936  0.475  0.89   0.225 -1.564]
44300,-0.104830176,-3.8146973e-06,0.002401331,7.78656,71.496254,-4.2891846,3.1307368,2.5020416,9.669892,0.19785443,0.009927296,1.3599782,2328.0153770446777,0.031307366,728262,-107.72371305345307,16.23,0.9927295,0.0062681595,0.24013309,100,443,-0.25955582,0.62681603,73.530594,[ 0.917  0.468  0.894  0.189 -1.563]
44400,2.5941226,-2.9754638e-06,4.915905e-06,6.8936462,2.9956427,-4.009491,98.440636,2.4847085,2284.6035,4.451701,0.017299345,65.34898,2332.4596762657166,0.98440635,729853,-107.63068730616011,15.91,1.7299343,0.098441966,0.0004915905,100,444,-0.2297912,9.844197,1.5302457,[ 0.918  0.473  0.896  0.187 -1.563]
44500,-0.23189081,-8.087158e-06,0.01,6.956482,100.0,-4.117256,1.0,2.5370574,6.501677,-8.076429e-06,0.010000002,1.0,2338.6820635795593,0.01,731472,-107.98632799803408,16.19,1.0,1.8626451e-09,1.0,100,445,-0.23189081,,100.0,[ 0.928  0.471  0.855  0.184 -1.568]
44600,5.5716543,-2.0599366e-06,1.8682253e-05,5.639923,1.7892032,-3.9893417,383.34103,2.0668142,7284.837,8.772636,0.051749058,289.90958,2342.8877804279327,3.8334103,733057,-108.10204980032293,15.85,5.1749053,0.38340008,0.0018682253,100,446,-0.18799952,38.340008,0.34493515,[ 0.928  0.471  0.855  0.184 -1.568]
44700,7.691949,-5.569458e-06,2.5076706e-06,8.443733,2.643775,-3.993019,156.25748,2.4687812,8827.361,9.548513,0.02559533,43.51045,2349.06516122818,1.5625747,734688,-108.13548194605222,16.31,2.5595324,0.15532102,0.00025076707,100,447,-0.28146335,15.532102,2.2982986,[ 0.936  0.48   0.862  0.229 -1.568]
44800,2.5957115,1.6784668e-06,2.501048e-06,5.9488754,3.459838,-3.3184586,112.629364,2.1118298,1381.4707,4.0126963,0.02156949,51.06262,2354.9461510181427,1.1262937,736296,-108.7682201811269,16.08,2.1569488,0.11393732,0.0002501048,100,448,-0.1982942,11.393731,1.9583797,[ 0.869  0.532  0.857  0.249 -1.615]
44900,21.731548,3.5858154e-06,4.9943833e-07,7.9407578,1.2338793,-4.1077576,1350.8907,2.4773822,109477.78,34.84963,0.15030071,2456.1738,2360.6325981616974,13.508907,737896,-107.81578327745174,16.0,15.030072,1.3447104,4.9943832e-05,100,449,-0.26468837,134.47105,0.04071373,[ 0.89   0.555  0.818  0.251 -1.622]
45000,3.3695555,4.8828124e-06,1.597714e-05,6.879799,1.6564804,-4.09391,197.02872,2.5690858,3637.4648,5.5782065,0.02538119,92.75669,2366.506732225418,1.9702871,739526,-108.16620147380736,16.3,2.538119,0.19556524,0.0015977141,100,450,-0.22932175,19.556526,1.0780894,[ 0.909  0.559  0.799  0.28  -1.626]
45100,-0.12398556,1.6021728e-06,0.0033112331,8.50145,88.69456,-4.452835,2.2887416,2.7588303,9.475405,0.1807667,0.010602704,1.1565127,2371.8851199150085,0.022887416,741145,-107.8864447403528,16.19,1.0602705,0.0037854025,0.33112332,100,451,-0.2833801,0.37854025,86.466835,[ 0.927  0.558  0.789  0.304 -1.633]
45200,-0.22965139,5.1116945e-06,0.01,6.889694,100.0,-4.171509,1.0,2.541897,6.5265055,5.096197e-06,0.010000002,1.0,2377.1125228405,0.01,742788,-108.3027894623322,16.43,1.0,1.8626451e-09,1.0,100,452,-0.22965139,,100.0,[ 0.927  0.558  0.797  0.304 -1.633]
45300,-0.28721958,-5.340576e-07,0.009999924,8.616592,99.99998,-4.3863525,1.0000114,2.5724359,6.684267,1.7881393e-07,0.010000002,1.0,2380.8853809833527,0.010000114,744402,-107.73348778186062,16.14,1.0,2.9642113e-08,0.9999925,100,453,-0.28722033,2.9629446e-06,100.0,[ 0.927  0.558  0.797  0.304 -1.633]
45400,-0.2460905,7.3242186e-06,0.01,7.3829346,100.0,-4.25193,1.0,2.535976,6.496135,7.3313713e-06,0.010000002,1.0,2385.4184486865997,0.01,746007,-107.91200629234527,16.05,1.0,1.8626451e-09,1.0,100,454,-0.2460905,,100.0,[ 0.927  0.558  0.797  0.304 -1.633]
45500,1.4799275,-1.8310546e-06,8.489321e-06,7.3675003,8.257607,-4.622429,28.115992,2.5788858,403.04974,2.5623484,0.011432621,19.426495,2389.6593034267426,0.2811599,747647,-107.94810257480172,16.4,1.143262,0.038106903,0.00084893213,100,455,-0.24558517,3.8106906,5.147609,[ 0.927  0.558  0.797  0.304 -1.633]
45600,-0.2771287,1.6784668e-06,0.00999586,8.315414,100.000015,-3.8479004,1.0004501,2.6194286,6.9311194,5.1796436e-05,0.010000006,1.0,2394.3393301963806,0.010004501,749261,-108.06727752255517,16.14,1.0000006,1.8833144e-06,0.999586,100,456,-0.27717882,0.00018832933,100.0,[ 0.919  0.536  0.801  0.304 -1.638]
45700,-0.23678479,5.0354006e-06,0.0099999085,7.1037292,99.999985,-4.595337,1.0000151,2.7524378,7.652463,6.198883e-06,0.010000011,1.0,2398.0718970298767,0.010000152,750906,-107.7904224860401,16.45,1.0000011,5.201059e-08,0.9999909,100,457,-0.23678586,5.202328e-06,100.0,[ 0.919  0.536  0.801  0.304 -1.638]
45800,-0.2564977,1.5258789e-07,0.009995905,7.696472,99.99999,-3.7184677,1.0003304,2.484332,6.2343683,5.1379204e-05,0.01000008,1.0,2401.4169466495514,0.010003304,752518,-108.37537917784853,16.12,1.000008,1.6128307e-06,0.9995905,100,458,-0.2565489,0.00016128403,100.0,[ 0.919  0.536  0.801  0.304 -1.638]
45900,-0.003049463,-8.31604e-06,0.00091984315,7.837242,74.20778,-4.3494873,2.75004,2.525826,9.290556,0.349276,0.009255451,1.81888,2404.939507484436,0.0275004,754189,-108.11040281328442,16.71,0.9255452,0.005456538,0.09198432,100,459,-0.26124972,0.54565376,54.97889,[ 0.919  0.536  0.801  0.304 -1.638]
46000,0.07969892,2.3651123e-06,0.0008870804,7.917183,47.030357,-4.2955246,5.505699,2.9157927,17.806395,0.5016116,0.009573723,2.5559144,2408.67814040184,0.05505699,755815,-107.65050193680487,16.26,0.9573723,0.01016027,0.08870804,100,460,-0.26390374,1.0160271,39.124943,[ 0.926  0.544  0.804  0.313 -1.639]
46100,-0.22926392,1.6784668e-06,0.01,6.877968,100.0,-3.6873322,1.0,2.5018516,6.3224864,1.6838312e-06,0.010000002,1.0,2412.2329564094543,0.01,757460,-108.23520252900269,16.45,1.0,1.8626451e-09,1.0,100,461,-0.22926392,,100.0,[ 0.924  0.54   0.793  0.315 -1.639]
46200,0.26211107,-5.1116945e-06,9.2207105e-05,7.7210617,31.07831,-4.0058517,7.791054,2.5855699,46.42443,0.82583356,0.010513419,4.797547,2415.633130788803,0.077910535,759095,-107.82812421003374,16.35,1.0513419,0.015656449,0.009220711,100,462,-0.25737387,1.5656447,20.843987,[ 0.924  0.54   0.793  0.315 -1.639]
46300,-0.23224325,6.1035155e-07,0.01,6.9673157,100.0,-4.078079,1.0,2.4923773,6.274692,6.156042e-07,0.010000002,1.0,2419.364667415619,0.01,760725,-107.98521715205923,16.3,1.0,1.8626451e-09,1.0,100,463,-0.23224325,,100.0,[ 0.916  0.526  0.79   0.31  -1.64 ]
46400,-0.16002193,4.5776366e-07,0.0017003962,8.4611435,67.69157,-3.7033997,4.068362,2.271719,7.6462984,0.18095943,0.010191519,1.4616578,2422.751088619232,0.04068362,762303,-108.10740628160913,15.78,1.019152,0.007040923,0.17003962,100,464,-0.28203768,0.7040924,68.41547,[ 0.916  0.526  0.79   0.31  -1.64 ]
46500,-0.29134935,4.043579e-06,0.01,8.740601,100.0,-4.4889374,1.0,2.7236671,7.493295,4.0382147e-06,0.010000002,1.0,2426.2990872859955,0.01,763950,-107.75567189676916,16.47,1.0,1.8626451e-09,1.0,100,465,-0.29134935,,100.0,[ 0.914  0.522  0.785  0.313 -1.64 ]
46600,-0.2779632,-3.0517579e-06,0.009999079,8.339188,99.99999,-3.9880753,1.0001298,2.623676,6.953336,9.75281e-06,0.010000033,1.0,2429.875526189804,0.010001298,765601,-108.60078875509295,16.51,1.0000032,4.4833328e-07,0.9999079,100,466,-0.27797598,4.483357e-05,100.0,[ 0.914  0.522  0.785  0.313 -1.64 ]
46700,0.3256766,-1.7547608e-06,0.00023919874,6.9158096,25.854189,-4.2112503,15.136112,2.5900495,73.45247,0.8024764,0.010450545,4.27788,2433.2769379615784,0.15136112,767237,-108.0230655011173,16.36,1.0450544,0.017697696,0.023919875,100,467,-0.23052882,1.7697695,23.376064,[ 0.914  0.522  0.785  0.313 -1.64 ]
46800,-0.26487392,6.027222e-06,0.009999599,7.9465714,100.000015,-3.9809875,1.0000355,2.969737,8.90847,1.1816621e-05,0.009999983,1.0,2437.215356349945,0.010000355,768864,-108.15893531631303,16.27,0.99999845,1.7939809e-07,0.99995995,100,468,-0.2648797,1.7941455e-05,100.0,[ 0.909  0.509  0.794  0.32  -1.642]
46900,-0.19950727,-7.2479247e-06,0.01,5.9850006,100.0,-3.554573,1.0,2.1955645,4.8691955,-7.249415e-06,0.010000002,1.0,2440.8217356204987,0.01,770477,-108.22680324258516,16.13,1.0,1.8626451e-09,1.0,100,469,-0.19950727,,100.0,[ 0.909  0.509  0.794  0.32  -1.642]
47000,0.8229366,-7.171631e-06,0.00012566935,8.681541,19.48507,-3.4811935,17.15754,2.7413611,226.80869,1.4622269,0.009087312,4.880282,2444.364225625992,0.1715754,772033,-107.55455992277976,15.56,0.9087312,0.018472373,0.012566935,100,470,-0.28939188,1.8472373,20.49062,[ 0.909  0.509  0.794  0.32  -1.642]
47100,33.975433,-6.3323973e-06,3.4417903e-06,8.41613,1.1074473,-4.6968765,888.6262,2.8970675,198438.69,44.304615,0.09352272,1355.6559,2449.3808810710907,8.886262,773691,-107.75004751813238,16.58,9.352274,0.8837663,0.00034417905,100,471,-0.28054404,88.37664,0.07376503,[ 0.934  0.521  0.781  0.319 -1.663]
47200,0.03373632,-1.2588501e-05,0.00036947496,7.219757,29.812538,-4.0558624,11.105471,2.6442559,24.745209,0.43624294,0.008947127,2.7973282,2454.230132818222,0.1110547,775310,-108.0446914770564,16.19,0.8947127,0.013728208,0.036947496,100,472,-0.24067116,1.3728209,35.748398,[ 0.921  0.487  0.812  0.312 -1.663]
47300,0.84171647,1.04522705e-05,0.00045524104,7.109894,43.298733,-4.338661,7.7890143,2.6053994,57.75352,1.2389154,0.012162634,2.8088753,2458.0796859264374,0.07789014,776929,-107.95935708656543,16.19,1.2162635,0.013918307,0.045524105,100,473,-0.23698604,1.3918307,35.601437,[ 0.924  0.491  0.823  0.312 -1.658]
47400,-0.035729825,-1.2969971e-06,0.0014630602,8.7099,74.48316,-3.8808746,3.5857503,2.613725,11.068436,0.29617685,0.009604018,1.3069174,2463.3815581798553,0.035857502,778560,-107.85309927298755,16.31,0.9604018,0.0056213075,0.14630602,100,474,-0.29033127,0.5621308,76.51593,[ 0.924  0.484  0.837  0.327 -1.661]
47500,0.84301794,9.841919e-06,6.0423452e-05,8.842079,9.826405,-3.7997131,37.90457,2.9782186,382.88138,2.070288,0.013348656,17.338598,2467.2999613285065,0.3790457,780195,-108.19546658213987,16.35,1.3348657,0.0404371,0.0060423454,100,475,-0.29472616,4.04371,5.767479,[ 0.92   0.484  0.849  0.33  -1.663]
47600,-0.18177049,5.1879883e-06,0.01,5.45327,100.0,-3.438118,1.0,2.1229963,4.5526395,5.185604e-06,0.010000002,1.0,2472.567497253418,0.01,781776,-107.94258588647203,15.81,1.0,1.8626451e-09,1.0,100,476,-0.18177049,,100.0,[ 0.906  0.461  0.86   0.325 -1.672]
