InitialReturnMean,ReturnMeanIW,ReturnStepMaxmin,EpLenMean,InitialBound,InitialReturnStd,MaxIW,EpThisIter,EpisodesSoFar,InitialReturnMin,J_sample_variance,Iteration,StdIW,InitialReturnMax,MeanIW,Weights,MaxD2w0t,EpRewMean,EmpiricalD2,MeanD2w0t,MinD2w0t,TimeElapsed,TimestepsSoFar,MinIW,ReturnStepMax,StdD2w0t,Bound
-2.670288e-06,223.42303,93.072205,36.57,-45.115982,10.067134,1.619623,100,1300,-17.465904,1298.621,13,0.19980833,31.31565,1.0433047,[-0.815 -0.515 -0.464 -0.772 -0.006],1.1944225,-108.3896959523207,1.0431324,0.07472731,,159.88584232330322,46902,0.41071525,100.0,0.26611984,-40.626434
-8.2015995e-06,229.48015,92.92284,35.56,-62.268402,11.833354,2.0812092,100,1400,-14.614227,1858.2032,14,0.25018802,35.759453,1.0427953,[-0.844 -0.519 -0.473 -0.77  -0.01 ],1.1037184,-108.05667312475337,1.0468993,0.0724013,,172.7198247909546,50458,0.6369358,100.0,0.2616968,-59.031082
1.1444092e-06,220.22772,93.079666,36.37,-70.02449,12.096532,1.3731177,100,1500,-15.5464325,581.7645,15,0.119719796,40.16457,1.0319169,[-0.838 -0.511 -0.474 -0.772 -0.003],1.0434594,-107.66128996135474,1.0175533,0.073473245,,186.1999273300171,54095,0.74330187,100.0,0.26233917,-67.39145
-3.1280517e-06,220.61311,92.99077,35.91,-59.956528,12.525245,1.3420675,100,1600,-15.8450165,410.66226,16,0.07438808,45.82015,1.0082943,[-0.835 -0.512 -0.475 -0.773 -0.018],1.0203971,-107.8957817996585,1.0047147,0.07204734,,199.22761058807373,57686,0.8284509,100.0,0.259004,-59.284164
3.4332277e-07,223.76067,93.00747,35.44,-58.386246,13.050645,1.560123,100,1700,-17.685799,900.64764,17,0.17232661,42.696175,1.0183325,[-0.833 -0.506 -0.472 -0.77  -0.02 ],1.0648836,-106.1876910335809,1.0243076,0.0715185,,211.23672199249268,61230,0.4985267,100.0,0.2589531,-56.223892
-1.8310546e-06,219.01146,93.05297,35.95,-76.65758,13.79456,1.4850094,100,1800,-16.41047,382.0057,18,0.08800175,56.240433,1.0131316,[-0.82  -0.505 -0.472 -0.772 -0.027],1.0302192,-106.89830807423895,1.0078603,0.072178595,,223.03790593147278,64825,0.79888093,100.0,0.25932926,-75.48711
7.743835e-06,216.38222,93.117424,36.65,-54.823334,11.369354,1.3527846,100,1900,-16.809738,738.95734,19,0.13254166,34.408337,1.0139645,[-0.811 -0.51  -0.472 -0.777 -0.028],1.025593,-107.79825166960357,1.0140823,0.073943846,,235.12575364112854,68490,0.6796336,100.0,0.2629162,-53.566086
5.722046e-07,212.98077,93.248726,37.78,-55.895126,11.539037,1.4187467,100,2000,-17.147606,856.05084,20,0.15739939,31.692867,1.0306796,[-0.812 -0.512 -0.476 -0.778 -0.039],1.0512868,-108.64222618584812,1.0303583,0.07669824,,247.88244652748108,72268,0.64908737,100.0,0.2682996,-52.62616
-6.4849854e-07,229.06822,92.94629,35.53,-56.921738,13.331594,1.8072708,100,2100,-15.972168,1990.5603,21,0.20826508,49.408897,1.0420964,[-0.82  -0.518 -0.479 -0.778 -0.054],1.0805004,-107.54451574302936,1.0324638,0.07251588,,260.7375383377075,75821,0.5077369,100.0,0.262229,-53.322556
-1.1444092e-06,238.06929,92.91476,35.39,-51.37462,12.54279,2.32788,100,2200,-16.130615,3419.3882,22,0.30928746,42.15739,1.0758202,[-0.805 -0.512 -0.474 -0.773 -0.066],1.169224,-107.68155835373436,1.0890803,0.07349164,,272.3094365596771,79360,0.5833113,100.0,0.26640633,-43.228287
2.1362305e-06,231.5421,93.12639,36.64,-65.08592,12.360994,4.4105043,100,2300,-16.801895,7579.5923,23,0.52281934,29.461666,1.1108108,[-0.81  -0.519 -0.47  -0.772 -0.05 ],1.1934469,-107.6054293941347,1.0758407,0.07702212,,284.91288208961487,83024,0.4903569,100.0,0.27405903,-56.02559
-1.1825562e-06,201.33168,93.59013,40.05,-91.2767,12.042806,1.9065311,100,2400,-20.247536,1312.4889,24,0.20358583,36.320454,1.0575529,[-0.828 -0.517 -0.479 -0.767 -0.023],1.0770925,-108.33276952649418,1.0321052,0.08165678,,297.8499126434326,87029,0.6024172,100.0,0.27674526,-85.785355
1.0223389e-05,218.56795,93.14503,36.73,-70.6889,13.407855,1.7574409,100,2500,-18.078743,985.3896,25,0.1731433,47.248436,1.0352154,[-0.847 -0.51  -0.485 -0.763 -0.011],1.0601511,-107.52703856740246,1.0253444,0.0744786,,310.42780351638794,90702,0.7148912,100.0,0.2645339,-67.40718
3.5476685e-06,191.33945,93.716324,40.85,-109.95619,12.939071,2.1597586,100,2600,-19.597351,1280.4683,26,0.20526241,44.380672,1.0283939,[-0.837 -0.506 -0.484 -0.761  0.002],1.074966,-107.91930853339665,1.0296113,0.082753524,,323.6067683696747,94787,0.6988126,100.0,0.27744678,-107.753174
-5.264282e-06,229.73152,92.954636,35.78,-45.221558,11.168581,1.994185,100,2700,-15.001572,1382.8895,27,0.18749975,34.430187,1.0460393,[-0.842 -0.509 -0.484 -0.757  0.011],1.0707735,-108.16921847305281,1.0394318,0.07342539,,335.82774591445923,98365,0.6524856,100.0,0.2645153,-40.524002
2.7465821e-06,225.48369,92.91434,35.68,-42.780884,11.164589,1.7581037,100,2800,-15.296532,732.8365,28,0.12281974,32.47488,1.0123693,[-0.85  -0.511 -0.495 -0.756  0.027],1.0497991,-108.57419155869614,1.0131196,0.07195678,,348.31554198265076,101933,0.72289634,100.0,0.25959405,-41.2704
6.3323973e-06,223.09273,93.080086,36.24,-71.950714,12.608073,1.6268855,100,2900,-18.578674,1441.724,29,0.17502439,31.319191,1.0373793,[-0.855 -0.518 -0.497 -0.763  0.027],1.06307,-107.26883028400128,1.0258847,0.07371393,,360.32052993774414,105557,0.6954922,100.0,0.26371256,-67.67232
-7.476807e-06,207.84941,93.4982,39.04,-85.47684,13.105093,1.8539395,100,3000,-18.400764,1876.0983,30,0.26231062,35.475697,1.0727135,[-0.843 -0.519 -0.487 -0.763  0.031],1.1372492,-107.39875841738176,1.0701053,0.08042055,,372.69383811950684,109461,0.5263893,100.0,0.27643982,-79.53377
-6.942749e-06,237.30281,92.845215,34.82,-53.51877,12.69201,1.8273733,100,3100,-15.138283,1924.1788,31,0.212699,42.750233,1.0530905,[-0.847 -0.515 -0.477 -0.754  0.027],1.1143827,-107.15563789812325,1.0460681,0.07136165,,384.72467613220215,112943,0.5619948,100.0,0.2608925,-47.567154
1.7929077e-06,263.30942,92.51734,33.45,-30.907684,10.564857,4.349283,100,3200,-13.319481,7400.181,32,0.45053363,34.863277,1.1077114,[-0.836 -0.515 -0.474 -0.764  0.04 ],1.2407519,-108.42401580688816,1.1149083,0.07141496,,396.5669434070587,116288,0.34906316,100.0,0.266986,-20.223999
3.5476685e-06,261.27704,93.17199,37.18,-59.619644,12.4420805,7.8953705,100,3300,-17.321777,29631.725,33,1.0877024,45.911655,1.3187188,[-0.837 -0.524 -0.489 -0.771  0.065],1.9888867,-108.34433590579697,1.4895078,0.088309705,,409.76049971580505,120006,0.16777185,100.0,0.31478965,-39.191223
7.2479247e-06,244.03983,92.691284,34.64,-25.002747,9.966117,2.1326811,100,3400,-14.899239,2967.0703,34,0.27117732,38.152637,1.0604218,[-0.826 -0.521 -0.506 -0.785  0.088],1.1401551,-109.26719657549712,1.0672768,0.07158365,,422.5350203514099,123470,0.4753306,100.0,0.26245943,-18.515564
-3.0517579e-06,234.58401,92.75822,34.5,-45.84964,12.346563,1.4410818,100,3500,-16.032867,696.22394,35,0.12608656,51.122414,1.0268774,[-0.845 -0.532 -0.514 -0.783  0.067],1.0392061,-107.67339463613405,1.0165704,0.069731556,,434.7269642353058,126920,0.71066153,100.0,0.25614718,-43.38614
2.861023e-06,219.98174,93.24777,37.28,-59.841217,12.79301,2.1665015,100,3600,-16.899773,2778.0713,36,0.29703864,40.723965,1.0717828,[-0.854 -0.538 -0.519 -0.788  0.076],1.174089,-107.22148474219182,1.0660979,0.077407606,,447.80877232551575,130648,0.46657625,100.0,0.2728762,-54.07109
2.0217894e-06,216.13216,93.13482,36.62,-67.88074,13.1642685,1.3053253,100,3700,-16.713356,613.93976,37,0.11613976,48.277103,1.0122828,[-0.862 -0.556 -0.525 -0.799  0.091],1.0376033,-107.39175098112895,1.0171264,0.073804684,,459.9159195423126,134310,0.7405648,100.0,0.26253402,-66.20598
3.2043456e-06,202.22977,93.430786,38.94,-83.12077,11.024627,1.462534,100,3800,-18.09703,748.3998,38,0.14323415,31.74311,1.0171126,[-0.863 -0.563 -0.526 -0.797  0.087],1.0350937,-108.43295907451633,1.0187294,0.078533925,,472.1321134567261,138204,0.59858525,100.0,0.27023473,-81.71042
-2.1362305e-06,207.84888,93.325195,38.08,-67.4819,12.333241,1.5730633,100,3900,-17.311363,620.77405,39,0.115247026,34.571693,1.0207283,[-0.867 -0.563 -0.521 -0.796  0.086],1.0507436,-108.04841736095436,1.0169177,0.07678623,,485.30156803131104,142012,0.77034795,100.0,0.26744148,-65.33618
-6.4849855e-06,184.71379,93.797356,41.72,-100.96982,13.382827,1.4547548,100,4000,-19.435753,429.20166,40,0.11493011,46.234505,1.0128353,[-0.883 -0.564 -0.522 -0.797  0.091],1.0312036,-108.52811502574617,1.0113355,0.083945245,,497.92829942703247,146184,0.77898306,100.0,0.27822837,-99.76634
4.8828124e-06,213.48358,93.18794,37.45,-79.295135,12.542355,1.7782936,100,4100,-16.413979,598.743,41,0.12161313,46.005013,1.0249836,[-0.891 -0.567 -0.526 -0.793  0.097],1.0552684,-108.83085349737908,1.0113866,0.075363815,,510.64155173301697,149929,0.68602276,100.0,0.26486754,-76.95404
-7.3242186e-06,214.9715,93.11081,36.79,-67.76132,11.75745,1.44178,100,4200,-14.954987,445.1936,42,0.095241226,31.693981,1.0081912,[-0.875 -0.575 -0.526 -0.8    0.101],1.0157843,-108.34003537974259,1.0070255,0.07385476,,522.951803445816,153608,0.7840917,100.0,0.26206446,-67.11575
3.7765503e-06,211.4091,93.272736,37.45,-65.260635,12.511449,1.5840414,100,4300,-17.590492,1027.5411,43,0.15371196,43.994682,1.0207623,[-0.876 -0.577 -0.524 -0.799  0.108],1.0420082,-107.24315552370179,1.0219996,0.075926974,,535.1560916900635,157353,0.76328486,100.0,0.26685125,-62.99608
-2.1743774e-06,191.37556,93.74258,40.74,-104.13286,13.612679,1.6477559,100,4400,-20.427483,833.69025,44,0.1780333,43.74604,1.0369678,[-0.868 -0.576 -0.514 -0.799  0.109],1.0880567,-107.09383081395463,1.0311463,0.0825393,,547.948314666748,161427,0.54899234,100.0,0.2771425,-100.85268
1.4495849e-06,214.6878,93.20125,37.26,-77.5419,11.59915,1.9387404,100,4500,-17.87233,959.1242,45,0.17185889,41.781322,1.0332724,[-0.855 -0.581 -0.513 -0.81   0.11 ],1.0641162,-108.03082443181992,1.0269583,0.075302765,,561.05712890625,165153,0.71399724,100.0,0.26539168,-75.02472
-5.41687e-06,219.42928,93.03804,36.53,-67.265594,11.605121,1.2579947,100,4600,-15.032349,390.7111,46,0.08711991,42.42684,1.0147637,[-0.847 -0.575 -0.511 -0.813  0.117],1.0254681,-108.89510008324494,1.0106307,0.0734933,,573.617250919342,168806,0.7297205,100.0,0.26178318,-65.690994
-7.6293946e-07,196.74422,93.59941,39.95,-83.67926,11.614504,2.0060925,100,4700,-19.147415,1145.4153,47,0.18560119,32.245403,1.0323162,[-0.841 -0.569 -0.509 -0.809  0.111],1.061754,-107.87676503042377,1.0276272,0.08106566,,587.1032524108887,172801,0.64339584,100.0,0.27510303,-81.37941
7.476807e-06,209.04689,93.22743,37.54,-73.91733,11.101683,1.163851,100,4800,-16.169281,202.90616,48,0.05154618,33.396652,1.0054784,[-0.842 -0.564 -0.502 -0.805  0.121],1.006732,-108.35346881024213,1.0035282,0.07520215,,600.3778297901154,176555,0.8725693,100.0,0.26394457,-73.54295
-4.15802e-06,230.90942,92.93259,35.66,-45.355347,12.384122,1.8106724,100,4900,-15.273872,1820.0243,49,0.22302918,40.567455,1.0497711,[-0.842 -0.565 -0.503 -0.808  0.12 ],1.1732675,-108.18207442194968,1.0501001,0.073027596,,611.2244257926941,180121,0.53701305,100.0,0.26359478,-40.09842
3.3950805e-06,218.86652,93.1924,37.39,-53.13896,11.18889,2.2955155,100,5000,-17.103317,2419.267,50,0.26635474,31.544956,1.0466046,[-0.82  -0.563 -0.498 -0.816  0.105],1.1150838,-108.57441564430714,1.056043,0.077119775,,623.6783511638641,183860,0.49305832,100.0,0.27134916,-48.882355
1.2969971e-06,235.72643,92.74771,34.54,-35.08116,11.263117,1.4231365,100,5100,-16.069,1149.4106,51,0.1731344,28.76715,1.0255963,[-0.826 -0.575 -0.505 -0.814  0.121],1.0548534,-107.99892972887615,1.0293111,0.070181556,,635.5501117706299,187314,0.54664165,100.0,0.25764382,-32.61769
-2.5939942e-06,198.96153,93.592834,40.07,-94.75473,12.409499,1.6464221,100,5200,-17.79731,1123.6493,52,0.17348059,37.995747,1.0419372,[-0.828 -0.572 -0.509 -0.814  0.106],1.0601236,-108.33264998106111,1.0273967,0.08147794,,648.1662299633026,191321,0.62630415,100.0,0.2760728,-90.75029
4.8065185e-06,218.82812,93.02705,36.19,-60.35327,11.205718,1.2455653,100,5300,-16.60669,375.37274,53,0.07191176,38.27223,1.004357,[-0.815 -0.579 -0.501 -0.818  0.101],1.0116268,-108.08522690139715,1.0045414,0.07261295,,660.839040517807,194940,0.8442207,100.0,0.25995997,-59.755096
6.1035155e-07,211.44713,93.254036,37.15,-78.22449,13.292708,1.6107545,100,5400,-17.348473,522.166,54,0.09361461,36.69967,1.0225744,[-0.808 -0.581 -0.497 -0.82   0.102],1.0330702,-106.7320048629301,1.0107573,0.074806675,,673.2741014957428,198655,0.823404,100.0,0.264048,-76.123764
1.9454956e-06,212.73195,93.18214,37.3,-73.999344,11.840327,1.3492453,100,5500,-16.807495,580.80566,55,0.11366306,36.178772,1.01146,[-0.797 -0.58  -0.497 -0.818  0.108],1.0249283,-108.51210715748849,1.0116646,0.075048864,,686.2530834674835,202385,0.7817249,100.0,0.26433736,-72.83214
1.6784668e-06,205.4327,93.34287,38.31,-66.049805,11.975306,1.5836864,100,5600,-17.38871,558.3567,56,0.10927625,29.26992,1.0111177,[-0.799 -0.584 -0.495 -0.82   0.115],1.0336593,-108.36376746171018,1.0100179,0.07713856,,698.2159883975983,206216,0.7013122,100.0,0.26779813,-64.915085
-4.272461e-06,233.2452,92.80475,34.76,-45.380417,11.864591,1.7039989,100,5700,-15.233009,962.343,57,0.15626217,37.48002,1.0286255,[-0.812 -0.583 -0.496 -0.822  0.114],1.1032948,-107.68174964497162,1.0189928,0.07036828,,710.1293666362762,209692,0.54565436,100.0,0.25748184,-42.507004
-1.9073487e-07,219.73438,93.096054,36.55,-60.28746,12.201383,1.6556282,100,5800,-16.956558,871.45526,58,0.12386444,38.88181,1.0244383,[-0.831 -0.569 -0.496 -0.812  0.112],1.06523,-107.8947229170482,1.0172431,0.07408528,,723.9095153808594,213347,0.79355216,100.0,0.26383427,-57.231934
4.8828124e-06,211.78719,93.34469,38.34,-71.77232,12.538843,3.3977118,100,5900,-17.377762,2649.625,59,0.3372122,46.847923,1.0591549,[-0.843 -0.576 -0.507 -0.81   0.118],1.1431628,-108.4123673712303,1.0779198,0.07856567,,738.3295202255249,217181,0.48601282,100.0,0.27270278,-67.632706
-4.348755e-06,238.48958,92.62486,34.32,-42.982117,10.129697,1.3661611,100,6000,-13.79155,535.52637,60,0.11095563,30.330452,1.0191997,[-0.861 -0.579 -0.506 -0.8    0.124],1.0334427,-109.40024351392996,1.0150268,0.0691233,,751.420487165451,220613,0.7480282,100.0,0.25463557,-41.140244
-4.7683716e-06,219.27118,93.05637,36.43,-47.507477,11.666491,1.6526585,100,6100,-15.918968,768.17773,61,0.16055173,30.29311,1.0178435,[-0.86  -0.572 -0.507 -0.797  0.129],1.0458125,-108.26317685279038,1.0203749,0.073579855,,764.1576755046844,224256,0.68586963,100.0,0.26248255,-46.060577
-1.0681152e-06,232.99774,93.022896,36.34,-45.008224,11.133235,3.435606,100,6200,-16.123817,5421.406,62,0.4024533,34.755943,1.0837902,[-0.85  -0.565 -0.507 -0.793  0.134],1.2246369,-108.60420659168722,1.0891142,0.07671505,,777.7826886177063,227890,0.48897263,100.0,0.27424404,-38.06366
3.2043456e-06,228.99567,92.850334,35.01,-38.06314,11.379797,1.2684357,100,6300,-15.278297,398.61197,63,0.09232437,37.645687,1.016502,[-0.872 -0.578 -0.524 -0.802  0.155],1.0332384,-107.65079693592655,1.012713,0.07050832,,790.6527152061462,231391,0.74822587,100.0,0.25697216,-36.306152
5.2261353e-06,221.20103,93.075134,36.9,-67.16644,10.593475,1.9822766,100,6400,-16.034782,1202.8213,64,0.18589363,36.65416,1.0372968,[-0.863 -0.576 -0.526 -0.8    0.153],1.0840051,-109.3171766793211,1.0255078,0.07481014,,803.3015143871307,235081,0.6038725,100.0,0.2650563,-63.924118
-1.1444092e-06,208.8161,93.40233,38.62,-81.10901,12.401301,1.8197407,100,6500,-18.305824,1133.1812,65,0.17141189,42.506958,1.0487529,[-0.854 -0.592 -0.527 -0.806  0.155],1.0737833,-108.0913332443732,1.0320721,0.0787913,,816.3349680900574,238943,0.6490506,100.0,0.27235538,-76.59238
-1.3732911e-06,247.064,92.697334,34.39,-38.08943,11.080051,2.5666385,100,6600,-14.88089,3718.121,66,0.31015193,26.68251,1.0726558,[-0.864 -0.603 -0.536 -0.811  0.17 ],1.2271308,-108.37517674370662,1.0704129,0.071274646,,828.1110153198242,242382,0.4278791,100.0,0.26240987,-30.747711
1.0681152e-06,190.51932,93.70414,41.1,-86.90932,12.456044,1.8819395,100,6700,-18.127663,727.6134,67,0.15517187,40.73419,1.02766,[-0.874 -0.629 -0.548 -0.816  0.176],1.0506073,-108.82997564904868,1.0197617,0.08314343,,842.0540924072266,246492,0.69868296,100.0,0.2778476,-85.00433
-3.6239624e-06,244.23267,92.54439,33.25,-37.697693,11.4095745,1.4356505,100,6800,-13.361198,836.69617,68,0.12026585,39.547146,1.0203438,[-0.879 -0.619 -0.544 -0.81   0.187],1.0394156,-107.3271852270785,1.015727,0.06715667,,854.0704500675201,249817,0.6866786,100.0,0.25162843,-35.62607
1.9836425e-06,199.2247,93.512375,39.58,-81.42848,12.066261,1.7309022,100,6900,-19.544113,984.4645,69,0.17139284,33.33493,1.0237236,[-0.878 -0.615 -0.539 -0.808  0.175],1.0517162,-108.60396211951006,1.026093,0.07998767,,867.0507299900055,253775,0.64716136,100.0,0.2728304,-79.37662
-3.2806397e-06,195.64326,93.56451,39.97,-83.96356,11.952191,1.3710346,100,7000,-18.172318,490.8091,70,0.09336797,34.760597,1.0123175,[-0.886 -0.611 -0.532 -0.802  0.172],1.029139,-108.62840097490289,1.0126854,0.08049137,,880.3917725086212,257772,0.78581226,100.0,0.27307037,-82.39873
-4.005432e-06,220.16905,93.04335,36.18,-55.294464,11.5410185,1.3248672,100,7100,-16.391922,445.5061,71,0.090268865,33.69079,1.0170984,[-0.896 -0.621 -0.539 -0.805  0.175],1.031525,-107.75592237131914,1.0098172,0.07274586,,892.9242160320282,261390,0.65728384,100.0,0.26046377,-53.35289
-4.234314e-06,201.88501,93.448265,38.63,-81.098465,12.382286,1.635596,100,7200,-16.494385,529.9122,72,0.11135715,36.354122,1.019206,[-0.912 -0.618 -0.539 -0.804  0.17 ],1.0464311,-107.23189928509468,1.0099831,0.07771505,,905.6657166481018,265253,0.7252372,100.0,0.26858792,-79.3508
2.670288e-07,226.96747,93.005554,35.92,-45.541595,11.1281395,2.5293143,100,7300,-15.509796,2096.7295,73,0.24674088,39.677708,1.0420885,[-0.927 -0.613 -0.539 -0.801  0.164],1.1072915,-107.66033682117433,1.0475396,0.073751315,,917.5316834449768,268845,0.5819622,100.0,0.26514617,-41.759003
2.2125244e-06,240.79315,92.57445,33.29,-34.32126,11.961147,1.2962078,100,7400,-15.106903,426.5117,74,0.06978083,37.192093,1.0079837,[-0.918 -0.614 -0.535 -0.814  0.173],1.0192243,-106.9552787124329,1.0047154,0.06680515,,929.1262397766113,272174,0.78296244,100.0,0.25012925,-33.281067
-7.781982e-06,200.32793,93.579834,40.0,-86.00128,12.309787,2.1917605,100,7500,-15.657188,2197.6108,75,0.2724758,34.017044,1.0527918,[-0.926 -0.608 -0.531 -0.813  0.173],1.1063474,-108.40482798562326,1.0549167,0.08201869,,942.0176804065704,276174,0.49737027,100.0,0.27818808,-82.331314
2.5177003e-06,197.65948,93.46338,39.47,-75.74289,10.711018,1.1826338,100,7600,-18.02436,162.21315,76,0.05219155,28.740417,1.0041193,[-0.936 -0.608 -0.522 -0.811  0.176],1.0067605,-109.26759753235157,1.0027673,0.07904961,,955.9965007305145,280121,0.834336,100.0,0.27002817,-75.45404
1.2969971e-06,209.0453,93.269516,38.31,-69.09419,10.899344,1.8116066,100,7700,-16.942345,785.02246,77,0.16509295,30.249374,1.0235528,[-0.929 -0.607 -0.52  -0.81   0.175],1.0469859,-109.76771661181675,1.0234036,0.07734874,,969.1844301223755,283952,0.6108243,100.0,0.2685247,-67.237595
-4.5776366e-07,207.45895,93.34191,37.73,-75.53969,12.256436,1.3882601,100,7800,-17.252419,721.8674,78,0.118529245,32.62726,1.0182769,[-0.92  -0.609 -0.525 -0.815  0.181],1.0361049,-106.74052458767709,1.0114455,0.07605597,,982.9709298610687,287725,0.67641515,100.0,0.26623228,-73.67178
3.8146973e-07,215.39899,93.11032,36.76,-71.06654,11.441223,1.2373564,100,7900,-17.669922,330.4659,79,0.0699543,36.019005,1.0088204,[-0.909 -0.613 -0.518 -0.818  0.181],1.0174161,-108.25326732639309,1.0061572,0.07383918,,996.1898703575134,291401,0.8096647,100.0,0.26212868,-70.06601
,210.7277,93.310326,37.75,-71.09398,12.667555,1.8392644,100,8000,-16.898827,872.1716,80,0.16286975,41.092545,1.0373536,[-0.908 -0.614 -0.516 -0.823  0.186],1.0607154,-107.39531078637336,1.0286697,0.07652253,,1009.6565763950348,295176,0.60310817,100.0,0.2677952,-67.8748
-2.5177003e-06,207.2374,93.34369,38.53,-86.47339,11.698065,1.4453659,100,8100,-17.58931,703.1099,81,0.11625721,56.227737,1.0270758,[-0.896 -0.611 -0.513 -0.828  0.174],1.0348809,-108.96889204445857,1.0155647,0.077946015,,1022.7513699531555,299029,0.64376503,100.0,0.26975822,-83.845276
-6.8664554e-07,189.7076,93.79687,41.4,-92.30646,12.340117,3.106125,100,8200,-18.920074,1952.0554,82,0.27426913,37.37319,1.0398903,[-0.888 -0.612 -0.506 -0.834  0.166],1.1088461,-107.70517443446157,1.0507212,0.08468844,,1036.4001152515411,303169,0.5900298,100.0,0.2819154,-89.42882
2.2506713e-06,208.26706,93.37806,38.21,-72.97307,13.037706,1.8778532,100,8300,-17.147789,901.74426,83,0.1517781,36.712357,1.0362154,[-0.889 -0.606 -0.494 -0.826  0.17 ],1.0684216,-107.40750720290451,1.0251222,0.07777514,,1048.322863817215,306990,0.6371609,100.0,0.2704095,-69.7142
-5.378723e-06,189.00407,93.76828,41.39,-103.5269,11.331597,1.7090136,100,8400,-19.025375,1010.5762,84,0.17683192,30.094662,1.0286001,[-0.893 -0.61  -0.493 -0.836  0.166],1.0515463,-108.27072227730487,1.0282775,0.083763085,,1060.4973549842834,311129,0.682107,100.0,0.2788421,-101.08522
