StdD2w0t,TimeElapsed,InitialReturnMax,Weights,EpisodesSoFar,MinIW,InitialReturnMin,EmpiricalD2,Iteration,InitialBound,MaxIW,InitialReturnMean,EpRewMean,ReturnStepMaxmin,EpLenMean,InitialReturnStd,Bound,MeanIW,TimestepsSoFar,ReturnStepMax,MaxD2w0t,EpThisIter,StdIW,MeanD2w0t,ReturnMeanIW,J_sample_variance,MinD2w0t
0.2821385,226.96361708641052,-1.9176977,[-0.651 -1.299 -0.827 -1.034 -0.099],1800,0.44423226,-30.376423,1.0620706,18,-45.975376,1.8564789,-12.642041,-103.7586413083585,99.0,39.22,7.592465,-45.480576,0.95081306,70048,100.0,1.1997337,100,0.21969144,0.08221289,-12.03453,50.69992,
0.2773018,240.7494854927063,-2.0818934,[-0.632 -1.327 -0.833 -1.046 -0.112],1900,0.6021144,-33.291775,1.0167581,19,-44.200916,1.321121,-10.867581,-106.1808180031797,99.000015,40.9,6.8962116,-44.12381,0.97804344,74138,100.0,1.0374635,100,0.13102674,0.08276788,-10.7364025,48.019985,
0.32443318,251.9332413673401,-2.4810355,[-0.638 -1.334 -0.839 -1.054 -0.117],2000,0.13107654,-26.648346,1.3348687,20,-44.221424,3.3744168,-10.888089,-105.1031862559657,99.0,42.67,6.430157,-43.727753,0.97611403,78405,100.0,1.6797059,100,0.55367285,0.09842824,-10.092906,39.58739,
0.37681592,264.60848665237427,-3.066454,[-0.658 -1.353 -0.836 -1.059 -0.105],2100,0.074623846,-27.570248,1.8244863,21,-44.17456,5.637503,-10.841223,-105.14302379084594,99.00001,43.06,6.823189,-42.851803,0.9336674,82711,100.0,2.8110304,100,0.86049646,0.112403594,-8.971058,32.054295,
0.31536078,279.53773379325867,-1.9816151,[-0.696 -1.384 -0.837 -1.065 -0.11 ],2200,0.40867618,-25.294636,1.0925056,22,-42.10015,2.0615373,-8.766818,-103.4562004399921,99.0,48.6,5.5553303,-41.893574,0.9671667,87571,100.0,1.3516638,100,0.2357397,0.103213616,-8.497227,27.611027,
0.28815526,295.4821672439575,-2.189521,[-0.73  -1.376 -0.839 -1.064 -0.114],2300,0.9998719,-27.599041,0.9999994,23,-42.41944,1.0002328,-9.086105,-105.76463496557288,99.00001,45.69,5.451234,-42.41942,1.0000019,92140,100.0,1.0,100,4.4187072e-05,0.09138,-9.086086,30.015793,
0.28921512,306.14576745033264,-2.22648,[-0.73  -1.376 -0.839 -1.064 -0.114],2400,0.47968963,-23.679525,1.0677633,24,-43.32669,2.062399,-9.993358,-105.32088845306585,99.0,41.8,5.8728228,-43.106968,0.9917829,96320,100.0,1.1762822,100,0.25782654,0.08727578,-9.662921,33.614708,
0.28727642,318.31451296806335,-2.0391726,[-0.753 -1.389 -0.845 -1.074 -0.121],2500,0.385083,-24.825417,1.060003,25,-43.164116,1.7910334,-9.830778,-105.53504213732717,99.0,42.75,5.739494,-43.079456,0.9759286,100595,100.0,1.1205747,100,0.23500448,0.0878161,-9.667184,32.98525,
0.28353012,329.80025482177734,-3.3662379,[-0.751 -1.396 -0.843 -1.072 -0.133],2600,0.41764715,-27.782097,1.0553799,26,-44.118565,2.3532674,-10.785232,-105.93425821014625,99.0,40.75,6.1133304,-43.97711,0.9900147,104670,100.0,1.1223452,100,0.23315415,0.08441582,-10.561733,35.069218,
0.341493,343.85728001594543,-2.9725037,[-0.758 -1.398 -0.837 -1.075 -0.129],2700,0.0837056,-24.333784,1.4603038,27,-41.97691,4.858236,-8.643575,-105.32311827282746,99.0,47.88,5.443828,-41.338135,0.96708655,109458,100.0,1.9505671,100,0.5904028,0.1102075,-7.6522675,16.003698,
0.2755672,354.89421582221985,-2.0518832,[-0.77  -1.419 -0.834 -1.072 -0.133],2800,0.7718805,-26.689861,1.00982,28,-44.343414,1.4272158,-11.010079,-106.34985981376855,99.0,40.93,6.428031,-44.297855,1.0012932,113551,100.0,1.0213765,100,0.100621946,0.08227998,-10.955104,39.861668,
0.2942504,367.9186716079712,-2.4712987,[-0.777 -1.423 -0.835 -1.074 -0.131],2900,0.99940515,-29.665651,1.0,29,-42.40178,1.0009161,-9.068445,-104.19308244919063,99.0,47.88,5.563882,-42.401714,1.0000247,118339,100.0,1.0000001,100,0.00025613364,0.09576,-9.068378,31.264145,
0.28907803,378.240291595459,-2.3446157,[-0.777 -1.423 -0.835 -1.074 -0.131],3000,0.40433782,-27.18898,1.0571908,30,-44.33628,2.28965,-11.002944,-105.86439212449031,99.0,42.46,6.605078,-44.123848,0.95122284,122585,100.0,1.1227818,100,0.23855823,0.088022366,-10.692644,42.151016,
0.30510998,391.9920153617859,-1.7352706,[-0.763 -1.428 -0.835 -1.075 -0.154],3100,0.44641218,-24.362658,1.0712396,31,-41.624146,1.7033198,-8.290808,-104.75550210141688,99.0,48.35,4.9527802,-41.546944,1.0111172,127420,100.0,1.1258613,100,0.22958094,0.09979876,-8.149529,22.288214,
0.29347375,404.1123089790344,-2.7211435,[-0.763 -1.432 -0.836 -1.068 -0.152],3200,0.6030609,-26.587387,1.0256224,32,-42.54621,1.56914,-9.212873,-105.36677620558123,99.0,46.48,5.8021517,-42.483845,0.9886646,132068,100.0,1.0489913,100,0.16839686,0.09394948,-9.130638,31.867489,
0.3235745,415.59076595306396,-2.8973475,[-0.766 -1.437 -0.838 -1.065 -0.153],3300,0.2711759,-29.749538,1.2776208,33,-43.169502,4.022386,-9.836169,-106.24308880882758,99.0,45.66,6.12793,-42.792866,0.95576423,136634,100.0,1.5289724,100,0.43502626,0.10212672,-9.228097,26.65027,
0.3165366,427.06236743927,-2.0142586,[-0.769 -1.448 -0.843 -1.053 -0.159],3400,0.2081994,-26.682217,1.2890458,34,-43.3683,2.537725,-10.0349655,-105.06053691878789,99.0,44.74,6.164338,-42.830166,0.9237994,141108,100.0,1.5551665,100,0.46968144,0.098815426,-9.28353,30.976063,
0.29780656,439.5661702156067,-1.619292,[-0.787 -1.469 -0.845 -1.055 -0.153],3500,0.41808158,-27.222134,1.1512183,35,-43.44738,2.735281,-10.114044,-106.87350391408829,99.0,43.18,5.8380437,-43.170513,0.9956461,145426,100.0,1.2940439,100,0.38031086,0.09143296,-9.703034,35.579525,
0.34448984,451.9136791229248,-2.4814727,[-0.801 -1.482 -0.843 -1.057 -0.155],3600,0.09961274,-29.152468,1.4788332,36,-42.343567,4.5153,-9.010232,-104.76678077605533,99.0,47.7,5.5587926,-41.593506,1.0104892,150196,100.0,1.9419254,100,0.67363083,0.11092445,-7.923918,21.438538,
0.351089,464.5898938179016,-2.6591997,[-0.825 -1.508 -0.847 -1.058 -0.162],3700,0.1718955,-27.58529,1.5175554,37,-42.083317,5.003849,-8.749982,-106.15878582619531,99.00001,47.39,5.024827,-41.42662,0.93305814,154935,100.0,2.0289516,100,0.6928165,0.112116076,-7.7986736,13.976134,
0.2959014,478.360835313797,-3.5930371,[-0.861 -1.531 -0.851 -1.062 -0.169],3800,1.0,-27.460518,1.0,38,-41.711823,1.0,-8.378487,-105.48058871678977,99.0,48.48,4.3760085,-41.711823,1.0,159783,100.0,1.0,100,,0.09696,-8.378486,19.34288,
0.30764312,490.154669046402,-2.2334864,[-0.861 -1.531 -0.851 -1.062 -0.169],3900,0.601652,-29.59119,1.0599402,39,-40.928886,1.9780917,-7.5955486,-106.11772318447547,99.0,50.2,3.8354738,-40.835537,1.0080239,164803,100.0,1.0996474,100,0.22784111,0.102756776,-7.452918,10.723112,
0.29978773,502.8869614601135,-2.5145242,[-0.863 -1.536 -0.852 -1.057 -0.165],4000,0.5994647,-22.89884,1.0200303,40,-41.376534,1.3320086,-8.043196,-106.67362320724499,99.0,48.38,3.9130173,-41.344788,0.98653936,169641,100.0,1.03845,100,0.12183863,0.09811745,-7.97837,14.94732,
0.32975104,515.2596688270569,-2.980227,[-0.864 -1.537 -0.856 -1.053 -0.16 ],4100,0.28741637,-21.093424,1.2221619,41,-41.635742,2.5018315,-8.302405,-105.0582745623283,99.0,50.25,4.5230455,-41.368126,0.91660565,174666,100.0,1.3888581,100,0.3921945,0.109927595,-7.8513885,15.466183,
0.31590223,526.8649985790253,-2.9141035,[-0.874 -1.555 -0.854 -1.056 -0.158],4200,0.3249403,-18.843275,1.1449752,42,-41.296577,2.159497,-7.963242,-105.46023243373727,99.0,49.38,3.2678683,-41.054207,0.9448229,179604,100.0,1.322755,100,0.30462015,0.10439668,-7.639644,8.465571,
0.30514562,542.0125160217285,-3.127729,[-0.902 -1.564 -0.856 -1.058 -0.158],4300,0.6766802,-23.212234,1.0146447,43,-41.186066,1.4108448,-7.8527317,-106.7037125992714,99.0,50.84,3.6276956,-41.138718,1.0081006,184688,100.0,1.0234871,100,0.12303779,0.10265994,-7.7888293,12.1113615,
0.30620208,553.8097519874573,-2.212667,[-0.905 -1.568 -0.855 -1.062 -0.156],4400,0.36273995,-21.572609,1.0959271,44,-40.936764,2.122032,-7.6034265,-106.13732742170137,99.0,48.86,4.041959,-40.77501,0.9622461,189574,100.0,1.1965154,100,0.26746586,0.10071946,-7.385423,13.30709,
0.30259857,567.2228751182556,-1.9269372,[-0.926 -1.57  -0.854 -1.058 -0.152],4500,0.72410345,-18.729725,1.0110279,45,-41.03675,1.3001847,-7.703417,-105.54451281065172,99.00001,50.26,3.4332485,-41.014717,0.98279,194600,100.0,1.0218062,100,0.09802989,0.10115731,-7.658936,11.909138,
0.30738586,580.2856533527374,-2.9060307,[-0.925 -1.569 -0.858 -1.058 -0.153],4600,0.62476647,-18.904716,1.030946,46,-41.087444,1.6259555,-7.7541075,-106.02026012268516,99.00003,51.05,3.0235546,-41.02996,0.9741023,199705,100.0,1.0557543,100,0.15934256,0.10364793,-7.651122,9.911038,
0.30822825,592.097861289978,-1.7615047,[-0.926 -1.572 -0.853 -1.058 -0.153],4700,0.56778294,-19.498226,1.0411166,47,-40.91365,1.879805,-7.5803137,-107.27629411415703,99.0,50.22,3.0270443,-40.8716,0.9762387,204727,100.0,1.1033852,100,0.18830675,0.10297571,-7.4945707,9.360376,
0.30826393,605.2364156246185,-2.4939835,[-0.926 -1.569 -0.849 -1.064 -0.153],4800,0.71110326,-18.303188,1.0179393,48,-40.62931,1.3472116,-7.2959733,-105.58933423378863,99.0,52.1,2.932237,-40.608635,1.0065726,209937,100.0,1.0286103,100,0.11602078,0.10513592,-7.2531185,8.060295,
0.313129,617.5516610145569,-2.0030413,[-0.924 -1.569 -0.847 -1.059 -0.15 ],4900,0.73095095,-20.361286,1.0220151,49,-40.558285,1.5117948,-7.224948,-105.50670382791242,99.0,54.14,3.213386,-40.511948,0.9926227,215351,100.0,1.0343666,100,0.13052353,0.10911396,-7.1612954,9.268521,
0.31073204,630.7135436534882,-2.0112166,[-0.929 -1.568 -0.847 -1.055 -0.148],5000,0.6363264,-20.031757,1.0366161,50,-40.764812,1.6794763,-7.4314766,-105.70858767862637,99.0,52.56,3.5848815,-40.69423,0.95664656,220607,100.0,1.0616686,100,0.17930146,0.10648988,-7.3341875,11.867264,
0.32215583,642.6721386909485,-2.7186756,[-0.936 -1.572 -0.849 -1.051 -0.146],5100,0.3686881,-22.893036,1.1540757,51,-41.23905,2.1785529,-7.9057174,-105.46103559331281,99.0,51.53,3.359397,-41.005894,0.9572878,225760,100.0,1.2681832,100,0.33493823,0.10907947,-7.5523257,9.105316,
0.31271273,656.7523605823517,-3.339304,[-0.944 -1.582 -0.848 -1.048 -0.154],5200,0.43837437,-18.22403,1.0770128,52,-40.827835,1.9623855,-7.4944997,-106.12195085461268,99.00001,51.33,3.0667288,-40.705795,0.973235,230893,100.0,1.1248498,100,0.2849377,0.10574049,-7.313743,8.559326,
0.3164764,668.9821856021881,-1.4603496,[-0.949 -1.594 -0.849 -1.047 -0.157],5300,0.45514596,-23.12128,1.1014162,53,-40.86842,2.4275382,-7.535084,-108.00929572364413,99.0,51.7,3.2348661,-40.703346,1.006735,236063,100.0,1.1768082,100,0.34821823,0.10741447,-7.29083,6.3776155,
0.31392565,682.2532086372375,-2.6942496,[-0.961 -1.608 -0.85  -1.05  -0.161],5400,0.55864334,-17.943895,1.0348796,54,-40.436428,1.5821824,-7.103091,-107.16452578255357,99.0,53.49,2.585501,-40.389347,0.97445065,241412,100.0,1.0575204,100,0.18396053,0.10864735,-7.0107117,6.079455,
0.3151363,694.744175195694,-2.567853,[-0.962 -1.61  -0.846 -1.048 -0.161],5500,0.70374763,-16.54833,1.0150254,55,-40.40273,1.6585015,-7.069394,-106.20427000714035,99.0,55.03,2.8675225,-40.379105,1.0009295,246915,100.0,1.0225375,100,0.1161525,0.11082662,-7.0250854,7.9631433,
0.32424313,708.1441197395325,-2.7970934,[-0.963 -1.612 -0.843 -1.047 -0.161],5600,0.43990052,-17.181864,1.0927978,56,-40.227303,2.7732854,-6.893967,-107.5585786937982,99.0,54.34,2.5754158,-40.101288,0.996482,252349,100.0,1.1651217,100,0.3085073,0.11315488,-6.7006383,5.3581815,
0.3248104,722.3694846630096,-2.441433,[-0.978 -1.625 -0.845 -1.052 -0.169],5700,0.5861895,-16.876379,1.0408565,57,-39.7889,1.6263952,-6.4555616,-107.4103128777887,99.0,56.68,2.1978235,-39.692207,0.97803515,258017,100.0,1.0751812,100,0.19254963,0.11611963,-6.3133354,3.5029697,
0.32101014,736.2212438583374,-2.6411462,[-0.983 -1.625 -0.84  -1.054 -0.169],5800,0.64018893,-17.389473,1.0422738,58,-40.25994,1.758303,-6.926605,-106.52394066295095,99.0,55.48,2.7567368,-40.187927,0.9999161,263565,100.0,1.0951152,100,0.18966068,0.11338736,-6.821569,6.5067987,
0.32488543,749.4221873283386,-2.6964743,[-0.982 -1.631 -0.842 -1.051 -0.171],5900,0.5647105,-15.869725,1.0666757,59,-40.323425,1.9412135,-6.990088,-107.44285285169735,99.0,55.8,2.3558464,-40.185425,0.9945637,269145,100.0,1.1169834,100,0.22413944,0.11511865,-6.7776737,4.5342436,
0.32106197,762.9814426898956,-1.5740006,[-0.987 -1.634 -0.836 -1.05  -0.176],6000,0.7806078,-15.187544,1.0102844,60,-39.84787,1.3297687,-6.5145345,-107.50506670986202,99.0,57.61,2.3366177,-39.82993,1.005078,274906,100.0,1.0176514,100,0.097265705,0.11585805,-6.477601,5.2946424,
0.31950277,776.2124063968658,-1.8215394,[-0.987 -1.634 -0.833 -1.05  -0.177],6100,0.76889515,-15.357654,1.0135521,61,-40.103848,1.3904278,-6.7705107,-107.50027291816151,99.0,56.86,2.2504497,-40.066208,1.0008316,280592,100.0,1.0221941,100,0.11223016,0.1144457,-6.7212543,4.5629735,
0.3192135,790.0955770015717,-2.8945258,[-0.989 -1.639 -0.835 -1.049 -0.175],6200,0.5112506,-12.592464,1.0487201,62,-39.97016,1.7300866,-6.636826,-108.95283974647218,99.000015,55.06,2.1339247,-39.882584,1.0083079,286098,100.0,1.0780625,100,0.21161906,0.112274095,-6.5143046,3.9311838,
0.3169544,802.8443093299866,-3.2502284,[-0.995 -1.647 -0.835 -1.049 -0.172],6300,0.54657626,-18.986107,1.0477157,63,-40.28986,1.844757,-6.9565234,-108.17370614645068,99.0,54.21,2.5506756,-40.110455,0.988316,291519,100.0,1.0784522,100,0.22590275,0.11051584,-6.7330613,4.334181,
0.32518643,817.3648891448975,-1.5743911,[-1.01  -1.659 -0.84  -1.053 -0.168],6400,0.6287085,-13.209403,1.0308453,64,-39.93402,1.6211298,-6.6006866,-107.97391699644025,99.00001,58.16,1.9576164,-39.89117,0.99227107,297335,100.0,1.0489805,100,0.16479002,0.117976114,-6.518346,3.266268,
0.33046588,829.7013072967529,-2.4260414,[-1.011 -1.661 -0.836 -1.051 -0.168],6500,0.7063828,-14.504007,1.0196204,65,-39.629078,1.5090562,-6.295743,-109.40363396964493,99.0,61.07,1.7941843,-39.602325,1.0042508,303442,100.0,1.0302422,100,0.12558794,0.12326162,-6.243914,3.0940564,
0.32732245,843.1956753730774,-2.465677,[-1.011 -1.662 -0.833 -1.05  -0.168],6600,0.6142475,-15.920521,1.025278,66,-39.867973,1.7455988,-6.534636,-108.17534937934992,99.0,59.27,2.1799576,-39.847954,0.969621,309369,100.0,1.0483253,100,0.1478218,0.12003004,-6.494907,4.542762,
0.3298262,856.9542319774628,-1.7994496,[-1.012 -1.663 -0.833 -1.046 -0.169],6700,0.721625,-14.062084,1.0101368,67,-39.935467,1.3420637,-6.6021314,-108.56681104908102,99.0,61.41,1.9064215,-39.92055,1.0025007,315510,100.0,1.0157233,100,0.095892996,0.12341388,-6.573463,3.673095,
0.3407304,870.9410076141357,-2.2474437,[-1.012 -1.664 -0.83  -1.045 -0.17 ],6800,0.5923664,-14.927569,1.0530604,68,-39.65734,1.9204088,-6.324003,-108.89944553341309,99.0,63.44,1.930269,-39.60197,0.99560016,321854,100.0,1.0807143,100,0.22442943,0.12987062,-6.216729,3.0577173,
0.33315125,885.0077114105225,-1.6183889,[-1.012 -1.667 -0.827 -1.041 -0.17 ],6900,0.7329885,-13.094727,1.0129472,69,-39.402718,1.3187528,-6.069383,-109.74443661733105,99.0,62.62,1.9973332,-39.383293,1.0004712,328116,100.0,1.0217693,100,0.11109049,0.12605742,-6.0319996,3.98601,
0.32547736,898.7286388874054,-2.4187462,[-1.013 -1.667 -0.824 -1.04  -0.17 ],7000,0.9991443,-11.77934,1.0,70,-39.952656,1.0005484,-6.6193213,-110.02091666356563,99.0,60.22,1.9192346,-39.952595,0.9999479,334138,100.0,1.0000001,100,0.000238043,0.12044,-6.6192603,3.720643,
0.34081843,912.7140793800354,-2.4064903,[-1.013 -1.667 -0.824 -1.04  -0.17 ],7100,0.63687265,-13.701953,1.0310959,71,-39.467888,1.6974736,-6.134552,-109.89806835033889,99.0,64.88,1.9536718,-39.438923,0.99371094,340626,100.0,1.0623964,100,0.17053881,0.13159765,-6.0796204,3.3869574,
0.32269737,926.1890294551849,-2.6329353,[-1.013 -1.67  -0.823 -1.037 -0.171],7200,0.65502954,-11.929093,1.0237877,72,-39.928894,1.6209159,-6.5955577,-110.06697014851676,99.0,57.59,1.883577,-39.89581,0.9720281,346385,100.0,1.0341879,100,0.15395635,0.116426,-6.5333633,3.3589437,
0.33536667,940.2343819141388,-2.7784643,[-1.014 -1.671 -0.82  -1.035 -0.171],7300,0.79011095,-11.310116,1.0154237,73,-39.958035,1.4612181,-6.624701,-110.14895845090587,99.0,63.36,1.8521172,-39.940483,1.0022771,352721,100.0,1.0258693,100,0.122988634,0.1277508,-6.5883465,3.299281,
0.33625954,955.1227505207062,-1.6576117,[-1.014 -1.672 -0.816 -1.036 -0.171],7400,1.0,-11.281235,1.0,74,-39.68269,1.0,-6.3493547,-111.13384578379605,99.0,64.98,1.9523773,-39.68269,1.0,359219,100.0,1.0,100,,0.12996,-6.3493547,3.8502798,
0.33601093,969.7236528396606,-1.8383869,[-1.014 -1.672 -0.816 -1.036 -0.171],7500,0.70494837,-9.830823,1.0196646,75,-39.418,1.4548941,-6.0846653,-110.6890778376925,99.0,62.93,1.5814346,-39.39884,0.99145806,365512,100.0,1.0500962,100,0.13093033,0.12749422,-6.0458765,2.4013352,
0.33475173,985.9152519702911,-2.4271097,[-1.013 -1.669 -0.819 -1.031 -0.171],7600,0.64358103,-10.188063,1.0156885,76,-39.70495,1.4394712,-6.371614,-109.36967245006294,99.0,63.13,1.6317494,-39.691273,0.9925084,371825,100.0,1.0309774,100,0.12602037,0.12725043,-6.343629,2.6910145,
0.33945814,1000.4170780181885,-2.3477678,[-1.017 -1.67  -0.82  -1.028 -0.177],7700,0.5354035,-15.493269,1.0381392,77,-39.513664,1.7676798,-6.1803265,-109.82596964341364,99.0,63.04,1.9662313,-39.445072,0.97696686,378129,100.0,1.0620055,100,0.2100115,0.12891872,-6.0756445,3.151648,
0.33397728,1015.4914538860321,-1.8740318,[-1.02  -1.673 -0.816 -1.031 -0.176],7800,0.99998945,-15.29071,0.9999981,78,-39.646584,1.0000039,-6.3132463,-108.29786983961954,99.000015,63.95,1.989385,-39.646576,1.0,384524,100.0,1.0,100,3.5093608e-06,0.12789999,-6.3132443,3.9976132,
0.34064648,1029.5440382957458,-2.8456979,[-1.02  -1.673 -0.816 -1.031 -0.176],7900,0.6010897,-17.898062,1.0454606,79,-39.966167,1.5789527,-6.6328325,-112.32418810165032,99.0,64.17,2.135793,-39.866028,0.98734444,390941,100.0,1.1020923,100,0.19269614,0.1306916,-6.5032086,3.2278156,
0.34105018,1044.8658728599548,-2.6420002,[-1.029 -1.674 -0.817 -1.028 -0.184],8000,0.57268655,-14.045788,1.0158813,80,-39.752533,1.3521186,-6.4191957,-111.726001887471,99.0,65.64,1.7785423,-39.714962,0.9751236,397505,100.0,1.0399472,100,0.11690958,0.13257523,-6.3675585,3.1787307,
0.3377512,1060.6056706905365,-2.7130265,[-1.031 -1.675 -0.816 -1.031 -0.189],8100,0.7373214,-16.405678,1.0160232,81,-39.948006,1.3409739,-6.6146693,-111.13394985045392,99.0,64.54,2.2098875,-39.933304,1.0031111,403959,100.0,1.0339826,100,0.111410685,0.13002579,-6.5839744,4.4835396,
0.34603223,1076.2086293697357,-3.2529101,[-1.031 -1.676 -0.814 -1.029 -0.189],8200,0.61275357,-9.558968,1.0164205,82,-39.577072,1.3055257,-6.243738,-110.29945265256414,99.000046,68.17,1.557346,-39.553783,0.9927705,410776,100.0,1.0272857,100,0.12767345,0.1374817,-6.198652,2.3449652,
0.34067822,1091.703374862671,-2.8785086,[-1.031 -1.675 -0.817 -1.03  -0.19 ],8300,0.73017955,-14.133312,1.0169905,83,-39.648113,1.3059945,-6.3147783,-110.5249433274588,99.0,65.28,1.8718491,-39.605145,0.9685614,417304,100.0,1.0321978,100,0.12262753,0.13200897,-6.2523375,3.6582222,
0.34165522,1107.873168706894,-2.5623832,[-1.032 -1.678 -0.815 -1.033 -0.193],8400,0.9999966,-11.035056,1.0,84,-39.649693,1.0,-6.316356,-110.51015678753608,99.0,67.47,1.7346666,-39.64969,0.99999994,424051,100.0,1.0,100,1.5882922e-06,0.13494,-6.3163548,3.0394604,
