Bound,MaxNormIw,VarDiscRet,VarVanillaIw,ESSClassic,AvgEpLen,AvgDiscRet,AvgVanillaIw,EpsThisIter,MaxVanillaIw,ESSRenyi,VanillaAvgRet,Delta,MinVanillaIw,IterType,AvgNormIw,VarNormIw,J,eRenyi2,VarJ,AvgRet,BatchSize,VarRet,MinNormIw
4664.25,0.005,7078.36900954,,200.000000102,499.14,4660.20014318,1.0,100,1.0,500.0,4660.20014318,1.0,1.0,2,0.005,2.1793e-19,4664.25,1.0,59.6142,4660.20014318,500,7078.36900954,0.005
4638.29,0.00333333,140584.774329,,299.999969474,491.26,4586.36143673,1.0,100,1.0,500.0,4586.36143673,1.0,1.0,2,0.00333333,5.43914e-20,4638.29,1.0,223.854,4586.36143673,500,140584.774329,0.00333333
4643.2,0.0025,13202.2623748,,400.0,498.81,4657.94108753,1.0,100,1.0,500.0,4657.94108753,1.0,1.0,2,0.0025,5.4346e-20,4643.2,1.0,202.294,4657.94108753,500,13202.2623748,0.0025
4643.06,0.002,56300.5704054,,500.000006643,497.28,4642.47173802,1.0,100,1.0,500.0,4642.47173802,1.0,1.0,1,0.002,5.43187e-20,4643.06,1.0,209.489,4642.47173802,500,56300.5704054,0.002
4639.39,0.01,70557.4461023,,100.0,496.97,4639.39174428,1.0,100,1.0,500.0,4639.39174428,1.0,1.0,2,0.01,3.50449e-18,4639.39,1.0,264.295,4639.39174428,500,70557.4461023,0.01
4654.74,0.005,26.7685130288,,200.000000102,500.0,4670.08733344,1.0,100,1.0,500.0,4670.08733344,1.0,1.0,2,0.005,2.1793e-19,4654.74,1.0,187.549,4670.08733344,500,26.7685130288,0.005
4639.13,0.00333333,88862.1793574,,299.999969474,493.72,4607.9063233,1.0,100,1.0,500.0,4607.9063233,1.0,1.0,2,0.00333333,5.43914e-20,4639.13,1.0,230.785,4607.9063233,500,88862.1793574,0.00333333
4639.05,0.0025,37885.8875845,,400.0,496.93,4638.81703271,1.0,100,1.0,500.0,4638.81703271,1.0,1.0,2,0.0025,5.4346e-20,4639.05,1.0,222.088,4638.81703271,500,37885.8875845,0.0025
4639.74,0.002,39724.2784157,,500.000006643,497.21,4642.48462098,1.0,100,1.0,500.0,4642.48462098,1.0,1.0,1,0.002,5.43187e-20,4639.74,1.0,217.545,4642.48462098,500,39724.2784157,0.002
4651.44,0.01,31546.2978873,,100.0,498.13,4651.44362504,1.0,100,1.0,500.0,4651.44362504,1.0,1.0,2,0.01,3.50449e-18,4651.44,1.0,176.722,4651.44362504,500,31546.2978873,0.01
4659.81,0.005,37.5749777035,,200.000000102,500.0,4668.17525441,1.0,100,1.0,500.0,4668.17525441,1.0,1.0,2,0.005,2.1793e-19,4659.81,1.0,125.316,4668.17525441,500,37.5749777035,0.005
4663.28,0.00333333,22.7689038668,,299.999969474,500.0,4670.2257097,1.0,100,1.0,500.0,4670.2257097,1.0,1.0,2,0.00333333,5.43914e-20,4663.28,1.0,102.474,4670.2257097,500,22.7689038668,0.00333333
4655.91,0.0025,73224.4758074,,400.0,496.28,4633.81220413,1.0,100,1.0,500.0,4633.81220413,1.0,1.0,2,0.0025,5.4346e-20,4655.91,1.0,161.746,4633.81220413,500,73224.4758074,0.0025
4658.62,0.002,32.0260982447,,500.000006643,500.0,4669.46750874,1.0,100,1.0,500.0,4669.46750874,1.0,1.0,1,0.002,5.43187e-20,4658.62,1.0,144.793,4669.46750874,500,32.0260982447,0.002
4657.57,0.01,14296.8917056,,100.0,498.76,4657.56692401,1.0,100,1.0,500.0,4657.56692401,1.0,1.0,2,0.01,3.50449e-18,4657.57,1.0,118.97,4657.56692401,500,14296.8917056,0.01
4635.96,0.005,107291.409462,,200.000000102,494.28,4614.34899286,1.0,100,1.0,500.0,4614.34899286,1.0,1.0,2,0.005,2.1793e-19,4635.96,1.0,246.279,4614.34899286,500,107291.409462,0.005
4640.73,0.00333333,35065.8929908,,299.999969474,498.03,4650.26283106,1.0,100,1.0,500.0,4650.26283106,1.0,1.0,2,0.00333333,5.43914e-20,4640.73,1.0,228.151,4650.26283106,500,35065.8929908,0.00333333
4632.8,0.0025,118842.182815,,400.0,493.75,4609.01144392,1.0,100,1.0,500.0,4609.01144392,1.0,1.0,2,0.0025,5.4346e-20,4632.8,1.0,261.995,4609.01144392,500,118842.182815,0.0025
4639.96,0.002,48.4400749242,,500.000006643,500.0,4668.59390419,1.0,100,1.0,500.0,4668.59390419,1.0,1.0,1,0.002,5.43187e-20,4639.96,1.0,234.793,4668.59390419,500,48.4400749242,0.002
4640.35,0.01,41808.8459106,,100.0,497.04,4640.3480902,1.0,100,1.0,500.0,4640.3480902,1.0,1.0,2,0.01,3.50449e-18,4640.35,1.0,203.447,4640.3480902,500,41808.8459106,0.01
4654.61,0.005,59.0576416132,,200.000000102,500.0,4668.87229436,1.0,100,1.0,500.0,4668.87229436,1.0,1.0,2,0.005,2.1793e-19,4654.61,1.0,144.665,4668.87229436,500,59.0576416132,0.005
4650.35,0.00333333,37911.7585271,,299.999969474,497.23,4641.81912162,1.0,100,1.0,500.0,4641.81912162,1.0,1.0,2,0.00333333,5.43914e-20,4650.35,1.0,162.786,4641.81912162,500,37911.7585271,0.00333333
4652.37,0.0025,10589.1538499,,400.0,498.94,4658.42355242,1.0,100,1.0,500.0,4658.42355242,1.0,1.0,2,0.0025,5.4346e-20,4652.37,1.0,150.025,4658.42355242,500,10589.1538499,0.0025
4653.21,0.002,9596.31768689,,500.000006643,498.76,4656.5750054,1.0,100,1.0,500.0,4656.5750054,1.0,1.0,1,0.002,5.43187e-20,4653.21,1.0,141.099,4656.5750054,500,9596.31768689,0.002
4658.29,0.01,10115.8356165,,100.0,498.96,4658.29143678,1.0,100,1.0,500.0,4658.29143678,1.0,1.0,2,0.01,3.50449e-18,4658.29,1.0,100.073,4658.29143678,500,10115.8356165,0.01
4654.55,0.005,30141.7142155,,200.000000102,498.18,4650.81159866,1.0,100,1.0,500.0,4650.81159866,1.0,1.0,2,0.005,2.1793e-19,4654.55,1.0,141.214,4650.81159866,500,30141.7142155,0.005
4646.77,0.00333333,77328.3195785,,299.999969474,496.14,4631.20764556,1.0,100,1.0,500.0,4631.20764556,1.0,1.0,2,0.00333333,5.43914e-20,4646.77,1.0,197.316,4631.20764556,500,77328.3195785,0.00333333
4645.99,0.0025,62024.4677425,,400.0,497.36,4643.63089745,1.0,100,1.0,500.0,4643.63089745,1.0,1.0,2,0.0025,5.4346e-20,4645.99,1.0,211.076,4643.63089745,500,62024.4677425,0.0025
4648.96,0.002,3047.29983231,,500.000006643,499.27,4660.85087579,1.0,100,1.0,500.0,4660.85087579,1.0,1.0,1,0.002,5.43187e-20,4648.96,1.0,190.477,4660.85087579,500,3047.29983231,0.002
4638.6,0.01,46044.3862205,,100.0,496.89,4638.59761249,1.0,100,1.0,500.0,4638.59761249,1.0,1.0,2,0.01,3.50449e-18,4638.6,1.0,213.504,4638.59761249,500,46044.3862205,0.01
4618.14,0.005,134021.622781,,200.000000102,492.59,4597.68391495,1.0,100,1.0,500.0,4597.68391495,1.0,1.0,2,0.005,2.1793e-19,4618.14,1.0,299.251,4597.68391495,500,134021.622781,0.005
4619.13,0.00333333,75326.5419282,,299.999969474,495.1,4621.12164053,1.0,100,1.0,500.0,4621.12164053,1.0,1.0,2,0.00333333,5.43914e-20,4619.13,1.0,290.793,4621.12164053,500,75326.5419282,0.00333333
4628.54,0.0025,15457.4517521,,400.0,498.71,4656.7708759,1.0,100,1.0,500.0,4656.7708759,1.0,1.0,2,0.0025,5.4346e-20,4628.54,1.0,259.83,4656.7708759,500,15457.4517521,0.0025
4628.4,0.002,53343.8143621,,500.000006643,495.85,4627.84901203,1.0,100,1.0,500.0,4627.84901203,1.0,1.0,1,0.002,5.43187e-20,4628.4,1.0,254.109,4627.84901203,500,53343.8143621,0.002
4642.88,0.01,61632.6268534,,100.0,497.33,4642.88400961,1.0,100,1.0,500.0,4642.88400961,1.0,1.0,2,0.01,3.50449e-18,4642.88,1.0,247.015,4642.88400961,500,61632.6268534,0.01
4632.48,0.005,66693.6054916,,200.000000102,495.13,4622.07199329,1.0,100,1.0,500.0,4622.07199329,1.0,1.0,2,0.005,2.1793e-19,4632.48,1.0,252.249,4622.07199329,500,66693.6054916,0.005
4633.38,0.00333333,29393.0743455,,299.999969474,496.61,4635.17684339,1.0,100,1.0,500.0,4635.17684339,1.0,1.0,2,0.00333333,5.43914e-20,4633.38,1.0,228.301,4635.17684339,500,29393.0743455,0.00333333
4642.23,0.0025,33.3433505579,,400.0,500.0,4668.79866827,1.0,100,1.0,500.0,4668.79866827,1.0,1.0,2,0.0025,5.4346e-20,4642.23,1.0,198.329,4668.79866827,500,33.3433505579,0.0025
4642.36,0.002,64265.1743096,,500.000006643,497.31,4642.85161117,1.0,100,1.0,500.0,4642.85161117,1.0,1.0,1,0.002,5.43187e-20,4642.36,1.0,210.219,4642.85161117,500,64265.1743096,0.002
4668.35,0.01,44.8058465335,,100.0,500.0,4668.3517479,1.0,100,1.0,500.0,4668.3517479,1.0,1.0,2,0.01,3.50449e-18,4668.35,1.0,6.66017,4668.3517479,500,44.8058465335,0.01
4654.95,0.005,41267.8098642,,200.000000102,497.06,4641.54302965,1.0,100,1.0,500.0,4641.54302965,1.0,1.0,2,0.005,2.1793e-19,4654.95,1.0,143.629,4641.54302965,500,41267.8098642,0.005
4643.84,0.00333333,76499.0658771,,299.999969474,495.01,4621.6125059,1.0,100,1.0,500.0,4621.6125059,1.0,1.0,2,0.00333333,5.43914e-20,4643.84,1.0,198.102,4621.6125059,500,76499.0658771,0.00333333
4646.75,0.0025,12276.2105428,,400.0,498.64,4655.51174327,1.0,100,1.0,500.0,4655.51174327,1.0,1.0,2,0.0025,5.4346e-20,4646.75,1.0,180.27,4655.51174327,500,12276.2105428,0.0025
4647.05,0.002,20610.3746193,,500.000006643,497.9,4648.21877668,1.0,100,1.0,500.0,4648.21877668,1.0,1.0,1,0.002,5.43187e-20,4647.05,1.0,173.433,4648.21877668,500,20610.3746193,0.002
4651.24,0.01,13984.6177947,,100.0,498.26,4651.24049398,1.0,100,1.0,500.0,4651.24049398,1.0,1.0,2,0.01,3.50449e-18,4651.24,1.0,117.664,4651.24049398,500,13984.6177947,0.01
4639.82,0.005,66893.0314435,,200.000000102,495.79,4628.39621489,1.0,100,1.0,500.0,4628.39621489,1.0,1.0,2,0.005,2.1793e-19,4639.82,1.0,200.412,4628.39621489,500,66893.0314435,0.005
4641.24,0.00333333,22812.9636129,,299.999969474,497.46,4644.08516649,1.0,100,1.0,500.0,4644.08516649,1.0,1.0,2,0.00333333,5.43914e-20,4641.24,1.0,185.227,4644.08516649,500,22812.9636129,0.00333333
4645.56,0.0025,10337.9131447,,400.0,498.95,4658.51188477,1.0,100,1.0,500.0,4658.51188477,1.0,1.0,2,0.0025,5.4346e-20,4645.56,1.0,168.363,4658.51188477,500,10337.9131447,0.0025
4648.12,0.002,11542.0054243,,500.000006643,498.89,4658.36934663,1.0,100,1.0,500.0,4658.36934663,1.0,1.0,1,0.002,5.43187e-20,4648.12,1.0,158.078,4658.36934663,500,11542.0054243,0.002
4629.36,0.01,62673.0812122,,100.0,496.01,4629.36091851,1.0,100,1.0,500.0,4629.36091851,1.0,1.0,2,0.01,3.50449e-18,4629.36,1.0,249.091,4629.36091851,500,62673.0812122,0.01
4636.26,0.005,63814.928346,,200.000000102,497.32,4643.16661368,1.0,100,1.0,500.0,4643.16661368,1.0,1.0,2,0.005,2.1793e-19,4636.26,1.0,250.318,4643.16661368,500,63814.928346,0.005
4647.26,0.00333333,30.4089389532,,299.999969474,500.0,4669.24467007,1.0,100,1.0,500.0,4669.24467007,1.0,1.0,2,0.00333333,5.43914e-20,4647.26,1.0,204.999,4669.24467007,500,30.4089389532,0.00333333
4652.65,0.0025,48.3645365846,,400.0,500.0,4668.83705652,1.0,100,1.0,500.0,4668.83705652,1.0,1.0,2,0.0025,5.4346e-20,4652.65,1.0,177.814,4668.83705652,500,48.3645365846,0.0025
4648.27,0.002,81500.099812,,500.000006643,496.06,4630.74875529,1.0,100,1.0,500.0,4630.74875529,1.0,1.0,1,0.002,5.43187e-20,4648.27,1.0,203.735,4630.74875529,500,81500.099812,0.002
4627.79,0.01,50858.5240276,,100.0,495.65,4627.7897307,1.0,100,1.0,500.0,4627.7897307,1.0,1.0,2,0.01,3.50449e-18,4627.79,1.0,224.388,4627.7897307,500,50858.5240276,0.01
4631.71,0.005,67952.7195424,,200.000000102,496.49,4635.63522773,1.0,100,1.0,500.0,4635.63522773,1.0,1.0,2,0.005,2.1793e-19,4631.71,1.0,242.543,4635.63522773,500,67952.7195424,0.005
4621.63,0.00333333,155891.427874,,299.999969474,492.8,4601.464273,1.0,100,1.0,500.0,4601.464273,1.0,1.0,2,0.00333333,5.43914e-20,4621.63,1.0,301.439,4601.464273,500,155891.427874,0.00333333
4630.85,0.0025,10580.6930715,,400.0,498.8,4658.50292719,1.0,100,1.0,500.0,4658.50292719,1.0,1.0,2,0.0025,5.4346e-20,4630.85,1.0,266.501,4658.50292719,500,10580.6930715,0.0025
4631.65,0.002,57679.217637,,500.000006643,496.41,4634.85145233,1.0,100,1.0,500.0,4634.85145233,1.0,1.0,1,0.002,5.43187e-20,4631.65,1.0,261.23,4634.85145233,500,57679.217637,0.002
4665.61,0.01,1369.07033098,,100.0,499.65,4665.61328143,1.0,100,1.0,500.0,4665.61328143,1.0,1.0,2,0.01,3.50449e-18,4665.61,1.0,36.8155,4665.61328143,500,1369.07033098,0.01
4661.9,0.005,12797.5008815,,200.000000102,498.83,4658.18989397,1.0,100,1.0,500.0,4658.18989397,1.0,1.0,2,0.005,2.1793e-19,4661.9,1.0,83.8226,4658.18989397,500,12797.5008815,0.005
4647.86,0.00333333,70216.2063745,,299.999969474,494.91,4619.77251174,1.0,100,1.0,500.0,4619.77251174,1.0,1.0,2,0.00333333,5.43914e-20,4647.86,1.0,168.077,4619.77251174,500,70216.2063745,0.00333333
4640.55,0.0025,74334.0940176,,400.0,494.84,4618.64075726,1.0,100,1.0,500.0,4618.64075726,1.0,1.0,2,0.0025,5.4346e-20,4640.55,1.0,199.362,4618.64075726,500,74334.0940176,0.0025
4641.24,0.002,59705.4263927,,500.000006643,497.41,4643.99941896,1.0,100,1.0,500.0,4643.99941896,1.0,1.0,1,0.002,5.43187e-20,4641.24,1.0,208.853,4643.99941896,500,59705.4263927,0.002
4651.42,0.01,30457.6294721,,100.0,498.17,4651.42089352,1.0,100,1.0,500.0,4651.42089352,1.0,1.0,2,0.01,3.50449e-18,4651.42,1.0,173.646,4651.42089352,500,30457.6294721,0.01
4635.95,0.005,59380.5500007,,200.000000102,495.0,4620.4891947,1.0,100,1.0,500.0,4620.4891947,1.0,1.0,2,0.005,2.1793e-19,4635.95,1.0,211.445,4620.4891947,500,59380.5500007,0.005
4633.18,0.00333333,53320.8634006,,299.999969474,495.68,4627.63603346,1.0,100,1.0,500.0,4627.63603346,1.0,1.0,2,0.00333333,5.43914e-20,4633.18,1.0,217.755,4627.63603346,500,53320.8634006,0.00333333
4642.17,0.0025,20.1512501187,,400.0,500.0,4669.12471519,1.0,100,1.0,500.0,4669.12471519,1.0,1.0,2,0.0025,5.4346e-20,4642.17,1.0,189.236,4669.12471519,500,20.1512501187,0.0025
4637.01,0.002,90042.2128857,,500.000006643,494.48,4616.39816193,1.0,100,1.0,500.0,4616.39816193,1.0,1.0,1,0.002,5.43187e-20,4637.01,1.0,215.83,4616.39816193,500,90042.2128857,0.002
4625.4,0.01,99993.2698407,,100.0,495.34,4625.3978816,1.0,100,1.0,500.0,4625.3978816,1.0,1.0,2,0.01,3.50449e-18,4625.4,1.0,314.632,4625.3978816,500,99993.2698407,0.01
4646.56,0.005,62.7862954505,,200.000000102,500.0,4667.72791696,1.0,100,1.0,500.0,4667.72791696,1.0,1.0,2,0.005,2.1793e-19,4646.56,1.0,223.552,4667.72791696,500,62.7862954505,0.005
4647.96,0.00333333,16528.2625455,,299.999969474,498.16,4650.75331959,1.0,100,1.0,500.0,4650.75331959,1.0,1.0,2,0.00333333,5.43914e-20,4647.96,1.0,196.915,4650.75331959,500,16528.2625455,0.00333333
4649.69,0.0025,9690.38256772,,400.0,498.59,4654.88782882,1.0,100,1.0,500.0,4654.88782882,1.0,1.0,2,0.0025,5.4346e-20,4649.69,1.0,177.451,4654.88782882,500,9690.38256772,0.0025
4651.75,0.002,8889.98560009,,500.000006643,499.03,4660.00305805,1.0,100,1.0,500.0,4660.00305805,1.0,1.0,1,0.002,5.43187e-20,4651.75,1.0,164.22,4660.00305805,500,8889.98560009,0.002
4649.83,0.01,39353.4830164,,100.0,497.91,4649.83095618,1.0,100,1.0,500.0,4649.83095618,1.0,1.0,2,0.01,3.50449e-18,4649.83,1.0,197.383,4649.83095618,500,39353.4830164,0.01
4641.21,0.005,68781.3389887,,200.000000102,496.08,4632.58035206,1.0,100,1.0,500.0,4632.58035206,1.0,1.0,2,0.005,2.1793e-19,4641.21,1.0,231.519,4632.58035206,500,68781.3389887,0.005
4646.61,0.00333333,11103.1922801,,299.999969474,498.91,4657.41224676,1.0,100,1.0,500.0,4657.41224676,1.0,1.0,2,0.00333333,5.43914e-20,4646.61,1.0,198.637,4657.41224676,500,11103.1922801,0.00333333
4644.88,0.0025,43559.2929084,,400.0,496.95,4639.71032654,1.0,100,1.0,500.0,4639.71032654,1.0,1.0,2,0.0025,5.4346e-20,4644.88,1.0,200.953,4639.71032654,500,43559.2929084,0.0025
4646.08,0.002,33593.3583193,,500.000006643,498.07,4650.87789513,1.0,100,1.0,500.0,4650.87789513,1.0,1.0,1,0.002,5.43187e-20,4646.08,1.0,197.391,4650.87789513,500,33593.3583193,0.002
4667.3,0.01,208.571983302,,100.0,499.91,4667.30504723,1.0,100,1.0,500.0,4667.30504723,1.0,1.0,2,0.01,3.50449e-18,4667.3,1.0,14.3696,4667.30504723,500,208.571983302,0.01
4653.37,0.005,65250.0499697,,200.000000102,496.93,4639.42582326,1.0,100,1.0,500.0,4639.42582326,1.0,1.0,2,0.005,2.1793e-19,4653.37,1.0,180.545,4639.42582326,500,65250.0499697,0.005
4646.8,0.00333333,78673.0079648,,299.999969474,496.18,4633.67113431,1.0,100,1.0,500.0,4633.67113431,1.0,1.0,2,0.00333333,5.43914e-20,4646.8,1.0,218.584,4633.67113431,500,78673.0079648,0.00333333
4644.69,0.0025,41188.031839,,400.0,496.85,4638.36766225,1.0,100,1.0,500.0,4638.36766225,1.0,1.0,2,0.0025,5.4346e-20,4644.69,1.0,214.573,4638.36766225,500,41188.031839,0.0025
4646.14,0.002,32101.7254308,,500.000006643,498.12,4651.92142946,1.0,100,1.0,500.0,4651.92142946,1.0,1.0,1,0.002,5.43187e-20,4646.14,1.0,207.841,4651.92142946,500,32101.7254308,0.002
4643.44,0.01,66745.2103819,,100.0,497.26,4643.43676669,1.0,100,1.0,500.0,4643.43676669,1.0,1.0,2,0.01,3.50449e-18,4643.44,1.0,257.056,4643.43676669,500,66745.2103819,0.01
4649.78,0.005,14795.0846005,,200.000000102,498.74,4656.12132384,1.0,100,1.0,500.0,4656.12132384,1.0,1.0,2,0.005,2.1793e-19,4649.78,1.0,201.004,4656.12132384,500,14795.0846005,0.005
4655.92,0.00333333,39.8175765932,,299.999969474,500.0,4668.18989292,1.0,100,1.0,500.0,4668.18989292,1.0,1.0,2,0.00333333,5.43914e-20,4655.92,1.0,164.388,4668.18989292,500,39.8175765932,0.00333333
4659.16,0.0025,73.5257239843,,400.0,500.0,4668.89674003,1.0,100,1.0,500.0,4668.89674003,1.0,1.0,2,0.0025,5.4346e-20,4659.16,1.0,142.539,4668.89674003,500,73.5257239843,0.0025
4654.61,0.002,43800.4512293,,500.000006643,496.68,4636.39310521,1.0,100,1.0,500.0,4636.39310521,1.0,1.0,1,0.002,5.43187e-20,4654.61,1.0,158.144,4636.39310521,500,43800.4512293,0.002
4638.51,0.01,39821.2052096,,100.0,496.88,4638.51165103,1.0,100,1.0,500.0,4638.51165103,1.0,1.0,2,0.01,3.50449e-18,4638.51,1.0,198.552,4638.51165103,500,39821.2052096,0.01
4643.66,0.005,30653.0746922,,200.000000102,497.97,4648.81345856,1.0,100,1.0,500.0,4648.81345856,1.0,1.0,2,0.005,2.1793e-19,4643.66,1.0,186.846,4648.81345856,500,30653.0746922,0.005
4645.77,0.00333333,34084.8625734,,299.999969474,498.06,4649.98371767,1.0,100,1.0,500.0,4649.98371767,1.0,1.0,2,0.00333333,5.43914e-20,4645.77,1.0,185.825,4649.98371767,500,34084.8625734,0.00333333
4644.09,0.0025,65937.8780261,,400.0,496.99,4639.0525094,1.0,100,1.0,500.0,4639.0525094,1.0,1.0,2,0.0025,5.4346e-20,4644.09,1.0,205.491,4639.0525094,500,65937.8780261,0.0025
4648.76,0.002,74.3431163277,,500.000006643,500.0,4667.41982682,1.0,100,1.0,500.0,4667.41982682,1.0,1.0,1,0.002,5.43187e-20,4648.76,1.0,184.073,4667.41982682,500,74.3431163277,0.002
4660.03,0.01,8807.43379391,,100.0,499.03,4660.0288449,1.0,100,1.0,500.0,4660.0288449,1.0,1.0,2,0.01,3.50449e-18,4660.03,1.0,93.3775,4660.0288449,500,8807.43379391,0.01
4655.74,0.005,30970.1036886,,200.000000102,498.15,4651.45907829,1.0,100,1.0,500.0,4651.45907829,1.0,1.0,2,0.005,2.1793e-19,4655.74,1.0,140.386,4651.45907829,500,30970.1036886,0.005
4660.12,0.00333333,42.0525178141,,299.999969474,500.0,4668.86043678,1.0,100,1.0,500.0,4668.86043678,1.0,1.0,2,0.00333333,5.43914e-20,4660.12,1.0,114.852,4668.86043678,500,42.0525178141,0.00333333
4662.51,0.0025,23.9504265415,,400.0,500.0,4669.68790629,1.0,100,1.0,500.0,4669.68790629,1.0,1.0,2,0.0025,5.4346e-20,4662.51,1.0,99.5807,4669.68790629,500,23.9504265415,0.0025
4656.06,0.002,52603.5099424,,500.000006643,495.93,4630.263137,1.0,100,1.0,500.0,4630.263137,1.0,1.0,1,0.002,5.43187e-20,4656.06,1.0,136.07,4630.263137,500,52603.5099424,0.002
4653.53,0.01,15360.5600111,,100.0,498.37,4653.52535834,1.0,100,1.0,500.0,4653.52535834,1.0,1.0,2,0.01,3.50449e-18,4653.53,1.0,123.316,4653.52535834,500,15360.5600111,0.01
4661.27,0.005,37.748116172,,200.000000102,500.0,4669.02083763,1.0,100,1.0,500.0,4669.02083763,1.0,1.0,2,0.005,2.1793e-19,4661.27,1.0,87.6481,4669.02083763,500,37.748116172,0.005
4664.07,0.00333333,21.2584145277,,299.999969474,500.0,4669.66391331,1.0,100,1.0,500.0,4669.66391331,1.0,1.0,2,0.00333333,5.43914e-20,4664.07,1.0,71.7225,4669.66391331,500,21.2584145277,0.00333333
4656.53,0.0025,60379.1430262,,400.0,496.33,4633.90602715,1.0,100,1.0,500.0,4633.90602715,1.0,1.0,2,0.0025,5.4346e-20,4656.53,1.0,137.741,4633.90602715,500,60379.1430262,0.0025
4650.7,0.002,51207.3812439,,500.000006643,495.74,4627.40049055,1.0,100,1.0,500.0,4627.40049055,1.0,1.0,1,0.002,5.43187e-20,4650.7,1.0,159.539,4627.40049055,500,51207.3812439,0.002
4650.09,0.01,31174.4086987,,100.0,498.14,4650.09446732,1.0,100,1.0,500.0,4650.09446732,1.0,1.0,2,0.01,3.50449e-18,4650.09,1.0,175.678,4650.09446732,500,31174.4086987,0.01
4650.74,0.005,32065.4203627,,200.000000102,498.12,4651.39216179,1.0,100,1.0,500.0,4651.39216179,1.0,1.0,2,0.005,2.1793e-19,4650.74,1.0,176.93,4651.39216179,500,32065.4203627,0.005
4650.71,0.00333333,34327.9999436,,299.999969474,498.05,4650.63932649,1.0,100,1.0,500.0,4650.63932649,1.0,1.0,2,0.00333333,5.43914e-20,4650.71,1.0,179.437,4650.63932649,500,34327.9999436,0.00333333
4652.01,0.0025,11134.5452408,,400.0,498.68,4655.92261217,1.0,100,1.0,500.0,4655.92261217,1.0,1.0,2,0.0025,5.4346e-20,4652.01,1.0,164.04,4655.92261217,500,11134.5452408,0.0025
4647.36,0.002,58020.0264982,,500.000006643,495.74,4628.74197734,1.0,100,1.0,500.0,4628.74197734,1.0,1.0,1,0.002,5.43187e-20,4647.36,1.0,181.939,4628.74197734,500,58020.0264982,0.002
4620.77,0.01,81105.8897265,,100.0,494.93,4620.77405189,1.0,100,1.0,500.0,4620.77405189,1.0,1.0,2,0.01,3.50449e-18,4620.77,1.0,283.363,4620.77405189,500,81105.8897265,0.01
4631.67,0.005,68650.8778518,,200.000000102,497.22,4642.56873815,1.0,100,1.0,500.0,4642.56873815,1.0,1.0,2,0.005,2.1793e-19,4631.67,1.0,272.486,4642.56873815,500,68650.8778518,0.005
4644.05,0.00333333,53.3932420792,,299.999969474,500.0,4668.81083798,1.0,100,1.0,500.0,4668.81083798,1.0,1.0,2,0.00333333,5.43914e-20,4644.05,1.0,223.211,4668.81083798,500,53.3932420792,0.00333333
4645.21,0.0025,30501.3737406,,400.0,497.94,4648.70394238,1.0,100,1.0,500.0,4648.70394238,1.0,1.0,2,0.0025,5.4346e-20,4645.21,1.0,211.944,4648.70394238,500,30501.3737406,0.0025
4649.83,0.002,34.9973831251,,500.000006643,500.0,4668.29071067,1.0,100,1.0,500.0,4668.29071067,1.0,1.0,1,0.002,5.43187e-20,4649.83,1.0,189.812,4668.29071067,500,34.9973831251,0.002
4650.29,0.01,37796.5224487,,100.0,497.95,4650.29165455,1.0,100,1.0,500.0,4650.29165455,1.0,1.0,2,0.01,3.50449e-18,4650.29,1.0,193.439,4650.29165455,500,37796.5224487,0.01
4654.28,0.005,12298.7660493,,200.000000102,498.85,4658.26320257,1.0,100,1.0,500.0,4658.26320257,1.0,1.0,2,0.005,2.1793e-19,4654.28,1.0,157.522,4658.26320257,500,12298.7660493,0.005
4649.19,0.00333333,48501.0320675,,299.999969474,496.86,4639.00654989,1.0,100,1.0,500.0,4639.00654989,1.0,1.0,2,0.00333333,5.43914e-20,4649.19,1.0,180.552,4639.00654989,500,48501.0320675,0.00333333
4649.77,0.0025,32357.5811928,,400.0,498.11,4651.53032442,1.0,100,1.0,500.0,4651.53032442,1.0,1.0,2,0.0025,5.4346e-20,4649.77,1.0,180.164,4651.53032442,500,32357.5811928,0.0025
4651.49,0.002,10452.748788,,500.000006643,498.95,4658.36608482,1.0,100,1.0,500.0,4658.36608482,1.0,1.0,1,0.002,5.43187e-20,4651.49,1.0,167.477,4658.36608482,500,10452.748788,0.002
4658.05,0.01,13905.0071438,,100.0,498.78,4658.0514781,1.0,100,1.0,500.0,4658.0514781,1.0,1.0,2,0.01,3.50449e-18,4658.05,1.0,117.328,4658.0514781,500,13905.0071438,0.01
4661.61,0.005,1022.1575674,,200.000000102,499.71,4665.16718408,1.0,100,1.0,500.0,4665.16718408,1.0,1.0,2,0.005,2.1793e-19,4661.61,1.0,86.0326,4665.16718408,500,1022.1575674,0.005
4663.84,0.00333333,42.9410338651,,299.999969474,500.0,4668.29143514,1.0,100,1.0,500.0,4668.29143514,1.0,1.0,2,0.00333333,5.43914e-20,4663.84,1.0,70.4166,4668.29143514,500,42.9410338651,0.00333333
4662.7,0.0025,10581.3181039,,400.0,498.94,4659.29526746,1.0,100,1.0,500.0,4659.29526746,1.0,1.0,2,0.0025,5.4346e-20,4662.7,1.0,79.6343,4659.29526746,500,10581.3181039,0.0025
4661.53,0.002,9771.29581546,,500.000006643,498.76,4656.83349428,1.0,100,1.0,500.0,4656.83349428,1.0,1.0,1,0.002,5.43187e-20,4661.53,1.0,83.7468,4656.83349428,500,9771.29581546,0.002
