eRenyi2,Delta,MaxNormIw,MinNormIw,VarRet,AvgVanillaIw,AvgEpLen,Bound,MaxVanillaIw,VarDiscRet,VarNormIw,J,AvgDiscRet,VanillaAvgRet,VarVanillaIw,VarJ,MinVanillaIw,EpsThisIter,ESSRenyi,IterType,BatchSize,AvgNormIw,AvgRet,ESSClassic
1.0,0.6,0.0025,0.0025,938.873435507,1.0,40.88,-3.51033,1.0,938.873435507,5.4346e-20,-0.262163,-2.00835639829,-2.00835639829,,27.6255,1.0,100,500.0,2,500,0.0025,-2.00835639829,400.0
1.08071,0.6,0.0999831,1.01156e-07,2734.72797317,4213.07,41.4,149.582,210618.0,2734.72797317,0.000196325,155.485,23.1554003829,23.1554003829,8.71192e+08,0.187842,0.213089,100,462.658988893,1,500,0.002,23.1554003829,10.0033786791
1.0,0.6,0.01,0.01,617.414036689,1.0,54.74,10.2952,1.0,617.414036689,3.50449e-18,14.4755,14.4754891275,14.4754891275,,24.7233,1.0,100,500.0,2,500,0.01,14.4754891275,100.0
1.0,0.6,0.005,0.005,1488.3906611,1.0,44.3,9.58401,1.0,1488.3906611,2.1793e-19,15.3915,16.3075424599,16.3075424599,,32.2988,1.0,100,500.0,2,500,0.005,16.3075424599,200.000000102
1.0,0.6,0.00333333,0.00333333,674.80961581,1.0,38.28,13.3145,1.0,674.80961581,5.43914e-20,18.0563,23.3858570491,23.3858570491,,30.5346,1.0,100,500.0,2,500,0.00333333,23.3858570491,299.999969474
1.0,0.6,0.0025,0.0025,2284.15460158,1.0,57.58,12.9145,1.0,2284.15460158,5.4346e-20,19.4853,23.7722488312,23.7722488312,,35.6473,1.0,100,500.0,2,500,0.0025,23.7722488312,400.0
1.08896,0.6,0.0999899,1.08198e-07,722.792545172,7302.11,49.56,154.804,365069.0,722.792545172,0.000196352,160.937,-6.44403205782,-6.44403205782,2.61742e+09,0.10402,0.395038,100,459.152610653,1,500,0.002,-6.44403205782,10.002015759
1.0,0.6,0.01,0.01,851.438247516,1.0,35.3,3.43351,1.0,851.438247516,3.50449e-18,10.8567,10.8566576205,10.8566576205,,29.0331,1.0,100,500.0,2,500,0.01,10.8566576205,100.0
1.0,0.6,0.005,0.005,594.522027677,1.0,40.76,-3.97745,1.0,594.522027677,2.1793e-19,1.2715,-8.3136489396,-8.3136489396,,28.4188,1.0,100,500.0,2,500,0.005,-8.3136489396,200.000000102
1.0,0.6,0.00333333,0.00333333,1215.07258129,1.0,56.2,-3.69901,1.0,1215.07258129,5.43914e-20,0.895097,0.142283454952,0.142283454952,,30.6541,1.0,100,500.0,2,500,0.00333333,0.142283454952,299.999969474
1.0,0.6,0.0025,0.0025,190.951035411,1.0,31.9,-3.61794,1.0,190.951035411,5.4346e-20,0.360672,-1.24260542428,-1.24260542428,,27.4385,1.0,100,500.0,2,500,0.0025,-1.24260542428,400.0
1.11156,0.6,0.0999851,1.04517e-08,432.160492722,5160.54,40.52,87.1504,257988.0,432.160492722,0.000196333,90.9022,5.89251260053,5.89251260053,1.30714e+09,0.0885153,0.0269683,100,449.817989206,1,500,0.002,5.89251260053,10.0029871034
1.0,0.6,0.01,0.01,2255.39235016,1.0,54.32,-5.61568,1.0,2255.39235016,3.50449e-18,1.4557,1.45570146437,1.45570146437,,47.2529,1.0,100,500.0,2,500,0.01,1.45570146437,100.0
1.0,0.6,0.005,0.005,835.943357137,1.0,88.46,-11.136,1.0,835.943357137,2.1793e-19,-6.13578,-13.7272540607,-13.7272540607,,39.8477,1.0,100,500.0,2,500,0.005,-13.7272540607,200.000000102
1.0,0.6,0.00333333,0.00333333,553.975585129,1.0,41.26,-5.61039,1.0,553.975585129,5.43914e-20,-1.52772,7.68837748368,7.68837748368,,35.8307,1.0,100,500.0,2,500,0.00333333,7.68837748368,299.999969474
1.0,0.6,0.0025,0.0025,1888.85444904,1.0,48.54,-3.60668,1.0,1888.85444904,5.4346e-20,1.51119,10.6279446745,10.6279446745,,38.1848,1.0,100,500.0,2,500,0.0025,10.6279446745,400.0
1.09716,0.6,0.0999851,3.64096e-08,349.771248789,4839.68,38.48,120.55,241948.0,349.771248789,0.000196333,125.345,10.0592617549,10.0592617549,1.14965e+09,0.118207,0.0881053,100,455.720469113,1,500,0.002,10.0592617549,10.002976543
1.0,0.6,0.01,0.01,921.404461848,1.0,36.24,-10.4255,1.0,921.404461848,3.50449e-18,-4.01378,-4.01377917323,-4.01377917323,,30.2025,1.0,100,500.0,2,500,0.01,-4.01377917323,100.0
1.0,0.6,0.005,0.005,223.019778997,1.0,41.68,-3.96693,1.0,223.019778997,2.1793e-19,0.566849,5.14747708071,5.14747708071,,24.2378,1.0,100,500.0,2,500,0.005,5.14747708071,200.000000102
1.0,0.6,0.00333333,0.00333333,809.521033204,1.0,35.94,-0.0754256,1.0,809.521033204,5.43914e-20,3.74114,10.0897198524,10.0897198524,,26.0565,1.0,100,500.0,2,500,0.00333333,10.0897198524,299.999969474
1.0,0.6,0.0025,0.0025,1387.94828031,1.0,44.72,-2.09704,1.0,1387.94828031,5.4346e-20,1.2082,-6.39062221207,-6.39062221207,,29.5292,1.0,100,500.0,2,500,0.0025,-6.39062221207,400.0
1.07791,0.6,0.09997,1.16644e-08,6233.67022358,2700.75,56.56,73.0249,134997.0,6233.67022358,0.000196273,80.941,-11.585112357,-11.585112357,3.57907e+08,0.147317,0.0157514,100,463.860077913,1,500,0.002,-11.585112357,10.0059986194
1.0,0.6,0.01,0.01,234.756714607,1.0,47.54,1.79184,1.0,234.756714607,3.50449e-18,3.92927,3.92926914154,3.92926914154,,15.245,1.0,100,500.0,2,500,0.01,3.92926914154,100.0
1.0,0.6,0.005,0.005,4867.84805689,1.0,53.96,-9.84426,1.0,4867.84805689,2.1793e-19,1.03388,-1.86150637768,-1.86150637768,,50.3406,1.0,100,500.0,2,500,0.005,-1.86150637768,200.000000102
1.0,0.6,0.00333333,0.00333333,432.657657477,1.0,38.24,-6.45259,1.0,432.657657477,5.43914e-20,2.42938,5.22038343036,5.22038343036,,42.85,1.0,100,500.0,2,500,0.00333333,5.22038343036,299.999969474
1.0,0.6,0.0025,0.0025,549.122409683,1.0,38.48,-5.29803,1.0,549.122409683,5.4346e-20,2.39398,2.28776981166,2.28776981166,,38.8973,1.0,100,500.0,2,500,0.0025,2.28776981166,400.0
1.08148,0.6,0.0833113,2.94245e-08,1437.03065332,3050.4,43.18,81.7092,127066.0,1437.03065332,0.000162904,88.8639,18.4087258956,18.4087258956,3.78953e+08,0.128845,0.0448782,100,462.329796925,1,500,0.002,18.4087258956,12.0063411263
1.0,0.6,0.01,0.01,1300.33621661,1.0,32.02,-18.4147,1.0,1300.33621661,3.50449e-18,-9.97023,-9.97022870912,-9.97022870912,,35.8794,1.0,100,500.0,2,500,0.01,-9.97022870912,100.0
1.0,0.6,0.005,0.005,2622.24590996,1.0,38.86,-4.40284,1.0,2622.24590996,2.1793e-19,4.62212,19.2144731747,19.2144731747,,46.4178,1.0,100,500.0,2,500,0.005,19.2144731747,200.000000102
1.0,0.6,0.00333333,0.00333333,5687.02376496,1.0,158.08,-7.57943,1.0,5687.02376496,5.43914e-20,1.58143,-4.49995621342,-4.49995621342,,57.7202,1.0,100,500.0,2,500,0.00333333,-4.49995621342,299.999969474
1.0,0.6,0.0025,0.0025,2623.4229464,1.0,55.78,-0.0535393,1.0,2623.4229464,5.4346e-20,7.88,26.7757001811,26.7757001811,,57.1579,1.0,100,500.0,2,500,0.0025,26.7757001811,400.0
1.08372,0.6,0.0833099,2.8825e-07,178.271237628,2637.86,30.28,151.431,109880.0,178.271237628,0.000162899,158.818,-8.20785765757,-8.20785765757,2.83376e+08,0.275574,0.380183,100,461.371719083,1,500,0.002,-8.20785765757,12.0067499837
1.0,0.6,0.01,0.01,641.352312316,1.0,48.5,-13.5135,1.0,641.352312316,3.50449e-18,-7.99546,-7.99546031203,-7.99546031203,,25.198,1.0,100,500.0,2,500,0.01,-7.99546031203,100.0
1.0,0.6,0.005,0.005,723.64611152,1.0,46.5,-3.53164,1.0,723.64611152,2.1793e-19,0.370239,8.73593713728,8.73593713728,,27.3068,1.0,100,500.0,2,500,0.005,8.73593713728,200.000000102
1.0,0.6,0.00333333,0.00333333,404.305786746,1.0,136.62,-3.09761,1.0,404.305786746,5.43914e-20,0.088256,-0.475709651225,-0.475709651225,,25.1135,1.0,100,500.0,2,500,0.00333333,-0.475709651225,299.999969474
1.0,0.6,0.0025,0.0025,96.5239203808,1.0,31.48,-1.59045,1.0,96.5239203808,5.4346e-20,1.1686,4.4096153511,4.4096153511,,22.3697,1.0,100,500.0,2,500,0.0025,4.4096153511,400.0
1.0746,0.6,0.0833192,1.23802e-07,497.760613499,4757.82,46.1,62.4563,198209.0,497.760613499,0.000162936,65.0144,-0.295984110378,-0.295984110378,9.2209e+08,0.0729784,0.294513,100,465.287250234,1,500,0.002,-0.295984110378,12.0040748846
1.0,0.6,0.01,0.01,418.691851539,1.0,46.06,6.49748,1.0,418.691851539,3.50449e-18,10.1274,10.1274132025,10.1274132025,,20.3594,1.0,100,500.0,2,500,0.01,10.1274132025,100.0
1.0,0.6,0.005,0.005,170.178382843,1.0,44.18,-3.07709,1.0,170.178382843,2.1793e-19,-0.510335,-11.1480840417,-11.1480840417,,20.116,1.0,100,500.0,2,500,0.005,-11.1480840417,200.000000102
1.0,0.6,0.00333333,0.00333333,193.80624404,1.0,43.26,-2.21831,1.0,193.80624404,5.43914e-20,-0.122565,0.652975042999,0.652975042999,,18.2764,1.0,100,500.0,2,500,0.00333333,0.652975042999,299.999969474
1.0,0.6,0.0025,0.0025,599.034049032,1.0,52.14,-1.9147,1.0,599.034049032,5.4346e-20,-0.0997344,-0.0312428975506,-0.0312428975506,,19.9695,1.0,100,500.0,2,500,0.0025,-0.0312428975506,400.0
1.09588,0.6,0.0999832,4.92874e-08,482.380569753,5559.36,35.7,49.2755,277921.0,482.380569753,0.000196326,51.2342,8.87345382093,8.87345382093,1.51693e+09,0.0476266,0.137003,100,456.252633814,1,500,0.002,8.87345382093,10.0033560559
1.0,0.6,0.01,0.01,2719.00888764,1.0,46.14,-26.0161,1.0,2719.00888764,3.50449e-18,-12.963,-12.9630018405,-12.9630018405,,51.8827,1.0,100,500.0,2,500,0.01,-12.9630018405,100.0
1.0,0.6,0.005,0.005,2175.37485872,1.0,88.56,-17.3014,1.0,2175.37485872,2.1793e-19,-8.07144,-3.17987085475,-3.17987085475,,49.4636,1.0,100,500.0,2,500,0.005,-3.17987085475,200.000000102
1.0,0.6,0.00333333,0.00333333,67.2742172261,1.0,46.9,-13.4344,1.0,67.2742172261,5.43914e-20,-5.89821,-1.55175170456,-1.55175170456,,40.7768,1.0,100,500.0,2,500,0.00333333,-1.55175170456,299.999969474
1.0,0.6,0.0025,0.0025,293.625347463,1.0,35.78,-11.8712,1.0,293.625347463,5.4346e-20,-5.34461,-3.68381512283,-3.68381512283,,36.3407,1.0,100,500.0,2,500,0.0025,-3.68381512283,400.0
1.15217,0.6,0.0999975,5.22527e-10,240.135069821,30979.8,38.68,46.3573,1.54895e+06,240.135069821,0.000196383,52.6233,-7.94030692411,-7.94030692411,4.71196e+10,0.00848758,0.0080939,100,433.962951314,1,500,0.002,-7.94030692411,10.000500111
1.0,0.6,0.01,0.01,357.538822969,1.0,90.92,-15.51,1.0,357.538822969,3.50449e-18,-11.2868,-11.2868394591,-11.2868394591,,18.8139,1.0,100,500.0,2,500,0.01,-11.2868394591,100.0
1.0,0.6,0.005,0.005,503.907548874,1.0,56.42,-5.89113,1.0,503.907548874,2.1793e-19,-2.90494,5.47696784147,5.47696784147,,22.2861,1.0,100,500.0,2,500,0.005,5.47696784147,200.000000102
1.0,0.6,0.00333333,0.00333333,2825.9313124,1.0,48.3,-5.73115,1.0,2825.9313124,5.43914e-20,-0.0621866,5.6233098457,5.6233098457,,35.7748,1.0,100,500.0,2,500,0.00333333,5.6233098457,299.999969474
1.0,0.6,0.0025,0.0025,539.988295049,1.0,46.64,-5.36245,1.0,539.988295049,5.4346e-20,-0.452983,-1.62537088994,-1.62537088994,,33.0754,1.0,100,500.0,2,500,0.0025,-1.62537088994,400.0
1.0685,0.6,0.0833174,2.74741e-07,1236.42621924,3825.97,39.86,115.694,159385.0,1236.42621924,0.000162929,120.233,5.37588364307,5.37588364307,5.96241e+08,0.152958,0.525575,100,467.944133707,1,500,0.002,5.37588364307,12.0045816712
1.0,0.6,0.01,0.01,1392.72879176,1.0,47.56,-15.3396,1.0,1392.72879176,3.50449e-18,-9.33075,-9.33074659597,-9.33074659597,,37.1322,1.0,100,500.0,2,500,0.01,-9.33074659597,100.0
1.0,0.6,0.005,0.005,1059.02063579,1.0,51.84,-15.1404,1.0,1059.02063579,2.1793e-19,-10.6534,-11.9759977128,-11.9759977128,,34.8621,1.0,100,500.0,2,500,0.005,-11.9759977128,200.000000102
1.0,0.6,0.00333333,0.00333333,985.05971314,1.0,38.88,-9.50163,1.0,985.05971314,5.43914e-20,-5.83797,3.79284818588,3.79284818588,,34.3757,1.0,100,500.0,2,500,0.00333333,3.79284818588,299.999969474
1.0,0.6,0.0025,0.0025,1269.01178233,1.0,50.9,-10.9993,1.0,1269.01178233,5.4346e-20,-7.60641,-12.9117305874,-12.9117305874,,34.7812,1.0,100,500.0,2,500,0.0025,-12.9117305874,400.0
1.1076,0.6,0.0999878,2.81618e-08,284.81094337,6865.99,49.8,71.4305,343257.0,284.81094337,0.000196344,74.6243,3.70058979698,3.70058979698,2.314e+09,0.0582174,0.0966792,100,451.425595354,1,500,0.002,3.70058979698,10.002450274
1.0,0.6,0.01,0.01,473.50421255,1.0,36.62,2.26955,1.0,473.50421255,3.50449e-18,6.45068,6.45067673683,6.45067673683,,21.6511,1.0,100,500.0,2,500,0.01,6.45067673683,100.0
1.0,0.6,0.005,0.005,652.918550369,1.0,45.36,-6.8852,1.0,652.918550369,2.1793e-19,-2.4313,-11.3132863827,-11.3132863827,,25.2283,1.0,100,500.0,2,500,0.005,-11.3132863827,200.000000102
1.0,0.6,0.00333333,0.00333333,229.42675473,1.0,35.56,-7.69321,1.0,229.42675473,5.43914e-20,-4.05662,-7.30725467761,-7.30725467761,,22.479,1.0,100,500.0,2,500,0.00333333,-7.30725467761,299.999969474
1.0,0.6,0.0025,0.0025,487.264344337,1.0,30.72,-4.83645,1.0,487.264344337,5.4346e-20,-1.68707,5.4215864976,5.4215864976,,22.7249,1.0,100,500.0,2,500,0.0025,5.4215864976,400.0
1.0887,0.6,0.0833181,6.97771e-08,328.156744946,4149.17,56.2,48.2597,172850.0,328.156744946,0.000162932,51.1989,-10.9034728296,-10.9034728296,7.01241e+08,0.0602861,0.144759,100,459.262161326,1,500,0.002,-10.9034728296,12.0043934592
1.0,0.6,0.01,0.01,359.984560457,1.0,31.24,4.39986,1.0,359.984560457,3.50449e-18,8.94682,8.9468181285,8.9468181285,,18.8782,1.0,100,500.0,2,500,0.01,8.9468181285,100.0
1.0,0.6,0.005,0.005,859.017513591,1.0,41.1,4.95048,1.0,859.017513591,2.1793e-19,9.31244,9.67806926547,9.67806926547,,24.567,1.0,100,500.0,2,500,0.005,9.67806926547,200.000000102
1.0,0.6,0.00333333,0.00333333,884.917236206,1.0,42.28,4.96023,1.0,884.917236206,5.43914e-20,8.59825,7.16985005755,7.16985005755,,26.3705,1.0,100,500.0,2,500,0.00333333,7.16985005755,299.999969474
1.0,0.6,0.0025,0.0025,375.57368079,1.0,36.3,3.63231,1.0,375.57368079,5.4346e-20,6.78293,1.33697275832,1.33697275832,,24.9878,1.0,100,500.0,2,500,0.0025,1.33697275832,400.0
1.08338,0.6,0.083316,1.89887e-07,427.772491753,3468.17,98.68,74.2273,144477.0,427.772491753,0.000162923,77.1604,1.867536216,1.867536216,4.89917e+08,0.0888932,0.329279,100,461.519501692,1,500,0.002,1.867536216,12.0049911232
1.0,0.6,0.01,0.01,1163.29727845,1.0,47.66,-26.0228,1.0,1163.29727845,3.50449e-18,-17.77,-17.7700358672,-17.7700358672,,33.9362,1.0,100,500.0,2,500,0.01,-17.7700358672,100.0
1.0,0.6,0.005,0.005,1987.4187894,1.0,53.1,-11.5181,1.0,1987.4187894,2.1793e-19,-5.12187,7.52628945022,7.52628945022,,41.4678,1.0,100,500.0,2,500,0.005,7.52628945022,200.000000102
1.0,0.6,0.00333333,0.00333333,461.261858802,1.0,42.76,-4.22233,1.0,461.261858802,5.43914e-20,1.00016,13.2442282406,13.2442282406,,37.0616,1.0,100,500.0,2,500,0.00333333,13.2442282406,299.999969474
1.0,0.6,0.0025,0.0025,2088.11031647,1.0,45.94,-3.36295,1.0,2088.11031647,5.4346e-20,1.15986,1.63896290839,1.63896290839,,39.3326,1.0,100,500.0,2,500,0.0025,1.63896290839,400.0
1.08226,0.6,0.0833092,2.34124e-08,12668.3506918,2626.65,49.74,97.858,109412.0,12668.3506918,0.000162896,110.755,-40.4794506964,-40.4794506964,2.80967e+08,0.204016,0.0307481,100,461.995017336,1,500,0.002,-40.4794506964,12.0069411308
1.0,0.6,0.01,0.01,843.449557984,1.0,41.0,3.91633,1.0,843.449557984,3.50449e-18,9.84616,9.84616484995,9.84616484995,,28.8966,1.0,100,500.0,2,500,0.01,9.84616484995,100.0
1.0,0.6,0.005,0.005,499.586330012,1.0,31.16,5.69701,1.0,499.586330012,2.1793e-19,9.89004,9.93391033182,9.93391033182,,25.7838,1.0,100,500.0,2,500,0.005,9.93391033182,200.000000102
1.0,0.6,0.00333333,0.00333333,1021.45226713,1.0,44.68,6.00411,1.0,1021.45226713,5.43914e-20,9.4277,8.50302992315,8.50302992315,,27.9412,1.0,100,500.0,2,500,0.00333333,8.50302992315,299.999969474
1.0,0.6,0.0025,0.0025,1107.85348811,1.0,50.88,3.19882,1.0,1107.85348811,5.4346e-20,6.22925,-3.36609467815,-3.36609467815,,29.8398,1.0,100,500.0,2,500,0.0025,-3.36609467815,400.0
1.1062,0.6,0.0833256,4.87634e-08,689.729114486,7787.6,46.6,74.8526,324454.0,689.729114486,0.000162962,77.8424,14.688412318,14.688412318,2.47078e+09,0.0358763,0.189875,100,451.995890304,1,500,0.002,14.688412318,12.0022149879
1.0,0.6,0.01,0.01,590.026942462,1.0,50.1,-14.2037,1.0,590.026942462,3.50449e-18,-9.75732,-9.75731818778,-9.75731818778,,24.1687,1.0,100,500.0,2,500,0.01,-9.75731818778,100.0
1.0,0.6,0.005,0.005,842.809562206,1.0,49.38,-7.8264,1.0,842.809562206,2.1793e-19,-3.75245,2.25241103894,2.25241103894,,27.3004,1.0,100,500.0,2,500,0.005,2.25241103894,200.000000102
1.0,0.6,0.00333333,0.00333333,937.881902707,1.0,48.8,-17.7426,1.0,937.881902707,5.43914e-20,-13.5156,-33.042029734,-33.042029734,,31.5756,1.0,100,500.0,2,500,0.00333333,-33.042029734,299.999969474
1.0,0.6,0.0025,0.0025,100.606144619,1.0,33.72,-11.1836,1.0,100.606144619,5.4346e-20,-7.52293,10.4552052466,10.4552052466,,29.6715,1.0,100,500.0,2,500,0.0025,10.4552052466,400.0
1.09998,0.6,0.0999909,2.95209e-08,1802.39512445,9010.23,51.14,75.7824,450471.0,1802.39512445,0.000196356,79.2163,19.2002317042,19.2002317042,3.98526e+09,0.0439731,0.132995,100,454.554853555,1,500,0.002,19.2002317042,10.0018145295
1.0,0.6,0.01,0.01,237.612797571,1.0,39.44,5.75093,1.0,237.612797571,3.50449e-18,8.19481,8.19480854012,8.19480854012,,15.3374,1.0,100,500.0,2,500,0.01,8.19480854012,100.0
1.0,0.6,0.005,0.005,828.46751427,1.0,48.82,4.09863,1.0,828.46751427,2.1793e-19,7.33607,6.47732767164,6.47732767164,,22.988,1.0,100,500.0,2,500,0.005,6.47732767164,200.000000102
1.0,0.6,0.00333333,0.00333333,1049.54190038,1.0,57.34,3.20978,1.0,1049.54190038,5.43914e-20,7.08912,6.59522048906,6.59522048906,,26.4342,1.0,100,500.0,2,500,0.00333333,6.59522048906,299.999969474
1.0,0.6,0.0025,0.0025,481.32341059,1.0,41.36,0.708147,1.0,481.32341059,5.4346e-20,4.06775,-4.99634279362,-4.99634279362,,25.8958,1.0,100,500.0,2,500,0.0025,-4.99634279362,400.0
1.11283,0.6,0.0999867,1.78352e-08,136.271057109,6086.71,33.22,79.114,304295.0,136.271057109,0.000196339,82.2839,4.37230630029,4.37230630029,1.8185e+09,0.0666039,0.0542788,100,449.304234155,1,500,0.002,4.37230630029,10.0026657999
1.0,0.6,0.01,0.01,1042.65130376,1.0,51.8,14.8961,1.0,1042.65130376,3.50449e-18,21.5584,21.5584100814,21.5584100814,,32.1283,1.0,100,500.0,2,500,0.01,21.5584100814,100.0
1.0,0.6,0.005,0.005,214.958393653,1.0,37.48,12.4377,1.0,214.958393653,2.1793e-19,17.1487,12.7390504488,12.7390504488,,25.337,1.0,100,500.0,2,500,0.005,12.7390504488,200.000000102
1.0,0.6,0.00333333,0.00333333,814.397124589,1.0,37.5,9.47865,1.0,814.397124589,5.43914e-20,13.3252,5.67803304792,5.67803304792,,26.9437,1.0,100,500.0,2,500,0.00333333,5.67803304792,299.999969474
1.0,0.6,0.0025,0.0025,608.021082399,1.0,76.68,7.07624,1.0,608.021082399,5.4346e-20,10.4074,1.65419675802,1.65419675802,,26.8421,1.0,100,500.0,2,500,0.0025,1.65419675802,400.0
1.09124,0.6,0.0833215,1.05288e-07,331.635611016,5473.06,43.3,78.475,228012.0,331.635611016,0.000162945,81.5874,-6.1422439815,-6.1422439815,1.22023e+09,0.0619568,0.288124,100,458.192975932,1,500,0.002,-6.1422439815,12.0034097526
1.0,0.6,0.01,0.01,187.482338993,1.0,33.96,-8.59573,1.0,187.482338993,3.50449e-18,-6.02512,-6.02511781607,-6.02511781607,,13.6238,1.0,100,500.0,2,500,0.01,-6.02511781607,100.0
1.0,0.6,0.005,0.005,1074.2166551,1.0,85.7,-4.78614,1.0,1074.2166551,2.1793e-19,0.988039,8.00119660638,8.00119660638,,25.9562,1.0,100,500.0,2,500,0.005,8.00119660638,200.000000102
1.0,0.6,0.00333333,0.00333333,3892.86613744,1.0,65.12,-20.2044,1.0,3892.86613744,5.43914e-20,-11.5849,-36.7308664381,-36.7308664381,,45.2764,1.0,100,500.0,2,500,0.00333333,-36.7308664381,299.999969474
1.0,0.6,0.0025,0.0025,257.421265457,1.0,35.48,-16.5713,1.0,257.421265457,5.4346e-20,-9.10656,-1.67144968117,-1.67144968117,,40.2443,1.0,100,500.0,2,500,0.0025,-1.67144968117,400.0
1.11737,0.6,0.0999914,4.58548e-09,896.058187608,8816.04,71.4,92.9458,440764.0,896.058187608,0.000196358,100.003,15.5151537311,15.5151537311,3.81537e+09,0.059284,0.0202129,100,447.480825012,1,500,0.002,15.5151537311,10.0017162259
1.0,0.6,0.01,0.01,388.885447583,1.0,41.26,6.48288,1.0,388.885447583,3.50449e-18,9.62366,9.62365957003,9.62365957003,,19.6213,1.0,100,500.0,2,500,0.01,9.62365957003,100.0
1.0,0.6,0.005,0.005,458.649677586,1.0,39.54,6.13649,1.0,458.649677586,2.1793e-19,9.29101,8.95837112235,8.95837112235,,20.4851,1.0,100,500.0,2,500,0.005,8.95837112235,200.000000102
1.0,0.6,0.00333333,0.00333333,1507.97179168,1.0,33.1,3.60012,1.0,1507.97179168,5.43914e-20,9.30595,9.33580255307,9.33580255307,,27.8817,1.0,100,500.0,2,500,0.00333333,9.33580255307,299.999969474
1.0,0.6,0.0025,0.0025,695.668228898,1.0,59.8,3.8017,1.0,695.668228898,5.4346e-20,8.74309,7.05451667991,7.05451667991,,27.4986,1.0,100,500.0,2,500,0.0025,7.05451667991,400.0
1.09735,0.6,0.0999879,2.18496e-08,584.944322787,5977.91,45.66,116.396,298860.0,584.944322787,0.000196344,121.025,-8.2943307786,-8.2943307786,1.75411e+09,0.0962527,0.0653075,100,455.641308311,1,500,0.002,-8.2943307786,10.0024107004
1.0,0.6,0.01,0.01,1209.15827049,1.0,51.82,-9.76713,1.0,1209.15827049,3.50449e-18,-3.29525,-3.29525074737,-3.29525074737,,34.5987,1.0,100,500.0,2,500,0.01,-3.29525074737,100.0
1.0,0.6,0.005,0.005,412.179504456,1.0,41.16,-9.68109,1.0,412.179504456,2.1793e-19,-5.10478,-6.91430581367,-6.91430581367,,28.3873,1.0,100,500.0,2,500,0.005,-6.91430581367,200.000000102
1.0,0.6,0.00333333,0.00333333,638.812232155,1.0,36.28,-5.72321,1.0,638.812232155,5.43914e-20,-1.98667,4.24955201733,4.24955201733,,27.7034,1.0,100,500.0,2,500,0.00333333,4.24955201733,299.999969474
1.0,0.6,0.0025,0.0025,249.369829214,1.0,28.38,-1.69594,1.0,249.369829214,5.4346e-20,1.54,12.1200079687,12.1200079687,,25.9738,1.0,100,500.0,2,500,0.0025,12.1200079687,400.0
1.09702,0.6,0.0833262,8.27837e-09,340.948581719,9790.91,33.46,61.6647,407920.0,340.948581719,0.000162964,64.6962,4.57190459227,4.57190459227,3.90551e+09,0.030766,0.0405264,100,455.781727455,1,500,0.002,4.57190459227,12.0020708031
1.0,0.6,0.01,0.01,512.506527499,1.0,38.4,-3.67831,1.0,512.506527499,3.50449e-18,-0.277136,-0.277135603639,-0.277135603639,,22.5251,1.0,100,500.0,2,500,0.01,-0.277135603639,100.0
1.0,0.6,0.005,0.005,1547.95761283,1.0,35.58,-7.6051,1.0,1547.95761283,2.1793e-19,-1.16738,-2.05762053008,-2.05762053008,,31.9487,1.0,100,500.0,2,500,0.005,-2.05762053008,200.000000102
1.0,0.6,0.00333333,0.00333333,3835.20922457,1.0,66.86,-6.38997,1.0,3835.20922457,5.43914e-20,0.138896,2.75144482116,2.75144482116,,44.1533,1.0,100,500.0,2,500,0.00333333,2.75144482116,299.999969474
1.0,0.6,0.0025,0.0025,712.680020347,1.0,34.24,-5.01798,1.0,712.680020347,5.4346e-20,0.636184,2.12804318769,2.12804318769,,40.4878,1.0,100,500.0,2,500,0.0025,2.12804318769,400.0
1.08512,0.6,0.0999711,2.86667e-07,593.460507168,2370.63,101.88,93.2615,118497.0,593.460507168,0.000196277,98.5296,-7.97044481793,-7.97044481793,2.75764e+08,0.213867,0.339791,100,460.780167104,1,500,0.002,-7.97044481793,10.0057890985
1.0,0.6,0.01,0.01,162.524101709,1.0,33.24,2.1507,1.0,162.524101709,3.50449e-18,3.81672,3.81671645034,3.81671645034,,12.6846,1.0,100,500.0,2,500,0.01,3.81671645034,100.0
1.0,0.6,0.005,0.005,460.770968854,1.0,41.78,6.21195,1.0,460.770968854,2.1793e-19,8.76031,13.7039078589,13.7039078589,,18.2475,1.0,100,500.0,2,500,0.005,13.7039078589,200.000000102
1.0,0.6,0.00333333,0.00333333,794.932265741,1.0,47.38,7.09487,1.0,794.932265741,5.43914e-20,10.3538,13.5407995366,13.5407995366,,22.1221,1.0,100,500.0,2,500,0.00333333,13.5407995366,299.999969474
1.0,0.6,0.0025,0.0025,446.840914922,1.0,37.0,4.07576,1.0,446.840914922,5.4346e-20,6.89808,-3.46910484241,-3.46910484241,,22.6596,1.0,100,500.0,2,500,0.0025,-3.46910484241,400.0
1.07896,0.6,0.0833152,6.6188e-08,385.566716707,3368.92,43.6,66.4969,140341.0,385.566716707,0.00016292,69.119,12.0286689545,12.0286689545,4.62271e+08,0.088073,0.111491,100,463.407544245,1,500,0.002,12.0286689545,12.0052116656
1.0,0.6,0.01,0.01,268.778023049,1.0,40.52,-2.45679,1.0,268.778023049,3.50449e-18,-0.0435666,-0.043566180053,-0.043566180053,,16.3123,1.0,100,500.0,2,500,0.01,-0.043566180053,100.0
1.0,0.6,0.005,0.005,413.807207005,1.0,36.16,-0.589949,1.0,413.807207005,2.1793e-19,1.67071,3.38497928607,3.38497928607,,18.4613,1.0,100,500.0,2,500,0.005,3.38497928607,200.000000102
