MaxNormIw,VarJ,AvgVanillaIw,MaxVanillaIw,VanillaAvgRet,VarRet,AvgEpLen,J,ESSRenyi,VarDiscRet,EpsThisIter,AvgDiscRet,Bound,AvgNormIw,VarNormIw,Delta,ESSClassic,MinNormIw,AvgRet,MinVanillaIw,IterType,VarVanillaIw,BatchSize,eRenyi2
0.01,0.4354334,1.0,1.0,4999.558659039513,0.19154143217460834,500.0,4999.559,500.0,0.19154143217460834,100,4999.558659039513,4710.884,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.558659039513,1.0,2,,500,1.0
0.005,0.46061334,1.0,1.0,4999.527522213058,0.23661973023797575,500.0,4999.543,500.0,0.23661973023797575,100,4999.527522213058,4795.419,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.527522213058,1.0,2,,500,1.0
0.0033333334,0.4648831,1.0,1.0,4999.544848530445,0.22630570966402555,500.0,4999.5444,500.0,0.22630570966402555,100,4999.544848530445,4832.878,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.544848530445,1.0,2,,500,1.0
0.0025,0.45761237,1.0,1.0,4999.529219610134,0.19104868109555062,500.0,4999.54,500.0,0.19104868109555062,100,4999.529219610134,4855.2026,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.529219610134,1.0,2,,500,1.0
0.002019062,0.4670529,1.0001422,1.0096745,4999.4847524165,0.25851989904757894,500.0,4999.5303,499.9964833506921,0.25851989904757894,100,4999.4847524165,4870.43,0.0019999999,3.348296e-11,0.75,499.9958214449088,0.001982142,4999.4847524165,0.991212,1,8.3731165e-06,500,1.000007
0.01,0.46886802,1.0,1.0,4999.534149055016,0.22205471169724472,500.0,4999.534,500.0,0.22205471169724472,100,4999.534149055016,4710.8594,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.534149055016,1.0,2,,500,1.0
0.005,0.4695103,1.0,1.0,4999.47222045316,0.22132918082376088,500.0,4999.503,500.0,0.22132918082376088,100,4999.47222045316,4795.379,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.47222045316,1.0,2,,500,1.0
0.0033333334,0.4927891,1.0,1.0,4999.445991800372,0.28832742453364196,500.0,4999.484,500.0,0.28832742453364196,100,4999.445991800372,4832.8174,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.445991800372,1.0,2,,500,1.0
0.0025,0.46962416,1.0,1.0,4999.587009626784,0.14720027295767293,500.0,4999.51,500.0,0.14720027295767293,100,4999.587009626784,4855.1724,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.587009626784,1.0,2,,500,1.0
0.0020062416,0.46309784,0.99998915,1.0031099,4999.494745803971,0.19398523641276258,500.0,4999.508,499.99946355877256,0.19398523641276258,100,4999.494745803971,4870.408,0.002,5.2163512e-12,0.75,499.9992929855116,0.0019901905,4999.494745803971,0.99508446,1,1.3040636e-06,500,1.0000011
0.01,49.787685,1.0,1.0,4994.5999746349435,2503.853870120612,499.51,4994.6,500.0,2503.853870120612,100,4994.5999746349435,4705.925,0.009999998,3.5044917e-18,0.75,100.0,0.01,4994.5999746349435,1.0,2,,500,1.0
0.005,35.29079,1.0,1.0,4999.468575778356,0.21661140923521072,500.0,4997.034,500.0,0.21661140923521072,100,4999.468575778356,4792.91,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.468575778356,1.0,2,,500,1.0
0.0033333334,28.840494,1.0,1.0,4999.574770416436,0.1403419271258799,500.0,4997.881,500.0,0.1403419271258799,100,4999.574770416436,4831.2144,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.574770416436,1.0,2,,500,1.0
0.0025,24.988718,1.0,1.0,4999.6019102796035,0.2040721832756935,500.0,4998.3115,500.0,0.2040721832756935,100,4999.6019102796035,4853.974,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.6019102796035,1.0,2,,500,1.0
0.002121781,17.256355,0.9972213,1.0579426,4999.483251873711,0.2681563038879475,500.0,4998.774,499.21166218650524,0.2681563038879475,100,4999.483251873711,4869.5728,0.0019999999,7.598758e-09,0.75,499.0538802634255,0.0015372531,4999.483251873711,0.7664908,1,0.001889147,500,1.0015792
0.01,0.3970296,1.0,1.0,4999.596862563216,0.15923496088009506,500.0,4999.5967,500.0,0.15923496088009506,100,4999.596862563216,4710.9214,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.596862563216,1.0,2,,500,1.0
0.005,0.41755223,1.0,1.0,4999.596919408258,0.19298788574397197,500.0,4999.5967,500.0,0.19298788574397197,100,4999.596919408258,4795.4727,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.596919408258,1.0,2,,500,1.0
0.0033333334,0.40528694,1.0,1.0,4999.625079288404,0.14499672946430028,500.0,4999.606,500.0,0.14499672946430028,100,4999.625079288404,4832.9395,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.625079288404,1.0,2,,500,1.0
0.0025,249.66751,1.0,1.0,4949.572819018303,249957.04657421977,495.01,4987.098,500.0,249957.04657421977,100,4949.572819018303,4842.7607,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4949.572819018303,1.0,2,,500,1.0
0.0028030553,88.71445,0.9852594,1.3808683,4999.583274018207,0.1761613430963141,500.0,4995.626,481.7758574506279,0.1761613430963141,100,4999.583274018207,4864.1074,0.002,1.67072e-07,0.75,479.9917652907807,0.00041639135,4999.583274018207,0.20512675,1,0.040545706,500,1.037827
0.01,0.38849708,1.0,1.0,4999.603911032533,0.15247370254945591,500.0,4999.604,500.0,0.15247370254945591,100,4999.603911032533,4710.9287,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.603911032533,1.0,2,,500,1.0
0.005,0.3953552,1.0,1.0,4999.559326867576,0.1622974166132211,500.0,4999.5815,500.0,0.1622974166132211,100,4999.559326867576,4795.4575,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.559326867576,1.0,2,,500,1.0
0.0033333334,0.40884328,1.0,1.0,4999.523987605342,0.1885422031860375,500.0,4999.563,500.0,0.1885422031860375,100,4999.523987605342,4832.8965,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.523987605342,1.0,2,,500,1.0
0.0025,0.42852804,1.0,1.0,4999.528955298166,0.23459040421520413,500.0,4999.5537,500.0,0.23459040421520413,100,4999.528955298166,4855.2163,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.528955298166,1.0,2,,500,1.0
0.0020082286,0.43335453,0.9999675,1.0040817,4999.547382602146,0.20896124637792912,500.0,4999.5537,499.99785424199666,0.20896124637792912,100,4999.547382602146,4870.454,0.002,1.4325078e-11,0.75,499.9982436077093,0.0019845238,4999.547382602146,0.99222976,1,3.5810365e-06,500,1.0000043
0.01,0.43274674,1.0,1.0,4999.560127271379,0.18914979275980637,500.0,4999.56,500.0,0.18914979275980637,100,4999.560127271379,4710.885,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.560127271379,1.0,2,,500,1.0
0.005,0.3978959,1.0,1.0,4999.623922858881,0.12861337008172005,500.0,4999.592,500.0,0.12861337008172005,100,4999.623922858881,4795.468,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.623922858881,1.0,2,,500,1.0
0.0033333334,0.4198031,1.0,1.0,4999.539583547496,0.2123583910040865,500.0,4999.5747,500.0,0.2123583910040865,100,4999.539583547496,4832.908,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.539583547496,1.0,2,,500,1.0
0.0025,0.41815582,1.0,1.0,4999.544631173109,0.1717631998647904,500.0,4999.5674,500.0,0.1717631998647904,100,4999.544631173109,4855.23,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.544631173109,1.0,2,,500,1.0
0.002,0.42377207,1.0,1.0,4999.541954054032,0.19998792471028623,500.0,4999.563,500.0,0.19998792471028623,100,4999.541954054032,4870.4634,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.541954054032,1.0,1,,500,1.0
0.01,0.44816282,1.0,1.0,4999.588783445634,0.2028720947692019,500.0,4999.589,500.0,0.2028720947692019,100,4999.588783445634,4710.9136,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.588783445634,1.0,2,,500,1.0
0.005,0.42492354,1.0,1.0,4999.602818924997,0.16177398772833726,500.0,4999.5957,500.0,0.16177398772833726,100,4999.602818924997,4795.4717,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.602818924997,1.0,2,,500,1.0
0.0033333334,288.16995,1.0,1.0,4949.564498366493,249956.1881077227,495.01,4982.919,500.0,249956.1881077227,100,4949.564498366493,4816.2524,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4949.564498366493,1.0,2,,500,1.0
0.0025,249.66624,1.0,1.0,4999.531219919068,0.18808561369179502,500.0,4987.0723,500.0,0.18808561369179502,100,4999.531219919068,4842.735,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.531219919068,1.0,2,,500,1.0
0.0025958035,121.99113,1.0082576,1.3086193,4999.584786759518,0.14635996365200238,500.0,4994.1206,484.74918994734946,0.14635996365200238,100,4999.584786759518,4863.006,0.002,1.1213044e-07,0.75,486.39245223290095,0.00066392566,4999.584786759518,0.33470404,1,0.028497482,500,1.0314612
0.01,0.48760936,1.0,1.0,4999.565500750916,0.24016072328158147,500.0,4999.5654,500.0,0.24016072328158147,100,4999.565500750916,4710.89,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.565500750916,1.0,2,,500,1.0
0.005,0.47807756,1.0,1.0,4999.5470839582085,0.22139759082665353,500.0,4999.556,500.0,0.22139759082665353,100,4999.5470839582085,4795.432,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.5470839582085,1.0,2,,500,1.0
0.0033333334,0.46148655,1.0,1.0,4999.608911518171,0.1817513600753928,500.0,4999.574,500.0,0.1817513600753928,100,4999.608911518171,4832.9077,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.608911518171,1.0,2,,500,1.0
0.0025,0.44789746,1.0,1.0,4999.612091205418,0.16409033049169444,500.0,4999.5835,500.0,0.16409033049169444,100,4999.612091205418,4855.246,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.612091205418,1.0,2,,500,1.0
0.002002983,0.4687875,0.99996656,1.0014579,4999.495471411155,0.2947405439917713,500.0,4999.5664,499.9997615815346,0.2947405439917713,100,4999.495471411155,4870.467,0.002,2.9243307e-12,0.75,499.99957016256144,0.0019927702,4999.495471411155,0.99635184,1,7.310323e-07,500,1.0000005
0.01,149.44458,1.0,1.0,4984.493367709807,22559.273600270968,498.51,4984.493,500.0,22559.273600270968,100,4984.493367709807,4695.818,0.009999998,3.5044917e-18,0.75,100.0,0.01,4984.493367709807,1.0,2,,500,1.0
0.005,105.94014,1.0,1.0,4999.506198794527,0.2530508168218832,500.0,4992.0,500.0,0.2530508168218832,100,4999.506198794527,4787.876,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.506198794527,1.0,2,,500,1.0
0.0033333334,86.573044,1.0,1.0,4999.5350982148175,0.19945895367437289,500.0,4994.5117,500.0,0.19945895367437289,100,4999.5350982148175,4827.845,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5350982148175,1.0,2,,500,1.0
0.0025,75.007034,1.0,1.0,4999.597011866782,0.14595761356369777,500.0,4995.783,500.0,0.14595761356369777,100,4999.597011866782,4851.446,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.597011866782,1.0,2,,500,1.0
0.0022852418,30.712626,0.9929933,1.134615,4999.503284064339,0.24040171338697905,500.0,4998.168,495.55603288060706,0.24040171338697905,100,4999.503284064339,4868.491,0.002,3.9156742e-08,0.75,495.1624177848467,0.0008568045,4999.503284064339,0.42540056,1,0.009652487,500,1.0089676
0.01,0.437005,1.0,1.0,4999.6101312996625,0.19289267843346536,500.0,4999.61,500.0,0.19289267843346536,100,4999.6101312996625,4710.9346,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.6101312996625,1.0,2,,500,1.0
0.005,0.47768605,1.0,1.0,4999.498268877608,0.2617497474153979,500.0,4999.554,500.0,0.2617497474153979,100,4999.498268877608,4795.43,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.498268877608,1.0,2,,500,1.0
0.0033333334,0.47774583,1.0,1.0,4999.500256548024,0.22869848432960965,500.0,4999.536,500.0,0.22869848432960965,100,4999.500256548024,4832.8696,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.500256548024,1.0,2,,500,1.0
0.0025,0.48466352,1.0,1.0,4999.453561878407,0.25227044784485786,500.0,4999.5156,500.0,0.25227044784485786,100,4999.453561878407,4855.178,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.453561878407,1.0,2,,500,1.0
0.002,0.47757542,1.0,1.0,4999.532849187697,0.20257538768773325,500.0,4999.5195,500.0,0.20257538768773325,100,4999.532849187697,4870.42,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.532849187697,1.0,1,,500,1.0
0.01,0.45867598,1.0,1.0,4999.53748348949,0.21250712326506063,500.0,4999.5376,500.0,0.21250712326506063,100,4999.53748348949,4710.8623,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.53748348949,1.0,2,,500,1.0
0.005,0.48735797,1.0,1.0,4999.515312880189,0.2670736138084958,500.0,4999.5264,500.0,0.2670736138084958,100,4999.515312880189,4795.4023,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.515312880189,1.0,2,,500,1.0
0.0033333334,0.46840742,1.0,1.0,4999.5022927596965,0.18464563172034984,500.0,4999.519,500.0,0.18464563172034984,100,4999.5022927596965,4832.8525,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5022927596965,1.0,2,,500,1.0
0.0025,0.4482267,1.0,1.0,4999.587311101249,0.14327674906226695,500.0,4999.535,500.0,0.14327674906226695,100,4999.587311101249,4855.1978,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.587311101249,1.0,2,,500,1.0
0.0020001759,0.44687328,0.9999987,1.0000867,4999.595852931327,0.19391826220937136,500.0,4999.5483,500.0,0.19391826220937136,100,4999.595852931327,4870.4487,0.002,5.467082e-15,0.75,500.0000043926844,0.0019997684,4999.595852931327,0.99988294,1,1.3668211e-09,500,1.0
0.01,0.4806187,1.0,1.0,4999.521935719095,0.23332960732492744,500.0,4999.522,500.0,0.23332960732492744,100,4999.521935719095,4710.8467,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.521935719095,1.0,2,,500,1.0
0.005,0.4507346,1.0,1.0,4999.560160943234,0.17637430458045036,500.0,4999.541,500.0,0.17637430458045036,100,4999.560160943234,4795.417,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.560160943234,1.0,2,,500,1.0
0.0033333334,271.46753,1.0,1.0,4952.388354861131,221819.41921098018,495.3,4983.8237,500.0,221819.41921098018,100,4952.388354861131,4817.157,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4952.388354861131,1.0,2,,500,1.0
0.0025,235.19641,1.0,1.0,4999.545808600169,0.16620044104255555,500.0,4987.754,500.0,0.16620044104255555,100,4999.545808600169,4843.4165,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.545808600169,1.0,2,,500,1.0
0.0024405923,43.08778,1.0030438,1.2240105,4999.554159010904,0.18357712636932333,500.0,4997.6167,486.5681992376723,0.18357712636932333,100,4999.554159010904,4866.7476,0.0019999999,1.08202926e-07,0.75,486.85654680515756,0.0004088585,4999.554159010904,0.2050515,1,0.02721566,500,1.0276052
0.01,0.41993546,1.0,1.0,4999.606757416335,0.17812750172131206,500.0,4999.6064,500.0,0.17812750172131206,100,4999.606757416335,4710.931,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.606757416335,1.0,2,,500,1.0
0.005,352.6393,1.0,1.0,4949.5656638871005,249956.3656459974,495.01,4974.586,500.0,249956.3656459974,100,4949.5656638871005,4770.462,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4949.5656638871005,1.0,2,,500,1.0
0.0033333334,288.16977,1.0,1.0,4999.572305841589,0.14827249064822856,500.0,4982.9146,500.0,0.14827249064822856,100,4999.572305841589,4816.248,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.572305841589,1.0,2,,500,1.0
0.0025,249.66618,1.0,1.0,4999.535325621033,0.17624066987290082,500.0,4987.07,500.0,0.17624066987290082,100,4999.535325621033,4842.7324,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.535325621033,1.0,2,,500,1.0
0.0028154391,133.7864,1.0018251,1.4102888,4999.54306556171,0.17232240523262707,500.0,4993.5864,486.2627399951215,0.17232240523262707,100,4999.54306556171,4862.6763,0.0019999999,1.0862908e-07,0.75,486.80611433168895,0.0006172813,4999.54306556171,0.30920395,1,0.027256487,500,1.0282507
0.01,0.48268917,1.0,1.0,4999.460691674744,0.23534411921717774,500.0,4999.461,500.0,0.23534411921717774,100,4999.460691674744,4710.786,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.460691674744,1.0,2,,500,1.0
0.005,0.434388,1.0,1.0,4999.518567910951,0.1441677040643135,500.0,4999.4893,500.0,0.1441677040643135,100,4999.518567910951,4795.365,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.518567910951,1.0,2,,500,1.0
0.0033333334,0.43878978,1.0,1.0,4999.541065344627,0.2004689848995115,500.0,4999.507,500.0,0.2004689848995115,100,4999.541065344627,4832.8403,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.541065344627,1.0,2,,500,1.0
0.0025,0.43682113,1.0,1.0,4999.542789015389,0.18653061696260922,500.0,4999.5156,500.0,0.18653061696260922,100,4999.542789015389,4855.178,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.542789015389,1.0,2,,500,1.0
0.002,0.4334265,1.0,1.0,4999.588715271692,0.1735126723054627,500.0,4999.531,500.0,0.1735126723054627,100,4999.588715271692,4870.431,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.588715271692,1.0,1,,500,1.0
0.01,0.41969085,1.0,1.0,4999.5598591463,0.1779147973167569,500.0,4999.5596,500.0,0.1779147973167569,100,4999.5598591463,4710.8843,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.5598591463,1.0,2,,500,1.0
0.005,0.43549046,1.0,1.0,4999.487820687432,0.20260942763610879,500.0,4999.5234,500.0,0.20260942763610879,100,4999.487820687432,4795.3994,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.487820687432,1.0,2,,500,1.0
0.0033333334,0.43003643,1.0,1.0,4999.578921525402,0.17522956985226237,500.0,4999.542,500.0,0.17522956985226237,100,4999.578921525402,4832.8755,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.578921525402,1.0,2,,500,1.0
0.0025,0.44255033,1.0,1.0,4999.582445767506,0.2296946309892216,500.0,4999.5522,500.0,0.2296946309892216,100,4999.582445767506,4855.215,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.582445767506,1.0,2,,500,1.0
0.0020134894,0.4428955,0.9999691,1.0067136,4999.5388743955,0.2009508281789983,500.0,4999.551,499.9981522628403,0.2009508281789983,100,4999.5388743955,4870.451,0.002,1.5816461e-11,0.75,499.9979539343371,0.0019857201,4999.5388743955,0.9928294,1,3.953874e-06,500,1.0000037
0.01,0.37128416,1.0,1.0,4999.625339662783,0.13927038676633788,500.0,4999.6255,500.0,0.13927038676633788,100,4999.625339662783,4710.95,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.625339662783,1.0,2,,500,1.0
0.005,0.4109633,1.0,1.0,4999.495981709108,0.19350744450578275,500.0,4999.5605,500.0,0.19350744450578275,100,4999.495981709108,4795.4365,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.495981709108,1.0,2,,500,1.0
0.0033333334,0.4047395,1.0,1.0,4999.645355305103,0.15036712852182785,500.0,4999.5894,500.0,0.15036712852182785,100,4999.645355305103,4832.923,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.645355305103,1.0,2,,500,1.0
0.0025,0.42939028,1.0,1.0,4999.502971864845,0.24294832732129548,500.0,4999.5674,500.0,0.24294832732129548,100,4999.502971864845,4855.23,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.502971864845,1.0,2,,500,1.0
0.0020009978,0.4167168,1.0000019,1.0005008,4999.656381929517,0.12602387626656755,500.0,4999.586,500.0,0.12602387626656755,100,4999.656381929517,4870.4863,0.002,3.191267e-13,0.75,499.99991258640637,0.001997377,4999.656381929517,0.9986905,1,7.978154e-08,500,1.0
0.01,0.39443302,1.0,1.0,4999.617970946439,0.15714910994170675,500.0,4999.6177,500.0,0.15714910994170675,100,4999.617970946439,4710.9424,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.617970946439,1.0,2,,500,1.0
0.005,0.41075012,1.0,1.0,4999.558610615467,0.1819154029024193,500.0,4999.588,500.0,0.1819154029024193,100,4999.558610615467,4795.464,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.558610615467,1.0,2,,500,1.0
0.0033333334,0.40937027,1.0,1.0,4999.61859675258,0.16636789051223388,500.0,4999.599,500.0,0.16636789051223388,100,4999.61859675258,4832.9326,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.61859675258,1.0,2,,500,1.0
0.0025,0.4404764,1.0,1.0,4999.5083935027305,0.2699502903562746,500.0,4999.575,500.0,0.2699502903562746,100,4999.5083935027305,4855.238,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.5083935027305,1.0,2,,500,1.0
0.0020114842,0.4370891,0.99991506,1.0056567,4999.596455035259,0.18346251231437888,500.0,4999.581,499.9975562215084,0.18346251231437888,100,4999.596455035259,4870.4814,0.0019999999,1.5588437e-11,0.75,499.998126995401,0.0019811112,4999.596455035259,0.9904715,1,3.8964436e-06,500,1.0000049
0.01,0.39972255,1.0,1.0,4999.5665278722245,0.16139208028584148,500.0,4999.5664,500.0,0.16139208028584148,100,4999.5665278722245,4710.891,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.5665278722245,1.0,2,,500,1.0
0.005,0.4191446,1.0,1.0,4999.5328334120795,0.19297020477977264,500.0,4999.5493,500.0,0.19297020477977264,100,4999.5328334120795,4795.4253,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.5328334120795,1.0,2,,500,1.0
0.0033333334,0.40684384,1.0,1.0,4999.592021530086,0.14545317560542603,500.0,4999.5635,500.0,0.14545317560542603,100,4999.592021530086,4832.897,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.592021530086,1.0,2,,500,1.0
0.0025,0.41029522,1.0,1.0,4999.515121556366,0.1767809560133032,500.0,4999.552,500.0,0.1767809560133032,100,4999.515121556366,4855.2144,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.515121556366,1.0,2,,500,1.0
0.002,0.40819487,1.0,1.0,4999.607114611176,0.15888621053591578,500.0,4999.5635,500.0,0.15888621053591578,100,4999.607114611176,4870.464,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.607114611176,1.0,1,,500,1.0
0.01,0.43209428,1.0,1.0,4999.527071113941,0.18858697521436357,500.0,4999.527,500.0,0.18858697521436357,100,4999.527071113941,4710.8516,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.527071113941,1.0,2,,500,1.0
0.005,0.4392391,1.0,1.0,4999.499488767728,0.2007768274331417,500.0,4999.513,500.0,0.2007768274331417,100,4999.499488767728,4795.389,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.499488767728,1.0,2,,500,1.0
0.0033333334,0.45975345,1.0,1.0,4999.5058277043945,0.25071317448961167,500.0,4999.511,500.0,0.25071317448961167,100,4999.5058277043945,4832.8447,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.5058277043945,1.0,2,,500,1.0
0.0025,0.4489522,1.0,1.0,4999.548055565579,0.17281481404573223,500.0,4999.5205,500.0,0.17281481404573223,100,4999.548055565579,4855.183,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.548055565579,1.0,2,,500,1.0
0.0020244028,0.44742486,0.99978715,1.011986,4999.563846795697,0.19924427249204946,500.0,4999.53,499.9930859568154,0.19924427249204946,100,4999.563846795697,4870.4297,0.002,6.51563e-11,0.75,499.9918082483108,0.001968287,4999.563846795697,0.983934,1,1.6282136e-05,500,1.0000138
0.01,0.42737702,1.0,1.0,4999.587950486606,0.1844934855874274,500.0,4999.5874,500.0,0.1844934855874274,100,4999.587950486606,4710.912,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.587950486606,1.0,2,,500,1.0
0.005,0.39927405,1.0,1.0,4999.61023884056,0.1373031328768625,500.0,4999.599,500.0,0.1373031328768625,100,4999.61023884056,4795.475,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.61023884056,1.0,2,,500,1.0
0.0033333334,0.39444512,1.0,1.0,4999.559824907843,0.1483798970138369,500.0,4999.586,500.0,0.1483798970138369,100,4999.559824907843,4832.9194,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.559824907843,1.0,2,,500,1.0
0.0025,0.41839603,1.0,1.0,4999.49354845125,0.229328560759139,500.0,4999.5625,500.0,0.229328560759139,100,4999.49354845125,4855.225,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.49354845125,1.0,2,,500,1.0
0.0020004187,0.41408992,1.0000005,1.0002098,4999.6357819403165,0.1544921187994952,500.0,4999.578,500.0,0.1544921187994952,100,4999.6357819403165,4870.4785,0.0020000003,1.8284128e-14,0.75,499.9998978293477,0.0019991994,4999.6357819403165,0.99960023,1,4.5711523e-09,500,1.0
0.01,0.39331374,1.0,1.0,4999.590755885946,0.1562502256746769,500.0,4999.591,500.0,0.1562502256746769,100,4999.590755885946,4710.9155,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.590755885946,1.0,2,,500,1.0
0.005,0.43782884,1.0,1.0,4999.531081934908,0.22919678499267762,500.0,4999.561,500.0,0.22919678499267762,100,4999.531081934908,4795.437,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.531081934908,1.0,2,,500,1.0
0.0033333334,0.4405494,1.0,1.0,4999.510738023837,0.19915591993534698,500.0,4999.5444,500.0,0.19915591993534698,100,4999.510738023837,4832.878,0.0033333336,5.4391416e-20,0.75,299.999969473632,0.0033333334,4999.510738023837,1.0,2,,500,1.0
0.0025,0.43303823,1.0,1.0,4999.489581133419,0.1672828264835522,500.0,4999.5303,500.0,0.1672828264835522,100,4999.489581133419,4855.193,0.0024999997,5.434597e-20,0.75,400.0,0.0025,4999.489581133419,1.0,2,,500,1.0
0.002,0.4284136,1.0,1.0,4999.612508717443,0.16386699469085322,500.0,4999.5474,500.0,0.16386699469085322,100,4999.612508717443,4870.4478,0.0020000003,5.431875e-20,0.75,500.00000664260017,0.002,4999.612508717443,1.0,1,,500,1.0
0.01,0.37368912,1.0,1.0,4999.580082040074,0.14105629351009313,500.0,4999.58,500.0,0.14105629351009313,100,4999.580082040074,4710.905,0.009999998,3.5044917e-18,0.75,100.0,0.01,4999.580082040074,1.0,2,,500,1.0
0.005,0.41674328,1.0,1.0,4999.5276930979535,0.2084297753663432,500.0,4999.5537,500.0,0.2084297753663432,100,4999.5276930979535,4795.4297,0.0049999994,2.179301e-19,0.75,200.00000010221265,0.005,4999.5276930979535,1.0,2,,500,1.0
