ESSClassic,Delta,J,ESSRenyi,IterType,MaxVanillaIw,eRenyi2,EpsThisIter,VarRet,AvgNormIw,MaxNormIw,AvgDiscRet,VarDiscRet,AvgEpLen,VarVanillaIw,MinVanillaIw,BatchSize,Bound,MinNormIw,VarJ,VarNormIw,AvgRet,VanillaAvgRet,AvgVanillaIw
83.8470252292,0.4,-597.794,85.4132170733,1,2.81964,1.17078,100,4852.00816751,0.01,0.0256284,-618.464984343,4852.00816751,500.0,0.235543,0.127374,100,-712.076,0.00115774,51.899,1.94594e-05,-618.464984343,-618.464984343,1.1002
90.3369269997,0.4,-601.362,91.4475784882,1,1.52648,1.09352,100,4058.60245102,0.01,0.0156685,-611.911256521,4058.60245102,500.0,0.102552,0.217219,100,-725.19,0.00222963,56.2817,1.08047e-05,-611.911256521,-611.911256521,0.97424
92.5869771539,0.4,-581.413,93.2878434221,1,1.62001,1.07195,100,3297.39050503,0.01,0.0161031,-589.23270471,3297.39050503,500.0,0.0818516,0.411585,100,-688.188,0.0040912,52.7927,8.08743e-06,-589.23270471,-589.23270471,1.00602
94.8444534033,0.4,-583.738,95.0743970104,1,1.57405,1.05181,100,2750.70020374,0.01,0.0156412,-588.823508257,2750.70020374,500.0,0.0556065,0.417788,100,-682.277,0.00415151,49.5622,5.49069e-06,-588.823508257,-588.823508257,1.00635
94.0701575059,0.4,-585.339,95.0332739626,1,1.88093,1.05226,100,1999.33108167,0.01,0.0191277,-590.055018924,1999.33108167,500.0,0.0615708,0.492526,100,-675.934,0.00500864,44.1699,6.3673e-06,-590.055018924,-590.055018924,0.983354
82.9713298124,0.4,-573.927,87.7565749631,1,2.54839,1.13952,100,2589.92402371,0.01,0.0249403,-585.408623331,2589.92402371,500.0,0.216443,0.226558,100,-666.215,0.00221726,55.6122,2.07309e-05,-585.408623331,-585.408623331,1.02179
95.0880674287,0.4,-583.359,96.3853738328,1,2.13807,1.0375,100,4668.60607427,0.01,0.0206772,-588.300148175,4668.60607427,500.0,0.0557895,0.741422,100,-711.097,0.00717026,61.0529,5.21785e-06,-588.300148175,-588.300148175,1.03402
90.8302892198,0.4,-575.363,93.6346241726,1,1.91597,1.06798,100,2981.07087198,0.01,0.0196507,-582.349215366,2981.07087198,500.0,0.0969418,0.255123,100,-674.568,0.00261661,53.3317,1.01974e-05,-582.349215366,-582.349215366,0.975014
91.8906752714,0.4,-574.338,93.1503581887,1,1.68204,1.07353,100,3005.65807949,0.01,0.0175526,-581.085861793,3005.65807949,500.0,0.0818595,0.20812,100,-671.876,0.00217179,52.2493,8.91413e-06,-581.085861793,-581.085861793,0.958286
92.4288356357,0.4,-562.749,94.0330975203,1,2.22296,1.06346,100,1605.33437698,0.01,0.0224244,-568.006094168,1605.33437698,500.0,0.08131,0.441324,100,-653.796,0.00445191,41.1075,8.27411e-06,-568.006094168,-568.006094168,0.991315
68.2516640099,0.4,-555.993,78.9282716516,1,3.77226,1.26697,100,2179.18575607,0.01,0.0411688,-573.224382885,2179.18575607,500.0,0.394491,0.117592,100,-651.542,0.00128335,67.1502,4.69864e-05,-573.224382885,-573.224382885,0.916289
89.4215896387,0.4,-556.258,93.1116265105,1,2.43186,1.07398,100,1977.23681099,0.01,0.0242074,-562.240019159,1977.23681099,500.0,0.120593,0.342564,100,-642.746,0.00340998,45.0503,1.19493e-05,-562.240019159,-562.240019159,1.00459
90.9711030371,0.4,-552.113,91.4739143767,1,1.80963,1.09321,100,2185.07571084,0.01,0.0180552,-559.738408039,2185.07571084,500.0,0.10071,0.321261,100,-646.266,0.00320531,47.0665,1.00253e-05,-559.738408039,-559.738408039,1.00228
93.0577665882,0.4,-541.824,92.6475043369,1,2.11086,1.07936,100,1869.81296936,0.01,0.0213083,-547.687815928,1869.81296936,500.0,0.0739493,0.419287,100,-624.094,0.00423253,47.5725,7.5355e-06,-547.687815928,-547.687815928,0.990629
96.4292134512,0.4,-548.458,96.655498934,1,1.41999,1.0346,100,22300.9676133,0.01,0.0142772,-558.111914413,22300.9676133,500.0,0.0370002,0.29865,100,-792.541,0.00300276,86.4476,3.74041e-06,-558.111914413,-558.111914413,0.994586
95.0806416819,0.4,-537.658,95.7122032658,1,1.98542,1.0448,100,1694.87933747,0.01,0.0200852,-541.056038602,1694.87933747,500.0,0.0510659,0.48219,100,-620.779,0.004878,45.6049,5.22611e-06,-541.056038602,-541.056038602,0.988499
95.7118230446,0.4,-546.933,95.649952931,1,1.57931,1.04548,100,1870.90129242,0.01,0.0161345,-550.593660972,1870.90129242,500.0,0.0433608,0.548314,100,-631.034,0.00560167,46.5936,4.52557e-06,-550.593660972,-550.593660972,0.97884
81.977030486,0.4,-526.749,85.2399980328,1,2.95037,1.17316,100,2658.29864055,0.01,0.0290498,-539.644407847,2658.29864055,500.0,0.229068,0.161501,100,-615.053,0.00159017,61.5822,2.22075e-05,-539.644407847,-539.644407847,1.01562
93.1759668906,0.4,-527.612,94.8186622789,1,1.72149,1.05464,100,2108.32256556,0.01,0.0175266,-532.301407873,2108.32256556,500.0,0.0713703,0.27061,100,-614.118,0.00275509,42.3374,7.3978e-06,-532.301407873,-532.301407873,0.982217
89.3684957809,0.4,-522.382,90.739036873,1,1.97673,1.10206,100,2080.32919321,0.01,0.0195005,-530.65848542,2080.32919321,500.0,0.123476,0.402871,100,-613.646,0.00397432,45.4008,1.20164e-05,-530.65848542,-530.65848542,1.01369
67.8140805077,0.4,-527.471,84.7988120131,1,7.20903,1.17926,100,2184.21049814,0.01,0.0707814,-538.616243655,2184.21049814,500.0,0.497309,0.308487,100,-617.94,0.00302886,69.2305,4.79414e-05,-538.616243655,-538.616243655,1.01849
93.03400724,0.4,-523.972,93.6465405202,1,2.4005,1.06785,100,1884.50538407,0.01,0.0236527,-529.166604055,1884.50538407,500.0,0.0779018,0.531662,100,-606.735,0.0052386,45.4095,7.5632e-06,-529.166604055,-529.166604055,1.01489
89.9788866442,0.4,-522.697,91.0380471953,1,2.00283,1.09844,100,1723.90708502,0.01,0.0209377,-529.347976828,1723.90708502,500.0,0.102936,0.216275,100,-604.962,0.00226096,45.5443,1.12497e-05,-529.347976828,-529.347976828,0.956566
90.1198992282,0.4,-512.237,91.663418577,1,1.88129,1.09095,100,2121.86276196,0.01,0.0188279,-519.615315239,2121.86276196,500.0,0.110564,0.292373,100,-593.818,0.00292605,43.6417,1.1074e-05,-519.615315239,-519.615315239,0.999206
89.7984217301,0.4,-507.58,90.3578527756,1,1.72129,1.10671,100,1760.91802529,0.01,0.0181019,-514.432109411,1760.91802529,500.0,0.103759,0.377429,100,-585.995,0.00396922,46.2883,1.14753e-05,-514.432109411,-514.432109411,0.95089
94.1991209799,0.4,-516.221,95.9995312523,1,2.16646,1.04167,100,1940.97827483,0.01,0.0218792,-519.942470129,1940.97827483,500.0,0.0609886,0.335028,100,-607.108,0.00338348,41.9892,6.22031e-06,-519.942470129,-519.942470129,0.990189
88.3374402121,0.4,-510.197,91.8983477244,1,1.70491,1.08816,100,1598.73807533,0.01,0.017152,-516.748897488,1598.73807533,500.0,0.131761,0.174826,100,-591.292,0.00175881,39.6173,1.33357e-05,-516.748897488,-516.748897488,0.994001
77.5180962036,0.4,-495.455,84.5443422487,1,3.40892,1.18281,100,2417.31489442,0.01,0.0324259,-509.72749782,2417.31489442,500.0,0.323775,0.121263,100,-579.931,0.00115346,50.115,2.92951e-05,-509.72749782,-509.72749782,1.0513
87.4492083294,0.4,-493.321,89.5412740625,1,3.01834,1.1168,100,1998.57225093,0.01,0.0302935,-501.323669385,1998.57225093,500.0,0.143919,0.295157,100,-570.304,0.00296234,45.5592,1.44971e-05,-501.323669385,-501.323669385,0.996367
89.8341052517,0.4,-484.281,89.6544471282,1,1.92641,1.11539,100,2058.14734445,0.01,0.018781,-492.695237426,2058.14734445,500.0,0.120262,0.334676,100,-566.093,0.00326284,43.9005,1.14306e-05,-492.695237426,-492.695237426,1.02572
93.823207708,0.4,-484.74,94.7654042777,1,1.74881,1.05524,100,2485.32363164,0.01,0.0171733,-488.985109348,2485.32363164,500.0,0.0689593,0.260708,100,-570.539,0.00256016,52.1028,6.64994e-06,-488.985109348,-488.985109348,1.01833
86.2822726596,0.4,-481.894,90.0189060341,1,2.00104,1.11088,100,1784.82003474,0.01,0.0199873,-489.43109442,1784.82003474,500.0,0.160963,0.171116,100,-555.131,0.00170919,49.1821,1.60593e-05,-489.43109442,-489.43109442,1.00115
86.6329696544,0.4,-486.314,92.5783746941,1,2.851,1.08017,100,2034.45060119,0.01,0.0273899,-491.494296298,2034.45060119,500.0,0.168862,0.307745,100,-563.232,0.00295654,47.7097,1.55854e-05,-491.494296298,-491.494296298,1.0409
91.877744657,0.4,-482.061,91.7745123191,1,1.71619,1.08963,100,2132.8266521,0.01,0.016907,-488.122141202,2132.8266521,500.0,0.0920085,0.280903,100,-557.854,0.00276731,49.4389,8.92958e-06,-488.122141202,-488.122141202,1.01508
93.0285647803,0.4,-472.814,92.8001876224,1,1.71328,1.07758,100,1664.18501708,0.01,0.0176094,-478.082578429,1664.18501708,500.0,0.0716538,0.345001,100,-546.197,0.00354597,40.6778,7.56955e-06,-478.082578429,-478.082578429,0.972937
92.5168548423,0.4,-472.292,93.385339453,1,1.59013,1.07083,100,1539.42989884,0.01,0.0164182,-477.241833693,1539.42989884,500.0,0.0766374,0.290892,100,-546.416,0.00300349,39.9068,8.17013e-06,-477.241833693,-477.241833693,0.968514
91.1872481284,0.4,-470.254,92.3359353493,1,1.64556,1.083,100,1596.9872867,0.01,0.0165404,-475.794853473,1596.9872867,500.0,0.096622,0.334772,100,-544.823,0.00336497,41.3082,9.76206e-06,-475.794853473,-475.794853473,0.994872
93.8880876794,0.4,-467.882,93.4733623569,1,1.53589,1.06982,100,1869.14559017,0.01,0.0154197,-472.914925534,1869.14559017,500.0,0.0652379,0.26648,100,-543.539,0.00267536,39.1478,6.57556e-06,-472.914925534,-472.914925534,0.996055
92.4914992744,0.4,-462.369,91.6281651643,1,1.87708,1.09137,100,1767.34742834,0.01,0.0188167,-468.263063855,1767.34742834,500.0,0.0816018,0.346227,100,-535.729,0.00347073,42.8345,8.20008e-06,-468.263063855,-468.263063855,0.997564
94.0546768195,0.4,-460.768,94.739824875,1,1.98079,1.05552,100,1526.39247038,0.01,0.019762,-464.963102221,1526.39247038,500.0,0.0641466,0.409553,100,-532.582,0.00408605,38.6491,6.38499e-06,-464.963102221,-464.963102221,1.00232
93.5434581628,0.4,-459.135,93.9387050702,1,2.12524,1.06452,100,1408.52711583,0.01,0.0205532,-463.334695664,1408.52711583,500.0,0.0745428,0.430878,100,-529.924,0.00416703,38.0146,6.97189e-06,-463.334695664,-463.334695664,1.03402
4.98419104604,0.4,-405.265,43.1318974284,1,71.7219,2.31847,100,1546.95541151,0.01,0.441991,-464.362725773,1546.95541151,500.0,50.7041,0.0841683,100,-509.123,0.000518693,304.33,0.0019256,-464.362725773,-464.362725773,1.6227
94.6117872993,0.4,-459.766,95.0484028482,1,2.18136,1.0521,100,1499.29289438,0.01,0.0215499,-463.219202217,1499.29289438,500.0,0.0589428,0.63119,100,-530.687,0.00623561,39.6988,5.75265e-06,-463.219202217,-463.219202217,1.01223
87.4892199985,0.4,-461.836,90.7016368145,1,2.31222,1.10252,100,1766.66847197,0.01,0.0224767,-468.281378971,1766.66847197,500.0,0.152858,0.304393,100,-535.169,0.00295896,43.4676,1.44443e-05,-468.281378971,-468.281378971,1.02872
97.05843281,0.4,-453.726,97.2489627181,1,1.40963,1.02829,100,1159.08153297,0.01,0.0137785,-455.662198736,1159.08153297,500.0,0.0320418,0.563453,100,-525.937,0.0055075,33.7189,3.06133e-06,-455.662198736,-455.662198736,1.02307
97.714929772,0.4,-458.537,97.1412570983,1,1.51792,1.02943,100,1641.55566582,0.01,0.0152599,-460.553757062,1641.55566582,500.0,0.0233723,0.605389,100,-530.04,0.00608608,42.6477,2.36214e-06,-460.553757062,-460.553757062,0.994712
94.3187747098,0.4,-448.812,94.8113855836,1,1.68863,1.05473,100,1574.80740738,0.01,0.0168993,-452.565550481,1574.80740738,500.0,0.0607491,0.571806,100,-519.379,0.00572248,39.4828,6.0843e-06,-452.565550481,-452.565550481,0.999228
96.3131459243,0.4,-450.983,95.7646397231,1,1.58591,1.04423,100,1581.80309426,0.01,0.0162775,-453.920448297,1581.80309426,500.0,0.036704,0.53747,100,-519.981,0.00551651,40.2692,3.86663e-06,-453.920448297,-453.920448297,0.974294
89.9971560218,0.4,-439.582,90.5860703451,1,1.5827,1.10392,100,1737.40135476,0.01,0.0155258,-447.075270859,1737.40135476,500.0,0.116666,0.240864,100,-516.794,0.00236282,38.678,1.12269e-05,-447.075270859,-447.075270859,1.0194
95.460807597,0.4,-444.909,95.2775062909,1,2.10079,1.04957,100,1866.28568099,0.01,0.0203406,-448.36439803,1866.28568099,500.0,0.0512337,0.572223,100,-518.657,0.00554047,42.2055,4.80305e-06,-448.36439803,-448.36439803,1.03281
91.9825535039,0.4,-441.464,91.5439612156,1,1.82655,1.09237,100,1825.30991819,0.01,0.0177772,-447.562777002,1825.30991819,500.0,0.0929466,0.350735,100,-514.042,0.00341358,44.1359,8.8043e-06,-447.562777002,-447.562777002,1.02747
95.7111929529,0.4,-444.75,95.4105484026,1,2.12033,1.0481,100,1771.30149818,0.01,0.0205431,-448.452662712,1771.30149818,500.0,0.0482185,0.463156,100,-518.16,0.00448735,41.6019,4.52625e-06,-448.452662712,-448.452662712,1.03214
90.5293845868,0.4,-449.212,91.608292636,1,1.88867,1.0916,100,1631.73352164,0.01,0.0181831,-455.433791958,1631.73352164,500.0,0.114008,0.243468,100,-519.53,0.00234397,41.2851,1.05671e-05,-455.433791958,-455.433791958,1.0387
91.6856372905,0.4,-435.788,92.5383612543,1,1.72985,1.08063,100,1660.68662006,0.01,0.0168668,-441.787880478,1660.68662006,500.0,0.0963477,0.147569,100,-512.243,0.00143887,39.8566,9.15996e-06,-441.787880478,-441.787880478,1.02559
92.4004650994,0.4,-444.617,91.9179232876,1,2.15896,1.08793,100,1488.58712285,0.01,0.0216553,-450.375961065,1488.58712285,500.0,0.0825733,0.374727,100,-515.05,0.00375867,38.1607,8.30764e-06,-450.375961065,-450.375961065,0.996968
90.2522231164,0.4,-434.91,89.3715254916,1,1.98412,1.11892,100,2252.83535905,0.01,0.0195528,-443.023748027,2252.83535905,500.0,0.11234,0.20836,100,-513.735,0.00205331,44.4989,1.09097e-05,-443.023748027,-443.023748027,1.01475
96.8875881661,0.4,-445.139,96.8706846995,1,1.48263,1.0323,100,1824.91590826,0.01,0.014384,-447.29725706,1824.91590826,500.0,0.0344753,0.417927,100,-513.115,0.00405456,42.2869,3.24486e-06,-447.29725706,-447.29725706,1.03076
94.6923143149,0.4,-435.138,94.5312539618,1,1.48906,1.05785,100,1385.25018312,0.01,0.0148615,-438.947809236,1385.25018312,500.0,0.05684,0.424381,100,-505.56,0.00423551,36.8169,5.66181e-06,-438.947809236,-438.947809236,1.00196
90.7368416711,0.4,-428.865,92.7191968102,1,2.37055,1.07853,100,1829.73743606,0.01,0.022459,-434.127447684,1829.73743606,500.0,0.114884,0.386113,100,-499.734,0.00365809,48.9349,1.03119e-05,-434.127447684,-434.127447684,1.0555
92.0631612608,0.4,-433.192,93.8085687939,1,2.38769,1.066,100,1164.887187,0.01,0.0236952,-437.03193692,1164.887187,500.0,0.0884229,0.578217,100,-498.752,0.00573816,37.9551,8.70819e-06,-437.03193692,-437.03193692,1.00767
95.0390617841,0.4,-435.766,96.1948453483,1,1.45448,1.03956,100,1510.63944764,0.01,0.0149155,-439.080468989,1510.63944764,500.0,0.0501381,0.329198,100,-508.005,0.00337587,35.6386,5.27259e-06,-439.080468989,-439.080468989,0.975151
96.3650615567,0.4,-426.969,96.0163980642,1,1.4189,1.04149,100,1434.48134821,0.01,0.0142134,-429.844605526,1434.48134821,500.0,0.0379712,0.443322,100,-495.552,0.00444083,36.2286,3.81018e-06,-429.844605526,-429.844605526,0.998285
96.7483151249,0.4,-436.539,96.7969099238,1,1.31954,1.03309,100,1885.78857123,0.01,0.0131872,-438.933220274,1885.78857123,500.0,0.0339917,0.49295,100,-507.952,0.00492645,42.4352,3.39496e-06,-438.933220274,-438.933220274,1.00062
92.2790811828,0.4,-430.727,94.5087926915,1,1.77302,1.0581,100,1459.3449404,0.01,0.0176775,-434.627046828,1459.3449404,500.0,0.0850185,0.290516,100,-500.196,0.00289653,39.1016,8.45142e-06,-434.627046828,-434.627046828,1.00298
95.4394141245,0.4,-425.815,96.1077795602,1,2.16435,1.0405,100,2102.38074867,0.01,0.0208487,-428.91706689,2102.38074867,500.0,0.0520178,0.519895,100,-504.722,0.00500804,44.7747,4.82677e-06,-428.91706689,-428.91706689,1.03812
94.4129545464,0.4,-427.855,94.5843450125,1,1.68977,1.05726,100,1265.44026662,0.01,0.0172252,-431.47700704,1265.44026662,500.0,0.0575233,0.465031,100,-497.069,0.00474044,36.6852,5.97746e-06,-431.47700704,-431.47700704,0.980987
94.4042948495,0.4,-420.215,95.3048061475,1,2.14883,1.04927,100,1676.64820291,0.01,0.0215982,-423.328257175,1676.64820291,500.0,0.0592651,0.385102,100,-488.154,0.00387072,42.407,5.98729e-06,-423.328257175,-423.328257175,0.994911
84.2545900921,0.4,-426.538,89.4628925476,1,2.27695,1.11778,100,1702.36330611,0.01,0.0234248,-434.329079856,1702.36330611,500.0,0.178353,0.27064,100,-500.257,0.00278428,39.8652,1.88766e-05,-434.329079856,-434.329079856,0.972026
96.3548147364,0.4,-428.327,96.4579456361,1,1.76093,1.03672,100,1489.80387607,0.01,0.0179036,-430.737341473,1489.80387607,500.0,0.0369669,0.609712,100,-496.981,0.00619902,39.0205,3.82128e-06,-430.737341473,-430.737341473,0.983562
95.9625522793,0.4,-424.926,96.0544058158,1,1.46335,1.04108,100,1157.07320973,0.01,0.0146771,-427.289988046,1157.07320973,500.0,0.0422463,0.445796,100,-487.823,0.00447123,33.8412,4.24981e-06,-427.289988046,-427.289988046,0.997032
93.9105835082,0.4,-424.622,94.8648883993,1,1.64568,1.05413,100,1595.72267128,0.01,0.0165459,-427.778590399,1595.72267128,500.0,0.0647941,0.49146,100,-491.112,0.00494122,41.7453,6.5498e-06,-427.778590399,-427.778590399,0.994612
87.1509194066,0.4,-420.133,92.1518219758,1,3.06874,1.08517,100,1516.13623749,0.01,0.0287075,-425.041373933,1516.13623749,500.0,0.170174,0.492239,100,-490.5,0.00460481,43.8476,1.48924e-05,-425.041373933,-425.041373933,1.06897
95.349518887,0.4,-426.613,95.6493421791,1,1.53314,1.04549,100,1453.50088829,0.01,0.0153506,-429.979540633,1453.50088829,500.0,0.0491424,0.315467,100,-496.582,0.00315862,37.2039,4.92656e-06,-429.979540633,-429.979540633,0.998749
89.6490071073,0.4,-423.044,92.196750399,1,2.57417,1.08464,100,1820.46708571,0.01,0.025035,-428.613547876,1820.46708571,500.0,0.123305,0.410461,100,-495.152,0.00399193,47.0366,1.16628e-05,-428.613547876,-428.613547876,1.02823
95.0789607582,0.4,-420.24,95.5748562465,1,1.47506,1.0463,100,1141.07357813,0.01,0.0150031,-422.879852502,1141.07357813,500.0,0.0505355,0.404966,100,-483.703,0.00411897,33.4465,5.22802e-06,-422.879852502,-422.879852502,0.983173
95.2022398743,0.4,-416.789,95.7912131293,1,1.64017,1.04394,100,1228.84614367,0.01,0.0165508,-419.347841237,1228.84614367,500.0,0.0499919,0.469635,100,-481.972,0.00473902,36.451,5.09044e-06,-419.347841237,-419.347841237,0.990997
97.1970469726,0.4,-415.569,97.6541876734,1,1.91488,1.02402,100,1286.77039716,0.01,0.0188759,-416.923176874,1286.77039716,500.0,0.0299775,0.688654,100,-480.453,0.00678839,36.9314,2.91291e-06,-416.923176874,-416.923176874,1.01446
89.7130138541,0.4,-417.727,94.8956235111,1,3.55875,1.05379,100,1621.50400828,0.01,0.0354256,-421.233233443,1621.50400828,500.0,0.116885,0.514104,100,-487.755,0.00511766,41.1769,1.15824e-05,-421.233233443,-421.233233443,1.00457
94.8493841625,0.4,-430.15,95.6324732393,1,1.64131,1.04567,100,1558.11619946,0.01,0.0165116,-433.118995752,1558.11619946,500.0,0.0541991,0.346068,100,-498.38,0.00348145,38.7334,5.48517e-06,-433.118995752,-433.118995752,0.994033
98.0799826011,0.4,-416.23,97.9844787389,1,1.31093,1.02057,100,1291.3470657,0.01,0.0131986,-417.642526005,1291.3470657,500.0,0.0195071,0.535142,100,-478.951,0.00538785,34.7527,1.97736e-06,-417.642526005,-417.642526005,0.993239
97.039827666,0.4,-426.382,97.3326430349,1,1.49943,1.0274,100,1598.15465118,0.01,0.0148804,-428.368580295,1598.15465118,500.0,0.0312857,0.505641,100,-497.522,0.00501802,39.2707,3.08125e-06,-428.368580295,-428.368580295,1.00765
91.776644541,0.4,-418.246,94.6453757836,1,2.22133,1.05658,100,1652.92856079,0.01,0.0229557,-421.416693598,1652.92856079,500.0,0.0847477,0.386912,100,-489.027,0.00399843,43.7122,9.0507e-06,-421.416693598,-421.416693598,0.96766
2.74079362635,0.4,-359.893,45.0739146802,1,120.003,2.21858,100,1320.88571259,0.01,0.602212,-418.126624676,1320.88571259,500.0,142.332,0.148773,100,-451.326,0.000746589,215.306,0.00358442,-418.126624676,-418.126624676,1.9927
94.8938851992,0.4,-419.15,94.853861238,1,1.55765,1.05425,100,1249.42822527,0.01,0.0158139,-422.755193864,1249.42822527,500.0,0.0527324,0.461963,100,-486.866,0.00469003,33.5536,5.43518e-06,-422.755193864,-422.755193864,0.98499
95.55942956,0.4,-416.016,95.0032135441,1,1.53356,1.0526,100,1443.60595493,0.01,0.0152052,-419.525521722,1443.60595493,500.0,0.0477474,0.405309,100,-484.123,0.00401862,35.4405,4.69388e-06,-419.525521722,-419.525521722,1.00858
