AvgEpLen,VanillaAvgRet,AvgVanillaIw,J,EpsThisIter,AvgDiscRet,AvgRet,MaxNormIw,MinNormIw,BatchSize,ESSRenyi,VarJ,MinVanillaIw,VarVanillaIw,VarNormIw,VarRet,VarDiscRet,ESSClassic,Bound,Delta,MaxVanillaIw,IterType,eRenyi2,AvgNormIw
61.09,-102.165142201,1.0,-102.15,100,-102.165142201,-102.165142201,0.002,0.002,500,500.0,7.95653,1.0,,5.43187e-20,65.6832263562,65.6832263562,500.000006643,-102.15,1.0,1.0,1,1.0,0.002
62.61,-102.471539584,1.0,-102.472,100,-102.471539584,-102.471539584,0.01,0.01,500,500.0,8.00829,1.0,,3.50449e-18,64.7805003732,64.7805003732,100.0,-102.472,1.0,1.0,2,1.0,0.01
61.37,-101.87842901,1.0,-102.175,100,-101.87842901,-101.87842901,0.005,0.005,500,500.0,8.05266,1.0,,2.1793e-19,66.0424297646,66.0424297646,200.000000102,-102.175,1.0,1.0,2,1.0,0.005
58.67,-102.925831963,1.0,-102.425,100,-102.925831963,-102.925831963,0.00333333,0.00333333,500,500.0,7.7274,1.0,,5.43914e-20,49.5673140403,49.5673140403,299.999969474,-102.425,1.0,1.0,2,1.0,0.00333333
59.11,-102.247591258,1.0,-102.381,100,-102.247591258,-102.247591258,0.0025,0.0025,500,500.0,7.90935,1.0,,5.4346e-20,71.7874295507,71.7874295507,400.0,-102.381,1.0,1.0,2,1.0,0.0025
62.27,-101.80180198,1.0,-102.265,100,-101.80180198,-101.80180198,0.002,0.002,500,500.0,7.95141,1.0,,5.43187e-20,66.2880843933,66.2880843933,500.000006643,-102.265,1.0,1.0,1,1.0,0.002
61.86,-104.060048407,1.0,-104.06,100,-104.060048407,-104.060048407,0.01,0.01,500,500.0,6.63724,1.0,,3.50449e-18,44.4979310904,44.4979310904,100.0,-104.06,1.0,1.0,2,1.0,0.01
62.24,-103.790087016,1.0,-103.925,100,-103.790087016,-103.790087016,0.005,0.005,500,500.0,6.62592,1.0,,2.1793e-19,44.1577547914,44.1577547914,200.000000102,-103.925,1.0,1.0,2,1.0,0.005
62.87,-103.125197401,1.0,-103.658,100,-103.125197401,-103.125197401,0.00333333,0.00333333,500,500.0,6.71567,1.0,,5.43914e-20,47.5440157673,47.5440157673,299.999969474,-103.658,1.0,1.0,2,1.0,0.00333333
63.26,-102.377676844,1.0,-103.338,100,-102.377676844,-102.377676844,0.0025,0.0025,500,500.0,7.02249,1.0,,5.4346e-20,61.3440786969,61.3440786969,400.0,-103.338,1.0,1.0,2,1.0,0.0025
58.84,-103.411849072,1.0,-103.353,100,-103.411849072,-103.411849072,0.002,0.002,500,500.0,7.22671,1.0,,5.43187e-20,64.5060618684,64.5060618684,500.000006643,-103.353,1.0,1.0,1,1.0,0.002
62.33,-104.119684827,1.0,-104.12,100,-104.119684827,-104.119684827,0.01,0.01,500,500.0,7.52047,1.0,,3.50449e-18,57.1288065557,57.1288065557,100.0,-104.12,1.0,1.0,2,1.0,0.01
64.15,-103.308151319,1.0,-103.714,100,-103.308151319,-103.308151319,0.005,0.005,500,500.0,7.75483,1.0,,2.1793e-19,64.0281843618,64.0281843618,200.000000102,-103.714,1.0,1.0,2,1.0,0.005
62.09,-103.361363321,1.0,-103.596,100,-103.361363321,-103.361363321,0.00333333,0.00333333,500,500.0,7.92932,1.0,,5.43914e-20,68.9542632502,68.9542632502,299.999969474,-103.596,1.0,1.0,2,1.0,0.00333333
59.53,-103.362945603,1.0,-103.538,100,-103.362945603,-103.362945603,0.0025,0.0025,500,500.0,7.73387,1.0,,5.4346e-20,51.098517892,51.098517892,400.0,-103.538,1.0,1.0,2,1.0,0.0025
60.78,-102.588872528,1.0,-103.348,100,-102.588872528,-102.588872528,0.002,0.002,500,500.0,7.93772,1.0,,5.43187e-20,75.82378646,75.82378646,500.000006643,-103.348,1.0,1.0,1,1.0,0.002
57.24,-102.842345373,1.0,-102.842,100,-102.842345373,-102.842345373,0.01,0.01,500,500.0,7.78593,1.0,,3.50449e-18,61.2331135014,61.2331135014,100.0,-102.842,1.0,1.0,2,1.0,0.01
63.0,-102.711515659,1.0,-102.777,100,-102.711515659,-102.711515659,0.005,0.005,500,500.0,7.71003,1.0,,2.1793e-19,58.8484114329,58.8484114329,200.000000102,-102.777,1.0,1.0,2,1.0,0.005
61.34,-102.680893292,1.0,-102.745,100,-102.680893292,-102.680893292,0.00333333,0.00333333,500,500.0,8.65438,1.0,,5.43914e-20,106.868269983,106.868269983,299.999969474,-102.745,1.0,1.0,2,1.0,0.00333333
64.76,-102.626194466,1.0,-102.715,100,-102.626194466,-102.626194466,0.0025,0.0025,500,500.0,8.4909,1.0,,5.4346e-20,64.3193636024,64.3193636024,400.0,-102.715,1.0,1.0,2,1.0,0.0025
62.78,-103.105477547,1.0,-102.793,100,-103.105477547,-103.105477547,0.002,0.002,500,500.0,8.37831,1.0,,5.43187e-20,63.1077039695,63.1077039695,500.000006643,-102.793,1.0,1.0,1,1.0,0.002
68.89,-101.763274386,1.0,-101.763,100,-101.763274386,-101.763274386,0.01,0.01,500,500.0,8.26349,1.0,,3.50449e-18,68.9750554855,68.9750554855,100.0,-101.763,1.0,1.0,2,1.0,0.01
59.73,-101.66448301,1.0,-101.714,100,-101.66448301,-101.66448301,0.005,0.005,500,500.0,9.20055,1.0,,2.1793e-19,102.030498574,102.030498574,200.000000102,-101.714,1.0,1.0,2,1.0,0.005
64.09,-103.522760033,1.0,-102.317,100,-103.522760033,-103.522760033,0.00333333,0.00333333,500,500.0,8.74899,1.0,,5.43914e-20,58.7398646172,58.7398646172,299.999969474,-102.317,1.0,1.0,2,1.0,0.00333333
64.5,-104.054882607,1.0,-102.751,100,-104.054882607,-104.054882607,0.0025,0.0025,500,500.0,8.41256,1.0,,5.4346e-20,51.7016029165,51.7016029165,400.0,-102.751,1.0,1.0,2,1.0,0.0025
61.56,-103.45115853,1.0,-102.891,100,-103.45115853,-103.45115853,0.002,0.002,500,500.0,8.17622,1.0,,5.43187e-20,51.28969936,51.28969936,500.000006643,-102.891,1.0,1.0,1,1.0,0.002
56.82,-101.508250072,1.0,-101.508,100,-101.508250072,-101.508250072,0.01,0.01,500,500.0,8.41514,1.0,,3.50449e-18,71.5298736856,71.5298736856,100.0,-101.508,1.0,1.0,2,1.0,0.01
57.74,-102.79493473,1.0,-102.152,100,-102.79493473,-102.79493473,0.005,0.005,500,500.0,8.1396,1.0,,2.1793e-19,61.4784421351,61.4784421351,200.000000102,-102.152,1.0,1.0,2,1.0,0.005
62.63,-102.874159985,1.0,-102.392,100,-102.874159985,-102.874159985,0.00333333,0.00333333,500,500.0,7.94589,1.0,,5.43914e-20,57.1288722728,57.1288722728,299.999969474,-102.392,1.0,1.0,2,1.0,0.00333333
69.25,-103.214517905,1.0,-102.598,100,-103.214517905,-103.214517905,0.0025,0.0025,500,500.0,7.62326,1.0,,5.4346e-20,42.9677602205,42.9677602205,400.0,-102.598,1.0,1.0,2,1.0,0.0025
60.45,-101.764493709,1.0,-102.431,100,-101.764493709,-101.764493709,0.002,0.002,500,500.0,7.79825,1.0,,5.43187e-20,71.7692042423,71.7692042423,500.000006643,-102.431,1.0,1.0,1,1.0,0.002
62.15,-103.606778715,1.0,-103.607,100,-103.606778715,-103.606778715,0.01,0.01,500,500.0,7.01312,1.0,,3.50449e-18,49.6806198307,49.6806198307,100.0,-103.607,1.0,1.0,2,1.0,0.01
67.0,-102.995556592,1.0,-103.301,100,-102.995556592,-102.995556592,0.005,0.005,500,500.0,8.05674,1.0,,2.1793e-19,81.2641929365,81.2641929365,200.000000102,-103.301,1.0,1.0,2,1.0,0.005
63.58,-100.175706329,1.0,-102.259,100,-100.175706329,-100.175706329,0.00333333,0.00333333,500,500.0,8.68341,1.0,,5.43914e-20,90.7781136991,90.7781136991,299.999969474,-102.259,1.0,1.0,2,1.0,0.00333333
57.76,-102.68835821,1.0,-102.367,100,-102.68835821,-102.68835821,0.0025,0.0025,500,500.0,8.31658,1.0,,5.4346e-20,50.8271261829,50.8271261829,400.0,-102.367,1.0,1.0,2,1.0,0.0025
61.49,-101.963551375,1.0,-102.286,100,-101.963551375,-101.963551375,0.002,0.002,500,500.0,8.29566,1.0,,5.43187e-20,67.9776533047,67.9776533047,500.000006643,-102.286,1.0,1.0,1,1.0,0.002
63.66,-103.190413082,1.0,-103.19,100,-103.190413082,-103.190413082,0.01,0.01,500,500.0,7.98789,1.0,,3.50449e-18,64.4509452902,64.4509452902,100.0,-103.19,1.0,1.0,2,1.0,0.01
62.72,-102.686235054,1.0,-102.938,100,-102.686235054,-102.686235054,0.005,0.005,500,500.0,7.94778,1.0,,2.1793e-19,63.0313209786,63.0313209786,200.000000102,-102.938,1.0,1.0,2,1.0,0.005
65.73,-102.750838167,1.0,-102.876,100,-102.750838167,-102.750838167,0.00333333,0.00333333,500,500.0,8.02186,1.0,,5.43914e-20,67.3663918644,67.3663918644,299.999969474,-102.876,1.0,1.0,2,1.0,0.00333333
58.54,-102.884499727,1.0,-102.878,100,-102.884499727,-102.884499727,0.0025,0.0025,500,500.0,7.96675,1.0,,5.4346e-20,61.4400803869,61.4400803869,400.0,-102.878,1.0,1.0,2,1.0,0.0025
63.74,-103.487118413,1.0,-103.0,100,-103.487118413,-103.487118413,0.00200011,0.00199988,500,500.0,7.7835,0.999942,1.75266e-10,7.00964e-16,49.2325299175,49.2325299175,500.000044164,-103.0,1.0,1.00006,1,1.0,0.002
60.25,-104.370661229,1.0,-104.371,100,-104.370661229,-104.370661229,0.01,0.01,500,500.0,8.0692,1.0,,3.50449e-18,65.7697137915,65.7697137915,100.0,-104.371,1.0,1.0,2,1.0,0.01
60.64,-102.817750733,1.0,-103.594,100,-102.817750733,-102.817750733,0.005,0.005,500,500.0,8.02535,1.0,,2.1793e-19,63.1259183944,63.1259183944,200.000000102,-103.594,1.0,1.0,2,1.0,0.005
62.65,-102.467414628,1.0,-103.219,100,-102.467414628,-102.467414628,0.00333333,0.00333333,500,500.0,7.63295,1.0,,5.43914e-20,45.5825643204,45.5825643204,299.999969474,-103.219,1.0,1.0,2,1.0,0.00333333
64.26,-100.177599509,1.0,-102.458,100,-100.177599509,-100.177599509,0.0025,0.0025,500,500.0,8.4638,1.0,,5.4346e-20,105.880729249,105.880729249,400.0,-102.458,1.0,1.0,2,1.0,0.0025
61.12,-102.789450475,1.0,-102.525,100,-102.789450475,-102.789450475,0.002,0.002,500,500.0,8.35172,1.0,,5.43187e-20,62.7529443515,62.7529443515,500.000006643,-102.525,1.0,1.0,1,1.0,0.002
60.27,-103.963754969,1.0,-103.964,100,-103.963754969,-103.963754969,0.01,0.01,500,500.0,7.34967,1.0,,3.50449e-18,54.5632575013,54.5632575013,100.0,-103.964,1.0,1.0,2,1.0,0.01
60.91,-103.374301617,1.0,-103.669,100,-103.374301617,-103.374301617,0.005,0.005,500,500.0,7.63628,1.0,,2.1793e-19,63.0649861799,63.0649861799,200.000000102,-103.669,1.0,1.0,2,1.0,0.005
60.68,-103.882455557,1.0,-103.74,100,-103.882455557,-103.882455557,0.00333333,0.00333333,500,500.0,7.3403,1.0,,5.43914e-20,45.4384492941,45.4384492941,299.999969474,-103.74,1.0,1.0,2,1.0,0.00333333
62.61,-103.677668116,1.0,-103.725,100,-103.677668116,-103.677668116,0.0025,0.0025,500,500.0,7.46412,1.0,,5.4346e-20,61.8274243733,61.8274243733,400.0,-103.725,1.0,1.0,2,1.0,0.0025
61.22,-103.018849604,1.0,-103.583,100,-103.018849604,-103.018849604,0.002,0.002,500,500.0,7.43383,1.0,,5.43187e-20,53.594212249,53.594212249,500.000006643,-103.583,1.0,1.0,1,1.0,0.002
63.12,-103.446917394,1.0,-103.447,100,-103.446917394,-103.446917394,0.01,0.01,500,500.0,7.65396,1.0,,3.50449e-18,59.1747855195,59.1747855195,100.0,-103.447,1.0,1.0,2,1.0,0.01
63.52,-103.996365082,1.0,-103.722,100,-103.996365082,-103.996365082,0.005,0.005,500,500.0,7.72128,1.0,,2.1793e-19,61.113542498,61.113542498,200.000000102,-103.722,1.0,1.0,2,1.0,0.005
62.75,-101.771320414,1.0,-103.072,100,-101.771320414,-101.771320414,0.00333333,0.00333333,500,500.0,7.52108,1.0,,5.43914e-20,48.4120528379,48.4120528379,299.999969474,-103.072,1.0,1.0,2,1.0,0.00333333
62.57,-102.610283743,1.0,-102.956,100,-102.610283743,-102.610283743,0.0025,0.0025,500,500.0,7.45441,1.0,,5.4346e-20,52.9426885497,52.9426885497,400.0,-102.956,1.0,1.0,2,1.0,0.0025
62.16,-102.957093731,1.0,-102.956,100,-102.957093731,-102.957093731,0.002,0.002,500,500.0,7.58742,1.0,,5.43187e-20,66.2342907891,66.2342907891,500.000006643,-102.956,1.0,1.0,1,1.0,0.002
61.58,-101.946013908,1.0,-101.946,100,-101.946013908,-101.946013908,0.01,0.01,500,500.0,8.70193,1.0,,3.50449e-18,76.488432195,76.488432195,100.0,-101.946,1.0,1.0,2,1.0,0.01
59.99,-103.019294275,1.0,-102.483,100,-103.019294275,-103.019294275,0.005,0.005,500,500.0,8.42851,1.0,,2.1793e-19,66.4446630738,66.4446630738,200.000000102,-102.483,1.0,1.0,2,1.0,0.005
59.05,-102.244974977,1.0,-102.403,100,-102.244974977,-102.244974977,0.00333333,0.00333333,500,500.0,8.38392,1.0,,5.43914e-20,69.4472373118,69.4472373118,299.999969474,-102.403,1.0,1.0,2,1.0,0.00333333
64.73,-102.664484564,1.0,-102.469,100,-102.664484564,-102.664484564,0.0025,0.0025,500,500.0,8.41475,1.0,,5.4346e-20,73.0413881831,73.0413881831,400.0,-102.469,1.0,1.0,2,1.0,0.0025
58.05,-102.781817587,1.0,-102.531,100,-102.781817587,-102.781817587,0.00200003,0.00199995,500,500.0,8.22207,0.999976,1.20385e-11,4.81568e-17,55.2539549335,55.2539549335,500.00026254,-102.531,1.0,1.00001,1,1.0,0.002
61.14,-103.287247012,1.0,-103.287,100,-103.287247012,-103.287247012,0.01,0.01,500,500.0,7.07508,1.0,,3.50449e-18,50.5623129606,50.5623129606,100.0,-103.287,1.0,1.0,2,1.0,0.01
63.14,-103.413853408,1.0,-103.351,100,-103.413853408,-103.413853408,0.005,0.005,500,500.0,7.2649,1.0,,2.1793e-19,56.0534909489,56.0534909489,200.000000102,-103.351,1.0,1.0,2,1.0,0.005
62.24,-101.566212823,1.0,-102.756,100,-101.566212823,-101.566212823,0.00333333,0.00333333,500,500.0,7.28737,1.0,,5.43914e-20,52.1586723483,52.1586723483,299.999969474,-102.756,1.0,1.0,2,1.0,0.00333333
62.94,-101.829892233,1.0,-102.524,100,-101.829892233,-101.829892233,0.0025,0.0025,500,500.0,7.57914,1.0,,5.4346e-20,70.5183233475,70.5183233475,400.0,-102.524,1.0,1.0,2,1.0,0.0025
62.67,-102.181465535,1.0,-102.456,100,-102.181465535,-102.181465535,0.002,0.002,500,500.0,7.45304,1.0,,5.43187e-20,48.3548111769,48.3548111769,500.000006643,-102.456,1.0,1.0,1,1.0,0.002
60.36,-102.100065822,1.0,-102.1,100,-102.100065822,-102.100065822,0.01,0.01,500,500.0,7.89565,1.0,,3.50449e-18,62.9710794794,62.9710794794,100.0,-102.1,1.0,1.0,2,1.0,0.01
62.31,-103.742529664,1.0,-102.921,100,-103.742529664,-103.742529664,0.005,0.005,500,500.0,8.0221,1.0,,2.1793e-19,65.674679799,65.674679799,200.000000102,-102.921,1.0,1.0,2,1.0,0.005
60.27,-104.906228451,1.0,-103.583,100,-104.906228451,-104.906228451,0.00333333,0.00333333,500,500.0,7.63286,1.0,,5.43914e-20,43.8858310993,43.8858310993,299.999969474,-103.583,1.0,1.0,2,1.0,0.00333333
60.89,-102.537286465,1.0,-103.322,100,-102.537286465,-102.537286465,0.0025,0.0025,500,500.0,7.91123,1.0,,5.4346e-20,75.5034966081,75.5034966081,400.0,-103.322,1.0,1.0,2,1.0,0.0025
63.49,-102.783525758,1.0,-103.214,100,-102.783525758,-102.783525758,0.002,0.002,500,500.0,7.86635,1.0,,5.43187e-20,59.4094198865,59.4094198865,500.000006643,-103.214,1.0,1.0,1,1.0,0.002
66.88,-103.139473222,1.0,-103.139,100,-103.139473222,-103.139473222,0.01,0.01,500,500.0,8.148,1.0,,3.50449e-18,67.0604992805,67.0604992805,100.0,-103.139,1.0,1.0,2,1.0,0.01
62.22,-102.863575502,1.0,-103.002,100,-102.863575502,-102.863575502,0.005,0.005,500,500.0,8.09899,1.0,,2.1793e-19,65.4133739798,65.4133739798,200.000000102,-103.002,1.0,1.0,2,1.0,0.005
61.67,-103.478818299,1.0,-103.161,100,-103.478818299,-103.478818299,0.00333333,0.00333333,500,500.0,8.18241,1.0,,5.43914e-20,70.2184921065,70.2184921065,299.999969474,-103.161,1.0,1.0,2,1.0,0.00333333
60.88,-103.333788467,1.0,-103.204,100,-103.333788467,-103.333788467,0.0025,0.0025,500,500.0,7.99783,1.0,,5.4346e-20,55.5387785699,55.5387785699,400.0,-103.204,1.0,1.0,2,1.0,0.0025
61.22,-102.336942155,1.0,-103.031,100,-102.336942155,-102.336942155,0.002,0.002,500,500.0,7.90034,1.0,,5.43187e-20,56.1758782346,56.1758782346,500.000006643,-103.031,1.0,1.0,1,1.0,0.002
65.69,-102.202719929,1.0,-102.203,100,-102.202719929,-102.202719929,0.01,0.01,500,500.0,7.67188,1.0,,3.50449e-18,59.4522267175,59.4522267175,100.0,-102.203,1.0,1.0,2,1.0,0.01
61.64,-101.364438297,1.0,-101.784,100,-101.364438297,-101.364438297,0.005,0.005,500,500.0,8.13306,1.0,,2.1793e-19,73.8225593136,73.8225593136,200.000000102,-101.784,1.0,1.0,2,1.0,0.005
59.14,-102.487511553,1.0,-102.018,100,-102.487511553,-102.487511553,0.00333333,0.00333333,500,500.0,7.84912,1.0,,5.43914e-20,52.7295581132,52.7295581132,299.999969474,-102.018,1.0,1.0,2,1.0,0.00333333
60.43,-102.478932154,1.0,-102.133,100,-102.478932154,-102.478932154,0.0025,0.0025,500,500.0,7.82511,1.0,,5.4346e-20,60.5496683262,60.5496683262,400.0,-102.133,1.0,1.0,2,1.0,0.0025
62.48,-101.4810778,1.0,-102.003,100,-101.4810778,-101.4810778,0.002,0.002,500,500.0,7.72762,1.0,,5.43187e-20,53.8495363806,53.8495363806,500.000006643,-102.003,1.0,1.0,1,1.0,0.002
64.73,-103.406332708,1.0,-103.406,100,-103.406332708,-103.406332708,0.01,0.01,500,500.0,7.71684,1.0,,3.50449e-18,60.1510655429,60.1510655429,100.0,-103.406,1.0,1.0,2,1.0,0.01
64.18,-103.850372582,1.0,-103.628,100,-103.850372582,-103.850372582,0.005,0.005,500,500.0,7.38966,1.0,,2.1793e-19,50.0666829759,50.0666829759,200.000000102,-103.628,1.0,1.0,2,1.0,0.005
58.17,-101.678837839,1.0,-102.979,100,-101.678837839,-101.678837839,0.00333333,0.00333333,500,500.0,7.91571,1.0,,5.43914e-20,76.9976814026,76.9976814026,299.999969474,-102.979,1.0,1.0,2,1.0,0.00333333
63.72,-101.66361449,1.0,-102.65,100,-101.66361449,-101.66361449,0.0025,0.0025,500,500.0,8.31357,1.0,,5.4346e-20,88.0698593343,88.0698593343,400.0,-102.65,1.0,1.0,2,1.0,0.0025
67.13,-103.792739518,1.0,-102.878,100,-103.792739518,-103.792739518,0.002,0.002,500,500.0,8.05726,1.0,,5.43187e-20,47.5661470086,47.5661470086,500.000006643,-102.878,1.0,1.0,1,1.0,0.002
58.55,-103.012049298,1.0,-103.012,100,-103.012049298,-103.012049298,0.01,0.01,500,500.0,8.30243,1.0,,3.50449e-18,69.6266672522,69.6266672522,100.0,-103.012,1.0,1.0,2,1.0,0.01
62.4,-104.204634175,1.0,-103.608,100,-104.204634175,-104.204634175,0.005,0.005,500,500.0,7.58942,1.0,,2.1793e-19,46.0170731463,46.0170731463,200.000000102,-103.608,1.0,1.0,2,1.0,0.005
62.19,-103.71220669,1.0,-103.643,100,-103.71220669,-103.71220669,0.00333333,0.00333333,500,500.0,7.89402,1.0,,5.43914e-20,72.4658222884,72.4658222884,299.999969474,-103.643,1.0,1.0,2,1.0,0.00333333
60.35,-102.716504157,1.0,-103.411,100,-102.716504157,-102.716504157,0.0025,0.0025,500,500.0,7.77313,1.0,,5.4346e-20,54.6422335497,54.6422335497,400.0,-103.411,1.0,1.0,2,1.0,0.0025
64.02,-102.88394266,1.0,-103.306,100,-102.88394266,-102.88394266,0.002,0.002,500,500.0,7.73244,1.0,,5.43187e-20,57.6203296326,57.6203296326,500.000006643,-103.306,1.0,1.0,1,1.0,0.002
63.03,-103.723148531,1.0,-103.723,100,-103.723148531,-103.723148531,0.01,0.01,500,500.0,6.7445,1.0,,3.50449e-18,45.9477615802,45.9477615802,100.0,-103.723,1.0,1.0,2,1.0,0.01
63.91,-102.303074192,1.0,-103.013,100,-102.303074192,-102.303074192,0.005,0.005,500,500.0,7.54567,1.0,,2.1793e-19,68.0581678885,68.0581678885,200.000000102,-103.013,1.0,1.0,2,1.0,0.005
55.93,-101.581987269,1.0,-102.536,100,-101.581987269,-101.581987269,0.00333333,0.00333333,500,500.0,7.70133,1.0,,5.43914e-20,63.3252530132,63.3252530132,299.999969474,-102.536,1.0,1.0,2,1.0,0.00333333
65.28,-102.489822008,1.0,-102.525,100,-102.489822008,-102.489822008,0.0025,0.0025,500,500.0,7.6372,1.0,,5.4346e-20,55.9335838483,55.9335838483,400.0,-102.525,1.0,1.0,2,1.0,0.0025
61.8,-102.863084889,1.0,-102.592,100,-102.863084889,-102.863084889,0.002,0.002,500,500.0,7.5512,1.0,,5.43187e-20,52.2262072825,52.2262072825,500.000006643,-102.592,1.0,1.0,1,1.0,0.002
62.22,-102.732973863,1.0,-102.733,100,-102.732973863,-102.732973863,0.01,0.01,500,500.0,7.86472,1.0,,3.50449e-18,62.4785680985,62.4785680985,100.0,-102.733,1.0,1.0,2,1.0,0.01
60.07,-102.953700244,1.0,-102.843,100,-102.953700244,-102.953700244,0.005,0.005,500,500.0,7.9055,1.0,,2.1793e-19,63.7533261301,63.7533261301,200.000000102,-102.843,1.0,1.0,2,1.0,0.005
60.79,-103.784027617,1.0,-103.157,100,-103.784027617,-103.784027617,0.00333333,0.00333333,500,500.0,7.59847,1.0,,5.43914e-20,48.1074001231,48.1074001231,299.999969474,-103.157,1.0,1.0,2,1.0,0.00333333
59.22,-104.115343164,1.0,-103.397,100,-104.115343164,-104.115343164,0.0025,0.0025,500,500.0,7.49388,1.0,,5.4346e-20,51.2465265162,51.2465265162,400.0,-103.397,1.0,1.0,2,1.0,0.0025
62.08,-102.690296328,1.0,-103.255,100,-102.690296328,-102.690296328,0.002,0.002,500,500.0,7.71404,1.0,,5.43187e-20,73.2317503562,73.2317503562,500.000006643,-103.255,1.0,1.0,1,1.0,0.002
57.75,-102.474948622,1.0,-102.475,100,-102.474948622,-102.474948622,0.01,0.01,500,500.0,8.03241,1.0,,3.50449e-18,65.1712551336,65.1712551336,100.0,-102.475,1.0,1.0,2,1.0,0.01
61.36,-101.420852261,1.0,-101.948,100,-101.420852261,-101.420852261,0.005,0.005,500,500.0,9.11462,1.0,,2.1793e-19,102.098328626,102.098328626,200.000000102,-101.948,1.0,1.0,2,1.0,0.005
58.95,-102.331566168,1.0,-102.076,100,-102.331566168,-102.331566168,0.00333333,0.00333333,500,500.0,9.03154,1.0,,5.43914e-20,79.2480604969,79.2480604969,299.999969474,-102.076,1.0,1.0,2,1.0,0.00333333
61.86,-102.446812357,1.0,-102.169,100,-102.446812357,-102.446812357,0.0025,0.0025,500,500.0,8.81234,1.0,,5.4346e-20,66.4849671795,66.4849671795,400.0,-102.169,1.0,1.0,2,1.0,0.0025
59.96,-102.89487181,1.0,-102.314,100,-102.89487181,-102.89487181,0.002,0.002,500,500.0,8.52198,1.0,,5.43187e-20,52.5949288292,52.5949288292,500.000006643,-102.314,1.0,1.0,1,1.0,0.002
60.49,-103.359501267,1.0,-103.359,100,-103.359501267,-103.359501267,0.01,0.01,500,500.0,7.88638,1.0,,3.50449e-18,62.8231585568,62.8231585568,100.0,-103.359,1.0,1.0,2,1.0,0.01
66.0,-103.086572282,1.0,-103.223,100,-103.086572282,-103.086572282,0.005,0.005,500,500.0,7.64011,1.0,,2.1793e-19,55.0609537836,55.0609537836,200.000000102,-103.223,1.0,1.0,2,1.0,0.005
62.45,-103.168843539,1.0,-103.205,100,-103.168843539,-103.168843539,0.00333333,0.00333333,500,500.0,8.08585,1.0,,5.43914e-20,80.2002285109,80.2002285109,299.999969474,-103.205,1.0,1.0,2,1.0,0.00333333
60.52,-102.806130216,1.0,-103.105,100,-102.806130216,-102.806130216,0.0025,0.0025,500,500.0,7.97483,1.0,,5.4346e-20,58.7170961036,58.7170961036,400.0,-103.105,1.0,1.0,2,1.0,0.0025
62.49,-103.048819555,1.0,-103.094,100,-103.048819555,-103.048819555,0.002,0.002,500,500.0,7.89814,1.0,,5.43187e-20,58.0897799333,58.0897799333,500.000006643,-103.094,1.0,1.0,1,1.0,0.002
62.48,-102.16763606,1.0,-102.168,100,-102.16763606,-102.16763606,0.01,0.01,500,500.0,7.7788,1.0,,3.50449e-18,61.1209685023,61.1209685023,100.0,-102.168,1.0,1.0,2,1.0,0.01
63.33,-104.103630948,1.0,-103.136,100,-104.103630948,-104.103630948,0.005,0.005,500,500.0,7.36257,1.0,,2.1793e-19,46.4959215574,46.4959215574,200.000000102,-103.136,1.0,1.0,2,1.0,0.005
63.96,-103.623705988,1.0,-103.298,100,-103.623705988,-103.623705988,0.00333333,0.00333333,500,500.0,7.40003,1.0,,5.43914e-20,56.2702871818,56.2702871818,299.999969474,-103.298,1.0,1.0,2,1.0,0.00333333
61.22,-102.378407602,1.0,-103.068,100,-102.378407602,-102.378407602,0.0025,0.0025,500,500.0,7.48323,1.0,,5.4346e-20,59.6761279565,59.6761279565,400.0,-103.068,1.0,1.0,2,1.0,0.0025
61.47,-103.446283609,1.0,-103.144,100,-103.446283609,-103.446283609,0.002,0.002,500,500.0,7.47878,1.0,,5.43187e-20,56.1122068566,56.1122068566,500.000006643,-103.144,1.0,1.0,1,1.0,0.002
63.05,-103.884219154,1.0,-103.884,100,-103.884219154,-103.884219154,0.01,0.01,500,500.0,7.98266,1.0,,3.50449e-18,64.3664969768,64.3664969768,100.0,-103.884,1.0,1.0,2,1.0,0.01
61.88,-103.696620668,1.0,-103.79,100,-103.696620668,-103.696620668,0.005,0.005,500,500.0,7.37778,1.0,,2.1793e-19,45.5786855199,45.5786855199,200.000000102,-103.79,1.0,1.0,2,1.0,0.005
62.61,-104.14948178,1.0,-103.91,100,-104.14948178,-104.14948178,0.00333333,0.00333333,500,500.0,7.38729,1.0,,5.43914e-20,55.3199264485,55.3199264485,299.999969474,-103.91,1.0,1.0,2,1.0,0.00333333
64.25,-102.553503717,1.0,-103.571,100,-102.553503717,-102.553503717,0.0025,0.0025,500,500.0,7.49097,1.0,,5.4346e-20,59.9619998188,59.9619998188,400.0,-103.571,1.0,1.0,2,1.0,0.0025
59.09,-104.274803241,1.0,-103.712,100,-104.274803241,-104.274803241,0.002,0.002,500,500.0,7.44555,1.0,,5.43187e-20,52.8549718107,52.8549718107,500.000006643,-103.712,1.0,1.0,1,1.0,0.002
63.77,-102.671483324,1.0,-102.671,100,-102.671483324,-102.671483324,0.01,0.01,500,500.0,8.39118,1.0,,3.50449e-18,71.1231177279,71.1231177279,100.0,-102.671,1.0,1.0,2,1.0,0.01
58.57,-101.620225021,1.0,-102.146,100,-101.620225021,-101.620225021,0.005,0.005,500,500.0,8.33303,1.0,,2.1793e-19,68.6002754329,68.6002754329,200.000000102,-102.146,1.0,1.0,2,1.0,0.005
