MaxNormIw,VarJ,J,MaxVanillaIw,VarDiscRet,AvgNormIw,MinNormIw,Delta,VanillaAvgRet,ESSRenyi,AvgDiscRet,VarRet,AvgVanillaIw,Bound,ESSClassic,AvgEpLen,eRenyi2,MinVanillaIw,VarNormIw,AvgRet,EpsThisIter,VarVanillaIw,IterType,BatchSize
0.145264,2020.7,-1201.78,555.042,94039.8771004,0.00333333,1.56981e-06,0.8,-1099.21703411,nan,-1072.13819199,30372.7426681,12.7364,-inf,21.2024770138,500.0,nan,0.00599813,0.000146592,-1099.21703411,100,2140.16,,400
0.55693,2068.21,-697.468,463.625,38986.8025803,0.0025,5.04619e-11,0.8,-1112.34412577,26.1280321567,-1112.34412577,38986.8025803,2.08116,-889.26,3.17283532215,500.0,15.3092,4.20078e-08,0.000783648,-1112.34412577,100,543.066,1,400
0.01,336.303,-992.511,1.0,114241.937183,0.01,0.01,0.8,-992.510922807,400.0,-992.510922807,114241.937183,1.0,-1090.53,100.0,500.0,1.0,1.0,3.50449e-18,-992.510922807,100,,2,400
0.005,294.273,-1009.24,1.0,60135.6504861,0.005,0.005,0.8,-1025.97466407,400.0,-1025.97466407,60135.6504861,1.0,-1078.55,200.000000102,500.0,1.0,1.0,2.1793e-19,-1025.97466407,100,,2,400
0.00333333,294.971,-1001.14,1.0,88320.1478559,0.00333333,0.00333333,0.8,-984.939634232,400.0,-984.939634232,88320.1478559,1.0,-1057.73,299.999969474,500.0,1.0,1.0,5.43914e-20,-984.939634232,100,,2,400
0.390945,1201.72,-1130.09,2.38051e+07,114023.487831,0.0025,3.54225e-11,0.8,-1112.34412577,nan,-1004.63980655,38986.8025803,152228.0,-inf,3.72668135858,500.0,nan,0.00215692,0.000666254,-1112.34412577,100,2.47029e+12,,500
0.204929,1139.92,-732.46,151.522,31184.0323706,0.002,,0.8,-1120.31443191,25.1907535758,-1120.31443191,31184.0323706,1.47877,-927.787,11.0284409756,500.0,19.8486,,0.000177705,-1120.31443191,100,97.1494,1,500
0.01,297.418,-886.694,1.0,89351.2837656,0.01,0.01,0.8,-886.693740228,500.0,-886.693740228,89351.2837656,1.0,-984.729,100.0,500.0,1.0,1.0,3.50449e-18,-886.693740228,100,,2,500
0.005,276.996,-863.626,1.0,64577.6533664,0.005,0.005,0.8,-840.559029093,500.0,-840.559029093,64577.6533664,1.0,-932.948,200.000000102,500.0,1.0,1.0,2.1793e-19,-840.559029093,100,,2,500
0.00333333,290.554,-874.354,1.0,100121.585255,0.00333333,0.00333333,0.8,-895.809635468,500.0,-895.809635468,100121.585255,1.0,-931.235,299.999969474,500.0,1.0,1.0,5.43914e-20,-895.809635468,100,,2,500
0.0025,309.602,-896.644,1.0,125440.477944,0.0025,0.0025,0.8,-963.512283241,500.0,-963.512283241,125440.477944,1.0,-945.904,400.0,500.0,1.0,1.0,5.4346e-20,-963.512283241,100,,2,500
0.0350719,506.165,-697.528,19.4297,95951.5105739,0.002,7.07303e-10,0.8,-927.487945291,101.234713315,-927.487945291,95951.5105739,1.108,-795.446,99.20338204,500.0,4.93902,3.91844e-07,1.6193e-05,-927.487945291,100,4.96985,1,500
0.01,239.168,-727.409,1.0,57779.2577217,0.01,0.01,0.8,-727.408770818,500.0,-727.408770818,57779.2577217,1.0,-825.449,100.0,500.0,1.0,1.0,3.50449e-18,-727.408770818,100,,2,500
0.005,255.198,-727.765,1.0,73787.7507114,0.005,0.005,0.8,-728.120816307,500.0,-728.120816307,73787.7507114,1.0,-797.127,200.000000102,500.0,1.0,1.0,2.1793e-19,-728.120816307,100,,2,500
0.00333333,229.811,-714.214,1.0,27358.9272724,0.00333333,0.00333333,0.8,-687.113721074,500.0,-687.113721074,27358.9272724,1.0,-770.849,299.999969474,500.0,1.0,1.0,5.43914e-20,-687.113721074,100,,2,500
0.0025,223.196,-712.066,1.0,41183.2726829,0.0025,0.0025,0.8,-705.622298838,500.0,-705.622298838,41183.2726829,1.0,-761.113,400.0,500.0,1.0,1.0,5.4346e-20,-705.622298838,100,,2,500
0.0181785,114.875,-618.193,8.89001,68638.9331016,0.002,2.10759e-07,0.8,-716.784632834,183.129998379,-716.784632834,68638.9331016,0.978079,-690.688,187.498218576,500.0,2.7303,0.00010307,6.68013e-06,-716.784632834,100,1.59762,1,500
0.01,94.2681,-621.444,1.0,8976.23991823,0.01,0.01,0.8,-621.443761159,500.0,-621.443761159,8976.23991823,1.0,-679.275,100.0,500.0,1.0,1.0,3.50449e-18,-621.443761159,100,,2,500
0.005,125.165,-622.271,1.0,22671.4590364,0.005,0.005,0.8,-623.097874532,500.0,-623.097874532,22671.4590364,1.0,-691.622,200.000000102,500.0,1.0,1.0,2.1793e-19,-623.097874532,100,,2,500
0.00333333,133.442,-624.577,1.0,22278.5283933,0.00333333,0.00333333,0.8,-629.187966143,500.0,-629.187966143,22278.5283933,1.0,-681.201,299.999969474,500.0,1.0,1.0,5.43914e-20,-629.187966143,100,,2,500
0.0025,166.354,-633.174,1.0,56956.7478048,0.0025,0.0025,0.8,-658.966206321,500.0,-658.966206321,56956.7478048,1.0,-682.213,400.0,500.0,1.0,1.0,5.4346e-20,-658.966206321,100,,2,500
0.0094807,99.6149,-595.801,4.56506,11853.7530102,0.002,3.36121e-07,0.8,-635.050445735,281.617271059,-635.050445735,11853.7530102,0.963021,-654.245,274.289180136,500.0,1.77546,0.000161846,3.29817e-06,-635.050445735,100,0.764689,1,500
0.01,147.425,-606.213,1.0,21953.6164341,0.01,0.01,0.8,-606.213347468,500.0,-606.213347468,21953.6164341,1.0,-704.22,100.0,500.0,1.0,1.0,3.50449e-18,-606.213347468,100,,2,500
0.005,122.723,-602.912,1.0,8450.68107576,0.005,0.005,0.8,-599.609993838,500.0,-599.609993838,8450.68107576,1.0,-672.213,200.000000102,500.0,1.0,1.0,2.1793e-19,-599.609993838,100,,2,500
0.00333333,152.113,-608.615,1.0,39493.1285929,0.00333333,0.00333333,0.8,-620.022938383,500.0,-620.022938383,39493.1285929,1.0,-665.222,299.999969474,500.0,1.0,1.0,5.43914e-20,-620.022938383,100,,2,500
0.0025,135.275,-602.286,1.0,3334.10024633,0.0025,0.0025,0.8,-583.295957941,500.0,-583.295957941,3334.10024633,1.0,-651.308,400.0,500.0,1.0,1.0,5.4346e-20,-583.295957941,100,,2,500
0.00822363,76.894,-579.666,4.10726,3263.45593456,0.002,0.000110644,0.8,-589.639368408,352.713006523,-589.639368408,3263.45593456,0.998891,-631.871,343.985874548,500.0,1.41758,0.0552606,1.81783e-06,-589.639368408,100,0.45345,1,500
0.01,53.2575,-587.638,1.0,2865.01620046,0.01,0.01,0.8,-587.638257187,500.0,-587.638257187,2865.01620046,1.0,-625.727,100.0,500.0,1.0,1.0,3.50449e-18,-587.638257187,100,,2,500
0.005,55.2327,-584.2,1.0,3274.05123838,0.005,0.005,0.8,-580.762695871,500.0,-580.762695871,3274.05123838,1.0,-611.56,200.000000102,500.0,1.0,1.0,2.1793e-19,-580.762695871,100,,2,500
0.00333333,96.6213,-585.23,1.0,22120.5768833,0.00333333,0.00333333,0.8,-587.289333332,500.0,-587.289333332,22120.5768833,1.0,-641.868,299.999969474,500.0,1.0,1.0,5.43914e-20,-587.289333332,100,,2,500
0.0025,87.729,-582.432,1.0,2711.6428162,0.0025,0.0025,0.8,-574.0398434,500.0,-574.0398434,2711.6428162,1.0,-631.482,400.0,500.0,1.0,1.0,5.4346e-20,-574.0398434,100,,2,500
0.00521248,59.1677,-571.036,2.57535,3803.44563635,0.002,0.000154147,0.8,-579.925453895,406.131934704,-579.925453895,3803.44563635,0.988147,-619.714,408.324524528,500.0,1.23113,0.07616,8.99864e-07,-579.925453895,100,0.219664,1,500
0.01,58.1741,-568.092,1.0,3418.40676755,0.01,0.01,0.8,-568.092490236,500.0,-568.092490236,3418.40676755,1.0,-606.839,100.0,500.0,1.0,1.0,3.50449e-18,-568.092490236,100,,2,500
0.005,51.7704,-567.654,1.0,1995.70539835,0.005,0.005,0.8,-567.216298922,500.0,-567.216298922,1995.70539835,1.0,-595.053,200.000000102,500.0,1.0,1.0,2.1793e-19,-567.216298922,100,,2,500
0.00333333,50.2322,-566.22,1.0,2219.31498071,0.00333333,0.00333333,0.8,-563.350569907,500.0,-563.350569907,2219.31498071,1.0,-588.59,299.999969474,500.0,1.0,1.0,5.43914e-20,-563.350569907,100,,2,500
0.0025,49.8175,-566.918,1.0,2375.19282852,0.0025,0.0025,0.8,-569.013338309,500.0,-569.013338309,2375.19282852,1.0,-586.292,400.0,500.0,1.0,1.0,5.4346e-20,-569.013338309,100,,2,500
0.0138316,60.8327,-553.994,7.11949,2513.90605613,0.002,1.52074e-05,0.8,-570.652677756,257.220794003,-570.652677756,2513.90605613,1.02945,-578.153,264.404156784,500.0,1.94386,0.00782761,3.57132e-06,-570.652677756,100,0.946194,1,500
0.01,47.7884,-555.302,1.0,2306.80372884,0.01,0.01,0.8,-555.302225143,500.0,-555.302225143,2306.80372884,1.0,-589.434,100.0,500.0,1.0,1.0,3.50449e-18,-555.302225143,100,,2,500
0.005,50.5751,-554.335,1.0,2858.66538518,0.005,0.005,0.8,-553.368788969,500.0,-553.368788969,2858.66538518,1.0,-581.837,200.000000102,500.0,1.0,1.0,2.1793e-19,-553.368788969,100,,2,500
0.00333333,50.2295,-552.987,1.0,2467.07708131,0.00333333,0.00333333,0.8,-550.288772883,500.0,-550.288772883,2467.07708131,1.0,-575.441,299.999969474,500.0,1.0,1.0,5.43914e-20,-550.288772883,100,,2,500
0.0025,50.1567,-551.972,1.0,2506.48853207,0.0025,0.0025,0.8,-548.929052764,500.0,-548.929052764,2506.48853207,1.0,-571.419,400.0,500.0,1.0,1.0,5.4346e-20,-548.929052764,100,,2,500
0.0170403,72.3214,-533.93,8.82497,2365.28329948,0.002,6.83947e-08,0.8,-554.853638581,214.216181884,-554.853638581,2365.28329948,1.03578,-560.503,191.908975772,500.0,2.33409,3.54209e-05,6.43447e-06,-554.853638581,100,1.72579,1,500
0.01,48.8824,-542.516,1.0,2413.62258107,0.01,0.01,0.8,-542.515642363,500.0,-542.515642363,2413.62258107,1.0,-575.939,100.0,500.0,1.0,1.0,3.50449e-18,-542.515642363,100,,2,500
0.005,47.9109,-541.673,1.0,2222.21345533,0.005,0.005,0.8,-540.830093203,500.0,-540.830093203,2222.21345533,1.0,-565.307,200.000000102,500.0,1.0,1.0,2.1793e-19,-540.830093203,100,,2,500
0.00333333,48.2295,-543.735,1.0,2385.71946844,0.00333333,0.00333333,0.8,-547.857855614,500.0,-547.857855614,2385.71946844,1.0,-564.374,299.999969474,500.0,1.0,1.0,5.43914e-20,-547.857855614,100,,2,500
0.0025,46.6604,-543.865,1.0,1747.78399242,0.0025,0.0025,0.8,-544.256646064,500.0,-544.256646064,1747.78399242,1.0,-561.739,400.0,500.0,1.0,1.0,5.4346e-20,-544.256646064,100,,2,500
0.0187182,75.7067,-531.666,9.87223,2389.64195072,0.002,2.56175e-07,0.8,-547.561172576,244.145018848,-547.561172576,2389.64195072,1.05483,-554.545,215.824128666,500.0,2.04796,0.00013511,5.27736e-06,-547.561172576,100,1.46798,1,500
0.01,45.3185,-535.774,1.0,2074.50745332,0.01,0.01,0.8,-535.773622617,500.0,-535.773622617,2074.50745332,1.0,-567.992,100.0,500.0,1.0,1.0,3.50449e-18,-535.773622617,100,,2,500
0.005,46.4053,-536.03,1.0,2275.775089,0.005,0.005,0.8,-536.285745994,500.0,-536.285745994,2275.775089,1.0,-559.76,200.000000102,500.0,1.0,1.0,2.1793e-19,-536.285745994,100,,2,500
0.00333333,45.4069,-534.283,1.0,1878.94535896,0.00333333,0.00333333,0.8,-530.790599048,500.0,-530.790599048,1878.94535896,1.0,-553.659,299.999969474,500.0,1.0,1.0,5.43914e-20,-530.790599048,100,,2,500
0.0025,44.2277,-535.757,1.0,1629.24457333,0.0025,0.0025,0.8,-540.177171098,500.0,-540.177171098,1629.24457333,1.0,-552.537,400.0,500.0,1.0,1.0,5.4346e-20,-540.177171098,100,,2,500
0.0176541,69.0803,-516.582,7.87765,2421.29321988,0.002,3.48873e-09,0.8,-534.033287933,175.083741067,-534.033287933,2421.29321988,0.892442,-541.945,183.425824947,500.0,2.85578,1.55675e-06,6.91742e-06,-534.033287933,100,1.37735,1,500
0.01,39.2472,-514.817,1.0,1555.90354149,0.01,0.01,0.8,-514.81725608,500.0,-514.81725608,1555.90354149,1.0,-545.766,100.0,500.0,1.0,1.0,3.50449e-18,-514.81725608,100,,2,500
0.005,39.6441,-517.591,1.0,1603.61526945,0.005,0.005,0.8,-520.364956471,500.0,-520.364956471,1603.61526945,1.0,-539.944,200.000000102,500.0,1.0,1.0,2.1793e-19,-520.364956471,100,,2,500
0.00333333,40.134,-518.58,1.0,1700.01926935,0.00333333,0.00333333,0.8,-520.558868125,500.0,-520.558868125,1700.01926935,1.0,-537.191,299.999969474,500.0,1.0,1.0,5.43914e-20,-520.558868125,100,,2,500
0.0025,39.6359,-517.064,1.0,1438.62069018,0.0025,0.0025,0.8,-512.515267724,500.0,-512.515267724,1438.62069018,1.0,-533.181,400.0,500.0,1.0,1.0,5.4346e-20,-512.515267724,100,,2,500
0.0360212,87.6292,-502.024,19.2398,2074.83258558,0.002,8.65205e-07,0.8,-518.300214803,195.296735,-518.300214803,2074.83258558,1.06825,-525.089,170.913750245,500.0,2.56021,0.000462125,7.71725e-06,-518.300214803,100,2.20163,1,500
0.01,37.541,-513.976,1.0,1423.5585186,0.01,0.01,0.8,-513.975964026,500.0,-513.975964026,1423.5585186,1.0,-544.612,100.0,500.0,1.0,1.0,3.50449e-18,-513.975964026,100,,2,500
0.005,39.8271,-510.299,1.0,1753.56902165,0.005,0.005,0.8,-506.622172855,500.0,-506.622172855,1753.56902165,1.0,-532.951,200.000000102,500.0,1.0,1.0,2.1793e-19,-506.622172855,100,,2,500
0.00333333,40.0315,-510.367,1.0,1651.66770459,0.00333333,0.00333333,0.8,-510.502655045,500.0,-510.502655045,1651.66770459,1.0,-528.862,299.999969474,500.0,1.0,1.0,5.43914e-20,-510.502655045,100,,2,500
0.0025,43.0823,-509.796,1.0,2639.22896867,0.0025,0.0025,0.8,-508.082952574,500.0,-508.082952574,2639.22896867,1.0,-529.077,400.0,500.0,1.0,1.0,5.4346e-20,-508.082952574,100,,2,500
0.0115428,53.4197,-497.588,6.10373,1894.181151,0.002,4.12723e-07,0.8,-502.232352446,289.055440936,-502.232352446,1894.181151,1.05759,-520.27,289.274580931,500.0,1.72977,0.000218245,2.91969e-06,-502.232352446,100,0.816409,1,500
0.01,36.24,-493.41,1.0,1326.60587398,0.01,0.01,0.8,-493.410128586,500.0,-493.410128586,1326.60587398,1.0,-522.379,100.0,500.0,1.0,1.0,3.50449e-18,-493.410128586,100,,2,500
0.005,39.5741,-492.591,1.0,1835.90091079,0.005,0.005,0.8,-491.771094705,500.0,-491.771094705,1835.90091079,1.0,-513.44,200.000000102,500.0,1.0,1.0,2.1793e-19,-491.771094705,100,,2,500
0.00333333,39.0071,-494.108,1.0,1432.95353691,0.00333333,0.00333333,0.8,-497.142645959,500.0,-497.142645959,1432.95353691,1.0,-511.132,299.999969474,500.0,1.0,1.0,5.43914e-20,-497.142645959,100,,2,500
0.0025,39.2183,-494.013,1.0,1603.55175072,0.0025,0.0025,0.8,-493.728891376,500.0,-493.728891376,1603.55175072,1.0,-508.978,400.0,500.0,1.0,1.0,5.4346e-20,-493.728891376,100,,2,500
0.0224543,73.4861,-470.0,11.8913,1416.95646337,0.002,1.89726e-08,0.8,-486.064824191,129.68982261,-486.064824191,1416.95646337,1.05915,-496.282,121.830761416,500.0,3.85535,1.00474e-05,1.24411e-05,-486.064824191,100,3.48912,1,500
0.01,40.4705,-482.433,1.0,1654.4055399,0.01,0.01,0.8,-482.432728277,500.0,-482.432728277,1654.4055399,1.0,-513.195,100.0,500.0,1.0,1.0,3.50449e-18,-482.432728277,100,,2,500
0.005,39.774,-480.795,1.0,1536.07751863,0.005,0.005,0.8,-479.157278395,500.0,-479.157278395,1536.07751863,1.0,-502.548,200.000000102,500.0,1.0,1.0,2.1793e-19,-479.157278395,100,,2,500
0.00333333,41.0143,-482.423,1.0,1885.5275701,0.00333333,0.00333333,0.8,-485.678522613,500.0,-485.678522613,1885.5275701,1.0,-500.184,299.999969474,500.0,1.0,1.0,5.43914e-20,-485.678522613,100,,2,500
0.0025,41.8631,-485.714,1.0,1852.12795731,0.0025,0.0025,0.8,-495.586161463,500.0,-495.586161463,1852.12795731,1.0,-501.095,400.0,500.0,1.0,1.0,5.4346e-20,-495.586161463,100,,2,500
0.00535122,48.1166,-481.289,2.6095,2383.1791192,0.002,3.27846e-06,0.8,-492.658124642,359.876398195,-492.658124642,2383.1791192,0.97529,-499.19,362.522977114,500.0,1.38937,0.00159873,1.51993e-06,-492.658124642,100,0.361436,1,500
0.01,39.1879,-479.326,1.0,1551.2021981,0.01,0.01,0.8,-479.325785692,500.0,-479.325785692,1551.2021981,1.0,-508.63,100.0,500.0,1.0,1.0,3.50449e-18,-479.325785692,100,,2,500
0.005,36.2898,-481.178,1.0,1102.36773368,0.005,0.005,0.8,-483.030080129,500.0,-483.030080129,1102.36773368,1.0,-501.899,200.000000102,500.0,1.0,1.0,2.1793e-19,-483.030080129,100,,2,500
0.00333333,37.7512,-482.078,1.0,1653.23947912,0.00333333,0.00333333,0.8,-483.877678768,500.0,-483.877678768,1653.23947912,1.0,-499.609,299.999969474,500.0,1.0,1.0,5.43914e-20,-483.877678768,100,,2,500
0.0025,38.4193,-480.373,1.0,1609.94416864,0.0025,0.0025,0.8,-475.260002077,500.0,-475.260002077,1609.94416864,1.0,-495.556,400.0,500.0,1.0,1.0,5.4346e-20,-475.260002077,100,,2,500
0.0200327,59.2292,-468.867,10.4381,1664.53988987,0.002,2.464e-07,0.8,-482.380066322,233.282701567,-482.380066322,1664.53988987,1.0421,-488.922,213.799243767,500.0,2.14332,0.000128387,5.3653e-06,-482.380066322,100,1.45665,1,500
0.01,38.3996,-475.686,1.0,1489.42077078,0.01,0.01,0.8,-475.685781577,500.0,-475.685781577,1489.42077078,1.0,-504.57,100.0,500.0,1.0,1.0,3.50449e-18,-475.685781577,100,,2,500
0.005,43.4107,-477.383,1.0,2311.80294955,0.005,0.005,0.8,-479.080789583,500.0,-479.080789583,2311.80294955,1.0,-500.146,200.000000102,500.0,1.0,1.0,2.1793e-19,-479.080789583,100,,2,500
0.00333333,41.9486,-475.577,1.0,1505.55933813,0.00333333,0.00333333,0.8,-471.963883318,500.0,-471.963883318,1505.55933813,1.0,-494.162,299.999969474,500.0,1.0,1.0,5.43914e-20,-471.963883318,100,,2,500
0.0025,41.9671,-474.755,1.0,1775.53912776,0.0025,0.0025,0.8,-472.287953919,500.0,-472.287953919,1775.53912776,1.0,-490.85,400.0,500.0,1.0,1.0,5.4346e-20,-472.287953919,100,,2,500
0.00761951,46.9429,-471.743,3.74851,1651.64219136,0.002,6.86284e-05,0.8,-481.873757349,382.373965448,-481.873757349,1651.64219136,0.983924,-488.205,385.72532403,500.0,1.30762,0.0337625,1.18741e-06,-481.873757349,100,0.287385,1,500
0.01,38.2516,-476.805,1.0,1477.96373238,0.01,0.01,0.8,-476.805382129,500.0,-476.805382129,1477.96373238,1.0,-505.78,100.0,500.0,1.0,1.0,3.50449e-18,-476.805382129,100,,2,500
0.005,39.2611,-475.585,1.0,1633.03518269,0.005,0.005,0.8,-474.364131983,500.0,-474.364131983,1633.03518269,1.0,-496.093,200.000000102,500.0,1.0,1.0,2.1793e-19,-474.364131983,100,,2,500
0.00333333,39.2377,-471.341,1.0,1442.2886327,0.00333333,0.00333333,0.8,-462.853613455,500.0,-462.853613455,1442.2886327,1.0,-488.487,299.999969474,500.0,1.0,1.0,5.43914e-20,-462.853613455,100,,2,500
0.0025,39.5059,-471.843,1.0,1637.42092124,0.0025,0.0025,0.8,-473.350661433,500.0,-473.350661433,1637.42092124,1.0,-486.692,400.0,500.0,1.0,1.0,5.4346e-20,-473.350661433,100,,2,500
0.0318025,53.149,-466.243,16.7091,1433.2526543,0.002,2.27503e-05,0.8,-473.22492204,311.793975171,-473.22492204,1433.2526543,1.05081,-483.061,224.592646241,500.0,1.60362,0.0119531,4.91484e-06,-473.22492204,100,1.35673,1,500
0.01,41.1208,-468.25,1.0,1707.99856346,0.01,0.01,0.8,-468.250415789,500.0,-468.250415789,1707.99856346,1.0,-496.825,100.0,500.0,1.0,1.0,3.50449e-18,-468.250415789,100,,2,500
0.005,43.107,-469.25,1.0,2043.94925873,0.005,0.005,0.8,-470.250070917,500.0,-470.250070917,2043.94925873,1.0,-489.456,200.000000102,500.0,1.0,1.0,2.1793e-19,-470.250070917,100,,2,500
0.00333333,43.6716,-469.413,1.0,2025.29544585,0.00333333,0.00333333,0.8,-469.73828344,500.0,-469.73828344,2025.29544585,1.0,-486.716,299.999969474,500.0,1.0,1.0,5.43914e-20,-469.73828344,100,,2,500
0.0025,44.0532,-472.937,1.0,1911.2137721,0.0025,0.0025,0.8,-483.507469532,500.0,-483.507469532,1911.2137721,1.0,-487.921,400.0,500.0,1.0,1.0,5.4346e-20,-483.507469532,100,,2,500
0.0203843,66.8343,-461.438,10.8284,1802.72989969,0.002,1.18463e-05,0.8,-458.658194564,280.820286637,-458.658194564,1802.72989969,1.06242,-479.322,248.66538962,500.0,1.7805,0.00629288,4.05104e-06,-458.658194564,100,1.14314,1,500
0.01,44.7235,-473.074,1.0,2020.39253453,0.01,0.01,0.8,-473.074465776,500.0,-473.074465776,2020.39253453,1.0,-501.435,100.0,500.0,1.0,1.0,3.50449e-18,-473.074465776,100,,2,500
0.005,42.7675,-468.708,1.0,1636.1465204,0.005,0.005,0.8,-464.340601208,500.0,-464.340601208,1636.1465204,1.0,-488.761,200.000000102,500.0,1.0,1.0,2.1793e-19,-464.340601208,100,,2,500
0.00333333,41.0139,-465.776,1.0,1350.22925255,0.00333333,0.00333333,0.8,-459.911769496,500.0,-459.911769496,1350.22925255,1.0,-482.335,299.999969474,500.0,1.0,1.0,5.43914e-20,-459.911769496,100,,2,500
0.0025,40.0188,-464.706,1.0,1359.46891491,0.0025,0.0025,0.8,-461.49718182,500.0,-461.49718182,1359.46891491,1.0,-479.047,400.0,500.0,1.0,1.0,5.4346e-20,-461.49718182,100,,2,500
0.347009,268.389,-438.184,276.028,2102.3018854,0.002,9.28919e-06,0.8,-465.30530625,116.318302792,-465.30530625,2102.3018854,1.5909,-468.178,8.08688739995,500.0,4.29855,0.00738909,0.000243802,-465.30530625,100,154.263,1,500
0.01,41.2286,-464.069,1.0,1716.96537125,0.01,0.01,0.8,-464.068735851,500.0,-464.068735851,1716.96537125,1.0,-491.299,100.0,500.0,1.0,1.0,3.50449e-18,-464.068735851,100,,2,500
0.005,40.7809,-462.213,1.0,1635.85004297,0.005,0.005,0.8,-460.35815095,500.0,-460.35815095,1635.85004297,1.0,-482.58,200.000000102,500.0,1.0,1.0,2.1793e-19,-460.35815095,100,,2,500
0.00333333,42.9999,-461.993,1.0,2242.92964662,0.00333333,0.00333333,0.8,-461.552865564,500.0,-461.552865564,2242.92964662,1.0,-478.755,299.999969474,500.0,1.0,1.0,5.43914e-20,-461.552865564,100,,2,500
0.0025,43.0644,-462.031,1.0,1890.09726448,0.0025,0.0025,0.8,-462.142664928,500.0,-462.142664928,1890.09726448,1.0,-476.612,400.0,500.0,1.0,1.0,5.4346e-20,-462.142664928,100,,2,500
0.0102167,46.4648,-455.465,5.17013,1880.0900897,0.002,1.48701e-05,0.8,-458.899269683,339.885142707,-458.899269683,1880.0900897,1.01209,-471.344,333.698706873,500.0,1.47109,0.00752498,1.99743e-06,-458.899269683,100,0.511508,1,500
0.01,42.8262,-463.53,1.0,1852.60698737,0.01,0.01,0.8,-463.530236371,500.0,-463.530236371,1852.60698737,1.0,-492.457,100.0,500.0,1.0,1.0,3.50449e-18,-463.530236371,100,,2,500
0.005,42.098,-457.845,1.0,1662.39328629,0.005,0.005,0.8,-452.160412957,500.0,-452.160412957,1662.39328629,1.0,-478.3,200.000000102,500.0,1.0,1.0,2.1793e-19,-452.160412957,100,,2,500
0.00333333,43.6618,-458.886,1.0,2189.9632098,0.00333333,0.00333333,0.8,-460.968435341,500.0,-460.968435341,2189.9632098,1.0,-475.587,299.999969474,500.0,1.0,1.0,5.43914e-20,-460.968435341,100,,2,500
0.0025,43.1669,-459.982,1.0,1737.41684553,0.0025,0.0025,0.8,-463.270418894,500.0,-463.270418894,1737.41684553,1.0,-474.446,400.0,500.0,1.0,1.0,5.4346e-20,-463.270418894,100,,2,500
0.0120939,56.5406,-452.857,6.40138,1843.30929103,0.002,6.97802e-06,0.8,-459.705005377,288.590863548,-459.705005377,1843.30929103,1.05861,-469.885,274.626076652,500.0,1.73256,0.00369352,3.28921e-06,-459.705005377,100,0.921524,1,500
