MaxNormIw,VarJ,J,MaxVanillaIw,VarDiscRet,AvgNormIw,MinNormIw,Delta,VanillaAvgRet,ESSRenyi,AvgDiscRet,VarRet,AvgVanillaIw,Bound,ESSClassic,AvgEpLen,eRenyi2,MinVanillaIw,VarNormIw,AvgRet,EpsThisIter,VarVanillaIw,IterType,BatchSize
0.01,40.8664,-393.709,1.0,1686.92898545,0.01,0.01,0.8,-393.708658907,500.0,-393.708658907,1686.92898545,1.0,-419.813,100.0,500.0,1.0,1.0,3.50449e-18,-393.708658907,100,,2,500
0.005,46.252,-394.67,1.0,2632.91064041,0.005,0.005,0.8,-395.631941977,500.0,-395.631941977,2632.91064041,1.0,-415.314,200.000000102,500.0,1.0,1.0,2.1793e-19,-395.631941977,100,,2,500
0.00333333,42.8836,-391.971,1.0,1206.85983615,0.00333333,0.00333333,0.8,-386.572588979,500.0,-386.572588979,1206.85983615,1.0,-408.826,299.999969474,500.0,1.0,1.0,5.43914e-20,-386.572588979,100,,2,500
0.0025,42.7119,-393.045,1.0,1784.22909697,0.0025,0.0025,0.8,-396.268567786,500.0,-396.268567786,1784.22909697,1.0,-407.642,400.0,500.0,1.0,1.0,5.4346e-20,-396.268567786,100,,2,500
0.00454155,44.97,-391.203,2.2487,1368.88102622,0.002,0.000136877,0.8,-392.532511885,440.363751472,-392.532511885,1368.88102622,0.990276,-405.115,438.526579908,500.0,1.13542,0.0677729,5.61851e-07,-392.532511885,100,0.137744,1,500
0.01,44.1237,-390.508,1.0,1966.56332104,0.01,0.01,0.8,-390.508340389,500.0,-390.508340389,1966.56332104,1.0,-415.572,100.0,500.0,1.0,1.0,3.50449e-18,-390.508340389,100,,2,500
0.005,44.8981,-391.698,1.0,2102.98118173,0.005,0.005,0.8,-392.888243997,500.0,-392.888243997,2102.98118173,1.0,-413.354,200.000000102,500.0,1.0,1.0,2.1793e-19,-392.888243997,100,,2,500
0.00333333,44.4268,-390.157,1.0,1894.24045068,0.00333333,0.00333333,0.8,-387.075710845,500.0,-387.075710845,1894.24045068,1.0,-407.84,299.999969474,500.0,1.0,1.0,5.43914e-20,-387.075710845,100,,2,500
0.0025,43.7352,-389.712,1.0,1744.91017736,0.0025,0.0025,0.8,-388.376406653,500.0,-388.376406653,1744.91017736,1.0,-405.025,400.0,500.0,1.0,1.0,5.4346e-20,-388.376406653,100,,2,500
0.0615856,89.738,-375.85,32.192,1609.98992673,0.002,7.6158e-06,0.8,-391.380316753,166.864789323,-391.380316753,1609.98992673,1.04544,-399.559,92.5738851019,500.0,2.99644,0.00398092,1.76396e-05,-391.380316753,100,4.81978,1,500
0.01,41.3227,-393.21,1.0,1724.81354598,0.01,0.01,0.8,-393.210233227,500.0,-393.210233227,1724.81354598,1.0,-417.759,100.0,500.0,1.0,1.0,3.50449e-18,-393.210233227,100,,2,500
0.005,42.1539,-393.002,1.0,1864.89254149,0.005,0.005,0.8,-392.793250663,500.0,-392.793250663,1864.89254149,1.0,-411.678,200.000000102,500.0,1.0,1.0,2.1793e-19,-392.793250663,100,,2,500
0.00333333,41.2008,-393.055,1.0,1554.14650943,0.00333333,0.00333333,0.8,-393.160915312,500.0,-393.160915312,1554.14650943,1.0,-408.304,299.999969474,500.0,1.0,1.0,5.43914e-20,-393.160915312,100,,2,500
0.0025,40.2061,-391.303,1.0,1350.30188851,0.0025,0.0025,0.8,-386.049686782,500.0,-386.049686782,1350.30188851,1.0,-404.51,400.0,500.0,1.0,1.0,5.4346e-20,-386.049686782,100,,2,500
0.0239111,53.7093,-385.314,12.6457,1698.17383866,0.002,4.71836e-05,0.8,-390.540893772,301.742997052,-390.540893772,1698.17383866,1.05773,-400.519,257.833932627,500.0,1.65704,0.0249537,3.76446e-06,-390.540893772,100,1.0529,1,500
0.01,43.2655,-391.962,1.0,1890.81104794,0.01,0.01,0.8,-391.961572577,500.0,-391.961572577,1890.81104794,1.0,-417.486,100.0,500.0,1.0,1.0,3.50449e-18,-391.961572577,100,,2,500
0.005,42.7221,-389.605,1.0,1785.20792481,0.005,0.005,0.8,-387.248947786,500.0,-387.248947786,1785.20792481,1.0,-408.511,200.000000102,500.0,1.0,1.0,2.1793e-19,-387.248947786,100,,2,500
0.00333333,43.1489,-389.679,1.0,1954.64032199,0.00333333,0.00333333,0.8,-389.826728189,500.0,-389.826728189,1954.64032199,1.0,-405.128,299.999969474,500.0,1.0,1.0,5.43914e-20,-389.826728189,100,,2,500
0.0025,43.8285,-388.906,1.0,2112.19279041,0.0025,0.0025,0.8,-386.586364018,500.0,-386.586364018,2112.19279041,1.0,-403.699,400.0,500.0,1.0,1.0,5.4346e-20,-386.586364018,100,,2,500
0.00533597,45.2903,-386.551,2.63305,1876.71608179,0.002,1.50825e-05,0.8,-390.417601086,405.524204531,-390.417601086,1876.71608179,0.986906,-401.243,409.227576373,500.0,1.23297,0.00744249,8.89034e-07,-390.417601086,100,0.216476,1,500
0.01,45.2619,-388.019,1.0,2069.33446974,0.01,0.01,0.8,-388.019165473,500.0,-388.019165473,2069.33446974,1.0,-415.841,100.0,500.0,1.0,1.0,3.50449e-18,-388.019165473,100,,2,500
0.005,41.8431,-389.225,1.0,1464.78536194,0.005,0.005,0.8,-390.431696419,500.0,-390.431696419,1464.78536194,1.0,-408.898,200.000000102,500.0,1.0,1.0,2.1793e-19,-390.431696419,100,,2,500
0.00333333,43.1443,-388.04,1.0,2095.13848494,0.00333333,0.00333333,0.8,-385.670347548,500.0,-385.670347548,2095.13848494,1.0,-404.127,299.999969474,500.0,1.0,1.0,5.43914e-20,-385.670347548,100,,2,500
0.0025,42.8706,-388.273,1.0,1784.43436119,0.0025,0.0025,0.8,-388.971316831,500.0,-388.971316831,1784.43436119,1.0,-402.205,400.0,500.0,1.0,1.0,5.4346e-20,-388.971316831,100,,2,500
0.0202477,70.0781,-373.094,10.0503,1914.22165282,0.002,3.39802e-13,0.8,-389.152168465,151.029424622,-389.152168465,1914.22165282,0.992734,-395.767,139.089692468,500.0,3.31061,1.68666e-10,1.04e-05,-389.152168465,100,2.56235,1,500
0.01,43.8975,-390.21,1.0,1946.45650295,0.01,0.01,0.8,-390.209729887,500.0,-390.209729887,1946.45650295,1.0,-417.849,100.0,500.0,1.0,1.0,3.50449e-18,-390.209729887,100,,2,500
0.005,40.6987,-388.296,1.0,1392.37933363,0.005,0.005,0.8,-386.383140758,500.0,-386.383140758,1392.37933363,1.0,-407.841,200.000000102,500.0,1.0,1.0,2.1793e-19,-386.383140758,100,,2,500
0.00333333,41.807,-388.922,1.0,1947.82807945,0.00333333,0.00333333,0.8,-390.173768965,500.0,-390.173768965,1947.82807945,1.0,-404.88,299.999969474,500.0,1.0,1.0,5.43914e-20,-390.173768965,100,,2,500
0.0025,40.8112,-387.399,1.0,1404.92537039,0.0025,0.0025,0.8,-382.82744467,500.0,-382.82744467,1404.92537039,1.0,-401.218,400.0,500.0,1.0,1.0,5.4346e-20,-382.82744467,100,,2,500
0.0164272,48.5922,-384.905,8.35083,1518.886651,0.002,7.81743e-05,0.8,-390.152813483,387.916706243,-390.152813483,1518.886651,1.01671,-398.938,356.344664316,500.0,1.28894,0.0397402,1.61577e-06,-390.152813483,100,0.417553,1,500
0.01,43.2833,-391.833,1.0,1892.36557865,0.01,0.01,0.8,-391.832663163,500.0,-391.832663163,1892.36557865,1.0,-418.11,100.0,500.0,1.0,1.0,3.50449e-18,-391.832663163,100,,2,500
0.005,40.9601,-387.086,1.0,1451.48096923,0.005,0.005,0.8,-382.340305824,500.0,-382.340305824,1451.48096923,1.0,-405.668,200.000000102,500.0,1.0,1.0,2.1793e-19,-382.340305824,100,,2,500
0.00333333,41.8169,-389.162,1.0,1883.47729205,0.00333333,0.00333333,0.8,-393.314453355,500.0,-393.314453355,1883.47729205,1.0,-405.838,299.999969474,500.0,1.0,1.0,5.43914e-20,-393.314453355,100,,2,500
0.0025,41.5938,-388.423,1.0,1684.48201181,0.0025,0.0025,0.8,-386.20461303,500.0,-386.20461303,1684.48201181,1.0,-402.864,400.0,500.0,1.0,1.0,5.4346e-20,-386.20461303,100,,2,500
0.497732,188.305,-371.257,447.865,1834.10744963,0.002,3.81042e-07,0.8,-391.551999427,185.648342901,-391.551999427,1834.10744963,1.79962,-392.455,4.02347252203,500.0,2.69326,0.000342866,0.000494071,-391.551999427,100,400.029,1,500
0.01,46.0513,-394.211,1.0,2142.14292589,0.01,0.01,0.8,-394.210729993,500.0,-394.210729993,2142.14292589,1.0,-420.084,100.0,500.0,1.0,1.0,3.50449e-18,-394.210729993,100,,2,500
0.005,45.3572,-392.302,1.0,2006.60185925,0.005,0.005,0.8,-390.393195343,500.0,-390.393195343,2006.60185925,1.0,-410.597,200.000000102,500.0,1.0,1.0,2.1793e-19,-390.393195343,100,,2,500
0.00333333,43.2101,-390.364,1.0,1479.04986843,0.00333333,0.00333333,0.8,-386.487888881,500.0,-386.487888881,1479.04986843,1.0,-405.302,299.999969474,500.0,1.0,1.0,5.43914e-20,-386.487888881,100,,2,500
0.0025,41.2794,-389.453,1.0,1216.84367202,0.0025,0.0025,0.8,-386.721248795,500.0,-386.721248795,1216.84367202,1.0,-402.39,400.0,500.0,1.0,1.0,5.4346e-20,-386.721248795,100,,2,500
0.00668552,48.3217,-385.536,3.50186,1984.75799903,0.002,0.000134545,0.8,-383.470149153,385.943154528,-383.470149153,1984.75799903,1.0476,-398.706,392.923602123,500.0,1.29553,0.0704742,1.09223e-06,-383.470149153,100,0.299669,1,500
0.01,38.8673,-384.798,1.0,1525.92327135,0.01,0.01,0.8,-384.797902888,500.0,-384.797902888,1525.92327135,1.0,-411.035,100.0,500.0,1.0,1.0,3.50449e-18,-384.797902888,100,,2,500
0.005,41.0775,-383.445,1.0,1879.1850068,0.005,0.005,0.8,-382.091173834,500.0,-382.091173834,1879.1850068,1.0,-402.492,200.000000102,500.0,1.0,1.0,2.1793e-19,-382.091173834,100,,2,500
0.00333333,40.6844,-384.711,1.0,1597.29005418,0.00333333,0.00333333,0.8,-387.244858418,500.0,-387.244858418,1597.29005418,1.0,-400.264,299.999969474,500.0,1.0,1.0,5.43914e-20,-387.244858418,100,,2,500
0.0025,40.6538,-385.842,1.0,1646.38218958,0.0025,0.0025,0.8,-389.232779253,500.0,-389.232779253,1646.38218958,1.0,-399.551,400.0,500.0,1.0,1.0,5.4346e-20,-389.232779253,100,,2,500
0.120755,115.875,-373.388,68.5135,1316.5769318,0.002,3.75357e-06,0.8,-376.537059634,193.974122379,-376.537059634,1316.5769318,1.13475,-393.074,55.4986803291,500.0,2.57766,0.00212969,3.21011e-05,-376.537059634,100,10.3339,1,500
0.01,42.3824,-387.077,1.0,1814.4129885,0.01,0.01,0.8,-387.076617662,500.0,-387.076617662,1814.4129885,1.0,-413.763,100.0,500.0,1.0,1.0,3.50449e-18,-387.076617662,100,,2,500
0.005,41.6757,-386.351,1.0,1693.34223815,0.005,0.005,0.8,-385.625303806,500.0,-385.625303806,1693.34223815,1.0,-405.221,200.000000102,500.0,1.0,1.0,2.1793e-19,-385.625303806,100,,2,500
0.00333333,41.8828,-384.294,1.0,1781.18715438,0.00333333,0.00333333,0.8,-380.178647453,500.0,-380.178647453,1781.18715438,1.0,-399.701,299.999969474,500.0,1.0,1.0,5.43914e-20,-380.178647453,100,,2,500
0.0025,41.4725,-382.892,1.0,1609.89168935,0.0025,0.0025,0.8,-378.68641622,500.0,-378.68641622,1609.89168935,1.0,-396.235,400.0,500.0,1.0,1.0,5.4346e-20,-378.68641622,100,,2,500
0.00765345,42.5434,-380.767,3.89742,2002.12565394,0.002,0.000743329,0.8,-380.336519924,436.752620378,-380.336519924,2002.12565394,1.01847,-393.536,435.69923141,500.0,1.14481,0.378531,5.91507e-07,-380.336519924,100,0.153391,1,500
0.01,43.1126,-385.88,1.0,1877.47446476,0.01,0.01,0.8,-385.880427819,500.0,-385.880427819,1877.47446476,1.0,-410.123,100.0,500.0,1.0,1.0,3.50449e-18,-385.880427819,100,,2,500
0.005,43.5333,-383.468,1.0,1939.35159599,0.005,0.005,0.8,-381.055943623,500.0,-381.055943623,1939.35159599,1.0,-401.942,200.000000102,500.0,1.0,1.0,2.1793e-19,-381.055943623,100,,2,500
0.00333333,44.2862,-385.391,1.0,2092.24813081,0.00333333,0.00333333,0.8,-389.237001205,500.0,-389.237001205,2092.24813081,1.0,-401.121,299.999969474,500.0,1.0,1.0,5.43914e-20,-389.237001205,100,,2,500
0.0025,45.8932,-387.029,1.0,2534.09668609,0.0025,0.0025,0.8,-391.941416169,500.0,-391.941416169,2534.09668609,1.0,-401.622,400.0,500.0,1.0,1.0,5.4346e-20,-391.941416169,100,,2,500
0.00404138,44.9718,-385.923,2.03609,1401.29868029,0.002,0.000427428,0.8,-389.98805458,438.063382154,-389.98805458,1401.29868029,1.00762,-399.868,442.340272067,500.0,1.14139,0.215344,5.22453e-07,-389.98805458,100,0.132612,1,500
0.01,43.5161,-386.188,1.0,1912.7797112,0.01,0.01,0.8,-386.187619729,500.0,-386.187619729,1912.7797112,1.0,-413.454,100.0,500.0,1.0,1.0,3.50449e-18,-386.187619729,100,,2,500
0.005,44.8194,-385.303,1.0,2143.77364367,0.005,0.005,0.8,-384.418790588,500.0,-384.418790588,2143.77364367,1.0,-404.583,200.000000102,500.0,1.0,1.0,2.1793e-19,-384.418790588,100,,2,500
0.00333333,44.1966,-385.028,1.0,1860.61160618,0.00333333,0.00333333,0.8,-384.477295459,500.0,-384.477295459,1860.61160618,1.0,-400.77,299.999969474,500.0,1.0,1.0,5.43914e-20,-384.477295459,100,,2,500
0.0025,44.4807,-387.18,1.0,2018.74648038,0.0025,0.0025,0.8,-393.634222757,500.0,-393.634222757,2018.74648038,1.0,-400.813,400.0,500.0,1.0,1.0,5.4346e-20,-393.634222757,100,,2,500
0.0119797,54.9847,-380.903,6.2938,1689.80385043,0.002,2.7215e-06,0.8,-384.497553566,315.753092955,-384.497553566,1689.80385043,1.05075,-396.248,325.229978755,500.0,1.58352,0.0014298,2.1538e-06,-384.497553566,100,0.594487,1,500
0.01,43.1007,-389.15,1.0,1876.430513,0.01,0.01,0.8,-389.14969742,500.0,-389.14969742,1876.430513,1.0,-414.08,100.0,500.0,1.0,1.0,3.50449e-18,-389.14969742,100,,2,500
0.005,42.3624,-390.729,1.0,1743.93642093,0.005,0.005,0.8,-392.308783238,500.0,-392.308783238,1743.93642093,1.0,-408.982,200.000000102,500.0,1.0,1.0,2.1793e-19,-392.308783238,100,,2,500
0.00333333,42.5039,-390.787,1.0,1849.06930662,0.00333333,0.00333333,0.8,-390.903001547,500.0,-390.903001547,1849.06930662,1.0,-406.215,299.999969474,500.0,1.0,1.0,5.43914e-20,-390.903001547,100,,2,500
0.0025,42.9089,-390.553,1.0,1963.93470241,0.0025,0.0025,0.8,-389.85025978,500.0,-389.85025978,1963.93470241,1.0,-404.242,400.0,500.0,1.0,1.0,5.4346e-20,-389.85025978,100,,2,500
0.271196,239.511,-371.924,193.698,1984.70663142,0.002,6.28118e-05,0.8,-393.053128941,152.684834093,-393.053128941,1984.70663142,1.42847,-394.081,13.1895421265,500.0,3.27472,0.0448624,0.000147931,-393.053128941,100,75.4643,1,500
0.01,43.9327,-389.72,1.0,1949.57785129,0.01,0.01,0.8,-389.720478267,500.0,-389.720478267,1949.57785129,1.0,-417.529,100.0,500.0,1.0,1.0,3.50449e-18,-389.720478267,100,,2,500
0.005,45.3898,-388.665,1.0,2210.25347793,0.005,0.005,0.8,-387.610340341,500.0,-387.610340341,2210.25347793,1.0,-408.694,200.000000102,500.0,1.0,1.0,2.1793e-19,-387.610340341,100,,2,500
0.00333333,43.4648,-386.98,1.0,1545.52686488,0.00333333,0.00333333,0.8,-383.608460303,500.0,-383.608460303,1545.52686488,1.0,-403.333,299.999969474,500.0,1.0,1.0,5.43914e-20,-383.608460303,100,,2,500
0.0025,44.6872,-387.478,1.0,2340.64117892,0.0025,0.0025,0.8,-388.973210177,500.0,-388.973210177,2340.64117892,1.0,-401.64,400.0,500.0,1.0,1.0,5.4346e-20,-388.973210177,100,,2,500
0.0428197,70.5485,-383.503,22.0194,1998.50582687,0.002,0.000329953,0.8,-393.307326005,315.405146296,-393.307326005,1998.50582687,1.02847,-399.451,201.186036477,500.0,1.58526,0.169674,5.95295e-06,-393.307326005,100,1.5742,1,500
0.01,45.3738,-385.108,1.0,2079.58088108,0.01,0.01,0.8,-385.108361206,500.0,-385.108361206,2079.58088108,1.0,-411.318,100.0,500.0,1.0,1.0,3.50449e-18,-385.108361206,100,,2,500
0.005,41.9131,-384.488,1.0,1468.55432812,0.005,0.005,0.8,-383.867240579,500.0,-383.867240579,1468.55432812,1.0,-403.021,200.000000102,500.0,1.0,1.0,2.1793e-19,-383.867240579,100,,2,500
0.00333333,42.1876,-384.535,1.0,1844.38375585,0.00333333,0.00333333,0.8,-384.628942227,500.0,-384.628942227,1844.38375585,1.0,-399.667,299.999969474,500.0,1.0,1.0,5.43914e-20,-384.628942227,100,,2,500
0.0025,42.9507,-385.57,1.0,2047.28466502,0.0025,0.0025,0.8,-388.674732874,500.0,-388.674732874,2047.28466502,1.0,-398.675,400.0,500.0,1.0,1.0,5.4346e-20,-388.674732874,100,,2,500
0.0209983,66.7652,-376.542,10.3916,2176.34521988,0.002,4.75757e-06,0.8,-393.684620167,219.708394651,-393.684620167,2176.34521988,0.989756,-395.945,197.379082529,500.0,2.27574,0.00235442,6.14507e-06,-393.684620167,100,1.50495,1,500
0.01,38.713,-380.907,1.0,1513.83569939,0.01,0.01,0.8,-380.907370251,500.0,-380.907370251,1513.83569939,1.0,-405.742,100.0,500.0,1.0,1.0,3.50449e-18,-380.907370251,100,,2,500
0.005,40.0352,-384.669,1.0,1695.59947338,0.005,0.005,0.8,-388.430857682,500.0,-388.430857682,1695.59947338,1.0,-403.648,200.000000102,500.0,1.0,1.0,2.1793e-19,-388.430857682,100,,2,500
0.00333333,41.3741,-385.112,1.0,1948.09923162,0.00333333,0.00333333,0.8,-385.998976938,500.0,-385.998976938,1948.09923162,1.0,-402.049,299.999969474,500.0,1.0,1.0,5.43914e-20,-385.998976938,100,,2,500
0.0025,42.1994,-385.88,1.0,2000.66178669,0.0025,0.0025,0.8,-388.182809606,500.0,-388.182809606,2000.66178669,1.0,-400.548,400.0,500.0,1.0,1.0,5.4346e-20,-388.182809606,100,,2,500
0.0093815,46.5081,-382.675,4.76699,1721.15834226,0.002,0.000210372,0.8,-384.042098775,402.800808885,-384.042098775,1721.15834226,1.01625,-397.292,395.345346766,500.0,1.24131,0.106896,1.06099e-06,-384.042098775,100,0.27394,1,500
0.01,37.9999,-381.981,1.0,1458.58032571,0.01,0.01,0.8,-381.981480549,500.0,-381.981480549,1458.58032571,1.0,-406.063,100.0,500.0,1.0,1.0,3.50449e-18,-381.981480549,100,,2,500
0.005,37.2002,-380.837,1.0,1334.44586308,0.005,0.005,0.8,-379.692567335,500.0,-379.692567335,1334.44586308,1.0,-397.865,200.000000102,500.0,1.0,1.0,2.1793e-19,-379.692567335,100,,2,500
0.00333333,40.3667,-383.361,1.0,2103.49380138,0.00333333,0.00333333,0.8,-388.41026727,500.0,-388.41026727,2103.49380138,1.0,-397.814,299.999969474,500.0,1.0,1.0,5.43914e-20,-388.41026727,100,,2,500
0.0025,41.2606,-383.842,1.0,1937.93279611,0.0025,0.0025,0.8,-385.28528,500.0,-385.28528,1937.93279611,1.0,-397.098,400.0,500.0,1.0,1.0,5.4346e-20,-385.28528,100,,2,500
0.0844955,100.353,-375.277,45.928,1281.94624127,0.002,0.000530636,0.8,-376.393239983,274.983819483,-376.393239983,1281.94624127,1.08711,-391.264,101.080399969,500.0,1.81829,0.28843,1.58179e-05,-376.393239983,100,4.67342,1,500
0.01,43.1591,-384.59,1.0,1881.52166579,0.01,0.01,0.8,-384.590246142,500.0,-384.590246142,1881.52166579,1.0,-411.681,100.0,500.0,1.0,1.0,3.50449e-18,-384.590246142,100,,2,500
0.005,41.3865,-385.586,1.0,1576.76008054,0.005,0.005,0.8,-386.581159202,500.0,-386.581159202,1576.76008054,1.0,-404.742,200.000000102,500.0,1.0,1.0,2.1793e-19,-386.581159202,100,,2,500
0.00333333,39.88,-383.579,1.0,1334.75227921,0.00333333,0.00333333,0.8,-379.566240984,500.0,-379.566240984,1334.75227921,1.0,-399.22,299.999969474,500.0,1.0,1.0,5.43914e-20,-379.566240984,100,,2,500
0.0025,39.8138,-384.856,1.0,1565.41657355,0.0025,0.0025,0.8,-388.686426571,500.0,-388.686426571,1565.41657355,1.0,-398.401,400.0,500.0,1.0,1.0,5.4346e-20,-388.686426571,100,,2,500
0.016952,46.8747,-380.059,8.82456,2428.55705824,0.002,1.04508e-06,0.8,-389.677120266,330.936936545,-389.677120266,2428.55705824,1.04113,-394.951,282.803951531,500.0,1.51086,0.00054403,3.07819e-06,-389.677120266,100,0.834148,1,500
0.01,47.0831,-387.356,1.0,2239.21036685,0.01,0.01,0.8,-387.355998709,500.0,-387.355998709,2239.21036685,1.0,-414.375,100.0,500.0,1.0,1.0,3.50449e-18,-387.355998709,100,,2,500
0.005,45.2669,-384.441,1.0,1883.20585005,0.005,0.005,0.8,-381.526824149,500.0,-381.526824149,1883.20585005,1.0,-403.641,200.000000102,500.0,1.0,1.0,2.1793e-19,-381.526824149,100,,2,500
0.00333333,43.2505,-383.451,1.0,1522.99200844,0.00333333,0.00333333,0.8,-381.470125581,500.0,-381.470125581,1522.99200844,1.0,-399.127,299.999969474,500.0,1.0,1.0,5.43914e-20,-381.470125581,100,,2,500
0.0025,41.9277,-381.894,1.0,1404.84245612,0.0025,0.0025,0.8,-377.221535374,500.0,-377.221535374,1404.84245612,1.0,-395.47,400.0,500.0,1.0,1.0,5.4346e-20,-377.221535374,100,,2,500
0.296346,265.919,-364.715,196.195,2088.87800756,0.002,4.10568e-06,0.8,-396.224291726,149.956124745,-396.224291726,2088.87800756,1.3241,-386.951,11.1338787262,500.0,3.33431,0.00271816,0.000175984,-396.224291726,100,77.1352,1,500
0.01,40.3862,-387.209,1.0,1647.52254222,0.01,0.01,0.8,-387.208690922,500.0,-387.208690922,1647.52254222,1.0,-412.32,100.0,500.0,1.0,1.0,3.50449e-18,-387.208690922,100,,2,500
0.005,40.5581,-386.812,1.0,1675.31050327,0.005,0.005,0.8,-386.415829925,500.0,-386.415829925,1675.31050327,1.0,-404.568,200.000000102,500.0,1.0,1.0,2.1793e-19,-386.415829925,100,,2,500
0.00333333,40.1067,-385.596,1.0,1542.25486463,0.00333333,0.00333333,0.8,-383.162264375,500.0,-383.162264375,1542.25486463,1.0,-400.093,299.999969474,500.0,1.0,1.0,5.43914e-20,-383.162264375,100,,2,500
0.0025,41.1618,-387.964,1.0,1903.22317858,0.0025,0.0025,0.8,-395.070937369,500.0,-395.070937369,1903.22317858,1.0,-401.847,400.0,500.0,1.0,1.0,5.4346e-20,-395.070937369,100,,2,500
0.0120817,48.8878,-384.622,6.29826,1607.07660188,0.002,0.000218663,0.8,-391.009831002,369.202016327,-391.009831002,1607.07660188,1.04261,-399.073,344.847088059,500.0,1.35427,0.11399,1.80328e-06,-391.009831002,100,0.490055,1,500
0.01,40.2121,-386.935,1.0,1633.34402817,0.01,0.01,0.8,-386.935108837,500.0,-386.935108837,1633.34402817,1.0,-411.369,100.0,500.0,1.0,1.0,3.50449e-18,-386.935108837,100,,2,500
0.005,40.5954,-384.577,1.0,1684.68841819,0.005,0.005,0.8,-382.21961255,500.0,-382.21961255,1684.68841819,1.0,-403.296,200.000000102,500.0,1.0,1.0,2.1793e-19,-382.21961255,100,,2,500
0.00333333,42.5515,-384.953,1.0,2156.64873826,0.00333333,0.00333333,0.8,-385.704172,500.0,-385.704172,2156.64873826,1.0,-400.336,299.999969474,500.0,1.0,1.0,5.43914e-20,-385.704172,100,,2,500
0.0025,42.5313,-386.135,1.0,1805.01442862,0.0025,0.0025,0.8,-389.681791708,500.0,-389.681791708,1805.01442862,1.0,-399.457,400.0,500.0,1.0,1.0,5.4346e-20,-389.681791708,100,,2,500
0.0190798,51.2371,-382.059,9.84359,1678.71653175,0.002,6.60192e-05,0.8,-391.206421873,320.051937139,-391.206421873,1678.71653175,1.03183,-396.952,308.856771688,500.0,1.56225,0.0340604,2.48045e-06,-391.206421873,100,0.660224,1,500
0.01,37.6841,-386.841,1.0,1434.43317955,0.01,0.01,0.8,-386.841119221,500.0,-386.841119221,1434.43317955,1.0,-412.573,100.0,500.0,1.0,1.0,3.50449e-18,-386.841119221,100,,2,500
0.005,40.4712,-386.591,1.0,1874.36002082,0.005,0.005,0.8,-386.341205483,500.0,-386.341205483,1874.36002082,1.0,-405.397,200.000000102,500.0,1.0,1.0,2.1793e-19,-386.341205483,100,,2,500
0.00333333,42.5204,-388.012,1.0,2157.59742074,0.00333333,0.00333333,0.8,-390.852378301,500.0,-390.852378301,2157.59742074,1.0,-403.981,299.999969474,500.0,1.0,1.0,5.43914e-20,-390.852378301,100,,2,500
0.0025,42.1583,-389.014,1.0,1690.19571687,0.0025,0.0025,0.8,-392.019351963,500.0,-392.019351963,1690.19571687,1.0,-402.843,400.0,500.0,1.0,1.0,5.4346e-20,-392.019351963,100,,2,500
0.620999,344.175,-336.56,623.836,1486.33118168,0.002,,0.8,-383.22162195,499.993562781,-383.22162195,1486.33118168,2.00914,-348.93,2.49654226544,500.0,1.00001,,0.000798705,-383.22162195,100,806.018,1,500
0.01,40.6343,-391.361,1.0,1667.82134542,0.01,0.01,0.8,-391.36127005,500.0,-391.36127005,1667.82134542,1.0,-416.156,100.0,500.0,1.0,1.0,3.50449e-18,-391.36127005,100,,2,500
0.005,43.1122,-391.708,1.0,2086.81408644,0.005,0.005,0.8,-392.05498894,500.0,-392.05498894,2086.81408644,1.0,-411.674,200.000000102,500.0,1.0,1.0,2.1793e-19,-392.05498894,100,,2,500
0.00333333,42.0144,-388.031,1.0,1512.29939633,0.00333333,0.00333333,0.8,-380.676282475,500.0,-380.676282475,1512.29939633,1.0,-404.333,299.999969474,500.0,1.0,1.0,5.43914e-20,-380.676282475,100,,2,500
0.0025,41.3972,-388.102,1.0,1574.95597217,0.0025,0.0025,0.8,-388.317028641,500.0,-388.317028641,1574.95597217,1.0,-402.22,400.0,500.0,1.0,1.0,5.4346e-20,-388.317028641,100,,2,500
0.00664329,44.1242,-385.037,3.4025,1641.5455193,0.002,6.7055e-05,0.8,-389.858575975,382.625255761,-389.858575975,1641.5455193,1.02434,-399.472,386.404975649,500.0,1.30676,0.0343436,1.17827e-06,-389.858575975,100,0.309083,1,500
0.01,43.109,-389.024,1.0,1877.1577682,0.01,0.01,0.8,-389.023572086,500.0,-389.023572086,1877.1577682,1.0,-414.609,100.0,500.0,1.0,1.0,3.50449e-18,-389.023572086,100,,2,500
0.005,44.7667,-389.177,1.0,2171.3932305,0.005,0.005,0.8,-389.329949741,500.0,-389.329949741,2171.3932305,1.0,-407.589,200.000000102,500.0,1.0,1.0,2.1793e-19,-389.329949741,100,,2,500
0.00333333,42.4717,-387.567,1.0,1401.89737789,0.00333333,0.00333333,0.8,-384.347376268,500.0,-384.347376268,1401.89737789,1.0,-402.6,299.999969474,500.0,1.0,1.0,5.43914e-20,-384.347376268,100,,2,500
0.0025,42.5982,-387.337,1.0,1864.89493236,0.0025,0.0025,0.8,-386.646988131,500.0,-386.646988131,1864.89493236,1.0,-400.356,400.0,500.0,1.0,1.0,5.4346e-20,-386.646988131,100,,2,500
0.0112189,49.2329,-381.086,5.58924,1485.18635049,0.002,4.88187e-05,0.8,-380.60016777,348.306782056,-380.60016777,1485.18635049,0.996398,-395.038,341.267196694,500.0,1.43552,0.0243214,1.86424e-06,-380.60016777,100,0.462709,1,500
