AvgVanillaIw,ESSRenyi,VarJ,AvgDiscRet,IterType,VarNormIw,VanillaAvgRet,VarDiscRet,AvgEpLen,MaxVanillaIw,MinNormIw,EpsThisIter,MaxNormIw,AvgNormIw,ESSClassic,eRenyi2,AvgRet,VarVanillaIw,BatchSize,Bound,MinVanillaIw,J,VarRet,Delta
1.0,500.0,1513.4152,2964.1492811740627,2,5.434597e-20,2964.1492811740627,2604738.4917753767,297.17,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,2964.1492811740627,,500,2932.8486,1.0,3057.8486,2604738.4917753767,0.8
1.0599194,45.89744649231483,813.7981,3155.4869462615006,1,3.9231192e-05,3155.4869462615006,2037130.71530242,316.33,29.670454,,100,0.05598625,0.002,46.347006665530756,10.893852,3155.4869462615006,11.018365,500,4495.6064,,4864.623,2037130.71530242,0.8
1.0,500.0,338.8466,4940.076356906159,2,3.5044917e-18,4940.076356906159,115976.75832903049,494.1,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4940.076356906159,,500,4690.076,1.0,4940.076,115976.75832903049,0.8
1.0,500.0,482.1716,4878.267201251763,2,2.179301e-19,4878.267201251763,351769.3952021033,487.94,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4878.267201251763,,500,4732.395,1.0,4909.172,351769.3952021033,0.8
1.0,500.0,537.108,4826.640160191002,2,5.4391416e-20,4826.640160191002,399934.39082706283,482.82,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4826.640160191002,,500,4737.3237,1.0,4881.661,399934.39082706283,0.8
1.0,500.0,505.5138,4897.137368837782,2,5.434597e-20,4897.137368837782,158123.54420545738,489.88,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4897.137368837782,,500,4760.5303,1.0,4885.5303,158123.54420545738,0.8
0.99429345,338.6931365427121,130.90964,4896.65929219579,1,1.9842741e-06,4896.65929219579,273562.11361409834,489.79,2.875574,6.256753e-06,100,0.005784156,0.0019999999,334.43111347838516,1.4762626,4896.65929219579,0.49042305,500,4841.3193,0.0031105243,4977.162,273562.11361409834,0.8
1.0,500.0,169.21661,4982.371422642949,2,3.5044917e-18,4982.371422642949,28923.49618741067,498.29,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4982.371422642949,,500,4732.371,1.0,4982.371,28923.49618741067,0.8
1.0,500.0,252.66974,4960.714422364316,2,2.179301e-19,4960.714422364316,99813.36730446883,496.16,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4960.714422364316,,500,4794.766,1.0,4971.543,99813.36730446883,0.8
1.0,500.0,210.31436,4992.480757063775,2,5.4391416e-20,4992.480757063775,4767.800847181253,499.3,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4992.480757063775,,500,4834.185,1.0,4978.5225,4767.800847181253,0.8
1.0,500.0,203.88618,4981.245780242483,2,5.434597e-20,4981.245780242483,33915.522894890346,498.17,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4981.245780242483,,500,4854.203,1.0,4979.203,33915.522894890346,0.8
1.0028841,472.0474525240666,59.25412,4999.66088534746,1,2.4630495e-07,4999.66088534746,0.18929766407170365,500.0,1.368691,0.0005004226,100,0.0027295097,0.002,471.05239888938144,1.0592155,4999.66088534746,0.06193193,500,4878.151,0.25093293,4993.217,0.18929766407170365,0.8
1.0,500.0,0.3276657,4999.6737270389885,2,3.5044917e-18,4999.6737270389885,0.10845399940269655,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.6737270389885,,500,4749.6733,1.0,4999.6733,0.10845399940269655,0.8
1.0,500.0,22.483847,4994.705814119702,2,2.179301e-19,4994.705814119702,1008.6874223612774,499.54,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4994.705814119702,,500,4820.413,1.0,4997.19,1008.6874223612774,0.8
1.0,500.0,108.68018,4981.066398063105,2,5.4391416e-20,4981.066398063105,34595.7536046997,498.15,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4981.066398063105,,500,4847.4785,1.0,4991.816,34595.7536046997,0.8
1.0,500.0,109.74357,4984.024925650346,2,5.434597e-20,4984.024925650346,12823.165401363563,498.45,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4984.024925650346,,500,4864.868,1.0,4989.868,12823.165401363563,0.8
0.987546,481.87294136029055,46.101646,4988.369261916954,1,1.6799183e-07,4988.369261916954,12774.950776803571,498.88,1.2757001,0.00042800946,100,0.002583576,0.002,479.8860920579548,1.0376179,4988.369261916954,0.040958386,500,4881.3394,0.21133952,4995.226,12774.950776803571,0.8
1.0,500.0,0.4341579,4999.669356408367,2,3.5044917e-18,4999.669356408367,0.19038729283387215,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.669356408367,,500,4749.6694,1.0,4999.6694,0.19038729283387215,0.8
1.0,500.0,295.33405,4940.911109879055,2,2.179301e-19,4940.911109879055,174462.58915130756,494.15,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4940.911109879055,,500,4793.513,1.0,4970.29,174462.58915130756,0.8
1.0,500.0,241.53577,4999.632762893504,2,5.4391416e-20,4999.632762893504,0.165889854632263,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.632762893504,,500,4835.734,1.0,4980.0713,0.165889854632263,0.8
1.0,500.0,213.36385,4991.27096983171,2,5.434597e-20,4991.27096983171,7054.430729474763,499.17,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4991.27096983171,,500,4857.871,1.0,4982.871,7054.430729474763,0.8
1.0020967,475.3143970047164,49.85393,4995.1649851864995,1,2.2308019e-07,4995.1649851864995,2024.982203136461,499.56,1.4105815,0.00033431876,100,0.0028152603,0.0019999999,473.63803823656644,1.0519353,4995.1649851864995,0.056004148,500,4881.0996,0.16750985,4995.7695,2024.982203136461,0.8
1.0,500.0,39.7946,4995.676722819661,2,3.5044917e-18,4995.676722819661,1599.608094983156,499.61,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4995.676722819661,,500,4745.6763,1.0,4995.6763,1599.608094983156,0.8
1.0,500.0,28.21189,4999.707000308417,2,2.179301e-19,4999.707000308417,0.09042643306867904,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.707000308417,,500,4820.9146,1.0,4997.6914,0.09042643306867904,0.8
1.0,500.0,23.05477,4999.67625056326,2,5.4391416e-20,4999.67625056326,0.12222847758166129,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.67625056326,,500,4854.0156,1.0,4998.353,0.12222847758166129,0.8
1.0,500.0,82.7947,4983.617451965986,2,5.434597e-20,4983.617451965986,25921.641268572803,498.4,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4983.617451965986,,500,4869.6694,1.0,4994.6694,25921.641268572803,0.8
1.0053352,482.5300874933677,191.72179,4942.0024353896515,1,1.4622272e-07,4942.0024353896515,254970.0227943872,494.26,1.7785325,0.0006322614,100,0.0035381878,0.002,482.4008063275105,1.0362048,4942.0024353896515,0.03694679,500,4875.205,0.31781733,4989.014,254970.0227943872,0.8
1.0,500.0,0.34670135,4999.685277390926,2,3.5044917e-18,4999.685277390926,0.12142611680545665,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.685277390926,,500,4749.6855,1.0,4999.6855,0.12142611680545665,0.8
1.0,500.0,0.31663036,4999.719468583441,2,2.179301e-19,4999.719468583441,0.08052174029333282,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.719468583441,,500,4822.9253,1.0,4999.702,0.08052174029333282,0.8
1.0,500.0,0.3165221,4999.7247199953745,2,5.4391416e-20,4999.7247199953745,0.10072442600097987,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.7247199953745,,500,4855.3726,1.0,4999.71,0.10072442600097987,0.8
1.0,500.0,131.38313,4973.373503978231,2,5.434597e-20,4973.373503978231,69217.79811139024,497.38,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4973.373503978231,,500,4868.126,1.0,4993.126,69217.79811139024,0.8
1.0016353,490.84661979347084,28.449738,4999.738728503521,1,7.894205e-08,4999.738728503521,0.08967813395966719,500.0,1.1716492,0.00048330048,100,0.0023394728,0.002,490.3422121858601,1.0186481,4999.738728503521,0.01980011,500,4885.605,0.24204542,4998.446,0.08967813395966719,0.8
1.0,500.0,0.48284447,4999.676872006039,2,3.5044917e-18,4999.676872006039,0.2354946877743613,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.676872006039,,500,4749.6763,1.0,4999.6763,0.2354946877743613,0.8
1.0,500.0,0.4116479,4999.6897140412175,2,2.179301e-19,4999.6897140412175,0.1067409641049929,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.6897140412175,,500,4822.9067,1.0,4999.6836,0.1067409641049929,0.8
1.0,500.0,5.192885,4998.883110392023,2,5.4391416e-20,4998.883110392023,80.94170774274617,499.92,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4998.883110392023,,500,4855.079,1.0,4999.4165,80.94170774274617,0.8
1.0,500.0,23.578194,4994.498732175893,2,5.434597e-20,4994.498732175893,2146.148570423372,499.5,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4994.498732175893,,500,4873.1875,1.0,4998.1875,2146.148570423372,0.8
1.0011634,498.6890446171882,15.737939,4999.645421730216,1,1.1011313e-08,4999.645421730216,0.1331933603278446,500.0,1.0707551,0.0014723628,100,0.0021390219,0.0019999999,498.6301879501833,1.0026288,4999.645421730216,0.0027592368,500,4886.838,0.73703784,4998.788,0.1331933603278446,0.8
1.0,500.0,0.34342605,4999.648716241783,2,3.5044917e-18,4999.648716241783,0.1191284629895052,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.648716241783,,500,4749.649,1.0,4999.649,0.1191284629895052,0.8
1.0,500.0,16.936354,4997.274527417728,2,2.179301e-19,4997.274527417728,576.5095517080563,499.77,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4997.274527417728,,500,4821.685,1.0,4998.462,576.5095517080563,0.8
1.0,500.0,158.0038,4972.351294949653,2,5.4391416e-20,4972.351294949653,74613.5633602237,497.28,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4972.351294949653,,500,4845.421,1.0,4989.7583,74613.5633602237,0.8
1.0,500.0,136.90312,4999.701213659084,2,5.434597e-20,4999.701213659084,0.10972251785283221,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.701213659084,,500,4867.2437,1.0,4992.2437,0.10972251785283221,0.8
0.99573565,490.14647936964764,48.1799,4999.6475609670115,1,9.9278544e-08,4999.6475609670115,0.28041592988766884,500.0,1.2663279,0.0006888491,100,0.002543502,0.002,487.9143243396384,1.0201032,4999.6475609670115,0.024608407,500,4884.16,0.3429558,4997.0815,0.28041592988766884,0.8
1.0,500.0,14.923327,4998.130602633251,2,3.5044917e-18,4998.130602633251,224.95593017574916,499.86,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4998.130602633251,,500,4748.131,1.0,4998.131,224.95593017574916,0.8
1.0,500.0,10.585423,4999.762553017596,2,2.179301e-19,4999.762553017596,0.06571620698223463,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.762553017596,,500,4822.1694,1.0,4998.9463,0.06571620698223463,0.8
1.0,500.0,8.652926,4999.699849910537,2,5.4391416e-20,4999.699849910537,0.14008506657045905,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.699849910537,,500,4854.8604,1.0,4999.1978,0.14008506657045905,0.8
1.0,500.0,7.4983234,4999.668873470893,2,5.434597e-20,4999.668873470893,0.11465155526954934,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.668873470893,,500,4874.316,1.0,4999.316,0.11465155526954934,0.8
1.0078951,490.76661573313686,45.03269,4974.969902958307,1,6.899756e-08,4974.969902958307,61065.6920990737,497.54,1.197469,0.0007097137,100,0.0023761778,0.002,491.5382896861862,1.0188142,4974.969902958307,0.017522838,500,4884.5684,0.3576585,4997.4185,61065.6920990737,0.8
1.0,500.0,0.3089011,4999.686503983007,2,3.5044917e-18,4999.686503983007,0.09637629385458331,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.686503983007,,500,4749.6865,1.0,4999.6865,0.09637629385458331,0.8
1.0,500.0,0.27964875,4999.744916350515,2,2.179301e-19,4999.744916350515,0.05987761147955588,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.744916350515,,500,4822.939,1.0,4999.716,0.05987761147955588,0.8
1.0,500.0,0.29344222,4999.702278277222,2,5.4391416e-20,4999.702278277222,0.1028354239512142,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.702278277222,,500,4855.3735,1.0,4999.711,0.1028354239512142,0.8
1.0,500.0,0.30549088,4999.723186692293,2,5.434597e-20,4999.723186692293,0.11600554963814494,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.723186692293,,500,4874.714,1.0,4999.714,0.11600554963814494,0.8
0.99994034,499.99696018159756,0.2956309,4999.743976449751,1,2.4175582e-11,4999.743976449751,0.06566208750687667,500.0,1.0036124,0.0019748968,100,0.0020073447,0.002,499.99703808009906,1.0000061,4999.743976449751,6.0431616e-06,500,4887.917,0.9873894,4999.7207,0.06566208750687667,0.8
1.0,500.0,0.42495963,4999.673577727537,2,3.5044917e-18,4999.673577727537,0.18241823498226564,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.673577727537,,500,4749.6733,1.0,4999.6733,0.18241823498226564,0.8
1.0,500.0,0.37095705,4999.694041428722,2,2.179301e-19,4999.694041428722,0.0953489333982609,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.694041428722,,500,4822.9067,1.0,4999.6836,0.0953489333982609,0.8
1.0,500.0,0.3465108,4999.694135663722,2,5.4391416e-20,4999.694135663722,0.08577450453931675,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.694135663722,,500,4855.3506,1.0,4999.688,0.08577450453931675,0.8
1.0,500.0,0.33970466,4999.711433983888,2,5.434597e-20,4999.711433983888,0.10197429649917455,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.711433983888,,500,4874.6934,1.0,4999.6934,0.10197429649917455,0.8
1.0,500.0,0.33484292,4999.6992334710285,1,5.431875e-20,4999.6992334710285,0.09997179447092965,500.0,1.0,0.002,100,0.002,0.0020000003,500.00000664260017,1.0,4999.6992334710285,,500,4887.892,1.0,4999.6953,0.09997179447092965,0.8
1.0,500.0,0.25950176,4999.777097500204,2,3.5044917e-18,4999.777097500204,0.06802333221936546,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.777097500204,,500,4749.777,1.0,4999.777,0.06802333221936546,0.8
1.0,500.0,0.29789528,4999.689160877568,2,2.179301e-19,4999.689160877568,0.10734410324290163,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.689160877568,,500,4822.9565,1.0,4999.7334,0.10734410324290163,0.8
1.0,500.0,46.109528,4991.713727598153,2,5.4391416e-20,4991.713727598153,6399.203342037895,499.21,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4991.713727598153,,500,4852.7227,1.0,4997.06,6399.203342037895,0.8
1.0,500.0,39.94906,4999.733991332505,2,5.434597e-20,4999.733991332505,0.0822713793886721,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.733991332505,,500,4872.7285,1.0,4997.7285,0.0822713793886721,0.8
1.0025895,497.7647307625027,23.211603,4999.715378238058,1,1.7630157e-08,4999.715378238058,0.10377964072167972,500.0,1.1118349,0.0010284671,100,0.0022179266,0.002,497.81022073767747,1.0044906,4999.715378238058,0.004430394,500,4886.634,0.5155651,4998.688,0.10377964072167972,0.8
1.0,500.0,0.24298052,4999.757118055165,2,3.5044917e-18,4999.757118055165,0.05964274366752674,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.757118055165,,500,4749.7573,1.0,4999.7573,0.05964274366752674,0.8
1.0,500.0,16.950512,4997.255169633384,2,2.179301e-19,4997.255169633384,577.224119866244,499.77,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4997.255169633384,,500,4821.7295,1.0,4998.5063,577.224119866244,0.8
1.0,500.0,13.853085,4999.734402825468,2,5.4391416e-20,4999.734402825468,0.07904152458555133,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.734402825468,,500,4854.5786,1.0,4998.916,0.07904152458555133,0.8
1.0,500.0,12.0032625,4999.685463375801,2,5.434597e-20,4999.685463375801,0.14635739004592743,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.685463375801,,500,4874.1084,1.0,4999.1084,0.14635739004592743,0.8
1.0007166,499.8124945258769,9.729641,4999.720389105513,1,1.4515317e-09,4999.720389105513,0.10172461662292802,500.0,1.0291024,0.0018113813,100,0.002056731,0.002,499.81902494679105,1.0003752,4999.720389105513,0.00036340317,500,4887.4526,0.9063397,4999.277,0.10172461662292802,0.8
1.0,500.0,155.2087,4984.1169893377,2,3.5044917e-18,4984.1169893377,24333.069498498717,498.45,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4984.1169893377,,500,4734.1167,1.0,4984.1167,24333.069498498717,0.8
1.0,500.0,110.02444,4999.6660981326595,2,2.179301e-19,4999.6660981326595,0.13419810272524146,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.6660981326595,,500,4815.1147,1.0,4991.8916,0.13419810272524146,0.8
1.0,500.0,89.90988,4999.686560919435,2,5.4391416e-20,4999.686560919435,0.09534661840724853,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.686560919435,,500,4850.1523,1.0,4994.4897,0.09534661840724853,0.8
1.0,500.0,77.89713,4999.701818379981,2,5.434597e-20,4999.701818379981,0.11952504119707835,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.701818379981,,500,4870.7925,1.0,4995.7925,0.11952504119707835,0.8
0.9963033,494.50757912933125,21.626238,4999.731061405348,1,4.648263e-08,4999.731061405348,0.07983849318014725,500.0,1.1786485,0.0006197069,100,0.0023660434,0.002,494.2677555523284,1.0111068,4999.731061405348,0.011534902,500,4886.3115,0.308708,4998.734,0.07983849318014725,0.8
1.0,500.0,497.4652,4949.714962626179,2,3.5044917e-18,4949.714962626179,249971.288959739,495.01,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4949.714962626179,,500,4699.715,1.0,4949.715,249971.288959739,0.8
1.0,500.0,352.6484,4999.717810040255,2,2.179301e-19,4999.717810040255,0.09593852608609134,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.717810040255,,500,4797.9395,1.0,4974.7163,0.09593852608609134,0.8
1.0,500.0,288.17664,4999.6798357840535,2,5.4391416e-20,4999.6798357840535,0.09776379996690057,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.6798357840535,,500,4838.7,1.0,4983.0376,0.09776379996690057,0.8
1.0,500.0,249.67242,4999.679269487809,2,5.434597e-20,4999.679269487809,0.11514022531772256,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.679269487809,,500,4862.198,1.0,4987.198,0.11514022531772256,0.8
1.0014342,485.69256198500227,145.28137,4999.682449811172,1,1.10258696e-07,4999.682449811172,0.11033404313003665,500.0,1.374576,0.0007609409,100,0.0027452148,0.002,486.61346575183023,1.0294578,4999.682449811172,0.027643796,500,4879.7573,0.3810161,4993.1953,0.11033404313003665,0.8
1.0,500.0,0.2929811,4999.712075270641,2,3.5044917e-18,4999.712075270641,0.08670810996687811,500.0,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.712075270641,,500,4749.712,1.0,4999.712,0.08670810996687811,0.8
1.0,500.0,0.3105676,4999.694981020451,2,2.179301e-19,4999.694981020451,0.10799662333019419,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.694981020451,,500,4822.9263,1.0,4999.703,0.10799662333019419,0.8
1.0,500.0,0.29309633,4999.756382571469,2,5.4391416e-20,4999.756382571469,0.06358485041361314,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.756382571469,,500,4855.384,1.0,4999.721,0.06358485041361314,0.8
1.0,500.0,0.2929724,4999.696535478399,2,5.434597e-20,4999.696535478399,0.08603870224205791,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.696535478399,,500,4874.715,1.0,4999.715,0.08603870224205791,0.8
1.0000327,499.99952316329654,0.30657685,4999.737947575348,1,5.9225498e-12,4999.737947575348,0.1287638643765798,500.0,1.0023822,0.0019834738,100,0.0020046989,0.002,499.9992842147293,1.000001,4999.737947575348,1.4807327e-06,500,4887.9175,0.9917694,4999.7207,0.1287638643765798,0.8
1.0,500.0,4.0355115,4999.345547684634,2,3.5044917e-18,4999.345547684634,16.449924155092912,499.97,1.0,0.01,100,0.01,0.009999998,100.0,1.0,4999.345547684634,,500,4749.345,1.0,4999.345,16.449924155092912,0.8
1.0,500.0,2.8681397,4999.686101759191,2,2.179301e-19,4999.686101759191,0.110222235689786,500.0,1.0,0.005,100,0.005,0.0049999994,200.00000010221265,1.0,4999.686101759191,,500,4822.739,1.0,4999.5156,0.110222235689786,0.8
1.0,500.0,2.3494725,4999.700583072255,2,5.4391416e-20,4999.700583072255,0.08572237275260625,500.0,1.0,0.0033333334,100,0.0033333334,0.0033333336,299.999969473632,1.0,4999.700583072255,,500,4855.2397,1.0,4999.577,0.08572237275260625,0.8
1.0,500.0,2.0397825,4999.702803669274,2,5.434597e-20,4999.702803669274,0.07170917115488062,500.0,1.0,0.0025,100,0.0025,0.0024999997,400.0,1.0,4999.702803669274,,500,4874.609,1.0,4999.609,0.07170917115488062,0.8
1.0,500.0,1.8327383,4999.636654996193,1,5.431875e-20,4999.636654996193,0.15269122686854286,500.0,1.0,0.002,100,0.002,0.0020000003,500.00000664260017,1.0,4999.636654996193,,500,4887.8115,1.0,4999.6147,0.15269122686854286,0.8
