Bound,MaxNormIw,delta,MaxVanillaIw,ESSRenyi,BatchSize,AvgRet,EpsThisIter,MinVanillaIw,VanillaAvgRet,VarJ,AvgNormIw,renyi2,AvgDiscRet,MinNormIw,VarDiscRet,ESSClassic,J,SamplesThisIter,AvgVanillaIw,VarVanillaIw,AvgEpLen,VarRet,VarNormIw,IterType
4640.7,0.0014536,0.7,93.6577,nan,100,3420.90241511,146,,3420.90241511,14777.6,3.80517e-05,nan,3420.90241511,,4176213.34362,3.78173681233,820891.0,50000,2.45173,15.1222,342.465753425,4176213.34362,3.64267e-09,1
4669.66,0.000152886,0.7,3.50804,nan,100,4543.73988251,110,1.59695e-06,4543.73988251,10709.5,5.05051e-05,nan,4543.73988251,6.95974e-11,2074388.09596,1.87396944333,872590.0,50000,1.15887,0.351894,454.545454545,2074388.09596,6.68368e-10,1
4653.92,0.000166314,0.7,4.54578,nan,100,4543.87164652,110,8.15902e-16,4543.87164652,8186.47,5.05051e-05,nan,4543.87164652,2.9851e-20,1203781.71575,2.77390120043,872112.0,50000,1.38043,0.936414,454.545454545,1203781.71575,1.25345e-09,1
4633.8,0.00101716,0.7,41.3716,nan,100,4095.8268146,122,2.24198e-15,4095.8268146,12145.5,4.55373e-05,nan,4095.8268146,5.51211e-20,2613671.79031,8.43576741707,844370.0,50000,1.85218,4.97996,409.836065574,2613671.79031,3.0102e-09,1
4650.04,0.000219404,0.7,5.89811,nan,100,4462.5320201,112,3.52479e-13,4462.5320201,7609.81,4.96032e-05,nan,4462.5320201,1.31119e-17,1344210.55236,2.2016560422,873646.0,50000,1.33345,1.08771,446.428571429,1344210.55236,1.50515e-09,1
4650.06,0.000339346,0.7,8.98514,nan,100,4462.44261911,112,3.42673e-12,4462.44261911,6763.96,4.96032e-05,nan,4462.44261911,1.29419e-16,1144866.13748,2.39136725773,876004.0,50000,1.31338,1.20056,446.428571429,1144866.13748,1.71246e-09,1
4631.64,0.000326043,0.7,16.5473,nan,100,3728.23407655,134,1.4656e-30,3728.23407655,14821.2,4.14594e-05,nan,3728.23407655,2.88777e-35,3773348.34309,4.55061365119,822975.0,50000,2.10414,6.79588,373.134328358,3773348.34309,2.6384e-09,1
4649.84,0.000192733,0.7,5.28074,nan,100,4462.47231007,112,5.7662e-10,4462.47231007,7346.88,4.96032e-05,nan,4462.47231007,2.10451e-14,1288412.32929,2.11554728515,874424.0,50000,1.35909,1.11292,446.428571429,1288412.32929,1.48247e-09,1
4649.74,0.00025781,0.7,9.83765,nan,100,4029.6903418,124,1.18722e-31,4029.6903418,12684.5,4.48029e-05,nan,4029.6903418,3.11128e-36,2999337.7405,4.84550599397,844520.0,50000,1.70961,3.01603,403.225806452,2999337.7405,2.07135e-09,1
4653.89,0.000176039,0.7,4.45336,nan,100,4543.86135802,110,4.60999e-06,4543.86135802,9662.04,5.05051e-05,nan,4543.86135802,1.82231e-10,1731771.64777,2.13553001082,872599.0,50000,1.27765,0.637626,454.545454545,1731771.64777,9.96345e-10,1
4670.75,0.000297588,0.7,6.70317,nan,100,4543.83193656,110,3.87418e-06,4543.83193656,9958.52,5.05051e-05,nan,4543.83193656,1.71994e-10,2083590.52522,1.58643729352,876396.0,50000,1.13763,0.318478,454.545454545,2083590.52522,6.27696e-10,1
4627.95,0.00160716,0.7,75.1199,nan,100,4095.82108121,122,,4095.82108121,10719.5,4.55373e-05,nan,4095.82108121,,2155732.8164,5.05009472495,847181.0,50000,2.12846,9.28275,409.836065574,2155732.8164,4.24895e-09,1
4638.02,0.0833276,0.7,1.251e+08,nan,100,3044.38225976,164,,3044.38225976,16617.1,3.38753e-05,nan,3044.38225976,,5100875.51416,12.00000353,800054.0,50000,50857.0,6.35938e+12,304.87804878,5100875.51416,2.8215e-06,1
4623.07,0.000292211,0.7,8.90359,nan,100,4461.37728912,112,3.39612e-09,4461.37728912,7002.05,4.96032e-05,nan,4461.37728912,1.11459e-13,984864.11921,4.84870626244,869476.0,50000,1.5114,2.29066,446.428571429,984864.11921,2.46731e-09,1
4648.28,0.000474638,0.7,30.7413,nan,100,3420.91101877,146,1.03825e-21,3420.91101877,16608.0,3.80518e-05,nan,3420.91101877,1.60303e-26,4473882.98772,4.95698450452,804912.0,50000,2.46453,12.9058,342.465753425,4473882.98772,3.07656e-09,1
4671.93,5.58063e-05,0.7,1.0045,nan,100,4999.20978735,100,0.989549,4999.20978735,1.64653,5.55556e-05,nan,4999.20978735,5.49755e-05,0.0152113438036,0.556321673099,899858.0,50000,0.99999,7.24609e-07,500.0,0.0152113438036,2.23649e-15,1
4628.03,0.000458571,0.7,34.8859,nan,100,3468.54604403,144,7.63322e-35,3468.54604403,13990.2,3.85803e-05,nan,3468.54604403,1.00338e-39,3755670.15384,3.47965004896,822136.0,50000,2.935,21.4536,347.222222222,3755670.15384,3.70691e-09,1
4622.83,0.00170622,0.7,217.668,nan,100,2901.55034402,172,,2901.55034402,17646.7,3.22997e-05,nan,2901.55034402,,4028168.19809,5.14605328931,775156.0,50000,4.12058,80.3311,290.697674419,4028168.19809,4.93587e-09,1
4640.15,0.0831837,0.7,2.02126e+06,nan,100,3784.89677788,132,5.6079e-35,3784.89677788,15861.1,4.20875e-05,nan,3784.89677788,2.30794e-42,4277643.77408,12.0000503745,825565.0,50000,1022.67,2.06242e+09,378.787878788,4277643.77408,3.49309e-06,1
4665.14,0.000257462,0.7,5.78791,nan,100,4462.47041691,112,5.14721e-07,4462.47041691,11257.9,4.96032e-05,nan,4462.47041691,2.28962e-11,2357824.28143,2.02745796675,868444.0,50000,1.11511,0.343325,446.428571429,2357824.28143,6.79342e-10,1
4670.48,0.000324066,0.7,7.55626,nan,100,4462.46703931,112,9.27099e-05,4462.46703931,10612.9,4.96032e-05,nan,4462.46703931,3.97605e-09,2411171.02663,2.66348117414,871865.0,50000,1.1566,0.426548,446.428571429,2411171.02663,7.84549e-10,1
4649.85,0.000190858,0.7,5.03563,nan,100,4462.50869289,112,1.72624e-08,4462.50869289,7826.78,4.96032e-05,nan,4462.50869289,6.54271e-13,1339361.61242,3.17323268139,872405.0,50000,1.30874,1.11678,446.428571429,1339361.61242,1.60428e-09,1
4629.26,0.00464465,0.7,290.552,nan,100,3727.44438249,134,1.07617e-32,3727.44438249,14128.3,4.14594e-05,nan,3727.44438249,1.72032e-37,3666574.31908,11.5615677934,825936.0,50000,2.59355,54.4224,373.134328358,3666574.31908,1.3907e-08,1
4663.83,0.00195538,0.7,61.64,nan,100,4095.8350153,122,4.68808e-12,4095.8350153,13843.3,4.55373e-05,nan,4095.8350153,1.48718e-16,3673790.64666,8.13022728408,849449.0,50000,1.43548,3.10633,409.836065574,3673790.64666,3.12598e-09,1
4671.9,5.60421e-05,0.7,1.00877,nan,100,4999.17715124,100,0.9889,4999.17715124,1.31754,5.55556e-05,nan,4999.17715124,5.49385e-05,0.00972796550221,0.556599674556,899852.0,50000,1.00001,6.76977e-07,500.0,0.00972796550221,2.0894e-15,1
4653.54,0.000244143,0.7,6.30096,nan,100,4543.8434259,110,2.30992e-07,4543.8434259,6591.31,5.05051e-05,nan,4543.8434259,8.95022e-12,953725.576684,2.44086481357,877001.0,50000,1.30346,0.972852,454.545454545,953725.576684,1.46057e-09,1
4663.83,0.000164609,0.7,3.73887,nan,100,4543.85815209,110,9.40454e-06,4543.85815209,10244.8,5.05051e-05,nan,4543.85815209,4.14049e-10,2011626.17986,1.7324502571,873349.0,50000,1.14715,0.320217,454.545454545,2011626.17986,6.20685e-10,1
4649.74,0.000165592,0.7,4.30931,nan,100,4462.51080298,112,1.04352e-08,4462.51080298,9566.88,4.96032e-05,nan,4462.51080298,4.00991e-13,1850070.17371,2.18096082421,870055.0,50000,1.29085,0.829761,446.428571429,1850070.17371,1.22523e-09,1
4627.84,0.000526579,0.7,50.5864,nan,100,3160.34841561,158,,3160.34841561,16147.8,3.51617e-05,nan,3160.34841561,,4411249.36114,5.64986027169,793410.0,50000,3.37786,35.6793,316.455696203,4411249.36114,3.86612e-09,1
4671.92,5.58903e-05,0.7,1.00603,nan,100,4999.19812795,100,0.99478,4999.19812795,0.858294,5.55556e-05,nan,4999.19812795,5.52653e-05,0.00412433960272,0.55593959158,899856.0,50000,1.00001,1.82256e-07,500.0,0.00412433960272,5.62513e-16,1
4671.88,5.60954e-05,0.7,1.00972,nan,100,4999.15921059,100,0.988259,4999.15921059,1.96947,5.55555e-05,nan,4999.15921059,5.49031e-05,0.0217559588334,0.55705449933,899849.0,50000,1.0,1.37979e-06,500.0,0.0217559588334,4.25858e-15,1
4649.87,0.00022329,0.7,5.97207,nan,100,4462.41132016,112,2.81794e-12,4462.41132016,6912.83,4.96032e-05,nan,4462.41132016,1.0536e-16,1068925.52622,2.89825408185,873650.0,50000,1.32668,1.13241,446.428571429,1068925.52622,1.58304e-09,1
4661.54,0.000909693,0.7,37.3031,nan,100,3843.2538626,130,1.40332e-17,3843.2538626,15148.5,4.2735e-05,nan,3843.2538626,3.42221e-22,4397468.03084,6.30083863192,835371.0,50000,1.7524,3.61833,384.615384615,4397468.03084,2.15183e-09,1
4648.95,0.00157352,0.7,121.751,nan,100,3120.72601368,160,,3120.72601368,16964.6,3.47222e-05,nan,3120.72601368,,4920389.52414,3.28209928379,798535.0,50000,2.68663,23.7364,312.5,4920389.52414,3.96474e-09,1
4671.94,5.60626e-05,0.7,1.00914,nan,100,4999.21635767,100,0.991234,4999.21635767,1.38707,5.55556e-05,nan,4999.21635767,5.50677e-05,0.0107989433399,0.556039941582,899859.0,50000,1.00002,5.82928e-07,500.0,0.0107989433399,1.7991e-15,1
4652.01,0.000401134,0.7,12.0006,nan,100,4095.8848974,122,2.2458e-10,4095.8848974,13714.3,4.55373e-05,nan,4095.8848974,7.50686e-15,3532413.44745,3.25666874802,847019.0,50000,1.36232,1.23302,409.836065574,3532413.44745,1.37767e-09,1
4649.92,0.000308517,0.7,12.9009,nan,100,3673.24529623,136,8.86054e-19,3673.24529623,15220.5,4.08497e-05,nan,3673.24529623,2.11895e-23,4636291.56274,3.33821667901,831052.0,50000,1.70816,3.78941,367.647058824,4636291.56274,2.16716e-09,1
4594.79,0.000788907,0.7,80.7142,nan,100,3420.03577698,146,,3420.03577698,13715.9,3.80517e-05,nan,3420.03577698,,3046788.64356,3.52085499978,810314.0,50000,3.89313,54.0272,342.465753425,3046788.64356,5.16136e-09,1
4672.0,5.58342e-05,0.7,1.00501,nan,100,4999.28037058,100,0.994378,4999.28037058,1.19964,5.55556e-05,nan,4999.28037058,5.52435e-05,0.00807581063541,0.555735340066,899870.0,50000,0.999994,4.02368e-07,500.0,0.00807581063541,1.2419e-15,1
4653.56,0.00040153,0.7,14.6188,nan,100,4164.36452241,120,9.29637e-11,4164.36452241,11277.9,4.62963e-05,nan,4164.36452241,2.55341e-15,2452030.28039,3.26098807704,853016.0,50000,1.68554,2.72428,416.666666667,2452030.28039,2.05525e-09,1
4653.71,0.000156931,0.7,4.1901,nan,100,4543.85553456,110,3.11811e-07,4543.85553456,6116.56,5.05051e-05,nan,4543.85553456,1.16782e-11,944747.910342,2.48317132132,879173.0,50000,1.3485,1.01861,454.545454545,944747.910342,1.42881e-09,1
4667.52,0.000231568,0.7,6.91344,nan,100,4164.34891699,120,1.39124e-10,4164.34891699,13339.8,4.62963e-05,nan,4164.34891699,4.66001e-15,3480881.12781,2.74763060468,854020.0,50000,1.38217,1.07585,416.666666667,3480881.12781,1.20704e-09,1
4645.32,0.000638992,0.7,39.7471,nan,100,3468.65117211,144,,3468.65117211,14228.2,3.85802e-05,nan,3468.65117211,,4398060.25373,6.4975834068,830956.0,50000,2.3998,12.7042,347.222222222,4398060.25373,3.28342e-09,1
4653.85,0.00034554,0.7,15.5085,nan,100,3843.25141347,130,6.18461e-36,3843.25141347,14206.1,4.2735e-05,nan,3843.25141347,1.37798e-40,4100167.02797,5.60228962549,839605.0,50000,1.91803,5.03194,384.615384615,4100167.02797,2.49802e-09,1
4662.07,0.000248675,0.7,5.64511,nan,100,4462.52779094,112,9.14166e-06,4462.52779094,11079.5,4.96032e-05,nan,4462.52779094,4.02702e-10,2326423.93773,1.97735965976,868470.0,50000,1.12603,0.401507,446.428571429,2326423.93773,7.79133e-10,1
4660.66,0.000203284,0.7,4.54293,nan,100,4543.66057149,110,0.000543117,4543.66057149,10081.4,5.05051e-05,nan,4543.66057149,2.4303e-08,1976326.51127,1.9472562562,873647.0,50000,1.12867,0.321391,454.545454545,1976326.51127,6.43528e-10,1
4671.97,5.57928e-05,0.7,1.00427,nan,100,4999.25103531,100,0.993915,4999.25103531,0.900257,5.55556e-05,nan,4999.25103531,5.52177e-05,0.00455994709135,0.555819295764,899865.0,50000,0.999997,1.5643e-07,500.0,0.00455994709135,4.82814e-16,1
4649.89,0.00059104,0.7,16.4414,nan,100,4462.50705261,112,1.43231e-06,4462.50705261,8196.67,4.96032e-05,nan,4462.50705261,5.14891e-11,1359094.93753,6.00392412234,870710.0,50000,1.37985,1.44855,446.428571429,1359094.93753,1.87192e-09,1
4653.76,0.000202778,0.7,5.36157,nan,100,4543.83220382,110,3.80806e-15,4543.83220382,6814.05,5.05051e-05,nan,4543.83220382,1.44023e-19,1145915.52431,2.7724012197,878653.0,50000,1.33539,0.991432,454.545454545,1145915.52431,1.41814e-09,1
4650.03,0.000269744,0.7,7.39814,nan,100,4462.47119961,112,2.05844e-17,4462.47119961,7451.42,4.96032e-05,nan,4462.47119961,7.50529e-22,1164204.95714,2.29405380031,871287.0,50000,1.36044,1.21506,446.428571429,1164204.95714,1.61531e-09,1
4647.22,0.0830476,0.7,1.522e+06,nan,100,3420.98355381,146,,3420.98355381,16382.2,3.80517e-05,nan,3420.98355381,,4900529.00585,12.0000442917,813663.0,50000,697.366,1.0573e+09,342.465753425,4900529.00585,3.14795e-06,1
4654.38,0.000165846,0.7,3.96786,nan,100,4543.86967834,110,1.30416e-09,4543.86967834,9377.28,5.05051e-05,nan,4543.86967834,5.45105e-14,1841718.95543,1.84878828948,874612.0,50000,1.20833,0.479705,454.545454545,1841718.95543,8.38054e-10,1
4649.75,0.000229802,0.7,8.69787,nan,100,4029.60936871,124,1.64234e-32,4029.60936871,11880.2,4.48029e-05,nan,4029.60936871,4.33916e-37,2731114.72357,4.19394010064,846074.0,50000,1.69576,3.01073,403.225806452,2731114.72357,2.10162e-09,1
4649.9,0.00027982,0.7,9.68524,nan,100,4029.68950409,124,4.47692e-10,4029.68950409,12382.6,4.48029e-05,nan,4029.68950409,1.29344e-14,3240335.71911,3.97467855163,849986.0,50000,1.55074,2.50321,403.225806452,3240335.71911,2.08945e-09,1
4652.96,0.000618885,0.7,29.3868,nan,100,3843.17429814,130,,3843.17429814,13390.1,4.2735e-05,nan,3843.17429814,,3129574.88253,5.23334325712,832518.0,50000,2.02921,5.9889,384.615384615,3129574.88253,2.65621e-09,1
4670.3,0.000185712,0.7,4.34317,nan,100,4462.43772288,112,8.90118e-05,4462.43772288,10571.5,4.96032e-05,nan,4462.43772288,3.8061e-09,2411139.24278,1.89305880731,872732.0,50000,1.16005,0.35655,446.428571429,2411139.24278,6.51906e-10,1
4670.69,0.000184629,0.7,4.19237,nan,100,4462.48828906,112,4.05994e-07,4462.48828906,10951.7,4.96032e-05,nan,4462.48828906,1.78797e-11,2411193.88045,2.17662333252,871045.0,50000,1.12634,0.333509,446.428571429,2411193.88045,6.46827e-10,1
4669.06,0.000349342,0.7,10.4519,nan,100,4029.68150247,124,2.1558e-15,4029.68150247,13706.1,4.48029e-05,nan,4029.68150247,7.20553e-20,3928918.87011,3.27515795643,850438.0,50000,1.34044,1.20697,403.225806452,3928918.87011,1.34837e-09,1
4659.41,0.000357464,0.7,10.5926,nan,100,4164.33746104,120,3.06941e-15,4164.33746104,12523.5,4.62963e-05,nan,4164.33746104,1.03582e-19,3391034.31562,2.59739715908,856733.0,50000,1.37189,1.14983,416.666666667,3391034.31562,1.30946e-09,1
4629.48,0.000649384,0.7,24.652,nan,100,4095.84369411,122,1.48089e-25,4095.84369411,11061.4,4.55373e-05,nan,4095.84369411,3.90098e-30,2297034.94549,2.9442199635,848506.0,50000,1.72869,4.00328,409.836065574,2297034.94549,2.7779e-09,1
4631.32,0.000334231,0.7,12.7966,nan,100,4095.85717737,122,5.19905e-30,4095.85717737,10584.5,4.55373e-05,nan,4095.85717737,1.35793e-34,2557940.80713,2.70282120821,854965.0,50000,1.74347,3.55475,409.836065574,2557940.80713,2.42501e-09,1
4653.72,0.000164683,0.7,4.54602,nan,100,4543.81706161,110,2.36138e-08,4543.81706161,7987.94,5.05051e-05,nan,4543.81706161,8.55427e-13,1340811.31003,2.86263032681,875373.0,50000,1.39417,1.04688,454.545454545,1340811.31003,1.37382e-09,1
4648.41,0.000345808,0.7,12.7529,nan,100,4095.84334042,122,6.7313e-09,4095.84334042,11450.9,4.55373e-05,nan,4095.84334042,1.82527e-13,2652976.40664,4.84274366959,851536.0,50000,1.67935,2.85458,409.836065574,2652976.40664,2.09892e-09,1
4631.91,0.0832946,0.7,1.66471e+07,nan,100,2971.64821092,168,,2971.64821092,18531.0,3.30688e-05,nan,2971.64821092,,5639125.18324,12.0000073337,786167.0,50000,6609.05,1.0993e+11,297.619047619,5639125.18324,2.75217e-06,1
4653.64,0.000182601,0.7,4.88305,nan,100,4543.87435721,110,1.13555e-06,4543.87435721,6204.41,5.05051e-05,nan,4543.87435721,4.24636e-11,946797.961219,3.50560620039,878636.0,50000,1.35059,1.0734,454.545454545,946797.961219,1.50101e-09,1
4649.96,0.000241137,0.7,5.65032,nan,100,4462.4363047,112,1.12271e-06,4462.4363047,9893.49,4.96032e-05,nan,4462.4363047,4.79135e-11,1969584.04406,1.91949835499,869830.0,50000,1.1623,0.606686,446.428571429,1969584.04406,1.10495e-09,1
4653.72,0.000209403,0.7,5.67941,nan,100,4543.8641555,110,1.09334e-08,4543.8641555,6327.56,5.05051e-05,nan,4543.8641555,4.03121e-13,979865.553528,3.62119107741,878847.0,50000,1.3698,1.06397,454.545454545,979865.553528,1.4464e-09,1
4671.96,5.59845e-05,0.7,1.00773,nan,100,4999.23913518,100,0.993006,4999.23913518,0.873944,5.55556e-05,nan,4999.23913518,5.51666e-05,0.00428994061695,0.55598945947,899863.0,50000,1.00001,4.52486e-07,500.0,0.00428994061695,1.39655e-15,1
4671.96,5.6004e-05,0.7,1.00807,nan,100,4999.23966381,100,0.994863,4999.23966381,1.10918,5.55556e-05,nan,4999.23966381,5.52705e-05,0.00689705676044,0.555775479735,899863.0,50000,0.999994,2.949e-07,500.0,0.00689705676044,9.10196e-16,1
4672.02,5.59465e-05,0.7,1.00704,nan,100,4999.29467653,100,0.996276,4999.29467653,0.598101,5.55556e-05,nan,4999.29467653,5.53483e-05,0.00200118384195,0.555944306162,899873.0,50000,1.00001,1.6669e-07,500.0,0.00200118384195,5.14473e-16,1
4634.63,0.0122718,0.7,879.739,nan,100,3468.60782936,144,1.77274e-38,3468.60782936,16139.0,3.85802e-05,nan,3468.60782936,2.46629e-43,4511745.00208,12.1571770582,809232.0,50000,2.76573,366.802,347.222222222,4511745.00208,7.13743e-08,1
4649.91,0.000210194,0.7,5.81132,nan,100,4462.51266869,112,9.42778e-13,4462.51266869,7732.23,4.96032e-05,nan,4462.51266869,3.41001e-17,1486479.95049,2.75424584337,874614.0,50000,1.3714,1.09459,446.428571429,1486479.95049,1.432e-09,1
4658.39,0.00262155,0.7,135.694,nan,100,3420.95330713,146,1.3576e-23,3420.95330713,16081.0,3.80518e-05,nan,3420.95330713,2.62283e-28,5356803.90789,9.32645486565,822676.0,50000,1.96959,13.3386,342.465753425,5356803.90789,4.97858e-09,1
4660.32,0.00119911,0.7,36.3674,nan,100,4029.68709007,124,,4029.68709007,13736.4,4.48029e-05,nan,4029.68709007,,3843018.35997,2.90149361466,848636.0,50000,1.35882,1.95364,403.225806452,3843018.35997,2.12391e-09,1
4670.5,0.000161919,0.7,3.61736,nan,100,4462.59471604,112,1.85211e-16,4462.59471604,10950.9,4.96032e-05,nan,4462.59471604,8.29033e-21,2411309.01981,1.96611336315,870879.0,50000,1.10816,0.34221,446.428571429,2411309.01981,6.85652e-10,1
4650.01,0.000177875,0.7,4.50763,nan,100,4462.49074947,112,8.02079e-18,4462.49074947,8060.41,4.96032e-05,nan,4462.49074947,3.16507e-22,1529709.55117,3.2007669041,873978.0,50000,1.25703,0.956023,446.428571429,1529709.55117,1.48867e-09,1
4649.87,0.00020007,0.7,5.13629,nan,100,4462.5240139,112,1.32462e-07,4462.5240139,7786.62,4.96032e-05,nan,4462.5240139,5.15971e-12,1498642.81833,3.04816393094,874948.0,50000,1.27343,0.994516,446.428571429,1498642.81833,1.50896e-09,1
4670.64,0.000191069,0.7,4.30755,nan,100,4543.78155219,110,6.52648e-06,4543.78155219,10430.7,5.05051e-05,nan,4543.78155219,2.89493e-10,2083544.30068,2.97323642514,874040.0,50000,1.13861,0.362925,454.545454545,2083544.30068,7.14063e-10,1
4648.22,0.00033741,0.7,12.6335,nan,100,4095.88779031,122,1.06256e-13,4095.88779031,12331.9,4.55373e-05,nan,4095.88779031,2.83785e-18,2912570.84331,2.99333440843,849223.0,50000,1.70504,2.98721,409.836065574,2912570.84331,2.13075e-09,1
4656.58,0.000489133,0.7,14.8258,nan,100,4029.70361702,124,2.46922e-07,4029.70361702,13429.6,4.48029e-05,nan,4029.70361702,8.14644e-12,3796645.18037,3.87945056813,849488.0,50000,1.35799,1.50574,403.225806452,3796645.18037,1.63895e-09,1
4668.31,0.000416614,0.7,12.0696,nan,100,4095.95167574,122,2.88094e-10,4095.95167574,12922.2,4.55373e-05,nan,4095.95167574,9.94434e-15,3711560.66536,3.35474797558,855945.0,50000,1.31925,1.15169,409.836065574,3711560.66536,1.37221e-09,1
4671.94,5.58315e-05,0.7,1.00498,nan,100,4999.22382048,100,0.996155,4999.22382048,1.44563,5.55556e-05,nan,4999.22382048,5.53412e-05,0.0117414837335,0.556003789494,899860.0,50000,1.00001,3.20986e-07,500.0,0.0117414837335,9.90673e-16,1
4647.48,0.000253995,0.7,9.06204,nan,100,4095.91635296,122,4.0209e-31,4095.91635296,10293.1,4.55373e-05,nan,4095.91635296,1.127e-35,2542167.69123,3.62200115801,859121.0,50000,1.62468,2.90874,409.836065574,2542167.69123,2.28509e-09,1
4653.92,0.000193213,0.7,5.07439,nan,100,4543.90590765,110,1.83243e-11,4543.90590765,5934.03,5.05051e-05,nan,4543.90590765,6.97718e-16,957763.203878,2.74779775778,880335.0,50000,1.32642,1.10421,454.545454545,957763.203878,1.60088e-09,1
4671.95,5.59e-05,0.7,1.00618,nan,100,4999.22851566,100,0.990645,4999.22851566,1.62661,5.55556e-05,nan,4999.22851566,5.50367e-05,0.0148432338625,0.55587356575,899861.0,50000,0.999984,5.1731e-07,500.0,0.0148432338625,1.59668e-15,1
4650.03,0.000210633,0.7,5.37912,nan,100,4462.5154418,112,3.09256e-07,4462.5154418,8774.74,4.96032e-05,nan,4462.5154418,1.21097e-11,1716367.89035,2.01786006904,872451.0,50000,1.26676,0.894967,446.428571429,1716367.89035,1.37226e-09,1
4628.04,0.000542634,0.7,46.1927,nan,100,3468.53498848,144,,3468.53498848,12608.0,3.85802e-05,nan,3468.53498848,,3102839.47753,3.60023743899,822383.0,50000,3.28422,30.1487,347.222222222,3102839.47753,4.16039e-09,1
4671.94,5.57413e-05,0.7,1.00333,nan,100,4999.21657025,100,0.996139,4999.21657025,1.25652,5.55556e-05,nan,4999.21657025,5.53417e-05,0.00885239800959,0.555831708758,899859.0,50000,0.999989,1.43169e-07,500.0,0.00885239800959,4.4189e-16,1
4653.66,0.000151769,0.7,3.82571,nan,100,4543.80531832,110,3.93466e-12,4543.80531832,7581.26,5.05051e-05,nan,4543.80531832,1.56091e-16,1258979.20447,2.23639997271,876420.0,50000,1.2731,0.902151,454.545454545,1258979.20447,1.41979e-09,1
4655.64,0.000296107,0.7,8.83417,nan,100,4029.6201317,124,1.69443e-13,4029.6201317,14400.3,4.48029e-05,nan,4029.6201317,5.67944e-18,3787605.91498,5.34991517704,843237.0,50000,1.33667,1.22647,403.225806452,3787605.91498,1.37791e-09,1
4647.48,0.000303986,0.7,14.7534,nan,100,3728.2285535,134,2.41939e-33,3728.2285535,14360.9,4.14594e-05,nan,3728.2285535,4.98503e-38,3957508.15372,7.09220034675,831412.0,50000,2.01216,6.06992,373.134328358,3957508.15372,2.57695e-09,1
4671.97,5.59402e-05,0.7,1.00692,nan,100,4999.25236202,100,0.989602,4999.25236202,0.996208,5.55556e-05,nan,4999.25236202,5.4978e-05,0.0055807069833,0.555890188165,899866.0,50000,0.999997,5.23684e-07,500.0,0.0055807069833,1.61631e-15,1
4665.72,0.0156025,0.7,584.155,nan,100,4095.95058802,122,4.05678e-26,4095.95058802,13627.8,4.55373e-05,nan,4095.95058802,1.08355e-30,3688716.21175,11.9800904977,851434.0,50000,1.70491,186.668,409.836065574,3688716.21175,1.33169e-07,1
4671.96,5.5933e-05,0.7,1.00677,nan,100,4999.24282009,100,0.990898,4999.24282009,1.019,5.55556e-05,nan,4999.24282009,5.50514e-05,0.00582863775629,0.5558774746,899864.0,50000,0.999973,5.7452e-07,500.0,0.00582863775629,1.7733e-15,1
4649.86,0.000203169,0.7,5.37584,nan,100,4462.4947522,112,4.08365e-11,4462.4947522,7094.74,4.96032e-05,nan,4462.4947522,1.54333e-15,1227432.0317,2.91064712143,875049.0,50000,1.3125,1.15339,446.428571429,1227432.0317,1.6474e-09,1
4647.08,0.000276327,0.7,9.86655,nan,100,4095.90767581,122,2.58815e-14,4095.90767581,11149.8,4.55373e-05,nan,4095.90767581,7.24849e-19,2801129.94807,3.36765301044,856679.0,50000,1.62596,2.92242,409.836065574,2801129.94807,2.29223e-09,1
4649.86,0.000163524,0.7,4.35253,nan,100,4462.53064078,112,5.78385e-10,4462.53064078,6999.72,4.96032e-05,nan,4462.53064078,2.17299e-14,1209316.51279,2.33652048658,875624.0,50000,1.32029,1.11354,446.428571429,1209316.51279,1.57177e-09,1
4648.11,0.000976899,0.7,68.19,nan,100,3160.36165777,158,,3160.36165777,17814.5,3.51617e-05,nan,3160.36165777,,5569949.06026,4.53017226611,794800.0,50000,2.45438,17.5011,316.455696203,5569949.06026,3.5919e-09,1
4671.93,5.61319e-05,0.7,1.01038,nan,100,4999.21617308,100,0.990958,4999.21617308,1.81801,5.55556e-05,nan,4999.21617308,5.50527e-05,0.0185490308198,0.556402639657,899859.0,50000,1.00001,1.06956e-06,500.0,0.0185490308198,3.30103e-15,1
4669.5,0.00021191,0.7,4.63517,nan,100,4462.50729899,112,3.34485e-10,4462.50729899,10379.4,4.96032e-05,nan,4462.50729899,1.52919e-14,2400468.82655,2.24736825805,873694.0,50000,1.08498,0.364949,446.428571429,2400468.82655,7.62789e-10,1
4651.2,0.000183527,0.7,6.75796,nan,100,4095.91177697,122,2.03599e-27,4095.91177697,12370.7,4.55373e-05,nan,4095.91177697,5.52918e-32,2812384.33767,2.90927296938,846803.0,50000,1.6768,2.66874,409.836065574,2812384.33767,1.96824e-09,1
4668.38,0.000209749,0.7,6.03015,nan,100,4095.91618656,122,4.12759e-37,4095.91618656,12951.7,4.55373e-05,nan,4095.91618656,1.43577e-41,3713140.46915,3.35249602861,855952.0,50000,1.30917,1.08251,409.836065574,3713140.46915,1.30971e-09,1
4653.74,0.000200839,0.7,5.35879,nan,100,4543.8386286,110,3.58571e-10,4543.8386286,5929.02,5.05051e-05,nan,4543.8386286,1.34387e-14,971957.189592,2.55142411952,880659.0,50000,1.34757,1.12607,454.545454545,971957.189592,1.58173e-09,1
