Bound,MaxNormIw,delta,MaxVanillaIw,ESSRenyi,BatchSize,AvgRet,EpsThisIter,MinVanillaIw,VanillaAvgRet,VarJ,AvgNormIw,renyi2,AvgDiscRet,MinNormIw,VarDiscRet,ESSClassic,J,SamplesThisIter,AvgVanillaIw,VarVanillaIw,AvgEpLen,VarRet,VarNormIw,IterType
4599.86,0.0203696,0.7,8491.0,nan,100,2421.10664868,206,,2421.10664868,4249.78,2.69687e-05,nan,2421.10664868,,3845907.88101,9.95185395897,892535.0,50000,11.2418,20020.9,242.718446602,3845907.88101,1.15221e-07,1
4501.53,0.00232512,0.7,473.986,nan,100,2934.51830462,170,,2934.51830462,5992.91,3.26797e-05,nan,2934.51830462,,3412726.99515,3.03259921395,878643.0,50000,6.66191,466.986,294.117647059,3412726.99515,1.12373e-08,1
4436.84,0.0064535,0.7,16517.3,nan,100,1944.99268909,256,,1944.99268909,7565.98,2.17014e-05,nan,1944.99268909,,2308060.46899,7.20776726275,852026.0,50000,55.5434,150524.0,195.3125,2308060.46899,2.29783e-08,1
4461.46,0.0202816,0.7,11805.0,nan,100,2244.32094045,222,,2244.32094045,8298.41,2.5025e-05,nan,2244.32094045,,4201680.17672,11.8349629122,860610.0,50000,14.5659,43497.7,225.225225225,4201680.17672,1.28393e-07,1
nan,0.0441685,0.7,39976.5,nan,100,2111.9565889,236,,2111.9565889,nan,2.35405e-05,nan,2111.9565889,,4005499.99392,11.9981221031,nan,50000,21.3063,491525.0,211.86440678,4005499.99392,6.00013e-07,1
4614.79,0.00462693,0.7,964.184,nan,100,2625.67927016,190,,2625.67927016,5330.78,2.92398e-05,nan,2625.67927016,,4501355.39208,10.1509259226,887810.0,50000,6.09314,559.234,263.157894737,4501355.39208,1.28783e-08,1
4599.29,0.000572092,0.7,110.976,nan,100,2682.32171915,186,,2682.32171915,5123.93,2.98686e-05,nan,2682.32171915,,4216624.86806,7.25417990879,888614.0,50000,5.79396,200.845,268.817204301,4216624.86806,5.33751e-09,1
4569.8,0.000825142,0.7,486.736,nan,100,1976.85608707,252,,1976.85608707,12049.5,2.20459e-05,nan,1976.85608707,,4171782.32338,6.20149396187,848352.0,50000,13.0044,1970.52,198.412698413,4171782.32338,5.66308e-09,1
4627.29,0.00120175,0.7,194.758,nan,100,2712.30481207,184,,2712.30481207,7314.13,3.01932e-05,nan,2712.30481207,,4828984.42016,3.73737087615,883110.0,50000,4.89317,121.429,271.739130435,4828984.42016,4.62338e-09,1
4560.4,0.0146694,0.7,5226.09,nan,100,2834.71505838,176,,2834.71505838,7169.52,3.15657e-05,nan,2834.71505838,,3333103.05834,11.5897665159,874944.0,50000,11.2455,11158.0,284.090909091,3333103.05834,8.7914e-08,1
4627.54,0.00522559,0.7,656.617,nan,100,2971.60936745,168,,2971.60936745,7716.73,3.30688e-05,nan,2971.60936745,,4375539.01104,9.04093196921,880228.0,50000,4.15523,207.52,297.619047619,4375539.01104,1.31433e-08,1
nan,0.0140682,0.7,1881.13,nan,100,2868.67854445,174,,2868.67854445,nan,3.19285e-05,nan,2868.67854445,,4074031.04092,11.6259808254,nan,50000,4.26931,1454.51,287.356321839,4074031.04092,8.13504e-08,1
4613.65,0.000420791,0.7,32.9582,nan,100,3420.01807251,146,,3420.01807251,5428.87,3.80518e-05,nan,3420.01807251,,3345434.20827,5.86022652269,883239.0,50000,2.98038,29.6685,342.465753425,3345434.20827,4.83617e-09,1
4594.5,0.00293422,0.7,909.155,nan,100,2469.07171009,202,,2469.07171009,10295.4,2.75028e-05,nan,2469.07171009,,3757195.0201,5.42195913182,855079.0,50000,8.5216,816.248,247.524752475,3757195.0201,8.50221e-09,1
4627.55,0.000721408,0.7,50.0198,nan,100,3468.48678094,144,,3468.48678094,5959.12,3.85803e-05,nan,3468.48678094,,3705178.36626,4.38657792364,883261.0,50000,2.67501,21.0648,347.222222222,3705178.36626,4.38162e-09,1
4627.35,0.000432304,0.7,32.7741,nan,100,3468.54699577,144,,3468.54699577,5321.73,3.85802e-05,nan,3468.54699577,,3783275.32127,7.45755540586,886383.0,50000,2.92487,26.3614,347.222222222,3783275.32127,4.58654e-09,1
4627.83,0.000396887,0.7,39.4937,nan,100,3007.55662969,166,,3007.55662969,8016.39,3.34672e-05,nan,3007.55662969,,5316968.12857,3.71802438296,873237.0,50000,3.33028,42.2911,301.204819277,5316968.12857,4.27097e-09,1
4627.79,0.0028029,0.7,292.616,nan,100,3200.97681994,156,,3200.97681994,7170.6,3.56125e-05,nan,3200.97681994,,3971549.23391,5.39615187315,875628.0,50000,3.71786,84.4234,320.512820513,3971549.23391,7.74609e-09,1
4600.53,0.00205863,0.7,183.662,nan,100,3467.86447686,144,,3467.86447686,6116.6,3.85802e-05,nan,3467.86447686,,3735432.67939,3.74011572849,882392.0,50000,3.44197,54.9174,347.222222222,3735432.67939,6.89965e-09,1
4649.7,0.000162893,0.7,4.20355,nan,100,4462.43437798,112,3.22597e-08,4462.43437798,4559.78,4.96032e-05,nan,4462.43437798,1.25011e-12,1665193.81653,2.44514750687,890197.0,50000,1.28004,1.12205,446.428571429,1665193.81653,1.68495e-09,1
4627.12,0.00913517,0.7,1749.87,nan,100,2868.77647855,174,,2868.77647855,8213.32,3.19285e-05,nan,2868.77647855,,4389249.25539,11.2394666271,870373.0,50000,6.11601,1465.18,287.356321839,4389249.25539,3.9931e-08,1
4650.33,0.00304222,0.7,194.664,nan,100,3517.56155524,142,,3517.56155524,7728.78,3.91236e-05,nan,3517.56155524,,4142739.66945,10.1303457505,876673.0,50000,2.50343,29.4862,352.112676056,4142739.66945,7.20156e-09,1
4602.23,0.000298378,0.7,13.9088,nan,100,4095.08655056,122,5.28589e-17,4095.08655056,5108.28,4.55373e-05,nan,4095.08655056,1.13395e-21,2008906.67587,3.11945141214,882131.0,50000,2.12271,9.07235,409.836065574,2008906.67587,4.17517e-09,1
4622.23,0.00289677,0.7,290.564,nan,100,3119.93698927,160,,3119.93698927,9177.8,3.47222e-05,nan,3119.93698927,,4181227.31469,8.02168477025,864787.0,50000,3.48285,83.6995,312.5,4181227.31469,8.31893e-09,1
4601.06,0.000342534,0.7,17.0654,nan,100,4095.0028172,122,3.59784e-17,4095.0028172,4911.68,4.55373e-05,nan,4095.0028172,7.22154e-22,1930230.65797,3.63723617228,883765.0,50000,2.26871,11.7142,409.836065574,1930230.65797,4.71942e-09,1
4627.38,0.00137776,0.7,86.3938,nan,100,3728.13534999,134,,3728.13534999,6712.79,4.14594e-05,nan,3728.13534999,,2453188.53401,4.08473276878,875812.0,50000,2.59975,20.1363,373.134328358,2453188.53401,5.12108e-09,1
4629.55,0.0227176,0.7,4750.06,nan,100,3007.47917961,166,,3007.47917961,9624.7,3.34672e-05,nan,3007.47917961,,4949725.78295,6.42838830573,863460.0,50000,6.99772,16918.1,301.204819277,4949725.78295,3.86971e-07,1
4600.59,0.0044692,0.7,272.52,nan,100,3727.16614761,134,,3727.16614761,8500.87,4.14594e-05,nan,3727.16614761,,3039700.48441,10.4657041318,864744.0,50000,2.52809,51.7641,373.134328358,3039700.48441,1.39216e-08,1
4575.89,0.00813439,0.7,846.199,nan,100,2971.02809415,168,,2971.02809415,11852.7,3.30688e-05,nan,2971.02809415,,4138411.96764,11.8650344023,832149.0,50000,3.44006,561.07,297.619047619,4138411.96764,5.18467e-08,1
4564.77,0.00774551,0.7,1242.93,nan,100,3158.92152866,158,,3158.92152866,9796.11,3.51617e-05,nan,3158.92152866,,3683322.16372,14.4158997654,850470.0,50000,5.64243,1207.54,316.455696203,3683322.16372,4.6893e-08,1
4656.62,0.000150309,0.7,3.25167,nan,100,4462.46796552,112,2.41429e-07,4462.46796552,6194.45,4.96032e-05,nan,4462.46796552,1.11601e-11,2254428.64754,1.86276062819,887347.0,50000,1.07308,0.480807,446.428571429,2254428.64754,1.02737e-09,1
4671.88,5.58347e-05,0.7,1.00501,nan,100,4999.16174308,100,0.994067,4999.16174308,1.67584,5.55556e-05,nan,4999.16174308,5.52268e-05,0.0157644910702,0.555889046493,899849.0,50000,0.999985,3.97693e-07,500.0,0.0157644910702,1.22749e-15,1
4621.54,0.00071001,0.7,29.8026,nan,100,4094.92855147,122,,4094.92855147,5099.41,4.55373e-05,nan,4094.92855147,,2119183.72467,4.38066503898,884944.0,50000,1.91143,7.65757,409.836065574,2119183.72467,4.34622e-09,1
4604.25,0.00286346,0.7,174.136,nan,100,3727.31710992,134,5.31689e-34,3727.31710992,7418.43,4.14594e-05,nan,3727.31710992,8.74303e-39,3160367.09575,5.68617213847,871498.0,50000,2.52126,30.1738,373.134328358,3160367.09575,8.15904e-09,1
4660.67,0.00028124,0.7,10.3293,nan,100,3843.21443095,130,2.58439e-16,3843.21443095,9708.57,4.2735e-05,nan,3843.21443095,7.03663e-21,4389736.29273,3.12492574965,871319.0,50000,1.56956,2.8553,384.615384615,4389736.29273,2.11673e-09,1
4653.76,0.000240006,0.7,8.07083,nan,100,4164.30615422,120,1.38066e-25,4164.30615422,6835.44,4.62963e-05,nan,4164.30615422,4.10572e-30,2393550.92873,4.83377718263,881136.0,50000,1.55683,2.75673,416.666666667,2393550.92873,2.43783e-09,1
4622.18,0.000712778,0.7,64.3532,nan,100,3119.9640626,160,,3119.9640626,10141.6,3.47222e-05,nan,3119.9640626,,4725167.63338,4.6556187658,859263.0,50000,3.1349,37.757,312.5,4725167.63338,4.63196e-09,1
4633.08,0.000924189,0.7,45.3976,nan,100,3728.17733029,134,2.33336e-34,3728.17733029,9387.65,4.14594e-05,nan,3728.17733029,4.75018e-39,3658436.64653,2.65027134751,866402.0,50000,2.03655,8.30167,373.134328358,3658436.64653,3.44049e-09,1
4653.67,0.000166084,0.7,4.35429,nan,100,4543.71093628,110,5.91219e-09,4543.71093628,3802.09,5.05051e-05,nan,4543.71093628,2.25507e-13,1076014.74752,2.6110090908,890960.0,50000,1.32411,1.30687,454.545454545,1076014.74752,1.90133e-09,1
4627.31,0.00079137,0.7,59.4786,nan,100,3420.8984005,146,2.35118e-34,3420.8984005,9739.13,3.80518e-05,nan,3420.8984005,3.12827e-39,4024092.34469,3.49120828229,861252.0,50000,2.85993,25.0182,342.465753425,4024092.34469,4.42888e-09,1
4649.66,0.000203697,0.7,5.26501,nan,100,4462.32882672,112,1.03968e-12,4462.32882672,4895.42,4.96032e-05,nan,4462.32882672,4.02239e-17,1262776.55001,2.42152388443,886517.0,50000,1.28211,1.27448,446.428571429,1262776.55001,1.90768e-09,1
4649.68,0.000850962,0.7,31.0477,nan,100,4029.56619776,124,1.82334e-25,4029.56619776,8430.18,4.48029e-05,nan,4029.56619776,4.99744e-30,3080088.85673,3.11540120286,873447.0,50000,1.63465,3.43683,403.225806452,3080088.85673,2.58179e-09,1
4649.69,0.000197429,0.7,4.74471,nan,100,4462.39866336,112,8.41309e-08,4462.39866336,5711.91,4.96032e-05,nan,4462.39866336,3.50071e-12,1777741.44378,2.55885770355,886600.0,50000,1.19209,0.978332,446.428571429,1777741.44378,1.6939e-09,1
4671.93,5.58727e-05,0.7,1.00571,nan,100,4999.20722392,100,0.994825,4999.20722392,0.954,5.55556e-05,nan,4999.20722392,5.52681e-05,0.00510210405549,0.555964355065,899857.0,50000,0.999999,3.13987e-07,500.0,0.00510210405549,9.69099e-16,1
4647.56,0.000390588,0.7,13.2407,nan,100,4095.74873112,122,4.29174e-15,4095.74873112,6533.5,4.55373e-05,nan,4095.74873112,1.26602e-19,2511276.1283,3.0444703854,880562.0,50000,1.54369,3.08245,409.836065574,2511276.1283,2.68232e-09,1
4627.84,0.000865052,0.7,67.1642,nan,100,3517.50902006,142,,3517.50902006,8957.18,3.91236e-05,nan,3517.50902006,,3292389.12983,3.86987934279,863929.0,50000,3.03763,29.2586,352.112676056,3292389.12983,4.85358e-09,1
4649.56,0.000180814,0.7,4.59322,nan,100,4462.54800496,112,5.56177e-15,4462.54800496,4773.95,4.96032e-05,nan,4462.54800496,2.18941e-19,1284066.87847,2.79850805797,887475.0,50000,1.26007,1.16198,446.428571429,1284066.87847,1.80066e-09,1
4627.85,0.000399262,0.7,17.0787,nan,100,4095.84137723,122,3.72352e-31,4095.84137723,8020.77,4.55373e-05,nan,4095.84137723,8.70478e-36,2358261.53721,3.8042025288,871080.0,50000,1.94789,5.92652,409.836065574,2358261.53721,3.23897e-09,1
4671.92,5.60018e-05,0.7,1.00802,nan,100,4999.1981823,100,0.991257,4999.1981823,2.31233,5.55556e-05,nan,4999.1981823,5.50705e-05,0.0300045534594,0.555977679949,899856.0,50000,0.999988,6.24454e-07,500.0,0.0300045534594,1.92737e-15,1
4671.85,5.59106e-05,0.7,1.0064,nan,100,4999.1262473,100,0.996158,4999.1262473,1.46156,5.55556e-05,nan,4999.1262473,5.53417e-05,0.0119800015475,0.556407970444,899843.0,50000,1.00001,1.41916e-07,500.0,0.0119800015475,4.38008e-16,1
4632.86,0.000218223,0.7,6.09228,nan,100,4542.87890203,110,1.26296e-08,4542.87890203,4577.08,5.05051e-05,nan,4542.87890203,4.52386e-13,819344.575246,3.16647760655,884279.0,50000,1.40998,1.86845,454.545454545,819344.575246,2.39731e-09,1
4643.54,0.000253269,0.7,8.69477,nan,100,4095.88965068,122,6.47184e-14,4095.88965068,9287.59,4.55373e-05,nan,4095.88965068,1.88517e-18,2969841.46355,2.88923238641,869699.0,50000,1.56331,2.64925,409.836065574,2969841.46355,2.24786e-09,1
4640.66,0.000231063,0.7,7.96641,nan,100,4095.85660117,122,1.07721e-10,4095.85660117,8561.7,4.55373e-05,nan,4095.85660117,3.1244e-15,2775431.56889,3.61622893433,871689.0,50000,1.57,2.9548,409.836065574,2775431.56889,2.48578e-09,1
4628.15,0.000205836,0.7,7.62221,nan,100,4095.91341556,122,2.00463e-12,4095.91341556,6979.6,4.55373e-05,nan,4095.91341556,5.41344e-17,2514798.89976,2.58725316711,876972.0,50000,1.68627,3.86363,409.836065574,2514798.89976,2.81758e-09,1
4643.82,0.000511725,0.7,25.3292,nan,100,3728.06201434,134,,3728.06201434,10536.6,4.14594e-05,nan,3728.06201434,,3555858.51219,3.48530163015,856716.0,50000,2.05214,7.51838,373.134328358,3555858.51219,3.06871e-09,1
4671.75,5.61504e-05,0.7,1.01069,nan,100,4999.0276463,100,0.987551,4999.0276463,5.13566,5.55556e-05,nan,4999.0276463,5.4865e-05,0.148641225568,0.556987778346,899825.0,50000,0.99998,2.95291e-06,500.0,0.148641225568,9.11429e-15,1
4627.64,0.00662737,0.7,1023.18,nan,100,3007.48453235,166,,3007.48453235,11333.9,3.34672e-05,nan,3007.48453235,,4011687.45692,11.7135560515,844239.0,50000,5.16692,637.652,301.204819277,4011687.45692,2.67522e-08,1
4649.95,0.000378866,0.7,13.876,nan,100,4029.56248716,124,3.857e-36,4029.56248716,9683.73,4.48029e-05,nan,4029.56248716,1.0531e-40,3170145.668,5.6444575231,867635.0,50000,1.64091,3.22602,403.225806452,3170145.668,2.40497e-09,1
4626.18,0.00168228,0.7,64.0952,nan,100,4028.63139703,124,1.24472e-12,4028.63139703,8938.14,4.48029e-05,nan,4028.63139703,3.26697e-17,2545346.36812,5.39197735075,863772.0,50000,1.707,5.95231,403.225806452,2545346.36812,4.10045e-09,1
4627.78,0.00542533,0.7,512.272,nan,100,3285.47331481,152,,3285.47331481,12937.4,3.65497e-05,nan,3285.47331481,,4779305.05185,11.3638834581,839258.0,50000,3.45111,149.535,328.947368421,4779305.05185,1.67724e-08,1
4620.66,0.000353392,0.7,16.6593,nan,100,4094.81325718,122,2.59725e-28,4094.81325718,7291.84,4.55373e-05,nan,4094.81325718,5.50951e-33,1591388.82947,5.35939444526,867578.0,50000,2.14668,8.20161,409.836065574,1591388.82947,3.69061e-09,1
4653.54,0.000407541,0.7,14.0284,nan,100,4164.22606583,120,7.44235e-37,4164.22606583,9169.36,4.62963e-05,nan,4164.22606583,2.16206e-41,2500849.73395,2.57324571371,868489.0,50000,1.59361,2.58064,416.666666667,2500849.73395,2.17798e-09,1
4628.06,0.00032696,0.7,16.539,nan,100,3784.75745106,132,3.33661e-37,3784.75745106,10451.4,4.20875e-05,nan,3784.75745106,6.59591e-42,3751831.26701,5.30212429535,860069.0,50000,2.12897,9.08883,378.787878788,3751831.26701,3.55204e-09,1
4638.25,0.000665749,0.7,31.1776,nan,100,3728.14712175,134,,3728.14712175,11369.3,4.14594e-05,nan,3728.14712175,,3846146.9814,3.49162934864,852666.0,50000,1.94158,6.33766,373.134328358,3846146.9814,2.88978e-09,1
4601.12,0.00033656,0.7,19.3437,nan,100,4094.95738553,122,6.50321e-22,4094.95738553,5812.61,4.55373e-05,nan,4094.95738553,1.13149e-26,1387109.92566,2.30608095986,875517.0,50000,2.61725,15.4307,409.836065574,1387109.92566,4.67121e-09,1
4628.11,0.000384131,0.7,19.8486,nan,100,3728.16536598,134,,3728.16536598,11799.2,4.14594e-05,nan,3728.16536598,,3564843.98537,4.34811158366,846402.0,50000,2.14226,8.69247,373.134328358,3564843.98537,3.25569e-09,1
4627.71,0.00949984,0.7,1370.09,nan,100,3007.44533097,166,,3007.44533097,13671.3,3.34672e-05,nan,3007.44533097,,4263231.22536,11.8284741518,822390.0,50000,4.82671,821.597,301.204819277,4263231.22536,3.94998e-08,1
4668.16,0.000210046,0.7,4.49774,nan,100,4462.50640545,112,2.18662e-08,4462.50640545,8911.96,4.96032e-05,nan,4462.50640545,1.02116e-12,2389732.4992,2.08906470871,879955.0,50000,1.06216,0.359483,446.428571429,2389732.4992,7.84007e-10,1
4641.16,0.0090425,0.7,649.519,nan,100,3420.90423449,146,2.5659e-29,3420.90423449,11946.8,3.80518e-05,nan,3420.90423449,3.57221e-34,4367016.48219,11.8827273917,845486.0,50000,2.73324,204.762,342.465753425,4367016.48219,3.96864e-08,1
4612.91,0.00136671,0.7,203.901,nan,100,2901.64520139,172,,2901.64520139,15887.6,3.22997e-05,nan,2901.64520139,,4376350.12766,4.23499884288,793255.0,50000,4.81882,124.404,290.697674419,4376350.12766,5.5892e-09,1
4627.45,0.072583,0.7,189690.0,nan,100,3468.55786674,144,5.37468e-36,3468.55786674,10681.3,3.85802e-05,nan,3468.55786674,2.05711e-42,3520901.01795,11.8574930015,849810.0,50000,100.826,1.68497e+07,347.222222222,3520901.01795,2.46703e-06,1
4660.39,0.000167,0.7,3.73552,nan,100,4543.75837142,110,1.35724e-07,4543.75837142,7952.88,5.05051e-05,nan,4543.75837142,6.06767e-12,1967733.93553,1.85288534051,882437.0,50000,1.12971,0.383534,454.545454545,1967733.93553,7.66542e-10,1
4671.93,5.596e-05,0.7,1.00728,nan,100,4999.20611017,100,0.99481,4999.20611017,0.697875,5.55556e-05,nan,4999.20611017,5.52671e-05,0.00272345754245,0.55585100427,899857.0,50000,1.0,1.78839e-07,500.0,0.00272345754245,5.51967e-16,1
4648.32,0.00151044,0.7,94.4347,nan,100,3468.53021583,144,,3468.53021583,14592.0,3.85802e-05,nan,3468.53021583,,4694025.96212,2.83032788669,829824.0,50000,2.41209,15.2654,347.222222222,4694025.96212,3.90529e-09,1
4622.29,0.0966195,0.7,260208.0,nan,100,3373.7122657,148,,3373.7122657,11556.0,3.75375e-05,nan,3373.7122657,,3355928.07597,10.0005632606,841975.0,50000,101.093,2.5407e+07,337.837837838,3355928.07597,3.503e-06,1
4652.16,0.000229798,0.7,7.03509,nan,100,4163.34098501,120,4.43019e-11,4163.34098501,10954.9,4.62963e-05,nan,4163.34098501,1.4471e-15,3281455.42153,3.23348199105,864703.0,50000,1.41733,1.58824,416.666666667,3281455.42153,1.69461e-09,1
4670.32,0.000271395,0.7,6.11749,nan,100,4462.44202786,112,4.12029e-08,4462.44202786,9185.05,4.96032e-05,nan,4462.44202786,1.82792e-12,2411143.81852,2.417357661,879243.0,50000,1.1181,0.423881,446.428571429,2411143.81852,8.34259e-10,1
4624.58,0.00350325,0.7,329.399,nan,100,3200.33164363,156,5.21085e-27,3200.33164363,15095.0,3.56125e-05,nan,3200.33164363,5.54189e-32,4867211.1888,9.73835715893,816600.0,50000,3.34853,83.5337,320.512820513,4867211.1888,9.44844e-09,1
4653.65,0.000187228,0.7,4.85006,nan,100,4543.74928901,110,2.0778e-10,4543.74928901,6768.69,5.05051e-05,nan,4543.74928901,8.02096e-15,1628588.32146,1.86425153417,883424.0,50000,1.30831,0.909143,454.545454545,1628588.32146,1.35481e-09,1
4652.32,0.000363018,0.7,10.7551,nan,100,4029.62582273,124,2.23872e-20,4029.62582273,9928.53,4.48029e-05,nan,4029.62582273,7.5564e-25,3731577.20097,3.12649634388,869343.0,50000,1.32737,1.5269,403.225806452,3731577.20097,1.73957e-09,1
4649.82,0.00110213,0.7,42.9205,nan,100,4029.54788838,124,3.87354e-22,4029.54788838,10172.6,4.48029e-05,nan,4029.54788838,9.94658e-27,2618316.37478,6.54006883481,859324.0,50000,1.74478,5.19552,403.225806452,2618316.37478,3.42579e-09,1
4627.91,0.000314299,0.7,14.2978,nan,100,4095.80369088,122,4.36863e-21,4095.80369088,8150.95,4.55373e-05,nan,4095.80369088,9.6033e-26,1809536.2829,5.02063674964,863606.0,50000,2.07154,7.17037,409.836065574,1809536.2829,3.46491e-09,1
4595.01,0.000678124,0.7,52.5813,nan,100,3516.69130037,142,,3516.69130037,12630.9,3.91236e-05,nan,3516.69130037,,3609483.30629,2.88343940605,831621.0,50000,3.03362,29.4663,352.112676056,3609483.30629,4.90095e-09,1
4634.67,0.00871543,0.7,501.453,nan,100,3467.70260936,144,,3467.70260936,13876.6,3.85802e-05,nan,3467.70260936,,5046205.75903,11.1644005596,837600.0,50000,2.21976,132.472,347.222222222,5046205.75903,4.00167e-08,1
4627.79,0.000309417,0.7,13.6656,nan,100,4095.7807333,122,,4095.7807333,9110.71,4.55373e-05,nan,4095.7807333,,2254872.38711,4.94624405701,863707.0,50000,2.01119,6.6372,409.836065574,2254872.38711,3.40262e-09,1
4627.76,0.0564636,0.7,13282.1,nan,100,3160.31569839,158,,3160.31569839,13520.9,3.51617e-05,nan,3160.31569839,,4206319.98983,10.0079139663,826106.0,50000,8.2712,62023.8,316.455696203,4206319.98983,1.12089e-06,1
4627.61,0.0007804,0.7,57.7484,nan,100,3420.8924735,146,2.52639e-28,3420.8924735,12775.6,3.80518e-05,nan,3420.8924735,3.41412e-33,3667604.30695,3.15417024585,831884.0,50000,2.81577,21.2652,342.465753425,3667604.30695,3.88352e-09,1
4627.82,0.000617132,0.7,64.1761,nan,100,3200.95951183,156,,3200.95951183,13436.1,3.56125e-05,nan,3200.95951183,,3669528.96394,6.0606439288,822131.0,50000,3.70338,47.5112,320.512820513,3669528.96394,4.39345e-09,1
4671.86,5.62708e-05,0.7,1.01292,nan,100,4999.14071293,100,0.992642,4999.14071293,3.50079,5.55556e-05,nan,4999.14071293,5.51445e-05,0.0689438396321,0.556392945545,899846.0,50000,1.00004,1.20917e-06,500.0,0.0689438396321,3.73171e-15,1
4623.19,0.000241293,0.7,7.97404,nan,100,4461.36423408,112,2.47147e-10,4461.36423408,5693.38,4.96032e-05,nan,4461.36423408,7.47864e-15,813848.792295,2.98096080512,875519.0,50000,1.63924,2.89498,446.428571429,813848.792295,2.65081e-09,1
4626.82,0.00212262,0.7,212.764,nan,100,3160.31096172,158,,3160.31096172,14524.1,3.51617e-05,nan,3160.31096172,,4453975.72157,6.10777779216,820304.0,50000,3.52449,60.763,316.455696203,4453975.72157,6.04766e-09,1
4653.62,0.000152501,0.7,3.86248,nan,100,4543.81142581,110,2.11691e-09,4543.81142581,6261.88,5.05051e-05,nan,4543.81142581,8.35813e-14,1153821.54148,2.43999940999,881287.0,50000,1.27917,0.950207,454.545454545,1153821.54148,1.48126e-09,1
4637.61,0.000424646,0.7,14.4805,nan,100,4094.84977484,122,9.55962e-33,4094.84977484,8827.64,4.55373e-05,nan,4094.84977484,2.80339e-37,2883769.46729,3.21778661825,869058.0,50000,1.55283,2.75567,409.836065574,2883769.46729,2.3698e-09,1
4629.65,0.0831655,0.7,2.55039e+06,nan,100,3420.92022765,146,,3420.92022765,13194.4,3.80517e-05,nan,3420.92022765,,4280478.61757,12.0000528059,833808.0,50000,1166.91,2.96884e+09,342.465753425,4280478.61757,3.15689e-06,1
4595.02,0.000404802,0.7,24.1056,nan,100,4094.80492715,122,,4094.80492715,6573.4,4.55373e-05,nan,4094.80492715,,1098458.33547,4.0310692346,864982.0,50000,2.71171,18.6281,409.836065574,1098458.33547,5.25311e-09,1
4628.86,0.0731347,0.7,552051.0,nan,100,3420.84072907,146,1.16426e-29,3420.84072907,13396.9,3.80518e-05,nan,3420.84072907,1.54239e-36,4476208.16085,10.0000808869,834909.0,50000,287.23,1.28126e+08,342.465753425,4476208.16085,2.24867e-06,1
4645.87,0.000288522,0.7,10.1055,nan,100,4028.67674749,124,1.03599e-19,4028.67674749,10871.2,4.48029e-05,nan,4028.67674749,2.95786e-24,3068391.89008,3.289830812,858057.0,50000,1.56922,2.72481,403.225806452,3068391.89008,2.22117e-09,1
