MinVanillaIw,EpsThisIter,eRenyi2,J,BatchSize,Bound,MinNormIw,VarRet,ESSClassic,VarJ,AvgEpLen,MaxVanillaIw,VarDiscRet,ESSRenyi,AvgVanillaIw,VarVanillaIw,VanillaAvgRet,IterType,AvgNormIw,AvgDiscRet,Delta,AvgRet,VarNormIw,MaxNormIw
0.0220152,100,1.0,-106.965,100,-131.369,0.000344901,16.9351212793,28.7600282239,2.33597,17.3,6.28276,16.9351212793,100.0,0.638305,1.01943,-108.278637139,1,0.01,-108.278637139,0.2,-108.278637139,0.000250207,0.0984289
0.916261,100,1.00231,-107.32,100,-130.705,0.0091488,11.7802746457,99.7729057009,3.43072,18.62,1.27249,11.7802746457,99.769469306,1.00151,0.00230587,-107.372336953,1,0.01,-107.372336953,0.2,-107.372336953,2.29892e-07,0.0127057
0.524431,100,1.01373,-108.327,100,-168.361,0.00524063,371.230919679,98.4323020703,10.352,22.89,1.16719,371.230919679,98.6459855946,1.0007,0.0161103,-109.328919633,1,0.01,-109.328919633,0.2,-109.328919633,1.60877e-06,0.0116637
0.868275,100,1.00093,-107.13,100,-131.305,0.00867752,10.1013939363,99.9070652184,3.12988,18.3,1.09036,10.1013939363,99.9067461702,1.0006,0.000940638,-107.152003129,1,0.01,-107.152003129,0.2,-107.152003129,9.39503e-08,0.0108971
0.866399,100,1.00094,-106.595,100,-128.996,0.00868691,5.41312157845,99.8917812847,2.34835,18.81,1.07554,5.41312157845,99.9062226299,0.997361,0.0010885,-106.615532011,1,0.01,-106.615532011,0.2,-106.615532011,1.09427e-07,0.0107839
0.742797,100,1.00247,-107.138,100,-129.966,0.00744195,5.77385864163,99.6192508857,2.34732,16.08,1.15132,5.77385864163,99.7533103914,0.998122,0.00384628,-107.194836948,1,0.01,-107.194836948,0.2,-107.194836948,3.86077e-07,0.0115348
0.613895,100,1.00459,-107.436,100,-133.288,0.00617785,11.6801482355,99.3278088996,2.9011,18.43,1.17393,11.6801482355,99.5428693348,0.993703,0.00674978,-107.563257665,1,0.01,-107.563257665,0.2,-107.563257665,6.8356e-07,0.0118137
0.924188,100,1.00165,-107.68,100,-130.768,0.0092325,8.64037999063,99.8602931474,2.92348,16.47,1.14545,8.64037999063,99.8356425496,1.00102,0.00141608,-107.717613397,1,0.01,-107.717613397,0.2,-107.717613397,1.41321e-07,0.0114428
0.941239,100,1.00074,-107.074,100,-130.02,0.00942199,9.40176190547,99.9462063434,3.11149,18.06,1.11142,9.40176190547,99.9256805991,0.998981,0.000542629,-107.091066244,1,0.01,-107.091066244,0.2,-107.091066244,5.43737e-08,0.0111255
0.873291,100,1.00109,-106.941,100,-129.952,0.00871084,5.29936603489,99.8763932548,2.24755,16.76,1.05045,5.29936603489,99.8910780322,1.00253,0.00125669,-106.966204141,1,0.01,-106.966204141,0.2,-106.966204141,1.25034e-07,0.0104779
0.862151,100,1.00154,-107.434,100,-130.285,0.00868395,8.10318516048,99.8029116577,2.82164,17.35,1.08208,8.10318516048,99.8463016399,0.99281,0.00196626,-107.468971113,1,0.01,-107.468971113,0.2,-107.468971113,1.99485e-07,0.0108992
0.91938,100,1.00233,-107.102,100,-130.066,0.00913404,6.95929196579,99.702434398,2.64811,18.42,1.21337,6.95929196579,99.7674758529,1.00654,0.00305432,-107.154357678,1,0.01,-107.154357678,0.2,-107.154357678,3.01474e-07,0.0120548
0.905,100,1.0014,-107.027,100,-130.147,0.00903296,8.23097750422,99.8306705683,2.80524,17.73,1.10062,8.23097750422,99.8600417958,1.00189,0.00171971,-107.059380131,1,0.01,-107.059380131,0.2,-107.059380131,1.71324e-07,0.0109855
0.876944,100,1.00107,-107.348,100,-130.357,0.00873401,9.80302389026,99.9038866766,3.13571,18.69,1.13608,9.80302389026,99.8932786508,1.00406,0.000979542,-107.372653699,1,0.01,-107.372653699,0.2,-107.372653699,9.71642e-08,0.0113149
0.596196,100,1.00469,-107.173,100,-130.305,0.00596588,8.77308749183,99.2809632357,2.9561,17.92,1.1663,8.77308749183,99.5327473176,0.999341,0.00730612,-107.280951204,1,0.01,-107.280951204,0.2,-107.280951204,7.31575e-07,0.0116706
0.903792,100,1.0009,-107.36,100,-130.823,0.00902735,9.8601411587,99.8972106079,3.09226,18.1,1.05096,9.8601411587,99.9097685329,1.00117,0.00104206,-107.381608122,1,0.01,-107.381608122,0.2,-107.381608122,1.03962e-07,0.0104973
0.786604,100,1.00251,-107.505,100,-132.839,0.00783087,13.993809496,99.6991099754,3.45888,18.51,1.16437,13.993809496,99.7493841624,1.00449,0.00307629,-107.572120286,1,0.01,-107.572120286,0.2,-107.572120286,3.04884e-07,0.0115916
0.871732,100,1.00152,-106.986,100,-130.002,0.00871709,6.14456255763,99.7923103871,2.41275,15.98,1.17235,6.14456255763,99.8484884013,1.00003,0.00210236,-107.02227892,1,0.01,-107.02227892,0.2,-107.02227892,2.10225e-07,0.0117232
0.800523,100,1.00175,-107.161,100,-130.156,0.00802588,6.78916287213,99.7811029113,2.57804,16.01,1.09155,6.78916287213,99.8248075465,0.997426,0.00220463,-107.202439993,1,0.01,-107.202439993,0.2,-107.202439993,2.21602e-07,0.0109436
0.811362,100,1.0015,-107.294,100,-130.161,0.00822,8.29775530013,99.7556498893,2.83588,17.81,1.05742,8.29775530013,99.8499859127,0.987058,0.0024103,-107.328129129,1,0.01,-107.328129129,0.2,-107.328129129,2.47392e-07,0.0107128
0.858114,100,1.00248,-107.094,100,-130.074,0.00855758,7.32713897225,99.7084291469,2.68962,17.49,1.22801,7.32713897225,99.7525986653,1.00275,0.00297014,-107.15163638,1,0.01,-107.15163638,0.2,-107.15163638,2.95386e-07,0.0122464
0.844931,100,1.00164,-107.112,100,-129.8,0.00843614,6.61460592783,99.8312120576,2.52966,16.9,1.11226,6.61460592783,99.8364861627,1.00156,0.00171299,-107.1488931,1,0.01,-107.1488931,0.2,-107.1488931,1.70765e-07,0.0111053
0.874447,100,1.00114,-107.331,100,-130.278,0.00876414,6.22972252617,99.9078424791,2.48026,17.03,1.11646,6.22972252617,99.886332163,0.997756,0.000927764,-107.356505836,1,0.01,-107.356505836,0.2,-107.356505836,9.31942e-08,0.0111897
0.802141,100,1.00126,-106.98,100,-130.074,0.00802418,7.08252735757,99.8465211423,2.58004,17.11,1.06133,7.08252735757,99.873964097,0.999654,0.00155155,-107.011921404,1,0.01,-107.011921404,0.2,-107.011921404,1.55263e-07,0.0106169
0.817696,100,1.00211,-107.034,100,-129.743,0.00814974,6.54556719604,99.7385142656,2.5337,16.53,1.20251,6.54556719604,99.7894438319,1.00334,0.00266583,-107.081087203,1,0.01,-107.081087203,0.2,-107.081087203,2.64812e-07,0.0119851
0.848567,100,1.00149,-107.752,100,-130.617,0.00853234,8.25161227109,99.7821716934,2.857,17.24,1.05503,8.25161227109,99.8514834691,0.99453,0.00218091,-107.785911938,1,0.01,-107.785911938,0.2,-107.785911938,2.20497e-07,0.0106083
0.833707,100,1.00126,-107.007,100,-129.911,0.00833344,5.56795189099,99.8826427728,2.32993,17.44,1.04096,5.56795189099,99.8744991903,1.00044,0.0011875,-107.036107223,1,0.01,-107.036107223,0.2,-107.036107223,1.18647e-07,0.0104051
0.646083,100,1.03121,-106.297,100,-130.125,0.00644844,18.0630086335,94.3773093708,8.27018,22.45,2.69288,18.0630086335,96.9733625805,1.00192,0.06041,-106.853847735,1,0.01,-106.853847735,0.2,-106.853847735,6.01786e-06,0.0268771
0.916125,100,1.00065,-106.668,100,-129.439,0.00914214,6.58414042654,99.9341835424,2.54712,18.17,1.08024,6.58414042654,99.9351445524,1.00209,0.000668066,-106.681378438,1,0.01,-106.681378438,0.2,-106.681378438,6.65282e-08,0.0107799
0.890534,100,1.00127,-107.163,100,-130.204,0.0089486,10.6755830679,99.8631563637,3.27608,17.26,1.10081,10.6755830679,99.8727869119,0.995166,0.0013712,-107.191808679,1,0.01,-107.191808679,0.2,-107.191808679,1.38456e-07,0.0110616
0.921981,100,1.00103,-107.055,100,-130.075,0.00923823,5.50635740687,99.9241547908,2.30341,17.42,1.03925,5.50635740687,99.8975612138,0.998005,0.000763511,-107.078276633,1,0.01,-107.078276633,0.2,-107.078276633,7.66566e-08,0.0104133
0.879468,100,1.00072,-106.56,100,-129.332,0.00879203,5.85329464991,99.9094326309,2.42299,18.02,1.11013,5.85329464991,99.9284422216,1.0003,0.000916333,-106.576417621,1,0.01,-106.576417621,0.2,-106.576417621,9.15781e-08,0.0110979
0.827962,100,1.00163,-106.987,100,-130.055,0.00838534,7.41377611809,99.7569337519,2.78063,17.3,1.0945,7.41377611809,99.8372347328,0.987393,0.00239971,-107.024240135,1,0.01,-107.024240135,0.2,-107.024240135,2.46138e-07,0.0110848
0.756027,100,1.00205,-106.938,100,-130.071,0.00756623,8.2239570271,99.7555738244,2.84461,17.25,1.21096,8.2239570271,99.7956645091,0.999212,0.00247105,-106.983669507,1,0.01,-106.983669507,0.2,-106.983669507,2.47495e-07,0.0121192
0.933538,100,1.00147,-106.261,100,-129.004,0.00929642,9.32049718262,99.8592634413,3.16136,17.15,1.14472,9.32049718262,99.852909755,1.00419,0.00143562,-106.293517361,1,0.01,-106.293517361,0.2,-106.293517361,1.42366e-07,0.0113995
0.852087,100,1.0023,-107.356,100,-130.412,0.00855232,7.57612204467,99.738926351,2.70494,17.0,1.09047,7.57612204467,99.7704660625,0.996322,0.00262463,-107.410673476,1,0.01,-107.410673476,0.2,-107.410673476,2.64404e-07,0.010945
0.866401,100,1.00302,-106.564,100,-129.325,0.00873113,13.9011895728,99.7270684792,3.82088,19.16,1.15515,13.9011895728,99.6986082784,0.992312,0.00272212,-106.633379187,1,0.01,-106.633379187,0.2,-106.633379187,2.76446e-07,0.011641
0.827926,100,1.00184,-107.486,100,-130.561,0.00830467,8.2611676103,99.7989467264,2.83988,17.39,1.10673,8.2611676103,99.8161246093,0.99694,0.00202259,-107.528606124,1,0.01,-107.528606124,0.2,-107.528606124,2.03503e-07,0.0111013
0.94765,100,1.00041,-107.435,100,-130.736,0.00948922,6.80874921317,99.9671652907,2.57685,19.04,1.04408,6.80874921317,99.95853237,0.998659,0.000330461,-107.445657373,1,0.01,-107.445657373,0.2,-107.445657373,3.31349e-08,0.0104548
0.866158,100,1.00123,-107.477,100,-130.293,0.00866141,6.23397446414,99.894929061,2.47541,17.04,1.05155,6.23397446414,99.8772698763,1.00002,0.00106271,-107.504982077,1,0.01,-107.504982077,0.2,-107.504982077,1.06266e-07,0.0105153
0.956119,100,1.0011,-106.807,100,-129.815,0.00953466,6.73177457745,99.9081863592,2.5921,18.73,1.0981,6.73177457745,99.8897933915,1.00278,0.00093326,-106.833546097,1,0.01,-106.833546097,0.2,-106.833546097,9.28088e-08,0.0109505
0.84553,100,1.00227,-107.625,100,-133.119,0.00846252,11.4001601878,99.7864492961,3.21933,19.24,1.09181,11.4001601878,99.7733496486,0.999147,0.0021582,-107.681919557,1,0.01,-107.681919557,0.2,-107.681919557,2.16189e-07,0.0109274
0.908257,100,1.00318,-106.852,100,-129.963,0.009047,11.5366547865,99.6374998363,3.6466,19.24,1.29539,11.5366547865,99.6829816598,1.00393,0.00370394,-106.922509421,1,0.01,-106.922509421,0.2,-106.922509421,3.67498e-07,0.0129032
0.737907,100,1.00215,-107.153,100,-129.952,0.00739956,7.66936849206,99.7118072032,2.7111,19.28,1.05864,7.66936849206,99.7853248409,0.99723,0.00290375,-107.203389772,1,0.01,-107.203389772,0.2,-107.203389772,2.9199e-07,0.0106158
0.833318,100,1.002,-107.13,100,-130.053,0.00837984,15.7152796634,99.7767247876,4.03802,17.77,1.05061,15.7152796634,99.8008529571,0.994432,0.00223536,-107.176617087,1,0.01,-107.176617087,0.2,-107.176617087,2.26046e-07,0.010565
0.758962,100,1.00562,-106.979,100,-130.299,0.00753002,15.3349943008,99.1390893566,4.1658,23.82,1.28953,15.3349943008,99.4408576046,1.00791,0.00891097,-107.105760141,1,0.01,-107.105760141,0.2,-107.105760141,8.77158e-07,0.012794
0.387703,100,1.01264,-107.708,100,-166.321,0.00386386,348.638803979,98.3718396491,7.70974,25.36,1.14525,348.638803979,98.7513590866,1.00341,0.0168323,-108.802738937,1,0.01,-108.802738937,0.2,-108.802738937,1.67182e-06,0.0114136
0.876906,100,1.00139,-106.808,100,-129.873,0.00876817,6.21442249714,99.891064637,2.4511,18.07,1.05427,6.21442249714,99.8606956172,1.0001,0.00110178,-106.839203176,1,0.01,-106.839203176,0.2,-106.839203176,1.10155e-07,0.0105416
0.853308,100,1.00094,-106.841,100,-130.365,0.00856139,6.20821162397,99.8433088247,2.38988,17.21,1.06302,6.20821162397,99.9064249062,0.996693,0.0015747,-106.863695973,1,0.01,-106.863695973,0.2,-106.863695973,1.58516e-07,0.0106654
0.826711,100,1.0022,-106.821,100,-129.497,0.0082863,6.01454286556,99.7825045638,2.40043,20.19,1.13192,6.01454286556,99.7802685617,0.997683,0.00219162,-106.869464789,1,0.01,-106.869464789,0.2,-106.869464789,2.20181e-07,0.0113455
0.878854,100,1.00163,-106.76,100,-129.357,0.00879655,9.18653271086,99.8359709255,3.1304,18.66,1.10247,9.18653271086,99.8372347328,0.999089,0.00165663,-106.796310606,1,0.01,-106.796310606,0.2,-106.796310606,1.65965e-07,0.0110348
0.749456,100,1.00249,-107.277,100,-130.313,0.00754419,5.94467679676,99.6418484947,2.33724,16.98,1.06252,5.94467679676,99.7519581205,0.993422,0.00358314,-107.334859109,1,0.01,-107.334859109,0.2,-107.334859109,3.63075e-07,0.0106956
0.767123,100,1.0019,-106.832,100,-129.716,0.00772137,9.20730124518,99.7074570726,3.01914,19.7,1.06633,9.20730124518,99.8104476641,0.993507,0.00292519,-106.876262411,1,0.01,-106.876262411,0.2,-106.876262411,2.96355e-07,0.0107329
0.968561,100,1.00021,-106.879,100,-130.469,0.00968753,6.25866719575,99.9836947359,2.49299,18.59,1.03442,6.25866719575,99.9793452972,0.999801,0.000164391,-106.883254215,1,0.01,-106.883254215,0.2,-106.883254215,1.64457e-08,0.0103463
0.719557,100,1.00289,-106.963,100,-129.993,0.00720984,12.7830140384,99.6645825442,3.64395,19.78,1.14107,12.7830140384,99.7117981603,0.998021,0.00338589,-107.027595608,1,0.01,-107.027595608,0.2,-107.027595608,3.39934e-07,0.0114333
0.770031,100,1.01599,-106.91,100,-129.962,0.00756807,12.306873675,96.0084291334,4.61428,18.2,2.5587,12.306873675,98.4257595852,1.01747,0.0434756,-107.220956553,1,0.01,-107.220956553,0.2,-107.220956553,4.19952e-06,0.0251476
0.911882,100,1.00214,-106.784,100,-129.852,0.00908435,16.6310747999,99.7902437485,4.31832,20.85,1.17103,16.6310747999,99.7866780166,1.0038,0.00213938,-106.83189188,1,0.01,-106.83189188,0.2,-106.83189188,2.12323e-07,0.011666
0.865382,100,1.00063,-106.722,100,-129.791,0.00870346,8.10972491053,99.8926201187,2.82125,19.45,1.04108,8.10972491053,99.9369423109,0.994296,0.00107324,-106.735274186,1,0.01,-106.735274186,0.2,-106.735274186,1.08559e-07,0.0104705
0.917284,100,1.00199,-106.225,100,-128.997,0.00908819,13.6308477503,99.7907598487,3.84885,20.47,1.21067,13.6308477503,99.8009479451,1.00931,0.00215759,-106.26941311,1,0.01,-106.26941311,0.2,-106.26941311,2.11795e-07,0.011995
0.604078,100,1.00986,-107.567,100,-155.971,0.00601833,187.86129404,99.2176920175,8.53729,24.39,1.13103,187.86129404,99.0236933727,1.00373,0.00802394,-108.096494778,1,0.01,-108.096494778,0.2,-108.096494778,7.96441e-07,0.0112683
0.83302,100,1.00317,-106.58,100,-130.342,0.0082995,7.87164080161,99.633972433,2.78318,19.64,1.17814,7.87164080161,99.6844149818,1.0037,0.00373826,-106.655274,1,0.01,-106.655274,0.2,-106.655274,3.71076e-07,0.011738
0.7818,100,1.00149,-107.351,100,-131.191,0.00785237,9.42627933027,99.8230603237,2.93276,19.74,1.05386,9.42627933027,99.8516974094,0.995622,0.00177504,-107.394222462,1,0.01,-107.394222462,0.2,-107.394222462,1.79069e-07,0.0105849
0.827423,100,1.00525,-106.509,100,-129.419,0.00815634,9.95545326958,99.1253475466,3.61668,19.94,1.42383,9.95545326958,99.4781098205,1.01445,0.00917224,-106.609187668,1,0.01,-106.609187668,0.2,-106.609187668,8.91273e-07,0.0140354
0.914974,100,1.00052,-106.344,100,-128.9,0.00914173,4.31034831691,99.9536090603,2.02997,16.94,1.02722,4.31034831691,99.9481827442,1.00088,0.000469151,-106.356721571,1,0.01,-106.356721571,0.2,-106.356721571,4.6833e-08,0.0102632
0.889393,100,1.00935,-106.586,100,-129.781,0.00882277,17.2257321488,98.8865782747,5.02669,19.97,1.56601,17.2257321488,99.0735031248,1.00807,0.0115573,-106.79080425,1,0.01,-106.79080425,0.2,-106.79080425,1.13731e-06,0.0155348
0.906429,100,1.0012,-106.999,100,-129.87,0.00901375,5.77768906301,99.9084780863,2.35306,17.18,1.08727,5.77768906301,99.8802904558,1.00561,0.000935705,-107.026446779,1,0.01,-107.026446779,0.2,-107.026446779,9.25301e-08,0.0108121
0.91753,100,1.00081,-107.002,100,-131.131,0.00920384,10.5305120894,99.9239407414,3.1596,18.37,1.08801,10.5305120894,99.9194079978,0.996899,0.000763871,-107.022219128,1,0.01,-107.022219128,0.2,-107.022219128,7.6863e-08,0.0109139
0.801301,100,1.00493,-106.305,100,-130.342,0.00791113,18.0678541254,99.3438274272,4.40198,19.6,1.42293,18.0678541254,99.5097353634,1.01288,0.0068444,-106.422703167,1,0.01,-106.422703167,0.2,-106.422703167,6.67146e-07,0.0140484
0.805787,100,1.00301,-106.829,100,-129.765,0.00810923,11.9041943743,99.6673680725,3.63133,20.42,1.10627,11.9041943743,99.6994377278,0.993667,0.00332874,-106.896541567,1,0.01,-106.896541567,0.2,-106.896541567,3.37131e-07,0.0111332
0.780366,100,1.00768,-106.062,100,-129.165,0.0078023,13.5429144333,99.1108089262,3.9818,21.5,1.4106,13.5429144333,99.2374366325,1.00017,0.00906563,-106.236367691,1,0.01,-106.236367691,0.2,-106.236367691,9.06248e-07,0.0141036
0.7014,100,1.09153,-104.739,100,-128.996,0.00697245,43.8729526571,89.2562279944,19.9563,26.09,3.47835,43.8729526571,91.6148658264,1.00596,0.123039,-106.340826521,1,0.01,-106.340826521,0.2,-106.340826521,1.21586e-05,0.0345774
0.376004,100,1.01501,-107.257,100,-168.59,0.00375811,407.170844959,98.4674302075,8.50939,30.28,1.18573,407.170844959,98.5209307744,1.00051,0.0157377,-108.564327256,1,0.01,-108.564327256,0.2,-108.564327256,1.57216e-06,0.0118512
0.619103,100,1.02591,-105.165,100,-128.716,0.00612622,34.0472788838,96.8364767007,7.86054,24.34,1.62139,34.0472788838,97.4742315659,1.01058,0.0337003,-105.706956761,1,0.01,-105.706956761,0.2,-105.706956761,3.29985e-06,0.0160442
0.693208,100,1.0066,-105.999,100,-129.024,0.00695859,34.0225295589,99.3581436328,6.12211,24.21,1.17421,34.0225295589,99.3439016941,0.99619,0.00647585,-106.150688286,1,0.01,-106.150688286,0.2,-106.150688286,6.52547e-07,0.011787
0.801056,100,1.00534,-105.776,100,-129.705,0.00797721,19.4292882745,99.4109800027,4.73659,24.82,1.25495,19.4292882745,99.4691332465,1.00418,0.00603532,-105.897179703,1,0.01,-105.897179703,0.2,-105.897179703,5.98516e-07,0.0124972
0.735519,100,1.01137,-105.546,100,-128.412,0.00744445,22.7517804708,98.9559678758,5.52918,23.42,1.3925,22.7517804708,98.8756363597,0.988009,0.0104034,-105.786829987,1,0.01,-105.786829987,0.2,-105.786829987,1.06575e-06,0.014094
0.815473,100,1.00545,-105.777,100,-128.53,0.0082942,15.3401252019,99.4987568982,4.14478,22.27,1.16422,15.3401252019,99.4575050354,0.983184,0.00491855,-105.897186116,1,0.01,-105.897186116,0.2,-105.897186116,5.08824e-07,0.0118414
0.850242,100,1.00232,-105.78,100,-129.624,0.00852442,13.3969631327,99.7728222572,3.77203,25.52,1.15629,13.3969631327,99.7686505567,0.997419,0.00228801,-105.834693406,1,0.01,-105.834693406,0.2,-105.834693406,2.29986e-07,0.0115928
0.475134,100,1.10217,-103.231,100,-127.231,0.00480154,89.7259402825,89.6267338845,24.5787,28.02,3.07769,89.7259402825,90.729791912,0.989546,0.114476,-105.173429531,1,0.01,-105.173429531,0.2,-105.173429531,1.16908e-05,0.0311021
0.76389,100,1.00538,-105.311,100,-138.238,0.00768619,60.6859460568,99.6171870393,6.91768,27.97,1.08272,60.6859460568,99.4646160829,0.993848,0.00383403,-105.496718435,1,0.01,-105.496718435,0.2,-105.496718435,3.88164e-07,0.0108942
0.66821,100,1.03221,-103.826,100,-128.127,0.00665325,66.3888913955,97.0640643116,10.9672,33.55,1.5283,66.3888913955,96.8795116647,1.00434,0.0308183,-104.533364105,1,0.01,-104.533364105,0.2,-104.533364105,3.05527e-06,0.015217
0.673597,100,1.01089,-105.746,100,-157.427,0.00667533,270.327259364,99.3423912224,12.035,34.8,1.21315,270.327259364,98.9229640776,1.00908,0.00680868,-106.352137323,1,0.01,-106.352137323,0.2,-106.352137323,6.68663e-07,0.0120223
0.274158,100,1.13032,-102.181,100,-127.446,0.0027241,85.131051799,83.1267878183,24.8789,36.32,3.54913,85.131051799,88.4703573541,1.00642,0.207672,-104.561565186,1,0.01,-104.561565186,0.2,-104.561565186,2.05032e-05,0.035265
0.67794,100,1.009,-106.587,100,-136.58,0.0067171,64.0924766746,99.0437619829,6.61669,40.96,1.13709,64.0924766746,99.108033277,1.00927,0.00993407,-106.876075223,1,0.01,-106.876075223,0.2,-106.876075223,9.75233e-07,0.0112664
0.71085,100,1.00772,-105.667,100,-193.06,0.00705116,1284.59242537,99.2710472182,26.2154,39.52,1.16744,1284.59242537,99.2335743844,1.00813,0.00753817,-106.437358888,1,0.01,-106.437358888,0.2,-106.437358888,7.41706e-07,0.0115802
0.774422,100,1.00865,-104.756,100,-128.27,0.00777713,29.471866648,99.1144192411,5.65801,33.09,1.20549,29.471866648,99.1419899244,0.995768,0.00894932,-104.9536986,1,0.01,-104.9536986,0.2,-104.9536986,9.02555e-07,0.0121062
0.687237,100,1.0173,-104.628,100,-129.498,0.00681418,68.9924573992,98.152744897,9.79927,32.78,1.27714,68.9924573992,98.2993039043,1.00854,0.019337,-105.015004503,1,0.01,-105.015004503,0.2,-105.015004503,1.9011e-06,0.0126632
0.543491,100,1.01707,-104.213,100,-127.632,0.00552671,57.6655813211,97.8031928438,8.63415,37.31,1.29804,57.6655813211,98.32140212,0.98339,0.0219405,-104.581286049,1,0.01,-104.581286049,0.2,-104.581286049,2.2688e-06,0.0131996
0.447942,100,1.0257,-107.075,100,-182.823,0.00442132,1129.21068999,97.5614650832,16.6181,48.33,1.31812,1129.21068999,97.4940906918,1.01314,0.0259156,-109.501752734,1,0.01,-109.501752734,0.2,-109.501752734,2.52477e-06,0.0130102
0.641663,100,1.01817,-103.592,100,-128.454,0.00642719,36.0854504782,98.151495638,6.40208,29.37,1.34497,36.0854504782,98.2150923223,0.998357,0.0189613,-104.007284829,1,0.01,-104.007284829,0.2,-104.007284829,1.90237e-06,0.0134718
0.41831,100,1.01579,-105.612,100,-186.995,0.00425631,979.234956957,97.8830969236,14.9156,41.13,1.14876,979.234956957,98.4455577901,0.982801,0.0211002,-107.34654183,1,0.01,-107.34654183,0.2,-107.34654183,2.18452e-06,0.0116886
0.667493,100,1.01754,-103.303,100,-127.789,0.00654674,52.682385181,98.1059772708,7.67881,34.95,1.42529,52.682385181,98.2765017741,1.01958,0.020272,-103.729260131,1,0.01,-103.729260131,0.2,-103.729260131,1.95008e-06,0.0139792
0.394597,100,1.02596,-103.6,100,-127.83,0.00387499,39.9157305769,97.0617312895,6.43725,36.04,1.52083,39.9157305769,97.4695993114,1.01832,0.0317083,-104.234311076,1,0.01,-104.234311076,0.2,-104.234311076,3.05779e-06,0.0149348
0.722446,100,1.01849,-103.383,100,-126.993,0.00724027,56.6188662101,97.9205019526,9.11799,37.06,1.40652,56.6188662101,98.1844221128,0.997817,0.0213576,-103.793925793,1,0.01,-103.793925793,0.2,-103.793925793,2.14512e-06,0.014096
0.447962,100,1.06208,-102.156,100,-133.413,0.00450851,157.563277049,93.7794120329,22.7005,49.8,2.46506,157.563277049,94.1546945587,0.993593,0.0661463,-103.653751276,1,0.01,-103.653751276,0.2,-103.653751276,6.70021e-06,0.0248095
0.606573,100,1.04058,-102.45,100,-127.871,0.00604647,76.8594637193,96.2665739532,13.003,44.73,2.0087,76.8594637193,96.1006009174,1.00319,0.039424,-103.346424099,1,0.01,-103.346424099,0.2,-103.346424099,3.9174e-06,0.0200232
0.760527,100,1.0058,-103.929,100,-200.911,0.00759134,1759.80078954,99.3953082168,32.8859,65.73,1.12634,1759.80078954,99.4235087081,1.00183,0.00616744,-104.566927274,1,0.01,-104.566927274,0.2,-104.566927274,6.14487e-07,0.0112428
