AvgEpLen,VarVanillaIw,AvgRet,Delta,BatchSize,AvgNormIw,MinNormIw,MaxVanillaIw,VarNormIw,ESSRenyi,MinVanillaIw,VarRet,VarDiscRet,EpsThisIter,VarJ,VanillaAvgRet,AvgVanillaIw,eRenyi2,IterType,J,ESSClassic,AvgDiscRet,MaxNormIw,Bound
500.0,0.040816,-1153.90506713,0.2,100,0.01,0.00244144,1.22671,4.48594e-06,97.6564386296,0.232882,19958.3821045,19958.3821045,100,95.3035,-1153.90506713,0.953868,1.024,1,-1141.67,95.7477899029,-1153.90506713,0.0128604,-1538.99
500.0,0.000845257,-1135.41543893,0.2,100,0.01,0.00874528,1.04497,8.47077e-08,99.9091973638,0.873588,519.791502706,519.791502706,100,21.7627,-1135.41543893,0.998926,1.00091,1,-1135.18,99.9161842313,-1135.41543893,0.0104609,-1390.54
500.0,0.0892675,-1122.29452512,0.2,100,0.01,0.00598471,2.16699,8.84094e-06,93.8460347442,0.601369,4978.20707863,4978.20707863,100,144.656,-1122.29452512,1.00484,1.06558,1,-1109.94,91.9518846026,-1122.29452512,0.0215655,-1345.9
500.0,0.0064384,-1136.28642153,0.2,100,0.01,0.00724087,1.26869,6.61219e-07,99.3197187092,0.714509,3217.7911977,3217.7911977,100,56.2698,-1136.28642153,0.986771,1.00685,1,-1134.15,99.3496848958,-1136.28642153,0.012857,-1439.12
500.0,0.00510623,-1128.47625032,0.2,100,0.01,0.0083262,1.20602,5.18087e-07,99.4809175441,0.826602,2191.11227248,2191.11227248,100,55.4146,-1128.47625032,0.992771,1.00522,1,-1127.29,99.4897553825,-1128.47625032,0.012148,-1370.52
500.0,0.0142826,-1125.12600454,0.2,100,0.01,0.00761301,1.47305,1.42808e-06,98.5941363542,0.761349,3713.93401662,3713.93401662,100,83.0377,-1125.12600454,1.00006,1.01426,1,-1121.84,98.6059085845,-1125.12600454,0.0147295,-1374.65
500.0,0.020665,-1143.60980574,0.2,100,0.01,0.00380046,1.15407,2.14254e-06,98.3762181354,0.373241,9501.39463009,9501.39463009,100,64.0453,-1143.60980574,0.982094,1.01651,1,-1136.56,97.9229629268,-1143.60980574,0.0117511,-1474.93
500.0,0.00507488,-1133.29861312,0.2,100,0.01,0.0078196,1.23837,5.06471e-07,99.4392426759,0.782745,9624.71713443,9624.71713443,100,94.5841,-1133.29861312,1.001,1.00564,1,-1131.24,99.5010916352,-1133.29861312,0.0123713,-1481.88
500.0,0.0664044,-1115.71206771,0.2,100,0.01,0.00525945,2.23893,6.84044e-06,94.4048368506,0.518199,7415.66438134,7415.66438134,100,139.971,-1115.71206771,0.985273,1.05927,1,-1101.73,93.6574786343,-1115.71206771,0.022724,-1381.47
500.0,0.113812,-1132.70707411,0.2,100,0.01,0.000986853,2.55358,1.28247e-05,93.5285457131,0.092966,21449.6726081,21449.6726081,100,147.285,-1132.70707411,0.942044,1.06919,1,-1105.0,88.7339448017,-1132.70707411,0.0271068,-1513.75
500.0,0.0106207,-1137.17404138,0.2,100,0.01,0.00681261,1.24444,1.06925e-06,99.1489621731,0.67897,11337.0345023,11337.0345023,100,91.8833,-1137.17404138,0.996638,1.00858,1,-1133.55,98.9525398478,-1137.17404138,0.0124864,-1529.16
500.0,0.0204808,-1136.00774513,0.2,100,0.01,0.0068891,1.3813,2.08499e-06,97.8605122139,0.682784,22697.4590138,22697.4590138,100,144.429,-1136.00774513,0.991108,1.02186,1,-1127.88,97.9775835641,-1136.00774513,0.0139369,-1524.85
500.0,0.03499,-1118.08214093,0.2,100,0.01,0.00449017,1.58216,3.9186e-06,96.4484856052,0.424296,5524.78107536,5524.78107536,100,108.01,-1118.08214093,0.944945,1.03682,1,-1110.39,96.265476418,-1118.08214093,0.0167434,-1356.93
500.0,0.00822282,-1146.13657543,0.2,100,0.01,0.00748617,1.26798,7.86964e-07,98.9993505556,0.765231,18931.5447366,18931.5447366,100,110.971,-1146.13657543,1.02219,1.01011,1,-1141.79,99.2269561848,-1146.13657543,0.0124045,-1537.18
500.0,0.15434,-1120.41774871,0.2,100,0.01,0.00495768,3.04094,1.33749e-05,92.724054732,0.532566,21407.7070295,21407.7070295,100,211.415,-1120.41774871,1.07422,1.07847,1,-1092.01,88.3071325873,-1120.41774871,0.0283082,-1499.1
500.0,0.332257,-1092.42116405,0.2,100,0.01,0.00357896,5.62691,3.31641e-05,84.9717728387,0.358227,18407.089246,18407.089246,100,278.916,-1092.42116405,1.00093,1.17686,1,-1051.33,75.2827987093,-1092.42116405,0.056217,-1405.44
500.0,0.223654,-1053.2661877,0.2,100,0.01,0.00203702,2.38755,2.04566e-05,83.1637611525,0.212993,35622.3767206,35622.3767206,100,275.332,-1053.2661877,1.04561,1.20245,1,-997.666,83.1586797121,-1053.2661877,0.022834,-1358.09
500.0,0.0334559,-1117.43414349,0.2,100,0.01,0.00536067,1.78332,3.47481e-06,96.1281652643,0.526006,72695.7460605,72695.7460605,100,244.951,-1117.43414349,0.981231,1.04028,1,-1101.68,96.6743342103,-1117.43414349,0.0181743,-1502.67
500.0,0.337951,-1067.70491417,0.2,100,0.01,0.00137123,3.3898,3.42596e-05,80.0857164379,0.13619,55086.6268301,55086.6268301,100,299.553,-1067.70491417,0.993199,1.24866,1,-990.249,74.673124963,-1067.70491417,0.0341302,-1428.46
500.0,2.2375,-1099.02123327,0.2,100,0.01,0.00105868,14.4481,0.000168573,71.1016662334,0.121969,84813.246558,84813.246558,100,504.01,-1099.02123327,1.15209,1.40644,1,-981.59,37.4690275257,-1099.02123327,0.125407,-1446.71
500.0,0.302691,-953.322070239,0.2,100,0.01,0.000755861,2.25954,3.25038e-05,77.6621498802,0.0729415,55532.4326881,55532.4326881,100,234.871,-953.322070239,0.965012,1.28763,1,-859.579,75.6551188651,-953.322070239,0.0234147,-1303.82
500.0,0.246557,-914.637800884,0.2,100,0.01,0.000451782,2.24443,2.42737e-05,82.2775215428,0.0455323,85673.4743058,85673.4743058,100,272.66,-914.637800884,1.00784,1.2154,1,-841.223,80.6250350834,-914.637800884,0.0222698,-1275.27
500.0,0.392424,-890.040167741,0.2,100,0.01,7.63538e-05,3.14109,4.45427e-05,76.3742105133,0.00716672,102235.824342,102235.824342,100,304.083,-890.040167741,0.938619,1.30934,1,-777.93,69.3975718505,-890.040167741,0.033465,-1226.68
500.0,0.144085,-769.129959603,0.2,100,0.01,0.00112343,1.908,1.48061e-05,88.2528950228,0.110825,58677.9312378,58677.9312378,100,171.302,-769.129959603,0.986483,1.13311,1,-714.984,87.2158868001,-769.129959603,0.0193414,-1132.07
500.0,0.196979,-702.295457815,0.2,100,0.01,0.000714008,1.8746,1.91755e-05,85.6864027333,0.0723668,21807.6070959,21807.6070959,100,108.032,-702.295457815,1.01353,1.16705,1,-656.906,84.045057298,-702.295457815,0.0184957,-933.01
500.0,0.143127,-735.796644171,0.2,100,0.01,0.00220072,1.63738,1.5001e-05,89.6258541378,0.214964,90800.1952454,90800.1952454,100,190.139,-735.796644171,0.976788,1.11575,1,-686.541,87.0693950161,-735.796644171,0.0167629,-1100.69
500.0,0.0768397,-690.657274839,0.2,100,0.01,0.00244961,1.49745,7.98026e-06,93.671344609,0.24037,62742.7154172,62742.7154172,100,189.292,-690.657274839,0.98126,1.06756,1,-662.611,92.6780461673,-690.657274839,0.0152605,-1067.81
500.0,0.015958,-642.885049457,0.2,100,0.01,0.00752236,1.40484,1.61698e-06,98.1524273473,0.747295,24825.8388652,24825.8388652,100,135.099,-642.885049457,0.993431,1.01882,1,-635.76,98.424393445,-642.885049457,0.0141413,-1031.31
500.0,0.029529,-647.675897025,0.2,100,0.01,0.00415927,1.26604,3.05169e-06,97.9890227074,0.409139,23635.6869058,23635.6869058,100,139.508,-647.675897025,0.98368,1.02052,1,-639.07,97.0673890665,-647.675897025,0.0128704,-1034.81
500.0,0.107951,-652.218996713,0.2,100,0.01,0.00175876,2.04778,1.19765e-05,92.16166278,0.166976,12471.7796781,12471.7796781,100,94.3033,-652.218996713,0.949398,1.08505,1,-629.667,89.4000652027,-652.218996713,0.0215693,-897.824
500.0,0.0620483,-629.270408119,0.2,100,0.01,0.00372395,1.5101,6.28758e-06,94.2087387658,0.369936,7285.01437873,7285.01437873,100,78.1848,-629.270408119,0.993397,1.06147,1,-618.032,94.1400354361,-629.270408119,0.0152014,-811.295
500.0,0.0636175,-607.980855581,0.2,100,0.01,0.00215522,1.51566,6.57846e-06,95.4306719343,0.211942,6693.59650727,6693.59650727,100,73.5606,-607.980855581,0.983391,1.04788,1,-597.536,93.8855636465,-607.980855581,0.0154126,-817.987
500.0,0.0128654,-608.629034838,0.2,100,0.01,0.00764835,1.34069,1.26011e-06,98.8842263742,0.772816,21986.7465535,21986.7465535,100,140.053,-608.629034838,1.01043,1.01128,1,-604.202,98.7678629529,-608.629034838,0.0132685,-998.324
500.0,0.0205381,-610.778719789,0.2,100,0.01,0.0073813,1.64328,2.01371e-06,98.5429088139,0.745443,21813.9108979,21813.9108979,100,116.611,-610.778719789,1.00991,1.01479,1,-604.724,98.0453852141,-610.778719789,0.0162716,-999.433
500.0,0.11285,-598.768189845,0.2,100,0.01,0.00236958,1.74123,1.22763e-05,92.2422602334,0.22719,4155.45266066,4155.45266066,100,58.7026,-598.768189845,0.958776,1.0841,1,-585.352,89.1635131888,-598.768189845,0.0181609,-746.824
500.0,0.0377091,-598.643625948,0.2,100,0.01,0.00447604,1.652,3.69237e-06,97.6866546854,0.45234,22296.2636519,22296.2636519,100,115.111,-598.643625948,1.01058,1.02368,1,-589.046,96.4734659047,-598.643625948,0.0163471,-986.829
500.0,0.112173,-574.57607158,0.2,100,0.01,0.00496216,2.80288,1.04755e-05,94.286821573,0.513485,2606.95038425,2606.95038425,100,57.364,-574.57607158,1.0348,1.06059,1,-566.401,90.6036997702,-574.57607158,0.0270862,-707.53
500.0,0.0561745,-590.698931383,0.2,100,0.01,0.00308732,1.44662,5.88188e-06,95.6729708775,0.301712,9413.2685493,9413.2685493,100,62.6319,-590.698931383,0.977263,1.04523,1,-577.377,94.4973326323,-590.698931383,0.0148028,-843.151
500.0,15.8759,-576.098423442,0.2,100,0.01,0.000878519,39.989,0.000824094,49.9996602558,0.121936,3475.23551545,3475.23551545,100,533.887,-576.098423442,1.38797,2.00001,1,-495.303,10.9187839681,-576.098423442,0.288111,-703.115
500.0,0.0972079,-568.154875075,0.2,100,0.01,0.003662,1.77257,9.84948e-06,92.5515012105,0.3638,3136.09400478,3136.09400478,100,57.8637,-568.154875075,0.993446,1.08048,1,-557.552,91.1153794848,-568.154875075,0.0178426,-703.614
500.0,0.13056,-557.935284825,0.2,100,0.01,0.00560495,3.1191,1.18505e-05,94.2759389795,0.588315,2689.04905371,2689.04905371,100,56.9144,-557.935284825,1.04963,1.06072,1,-550.285,89.4999061519,-557.935284825,0.0297161,-692.927
500.0,4.85329e-11,-562.174985556,0.2,100,0.01,,6.96655e-05,0.01,99.9999880791,,3510.56707716,3510.56707716,100,,-562.174985556,6.96655e-07,1.0,1,-479.61,1.0,-562.174985556,1.0,-637.536
500.0,nan,-562.174985556,0.2,200,nan,nan,inf,nan,310111654.429,14354.3,3510.56707716,71406.7376809,100,nan,-562.174985556,inf,6.44929e-07,,nan,nan,-922.63314988,nan,nan
500.0,0.11201,-557.040837864,0.2,200,0.005,0.0017768,2.30569,2.9517e-06,181.879911803,0.346122,3088.36560127,3088.36560127,100,57.5462,-557.040837864,0.974006,1.09963,1,-548.589,178.974485601,-557.040837864,0.0118361,-665.69
500.0,,-533.02712776,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2111.44148018,2111.44148018,100,45.7201,-533.02712776,1.0,1.0,2,-533.027,100.0,-533.02712776,0.01,-661.809
500.0,0.0995971,-547.740960233,0.2,200,0.005,0.000956999,1.69736,2.53805e-06,182.960617354,0.189577,3073.4490914,3073.4490914,100,52.5592,-547.740960233,0.990474,1.09313,1,-531.674,181.650712279,-547.740960233,0.00856843,-630.716
500.0,,-554.296684356,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,22968.6805275,22968.6805275,100,150.795,-554.296684356,1.0,1.0,2,-554.297,100.0,-554.296684356,0.01,-945.741
500.0,0.0355848,-545.41251436,0.2,200,0.005,0.00153572,1.33969,8.97923e-07,194.255340187,0.305721,2919.11964467,2919.11964467,100,72.5994,-545.41251436,0.995366,1.02957,1,-540.945,193.099198914,-545.41251436,0.00672965,-821.801
500.0,,-528.826165031,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2398.11637907,2398.11637907,100,48.7251,-528.826165031,1.0,1.0,2,-528.826,100.0,-528.826165031,0.01,-663.74
500.0,0.0615327,-542.11082138,0.2,200,0.005,0.00197931,2.04215,1.53726e-06,190.337811514,0.395999,2338.08601366,2338.08601366,100,51.9809,-542.11082138,1.00035,1.05076,1,-530.713,188.468958563,-542.11082138,0.0102072,-632.704
500.0,,-529.389693754,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1989.60144949,1989.60144949,100,44.3814,-529.389693754,1.0,1.0,2,-529.39,100.0,-529.389693754,0.01,-654.78
500.0,0.0655731,-530.486366383,0.2,200,0.005,0.000517977,1.57747,1.75049e-06,188.927953241,0.100252,1987.01062607,1987.01062607,100,47.1579,-530.486366383,0.967726,1.0586,1,-524.555,186.973551581,-530.486366383,0.00815041,-622.88
500.0,,-530.071937745,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2281.34549119,2281.34549119,100,47.524,-530.071937745,1.0,1.0,2,-530.072,100.0,-530.071937745,0.01,-666.123
500.0,0.0498196,-527.905239957,0.2,200,0.005,0.00180709,1.39007,1.26364e-06,191.493646047,0.358813,1989.39390104,1989.39390104,100,46.6824,-527.905239957,0.992791,1.04442,1,-524.977,190.423060484,-527.905239957,0.0070008,-623.293
500.0,,-523.779662401,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1944.84532269,1944.84532269,100,43.8793,-523.779662401,1.0,1.0,2,-523.78,100.0,-523.779662401,0.01,-671.961
500.0,0.0556277,-520.834861845,0.2,200,0.005,0.00201356,2.25039,1.36638e-06,191.731744949,0.40628,2397.27567585,2397.27567585,100,46.9436,-520.834861845,1.00886,1.04312,1,-517.823,189.684552104,-520.834861845,0.0111531,-624.839
500.0,,-516.952622739,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1945.27583463,1945.27583463,100,43.8842,-516.952622739,1.0,1.0,2,-516.953,100.0,-516.952622739,0.01,-641.821
500.0,0.129231,-521.871827869,0.2,200,0.005,0.0014437,3.31342,3.16569e-06,187.014430034,0.291692,2041.26191439,2041.26191439,100,46.839,-521.871827869,1.01023,1.06944,1,-513.83,177.62079689,-521.871827869,0.0163994,-607.952
500.0,,-514.851612281,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1928.51735959,1928.51735959,100,43.6948,-514.851612281,1.0,1.0,2,-514.852,100.0,-514.851612281,0.01,-635.312
500.0,0.0646161,-521.950562414,0.2,200,0.005,0.00174094,1.56565,1.58453e-06,188.208117334,0.351564,2292.11249478,2292.11249478,100,44.8958,-521.950562414,1.00969,1.06265,1,-512.71,188.135344111,-521.950562414,0.00775311,-608.994
500.0,,-501.823535183,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2389.55273707,2389.55273707,100,48.638,-501.823535183,1.0,1.0,2,-501.824,100.0,-501.823535183,0.01,-629.489
500.0,0.0518816,-512.513028449,0.2,200,0.005,0.00172827,1.43705,1.28994e-06,191.195937586,0.346603,2694.35461823,2694.35461823,100,50.5779,-512.513028449,1.00275,1.04605,1,-502.57,190.23351358,-512.513028449,0.00716555,-607.168
500.0,,-497.932322358,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2235.22812375,2235.22812375,100,47.0412,-497.932322358,1.0,1.0,2,-497.932,100.0,-497.932322358,0.01,-619.684
500.0,0.110627,-510.857714119,0.2,200,0.005,0.00215559,3.55452,2.67662e-06,186.060678045,0.438232,1998.06313007,1998.06313007,100,51.3761,-510.857714119,1.0165,1.07492,1,-498.437,180.745263888,-510.857714119,0.0174841,-591.804
500.0,,-510.20754089,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,4868.9593556,4868.9593556,100,69.4282,-510.20754089,1.0,1.0,2,-510.208,100.0,-510.20754089,0.01,-713.886
500.0,0.0309075,-511.591460639,0.2,200,0.005,0.00268522,1.30931,7.83145e-07,194.711781066,0.533447,2156.49454206,2156.49454206,100,50.7364,-511.591460639,0.993301,1.02716,1,-506.964,193.9546096,-511.591460639,0.00659072,-652.929
500.0,,-499.889745091,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1628.05207523,1628.05207523,100,40.1469,-499.889745091,1.0,1.0,2,-499.89,100.0,-499.889745091,0.01,-617.719
500.0,0.06114,-500.899274606,0.2,200,0.005,0.00143476,2.01899,1.44846e-06,189.945376548,0.294774,1812.12990019,1812.12990019,100,42.0579,-500.899274606,1.02726,1.05293,1,-495.828,189.098727652,-500.899274606,0.00982708,-584.628
500.0,,-507.417764965,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2054.40132189,2054.40132189,100,45.0983,-507.417764965,1.0,1.0,2,-507.418,100.0,-507.417764965,0.01,-632.917
500.0,0.0547203,-497.238404543,0.2,200,0.005,0.00214226,1.6724,1.40032e-06,190.712141592,0.423481,2272.64770303,2272.64770303,100,44.819,-497.238404543,0.988396,1.0487,1,-497.642,189.441925157,-497.238404543,0.00846016,-594.828
500.0,,-504.197959482,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1965.33578822,1965.33578822,100,44.1099,-504.197959482,1.0,1.0,2,-504.198,100.0,-504.197959482,0.01,-630.439
500.0,0.065878,-497.178152488,0.2,200,0.005,0.00158122,1.59225,1.65027e-06,189.241856823,0.315926,2728.8910899,2728.8910899,100,48.5023,-497.178152488,0.998995,1.05685,1,-495.814,187.673602957,-497.178152488,0.00796925,-587.674
500.0,,-493.666606123,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1972.68027344,1972.68027344,100,44.1922,-493.666606123,1.0,1.0,2,-493.667,100.0,-493.666606123,0.01,-618.656
500.0,0.155746,-503.264535215,0.2,200,0.005,0.00162862,2.4019,4.12379e-06,177.94867079,0.316505,2174.4576312,2174.4576312,100,52.3649,-503.264535215,0.971697,1.12392,1,-489.413,171.802596114,-503.264535215,0.0123593,-583.109
500.0,,-490.738543059,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2206.03019364,2206.03019364,100,46.733,-490.738543059,1.0,1.0,2,-490.739,100.0,-490.738543059,0.01,-620.827
500.0,0.0328077,-489.746457865,0.2,200,0.005,0.00098418,1.43524,8.2377e-07,194.597616584,0.196408,1664.00907606,1664.00907606,100,43.0592,-489.746457865,0.997827,1.02776,1,-487.375,193.650941899,-489.746457865,0.00719182,-580.63
500.0,,-488.29769872,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1740.58333729,1740.58333729,100,41.5112,-488.29769872,1.0,1.0,2,-488.298,100.0,-488.29769872,0.01,-612.413
500.0,0.0168045,-482.030684988,0.2,200,0.005,0.00345454,1.40845,4.12265e-07,197.082483778,0.697452,2254.14706228,2254.14706228,100,44.6392,-482.030684988,1.00947,1.0148,1,-483.89,196.771423914,-482.030684988,0.00697616,-573.12
500.0,,-482.069867176,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1860.81830879,1860.81830879,100,42.921,-482.069867176,1.0,1.0,2,-482.07,100.0,-482.069867176,0.01,-606.688
500.0,0.0897811,-490.611154934,0.2,200,0.005,0.00146446,1.59519,2.33698e-06,184.790781133,0.287041,2370.70875624,2370.70875624,100,48.6334,-490.611154934,0.980019,1.08231,1,-479.386,182.980605214,-490.611154934,0.00813855,-571.406
500.0,,-478.623459031,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2188.96393643,2188.96393643,100,46.5518,-478.623459031,1.0,1.0,2,-478.623,100.0,-478.623459031,0.01,-594.983
500.0,0.045653,-486.635677082,0.2,200,0.005,0.001636,1.58719,1.15282e-06,191.699606459,0.325565,1885.47023109,1885.47023109,100,46.6671,-486.635677082,0.995001,1.0433,1,-479.304,191.226040878,-486.635677082,0.00797583,-564.518
500.0,,-486.892607271,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1541.94398156,1541.94398156,100,39.0708,-486.892607271,1.0,1.0,2,-486.893,100.0,-486.892607271,0.01,-612.644
500.0,0.0351512,-474.298340592,0.2,200,0.005,0.00190655,1.4088,8.82444e-07,192.876413991,0.380517,2004.32502871,2004.32502871,100,42.9138,-474.298340592,0.997921,1.03693,1,-477.505,193.214069418,-474.298340592,0.0070587,-568.051
500.0,,-478.781830424,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2205.99953043,2205.99953043,100,46.7326,-478.781830424,1.0,1.0,2,-478.782,100.0,-478.781830424,0.01,-597.678
500.0,0.0784359,-475.22767418,0.2,200,0.005,0.000971351,1.64162,2.01441e-06,186.487318648,0.191673,2291.57497509,2291.57497509,100,46.8385,-475.22767418,0.986629,1.07246,1,-470.471,185.15552363,-475.22767418,0.00831931,-565.429
500.0,,-472.763992305,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1679.08054373,1679.08054373,100,40.7712,-472.763992305,1.0,1.0,2,-472.764,100.0,-472.763992305,0.01,-584.678
500.0,0.0496652,-474.786467948,0.2,200,0.005,0.00225062,1.71434,1.225e-06,191.31912479,0.453171,2579.09289285,2579.09289285,100,47.6097,-474.786467948,1.00677,1.04537,1,-469.963,190.702339156,-474.786467948,0.00851408,-556.229
500.0,,-470.493089422,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1694.97980615,1694.97980615,100,40.9638,-470.493089422,1.0,1.0,2,-470.493,100.0,-470.493089422,0.01,-593.807
500.0,0.062026,-470.381570535,0.2,200,0.005,0.00286066,2.22028,1.53299e-06,190.50098491,0.575417,1854.37103254,1854.37103254,100,46.0495,-470.381570535,1.00574,1.04986,1,-466.413,188.499045095,-470.381570535,0.011038,-555.756
500.0,,-463.678168495,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1680.13328269,1680.13328269,100,40.784,-463.678168495,1.0,1.0,2,-463.678,100.0,-463.678168495,0.01,-577.618
500.0,76.4939,-466.7027304,0.2,200,0.005,0.000165636,123.023,0.00125099,199.999856949,0.0409583,1919.85451986,1919.85451986,100,269.657,-466.7027304,1.23639,1.0,1,-421.749,3.93782581563,-466.7027304,0.497507,-505.494
500.0,,-463.681570743,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1827.22156956,1827.22156956,100,42.5317,-463.681570743,1.0,1.0,2,-463.682,100.0,-463.681570743,0.01,-579.082
500.0,0.0744612,-474.185612535,0.2,200,0.005,0.00147792,1.84952,1.87218e-06,187.781499334,0.294742,1990.02150703,1990.02150703,100,44.0988,-474.185612535,0.997152,1.06507,1,-463.061,186.130818984,-474.185612535,0.00927404,-552.011
500.0,,-458.264273774,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,2074.56808383,2074.56808383,100,45.3191,-458.264273774,1.0,1.0,2,-458.264,100.0,-458.264273774,0.01,-578.602
500.0,0.0615133,-462.324900655,0.2,200,0.005,0.00210615,1.60122,1.53166e-06,189.37963813,0.422077,2002.95798605,2002.95798605,100,46.5058,-462.324900655,1.00201,1.05608,1,-455.741,188.508573875,-462.324900655,0.00799001,-543.186
500.0,,-459.755477344,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1816.76384665,1816.76384665,100,42.4099,-459.755477344,1.0,1.0,2,-459.755,100.0,-459.755477344,0.01,-572.946
500.0,0.0309088,-460.687735729,0.2,200,0.005,0.00288349,1.59406,7.68421e-07,194.711487296,0.578308,1441.42847237,1441.42847237,100,41.5917,-460.687735729,1.00279,1.02716,1,-458.112,194.064857724,-460.687735729,0.00794812,-539.349
500.0,,-456.491771074,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1496.81955021,1496.81955021,100,38.4948,-456.491771074,1.0,1.0,2,-456.492,100.0,-456.491771074,0.01,-565.4
500.0,0.0958426,-458.908852282,0.2,200,0.005,0.00189357,2.43082,2.33991e-06,185.698509948,0.383231,1572.54573195,1572.54573195,100,43.3506,-458.908852282,1.01193,1.07701,1,-452.195,182.96112636,-458.908852282,0.0120108,-532.115
500.0,,-453.302654006,0.2,200,0.01,0.01,1.0,3.50449e-18,200.0,1.0,1562.03300469,1562.03300469,100,39.3245,-453.302654006,1.0,1.0,2,-453.303,100.0,-453.302654006,0.01,-566.509
