eRenyi2,VarDiscRet,AvgRet,Bound,MinNormIw,VanillaAvgRet,ESSRenyi,AvgNormIw,ESSClassic,MinVanillaIw,Delta,AvgEpLen,IterType,AvgDiscRet,VarNormIw,EpsThisIter,AvgVanillaIw,MaxNormIw,VarRet,J,VarJ,VarVanillaIw,MaxVanillaIw,BatchSize
1.0,66770.9597211,1065.440184,913.166,0.005,1065.440184,500.0,0.005,200.000000102,1.0,0.5,115.39,2,1065.440184,2.1793e-19,100,1.0,0.005,66770.9597211,1048.02,284.107,,1.0,500
1.0,113775.496008,1018.68501185,898.484,0.00333333,1018.68501185,500.0,0.00333333,299.999969474,1.0,0.5,110.45,2,1018.68501185,5.43914e-20,100,1.0,0.00333333,113775.496008,1038.24,302.569,,1.0,500
1.0,86742.9063624,998.922044358,907.378,0.0025,998.922044358,500.0,0.0025,400.0,1.0,0.5,108.31,2,998.922044358,5.4346e-20,100,1.0,0.0025,86742.9063624,1028.41,300.699,,1.0,500
1.0,84717.0843476,996.011053832,913.676,0.002,996.011053832,500.0,0.002,500.000006643,1.0,0.5,107.98,1,996.011053832,5.43187e-20,100,1.0,0.002,84717.0843476,1021.93,298.794,,1.0,500
1.0,80221.2482881,1019.60150105,853.374,0.01,1019.60150105,500.0,0.01,100.0,1.0,0.5,110.32,2,1019.60150105,3.50449e-18,100,1.0,0.01,80221.2482881,1019.6,281.814,,1.0,500
1.0,82817.2229991,1036.26865312,905.428,0.005,1036.26865312,500.0,0.005,200.000000102,1.0,0.5,112.29,2,1036.26865312,2.1793e-19,100,1.0,0.005,82817.2229991,1027.94,284.207,,1.0,500
1.0,80303.3223417,1047.97652127,934.589,0.00333333,1047.97652127,500.0,0.00333333,299.999969474,1.0,0.5,113.46,2,1047.97652127,5.43914e-20,100,1.0,0.00333333,80303.3223417,1034.62,283.617,,1.0,500
1.0,77367.5269402,1044.1875697,944.398,0.0025,1044.1875697,500.0,0.0025,400.0,1.0,0.5,113.12,2,1044.1875697,5.4346e-20,100,1.0,0.0025,77367.5269402,1037.01,281.948,,1.0,500
1.0,103254.204139,1031.51953479,947.563,0.002,1031.51953479,500.0,0.002,500.000006643,1.0,0.5,111.89,1,1031.51953479,5.43187e-20,100,1.0,0.002,103254.204139,1035.91,289.905,,1.0,500
1.0,79828.2526031,1006.55282597,832.931,0.01,1006.55282597,500.0,0.01,100.0,1.0,0.5,109.01,2,1006.55282597,3.50449e-18,100,1.0,0.01,79828.2526031,1006.55,281.123,,1.0,500
1.0,62239.8378391,1047.90866679,904.462,0.005,1047.90866679,500.0,0.005,200.000000102,1.0,0.5,113.36,2,1047.90866679,2.1793e-19,100,1.0,0.005,62239.8378391,1027.23,265.991,,1.0,500
1.0,78206.7918934,1034.04579907,914.593,0.00333333,1034.04579907,500.0,0.00333333,299.999969474,1.0,0.5,111.86,2,1034.04579907,5.43914e-20,100,1.0,0.00333333,78206.7918934,1029.5,270.159,,1.0,500
1.0,92221.8327579,975.722608795,916.543,0.0025,975.722608795,500.0,0.0025,400.0,1.0,0.5,105.57,2,975.722608795,5.4346e-20,100,1.0,0.0025,92221.8327579,1016.06,279.476,,1.0,500
1.0,71755.8856733,1015.8519487,927.008,0.002,1015.8519487,500.0,0.002,500.000006643,1.0,0.5,110.17,1,1015.8519487,5.43187e-20,100,1.0,0.002,71755.8856733,1016.02,276.935,,1.0,500
1.0,69981.2089552,1030.19936395,839.848,0.01,1030.19936395,500.0,0.01,100.0,1.0,0.5,111.59,2,1030.19936395,3.50449e-18,100,1.0,0.01,69981.2089552,1030.2,263.214,,1.0,500
1.0,67341.3446202,1020.48140359,890.742,0.005,1020.48140359,500.0,0.005,200.000000102,1.0,0.5,110.62,2,1020.48140359,2.1793e-19,100,1.0,0.005,67341.3446202,1025.34,260.765,,1.0,500
1.0,89881.8777323,1000.89694859,907.293,0.00333333,1000.89694859,500.0,0.00333333,299.999969474,1.0,0.5,108.57,2,1000.89694859,5.43914e-20,100,1.0,0.00333333,89881.8777323,1017.19,274.091,,1.0,500
1.0,80518.6130741,1030.22894079,925.276,0.0025,1030.22894079,500.0,0.0025,400.0,1.0,0.5,111.64,2,1030.22894079,5.4346e-20,100,1.0,0.0025,80518.6130741,1020.45,276.233,,1.0,500
1.0,85828.9971982,1049.06191687,941.046,0.002,1049.06191687,500.0,0.002,500.000006643,1.0,0.5,113.63,1,1049.06191687,5.43187e-20,100,1.0,0.002,85828.9971982,1026.17,279.587,,1.0,500
1.0,108240.151232,1071.70664284,868.493,0.01,1071.70664284,500.0,0.01,100.0,1.0,0.5,116.05,2,1071.70664284,3.50449e-18,100,1.0,0.01,108240.151232,1071.71,327.35,,1.0,500
1.0,84058.1385307,1033.17855133,908.749,0.005,1033.17855133,500.0,0.005,200.000000102,1.0,0.5,111.77,2,1033.17855133,2.1793e-19,100,1.0,0.005,84058.1385307,1052.44,309.126,,1.0,500
1.0,88873.8016468,1046.20733933,933.039,0.00333333,1046.20733933,500.0,0.00333333,299.999969474,1.0,0.5,113.15,2,1046.20733933,5.43914e-20,100,1.0,0.00333333,88873.8016468,1050.36,305.029,,1.0,500
1.0,77713.066838,997.136351859,935.45,0.0025,997.136351859,500.0,0.0025,400.0,1.0,0.5,108.01,2,997.136351859,5.4346e-20,100,1.0,0.0025,77713.066838,1037.06,299.245,,1.0,500
1.0,91731.9113717,1009.16384001,940.599,0.002,1009.16384001,500.0,0.002,500.000006643,1.0,0.5,109.38,1,1009.16384001,5.43187e-20,100,1.0,0.002,91731.9113717,1031.48,299.875,,1.0,500
1.0,79031.1495633,1078.86521348,898.535,0.01,1078.86521348,500.0,0.01,100.0,1.0,0.5,116.85,2,1078.86521348,3.50449e-18,100,1.0,0.01,79031.1495633,1078.87,279.716,,1.0,500
1.0,87279.0909276,1028.51482897,919.946,0.005,1028.51482897,500.0,0.005,200.000000102,1.0,0.5,111.42,2,1028.51482897,2.1793e-19,100,1.0,0.005,87279.0909276,1053.69,288.023,,1.0,500
1.0,80279.496553,1024.24741067,934.675,0.00333333,1024.24741067,500.0,0.00333333,299.999969474,1.0,0.5,111.0,2,1024.24741067,5.43914e-20,100,1.0,0.00333333,80279.496553,1043.88,286.339,,1.0,500
1.0,73971.9158657,1041.56868696,948.728,0.0025,1041.56868696,500.0,0.0025,400.0,1.0,0.5,112.95,2,1041.56868696,5.4346e-20,100,1.0,0.0025,73971.9158657,1043.3,282.491,,1.0,500
1.0,75888.9812685,1055.3573839,960.216,0.002,1055.3573839,500.0,0.002,500.000006643,1.0,0.5,114.27,1,1055.3573839,5.43187e-20,100,1.0,0.002,75888.9812685,1045.71,280.874,,1.0,500
1.0,67390.9748007,1023.63085941,858.087,0.01,1023.63085941,500.0,0.01,100.0,1.0,0.5,110.74,2,1023.63085941,3.50449e-18,100,1.0,0.01,67390.9748007,1023.63,258.296,,1.0,500
1.0,74017.0861438,1011.39732151,894.727,0.005,1011.39732151,500.0,0.005,200.000000102,1.0,0.5,109.45,2,1011.39732151,2.1793e-19,100,1.0,0.005,74017.0861438,1017.51,264.64,,1.0,500
1.0,85974.5739674,1036.63863493,923.032,0.00333333,1036.63863493,500.0,0.00333333,299.999969474,1.0,0.5,112.36,2,1036.63863493,5.43914e-20,100,1.0,0.00333333,85974.5739674,1023.89,274.121,,1.0,500
1.0,75596.4587322,1028.23589096,932.453,0.0025,1028.23589096,500.0,0.0025,400.0,1.0,0.5,111.52,2,1028.23589096,5.4346e-20,100,1.0,0.0025,75596.4587322,1024.98,273.99,,1.0,500
1.0,77600.8477805,978.382803375,927.094,0.002,978.382803375,500.0,0.002,500.000006643,1.0,0.5,105.98,1,978.382803375,5.43187e-20,100,1.0,0.002,77600.8477805,1015.66,275.261,,1.0,500
1.0,66952.9998098,1017.7051731,824.643,0.01,1017.7051731,500.0,0.01,100.0,1.0,0.5,110.13,2,1017.7051731,3.50449e-18,100,1.0,0.01,66952.9998098,1017.71,257.456,,1.0,500
1.0,101062.43049,1012.69943994,874.031,0.005,1012.69943994,500.0,0.005,200.000000102,1.0,0.5,109.65,2,1012.69943994,2.1793e-19,100,1.0,0.005,101062.43049,1015.2,288.399,,1.0,500
1.0,63671.6533139,1078.64945063,921.086,0.00333333,1078.64945063,500.0,0.00333333,299.999969474,1.0,0.5,116.68,2,1078.64945063,5.43914e-20,100,1.0,0.00333333,63671.6533139,1036.35,278.129,,1.0,500
1.0,82839.0545612,1020.79519235,932.639,0.0025,1020.79519235,500.0,0.0025,400.0,1.0,0.5,110.5,2,1020.79519235,5.4346e-20,100,1.0,0.0025,82839.0545612,1032.46,280.294,,1.0,500
1.0,82118.3343254,1031.26883014,942.939,0.002,1031.26883014,500.0,0.002,500.000006643,1.0,0.5,111.83,1,1031.26883014,5.43187e-20,100,1.0,0.002,82118.3343254,1032.22,281.267,,1.0,500
1.0,103969.322137,1028.99515431,847.211,0.01,1028.99515431,500.0,0.01,100.0,1.0,0.5,111.51,2,1028.99515431,3.50449e-18,100,1.0,0.01,103969.322137,1029.0,320.826,,1.0,500
1.0,70259.6468041,1033.67617197,902.794,0.005,1033.67617197,500.0,0.005,200.000000102,1.0,0.5,112.23,2,1033.67617197,2.1793e-19,100,1.0,0.005,70259.6468041,1031.34,293.681,,1.0,500
1.0,78468.7642624,1067.98889196,938.6,0.00333333,1067.98889196,500.0,0.00333333,299.999969474,1.0,0.5,115.68,2,1067.98889196,5.43914e-20,100,1.0,0.00333333,78468.7642624,1043.55,289.296,,1.0,500
1.0,79081.079489,1011.75538762,944.711,0.0025,1011.75538762,500.0,0.0025,400.0,1.0,0.5,109.7,2,1011.75538762,5.4346e-20,100,1.0,0.0025,79081.079489,1035.6,287.283,,1.0,500
1.0,68667.195003,1015.4405672,948.137,0.002,1015.4405672,500.0,0.002,500.000006643,1.0,0.5,110.0,1,1015.4405672,5.43187e-20,100,1.0,0.002,68667.195003,1031.57,282.288,,1.0,500
1.0,78894.4033806,997.592961761,815.178,0.01,997.592961761,500.0,0.01,100.0,1.0,0.5,108.09,2,997.592961761,3.50449e-18,100,1.0,0.01,78894.4033806,997.593,279.474,,1.0,500
1.0,81832.2343321,1083.3719195,906.248,0.005,1083.3719195,500.0,0.005,200.000000102,1.0,0.5,117.13,2,1083.3719195,2.1793e-19,100,1.0,0.005,81832.2343321,1040.48,285.305,,1.0,500
1.0,78343.8356457,1032.55259518,928.237,0.00333333,1032.55259518,500.0,0.00333333,299.999969474,1.0,0.5,111.79,2,1032.55259518,5.43914e-20,100,1.0,0.00333333,78343.8356457,1037.84,283.079,,1.0,500
1.0,81404.6653977,1032.25851138,941.526,0.0025,1032.25851138,500.0,0.0025,400.0,1.0,0.5,111.82,2,1032.25851138,5.4346e-20,100,1.0,0.0025,81404.6653977,1036.44,283.291,,1.0,500
1.0,76992.1566023,995.975345405,943.453,0.002,995.975345405,500.0,0.002,500.000006643,1.0,0.5,107.83,1,995.975345405,5.43187e-20,100,1.0,0.002,76992.1566023,1028.35,282.329,,1.0,500
1.0,54087.9353637,1037.23417278,863.543,0.01,1037.23417278,500.0,0.01,100.0,1.0,0.5,112.22,2,1037.23417278,3.50449e-18,100,1.0,0.01,54087.9353637,1037.23,231.402,,1.0,500
1.0,76776.2041613,1039.94562263,915.772,0.005,1039.94562263,500.0,0.005,200.000000102,1.0,0.5,112.75,2,1039.94562263,2.1793e-19,100,1.0,0.005,76776.2041613,1038.59,254.518,,1.0,500
1.0,84382.8606871,1040.03845859,938.792,0.00333333,1040.03845859,500.0,0.00333333,299.999969474,1.0,0.5,112.66,2,1040.03845859,5.43914e-20,100,1.0,0.00333333,84382.8606871,1039.07,266.521,,1.0,500
1.0,81446.1220257,1036.8077865,951.661,0.0025,1036.8077865,500.0,0.0025,400.0,1.0,0.5,112.25,2,1036.8077865,5.4346e-20,100,1.0,0.0025,81446.1220257,1038.51,270.987,,1.0,500
1.0,91299.613205,1023.02029521,955.198,0.002,1023.02029521,500.0,0.002,500.000006643,1.0,0.5,110.78,1,1023.02029521,5.43187e-20,100,1.0,0.002,91299.613205,1035.41,277.241,,1.0,500
1.0,95453.991264,1052.02559915,852.714,0.01,1052.02559915,500.0,0.01,100.0,1.0,0.5,113.76,2,1052.02559915,3.50449e-18,100,1.0,0.01,95453.991264,1052.03,307.408,,1.0,500
1.0,86845.6789605,1043.02130052,906.589,0.005,1043.02130052,500.0,0.005,200.000000102,1.0,0.5,112.96,2,1043.02130052,2.1793e-19,100,1.0,0.005,86845.6789605,1047.52,300.431,,1.0,500
1.0,80418.8913694,1027.3408923,925.723,0.00333333,1027.3408923,500.0,0.00333333,299.999969474,1.0,0.5,111.36,2,1027.3408923,5.43914e-20,100,1.0,0.00333333,80418.8913694,1040.8,294.62,,1.0,500
1.0,65755.7626068,1006.13486827,932.475,0.0025,1006.13486827,500.0,0.0025,400.0,1.0,0.5,109.03,2,1006.13486827,5.4346e-20,100,1.0,0.0025,65755.7626068,1032.13,285.658,,1.0,500
1.0,83607.4597432,998.668760106,936.303,0.002,998.668760106,500.0,0.002,500.000006643,1.0,0.5,108.04,1,998.668760106,5.43187e-20,100,1.0,0.002,83607.4597432,1025.44,286.381,,1.0,500
1.0,69424.3750216,1006.03037805,837.202,0.01,1006.03037805,500.0,0.01,100.0,1.0,0.5,108.95,2,1006.03037805,3.50449e-18,100,1.0,0.01,69424.3750216,1006.03,262.164,,1.0,500
1.0,79827.820827,1041.21978624,904.245,0.005,1041.21978624,500.0,0.005,200.000000102,1.0,0.5,112.74,2,1041.21978624,2.1793e-19,100,1.0,0.005,79827.820827,1023.63,272.377,,1.0,500
1.0,69172.0730263,985.509598051,912.358,0.00333333,985.509598051,500.0,0.00333333,299.999969474,1.0,0.5,106.59,2,985.509598051,5.43914e-20,100,1.0,0.00333333,69172.0730263,1010.92,269.461,,1.0,500
1.0,79531.5522109,1021.47207813,915.769,0.0025,1021.47207813,500.0,0.0025,400.0,1.0,0.5,110.6,2,1021.47207813,5.4346e-20,100,1.0,0.0025,79531.5522109,1013.56,272.327,,1.0,500
1.0,99466.7393984,1050.37234206,933.32,0.002,1050.37234206,500.0,0.002,500.000006643,1.0,0.5,113.99,1,1050.37234206,5.43187e-20,100,1.0,0.002,99466.7393984,1020.92,281.497,,1.0,500
1.0,85233.2041336,1032.96343393,860.958,0.01,1032.96343393,500.0,0.01,100.0,1.0,0.5,112.04,2,1032.96343393,3.50449e-18,100,1.0,0.01,85233.2041336,1032.96,290.484,,1.0,500
1.0,78490.8581698,1086.37679429,936.223,0.005,1086.37679429,500.0,0.005,200.000000102,1.0,0.5,117.82,2,1086.37679429,2.1793e-19,100,1.0,0.005,78490.8581698,1059.67,285.931,,1.0,500
1.0,88968.2196524,1027.27772232,937.087,0.00333333,1027.27772232,500.0,0.00333333,299.999969474,1.0,0.5,111.25,2,1027.27772232,5.43914e-20,100,1.0,0.00333333,88968.2196524,1048.87,289.995,,1.0,500
1.0,83587.8671086,1058.77188535,954.539,0.0025,1058.77188535,500.0,0.0025,400.0,1.0,0.5,114.77,2,1058.77188535,5.4346e-20,100,1.0,0.0025,83587.8671086,1051.35,289.446,,1.0,500
1.0,87892.7970033,1052.07398325,964.904,0.002,1052.07398325,500.0,0.002,500.000006643,1.0,0.5,113.86,1,1052.07398325,5.43187e-20,100,1.0,0.002,87892.7970033,1051.49,290.562,,1.0,500
1.0,64658.5545435,1006.12487723,838.699,0.01,1006.12487723,500.0,0.01,100.0,1.0,0.5,109.03,2,1006.12487723,3.50449e-18,100,1.0,0.01,64658.5545435,1006.12,253.006,,1.0,500
1.0,64374.2944793,1014.0091181,882.909,0.005,1014.0091181,500.0,0.005,200.000000102,1.0,0.5,109.88,2,1014.0091181,2.1793e-19,100,1.0,0.005,64374.2944793,1010.07,252.758,,1.0,500
1.0,68241.2588485,1039.27081279,915.977,0.00333333,1039.27081279,500.0,0.00333333,299.999969474,1.0,0.5,112.46,2,1039.27081279,5.43914e-20,100,1.0,0.00333333,68241.2588485,1019.8,255.539,,1.0,500
1.0,83741.187484,1057.21771337,939.241,0.0025,1057.21771337,500.0,0.0025,400.0,1.0,0.5,114.43,2,1057.21771337,5.4346e-20,100,1.0,0.0025,83741.187484,1029.16,264.507,,1.0,500
1.0,53686.1897442,969.340439963,936.771,0.002,969.340439963,500.0,0.002,500.000006643,1.0,0.5,104.92,1,969.340439963,5.43187e-20,100,1.0,0.002,53686.1897442,1017.19,259.178,,1.0,500
1.0,87063.4614689,1079.92892853,882.62,0.01,1079.92892853,500.0,0.01,100.0,1.0,0.5,116.73,2,1079.92892853,3.50449e-18,100,1.0,0.01,87063.4614689,1079.93,293.586,,1.0,500
1.0,86122.7045736,1033.26818241,913.541,0.005,1033.26818241,500.0,0.005,200.000000102,1.0,0.5,112.03,2,1033.26818241,2.1793e-19,100,1.0,0.005,86122.7045736,1056.6,293.72,,1.0,500
1.0,89971.8691593,1088.27423777,950.229,0.00333333,1088.27423777,500.0,0.00333333,299.999969474,1.0,0.5,117.84,2,1088.27423777,5.43914e-20,100,1.0,0.00333333,89971.8691593,1067.16,295.682,,1.0,500
1.0,88580.6893273,1032.25097065,957.168,0.0025,1032.25097065,500.0,0.0025,400.0,1.0,0.5,111.67,2,1032.25097065,5.4346e-20,100,1.0,0.0025,88580.6893273,1058.43,296.181,,1.0,500
1.0,69805.5415445,1043.68421808,964.91,0.002,1043.68421808,500.0,0.002,500.000006643,1.0,0.5,112.92,1,1043.68421808,5.43187e-20,100,1.0,0.002,69805.5415445,1055.48,289.888,,1.0,500
1.0,80222.6811626,1052.11097065,864.258,0.01,1052.11097065,500.0,0.01,100.0,1.0,0.5,113.99,2,1052.11097065,3.50449e-18,100,1.0,0.01,80222.6811626,1052.11,281.816,,1.0,500
1.0,78135.6701291,1048.47892974,913.032,0.005,1048.47892974,500.0,0.005,200.000000102,1.0,0.5,113.53,2,1048.47892974,2.1793e-19,100,1.0,0.005,78135.6701291,1050.29,279.983,,1.0,500
1.0,76662.3096525,992.397252705,917.394,0.00333333,992.397252705,500.0,0.00333333,299.999969474,1.0,0.5,107.56,2,992.397252705,5.43914e-20,100,1.0,0.00333333,76662.3096525,1031.0,279.828,,1.0,500
1.0,87229.5983412,993.16280913,923.156,0.0025,993.16280913,500.0,0.0025,400.0,1.0,0.5,107.71,2,993.16280913,5.4346e-20,100,1.0,0.0025,87229.5983412,1021.54,283.876,,1.0,500
1.0,88227.1009583,998.176501939,923.963,0.002,998.176501939,500.0,0.002,500.000006643,1.0,0.5,108.04,1,998.176501939,5.43187e-20,100,1.0,0.002,88227.1009583,1016.87,286.4,,1.0,500
1.0,71495.4125528,1027.85082389,863.268,0.01,1027.85082389,500.0,0.01,100.0,1.0,0.5,111.32,2,1027.85082389,3.50449e-18,100,1.0,0.01,71495.4125528,1027.85,266.046,,1.0,500
1.0,94714.7578233,1050.26086895,917.228,0.005,1050.26086895,500.0,0.005,200.000000102,1.0,0.5,113.82,2,1050.26086895,2.1793e-19,100,1.0,0.005,94714.7578233,1039.06,287.053,,1.0,500
1.0,77347.1475269,1052.68244127,943.217,0.00333333,1052.68244127,500.0,0.00333333,299.999969474,1.0,0.5,114.07,2,1052.68244127,5.43914e-20,100,1.0,0.00333333,77347.1475269,1043.6,283.723,,1.0,500
1.0,67919.2304038,989.603083836,941.739,0.0025,989.603083836,500.0,0.0025,400.0,1.0,0.5,107.09,2,989.603083836,5.4346e-20,100,1.0,0.0025,67919.2304038,1030.1,278.802,,1.0,500
1.0,85576.6747928,1037.64027404,952.576,0.002,1037.64027404,500.0,0.002,500.000006643,1.0,0.5,112.42,1,1037.64027404,5.43187e-20,100,1.0,0.002,85576.6747928,1031.61,281.315,,1.0,500
1.0,79269.2437876,1012.32779854,814.133,0.01,1012.32779854,500.0,0.01,100.0,1.0,0.5,109.54,2,1012.32779854,3.50449e-18,100,1.0,0.01,79269.2437876,1012.33,280.137,,1.0,500
1.0,93069.5177793,990.010436662,861.024,0.005,990.010436662,500.0,0.005,200.000000102,1.0,0.5,107.34,2,990.010436662,2.1793e-19,100,1.0,0.005,93069.5177793,1001.17,292.288,,1.0,500
1.0,65173.7416741,1017.72291452,892.259,0.00333333,1017.72291452,500.0,0.00333333,299.999969474,1.0,0.5,110.2,2,1017.72291452,5.43914e-20,100,1.0,0.00333333,65173.7416741,1006.69,280.22,,1.0,500
1.0,71639.8314156,1002.08912648,906.44,0.0025,1002.08912648,500.0,0.0025,400.0,1.0,0.5,108.53,2,1002.08912648,5.4346e-20,100,1.0,0.0025,71639.8314156,1005.54,276.816,,1.0,500
1.0,70575.2401868,1047.51234396,925.297,0.002,1047.51234396,500.0,0.002,500.000006643,1.0,0.5,113.38,1,1047.51234396,5.43187e-20,100,1.0,0.002,70575.2401868,1013.93,274.877,,1.0,500
1.0,88970.4308966,1060.87571458,854.235,0.01,1060.87571458,500.0,0.01,100.0,1.0,0.5,114.95,2,1060.87571458,3.50449e-18,100,1.0,0.01,88970.4308966,1060.88,296.784,,1.0,500
1.0,73399.138133,1026.85323016,897.748,0.005,1026.85323016,500.0,0.005,200.000000102,1.0,0.5,111.4,2,1026.85323016,2.1793e-19,100,1.0,0.005,73399.138133,1043.86,284.011,,1.0,500
1.0,64323.9516761,1025.70720023,918.508,0.00333333,1025.70720023,500.0,0.00333333,299.999969474,1.0,0.5,110.91,2,1025.70720023,5.43914e-20,100,1.0,0.00333333,64323.9516761,1037.81,273.998,,1.0,500
1.0,71039.9013096,1027.72008651,931.969,0.0025,1027.72008651,500.0,0.0025,400.0,1.0,0.5,111.23,2,1027.72008651,5.4346e-20,100,1.0,0.0025,71039.9013096,1035.29,271.86,,1.0,500
1.0,64358.4767452,1026.8375031,941.187,0.002,1026.8375031,500.0,0.002,500.000006643,1.0,0.5,111.05,1,1026.8375031,5.43187e-20,100,1.0,0.002,64358.4767452,1033.6,268.106,,1.0,500
1.0,77611.9275199,994.194029495,823.454,0.01,994.194029495,500.0,0.01,100.0,1.0,0.5,107.73,2,994.194029495,3.50449e-18,100,1.0,0.01,77611.9275199,994.194,277.193,,1.0,500
1.0,67512.9525736,1000.70845842,876.72,0.005,1000.70845842,500.0,0.005,200.000000102,1.0,0.5,108.4,2,1000.70845842,2.1793e-19,100,1.0,0.005,67512.9525736,997.451,268.044,,1.0,500
1.0,84771.9817252,1025.43696695,900.078,0.00333333,1025.43696695,500.0,0.00333333,299.999969474,1.0,0.5,110.98,2,1025.43696695,5.43914e-20,100,1.0,0.00333333,84771.9817252,1006.78,275.766,,1.0,500
1.0,94389.738028,1046.52031506,922.653,0.0025,1046.52031506,500.0,0.0025,400.0,1.0,0.5,113.31,2,1046.52031506,5.4346e-20,100,1.0,0.0025,94389.738028,1016.71,284.065,,1.0,500
1.0,87633.8660075,1020.93976208,930.462,0.002,1020.93976208,500.0,0.002,500.000006643,1.0,0.5,110.52,1,1020.93976208,5.43187e-20,100,1.0,0.002,87633.8660075,1017.56,286.197,,1.0,500
1.0,92254.0481116,1036.38233746,862.977,0.01,1036.38233746,500.0,0.01,100.0,1.0,0.5,112.25,2,1036.38233746,3.50449e-18,100,1.0,0.01,92254.0481116,1036.38,302.211,,1.0,500
1.0,73213.9876891,989.26229585,890.206,0.005,989.26229585,500.0,0.005,200.000000102,1.0,0.5,107.28,2,989.26229585,2.1793e-19,100,1.0,0.005,73213.9876891,1012.82,287.162,,1.0,500
1.0,82105.1261659,1044.86944935,923.389,0.00333333,1044.86944935,500.0,0.00333333,299.999969474,1.0,0.5,113.3,2,1044.86944935,5.43914e-20,100,1.0,0.00333333,82105.1261659,1023.5,286.875,,1.0,500
1.0,72004.1287539,1040.94745348,941.091,0.0025,1040.94745348,500.0,0.0025,400.0,1.0,0.5,112.68,2,1040.94745348,5.4346e-20,100,1.0,0.0025,72004.1287539,1027.87,282.137,,1.0,500
1.0,86912.2028192,1064.98687221,957.152,0.002,1064.98687221,500.0,0.002,500.000006643,1.0,0.5,115.51,1,1064.98687221,5.43187e-20,100,1.0,0.002,86912.2028192,1035.29,284.798,,1.0,500
1.0,85851.2753226,1016.16001297,820.452,0.01,1016.16001297,500.0,0.01,100.0,1.0,0.5,110.0,2,1016.16001297,3.50449e-18,100,1.0,0.01,85851.2753226,1016.16,291.535,,1.0,500
1.0,74351.3766561,973.050048378,856.218,0.005,973.050048378,500.0,0.005,200.000000102,1.0,0.5,105.3,2,973.050048378,2.1793e-19,100,1.0,0.005,74351.3766561,994.605,282.427,,1.0,500
1.0,78653.8473731,1017.69705053,889.31,0.00333333,1017.69705053,500.0,0.00333333,299.999969474,1.0,0.5,110.13,2,1017.69705053,5.43914e-20,100,1.0,0.00333333,78653.8473731,1002.3,281.515,,1.0,500
1.0,67774.8059569,1024.85147384,910.086,0.0025,1024.85147384,500.0,0.0025,400.0,1.0,0.5,110.91,2,1024.85147384,5.4346e-20,100,1.0,0.0025,67774.8059569,1007.94,276.239,,1.0,500
1.0,78737.6158347,1072.4263335,933.314,0.002,1072.4263335,500.0,0.002,500.000006643,1.0,0.5,116.15,1,1072.4263335,5.43187e-20,100,1.0,0.002,78737.6158347,1020.84,278.032,,1.0,500
1.0,69135.6797066,1014.45714402,838.918,0.01,1014.45714402,500.0,0.01,100.0,1.0,0.5,109.79,2,1014.45714402,3.50449e-18,100,1.0,0.01,69135.6797066,1014.46,261.619,,1.0,500
1.0,78399.786488,1062.00266112,895.66,0.005,1062.00266112,500.0,0.005,200.000000102,1.0,0.5,115.15,2,1062.00266112,2.1793e-19,100,1.0,0.005,78399.786488,1038.23,271.284,,1.0,500
1.0,63925.0071465,1028.8161803,918.684,0.00333333,1028.8161803,500.0,0.00333333,299.999969474,1.0,0.5,111.36,2,1028.8161803,5.43914e-20,100,1.0,0.00333333,63925.0071465,1035.09,264.912,,1.0,500
1.0,88148.6855699,1042.52425889,936.138,0.0025,1042.52425889,500.0,0.0025,400.0,1.0,0.5,113.09,2,1042.52425889,5.4346e-20,100,1.0,0.0025,88148.6855699,1036.95,272.875,,1.0,500
1.0,74116.3467318,1033.38697943,946.068,0.002,1033.38697943,500.0,0.002,500.000006643,1.0,0.5,111.93,1,1033.38697943,5.43187e-20,100,1.0,0.002,74116.3467318,1036.24,272.481,,1.0,500
1.0,95884.1300457,1067.38745071,866.582,0.01,1067.38745071,500.0,0.01,100.0,1.0,0.5,115.69,2,1067.38745071,3.50449e-18,100,1.0,0.01,95884.1300457,1067.39,308.099,,1.0,500
1.0,93989.1465899,1009.95050675,896.678,0.005,1009.95050675,500.0,0.005,200.000000102,1.0,0.5,109.3,2,1009.95050675,2.1793e-19,100,1.0,0.005,93989.1465899,1038.67,307.916,,1.0,500
1.0,80441.4896905,1013.0532089,911.192,0.00333333,1013.0532089,500.0,0.00333333,299.999969474,1.0,0.5,109.73,2,1013.0532089,5.43914e-20,100,1.0,0.00333333,80441.4896905,1030.13,299.832,,1.0,500
1.0,75578.2477217,1015.97170321,923.587,0.0025,1015.97170321,500.0,0.0025,400.0,1.0,0.5,110.03,2,1015.97170321,5.4346e-20,100,1.0,0.0025,75578.2477217,1026.59,293.544,,1.0,500
1.0,97738.2257707,1074.23605212,943.991,0.002,1074.23605212,500.0,0.002,500.000006643,1.0,0.5,116.21,1,1074.23605212,5.43187e-20,100,1.0,0.002,97738.2257707,1036.12,297.741,,1.0,500
1.0,75364.7484641,1005.11311279,835.452,0.01,1005.11311279,500.0,0.01,100.0,1.0,0.5,108.82,2,1005.11311279,3.50449e-18,100,1.0,0.01,75364.7484641,1005.11,273.15,,1.0,500
1.0,78292.392343,1044.46737689,902.219,0.005,1044.46737689,500.0,0.005,200.000000102,1.0,0.5,112.88,2,1044.46737689,2.1793e-19,100,1.0,0.005,78292.392343,1024.79,276.491,,1.0,500
