Bound,MaxNormIw,VarNormIw,AvgEpLen,VarDiscRet,AvgVanillaIw,MinNormIw,MaxVanillaIw,AvgRet,VarRet,AvgDiscRet,ESSRenyi,VanillaAvgRet,Delta,BatchSize,eRenyi2,EpsThisIter,MinVanillaIw,AvgNormIw,VarVanillaIw,ESSClassic,IterType,J,VarJ
-88.4405,0.01,3.50449e-18,105.19,3734.68009622,1.0,0.01,1.0,-74.5358521643,3734.68009622,-74.5358521643,500.0,-74.5358521643,0.9,500,1.0,100,1.0,0.01,,100.0,2,-74.5358,60.8057
-87.6027,0.005,2.1793e-19,113.35,6094.61464652,1.0,0.005,1.0,-81.0051917642,6094.61464652,-81.0051917642,500.0,-81.0051917642,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.7705,69.8281
-85.8298,0.00333333,5.43914e-20,109.04,4938.79649086,1.0,0.00333333,1.0,-77.8644437869,4938.79649086,-77.8644437869,500.0,-77.8644437869,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-77.8018,69.8602
-85.5736,0.0025,5.4346e-20,113.35,6112.05951288,1.0,0.0025,1.0,-81.0791724598,6112.05951288,-81.0791724598,500.0,-81.0791724598,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.6212,71.9381
-66.2929,0.49146,0.000718557,113.09,6098.79070032,4.48979,5.29724e-11,1103.28,-81.2009114078,6098.79070032,-81.2009114078,180.088514346,-81.2009114078,0.9,500,2.77641,100,1.18918e-07,0.002,3621.21,2.77346368034,1,-55.9314,60.2917
-95.7522,0.01,3.50449e-18,112.43,7322.5524932,1.0,0.01,1.0,-81.8475595531,7322.5524932,-81.8475595531,500.0,-81.8475595531,0.9,500,1.0,100,1.0,0.01,,100.0,2,-81.8476,85.143
-88.0821,0.005,2.1793e-19,104.57,5018.56660815,1.0,0.005,1.0,-74.6522939056,5018.56660815,-74.6522939056,500.0,-74.6522939056,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-78.2499,78.2419
-86.0515,0.00333333,5.43914e-20,108.86,4953.98418581,1.0,0.00333333,1.0,-77.5708338118,4953.98418581,-77.5708338118,500.0,-77.5708338118,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-78.0236,75.605
-84.9729,0.0025,5.4346e-20,109.34,4978.01654658,1.0,0.0025,1.0,-78.0114276132,4978.01654658,-78.0114276132,500.0,-78.0114276132,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.0205,74.291
-81.715,0.0416137,2.85538e-05,110.23,6145.19630689,1.86604,0.00066693,38.8265,-79.3671557738,6145.19630689,-79.3671557738,298.939724678,-79.3671557738,0.9,500,1.67258,100,0.62226,0.002,24.8569,61.5443894406,1,-73.6728,157.257
-86.9149,0.01,3.50449e-18,103.4,3814.6593332,1.0,0.01,1.0,-73.0103636739,3814.6593332,-73.0103636739,500.0,-73.0103636739,0.9,500,1.0,100,1.0,0.01,,100.0,2,-73.0104,61.4533
-85.1051,0.005,2.1793e-19,108.43,4955.9316237,1.0,0.005,1.0,-77.5356503713,4955.9316237,-77.5356503713,500.0,-77.5356503713,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-75.273,65.9285
-82.2081,0.00333333,5.43914e-20,102.76,2537.17573398,1.0,0.00333333,1.0,-71.9945801586,2537.17573398,-71.9945801586,500.0,-71.9945801586,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.1802,61.134
-83.3108,0.0025,5.4346e-20,114.11,7276.63006993,1.0,0.0025,1.0,-82.8928942689,7276.63006993,-82.8928942689,500.0,-82.8928942689,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.3584,67.9575
-80.9712,0.00685681,8.11823e-07,103.7,3809.15210159,1.15027,0.000148831,3.94358,-73.5294452135,3809.15210159,-73.5294452135,423.933506493,-73.5294452135,0.9,500,1.17943,100,0.0855976,0.002,0.268533,415.782931488,1,-74.2179,65.9286
-93.785,0.01,3.50449e-18,111.0,6149.27602443,1.0,0.01,1.0,-79.8803754164,6149.27602443,-79.8803754164,500.0,-79.8803754164,0.9,500,1.0,100,1.0,0.01,,100.0,2,-79.8804,78.0243
-92.9272,0.005,2.1793e-19,119.25,7163.29394555,1.0,0.005,1.0,-86.3100544128,7163.29394555,-86.3100544128,500.0,-86.3100544128,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-83.0952,81.2407
-90.2875,0.00333333,5.43914e-20,111.76,6126.03583219,1.0,0.00333333,1.0,-80.5885325412,6126.03583219,-80.5885325412,500.0,-80.5885325412,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-82.2597,80.1438
-92.493,0.0025,5.4346e-20,129.04,10450.0991315,1.0,0.0025,1.0,-95.3834861167,10450.0991315,-95.3834861167,500.0,-95.3834861167,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-85.5406,86.232
-88.5974,0.00566817,1.30815e-06,110.01,4925.34288401,1.09448,4.32538e-05,3.10185,-78.2048948216,4925.34288401,-78.2048948216,381.677704094,-78.2048948216,0.9,500,1.31001,100,0.0236702,0.002,0.391752,376.965319084,1,-81.4801,84.7957
-94.0623,0.01,3.50449e-18,111.63,6120.82567155,1.0,0.01,1.0,-80.1575060254,6120.82567155,-80.1575060254,500.0,-80.1575060254,0.9,500,1.0,100,1.0,0.01,,100.0,2,-80.1575,77.8435
-84.1255,0.005,2.1793e-19,97.93,2582.53716742,1.0,0.005,1.0,-68.42923666,2582.53716742,-68.42923666,500.0,-68.42923666,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-74.2934,65.898
-80.9537,0.00333333,5.43914e-20,100.12,2573.51958913,1.0,0.00333333,1.0,-70.1905572324,2573.51958913,-70.1905572324,500.0,-70.1905572324,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-72.9258,61.2212
-77.9275,0.0025,5.4346e-20,94.42,1345.72555781,1.0,0.0025,1.0,-65.1229757418,1345.72555781,-65.1229757418,500.0,-65.1229757418,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-70.9751,56.1739
-77.5579,0.00776078,1.42944e-06,107.5,4961.75105993,1.05989,0.000112811,4.11277,-77.0672040574,4961.75105993,-77.0672040574,379.726466474,-77.0672040574,0.9,500,1.31674,100,0.0597834,0.002,0.401443,368.55542238,1,-70.4223,53.4084
-87.4813,0.01,3.50449e-18,104.42,3781.5973347,1.0,0.01,1.0,-73.5765194182,3781.5973347,-73.5765194182,500.0,-73.5765194182,0.9,500,1.0,100,1.0,0.01,,100.0,2,-73.5765,61.1864
-87.7786,0.005,2.1793e-19,113.82,7304.80105256,1.0,0.005,1.0,-82.3146070172,7304.80105256,-82.3146070172,500.0,-82.3146070172,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.9456,74.2082
-86.0431,0.00333333,5.43914e-20,110.24,4932.90530657,1.0,0.00333333,1.0,-78.1520418875,4932.90530657,-78.1520418875,500.0,-78.1520418875,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-78.0144,72.795
-81.266,0.0025,5.4346e-20,92.27,116.842773943,1.0,0.0025,1.0,-63.2087647949,116.842773943,-63.2087647949,500.0,-63.2087647949,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.313,63.5952
-75.9037,0.270578,0.00029717,114.21,7296.80773393,2.04103,,276.129,-83.2118272413,7296.80773393,-83.2118272413,131.000252799,-83.2118272413,0.9,500,3.81679,100,,0.002,309.489,6.65387854228,1,-63.754,79.5387
-92.4177,0.01,3.50449e-18,109.67,4941.585606,1.0,0.01,1.0,-78.512992854,4941.585606,-78.512992854,500.0,-78.512992854,0.9,500,1.0,100,1.0,0.01,,100.0,2,-78.513,69.944
-83.6306,0.005,2.1793e-19,98.66,2573.53766916,1.0,0.005,1.0,-69.0839561352,2573.53766916,-69.0839561352,500.0,-69.0839561352,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-73.7985,61.1736
-81.4284,0.00333333,5.43914e-20,102.39,3784.87096328,1.0,0.00333333,1.0,-72.6045821454,3784.87096328,-72.6045821454,500.0,-72.6045821454,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-73.4005,61.1893
-83.2139,0.0025,5.4346e-20,117.89,7188.6398054,1.0,0.0025,1.0,-84.8447518948,7188.6398054,-84.8447518948,500.0,-84.8447518948,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.2616,67.9106
-76.416,0.0207605,1.96347e-05,96.73,1368.57815941,1.65868,0.000211198,17.2176,-67.0211311215,1368.57815941,-67.0211311215,329.673960836,-67.0211311215,0.9,500,1.51665,100,0.175155,0.002,13.5049,84.7623291748,1,-68.7579,37.7472
-90.4976,0.01,3.50449e-18,107.65,4983.37180654,1.0,0.01,1.0,-76.5928829995,4983.37180654,-76.5928829995,500.0,-76.5928829995,0.9,500,1.0,100,1.0,0.01,,100.0,2,-76.5929,70.2392
-83.2049,0.005,2.1793e-19,100.26,2570.97829784,1.0,0.005,1.0,-70.152739103,2570.97829784,-70.152739103,500.0,-70.152739103,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-73.3728,61.2354
-85.7417,0.00333333,5.43914e-20,118.59,8437.81258631,1.0,0.00333333,1.0,-86.3956738463,8437.81258631,-86.3956738463,500.0,-86.3956738463,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-77.7138,72.9521
-89.1341,0.0025,5.4346e-20,130.0,10449.4416544,1.0,0.0025,1.0,-95.5857009636,10449.4416544,-95.5857009636,500.0,-95.5857009636,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-82.1817,81.4717
-84.5528,0.00761459,4.5093e-06,116.41,7268.87294893,1.34057,0.000123279,5.10396,-83.9460045913,7268.87294893,-83.9460045913,344.43207276,-83.9460045913,0.9,500,1.45167,100,0.0826321,0.002,2.02596,235.28697246,1,-77.0605,81.6028
-103.141,0.01,3.50449e-18,122.64,8310.12200127,1.0,0.01,1.0,-89.2365090363,8310.12200127,-89.2365090363,500.0,-89.2365090363,0.9,500,1.0,100,1.0,0.01,,100.0,2,-89.2365,90.7029
-96.3315,0.005,2.1793e-19,116.33,7277.05625575,1.0,0.005,1.0,-83.7621900785,7277.05625575,-83.7621900785,500.0,-83.7621900785,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-86.4994,87.8814
-89.0437,0.00333333,5.43914e-20,99.88,2587.14418031,1.0,0.00333333,1.0,-70.048669036,2587.14418031,-70.048669036,500.0,-70.048669036,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-81.0158,77.8631
-88.7977,0.0025,5.4346e-20,116.51,7253.04237825,1.0,0.0025,1.0,-84.3339357582,7253.04237825,-84.3339357582,500.0,-84.3339357582,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-81.8453,79.6504
-87.3989,0.00280807,1.33197e-06,120.91,8298.78025504,1.10945,3.64411e-05,1.55771,-88.0423747924,8298.78025504,-88.0423747924,433.186273431,-88.0423747924,0.9,500,1.15424,100,0.0202149,0.002,0.409875,375.284651626,1,-80.7181,87.9894
-86.2298,0.01,3.50449e-18,102.1,3804.46143475,1.0,0.01,1.0,-72.3254294662,3804.46143475,-72.3254294662,500.0,-72.3254294662,0.9,500,1.0,100,1.0,0.01,,100.0,2,-72.3254,61.3711
-87.4315,0.005,2.1793e-19,114.11,7288.73449806,1.0,0.005,1.0,-82.8732471879,7288.73449806,-82.8732471879,500.0,-82.8732471879,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.5993,74.2896
-85.5889,0.00333333,5.43914e-20,108.93,4932.00923399,1.0,0.00333333,1.0,-77.4843611443,4932.00923399,-77.4843611443,500.0,-77.4843611443,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-77.561,72.8482
-81.7755,0.0025,5.4346e-20,96.09,1357.05232262,1.0,0.0025,1.0,-66.609322547,1357.05232262,-66.609322547,500.0,-66.609322547,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.8231,65.8673
-71.5992,0.122482,0.000101845,117.54,7209.13046969,2.77839,0.000425602,170.151,-84.7854790659,7209.13046969,-84.7854790659,243.526293127,-84.7854790659,0.9,500,2.05317,100,0.591244,0.002,196.548,18.9318788202,1,-62.6889,54.2831
-83.6111,0.01,3.50449e-18,99.33,2576.42353106,1.0,0.01,1.0,-69.7073553118,2576.42353106,-69.7073553118,500.0,-69.7073553118,0.9,500,1.0,100,1.0,0.01,,100.0,2,-69.7074,50.5041
-82.5559,0.005,2.1793e-19,106.23,5015.49764639,1.0,0.005,1.0,-75.7401361997,5015.49764639,-75.7401361997,500.0,-75.7401361997,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.7237,61.3767
-81.5877,0.00333333,5.43914e-20,106.67,3751.61084759,1.0,0.00333333,1.0,-75.2318201651,3751.61084759,-75.2318201651,500.0,-75.2318201651,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-73.5598,61.244
-83.3954,0.0025,5.4346e-20,117.12,7228.49267227,1.0,0.0025,1.0,-85.0925998338,7228.49267227,-85.0925998338,500.0,-85.0925998338,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.443,68.0229
-77.9097,0.0101543,6.88536e-06,105.28,3790.29007107,1.30648,0.00114471,6.6332,-74.3992631187,3790.29007107,-74.3992631187,329.633723628,-74.3992631187,0.9,500,1.51684,100,0.747769,0.002,2.93815,183.965769248,1,-70.2511,43.5592
-91.8104,0.01,3.50449e-18,109.29,4927.92891173,1.0,0.01,1.0,-77.9057854387,4927.92891173,-77.9057854387,500.0,-77.9057854387,0.9,500,1.0,100,1.0,0.01,,100.0,2,-77.9058,69.8473
-88.7281,0.005,2.1793e-19,110.8,6150.02773926,1.0,0.005,1.0,-79.8862638107,6150.02773926,-79.8862638107,500.0,-79.8862638107,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-78.896,74.0579
-87.1945,0.00333333,5.43914e-20,110.63,6178.06647116,1.0,0.00333333,1.0,-79.7079140085,6178.06647116,-79.7079140085,500.0,-79.7079140085,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-79.1667,75.4671
-84.8572,0.0025,5.4346e-20,105.08,3804.48990656,1.0,0.0025,1.0,-74.1192589003,3804.48990656,-74.1192589003,500.0,-74.1192589003,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-77.9048,72.2347
-79.7016,0.159553,5.17183e-05,105.03,3769.3464401,1.38398,0.000236396,110.409,-74.235872661,3769.3464401,-74.235872661,306.957199553,-74.235872661,0.9,500,1.62889,100,0.163584,0.002,24.7653,35.9617857102,1,-71.7652,67.5496
-85.0244,0.01,3.50449e-18,101.26,2556.96882339,1.0,0.01,1.0,-71.1223515634,2556.96882339,-71.1223515634,500.0,-71.1223515634,0.9,500,1.0,100,1.0,0.01,,100.0,2,-71.1224,50.313
-80.0631,0.005,2.1793e-19,98.82,2566.11715623,1.0,0.005,1.0,-69.3400406308,2566.11715623,-69.3400406308,500.0,-69.3400406308,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-70.2312,50.3659
-77.0817,0.00333333,5.43914e-20,95.81,1357.52903939,1.0,0.00333333,1.0,-66.6994612239,1357.52903939,-66.6994612239,500.0,-66.6994612239,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-69.0539,46.2807
-78.0184,0.0025,5.4346e-20,108.61,4952.3329819,1.0,0.0025,1.0,-77.0999344185,4952.3329819,-77.0999344185,500.0,-77.0999344185,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-71.0654,53.3317
-76.6129,0.0136269,1.02011e-06,103.2,3798.33041574,1.08462,0.00064287,7.39002,-72.674419276,3798.33041574,-72.674419276,427.248709586,-72.674419276,0.9,500,1.17028,100,0.348636,0.002,0.300017,398.55899074,1,-69.8853,50.2997
-93.6255,0.01,3.50449e-18,110.62,6153.69404131,1.0,0.01,1.0,-79.7210004142,6153.69404131,-79.7210004142,500.0,-79.7210004142,0.9,500,1.0,100,1.0,0.01,,100.0,2,-79.721,78.0523
-86.1155,0.005,2.1793e-19,103.05,3782.03414664,1.0,0.005,1.0,-72.846041498,3782.03414664,-72.846041498,500.0,-72.846041498,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-76.2835,70.214
-85.1061,0.00333333,5.43914e-20,110.32,4960.69333498,1.0,0.00333333,1.0,-78.6674815512,4960.69333498,-78.6674815512,500.0,-78.6674815512,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-77.0782,70.1781
-84.536,0.0025,5.4346e-20,111.47,4901.7356661,1.0,0.0025,1.0,-79.1000105174,4901.7356661,-79.1000105174,500.0,-79.1000105174,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-77.5836,70.0547
-79.9539,0.00242014,4.40088e-07,99.87,2574.78766773,1.1392,3.79983e-05,1.37852,-69.6944259149,2574.78766773,-69.6944259149,457.699976604,-69.6944259149,0.9,500,1.09242,100,0.0216439,0.002,0.142785,450.529260457,1,-73.4545,62.3069
-94.755,0.01,3.50449e-18,112.52,6099.44625268,1.0,0.01,1.0,-80.8488614817,6099.44625268,-80.8488614817,500.0,-80.8488614817,0.9,500,1.0,100,1.0,0.01,,100.0,2,-80.8489,77.7075
-90.473,0.005,2.1793e-19,111.72,6100.58548517,1.0,0.005,1.0,-80.4310386518,6100.58548517,-80.4310386518,500.0,-80.4310386518,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-80.6399,77.7114
-84.4936,0.00333333,5.43914e-20,97.19,2600.16356964,1.0,0.00333333,1.0,-68.1148717906,2600.16356964,-68.1148717906,500.0,-68.1148717906,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-76.4649,70.1353
-85.8699,0.0025,5.4346e-20,118.34,8401.75995799,1.0,0.0025,1.0,-86.2727583617,8401.75995799,-86.2727583617,500.0,-86.2727583617,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.9169,76.0703
-82.7989,0.00264507,5.51994e-07,100.77,2592.40891718,1.05847,0.000110876,1.39986,-70.3895802142,2592.40891718,-70.3895802142,457.595263523,-70.3895802142,0.9,500,1.09267,100,0.0586793,0.002,0.154607,439.474538971,1,-76.2981,73.0743
-100.01,0.01,3.50449e-18,118.9,7165.51808716,1.0,0.01,1.0,-86.1051806043,7165.51808716,-86.1051806043,500.0,-86.1051806043,0.9,500,1.0,100,1.0,0.01,,100.0,2,-86.1052,84.2251
-94.5919,0.005,2.1793e-19,114.67,7291.46002318,1.0,0.005,1.0,-83.4143166997,7291.46002318,-83.4143166997,500.0,-83.4143166997,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-84.7598,84.605
-87.4965,0.00333333,5.43914e-20,98.59,2583.42341287,1.0,0.00333333,1.0,-68.8861862159,2583.42341287,-68.8861862159,500.0,-68.8861862159,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-79.4686,75.3693
-87.8174,0.0025,5.4346e-20,117.58,7250.00726514,1.0,0.0025,1.0,-85.054468842,7250.00726514,-85.054468842,500.0,-85.054468842,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-80.865,77.85
-75.4006,0.1864,0.00018367,113.52,6111.71196328,2.24703,0.000572362,209.424,-81.6780952996,6111.71196328,-81.6780952996,230.33747541,-81.6780952996,0.9,500,2.17073,100,0.643059,0.002,231.845,10.6779068438,1,-66.2388,86.4316
-95.0441,0.01,3.50449e-18,113.74,6087.71212928,1.0,0.01,1.0,-81.1395807181,6087.71212928,-81.1395807181,500.0,-81.1395807181,0.9,500,1.0,100,1.0,0.01,,100.0,2,-81.1396,77.6327
-88.933,0.005,2.1793e-19,107.82,4944.62535457,1.0,0.005,1.0,-77.0623225529,4944.62535457,-77.0623225529,500.0,-77.0623225529,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-79.101,73.9267
-86.5927,0.00333333,5.43914e-20,109.0,4959.93091744,1.0,0.00333333,1.0,-77.4925385208,4959.93091744,-77.4925385208,500.0,-77.4925385208,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-78.5648,72.6691
-84.9789,0.0025,5.4346e-20,106.96,4980.48492524,1.0,0.0025,1.0,-76.4117273672,4980.48492524,-76.4117273672,500.0,-76.4117273672,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.0265,72.0703
-82.2631,0.0139912,8.92687e-06,105.53,5002.27157716,1.37332,2.5659e-09,9.60724,-75.1840800101,5002.27157716,-75.1840800101,323.625728124,-75.1840800101,0.9,500,1.54499,100,1.7619e-06,0.002,4.20905,154.930231349,1,-74.5337,123.871
-86.9885,0.01,3.50449e-18,103.47,3810.33583384,1.0,0.01,1.0,-73.083909808,3810.33583384,-73.083909808,500.0,-73.083909808,0.9,500,1.0,100,1.0,0.01,,100.0,2,-73.0839,61.4185
-85.013,0.005,2.1793e-19,108.51,4948.89075998,1.0,0.005,1.0,-77.2769733991,4948.89075998,-77.2769733991,500.0,-77.2769733991,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-75.1804,65.8803
-81.7344,0.00333333,5.43914e-20,100.72,2589.3891623,1.0,0.00333333,1.0,-70.7573822509,2589.3891623,-70.7573822509,500.0,-70.7573822509,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-73.7061,61.2562
-81.9276,0.0025,5.4346e-20,109.4,6184.32193873,1.0,0.0025,1.0,-78.7812420432,6184.32193873,-78.7812420432,500.0,-78.7812420432,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.9749,65.9522
-78.7213,0.0206818,1.03132e-05,125.05,9380.88155225,1.62845,0.000793423,16.8396,-91.9589564909,9380.88155225,-91.9589564909,331.611330039,-91.9589564909,0.9,500,1.50779,100,0.646025,0.002,6.8373,139.932767895,1,-71.0849,42.1897
-100.729,0.01,3.50449e-18,119.2,8379.14567513,1.0,0.01,1.0,-86.8247345202,8379.14567513,-86.8247345202,500.0,-86.8247345202,0.9,500,1.0,100,1.0,0.01,,100.0,2,-86.8247,91.0788
-86.3957,0.005,2.1793e-19,95.89,1346.16581712,1.0,0.005,1.0,-66.3023527077,1346.16581712,-66.3023527077,500.0,-66.3023527077,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-76.5635,70.1379
-89.2514,0.00333333,5.43914e-20,123.16,9428.89299766,1.0,0.00333333,1.0,-90.5433471178,9428.89299766,-90.5433471178,500.0,-90.5433471178,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-81.2235,80.2154
-85.6019,0.0025,5.4346e-20,101.42,2600.15226761,1.0,0.0025,1.0,-70.9276161402,2600.15226761,-70.9276161402,500.0,-70.9276161402,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.6495,74.0898
-84.8347,0.00539322,2.64995e-06,121.45,9501.81119856,1.21101,0.000186805,3.26562,-89.7675390229,9501.81119856,-89.7675390229,354.404359077,-89.7675390229,0.9,500,1.41082,100,0.113112,0.002,0.97157,300.994005047,1,-77.4486,83.9092
-95.098,0.01,3.50449e-18,113.4,6099.78245029,1.0,0.01,1.0,-81.1933084086,6099.78245029,-81.1933084086,500.0,-81.1933084086,0.9,500,1.0,100,1.0,0.01,,100.0,2,-81.1933,77.7096
-87.3302,0.005,2.1793e-19,104.41,3791.60726742,1.0,0.005,1.0,-73.8028398019,3791.60726742,-73.8028398019,500.0,-73.8028398019,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.4981,70.0706
-89.9073,0.00333333,5.43914e-20,123.96,9437.82299717,1.0,0.00333333,1.0,-90.6401224887,9437.82299717,-90.6401224887,500.0,-90.6401224887,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-81.8788,80.1631
-91.0294,0.0025,5.4346e-20,123.51,9455.68261083,1.0,0.0025,1.0,-90.6697045895,9455.68261083,-90.6697045895,500.0,-90.6697045895,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-84.0765,84.7016
-85.476,0.0288785,8.03498e-06,114.03,7306.92317829,1.6067,0.000857146,23.1996,-82.5162723687,7306.92317829,-82.5162723687,338.531221592,-82.5162723687,0.9,500,1.47697,100,0.68859,0.002,5.18556,166.405009244,1,-77.9182,93.6606
-97.8724,0.01,3.50449e-18,116.06,7261.78137017,1.0,0.01,1.0,-83.9677446696,7261.78137017,-83.9677446696,500.0,-83.9677446696,0.9,500,1.0,100,1.0,0.01,,100.0,2,-83.9677,84.7889
-93.8315,0.005,2.1793e-19,116.04,7233.83441521,1.0,0.005,1.0,-84.0310164267,7233.83441521,-84.0310164267,500.0,-84.0310164267,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-83.9994,84.7073
-88.7688,0.00333333,5.43914e-20,104.87,3770.16187133,1.0,0.00333333,1.0,-74.2238805813,3770.16187133,-74.2238805813,500.0,-74.2238805813,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-80.7409,77.7749
-86.3559,0.0025,5.4346e-20,106.54,3740.51744061,1.0,0.0025,1.0,-75.3916641398,3740.51744061,-75.3916641398,500.0,-75.3916641398,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.4036,73.9449
-81.3685,0.0152098,1.50698e-06,99.41,2583.77719231,1.07143,0.00134204,8.14812,-69.4332690786,2583.77719231,-69.4332690786,388.190138667,-69.4332690786,0.9,500,1.28803,100,0.718951,0.002,0.432488,363.372632357,1,-74.3112,60.6206
-101.524,0.01,3.50449e-18,120.14,8367.25503711,1.0,0.01,1.0,-87.6191584544,8367.25503711,-87.6191584544,500.0,-87.6191584544,0.9,500,1.0,100,1.0,0.01,,100.0,2,-87.6192,91.0142
-93.4299,0.005,2.1793e-19,110.7,6143.39128414,1.0,0.005,1.0,-79.5765562351,6143.39128414,-79.5765562351,500.0,-79.5765562351,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-83.5979,84.8466
-94.603,0.00333333,5.43914e-20,126.62,9355.92385174,1.0,0.00333333,1.0,-92.5296151862,9355.92385174,-92.5296151862,500.0,-92.5296151862,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-86.5751,88.9071
-92.7143,0.0025,5.4346e-20,114.8,7282.25473347,1.0,0.0025,1.0,-83.3227009356,7282.25473347,-83.3227009356,500.0,-83.3227009356,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-85.762,87.9358
-89.2709,0.00444678,5.05299e-07,105.64,3755.34278554,1.00927,0.000819007,2.244,-74.5604629181,3755.34278554,-74.5604629181,468.096679846,-74.5604629181,0.9,500,1.06816,100,0.4133,0.002,0.128678,444.020504349,1,-82.8441,86.3663
-98.7183,0.01,3.50449e-18,117.39,7226.03463489,1.0,0.01,1.0,-84.814243172,7226.03463489,-84.814243172,500.0,-84.814243172,0.9,500,1.0,100,1.0,0.01,,100.0,2,-84.8142,84.58
-96.2127,0.005,2.1793e-19,120.85,8313.28932351,1.0,0.005,1.0,-87.9468760936,8313.28932351,-87.9468760936,500.0,-87.9468760936,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-86.3806,87.7178
-94.655,0.00333333,5.43914e-20,119.11,8391.02997942,1.0,0.00333333,1.0,-87.1199997848,8391.02997942,-87.1199997848,500.0,-87.1199997848,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-86.627,88.875
-93.0731,0.0025,5.4346e-20,116.93,7240.29983111,1.0,0.0025,1.0,-84.6015998924,7240.29983111,-84.6015998924,500.0,-84.6015998924,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-86.1207,87.8455
-89.951,0.0150622,1.27304e-06,112.5,6114.42017732,1.10633,0.000158467,8.33187,-80.845737842,6114.42017732,-80.845737842,408.044529472,-80.845737842,0.9,500,1.22536,100,0.0876585,0.002,0.389542,379.471390436,1,-83.0675,90.0249
-85.2489,0.01,3.50449e-18,102.25,2569.31352252,1.0,0.01,1.0,-71.3443829452,2569.31352252,-71.3443829452,500.0,-71.3443829452,0.9,500,1.0,100,1.0,0.01,,100.0,2,-71.3444,50.4343
