VanillaAvgRet,MaxVanillaIw,BatchSize,J,MinNormIw,eRenyi2,MinVanillaIw,VarDiscRet,AvgNormIw,VarRet,AvgVanillaIw,ESSRenyi,VarVanillaIw,EpsThisIter,MaxNormIw,VarNormIw,IterType,Bound,VarJ,AvgDiscRet,AvgEpLen,AvgRet,Delta,ESSClassic
-582.498191375,1.61336,100,-564.097,0.00203977,1.05684,0.204102,24072.3590176,0.01,24072.3590176,1.00061,94.6219210061,0.0604785,100,0.0161237,6.04048e-06,1,-810.903,73.8857,-582.498191375,500.0,-582.498191375,0.4,94.3573771359
-561.113566149,2.73752,100,-541.617,0.00231718,1.14124,0.237123,8411.68479216,0.01,8411.68479216,1.02333,87.6238139836,0.216153,100,0.0267511,2.0641e-05,1,-697.775,71.3849,-561.113566149,500.0,-561.113566149,0.4,83.0326347358
-549.987767296,1.76577,100,-544.62,0.00404661,1.05864,0.397656,2489.19387159,0.01,2489.19387159,0.982689,94.4607322721,0.0562694,100,0.0179688,5.82693e-06,1,-635.437,50.0629,-549.987767296,500.0,-549.987767296,0.4,94.5459706838
-550.748998655,2.52715,100,-526.273,0.000716968,1.35348,0.071778,4565.97642245,0.01,4565.97642245,1.00113,73.8837757158,0.361717,100,0.0252429,3.60899e-05,1,-627.078,82.349,-550.748998655,500.0,-550.748998655,0.4,73.676202968
-531.440440063,1.74773,100,-524.61,0.0033813,1.07772,0.352673,2616.94134977,0.01,2616.94134977,1.04301,92.7888243807,0.0941832,100,0.0167566,8.65762e-06,1,-609.009,46.9368,-531.440440063,500.0,-531.440440063,0.4,92.105597364
-526.129053906,2.99828,100,-512.689,0.00185198,1.15618,0.18805,3538.64213874,0.01,3538.64213874,1.0154,86.4914712372,0.183851,100,0.0295282,1.78318e-05,1,-602.844,64.2406,-526.129053906,500.0,-526.129053906,0.4,84.9954143311
-527.090252604,1.53138,100,-521.571,0.00185345,1.07281,0.174624,1799.3588961,0.01,1799.3588961,0.942157,93.2132908429,0.0921442,100,0.016254,1.03806e-05,1,-604.752,44.6609,-527.090252604,500.0,-527.090252604,0.4,90.6809715902
-518.286067918,9.25164,100,-505.206,0.00296336,1.24235,0.31629,2252.55525876,0.01,2252.55525876,1.06734,80.4924769265,0.851103,100,0.0866798,7.47103e-05,1,-588.894,87.1785,-518.286067918,500.0,-518.286067918,0.4,57.4834166205
-513.970226528,2.27407,100,-497.343,0.00187333,1.22835,0.177861,2579.67803489,0.01,2579.67803489,0.949435,81.4099633992,0.249509,100,0.0239518,2.76794e-05,1,-584.378,52.1489,-513.970226528,500.0,-513.970226528,0.4,78.4913479766
-504.303266096,37.3288,100,-466.203,0.000277411,1.75209,0.0360646,2047.04092696,0.01,2047.04092696,1.30004,57.0747604078,13.6381,100,0.287135,0.000806936,1,-568.014,226.563,-504.303266096,500.0,-504.303266096,0.4,11.1251272104
-495.327401421,2.34276,100,-485.447,0.00191382,1.15204,0.185928,2712.9705802,0.01,2712.9705802,0.971503,86.8027118811,0.160865,100,0.0241148,1.70441e-05,1,-568.279,56.796,-495.327401421,500.0,-495.327401421,0.4,85.5625096591
-495.155847492,2.02108,100,-488.556,0.00326425,1.08831,0.328311,2032.81802719,0.01,2032.81802719,1.00578,91.8854730811,0.112452,100,0.0200947,1.11165e-05,1,-569.964,44.6873,-495.155847492,500.0,-495.155847492,0.4,90.0857726588
-487.821287668,1.83398,100,-477.536,0.00100836,1.16317,0.0994498,2460.53231209,0.01,2460.53231209,0.986255,85.9721688864,0.156047,100,0.0185954,1.60427e-05,1,-558.188,52.6331,-487.821287668,500.0,-487.821287668,0.4,86.294492521
-478.412344352,15.1884,100,-450.82,0.000121794,1.57422,0.0127806,2257.89277298,0.01,2257.89277298,1.04936,63.5234096483,2.64222,100,0.14474,0.000239952,1,-541.787,122.793,-478.412344352,500.0,-478.412344352,0.4,29.6250648559
-477.7525881,1.84301,100,-469.578,0.00272391,1.12095,0.248811,2163.53401849,0.01,2163.53401849,0.913434,89.2100178949,0.116566,100,0.0201767,1.39706e-05,1,-545.7,45.5317,-477.7525881,500.0,-477.7525881,0.4,87.8495933163
-469.18025722,1.97492,100,-461.674,0.00264494,1.11409,0.248338,2350.21826189,0.01,2350.21826189,0.938916,89.7591946483,0.131913,100,0.021034,1.49636e-05,1,-536.215,53.5658,-469.18025722,500.0,-469.18025722,0.4,87.0974584321
-461.475664546,2.36561,100,-451.295,0.00196021,1.14787,0.183981,2501.48853897,0.01,2501.48853897,0.938575,87.1175034191,0.176258,100,0.0252042,2.00083e-05,1,-534.073,51.0186,-461.475664546,500.0,-461.475664546,0.4,83.4667370217
-456.094135362,2.03272,100,-451.473,0.00366411,1.06466,0.368361,2528.18618478,0.01,2528.18618478,1.00532,93.9267247736,0.0858168,100,0.0202196,8.49109e-06,1,-528.219,49.0213,-456.094135362,500.0,-456.094135362,0.4,92.2456919045
-449.272838056,2.2967,100,-441.612,0.00271425,1.11243,0.260019,2438.19604501,0.01,2438.19604501,0.957975,89.893327458,0.131931,100,0.0239745,1.4376e-05,1,-517.827,49.91,-449.272838056,500.0,-449.272838056,0.4,87.5409162243
-450.609356649,1.81937,100,-441.324,0.0022518,1.10906,0.225591,2920.79677253,0.01,2920.79677253,1.00182,90.1668018677,0.120246,100,0.0181606,1.1981e-05,1,-524.51,49.3116,-450.609356649,500.0,-450.609356649,0.4,89.3965422432
-447.830502521,4.35231,100,-441.598,0.00376508,1.10749,0.39683,2498.46976375,0.01,2498.46976375,1.05397,90.2946721178,0.209732,100,0.0412943,1.88802e-05,1,-517.262,56.2839,-447.830502521,500.0,-447.830502521,0.4,84.2521206872
-443.045581458,1.71655,100,-437.202,0.00491996,1.09325,0.466227,2274.24084928,0.01,2274.24084928,0.947623,91.4699744965,0.07875,100,0.0181143,8.76959e-06,1,-511.064,47.3683,-443.045581458,500.0,-443.045581458,0.4,92.0116363546
-436.618921802,1.99134,100,-427.824,0.00333962,1.14208,0.330161,2075.17300123,0.01,2075.17300123,0.988618,87.5593341631,0.146559,100,0.0201427,1.49953e-05,1,-501.492,56.234,-436.618921802,500.0,-436.618921802,0.4,87.0735934007
-440.362603095,2.04922,100,-426.535,0.00127763,1.20898,0.119771,2445.58872381,0.01,2445.58872381,0.937444,82.7143485386,0.234132,100,0.0218596,2.66422e-05,1,-503.702,55.3656,-440.362603095,500.0,-440.362603095,0.4,79.1291228401
-431.006695916,1.79823,100,-425.0,0.00385514,1.08888,0.38998,2659.02412373,0.01,2659.02412373,1.01159,91.8375495296,0.0916238,100,0.0177764,8.95372e-06,1,-500.914,53.7658,-431.006695916,500.0,-431.006695916,0.4,91.8575779888
-423.448393517,1.56176,100,-417.401,0.00160306,1.07801,0.164865,2125.95617731,0.01,2125.95617731,1.02844,92.7637057896,0.0935892,100,0.0151856,8.84842e-06,1,-491.452,43.2803,-423.448393517,500.0,-423.448393517,0.4,91.9456145958
-431.870199106,2.3952,100,-424.439,0.00395397,1.10449,0.414262,2133.71850315,0.01,2133.71850315,1.04771,90.5394922925,0.142877,100,0.0228613,1.30161e-05,1,-506.349,46.8407,-431.870199106,500.0,-431.870199106,0.4,88.5850054159
-431.610749261,2.34175,100,-422.939,0.00391988,1.12822,0.381516,2725.84128669,0.01,2725.84128669,0.973284,88.6352263352,0.132831,100,0.0240603,1.40224e-05,1,-504.509,56.391,-431.610749261,500.0,-431.610749261,0.4,87.8101014871
-420.945991353,1.6012,100,-416.273,0.00248302,1.07562,0.253638,1578.68989623,0.01,1578.68989623,1.02149,92.9695489165,0.0956253,100,0.0156751,9.16441e-06,1,-484.451,41.6615,-420.945991353,500.0,-420.945991353,0.4,91.6819186388
-418.625864074,1.89105,100,-413.439,0.00409324,1.0805,0.394465,2188.32849832,0.01,2188.32849832,0.963698,92.5500001876,0.0790495,100,0.0196229,8.51172e-06,1,-483.299,48.151,-418.625864074,500.0,-418.625864074,0.4,92.2282916206
-409.05566524,2.72788,100,-404.669,0.00397158,1.07334,0.399168,1388.05915903,0.01,1388.05915903,1.00506,93.1674388963,0.10035,100,0.0271414,9.93422e-06,1,-470.451,39.7708,-409.05566524,500.0,-409.05566524,0.4,91.0457583522
-419.098839791,4.35219,100,-412.193,0.0051418,1.11591,0.516301,1992.0263033,0.01,1992.0263033,1.00413,89.6126318587,0.205047,100,0.0433431,2.03366e-05,1,-482.28,49.5103,-419.098839791,500.0,-419.098839791,0.4,83.2409699438
-401.181912684,7438.28,100,-321.882,8.43805e-06,1.0,0.0633617,2351.17697949,0.01,2351.17697949,75.0905,99.9998927118,553174.0,100,0.990575,0.00981052,1,-386.455,9.03618,-401.181912684,500.0,-401.181912684,0.4,1.01911685205
-401.181912684,15.7824,200,-432.17,3.45185e-07,3.67924,0.00013444,2745.42108563,0.01,2351.17697949,3.89471,54.3590103152,12.6228,100,0.0405226,8.32156e-05,,-582.061,66.6066,-433.559537451,500.0,-401.181912684,0.4,54.8295272965
-408.581860947,374.053,200,-349.88,0.00021699,2.37488,0.125049,2054.04387627,0.005,2054.04387627,2.88145,84.2149562471,696.307,100,0.649071,0.00209662,1,-425.954,266.684,-408.581860947,500.0,-408.581860947,0.4,2.36839299886
-405.401931396,1.0,200,-405.402,0.01,1.0,1.0,1815.91972681,0.01,1815.91972681,1.0,200.0,,100,0.01,3.50449e-18,2,-471.287,42.4,-405.401931396,500.0,-405.401931396,0.4,100.0
-407.695333643,1.93041,200,-398.832,0.000671227,1.17384,0.132494,2066.8979998,0.005,2066.8979998,0.986955,170.380844065,0.185082,100,0.00977961,4.75016e-06,1,-450.656,46.3324,-407.695333643,500.0,-407.695333643,0.4,168.200681949
-397.567859487,1.0,200,-397.568,0.01,1.0,1.0,1710.95332447,0.01,1710.95332447,1.0,200.0,,100,0.01,3.50449e-18,2,-456.384,41.1563,-397.567859487,500.0,-397.567859487,0.4,100.0
-408.282883584,1.96099,200,-395.704,0.000302435,1.13912,0.0582189,2434.65549848,0.005,2434.65549848,0.962505,175.573725835,0.146041,100,0.0101869,3.94102e-06,1,-450.263,45.6543,-408.282883584,500.0,-408.282883584,0.4,172.882872941
-396.945674529,1.0,200,-396.946,0.01,1.0,1.0,2514.7890709,0.01,2514.7890709,1.0,200.0,,100,0.01,3.50449e-18,2,-463.115,49.8963,-396.945674529,500.0,-396.945674529,0.4,100.0
-398.366531042,2.60474,200,-390.111,0.000529196,1.1619,0.106361,1723.0579218,0.005,1723.0579218,1.00493,172.131758254,0.182917,100,0.0129598,4.5282e-06,1,-440.545,44.9543,-398.366531042,500.0,-398.366531042,0.4,169.459590713
-390.109641502,1.0,200,-390.11,0.01,1.0,1.0,1728.13625056,0.01,1728.13625056,1.0,200.0,,100,0.01,3.50449e-18,2,-452.331,41.3625,-390.109641502,500.0,-390.109641502,0.4,100.0
-394.584861444,3.51733,200,-383.642,0.000599451,1.19803,0.115087,1953.37233874,0.005,1953.37233874,0.95994,166.940545672,0.229624,100,0.0183206,6.22972e-06,1,-432.571,42.9778,-394.584861444,500.0,-394.584861444,0.4,160.263799299
-384.367479923,1.0,200,-384.367,0.01,1.0,1.0,2135.42582923,0.01,2135.42582923,1.0,200.0,,100,0.01,3.50449e-18,2,-449.22,45.979,-384.367479923,500.0,-384.367479923,0.4,100.0
-389.88184968,2.38821,200,-377.892,0.000615261,1.18732,0.126181,2590.99085537,0.005,2590.99085537,1.02542,168.446958516,0.23913,100,0.011645,5.68548e-06,1,-429.904,44.9973,-389.88184968,500.0,-389.88184968,0.4,163.094608929
-381.194171137,1.0,200,-381.194,0.01,1.0,1.0,1314.69843821,0.01,1314.69843821,1.0,200.0,,100,0.01,3.50449e-18,2,-441.609,36.077,-381.194171137,500.0,-381.194171137,0.4,100.0
-374.302858194,3.94342,200,-371.424,0.000506516,1.16145,0.10802,1002.15622623,0.005,1002.15622623,1.06631,172.198699776,0.277052,100,0.018491,6.09168e-06,1,-417.464,36.9984,-374.302858194,500.0,-374.302858194,0.4,160.972415462
-379.199570763,1.0,200,-379.2,0.01,1.0,1.0,1088.61644462,0.01,1088.61644462,1.0,200.0,,100,0.01,3.50449e-18,2,-434.768,32.8288,-379.199570763,500.0,-379.199570763,0.4,100.0
-380.302237446,1.601,200,-375.743,0.000888634,1.10083,0.177816,1476.29834039,0.005,1476.29834039,1.0005,181.680452704,0.0851017,100,0.00800102,2.12542e-06,1,-420.252,36.9613,-380.302237446,500.0,-380.302237446,0.4,184.401195328
-379.943981008,1.0,200,-379.944,0.01,1.0,1.0,1324.00484721,0.01,1324.00484721,1.0,200.0,,100,0.01,3.50449e-18,2,-436.696,36.2045,-379.943981008,500.0,-379.943981008,0.4,100.0
-381.858509519,2.02363,200,-377.249,0.00112865,1.08494,0.22618,1672.66482885,0.005,1672.66482885,1.00199,184.342667037,0.0904564,100,0.010098,2.25243e-06,1,-422.951,39.0176,-381.858509519,500.0,-381.858509519,0.4,183.545738573
-378.501456447,1.0,200,-378.501,0.01,1.0,1.0,1633.40078008,0.01,1633.40078008,1.0,200.0,,100,0.01,3.50449e-18,2,-438.696,40.2128,-378.501456447,500.0,-378.501456447,0.4,100.0
-372.018757006,2.52302,200,-370.367,0.00043193,1.11839,0.0870302,1297.68717294,0.005,1297.68717294,1.00746,178.828690886,0.145618,100,0.0125217,3.58675e-06,1,-415.38,40.2683,-372.018757006,500.0,-372.018757006,0.4,175.016002626
-372.839509705,1.0,200,-372.84,0.01,1.0,1.0,1598.59271198,0.01,1598.59271198,1.0,200.0,,100,0.01,3.50449e-18,2,-434.729,39.782,-372.839509705,500.0,-372.839509705,0.4,100.0
-374.148919964,2.18309,200,-369.702,0.00186214,1.08323,0.372677,1467.76526259,0.005,1467.76526259,1.00067,184.633480243,0.0950413,100,0.0109082,2.37287e-06,1,-418.389,40.8107,-374.148919964,500.0,-374.148919964,0.4,182.74179106
-370.571154381,1.0,200,-370.571,0.01,1.0,1.0,1263.90649703,0.01,1263.90649703,1.0,200.0,,100,0.01,3.50449e-18,2,-429.318,35.3733,-370.571154381,500.0,-370.571154381,0.4,100.0
-367.258665385,2.14184,200,-362.775,0.00170356,1.12967,0.346995,1622.88194341,0.005,1622.88194341,1.01844,177.042569236,0.146389,100,0.0105153,3.52839e-06,1,-413.238,36.42,-367.258665385,500.0,-367.258665385,0.4,175.37241413
-371.004065257,1.0,200,-371.004,0.01,1.0,1.0,1102.29258269,0.01,1102.29258269,1.0,200.0,,100,0.01,3.50449e-18,2,-426.246,33.0344,-371.004065257,500.0,-371.004065257,0.4,100.0
-361.466834574,1.61583,200,-363.476,0.00173107,1.07132,0.340985,1110.52549475,0.005,1110.52549475,0.984895,186.685283398,0.0704364,100,0.00820304,1.81534e-06,1,-404.329,32.4363,-361.466834574,500.0,-361.466834574,0.4,186.523631883
-368.821752092,1.0,200,-368.822,0.01,1.0,1.0,1093.94536805,0.01,1093.94536805,1.0,200.0,,100,0.01,3.50449e-18,2,-423.778,32.9091,-368.821752092,500.0,-368.821752092,0.4,100.0
-362.867367118,2.02391,200,-363.038,0.00181617,1.07568,0.356273,901.969944928,0.005,901.969944928,0.980838,185.929021399,0.0807118,100,0.0103172,2.09741e-06,1,-403.342,32.4587,-362.867367118,500.0,-362.867367118,0.4,184.590976732
-369.447757704,1.0,200,-369.448,0.01,1.0,1.0,1341.24360579,0.01,1341.24360579,1.0,200.0,,100,0.01,3.50449e-18,2,-430.022,36.4394,-369.447757704,500.0,-369.447757704,0.4,100.0
-369.745827027,1.79579,200,-367.527,0.002362,1.04932,0.478604,1019.72266363,0.005,1019.72266363,1.01313,190.599867785,0.0520188,100,0.00886256,1.26698e-06,1,-411.403,33.015,-369.745827027,500.0,-369.745827027,0.4,190.399033018
-363.369588711,1.0,200,-363.37,0.01,1.0,1.0,1369.43418606,0.01,1369.43418606,1.0,200.0,,100,0.01,3.50449e-18,2,-419.728,36.8204,-363.369588711,500.0,-363.369588711,0.4,100.0
-369.67776781,1.97887,200,-363.683,0.00183621,1.06496,0.361839,1109.85681991,0.005,1109.85681991,0.985289,187.801173986,0.0671163,100,0.0100421,1.72839e-06,1,-407.065,35.5938,-369.67776781,500.0,-369.67776781,0.4,187.12756238
-360.357656218,1.0,200,-360.358,0.01,1.0,1.0,848.517940647,0.01,848.517940647,1.0,200.0,,100,0.01,3.50449e-18,2,-414.887,28.9833,-360.357656218,500.0,-360.357656218,0.4,100.0
-361.978933734,1.82748,200,-358.989,0.00158574,1.05249,0.323795,1723.26513859,0.005,1723.26513859,1.02096,190.025946584,0.0487167,100,0.00894984,1.16843e-06,1,-403.606,35.301,-361.978933734,500.0,-361.978933734,0.4,191.112611864
-356.974524515,1.0,200,-356.974,0.01,1.0,1.0,650.067011385,0.01,650.067011385,1.0,200.0,,100,0.01,3.50449e-18,2,-410.289,25.3686,-356.974524515,500.0,-356.974524515,0.4,100.0
-362.930168019,1.89375,200,-356.624,0.00120196,1.08103,0.241167,1073.63413673,0.005,1073.63413673,1.00322,185.008372522,0.0958679,100,0.00943835,2.38133e-06,1,-397.584,28.0355,-362.930168019,500.0,-362.930168019,0.4,182.685598252
-365.331310927,1.0,200,-365.331,0.01,1.0,1.0,1110.88683377,0.01,1110.88683377,1.0,200.0,,100,0.01,3.50449e-18,2,-421.336,33.1629,-365.331310927,500.0,-365.331310927,0.4,100.0
-366.003432509,2.31174,200,-359.912,0.000668458,1.13826,0.135664,1237.15423081,0.005,1237.15423081,1.01475,175.707110689,0.160637,100,0.0113907,3.90002e-06,1,-403.157,33.1031,-366.003432509,500.0,-366.003432509,0.4,173.12708191
-358.340334885,1.0,200,-358.34,0.01,1.0,1.0,1358.31482557,0.01,1358.31482557,1.0,200.0,,100,0.01,3.50449e-18,2,-415.486,36.6706,-358.340334885,500.0,-358.340334885,0.4,100.0
-360.195248281,2.01313,200,-355.594,0.000498087,1.08896,0.0997378,1077.74938112,0.005,1077.74938112,1.00121,183.661808272,0.101941,100,0.0100535,2.54237e-06,1,-398.753,34.541,-360.195248281,500.0,-360.195248281,0.4,181.622307973
-354.047742667,1.0,200,-354.048,0.01,1.0,1.0,1188.5417529,0.01,1188.5417529,1.0,200.0,,100,0.01,3.50449e-18,2,-414.037,34.3024,-354.047742667,500.0,-354.047742667,0.4,100.0
-356.129268305,2.19151,200,-352.019,0.00191506,1.07189,0.384416,833.133915119,0.005,833.133915119,1.00367,186.587161563,0.0729628,100,0.0109175,1.81076e-06,1,-395.936,31.4195,-356.129268305,500.0,-356.129268305,0.4,186.555351176
-356.195750447,1.0,200,-356.196,0.01,1.0,1.0,1104.92205042,0.01,1104.92205042,1.0,200.0,,100,0.01,3.50449e-18,2,-413.969,33.0737,-356.195750447,500.0,-356.195750447,0.4,100.0
-357.332801054,1.7698,200,-355.044,0.00280802,1.04195,0.556574,1052.2424135,0.005,1052.2424135,0.991044,191.948473304,0.038204,100,0.00892899,9.72441e-07,1,-396.744,33.1613,-357.332801054,500.0,-357.332801054,0.4,192.54785973
-354.896772068,1.0,200,-354.897,0.01,1.0,1.0,984.111201116,0.01,984.111201116,1.0,200.0,,100,0.01,3.50449e-18,2,-413.888,31.2133,-354.896772068,500.0,-354.896772068,0.4,100.0
-349.2852014,1.92007,200,-348.441,0.000990418,1.09757,0.196942,971.203267902,0.005,971.203267902,0.994235,182.220634557,0.108798,100,0.00965602,2.75158e-06,1,-392.141,31.1064,-349.2852014,500.0,-349.2852014,0.4,180.259228558
