J,SamplesThisIter,VarRet,AvgVanillaIw,MaxNormIw,AvgDiscRet,VarNormIw,VarVanillaIw,AvgRet,AvgNormIw,MinNormIw,BatchSize,MinVanillaIw,IterType,EpsThisIter,delta,VanillaAvgRet,AvgEpLen,renyi2,VarDiscRet,Bound,ESSClassic,MaxVanillaIw,ESSRenyi,VarJ
111213.0,50000,24213.4982964,1.40482,0.00427827,346.866311272,1.84514e-09,209.642,346.866311272,4.16771e-06,,100,,1,1333,0.4,346.866311272,37.5093773443,nan,24213.4982964,617.43,3.79986050681,1442.09,nan,26974.0
128923.0,50000,27378.5776319,1.62718,0.00571556,353.300986575,3.08763e-09,453.858,353.300986575,4.24412e-06,,100,,1,1309,0.4,353.300986575,38.1970970206,nan,27378.5776319,625.154,1.53502571355,2191.32,nan,39475.8
127267.0,50000,27144.046692,1.94898,0.0383982,360.002375101,1.75917e-08,3569.42,360.002375101,4.32676e-06,,100,,1,1284,0.4,360.002375101,38.9408099688,nan,27144.046692,642.699,2.62031773574,17296.4,nan,29346.0
123197.0,50000,40920.9816488,1.28535,0.0032095,394.225192587,1.18192e-09,87.0503,394.225192587,4.73619e-06,,100,,1,1173,0.4,394.225192587,42.6257459506,nan,40920.9816488,664.551,3.29709765485,871.023,nan,31284.6
121683.0,50000,39160.0482075,1.19813,0.00287576,411.188812291,1.17319e-09,69.06,411.188812291,4.93827e-06,,100,,1,1125,0.4,411.188812291,44.4444444444,nan,39160.0482075,681.932,5.70577455076,697.722,nan,19125.6
149351.0,50000,45224.1074129,1.65862,0.00401264,412.866832552,3.37272e-09,377.098,412.866832552,4.96032e-06,,100,,1,1120,0.4,412.866832552,44.6428571429,nan,45224.1074129,770.417,1.34755014336,1341.74,nan,29645.5
215399.0,50000,71293.6310227,9.52961,0.0823024,468.362300849,2.00812e-07,576765.0,468.362300849,5.62303e-06,,100,,1,988,0.4,468.362300849,50.6072874494,nan,71293.6310227,899.862,2.80850199187,139482.0,nan,50453.5
169728.0,50000,65626.2751973,2.03387,0.0103853,469.572762201,9.70083e-09,1261.46,469.572762201,5.64016e-06,,100,,1,985,0.4,469.572762201,50.7614213198,nan,65626.2751973,866.043,4.52665554038,3744.98,nan,21336.0
172097.0,50000,85261.4479578,1.36375,0.00347846,513.118521157,2.10261e-09,102.854,513.118521157,6.16599e-06,,100,,1,901,0.4,513.118521157,55.4938956715,nan,85261.4479578,939.47,2.89199893772,769.338,nan,37577.4
214596.0,50000,98737.3526137,1.9752,0.00499408,520.995333302,4.78107e-09,475.487,520.995333302,6.26331e-06,,100,,1,887,0.4,520.995333302,56.3697857948,nan,98737.3526137,1021.97,2.3004729074,1574.93,nan,37446.0
161614.0,50000,89243.7661949,1.24016,0.00191839,518.880421258,1.09551e-09,43.3386,518.880421258,6.23519e-06,1.20324e-26,100,2.39321e-21,1,891,0.4,518.880421258,56.1167227834,nan,89243.7661949,842.245,4.69659005198,381.563,nan,32644.1
227076.0,50000,99920.3959038,1.95045,0.0227799,541.036652617,2.0052e-08,1802.56,541.036652617,6.50533e-06,,100,,1,854,0.4,541.036652617,58.5480093677,nan,99920.3959038,952.991,1.59916171303,6829.94,nan,67312.3
200618.0,50000,106548.412983,1.40777,0.00216276,585.797007555,2.11518e-09,84.549,585.797007555,7.04126e-06,,100,,1,789,0.4,585.797007555,63.371356147,nan,106548.412983,972.513,3.05877703906,432.403,nan,23670.6
217739.0,50000,119500.274224,1.62303,0.0310087,593.749134589,1.64772e-08,851.214,593.749134589,7.14082e-06,,100,,1,778,0.4,593.749134589,64.2673521851,nan,119500.274224,1058.52,3.06261985065,7047.93,nan,44568.1
223543.0,50000,131123.35812,1.667,0.0063554,634.51502146,5.0996e-09,243.341,634.51502146,7.63126e-06,,100,,1,728,0.4,634.51502146,68.6813186813,nan,131123.35812,1102.74,2.65669028223,1388.3,nan,31000.7
196658.0,50000,124796.197282,1.23571,0.00201323,614.481112754,1.67535e-09,46.8723,614.481112754,7.38771e-06,,100,,1,752,0.4,614.481112754,66.4893617021,nan,124796.197282,1023.35,2.04304061249,336.743,nan,28879.8
208164.0,50000,132286.301269,1.41842,0.00284576,625.408497907,2.85137e-09,101.507,625.408497907,7.51767e-06,1.57034e-40,100,2.96287e-35,1,739,0.4,625.408497907,67.6589986468,nan,132286.301269,1031.42,3.005385834,536.933,nan,34577.8
261569.0,50000,170786.406437,1.60627,0.00256057,710.599646189,4.13524e-09,146.052,710.599646189,8.54701e-06,,100,,1,650,0.4,710.599646189,76.9230769231,nan,170786.406437,1253.68,1.58394275386,481.216,nan,41489.4
219474.0,50000,133869.861931,1.46691,0.00222093,668.571615042,2.19046e-09,72.9195,668.571615042,8.03988e-06,,100,,1,691,0.4,668.571615042,72.3589001447,nan,133869.861931,1093.21,3.53102892898,405.218,nan,23106.1
296010.0,50000,175578.408577,2.27729,0.0184774,725.302412211,2.04424e-08,1393.77,725.302412211,8.72144e-06,,100,,1,637,0.4,725.302412211,78.4929356358,nan,175578.408577,1355.42,4.19074277776,4824.71,nan,49563.8
255226.0,50000,160643.003562,1.69661,0.0052068,690.703422507,5.17326e-09,215.935,690.703422507,8.30427e-06,,100,,1,669,0.4,690.703422507,74.7384155456,nan,160643.003562,1206.33,2.64735663193,1063.78,nan,42447.3
246321.0,50000,205076.791263,1.25491,0.00320093,747.889921189,2.18112e-09,42.5038,747.889921189,8.98957e-06,6.04318e-40,100,8.43607e-35,1,618,0.4,747.889921189,80.9061488673,nan,205076.791263,1218.7,2.28308179823,446.838,nan,46136.8
357715.0,50000,213006.750962,6.27133,0.0409012,785.572787339,1.15983e-07,51099.1,785.572787339,9.44822e-06,,100,,1,588,0.4,785.572787339,85.0340136054,nan,213006.750962,1385.1,0.828271699972,27148.5,nan,66450.7
371778.0,50000,212362.201847,11.5275,0.0740311,790.860430377,2.63923e-07,387544.0,790.860430377,9.51294e-06,,100,,1,584,0.4,790.860430377,85.6164383562,nan,212362.201847,1464.67,2.87976572651,89709.1,nan,70431.9
360320.0,50000,227983.91716,8.07474,0.0538855,774.9447966,1.67922e-07,126010.0,774.9447966,9.3214e-06,,100,,1,596,0.4,774.9447966,83.8926174497,nan,227983.91716,1567.03,4.89678619541,46678.8,nan,62515.3
336876.0,50000,252845.348965,4.07671,0.0784602,819.339752031,2.50149e-07,42847.1,819.339752031,9.85028e-06,,100,,1,564,0.4,819.339752031,88.6524822695,nan,252845.348965,1511.22,5.7112767335,32472.1,nan,48258.0
297275.0,50000,203069.725726,1.82478,0.00238942,800.743240545,5.20233e-09,186.86,800.743240545,9.62835e-06,,100,,1,577,0.4,800.743240545,86.6551126516,nan,203069.725726,1375.47,0.997014613765,452.847,nan,44307.7
305454.0,50000,232848.881301,1.83,0.00383184,826.321011021,4.8698e-09,165.113,826.321011021,9.93838e-06,,100,,1,559,0.4,826.321011021,89.4454382826,nan,232848.881301,1440.49,4.86681860609,705.575,nan,34990.6
309377.0,50000,207770.955504,1.87498,0.00250315,878.178182122,6.37797e-09,200.999,878.178182122,1.05619e-05,,100,,1,526,0.4,878.178182122,95.0570342205,nan,207770.955504,1409.19,1.14067262139,444.368,nan,33092.3
359263.0,50000,273386.009587,1.68843,0.00721215,935.527280852,7.23506e-09,163.083,935.527280852,1.12461e-05,,100,,1,494,0.4,935.527280852,101.214574899,nan,273386.009587,1557.09,1.29438621451,1082.8,nan,59411.6
318298.0,50000,269663.276864,1.67386,0.00450916,890.022775395,5.48736e-09,134.178,890.022775395,1.07043e-05,,100,,1,519,0.4,890.022775395,96.3391136802,nan,269663.276864,1482.41,2.40934310923,705.107,nan,49146.0
377355.0,50000,311848.714257,3.0219,0.0576141,922.271319759,9.81714e-08,7290.63,922.271319759,1.10889e-05,,100,,1,501,0.4,922.271319759,99.8003992016,nan,311848.714257,1731.56,2.25572409289,15700.7,nan,48755.9
349900.0,50000,265812.731674,2.82966,0.0141919,910.745544046,2.88534e-08,1924.1,910.745544046,1.09577e-05,,100,,1,507,0.4,910.745544046,98.6193293886,nan,265812.731674,1565.75,2.1792998072,3664.85,nan,51688.0
341956.0,50000,256089.38104,2.21767,0.00366344,953.921174705,6.88972e-09,257.177,953.921174705,1.14784e-05,,100,,1,484,0.4,953.921174705,103.305785124,nan,256089.38104,1592.23,3.43400863511,707.791,nan,30932.7
375778.0,50000,294404.757548,3.02504,0.0319372,995.342781895,7.67417e-08,4898.63,995.342781895,1.19732e-05,,100,,1,464,0.4,995.342781895,107.75862069,nan,294404.757548,1550.89,4.01275414039,8068.97,nan,54629.6
316092.0,50000,268365.125242,1.47887,0.00270124,962.143901776,3.66884e-09,59.8985,962.143901776,1.15741e-05,1.52705e-32,100,1.95118e-27,1,480,0.4,962.143901776,104.166666667,nan,268365.125242,1461.53,1.79493380334,345.15,nan,39787.5
292962.0,50000,292587.341961,1.22792,0.00349691,980.110990261,2.3629e-09,25.6078,980.110990261,1.17952e-05,1.12046e-38,100,1.16643e-33,1,471,0.4,980.110990261,106.157112527,nan,292587.341961,1361.33,3.64834739996,364.04,nan,59071.2
430341.0,50000,373690.174872,3.34386,0.0755028,982.196330236,1.78149e-07,14256.8,982.196330236,1.18203e-05,,100,,1,470,0.4,982.196330236,106.382978723,nan,373690.174872,1683.11,2.41730031671,21359.0,nan,81071.7
433341.0,50000,331623.660938,2.92868,0.124905,1004.11895462,4.22996e-07,24873.8,1004.11895462,1.20773e-05,2.57839e-43,100,6.25603e-38,1,460,0.4,1004.11895462,108.695652174,nan,331623.660938,1477.72,2.30751909014,30288.8,nan,106509.0
401845.0,50000,348358.518186,2.00588,0.00669455,1002.20836267,1.01219e-08,280.427,1002.20836267,1.20511e-05,,100,,1,461,0.4,1002.20836267,108.459869848,nan,348358.518186,1802.91,2.13703756551,1114.29,nan,57395.8
431126.0,50000,366268.007193,2.79408,0.0193925,1084.38900794,5.48381e-08,2517.24,1084.38900794,1.30412e-05,2.95407e-36,100,6.32909e-31,1,426,0.4,1084.38900794,117.370892019,nan,366268.007193,1776.8,0.799865614717,4154.85,nan,73670.8
479811.0,50000,429075.889017,7.27563,0.0361348,1057.06346163,1.64284e-07,53807.8,1057.06346163,1.27129e-05,,100,,1,437,0.4,1057.06346163,114.416475973,nan,429075.889017,2022.51,4.11181568907,20680.0,nan,53762.6
470826.0,50000,420267.772793,2.5542,0.0359436,1095.5841848,9.92365e-08,3735.52,1095.5841848,1.31648e-05,,100,,1,422,0.4,1095.5841848,118.483412322,nan,420267.772793,1804.32,0.944296487788,6973.66,nan,90469.4
404432.0,50000,407597.261394,1.90433,0.0357236,1103.15510651,6.87952e-08,1419.11,1103.15510651,1.32591e-05,,100,,1,419,0.4,1103.15510651,119.331742243,nan,407597.261394,1769.04,6.7471512961,5130.79,nan,66858.3
420732.0,50000,404250.282578,1.66601,0.00623999,1206.88538565,8.41617e-09,111.023,1206.88538565,1.45054e-05,,100,,1,383,0.4,1206.88538565,130.548302872,nan,404250.282578,1774.63,2.32643285091,716.692,nan,57010.0
484186.0,50000,433806.64501,3.78869,0.067088,1103.19481099,1.9865e-07,16219.7,1103.19481099,1.32591e-05,,100,,1,419,0.4,1103.19481099,119.331742243,nan,433806.64501,1821.03,3.20153067268,19170.0,nan,90964.5
502776.0,50000,386918.650846,10.7695,0.047938,1212.29772849,2.71878e-07,148306.0,1212.29772849,1.45815e-05,,100,,1,381,0.4,1212.29772849,131.233595801,nan,386918.650846,1871.08,3.10563382977,35405.6,nan,63822.5
533018.0,50000,586614.317914,4.87137,0.0346114,1259.32228764,1.51723e-07,15712.0,1259.32228764,1.51378e-05,,100,,1,367,0.4,1259.32228764,136.239782016,nan,586614.317914,2186.33,4.53539326449,11138.1,nan,55558.4
463852.0,50000,523859.227537,2.02325,0.0431696,1272.28147061,9.07321e-08,1585.68,1272.28147061,1.53046e-05,,100,,1,363,0.4,1272.28147061,137.741046832,nan,523859.227537,1926.29,4.52856331652,5706.98,nan,66701.9
357862.0,50000,342388.532784,1.37972,0.00162311,1141.36569647,3.47117e-09,35.1167,1141.36569647,1.37174e-05,2.52744e-31,100,2.54215e-26,1,405,0.4,1141.36569647,123.456790123,nan,342388.532784,1653.71,1.08553532255,163.255,nan,44354.1
540314.0,50000,473838.632016,11.5518,0.107178,1190.43805666,6.32805e-07,411884.0,1190.43805666,1.43184e-05,,100,,1,388,0.4,1190.43805666,128.865979381,nan,473838.632016,1972.11,3.8956217789,86468.8,nan,68380.7
384548.0,50000,392026.474239,1.56201,0.0037592,1148.73972722,6.60992e-09,84.4427,1148.73972722,1.38198e-05,,100,,1,402,0.4,1148.73972722,124.378109453,nan,392026.474239,1803.66,2.42280116561,424.892,nan,52849.0
639037.0,50000,584017.361442,14.3979,0.0301304,1269.61584965,1.5249e-07,135703.0,1269.61584965,1.52625e-05,,100,,1,364,0.4,1269.61584965,137.362637363,nan,584017.361442,2487.35,3.42131246036,28423.6,nan,58122.5
623171.0,50000,528434.088949,77.741,0.0406139,1181.88187441,2.77201e-07,8.29838e+06,1181.88187441,1.42086e-05,,100,,1,391,0.4,1181.88187441,127.877237852,nan,528434.088949,2516.33,1.49939965105,222215.0,nan,62203.8
468914.0,50000,445980.02927,2.72552,0.0175464,1232.60123362,3.95998e-08,1340.29,1232.60123362,1.48148e-05,,100,,1,375,0.4,1232.60123362,133.333333333,nan,445980.02927,1880.89,2.77379895807,3228.06,nan,64093.9
612371.0,50000,670549.156888,24.3589,0.0565688,1322.05683904,4.54532e-07,1.07044e+06,1322.05683904,1.5873e-05,,100,,1,350,0.4,1322.05683904,142.857142857,nan,670549.156888,2505.82,1.91002020362,86811.2,nan,55024.8
401354.0,50000,397368.131105,1.73459,0.00477121,1222.54363952,6.86431e-09,95.6131,1222.54363952,1.46972e-05,2.6511e-31,100,3.12886e-26,1,378,0.4,1222.54363952,132.275132275,nan,397368.131105,1835.03,2.30919610576,563.105,nan,42190.5
411373.0,50000,457849.840015,1.56585,0.00533503,1178.62791868,7.0915e-09,86.5678,1178.62791868,1.41723e-05,2.10889e-32,100,2.33004e-27,1,392,0.4,1178.62791868,127.551020408,nan,457849.840015,1827.25,2.63257243572,589.449,nan,60840.5
369726.0,50000,349288.913482,1.39934,0.00153426,1245.39114784,3.54723e-09,30.9761,1245.39114784,1.49745e-05,6.59171e-42,100,6.16024e-37,1,371,0.4,1245.39114784,134.770889488,nan,349288.913482,1750.04,1.75244139777,143.373,nan,27337.9
526709.0,50000,532341.516847,3.33579,0.0190093,1335.64770547,6.93549e-08,2993.45,1335.64770547,1.60565e-05,,100,,1,346,0.4,1335.64770547,144.50867052,nan,532341.516847,2189.43,3.67405863337,3949.25,nan,65631.9
446295.0,50000,494909.512727,2.03841,0.00428922,1262.42490633,8.97211e-09,161.802,1262.42490633,1.51791e-05,7.51781e-32,100,1.00957e-26,1,366,0.4,1262.42490633,136.612021858,nan,494909.512727,1983.66,2.16839923252,576.001,nan,47589.4
631681.0,50000,682832.352779,17.9273,0.0385459,1359.70169897,2.31774e-07,278995.0,1359.70169897,1.63399e-05,,100,,1,340,0.4,1359.70169897,147.058823529,nan,682832.352779,2664.96,1.96998750194,42290.6,nan,56420.0
384035.0,50000,415123.683123,1.34717,0.00221977,1225.99621218,4.4505e-09,37.1949,1225.99621218,1.47362e-05,2.96687e-25,100,2.71229e-20,1,377,0.4,1225.99621218,132.625994695,nan,415123.683123,1810.93,1.49799235164,202.929,nan,47264.6
601032.0,50000,539250.684331,114.765,0.105678,1315.60114056,1.2119e-06,6.37153e+07,1315.60114056,1.58278e-05,1.44053e-42,100,1.04438e-35,1,351,0.4,1315.60114056,142.45014245,nan,539250.684331,2278.14,2.33127588527,766255.0,nan,58073.5
552404.0,50000,653715.948904,10.7362,0.0802806,1356.94735584,4.33375e-07,188201.0,1356.94735584,1.6292e-05,,100,,1,341,0.4,1356.94735584,146.627565982,nan,653715.948904,2637.28,3.53511509233,52904.1,nan,52403.7
497160.0,50000,560861.718538,1.81678,0.00638049,1427.06284755,1.17592e-08,132.014,1427.06284755,1.71468e-05,3.37713e-43,100,3.58156e-38,1,324,0.4,1427.06284755,154.320987654,nan,560861.718538,2261.88,3.49746860206,676.044,nan,55832.2
556277.0,50000,805926.818328,2.27064,0.00451014,1628.48563446,1.15111e-08,155.094,1628.48563446,1.95618e-05,6.05319e-41,100,7.02618e-36,1,284,0.4,1628.48563446,176.056338028,nan,805926.818328,2568.61,3.25210283366,523.516,nan,39225.6
576309.0,50000,811272.522892,3.3087,0.0109878,1457.27334179,2.57366e-08,917.335,1457.27334179,1.75254e-05,4.82607e-42,100,9.11105e-37,1,317,0.4,1457.27334179,157.728706625,nan,811272.522892,2680.94,6.84182296875,2074.43,nan,47213.5
548600.0,50000,690035.040771,3.40718,0.0281786,1448.86020022,7.98607e-08,3056.67,1448.86020022,1.74155e-05,,100,,1,319,0.4,1448.86020022,156.739811912,nan,690035.040771,2475.44,5.03142511141,5512.85,nan,52023.9
567858.0,50000,857782.174688,2.47023,0.00326696,1496.73582649,1.19439e-08,225.466,1496.73582649,1.79791e-05,1.04729e-36,100,1.43891e-31,1,309,0.4,1496.73582649,161.812297735,nan,857782.174688,2599.11,1.91655056883,448.861,nan,43862.0
495341.0,50000,674864.995994,1.80585,0.0021096,1471.95394184,7.1668e-09,74.6611,1471.95394184,1.76929e-05,1.68462e-31,100,1.71943e-26,1,314,0.4,1471.95394184,159.23566879,nan,674864.995994,2338.3,1.38754896195,215.32,nan,45978.1
601958.0,50000,820591.055029,4.1709,0.00847103,1562.58207867,3.45432e-08,1705.89,1562.58207867,1.87688e-05,,100,,1,296,0.4,1562.58207867,168.918918919,nan,820591.055029,2783.14,1.95469810353,1882.48,nan,47694.3
