Inner Iteration,MinIW,MeanIW,ESSRenyiArithmetic,EpRewMean,EmpiricalD2Arithmetic,ESSRenyiHarmonic,InitialReturnMin,Iteration,MeanD2-0,EpLenMean,ReturnMeanIW,TimeElapsed,InitialReturnMax,MinTargetPdf,StdIW,DivergenceHarmonic,EpisodesSoFar,EmpiricalD2Harmonic,MeanEntropy,MinBehavPdf,EpThisIter,TimestepsSoFar,ReturnStepMaxmin,ReturnStepMax,InitialReturnStd,InitialBound,Bound,InitialReturnMean,MaxIW
1,0.36585578,1.0536778,100.0,94.04489318246726,1.0,100.0,,2,1.0,10.41,9985.184,223.31649518013,279.86395,-39.723568,0.3931096,1.5167147,1100,1.0,1.4088701,-39.723568,100,9021,9.999999,9.999999,65.31513,-13897.693,-10954.64,94.04489,2.3148744
2,0.067308344,1.0604908,88.468185,88.44328200777124,1.1303499,88.468185,,2,1.1303499,9.85,7308.2363,253.23224902153015,369.75574,-49.769844,0.50907,1.9945513,1200,1.1303499,1.4088701,-49.103992,100,10006,9.999998,9.999998,80.38764,-10459.427,-9248.831,88.44328,2.7082937
3,0.12049282,1.0694516,92.66193,81.15134657510424,1.0791919,92.66193,9.980129,2,1.0791919,9.12,6260.163,279.80296516418457,329.77228,-41.601814,0.4750749,1.6533601,1300,1.0791919,1.4088701,-40.752068,100,10918,9.999957,9.999957,66.346794,-8001.6006,-7665.545,81.151344,2.5674498
4,0.1286589,1.0802205,93.342766,87.35065273984992,1.0713203,93.342766,,2,1.0713203,9.74,7328.223,304.2183129787445,289.8954,-45.95703,0.54375935,1.7875844,1400,1.0713203,1.4088701,-45.576637,100,11892,9.999995,9.999995,69.01838,-8681.151,-8457.494,87.350655,3.4429743
5,0.14394501,1.0547444,90.30391,79.8490649501478,1.1073718,90.30391,,2,1.1073718,8.99,6065.0776,326.0649127960205,319.70132,-42.218536,0.5138921,1.900309,1500,1.1073718,1.4088701,-41.365456,100,12791,9.999984,9.999984,65.49284,-7880.4595,-7481.1436,79.84907,2.5185833
6,0.15742466,1.0754107,92.26769,78.64981367475161,1.0838029,92.26769,,2,1.0838029,8.87,6783.4775,350.13245677948,309.84918,-43.21449,0.45163307,1.5356647,1600,1.0838029,1.4088701,-42.44161,100,13678,9.999991,9.999991,64.385956,-8564.063,-7979.2026,78.64981,2.4219036
7,0.06765742,1.1181502,94.56475,71.75541892481203,1.0574765,94.56475,,2,1.0574765,8.18,5989.2505,374.43956112861633,329.92145,-59.81051,0.41960374,1.3742273,1700,1.0574765,1.4088701,-58.516266,100,14496,9.999993,9.999993,63.09743,-7588.0244,-7271.6777,71.755424,2.2508543
8,0.26835388,1.0671258,94.49984,70.05442943754501,1.0582029,94.49984,,2,1.0582029,8.01,6012.331,392.5026550292969,209.90016,-31.689028,0.3811937,1.3137637,1800,1.0582029,1.4088701,-31.137886,100,15297,9.999981,9.999981,47.510426,-6689.701,-6519.8667,70.05443,2.2139852
9,0.17317571,1.1147815,95.71889,75.15455612646028,1.0447259,95.71889,,2,1.0447259,8.52,6707.5063,412.700159072876,239.87698,-36.93937,0.5000137,1.6981747,1900,1.0447259,1.4088701,-36.245945,100,16149,9.999997,9.999997,58.257244,-7947.471,-7461.1235,75.15456,3.2643998
10,0.38176438,1.0677943,93.10929,66.15446864130222,1.0740067,93.10929,,2,1.0740067,7.62,5357.0054,435.735310792923,219.91965,-30.25,0.38899148,1.2820184,2000,1.0740067,1.4088701,-29.96857,100,16911,9.999996,9.999996,42.234924,-6539.728,-5907.379,66.154465,2.8334482
1,0.35885888,1.1055092,100.0,77.55046934123615,1.0,100.0,,3,1.0,8.76,7565.181,462.55635833740234,299.91013,-46.032333,0.48414838,1.4914833,2100,1.0,1.415638,-46.032333,100,17787,9.999984,9.999984,63.90736,-11002.219,-8669.193,77.55047,4.06033
2,0.2542973,1.0743935,88.00174,80.84725563251227,1.1363412,88.00174,9.981094,3,1.1363412,9.09,7380.3228,489.20976305007935,309.78754,-43.737183,0.54775584,1.6870108,2200,1.1363412,1.415638,-43.218487,100,18696,9.999997,9.999997,60.68187,-9284.182,-8633.087,80.84726,3.234554
3,0.10147828,0.99942535,93.22337,100.14162149992245,1.0726924,93.22337,9.979072,3,1.0726924,11.02,9277.11,510.1042170524597,449.79553,-62.834976,0.45923015,1.7230772,2300,1.0726924,1.415638,-61.89845,100,19798,9.999996,9.999996,88.18248,-12677.506,-11946.211,100.141624,2.3082323
4,0.10972167,1.069063,91.63157,87.43959015510556,1.091327,91.63157,,3,1.091327,9.75,7487.381,536.8280775547028,319.85666,-50.530396,0.55197895,1.95633,2400,1.091327,1.415638,-48.849815,100,20773,9.999985,9.999985,72.38527,-9389.358,-8925.564,87.43959,3.3148866
5,0.1947379,1.1122929,89.62089,90.94264280117349,1.1158113,89.62089,,3,1.1158113,10.1,8490.3955,561.2122547626495,359.91455,-53.492104,0.53910005,1.6335677,2500,1.1158113,1.415638,-52.77994,100,21783,10.0,10.0,73.49666,-10609.758,-10154.382,90.94265,2.631061
6,0.10277088,0.9985693,93.980835,99.43784580042319,1.0640467,93.980835,9.980409,3,1.0640467,10.95,8181.2603,582.1803696155548,379.9074,-55.524742,0.5154064,2.0355196,2600,1.0640467,1.415638,-54.77533,100,22878,9.999991,9.999991,79.55772,-10787.815,-10250.809,99.43784,2.2796488
7,0.13557504,1.07026,88.05233,92.043021138965,1.1356883,88.05233,,3,1.1356883,10.21,7264.225,602.3068423271179,299.86517,-45.798046,0.684517,2.031321,2700,1.1356883,1.415638,-44.565987,100,23899,9.999987,9.999987,67.64403,-8831.841,-8552.248,92.043015,3.8933504
8,0.17097414,1.0467064,91.507904,95.73969395294836,1.0928018,91.507904,,3,1.0928018,10.58,8638.087,623.4337482452393,419.8861,-61.177593,0.53907657,1.7048079,2800,1.0928018,1.415638,-60.416164,100,24957,9.999995,9.999995,77.7257,-11764.441,-10951.659,95.7397,4.2638984
9,0.25447294,1.0046532,91.4595,96.74015886193553,1.0933801,91.4595,,3,1.0933801,10.68,9709.327,646.7044649124146,549.77136,-78.097916,0.42003912,1.4752308,2900,1.0933801,1.415638,-77.48236,100,26025,10.0,10.0,76.98296,-14674.333,-13398.904,96.74016,2.2038438
10,0.080742136,1.0168461,95.32199,93.34092008250941,1.0490758,95.32199,9.97941,3,1.0490758,10.34,8202.968,673.4123828411102,439.82092,-64.076004,0.43808004,1.6657608,3000,1.0490758,1.415638,-63.150627,100,27059,9.999992,9.999992,88.32175,-11498.576,-10712.197,93.34092,2.4891078
1,0.37857386,1.0917444,100.0,89.24499376037879,1.0,100.0,,4,1.0,9.93,10361.791,695.9288146495819,349.89536,-50.66324,0.37206933,1.4747387,3100,1.0,1.4055612,-50.66324,100,28052,9.999989,9.999989,74.010666,-14672.682,-11856.017,89.24499,2.0467014
2,0.107505925,1.0660722,87.71205,109.73095587544036,1.1400942,87.71205,,4,1.1400942,11.98,10812.898,724.1521112918854,549.74426,-68.1971,0.64710164,1.6117957,3200,1.1400942,1.4055612,-66.738266,100,29250,9.999989,9.999989,94.830475,-16746.459,-14669.092,109.73096,4.564864
3,0.18172768,1.0706218,95.23434,119.93357687175829,1.0500414,95.23434,,4,1.0500414,13.0,14395.374,750.7457616329193,489.76312,-68.35992,0.5755858,1.6248872,3300,1.0500414,1.4055612,-67.83645,100,30550,9.999998,9.999998,97.40094,-17793.148,-17468.4,119.933586,3.8228774
4,0.14493458,1.063583,92.5064,98.33283947328314,1.0810063,92.5064,,4,1.0810063,10.84,9478.854,772.6828587055206,359.7743,-56.405205,0.47570598,1.8278053,3400,1.0810063,1.4055612,-55.711227,100,31634,9.999996,9.999996,80.790405,-11572.535,-11237.617,98.33283,2.4558146
5,0.093546815,1.1037344,90.567924,106.13433482539591,1.1041436,90.567924,,4,1.1041436,11.62,10351.329,796.1345336437225,509.7918,-74.86682,0.5117205,1.6926509,3500,1.1041436,1.4055612,-73.59715,100,32796,9.999998,9.999998,96.37063,-13990.789,-13749.552,106.13434,3.082256
6,0.14091553,1.0150908,94.46486,103.4377430395038,1.0585947,94.46486,,4,1.0585947,11.35,10262.192,816.7881371974945,479.73993,-63.184956,0.4251975,1.7539022,3600,1.0585947,1.4055612,-62.3456,100,33931,9.999998,9.999998,89.73139,-13699.721,-13325.544,103.43774,2.38067
7,0.06514298,1.0255338,91.64942,105.93831724376813,1.0911144,91.64942,,4,1.0911144,11.6,10607.763,839.0920283794403,479.85098,-68.6136,0.47621512,1.7941171,3700,1.0911144,1.4055612,-67.24124,100,35091,9.999994,9.999994,88.52371,-13979.249,-13707.469,105.938324,2.7053921
8,0.11922539,0.9933765,91.753044,121.93038727968367,1.0898821,91.753044,9.980595,4,1.0898821,13.2,12055.654,860.3433244228363,439.83002,-57.91359,0.56027293,2.006916,3800,1.0898821,1.4055612,-56.920162,100,36411,9.999999,9.999999,95.83595,-14987.711,-14809.989,121.93038,3.6632135
9,0.1995363,1.0396545,90.81235,106.73564300142478,1.1011719,90.81235,,4,1.1011719,11.68,10435.112,881.6043629646301,359.89078,-52.442772,0.53389996,2.2530663,3900,1.1011719,1.4055612,-51.993576,100,37579,10.0,10.0,78.16827,-12842.686,-12389.051,106.735634,2.814
10,0.030276278,1.0940262,87.98053,107.13905809346954,1.1366152,87.98053,,4,1.1366152,11.72,11498.432,904.3603708744049,699.82733,-104.54432,0.5218891,1.3661132,4000,1.1366152,1.4055612,-102.06436,100,38751,9.999993,9.999993,96.00139,-19831.87,-17251.605,107.13906,2.6611638
1,0.36978167,1.0509212,100.0,106.4377819906859,1.0,100.0,9.9829445,5,1.0,11.65,15069.095,924.8294358253479,379.90677,-52.742516,0.24430248,1.274406,4100,1.0,1.4069369,-52.742516,100,39916,9.999995,9.999995,81.9841,-19500.96,-16706.629,106.43778,1.8345375
2,0.22543675,1.1424611,92.643486,100.74176158804798,1.0794067,92.643486,,5,1.0794067,11.08,10490.532,951.6425576210022,459.86182,-65.36915,0.67659175,1.7009075,4200,1.0794067,1.4069369,-64.648254,100,41024,9.9999895,9.9999895,83.15207,-13891.409,-13262.432,100.74177,5.771872
3,0.09577764,1.0661442,90.498344,125.42839524290392,1.1049926,90.498344,,5,1.1049926,13.55,13569.191,973.6581213474274,449.86542,-62.11486,0.6152421,2.0744927,4300,1.1049926,1.4069369,-61.099113,100,42379,9.999999,9.999999,104.30749,-16736.516,-16498.76,125.4284,2.6989496
4,0.11339046,1.0511867,89.12489,123.1291025792297,1.122021,89.12489,,5,1.122021,13.32,13177.568,992.3775172233582,389.89087,-53.445427,0.5406002,2.1667478,4400,1.122021,1.4069369,-52.736107,100,43711,9.999979,9.999979,85.94707,-15921.271,-15426.481,123.129105,3.0645587
5,0.15766986,1.1304574,89.652374,127.829335812975,1.1154194,89.652374,,5,1.1154194,13.79,15125.086,1017.0345091819763,449.89258,-59.461975,0.63030374,1.9548122,4500,1.1154194,1.4069369,-58.50765,100,45090,9.999976,9.999976,95.431015,-18796.514,-17969.236,127.82934,3.474024
6,0.16030316,1.082436,90.673096,113.03153475816762,1.102863,90.673096,9.979912,5,1.102863,12.31,12040.626,1040.2908091545105,409.76117,-68.034195,0.5453527,1.951927,4600,1.102863,1.4069369,-66.97956,100,46321,9.999999,9.999999,90.05978,-16172.586,-14398.257,113.03153,3.0594194
7,0.14746766,0.94988936,88.10717,128.8265063233415,1.1349814,88.10717,,5,1.1349814,13.89,13975.753,1062.7603390216827,399.84613,-53.24557,0.5429744,2.155342,4700,1.1349814,1.4069369,-52.33685,100,47710,10.0,10.0,86.819496,-17224.49,-16334.744,128.8265,3.3435822
8,0.22719622,1.1293306,89.93462,112.43195630736669,1.1119188,89.93462,9.982875,5,1.1119188,12.25,13245.771,1086.1563131809235,399.8637,-62.779613,0.5767188,1.8998325,4800,1.1119188,1.4069369,-63.132805,100,48935,9.999999,9.999999,84.05937,-18961.074,-15460.722,112.43195,2.9014604
9,0.083893225,1.0896444,89.19467,134.324524071459,1.1211432,89.19467,9.984544,5,1.1211432,14.44,15266.869,1111.7683556079865,519.78076,-69.51671,0.57325476,2.0065887,4900,1.1211432,1.4069369,-68.27799,100,50379,10.0,10.0,108.0918,-20446.21,-19113.246,134.32452,2.7595038
10,0.20168129,1.0385729,91.31396,128.51950042394134,1.0951228,91.31396,,5,1.0951228,13.86,14021.088,1135.355237007141,469.7222,-62.60475,0.61796206,2.0684676,5000,1.0951228,1.4069369,-61.851364,100,51765,10.0,10.0,88.90324,-17817.496,-17210.34,128.51949,3.5866747
1,0.23612057,1.0757266,100.0,109.33006820788474,1.0,100.0,9.983201,6,1.0,11.94,15515.4,1157.7162137031555,449.79926,-57.58985,0.3010005,1.4274669,5100,1.0,1.390425,-57.58985,100,52959,9.999996,9.999996,89.227806,-21948.055,-17944.822,109.33007,2.1089478
2,0.19713114,1.0613648,87.46827,145.12192375093898,1.1432717,87.46827,9.979126,6,1.1432717,15.52,22094.256,1184.8245913982391,609.7428,-91.757675,0.543925,1.724776,5200,1.1432717,1.390425,-91.20766,100,54511,9.999997,9.999997,119.69675,-31211.775,-27001.55,145.12192,3.5673532
3,0.16838123,1.0416905,93.94801,138.0217630142811,1.0644184,93.94801,9.979913,6,1.0644184,14.81,18718.037,1212.8796441555023,389.85455,-60.673637,0.4686739,2.0648375,5300,1.0644184,1.390425,-59.77789,100,55992,10.0,10.0,101.45262,-22361.896,-20913.018,138.02176,2.801618
4,0.061135504,0.98865324,85.51557,157.00676274766948,1.1693777,85.51557,9.980106,6,1.1693777,16.71,19616.463,1236.723919391632,809.57715,-100.17417,0.48591572,1.7638217,5400,1.1693777,1.390425,-98.51146,100,57663,10.0,10.0,130.15201,-31874.088,-28364.814,157.00677,2.2627172
5,0.124293014,1.1112463,95.08539,149.11405978925177,1.0516863,95.08539,,6,1.0516863,15.92,23580.996,1264.1007087230682,589.8108,-88.74269,0.50813794,1.695014,5500,1.0516863,1.390425,-88.20427,100,59255,9.999991,9.999991,118.7516,-29467.0,-28132.914,149.11406,2.6274576
6,0.12673287,1.0640532,91.08282,149.81530806925687,1.0979019,91.08282,,6,1.0979019,15.99,20274.209,1289.2477579116821,519.7963,-76.97426,0.5371538,2.1278348,5600,1.0979019,1.390425,-76.397255,100,60854,9.999996,9.999996,123.588806,-25121.861,-24235.326,149.8153,2.4886472
7,0.26406345,1.1062101,90.41015,119.52867252127479,1.1060705,90.41015,9.979536,6,1.1060705,12.96,15839.003,1311.2273063659668,409.84912,-55.841698,0.46885648,1.6220831,5700,1.1060705,1.390425,-55.428543,100,62150,9.999998,9.999998,84.224594,-18491.73,-17989.145,119.52867,2.5712576
8,0.14326353,1.1684421,92.786354,140.01145022434616,1.0777447,92.786354,,6,1.0777447,15.01,20100.71,1332.9669616222382,599.58044,-85.90378,0.6203201,1.6385442,5800,1.0777447,1.390425,-85.009705,100,63651,9.999995,9.999995,120.403564,-25194.906,-24725.654,140.01144,4.0733304
9,0.16980158,1.0019284,92.83719,149.11600915039637,1.0771545,92.83719,,6,1.0771545,15.92,19235.209,1353.575739622116,429.85406,-61.679733,0.49906114,2.0400627,5900,1.0771545,1.390425,-61.24798,100,65243,9.999995,9.999995,102.20747,-22849.217,-21887.652,149.11601,2.7624369
10,0.1292078,1.0468239,86.942635,175.10747390675638,1.1501837,86.942635,9.980409,6,1.1501837,18.52,23711.008,1379.0500950813293,519.6831,-75.18539,0.6373592,2.423317,6000,1.1501837,1.390425,-75.243164,100,67095,9.999988,9.999988,130.20567,-29922.578,-27936.377,175.1075,2.996116
1,0.32205966,1.0554769,100.0,150.01470136470235,1.0,100.0,,7,1.0,16.01,29365.572,1401.9763667583466,449.68698,-65.55577,0.3076069,1.4428563,6100,1.0,1.3798684,-65.55577,100,68696,9.999999,9.999999,113.36907,-37389.33,-31806.836,150.01471,1.976919
2,0.18824597,1.0968536,89.81316,152.11153702775633,1.1134225,89.81316,9.981065,7,1.1134225,16.22,24456.295,1428.9482507705688,589.6652,-87.08731,0.51795214,1.6669804,6200,1.1134225,1.3798684,-86.61821,100,70318,9.999996,9.999996,121.582596,-33408.598,-28968.188,152.11153,2.9569938
3,0.12296498,1.0616903,93.26065,162.814444958202,1.0722636,93.26065,9.981719,7,1.0722636,17.29,24043.344,1457.5050122737885,569.67804,-88.20865,0.5432237,2.0231533,6300,1.0722636,1.3798684,-86.987495,100,72047,10.0,10.0,131.01619,-30753.234,-28682.68,162.81444,2.530771
4,0.15092674,1.0650055,87.86331,169.69901573626277,1.1381315,87.86331,,7,1.1381315,17.98,24353.238,1482.5527086257935,659.6787,-89.00403,0.7249804,1.9479185,6400,1.1381315,1.3798684,-87.75123,100,73845,9.999998,9.999998,118.68222,-32735.678,-30457.494,169.69902,4.1580133
5,0.19551052,1.1240814,92.70499,153.31425628557005,1.0786906,92.70499,,7,1.0786906,16.34,23164.77,1510.0307548046112,449.67456,-63.62114,0.6761518,2.2736208,6500,1.0786906,1.3798684,-63.196793,100,75479,9.999997,9.999997,120.99345,-28179.152,-26229.117,153.31425,4.1973124
6,0.10991271,1.0532489,85.10361,179.6014706848552,1.1750383,85.10361,,7,1.1750383,18.97,28120.777,1533.7119870185852,599.8463,-76.69249,0.57606226,2.1837246,6600,1.1750383,1.3798684,-75.81142,100,77376,9.999993,9.999993,141.98293,-36216.57,-33464.715,179.60147,2.4327328
7,0.21277587,1.0964208,92.43801,153.1143243471128,1.0818061,92.43801,,7,1.0818061,16.32,23243.008,1556.3767848014832,629.63525,-82.74531,0.5274462,1.8643132,6700,1.0818061,1.3798684,-82.03326,100,79008,9.999997,9.999997,125.32847,-30284.46,-28683.271,153.11433,3.5212357
8,0.16964619,0.98985463,89.59925,173.90089267082007,1.1160808,89.59925,9.980158,7,1.1160808,18.4,25394.258,1578.3364522457123,599.76733,-78.914856,0.5367608,2.0676887,6800,1.1160808,1.3798684,-78.58356,100,80848,9.999983,9.999983,119.88242,-31559.914,-30592.908,173.9009,2.5251274
9,0.12028891,1.074029,89.61528,175.70825177148868,1.1158811,89.61528,,7,1.1158811,18.58,26776.17,1603.4232063293457,799.6198,-110.02731,0.5777887,1.7210205,6900,1.1158811,1.3798684,-108.906784,100,82706,9.999995,9.999995,142.90234,-36751.22,-35206.46,175.70824,3.1459332
10,0.12174398,1.1271646,92.74471,171.50132942110318,1.0782286,92.74471,,7,1.0782286,18.16,31212.432,1627.6338412761688,569.8522,-87.37352,0.56365657,1.7103009,7000,1.0782286,1.3798684,-86.60345,100,84522,9.999997,9.999997,127.097435,-36628.285,-35480.617,171.50133,2.8238986
1,0.44828665,1.1309556,100.0,147.8245226842495,1.0,100.0,,8,1.0,15.79,31291.408,1651.8680527210236,669.79407,-89.29945,0.30254364,1.3226765,7100,1.0,1.3629903,-89.29945,100,86101,9.999996,9.999996,136.53142,-45001.758,-36476.92,147.82452,2.1790576
2,0.18227756,1.0901316,91.079315,176.60552370769645,1.0979441,91.079315,,8,1.0979441,18.67,29174.219,1682.7355859279633,509.80652,-68.047935,0.5356413,1.9541572,7200,1.0979441,1.3629903,-67.88561,100,87968,9.999999,9.999999,126.01579,-34409.87,-32825.73,176.60555,2.381933
3,0.209589,0.98480034,88.08859,197.89109206580417,1.1352208,88.08859,,8,1.1352208,20.8,39186.08,1707.9119045734406,719.6727,-93.5709,0.45981696,1.9191521,7300,1.1352208,1.3629903,-92.87172,100,90048,9.999999,9.999999,141.58916,-51182.695,-46397.273,197.8911,2.305445
4,0.18589535,1.0447922,92.385544,188.70432594113257,1.0824205,92.385544,,8,1.0824205,19.88,34627.3,1737.902765750885,749.7078,-97.44355,0.45518896,1.8536441,7400,1.0824205,1.3629903,-96.88426,100,92036,10.0,10.0,147.71854,-44260.11,-42318.246,188.70433,2.191119
5,0.18145336,1.0216986,89.68167,228.47857319361157,1.1150551,89.68167,,8,1.1150551,23.86,44452.39,1764.607424736023,559.8098,-74.08056,0.618965,2.336558,7500,1.1150551,1.3629903,-73.29556,100,94422,9.999998,9.999998,141.1482,-49693.695,-49266.9,228.47859,2.3980978
6,0.12477186,1.0761777,88.86066,187.39415886687183,1.1253574,88.86066,,8,1.1253574,19.75,32115.121,1787.2796177864075,649.62695,-83.6717,0.54415673,2.396496,7600,1.1253574,1.3629903,-83.046814,100,96397,9.999999,9.999999,148.32309,-41113.16,-38681.09,187.39417,2.5101666
7,0.088859394,0.9823812,86.479805,224.07979410210316,1.1563393,86.479805,9.980244,8,1.1563393,23.42,45160.934,1815.264065504074,589.72095,-76.46176,0.47889218,2.2651157,7700,1.1563393,1.3629903,-75.93526,100,98739,9.999997,9.999997,141.27887,-53024.6,-50421.355,224.0798,2.57321
8,0.15975131,1.0780349,90.97982,204.2935120325014,1.0991448,90.97982,,8,1.0991448,21.44,37543.105,1842.3228855133057,679.69543,-94.49067,0.6681156,2.006005,7800,1.0991448,1.3629903,-94.0271,100,100883,9.999995,9.999995,152.3519,-47217.203,-44119.336,204.29352,3.4806368
9,0.15634145,1.0934559,90.39199,192.8936473957744,1.1062927,90.39199,,8,1.1062927,20.3,35351.95,1869.3722167015076,529.85425,-75.88818,0.7546388,2.0165277,7900,1.1062927,1.3629903,-75.028854,100,102913,9.999999,9.999999,131.87051,-41622.203,-39358.746,192.89365,6.020164
10,0.091404915,1.0344949,89.425735,215.19463952351865,1.1182463,89.425735,,8,1.1182463,22.53,42078.582,1894.1121163368225,789.6253,-98.83765,0.51113576,1.7953725,8000,1.1182463,1.3629903,-98.09686,100,105166,9.999997,9.999997,160.30977,-52487.44,-50475.15,215.19464,2.7556484
1,0.5234808,1.0396802,100.0,201.5907727739928,1.0,100.0,19.96595,9,1.0,21.17,48984.47,1920.1785156726837,569.7567,-79.34552,0.24545722,1.2405127,8100,1.0,1.3463588,-79.34552,100,107283,9.999999,9.999999,121.1553,-58580.023,-52618.277,201.59076,1.8683314
2,0.31090787,1.0668756,92.30244,226.979845121958,1.083395,92.30244,,9,1.083395,23.71,58972.11,1948.6480057239532,699.5496,-102.209335,0.49653888,1.7165589,8200,1.083395,1.3463588,-102.636215,100,109654,9.999991,9.999991,158.18736,-73431.47,-65416.008,226.97984,3.295338
3,0.23043449,1.0634749,92.2002,221.98845882372711,1.0845963,92.2002,,9,1.0845963,23.21,50726.168,1980.6285154819489,659.7873,-82.39722,0.4933479,1.742575,8300,1.0845963,1.3463588,-81.67454,100,111975,9.999999,9.999999,147.65381,-58182.777,-56501.62,221.98846,2.8825018
4,0.2776137,1.0443283,92.24372,224.5811536819379,1.0840846,92.24372,,9,1.0840846,23.47,50350.355,2006.3614575862885,679.74774,-92.522446,0.5473704,1.794636,8400,1.0840846,1.3463588,-91.92888,100,114322,10.0,10.0,154.82245,-59020.59,-56571.44,224.58115,2.7459002
5,0.27877256,1.1504757,92.087654,189.19977602853484,1.0859219,92.087654,,9,1.0859219,19.93,42975.54,2033.8404018878937,539.7329,-67.08704,0.5064629,1.4599283,8500,1.0859219,1.3463588,-66.44867,100,116315,9.999996,9.999996,140.41788,-49044.16,-46513.117,189.19978,2.7209065
6,0.19714919,0.95594406,93.63099,237.1751916873939,1.0680225,93.63099,,9,1.0680225,24.73,54580.363,2061.52419757843,829.574,-122.07495,0.4181013,1.7835286,8600,1.0680225,1.3463588,-122.21263,100,118788,9.999998,9.999998,163.92862,-69979.53,-63817.4,237.1752,2.2810383
7,0.20996672,1.1089978,90.552284,226.58617740666236,1.1043344,90.552284,9.980365,9,1.1043344,23.67,52173.676,2088.8897144794464,659.7102,-82.342804,0.5761526,2.0067475,8700,1.1043344,1.3463588,-81.78126,100,121155,9.999999,9.999999,151.98326,-65080.984,-58370.016,226.58617,2.7080302
8,0.13308674,1.041867,88.7408,240.17204324948545,1.1268774,88.7408,,9,1.1268774,25.03,51355.383,2119.74307847023,809.6773,-108.7329,0.55215305,1.9130064,8800,1.1268774,1.3463588,-107.994995,100,123658,9.999995,9.999995,165.07552,-62971.375,-60468.45,240.17203,2.687064
9,0.23377419,0.9870598,92.36864,219.2781173585874,1.0826186,92.36864,,9,1.0826186,22.94,45193.035,2147.9560947418213,609.8062,-84.41432,0.46942183,1.9164456,8900,1.0826186,1.3463588,-83.79306,100,125952,9.999991,9.999991,143.19586,-51982.312,-50366.89,219.27812,2.4055603
