ESSRenyiHarmonic,Bound,TimeElapsed,Inner Iteration,EmpiricalD2Harmonic,MinTargetPdf,InitialReturnMax,EpLenMean,EpRewMean,MinIW,MinBehavPdf,ReturnStepMax,StdIW,EpisodesSoFar,InitialReturnMin,EpThisIter,ReturnMeanIW,ReturnStepMaxmin,EmpiricalD2Arithmetic,Iteration,DivergenceHarmonic,InitialBound,TimestepsSoFar,ESSRenyiArithmetic,InitialReturnStd,MeanEntropy,MaxIW,InitialReturnMean,MeanIW,MeanD2-0
100.0,-7228.575,351.7215051651001,1,1.0,-38.176666,269.81238,8.07,70.65592141728035,0.49996638,-38.176666,9.999995,0.23974052,1100,,100,6419.523,9.999995,1.0,3,1.2227588,-8052.3726,8463,100.0,48.254105,1.3920863,1.845519,70.655914,1.0502348,1.0
93.92664,-7663.736,407.7018208503723,2,1.0646607,-43.63222,289.80423,8.62,76.15019855034785,0.27472293,-42.997894,9.999999,0.379386,1200,,100,6649.9683,9.999999,1.0646607,3,1.4424247,-8082.958,9325,93.92664,59.63626,1.3920863,2.3109922,76.1502,1.0402822,1.0646607
94.92173,-7561.0566,461.5118758678436,3,1.0534996,-42.688427,359.8391,8.65,76.4505034809869,0.14196332,-41.77993,9.999985,0.4289379,1300,,100,5969.041,9.999985,1.0534996,3,1.4965677,-7634.6475,10190,94.92173,60.015255,1.3920863,2.4022703,76.4505,1.0237755,1.0534996
93.85288,-7576.2236,499.43937039375305,4,1.0654974,-48.062866,309.7937,8.95,79.44852139456019,0.29551488,-47.761642,9.999991,0.49266234,1400,,100,6315.6865,9.999991,1.0654974,3,1.7078754,-7943.0156,11085,93.85288,57.318375,1.3920863,2.7337162,79.44852,1.0563041,1.0654974
90.792305,-8369.892,543.2735357284546,5,1.1014149,-39.22709,309.86847,10.27,92.64075571061635,0.1112915,-38.68571,9.999998,0.595863,1500,,100,6989.713,9.999998,1.1014149,3,2.0454853,-8531.322,12112,90.792305,68.79959,1.3920863,2.7108467,92.640755,0.97586024,1.1014149
100.0,-10953.727,581.4939846992493,1,1.0,-51.2722,359.74268,9.69,86.8479428862709,0.29639888,-51.2722,9.9999895,0.45829025,1600,9.98237,100,9380.374,9.9999895,1.0,4,1.4632537,-14113.965,13081,100.0,72.5998,1.3916696,3.542773,86.847946,1.1424805,1.0
87.494774,-11895.12,639.6448545455933,2,1.1429254,-63.13173,439.71164,11.35,103.4380889438006,0.06997465,-61.675568,9.999997,0.60221773,1700,9.98072,100,9274.35,9.999997,1.1429254,4,1.8189521,-12310.844,14216,87.494774,79.393684,1.3916696,3.6358883,103.43809,1.0485172,1.1429254
94.277695,-8721.908,683.0179553031921,3,1.0606962,-43.468853,289.76483,9.39,83.84724904428815,0.1422973,-42.571438,9.999983,0.4206118,1800,,100,7663.613,9.999983,1.0606962,4,1.5727746,-8993.671,15155,94.277695,62.865555,1.3916696,2.8777885,83.847244,1.053995,1.0606962
91.92201,-10642.214,730.4010002613068,4,1.0878787,-48.751083,329.84113,10.51,95.04043120254734,0.13195941,-47.7453,9.999993,0.45279768,1900,9.981161,100,9292.96,9.999993,1.0878787,4,1.5226607,-10853.694,16206,91.92201,66.457375,1.3916696,2.5327125,95.04043,1.0412158,1.0878787
95.16127,-12411.935,774.2858810424805,5,1.0508476,-48.636223,339.90115,11.07,100.64184785966889,0.32534677,-48.68795,9.999997,0.49571067,2000,9.984086,100,10992.431,9.999997,1.0508476,4,1.4945056,-12632.431,17313,95.16127,68.47271,1.3916696,3.9590316,100.64185,1.0489123,1.0508476
100.0,-10158.524,822.1039659976959,1,1.0,-38.704826,239.92046,9.41,84.0493434934896,0.61891824,-38.704826,9.999993,0.2028517,2100,,100,9539.231,9.999993,1.0,5,1.145932,-11087.129,18254,100.0,58.688324,1.3708935,1.6551474,84.04934,1.0317692,1.0
94.75548,-14724.334,881.4941973686218,2,1.0553479,-54.423424,389.91095,12.69,116.83184044018043,0.1916047,-53.876953,9.999997,0.6615322,2200,,100,12474.135,9.999997,1.0553479,5,2.1687806,-16510.754,19523,94.75548,83.340225,1.3708935,5.113283,116.83183,1.0549492,1.0553479
83.8946,-13680.256,938.2020900249481,3,1.1919718,-58.044804,389.90344,13.33,123.22898551921311,0.14502308,-57.259735,9.999988,0.54865324,2300,,100,11244.793,9.999988,1.1919718,5,2.540797,-14672.155,20856,83.8946,88.39349,1.3708935,2.5697696,123.22898,0.93296784,1.1919718
89.40685,-14446.746,995.2945773601532,4,1.1184825,-56.110268,429.8714,12.57,115.6324567893169,0.14551294,-55.162903,9.999998,0.63760173,2400,9.980046,100,11807.43,9.999998,1.1184825,5,2.0195932,-14898.234,22113,89.40685,88.75372,1.3708935,3.9890172,115.63246,1.0752565,1.1184825
88.96282,-17546.262,1045.672059059143,5,1.124065,-69.319336,519.664,13.48,124.72782658933386,0.18919626,-68.55919,9.999998,0.52489007,2500,,100,13846.186,9.999998,1.124065,5,1.8585143,-19583.133,23461,88.96282,92.16912,1.3708935,3.0858061,124.72782,1.0336801,1.124065
100.0,-19441.809,1098.602343082428,1,1.0,-53.32149,369.8073,12.41,114.03035533005173,0.36983246,-53.32149,9.999998,0.23087688,2600,9.979424,100,17900.01,9.999998,1.0,6,1.2583119,-22917.371,24702,100.0,92.41206,1.3753016,1.5202992,114.030365,1.0494872,1.0
91.31743,-15994.324,1162.8318555355072,2,1.0950812,-50.179787,399.8882,13.41,124.02469023898401,0.08204305,-49.614998,9.999994,0.5085078,2700,,100,13620.744,9.999994,1.0950812,6,2.1811664,-17609.291,26043,91.31743,93.029144,1.3753016,2.7056346,124.02469,1.0145553,1.0950812
87.260254,-19152.006,1219.380645275116,3,1.1459972,-61.65366,459.79004,14.0,129.92198359526319,0.17925045,-60.91858,10.0,0.55438554,2800,9.984042,100,16264.659,10.0,1.1459972,6,1.8466945,-20855.209,27443,87.260254,93.37821,1.3753016,3.1522098,129.92198,1.0875385,1.1459972
92.22175,-23355.5,1279.5603213310242,4,1.084343,-69.25281,479.8598,14.78,137.72030298606342,0.28123996,-69.12118,9.999998,0.5581372,2900,,100,20137.352,9.999998,1.084343,6,1.9337038,-24875.17,28921,92.22175,102.42354,1.3753016,2.9346764,137.72029,1.1044457,1.084343
90.69813,-19024.004,1335.950148820877,5,1.1025586,-54.61912,389.89117,14.09,130.82168756099884,0.07685564,-54.184784,10.0,0.5403094,3000,9.979141,100,16995.941,10.0,1.1025586,6,1.7620755,-19409.785,30330,90.69813,91.782196,1.3753016,3.3049245,130.82169,1.093749,1.1025586
100.0,-21469.35,1378.7426583766937,1,1.0,-51.203564,409.74893,13.75,127.42351177662933,0.45681456,-51.203564,9.999991,0.33901954,3100,,100,19371.436,9.999991,1.0,7,1.5457497,-25911.059,31705,100.0,89.3695,1.3714128,2.129855,127.423515,1.0670644,1.0
86.39773,-22733.502,1436.514351606369,2,1.1574378,-78.81384,579.8879,15.2,141.92051829005618,0.0654249,-77.224525,9.999997,0.73000234,3200,9.982678,100,18360.545,9.999997,1.1574378,7,1.6742079,-25442.664,33225,86.39773,104.60914,1.3714128,5.285164,141.92053,1.1123593,1.1574378
94.66578,-20509.955,1490.167865037918,3,1.056348,-59.930325,429.75113,15.52,145.11660817809906,0.12880328,-59.297176,9.999989,0.684848,3300,,100,17750.893,9.999989,1.056348,7,2.2094796,-21875.23,34777,94.66578,107.04422,1.3714128,4.003813,145.11661,1.073344,1.056348
85.52426,-26964.805,1545.865302324295,4,1.1692588,-80.30111,509.78656,16.66,156.50494675723132,0.10368603,-80.297485,9.999999,0.55215704,3400,9.979262,100,23077.396,9.999999,1.1692588,7,2.2151432,-30069.549,36443,85.52426,117.83355,1.3714128,2.850898,156.50494,1.0346949,1.1692588
90.68535,-23429.098,1607.5084187984467,5,1.102714,-79.562546,519.7025,16.52,155.11235817392497,0.09522898,-78.00679,9.999999,0.6174423,3500,9.980766,100,19611.414,9.999999,1.102714,7,1.9779508,-24607.928,38095,90.68535,103.74427,1.3714128,3.6367002,155.11235,0.994567,1.102714
100.0,-23349.582,1660.5098395347595,1,1.0,-58.566864,399.78522,13.25,122.43163892964407,0.5458643,-58.566864,9.999984,0.19943155,3600,,100,21617.318,9.999984,1.0,8,1.162937,-26001.201,39420,100.0,96.98125,1.3566903,1.6268361,122.43164,1.0451823,1.0
93.968735,-34354.348,1720.3542079925537,2,1.0641837,-103.49652,789.63336,16.99,159.80621897279266,0.14464407,-103.16436,9.999988,0.3766533,3700,,100,26661.717,9.999988,1.0641837,8,1.5068948,-38336.773,41119,93.968735,121.3054,1.3566903,2.0066228,159.80621,1.0003773,1.0641837
93.1201,-33386.875,1773.2663807868958,3,1.073882,-75.63891,579.83203,18.23,172.2050722776156,0.25334936,-74.99992,9.999999,0.4826275,3800,,100,28766.734,9.999999,1.073882,8,1.869547,-34338.35,42942,93.1201,111.15307,1.3566903,2.599181,172.20508,1.0280954,1.073882
90.20639,-33213.047,1817.5857739448547,4,1.1085689,-68.9813,509.75543,18.8,177.9046376142358,0.10501315,-69.12478,9.999999,0.5499674,3900,,100,29563.633,9.999999,1.1085689,8,1.952693,-34816.39,44822,90.20639,119.52484,1.3566903,2.9448872,177.90465,1.0419426,1.1085689
90.594536,-28513.625,1868.771499156952,5,1.1038194,-68.45815,529.8959,17.95,169.40622260443917,0.18476982,-68.16792,9.999995,0.5409387,4000,,100,24344.904,9.999995,1.1038194,8,2.1821208,-28776.848,46617,90.594536,113.406975,1.3566903,2.4794912,169.4062,1.009915,1.1038194
100.0,-49016.094,1905.5181195735931,1,1.0,-92.522644,719.6288,19.69,186.79804310046478,0.42256823,-92.522644,9.999997,0.2878279,4100,,100,43087.527,9.999997,1.0,9,1.2974793,-58209.492,48586,100.0,134.578,1.3417854,1.8581107,186.79805,1.0710889,1.0
91.57241,-41040.055,1962.3774275779724,2,1.092032,-79.88327,589.7202,20.33,193.19994462676132,0.13817732,-79.650925,9.999999,0.49835533,4200,,100,36542.484,9.999999,1.092032,9,1.6557975,-42825.336,50619,91.57241,123.185616,1.3417854,2.2025979,193.19994,1.0708611,1.092032
92.21683,-43753.477,2010.053454399109,3,1.0844008,-74.20598,609.7554,21.77,207.59130696117492,0.23901872,-73.535866,9.999995,0.54279613,4300,,100,38815.254,9.999995,1.0844008,9,1.7464408,-46789.836,52796,92.21683,109.74017,1.3417854,3.6236138,207.59131,0.99795127,1.0844008
91.49952,-46580.156,2058.9545300006866,4,1.092902,-101.22661,749.74036,20.6,195.90295471710667,0.19075581,-100.99193,10.0,0.54535276,4400,,100,39088.914,10.0,1.092902,9,1.7583263,-48089.945,54856,91.49952,140.85045,1.3417854,3.154748,195.90295,1.073735,1.092902
92.75642,-40823.797,2099.0938239097595,5,1.0780926,-96.48869,739.7746,20.36,193.50215944297872,0.1074846,-95.51214,10.0,0.4986305,4500,,100,33215.777,10.0,1.0780926,9,1.9132892,-41582.63,56892,92.75642,133.05275,1.3417854,2.3104105,193.50217,1.0091249,1.0780926
100.0,-58384.94,2131.752833366394,1,1.0,-92.92082,729.77527,21.83,208.19407991174918,0.47835052,-92.92082,9.999998,0.28525835,4600,9.979136,100,52316.824,9.999998,1.0,10,1.2852461,-68411.91,59075,100.0,140.40865,1.3208038,1.6986581,208.19408,1.0596751,1.0
92.68816,-47573.74,2178.3534054756165,2,1.0788864,-83.33722,679.8432,21.34,203.28646511166846,0.26579568,-82.85512,9.999991,0.50652593,4700,9.980284,100,41926.24,9.999991,1.0788864,10,1.4781307,-49360.234,61209,92.68816,122.81324,1.3208038,3.038333,203.28647,1.1068244,1.0788864
94.80265,-50270.504,2215.9971508979797,3,1.0548228,-99.70769,749.6426,21.45,204.39056615232874,0.23351394,-99.02159,10.0,0.48653054,4800,9.979375,100,43167.74,10.0,1.0548228,10,1.5815145,-52062.086,63354,94.80265,125.05293,1.3208038,2.588559,204.39055,1.0620588,1.0548228
92.13145,-54655.89,2251.2617049217224,4,1.0854057,-90.631256,679.71204,23.12,221.0848885636202,0.14064056,-89.512535,9.999989,0.50827324,4900,,100,49038.223,9.999989,1.0854057,10,1.463684,-57684.086,65666,92.13145,134.26572,1.3208038,2.7163746,221.08488,1.0660791,1.0854057
94.51515,-56908.973,2288.569454431534,5,1.0580314,-86.6259,609.6954,23.19,221.7828677966516,0.2247327,-85.95991,9.999997,0.41646266,5000,9.980136,100,52641.3,9.999997,1.0580314,10,1.3048648,-58314.633,67985,94.51515,125.669754,1.3208038,2.12591,221.78287,1.041374,1.0580314
100.0,-61941.152,2330.1636333465576,1,1.0,-90.15885,659.81946,22.88,218.69350711327624,0.45208535,-90.15885,10.0,0.26098698,5100,,100,56879.137,10.0,1.0,11,1.3383871,-72826.79,70273,100.0,143.61194,1.3167149,1.842013,218.69351,1.0133443,1.0
91.14954,-51454.703,2381.2404160499573,2,1.0970982,-80.22407,569.645,23.75,227.38696485334248,0.2141161,-80.0589,9.999995,0.6346199,5200,,100,46947.656,9.999995,1.0970982,11,1.9098628,-53285.63,72648,91.14954,127.36467,1.3167149,2.793561,227.38695,1.062449,1.0970982
88.5707,-66248.5,2420.9995675086975,3,1.1290416,-85.65931,609.66864,27.66,266.4726038239617,0.2320399,-85.77718,9.999998,0.5227392,5300,9.983676,100,60820.87,9.999998,1.1290416,11,2.1109607,-73060.586,75414,88.5707,134.27524,1.3167149,2.7496214,266.4726,0.9472732,1.1290416
89.47958,-60169.324,2463.4589257240295,4,1.1175734,-76.71676,569.82153,25.07,240.5796611995273,0.2957957,-76.146774,9.999996,0.6214162,5400,9.981161,100,55825.484,9.999996,1.1175734,11,1.7718506,-61379.79,77921,89.47958,131.22084,1.3167149,3.859716,240.57965,1.0637758,1.1175734
93.3152,-57504.86,2508.6372771263123,5,1.0716368,-83.72539,609.7763,24.28,232.68999261357777,0.2652568,-83.59741,9.999999,0.7073005,5500,,100,52581.633,9.999999,1.0716368,11,1.7356133,-59838.445,80349,93.3152,118.455246,1.3167149,4.6327105,232.69,1.1240442,1.0716368
100.0,-73280.76,2553.172999858856,1,1.0,-110.1737,769.57947,24.12,231.08680119446436,0.69893324,-110.1737,9.999998,0.15315914,5600,9.980223,100,67088.55,9.999998,1.0,12,1.0822132,-77172.82,82761,100.0,133.48918,1.3020144,1.3889877,231.08679,1.0151317,1.0
97.405266,-64174.535,2605.8149960041046,2,1.0266385,-84.270454,669.5925,24.65,236.38179251408482,0.24268273,-83.57074,9.999998,0.341574,5700,,100,59241.18,9.999998,1.0266385,12,1.1986084,-64721.85,85226,97.405266,118.31006,1.3020144,1.6862686,236.38179,1.0597419,1.0266385
96.42862,-96497.95,2649.696451663971,3,1.0370365,-146.17041,1129.4622,27.44,264.2681812574298,0.39222756,-146.13715,9.999999,0.3001656,5800,,100,82718.76,9.999999,1.0370365,12,1.1550382,-99793.53,87970,96.42862,151.93187,1.3020144,1.8574657,264.2682,1.0479449,1.0370365
98.33328,-65607.984,2705.3378698825836,4,1.0169497,-78.54538,549.9065,25.31,242.97086242456925,0.396506,-78.43376,9.999993,0.41942635,5900,9.982993,100,62207.113,9.999993,1.0169497,12,1.2521601,-67666.73,90501,98.33328,110.38126,1.3020144,2.896777,242.97086,1.0723219,1.0169497
95.54416,-78478.734,2749.357282400131,5,1.0466365,-86.57062,599.72925,27.32,263.0748861661675,0.41869476,-86.229645,9.999996,0.38249695,6000,,100,74279.23,9.999996,1.0466365,12,1.3496207,-79316.445,93233,95.54416,126.380196,1.3020144,2.7592776,263.0749,1.0265027,1.0466365
100.0,-99508.77,2795.1295914649963,1,1.0,-104.973015,809.7638,28.93,279.16242253978504,0.6286648,-104.973015,9.999999,0.19399893,6100,,100,92474.125,9.999999,1.0,13,1.1394275,-107793.71,96126,100.0,152.5512,1.294297,1.6653266,279.1624,1.0041229,1.0
95.994644,-87719.28,2860.3937163352966,2,1.0417248,-111.572266,829.69775,27.7,266.86988677147815,0.26049566,-111.38214,9.999998,0.451545,6200,,100,79596.586,9.999998,1.0417248,13,1.3783393,-90259.984,98896,95.994644,166.6341,1.294297,3.0007484,266.86987,1.064053,1.0417248
94.04502,-101587.26,2913.0434210300446,3,1.0633205,-148.17157,1209.6213,29.9,288.86111163657756,0.30349723,-147.51816,10.0,0.47122985,6300,,100,84035.91,10.0,1.0633205,13,1.4244875,-104231.66,101886,94.04502,161.97066,1.294297,3.2792177,288.86108,0.9927813,1.0633205
94.95329,-82374.32,2967.0367934703827,4,1.0531493,-101.27809,769.7196,28.72,277.0661390019935,0.2689575,-100.59313,10.0,0.4205638,6400,,100,75305.234,10.0,1.0531493,13,1.4093919,-83962.41,104758,94.95329,128.4757,1.294297,2.2833192,277.06613,1.0044378,1.0531493
94.777245,-86150.36,3015.0867171287537,5,1.0551056,-105.68025,759.71295,27.13,261.1700819373489,0.41823503,-105.61177,9.999998,0.34876737,6500,,100,79739.41,9.999998,1.0551056,13,1.2214688,-92364.86,107471,94.777245,137.99533,1.294297,2.7584672,261.17007,1.029854,1.0551056
100.0,-90177.61,3074.5085344314575,1,1.0,-103.7786,799.75366,27.49,264.76091500963855,0.43728784,-103.7786,10.0,0.21968043,6600,9.988627,100,83126.984,10.0,1.0,14,1.2029992,-99132.43,110220,100.0,150.35233,1.2980926,1.5212622,264.76093,1.0382235,1.0
94.39399,-88349.53,3130.874016046524,2,1.0593895,-137.23474,1049.6804,27.68,266.6729801761541,0.26552406,-136.59729,9.999997,0.5059782,6700,,100,75341.98,9.999997,1.0593895,14,1.379742,-89671.85,112988,94.39399,174.935,1.2980926,2.6500003,266.67297,1.0855962,1.0593895
95.655754,-79072.15,3180.5875339508057,3,1.0454154,-89.29559,699.85205,27.98,269.6713994657134,0.34245166,-89.36325,10.0,0.52840656,6800,,100,73313.11,10.0,1.0454154,14,1.3687057,-80716.7,115786,95.655754,132.01982,1.2980926,3.2725756,269.6714,1.0154641,1.0454154
94.61575,-91336.23,3229.458606481552,4,1.0569065,-99.8473,699.7051,29.01,279.9728981831584,0.38485256,-99.89281,10.0,0.37083614,6900,,100,85660.72,10.0,1.0569065,14,1.3304067,-94006.59,118687,94.61575,143.45523,1.2980926,2.2534661,279.9729,1.0418367,1.0569065
95.53982,-80728.97,3286.4043431282043,5,1.046684,-85.035446,749.8684,29.17,281.5674310324316,0.21500497,-84.91199,10.0,0.43345368,7000,,100,73805.734,10.0,1.046684,14,1.500766,-86435.984,121604,95.53982,143.34293,1.2980926,2.1971538,281.5674,0.97419286,1.046684
100.0,-105773.37,3346.224984884262,1,1.0,-114.21834,889.655,29.36,283.46124629700125,0.65568596,-114.21834,9.999997,0.18252529,7100,9.979399,100,97284.19,9.999997,1.0,15,1.1388865,-113211.03,124540,100.0,157.81647,1.2767214,1.6021949,283.46124,1.0130172,1.0
96.05353,-93755.42,3401.2223296165466,2,1.0410862,-88.37054,739.75366,29.9,288.8722119297552,0.33072245,-87.96165,9.999999,0.3924358,7200,9.984374,100,87534.375,9.999999,1.0410862,15,1.2794206,-95724.88,127530,96.05353,147.21535,1.2767214,2.988388,288.8722,1.015605,1.0410862
95.76891,-103247.92,3452.9686267375946,3,1.0441802,-91.220985,759.7918,31.43,304.15596873865894,0.2901033,-90.752594,9.999993,0.43094698,7300,,100,96382.49,9.999993,1.0441802,15,1.400206,-109600.12,130673,95.76891,134.04703,1.2767214,2.3812425,304.15598,1.0393173,1.0441802
93.23623,-110502.93,3507.5824480056763,4,1.0725445,-101.48092,859.7683,32.37,313.5550815202638,0.27366024,-101.11522,9.999998,0.41685435,7400,,100,101563.2,9.999998,1.0725445,15,1.4479643,-115659.32,133910,93.23623,162.49843,1.2767214,2.2930868,313.55508,1.0168178,1.0725445
94.671906,-104251.69,3559.217879295349,5,1.0562795,-98.992485,769.6971,33.11,320.9564070192703,0.17456858,-98.12221,9.999999,0.43204436,7500,,100,97167.1,9.999999,1.0562795,15,1.4157455,-105894.055,137221,94.671906,151.6697,1.2767214,2.8251321,320.95642,0.98343015,1.0562795
100.0,-109360.16,3609.7600660324097,1,1.0,-88.634766,729.853,31.4,303.84977221442756,0.63476634,-88.634766,10.0,0.16040513,7600,49.989075,100,103820.086,10.0,1.0,16,1.0708392,-113142.65,140361,100.0,124.35542,1.2688568,1.410818,303.84976,1.0258012,1.0
97.70862,-114685.23,3662.6206760406494,2,1.0234512,-115.49129,849.8029,32.99,319.75416796435934,0.36518928,-115.50534,9.999999,0.4072272,7700,9.986465,100,106413.58,9.999999,1.0234512,16,1.298813,-118198.51,143660,97.70862,144.89069,1.2688568,3.326027,319.75415,1.0256823,1.0234512
94.08079,-98439.3,3712.3255002498627,3,1.0629163,-96.837326,739.72894,31.73,307.16175340212453,0.28456163,-96.29794,9.999996,0.44016588,7800,9.982924,100,91871.84,9.999996,1.0629163,16,1.4260645,-99548.68,146833,94.08079,142.66258,1.2688568,2.4771585,307.16174,0.9745551,1.0629163
94.93019,-111604.24,3762.502984523773,4,1.0534056,-91.28135,729.68066,33.48,324.65141329324484,0.35789096,-90.972786,10.0,0.3460352,7900,,100,105248.445,10.0,1.0534056,16,1.4107306,-116513.63,150181,94.93019,141.01062,1.2688568,2.1777446,324.6514,0.99560934,1.0534056
94.49437,-108685.29,3815.9306247234344,5,1.0582641,-98.806595,809.7952,32.65,316.36009723225084,0.34307927,-98.56145,10.0,0.48090813,8000,,100,100758.6,10.0,1.0582641,16,1.4464978,-109638.664,153446,94.49437,146.20648,1.2688568,3.3998783,316.3601,1.0186343,1.0582641
100.0,-116879.55,3867.335764169693,1,1.0,-89.65822,689.77954,32.27,312.5603875166427,0.49128467,-89.65822,9.999999,0.25641122,8100,9.980029,100,111657.055,9.999999,1.0,17,1.1927491,-125522.97,156673,100.0,151.81258,1.249637,1.9280212,312.56036,1.0455544,1.0
93.24525,-138734.88,3918.900408744812,2,1.0724407,-112.79259,869.7089,35.75,347.3399331202116,0.3537916,-112.643166,9.999998,0.36897954,8200,9.979653,100,130291.555,9.999998,1.0724407,17,1.2335759,-151527.72,160248,93.24525,153.7574,1.249637,2.223121,347.33994,0.9985509,1.0724407
97.60726,-109809.37,3977.2733557224274,3,1.024514,-105.98465,809.7357,32.0,309.8612658660704,0.31602567,-105.88989,9.999997,0.36378902,8300,19.968845,100,102550.03,9.999997,1.024514,17,1.2135437,-111302.85,163448,97.60726,140.97992,1.249637,2.3403664,309.86127,1.0124824,1.024514
96.55578,-95572.26,4021.2950904369354,4,1.0356708,-87.461586,709.8203,31.09,300.7677222575816,0.2318311,-86.8159,9.999999,0.40601876,8400,,100,89597.26,9.999999,1.0356708,17,1.3922489,-98043.29,166557,96.55578,139.83606,1.249637,2.2663455,300.7677,1.003973,1.0356708
92.943405,-138905.73,4071.2857115268707,5,1.0759236,-137.97191,1179.6154,35.58,345.6480153650793,0.28359067,-137.30447,9.999999,0.42295802,8500,,100,122950.164,9.999999,1.0759236,17,1.3016617,-143573.48,170115,92.943405,170.39177,1.249637,2.7572994,345.648,1.0475891,1.0759236
100.0,-126708.28,4124.045094490051,1,1.0,-99.66664,859.79535,33.55,325.35156324858224,0.5419305,-99.66664,10.0,0.23707782,8600,9.980617,100,118535.72,10.0,1.0,18,1.2099606,-137511.98,173470,100.0,155.6555,1.2392426,1.5709599,325.35156,1.0099053,1.0
93.85143,-111787.234,4180.485967874527,2,1.0655138,-85.33962,619.83594,34.61,335.9478642307264,0.2649736,-85.14183,9.999999,0.5037894,8700,9.981187,100,107088.62,9.999999,1.0655138,18,1.4807025,-115678.74,176931,93.85143,132.35504,1.2392426,2.9670558,335.94785,0.99816656,1.0655138
92.8019,-157284.3,4231.048684597015,3,1.0775641,-108.19313,869.7599,38.26,372.43411802496945,0.39900047,-107.80002,10.0,0.43767133,8800,,100,148717.89,10.0,1.0775641,18,1.2695088,-172421.28,180757,92.8019,164.82932,1.2392426,3.1023393,372.4341,1.0246644,1.0775641
97.12048,-134565.4,4277.494272708893,4,1.0296489,-133.8142,1109.4863,32.97,319.56250957493967,0.4883325,-133.60199,9.999999,0.33023995,8900,9.979344,100,121205.37,9.999999,1.0296489,18,1.166172,-135135.78,184054,97.12048,173.22345,1.2392426,2.1708605,319.56247,1.070178,1.0296489
