ESSRenyiHarmonic,InitialReturnStd,InitialReturnMean,Bound,EmpiricalD2Arithmetic,Iteration,MinBehavPdf,TimestepsSoFar,ReturnMeanIW,EpLenMean,InitialReturnMax,MinIW,StdIW,MeanIW,InitialBound,EmpiricalD2Harmonic,EpThisIter,EpRewMean,ReturnStepMaxmin,InitialReturnMin,ESSRenyiArithmetic,EpisodesSoFar,Inner Iteration,ReturnStepMax,MaxIW,MeanEntropy,TimeElapsed,MeanD2-0,DivergenceHarmonic,MinTargetPdf
93.03615,100.35561,130.92293,-21558.064,1.074851,6,-69.306885,52630,17913.887,14.1,529.79346,0.19499807,0.46588713,1.0635456,-23697.781,1.074851,100,130.922930750545,9.999995,,93.03615,5400,4,9.999995,2.8787491,1.3570079,2318.745822906494,1.074851,1.6688135,-70.12437
92.60078,95.19146,124.032425,-18110.805,1.0799046,6,-52.686928,53971,15821.824,13.41,399.91098,0.1719146,0.5551113,1.096033,-21344.361,1.0799046,100,124.03241931249664,9.999996,,92.60078,5500,5,9.999996,2.7691894,1.3570079,2364.646223306656,1.0799046,2.0279927,-52.614746
87.51651,99.47572,141.41853,-21443.535,1.1426415,6,-65.81796,55486,18116.184,15.15,489.7334,0.10865871,0.56650233,1.069917,-22558.34,1.1426415,100,141.41853082793813,9.999993,,87.51651,5600,6,9.999993,2.7635226,1.3570079,2413.3662259578705,1.1426415,1.9054333,-66.35275
92.56223,99.04401,123.83057,-22216.803,1.0803542,6,-89.69964,56825,17143.977,13.39,639.7798,0.15195736,0.41807035,1.073273,-23172.992,1.0803542,100,123.83056525914742,9.999992,,92.56223,5700,7,9.999992,2.5133622,1.3570079,2454.9809725284576,1.0803542,1.5205933,-90.70531
93.52695,95.01025,144.92258,-20998.828,1.0692105,6,-66.51543,58375,17906.492,15.5,469.81442,0.22800714,0.55185103,0.9809005,-21644.418,1.0692105,100,144.92257827107787,10.0,9.980843,93.52695,5800,8,10.0,2.9970305,1.3570079,2499.593455553055,1.0692105,1.9431355,-67.12332
89.57172,99.92946,139.8187,-21766.639,1.1164238,6,-66.6646,59874,19098.11,14.99,439.89056,0.0835636,0.55480754,1.0573432,-22855.605,1.1164238,100,139.81870339181208,9.999998,9.9807415,89.57172,5900,9,9.999998,3.4936867,1.3570079,2542.67636013031,1.1164238,1.8827841,-67.74411
92.6497,104.6009,129.62358,-19753.045,1.0793344,6,-76.24495,61271,15410.154,13.97,569.7469,0.14030404,0.47677237,1.0190002,-19871.65,1.0793344,100,129.62356972838842,9.999997,,92.6497,6000,10,9.999997,2.2199175,1.3570079,2589.3791337013245,1.0793344,1.7720054,-76.947845
100.0,85.0499,118.52754,-20532.51,1.0,7,-49.25969,62557,19028.781,12.86,369.88956,0.4699366,0.23126063,1.059911,-22657.336,1.0,100,118.5275355116629,9.999997,,100.0,6100,1,9.999997,1.6896492,1.3395847,2629.287085056305,1.0,1.1958737,-49.25969
93.69204,104.383156,139.52162,-25403.191,1.0673265,7,-77.57121,64053,21056.012,14.96,599.5696,0.17183068,0.44588435,1.0794408,-26158.102,1.0673265,100,139.52162287766862,9.999999,,93.69204,6200,2,9.999999,2.3679855,1.3395847,2682.604350566864,1.0673265,1.4477453,-78.15264
94.081696,89.620834,147.1146,-24278.582,1.062906,7,-57.17964,65625,22120.643,15.72,419.8363,0.27380225,0.4480702,1.0845461,-24962.828,1.062906,100,147.1145987614754,9.999989,9.9818125,94.081696,6300,3,9.999989,2.7152374,1.3395847,2729.763083219528,1.062906,1.4838616,-57.690567
94.0477,101.57589,152.42137,-26630.828,1.0632902,7,-63.107185,67250,23175.326,16.25,519.76166,0.24497081,0.48023868,1.0613265,-26872.268,1.0632902,100,152.42136628740647,10.0,9.981044,94.0477,6400,4,10.0,2.7358522,1.3395847,2777.409981250763,1.0632902,1.6197219,-63.803505
92.377266,88.21619,137.11719,-22216.824,1.0825174,7,-52.576843,68722,20069.82,14.72,409.90314,0.21229753,0.45559844,1.0759494,-22942.217,1.0825174,100,137.117188060044,9.999991,,92.377266,6500,5,9.999991,2.2481167,1.3395847,2822.657415151596,1.0825174,1.6165004,-53.024345
93.51761,96.35209,147.6142,-25516.195,1.0693173,7,-78.642105,70299,21173.47,15.77,579.6747,0.33564362,0.54167217,1.0699109,-26559.396,1.0693173,100,147.614196982373,9.999999,9.981565,93.51761,6600,6,9.999999,2.9125469,1.3395847,2864.6666054725647,1.0693173,1.6535689,-79.1531
91.99474,98.08107,160.21417,-25300.016,1.0870186,7,-59.624702,72002,22290.691,17.03,459.83804,0.17151895,0.65355444,0.997685,-26716.879,1.0870186,100,160.21417859297287,10.0,,91.99474,6700,7,10.0,5.1361456,1.3395847,2916.0259442329407,1.0870186,2.005181,-60.00584
87.56684,111.757545,178.80518,-34113.438,1.1419848,7,-68.859856,73891,30217.803,18.89,529.81885,0.19414303,0.51484805,0.9959703,-35206.945,1.1419848,100,178.80517933601834,9.999999,9.982471,87.56684,6800,8,9.999999,2.3435915,1.3395847,2962.6607835292816,1.1419848,1.9067003,-69.51718
93.34251,113.652214,154.32071,-26930.656,1.0713233,7,-73.75638,75535,22946.545,16.44,529.8161,0.18070045,0.5148572,1.0160327,-28094.729,1.0713233,100,154.32071529640479,9.999998,,93.34251,6900,9,9.999998,2.792783,1.3395847,3008.846848964691,1.0713233,1.9943329,-74.24946
88.67018,108.37317,146.7158,-23600.365,1.1277748,7,-66.19654,77103,19668.455,15.68,529.8365,0.15471584,0.5923909,1.111101,-24000.559,1.1277748,100,146.71579320870845,9.999997,9.979161,88.67018,7000,10,9.999997,2.7750003,1.3395847,3056.0318818092346,1.1277748,1.9421155,-66.49746
100.0,114.28692,156.91351,-34515.066,1.0,8,-64.01346,78773,31657.549,16.7,489.84222,0.44497457,0.29192868,1.0647167,-40094.887,1.0,100,156.91351639429436,9.999994,,100.0,7100,1,9.999994,2.0299122,1.3230009,3101.590181827545,1.0,1.4040662,-64.01346
90.79834,105.1787,148.71687,-25284.488,1.1013417,8,-70.93991,80361,22384.979,15.88,469.7001,0.24952814,0.5871232,1.1052479,-27110.928,1.1013417,100,148.7168713867549,9.999994,,90.79834,7200,2,9.999994,2.9081588,1.3230009,3156.4898643493652,1.1013417,1.7100214,-71.32463
92.409386,112.32791,161.01404,-34067.56,1.0821412,8,-98.10427,82072,27450.604,17.11,739.753,0.31351373,0.49151427,1.0940899,-35343.312,1.0821412,100,161.01405175105822,10.0,9.980239,92.409386,7300,3,10.0,2.4307475,1.3230009,3208.5219905376434,1.0821412,1.4474543,-98.79558
94.4902,113.73505,173.8081,-38540.77,1.0583109,8,-74.26979,83911,34240.16,18.39,579.72174,0.23358877,0.5367436,1.1063975,-42674.7,1.0583109,100,173.80810795338385,9.999998,,94.4902,7400,4,9.999998,3.366838,1.3230009,3253.7259154319763,1.0583109,1.6211263,-73.93779
90.86779,91.684654,174.60039,-32256.33,1.1005,8,-59.589264,85758,29623.46,18.47,449.81686,0.14594433,0.49670553,1.060452,-33843.324,1.1005,100,174.60040068498245,9.999999,19.974737,90.86779,7500,5,9.999999,2.840141,1.3230009,3307.75386595726,1.1005,1.6762953,-60.560585
94.055626,93.490135,163.41649,-31690.678,1.0632006,8,-57.170265,87493,29272.86,17.35,449.82428,0.43139276,0.48160926,1.0626652,-33210.703,1.0632006,100,163.41649413162085,9.999997,19.965965,94.055626,7600,6,9.999997,3.3541467,1.3230009,3353.1146161556244,1.0632006,1.4135495,-57.387253
94.22296,108.886475,164.50879,-35225.05,1.0613124,8,-83.5336,89239,30268.045,17.46,639.83093,0.27273065,0.4527535,1.0620652,-36159.297,1.0613124,100,164.50879396700745,10.0,,94.22296,7700,7,10.0,3.5495842,1.3230009,3401.1661846637726,1.0613124,1.451487,-84.22179
95.276566,110.28776,163.11333,-27207.996,1.049576,8,-62.625443,90971,24189.494,17.32,459.84863,0.21687321,0.59562695,1.0705794,-28715.201,1.049576,100,163.11332812943598,9.999999,,95.276566,7800,8,9.999999,3.5879338,1.3230009,3448.314807653427,1.049576,2.0172434,-62.89895
84.921936,116.623764,193.2954,-35889.168,1.1775521,8,-107.77223,93005,28294.662,20.34,729.77386,0.17679891,0.55753404,0.88686633,-38504.418,1.1775521,100,193.29538978055592,9.999996,9.979724,84.921936,7900,9,9.999996,2.6881506,1.3230009,3492.257737159729,1.1775521,2.013173,-108.724594
92.737526,107.64136,160.80989,-29278.68,1.0783122,8,-68.532326,94714,25257.3,17.09,539.77576,0.18224695,0.55149615,1.0966871,-30337.928,1.0783122,100,160.80988407821445,10.0,,92.737526,8000,10,10.0,2.5712132,1.3230009,3534.130424976349,1.0783122,1.8859574,-69.13217
100.0,107.285225,189.29955,-45490.277,1.0,9,-71.715065,96708,42086.55,19.94,559.80554,0.4909025,0.21398242,1.0239921,-50494.05,1.0,100,189.29955506743136,9.999996,9.98636,100.0,8100,1,9.999996,1.6965276,1.3038971,3584.345773458481,1.0,1.1678723,-71.715065
94.46403,106.15282,208.5917,-42882.344,1.058604,9,-80.93223,98895,38511.285,21.87,579.6797,0.21204987,0.544774,1.0138781,-45150.25,1.058604,100,208.5917083340688,9.999997,,94.46403,8200,2,9.999997,3.3834984,1.3038971,3638.477930545807,1.058604,1.6751578,-81.70749
90.248764,109.56807,185.89539,-38194.35,1.1080484,9,-56.886784,100855,35250.72,19.6,469.69803,0.31032726,0.55408555,1.0902569,-40168.574,1.1080484,100,185.89539118577193,9.999995,,90.248764,8300,3,9.999995,3.3565724,1.3038971,3692.2428760528564,1.1080484,1.7624929,-57.13723
92.34886,125.26485,196.4966,-45181.402,1.0828503,9,-82.75668,102921,40548.656,20.66,609.6541,0.3118391,0.4703548,1.0308867,-48880.742,1.0828503,100,196.4966110565116,9.999997,,92.34886,8400,4,9.999997,2.456419,1.3038971,3737.39151930809,1.0828503,1.5380776,-83.063995
94.27527,109.92503,177.61249,-39999.85,1.0607235,9,-72.92413,104798,35833.188,18.77,599.79565,0.23700312,0.44669482,1.0507767,-41387.71,1.0607235,100,177.61247777384554,9.999995,9.982806,94.27527,8500,5,9.999995,2.848974,1.3038971,3790.6097366809845,1.0607235,1.3280026,-72.92627
95.59577,113.95792,180.3044,-40108.797,1.0460714,9,-86.12393,106702,35104.258,19.04,639.8281,0.24663985,0.5258136,1.1302835,-42420.57,1.0460714,100,180.30439430288098,9.999995,,95.59577,8600,6,9.999995,3.4458125,1.3038971,3834.7882404327393,1.0460714,1.4794831,-86.60483
92.25622,103.68249,184.19872,-34980.637,1.0839378,9,-62.066517,108645,31757.418,19.43,489.84543,0.16493307,0.5405408,1.0552293,-35363.277,1.0839378,100,184.19872100354766,9.999998,,92.25622,8700,7,9.999998,2.8375015,1.3038971,3881.492785215378,1.0839378,1.7863982,-62.94828
91.19897,110.49538,198.491,-36640.94,1.0965036,9,-55.23838,110731,33672.51,20.86,439.89792,0.2298077,0.6460265,1.0333605,-38596.074,1.0965036,100,198.49098950290005,9.999999,9.981042,91.19897,8800,8,9.999999,3.9973953,1.3038971,3919.48175406456,1.0965036,2.329598,-55.52317
87.34073,103.10593,191.99492,-38954.02,1.1449412,9,-60.946712,112752,35968.555,20.21,459.7776,0.16780542,0.6576178,1.109095,-41287.9,1.1449412,100,191.99493224945346,9.999998,9.979447,87.34073,8900,9,9.999998,3.9469228,1.3038971,3968.0022327899933,1.1449412,1.9745507,-61.091045
