ESSRenyiHarmonic,DivergenceHarmonic,EpRewMean,TimeElapsed,EmpiricalD2Harmonic,InitialReturnMin,InitialReturnMax,EpThisIter,InitialBound,MinIW,Bound,TimestepsSoFar,ReturnMeanIW,ReturnStepMaxmin,MinTargetPdf,MeanD2-0,InitialReturnStd,MeanIW,StdIW,InitialReturnMean,MinBehavPdf,EmpiricalD2Arithmetic,EpLenMean,Inner Iteration,MaxIW,MeanEntropy,Iteration,ESSRenyiArithmetic,EpisodesSoFar,ReturnStepMax
89.47349,1.806117,105.5375836139742,897.1433835029602,1.1176496,9.982538,539.7926,100,-13701.41,0.099237256,-13367.425,16687,9431.841,9.999989,-80.57231,1.1176496,87.045586,0.99364054,0.4604621,105.537575,-79.37795,1.1176496,11.56,4,2.0819938,1.3951855,4,89.47349,1900,9.999989
92.84759,2.0068283,100.33942796660031,942.5024914741516,1.0770339,,399.866,100,-12598.237,0.1276489,-11628.115,17791,9351.621,9.999988,-54.06212,1.0770339,85.45039,1.1120307,0.54038495,100.33943,-53.098465,1.0770339,11.04,5,2.389769,1.3951855,4,92.84759,2000,9.999988
100.0,1.2248907,96.44395808065079,984.4152224063873,1.0,,359.81714,100,-15731.33,0.42835575,-13636.337,18856,12196.2295,9.999992,-52.061287,1.0,71.61485,1.0644468,0.24460389,96.443954,-52.061287,1.0,10.65,1,1.70625,1.3754743,5,100.0,2100,9.999992
92.27379,1.494665,111.63300119765107,1033.5872964859009,1.0837314,,509.7183,100,-17640.521,0.1681989,-16828.373,20073,13635.991,9.999998,-64.579384,1.0837314,90.37881,1.030176,0.42890203,111.63301,-63.699833,1.0837314,12.17,2,2.5497787,1.3754743,5,92.27379,2200,9.999998
94.27979,2.0338159,126.7289318303826,1076.3988094329834,1.0606726,,479.8291,100,-21749.107,0.12382544,-18054.34,21441,14754.359,9.999992,-66.39645,1.0606726,108.34845,1.017357,0.5479584,126.728935,-65.723114,1.0606726,13.68,3,3.3626535,1.3754743,5,94.27979,2300,9.999992
86.95625,2.416124,134.6223128518174,1127.3008348941803,1.1500036,9.986207,419.80536,100,-18018.18,0.06224244,-17070.309,22888,14317.107,9.999986,-68.00743,1.1500036,111.20329,1.1036338,0.6995481,134.62231,-66.870224,1.1500036,14.47,4,3.2894819,1.3754743,5,86.95625,2400,9.999986
89.52042,2.0024903,123.22630363816928,1168.9718039035797,1.1170636,,439.76135,100,-16648.59,0.057666827,-16196.978,24221,13446.54,9.999997,-62.038506,1.1170636,97.36042,1.0137981,0.578483,123.22631,-60.57029,1.1170636,13.33,5,2.8244534,1.3754743,5,89.52042,2500,9.999997
100.0,1.2355276,105.43360346761241,1204.891553401947,1.0,,479.8368,100,-20902.992,0.45263064,-18299.396,25376,15727.25,9.999979,-69.49049,1.0,86.44486,1.0914259,0.24712682,105.4336,-69.49049,1.0,11.55,1,1.9272013,1.368411,6,100.0,2600,9.999979
92.31069,1.6497096,143.8236000259624,1245.9543347358704,1.0832981,,589.74066,100,-26383.406,0.2155733,-25859.43,26915,21369.822,10.0,-83.45593,1.0832981,108.5752,1.0521934,0.4763764,143.8236,-82.7977,1.0832981,15.39,2,2.882139,1.368411,6,92.31069,2700,10.0
92.42695,1.7116247,156.2074971348118,1284.77459025383,1.0819355,,709.6238,100,-31099.75,0.08677316,-30062.766,28578,23441.47,9.999985,-94.127945,1.0819355,136.75923,1.0511389,0.46318936,156.2075,-92.98088,1.0819355,16.63,3,2.4668045,1.368411,6,92.42695,2800,9.999985
94.002266,1.4561701,116.83280202292035,1324.8234798908234,1.0638041,,389.8526,100,-18400.363,0.19878794,-18215.217,29847,16371.946,9.999998,-56.220734,1.0638041,90.842064,1.1734364,0.50008786,116.8328,-55.571083,1.0638041,12.69,4,3.2247288,1.368411,6,94.002266,2900,9.999998
92.50316,1.8752152,160.31202105288102,1362.8854155540466,1.0810442,,759.6598,100,-31684.873,0.03325909,-28873.975,31551,20931.676,9.999996,-111.52297,1.0810442,143.85095,1.0114213,0.52929276,160.31203,-110.08693,1.0810442,17.04,5,2.866569,1.368411,6,92.50316,3000,9.999996
100.0,1.3123114,138.22247331497388,1407.1743142604828,1.0,9.982251,559.5647,100,-36379.094,0.24987105,-28703.576,33034,25098.607,10.0,-74.01695,1.0,118.85598,1.064785,0.32094526,138.22247,-74.01695,1.0,14.83,1,2.0865335,1.3576219,7,100.0,3100,10.0
90.049255,1.8779386,159.5082904384386,1464.6157894134521,1.1105033,9.980154,549.62427,100,-31297.002,0.06857726,-28191.396,34730,24030.807,9.999995,-74.898735,1.1105033,140.5716,1.0613126,0.5491423,159.50829,-74.158066,1.1105033,16.96,2,3.4880602,1.3576219,7,90.049255,3200,9.999995
92.29317,1.6830708,164.41461303537605,1519.931455373764,1.0835038,,419.79498,100,-31801.195,0.33270657,-30402.924,36475,28105.146,9.999997,-58.942398,1.0835038,112.49152,1.1195078,0.5702248,164.41461,-58.56674,1.0835038,17.45,3,3.110302,1.3576219,7,92.29317,3300,9.999997
90.86679,1.8961911,183.10733229348625,1565.1912977695465,1.100512,9.979775,699.60223,100,-37364.875,0.13968137,-36103.297,38407,29329.598,10.0,-100.44882,1.100512,132.16107,1.0532941,0.5702882,183.10733,-99.93769,1.100512,19.32,4,2.879765,1.3576219,7,90.86679,3400,10.0
89.61031,2.6783462,185.39739265277774,1607.702158689499,1.115943,9.98857,549.68744,100,-35518.992,0.09168708,-32129.533,40362,27159.637,9.999999,-76.28841,1.115943,137.95679,1.0794373,0.7390738,185.39738,-75.123184,1.115943,19.55,5,4.070348,1.3576219,7,89.61031,3500,9.999999
100.0,1.4454085,211.290565257107,1659.9905219078064,1.0,,559.9,100,-70183.34,0.33029374,-57120.02,42576,53332.117,9.999999,-74.20857,1.0,149.62943,1.0306821,0.29936633,211.29057,-74.20857,1.0,22.14,1,1.8183942,1.3263091,8,100.0,3600,9.999999
88.86592,1.635135,223.58872095185802,1721.4359531402588,1.1252908,9.980519,839.70593,100,-60407.617,0.096319176,-58006.117,44913,48944.336,10.0,-103.27496,1.1252908,149.56459,1.020655,0.42550448,223.58871,-101.93233,1.1252908,23.37,2,2.1953106,1.3263091,8,88.86592,3700,10.0
95.02055,1.6633128,201.89245929471522,1775.1801817417145,1.0524039,9.981345,759.68005,100,-49818.277,0.21732041,-48288.855,47033,40808.35,10.0,-106.5185,1.0524039,149.7474,1.1420283,0.6144914,201.89246,-105.886345,1.0524039,21.2,3,4.91448,1.3263091,8,95.02055,3800,10.0
90.701744,1.9031007,202.5821458247782,1822.44478058815,1.1025146,9.979349,739.6512,100,-47872.86,0.17239006,-45238.574,49160,37653.37,9.999999,-87.4833,1.1025146,150.78572,1.0768912,0.5719163,202.58217,-86.54143,1.1025146,21.27,4,2.6583865,1.3263091,8,90.701744,3900,9.999999
88.7789,2.1502974,255.57782502980362,1870.9616107940674,1.1263938,,929.5297,100,-65449.266,0.1535376,-63608.45,51817,50874.645,9.999999,-120.552345,1.1263938,174.61473,0.9723043,0.5591473,255.57782,-119.75029,1.1263938,26.57,5,3.0146887,1.3263091,8,88.7789,4000,9.999999
100.0,1.1765225,225.97733417263163,1915.835321187973,1.0,,679.7042,100,-78356.5,0.52724445,-70565.34,54178,65528.914,9.999998,-91.95053,1.0,150.49084,1.052461,0.1982514,225.97733,-91.95053,1.0,23.61,1,1.5376949,1.3138578,9,100.0,4100,9.999998
95.17757,1.5425138,216.48217759770353,1974.5512313842773,1.0506678,,719.724,100,-56889.094,0.25712314,-56291.254,56444,49825.355,9.999997,-91.85049,1.0506678,142.50412,1.04744,0.44122192,216.48216,-91.2202,1.0506678,22.66,2,2.7347462,1.3138578,9,95.17757,4200,9.999997
93.02408,1.4376446,213.48153139094572,2020.7727091312408,1.0749905,,689.5963,100,-69241.69,0.277868,-61080.266,58680,55349.695,9.999993,-83.73417,1.0749905,155.99548,1.1211551,0.53940165,213.48152,-83.4206,1.0749905,22.36,3,3.684119,1.3138578,9,93.02408,4300,9.999993
93.90293,1.5065646,242.58082008970726,2079.664053916931,1.0649295,,889.6529,100,-75724.05,0.09310679,-71115.34,61207,61351.574,9.999999,-117.67386,1.0649295,183.81616,1.0411168,0.4268568,242.58083,-117.07826,1.0649295,25.27,4,2.0802312,1.3138578,9,93.90293,4400,9.999999
92.64959,2.3728752,280.9636098592448,2137.316933631897,1.0793356,9.981116,779.8148,100,-75727.79,0.09354111,-71116.23,64118,61701.61,9.999998,-94.64328,1.0793356,185.41142,0.9609827,0.5460206,280.96362,-93.812775,1.0793356,29.11,5,2.3431177,1.3138578,9,92.64959,4500,9.999998
100.0,1.140149,258.6706137646933,2195.5712389945984,1.0,,1039.6025,100,-111807.49,0.56073093,-103047.81,66806,91449.42,9.999999,-140.08588,1.0,184.48532,1.0417607,0.18775345,258.6706,-140.08588,1.0,26.88,1,1.493182,1.2923089,10,100.0,4600,9.999999
95.50102,1.3302225,296.05450867535654,2256.0680108070374,1.0471092,9.979857,739.71436,100,-104824.44,0.34232628,-103159.164,69868,96816.484,9.999999,-90.09148,1.0471092,170.62294,1.0523905,0.3999308,296.0545,-90.0161,1.0471092,30.62,2,2.3262763,1.2923089,10,95.50102,4700,9.999999
95.95357,1.3971537,278.1702312891934,2308.181499481201,1.0421708,,749.68524,100,-88509.84,0.22833788,-87740.24,72751,81063.53,9.999998,-103.96263,1.0421708,172.5547,1.059427,0.44929722,278.17026,-103.26214,1.0421708,28.83,3,2.6866539,1.2923089,10,95.95357,4800,9.999998
94.24642,1.6849139,276.154648186094,2352.4728269577026,1.0610483,9.979912,849.66046,100,-90060.19,0.24088602,-87184.46,75614,77766.39,10.0,-115.56627,1.0610483,188.81647,1.0460541,0.46159023,276.15466,-114.96531,1.0610483,28.63,4,3.0352864,1.2923089,10,94.24642,4900,10.0
92.18579,1.8232876,265.8709276054454,2396.377103328705,1.0847659,,679.7786,100,-82988.93,0.06893291,-79487.766,78374,73216.65,9.999999,-87.21156,1.0847659,179.79648,1.08248,0.49456105,265.8709,-86.85392,1.0847659,27.6,5,2.2663412,1.2923089,10,92.18579,5000,9.999999
100.0,1.437275,295.5586748882617,2440.867429971695,1.0,,729.698,100,-129421.99,0.31776163,-106272.5,81431,99856.875,10.0,-90.51108,1.0,191.6133,1.0133502,0.2910057,295.5587,-90.51108,1.0,30.57,1,1.7749231,1.2764773,11,100.0,5100,10.0
88.36472,1.3698099,310.65511670250794,2509.372619867325,1.1316733,9.9798565,779.6801,100,-156855.06,0.39752072,-125743.484,84639,118592.836,9.999995,-96.64289,1.1316733,178.3345,1.1054659,0.49711883,310.6551,-96.36946,1.1316733,32.08,2,2.8932428,1.2764773,11,88.36472,5200,9.999995
96.61068,1.5991315,300.76198832886166,2571.5467801094055,1.0350822,9.98106,1029.6747,100,-108551.46,0.17349839,-103410.375,87748,89935.51,9.999997,-120.48709,1.0350822,198.25394,1.0202899,0.44910404,300.762,-119.89652,1.0350822,31.09,3,2.159347,1.2764773,11,96.61068,5300,9.999997
89.72262,2.3699803,363.1389290467877,2632.839070081711,1.1145462,,1029.6195,100,-127073.95,0.17944887,-119836.56,91481,103434.125,9.999996,-132.27051,1.1145462,210.62178,0.97950685,0.6319531,363.13895,-131.8333,1.1145462,37.33,4,3.2606506,1.2764773,11,89.72262,5400,9.999996
87.66006,1.7099216,339.2449632451148,2692.739545106888,1.1407704,,879.5844,100,-121409.48,0.16296428,-117744.85,94975,107577.086,9.999999,-111.53003,1.1407704,199.37047,1.0561508,0.5956739,339.24496,-110.46872,1.1407704,34.94,5,2.7423618,1.2764773,11,87.66006,5500,9.999999
100.0,1.0967383,300.84895662084347,2746.90371799469,1.0,9.979823,729.5564,100,-121357.37,0.5797146,-115281.73,98085,109679.62,9.999997,-95.20562,1.0,159.68077,1.037447,0.18339628,300.849,-95.20562,1.0,31.1,1,1.5035504,1.2651486,12,100.0,5600,9.999997
96.816505,1.370819,317.1392074214318,2804.2801995277405,1.0328817,9.979653,819.36725,100,-134118.38,0.30255398,-123514.01,101358,115613.96,9.99999,-99.11848,1.0328817,198.45871,1.0707469,0.39809412,317.1392,-99.50186,1.0328817,32.73,2,2.0704541,1.2651486,12,96.816505,5700,9.99999
92.52298,1.5930414,377.9281218665254,2864.2495908737183,1.0808126,9.979801,919.64185,100,-180158.3,0.13028976,-156241.23,105239,145512.88,9.999999,-128.0446,1.0808126,218.26622,1.0283828,0.46098152,377.9281,-128.24786,1.0808126,38.81,3,2.2950647,1.2651486,12,92.52298,5800,9.999999
93.27103,1.438651,349.03650001016723,2923.6860077381134,1.0721443,9.981241,859.76855,100,-132523.31,0.16007096,-131396.58,108831,122485.64,9.999999,-110.79819,1.0721443,184.50146,1.0244212,0.50864136,349.0365,-109.827866,1.0721443,35.92,4,3.1825306,1.2651486,12,93.27103,5900,9.999999
94.88101,1.1247628,342.7499392770309,2972.959653377533,1.0539516,9.980706,999.78467,100,-161712.53,0.46896958,-150920.36,112360,140266.03,9.999999,-121.53592,1.0539516,178.33762,1.0869164,0.29931498,342.7499,-121.16293,1.0539516,35.29,5,1.9686595,1.2651486,12,94.88101,6000,9.999999
100.0,1.0875856,322.4453065049566,3032.8302750587463,1.0,9.982777,829.6421,100,-136661.48,0.62023234,-127248.97,115686,120034.65,9.999999,-92.416245,1.0,160.53908,1.0074205,0.1519857,322.44528,-92.416245,1.0,33.26,1,1.3953924,1.2609402,13,100.0,6100,9.999999
97.21313,1.309718,327.045309524826,3096.0680577754974,1.0286677,,869.7796,100,-133958.1,0.30832836,-128650.766,119058,119949.35,10.0,-103.90581,1.0286677,192.78853,1.0500286,0.37394136,327.0453,-103.3441,1.0286677,33.72,2,2.5388258,1.2609402,13,97.21313,6200,10.0
93.945015,1.6018525,381.73179561840755,3154.9152257442474,1.0644524,,1299.5704,100,-174579.52,0.15360789,-160796.64,122977,139313.72,9.999999,-159.5836,1.0644524,248.44984,1.024206,0.5339216,381.7318,-158.87433,1.0644524,39.19,3,3.558858,1.2609402,13,93.945015,6300,9.999999
91.79173,1.7109516,383.8324973390716,3219.4259004592896,1.0894227,9.983883,1159.3398,100,-157190.25,0.16881858,-151562.6,126917,133893.16,9.999998,-136.72139,1.0894227,216.27061,1.0076985,0.51029617,383.8325,-136.66762,1.0894227,39.4,4,2.5337172,1.2609402,13,91.79173,6400,9.999998
92.66858,1.4931755,346.6413178702743,3277.228399991989,1.0791144,,939.7258,100,-139000.75,0.23951526,-136554.38,130485,125709.11,9.999999,-116.60059,1.0791144,202.27232,1.1008073,0.47998184,346.64133,-116.29432,1.0791144,35.68,5,2.2740357,1.2609402,13,92.66858,6500,9.999999
100.0,1.403043,377.8382735203349,3335.5551488399506,1.0,,1219.679,100,-208297.52,0.30573294,-175054.17,134365,157344.56,10.0,-143.78783,1.0,224.91026,1.0045954,0.32962555,377.83826,-143.78783,1.0,38.8,1,2.0489726,1.2512968,14,100.0,6600,10.0
88.06515,1.7512628,436.09470028742186,3404.0670840740204,1.135523,9.98,1339.5873,100,-214300.98,0.11159077,-198314.14,138828,174447.02,9.999997,-154.56963,1.135523,241.15233,0.90753764,0.43662664,436.0947,-153.87756,1.135523,44.63,2,2.3145742,1.2512968,14,88.06515,6700,9.999997
93.073326,1.3936821,385.0224827308423,3449.0238893032074,1.0744216,,979.5303,100,-173815.44,0.32341143,-160164.1,142780,148779.95,9.999997,-128.45801,1.0744216,184.38838,1.0114712,0.47121245,385.02246,-128.54955,1.0744216,39.52,3,2.8230207,1.2512968,14,93.073326,6800,9.999997
93.708725,1.4094692,401.52241222280793,3502.923045873642,1.0671365,9.981092,1229.5425,100,-188611.62,0.21476233,-183753.67,146897,165715.3,10.0,-158.96352,1.0671365,212.13019,1.0464915,0.4258135,401.52243,-158.4276,1.0671365,41.17,4,2.720232,1.2512968,14,93.708725,6900,10.0
94.77995,1.3962312,405.4176427991717,3544.7163836956024,1.0550754,,1429.2015,100,-196694.95,0.27371454,-189487.75,151053,165230.14,10.0,-175.66891,1.0550754,225.99763,0.99567145,0.43051457,405.41766,-175.34003,1.0550754,41.56,5,2.5373154,1.2512968,14,94.77995,7000,10.0
100.0,1.02433,423.71044880968736,3597.8117475509644,1.0,9.985624,1009.75214,100,-231347.3,0.82220113,-228859.39,155392,218488.12,9.999998,-128.15993,1.0,203.88567,0.99974525,0.08792869,423.71048,-128.15993,1.0,43.39,1,1.2282767,1.2393761,15,100.0,7100,9.999998
99.31993,1.0966539,375.93418268555973,3615.5927298069,1.0068473,,989.76605,100,-195761.05,0.44536853,-185020.33,159253,174709.77,10.0,-120.146736,1.0068473,229.35864,1.0330931,0.21495421,375.93417,-119.9597,1.0068473,38.61,2,1.6559321,1.2393761,15,99.31993,7200,10.0
97.115875,1.2031146,394.22495568917935,3674.9855692386627,1.0296978,,1129.6285,100,-201068.84,0.3673858,-187914.28,163297,173847.1,10.0,-133.47986,1.0296978,207.714,1.060301,0.34746408,394.22498,-133.02097,1.0296978,40.44,3,1.7429651,1.2393761,15,97.115875,7300,10.0
95.84941,1.1826533,402.3171903858022,3739.023260831833,1.0433033,,1289.6033,100,-213839.14,0.44010934,-208244.58,167422,190067.53,10.0,-153.78778,1.0433033,219.74518,1.0371796,0.3231813,402.3172,-153.62804,1.0433033,41.25,4,1.9287274,1.2393761,15,95.84941,7400,10.0
98.0134,1.1290851,393.8221411996274,3766.2232406139374,1.0202687,,1009.7138,100,-185165.19,0.49566326,-182516.14,171462,171628.28,10.0,-113.72656,1.0202687,179.38463,1.0474408,0.30143136,393.8221,-113.3544,1.0202687,40.4,5,2.200358,1.2393761,15,98.0134,7500,10.0
100.0,1.1888554,441.7077859305037,3811.112721681595,1.0,,979.4573,100,-244705.19,0.5054162,-218812.05,175981,208299.27,9.999999,-117.76754,1.0,199.89424,0.97268784,0.21055572,441.70776,-117.76754,1.0,45.19,1,1.5164764,1.226059,16,100.0,7600,9.999999
94.75926,1.24014,431.418760436335,3862.4663558006287,1.0553058,,1369.5725,100,-248365.9,0.34285426,-238751.19,180397,217757.55,10.0,-191.09389,1.0553058,247.9922,1.0328876,0.357756,431.41876,-191.15149,1.0553058,44.16,2,2.120524,1.226059,16,94.75926,7700,10.0
97.11574,1.2041595,396.61429982842907,3912.8373408317566,1.0296992,,1219.4089,100,-197184.77,0.4650503,-194949.97,184465,178550.75,9.999999,-141.63046,1.0296992,221.60088,1.0348722,0.35495758,396.61435,-141.5729,1.0296992,40.68,3,2.2540333,1.226059,16,97.11574,7800,9.999999
96.903694,1.2308277,448.31139987715557,3961.7314779758453,1.0319524,,1249.6143,100,-237759.08,0.30744982,-235543.9,189050,218132.53,9.999999,-152.91798,1.0319524,234.1112,1.0732341,0.36912826,448.31137,-152.37936,1.0319524,45.85,4,2.0906608,1.226059,16,96.903694,7900,9.999999
96.60698,1.4012381,445.8144272031862,4002.4269649982452,1.0351219,9.982679,1049.7214,100,-216551.61,0.33501938,-205652.27,193610,192542.75,10.0,-120.53281,1.0351219,227.83098,0.9775603,0.37128532,445.81445,-120.12993,1.0351219,45.6,5,1.9152368,1.226059,16,96.60698,8000,10.0
100.0,1.0786347,440.9099122729643,4058.398225545883,1.0,,1369.4238,100,-273544.8,0.6531695,-263730.66,198121,244155.95,10.0,-160.2218,1.0,245.55147,1.0090109,0.14330603,440.90997,-160.2218,1.0,45.11,1,1.4313632,1.2130705,17,100.0,8100,10.0
96.937965,1.3862762,508.97716317392775,4093.790066719055,1.0315876,19.965946,1099.6582,100,-284072.38,0.33347404,-270135.47,203313,255826.02,10.0,-139.62262,1.0315876,212.28079,0.95322496,0.3423533,508.97714,-139.55067,1.0315876,51.92,2,2.6717322,1.2130705,17,96.937965,8200,10.0
94.469604,1.3646827,435.42409286788694,4146.023523807526,1.0585415,,1049.5696,100,-215131.47,0.3387565,-207201.7,207769,194268.06,10.0,-132.40881,1.0585415,198.31021,1.0140971,0.39416218,435.4241,-132.50063,1.0585415,44.56,3,2.0108757,1.2130705,17,94.469604,8300,10.0
94.64933,1.4350187,472.39819645610913,4204.333473205566,1.0565315,29.971992,1239.4818,100,-271660.97,0.23321836,-271660.97,212595,253164.39,9.999999,-142.85907,1.0565315,203.35638,1.0088671,0.5897499,472.39825,-142.13118,1.0565315,48.26,4,5.397459,1.2130705,17,94.64933,8400,9.999999
94.788666,1.4224558,465.4077771935683,4214.539733886719,1.0549785,,1489.4105,100,-275482.2,0.4076406,-275482.2,217351,248891.42,10.0,-184.92805,1.0549785,208.85558,1.0174296,0.49852434,465.40778,-185.1268,1.0549785,47.56,5,3.079606,1.2130705,17,94.788666,8500,10.0
100.0,0.9999939,474.09971151092145,4222.938719749451,1.0,,1429.6648,100,-301617.47,1.0,-301617.47,222194,281075.16,10.0,-157.77905,1.0,237.28595,1.0,,474.09973,-157.77905,1.0,48.43,1,1.0,1.1948726,18,100.0,8600,10.0
100.0,0.9999939,467.5122199816309,4231.730781555176,1.0,9.984218,1059.4708,100,-269696.7,0.99998474,-269696.7,226971,258415.38,10.0,-124.166275,1.0,199.61899,0.9999998,3.347914e-06,467.51224,-124.166275,1.0,47.77,2,1.0000153,1.1948726,18,100.0,8700,10.0
100.0,0.99999344,496.29798555119055,4241.7021634578705,1.0,89.9137,1209.5428,100,-300209.22,0.99998474,-300209.22,232036,285505.62,10.0,-143.28122,1.0,197.97401,0.99999976,5.553669e-06,496.29797,-143.28122,1.0,50.65,3,1.0000153,1.1948726,18,100.0,8800,10.0
100.0,0.9999939,471.3007196978106,4249.787987470627,1.0,9.986735,1039.7273,100,-271207.9,0.99998474,-271207.9,236851,260343.16,9.999999,-122.332245,1.0,195.49649,0.99999994,5.1363713e-06,471.30075,-122.332245,1.0,48.15,4,1.0000153,1.1948726,18,100.0,8900,9.999999
