MinBehavPdf,DivergenceHarmonic,InitialBound,MeanIW,InitialReturnMin,MinTargetPdf,InitialReturnMean,EmpiricalD2Arithmetic,InitialReturnStd,ReturnStepMax,EpThisIter,TimeElapsed,TimestepsSoFar,StdIW,MeanEntropy,MeanD2-0,ESSRenyiHarmonic,MinIW,Inner Iteration,Iteration,MaxIW,EpLenMean,EpisodesSoFar,Bound,ReturnStepMaxmin,InitialReturnMax,ESSRenyiArithmetic,EpRewMean,EmpiricalD2Harmonic,ReturnMeanIW
-173.7514,0.99999595,-604680.9,0.9999959,9.979973,-173.7514,694.53625,1.0,312.31357,9.999999,100,1976.535172700882,1044437,1.2928625e-05,1.1417847,1.0,100.0,0.9999542,1,189,1.0000305,70.48,18900,-604677.56,9.999999,1569.5997,100.0,694.5362707151098,1.0,579917.06
-173.91809,1.052382,-415316.72,0.9887275,9.979216,-173.91809,580.9701,1.0,236.19699,9.999998,100,1985.4291336536407,1050349,0.10233287,1.1417847,1.0,100.0,0.79897445,1,190,1.2557555,59.12,19000,-408260.38,9.999998,1479.5708,100.0,580.9700408892144,1.0,385689.9
-154.39268,1.0000108,-527320.1,0.9999995,9.979866,-154.39268,669.54095,1.0,246.4287,10.0,100,1994.9404454231262,1057147,6.985298e-06,1.1418467,1.0,100.0,0.9999695,1,191,1.0000305,67.98,19100,-527319.7,10.0,1349.6707,100.0,669.5409368583204,1.0,509011.72
-151.33044,1.0000099,-475822.7,1.0,9.980291,-151.33044,613.1448,1.0,287.9263,9.999999,100,2000.6370122432709,1063381,3.2592789e-06,1.1418467,1.0,100.0,0.99998474,1,192,1.0000153,62.34,19200,-475822.7,9.999999,1299.5936,100.0,613.1448087646626,1.0,458848.1
-159.91028,1.0000104,-536149.1,0.9999992,,-159.91028,649.55176,1.0,298.59103,9.999999,100,2005.2537486553192,1069979,5.5098812e-06,1.1418467,1.0,100.0,0.9999695,1,193,1.0000153,65.98,19300,-536148.25,9.999999,1579.5305,100.0,649.5517792474861,1.0,511073.28
-159.22432,1.0000107,-531467.2,1.0,9.9798765,-159.22432,666.74115,1.0,254.21758,9.999999,100,2013.9532413482666,1076749,,1.1418467,1.0,100.0,1.0,1,194,1.0,67.7,19400,-531467.2,9.999999,1489.4625,100.0,666.7411689914028,1.0,509170.34
-157.13365,1.0623696,-507336.62,0.9892297,,-157.13365,633.7485,1.0,296.5291,10.0,100,2018.6788392066956,1083189,0.15937893,1.1418467,1.0,100.0,0.59913516,1,195,1.6723355,64.4,19500,-493858.88,10.0,1329.6909,100.0,633.7485049014533,1.0,475543.25
-177.67038,1.0520147,-518527.94,0.9993921,,-177.67038,644.64655,1.0,279.0748,9.999999,100,2031.2707443237305,1089738,0.13073538,1.141667,1.0,100.0,0.57257175,1,196,1.3930309,65.49,19600,-506162.38,9.999999,1579.5664,100.0,644.6465799682359,1.0,480442.5
-150.08641,1.0000004,-523574.7,0.9999988,19.969805,-150.08641,666.5547,1.0,248.54688,10.0,100,2039.3505115509033,1096506,7.83625e-06,1.1403948,1.0,100.0,0.9999695,1,197,1.0000305,67.68,19700,-523573.44,10.0,1319.7045,100.0,666.5547411698805,1.0,506069.5
-156.05292,1.0000001,-511350.03,0.9999988,9.979814,-156.05292,650.6483,1.0,263.49582,10.0,100,2044.484764099121,1103115,6.9312177e-06,1.1403948,1.0,100.0,0.9999695,1,198,1.0000153,66.09,19800,-511348.7,10.0,1359.5448,100.0,650.6483068342842,1.0,492771.94
-231.37178,1.0000001,-588435.0,0.9999994,,-231.37178,675.1408,1.0,298.60904,9.999998,100,2050.0907411575317,1109969,3.8420917e-06,1.1403948,1.0,100.0,0.9999695,1,199,1.0000076,68.54,19900,-588434.4,9.999998,2079.2969,100.0,675.1407693649306,1.0,544981.8
-231.88892,1.0159806,-678841.0,0.9960585,,-231.88892,730.7429,1.0,325.98953,10.0,100,2056.264266014099,1117379,0.06727124,1.1403948,1.0,100.0,0.8279672,1,200,1.1574742,74.1,20000,-674395.75,10.0,1959.4193,100.0,730.7428622265626,1.0,635502.0
-186.32838,0.99999344,-441984.53,1.0,,-186.32838,581.26245,1.0,273.38516,10.0,100,2064.783213376999,1123294,,1.1403819,1.0,100.0,1.0,1,201,1.0,59.15,20100,-441984.53,10.0,1709.7339,100.0,581.2624491102529,1.0,412605.47
-220.67458,1.0394509,-610339.6,1.0036408,,-220.67458,686.0408,1.0,319.19397,10.0,100,2069.098128080368,1130257,0.117426746,1.1403819,1.0,100.0,0.68802375,1,202,1.433221,69.63,20200,-600847.94,10.0,1939.42,100.0,686.0408192250328,1.0,562306.5
-183.64436,1.0000029,-499267.9,1.0,,-183.64436,627.148,1.0,290.7664,10.0,100,2076.589090824127,1136631,,1.1403773,1.0,100.0,1.0,1,203,1.0,63.74,20300,-499267.9,10.0,1459.4807,100.0,627.1480132075466,1.0,477859.72
-144.66447,1.061817,-555980.9,0.9923433,29.969528,-144.66447,696.2276,1.0,234.08258,10.0,100,2080.8331656455994,1143696,0.1405156,1.1403773,1.0,100.0,0.5185399,1,204,1.3833085,70.65,20400,-541517.8,10.0,1279.4885,100.0,696.2275626003922,1.0,524563.5
-247.98288,1.0000058,-492041.88,1.0,,-247.98288,589.6551,1.0,305.06177,10.0,100,2092.995049715042,1149695,,1.1403338,1.0,100.0,1.0,1,205,1.0,59.99,20500,-492041.88,10.0,2258.956,100.0,589.6551391507376,1.0,440755.8
-181.46405,1.0000069,-572761.25,0.9999992,,-181.46405,672.54126,1.0,302.35208,10.0,100,2097.3418893814087,1156523,4.513626e-06,1.1403338,1.0,100.0,0.9999695,1,206,1.0000153,68.28,20600,-572760.5,10.0,1699.6195,100.0,672.5412855730573,1.0,543727.8
-141.4992,1.0000077,-511031.25,1.0000018,,-141.4992,646.8373,1.0,273.61502,9.999999,100,2103.065330028534,1163094,1.6291842e-05,1.1403338,1.0,100.0,0.9999542,1,207,1.000061,65.71,20700,-511030.9,9.999999,1329.6074,100.0,646.8372403295741,1.0,493263.22
-158.90488,0.99998915,-533946.94,0.9999998,,-158.90488,653.6407,1.0,294.51236,9.999998,100,2108.050945520401,1169733,4.707016e-06,1.1403338,1.0,100.0,0.99998474,1,208,1.0000153,66.39,20800,-533946.75,9.999998,1409.3746,100.0,653.6406484397373,1.0,513983.44
-155.80472,0.99998975,-482365.34,0.9999919,,-155.80472,624.3528,1.0,270.44977,9.999999,100,2113.7911875247955,1176079,2.6238882e-05,1.1403338,1.0,100.0,0.99993896,1,209,1.000061,63.46,20900,-482358.88,9.999999,1389.5592,100.0,624.3527795130185,1.0,462952.94
-247.86844,0.9999896,-532875.56,0.99999976,9.979471,-247.86844,628.3462,1.0,305.52,9.999999,100,2123.990908384323,1182465,4.8803067e-06,1.1403338,1.0,100.0,0.9999695,1,210,1.0000153,63.86,21000,-532874.06,9.999999,2109.272,100.0,628.3461549129719,1.0,488159.9
-218.37022,0.99998844,-606479.6,0.99999946,9.980416,-218.37022,705.12506,1.0,270.92838,9.999999,100,2130.0025115013123,1189619,5.2028404e-06,1.1403338,1.0,100.0,0.9999695,1,211,1.0000153,71.54,21100,-606478.3,9.999999,1889.3508,100.0,705.125089816051,1.0,570602.25
-227.00485,1.0280387,-576268.8,1.0040619,9.980253,-227.00485,654.7517,1.0,330.13806,9.999999,100,2135.622896194458,1196269,0.10316934,1.1403338,1.0,100.0,0.74297816,1,212,1.3205264,66.5,21200,-568022.5,9.999999,1959.2035,100.0,654.7516703635293,1.0,528907.25
-191.46945,1.0298,-527358.4,0.9983517,9.980596,-191.46945,651.848,1.0,270.33316,10.0,100,2144.428047180176,1202890,0.08874861,1.1403234,1.0,100.0,0.8107149,1,213,1.2789903,66.21,21300,-521850.3,10.0,1709.5486,100.0,651.8480239374626,1.0,492043.06
-195.46019,1.0000107,-611782.7,0.99999917,,-195.46019,704.8298,1.0,292.62897,10.0,100,2153.9350583553314,1210041,6.7280102e-06,1.1392864,1.0,100.0,0.9999695,1,214,1.0000153,71.51,21400,-611781.8,10.0,1709.3469,100.0,704.8297557187643,1.0,582415.8
-160.88982,1.0491643,-500353.28,0.99639773,,-160.88982,638.7502,1.0,273.107,10.0,100,2165.2149274349213,1216531,0.11768396,1.1392864,1.0,100.0,0.77057356,1,215,1.3174471,64.9,21500,-490872.53,10.0,1329.4746,100.0,638.7501112717081,1.0,472677.03
-152.84708,0.9999964,-460690.28,0.99999756,,-152.84708,603.25415,1.0,278.16333,10.0,100,2177.3661000728607,1222666,7.634524e-06,1.1392787,1.0,100.0,0.99998474,1,216,1.0000153,61.35,21600,-460688.66,10.0,1389.3411,100.0,603.2541391747695,1.0,441288.75
-192.17653,0.9999931,-590481.25,1.0,,-192.17653,698.4395,1.0,280.23193,9.999999,100,2184.1608171463013,1229753,,1.1392787,1.0,100.0,1.0,1,217,1.0,70.87,21700,-590481.25,9.999999,1549.604,100.0,698.4394639172523,1.0,566347.6
-225.6887,0.99999297,-653554.9,0.9999997,,-225.6887,712.639,1.0,334.20673,10.0,100,2188.5907912254333,1236982,6.903165e-06,1.1392787,1.0,100.0,0.9999695,1,218,1.0000305,72.29,21800,-653553.56,10.0,1839.4608,100.0,712.6389376139534,1.0,619547.06
-162.27985,0.99999285,-592370.4,0.9999998,,-162.27985,688.53925,1.0,313.54956,10.0,100,2193.709735393524,1243970,5.1739717e-06,1.1392787,1.0,100.0,0.99998474,1,219,1.0000153,69.88,21900,-592370.2,10.0,1409.6359,100.0,688.539235033977,1.0,572399.44
-174.2085,0.99999285,-593069.75,1.0,,-174.2085,692.2394,1.0,304.08698,10.0,100,2198.8855912685394,1250995,,1.1392787,1.0,100.0,1.0,1,220,1.0,70.25,22000,-593069.75,10.0,1459.3928,100.0,692.2393950663583,1.0,571664.25
-168.6803,0.9999933,-524136.62,1.0,,-168.6803,628.5611,1.0,322.9466,9.999999,100,2203.641488313675,1257383,,1.1392787,1.0,100.0,1.0,1,221,1.0,63.88,22100,-524136.62,9.999999,1569.3665,100.0,628.5610883726508,1.0,499383.53
-177.07672,0.9999931,-574595.25,0.99999994,9.979581,-177.07672,685.7318,1.0,279.88528,10.0,100,2208.607573032379,1264343,6.150795e-06,1.1392787,1.0,100.0,0.9999695,1,222,1.0000153,69.6,22200,-574594.5,10.0,1609.3757,100.0,685.7318414650265,1.0,548563.2
-164.76001,0.9999925,-555128.3,1.0000002,19.968204,-164.76001,662.84955,1.0,302.1922,10.0,100,2215.669539451599,1271074,2.9224282e-05,1.1392787,1.0,100.0,0.9998779,1,223,1.000061,67.31,22300,-555125.0,10.0,1559.3696,100.0,662.84950384859,1.0,530686.25
-205.95473,1.0000081,-519960.75,0.9999946,,-205.95473,622.4657,1.0,305.14615,9.999999,100,2222.453508615494,1277401,2.151758e-05,1.1392782,1.0,100.0,0.99993896,1,224,1.0000458,63.27,22400,-519955.62,9.999999,1979.5322,100.0,622.4657095797883,1.0,480572.6
-172.39436,1.0000081,-526089.4,0.99999774,,-172.39436,648.24646,1.0,286.97015,10.0,100,2233.9510662555695,1283986,1.622923e-05,1.1392782,1.0,100.0,0.9999695,1,225,1.0000305,65.85,22500,-526087.8,10.0,1529.5759,100.0,648.2464811987338,1.0,502573.8
-177.2951,1.0000091,-598398.6,0.99999774,,-177.2951,705.7136,1.0,279.9383,10.0,100,2240.647072315216,1291146,9.445018e-06,1.1392782,1.0,100.0,0.9999695,1,226,1.0000153,71.6,22600,-598396.5,10.0,1479.5651,100.0,705.7135769956544,1.0,576395.0
-189.14673,1.0000085,-526890.44,1.0,,-189.14673,657.8388,1.0,255.84634,10.0,100,2249.8372724056244,1297827,,1.1392782,1.0,100.0,1.0,1,227,1.0,66.81,22700,-526890.44,10.0,1689.2993,100.0,657.8388208873282,1.0,498209.25
-166.09082,1.0000085,-538157.7,0.9999991,19.965958,-166.09082,673.4446,1.0,261.59525,10.0,100,2253.8026921749115,1304664,4.828918e-06,1.1392782,1.0,100.0,0.9999695,1,228,1.0000076,68.37,22800,-538156.75,10.0,1269.5165,100.0,673.4446246821791,1.0,521958.75
-239.48138,1.0226854,-585791.7,1.002229,,-239.48138,667.6428,1.0,316.64835,9.999999,100,2261.760208129883,1311443,0.08562706,1.1392782,1.0,100.0,0.73782647,1,229,1.2086253,67.79,22900,-575932.0,9.999999,1989.4489,100.0,667.6427845256455,1.0,535704.9
-169.23495,1.0508261,-582913.6,0.9979382,,-169.23495,698.0175,1.0,269.22443,9.999998,100,2276.026837348938,1318526,0.11668068,1.1392376,1.0,100.0,0.7456016,1,230,1.2786877,70.83,23000,-572735.56,9.999998,1519.4454,100.0,698.017515938565,1.0,548949.75
-202.39236,1.0000105,-592810.6,0.9999995,,-202.39236,677.0372,1.0,323.607,9.999999,100,2285.293066263199,1325399,5.717077e-06,1.1372647,1.0,100.0,0.9999695,1,231,1.0000153,68.73,23100,-592810.0,9.999999,1719.3247,100.0,677.0371261110799,1.0,563100.1
-192.43694,1.0238318,-573553.1,0.99944884,,-192.43694,662.24744,1.0,319.4919,10.0,100,2291.206713914871,1332124,0.10260978,1.1372647,1.0,100.0,0.76976275,1,232,1.3099301,67.25,23200,-566746.56,10.0,1809.4552,100.0,662.2474280771804,1.0,533450.56
-160.77673,1.0657233,-583669.44,0.9770442,,-160.77673,689.7386,1.0,296.58316,9.999997,100,2302.1497297286987,1339124,0.14558104,1.1372548,1.0,100.0,0.62582225,1,233,1.4099895,70.0,23300,-566837.2,9.999997,1409.5581,100.0,689.7386334090094,1.0,546222.8
-182.78221,1.0317451,-585706.7,1.0064964,9.979956,-182.78221,690.73755,1.0,292.72464,10.0,100,2312.1913709640503,1346134,0.10816787,1.1371452,1.0,100.0,0.67601466,1,234,1.3127314,70.1,23400,-577462.7,10.0,1509.4922,100.0,690.7376801828896,1.0,554201.56
-208.9462,0.9999976,-648977.94,0.99999994,29.95774,-208.9462,713.9291,1.0,318.55087,9.999999,100,2328.0113780498505,1353376,6.4316587e-06,1.1372205,1.0,100.0,0.9999695,1,235,1.0000153,72.42,23500,-648977.6,9.999999,1939.5647,100.0,713.9290921326617,1.0,611169.06
-201.4271,1.0000018,-606776.5,0.9999942,,-201.4271,692.63385,1.0,310.27695,9.999999,100,2333.7052516937256,1360405,1.8010718e-05,1.1372205,1.0,100.0,0.99990845,1,236,1.0000458,70.29,23600,-606770.2,9.999999,1749.5433,100.0,692.6337812643987,1.0,576006.94
-156.05934,0.99999535,-594799.8,0.9999989,,-156.05934,705.4426,1.0,277.3007,10.0,100,2342.567875623703,1367562,7.856597e-06,1.1372205,1.0,100.0,0.9999695,1,237,1.0000305,71.57,23700,-594798.7,10.0,1419.6211,100.0,705.442676117793,1.0,574543.94
-187.89676,0.99999535,-623029.44,0.9999995,,-187.89676,731.9325,1.0,255.5403,9.999999,100,2350.2454838752747,1374984,5.8918945e-06,1.1372205,1.0,100.0,0.99998474,1,238,1.0000153,74.22,23800,-623028.9,9.999999,1479.6351,100.0,731.9324666056872,1.0,601025.44
-200.62454,0.9999956,-670862.44,0.9999991,,-200.62454,725.82666,1.0,337.09183,9.999999,100,2355.92324590683,1382345,6.5879613e-06,1.1372205,1.0,100.0,0.9999695,1,239,1.0000153,73.61,23900,-670861.3,9.999999,1739.3903,100.0,725.8266833481642,1.0,640454.2
-234.0921,0.9999956,-587113.94,0.9999994,,-234.0921,672.9509,1.0,309.9356,10.0,100,2360.711906194687,1389177,1.2422929e-05,1.1372205,1.0,100.0,0.9999695,1,240,1.0000305,68.32,24000,-587111.8,10.0,1949.3445,100.0,672.9510151054646,1.0,548921.0
-143.45813,0.9999957,-529222.0,0.9999997,,-143.45813,669.7429,1.0,254.4065,10.0,100,2367.853783607483,1395977,6.154006e-06,1.1372205,1.0,100.0,0.99998474,1,241,1.0000153,68.0,24100,-529221.56,10.0,1259.5215,100.0,669.7428701350055,1.0,513277.75
-233.29662,0.99999523,-778637.7,0.9999992,,-233.29662,771.613,1.0,372.7786,10.0,100,2374.123865842819,1403796,7.2032108e-06,1.1372205,1.0,100.0,0.9999695,1,242,1.0000153,78.19,24200,-778635.0,10.0,2099.1736,100.0,771.6129886752526,1.0,734347.8
-198.4549,0.9999956,-552734.8,0.9999989,9.982176,-198.4549,656.5472,1.0,306.5955,9.999999,100,2380.375306367874,1410464,5.3699255e-06,1.1372205,1.0,100.0,0.99998474,1,243,1.0000153,66.68,24300,-552734.06,9.999999,1659.5515,100.0,656.5472157752592,1.0,525054.25
-150.17834,0.9999957,-549340.06,1.0,,-150.17834,683.9275,1.0,251.55124,10.0,100,2386.065249443054,1417406,,1.1372205,1.0,100.0,1.0,1,244,1.0,69.42,24400,-549340.06,10.0,1349.5703,100.0,683.9275388584911,1.0,531034.94
-229.75806,1.0297844,-614331.2,1.0046575,9.981696,-229.75806,692.93555,1.0,312.29892,10.0,100,2391.5209834575653,1424438,0.11197742,1.1372205,1.0,100.0,0.7636442,1,245,1.339951,70.32,24500,-606258.4,10.0,1909.3806,100.0,692.9355359377776,1.0,569075.7
-213.64105,0.99999475,-630146.2,1.0,9.980533,-213.64105,705.4425,1.0,307.08142,10.0,100,2401.004698753357,1431595,,1.1372647,1.0,100.0,1.0,1,246,1.0,71.57,24600,-630146.2,10.0,1949.5312,100.0,705.4424913224524,1.0,591948.1
-243.24895,1.0408303,-619235.56,1.0025969,9.982253,-243.24895,694.33936,1.0,301.1501,10.0,100,2406.075182914734,1438641,0.113199756,1.1372647,1.0,100.0,0.6797279,1,247,1.5223769,70.46,24700,-609861.9,10.0,2149.518,100.0,694.3394208754783,1.0,562486.3
-162.72342,1.0000024,-604122.44,0.99999785,9.981459,-162.72342,701.3267,1.0,304.7276,9.999999,100,2415.4120864868164,1445757,7.786767e-06,1.1376384,1.0,100.0,0.9999695,1,248,1.0000153,71.16,24800,-604120.7,9.999999,1389.4993,100.0,701.3267102945038,1.0,584716.3
-170.67195,1.0000026,-519130.16,0.9999908,,-170.67195,639.9571,1.0,296.94882,10.0,100,2421.1592602729797,1452259,0.00018233024,1.1376384,1.0,100.0,0.9995881,1,249,1.0004579,65.02,24900,-519116.34,10.0,1459.4221,100.0,639.9570559979583,1.0,497709.88
-314.98956,1.0000026,-751595.25,1.0,29.952932,-314.98956,749.9151,1.0,338.17868,10.0,100,2435.7079272270203,1459861,,1.1376384,1.0,100.0,1.0,1,250,1.0,76.02,25000,-751595.25,10.0,2729.1501,100.0,749.9150162145729,1.0,676737.3
-193.45508,1.0000026,-629756.9,1.0,,-193.45508,709.3268,1.0,310.722,10.0,100,2439.6898810863495,1467057,,1.1376384,1.0,100.0,1.0,1,251,1.0,71.96,25100,-629756.9,10.0,1729.5532,100.0,709.3268344954282,1.0,599692.6
-193.82173,1.0000027,-573996.5,0.9999992,109.963684,-193.82173,693.0214,1.0,261.9976,9.999999,100,2443.833873987198,1474090,6.24494e-06,1.1376384,1.0,100.0,0.9999695,1,252,1.0000305,70.33,25200,-573995.8,9.999999,1579.5406,100.0,693.0213731618107,1.0,548920.6
-182.98465,1.0000025,-579940.5,0.9999998,,-182.98465,700.2264,1.0,260.62042,9.999999,100,2449.8908562660217,1481195,1.5546779e-05,1.1376384,1.0,100.0,0.99993896,1,253,1.0000305,71.05,25300,-579938.5,9.999999,1469.4093,100.0,700.2264249037423,1.0,558238.06
-223.72076,1.0000025,-589490.1,0.99999946,9.979703,-223.72076,672.9495,1.0,312.50986,9.999999,100,2456.4083771705627,1488027,3.4128227e-06,1.1376384,1.0,100.0,0.99998474,1,254,1.0000153,68.32,25400,-589489.94,9.999999,1969.0442,100.0,672.9494884134781,1.0,550523.2
-176.88457,1.0000027,-581295.3,0.9999989,,-176.88457,694.9063,1.0,280.55368,10.0,100,2463.1122596263885,1495079,1.3065447e-05,1.1376384,1.0,100.0,0.9999695,1,255,1.0000305,70.52,25500,-581294.1,10.0,1399.6904,100.0,694.9063410212115,1.0,561604.06
-195.63126,1.0000026,-658157.8,1.0,,-195.63126,723.2241,1.0,327.25827,9.999999,100,2469.243090867996,1502414,,1.1376384,1.0,100.0,1.0,1,256,1.0,73.35,25600,-658157.8,9.999999,1669.3182,100.0,723.2241759540243,1.0,630151.1
-185.89606,1.0000026,-710071.2,0.9999992,9.979204,-185.89606,756.72485,1.0,330.79315,9.999999,100,2474.075031042099,1510084,6.5695135e-06,1.1376384,1.0,100.0,0.9999695,1,257,1.0000153,76.7,25700,-710069.7,9.999999,1669.5521,100.0,756.7249018866771,1.0,682055.2
-197.29956,1.0000026,-625535.6,0.9999998,,-197.29956,707.8429,1.0,314.30554,10.0,100,2483.247123003006,1517265,5.1298375e-06,1.1376384,1.0,100.0,0.99998474,1,258,1.0000153,71.81,25800,-625535.4,10.0,1599.2909,100.0,707.8428377284912,1.0,599829.2
-182.22165,1.0000026,-574378.2,1.0000006,,-182.22165,681.0374,1.0,292.92697,10.0,100,2488.702569961548,1524178,5.658491e-05,1.1376384,1.0,100.0,0.9998474,1,259,1.0002289,69.13,25900,-574371.3,10.0,1569.5793,100.0,681.0374800458369,1.0,549611.4
-154.26181,1.0000023,-517797.6,1.0,,-154.26181,643.35004,1.0,293.48682,10.0,100,2496.733327150345,1530714,,1.1376384,1.0,100.0,1.0,1,260,1.0,65.36,26000,-517797.6,10.0,1329.466,100.0,643.3500041741361,1.0,500033.72
-166.60956,1.000003,-674976.44,0.99999845,9.981414,-166.60956,753.1037,1.0,289.80408,10.0,100,2501.0190527439117,1538348,7.687178e-06,1.1376384,1.0,100.0,0.9999695,1,261,1.0000153,76.34,26100,-674974.9,10.0,1539.6589,100.0,753.1036519018827,1.0,651149.94
-186.53003,1.0540768,-593118.1,1.0123259,,-186.53003,692.8308,1.0,297.22763,9.999999,100,2510.0311992168427,1545379,0.16414942,1.1376384,1.0,100.0,0.53500015,1,262,1.5017047,70.31,26200,-574085.06,9.999999,1569.5603,100.0,692.8308156264643,1.0,548665.1
-233.115,0.9999883,-693032.0,1.0,9.980296,-233.115,746.01483,1.0,313.524,9.999999,100,2519.4822537899017,1552942,,1.1375155,1.0,100.0,1.0,1,263,1.0,75.63,26300,-693032.0,9.999999,1949.4937,100.0,746.0148600172221,1.0,654835.5
-169.19028,0.9999902,-521169.38,0.9999988,,-169.19028,631.74756,1.0,319.08575,10.0,100,2523.1406502723694,1559362,1.14624545e-05,1.1375155,1.0,100.0,0.9999695,1,264,1.0000305,64.2,26400,-521168.56,10.0,1419.41,100.0,631.7475704760479,1.0,500919.9
-177.52682,0.9999894,-553439.3,1.0000004,9.980515,-177.52682,680.83124,1.0,258.27457,10.0,100,2530.2627108097076,1566273,1.4456681e-05,1.1375155,1.0,100.0,0.99993896,1,265,1.0000305,69.11,26500,-553437.3,10.0,1519.4125,100.0,680.8312855319687,1.0,530235.0
-165.02507,0.99998915,-581910.5,0.9999964,,-165.02507,694.9359,1.0,283.05737,10.0,100,2536.9843640327454,1573325,1.2509048e-05,1.1375155,1.0,100.0,0.9999695,1,266,1.0000305,70.52,26600,-581906.56,10.0,1369.6221,100.0,694.935977596286,1.0,563053.5
-201.95868,0.9999894,-587489.4,0.99999785,,-201.95868,670.943,1.0,324.25278,9.999998,100,2544.6906242370605,1580137,1.8392258e-05,1.1375155,1.0,100.0,0.99993896,1,267,1.0000381,68.12,26700,-587485.3,9.999998,1789.5247,100.0,670.9428902727205,1.0,555300.2
-198.22769,0.9999889,-610695.1,0.9999997,9.979299,-198.22769,713.31586,1.0,271.16132,10.0,100,2553.0118260383606,1587373,4.4571048e-06,1.1375155,1.0,100.0,0.99998474,1,268,1.0000153,72.36,26800,-610694.94,10.0,1679.4395,100.0,713.315855137479,1.0,582347.8
-225.37442,0.99998915,-616363.8,1.0,9.983675,-225.37442,700.33124,1.0,295.49527,10.0,100,2559.58695435524,1594479,,1.1375155,1.0,100.0,1.0,1,269,1.0,71.06,26900,-616363.8,10.0,1959.3203,100.0,700.3312003187189,1.0,577781.25
-186.82333,0.9999893,-577956.06,0.9999951,9.983638,-186.82333,692.0273,1.0,271.99368,10.0,100,2563.554723739624,1601502,1.6710455e-05,1.1375155,1.0,100.0,0.9999542,1,270,1.0000305,70.23,27000,-577953.0,10.0,1579.5017,100.0,692.0272273563838,1.0,552879.2
-187.18243,0.99998915,-601356.25,1.0,,-187.18243,683.9418,1.0,322.80737,10.0,100,2570.1748917102814,1608444,,1.1375155,1.0,100.0,1.0,1,271,1.0,69.42,27100,-601356.25,10.0,1709.6256,100.0,683.9418451097903,1.0,571981.0
-178.77724,0.9999894,-567664.8,0.99999887,9.982277,-178.77724,680.7445,1.0,282.5037,10.0,100,2574.518595457077,1615354,6.0436287e-06,1.1375155,1.0,100.0,0.99998474,1,272,1.0000153,69.1,27200,-567664.0,10.0,1559.5206,100.0,680.7444849130318,1.0,543220.56
-163.20502,0.9999902,-471634.44,0.99999964,,-163.20502,631.8611,1.0,235.3972,10.0,100,2581.292094707489,1621775,8.005496e-06,1.1375155,1.0,100.0,0.9999695,1,273,1.0000153,64.21,27300,-471633.84,10.0,1299.5845,100.0,631.8610663796388,1.0,454659.66
-202.45256,0.9999888,-651256.44,1.0,,-202.45256,717.31586,1.0,324.41284,9.999998,100,2587.9470829963684,1629051,,1.1375155,1.0,100.0,1.0,1,274,1.0,72.76,27400,-651256.44,9.999998,1769.5527,100.0,717.3158222479416,1.0,619785.7
-221.08154,1.0950347,-715807.9,1.0049609,9.984909,-221.08154,742.50946,1.0,359.68036,10.0,100,2592.8312771320343,1636579,0.18099307,1.1375155,1.0,100.0,0.65505594,1,275,1.5080655,75.28,27500,-673690.8,10.0,1869.276,100.0,742.50940647093,1.0,636942.0
-168.58054,1.083031,-666777.6,0.9955588,9.979977,-168.58054,747.52765,1.0,289.0305,9.999999,100,2610.1621165275574,1644157,0.15547818,1.1375257,1.0,100.0,0.6804648,1,276,1.3698236,75.78,27600,-645967.9,9.999999,1559.4514,100.0,747.5276487831311,1.0,620532.0
-180.83823,0.9999931,-641115.75,0.99999946,,-180.83823,717.02795,1.0,311.87646,10.0,100,2621.602883577347,1651430,3.4551986e-06,1.135619,1.0,100.0,0.99998474,1,277,1.0000153,72.73,27700,-641115.5,10.0,1719.6177,100.0,717.0280061444657,1.0,611395.8
-185.92497,0.9999926,-620969.7,0.99999726,,-185.92497,720.73627,1.0,275.3106,10.0,100,2629.570714235306,1658740,9.817839e-06,1.135619,1.0,100.0,0.9999695,1,278,1.0000305,73.1,27800,-620967.0,10.0,1599.5054,100.0,720.7362614559137,1.0,595254.06
-155.9863,0.9999931,-579194.8,0.9999995,,-155.9863,674.6418,1.0,319.93295,9.999999,100,2637.2509315013885,1665589,5.271154e-06,1.135619,1.0,100.0,0.9999695,1,279,1.0000153,68.49,27900,-579193.94,9.999999,1469.2683,100.0,674.6418144187447,1.0,557497.75
-185.25305,0.99999285,-636277.56,1.0,,-185.25305,709.8371,1.0,324.1308,10.0,100,2643.6096527576447,1672790,,1.135619,1.0,100.0,1.0,1,280,1.0,72.01,28000,-636277.56,10.0,1649.5796,100.0,709.8370716933968,1.0,608929.44
-156.21716,0.9999925,-646156.8,0.9999986,9.979077,-156.21716,742.3229,1.0,274.64752,10.0,100,2648.4842009544373,1680316,8.45214e-06,1.135619,1.0,100.0,0.9999695,1,281,1.0000153,75.26,28100,-646155.5,10.0,1399.4226,100.0,742.3228231879134,1.0,626473.06
-168.02087,0.9999924,-644111.94,0.99999857,19.965351,-168.02087,735.6155,1.0,286.63385,10.0,100,2658.594785451889,1687775,1.1585083e-05,1.135619,1.0,100.0,0.9999695,1,282,1.0000305,74.59,28200,-644110.6,10.0,1439.3938,100.0,735.6154701369571,1.0,623287.8
